,2021-12-31,盘点公募基金2021年十大事件,第一财经
7173,2020-07-28,标准化票据上线：首批7家银行、3家券商创设14单产品,证券时报网
7174,2020-07-28,银行行业周报：LPR连续3月维持不变 Q2基金重仓银行比例仅2.28%,新浪
7175,2020-07-28,21资管丨标准化票据正式上线：7家银行、3家券商创设11.44亿元产品,21世纪经济报道
7176,2020-07-28,金融街下午茶2020年7月28日星期二,Wind
7177,2020-07-28,独家丨全国288家银行理财能力排行榜（2020年2季度）,和讯
7178,2020-07-28,巨丰数据赢 | 北上资金短期继续流出 这一低估龙头近期却被资金关注,巨丰财经
7179,2020-07-28,A股融资融券日报：两融余额增加44.04亿元 （7月27日）,Wind
7180,2020-07-28,滞涨的公募重仓股有没有机会？有机构已加仓,中证报
7181,2020-07-28,中国平安蝉联榜单第4,深圳特区报
7182,2020-07-28,今年已有1639家银行网点终止营业，线下业务规模加速缩减 业务变化,Wind
7183,2020-07-28,盈利预警要过紧日子 邮储招行兴业遭减持 盈利能力下降,时代在线
7184,2020-07-27,八成上市银行股价“破净”，年内40位董监高人均增持过百万,证券日报
7185,2020-07-27,新三板精选层过半破发！最新基金抱团股请及时收藏,证券时报网
7186,2020-07-27,5年输送利益2.74亿！债市精英职务侵占案细节曝光,券商中国
7187,2020-07-27,10000亿+，见证历史！权益类新基金彻底火了,中国基金报
7188,2020-07-27,贾跃亭妻子甘薇卸任乐漾影视法定代表人、董事长职务，此前名下千万住宅被拍卖 关联方问题,搜狐
7189,2020-07-27,银行行业周报：中小银行MPA考核或放松 信贷扩张可期,新浪
7190,2020-07-27,A股融资融券日报：两融余额减少187.18亿元（7月24日）,Wind
7191,2020-07-27,结构性存款规模下降超万亿，利差空间明显压缩,Wind
7192,2020-07-27,金价直逼峰值 结构性产品走俏,北京商报
7193,2020-07-27,“赎旧买新”现象突出 基金公司与渠道探索应对之策,中国基金报
7194,2020-07-26,超七成银行股破净 40位高管人均百万元增持,证券日报
7195,2020-07-26,黄金上扬直逼历史高位 看涨金价结构性产品顺势走俏,北京商报
7196,2020-07-26,【兴证金融 傅慧芳】重仓银行比例仅2.28%，低配比例持续扩大——基金2季度银行重仓持股分析,兴证金融
7197,2020-07-26,非银金融行业本周聚焦：券商Q2经营业绩向好 关注大金融板块“超低持仓”下的投资机会,新浪
7198,2020-07-26,本周共有25只个股连跌5日及以上，多只热门股和白马股同样榜上有名,Wind
7199,2020-07-24,2只股获北向资金连续净买入,证券时报网
7200,2020-07-24,连续3日净买入招商银行获沪股通净买入4.07亿元,证券时报网
7201,2020-07-24,北向资金持续抛售白酒股，贵州茅台创逾4个月最大净卖出额,Wind
7202,2020-07-24,瑞银增持招商银行(03968)约71.03万股，每股作价37.8428港元,智通财经
7203,2020-07-24,惊艳！深圳湾12座“超级总部”全面曝光！,新浪
7204,2020-07-24,汪永奇：光大银行加强投资者教育 落实“六稳六保”,当代金融家
7205,2020-07-24,【权益变动】招商银行(03968-HK)获瑞银增持约71.03万股,财华社
7206,2020-07-24,A股融资融券日报：两融余额增加86.87亿元（7月23日）,Wind
7207,2020-07-24,这十个南财号，为什么能登上21财经APP的开屏页？,21世纪经济报道
7208,2020-07-23,核心资产有变：公募Q2扫货科技医药 最新重仓股曝光(名单),理财不二牛
7209,2020-07-23,2020年二季度银行板块基金持仓分析：人弃我取 抓住仓位史低机会,新浪
7210,2020-07-23,公募基金二季报回顾：仓位配置有望向“均衡”回归,新浪
7211,2020-07-23,核心资产有变！公募基金二季度扫货科技医药，抛弃金融地产，最新重仓股曝光（附名单）,每日经济新闻
7212,2020-07-23,2020年公募基金中报点评：行情助推持仓回升 大幅加仓医药生物,新浪
7213,2020-07-23,增持+举牌，多路资本开启“买买买”模式,Wind
7214,2020-07-23,银行行业：美国四大行2Q20业绩表现对中资银行的启示,新浪
7215,2020-07-23,A股市值前十排行 暂时回调无法改变上行格局,--
7216,2020-07-23,专题：后疫情时代，社融增速何时迎来拐点？,志明看金融
7217,2020-07-23,天风总量团队每周论势第28期：如何看待当前市场位置？,新浪
7218,2020-07-23,A股融资融券日报：两融余额增加72.2亿元（7月22日）,Wind
7219,2020-07-23,2Q20上市银行业绩预览：这次业绩期应该关注什么？,新浪
7220,2020-07-23,银行Ⅱ：二季度继续减持 看好底部反弹 减持股份,新浪
7221,2020-07-23,银行系调研路径揭晓：医药、科技、消费和可转债,上证报
7222,2020-07-23,甘薇千万房产被拍卖！贾跃亭还是她的英雄吗？ 关联方问题,中新网
7223,2020-07-23,科思科技去年营收6.7亿应收账款9亿 现金流一连负3年,中国经济网
7224,2020-07-23,四川天味食品集团股份有限公司关于全资子公司使用部分闲置自有资金进,证券时报
7225,2020-07-23,甘薇名下豪宅被拍卖，网友：成也贾跃亭，败也贾跃亭！ 资产查封,天下网商
7226,2020-07-22,甘薇名下千万房产将被拍卖 法院已依法限制其出境,砍柴网
7227,2020-07-22,重磅！这家近8万亿明星股份行换帅！ 保险老将跨界履新，缪建民掌舵招行,和讯
7228,2020-07-22,2020Q2公募基金持仓分析：公募配置降至低位 板块配置价值提升,广发证券
7229,2020-07-22,刘永好又出手了！9个月增持民生银行33次,券商中国
7230,2020-07-22,乐视网退市，女星名下千万豪宅被拍卖！,搜狐
7231,2020-07-22,"20Q2基金持仓：风格分化加剧,大金融蓄势待发",方正证券
7232,2020-07-22,透视银行信用卡业务,Bank资管
7233,2020-07-22,2020年半年报公募基金十大重仓股持仓分析,华创金工
7234,2020-07-22,18家全国性银行个人手机银行评测：内存占用差距悬殊 多数未提前适配安卓11 BETA版,中国电子银行网
7235,2020-07-22,银行周报第23期：理财步入正轨 LPR利率已维持4个月无变化,新浪
7236,2020-07-22,A股融资融券日报：两融余额增加16.15亿元（7月21日）,Wind
7237,2020-07-22,分红派息渐近尾声，资金抢权推高银行股估值,Wind
7238,2020-07-21,证券投资类私募基金行业半年报：穿越结构性行情 股票主动策略表现出色,国金证券股份有限公司
7239,2020-07-21,"招商银行现1笔大宗交易 共成交1,999.91万元",新浪
7240,2020-07-21,招商银行今日大宗交易成交53.66万股，成交价37.27元溢价1.17%,Wind
7241,2020-07-21,盛力达科技(01289.HK)拟认购2400万元招商银行结构性存款理财产品,格隆汇
7242,2020-07-21,贾跃亭前妻甘薇拍卖北京东四环房产 起拍约1600万,新浪
7243,2020-07-21,贾跃亭前妻甘薇拍卖北京东四环房产：1545万起拍，车位评估价47万 关联方问题,腾讯网
7244,2020-07-21,融资客120亿元加仓四板块，16只中报预计翻番股被买买买,证券日报网
7245,2020-07-21,A股融资融券日报：两融余额增加127.02亿元（7月20日）,Wind
7246,2020-07-21,网贷天眼早报：招行多位储户资金被转走蚂蚁集团启动沪港两地同步上市,和讯
7247,2020-07-21,公募基金二季度重仓股掀“盖头”，373只基金组团“喝”茅台,Wind
7248,2020-07-20,险资重仓股开启“牛市行情”，12只标的二季度以来翻倍,红周刊
7249,2020-07-20,银行漏洞还是储户大意？招行贵宾客户竟然这样被“套路”,新浪
7250,2020-07-20,"洪偌馨：富国银行交出最差二季报 疫情点燃""零售之王""危机",新浪
7251,2020-07-20,利隆新媒体实控人离境不归、3个月未发工资，股东间上演“谁是卧底”,Wind
7252,2020-07-20,【权益变动】招商银行(03968-HK)被瑞银减持50.55万股 减持股份,财华社
7253,2020-07-20,【专栏】工行全面打响零售金融战争，激烈竞争之下须迈过“五道坎”,零壹财经
7254,2020-07-20,小鹏汽车：完成C+轮近5亿美元融资,Wind
7255,2020-07-20,A股融资融券日报：两融余额减少64.64亿元（7月17日）,Wind
7256,2020-07-20,中信证券：银行股价下行概率和空间低,Wind
7257,2020-07-20,银行行业：影子银行及互联网贷款监管加强 公开市场操作利率平稳,新浪
7258,2020-07-19,【兴证金融 傅慧芳】信贷资金投放监管趋严，中小金融机构供给侧改革推进——银行业周报（200711—200717）,兴证金融
7259,2020-07-18,广发银行再接罚单，王牌信用卡受重挫，上市口号空喊十年 金融监管处罚,腾讯网
7260,2020-07-18,工行全面打响零售金融战争：打造第一个人银行，要迈五道坎,腾讯网
7261,2020-07-18,股份制银行科技战略报告,零壹财经
7262,2020-07-18,陆家嘴财经早餐2020年7月18日星期六,Wind
7263,2020-07-18,A股市场巨震，北上资金逆市加仓券商股,Wind
7264,2020-07-17,北上资金活跃股名单(7月17日),证券时报网
7265,2020-07-17,沪股通连续6日净卖出招商银行累计净卖出12.50亿元,证券时报网
7266,2020-07-17,瑞银增持招商银行(03968)102.9万股，每股作价约39.22港元,智通财经
7267,2020-07-17,暴风集团无力还债 光大浸鑫又一中间级仲裁案结果落地 诉讼纠纷,中国经营网
7268,2020-07-17,招商银行南宁分行违规办理票据业 被罚款40万元 金融监管处罚,挖贝网
7269,2020-07-17,银行理财净值化转型进展如何？—天风|银行,志明看金融
7270,2020-07-17,【权益变动】招商银行(03968-HK)获瑞银增持102.9万股,财华社
7271,2020-07-17,A股融资融券日报：两融余额减少62.73亿元（7月16日）,Wind
7272,2020-07-17,招商银行(03968.HK)获UBS Group AG增持102.9万股,格隆汇
7273,2020-07-16,指南针(300803.SZ)：获得招商银行1亿元授信额度,格隆汇
7274,2020-07-16,银行基本面预期不再恶化,证券市场周刊
7275,2020-07-16,协助企业获得招行5亿元贷款支持,云南经济日报
7276,2020-07-16,A股融资融券日报：两融余额增加10.73亿元（7月15日）,Wind
7277,2020-07-16,中金：从AUM到ROE，引入中金零售银行分析框架,中金点睛
7278,2020-07-15,沪股通连续4日净卖出招商银行累计净卖出4亿元,证券时报网
7279,2020-07-15,银行股频遇减持，进一步修复还需时日 减持股份,Wind
7280,2020-07-15,银行行业：短期关注板块轮动带来的相对收益 期待经济修复带来长期机会,新浪
7281,2020-07-15,招行季季开1号赎回首日提前15分钟开闸，为防大额赎回造成系统崩溃,Wind
7282,2020-07-15,招行理财产品赎回首日提前15分钟开闸 回应：防系统崩溃,新浪
7283,2020-07-15,银行利润增速不许上两位数？套路又来了！,金融界
7284,2020-07-15,信用卡权益缩水的背后：银行撤退，巨头补位！,云掌财经
7285,2020-07-15,3个月37只爆款基金！牛市太疯还是资金太多？来看爆款背后的秘密,中国基金报
7286,2020-07-15,互联网巨头围猎信用卡,和讯
7287,2020-07-15,招商银行连续三年进入全球银行20强,大众日报
7288,2020-07-15,部分银行遭遇窗口指导：控制上半年利润增,Wind
7289,2020-07-14,浙商银行两副行长履新 ，形成“一正六副”领导班子,21世纪经济报道
7290,2020-07-14,沪股通连续3日净卖出招商银行累计净卖出3.50亿元,证券时报网
7291,2020-07-14,部分银行接监管窗口指导：控制上半年利润增速,Wind
7292,2020-07-14,百余家企业齐聚健康智谷 深圳盐田产业合作促进会圆满举行,凤凰网
7293,2020-07-14,71股获融资净买入额超亿元 招商银行居首,证券时报网
7294,2020-07-14,35家银行分红4700亿，工行分937亿，招行303亿，平安“最小气”,腾讯网
7295,2020-07-14,北上资金下半年加码流入？中金展望达1500亿元,Wind
7296,2020-07-14,A股融资融券日报：两融余额增加324.89亿元（7月13日),Wind
7297,2020-07-14,男子还清信用卡7年后仍欠款一万多 状告招商银行两度胜诉 违约失信,新浪
7298,2020-07-13,第10家股份制行渤海银行上市在即：制造业贷款不良超10%，储蓄存款在12家股份行中占比不足1%,凤凰网
7299,2020-07-13,银行业周观点：向合理的量价回归,新浪
7300,2020-07-13,【券商聚焦】估值低且股息率较高 野村看好工行、建行及招行,凤凰网
7301,2020-07-13,年内到期债务555亿，泰禾集团首只公募债违约 未按时兑付本息,Wind
7302,2020-07-13,甘薇被限制出境后首发声：感谢朋友陪伴 体会到世态炎凉、人情冷暖,金融界
7303,2020-07-13,银行行业周观点：贷款和债券助力社融增长 板块估值仍在低位,新浪
7304,2020-07-13,江苏银行配股募资200亿补充资本 上市四年派现112亿分红率超22%,长江商报
7305,2020-07-13,又一“庞氏骗局”曝光！集资20亿，超18亿未兑付 欺诈造假,每日经济新闻
7306,2020-07-12,【兴证金融 傅慧芳】社融持续积极，监管再提严查银保违规入市——银行业周报（200706-200712） 金融监管处罚,兴证金融
7307,2020-07-12,暴涨6.2万亿后A股出现五大疑虑，能否继续前行？,券商中国
7308,2020-07-12,休闲服务行业周报：离岛免税销售额高增 经营者需在监管下有序经营,新浪
7309,2020-07-12,银行行业周报：问渠那得清如许 静待活水,华福证券有限责任公司
7310,2020-07-12,基金发行战：明日多只“爆款”基金同时发行,新浪
7311,2020-07-11,渤海银行破净潮下赴港上市迎考：股份行“掉队者”的苦恼,《商学院》杂志
7312,2020-07-11,招商银行信用卡对新冠肺炎患者突然停止用卡及收取高额罚息 金融监管处罚,新浪
7313,2020-07-11,达闼科技人工智能行业论坛，大咖论道云端机器人新生态,C114通信网
7314,2020-07-11,合合信息陈青山：如果数据不用起来，就是死的,第一财经
7315,2020-07-11,【浙商||银行】社融超预期，宽信用延续,大话金融
7316,2020-07-11,银行行业研究：社融超预期 宽信用延续-6月信贷社融数据点评,新浪
7317,2020-07-11,【浙商||银行梁凤洁/邱冠华】银行利润去哪儿了？,大话金融
7318,2020-07-11,金融系统让利1.5万亿调研：“贷款利率降幅要比LPR大”,Wind
7319,2020-07-11,金融系统让利1.5万亿调研：贷款利率降幅要比LPR大,Wind
7320,2020-07-10,保费依赖招商银行，个人健康险“失速”，招商信诺引以为豪的高端路“受阻”？,环球老虎财经
7321,2020-07-10,招商积余(001914)：依托股东资源加速拓展 业务协同模式逐渐成熟,新浪
7322,2020-07-10,万亿之巅顺势回调，金融股“踩刹车”盼慢牛,Wind
7323,2020-07-10,机构出逃股名单曝光，万亿巨头被狠砸！,证券时报网
7324,2020-07-10,招商银行发行第一期无固定期限资本债券，规模为500亿元,资本邦
7325,2020-07-10,超九成区域银行启动数字化转型，最大挑战是什么？,和讯
7326,2020-07-10,银行行业点评：6月金融数据怎么看？,新浪
7327,2020-07-10,招商银行(03968.HK)获UBSGroupAG增持102.9万股,格隆汇
7328,2020-07-10,社保基金要套现，国家大基金减持，释放什么信号,中国基金报
7329,2020-07-10,时隔7年上市银行配股重现A股 江苏银行200亿融资打头炮,上证报
7330,2020-07-10,银行行业观点更新：预期拐点率先出现 零售银行头羊效应将强化,新浪
7331,2020-07-10,多只权益类基金“单日售罄”全天结募总规模破160亿，监管层密切关注,中国基金报
7332,2020-07-09,一纸处罚拷问招商银行江浙业务：是不是太激进？为什么成了监管罚单常客？ 金融监管处罚,和讯
7333,2020-07-09,招行500亿元永续债发行完毕票面利率3.95%,北京商报
7334,2020-07-09,贾跃亭、甘薇一个回不来一个出不去，“救命稻草”FF能否翻身？,野马财经
7335,2020-07-09,北向资金净流入79.51亿元，金融股获外资青睐加仓,Wind
7336,2020-07-09,招行(03968-HK)完成发行500亿人民币资本债券,财华社
7337,2020-07-09,招商银行(03968.HK)完成发行500亿元无固定期限资本债,格隆汇
7338,2020-07-09,招商银行(600036.SH)成功发行500亿元无固定期限资本债券,格隆汇
7339,2020-07-09,第二批创业板战略配售基金来了！,中国基金报
7340,2020-07-09,浙商银行(601916)：盈利优异 性价比强,新浪
7341,2020-07-09,招商银行海口分行满足企业多元融资需求,证券导报
7342,2020-07-09,A股融资融券日报：两融余额增加327.95亿元（7月8日),Wind
7343,2020-07-09,泰禾集团债务逾期超270亿，近20家信托公司踩雷 投资失误,第一财经
7344,2020-07-09,陆家嘴财经早餐2020年7月9日星期四,Wind
7345,2020-07-09,甘薇被法院限制出境，不都和贾跃亭离婚了吗？怎么还被限制呢？,搜狐
7346,2020-07-08,贾跃亭回国尚无归期 甘薇又被法院限制出境,中新经纬
7347,2020-07-08,贾跃亭前妻甘薇被限制出境，涉及执行金额5.33亿元,Wind
7348,2020-07-08,甘薇被法院限制出境 涉及执行金额5.3亿元,金融界
7349,2020-07-08,北向资金连续5日净流入，白酒股遭大额抛售,Wind
7350,2020-07-08,成交量连续5天破万亿，各路资金跑步入场,Wind
7351,2020-07-08,李迅雷：中国人口迁徙路径之变,李迅雷金融与投资
7352,2020-07-08,北向资金交易策略盘点,21世纪经济报道
7353,2020-07-08,长期不被资本市场看好的银行股是否能解除“破净魔咒”？,券商中国
7354,2020-07-08,A股融资融券日报：两融余额增加267.17亿元（7月7日),Wind
7355,2020-07-08,时隔半年：又见2倍市净率银行股 政策利好估值修复,券商中国
7356,2020-07-08,闹哪样？银行股估值修复没几天，就有股东要减持……,上证报
7357,2020-07-08,估值整体上涨，银行板块有望消解“破净魔咒”,证券时报
7358,2020-07-08,估值整体上涨银行板块有望消解“破净魔咒”,证券时报
7359,2020-07-07,银行机构微博影响力哪家强？工商银行跌出前十,新浪
7360,2020-07-07,银行板块连续大涨 还有16只银行股仍处破净,中投网
7361,2020-07-07,银行股罕见批量涨停 让利1.5万亿的银行为何也能涨,中投网
7362,2020-07-07,借力金融科技 招商银行为车主开启一站式服务,云南经济日报
7363,2020-07-07,广发银行为何“难上市” 上市之路崎岖高管变动频繁 董监高成员变化,中投网
7364,2020-07-07,有表有真相，大涨之后银行股竟然还有市净率0.5的便宜货,Wind
7365,2020-07-07,A股“乘风破浪”，外资加速“扫货”中国资产,Wind
7366,2020-07-07,多渠道多形式并举 招商银行全力支持湖北疫后经济重振,新华网
7367,2020-07-07,股价再创历史新高 招行迈入“万亿市值俱乐部”,云南经济新闻网
7368,2020-07-07,A股早报2020年7月7日星期二,Wind
7369,2020-07-07,A股融资融券日报：两融余额增加389.61亿元（7月6日),Wind
7370,2020-07-07,A股涌现五大罕见现象，机构：沪指有望站上3800点,中证报
7371,2020-07-07,国内财经媒体头版2020年7月7日星期二,Wind
7372,2020-07-07,金融股大涨之后，股东减持公告“如约而至”,证券时报
7373,2020-07-06,周一24只银行股涨停后：工行总市值=2个招行,21世纪经济报道
7374,2020-07-06,菜卡有戏了，普提！实测两户成功提额！,腾讯网
7375,2020-07-06,银行股涨停狂欢 买银行股VS买理财如何选？,北京商报
7376,2020-07-06,招商银行成都分行多措并举纾解企业之困,新华网
7377,2020-07-06,招行上海分行携手零号湾推出零售信贷特色联名卡,中国金融新闻网
7378,2020-07-06,涨停板解密：金融股掀涨停潮！（7月6日）,Wind
7379,2020-07-06,【研报掘金】资金面与基本面共振 银行板块估值有非常大的提升空间,证券时报网
7380,2020-07-06,中国债券市场金融债发行日程一览(7月6日),Wind
7381,2020-07-06,大金融全线爆发，银行板块也掀涨停潮，招商银行等逾10涨停,证券时报网
7382,2020-07-06,招商银行股价创新高，融资客抢先加仓,证券时报网
7383,2020-07-06,快讯：内银股午后暴涨 光大银行涨16%招商银行涨11%,新浪
7384,2020-07-06,银行板块拉升 招商银行等多股涨停,e公司
7385,2020-07-06,【行情】银行板块涨幅进一步扩大，招商银行触及涨停，此前青农商行和渝农商行已率先涨停,金十数据
7386,2020-07-06,招商银行、光大银行封住涨停，银行板块继续拉升,Wind
7387,2020-07-06,招商银行(600036.SH)触及涨停,格隆汇
7388,2020-07-06,牛市行情助攻新基金募集，汇添富中盘价值半日吸金超200亿,Wind
7389,2020-07-06,渝农商行午后涨停，招商银行、苏农银行冲击涨停,Wind
7390,2020-07-06,主承销商：“15新华联控MTN001”违约后续 未按时兑付本息,Wind
7391,2020-07-06,中金：如何恢复中资银行再融资功能？,中金点睛
7392,2020-07-06,银行｜情绪催化，低估值补涨,中信证券研究
7393,2020-07-05,【浙商||银行】绝对收益窗口打开：补涨·分化,大话金融
7394,2020-07-03,【招商银行|行业跟踪】生物医药行业之医药电商篇——经营模式探索期，金融业务关注互联网融合,招商银行研究
7395,2020-07-03,北向资金今日净流入131.94亿元，大举抢筹金融股,Wind
7396,2020-07-03,本周800亿资金加仓A股，漂亮50王者归来,Wind
7397,2020-07-03,“抢权”行情来临，下周3家高送转，17家高派现,Wind
7398,2020-07-03,A股接下来往哪走？6大维度揭秘资金流向,每日经济新闻
7399,2020-07-03,A股乘风破浪，还有哪些价值洼地在隐秘角落？,证券时报网
7400,2020-07-03,突然变脸！地产板块暴涨千亿，500亿科技龙头却闪崩,券商中国
7401,2020-07-03,港股盘前必读：腾讯音乐与日本动画制作公司CoMix Wave Films达成合作关系,Wind
7402,2020-07-02,预测：6月金融数据会有多好？—天风|银行,志明看金融
7403,2020-07-02,招商银行(03968)将于7月10日派发2019年现金红利每股A股1.2元,智通财经
7404,2020-07-02,招商银行(03968.HK)A股拟每股派息1.20元 股权登记日7月9日,格隆汇
7405,2020-07-02,连云港银保监局：对阳光财险连云港中心支公司作出行政处罚，罚款25万元 金融监管处罚,Wind
7406,2020-07-02,北向资金大幅净流入超171亿元，泸州老窖获净买入额居首,Wind
7407,2020-07-02,渤海银行IPO在即 广发银行为何超10年冲刺上市未果？,新浪
7408,2020-07-02,内银股暂随大市企稳 招商银行升近3%,新浪
7409,2020-07-01,【浙商||银行】7月策略：绝对收益窗口打开,大话金融
7410,2020-07-01,【招商银行|宏观点评】货币政策“结构性”转向——7月1日再贷款再贴现利率调降点评,招商银行研究
7411,2020-07-01,【招商银行|宏观点评】分化的修复——2020年6月PMI数据点评,招商银行研究
7412,2020-07-01,【万联银行|投资策略】2021年年度投资策略：估值继续分化,万联证券研究所
7413,2020-07-01,A股收盘综述：上证指数涨1.38%重返3000点，白酒、地产爆发,Wind
7414,2020-07-01,北向资金上半年狂赚1600亿，买了这些股（附名单）,中证报
7415,2020-07-01,A股融资融券日报：两融余额增加135.2亿元（6月30日),Wind
7416,2020-06-30,港股逾九成中资银行股破净，渤海银行逆势开启招股,第一财经
7417,2020-06-30,中金：招商银行和平安银行将受益跨境理财通料开通初期北向交易活跃,金十数据
7418,2020-06-30,港股盘前必读：央行、香港金管局、澳门金管局决定在粤港澳大湾区开展“跨境理财通”业务试点,Wind
7419,2020-06-29,银证合作10年演化，从通道到牌照功能互补,Wind
7420,2020-06-29,【兴证金融 傅慧芳】标债类资产认定规则落地，料6月社融信贷延续高增长——银行业周报（200629—200705）,兴证金融
7421,2020-06-29,“内鬼”作祟被骗5.6亿 民生、招商、广发3家银行中招 欺诈造假,新浪
7422,2020-06-29,银行将拿券商牌照？“狼来了”还是大利好？,券商中国
7423,2020-06-29,关于商业银行持有券商牌照的一些看法,和讯
7424,2020-06-28,好公司，股价到底多贵才合理？,砍柴网
7425,2020-06-28,【招商银行|宏观点评】企业盈利明显好转——2020年1-5月工业企业利润点评,招商银行研究
7426,2020-06-28,银行业周报：监管再启动回头看工作 海外监管机构放松银行混业,新浪
7427,2020-06-28,商业银行获取券商牌照，混业经营闭环最后一块拼图？,21世纪经济报道
7428,2020-06-28,慧捷科技闯关科创板：招商银行依赖严重应收账款逐年增长,GPLP犀牛财经
7429,2020-06-27,又见惊天骗局！一个人骗了民生、招行、广发行5.6亿，原来有“内鬼”相助 欺诈造假,每日经济新闻
7430,2020-06-26,这家最年轻股份行上市在即 除天津国资 股东还有渣打、宝武、泛海,券商中国
7431,2020-06-26,惊天诈骗案！民生招行广发被骗5.6亿 客户经理被判 欺诈造假,每日经济新闻
7432,2020-06-26,多个违法私募被注销，投资前须看清伪私募套路！ 其他违规处罚,Wind
7433,2020-06-25,又见惊天诈骗案！民生、招行、广发行合计被骗5.6亿，客户经理也因此坐牢至少3年 欺诈造假,每日经济新闻
7434,2020-06-25,教科书式大骗局！这个人骗了民生、招行等5.6亿元 欺诈造假,中国基金报
7435,2020-06-25,刘煜辉：下半年有三个主题方向值得重视,Wind
7436,2020-06-25,中信集团空降三员高管到位，将如何调整金融与实业占比,Wind
7437,2020-06-24,21资管｜招银理财业绩首度公布：去年净利润0.22亿元，获得招行400亿同业授信额度,21世纪经济报道
7438,2020-06-24,【兴证金融 傅慧芳】监管再启动回头看工作，海外监管机构放松银行混业——银行业周报（200622—200628）,兴证金融
7439,2020-06-24,2400亿元抗疫特别国债下周来袭，重点投向18个领域,Wind
7440,2020-06-24,【招商银行|行业深度】生物医药行业之心血管耗材篇——关注行业龙头扩张及创新企业增长,招商银行研究
7441,2020-06-24,招商银行(03968)拟派末期息每股H股1.312767港元,智通财经
7442,2020-06-24,招商银行(03968.HK)将于8月12日派付H股末期息，每股1.312767港元,格隆汇
7443,2020-06-24,招商银行副行长王良：今年银行业面临的利润增长压力非常大,每日经济新闻
7444,2020-06-24,中小银行股权不香了，近1700笔拍卖六成流拍,Wind
7445,2020-06-23,商业银行不良资产处置问题全解,和讯
7446,2020-06-23,银行理财亏损原因 亏损,搜狐
7447,2020-06-23,便民服务再进一步：招商银行电子贷款申请表全面上线,招商银行
7448,2020-06-23,招商银行昆明分行“在线贴现” 助力企业高效便捷融资,云南经济日报
7449,2020-06-19,2020年手机银行数字竞争力排行榜TOP100（第一期）,零壹财经
7450,2020-06-19,中国银行业：为实体经济减负乃责任担当,新浪
7451,2020-06-19,2020年中期投资策略报告：中小银行深化改革,新浪
7452,2020-06-19,大和：维持对内银行业中性看法首选仍是招行(3968.HK),格隆汇
7453,2020-06-19,野村：覆盖的银行股中首选招行(3968.HK),格隆汇
7454,2020-06-19,信用卡逾期总额超900亿，欠钱不还将被全面催收,凤凰网
7455,2020-06-19,银行行长一年能赚多少钱？平安、招商年薪400万，华夏行长只有67万,腾讯网
7456,2020-06-19,【权益变动】招商银行(03968-HK)获CitigroupInc.增持44.052万股,财华社
7457,2020-06-19,银行行业研究：【太平洋银行】共生共荣 风雨过后 便是彩虹,新浪
7458,2020-06-19,A股融资融券日报：两融余额增加57.64亿元（6月18日),Wind
7459,2020-06-19,每日理财观察：陆家嘴论坛热议全球经济趋势,Wind
7460,2020-06-18,招商银行与天境生物签订战略合作协议,招商银行
7461,2020-06-18,招商银行与天境生物签订战略合作协议,凤凰网
7462,2020-06-18,北向资金今日净流入49.56亿元，TCL科技、牧原股份净买入均超4亿元,Wind
7463,2020-06-18,招商银行：“20华夏幸福MTN001”、“20华夏幸福MTN002”持有人会议无效,Wind
7464,2020-06-18,让利1.5万亿！如何看待当前的银行股？,Wind
7465,2020-06-18,银行资产质量专题(二)：“防风结构”稳健 不惧零售资产质量扰动,新浪
7466,2020-06-18,银行股整体表现不佳，宁波银行、招商银行等跌超2%,Wind
7467,2020-06-18,银行ETF走低，低估值特性凸显,Wind
7468,2020-06-18,【浙商||银行】金融让利实体企业1.5万亿从哪来？,大话金融
7469,2020-06-17,华夏幸福：产业新城行稳 信用评级上调,每日经济新闻
7470,2020-06-17,宝湾物流为两家子公司共计2.15亿元授信额度提供担保 大额借贷担保,观点地产网
7471,2020-06-17,风格欲切换？北上资金净流出27亿，逆势调仓新兴产业,Wind
7472,2020-06-17,增值服务是基金公司选择托管机构的条件 招行的代销能力脱颖而出！,金融界
7473,2020-06-17,【权益变动】招商银行(03968-HK)获CitigroupInc.增持约14.69万股,财华社
7474,2020-06-17,中信里昂：予招商银行(03968)“买入”评级 目标价45.18港元,智通财经
7475,2020-06-17,每日理财观察：2020年抗疫特别国债即将发行,Wind
7476,2020-06-17,低过房贷利率？多家银行定向降低利率抢收“个贷”,证券时报
7477,2020-06-17,新老基建齐飞，A股现普涨格局,Wind
7478,2020-06-16,30家银行普惠型小微企业贷款排名：六大行“头雁”效应显著，天津银行增速达73%,零壹财经
7479,2020-06-16,招商银行(03968)将于8月12日向H股股东派发2019年末期股息,智通财经
7480,2020-06-16,热门融资标的股票分析,华龙掘金
7481,2020-06-16,每日理财观察：5月份宏观经济数据全部出炉,Wind
7482,2020-06-15,ABS一周市场回顾,新浪
7483,2020-06-15,【兴证金融 傅慧芳】1.5万亿让利首现但影响可控，负债端监管指引频出——银行业周报（200615-200621）,兴证金融
7484,2020-06-15,非银行金融／银行行业周报(第二十四周),新浪
7485,2020-06-15,资产质量压力陡升，地方银行信用卡线上化转型步伐未停,Wind
7486,2020-06-15,银行稳健型理财“惊现”负收益 债市调整引发净值波动,中国经济网
7487,2020-06-12,银行理财也亏钱了，中高收益理财产品短缺，一类基金有望补缺上位！,Wind
