,2021-12-31,A股共发生154宗大宗交易成交34.19亿元（12月31日）,Wind
2945,2018-05-16,[增持评级]新兴能源行业事件快评：特斯拉入华国产 有望带动高镍腾飞,中财网
2946,2018-05-15,六氟磷酸锂价格狂跌伤了谁的心？天赐材料与新宙邦争霸电解液龙头谁胜出？,上海有色
2947,2018-05-15,[推荐评级]电力设备与新能源行业周报：电动车景气度持续提升 风电复苏将传导至中游,中财网
2948,2018-05-15,汽车行业研究报告：从汽车百年历史角度看新能源汽车发展 消费元年开启 趋势不可阻挡,中财网
2949,2018-05-15,跨市场新能源汽车产业链2017年年报总结：上游量价齐升 中下游毛利率承压,中财网
2950,2018-05-14,[增持评级]基础化工行业周报：环保严查导致H酸大涨 TDI继续强势反弹,中财网
2951,2018-05-14,[增持评级]电力设备与新能源行业周报：再议电动乘用车升级 电动车反转正当时,中财网
2952,2018-05-14,[买入评级]新能源汽车行业简评：政策超预期 深圳大幅补贴电动物流车运营环节,中财网
2953,2018-05-14,[买入评级]新能源汽车行业简评：4月抢装行情持续火爆 车型格局开始分化,中财网
2954,2018-05-13,[推荐评级]电气设备行业点评：放量时点早于预期 乘用车结构加速向好,中财网
2955,2018-05-12,【华创电新·周报】长期跟踪及推荐标的逻辑,华创电新研究
2956,2018-05-11,[增持评级]【联讯汽车行业研究】2017年及2018Q1行业年报点评,中财网
2957,2018-05-11,[看好评级]电力设备与新能源行业2017年及2018年1季度报告总结：锂电中游崛起在即 光伏上游机会更强,中财网
2958,2018-05-11,天赐材料2017年营业收入达20亿元,Ofweek
2959,2018-05-10,六氟磷酸锂价格腰斩 “新能源系”难承其重,金融界
2960,2018-05-10,[推荐评级]化工行业周报：聚氨酯下游行业逐步进入旺季 聚合MDI 、TDI、纯碱及环氧丙烷产业链价格上涨,中财网
2961,2018-05-10,[增持评级]基础化工行业周报：纯碱价格上行 聚氨酯原料全线涨价,中财网
2962,2018-05-09,[增持评级]电力设备与新能源行业周报：电动车抢装火爆 淡季担忧证伪将迎来反转,中财网
2963,2018-05-09,新能源汽车板块2017年报与2018一季报总结,中财网
2964,2018-05-09,[增持评级]锂电行业2017年报、一季报总结：大浪淘沙、龙头崛起,中财网
2965,2018-05-09,[推荐评级]基础化工行业2017年年报及2018年一季报总结：在建工程小幅复苏 行业延续景气向上 盈利实现大幅增长,中财网
2966,2018-05-08,大浪淘沙、龙头崛起-锂电年报，一季报详细总结,--
2967,2018-05-07,[强于大市评级]深度*行业*电新行业2017年年报与2018年一季报总结：增长稳健 分化明显,中财网
2968,2018-05-07,[看好评级]新能源车年报&一季报总结：竞争加剧 重在格局,中财网
2969,2018-05-07,A股正式“入摩”近在咫尺，外资机构重点布局股曝光,证券时报
2970,2018-05-06,1534公司预告一季度业绩 390家增幅翻倍,证券时报
2971,2018-05-04,"基础化工行业周报:甲苯大涨、DMC继续上行,原油市场再起波澜",光大证券
2972,2018-05-03,145股获券商买入评级 厦门国贸目标涨幅达92.81%,Wind
2973,2018-05-02,电气设备：新能源政策持续发布 一季报业绩风险释放,中银国际
2974,2018-05-02,"天赐材料:短期业绩承压,经营拐点将至",正点财经
2975,2018-05-02,【G20周刊】诺德/大族/天赐最新业绩数据,高工锂电
2976,2018-04-27,"天赐材料:锂电材料再布局,业绩望逐季转好",中证网
2977,2018-04-27,"天赐材料年报点评:短期业绩承压,长期锂电闭环潜力大",东吴证券
2978,2018-04-26,天赐材料：一季度净利润同比增543.43%,Wind
2979,2018-04-25,电解液竞争加剧 天赐材料与新宙邦二强争霸谁能胜出？,维库电子市场
2980,2018-04-25,"天赐材料:业绩符合预期,持续扩产有望重回高增长",联讯证券
2981,2018-04-24,天赐材料：积极布局锂电池产业链，电解液龙头未来业绩可期【安信电新·年报点评】,电新邓永康团队
2982,2018-04-24,天赐材料：重返增长可期 买入评级,中银国际
2983,2018-04-24,[推荐评级]化工行业周报：苯胺、丁二烯价格走强 环氧丙烷-丙烯价差持续扩大,中财网
2984,2018-04-24,[推荐评级]电力设备与新能源行业周报：暂行管理办法出台 助力分散式风电发展,中财网
2985,2018-04-24,[增持评级]基础化工行业周报：苯胺大涨、尿素破僵局 关注IC电子化学品的自主突破,中财网
2986,2018-04-24,"天赐材料:业绩探底,后劲磅礴,新增项目助力腾飞",证券之星
2987,2018-04-23,天赐材料：2017年净利润同比减23.11%,Wind
2988,2018-04-23,[领先大市评级]电力设备行业周报：看复苏乘风而上 拨迷雾挂挡前行,中财网
2989,2018-04-23,[强于大市评级]电气设备行业研究周报：行业利好不断 新能源蓄势待发,中财网
2990,2018-04-23,【G20周刊】从307批公告看宁德时代/比亚迪争锋,高工锂电
2991,2018-04-23,[推荐评级]电气设备行业周报：分布式政策再掀新能源发展热潮 新能源汽车补贴开始清算,中财网
2992,2018-04-23,国信证券--基础化工行业4月份投资策略,国信证券
2993,2018-04-20,[增持评级]电力设备新能源行业点评：1季度装机电量4.4GWH 同比大增2.5倍,中财网
2994,2018-04-19,"电气设备行业2018年3月新能源汽车产销数据点评:3月新能源汽车产销大幅增长,需求启动淡季不淡",中证网
2995,2018-04-19,今日资金抢入六只强势股一览（2018年4月19日）,中财网
2996,2018-04-19,[增持评级]新兴能源行业事件快评：电动车股比放开、中游全球输出开启,中财网
2997,2018-04-18,[推荐评级]新能源汽车月度产销量报告：3月新能源汽车产销量大增 持续高景气度,中财网
2998,2018-04-18,[增持评级]新能源车系列报告之一：看格局、重趋势 新能源车大有可为,中财网
2999,2018-04-18,"电力设备与新能源周报:新能源汽车需求启动淡季不淡,产业链进入二季度黄金投资期",中投证券网
3000,2018-04-17,[超配评级]基础化工行业4月份投资策略：油价中枢向上调整 关注原油产业链,中财网
3001,2018-04-17,[强于大市评级]深度*行业*电力设备与新能源行业2018年一季度业绩前瞻：行业经营整体向好 细分板块有所分化,中财网
3002,2018-04-17,[买入评级]新能源汽车行业4月刊：一季度产销两旺 新车型打开增量市场,中财网
3003,2018-04-17,新能源汽车行业简评：一季度销量开门红 主力车型表现抢眼,中财网
3004,2018-04-17,新能源汽车行业简评：产销兑现高增长 新能源汽车一季度开门红,中财网
3005,2018-04-17,[推荐评级]电气设备行业周报：新能源车产销量超预期 光伏多晶硅片再调价,中财网
3006,2018-04-17,天赐材料：投资建设年产20万吨电解液项目,金融界
3007,2018-04-16,电气设备：工控新动能效果显现 荐17股,中信建投
3008,2018-04-16,电气设备：风光外部环境改善 荐8股,广发证券
3009,2018-04-16,[增持评级]电力设备与新能源行业周报：电动车和工控持续向好 积极布局龙头,中财网
3010,2018-04-16,[强于大市评级]电气设备行业研究周报：海南明确逐步禁售燃油车 光伏技术领跑者基地竞争优选工作方案出台,中财网
3011,2018-04-16,[看好评级]电气行业周报：新能源车3月销量高增长 工控进入扩张新周期,中财网
3012,2018-04-16,多家新能源电池上市企业利润骤减,新京报
3013,2018-04-15,[领先大市-A评级]电力设备行业周报：风已起不畏扰动 势已至龙头争锋,中财网
3014,2018-04-15,[增持评级]电力设备新能源行业周报：3月电池装机龙头效应凸显 高增长的用电量拓宽新能源空间,中财网
3015,2018-04-13,[增持评级]新能源汽车产业跟踪系列01：3月销量环比翻倍 过渡期产销望持续高增,中财网
3016,2018-04-13,[增持评级]电力设备新能源行业点评：3月电动车销量6.8万超预期 抢装行情火爆,中财网
3017,2018-04-13,4月13日早间行业热点聚焦,中证网
3018,2018-04-12,[推荐评级]基础化工行业2018Q1业绩预告点评：供需格局改善细分行业 创业板业绩大幅上涨,中财网
3019,2018-04-12,积分定价助力新能源车产业高景气 九股爆发,证券时报
3020,2018-04-12,一季度新能源车销量大增 积分定价助力产业高景气(股),证券时报网
3021,2018-04-12,"电气设备与新能源行业周报:3月产销超预期和高端乘用车升级,持续看好电动车反转行情",东吴证券
3022,2018-04-11,[增持评级]2018年第三批推广目录点评(电力设备新能源行业)：车型数量众多 高能量密度占比提升明显,中财网
3023,2018-04-11,[推荐评级]汽车行业研究周报：“独角兽”宁德时代闪电过会 有望五月登陆A股,中财网
3024,2018-04-11,[看好评级]电气设备行业点评报告：2017年乘用车积分情况整体向好 后续压力仍存,中财网
3025,2018-04-10,[推荐评级]电气设备行业周报：CATL过会带动板块热情 分布式持续高增长逻辑延续,中财网
3026,2018-04-10,[强于大市评级]锂电中游崛起系列：全球产业栺局重构开启,中财网
3027,2018-04-10,[买入评级]电气设备行业周报：新能源汽车补贴落地 工控市场快速增长,中财网
3028,2018-04-09,激励计划合理性遭问询 天赐材料：已考虑环境不利影响,每经网
3029,2018-04-09,化工行业周报：贸易摩擦对化工品影响有限 关注宁德时代产业链材料厂商,中财网
3030,2018-04-09,[强于大市评级]电气设备行业研究周报：CATL闪电过会 能源局监管强调清洁能源入网与交易,中财网
3031,2018-04-09,[强于大市评级]电气设备行业点评：全数据解析第三批《推荐车型目录》 中游快速应对彰显产业实力,中财网
3032,2018-04-09,[推荐评级]电气设备行业点评：车型数创新高 车型加速高端化,中财网
3033,2018-04-09,508家上市公司一季报业绩预喜，机构调研瞄准三大主题,中证报
3034,2018-04-09,"汽车行业周报:宁德时代成功过会,关注重要供应商",证券之星
3035,2018-04-08,兴业证券电力设备新能源行业深度研究：宁德时代(无评级)产业链深度解读,中财网
3036,2018-04-04,[强于大市评级]3月新能源汽车月报：聚焦CATL 中国锂电已具备全球竞争力,中财网
3037,2018-04-04,[领先大市-A评级]电力设备行业动态分析：独角兽CATL上会 迎高端制造之势 享清洁能源之风,中财网
3038,2018-04-04,[增持评级]基础化工行业周报：纯碱、甘氨酸、乙二醇价格回暖 制冷剂高位震荡,中财网
3039,2018-04-04,"天赐材料:扩产计划打破市场格局,高整合度改变行业趋势",联讯证券
3040,2018-04-03,[强于大市评级]深度*行业*电力设备与新能源行业周报：年报陆续披露 龙头业绩亮眼,中财网
3041,2018-04-03,科技股面临洗牌：独角兽概念“去伪存真”时！宁德时代明日闯关A股,中金在线
3042,2018-04-03,"天赐材料:第二批限制性股权激励计划发布,紧握核心人才是硬道理",中证网
3043,2018-04-03,[增持评级]电力设备新能源行业周报：独角兽CATL上会在即提振情绪 风光需求旺季到来,中财网
3044,2018-04-03,[增持评级]电力设备与新能源行业周报：PMI超预期利好工控 电动车抢装如火如荼,中财网
3045,2018-04-03,[买入评级]电气设备行业投资策略：新能源车布局加速 工控行业景气持续,中财网
3046,2018-04-03,汽车行业周报：网约车市场硝烟再起 美团高德齐加入,中财网
3047,2018-04-03,汽车行业日报：京东与六大汽配品牌签约 发力汽车后市场,中财网
3048,2018-04-02,电气设备：年报陆续披露 龙头业绩亮眼,和讯
3049,2018-04-02,[强推评级]天赐材料(002709)深度研究：股权激励方案指引公司强成长,中财网
3050,2018-04-01,709公司预告一季度业绩 187家增幅翻倍,证券时报
3051,2018-03-30,券商评级:创业板大涨3%站上1900点 9股掘金,证券之星
3052,2018-03-29,天赐材料点评：第二期股权激励计划发布，开启新一轮高增长(2),电新产业研究
3053,2018-03-29,锐见财报:新宙邦主营产品价格暴跌大举扩张资金紧张,新浪
3054,2018-03-29,天赐材料股票分析：业绩拐点之年，锂电材料平台效应初露锋芒,中泰证券
3055,2018-03-28,[买入评级]天赐材料(002709)深度报告：锂电材料航母扬帆起航,中财网
3056,2018-03-27,[增持评级]电力设备新能源行业周报：锂业龙头延续高增长,中财网
3057,2018-03-27,[买入评级]新能源汽车行业3月刊：产销兑现高增长 技术升级超预期,中财网
3058,2018-03-27,[买入评级]电气设备行业投资策略：中美贸易摩擦影响有限 配额制促新能源发展,中财网
3059,2018-03-26,天赐材料：股东万向创投尚未减持公司股份,Wind
3060,2018-03-26,[领先大市-A评级]电力设备行业动态分析：风光不改 大势所趋,中财网
3061,2018-03-26,[增持评级]基础化工行业周报：液氨上涨、制冷剂行情延续 理性看待贸易争端对化工行业影响,中财网
3062,2018-03-26,电气设备：贸易摩擦影响不大 荐5股,和讯
3063,2018-03-26,电气设备：配额制征求意见 新能源装机靓丽,和讯
3064,2018-03-26,【G20周刊】研讨锂电池国际标准 三星/LG/比亚迪等齐聚宁德时代,高工锂电
3065,2018-03-26,59股获券商买入评级 中材科技目标涨幅达67.53%,Wind
3066,2018-03-26,独角兽宁德时代IPO进程有望加速，机构双主线筛出12只受益股,Wind
3067,2018-03-25,电气设备：新能源政策频出 荐12股,和讯
3068,2018-03-24,【华创电新·周报】长期跟踪及推荐标的逻辑,华创电新研究
3069,2018-03-23,贸易摩擦升级，板块表现不一，几大风险点不得不防……,--
3070,2018-03-23,[买入评级]天赐材料(002709)简评：一季报业绩不及预期 电解液价格战进入白热化,中财网
3071,2018-03-22,[强烈推荐-A评级]天赐材料(002709)点评：费用增加和价格下降拖累业绩 看好中长期成长空间,中财网
3072,2018-03-22,天赐材料魔性财技：业绩相差近4亿 一个季度抵去年全年,中金在线
3073,2018-03-21,[看好评级]【万国电车系列深度之五】宁德时代招股说明书解读(电气设备行业)：从独角兽CATL招股书更新看动力电池环节发展趋势,中财网
3074,2018-03-21,天赐材料：会计核算调整 一季度净利预增530%-560%,Ofweek
3075,2018-03-21,公告隐现重大利好 周三8只个股有望突破大涨,证券之星
3076,2018-03-20,周二上市公司晚间重要公告,顶尖财经网
3077,2018-03-20,天赐材料：预计一季度净利润同比增长5.3倍-5.6倍,Wind
3078,2018-03-20,[季报]天赐材料一季度业绩预增超五倍 剔除会计核算方式变更影响业绩预减50%至80%,全景网
3079,2018-03-20,天赐材料：一季度净利预增5倍,Wind
3080,2018-03-20,[增持评级]电力设备新能源行业周报：风电反转迹象已现 锂电全球化竞争下价值重估,中财网
3081,2018-03-20,[领先大市-A评级]新能源设备行业分析：动力电池“独角兽”或即将登场 上游供应链有望受益,中财网
3082,2018-03-20,[增持评级]化工行业周报：BOPA复合膜、32%离子膜烧碱、R134A价格上涨 VB5、甲醛、聚合MDI价格下跌,中财网
3083,2018-03-20,"基础化工行业周报:液碱、制冷剂行情延续,甲醇、尿素触底反弹",光大证券
3084,2018-03-20,"电力设备与新能源行业周报:锂电中游估值回归,多晶硅降价渐趋稳",长城证券
3085,2018-03-19,[中性评级]深度*行业*汽车行业周报：2016年双积分核算结果出炉 上汽奥迪加速推进,中财网
3086,2018-03-19,电气设备：弃风限电大幅好转 荐16股,中信建投
3087,2018-03-19,电力：锂电全球化竞争下价值重估 荐14股,中泰证券
3088,2018-03-19,电气设备：钴价有望持续上涨 荐6股,华金证券
3089,2018-03-19,[增持评级]电力设备与新能源行业周报：电动车中游生产加码 工控订单持续强劲,中财网
3090,2018-03-19,[增持评级]新能源汽车行业深度研究：重趋势 重格局,中财网
3091,2018-03-19,基础化工行业3月份投资策略：关注1季报行情，新能源汽车政策超出预期,国信研究
3092,2018-03-19,化工行业周报：看好钛白粉、烧碱景气 关注锂电池材料和电子化学品,中财网
3093,2018-03-19,[推荐评级]电气设备行业周报：CATL出货量跃居全球第一 领跑者低价预示光伏平价提速,中财网
3094,2018-03-19,汽车等三行业最受机构青睐 六股迎来掘金好机会,证券日报
3095,2018-03-19,"电气设备行业:动力电池2月装机同比大增,光伏初现回暖趋势",证券之星
3096,2018-03-18,【华创电新·周报】长期跟踪及推荐标的逻辑,华创电新研究
3097,2018-03-18,电气设备：单晶领跑者独领风骚 荐6股,国盛证券
3098,2018-03-18,汽车：宁德时代获大众订单 国际化再进一步,川财证券
3099,2018-03-16,数据王：超1200亿主力离场 3只水泥股值得关注,巨丰财经
3100,2018-03-16,跨市场新能源汽车周报：2018年第2批新能源汽车推广目录发布,中财网
3101,2018-03-16,又一千亿独角兽要来 力压松下被赞大国重器！这些产业链个股收好,中金在线
3102,2018-03-16,[增持评级]电力设备与新能源行业点评：1月海外电动车基本保持稳定 静待放量,中财网
3103,2018-03-16,【东吴晨报0316】【行业】机械、电新、房地产【个股】晶盛机电、华润双鹤、华润三九,东吴研究所
3104,2018-03-15,汽车行业日报：宁德时代获大众订单 国际化再进一步,中财网
3105,2018-03-15,【东吴晨报0315】【宏观】1-2月经济数据【行业】计算机、通信【个股】新城控股、平安银行、汇川技术,东吴研究所
3106,2018-03-15,【电新*曾朵红团队】2月电动车销量同比高增长，反转行情延续,东吴研究所
3107,2018-03-15,"电气设备行业:2月产销继续“开门红”,新能源车进入“黄金冲刺3个月”",中投证券网
3108,2018-03-14,法拉第未来关联公司现身广州 六股可关注,证券日报
3109,2018-03-14,汽车：新能源汽车高速增长 荐8股,中银国际
3110,2018-03-14,[强于大市评级]电气设备行业深度研究：再读宁德时代招股书 中国改变全球汽车格局的重要落子,中财网
3111,2018-03-14,[中性评级]深度*行业*汽车行业周报：“两会”引领汽车行业新风向 1-2月汽车销量微增,中财网
3112,2018-03-14,[强于大市评级]汽车行业点评：“独角兽”CATL上市冲刺 “大国重器”重塑全球产业格局,中财网
3113,2018-03-14,【天风Morning Call】晨会集萃20180314,天风研究
3114,2018-03-13,“中国速度”再添一丁，小伙伴笑开颜……还有2家IPO,--
3115,2018-03-13,[增持评级]化工行业周报：硫磺、丙烯酸乙酯、R134A价格上涨 VD3、丙酮、石脑油价格下跌,中财网
3116,2018-03-13,【天风机械+电新】再读宁德时代招股书，中国改变全球汽车格局的重要落子,高端装备新视角
3117,2018-03-13,2017年锂电全产业链业绩快报分析,维库电子市场
3118,2018-03-13,狗年首批新股来袭！看点全都在这里了,证券时报网
3119,2018-03-13,巨丰早评：科技股有望继续冲高,巨丰财经
3120,2018-03-13,【电力设备与新能源|邵晶鑫团队太平洋证券】新能源车：2月销量同比高增长，车型准备已到位,太平洋证券研究
3121,2018-03-13,"电气设备行业:量少质优,入围车型升级明显",中投证券网
3122,2018-03-13,"基础化工行业:染料偏强运行,制冷剂行情将延续",光大证券
3123,2018-03-13,"电力设备与新能源行业周报:电动车销售大增升级在即,工业互联网抢占制高点",东吴证券
3124,2018-03-13,"电力设备与新能源周报:电动车产销量淡季不淡,工业互联网驱动工控持续复苏",长城证券
3125,2018-03-13,"电力设备行业:风驰电掣,万象更新",安信证券
3126,2018-03-12,【解盘论市】今日神创嫣然一笑，大小题材大展风采,Wind
3127,2018-03-12,[增持评级]新能源乘用车销量点评(新能源Ⅱ/电力设备Ⅱ行业)：2月销量高增长 继续看好板块反弹,中财网
3128,2018-03-12,龙虎榜揭秘：敢死队大肆抢筹10股抛售4股 机构抛售1股,证券之星
3129,2018-03-12,[强于大市评级]深度*行业*电力设备与新能源行业周报：2月新能源汽车产销同比高增长,中财网
3130,2018-03-12,数据王：钴与锂价格双升 超20亿资金流入3只龙头股,巨丰财经
3131,2018-03-12,涨停板解密：独角兽概念持续领涨！（3月12日）,Wind
3132,2018-03-12,天赐材料龙虎榜数据(3月12日),Wind资讯
3133,2018-03-12,机构卖出寒锐钴业买入当升科技，深股通出货天赐材料卫士通,Wind
3134,2018-03-12,[增持评级]机械工业/新能源板块行业周报：新能源车一季度预计销量12-13万辆;乘用车电池三元化 物流车铁锂化,中财网
3135,2018-03-12,巨丰资金流向：两市放量普涨 有色板板流入最大,巨丰财经
3136,2018-03-12,电力：光伏产品价格趋稳市场逐步回暖 荐17股,太平洋证券
3137,2018-03-12,[增持评级]电力设备新能源行业周报：新能源汽车2月产销持续强劲 2018年能源工作方向明确,中财网
3138,2018-03-12,电气设备新能源行业周报：电车数据如期向好 风电热情高 光伏渐暖,中财网
3139,2018-03-12,[增持评级]基础化工行业周报：染料偏强运行 制冷剂行情将延续,中财网
3140,2018-03-12,[增持评级]电力设备与新能源行业周报：电动车销售大增升级在即 工业互联网抢占制高点,中财网
3141,2018-03-12,[推荐评级]电气设备行业周报：新能源车产销开门红 持续看好产业投资机会,中财网
3142,2018-03-12,[增持评级]电气设备行业周报：风电“红六省”变“红三省” 新能源车产业链维持高景气,中财网
3143,2018-03-12,[推荐评级]化工行业周报：需求复苏延缓 产品价格偏弱 优质成长加大配置 烧碱、丙烯酸产业链走强 维生素价格波动,中财网
3144,2018-03-12,[增持评级]电力设备新能源行业周报：2月高增长延续 行业积极信号频现,中财网
3145,2018-03-12,【太平洋化工杨伟团队】化工行业周报：氟化工涨价不止，推荐农化、电子化学品及新材料板块,太平洋化工
3146,2018-03-12,化工行业周报：看好钛白粉、烧碱等涨价 关注电子化学品投资机会,中财网
3147,2018-03-12,汽车行业周报：北汽与滴滴战略合作 发力新能源车,中财网
3148,2018-03-12,【华泰证券研究所】每日晨会启明星20180312,华泰证券研究所
3149,2018-03-12,"电力设备新能源第10周周报:新能源车产销同比高增长,光伏产品价格趋稳市场逐步回暖",证券之星
3150,2018-03-12,"电气设备行业周报:新能源车占比目标提升,光伏扶贫加速推进",国海证券
3151,2018-03-11,[推荐评级]电动汽车行业点评报告：乘用车加速高端化 电池马太效应加剧,中财网
3152,2018-03-11,[推荐评级]电动汽车行业点评报告：乘用车结构放量 产销同比高增长,中财网
3153,2018-03-11,电气设备：新能源车产业链维持高景气 荐8股,国盛证券
3154,2018-03-11,电气设备：2018年能源工作方向明确 荐5股,中泰证券
3155,2018-03-10,【华创电新·周报】长期跟踪及推荐标的逻辑,华创电新研究
3156,2018-03-10,锂电设备行业迎来发展良机 六股望腾飞在即,中证报
3157,2018-03-09,【华创电新】本周重点覆盖公司信息归总,华创电新研究
3158,2018-03-09,【光大新三板】CATL进入大众汽车供应链 ——跨市场新能源汽车周报（2018年第10期）,EBSCN新三板研究
3159,2018-03-09,42股获券商买入评级 中鼎股份目标涨幅达88.12%,Wind
3160,2018-03-09,万向系半年抛约34亿减持计划 减持股份,证券时报
3161,2018-03-08,[看好评级]电气设备行业深度报告：新能源车 新分化 新风口,中财网
3162,2018-03-08,[超配评级]电气设备新能源行业2018投资策略：电车起航 风光犹存,中财网
3163,2018-03-08,天赐材料：万向创投拟清仓减持5.8%股份,财界网
3164,2018-03-07,“万向系”公司拟清仓减持天赐材料,e公司
3165,2018-03-07,3月7日晚间上市公司十大重磅公告,巨丰财经
3166,2018-03-07,晚间重要公告2018年3月7日星期三,--
3167,2018-03-07,天赐材料：股东清仓式减持5.88%股份,新浪
3168,2018-03-07,多家公司发减持公告：天赐材料创新股份中飞股份股东忙套现,Wind
3169,2018-03-07,天赐材料：股东拟清仓减持5.87%,Wind
3170,2018-03-07,[强于大市评级]电气设备行业点评：CATL入选大众MEB平台供应商 150GWH巨大蛋糕如何瓜分,中财网
3171,2018-03-07,[买入评级]18年新能源汽车投资策略：紧随补贴政策 看好新能源汽车结构化行情,中财网
3172,2018-03-07,[强推评级]天赐材料(002709)点评：合资锂盐生产 电解液业务加快海外市场拓展,中财网
3173,2018-03-07,汽车行业日报：长江汽车整车及氢动力研发中心落户佛山,中财网
3174,2018-03-07,[买入评级]天赐材料(002709)业绩快报点评：天赐材料业绩低点已现 锂电材料闭环初现,中财网
3175,2018-03-06,[看好评级]化工行业周报：制冷剂 烧碱上涨 周期关注春旺 成长均衡配置,中财网
3176,2018-03-05,[增持评级]电力设备新能源行业周报：新能源车加速回暖 看好风电行业反转,中财网
3177,2018-03-05,[买入评级]电气设备行业投资策略：PMI呈扩张态势 光伏节后装机步入正轨,中财网
3178,2018-03-05,[增持评级]电力设备新能源行业周报：节后开工启动 产业链回暖明显,中财网
3179,2018-03-05,[增持评级]电气设备行业周报：风电利好政策频出 新能源乘用车过渡期加快排产,中财网
3180,2018-03-05,[强于大市评级]电气设备行业研究周报：光伏电池价格止跌 国内动力电池供应全球,中财网
3181,2018-03-05,[增持评级]基础化工行业周报：制冷剂、丙烯酸上涨 周期重海外 逐步加码优质成长股,中财网
3182,2018-03-05,[推荐评级]化工行业周报：开工复苏 景气持续 优质成长逐步配置 MDI 3月挂牌价出台 PA66、丙烯酸产业链走强,中财网
3183,2018-03-05,[推荐评级]电气设备行业周报：地补逐步落地 利好产业发展,中财网
3184,2018-03-05,【G20周刊】宁德时代6600万加元涉足海外锂矿项目,高工锂电
3185,2018-03-05,随机构脚步 找寻“独角兽”潜质股,新快报
3186,2018-03-05,[增持评级]电力设备与新能源行业周报：高端制造聚焦工业互联网 电动乘用车迎来消费升级,中财网
3187,2018-03-05,70股获券商买入评级 金圆股份目标涨幅达78.52%,Wind
3188,2018-03-05,【电力设备与新能源|邵晶鑫团队太平洋证券】关注新能源车2月销量，风电光伏回暖趋势,太平洋证券研究
3189,2018-03-04,天赐材料(002709)：年报预告基本符合预期，液体6F放量与循环产业是新增长动力,电新产业研究
3190,2018-03-04,【长江电新-周观点】时来易失，赴机在速,微信
3191,2018-03-04,电气设备：新能源乘用车过渡期加快排产 荐6股,国盛证券
3192,2018-03-03,【华创电新·周报】长期跟踪及推荐标的逻辑,华创电新研究
3193,2018-03-02,中财独家:创业板冲高回落是合情合理的？＋机构预测,中财网
3194,2018-03-02,【G20专栏】天赐材料2017净利3.05亿元 行业竞争力不断增强,高工锂电
3195,2018-03-02,[强推评级]天赐材料(002709)点评：布局锂资源 锂电材料业务继续拓展,中财网
3196,2018-03-02,天赐材料：受让控股子公司九江矿业15%股权,金融界
3197,2018-03-02,汽车行业日报：四川首批加氢站和氢燃料客车交付运行,中财网
3198,2018-03-01,3月01日晚间上市公司十大重磅公告,巨丰财经
3199,2018-03-01,【招商研究】每日复盘与晨会精要（0301）：创业板上攻势头强劲,招商策略研究
3200,2018-03-01,周四上市公司晚间重要公告,顶尖财经网
3201,2018-03-01,晚间重要公告2018年3月1日星期四,--
3202,2018-03-01,天赐材料：同意旗下公司拟2亿美元采购锂矿,e公司
3203,2018-03-01,汽车行业日报：动力电池回收政策有望今年落地,中财网
3204,2018-03-01,中泰证券3月各行业观点及重点推荐标的-20180228,中泰证券研究所
3205,2018-02-28,[推荐评级]天赐材料(002709)点评：业绩筑底 长期发展可期,中财网
3206,2018-02-28,[买入评级]深度*公司*天赐材料(002709)点评：业绩拐点已现 重返增长可期,中财网
3207,2018-02-28,[强推评级]天赐材料(002709)点评：17年消化周期 18年回归成长,中财网
3208,2018-02-28,汽车行业日报：北京摇号难度加大 新能源车号牌透支,中财网
3209,2018-02-27,[买入评级]动力电池行业点评：七部委发布动力电池回收利用管理办法 百亿新能源车后市场启动,中财网
3210,2018-02-27,天赐材料：2017年净利润同比减23.02%（快报）,Wind
3211,2018-02-26,[中性评级]深度*行业*汽车行业周报：2018年新能源补贴政策发布 新合资浪潮来袭,中财网
3212,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
3213,2018-02-26,[增持评级]基础化工行业周报：PA66和制冷剂持续上涨 逐步加码优质成长股,中财网
3214,2018-02-26,[强于大市评级]新能源行业周报：补贴调整方案落地 利好锂电板块加速放量,中财网
3215,2018-02-26,[增持评级]电力设备新能源行业周报：新能源车一季度具备反弹基础;光伏制造端成本承压,中财网
3216,2018-02-26,[看好评级]化工行业周报：制冷剂、PTA、尿素上涨 积极布局周期春旺 成长可逐步均衡配置,中财网
3217,2018-02-26,[领先大市-A评级]新能源设备行业周报：2018年补贴政策正式落地 推动全年新能车产销量高增长,中财网
3218,2018-02-26,[推荐评级]化工行业周报：山东全面推进新旧动能转换工程 原油、制冷剂、PTA产业链走强,中财网
3219,2018-02-26,【电力设备与新能源|邵晶鑫团队太平洋证券】新能源车行情已至，电网投资看好配用电,太平洋证券研究
3220,2018-02-25,电气设备：全球生产自动化加速 荐4股,广发证券
3221,2018-02-25,【长江电新-周观点】行情如期而至，新能源风口长存,微信
3222,2018-02-25,【华创电新·周报】长期跟踪及推荐标的逻辑,华创电新研究
3223,2018-02-25,电气设备：坚定看多新能源车 荐5股,安信证券
3224,2018-02-24,[强于大市评级]新能源汽车行业点评：第一枪精准引领 如何乘胜追击!,中财网
3225,2018-02-24,[增持评级]电力设备与新能源行业点评：电动车补贴政策落地 新年扬帆起航,中财网
3226,2018-02-24,汽车行业日报：深圳公交已实现100%电动化,中财网
3227,2018-02-23,[领先大市-A评级]新能源设备行业快报：新能源汽车补贴调整政策落地 总体好于预期,中财网
