,2021-12-31,一汽解放： 拓展商用车后市场 培育更多盈利增长点,发布易
948,2020-03-29,利润靠非经常性损益撑颜面 一汽轿车资产置换引股东加仓,搜狐
949,2020-03-29,一石三鸟？一汽轿车完成重大资产重组的背后……|中国汽车报,中国汽车报
950,2020-03-27,一汽轿车2019年净利润下滑超七成 盈利能力下降,北京商报网
951,2020-03-27,一汽轿车2019年实现净利润0.53亿元,上证报
952,2020-03-27,犀牛财经晚报：福耀玻璃净利下滑29% 一汽轿车净利下滑74%,GPLP犀牛财经
953,2020-03-27,一汽轿车(000800.SZ)2019年度净利润降74.05%至5277.万元 盈利能力下降,格隆汇
954,2020-03-27,一汽轿车：2019年净利润同比减少74.05% 盈利能力下降,Wind
955,2020-03-27,一汽轿车：公司变更高级管理人员 董监高成员变化,Wind
956,2020-03-27,同业竞争问题大结局，一汽集团整体上市启动临近,和讯
957,2020-03-26,一汽重组交易工商变更部分完成，奔腾品牌回到非上市体系,Ofweek
958,2020-03-26,一汽轿车完成重大资产交割 一汽奔腾成全资子公司,新京报
959,2020-03-26,一汽轿车资产重组完成，扫清了整体上市的障碍,36氪
960,2020-03-26,年赚440亿一汽整体上市新进展：奔腾独立运作打通集团支持 | 经观汽车,搜狐
961,2020-03-26,一汽轿车重组完成资产置换 一汽奔腾成一汽股份全资子公司,每日经济新闻
962,2020-03-26,一汽轿车完成资产重组 集团整体上市大幕将拉开,网通社
963,2020-03-26,一汽轿车完成工商变更登记手续 一汽奔腾成全资子公司 关联方问题,中国网
964,2020-03-26,一汽轿车资产置换取得重大进展 传递了哪些重磅信息？,金融界
965,2020-03-26,资产置换进展 一汽奔腾成为全资子公司,新浪
966,2020-03-26,车圈｜一汽奔腾汽车资产重组 奔腾成为一汽全资子公司,腾讯网
967,2020-03-26,工商变更！一汽轿车资产置换最新进展,汽车之家
968,2020-03-26,一汽内部完成资产置换，一汽轿车轻装上阵，一汽解放登陆资本市场,搜狐
969,2020-03-25,一汽轿车重组完成资产置换，一汽集团整体上市或重启,第一财经
970,2020-03-25,一汽轿车(000800.SZ)：一汽解放已成为公司全资子公司,格隆汇
971,2020-03-25,一汽轿车：重大资产重组涉及的债权债务转移,Wind
972,2020-03-24,历时10余年障碍基本清除，一汽集团整体上市按下加速键,新京报
973,2020-03-23,红星资本局|超百家上市公司获政府补助，有的拿上亿,搜狐
974,2020-03-13,湖北车企获准分批次复工 汽车供应链完全恢复尚待时日,经济观察网
975,2020-03-13,一汽轿车270亿元重组案获批 解决同业竞争承诺历时9年终兑现,证券日报
976,2020-03-13,一汽轿车270亿元重大资产重组获证监会核准批复,新京报
977,2020-03-13,13日公司新闻聚焦：一汽轿车270亿重组案获批 海特生物再提示风险,证券时报网
978,2020-03-13,一汽轿车270亿元重组案获批 一汽解放离A股更进一步,上证报
979,2020-03-13,上市公司正负面新闻2020年3月13日星期五,Wind
980,2020-03-12,晚间公告热点追踪：越秀金控成为中信证券第二大股东,新浪
981,2020-03-12,公告精选：风华高科拟75亿元投建高端电容基地；乐普医疗新冠病毒抗体检测试剂盒获欧盟CE认证,e公司
982,2020-03-12,车圈|一汽轿车发布关于获得政府补助的公告 金额共计1.34亿元,腾讯网
983,2020-03-12,[公司]一汽轿车：重大资产重组事项获得中国证监会核准,全景网
984,2020-03-12,公告点题｜3月12日这些公告有看头,第一财经
985,2020-03-12,一汽轿车：近期收到1.34亿元政府补助,中证网
986,2020-03-12,一汽轿车(000800.SZ)近日累计获1.34亿元政府补助,格隆汇
987,2020-03-12,一汽轿车(000800.SZ)：重大资产重组事项获证监会核准批复,格隆汇
988,2020-03-12,【行情】汽车股拉升，一汽夏利拉升封板，江淮汽车、东风汽车、一汽轿车等快速跟涨。,金十数据
989,2020-03-12,汽车股尾盘大幅走升，一汽夏利直线涨停,Wind
990,2020-03-12,武汉地区车企陆续获批复工 汽车零部件火速发往全国,证券日报
991,2020-03-10,封城45天后：为了一汽 一辆专列从武汉站驶出直奔吉林,经济观察报
992,2020-03-10,重卡行业：2月销量遇制约 工程车受益基建增长,财富动力网
993,2020-03-09,融资客青睐10股，仁东控股买入占比高达33.45%,Wind
994,2020-03-08,一汽轿车复工急需的第一批汽车零部件将于3月9日运达,Wind
995,2020-03-08,一汽轿车复工急需的第一批汽车零部件将于3月9日运达,e公司
996,2020-03-08,一汽生产告急，汽车零部件“坐火车”紧急从武汉发往长春,交通运输部
997,2020-03-06,10年！万亿授信、比上汽赚钱的一汽，整体上市清障基本完成,搜狐
998,2020-03-05,上市公司定增动态：新规激发市场活力 预案数量创新高,面包财经
999,2020-03-04,跌入谷底! 二月的重卡市场究竟发生了啥,卡车之家
1000,2020-02-29,疫情促使汽车线上销售带来新变革,金融界
1001,2020-02-29,证监会对配套融资部分做出适当调整,Wind
1002,2020-02-25,"一汽""上市""十年：谁来为时间买单？",搜狐
1003,2020-02-24,车市周周评丨商务部研究出台稳汽车消费政策措施、北京车展延期举办,每日经济新闻
1004,2020-02-22,一汽解放“借壳上市” 行业利好有哪些,卡车之家
1005,2020-02-21,并购重组首试视频审核，运行节奏保持常态,Wind
1006,2020-02-21,并购重组首试视频审核运行节奏保持常态,证券时报
1007,2020-02-20,一汽集团和东风集团局部调整获突破性进展,搜狐
1008,2020-02-20,优秀！一汽解放终于上市了 作价270亿元,卡车之家
1009,2020-02-20,一汽轿车资产重组获通过 集团整体上市路终见曙光,新浪
1010,2020-02-20,一汽轿车270亿元重组落地 集团整体上市再进一步,经济观察网
1011,2020-02-19,一汽轿车270亿元资产重组获通过 19日复牌股价跌4.19%,中新经纬
1012,2020-02-19,一汽轿车资产重组获得通过：离上市又近了一步,快科技
1013,2020-02-19,重组迎来最终大考 一汽轿车资产重组18日上会,中华商务网
1014,2020-02-19,60年磨砺，中国最牛的汽车企业要出现了！,搜狐
1015,2020-02-19,12小时连发两函，一汽集团整体上市路走到哪了？,搜狐
1016,2020-02-19,一汽轿车重大资产重组获证监会通过 一汽集团整体上市掀开序幕？,证券时报
1017,2020-02-19,一汽轿车作价270亿元置入一汽解放获证监会无条件通过,经济网
1018,2020-02-19,一汽轿车资产重组过会 上市步伐将加快,中国经济网
1019,2020-02-19,一汽轿车重大资产重组事项获通过 2月19日开市起复牌,新浪
1020,2020-02-19,一汽轿车270亿重组落定：同业竞争解决，整体上市能否重启,澎湃新闻
1021,2020-02-19,卡门简报丨一汽轿车资产重组获通过；SpaceX：两年内运送4名乘客进太空；日产CEO内田诚立下军令状,36氪
1022,2020-02-19,国内财经媒体头版2020年2月19日星期三,Wind
1023,2020-02-19,一汽轿车股份有限公司关于公司重大资产重组事,证券时报
1024,2020-02-19,战“疫”时期并购重组审核常态化进行 节后首单并购重组项目“花落”一汽轿车,证券日报
1025,2020-02-18,推进整体上市 一汽轿车资产重组获通过,汽车之家
1026,2020-02-18,一汽轿车资产重组获无条件通过 一汽离整体上市又双叒近一步,中金在线
1027,2020-02-18,一汽轿车：作价270亿置入一汽解放获证监会通过，明起复牌,澎湃新闻
1028,2020-02-18,一汽轿车：关于公司股票复牌的公告,深交所
1029,2020-02-18,一汽轿车重组事项获证监会核准通过,金融界
1030,2020-02-18,一汽轿车(000800.SZ)重大资产重组事项获无条件通过 明起复牌,格隆汇
1031,2020-02-18,一汽轿车重组事项获证监会无条件通过，股票复牌,Wind
1032,2020-02-18,证监会:一汽轿车270亿置入资产一汽解放获无条件通过,新浪
1033,2020-02-18,证监会：一汽轿车并购重组事项获通过,每经网
1034,2020-02-18,一汽轿车发行股份购买资产事项获证监会无条件通过,Wind
1035,2020-02-18,一汽轿车资产重组上会，一汽集团再加快整体上市步伐,搜狐
1036,2020-02-18,一汽轿车资产重组今日上会 “一汽系”上市公司股价集体上涨,每日经济新闻
1037,2020-02-18,一汽轿车召开并购重组会今日停牌能否上市需时日,搜狐
1038,2020-02-18,一汽轿车资产重组过会，一汽集团整体上市再提速,第一电动网
1039,2020-02-17,一汽轿车：停牌公告,深交所
1040,2020-02-17,一汽轿车资产重组18日上会，一汽集团正式上市仍路漫漫,第一财经
1041,2020-02-17,一汽轿车：证监会并购重组委审核公司重大资产重组事项,北京商报网
1042,2020-02-17,车圈｜证监会18日召开并购重组会 一汽轿车明起停牌,腾讯网
1043,2020-02-17,一汽轿车：并购重组2月18日上会，当天起停牌,Wind
1044,2020-02-14,鼠年首单并购上会 一汽轿车、博雅生物下周接受审核,新浪
1045,2020-02-13,一汽轿车并购重组正常推进 2月18日上会审议,新浪
1046,2020-02-13,鼠年首场重组审核会敲定 博雅生物、一汽轿车2月18日迎考,北京商报网
1047,2020-02-13,快讯：区块链概念早盘大幅走强 富通鑫茂封涨停,证券日报
1048,2020-02-13,上市公司并购重组常态推进，科创板审核有来有往,Wind
1049,2020-02-12,上市公司并购重组常态推进 科创板审核有来有往,证券日报
1050,2020-02-12,证监会：一汽轿车、博雅生物发行股份购买资产事项将于2月18日上会,中证网
1051,2020-02-12,一汽轿车(000800.SZ)：重组事项2月18日上会 当天停牌,格隆汇
1052,2020-02-12,[快讯]证监会将于18日审议一汽轿车等发行股份购买资产事项,全景网
1053,2020-02-12,证监会并购重组委将于2月18日上午召开2020年第4次并购重组委工作会议,Wind
1054,2020-02-11,战“疫”复工两不误 A股并购重组正常推进,证券日报
1055,2020-02-11,一汽轿车：并购重组事项近日上会,Wind
1056,2020-02-11,一汽轿车：证监会将审核发行股份购买资产事项,Wind
1057,2020-02-11,一汽轿车：重大资产重组事项将于近日上会,格隆汇
1058,2020-02-11,吉利与沃尔沃“1+1”，整车品牌合并提速,第一电动网
1059,2020-02-03,病毒无情，解放有情 特推出可延期还款,卡车之家
1060,2020-01-22,一汽轿车(000800.SZ)：2019年净利预降73.45%-82.30% 盈利能力下降,格隆汇
1061,2020-01-22,一汽轿车：预计2019年净利润同比下降73.45%-82.3% 盈利能力下降,Wind
1062,2020-01-20,新能源汽车政策明朗 产业链公司获密集调研,证券时报
1063,2020-01-14,2018年净利润调增约4834万元?一汽轿车遭监管 其他违规处罚,资本邦
1064,2020-01-14,一汽轿车收监管函 其他违规处罚,Wind
1065,2020-01-07,道阻且难 一汽集团整体上市进度几何？,汽车之家
1066,2020-01-03,为完成重组交割，一汽轿车拟向子公司轿车有限增资,搜狐
1067,2020-01-03,快讯|一汽轿车发布资产置换及关联交易方案解读报告,搜狐
1068,2020-01-03,详解置换方案 一汽轿车重组成功在即,汽车之家
1069,2020-01-02,一汽轿车(000800.SZ)拟向子公司轿车有限增资,格隆汇
1070,2019-12-29,一汽解放盈利大幅增长,搜狐
1071,2019-12-28,老将孟祥会退居二线 80后主帅肖肖“执掌”奔腾,网通社
1072,2019-12-27,一汽大众产销突破200万辆,Wind
1073,2019-12-26,一汽轿车重大重组事宜已被证监会受理,新京报
1074,2019-12-26,一汽轿车(000800.SZ)发行股份购买资产申请获中证监受理,格隆汇
1075,2019-12-26,一汽系保险资产腾挪两重天：攥紧鑫安汽车保险，出清亿安保险经纪,腾讯网
1076,2019-12-24,姜伯静：一汽夏利，真的要说再见了,新浪
1077,2019-12-22,巨亏140亿！做空特斯拉，亿万富翁惨变百万富翁？特斯拉2个月暴拉超50%，中美基金经理曾集体看跌 股票卖空,券商中国
1078,2019-12-20,一汽轿车龙虎榜数据（12月20日）,Wind
1079,2019-12-12,为盘活低效资产增加运营资金，一汽轿车转让两项资产,新京报
1080,2019-12-11,一汽轿车(000800.SZ)拟8120万元转让长春经济技术开发区部分资产,格隆汇
1081,2019-12-11,一汽轿车：转让两项资产 预计增加年度利润约1.05亿元,e公司
1082,2019-12-11,一汽轿车重组获批准一汽解放上市加速度,搜狐
1083,2019-12-11,一汽轿车重组方案获股东大会通过 即将进入实质操作阶段,新京报
1084,2019-12-11,一汽解放上市再进一步,中证网
1085,2019-12-11,一汽轿车重组方案获股东大会通过 一汽解放上市再进一步,中证报
1086,2019-12-10,一汽夏利转让控股权，或为整体上市再铺路 控制人变化,第一电动网
1087,2019-12-10,无偿转让一汽夏利控股权：一汽集团整体上市路径浮出水面 控制人变化,21世纪经济报道
1088,2019-12-09,一汽夏利转让控股权一汽集团再度“腾挪”上市提速 控制人变化,时代周报
1089,2019-12-09,一汽夏利抛售负资产重组调整 一汽集团或为上市铺路 资产异常,腾讯网
1090,2019-12-09,一汽轿车力推整体上市 270亿注入一汽解放净利激增,新浪
1091,2019-12-08,资产大腾挪！一汽夏利重大资产重组出炉，这家神秘央企再谋上市！,e公司
1092,2019-12-07,12月6日异动股点评：万通智控强势六连板 盘点四牛与四熊,山东神光
1093,2019-12-06,一汽夏利因股权转让事宜停牌，或涉集团整体上市 资产异常,环球老虎财经
1094,2019-12-06,一汽集团整体上市再提速？一汽夏利拟筹划股权转让，临时停牌 资产异常,澎湃新闻
1095,2019-12-06,汽车股持续下探，一汽轿车跌近6%,Wind
1096,2019-12-06,拟筹划股权转让 一汽夏利临时停牌 一汽集团整体上市再提速？ 资产异常,证券时报
1097,2019-12-06,一汽夏利拟筹划股权转让临停 或涉一汽集团整体上市事项 资产异常,中新经纬
1098,2019-12-05,一汽轿车放量大跌 两机构卖出近3000万元,e公司
1099,2019-12-05,一汽轿车放量大跌6%，机构高位抛货,Wind
1100,2019-12-05,11股筹码集中度提升 全年业绩预增,证券时报网
1101,2019-12-04,一汽集团投资1.39亿元布局智能网联，或明年5月竣工,Wind
1102,2019-12-03,吉林国资委接盘一汽集团子上市公司 整体上市再提速？,搜狐
1103,2019-12-03,一汽集团整体上市加速 国资接管一汽富维5%股份成大股东,长江商报
1104,2019-12-02,A股异动丨一汽轿车涨6.57% 拟调整并购一汽解放重组方案,格隆汇
1105,2019-12-02,汽车整车板块快速走强 一汽轿车涨逾6%,中国经济网
1106,2019-12-02,【异动股】汽车板块快速走强一汽轿车(000800-CN)涨超8%,财华社
1107,2019-12-02,汽车版块异动 一汽轿车冲击涨停,证券时报网
1108,2019-12-02,一汽轿车大幅拉升1.71% 股价创近2个月新高,金融界
1109,2019-11-29,一汽轿车调整270亿重组案：报告书厚达745页 总负债飙升至609亿元 偿债能力下降,投资时报
1110,2019-11-29,一汽轿车：一汽解放业绩良好 重组完成后将成为上市主体︱公司问答,第一财经
1111,2019-11-29,一汽轿车重大重组迎进展：拟取消35亿元配套募资 未来根据公司发展适时启动,中证网
1112,2019-11-29,一汽轿车调整重组方案 取消募资改为现金支付,新京报
1113,2019-11-29,一汽轿车调整资产重组方案，一汽解放270亿资产将置入,第一财经
1114,2019-11-29,电气设备：光伏玻璃供应紧张 价格上涨,东莞证券
1115,2019-11-29,一汽轿车调购一汽解放方案 弃募资计划,澎湃新闻
1116,2019-11-29,29日公司新闻聚焦:多家药企入围新医保目录 华东重机全年业绩预增,证券时报网
1117,2019-11-29,一汽概念股多数小幅高开,Wind
1118,2019-11-29,高颜值首登时尚圈 奔腾T77国潮实力尽显,车质网
1119,2019-11-28,一汽系整合加速 一汽轿车270亿元重组方案调整,e公司
1120,2019-11-28,一汽轿车：调整并购一汽解放重组方案，取消35亿元配套募资,Wind
1121,2019-11-26,中国一汽徐留平：预计2019年新红旗销量达11万辆同比增233%,Wind
1122,2019-11-26,融资客青睐12股，新疆天业买入占比高达59.10%,Wind
1123,2019-11-20,报告 | 2019年10月吉林省A股上市公司市值排行榜 一汽轿车市值134.59 亿,挖贝网
1124,2019-11-15,汽车股集体拉升 一汽轿车涨近2%,证券时报网
1125,2019-11-14,车企三季报“冷热不均”,新京报
1126,2019-11-09,一汽马自达CX-4换代上市 14.88万起售,21世纪经济报道
1127,2019-11-08,一汽轿车：一汽奔腾已成功研发L1、L2等级智能安全驾驶系统,Wind
1128,2019-11-08,一汽轿车：一汽奔腾已成功研发L1、L2等级智能安全驾驶系统,e公司
1129,2019-11-07,一汽轿车：奔腾品牌前十月销量同比增长36%,中证网
1130,2019-11-06,一汽-大众与大众集团签订进口采购备忘录,Wind
1131,2019-11-04,重大资产重组前夜 一汽轿车三季度报亏2.75亿,经济观察网
1132,2019-11-01,产能6万辆 一汽轿车将推全新紧凑型SUV,网通社
1133,2019-10-30,一汽轿车(000800.SZ)：第三季度净亏损2.76亿元 亏损,格隆汇
1134,2019-10-30,一汽轿车：前三季度亏损2.67亿元 亏损,第一财经
1135,2019-10-30,一汽轿车：前三季度业绩同比转亏净亏2.67亿元 亏损,Wind
1136,2019-10-29,安铁成任中国汽车技术研究中心党委书记、董事长、总经理(图|简历),中国经济网
1137,2019-10-24,一汽轿车(000800.SZ)已收到政府补助1亿元,格隆汇
1138,2019-10-19,一汽轿车：重组的红与黑,证券市场周刊
1139,2019-10-18,一汽轿车：重组的红与黑,证券市场周刊
1140,2019-10-18,长春整车进口口岸开通运行，首批货物到港,Wind
1141,2019-10-15,一汽轿车获1亿元政府补助，将用于奔腾品牌研发,新能源网
1142,2019-10-15,一汽轿车发布前三季度业绩预告，预净亏损2.36-2.96亿元 亏损,全景网
1143,2019-10-14,一汽轿车：预计前三季度净亏损约2.96亿元-2.36亿元，由盈转亏 预亏,Wind
1144,2019-10-14,一汽轿车：预计前三季度亏损2.36亿元-2.96亿元 预亏,中证网
1145,2019-10-14,一汽轿车：前三季度净利预计亏损2.36亿元至2.96亿元 预亏,e公司
1146,2019-10-14,一汽轿车：前三季亏2.36-2.96亿 去年同期盈利1.35亿 亏损,新浪
1147,2019-10-02,写作“合资”读作“出售”？夏利博郡合资股权2:8背后的博弈,第一电动网
1148,2019-09-30,一汽轿车重组方案获批，一汽集团离整体上市还有多远？,第一财经
1149,2019-09-30,一汽轿车270亿重组方案获批，机构：整车板块优质龙头蓄势待发,第一财经
1150,2019-09-30,一汽轿车重组获国资委批复，一汽夏利高开近7%,Wind
1151,2019-09-30,汽车：一汽轿车270亿重组方案获国资委同意 荐4股,渤海证券
1152,2019-09-30,新能源汽车行业周报:一汽轿车270亿重组方案获国资委同意,渤海证券
1153,2019-09-28,一汽轿车270亿重组方案获国资委同意 置入一汽解放增强盈利能力,财富动力网
1154,2019-09-27,一汽轿车资产重组获国资委批复：同业竞争问题终将解决,21世纪经济报道
1155,2019-09-27,一汽轿车：置入资产一汽解放股权事项获国资委原则同意,中证网
1156,2019-09-27,一汽轿车重组方案获国资委批复,新京报
1157,2019-09-27,一汽轿车：置入资产一汽解放股权事项获国资委批复,新浪
1158,2019-09-27,一汽轿车：重组事项获国务院国资委原则同意,Wind
1159,2019-09-27,一汽轿车(000800.SZ)重大资产重组事项获得国务院国资委批复,格隆汇
1160,2019-09-27,丰田与一汽、广汽就燃料电池车展开合作,Wind
1161,2019-09-26,一汽集团整体上市“路漫漫”,新浪
1162,2019-09-24,一汽轿车重组后盈利能力增强 一汽已具整体上市条件,财经网
1163,2019-09-24,219亿代价“小吃大”，能否挽救一汽轿车,第一电动网
1164,2019-09-23,重组后总负债为何暴增超400%？一汽轿车：合理水平 偿债能力下降,每日经济新闻
1165,2019-09-23,一汽轿车策划270亿元重组方案，负债率增4倍商用车盈利能力增强 偿债能力下降,和讯
1166,2019-09-20,一汽轿车回复问询：独立财务顾问认为公司本次发行价格的选取具有合理性 问询,Wind
1167,2019-09-20,一汽轿车全新旗舰车型T99下线 占位奔腾高端市场,中证网
1168,2019-09-20,突破格局 奔腾旗舰车型T99 开启中型SUV新势能,华夏时报
1169,2019-09-20,奔腾全新旗舰车型T99正式下线 预售价15.99万起,中国经济网
1170,2019-09-20,从1到700万，新中国最早汽车品牌见证汽车工业巨变,中国金融信息网
1171,2019-09-20,一汽轿车：重组草案公布，一汽整合加速,新能源网
1172,2019-09-19,奔腾旗舰SUV正式开启预售 售价15.99万元起,财经网
1173,2019-09-18,一汽轿车270亿重组案:总负债增加超过400%引监管注意 偿债能力下降,新浪
1174,2019-09-17,重组后负债增幅逾400% 一汽轿车收深交所问询函 偿债能力下降,新京报
1175,2019-09-16,一汽轿车(000800.SZ)延期回复深交所重组问询函 问询,格隆汇
1176,2019-09-16,一汽轿车：延期回复深圳证券交易所重组问询函 问询,Wind
1177,2019-09-16,东风集团副总裁安铁成或赴任新职 官方尚未就此发声,新京报
1178,2019-09-16,汽车：行业复苏在即 荐8股,联讯证券
1179,2019-09-12,一汽轿车270亿重组案震动汽车界 总负债增幅超4倍引监管关注 偿债能力下降,投资时报
1180,2019-09-11,一汽轿车重组方案遭深交所问询：重组后总负债为何大幅增加？ 问询,每日经济新闻
1181,2019-09-10,"一汽轿车玩不转乘用车270亿搞重组？总负债98亿""变""502亿引深交所关注 偿债能力下降",金融界
1182,2019-09-10,【东兴证券】汽车行业2019中报总结：车市分化，豪车、新能源引领后市,北外滩汽车研究中心
1183,2019-09-09,进可攻，退可守！私募可转债吃香，34只成“风口”,Wind
1184,2019-09-09,一汽轿车收到许可类重组问询函：要求说明发行股份价格定价的合理性,Wind
1185,2019-09-09,一汽轿车置入一汽解放100%股权 力促商用车实现跨越式发展,中国汽车报
1186,2019-09-09,一汽轿车500经销商日均卖1台车 拟270亿置入一汽解放优化配置,长江商报
1187,2019-09-06,一汽轿车重组变身重卡整车制造龙头 有效解决同业竞争,中证网
1188,2019-09-05,一汽轿车上半年净利润下滑近九成 花270多亿换回一汽解放能有改观？ 盈利能力下降,运营商财经网
1189,2019-09-04,一汽轿车重组草案公布：涉270亿元资产置换，解决同业竞争,澎湃新闻
1190,2019-09-04,参与央企改革，连续五板！机构抢筹，为何这么美？,Wind
1191,2019-09-03,"财通证券：将一汽轿车评级调低为""增持""",Wind
1192,2019-09-03,一汽集团上市路漫漫 270亿资产置换或许就能救一汽轿车,GPLP犀牛财经
1193,2019-09-02,拟置入一汽解放 一汽轿车重组草案公布,汽车之家
1194,2019-09-02,一汽轿车回复证监会“审查” 称同业竞争问题仍未解决,每日经济新闻
1195,2019-09-02,一汽轿车高开2%，置入一汽解放100%股权,Wind
1196,2019-09-02,A股早报2019年9月2日星期一,Wind
1197,2019-09-02,EV晨报 | 深圳/广州发布新能源车地补政策；毕福康将加盟FF；蔚来将推100kWh电池组,第一电动网
1198,2019-09-02,股权置换完成 一汽整体上市路径浮现,北京商报网
1199,2019-09-01,一汽轿车：瑞华会计所核查认为公司不存在违规担保情形，未发现业绩“大洗澡”情形 大额借贷担保,Wind
1200,2019-08-31,一汽轿车置入资产一汽解放100%股权 主营业务变更为商用车 业务变化,证券时报
1201,2019-08-31,一汽轿车(000800.SZ)披露重组草案：拟置入一汽解放100%股权 作价270.09亿元,格隆汇
1202,2019-08-30,一汽轿车(000800.SZ)：上半年净利964.04万元 同比降88.09% 盈利能力下降,格隆汇
1203,2019-08-30,一汽轿车股权置换 置入资产与置出资产差额为219亿元,新浪
1204,2019-08-30,一汽轿车：置入资产一汽解放100%股权 交易作价270亿元,e公司
1205,2019-08-30,一汽轿车：将轿车有限100%股权与一汽股份持有的一汽解放100%股权中的等值部分进行置换,第一财经
1206,2019-08-30,一汽轿车：拟与一汽股份重大资产置换 差额219亿元,金融界
1207,2019-08-30,一汽轿车：置入资产一汽解放100%股权，交易作价270亿元,Wind
1208,2019-08-30,一汽轿车：上半年净利润同比减88.09% 盈利能力下降,Wind
1209,2019-08-21,汽车股尾盘异动，一汽轿车涨4%,Wind
1210,2019-08-02,桑顿新能源斩获一汽15万套动力电池订单,高工锂电
1211,2019-08-01,【汽车/白宇团队】银轮股份中报快报点评：优质热管理龙头，车市下滑方知可贵 盈利能力下降,太平洋证券研究
1212,2019-07-31,融资客青睐16股，上海凯宝买入占比高达57.92%,Wind
1213,2019-07-31,EV晨报 | 传滴滴拟分拆自动驾驶业务；桑顿将供应一汽15万套电池系统；爱驰入驻江铃控股,第一电动网
1214,2019-07-30,桑顿新能源将供应一汽轿车15万套电池系统,第一电动网
1215,2019-07-25,揭秘一汽三大行动计划红旗销量目标3年40万辆,第一财经
1216,2019-07-24,一汽发布“龙腾行动”：投54亿元支持自主，红旗3年达成40万辆,Wind
1217,2019-07-19,车企已沦为替宁德时代们“打工”？,盖世汽车
1218,2019-07-19,小马识途：上半年重卡销量下滑2.3% 未来看重存量竞争 盈利能力下降,中国经济网
1219,2019-07-15,三网合一结束奔腾重建独立渠道 一汽重构自主“扫雷”整体上市,经济观察网
1220,2019-07-15,一汽集团整体上市障碍仍有待清除,中国经营网
1221,2019-07-15,一汽轿车：一汽奔腾上半年销量同比增逾4% 今年T系列再推3款新车型,中证网
1222,2019-07-12,动作频频加速推进一汽集团整体上市仍有障碍待扫清?,中国经营网
1223,2019-07-12,一汽轿车交出市场化改革后首张答卷：主力车型销量逆势上涨,证券时报网
1224,2019-07-12,一汽轿车：上半年净利预计同比下降近九成 盈利能力下降,金融界
1225,2019-07-12,一汽轿车：预计上半年净利润同比下降83.93% - 88.88% 盈利能力下降,Wind
1226,2019-07-12,一汽轿车(000800.SZ)2019上半年归母净利预降83.93%-88.88% 盈利能力下降,格隆汇
1227,2019-07-12,一汽轿车：上半年净利900-1300万 降83.93%-88.88%,新浪
1228,2019-07-12,奥迪上半年在中国市场销量创纪录，达到31.25万辆,Wind
1229,2019-07-10,一汽轿车(000800.SZ)本次资产重组审计及资产评估已基本完成,格隆汇
1230,2019-07-04,【会员资讯】始于颜值 陷于才华 一汽奔腾全国经销店焕新启航,中汽协
1231,2019-07-04,一汽轿车总经理柳长庆：奔腾力争一年内实现全国1000家二级网络形象升级,中证网
1232,2019-07-02,曲折谋划上市 一汽难解自主发展瓶颈,时代周报
1233,2019-07-01,新闻精选|蔚来汽车因电池召回，武佳碧出任奥迪中国总裁 欧阳谦调任阿根廷分公司总裁 产品问题,财经网
1234,2019-07-01,车市周周评丨北京市地补退出，蔚来发布造车新势力首例召回 产品问题,每日经济新闻
1235,2019-06-28,京东集团与一汽集团签署战略合作协议,Wind
1236,2019-06-28,成立一汽奔腾挪入一汽股份 一汽集团整体上市又进一步,经济观察网
1237,2019-06-27,一汽轿车成立全资子公司的背后,盖世汽车
1238,2019-06-26,一汽轿车或将剥离奔腾，与一汽夏利8年“同业竞争”问题有望解决！| 中国汽车报,中国汽车报
1239,2019-06-26,【异动股】汽车板块盘中快速拉升一汽轿车(000800-CN)涨超4%,财华社
1240,2019-06-26,汽车板块表现亮眼 一汽轿车领涨,中证网
1241,2019-06-26,汽车股盘中直线拉升 一汽夏利、一汽轿车等涨幅明显,证券时报网
1242,2019-06-26,整车板块集体走强，一汽夏利、一汽轿车领涨,Wind
1243,2019-06-25,股价突然走高，公告紧随而至！ 一汽整体上市正暗自推进,每经网
1244,2019-06-25,一汽轿车拟5000万设全资子公司 名称暂定一汽奔腾轿车有限公司,财经网
1245,2019-06-24,承接重组置出资产 一汽轿车拟5000万元设立一汽奔腾轿车公司,中证网
1246,2019-06-24,一汽轿车：拟设立全资子公司 承接重组置出资产,e公司
1247,2019-06-24,一汽轿车:拟5000万设全资子公司 暂定名一汽奔腾轿车,新浪
1248,2019-06-24,一汽轿车：拟5000万元设立全资子公司，暂定名为一汽奔腾,Wind
1249,2019-06-24,一汽系尾盘异动，一汽夏利直线涨停,Wind
1250,2019-06-18,获市场监管总局名称核准，一汽奥迪销售公司成立在即,经济观察网
1251,2019-06-15,腾笼换鸟 一汽轿车乘转商,华夏时报
1252,2019-06-14,长安汽车深度研究：黑暗持续还是黎明将近？,第一电动网
1253,2019-06-13,一汽森雅缺乏话语权 等待变革重生的机遇,财经网
1254,2019-06-12,大众汽车品牌5月中国销量同比下降7%，至23.39万辆,Wind
1255,2019-06-12,油价创年内最大降幅，手持这4类股票的股民要笑了,凤凰网
1256,2019-06-11,拟置入一汽解放100%股权 一汽轿车：重组工作正在进行中,每日经济新闻
1257,2019-06-11,资产评估已完成 一汽轿车重组并购一汽解放正在有序进行,第一商用车网
1258,2019-05-31,一汽解放牵手华为发力智能化 借壳一汽轿车尚需时日,新浪
1259,2019-05-31,二马“将军”：马自达如何实现年内逆转？,经济观察网
