,2021-12-31,金域医学：国创开元累计减持0.03%股份，减持计划届满 拟减持股份,Wind
902,2020-08-10,金域医学(603882.SH)：国开博裕减持期过半累计减持1.11%股份 减持股份,格隆汇
903,2020-08-10,医药生物行业周报：中报窗口期继续看好业绩高增长板块 持续推荐有实力能兑现的疫苗公司,新浪
904,2020-08-10,医药行业周报：建议关注药店 关注业绩高增长、政策变化和估值性价比,新浪
905,2020-08-05,兴证医药2020年8月投资月报：再论大创新时代的创新疫苗,新浪
906,2020-08-05,医药周报2020年第30期：第三批集采文件公布 细则进一步优化,新浪
907,2020-08-04,金域医学现1笔大宗交易 共成交254.34万元,新浪
908,2020-08-04,金域医学今日大宗交易成交2.70万股，成交价94.2元溢价0.0%,Wind
909,2020-08-04,医药生物行业报告：疫情后周期拥抱医药新基建和大消费 重点关注疫苗赛道,新浪
910,2020-08-04,医药生物行业《医学检验实验室管理暂行办法》印发点评：政策助力行业景气度＆集中度双升 龙头受益,新浪
911,2020-08-03,金域医学(603882.SH)近日获4129.21万元政府补助,格隆汇
912,2020-08-03,金域医学董事长梁耀铭谈未来发展战略：做出世界诊断标准,e公司
913,2020-08-03,金域医学：顺应新基建发展 将建设“一库二中心一基地”,e公司
914,2020-08-03,金域医学：医疗项目收费下降利好第三方实验室发展,e公司
915,2020-08-03,金域医学：累计开展核酸检测和抗体检测超过1200万例,e公司
916,2020-08-03,【高管面对面】金域医学：做出世界的诊断标准,e公司
917,2020-08-03,金域医学：校办企业起步成为第三方医学检验龙头，得钟南山院士支持,证券时报网
918,2020-08-03,【采访札记】梁耀铭印象,证券时报网
919,2020-08-03,防控传染病，提高公众预防意识也是种“群体免疫”,中国科技网
920,2020-08-02,医药行业每周医览药闻：疫苗依然是解决新冠疫情的最根本方法,新浪
921,2020-08-02,“内地核酸检测支援队”驰援香港,经济日报
922,2020-08-01,金域医学：协助香港开展大规模核酸检测筛查,中证网
923,2020-07-30,2020年8月份上海证券研究所投资组合报告,新浪
924,2020-07-30,广东：核酸检测有望半小时出结果,科技日报
925,2020-07-30,医药行业重点事项点评：第三批带量采购规则变化较少 市场预期逐步稳定,新浪
926,2020-07-30,纳米科技测抗体 十分钟可出结果,广州日报
927,2020-07-29,防控传染病“两大法宝”： 强大的公共卫生体系＋“主动出击”,科技日报
928,2020-07-28,世界肝炎日│7000万病毒携带者，九成未治疗！可控的乙肝如何成了“隐形杀手”？,21世纪经济报道
929,2020-07-28,金域医学(603882.SH)：股东曾湛文质押150万股,格隆汇
930,2020-07-28,医药生物行业周报：下半年工作重点发布 布局防疫和创新主线,新浪
931,2020-07-28,时代投研 | 从ESG看第三方检测：责任、实践与价值,时代在线
932,2020-07-27,感染者近九千万 治疗率仅一成，乙丙肝炎防控难题待解,第一财经
933,2020-07-26,医药制造业行业：集采领域扩面是既定方向 产业升级不变,新浪
934,2020-07-26,广东省医学会牵头发起免费乙丙肝抗体筛查 呼吁社会重视传染病早防早治,每日经济新闻
935,2020-07-25,金域医学联手吉利德科学等共同发起传染病诊疗一体化公益行动,证券时报
936,2020-07-24,今年上半年广东新经济增加值占地区生产总值比重提高,南方网
937,2020-07-23,复星医药午后封住涨停板，新冠肺炎检测板块继续拉升,Wind
938,2020-07-22,新冠肺炎检测板块走升，丽珠集团、硕世生物、迪安诊断、金域医学、乐普医疗领涨,Wind
939,2020-07-18,【浙商医药|策略】全球接轨、替代升级─2020年医药中期投资策略,杏林建研
940,2020-07-17,6月社零数据点评：6月可选消费增速进一步提升 预计后续呈现缓慢恢复的趋势,新浪
941,2020-07-15,粤企承接香港政府核酸检测工作,南方网
942,2020-07-14,高瓴资本A股布局青睐医药股 全额认购健康元定增,北京商报
943,2020-07-13,频现定增战投名单高瓴资本A股布局青睐医药股,北京商报
944,2020-07-12,【民生医药|周报】板块跑赢大盘，坚守 CXO 和 API 领域,杏林建研
945,2020-07-08,医药周报2020年第26期：进入中报业绩披露期 关注中报业绩表现优异、低估值的优质标的,新浪
946,2020-07-08,疫情下的第三方医学检测机构：检测量暴增，盈利能力各有不同,澎湃新闻
947,2020-07-08,迪安诊断低增长与高商誉并行，子公司卷入医疗受贿案 其他违规处罚,时代在线
948,2020-07-06,金域医学(603882.SH)：对子公司金域检验(香港)增资3000万元,格隆汇
949,2020-07-06,医药生物行业2020年7月投资月报：风格会切换么？耗材集采怎么看？,新浪
950,2020-07-05,“硬核”科技破解罕见病“诊断难、诊断贵”,中国经济网
951,2020-07-01,兴业证券：6月金股组合盈利15.92% 7月荐股名单出炉,新浪
952,2020-07-01,【民生医药|行业周报】板块普涨，关注成长性更强的 CXO和API板块,杏林建研
953,2020-07-01,中信建投周知 | 聚焦半年报业绩与新股研究,中信建投证券研究
954,2020-06-30,医药周报2020年第25期：疫情和政策双重催化 医药行业高景气持续,新浪
955,2020-06-29,31家国产IVD上市公司详情、经营方向、业务线大盘点,医疗器械协会
956,2020-06-25,“慧眼”甄别！检测机构冲在战“疫”一线，让病毒无处遁形,新华网
957,2020-06-24,医药行业2020年中期投资策略：坚持高景气赛道+龙头战略,新浪
958,2020-06-24,华大智造大额融资带节奏，国产测序仪领域彻底火了！,动脉网
959,2020-06-23,医药周报2020年第24期：医药板块表现强劲 关注优质细分赛道,新浪
960,2020-06-23,睿财看市场：医药板块成为牛股温床！行业龙头加确定性成长是核心逻辑！,新浪
961,2020-06-23,减持猛如虎！大股东突然出手，凶猛套现吓坏科技巨头，股价大跌！这些股也在大额减持 连续下跌,证券时报网
962,2020-06-23,【医药2020H1业绩前瞻】刚需属性逐步显现，Q2业绩加速趋势明显,兴证医药健康
963,2020-06-23,金域医学：旗下北京金域日核酸检测产能将迅速提高到3万例,Wind
964,2020-06-23,金域医学：金域北京核酸检测单日产能将达3万例,中证网
965,2020-06-22,【民生医药|周报】持续推荐特色原料药及医药服务，关注全国集采后的替代空间,杏林建研
966,2020-06-22,金域医学(603882.SH)2019年度权益分派10派1.36元 股权登记日为6月30日,格隆汇
967,2020-06-22,第三方医检机构龙头企业金域医学：“检”出安全的明天,经济日报
968,2020-06-21,【民生医药|周报】医药牛市思考，选赛道vs选标的,杏林建研
969,2020-06-21,足不出户享受三甲医检服务！毕节有了首个第三方医学实验室,科技日报
970,2020-06-21,疫情常态化下，医药投资的变与不变,中信建投证券研究
971,2020-06-19,北京新冠“大排查”：核酸检测需求激增，机构检测能力正与时间赛跑,华夏时报
972,2020-06-18,金域医学落地贵州毕节 产业扶贫助力脱贫攻坚,证券时报网
973,2020-06-17,医药生物行业周报：国内疫情存在反弹风险 核酸检测需求持续提升,新浪
974,2020-06-16,医药行业周报：新冠检测需求持续增长 建议关注相关企业,新浪
975,2020-06-15,金域医学今日大宗交易成交3.50万股，成交价84.3元溢价0.0%,Wind
976,2020-06-14,【中信建投医药|行业周报】本周重点推荐IVD行业：疫情反复+精准医疗龙头资本化,菊颖医药观察
977,2020-06-12,金域医学(603882.SH)：已向DRA公司投入1.5亿元人民币等额港币认购新发行的10万股,格隆汇
978,2020-06-12,金域医学(603882.SH)实控人梁耀铭质押700万股,格隆汇
979,2020-06-10,危中见机，后疫情时代的中长期投资机会：医疗健康下半年投资策略,Wind
980,2020-06-08,医药生物行业2020年6月投资月报：医药的牛市 是从什么时候开始的？,新浪
981,2020-06-07,【民生医药|周报】：疫苗集中采购政策对疫苗价格和量影响很有限，持续关注后疫情时代下“枢纽性”和内需驱动型板块的成长确定性,杏林建研
982,2020-06-05,金域医学(603882.SH)：160.3万份股票期权行权条件已成就,格隆汇
983,2020-06-05,医药生物行业6月投资策略：后疫情时代 把握恢复性子行业和医药“新基建”增量赛道,新浪
984,2020-06-04,金域医学：国创开元合计减持5%公司股份 减持股份,Wind
985,2020-06-04,金域医学(603882.SH)：持股5%以上股东国创开元累计减持5%股份 减持股份,格隆汇
986,2020-06-04,金域医学(603882.SH)：辰德惟敬已通过集中竞价减持51.8436万股 减持股份,格隆汇
987,2020-06-04,金域医学：辰德惟敬减持0.11%股份，减持时间过半 减持股份,Wind
988,2020-06-04,医药生物行业2019年及2020年一季度业绩综述：行业结构分化呈常态趋势 2020Q1业绩受疫情影响分化明显 盈利能力下降,新浪
989,2020-06-04,A股异动|金域医学(603882.SH)涨8.5%股价再创新高,格隆汇
990,2020-06-04,金域医学涨4.43%，股价创历史新高,证券时报网
991,2020-06-02,"完成超700万份核酸检测！这家检验机构昼夜不停""捕捉""病毒",科技日报
992,2020-06-02,金域医学发布2019年社会责任报告 助力全国超万家基层医院提升卫生服务能力,证券日报
993,2020-06-02,医药周报2020年第21期：进入后疫情时代 关注各地集采进展,新浪
994,2020-06-02,金域医学(603882.SH)：非公开发行股票申请获中证监受理,格隆汇
995,2020-05-28,外资买爆队伍扩容，交易所一天同时预警4股，爆买575亿,e公司
996,2020-05-28,"行业龙头迪安诊断""难安"" 旗下公司被爆行贿1770万 其他违规处罚",华夏时报
997,2020-05-27,医药周报2020年第20期：加强医疗卫生体系建设 提高基本医疗服务水平,新浪
998,2020-05-26,医药行业每周医览药闻：火眼实验室与中国的高科技输出,新浪
999,2020-05-26,广东持续优化创新布局 打造原始创新重要策源地、战略性新兴产业集聚地,南方网
1000,2020-05-25,270所第三方医检机构切入个人核酸检测，C端业务能否成为其增长中的新引擎？,动脉网
1001,2020-05-22,A股公司加速引进战投，产业联动、资源储备成亮点,Wind
1002,2020-05-21,金域医学搭建三大战略性新兴平台,中金在线
1003,2020-05-21,医药生物行业点评：加大公共卫生体系建设 带来庞大市场增量,新浪
1004,2020-05-20,上市公司正负面新闻2020年5月20日星期三,Wind
1005,2020-05-19,医药生物行业日报：医药指数创近五年来新高,新浪
1006,2020-05-18,金域医学股东君睿祺及一致行动人君联茂林拟减持1202万股 拟减持股份,资本邦
1007,2020-05-18,[路演]金域医学：2020年坚持医检服务主航道 推进全国实验室网络科学化布局,全景网
1008,2020-05-18,晚间重要公告2020年5月18日星期一,Wind
1009,2020-05-18,减持！金域医学：股东计划减持不超过约1202万股公司股份，比例不超过为2.62% 拟减持股份,每日经济新闻
1010,2020-05-18,金域医学：股东拟减持不超2.62%股份 拟减持股份,证券时报网
1011,2020-05-18,金域医学：股东君睿祺及其一致行动人拟清仓式减持不超过总股本2.62% 拟减持股份,金融界
1012,2020-05-18,金域医学(603882.SH)：君睿祺及君联茂林拟减持不超2.62%的股份 拟减持股份,格隆汇
1013,2020-05-18,金域医学：君睿祺及其一致行动人拟合计减持不超过2.62%股份 减持股份,Wind
1014,2020-05-14,金域医学：股东减持股份结果公告 减持股份,证券之星
1015,2020-05-14,A股共发生104宗大宗交易成交57.35亿元（5月14日）,Wind
1016,2020-05-14,注意！金域医学：股东君睿祺、君联茂林减持实施完毕 减持股份,每日经济新闻
1017,2020-05-14,金域医学现1笔大宗交易 共成交242.13万元,新浪
1018,2020-05-14,金域医学：君睿祺及君联茂林累计减持3.7572%公司股份 减持股份,Wind
1019,2020-05-14,金域医学(603882.SH)：君睿祺及君联茂林减持期届满 合计减持1720.38万股 减持股份,格隆汇
1020,2020-05-12,武汉紧急通知，全员核酸筛查！这些股票应声暴涨,中国基金报
1021,2020-05-12,云上“健康广东展区”展现粤品牌战“疫”担当,南方网
1022,2020-05-11,2020第三方检测机构10大创新案例,硅谷动力
1023,2020-05-07,高瓴资本启动130亿美元新一轮募资，张磊重仓做多中国,21世纪经济报道
1024,2020-05-07,医疗器械股大涨，海外疫情形势严峻，利好检测相关企业,第一财经
1025,2020-05-06,【兴证医药】行业比较优势突出，细分领域分化明显 —医药生物上市公司2019年报及2020年一季报小结,兴证医药健康
1026,2020-05-06,前四月基金业绩排名陡然生变 科技主题基金再度领跑,中国证券网
1027,2020-05-06,短期调整VS行业比较优势——兴证医药2020年5月投资月报,兴证医药健康
1028,2020-05-03,【光大医药|19年报&20Q1点评】金域医学：疫情之下业绩仍实现增长，国家大基金背书未来可期,医心医意要健康
1029,2020-05-01,【太平洋医药】金域医学点评：拟定增引进优质战投，全方位提升公司竞争力,医药佐料
1030,2020-05-01,【太平洋医药】金域医学19年&20Q1点评：盈利能力持续提升，新冠核酸检测业绩弹性大,医药佐料
1031,2020-04-30,金域医学（603882）：业绩稳健增长，规模效应凸显【2019年报及2020年一季报点评|西南医药朱国广/杜向阳团队】,国广有话说
1032,2020-04-30,新冠核酸检测公司业绩冰火两重天 行业空间还有多大？,第一财经
1033,2020-04-30,A股早报2020年4月30日星期四,Wind
1034,2020-04-29,A股共发生81宗大宗交易成交12.9亿元（4月29日）,Wind
1035,2020-04-29,金域医学今日大宗交易成交200万股，成交价70.0元折价3.83%,Wind
1036,2020-04-29,金域医学：一季度净利润同比增长13.14%,Wind
1037,2020-04-28,【国元医药】金域医学2019年报&2020Q1季报点评：新实验室逐步盈利，新冠检测彰显实力,元气医药
1038,2020-04-28,金域医学2019年净利同比增长72% 以技术创新推动医疗检测大平台建设,证券日报
1039,2020-04-28,"金域医学现3笔大宗交易 共成交20,661.00万元",新浪
1040,2020-04-27,金域医学2019年净利同比增长72.44% 一季度净利增长13%,上证报
1041,2020-04-27,净买入速度放缓 陆股通上周扫货大消费,大众证券报
1042,2020-04-27,金域医学：2019年净利同比增长72.44％ 拟10派1.36元,金融界
1043,2020-04-27,金域医学：一季度净利润同比增长9.95%,Wind
1044,2020-04-27,金域医学：2019年净利润同比增长72.44%,Wind
1045,2020-04-26,筛查检测已常态化！金域医学核酸检测已超300万例,经济网
1046,2020-04-26,57股本周逆市创新高，集中三大行业,证券时报
1047,2020-04-25,美的集团、五粮液连续11日以上获陆股通增持|粤开策略资金面日报-0424,微信
1048,2020-04-25,金域医学：已累计进行核酸检测达295万例,第一财经
1049,2020-04-24,金域医学核酸检测累计突破300万例,上证报
1050,2020-04-24,核酸检测大规模展开 相关上市公司受益几何,上证报
1051,2020-04-23,金域医学携京东在11个城市提供核酸检测预约,上证报
1052,2020-04-23,沪港通十大成交活跃股排名（4月23日）,Wind
1053,2020-04-23,北向资金今日净流入6.91亿元，美的集团净买入逾4亿元居首,Wind
1054,2020-04-23,这11个城市，可用京东健康预约核酸检测,新华网
1055,2020-04-23,京东健康提供全国11地核酸检测在线预约，前100名下单可享188元优惠价,飞象网
1056,2020-04-23,京东健康携金域医学，在全国11地提供核酸检测在线预约服务,金融界
1057,2020-04-18,京东上线“新冠病毒”核酸检测线预约服务,凤凰网
1058,2020-04-18,京东健康成为全国首个新冠核酸检测服务在线预约平台,凤凰网
1059,2020-04-17,A股异动 | 金域医学(603882.SH)逆势跌超5% 遭减持不超过6%股份 减持股份,格隆汇
1060,2020-04-17,广州金域医学检验集团股份有限公司股东国创开元股权投资基金,中证报
1061,2020-04-16,上市公司晚间利空汇总：金域医学股东拟减持不超6％股份,金融界
1062,2020-04-16,金域医学(603882.SH)：持股8.04%的国创开元拟减持不超6%的股份 拟减持股份,格隆汇
1063,2020-04-16,金域医学：股东国创开元拟减持不超过6%公司股份 减持股份,Wind
1064,2020-04-16,A股异动 | 金域医学大涨9.39% 公司拟定增引入战投国投招商 实控人1.5亿认购,格隆汇
1065,2020-04-16,创业板指收涨1.56%，数字货币、特高压概念股花开两朵,Wind
1066,2020-04-16,A股早报2020年4月16日星期四,Wind
1067,2020-04-15,金域医学拟定增募资不超10亿元 引进战投先进制造产业投资基金二期,上证报
1068,2020-04-15,金域医学：先进制造产业投资基金二期拟8.5亿元参与定增,Wind
1069,2020-04-15,金域医学：先进制造产业投资基金二期拟8.5亿元参与定增,e公司
1070,2020-04-15,金域医学(603882.SH)拟定增募资不超10亿元 国投招商管理的基金认购8.5亿元,格隆汇
1071,2020-04-15,【民生医药|周报】医疗服务领涨，持续关注“供-需”端增速分化带来投资机会,杏林建研
1072,2020-04-14,金域医学股东拟减持不超4.57%股份 拟减持股份,上证报
1073,2020-04-14,金域医学：股东国开博裕一期（上海）股权投资合伙企业拟减持不超过4.57%公司股份 减持股份,Wind
1074,2020-04-14,金域医学：持公司4.57%股份股东国开博裕拟清仓减持 拟减持股份,金融界
1075,2020-04-14,地量见地价，北向资金今日回归，A股能否就此迎来转机？,证券时报网
1076,2020-04-14,复工大军“忙”检测：“团购”“单机”模式频出 影响企业一季报,21世纪经济报道
1077,2020-04-13,我们离全民新冠病毒筛查还有多远,科创板日报
1078,2020-04-10,疫情+春招：难字当头，“云”成为出路,36氪
1079,2020-04-09,舜宇光学科技(02382)联合腾讯控股(00700)、金域医学共同研发中国首款智能显微镜获批,智通财经
1080,2020-04-09,金域医学合作研发的智能显微镜获批,上证报
1081,2020-04-09,中国首款智能显微镜获药监局批准进入临床应用,新康界
1082,2020-04-09,我国首款智能显微镜获批,科技日报
1083,2020-04-09,中国首款智能显微镜获批进入临床：AI加持，可升级算法支持新病种,钛媒体
1084,2020-03-29,金域医学：破解技术难题 精准诊断罕见病,上证报
1085,2020-03-27,金域医学：国开博裕合计减持5.44%公司股份 减持股份,Wind
1086,2020-03-27,金域医学(603882.SH)：国开博裕减持期届满持股跌出5% 减持股份,格隆汇
1087,2020-03-27,敢挑重担有作为 广东沪市公司复工复产显精神,上证报
1088,2020-03-18,2020券商医药行业周观点（第10周）,Wind
1089,2020-03-02,广东企业复工复产进入快车道，传统产业企业借势转型升级寻求新增长点,Wind
1090,2020-02-23,金域医学董事长：公司单日核酸检测可达7万例，在湖北一线战“疫”人员上百人,Wind
1091,2020-02-23,金域医学：全集团单日核酸检测可达7万例,e公司
1092,2020-02-23,金域医学梁耀铭：核算单日检测能力可达7万例,上证报
1093,2020-02-21,金域医学：股东国创开元股权投资基金(有限合伙)集中竞价减持1%公司股份 减持股份,Wind
1094,2020-02-21,金域医学：两股东累计减持2.11%股份，减持时间过半 减持股份,Wind
1095,2020-02-21,金域医学(603882.SH)：国创开元减持期届满累计减持456.88万股 减持股份,格隆汇
1096,2020-02-21,金域医学(603882.SH)：君睿祺及君联茂林减持期过半 累计减持2.11%股份 减持股份,格隆汇
1097,2020-02-13,武汉雷神山医院联合金域医学开展核酸检测 “让每一位患者得到及时检测”,中国经济网
1098,2020-02-13,上市公司战“疫”时刻显身手,上证报
1099,2020-02-11,金域医学：辰德惟敬拟减持不超过总股本0.677% 减持股份,Wind
1100,2020-02-11,金域医学：辰德惟敬拟减持不超309.8331万股 拟减持股份,格隆汇
1101,2020-02-07,金域医学、透景生命、银禧科技等大股东疫情敏感期大手笔减持，星期六亦不缺席 减持股份,和讯
1102,2020-02-06,新法将筛查速度提升5倍 金域医学全力支持战“疫”,上证报
1103,2020-02-06,广东企业在行动：科学复工 精准战“疫”,南方网
1104,2020-02-05,A股共发生73宗大宗交易成交19.46亿元（2月5日）,Wind
1105,2020-02-05,"金域医学现5笔大宗交易 共成交17,085.00万元",新浪
1106,2020-02-05,上海证券市场大宗交易公开信息(2020-02-05),上交所
1107,2020-02-05,金域医学今日大宗交易成交335万股，成交价51.0元折价10.01%,Wind
1108,2020-02-05,金域医学：股东国开博裕减持3.71%股份 减持股份,e公司
1109,2020-02-05,金域医学：国开博裕减持3.71%公司股份，持股比降至5%以下 减持股份,Wind
1110,2020-02-05,金域医学(603882.SH)：国开博裕已累计减持1700.66万股 持股降至4.84% 减持股份,格隆汇
1111,2020-02-05,医药板块是否还存在配置机会 后市走势又将如何？,广州日报
1112,2020-02-04,金域医学：武汉金域单日病毒检测能力有望超5000例,上证报
1113,2020-02-04,金域医学积极开展新型冠状病毒的标本运输及检测工作,证券时报网
1114,2020-02-04,【民生医药|行业动态】新冠疫情对IVD、ICL企业的影响分析,杏林建研
1115,2020-02-03,疫情造富 给核酸检测概念股算算账,腾讯网
1116,2020-02-01,穗企战“疫”：24小时不停，助力湖北多地开展病毒初筛,南方网
1117,2020-01-31,金域医学、迪安诊断、艾迪康发起联合“战疫”宣言,e公司
1118,2020-01-27,好消息！鄂赣鲁沪多地有患者治愈，今年中央财政安排防控补助资金达603.3亿元,中证报
1119,2020-01-27,金域医学：做好开展新型冠状病毒标本运输及检测准备工作,中证网
1120,2020-01-23,金域医学(603882.SH)：辰德惟敬减持期届满累计减持286.22万股 减持股份,格隆汇
1121,2020-01-23,金域医学：辰德惟敬累计减持0.625%股份，减持时间届满 减持股份,Wind
1122,2020-01-23,金域医学连续大跌 三个月前中信证券申银万国高喊买 连续下跌,中国经济网
1123,2020-01-22,老周侃股 ： 警惕绩优股“见光死”风险,北京商报网
1124,2020-01-22,经营业绩稳步增长 金域医学2019年净利预增六成以上,新京报
1125,2020-01-22,金域医学跌停2019年净利润增62.87%-71.44%,证券时报网
1126,2020-01-21,金域医学2019年业绩预增六成以上,上证报
1127,2020-01-21,金域医学：预计2019年净利润同比增长62.87%-71.44%,Wind
1128,2020-01-21,金域医学2019年净利预增63%-71%,金融界
1129,2020-01-21,金域医学：预计2019年实现净利3.8亿元-4.0亿元 同比增62.87%-71.44%,中证网
1130,2020-01-21,金域医学：董事童小幪辞职,Wind
1131,2020-01-21,金域医学(603882.SH)2019年度净利润预增62.87%到71.44%,格隆汇
1132,2020-01-10,金域医学现1笔大宗交易 共成交243.42万元,新浪
1133,2020-01-08,金域医学：君睿祺和君联茂林累计减持590万股，合计持股比例降至5%以下 减持股份,Wind
1134,2020-01-08,金域医学(603882.SH)：君睿祺和君联茂林因减持 合计持股降至5%以下 减持股份,格隆汇
1135,2019-12-28,12月27日有107家公司获重要股东增减持，硅宝科技已获连续增持40次,Wind
1136,2019-12-26,金域医学(603882.SH)：国开博裕减持期过半 累计减持2034.58万股 减持股份,格隆汇
1137,2019-12-26,金域医学：国开博裕一期（上海）股权投资合伙企业（有限合伙）减持4.44%公司股份 减持股份,Wind
1138,2019-12-17,A股共发生133宗大宗交易成交24.99亿元（12月17日）,Wind
1139,2019-12-17,"金域医学现16笔大宗交易 共成交22,703.76万元",新浪
1140,2019-12-17,金域医学今日大宗交易成交457万股，成交价49.68元折价6.26%,Wind
1141,2019-12-11,金域医学：君睿祺减持30万股，持股比降至4.9993% 减持股份,Wind
1142,2019-12-11,金域医学(603882.SH)：君睿祺和君联茂林合计持股降至6.2993%,格隆汇
1143,2019-12-05,四轮拷问后按下终止键金域医学实控人参股公司“折戟”科创板,科创板日报
1144,2019-12-03,"白马股罕见连续两跌停,暴涨20倍大牛股罕见翻车,它们还有机会吗 连续下跌",证券时报
1145,2019-12-03,机构抱团股翻车 8股创历史新高后回调超20%,证券时报
1146,2019-11-22,【太平洋医药杜佐远团队】经典报告集：我们只想为您甄选牛股,医药佐料
1147,2019-11-21,金域医学：国创开元累计减持1%股份 减持股份,Wind
1148,2019-11-21,金域医学(603882.SH)：国创开元已累计减持456.88万股 减持股份,格隆汇
1149,2019-11-18,百亿级私募震荡市赚钱有方,上证报
1150,2019-11-17,【西部医药吴文华】医药行业周报（2019.11.11-2019.11.17）：医改逐步推进，立足改革创新,微信
1151,2019-11-17,经销商拖欠货款 被械企起诉 违约失信,新浪
1152,2019-11-15,业绩不断超预期的高增长股，24股翻倍，逆市下跌股仅1只（附股）,证券时报
1153,2019-11-11,【西部医药吴文华】2019年医药行业三季报综述：医药整体稳健增长，子行业分化较为明显,微信
1154,2019-11-08,上市公司晚间利空汇总：金域医学股东拟减持不超过6％股份,金融界
1155,2019-11-08,金域医学(603882.SH)：君睿祺及其一致行动人君联茂林拟合计减持不超6%股份 拟减持股份,格隆汇
1156,2019-11-08,金域医学：大股东君睿祺及其一致行动人君联茂林拟减持不超6%公司股份 减持股份,Wind
1157,2019-11-07,医药生物病理行业深度报告：病理行业，诊断“金标准“贡献超三百亿潜在市场,格隆汇
1158,2019-11-05,【西部医药吴文华】金域医学深度报告：金域满堂，特检驱动业务持续成长,微信
1159,2019-11-04,金域医学现1笔大宗交易 共成交290.89万元,新浪
1160,2019-11-04,金域医学今日大宗交易成交5.20万股，成交价55.94元溢价0.0%,Wind
1161,2019-11-04,背负有千钧！近两月142家公司超亿元减持,Wind
1162,2019-11-04,亿康基因完成2.2亿C轮融资，领跑辅助生殖产品服务赛道,和讯
1163,2019-11-01,陈兵百亿布局A股 冯柳在下一盘很大的棋,新浪
1164,2019-11-01,精准医学检测服务商亿康基因完成2.2亿元C轮融资，金阖资本领投,猎云网
1165,2019-10-29,金域医学：股东君睿祺及其一致行动人累计减持2289万股 减持股份,Wind
1166,2019-10-27,【中信建投医药|行业周报】基金三季度持仓：重点领域龙头获得青睐,菊颖医药观察
1167,2019-10-25,金域医学(603882.SH)：减持时间过半 辰德惟敬减持286.22万股 减持股份,格隆汇
1168,2019-10-25,基因测序领域群雄争霸启示:笑到最后的才是赢家,红周刊
1169,2019-10-25,139股获券商买入评级，正邦科技目标涨幅达117.44%,Wind
1170,2019-10-24,"金域医学现1笔大宗交易 共成交12,084.00万元",新浪
1171,2019-10-24,大曝光：邓晓峰、赵军、冯柳等知名私募最新持股来了,新浪
1172,2019-10-24,【民生医药】医药生物2019年三季报总结：基本面进入值得期待的新周期,杏林建研
1173,2019-10-24,【金域医学】19Q3季报点评：Q3业绩继续超预期，特检发展和实验室扭亏推动高成长,医心医意要健康
1174,2019-10-24,【医药-金域医学(603882)】江琦、谢木青：业绩持续超预期，实验室净利率水平快速提高-20191023,中泰证券研究所
1175,2019-10-24,"金域医学2019年三季报点评:Q3业绩继续超预期,特检发展和实验室扭亏推动高成长",光大证券
1176,2019-10-24,"金域医学:保持超高速增长势头,合作共建模式效益凸显",申万宏源
1177,2019-10-23,10月23日A股龙虎榜揭秘，机构最青睐5股,Wind
1178,2019-10-23,金域医学龙虎榜数据（10月23日）,Wind
1179,2019-10-23,金域医学：业绩保持高增长，经营战略聚焦高质量客户,--
1180,2019-10-23,19公司获得推荐评级-更新中,中财网
1181,2019-10-23,【异动股】体外诊断板块下挫，金域医学(603882-CN)跌9.63%,财华社
1182,2019-10-23,【广证恒生医药】-金域医学（603882）-点评报告-2019前三季度业绩同比增长94%超预期，超市场预期,广证恒生
1183,2019-10-23,10月23日早盘主力巨资出逃四大板块(附股),金融界
1184,2019-10-23,金域医学：短期迎来业绩拐点，长期构筑特检核心竞争力,证券时报网
1185,2019-10-22,【民生医药|周报】10/28：三季报行情步入尾声，持续看好创新药及其产业链,杏林建研
1186,2019-10-22,金域医学布局无创产前检测 前三季度净利增长超九成,新京报
1187,2019-10-22,金域医学前三季实现营收39.20亿元 同比增长18.17%,中国网
1188,2019-10-22,金域医学：前三季度净利3.19亿元 同比增94%,e公司
1189,2019-10-22,金域医学(603882.SH)前三季净利升94.16%至3.19亿元,格隆汇
1190,2019-10-22,【民生医药|季报点评】金域医学：净利率持续提升，长期看好特检竞争力,杏林建研
1191,2019-10-19,A股新型“套现者”: “人造牛”与汹涌概念泡沫,21世纪经济报道
1192,2019-10-15,券商首次关注6股并给予买入评级（10月15日）,Wind
1193,2019-10-14,金域医学：特检业务迎收获期 普检格局改善、渗透率存提升空间,证券时报网
1194,2019-10-10,金域医学(603882.SH)涨超5%创历史新高 市场或憧憬三季报,格隆汇
1195,2019-10-09,金域医学现1笔大宗交易 共成交243.98万元,新浪
1196,2019-10-09,【民生医药|周报】10/14：生物药和外包板块表现优异，关注业绩高增长标的,杏林建研
1197,2019-09-30,2019年医药三季报业绩前瞻||三季报预期向好，关注“变化”、稳守“核心资产”【兴证医药】,兴证医药健康
1198,2019-09-27,金域医学(603882.SH)完成出售金圻睿生物100%股权 资产异常,格隆汇
1199,2019-09-25,金域医学：与天海新域签署战略合作协议,e公司
1200,2019-09-25,【民生医药|周报】10/08：医药服务一枝独秀，持续布局创新升级,杏林建研
1201,2019-09-24,防癌顶层方案公布！医学诊断市场十年5倍市场空间（附股）,红周刊
1202,2019-09-23,金域医学：获得政府补助2326.8万元,金融界
1203,2019-09-23,金域医学(603882.SH)当年累计获2326.82万元政府补助,格隆汇
1204,2019-09-23,9月减持金额或创新高，信息技术板块70亿元高位套现,Wind
