,2021-12-31,金融科技破解西安医药企业资金难题，平安银行全力支持抗疫,凤凰网
5797,2020-02-13,中国平安(2318.HK)：平安银行2019年净利润增长13.6%至281.95亿元10派2.18元,格隆汇
5798,2020-02-13,平安银行：2019年净利润同比增长13.6%，拟10派2.18元,Wind
5799,2020-02-13,平安银行：2019年净利润281.95亿元 同比增长13.6%,金融界
5800,2020-02-13,平安银行：2019年净利282亿元 同比增13.6%,证券时报网
5801,2020-02-13,平安银行：2019年营业收入1379.58亿 同比增18.2%,证券时报网
5802,2020-02-13,平安银行广州分行开启“新开工”模式 全力保障业务正常开展,中国金融新闻网
5803,2020-02-13,远程办公“引爆”云服务，银行线上经营换思路,Wind
5804,2020-02-12,网贷天眼晚报：平安银行遭骗贷微信支付获尼泊尔支付牌照,和讯
5805,2020-02-12,【研报掘金】新冠疫情现好转迹象 机构称银行股反弹可期,证券时报
5806,2020-02-11,44股今日获机构买入评级11股上涨空间超20%,证券时报网
5807,2020-02-11,银行业防疫第一线：国有六大行皆已开通定存自动延期 股份行跟随,中国网
5808,2020-02-11,疫情之下的消费金融 聚投诉超1100件投诉申请延期还款,金融界
5809,2020-02-11,银行业解燃眉之急 最快5小时放贷,时代周报
5810,2020-02-10,春节后外资A股调仓术：最爱白马股，增仓最多贵州茅台，减仓最多美的集团,21世纪经济报道
5811,2020-02-10,21家上市银行发布业绩快报：净利润、营业收入均保持稳健增长,中投网
5812,2020-02-10,21家上市银行日均赚10亿 近九成不良率出现下降,中投网
5813,2020-02-08,银行冠华 | 19Q4银行重仓股持仓分析,大话金融
5814,2020-02-05,百份年报业绩快报近八成增长 机构扎堆推荐7只绩优股,证券日报
5815,2020-02-05,深市“战疫”特写：408家上市公司驰援，监管绿色通道开启,第一财经
5816,2020-02-05,北向资金今日净流出3.08亿元，海康威视净卖出4.73亿元居首,Wind
5817,2020-02-05,零售金融周报：网商银行为180万小店降息10%，7家金融科技机构开展疫情线上服务,零壹财经
5818,2020-02-04,哪些银行跻身本周微博影响力榜单？浦发银行无缘前十,新浪
5819,2020-02-04,银行业绩快报：净利增速多超10%，浦发、苏农不良率上升 资产异常,第一财经
5820,2020-02-04,多家银行业务违规，深圳银保监开出4张罚单 金融监管处罚,21世纪经济报道
5821,2020-02-04,调整是机会坚定优质银行股价值—新冠疫情下的银行业投资策略,华泰证券
5822,2020-02-04,防控疫情“不出门” 银行服务“在家办”,新浪
5823,2020-02-04,平安银行多措并举助力打赢疫情防控阻击战,金融时报
5824,2020-02-03,邓立君：情绪宣泄完成后 分化将开始,新浪
5825,2020-02-03,【招商策略】2020年1月陆股通持股分析——配置抓小放大，加仓医药&科技,招商策略研究
5826,2020-02-03,北向资金净流入逾180亿，创历史单日记录次高，外资在抄底哪些个股？,21世纪经济报道
5827,2020-02-03,深圳银保监局：对平安银行作出行政处罚，罚款720万元,Wind
5828,2020-02-02,疫情当前 平安银行线上化快速放款解小企业燃眉之急,鲁网
5829,2020-02-02,【华泰金融沈娟团队】疫情扰动市场，紧握核心静待春意—新冠疫情对金融行业影响解析【证券研究报告】,华泰金融研究全新平台
5830,2020-02-01,【国金策略】1月“外资”持股市值及结构剖析|| 疫情引发外资净流出，月整体加仓“TMT、医药”（李立峰/丁潇等）,策略李立峰与行业配置笔记
5831,2020-01-29,勇担责任 深圳辖区上市公司驰援武汉疫区,上证报
5832,2020-01-27,中国最赚钱行业：上市银行净利润依然高速增长 最多超过20%,和讯
5833,2020-01-27,银行业多措并举驰援肺炎疫情抗击工作,中国金融信息网
5834,2020-01-26,银行业金融机构全力支持疫情防控 累计捐款逾5.88亿元,中国网
5835,2020-01-25,"银行同业存单有点""南"" 实际认购量缩水近两成",券商中国
5836,2020-01-24,15家上市银行营收净利大丰收 不良有升有降整体稳定,券商中国
5837,2020-01-23,15家上市银行发业绩快报 八成净利两位数增长,证券时报
5838,2020-01-22,陕西银保监局：对平安银行西安分行作出行政处罚，罚款10万元 其他违规处罚,Wind
5839,2020-01-22,15家上市银行公布2019业绩快报：八成净利润两位数增长,国际金融报
5840,2020-01-22,【研报掘金】金融数据向好，银行板块业绩确定性提升，维持“同步大市”评级,证券时报网
5841,2020-01-21,哪些银行跻身本周微博影响力榜单？中信银行下降两位,新浪
5842,2020-01-21,金融板块大跌,Wind
5843,2020-01-20,2019年增强指基最高比跟踪指数多赚20多个百分点！五大业绩赢家都做了哪些“增强”操作？,每日经济新闻
5844,2020-01-20,业绩快报接连报喜 10家银行净利润实现两位数增长,北京商报
5845,2020-01-19,大玩家出动了！银行大军杀入基金投顾，工行建行招行平安全来了！这类基金最吃香,中国基金报
5846,2020-01-17,招行、平安等披露业绩快报：银行股利润增长快于收入方不“破净”,21世纪经济报道
5847,2020-01-17,6家中小上市银行发布业绩快报 业绩稳定增长资产质量改善成主轴,证券日报
5848,2020-01-17,2019年业绩陆续披露 多家上市银行实现营收净利双增,中证报
5849,2020-01-17,2019消费金融风云榜十年消费金融重塑行业,搜狐
5850,2020-01-17,上市银行业绩快报接连报喜,中国经济时报
5851,2020-01-16,市值是民生银行的1.2倍，净利却只有一半，平安银行值这个价吗？,财华社
5852,2020-01-16,六家银行披露“喜人”业绩快报 专家称2019年银行业经营超预期,中国网
5853,2020-01-16,金融板块尾盘走低,Wind
5854,2020-01-16,平安银行携手新华99打造乡村振兴特色金融服务,凤凰网
5855,2020-01-16,从上海银行风波说说城商行投资,腾讯网
5856,2020-01-16,券商开年金股“半月考”：东兴、安信、国金证券荐股平均涨幅均超10%,证券日报
5857,2020-01-15,平安银行2020年拟发同业存单5000亿元 规模与上年持平,和讯
5858,2020-01-15,69股今日获机构买入评级,证券时报网
5859,2020-01-15,【东吴晨报0115】【行业】通信、银行【个股】中国科培、平安银行、安踏体育、宝通科技、中南建设、卓胜微,东吴研究所
5860,2020-01-14,哪些银行跻身本周微博影响力榜单？建设银行下降两位,新浪
5861,2020-01-14,【国信银行】平安银行2019业绩快报点评：存贷款高增长，不良认定更严格,国信金融研究
5862,2020-01-14,67股今日获机构买入评级,中财网
5863,2020-01-14,微沸点今日情绪异动复盘：2020-01-14,21世纪经济报道
5864,2020-01-14,【华泰金融沈娟团队】对公做精发力，资产质量夯实—平安银行(000001)【证券研究报告】,华泰金融研究全新平台
5865,2020-01-14,浙江银保监局：对平安银行杭州分行作出行政处罚，罚款50万元,Wind
5866,2020-01-14,平安银行业绩快报：2019年归属股东净利281.95亿元 同比增13.6%,中国网
5867,2020-01-14,平安银行19业绩快报点评：夯实资产质量，静待转型推进,麦高bank
5868,2020-01-14,平安银行（000001）：夯实资产质量，静待转型推进,中信证券研究
5869,2020-01-14,股海导航 1月14日沪深股市公告提示,新浪
5870,2020-01-14,平安银行2019业绩快报详细拆解：资产质量夯实，业绩增长持续【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
5871,2020-01-14,【中证盘前】股价暴涨近5倍大牛股年报业绩预增100倍！首批上市科创板公司网下配售限售股即将解禁；美股创新高,中证报
5872,2020-01-13,【申万宏源金融】平安银行业绩快报点评：小瑕不掩大瑜,大金融研究
5873,2020-01-13,智通港股公告精选︱(1.13) 中国平安：平安银行2019年股东应占净利281.95亿元 同比增长13.6%,智通财经
5874,2020-01-13,银行冠华|平安银行：对公刚刚发力，不良彻底做实,大话金融
5875,2020-01-13,平安银行：2019年净利润同比增13.61%（快报）,Wind
5876,2020-01-13,突发！晚间多家上市公司发布公告 多股有望明日冲涨停,搜狐
5877,2020-01-13,平安银行业绩快报：2019年净利同比增13.6%,证券时报
5878,2020-01-13,平安银行(000001.SZ)披露业绩快报2019年净利升13.6%至281.95亿元,格隆汇
5879,2020-01-13,平安银行：2019年度利润总额362.40亿元 同比增长12.4%,中证网
5880,2020-01-13,平安银行：2019年全年实现净利润281.95亿元 同比增长13.6％,金融界
5881,2020-01-13,平安银行：2019年全年实现净利281.95亿 同比增13.6%,新浪
5882,2020-01-13,平安银行全年净利润初步统计282亿元人民币，预期为285.1亿元。,金十数据
5883,2020-01-13,平安银行业绩快报：2019年净利同比增13.6%,e公司
5884,2020-01-13,平安银行：2019年净利润同比增长13.6%,Wind
5885,2020-01-13,北向资金净买入五粮液超7亿元 这些股获加仓,第一财经
5886,2020-01-13,北向资金今日净流入77.13亿元，五粮液净买入逾7亿元,Wind
5887,2020-01-13,本来生活X平安银行：“电商+金融”优势互补，助力乡村振兴,凤凰网
5888,2020-01-13,谢永林详解平安银行转型三大战略：科技引领、零售突破、对公做精,中国网
5889,2020-01-13,【2020电动汽车百人会】平安银行罗峥：新能源新金融的创新和探索,盖世汽车
5890,2020-01-13,上市银行2019年年报,中国网
5891,2020-01-12,金融业不良达5万亿 平安银行AI等科技助力不良产业链发展,21世纪经济报道
5892,2020-01-12,【兴证金融 傅慧芳】银行业周报（2020.01.06-2020.01.12）,兴证金融
5893,2020-01-11,平安银行郭世邦：特殊资产行业迎来黄金机遇期,乐居财经
5894,2020-01-11,21说案丨 全国首例！11亿票据大案一审宣判 单位民生银行三亚分行竟构成票据诈骗罪？ 欺诈造假,21世纪经济报道
5895,2020-01-10,人才科技双驱动 平安银行零售AUM突破2万亿,中证报
5896,2020-01-10,两银行业绩快报亮相 A股银行首份年报即将花落平安,证券日报
5897,2020-01-08,独家专访平安银行副行长郭世邦：问题资产清收处置的道与术,21世纪经济报道
5898,2020-01-07,从平安银行近三年年报中发现信用卡逆市增长秘密,经济观察网
5899,2020-01-07,信用卡“存量时代”，流通卡量刚刚突破6000万的平安银行如何破局？,腾讯网
5900,2020-01-06,北向资金净流入43.55亿元 四大股引来机构追逐,证券时报
5901,2020-01-06,平安银行(000001.SZ)：董事项有志和杨志群任职资格获中国银保监会核准,格隆汇
5902,2020-01-06,五家股份银行理财子公司获批 去年产品规模已近6万亿,长江商报
5903,2020-01-05,2020金融行业，哪些公司值得看好?,港股那点事
5904,2020-01-03,银行理财子公司加速进场，2020年规模和数量将大幅扩容,腾讯网
5905,2020-01-03,2019年银行板块行情复盘：商业银行蛟龙得水,国泰君安
5906,2020-01-03,开年金股名单“露脸” 8家券商联合推荐三一重工,证券日报
5907,2020-01-02,2020年1月份券商月度金股出炉 5家券商推荐这家公司,证券日报
5908,2020-01-02,助力集团布局，平安银行信用卡业务逆势增长,硅谷动力
5909,2020-01-02,2020年，牛市已来，但才开始,雪球
5910,2020-01-02,沪深港通启动来里程牌！北向资金净流入额突破万亿,新浪
5911,2020-01-02,【国金策略】指数创新高，北上资金持仓发生了哪些变化？（李立峰/丁潇等）,策略李立峰与行业配置笔记
5912,2020-01-02,中国平安估值分析-分部估值法,雪球
5913,2020-01-01,2019年北上资金净买入十大个股年内涨幅均超30%,证券日报
5914,2019-12-31,平安银行理财子公司获批筹建：注册资本50亿，股份行第五家,澎湃新闻
5915,2019-12-31,平安银行理财子公司获准筹建,北京商报网
5916,2019-12-31,哪些银行跻身本周微博影响力榜单？招商银行跌出前十,新浪
5917,2019-12-31,平安银行(000001.SZ)：平安理财有限责任公司获准筹建,格隆汇
5918,2019-12-31,理财规模超6000亿！平安银行获批筹建理财子公司，“新资管”转型加速,中证报
5919,2019-12-31,国联证券研究所1月投资投资组合,国联研究
5920,2019-12-31,因流动资金贷款贷后管理不到位，平安银行无锡分行被罚40万元 其他违规处罚,Wind
5921,2019-12-31,因个人贷款用途管控不严等违规行为，平安银行南京分行被罚70万元 其他违规处罚,Wind
5922,2019-12-31,平安银行蔡新发：零售转型第二阶段如何创新突破？,证券时报
5923,2019-12-31,如何预判A股？2019新财富最佳分析师的第一名这样说！,南都报
5924,2019-12-30,花旗：内地贷款转挂LPR 招行(3968.HK)及工行(1398.HK)所受影响最轻,格隆汇
5925,2019-12-30,3个月内227份研报力挺银行股 机构期待估值修复行情,中投网
5926,2019-12-30,多家银行触发维护股价机制 银行板块也不乏牛股,中证报
5927,2019-12-28,零售银行2019年：十大关键事件，重塑互金格局,腾讯网
5928,2019-12-27,北向资金今日净流入46.81亿元，贵州茅台机构买入逾10亿元,Wind
5929,2019-12-27,"突遭立案调查！又一巨头爆雷：银行强制划走存款！4万起家赚到40亿，如今""四面楚歌""",中国基金报
5930,2019-12-27,逆势重生的商业银行样本 平安银行杭州分行三年剪影,每日商报
5931,2019-12-26,未来房地产企业怎么做？平安地产金融白皮书：做大或做专,南都报
5932,2019-12-26,平安银行成功发行200亿全国首单触发减记条款无固定期限资本债,凤凰网
5933,2019-12-26,平安银行(000001.SZ)完成发行200亿元无固定期限资本债券,格隆汇
5934,2019-12-26,平安银行发布2020年地产金融白皮书：房地产业整合与并购方兴未艾,财富动力网
5935,2019-12-26,深耕车主一站式需求 平安银行升级车主生活频道,凤凰网
5936,2019-12-26,平安银行胡跃飞：房地产行业集中度还将大踏步提升,21世纪经济报道
5937,2019-12-25,平安银行：两翼齐飞，增长可期,证券时报网
5938,2019-12-25,官方认证！权威区块链概念名单曝光 六股热,证券时报
5939,2019-12-25,中原证券员工以高收益骗客户100万资金 全部炒股亏掉,新浪
5940,2019-12-25,区块链概念股表现活跃 区块链50指数横空出世,中投网
5941,2019-12-25,平安银行200亿永续债发行完成，票面利率创新低,Wind
5942,2019-12-25,机构称春季躁动行情低估值股为配置首选 多路资金涌入银行板块,中投网
5943,2019-12-25,平安银行200亿永续债发行完成 票面利率创新低,新浪
5944,2019-12-25,【东北银行刘辰涵/陈玉卢】行业周报：理财子公司加速设立，看好配置行情,东北证券研究所
5945,2019-12-25,创业板市值新冠军，宁德时代能否进入百元时代？,南都报
5946,2019-12-25,平安银行发布“平安薪”综合服务平台,南方财经网
5947,2019-12-24,争夺批量获客入口 银行发力代发工资业务,第一财经
5948,2019-12-24,哪些银行跻身本周微博影响力榜单？中信银行跌出前十,新浪
5949,2019-12-24,区块链官方选股名单来了，深交所发布两市首个区块链指数,Wind
5950,2019-12-23,北上资金逆市抄底A股 53只个股最受“聪明钱”青睐,证券日报
5951,2019-12-23,深扒股份制银行财务报表：哪家最赚钱？哪家风险高？,搜狐
5952,2019-12-23,首批农商行永续债呼之欲出,Wind
5953,2019-12-22,本轮权重妖股为何是他们？,每日经济新闻
5954,2019-12-22,又见银行被罚，总额1730万元！四季度银行业已开出罚单超480张 金融监管处罚,券商中国
5955,2019-12-20,银行板块早盘快速拉升 内外资大举加仓,中投网
5956,2019-12-20,5500亿永续债，5900亿次级债，3张图一览银行融资分布！,Wind
5957,2019-12-20,两融余额再次突破万亿元 科技与大金融成融资主要方向,中国经济网
5958,2019-12-20,外资与融资客11月份以来455亿元加仓银保股 中国平安与招商银行最受青睐,证券日报
5959,2019-12-19,银行永续债发行提速！平安银行获批发行不超过500亿元永续债,国际金融报
5960,2019-12-19,平安银行：公开发行不超过500亿元永续债获批,新浪
5961,2019-12-19,平安银行：获准发行不超过500亿元无固定期限资本债券,Wind
5962,2019-12-19,2019年平安信用卡逆势增长，流通卡量已突破6000万张,第一财经
5963,2019-12-19,银行板块早盘拉升走强 2020年银行业选股策略曝光,中投网
5964,2019-12-19,深耕用户体验 实现逆势增长 平安信用卡流通卡量突破6000万大关,北国网
5965,2019-12-19,外资与融资客12月均大笔买入14只个股：中国平安等6只金融股在列,证券日报
5966,2019-12-19,首家银行申请基金投顾试点资格,证券时报
5967,2019-12-19,银行大军杀入基金投顾，平安银行申请试点,券商中国
5968,2019-12-19,继公募基金、第三方基金销售公司、券商之后，近期申请基金投顾试点资格大军中还有银行出没。券商中国记者独家获悉，平安银行正在,金十数据
5969,2019-12-18,时隔8天，再现股价维稳！郑州市财政局要增持这家城商行,券商中国
5970,2019-12-17,哪些银行跻身本周微博影响力榜单？浦发银行跌出前十,新浪
5971,2019-12-17,大连银保监局：对平安银行大连分行作出行政处罚,Wind
5972,2019-12-17,平安银行股票价格是多少？,资本邦
5973,2019-12-16,平安银行香港分行开业 开启国际化新征程,中保网
5974,2019-12-16,可转债募资首超IPO，总额超2500亿，下半年近乎“新债不败”,证券时报
5975,2019-12-16,科技领先开放互联 平安银行荣获“2019年度最佳供应链金融银行奖”,证券之星
5976,2019-12-13,一批罚单公布！涉及中国银行、平安银行、建行等分行 金融监管处罚,中新经纬
5977,2019-12-13,中信银行发行400亿元永续债 全场认购倍数达2.9倍,国际金融报
5978,2019-12-12,华夏幸福近4个月融资240亿元，用于增强现金流稳定,澎湃新闻
5979,2019-12-11,机构集体傻眼：这匹医药白马计提减值逾13亿元，大半年利润灰飞烟灭！重仓的私募还好吗？ 资产异常,每日经济新闻
5980,2019-12-11,"科技赋能,数字驱动 破解小微信贷“不可能三角”",凤凰网
5981,2019-12-11,金融：看好银行12月估值切换行情 荐5股,东北证券
5982,2019-12-11,股价低迷困局难破 10家银行触稳定“警报”,北京商报
5983,2019-12-10,11月金融数据靓丽，催化估值切换行情-天风|银行,志明看金融
5984,2019-12-10,银行冠华|11月社融：企业融资持续回暖，M2增速有望改善,大话金融
5985,2019-12-10,"""组合拳""护邮储行""3分钱"" 北资为何“狂吞”这类股？",金融界
5986,2019-12-10,哪些银行跻身微博影响力榜单？招商银行跌出前十,新浪
5987,2019-12-10,3只银行股被金融机构扎堆调研 A股近八成银行股破净,中投网
5988,2019-12-07,前海系统发布20个优秀金融创新案例 多家上市银行上榜,上证报
5989,2019-12-06,平安银行广州分行获评“金融机构优秀法律合规团队”,中国金融新闻网
5990,2019-12-06,北向资金今日净流入43.63亿元，贵州茅台净买入7.7亿元,Wind
5991,2019-12-05,保本理财清理进行时，商业银行理财收入普降,红周刊
5992,2019-12-05,信用卡规模高增长 消费交易额股份行组队赶超国有行,投资时报
5993,2019-12-04,17家银行个人存贷规模上升 工行住房贷款占比最高,投资时报
5994,2019-12-04,强强联手 平安银行饿了么联名信用卡巨惠上线,中金在线
5995,2019-12-04,料11月金融数据较好-天风|银行,志明看金融
5996,2019-12-03,哪些银行跻身微博影响力榜单？工商银行跌出前十,新浪
5997,2019-12-03,【国金策略】11月“陆股通”持股市值及结构剖析||齐发力，加仓“电子、建材、计算机”等（李立峰/丁潇等）,策略李立峰与行业配置笔记
5998,2019-12-03,关于《理财子公司净资本管理办法》的几点看法-天风|银行,志明看金融
5999,2019-12-03,券商“收官月”投资路线浮出水面 称明年“春季行情”有望开启,证券日报
6000,2019-12-03,两则消息透露重磅信号！产业资本增持2只银行股 北上资金也在加速扫货 银行股真的见底了？,券商中国
6001,2019-12-02,深上协第七次圆桌会议成功召开 多个银企战略合作协议落地,证券日报
6002,2019-12-02,深上协第七次会员圆桌会议在平安银行召开,中证网
6003,2019-12-02,“平安私行 平安之夜”舞剧《花木兰》即将上演,凤凰网
6004,2019-12-02,银行冠华 | 12月策略: 播种来年，重视邮储,大话金融
6005,2019-12-02,长城策略*月度金股‖十二月（汪毅，王小琳）,长城研究--宏观策略
6006,2019-12-02,银河证券：利率或将稳中趋降 银行板块估值处于历史偏低位置,第一财经
6007,2019-12-02,中银国际证券12月金股组合,太平桥策略随笔
6008,2019-12-02,阿里回归港股 说一说香港市场的“新消费三巨头”,秦朔朋友圈
6009,2019-12-01,12月策略：估值切换行情可期，首推光大银行-天风|银行,志明看金融
6010,2019-11-30,投资价值获机构投资者专业认可，邮储银行满足市场优质A股标的配置需求,金融界
6011,2019-11-30,场景化布局深入 银行加码二手车金融,中国经营报
6012,2019-11-29,平安好医生(01833)：陈心颖接替李源祥获任非执行董事,智通财经
6013,2019-11-29,纠纷缠身持股被冻 沈煤集团遇“寒冬”？ 诉讼纠纷,上证报
6014,2019-11-28,深圳41家上市公司齐聚平安银行 共话金融科技服务实体经济,上证报
6015,2019-11-28,【点评】国内系统重要性银行评估办法怎么看？,志明看金融
6016,2019-11-28,平安银行(000001.SZ)董事会同意给予平安证券原额续做同业授信额度45亿元,格隆汇
6017,2019-11-28,北向资金今日净流入17.38亿元，中国平安净买入2.7亿元,Wind
6018,2019-11-28,平安消费金融获批筹建 为陆金所转型铺路？,华夏时报
6019,2019-11-28,【东北银行刘辰涵/陈玉卢】银行业2020年度策略：收官之年，气象一新,东北证券研究所
6020,2019-11-27,平安集团获批筹建消费金融公司，将位于上海,21世纪经济报道
6021,2019-11-27,国君银行|邮储银行：好料+好工=零售翡翠,大话金融
6022,2019-11-26,哪些银行跻身微博影响力榜单？工商银行排名下降六位,新浪
6023,2019-11-26,申万宏源(06806.HK)拟为子公司宏源恒利(上海)1亿元融资提供担保 大额借贷担保,格隆汇
6024,2019-11-26,小微贷款捆绑销售背后：应对考核、平衡利率、增加中收,第一财经
6025,2019-11-22,平安银行：同意给予深圳万里通非授信额度22亿元,Wind
6026,2019-11-22,平安银行(000001.SZ)：给予关联方万里通非授信额度22亿元,格隆汇
6027,2019-11-22,银行练好内功，资产就不“荒”,中保网
6028,2019-11-22,大金融板块早盘表现活跃 券商股2020年投资逻辑曝光！,中投网
6029,2019-11-22,平安银行现金管理平台 让企业资产“看得见，管得住，赚得多”,证券之星
6030,2019-11-22,招行今年发行1000亿信用卡贷款ABS 受现金贷影响不良率上升 资产异常,网贷之家
6031,2019-11-22,平安金融生态思与行：支持实体与普惠民生良性循环探索,21世纪经济报道
6032,2019-11-22,融资客逆市加仓 银行股获青睐,中证报
6033,2019-11-22,融资客逆市加仓，银行股获青睐,Wind
6034,2019-11-21,北向资金今日净流入6.3亿元，贵州茅台逆势遭净卖出3.68亿元,Wind
6035,2019-11-21,寻找中国汽车健康发展金引擎：年度汽车金融服务评选揭晓,21世纪经济报道
6036,2019-11-21,平安银行蝉联“年度产品创新银行奖”，产业与科技双布局支持实体经济发展,信产网
6037,2019-11-21,融资客青睐14股，赣粤高速买入占比高达57.02%,Wind
6038,2019-11-20,【异动股】银行板块集体走弱平安银行(000001-CN)跌近3%领跌,财华社
6039,2019-11-20,银行股持续阴跌，平安银行跌3%,Wind
6040,2019-11-20,今年以来上市银行青睐可转债为哪般,经济日报
6041,2019-11-19,建设银行及平安银行因抬升小微融资成本被罚 金融监管处罚,新浪
6042,2019-11-19,刚刚出炉！猛增1.5万亿，私行财富大爆发！“一哥”2.5万亿最牛，更有大涨26%！最新排名来了，网友：股市又立功了,中国基金报
6043,2019-11-18,华仪电气控股股东所持股份被轮候冻结 股权冻结,上证报
6044,2019-11-18,银行放贷强制搭售保险？国务院通报平安、建行违法情况,网贷之家
6045,2019-11-18,可转债市场“三高” 仅53只转债未被低估,21世纪经济报道
6046,2019-11-18,国务院办公厅督查室点名通报建行、平安,Wind
6047,2019-11-18,建行北分、平安北分办理小微企业贷款借贷搭售转嫁成本问题被通报 其他违规处罚,金融界
6048,2019-11-18,“双十一”狂欢落幕 招行全天交易额突破272亿，零售业务持续创造价值,和讯
6049,2019-11-18,中国平安打造“三村工程”助力脱贫攻坚,国际金融报
6050,2019-11-15,陈遥：以消费者为中心 助力金融消费者素养提升,中国经济网
6051,2019-11-14,理性看待白马股业绩波动,中国经济时报
6052,2019-11-13,广发银行“三十难立”,理财周刊
6053,2019-11-13,北向资金今日净流出17.63亿元，中国平安、恒瑞医药净卖出逾2亿元,Wind
6054,2019-11-12,银行机构微博影响力C位是谁？浦发银行下滑三位,新浪
6055,2019-11-12,中小银行A/H股价之痛：郑州银行60亿定增获批，股价却创IPO以来新低 连续下跌,21世纪经济报道
6056,2019-11-12,四季度以来87股创历史新高 年内平均涨幅逾1.23倍,中财网
6057,2019-11-12,三大利空轰趴A股，“聪明钱”亦认怂，北上资金大跌对策解读？ 连续下跌,腾讯网
6058,2019-11-11,汽车金融好赛道，美利车将是最后赢家吗？,北国网
6059,2019-11-11,【苏农银行季报点评】业绩平稳，不良暴露力度加大,志明看金融
6060,2019-11-11,航空造纸金融成受益明显行业,金融投资报
6061,2019-11-10,【长沙银行季报点评】存款增速回升，资产质量改善,志明看金融
6062,2019-11-08,中小机构关注类贷款占比3%-6% 城商行加大信用减值损失计提,21世纪经济报道
6063,2019-11-07,平安银行(000001.SZ)选举谢永林为第十一届董事会董事长,格隆汇
6064,2019-11-06,平安银行拟同意给予地产子公司融资额度30亿元,中投网
6065,2019-11-06,股海导航 11月6日沪深股市公告提示,新浪
6066,2019-11-05,公告汇总：温氏股份10月销售肉猪收入环比增长36.36%,网易
6067,2019-11-05,股价持续回升，银行板块配置价值走高,重庆商报
6068,2019-11-05,平安银行：董事会同意给予九通基业结构化融资额度不超过30亿元,Wind
6069,2019-11-05,银行股大涨揭秘：高股息率+业绩回暖+北水加仓,Wind
6070,2019-11-04,九家股份行前三季盈利3481亿 华夏银行净利增速垫底,长江商报
6071,2019-11-04,中小银行：净利润稳健增长 零售转型加力提速,金融时报
6072,2019-11-04,解码机构调仓换股路径,中证网
6073,2019-11-03,【兴证金融 傅慧芳】盈利增长改善延续，资产质量稳健可控 ——2019年3季度财报总结,兴证金融
6074,2019-11-02,净值型产品稳步增加 银行理财转型效果明显,中国经营报
6075,2019-11-01,银行净息差受累于存款成本上行,红周刊
6076,2019-11-01,报告 | 2019年10月广东省A股上市公司市值TOP100 超半数公司位于深圳,挖贝网
6077,2019-11-01,银行板块大涨近2%,Wind
6078,2019-11-01,银行板块快速走强,Wind
6079,2019-10-31,北上资金7月以来1200亿加仓A股，金融、消费、科技全面扫货,Wind
6080,2019-10-31,招行三季报怎么看？【天风|银行】,志明看金融
6081,2019-10-31,【建设银行季报点评】业绩增速再提升，理财子一马当先,志明看金融
6082,2019-10-31,【北京银行季报点评】PPOP维持高增长，资产质量平稳,志明看金融
6083,2019-10-31,国联证券研究所11月投资组合,国联研究
6084,2019-10-31,商业银行资产质量出现好转 部分甚至“双降”,中投网
6085,2019-10-31,银行成可转债发行主力军，各路资本补充工具全面开花,Wind
6086,2019-10-30,五大上市险企前三季大赚2445亿 四季度如何布局？,中证报
6087,2019-10-29,百亿级明星私募三季度调仓揭秘，持股主要集中在三大板块,Wind
6088,2019-10-29,平安银行前9月净利236亿同比增15.5%，增速创近5年新高,证券之星
6089,2019-10-29,近40股涨停！区块链板块持续火爆行情 机构提醒注意追高风险,腾讯网
6090,2019-10-28,史上最大规模银行转债来袭，没钱没股也可顶格打,券商中国
6091,2019-10-28,【上海银行季报点评】业绩较好，转债起航,志明看金融
6092,2019-10-28,史上最大规模银行转债来袭 没钱没股也可顶格打,腾讯网
6093,2019-10-27,详解银行的基金3季度持仓：环比减持0.45%，个股偏好中小银行【中泰银行·戴志锋/邓美君/贾靖】 减持股份,传统借贷vs新型金融
6094,2019-10-26,【常熟银行季报点评】业绩靓丽，小微领跑,志明看金融
6095,2019-10-25,北向资金净流入逾15亿元，大金融遭外资抛售,Wind
6096,2019-10-25,息差改善，业绩靓丽,志明看金融
6097,2019-10-25,单只可转债发行规模再刷新高，为何又是银行创纪录？,第一财经
6098,2019-10-25,浦发银行拟发行500亿可转债 或掀新一轮申购潮丨市场纵贯线,第一财经
6099,2019-10-25,商业银行纷纷布局区块链 有大行首入场，6家银行备案14项服务,信息时报
6100,2019-10-25,近一周18股获机构上调评级,Wind
6101,2019-10-24,浦发拟发行A股史上最大可转债 今年银行系转债已超千亿,新京报
6102,2019-10-24,“金融+科技”双轮驱动稳健增长 中国平安前三季度营运利润增21.5%,第一财经
6103,2019-10-24,北向资金小幅净流入，中国平安、温氏股份均获净买入超2亿元,Wind
6104,2019-10-24,中国平安第三季度净利润318.91亿元，同比增长49.7%,老虎证券
6105,2019-10-24,浦发银行拟发行500亿可转债 或将掀起新一轮优质转债申购潮,金融投资报
6106,2019-10-24,上市银行三季报料持续稳健向好 券商建议加配银行股,中证报
6107,2019-10-24,区块链信息服务备案名单透露银行布局：国有大行首入场，6家银行备案14项服务,Wind
6108,2019-10-24,机构唱多北向资金加仓，上市银行三季报料持续稳健向好,Wind
6109,2019-10-24,险资第三季度重仓股“浮出” 新进10只增持17只减持4只 减持股份,证券日报
6110,2019-10-24,金融行业日报:10月LPR报价维持不变,东莞证券
6111,2019-10-23,财报前瞻|中国平安三季度报能否“平安”？,富途证券
