,2021-12-31,新能源汽车产业还有哪些投资机会？产业投融资面临哪些难点挑战？这场重磅年会给出答案,证券时报网
6328,2019-09-26,广汽集团：与丰田汽车签署深化战略合作框架协议,Wind
6329,2019-09-26,大和：维持吉利(0175.HK)和广汽(2238.HK)“买入”评级,格隆汇
6330,2019-09-26,广汽集团H | 与丰田加深合作 剑指新能源【华西汽车 崔琰团队】,汽车琰究
6331,2019-09-24,8月新能源车销量分化严重 广汽集团爆款车型一锤定音,证券市场周刊
6332,2019-09-24,汽车：亚马逊向美国RIVIAN订购10万辆电动送货车,东莞证券
6333,2019-09-24,MCU芯片销量第一 产业链公司受关注 六股热,证券时报
6334,2019-09-24,"汽车行业周报第36期:乘用车与新能源短期承压,持续推荐岱美股份",东北证券
6335,2019-09-23,汽车：坚持发展新能源汽车的国家战略不动摇 荐8股,渤海证券
6336,2019-09-23,8月汽车销量环比上升 上市车企四季度释放业绩,证券网
6337,2019-09-23,低基数效应、旺季将临，广汽新能源将走出低谷,北国网
6338,2019-09-23,广汽新能源:加速技术研发是打造爆款的根本,网易
6339,2019-09-22,乘科创板东风，汽车头部上市公司欲分拆上市,证券网
6340,2019-09-22,汽车：关注产业链相关标的 荐6股,华金证券
6341,2019-09-20,广汽集团：日系高增长，自主迎拐点，且有豪华梦,证券时报网
6342,2019-09-20,8月销量同比增长170% 广汽新能源诠释逆势上扬秘诀,第一电动网
6343,2019-09-20,小马智行联手广汽发布全球首款Aion LX平台L4级无人车,盖世汽车
6344,2019-09-20,券商首次关注4股并给予买入评级（9月20日）,Wind
6345,2019-09-20,20股获券商买入评级 恒华科技目标涨幅达45.39%,Wind
6346,2019-09-20,一电观察 | Aion LX能赌赢吗？,第一电动网
6347,2019-09-20,"广汽集团:凤凰涅槃,踏上新征程",安信证券
6348,2019-09-19,"汽车行业周报:“量增”渐至8月环比改善,“价稳”奠定金九银十基调",申万宏源
6349,2019-09-18,汽车：为生产电池做准备 荐5股,东莞证券
6350,2019-09-18,"汽车行业周报第35期:双积分政策再次修改,乘用车复苏仍然可期",东北证券
6351,2019-09-17,广汽集团(02238.HK)广汽转债转股价格将调整为14.41元/股,格隆汇
6352,2019-09-17,广汽集团(601238.SH)中报拟10派0.5元 股权登记日9月23日,格隆汇
6353,2019-09-17,广汽集团(02238.HK)将于9月24日派发半年度A股每股现金红利0.05元,格隆汇
6354,2019-09-17,港股异动 | 遭小摩减持3417万股涉资约2.79亿 广汽集团(02238)跌超3% 减持股份,智通财经
6355,2019-09-17,汽车：受优惠收窄观望情绪影响 荐3股,广发证券
6356,2019-09-17,汽车和汽车零部件行业动态跟踪报告:基本符合预期、静待“金九银十”,平安证券
6357,2019-09-16,汽车：贵阳取消汽车限购 荐4股,渤海证券
6358,2019-09-16,百公里加速3.9秒，这款新能源车真能与兰博基尼Urus一较高低？,第一电动网
6359,2019-09-16,汽车：行业复苏在即 荐8股,联讯证券
6360,2019-09-16,【权益变动】广汽集团(02238-HK)被摩根大通减持3417.16万股 减持股份,财华社
6361,2019-09-13,港股汽车股表现强势 广汽集团涨超5%,腾讯网
6362,2019-09-13,传祺4恐成绝唱，8月自主品牌销量下滑30%，广汽陷营销困境 盈利能力下降,财华社
6363,2019-09-13,港股投资日历：天成国际和泰锦控股公布业绩,Wind
6364,2019-09-12,广汽集团今日大宗交易成交300万股，成交价12.4元折价2.97%,Wind
6365,2019-09-12,"汽车行业:8月销量环比正增长,行业景气度或开启回升",证券之星
6366,2019-09-12,"汽车和汽车零部件行业:双积分再度修正,促进行业合理发展",平安证券
6367,2019-09-11,广汽集团：关于实施权益分派时“广汽转债”转股连续停牌的提示性公告,上交所
6368,2019-09-11,广汽新能源Aion LX对比爱驰U5,盖世汽车
6369,2019-09-11,天风汽车【广汽集团A】日系高增 自主拐点 且有豪华梦,学学看汽车
6370,2019-09-11,广汽集团(601238.SH)中期息拟10派0.5元 “广汽转债”明日起停止交易,格隆汇
6371,2019-09-11,广汽集团(02238)实施中期利润分派期间“广汽转债”将停止交易,智通财经
6372,2019-09-11,广汽集团(02238.HK)将派发中期股利每股0.05元,格隆汇
6373,2019-09-11,8月车企销量快报解读：乘用车底部特征明显 结构变化利好日系品牌,证券时报网
6374,2019-09-11,【国泰君安国际速评】广汽集团(02238.HK): 8月销量同比-6.8%，自主-28.7%,国泰君安证券香港
6375,2019-09-11,广汽集团8月汽车销量16.18万辆，广汽丰田及本田同步增长,新能源网
6376,2019-09-11,万物互联 汽车装上“千里眼”,广州日报
6377,2019-09-11,广汽集团(2238.HK)：同比降幅稳定，环比回暖，给予“买入”评级,格隆汇
6378,2019-09-11,港股开盘前瞻：白云山拟分拆广州医药赴港上市 摩根大通增持广汽,智通财经
6379,2019-09-10,【天风汽车】广汽集团：8月销量同比降幅稳定 环比回暖,学学看汽车
6380,2019-09-10,广汽集团(02238)副总经理陈汉君9月6日减持4.6万股 减持股份,智通财经
6381,2019-09-10,广汽集团：副总经理陈汉君累计减持4.6万股，占总股本的0.0004% 减持股份,Wind
6382,2019-09-10,AION LX时刻，iPhone时刻,第一电动网
6383,2019-09-10,同比降6.4% 广汽8月乘用车销售16.2万辆 盈利能力下降,汽车之家
6384,2019-09-10,港股早知道：九月红包行情进行中 概念股继续飞舞,智通财经
6385,2019-09-10,8月车企销量快报 | 长城哈弗同比劲增17.08%；比亚迪新能源下跌23.44% 盈利能力下降,盖世汽车社区
6386,2019-09-09,广汽集团(02238-HK)首8个月汽车销量跌2.99% 盈利能力下降,财华社
6387,2019-09-09,广汽集团(601238.SH)1-8月汽车累计销量达131.94万辆 广汽丰田及本田销量均实现双位数增长,格隆汇
6388,2019-09-09,广汽集团(02238.HK)前8个月汽车销量达131.94万辆,格隆汇
6389,2019-09-09,广汽集团：1-8月汽车销量同比下降2.99% 盈利能力下降,e公司
6390,2019-09-09,恒指冲高回落微幅收跌，中兴通讯涨超10%,Wind
6391,2019-09-09,大和：上调内地汽车行业评级至正面，荐吉利、广汽及永达,Wind
6392,2019-09-09,44股获券商买入评级 松芝股份目标涨幅达73.47%,Wind
6393,2019-09-09,港股投资日历：友邦保险、安踏体育、复星国际等股除净,Wind
6394,2019-09-08,【权益变动】广汽集团(02238-HK)获摩根大通增持2431.15万股,财华社
6395,2019-09-07,主力资金25亿元抢买一行业,和讯
6396,2019-09-06,广汽集团：董事及高级管理人员减持55.85万股 减持股份,Wind
6397,2019-09-06,广汽集团(02238)获董事长曾庆洪减持28.8万股 减持股份,智通财经
6398,2019-09-06,汽车股普遍上涨，广汽集团涨超4%,富途证券
6399,2019-09-06,广汽集团公布产销数据,车云网
6400,2019-09-06,广汽新能源Aion LX的进击,盖世汽车
6401,2019-09-05,广汽集团( 2238.HK ) 2019年中报点评：业绩符合预期，看好日系份额扩张，维持“买入”评级，目标价10.00港元,格隆汇
6402,2019-09-05,广汽集团：促销活动影响短期盈利能力，Q3有望改善,证券时报网
6403,2019-09-05,大湾区A股上市公司研发十强出炉 上半年研发费用均超7.4亿元,证券日报
6404,2019-09-05,"广汽集团2019年半年报点评:业绩承压,自主品牌有待复苏 盈利能力下降",上海证券
6405,2019-09-04,中信证券：新能源汽车短期业绩承压，期待高质发展 盈利能力下降,证券时报网
6406,2019-09-04,大众通用在华合资公司业绩下滑，日系车企逆势上扬 盈利能力下降,第一电动网
6407,2019-09-04,新能源汽车｜短期业绩承压，期待高质发展：2019年中报回顾 盈利能力下降,中信证券研究
6408,2019-09-04,【华创汽车】汽车中报综述：底部信号明确,Auto Workshop
6409,2019-09-04,【东北汽车李恒光/赵季新】广汽集团(601238)中报点评：日系领跑行业，业绩有望环比改善,东北证券研究所
6410,2019-09-04,透视18家车企半年报：仅3家实现净利润增长 长安汽车净亏损22亿 亏损,盖世汽车社区
6411,2019-09-03,广汽集团(02238.HK)截至8月31日累计15.53亿元“广汽转债”转换成股票,格隆汇
6412,2019-09-03,车企财报背后的三个“疑点”,虎嗅网
6413,2019-09-03,主流车企半年财报：净利润普遍下滑，只有2家实现增长 | 中国汽车报 盈利能力下降,中国汽车报
6414,2019-09-03,恒指地量收跌0.4%，教育股跳水大跌,Wind
6415,2019-09-03,自主品牌承压，业绩不佳，广汽续跌4% 盈利能力下降,富途证券
6416,2019-09-03,汽车股逆市向下 广汽集团跌近4%华晨中国跌逾2%,新浪
6417,2019-09-03,广汽集团(02238-HK)现跌3.887%,财华社
6418,2019-09-03,【晨观方正】传媒20190903,方正证券研究
6419,2019-09-03,车市寒冬“冰封”车企半年报,时代周报
6420,2019-09-03,"广汽集团:传祺新能源优势显著,日系周期向上",平安证券
6421,2019-09-02,德日车企瓜分美系车在华市场,第一财经
6422,2019-09-02,广汽集团上半年业绩遇冷，收入下降明显 盈利能力下降,环球老虎财经
6423,2019-09-02,野村：维持广汽(2238.HK)“买入”评级 目标价10港元,格隆汇
6424,2019-09-02,广汽集团净利大跌29%且遭野村砍价 股价大跌逾6% 盈利能力下降,新浪
6425,2019-09-02,广汽集团 ：广丰一枝独秀 传祺量利齐跌,金车研究
6426,2019-09-02,广汽集团绩后遭大行削目标价 现由升转跌挫逾5.44% 机构下调估值,新浪
6427,2019-09-02,上半年产销量大幅下降，广汽集团大跌4% 盈利能力下降,富途证券
6428,2019-09-02,连续12个月下滑 汽车制造业总利润同比缩水四分之一 盈利能力下降,中投网
6429,2019-09-02,广汽集团低开高走现涨不足1% 中期纯利跌近三成 盈利能力下降,新浪
6430,2019-09-02,港股汽车股走低，正通汽车跌逾10%,Wind
6431,2019-09-02,广汽集团中报点评：业绩符合预期，新能源旗舰车型配置靓丽,白宇汽车行研
6432,2019-09-02,付守杰受贿背后：任职广本违规批4S店 庞大福日卷入 其他违规处罚,新京报
6433,2019-09-01,广汽集团(601238)：自主销量承压，中报业绩符合预期【华泰汽车研究】,华泰汽车研究
6434,2019-09-01,广汽集团(02238-HK)中期纯利49.19亿人民币跌29%中期息5分 盈利能力下降,财华社
6435,2019-09-01,【天风汽车】广汽集团：自主承压 看好金九银十机遇,学学看汽车
6436,2019-09-01,公告解读：四大行上半年成绩单出炉：净利增幅均不超5% 日赚31亿元,南方财经网
6437,2019-08-31,还看什么特斯拉？Aion LX满足你对豪华超跑SUV的全部想象,和讯
6438,2019-08-31,广汽总经理李少：坚持扩大开放，谋求合作共赢,第一电动网
6439,2019-08-31,"广汽集团项兴初：前行五十五载,谋新求变,再出发",第一电动网
6440,2019-08-31,第10批减免车船税车型目录发布，荣威eRX5 MAX/金康SF5/广汽悦界等298款新能源车型在列,第一电动网
6441,2019-08-30,上半年营收1687亿元，广汽集团称业绩整体符合预期,证券时报网
6442,2019-08-30,广汽集团上半年实现净利润49.19亿元,中证网
6443,2019-08-30,广汽上半年销量增长6.79%：净利润降低28.85% 盈利能力下降,21世纪经济报道
6444,2019-08-30,广汽集团：上半年净利49.19亿元 同比降28.85% 盈利能力下降,e公司
6445,2019-08-30,广汽集团(601238.SH)半年度净利润49.19亿元 经营生产保持平稳发展质量稳中有升,格隆汇
6446,2019-08-30,广汽集团：上半年净利润约49.19亿元，同比减少约28.85%,Wind
6447,2019-08-30,“双积分”首次大考年底交卷，自主和合资抓紧做功课,第一财经
6448,2019-08-30,广汽新能源旗舰车型Aion LX（埃安LX）开启预售,新华网
6449,2019-08-30,群雄逐鹿的B级车市场，传祺GA6瞄准了前十的目标,钛媒体
6450,2019-08-29,粤港澳大湾区新能源汽车产业“家底”几何？,南方网
6451,2019-08-28,午评：港股恒指涨0.05% 汽车股集体爆发广汽长城涨4%,新浪
6452,2019-08-28,港股汽车股涨幅扩大，广汇宝信涨11%,Wind
6453,2019-08-28,政策发力汽车限购将逐步取消新泉股份深耕汽车饰件迎来发展良机,挖贝网
6454,2019-08-27,深度丨7月销量下滑35% 广汽传祺GA6上市提振销量 张跃赛任重道远 盈利能力下降,每日经济新闻
6455,2019-08-27,广汽三菱成败“欧蓝德”,北京商报
6456,2019-08-26,车市周周评丨“广汽系”高管落马，宝马新CEO叫板奔驰，蔚来关闭旧金山办公室 董监高成员异常事件,和讯
6457,2019-08-26,广汽乘用车总经理张跃赛：希望能在中高级车市场有一席之地,中国经营网
6458,2019-08-26,广汽集团改革创新高质量发展 净资产18年增39倍达767亿,长江商报
6459,2019-08-26,漆面涂装怎么样？广汽新能源Aion S漆面质量测试,和讯
6460,2019-08-24,传祺聚焦中高级车战略：用A级车价格缠斗合资B级车,21世纪经济报道
6461,2019-08-23,7月国内电动车断崖式下滑！EU系列登顶 Model 3进前五,盖世汽车
6462,2019-08-23,汽车消费新趋势下如何转变营销思维？,盖世汽车
6463,2019-08-22,从灵感到解决方案，巴斯夫上海共创中心开幕,盖世汽车
6464,2019-08-22,广汽集团(02238.HK)拟向毕节市捐赠300万元扶贫款项,格隆汇
6465,2019-08-22,广汽集团(02238.HK)下属广汽商贸拟发行9亿元债券,格隆汇
6466,2019-08-22,【协会资讯】中国汽车工业协会付炳锋秘书长一行赴广州调研,中汽协
6467,2019-08-22,第三位“广汽系”高管落马，因受贿罪被判刑，广汽集团缘何成为贪腐重灾区？ 董监高成员异常事件,每日经济新闻
6468,2019-08-22,广汽集团原高管受贿超千万 扶持外甥升至招行支行长 其他违规处罚,新浪
6469,2019-08-22,广汽集团原副总受贿超千万：手表、现金、购物卡来者不拒 扶持外甥升至招行支行长 其他违规处罚,和讯
6470,2019-08-22,全力做好“六稳”工作 推动金融产业和实体经济发展,信息时报
6471,2019-08-21,无惧补贴退坡 广汽蔚来廖兵论未来竞争,汽车之家
6472,2019-08-21,多达16款，成都车展重磅新能源汽车抢先看,盖世汽车
6473,2019-08-20,广汽集团(02238.HK)8月30日召开董事会会议 审核中期业绩,格隆汇
6474,2019-08-20,把中国汽车设计推向国际前沿——记广汽研究院副院长兼概念与造型设计中心主任张帆,经济日报
6475,2019-08-19,滴滴出行接入第三方服务商“如祺出行”,Wind
6476,2019-08-17,【国金燃料电池 | 动态】济平新能源实现催化剂和气体扩散层量产，广汽亿华通合作氢燃料SUV亮相,新兴产业观察者
6477,2019-08-16,【权益变动】广汽集团(02238-HK)被摩根大通减持292.15万股 减持股份,财华社
6478,2019-08-16,"汽车和汽车零部件行业:供给保守需求透支,底部逐步回暖",国金证券
6479,2019-08-16,汽车和汽车零部件行业动态跟踪报告:符合预期、坚定前行,平安证券
6480,2019-08-15,广汽新能源营销服务新生态案例,搜狐
6481,2019-08-15,腾讯、百度、广汽等助力 2019自动驾驶地图与定位大会圆满落幕！,盖世汽车
6482,2019-08-15,中汽协公布1-7月中国车企销量TOP15名单,汽车之家
6483,2019-08-15,广汽集团7月销量：广汽丰田和广汽本田高歌猛进，自主板块略低迷,盖世汽车
6484,2019-08-15,日本电产与广汽集团合资 生产驱动电机,爱卡汽车
6485,2019-08-14,不只关心造车与卖车，车企加码AI和新能源欲抢跑下一程,和讯
6486,2019-08-14,接二连三成立合资公司，广汽在新能源领域布的什么局？| 中国汽车报,中国汽车报
6487,2019-08-14,造车不简单，卖车更不易,盖世汽车
6488,2019-08-14,自主版块下滑 广汽集团公布7月产销数据 盈利能力下降,汽车之家
6489,2019-08-14,乘用车格局：供给侧加速出清 头部公司更强,财富动力网
6490,2019-08-14,明日开幕 | 2019自动驾驶地图与定位大会,盖世汽车社区
6491,2019-08-13,广汽集团7月销量点评：乘用车跌幅超30% 失速门致广本由涨变跌 盈利能力下降,和讯
6492,2019-08-13,【国泰君安国际速评】广汽集团(02238.HK): 7月传祺销量跌超三成，广丰保持强势，雅阁“失速门”影响料可控 盈利能力下降,国泰君安证券香港
6493,2019-08-13,汽车行业周报:7月乘用车批发销量下滑收窄 盈利能力下降,联讯证券
6494,2019-08-12,福布斯：阿里即将上线独立网约车平台 直接对撼滴滴,新浪
6495,2019-08-12,共投6亿元 日本电产与广汽成立电机公司,汽车之家
6496,2019-08-12,广汽7月销量降6.89% 未来全面发力新能源 盈利能力下降,中国经济网
6497,2019-08-11,【天风汽车】广汽集团：去库完成 估值仅6.5倍,学学看汽车
6498,2019-08-11,长安高端品牌生变 长安蔚来成计划主体,经济观察网
6499,2019-08-11,广汽集团2019年7月份主要投资企业产销快报,挖贝网
6500,2019-08-11,新能源表现亮眼 广汽集团7月销量超15.8万辆,网通社
6501,2019-08-09,A股头条之上市公司（8.10）,金融界
6502,2019-08-09,广汽集团7月销量为15.8万辆 同比下跌6.89% 盈利能力下降,新京报
6503,2019-08-09,8月乘用车产销回升潜力较大，机构建议在周期底部阶段提前布局两条主线,第一财经
6504,2019-08-09,广汽集团(02238-HK)首七个月汽车销量约115.76万辆 同比降2.44% 盈利能力下降,财华社
6505,2019-08-09,广汽集团：1-7月汽车销量同比降2.44% 盈利能力下降,e公司
6506,2019-08-09,广汽集团(601238.SH)1-7月汽车累计销量达115.76万辆 广汽丰田销量逆势增长21.77%,格隆汇
6507,2019-08-09,广汽集团：7月汽车销量同比下降6.89%,Wind
6508,2019-08-09,广汽菲亚特克莱斯勒、东风本田召回部分汽车 产品问题,e公司
6509,2019-08-09,郁俊调离为销量下滑“埋单”？广汽：是机构改革的一环 盈利能力下降,每日经济新闻
6510,2019-08-09,【晨观方正】非银/传媒/计算机/食品饮料/汽车 20190813,方正证券研究
6511,2019-08-08,广汽讴歌销量惨淡 国产化三年仍未找准定位,财经网
6512,2019-08-07,降薪停产、4S店无“国六”车可卖！猎豹汽车何处逢生？,和讯
6513,2019-08-07,《自主车企生死局》序言：三大梯队成型头部C7肩负中国汽车突围希望,搜狐
6514,2019-08-06,工信部发布第7批新能源车型推荐目录，广汽丰田iA5/现代菲斯塔EV等273款车型入选,第一电动网
6515,2019-08-06,融资客青睐17股，海亮股份买入占比高达59.92%,Wind
6516,2019-08-06,"汽车行业周报第29期:荣威下调插电混动车型价格,建议积极布局中报业绩增长企业",东北证券
6517,2019-08-05,诠释“智行未来 畅享美好”，郁俊以全新传祺GA6打开新局面,砍柴网
6518,2019-08-05,“左拥右抱”宁德时代和桑顿 一汽能否赢回“老大哥”尊严？,盖世汽车
6519,2019-08-05,广汽集团发布ADiGO生态系统 加速布局智能网联,证券时报网
6520,2019-08-05,自动驾驶“买、买、买”就能实现？｜小智一周趣评,盖世汽车
6521,2019-08-04,一周热点：本周新能源汽车行业大事件盘点,EV视界
6522,2019-08-04,周点评丨上汽乘用车换帅；7月经销商库存指数再创新高（0728-0803）,亿欧网
6523,2019-08-03,广汽与日本电产合作，将共同开发纯电动汽车牵引电机,Ofweek
6524,2019-08-03,共16.7亿 广汽通过两项新能源投资计划,汽车之家
6525,2019-08-02,广汽牵手电产 成立牵引电机合资公司,盖世汽车
6526,2019-08-02,【环球财经】日本电产将与广汽集团在电动车领域开展合作,新华网
6527,2019-08-02,日本电产拟与广汽集团合作开发生产纯电动汽车用电机,TechWeb
6528,2019-08-02,广汽子公司与日企成立合资公司，布局新能源集成电驱动系统,全景网
6529,2019-08-02,丰田首款纯电动轿车即将正式发布,盖世汽车
6530,2019-08-02,车市销量下行 上市车企中报“成绩单”承压,财富动力网
6531,2019-08-02,上半年新能源年销目标完成率：比亚迪仅3成多,盖世汽车
6532,2019-08-02,广汽宣布新一轮人事调整 张跃赛接棒出任广乘总经理 董监高成员变化,信息时报
6533,2019-08-01,要强化自主品牌一体化运营！广汽大刀阔斧开启人事机构调整 | 中国汽车报,中国汽车报
6534,2019-08-01,广汽集团(02238)：广汽部件拟投6.24亿元建设智联新能源汽车产业园,智通财经
6535,2019-08-01,车云日报丨林肯首款国产车下线，北京共享单车投放总量严重过剩,车云
6536,2019-08-01,日本电产株式会社与广汽零部件成立合资公司 布局牵引电机领域,第一电动网
6537,2019-08-01,广汽集团高层换防背后：新能源板块战略地位提升 多项业务同时推进,盖世汽车
6538,2019-08-01,广汽组织机构改革：自主变强正当时,盖世汽车
6539,2019-08-01,郁俊调任传祺国际公司，广汽国际化战略提速,盖世汽车
6540,2019-08-01,国企改革“双百行动”：混改引入非国资超五千亿，选聘职业经理人超两千人,第一财经
6541,2019-08-01,古惠南：行业洗牌比预想的更快 广汽新能源要“先人一步”,中国青年报
6542,2019-08-01,大规模人事调整！广汽集团张跃赛接棒郁俊出任广汽乘用车总经理,盖世汽车
6543,2019-08-01,广汽自主人事张跃赛任广汽乘用车总经理,网易
6544,2019-08-01,全力发展中国品牌 广汽集团高层轮岗,汽车之家
6545,2019-07-31,广汽启动“二次混改” 瞄准新能源汽车、移动出行领域,经济观察网
6546,2019-07-31,广汽架构大调整：新能源、乘用车公司换帅，新事业部掌门亮相,澎湃新闻
6547,2019-07-31,广汽乘用车换帅：张跃赛任总经理，郁俊或调任分管传祺国际业务 董监高成员变化,盖世汽车
6548,2019-07-31,广汽集团：董事及高管减持数量过半，合计减持0.003%股份 减持股份,Wind
6549,2019-07-31,广汽集团人事大调整，自主板块换帅 董监高成员变化,第一财经
6550,2019-07-31,广汽集团高层调整 冯兴亚任广汽新能源董事长 董监高成员变化,搜狐
6551,2019-07-31,广汽集团：积极推动新能源汽车、移动出行等领域“二次混改”,中证网
6552,2019-07-31,如祺之后，T3也来了，这些晚来的出行新势力还有戏吗？,DoNews
6553,2019-07-31,广汽乘用车人事调整：张跃赛将出任传祺总经理一职,财经网
6554,2019-07-31,古惠南猛怼造车新势力：哪家超过了广汽新能源？他的底气是什么？,盖世汽车
6555,2019-07-31,讴歌国产三年考：销量未达预期，欲借力广本寻渠道突围 盈利能力下降,和讯
6556,2019-07-31,广汽乘用车换帅：郁俊离任，张跃赛接任总经理 董监高成员变化,21世纪经济报道
6557,2019-07-31,"汽车行业7月行业动态报告:下游销量跌幅收窄,行业进入补库存阶段",证券之星
6558,2019-07-31,"汽车周报2019第26期:北汽新能源与麦格纳成立整车合资公司,丰田与滴滴联手拓展出行领域",长城证券
6559,2019-07-30,从黄金走向白银 长城汽车能否焕发第二春？,新浪
6560,2019-07-30,5G风口催动智能网联汽车升级 车企竞相试水智能网联生态系统,四川日报
6561,2019-07-30,新泉股份中报点评：业绩低点已现，行业向好有望改善盈利【太平洋汽车】,白宇汽车行研
6562,2019-07-30,智联布局再下一城,和讯
6563,2019-07-30,汽车行业周报:行业盈利能力拐点将至,联讯证券
6564,2019-07-30,"汽车行业周报第28期:新版双积分托底新能源产量发展,积极布局中报业绩增长企业",东北证券
6565,2019-07-29,广汽新能源发布ADiGO生态系统 Aion LX首搭载,EV视界
6566,2019-07-29,让开！房企热钱集体涌入，又一地产巨头砸百亿进军新能源汽车！,和讯
6567,2019-07-29,广汽集团重组改革，能否迎来自主品牌的“柳暗花明”？,和讯
6568,2019-07-29,ADiGO智驾系统发布，广汽车载「生态」之战打响,车云
6569,2019-07-29,腾讯亮相广汽智能科技大会,盖世汽车
6570,2019-07-29,领先不止一步，广汽发布ADiGO（智驾互联）生态系统,Ofweek
6571,2019-07-29,广汽联手腾讯、华为推出智驾互联系统,Wind
6572,2019-07-29,广汽联手腾讯、华为：推出智驾互联系统,21世纪经济报道
6573,2019-07-29,砸100亿！又一地产巨头进军新能源车市场,搜狐
6574,2019-07-29,广汽新能源与链链好车、驭道天下两家汽车租赁公司达成合作,盖世汽车
6575,2019-07-29,深度！广汽集团：匠心雕琢，日系腾飞【太平洋汽车】,白宇汽车行研
6576,2019-07-29,广汽ADiGO系统发布，AION LX9月上市！,第一电动网
6577,2019-07-29,广汽集团发布ADiGO生态系统，Aion LX将率先搭载该系统,亿欧网
6578,2019-07-29,Aion XL将尝鲜 广汽集团发布ADiGO系统,汽车之家
6579,2019-07-27,料内地汽车市场好转 大和看好吉利及广汽,南方财经网
6580,2019-07-26,传祺失速 从大卖到大跌 传奇不再,华夏时报
6581,2019-07-26,新泉股份(603179.SH)披露半年报 净利润降38.88%至9292.17万元 盈利能力下降,格隆汇
6582,2019-07-26,合生创展牵手广汽新能源地产巨头频频进军汽车圈,中国经营网
6583,2019-07-26,从世界500强榜单看行业“巨变”,南方日报
6584,2019-07-26,广汽集团跌近3%跌穿多条主要平均线 暂领跌国指股,新浪
6585,2019-07-25,拿下丰田6亿美元投资！滴滴为何成为车企争相合作的“宠儿”,证券时报网
6586,2019-07-25,一锤定音：广汽新能源以技术创新引领智造革命新时代,Ofweek
6587,2019-07-24,广汽集团(02238.HK)：股票期权激励计划限制行权期为7月31日至9月3日,格隆汇
6588,2019-07-24,谁抢占了C位？造车新势力2019半年考,盖世汽车
6589,2019-07-24,汽车股逆风走强，东风集团涨超5%,富途证券
6590,2019-07-24,6家中国车企上榜世界500强榜单，仅上汽、东风经营状况走强,和讯
6591,2019-07-24,又一“搅局者”跨界造车！前有劲敌后有追兵，传统车企要如何突围？,重庆商报
6592,2019-07-24,深评：退补后的新能源行业值得投资吗？,盖世汽车
6593,2019-07-23,世界500强，20家在粤港澳！解码湾区财富背后的城市经济活力,21世纪经济报道
6594,2019-07-23,蔚来、威马 谁才是伪命题？,和讯
6595,2019-07-23,2019世界500强的汽车力量：总营收超2.8万亿美元，但行业下行压力增大,第一电动网
6596,2019-07-22,最新《财富》世界500强榜单出炉！六家中国车企上榜，半数排名上升！| 中国汽车报,中国汽车报
6597,2019-07-22,2019年世界500强榜单发布，汽车产业集体向后，但这可能仅仅是个开始,汽车商业评论
6598,2019-07-22,汽车：北京出租车电动化将获补贴 荐11股,中银国际
6599,2019-07-22,"汽车行业周报:传统车企逐渐开放,推进智能化与网络平台",山西证券
6600,2019-07-21,半年九登央视，广汽新能源如何通过创新竖立“后补贴时代领军者”大旗？,盖世汽车
6601,2019-07-20,网约车“救急”新能源汽车销量,中国经营网
6602,2019-07-19,逾13万辆汽车同日召回！涉及奔驰等7家车企 广汽召回最多 产品问题,中新经纬
6603,2019-07-19,汽车：终端销量录得同比增长1.6% 荐3股,广发证券
6604,2019-07-19,【招商汽车|行业深度】已到寅卯时：汽车行业中报前瞻,招商汽车研究
6605,2019-07-18,众诚保险2019年上半年盈利2923万 IPO目标将近？,华夏时报
6606,2019-07-18,众诚保险上半年预盈2923万 已收购广爱保险经纪50.2%股权,每日经济新闻
6607,2019-07-17,众诚保险上半年预计盈利2923万元 已收购广爱保险经纪50.2%股权,每日经济新闻
6608,2019-07-17,广汽新能源Aion S“换标”丰田 车身加长今年底上市,和讯
6609,2019-07-17,恒指地量小幅收跌，承兴国际控股报复性大涨超70%,Wind
6610,2019-07-17,广汽集团将实施组织机构改革：新设整车事业本部 统筹自主业务,每日经济新闻
6611,2019-07-17,汽车和汽车零部件行业动态跟踪报告:短期扰动因素释放、下半年有望缓慢复苏,平安证券
6612,2019-07-16,恒指缩量收涨0.23%，博彩股领涨大市,Wind
6613,2019-07-16,港股异动︱获天风证券看高至10.56元评级“买入” 广汽集团(02238)涨超3%,智通财经
6614,2019-07-16,滴滴洪流联盟正式落地，广汽、东风、一汽已接入,车云网
6615,2019-07-16,一汽/东风/广汽将接入 滴滴推开放平台,汽车之家
6616,2019-07-15,阿里博弈上汽 斑马左右为难,36氪
6617,2019-07-15,汽车底部逐步探明 分化之下强者恒强,红周刊
6618,2019-07-15,汽车：关注双击整车零部件 荐5股,东北证券
6619,2019-07-15,广汽组织机构改革在即，动刀自主、数字化转型求变,第一电动网
6620,2019-07-15,“真实”与“超越” 上半年汽车市场两大关键词,中国经济网
6621,2019-07-15,汽车行业指标追踪周报:汽车个股估值追踪5,国海证券
6622,2019-07-15,"汽车行业周报第26期:6月新能源车大幅增长,板块中报预告承压,关注双击整车零部件",东北证券
6623,2019-07-14,广汽集团组织机构调整 设整车零部件事业部,盖世汽车
6624,2019-07-12,汽车板块底部逐步探明 上汽广汽领衔分享车市蛋糕,红周刊
6625,2019-07-12,广汽集团(02238.HK)拟实施组织机构改革 强化自主品牌一体化经营,格隆汇
6626,2019-07-12,券商年内近2000次调研消费板块，茅台五粮液伊利包揽“被关注”前三,Wind
6627,2019-07-10,汽车：2021-2023年双积分征求意见稿发布 荐3股,东兴证券
