,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
1759,2020-10-20,A股融资融券日报：两融余额增加26.32亿元（10月19日）,Wind
1760,2020-10-20,叔侄内讧十余年！年营收1707亿 金龙鱼被吹成“油中茅台”,金融界
1761,2020-10-20,中金公司募资超130亿，中签率有望高于0.1%,证券时报
1762,2020-10-19,卖粮油不如卖酱油的赚钱？金龙鱼市值赶超不了海天味业,新浪
1763,2020-10-19,营收增速放缓 转基因政策不利：金龙鱼靠上市找出口？ 盈利能力下降,亿邦动力
1764,2020-10-19,金龙鱼低开4.1%报47元，上日收跌超12%,Wind
1765,2020-10-19,A股融资融券日报：两融余额减少33.11亿元（10月16日）,Wind
1766,2020-10-19,益海嘉里金龙鱼“跃”入创业板 粮油龙头将大力布局新业务,国际金融报
1767,2020-10-18,金龙鱼跳水，深注册制指数首次低开收跌,重庆商报
1768,2020-10-17,【华安农业王莺|公司深度】金龙鱼（300999）：厨房食品业务优势突显，饲料业务景气上行,王莺看农业
1769,2020-10-17,IPO参考周报|名创优品登陆纽交所 金龙鱼在深交所上市,GPLP犀牛财经
1770,2020-10-16,营收两倍于茅台，市值仅有15%，金龙鱼上市股价翻腾,36氪
1771,2020-10-16,曹宏瑛常务副会长出席益海嘉里金龙鱼上市仪式,外商投资协会
1772,2020-10-16,金龙鱼挂牌深交所 “粮油大王”打响资本战,中国经营网
1773,2020-10-16,扬“煤”吐“气”！A股冷冬“提前供暖”？,中证报
1774,2020-10-16,扬“煤”吐“气”！A股冷冬“提前供暖”？创业板指跌近1.5%,中证报
1775,2020-10-16,市场要闻 | 上市首日大涨117.9%，金龙鱼真能成茅台？,36氪
1776,2020-10-16,金龙鱼上市首日突破3000亿！尾盘大幅拉升，A股再现“大象起舞”！,搜狐
1777,2020-10-16,创下了创业板的最高IPO融资纪录，金龙鱼实力几何？,投资界
1778,2020-10-16,金龙鱼上市次日低开逾12% 一度领跌创指,中新经纬
1779,2020-10-16,营收等于“2个茅台”，“金龙鱼”上市表现如何,南都报
1780,2020-10-16,金龙鱼上市首日暴涨117.9% |予菲视点,第一财经
1781,2020-10-16,金龙鱼上市次日大幅下挫 盘中跌幅超10%,证券时报网
1782,2020-10-16,金龙鱼上市第二日低开近12.5% 成交超2亿,新浪
1783,2020-10-16,2020年三季报抢鲜看：1346份业绩预告揭秘“价值牛”,Wind
1784,2020-10-16,金龙鱼(300999.SZ)低开12.5%,格隆汇
1785,2020-10-16,【行情】金龙鱼低开近12.5%，昨日上市收涨118%，尾盘20分钟涨超40%,金十数据
1786,2020-10-16,上证指数高开0.07%、创业板指跌0.08%，金龙鱼低开12.5%,Wind
1787,2020-10-16,9股获融资净买入额超亿元 金龙鱼居首,证券时报网
1788,2020-10-16,A股融资融券日报：两融余额增加30.9亿元（10月15日）,Wind
1789,2020-10-16,A股早报2020年10月16日星期五,Wind
1790,2020-10-16,每日理财观察：未来关注两条投资线和四大投资方向,Wind
1791,2020-10-16,全市场注册制条件逐步具备 助推大型IPO提速,投资快报
1792,2020-10-16,募资139.33亿元 金龙鱼登陆创业板,北青网
1793,2020-10-16,益海嘉里金龙鱼登陆A股，上市首日市值突破3000亿,21世纪经济报道
1794,2020-10-16,道达投资手记：消息利好 纺织板块表现抢眼,每日经济新闻
1795,2020-10-16,金龙鱼无惧“水逆”首日大涨，游资狂扫4.1亿博弈机构，利润率低如何支撑？,新浪
1796,2020-10-15,今日27只个股主力资金净流入超亿元 金龙鱼净流入居首,第一财经
1797,2020-10-15,上市首日市值暴涨至3000亿，跻身创业板第三！粮油巨无霸未来能否“如鱼得水”？,全景网
1798,2020-10-15,市值超3000亿 营收等于两个茅台 金龙鱼会是下一个茅台吗？,第一财经
1799,2020-10-15,今日这些个股异动 新股金龙鱼换手率超70%,第一财经
1800,2020-10-15,金龙鱼成功登陆创业板 上市首日涨117.9%,证券日报
1801,2020-10-15,【观察】金龙鱼增收不增利，机构下调评级，市值跌破4000亿元 盈利能力下降,财华社
1802,2020-10-15,收盘日记│尾盘直线飙升！“油中茅台”首秀就很吓人！,搜狐
1803,2020-10-15,游资情报 | 尾盘拉升40%，谁在导演“鲤鱼跳龙门”？三机构甩货，“章盟主”大肆吸纳！,每日经济新闻
1804,2020-10-15,上市首日收盘涨幅117.9% 关于未来金龙鱼给出了这些答案,经济观察网
1805,2020-10-15,金龙鱼过不去的坎，上市就能找到出口了？,钛媒体
1806,2020-10-15,上市首日市值破3000亿元，营收相当于两个茅台，巨无霸金龙鱼欲去“外资”标签,搜狐
1807,2020-10-15,【超级大单】20分钟市值暴涨千亿，13亿资金蜂拥杀入,证券时报网
1808,2020-10-15,【主力资金】超20亿资金杀入这只股，机构却悄悄跑路,证券时报网
1809,2020-10-15,金龙鱼正式登陆资本市场上市首日涨幅117.9% 市值排名创业板第三,全景网
1810,2020-10-15,早盘部分股票委托确认缓慢 深交所致歉,北京商报
1811,2020-10-15,尾盘直线飙升！A股首秀，金龙鱼激情四射，“油中茅台”靠谱吗？,中证报
1812,2020-10-15,市值突破3000亿，粮油一哥金龙鱼，离海天味业还有多远？,财经无忌
1813,2020-10-15,金龙鱼总裁穆彦魁：未来两三年在国内投资或超前30年总和,Wind
1814,2020-10-15,创业板迎“大鱼”！首日暴涨117.9%，市值超3000亿，营收=2个茅台,证券时报网
1815,2020-10-15,机构现身20股，净买入豪悦护理1.53亿元、净卖出金龙鱼1.66亿元,第一财经
1816,2020-10-15,太刺激：金龙鱼尾盘市值飙涨1000亿 游资爆买机构却卖了,新浪
1817,2020-10-15,金龙鱼首秀股价翻倍，市值超三千亿，利润规模比肩海天,南都报
1818,2020-10-15,“粮油一哥”金龙鱼创业板上市市值已突破3000亿元,中国经济网
1819,2020-10-15,金龙鱼配得上“油中茅台”的称号吗？,21商评网
1820,2020-10-15,A股三大指数缩量收跌 N金龙鱼尾盘大幅拉升,中投网
1821,2020-10-15,上市首日大涨118%：金龙鱼真的是下一个茅台吗？,创业邦
1822,2020-10-15,金龙鱼大象起舞上演游资狂欢 机构霸占卖出前三席位,中国经济网
1823,2020-10-15,机构今日买入这11股，卖出金龙鱼1.66亿元丨牛熊眼,第一财经
1824,2020-10-15,金龙鱼上市突破3000亿，财务隐忧下未来能否“如鱼得水”？,搜狐
1825,2020-10-15,涨疯了！“油中茅台”市值3000亿直升创业板第三！,证券之星
1826,2020-10-15,巨型IPO扎堆，A股年内首发募资或超5000亿,时代在线
1827,2020-10-15,市场要闻丨多家券商系统卡单，原来耽误我赚钱的是深交所？,微博
1828,2020-10-15,金龙鱼上市首日暴涨118%，市值超母公司，冲入创业板前三,第一财经
1829,2020-10-15,“粮油一哥”金龙鱼上市首日大涨118%，三机构共抛售1.66亿元,第一财经
1830,2020-10-15,C金龙鱼龙虎榜数据（10月15日）,Wind
1831,2020-10-15,深交所称卡顿期间交易撮合等正常网友质疑能否索赔?律师称举证难 诉讼纠纷,新浪
1832,2020-10-15,金龙鱼收盘市值破3000亿，未能成创业板一哥因利润率低？,奥一网
1833,2020-10-15,直击现场丨金龙鱼登陆深交所创业板 开盘大涨90%,第一财经
1834,2020-10-15,金龙鱼上市！中1签赚9225元，收益率71.79%,新浪
1835,2020-10-15,今天，三大指数为何尾盘又跳水？,搜狐
1836,2020-10-15,“金龙鱼”市值首日破三千亿涨近120%，位居创业板第三位,南都报
1837,2020-10-15,尾盘暴拉 金龙鱼上市首日“游”进创业板市值前三,新浪
1838,2020-10-15,龙虎榜：金龙鱼上市首日收涨118% 三机构抛售1.66亿元,e公司
1839,2020-10-15,金龙鱼上市首日收涨117.9%，三机构席位合计卖出1.66亿元,Wind
1840,2020-10-15,解码创业板 | 28亿主力资金热捧，N金龙鱼飙升117.90%！,上游新闻
1841,2020-10-15,金龙鱼上市第一天：市值排前三 中一签直接翻倍,每日经济新闻
1842,2020-10-15,A股震荡收跌：金龙鱼首日收涨超110% 鸡价下跌拖累养鸡板块,英为财情
1843,2020-10-15,上市第一天，市值排前三！这只创业板“巨无霸”今天市值暴增1642亿，中一签直接翻倍,每日经济新闻
1844,2020-10-15,金龙鱼今日登陆A股，收盘股价涨近118%,21世纪经济报道
1845,2020-10-15,外资小幅流出：金龙鱼市值冲入前三 24亿资金买入银行股,新浪
1846,2020-10-15,收评：创业板指跌0.95% 金龙鱼上市首日涨近120%,网易
1847,2020-10-15,新股金龙鱼早盘无法卖出？深交所：经处理已经恢复正常,深圳特区报
1848,2020-10-15,直击金龙鱼上市现场 总裁称要向这些领域继续发力,第一财经
1849,2020-10-15,金龙鱼尾盘拉升 首日上市收涨117.9%,格隆汇
1850,2020-10-15,又一商业帝国！营收=2个茅台的巨无霸 今日上市了！开盘暴涨90%！,央视
1851,2020-10-15,金龙鱼收涨118%，市值位居创业板第三位,第一财经
1852,2020-10-15,【行情】金龙鱼尾盘持续拉升，一度涨超140%，现涨幅收窄至117%，成交额超111亿,金十数据
1853,2020-10-15,A股收盘综述：上证指数缩量跌0.26%，金龙鱼今日登陆创业板收涨117.9%,Wind
1854,2020-10-15,金龙鱼尾盘大幅拉升，涨幅超140%。,新浪
1855,2020-10-15,快讯：金龙鱼盘尾涨超140% 总市值超3300亿元,新浪
1856,2020-10-15,粮油界巨无霸金龙鱼今上市，会是下一个茅台吗？,36氪
1857,2020-10-15,巨无霸来了！金龙鱼上市首日市值超2000亿，但无缘创业板第一,中新经纬
1858,2020-10-15,金龙鱼尾盘再度拉升涨幅超130% 市值突破3000亿元,证券时报网
1859,2020-10-15,金龙鱼涨幅超过140%，股价突破61元,Wind
1860,2020-10-15,金龙鱼涨超100% 成交额破百亿,e公司
1861,2020-10-15,金龙鱼尾盘拉升，涨幅超过100%,Wind
1862,2020-10-15,金龙鱼尾盘获资金回流，股价突破日内高点至50元,Wind
1863,2020-10-15,“粮油一哥”金龙鱼A股上市，总市值一度突破2600亿元,21世纪经济报道
1864,2020-10-15,上市首日开盘大涨超90%，“粮油巨头”金龙鱼市值跻身创业板前五,环球老虎财经
1865,2020-10-15,金龙鱼市值暴涨至2300亿，对比海天味业，还能再涨吗,e公司
1866,2020-10-15,今早多个交易系统出现卡单！深交所致歉：已恢复正常,环球外汇网
1867,2020-10-15,突发！A股交易现大面积卡单！金龙鱼中签股民：怎么卖不出？官方回应来了,21世纪经济报道
1868,2020-10-15,“油茅”上市首日高开90%、前期热门股熄火,中证报
1869,2020-10-15,金龙鱼市值破2600亿！高开低走快速回落，换手率近47%,上游新闻
1870,2020-10-15,金龙鱼市值暴涨至2300亿元，远超母公司丰益国际！对比茅台、海天味业，金龙鱼还能涨吗？,证券时报网
1871,2020-10-15,深交所回应早间交易卡单：经处理恢复正常,第一财经
1872,2020-10-15,开盘暴涨90%！营收碾压茅台的“巨无霸”上市了,中国基金报
1873,2020-10-15,外资小幅流入：22亿主力买入银行股 恒生电子遭卖出超6亿,新浪
1874,2020-10-15,沪指半日震荡收涨0.1%光伏股回调,中新经纬
1875,2020-10-15,解盘：金融拉指数，半导体、新能源汽车、卫星互联网略涨,Wind
1876,2020-10-15,A股午盘综述：银行保险煤炭股助力上证指数半日收红，金龙鱼涨67%,Wind
1877,2020-10-15,金龙鱼今日成功登陆创业板 市占率仍有巨大提升空间,中国经济网
1878,2020-10-15,金龙鱼成交金额超过70亿元，现涨72%报44.24元,Wind
1879,2020-10-15,A股异动：“创业板募资王”金龙鱼首日高开90%，市值达到2600亿元,英为财情
1880,2020-10-15,刚刚2500亿巨鲸登陆创业板：年营收两个茅台 背后郭鹤年家族,投中网
1881,2020-10-15,金龙鱼中签号超30万 网友早间喊话：怎么卖不出去？,新浪
1882,2020-10-15,淘宝台湾将被停止运营 金龙鱼上市首日收涨118% | 晚报 经营问题,全天候科技
1883,2020-10-15,N金龙鱼今日上市开盘上涨90.51%,证券时报网
1884,2020-10-15,益海嘉里金龙鱼今日成功登陆创业板,--
1885,2020-10-15,金龙鱼开盘大涨90% 盘中涨幅快速回落,证券时报网
1886,2020-10-15,金龙鱼上市高开90.51% 总市值2654亿元位列创业板第三,金融界
1887,2020-10-15,N金龙鱼高开90.51%,中证网
1888,2020-10-15,金龙鱼上市首日高开90.51% 总市值达2600亿,新浪
1889,2020-10-15,金龙鱼上市首日大涨超90%,格隆汇
1890,2020-10-15,金龙鱼今日登陆创业板，高开90.51%报48.96元,Wind
1891,2020-10-15,10月15日新股提示：广联航空等3股申购 厦门银行、阿拉丁缴款,上证报
1892,2020-10-15,金龙鱼今日上市 发行价格25.7元/股,上证报
1893,2020-10-15,A股早报2020年10月15日星期四,Wind
1894,2020-10-15,新股发行与上市一览（10月15日）,Wind
1895,2020-10-15,A股IPO动态：金龙鱼(300999.SZ)和宏力达(688330.SH)今日上市,格隆汇
1896,2020-10-15,道达投资手记：个别股票闪崩“杀猪盘”怎么防？,每日经济新闻
1897,2020-10-14,金龙鱼料前三季度营收1310亿元 上市后“大象”还能起舞吗？,GPLP犀牛财经
1898,2020-10-14,深交所创业板受理东风汽车IPO申请，拟募资210亿打破金龙鱼纪录,36氪
1899,2020-10-14,金龙鱼将于10月15日登陆创业板,资本邦
1900,2020-10-14,3000亿市值，年营收=2个茅台，金龙鱼真能成茅台？,猎云网
1901,2020-10-14,益海嘉里金龙鱼粮油食品股份有限公司首次公开发行股票,证券时报
1902,2020-10-13,金龙鱼：公司股票将于10月15日在深交所上市,Wind
1903,2020-10-13,金龙鱼：益海嘉里金龙鱼粮油食品股份有限公司股票将于2020年10月15日在深圳证券交易所上市,金十数据
1904,2020-10-13,豹耳科技与益海嘉里达成战略合作打造消费生活新生态,中新网
1905,2020-10-12,“你建言，我送礼，真东西、真含量、真可以”,全景网
1906,2020-10-12,食品行业周报：恒天然拟出售旗下牧场 内资乳企加速抢占奶源 资产异常,新浪
1907,2020-10-11,IPO之际，金龙鱼被曝食品转基因问题，未来何去何从？,搜狐
1908,2020-10-11,2000亿体量金龙鱼上市隐忧：薄利挡路 并非油中茅台,GPLP犀牛财经
1909,2020-10-10,巨无霸公司登录A股带来的市场影响,招商证券
1910,2020-10-10,千亿巨头金龙鱼隐忧不少 利润率过低欲冲中央厨房解围,投资者网
1911,2020-10-09,上市在即，金龙鱼前三季净利至少增15%，营收破1300亿,奥一网
1912,2020-10-08,金龙鱼(300999.SZ)披露发行结果：遭弃购286326股由主承销商包销,格隆汇
1913,2020-10-08,券商10月金股分享,金融界
1914,2020-10-02,上市在即，金龙鱼的目标不应是“油中茅台”,钛媒体
1915,2020-09-30,中信建投证券助力益海嘉里金龙鱼成功完成创业板最大规模IPO,中信建投证券资本市场部
1916,2020-09-30,月度金股系列报告：川财10月金股组合,新浪
1917,2020-09-29,益海嘉里：粮油王者C位登“创”，金龙鱼畅游注册时代新海洋,北国网
1918,2020-09-29,策略日报：指数窄幅震荡 煤炭板块领涨,新浪
1919,2020-09-29,金龙鱼上市在即，营收抵两个茅台，下一个海天？,中新网
1920,2020-09-29,益海嘉里金龙鱼网上路演详解战略优势 持续强化业务拓展,和讯
1921,2020-09-29,9月29日新股提示：泛亚微透等申购 丽人丽妆等上市 金龙鱼中签号出炉,上证报
1922,2020-09-29,策略日报：指数震荡收涨 军工板块涨幅局前,新浪
1923,2020-09-28,金龙鱼(300999.SZ)网上发行最终中签率为0.0572%,智通财经
1924,2020-09-28,金龙鱼中签号出炉 共有303609个,e公司
1925,2020-09-28,兑奖了！金龙鱼披露中签结果,Wind
1926,2020-09-28,金龙鱼(300999.SZ)IPO网上摇号中签结果出炉：中签号码共303609个,格隆汇
1927,2020-09-28,"益海嘉里金龙鱼登陆深交所创业板,募投百亿打造核心竞争力",中华网
1928,2020-09-28,杨德龙：持有优质股票就能在市场震荡中抓住机会,新浪
1929,2020-09-28,拷问金龙鱼79亿品牌价值,新浪
1930,2020-09-28,金龙鱼的上市与创业板的定位,新浪
1931,2020-09-28,金龙鱼之后 又一只容易中签的新股来了,新华网
1932,2020-09-28,金龙鱼冲刺创业板最大IPO：年营收1700亿顶两个茅台，近半利润来自期货受益,搜狐
1933,2020-09-28,创业板一周动态：创业板最大IPO项目金龙鱼完成申购总成交额环比下降14.5%,挖贝网
1934,2020-09-28,9月28日新股提示：天臣医疗等上市 宏力达等中签号出炉 金龙鱼公布中签率,上证报
1935,2020-09-28,A股策略周报：下跌时多展望正面 市场已运行至区间下沿,新浪
1936,2020-09-27,【东北总量周道如砥】假期外围风险前瞻,东北宏观by凤来仪
1937,2020-09-27,中小盘IPO专题-次新股说：本批阿拉丁等值得重点跟踪(2020批次36、37),新浪
1938,2020-09-27,金龙鱼(300999.SZ)回拨后中签率为0.0571556257%,格隆汇
1939,2020-09-27,金龙鱼：本次网上定价发行中签率为0.057%,Wind
1940,2020-09-27,金龙鱼：首次公开发行股票并在创业板上市网上定价发行的中签率为0.0571556257%，申购倍数为1749.60905倍,金十数据
1941,2020-09-26,规模秒杀茅台 粮油王者金龙鱼即将登陆创业板 (附IPO最新排队名单),全景网
1942,2020-09-26,“粮油一哥”金龙鱼今日上市申购，60万千克菜籽油被拒入境,腾讯网
1943,2020-09-26,进口油检出转基因成分，金龙鱼回应“货不对板”已退回,中国新闻周刊
1944,2020-09-26,金龙鱼参股公司被曝“进口转基因原料不标识”，回应来了,中新经纬
1945,2020-09-26,益海嘉里：媒体报道“进口转基因原料却不标识”的情况不属实,Wind
1946,2020-09-26,金龙鱼：“进口转基因原料却不标识”不属实,中证网
1947,2020-09-26,金龙鱼再曝转基因风波 进口600吨转基因油却不标识,中国新闻周刊
1948,2020-09-26,“巨无霸”接连登陆A股千亿市值公司增至108家,证券时报
1949,2020-09-25,金龙鱼登陆A股的“图谋” 欲摆脱外资身份？,新浪
1950,2020-09-25,金龙鱼再陷风波 进口600吨转基因油不标识被查,中国新闻周刊
1951,2020-09-25,即将上市的金龙鱼公司出大事，603吨食用油检出转基因却不标示,中金在线
1952,2020-09-25,创业板巨无霸来了！金龙鱼今日打新 有望冲击创业板市值一哥,新浪
1953,2020-09-25,粮油巨头益海嘉里金龙鱼登陆创业板 中国“米面油”市占率仍有巨大提升空间,和讯
1954,2020-09-25,创业板史上最大IPO！营收相当于2个茅台的金龙鱼来了,中金在线
1955,2020-09-25,A股IPO|金龙鱼9月25日新股申购,资本邦
1956,2020-09-25,历史罕见！中签率最高达30%的新股来了 股民却担心了？,中财网
1957,2020-09-25,今日新股申购：金龙鱼,中国经济网
1958,2020-09-25,【新股】金龙鱼今日发行,国信证券证券金融事业部
1959,2020-09-25,蚂蚁战略配售基金遭疯抢 创业板最大IPO今申购,澎湃新闻
1960,2020-09-25,9月25日新股提示：金龙鱼申购 优彩资源等上市 巴比食品等中签号出炉 宏力达等公布中签率,上证报
1961,2020-09-25,热点直击丨比肩“茅台”“海天”？创业板巨无霸周五申购,东吴财经通
1962,2020-09-25,【提示】创业板史上最大IPO金龙鱼今日申购，发行价25.70元,Wind
1963,2020-09-25,营收是2个茅台的鱼来了 涨2倍以上就能成“一哥”,网易
1964,2020-09-25,东北证券【新股】9月25日金龙鱼申购，优彩资源、中天火箭等上市,东北证券金融世界
1965,2020-09-25,A股IPO动态：金龙鱼(300999.SZ)今日申购,格隆汇
1966,2020-09-25,马来首富率食用油巨无霸来A股！创业板史上最大IPO或创年内中签率新高2000亿估值谁是最大赢家？,金融界
1967,2020-09-24,创业板“巨无霸”金龙鱼今日申购,每日经济新闻
1968,2020-09-24,创业板史上最大IPO来了 背后是“亚洲糖王”,每经牛眼
1969,2020-09-24,“巨无霸”金龙鱼明天打新，可能是今年最容易中的新股,上证报
1970,2020-09-24,“巨无霸”金龙鱼明天打新，可能是今年最容易中的新股！有人单签新股已赚15万元,中国证券网
1971,2020-09-24,【新股信息】9月25日 金龙鱼(300999) 新股申购,银河股票资讯
1972,2020-09-24,金龙鱼进口转基因未标识被海关通报，17家子公司加工转基因 其他违规处罚,搜狐
1973,2020-09-24,创业板史上最大IPO金龙鱼确定发行价25.7元/股，发行市值达1393亿超温氏股份,21世纪经济报道
1974,2020-09-24,[路演]金龙鱼：2020年疫情对公司业务有一些影响 但公司整体业绩较好,全景网
1975,2020-09-24,[路演]粮油王者金龙鱼即将登陆资本市场 IPO网上路演成功举办,全景网
1976,2020-09-24,[路演]金龙鱼：IPO募投项目符合国家产业政策 市场需求空间较大,全景网
1977,2020-09-24,[路演]金龙鱼：公司下一步将重点发展厨房食品,全景网
1978,2020-09-24,金龙鱼收入是茅台2倍，堪称“油茅”，名不副实？幕后掌舵者是马来西亚首富,搜狐
1979,2020-09-24,[路演]金龙鱼：未来油脂产品的消费空间有较大的上升空间,全景网
1980,2020-09-24,千亿粮油巨无霸IPO定价终出炉 金龙鱼游进资本市场,央视
1981,2020-09-24,[路演]金龙鱼：公司不断推动厨房食品的品类革新,全景网
1982,2020-09-24,[路演]金龙鱼：公司未来主要专注于市场空间广阔的中国境内市场,全景网
1983,2020-09-24,[路演]金龙鱼：预计未来三年调味品行业会保持良好增长趋势,全景网
1984,2020-09-24,[路演]金龙鱼：公司在米面油的生产加工方面有很大的提升空间,全景网
1985,2020-09-24,A股低开低走：创业、科创指数跌超2% 北向资金净流出、净卖出均超百亿,英为财情
1986,2020-09-24,"营收相当于2个茅台！巨无霸背后的""亚洲糖王""现身",中国基金报
1987,2020-09-24,粮油巨擘金龙鱼A股上市，会是下一个茅台吗,搜狐
1988,2020-09-24,震惊！金龙鱼上市前夕，菜籽油检出转基因成分却不标示，被拒入境！,中金在线
1989,2020-09-24,金龙鱼(300999.SZ)IPO定价25.70元/股网上、网下申购日为9月25日,格隆汇
1990,2020-09-24,"规模""秒杀""茅台！刚刚，巨无霸定价了，又一个商业帝国：97岁""亚洲糖王""的传奇！",中国基金报
1991,2020-09-24,金龙鱼：创业板股票发行价确定在25.70元,每经网
1992,2020-09-24,金龙鱼：股票发行价25.70元/股 9月25日进行网上和网下申购,金融界
1993,2020-09-24,金龙鱼：确定创业板首次发行股票的发行价为25.7元/股,Wind
1994,2020-09-23,直播互动丨金龙鱼 9月24 日新股发行网上路演,全景网
1995,2020-09-23,[预告]创业板史上最大IPO 金龙鱼IPO网上路演将于9月24日举行,全景网
1996,2020-09-23,创业板最大IPO，益海嘉里这条金鱼能成真龙？,搜狐
1997,2020-09-23,益海嘉里金龙鱼启动网下路演：募资138亿背后的护城河,中投网
1998,2020-09-23,每日商业竞争情报（金龙鱼来了）,和讯
1999,2020-09-22,金龙鱼(300999.SZ)网上路演时间9月24日14:00-17:00,格隆汇
2000,2020-09-22,市场聚焦：换仓进行时难破区间桎梏,新浪
2001,2020-09-22,益海嘉里金龙鱼首发注册获同意 募投加码创新业务 望分享行业长期红利,和讯
2002,2020-09-22,千亿粮油巨无霸“金龙鱼”上市 创业板将迎史上最大IPO,21世纪经济报道
2003,2020-09-21,粮油巨头冲刺创业板市值剑指2000亿，益海嘉里金龙鱼本周五启动申购,21世纪经济报道
2004,2020-09-21,千亿粮油“巨无霸”金龙鱼IPO在即,亿邦动力
2005,2020-09-21,创业板一周动态：艾能聚撤回发行上市申请材料 惠云钛业涨幅超400% IPO融资异常,挖贝网
2006,2020-09-21,益海嘉里IPO！“米面油”国内市占率近半，A股又现千亿帝国？,搜狐
2007,2020-09-21,金龙鱼：国内粮油巨头登陆创业板,巨丰财经
2008,2020-09-21,金龙鱼周五申购！营收碾压茅台 多指标领跑创业板,证券时报
2009,2020-09-21,比茅台收入还高 这周打新股有“大鱼”！包子第一股也来了,中国基金报
2010,2020-09-20,再次盘点券商转债|精达转债上市，奇正转债简析，金龙鱼打新,基少成多
2011,2020-09-20,这周新股有“大鱼”：营收碾压茅台周五申购 包子第一股也来了,证券时报网
2012,2020-09-20,好一条“巨无霸”金龙鱼！周五打新，估值达2000亿，或成今年最易中签新股！还有这5只新股等你（附表）,证券时报网
2013,2020-09-20,“巨无霸”金龙鱼来了！创业板史上最大IPO，或成今年最容易中签新股之一,中证报
2014,2020-09-20,“巨无霸”金龙鱼来了：创业板史上最大IPO 下周6只新股申购,中证报
2015,2020-09-19,蚂蚁集团25天过会，粮油“巨无霸”登陆创业板（附最新拟IPO排队名单）,全景网
2016,2020-09-17,粮油巨头谋求“本土新身份”，益海嘉里IPO搅动消费股,华夏时报
2017,2020-09-17,金龙鱼如何撑得起2000亿市值？,格隆汇
2018,2020-09-17,益海嘉里将登创业板 能凭借金龙鱼“跃”过海天吗,中国商报
2019,2020-09-17,巨丰微策略： 白酒 猪肉 食品饮料持续下跌 机构抱团再次瓦解 谁将激起市场热情？,巨丰财经
2020,2020-09-17,营收相当于2个茅台 益海嘉里IPO会成为消费板块新龙头吗？,第一财经
2021,2020-09-17,中国粮油一哥上市：转基因原料高达70%，全由外资控股,搜狐
2022,2020-09-17,巨丰视角：五大“巨无霸”抢滩 股王双双杀跌 连续调整的A股能否承压？ 连续下跌,巨丰财经
2023,2020-09-17,营收碾压茅台蒙牛伊利 “巨无霸”金龙鱼IPO真的来了,证券时报
2024,2020-09-17,创业板注册制迎最大IPO！创始人是马来西亚首富 估值达2000亿,证券时报
2025,2020-09-17,"""金龙鱼""来了!营收=2个茅台 创业板注册制最大IPO",券商中国
2026,2020-09-17,千亿粮油巨头益海嘉里IPO获批,中证报
2027,2020-09-17,粮油“巨无霸”来了，营收相当于2个茅台！也是创业板注册制最大IPO，中信建投、中金保驾护航,券商中国
2028,2020-09-16,金龙鱼通过创业板注册：背后老板是马来西亚首富郭鹤年家族,雷帝触网
2029,2020-09-16,"收入比茅台高100%！刚刚，""巨无霸""金龙鱼IPO真的来了",中国基金报
2030,2020-09-16,创业板注册制迎最大IPO，益海嘉里上市后估值将逼近2000亿元,e公司
2031,2020-09-16,创业板注册制迎最大IPO！创始人是马来西亚首富，金龙鱼就是他家的，还有众多A股明星客户，估值达2000亿,证券时报网
2032,2020-09-16,益海嘉里创业板IPO注册获证监会同意，拟募138.7亿元,澎湃新闻
2033,2020-09-16,【投行参要】每日审核要点及市场动态 | 2020.09.16,兴业证券订阅号
2034,2020-09-15,益海嘉里拟IPO募集百亿资金背后：年收入超1700亿，净利润不足56亿,猎云网
2035,2020-09-09,"京东到家首创品牌CP营销 为伊利、益海嘉里打造""CP到家""",电商报
2036,2020-09-09,"京东到家推出""CP玩法"" 双品牌总裁组团直播带货",网易
2037,2020-09-09,京东到家打造CP玩法，伊利、益海嘉里销售额均翻数倍,联商网
2038,2020-09-04,无接触贷款助攻快消“巨头”业务反弹,光明网
2039,2020-09-04,供应链金融迎新变革 逾百家品牌引入无接触贷款,证券日报
2040,2020-09-04,消费品行业加速拥抱互联网 逾百家品牌引入无接触贷款,证券日报
2041,2020-09-03,数字供应链金融助力中国快消品企业加速回暖,中新网
2042,2020-09-01,贵港企业喜获“税”动能,经济日报
2043,2020-08-28,潮起40年，扬起理想的帆,中国经营报
2044,2020-08-24,无接触贷款助力国内快消业回暖,新华网
2045,2020-08-24,快消巨头集体V字反弹，经销商就业被稳住，无接触贷款成神助攻,中金在线
2046,2020-08-22,引入网商银行 金龙鱼、妙洁等快消品牌销量集体逆势增长,21世纪经济报道
2047,2020-08-19,[浙江]益海嘉里（温州）公司一期油脂产线正式投产 二期项目顺利签约,交通运输部
2048,2020-08-18,【中小市值】益海嘉里：千亿规模粮油产业龙头扬帆远航！,天风研究
2049,2020-08-17,益海嘉里逆势反弹：经销商销量大涨，无接触贷款助备战旺季,每日经济新闻
2050,2020-08-17,金龙鱼上市在即，营收规模8倍于海天酱油，能否成为创业板一哥？,搜狐
2051,2020-08-14,国民品牌金龙鱼竟是外企！老板是马来首富，为何非要在A股上市？,云掌财经
2052,2020-08-14,年入1700亿等于两个茅台 金龙鱼母公司益海嘉里要上市了,天下网商
2053,2020-08-13,年入1700亿等于两个茅台，这家霸占中国人厨房的公司要上市了,天下网商
