,2021-12-31,中国人保推出HarmonyOS智能座舱车载保险,中国金融新闻网
2770,2019-03-08,A股大幅跳空低开沪指跌2.19% 保险、券商股领跌,中新网
2771,2019-03-08,又一份“卖出”评级！中信建投也被看空，两大牛股开盘跌停！强势股纷纷卧倒,e公司
2772,2019-03-08,中国人保开盘跌停 中信证券：估值显著高估,中证网
2773,2019-03-08,中国人保A股开盘跌停 中信证券给出卖出评级,网易
2774,2019-03-08,快讯：中国人保被中信证券研报“卖出” 竞价跌停,新浪
2775,2019-03-08,沪指跳空大跌2.19%逼近3000点，券商、保险板块领跌两市,腾讯网
2776,2019-03-08,上证综指低开2.19% 券商、信托、创投股全线杀跌,证券时报网
2777,2019-03-08,中国人保、中信建投开盘跌停 东方通信等热门股跟随跌停,证券时报网
2778,2019-03-08,中信证券给出“卖出”评级之后，中国人保A股开盘跌停,澎湃新闻
2779,2019-03-08,A股异动丨中信建投、中国人保跌停开盘,格隆汇
2780,2019-03-08,A股史上最知名的三份罕见“看空”的研报,新浪
2781,2019-03-08,龙头股被看空，中国人保、中信建投开盘双双跌停,Wind
2782,2019-03-08,科创板开户新规来了——道达早评,每日经济新闻
2783,2019-03-08,郭施亮:一份“卖出”评级的研报引发热议，资金炒作行情要降温了吗？,中财网
2784,2019-03-08,晨会0308｜5G通信的发展与机遇,中信证券研究
2785,2019-03-08,中信证券研报：“卖出”中国人保A股“增持”H股,新浪
2786,2019-03-08,如何理性看待中国人保“卖空”评级研报的影响,第一财经日报
2787,2019-03-08,多空激战3100点：中信给予人保A股卖出评级,Wind
2788,2019-03-08,A股涨势如虹 大智慧、中信建投等多家上市公司密集发布风险提示,第一财经
2789,2019-03-08,A股“妖气”重重！一现象近四年来首次出现,第一财经
2790,2019-03-08,中信证券看空中国人保A股,北京商报
2791,2019-03-08,中国人保AH股溢价率虚高,北京商报
2792,2019-03-08,三周暴涨120% 中信证券给人保A股“卖出”评级,证券时报
2793,2019-03-08,市盈率高处不胜寒，多家热点公司警示风险,证券时报
2794,2019-03-08,44只股价翻番牛股呈现两大特征，12只非银金融股或走在“翻倍路”上,证券日报
2795,2019-03-08,A股黄鹂歌唱燕归来 投资者重拾“春心”侧记： 追涨的踏空者和“二进宫”的90后散户,21世纪经济报道
2796,2019-03-08,郑眼看盘：投机特征明显 炒股应有底线思维,每日经济新闻
2797,2019-03-07,股民热议中信证券发唱空研报:不允许质疑会一地鸡毛,新浪
2798,2019-03-07,7个涨停后 中国人保缘何迎来了罕见的“卖出”评级？,经济观察网
2799,2019-03-07,罕见！中信证券建议“卖出”中国人保，下跌空间超50%,证券时报网
2800,2019-03-07,“巨无霸”中国人保9天7涨停 券商首次给“卖出”评级,经济观察网
2801,2019-03-07,不怕得罪86万股民 券商一哥开炮：你们的股票该腰斩,新浪
2802,2019-03-07,"A股罕见看空个股！中信证券给9天7涨停的中国人保""卖出""评级，一年目标价腰斩，为何突然出手降温",券商中国
2803,2019-03-07,200多只个股涨停 你看晕了吗？——道达投资手记,每日经济新闻
2804,2019-03-07,中国人保AH股判若两人 中信证券当头棒喝A股，预计未来一年股价腰斩，H股则评级增持,21经济网
2805,2019-03-07,中信建投人保暴涨背后：A股涨停受追捧H股下跌无人抢,新浪
2806,2019-03-07,注意！北上资金尾盘加速出逃 中信证券罕见举动藏深意,证券之星
2807,2019-03-07,中国人保“涨不停” 提示风险理性投资,21世纪经济报道
2808,2019-03-07,中信给予中国人保A股卖出评级 未来一年潜在下跌空间超54％！,中国基金报
2809,2019-03-07,年内股价大涨140%后，人保A股遭遇机构“卖出”评级,Wind
2810,2019-03-07,市场风险偏好继续，并购迎最好环境，这些必看,Wind
2811,2019-03-07,中国人保发布A股风险提示公告 中信证券给予卖出评级,新浪
2812,2019-03-07,中信证券给予中国人保A股卖出评级：预计未来一年潜在下跌空间超53.9%,新浪
2813,2019-03-07,中信证券给予中国人保A股卖出评级 未来一年下跌空间超54％,金融界
2814,2019-03-07,中信建投中国人保魔性十足 H股还在地板上,券商中国
2815,2019-03-07,中国人保提示异常波动:连续3个交易日收盘价格涨幅偏离值累计达20%,中国网
2816,2019-03-07,大金融龙头继续强势 大智慧10天9板中国人保6天5板,金融界
2817,2019-03-07,A股异动 | 中国人保(601319.SH)开盘再涨停,格隆汇
2818,2019-03-07,中国人保开盘再涨停，录得9天7板,Wind
2819,2019-03-07,部分“疯涨股”面临价值回归压力 超跌滞涨股或成后市主角,投资快报
2820,2019-03-06,公告精选：券商披露2月成绩单，海通、国泰君安净利超9亿居前；长春高新年报拟10派8元,每日经济新闻
2821,2019-03-06,打板笔记：指数五进五出强劲洗盘，当下最佳策略是啥？,云掌财经
2822,2019-03-06,中国人保(01339.HK)A股价格近期波动较大 提示风险称静态市盈率高于行业平均,格隆汇
2823,2019-03-06,中国人保8天6涨停 公司提示风险称静态市盈率高于行业平均,e公司
2824,2019-03-06,又一中概股回A！跨市场狂欢时机来临，准备好了吗,Wind
2825,2019-03-06,连续四个涨停！中国人保年内股价实现翻番,21世纪经济报道
2826,2019-03-06,中国人保早盘封涨停 成交额14.23亿元封单20.33万手,腾讯网
2827,2019-03-06,中国人保再度涨停 8日6涨停,e公司
2828,2019-03-06,中国人保再度涨停，收获4连板,Wind
2829,2019-03-05,打板笔记：2440新低至今仅2个月，指数却已大涨600点！,云掌财经
2830,2019-03-05,中国人保龙虎榜数据(3月5日）,Wind
2831,2019-03-05,【增减持】中国人保(01339.HK)遭 The Capital Group减持6.62亿股,格隆汇
2832,2019-03-05,中国人保连续三日涨停，国泰君安上海分公司买入上亿元带头炒作,Wind
2833,2019-03-05,中国人保(601319.SH)股价异动 无未披露重大信息,格隆汇
2834,2019-03-05,中国人保连续3日涨停 公司称经营未发生重大变化,e公司
2835,2019-03-05,中国人保：连续涨停股价异动，不存在应披露而未披露的重大信息,Wind
2836,2019-03-05,中国人保今日再度涨停 股价7天5涨停,e公司
2837,2019-03-05,中国人保再度涨停，近7日5板,Wind
2838,2019-03-05,保险股今年以来悉数跑赢大盘，中国人保凭啥上涨79%领跑？,澎湃新闻
2839,2019-03-05,【增减持】中国人保(01339.HK)：AIG清仓式减持11.13亿股H股 套现近38亿港元,格隆汇
2840,2019-03-04,涨停复盘 | 超百股涨停再现 一板块异军突起,中金在线
2841,2019-03-04,打板笔记：今天追高了？不要紧！但2019年每次下车都请细思量！,云掌财经
2842,2019-03-04,中国人保录得6天4板 年初至今涨幅超60%,第一财经
2843,2019-03-04,快讯：中国人保冲击涨停 成交额近13亿元,新浪
2844,2019-03-04,中国人保涨停，录得6天4板,Wind
2845,2019-03-04,港股异动丨中国人保高开逾2% 财政部划转29.9亿股A股给社保基金会,格隆汇
2846,2019-03-04,【信达看盘】2019.3.4,信达证券上海
2847,2019-03-04,A股早报2019年3月4日星期一,Wind
2848,2019-03-03,保险股涨近三成 人保、国寿涨幅称霸“双雄归来”,第一财经
2849,2019-03-03,科创板50万投资门槛不变，散户可参与的科创板基金有哪些？6只战略配售基金收益如何？,券商中国
2850,2019-03-01,1日公告精选：汉得信息实控人向百度转让部分股份,和讯
2851,2019-03-01,公告精选：佳都科技中标119亿元项目 两券商股遭上市公司减持,e公司
2852,2019-03-01,中国人保(01339.HK)：财政部拟一次性划转29.9亿股A股予社保基金会,格隆汇
2853,2019-03-01,中国人保：财政部将公司6.76%股份划转给社保基金会持有,e公司
2854,2019-03-01,国寿高预定利率模式持续性几何,证券市场周刊
2855,2019-03-01,涨停板解密：金融股火爆再度带动市场上攻！（3月1日）,Wind
2856,2019-03-01,券商股抢筹还是博傻？AH股3倍价差高悬,Wind
2857,2019-03-01,快讯：中国人保尾盘封板 封单40万手,新浪
2858,2019-03-01,保险股尾盘大涨 中国人保涨停,e公司
2859,2019-03-01,保险、银行等板块拉升 中国人保涨停封单超40万手,金融界
2860,2019-03-01,保险股尾盘走强，上证综指涨超1.2%创日内新高,Wind
2861,2019-02-28,A股屡次涨停的人保集团在H股遭AIG出清,第一财经日报
2862,2019-02-28,港股异动︱盘前现13宗大手成交涉资37.86亿元 中国人保(01339)低开2.79%,智通财经
2863,2019-02-28,【港股异动丨AIG出售11.1亿股 中国人保跌2.23%】,格隆汇
2864,2019-02-28,A股早报2019年2月28日星期四,Wind
2865,2019-02-28,中国人保强势涨停 是什么支撑起保险股这一波走势？,国际金融报
2866,2019-02-27,涨停板解密：金融股继续火爆受追捧！（2月27日）,Wind
2867,2019-02-27,中国人保强势封板 封单超36万手,证券时报网
2868,2019-02-27,保险板块攻势再起 中国人保大涨近6%,中财网
2869,2019-02-27,保险股盘中拉升 中国人保涨停,e公司
2870,2019-02-27,保险板块再度走强 中国人保涨6%,每日经济新闻
2871,2019-02-27,快讯：保险板块冲高 中国人保大涨6%创上市以来新高,新浪
2872,2019-02-26,中国人保：注册资本变更为442.24亿元,中国网
2873,2019-02-26,换将、增资 人保有点忙,国际金融报
2874,2019-02-25,五年三换将 人保财险新总裁谢一群的新挑战,财经网
2875,2019-02-25,重要公告：多家上市公司再发减持公告 减持股份,腾讯网
2876,2019-02-25,中国人保：银保监会核准公司变更注册资本至442亿元,Wind
2877,2019-02-25,中国人保：银保监会核准公司变更注册资本至442亿元,e公司
2878,2019-02-25,中国人保(01339.HK)拟变更注册资本获银保监会核准,格隆汇
2879,2019-02-25,谢一群出任人保财险总裁 人保子公司三定启幕？,新浪
2880,2019-02-25,"中国人保:2019年1月保费收入数据点评-首月业绩创新高,持续性尚待观察",正点财经
2881,2019-02-25,"中国人保:非车加码,1月产险增幅超同业",方正证券
2882,2019-02-25,中国人保早盘封涨停 成交额9.64亿元封单20.51万手,腾讯网
2883,2019-02-25,保险股爆发，中国人寿、中国人保涨停,Wind
2884,2019-02-25,中国人保财险：谢一群副总裁获委任为党委书记,新浪
2885,2019-02-23,A股五大上市险企1月份成绩揭晓：国寿、人保领跑,网易
2886,2019-02-21,A股上市险企1月原保费PK：寿险增速分化 财险双位数增长,中国网
2887,2019-02-20,中国人保(01339.HK)1月原保费收入升17.73%至952.56亿元,格隆汇
2888,2019-02-20,中国人保：1月份保费收入953亿元,e公司
2889,2019-02-20,中国人保：1月保费收入总计952.56亿元,Wind
2890,2019-02-20,A股早报2019年2月20日星期三,Wind
2891,2019-02-20,中国人保涨停打开,中证报
2892,2019-02-19,不要怂就是干?明日三大看点,中财网
2893,2019-02-19,中国人保强势涨停 上市开板以来首次,格隆汇
2894,2019-02-19,保险股大涨：中国人保和西水股份强势涨停,格隆汇
2895,2019-02-19,快讯：中国人保盘中快速封涨停 成交额近10亿,新浪
2896,2019-02-19,保险板块盘中拉升 中国人保、西水股份涨停,中证网
2897,2019-02-19,【异动股】保险板块拉升，中国人保(601319-CN)涨停,财华社
2898,2019-02-19,中国人保早盘封涨停 成交额8.7亿元封单66.08万手,腾讯网
2899,2019-02-19,港股异动︱中国人保(01339)A股直线封涨停 H股跟涨4.31%,智通财经
2900,2019-02-19,保险股盘中大幅拉升 中国人保直线涨停,e公司
2901,2019-02-19,中国人保涨停，成交额逾8亿元,Wind
2902,2019-02-19,保险板块稳步走强，中国人保大涨7%,Wind
2903,2019-02-12,大金融板块集体走低，中国人保、招商银行跌超1%,Wind
2904,2019-02-11,【权益变动】中国人保(01339-HK)被贝莱德增持后减持,财华社
2905,2019-02-11,"【增减持】中国人保(01339.HK)：Black Rock, Inc.减持66.9万股",格隆汇
2906,2019-02-10,"【增减持】中国人保(01339.HK)获BlackRock, Inc.场内增持280.4万股H股",格隆汇
2907,2019-02-10,"【增减持】中国人保(01339.HK)遭BlackRock, Inc.场内减持66.9万股H股",格隆汇
2908,2019-02-04,择机布局中小创公司(附股),红周刊
2909,2019-01-29,保险股全线走强，西水股份大涨5%,Wind
2910,2019-01-29,次新股小幅回暖，宇晶股份直线涨停,Wind
2911,2019-01-29,5家上市险企2018年保费收入增10.8% 老牌保险公司2019年重点攻坚大中城市,21世纪经济报道
2912,2019-01-26,去年四季度基金新进346股 迈瑞医疗获141只基金重仓,金融投资报
2913,2019-01-25,保险股午后走强 中国人保涨5%,e公司
2914,2019-01-25,中国人保明确2019年经营目标：保费稳健增长 合并净利同比增长,证券时报网
2915,2019-01-23,【兴证金融 傅慧芳】基金减仓保险1.54pcts，仍小幅超配 ——基金4季度保险持仓分析,兴证金融
2916,2019-01-23,"中国人保2019年深入推进""3411工程"" 着力商业模式变革等",中国网
2917,2019-01-23,公募2018年四季报成绩单出炉 基金经理看好中长期投资,国际金融报
2918,2019-01-23,中国人保总裁白涛明确2019年经营总目标：市场占比保持稳定 合并净利润同比增长,中国网
2919,2019-01-23,去年10家上市险企保费2.45万亿 半数险企两位数增长,中国经济网
2920,2019-01-23,"金融地产研究部三循环周报:保险跑赢大盘,qfii额度翻倍,外资入场跃跃欲试",申万宏源
2921,2019-01-22,"全球三大资管机构在港“扫货”!16天内被增持18次,这只保险股有何魅力",国际金融报
2922,2019-01-22,2018年12月上市险企保费收入综评:下半年寿险新单逐渐恢复已得到验证,正点财经
2923,2019-01-22,战略配售基金在二级市场买了这些股票,中金在线
2924,2019-01-22,6只战略配售基金平均股票仓位1.17%,中证报
2925,2019-01-21,战略配售基金半年赚了3% 因为没买股票,中证报
2926,2019-01-21,2018年上市险企原保费增速普遍下滑,北京商报
2927,2019-01-20,4只战略配售基金率先披露四季报 揭秘为何参与中国人保配售及下一步方向,每日经济新闻
2928,2019-01-18,750亿巨资！18家央企股权去年划转社保,--
2929,2019-01-18,上市险企2018年原保费突破2万亿 寿险开门红仍承压,中国网
2930,2019-01-17,2018年A股五大上市险企保费收入突破两万亿 保费增速超行业水平,每日经济新闻
2931,2019-01-17,中国人保：2018年原保费收入4965.18亿元 同比上涨4.6%,中国网
2932,2019-01-17,五大上市险企去年保费收入2.2万亿元同比增逾10%,Wind
2933,2019-01-16,中国人保：2018年原保险保费收入4965.18亿元,新浪
2934,2019-01-16,中国人保：2018年度保费收入合计近5000亿元,e公司
2935,2019-01-16,战略配售基金的“政策红利”,理财周刊
2936,2019-01-16,中国人保增加注册资本18亿元,中证网
2937,2019-01-16,中国人保：A股发行上市后 注册资本增加18亿,中国网
2938,2019-01-14,广证恒生-沪深港通月报-港股通月流入创2年新高，北上成交额创新高-20200303,广证恒生策略研究
2939,2019-01-11,花生好车与中国人保达成战略合作 为花生好车车主保驾护航,零壹财经
2940,2019-01-10,花生好车与中国人保达成合作，用全新车险模式嫁接汽车新零售,盖世汽车
2941,2019-01-10,【异动股】保险板块下挫，中国人保(601319-CN)跌1.65%,财华社
2942,2019-01-09,战略配售基金首次受限开放申购，值不值得买？,经济观察网
2943,2019-01-09,"金融地产研究部三循环周报:券商大幅跑赢大盘,地方新增债务提前下达-积极财政政策保障稳增长",申万宏源
2944,2019-01-08,四大中管险企一把手已调整 交行监事长调任中国信保,新浪
2945,2019-01-07,财政部向社保基金会划转其所持太平集团股权的10%,每日经济新闻
2946,2019-01-07,巨牛观市：量能是反弹的保障,巨丰财经
2947,2019-01-07,新华保险创两年多新低，五机构席位卖出近10亿元,Wind
2948,2019-01-07,中国人保：寿险新贵转型可期 增持评级,和讯
2949,2019-01-07,2018年全部取得正收益，6只战略配售基金今日开放申购,澎湃新闻
2950,2019-01-07,保险股砸盘原因找到了：寿险趸交保费断崖式下滑,Wind
2951,2019-01-07,巨丰早评：重磅利好将促A股转强,巨丰财经
2952,2019-01-07,战略配售基金限期开闸 投资者是否“上车”？,国际金融报
2953,2019-01-07,七亿投资款被指输送至劣质公司大成创新尽调成摆设?,新浪
2954,2019-01-04,巨丰收评：大盘超跌反弹窗口开启,巨丰财经
2955,2019-01-04,巨丰午评：券商股掀涨停潮 反弹龙头确定,巨丰财经
2956,2019-01-04,中国人保股价大涨5.01%,中金在线
2957,2019-01-03,战略配售基金去年全部正收益 下周一重新开放申购,中证报
2958,2019-01-02,全年领155张罚单 中国人保日均领罚超10万 其他违规处罚,财经网
2959,2019-01-02,险企受罚2.3亿 违规让利成重灾区,北京商报
2960,2018-12-29,"保险行业2019年投资策略:戴着镣铐跳舞,守正出新",正点财经
2961,2018-12-29,中国人保旗下三公司合力竞拍 11.56亿元拿下广州天河区金融城地块,北京商报
2962,2018-12-28,晚间要闻2018年12月28日星期五,Wind
2963,2018-12-28,中国人保10%股权将划转社保基金,大众证券报
2964,2018-12-28,公告精选：康美药业因涉嫌信披违规被调查；财政部将所持中国人保10%股权划转给社保基金会 其他违规处罚,每日经济新闻
2965,2018-12-28,公告精选：财政部划转中国人保10%股权 康美药业被立案调查 其他违规处罚,e公司
2966,2018-12-28,中国人保：将财政部持有股权的10%划转给社保基金会,澎湃新闻
2967,2018-12-28,中国人保：财政部将所持股权10%一次性划转给社保基金会,e公司
2968,2018-12-28,财政部将所持中国人保股权的10%一次性划与社保基金,21世纪经济报道
2969,2018-12-28,中国人保：控股股东财政部将持有公司股权的10%划转给社保基金会持有,Wind
2970,2018-12-28,【长城非银】戴着镣铐跳舞，守正出新 ——保险行业2019年投资策略报告,强思非银
2971,2018-12-27,2018年A股大盘点：细数新股三宗“最”,证券日报
2972,2018-12-26,2018投行IPO成绩单：中信中金华泰成为大赢家,中国基金报
2973,2018-12-26,非银行金融行业周报:政策空间仍有期待,正点财经
2974,2018-12-26,【异动股】保险板块下挫，中国人保(601319-CN)跌2.25%,财华社
2975,2018-12-26,巨丰原创：2018年IPO情况年终报告,巨丰财经
2976,2018-12-20,上市险企前11月保费：10家公司9家增 国华人寿独滑坡,中国经济网
2977,2018-12-20,险资四季度打新均配9000股，浮盈2305万超同期券商6倍,证券日报
2978,2018-12-20,险资四季度打新均配9000股 浮盈2305万元超同期券商6倍,证券日报
2979,2018-12-19,2018年A股IPO：11省颗粒无收 中金成最大赢家,金融界
2980,2018-12-19,中国人保：前11月原保费收入4563.7亿元 同比增长4.3%,中国网
2981,2018-12-19,"金融地产研究部三循环周报:地产建筑跑赢大盘,另眼看“开门红”",申万宏源
2982,2018-12-17,中国人保：前11月保费收入4564亿元,e公司
2983,2018-12-17,"2019年保险业开门红深度分析:浪淘尽,数风流人物还看今朝",申万宏源
2984,2018-12-14,中国人保、小米加入 万咖壹联招股获多倍认购,新浪
2985,2018-12-12,中国人保：合规负责人任职资格获中国银保监会核准,金融界
2986,2018-12-12,2018险企增资发债超千亿大关 中法人寿却在借钱求生,新浪
2987,2018-12-03,中国人保拟组联合体竞买广州天河商地 起价11.55亿,观点地产网
2988,2018-11-30,非银金融指数回调，市场风险偏好下降——非银行金融行业周报20190922,湘怀看非银
2989,2018-11-30,中国人保：副总裁任职资格获中国银保监会核准,金融界
2990,2018-11-30,今年以来28只次新股开板价成最高价,广州日报
2991,2018-11-30,投行金领愁问路在何方!六成券商年内IPO颗粒无收!,中财网
2992,2018-11-29,中国人保多措并举支持民营经济发展　正开发规模近150亿支持小微融资资管产品,中证网
2993,2018-11-28,年内不足五成券商IPO承销进账 收入同比降54% 盈利能力下降,证券日报
2994,2018-11-27,次新股“风光”不再，原因居然是它？,Wind
2995,2018-11-27,中国人保龙虎榜数据（11月27日）,Wind
2996,2018-11-27,中国人保再跌3.9%，华泰证券深圳益田路荣超商务中心持续买入,Wind
2997,2018-11-27,次新股持续低迷，中国人保跌逾5%,Wind
2998,2018-11-27,人保“回A”六涨停开板独角兽基金尝鲜“超额收益”,21世纪经济报道
2999,2018-11-27,巨丰早参：上海经信委征集推荐科创板挂牌企业,巨丰财经
3000,2018-11-27,巨丰早评：科技股或有转机,巨丰财经
3001,2018-11-26,高送转板块蹊跷熄火，A股减持冷人心,和讯
3002,2018-11-26,基因编辑刷屏，这家公司900万投资换来3亿市值；交易所出“王炸”，大盘能否止跌还要看恒立实业,阿尔法工场
3003,2018-11-26,6只战略配售基金最高收益超3% 已击败90%的基金,新浪
3004,2018-11-26,政策红利释放，保险投资扩大 ——非银行金融行业周报20191215,湘怀看非银
3005,2018-11-26,金股回顾：金股预测提及个股冀东装备今日盘中冲涨停！,巨丰财经
3006,2018-11-26,中国人保收跌7.24%，华泰证券深圳益田路荣超商务中心买入2.35亿元,Wind
3007,2018-11-26,破位行情下外资反手加仓操作——骑牛看熊11月26日淘金收评,云掌财经
3008,2018-11-26,234亿资金争夺20股：主力资金重点出击5股(名单),新浪
3009,2018-11-26,中国人保连续6个涨停板急刹车：今日一度跌停,挖贝网
3010,2018-11-26,中国人保股价下跌 逼近跌停板,挖贝网
3011,2018-11-26,中国人保午后异动跳水8.53%报7.08元 成交20.58亿元,腾讯网
3012,2018-11-26,中国人保(601319-CN)午后跌停 成交额超25亿换手率超34%,财华社
3013,2018-11-26,中国人保午后逼近跌停板 换手率高达27%,新浪
3014,2018-11-26,中国人保午后跌停 成交超23亿元换手率逾30%,证券时报网
3015,2018-11-26,中国人保午后跌停，换手率达31%,Wind
3016,2018-11-26,中国人保跌逾8%,e公司
3017,2018-11-26,快讯：中国人保午后逼近跌停 换手率高达27%,新浪
3018,2018-11-26,次新股盘中跳水，永新光学跌超6%,Wind
3019,2018-11-26,中国人保下跌超过5%,e公司
3020,2018-11-26,受益获配中国人保 6只战略配售基金总收益达30亿元,中证报
3021,2018-11-26,跌破2600点激发资金入市热情 158只个股均获千万抢筹,证券日报
3022,2018-11-25,中国人保资管业务聚焦再发力 引领新时代动能转换,金融界
3023,2018-11-24,不知不觉6只战略配售基金已经大赚30亿 怎么做到的？,中国基金报
3024,2018-11-23,龙虎榜：净利润持续增长支撑股价底部攀升 该股短线仍有上冲空间,巨丰财经
3025,2018-11-23,11月23日A股龙虎榜揭秘，机构净卖出5股,Wind
3026,2018-11-23,中国人保龙虎榜数据（11月23日）,Wind
3027,2018-11-23,中国人保换手率高达64%，三机构均卖出超2000万元,Wind
3028,2018-11-23,涨停板解密：少数龙头股逆市继续火爆！（11月23日）,Wind
3029,2018-11-23,中国人保首次打开一字涨停 累计上涨131.74%,每日经济新闻
3030,2018-11-23,涨停揭秘：两市放量杀跌 涨停股屈指可数,巨丰财经
3031,2018-11-23,机构评级精选：工业互联网再迎风口 三大龙头获机构买入评级,巨丰财经
3032,2018-11-23,中国人保尾盘回封涨停 成交额近50亿元,金融界
3033,2018-11-23,中国人保午后涨停 成交额超48亿,证券时报网
3034,2018-11-23,中国人保午后回封涨停，换手率达63%,Wind
3035,2018-11-23,午评：沪指大跌1.63%报2602.30点 园区开发等板块领跌,腾讯网
3036,2018-11-23,中国人保打开涨停 换手率近50%,中证网
3037,2018-11-23,中国人保：财险主业突出 品牌悠久卓越的综合性保险集团,中泰证券
3038,2018-11-23,中国人保打开涨停板 成交量迅速放大,腾讯网
3039,2018-11-23,快讯：中国人保打开涨停板 上市以来收获五个涨停板,新浪
3040,2018-11-23,新股中国人保首次打开涨停板,e公司
3041,2018-11-23,中国人保打开一字涨停板 成交额超10亿元,证券时报网
3042,2018-11-23,中国人保打开涨停，上市以来共获5个涨停,Wind
3043,2018-11-23,新股中国人保继续涨停，封单170万手,Wind
3044,2018-11-22,险资基金力挺股价 91万中签户收中国人保上市“红包”,华夏时报
3045,2018-11-22,中国人保继续涨停 连续第五日涨停,e公司
3046,2018-11-22,新股中国人保继续涨停，总市值超3000亿元,Wind
3047,2018-11-21,中国人保：前10月保费收入总计4219.58亿元,Wind
3048,2018-11-21,中国人保：前10月保费收入4220亿元,e公司
3049,2018-11-21,涨停揭秘：两市缩量窄幅调整 部分超跌股迎来涨停潮,巨丰财经
3050,2018-11-21,券商四季度打新获配率创年内新高 6只新股已浮盈343万,证券日报
3051,2018-11-20,龙虎榜：业绩持续向好底部发力站上年线 这只医药股值得关注,巨丰财经
3052,2018-11-20,中国人保龙虎榜数据（11月20日）,Wind
3053,2018-11-20,建议将新股发行价作为新上市公司的维稳价格,新浪
3054,2018-11-20,新股中国人保连续三个交易日涨停 总市值超2500亿元,第一财经
3055,2018-11-20,新股中国人保继续涨停，封单超460万手,Wind
3056,2018-11-19,中国人保再度涨停 A股市值达到1878亿元,金融界
3057,2018-11-19,新股中国人保继续涨停，封单超600万手,Wind
3058,2018-11-19,【非银丨左欣然】中国人保(601319)：财险龙头、寿险价值转型，大金控发展正当时,方正证券研究
3059,2018-11-19,科创板点醒“独角兽”基金 未来定位待解,投资者报
3060,2018-11-19,《投资者报》2018保险先锋榜出炉,投资者报
3061,2018-11-17,千亿战略配售基金涨幅猛增 机构看好配售 “第一股”上涨空间,国际金融报
3062,2018-11-17,国内第五家A+H股上市险企亮相： 人保集团回A大涨44.01%,21世纪经济报道
3063,2018-11-17,中国人保A股上市首日涨停 为战略配售基金首只重点配置股票,证券日报
3064,2018-11-16,中国人保（601319.SH）今日在上交所上市,上交所
3065,2018-11-16,11月16日A股龙虎榜揭秘，机构最青睐4股,Wind
3066,2018-11-16,中国人保今日登录上交所收涨44%，两机构席位卖出144万元,Wind
3067,2018-11-16,港交所：2018年11月30日起将中国人保加入中华通证券名单,证券时报网
3068,2018-11-16,港交所：11月30日起，上交所上市的中国人保将加入中华通证券名单,Wind
3069,2018-11-16,中国人保A股首秀报收4.81元 涨幅44.01%,北京商报
3070,2018-11-16,中国人保今日登陆A股 成第五家 A+H 上市保险企业,经济观察网
3071,2018-11-16,中国人保登陆上交所 A股“保险军团”总市值接近2.5万亿元,新华网
3072,2018-11-16,中国人保 品牌卓越、市场领先的中国保险业巨头,证券市场周刊
3073,2018-11-16,中国人保上市首日股价涨44%,中金在线
3074,2018-11-16,午评：等待市场方向选择重点关注主流热点,中金在线
3075,2018-11-16,一线|史上最低价保险股上市：中国人保今日终于跨过曲折回A路,腾讯网
3076,2018-11-16,IPO可遇不可求 中国人保带来什么机会？,华夏时报
3077,2018-11-16,巨无霸中国人保今日上交所上市，上市首日顶格涨停,第一财经
3078,2018-11-16,人保A股上市冲击2000亿市值 战略配售浮盈十几亿,中国基金报
3079,2018-11-16,中国人保上市首日无悬念暴涨44% 总市值达2127亿元,新浪
3080,2018-11-16,中国人保上市顶格涨停 其它保险股小幅走低,证券时报网
3081,2018-11-16,中国人保开盘大涨逾20%,每日经济新闻
3082,2018-11-16,巨无霸中国人保A股上市首日无悬念涨停,腾讯网
3083,2018-11-16,N人保上市顶格涨停，市值超2100亿元,Wind
3084,2018-11-16,最赚钱央企换帅啦！ 董监高成员变化,一带一路高参
3085,2018-11-16,中国人保发行股份18亿股 预计募资58.5亿元,挖贝网
3086,2018-11-16,今日新股上市一览表：中国人保开板价预测 看看你能赚多少？,银行信息港
3087,2018-11-16,中国人保今日上交所上市 前三季度净利同比下降16.34% 盈利能力下降,证券之星
3088,2018-11-16,N人保:券商定位区间均值为4.2-4.62元,Wind
3089,2018-11-16,巨丰早评：2700点将不日攻克,巨丰财经
3090,2018-11-16,新股发行与上市一览（11月16日）,Wind
3091,2018-11-16,中国人保强势归来，A股市场再迎保险企业,斑马消费
3092,2018-11-16,【东北证券】今日新股丨中国人保上市、科森转债和特发转债申购,东北证券金融世界
3093,2018-11-15,中国人保A股股票11月16日上市交易,北京商报
3094,2018-11-15,躺赢大盘的千亿独角兽基金，终于出手了~~,小波思基
3095,2018-11-15,行情持续火热 明天看这只A股新军登场——道达投资手记,每日经济新闻
3096,2018-11-15,【亿欧快讯】传智播客与中国人保推出培训费用损失保险_亿欧_产业创新服务平台,亿欧网
3097,2018-11-15,中国人保601319上市时间出炉 16日登陆上交所,银行信息港
3098,2018-11-15,巨丰视角：短期大盘仍有进一步反弹空间,巨丰财经
3099,2018-11-15,中国人保明日上市 已形成保险金融产业集群,晨哨网
3100,2018-11-15,中国人保明天在上交所上市 前三季度营收增加,资本邦
3101,2018-11-15,投行简报11.15 中国人保拟明日上市,新浪
3102,2018-11-15,郭施亮:中国人保确定上市时间，如何解读对现阶段A股的影响？,中财网
3103,2018-11-14,中国人保披露A股战略配售前十甲股东 保险基金占大头,新浪
3104,2018-11-14,定了！人保16日登陆上交所,经济观察网
