,2021-12-28,北向资金假期后首日加仓近13亿，兴业银行、宁德时代净买入均超5亿元,Wind
1473,2018-07-03,【长江交运】“公转铁”持续推进，铁路货运中期升势确立,长江交运
1474,2018-07-03,[推荐评级]招商“交”点之周报篇：黎明前的黑暗,中财网
1475,2018-07-03,[看好评级]申万宏源交运行业一周天地汇：沙特增产伊朗船队制裁促油运复苏 政策引导铁路需求持续旺盛,中财网
1476,2018-07-02,大秦铁路跌4.26%，创近2个月新低，报7.86元,腾讯网
1477,2018-07-02,《中国智库专辑·2018中国上市公司业绩评价报告》发布,中证网
1478,2018-07-02,[强于大市评级]交通运输行业周报：人民币贬值致航空板块调整,中财网
1479,2018-07-02,大秦铁路跌2.31%，创近2个月新低，报8.02元,腾讯网
1480,2018-07-02,[中性评级]华泰证券交通运输行业周报(第二十六周),中财网
1481,2018-07-02,交通运输：攻坚交通结构性减排铁路货运板块迎来利好机遇,中证网
1482,2018-06-30,北上资金六月净买入前高后低 加仓靠前公司表现抢眼,大众证券报
1483,2018-06-28,A股MSCI成分股更抗跌，北上资金逆势增持146股,证券时报
1484,2018-06-28,6月28日早评：两市股指双双低开 石油板块逆市走强,财界网
1485,2018-06-27,A股入MCSI成绩单：成分股更抗跌 北上资金增持146股,证券时报网
1486,2018-06-27,[买入评级]交通运输行业投资策略：航空景气持续上行;“公转铁”政策加速推进,中财网
1487,2018-06-27,50只股即将分红 抢权行情能否开启？,证券时报
1488,2018-06-27,[推荐评级]交运行业2018年中期投资策略：供改与成长共舞,中财网
1489,2018-06-27,[推荐评级]招商“交”点之周报篇：京沪线提价落地 坚定民航供改信心,中财网
1490,2018-06-27,【山证山西】山西经济研究（2018.6.18-2018.6.24）,山西证券研究所
1491,2018-06-26,6000亿！国际资金大举北上买A股，抄底这些蓝筹股,中国基金报
1492,2018-06-26,晚间重要公告2018年6月26日星期二,Wind
1493,2018-06-26,大秦铁路：董事长赵春雷辞职,Wind
1494,2018-06-26,中金交运双周报81期：票价市场化继续推进 关注航空暑运机会,中财网
1495,2018-06-26,"申万宏源交运一周天地汇:海控收购东方海外有望如期完成,航空行业整体供需逐步改善",申万宏源
1496,2018-06-25,交通运输行业周报:静待航空暑运旺季,平安证券
1497,2018-06-24,沪深股通终结连续12周净流入，21只个股获逆势大幅增持,每日经济新闻
1498,2018-06-22,动力煤：供需紧张或贯穿旺季(附股),顶尖财经网
1499,2018-06-22,【东北交运】5月铁路数据点评：“公转铁”加速推进，5月铁路货运创新高,老瞿研究
1500,2018-06-21,热点追踪：境外上市新药审批政策加速，关注受益产业链板块,国元财富管理
1501,2018-06-21,6月21日实战攻略+个股狙击,财经
1502,2018-06-20,A股头条之上市公司公告精选（6.21）,金融界
1503,2018-06-20,2018下半年交通运输行业投资策略：关注油运拐点 航空景气向上,申万宏源
1504,2018-06-20,千股跌停日外资动向曝光：抛售大金融15亿元，猛烈加仓机械股（附增减持前50名单）,每日经济新闻
1505,2018-06-20,【山证山西】山西经济研究（2018.6.11-2018.6.18）,山西证券研究所
1506,2018-06-19,【数据揭秘】融资客最看好个股一览,证券时报
1507,2018-06-19,机械行业动态：年内第一批动车组招标启动 龙头公司有望估值修复,中财网
1508,2018-06-15,"交通运输业:bdi反弹创18年新高,7月1日禁止不合规车辆运输车通行",新浪
1509,2018-06-14,[推荐评级]交通运输行业2018年中期策略：铁路改革深化、高速公路稳健,中财网
1510,2018-06-13,A股入摩近两周北向资金动作不断 减仓白马股“围猎”这些个股,每日经济新闻
1511,2018-06-13,大秦铁路今日大宗交易成交495.65万股，成交价9.11元折价-0.55%,Wind资讯
1512,2018-06-13,[买入评级]大秦铁路(601006)公告点评：5月运量攀升至近四年高点,中财网
1513,2018-06-13,三类以上机构共同持有46只个股 9家公司被密集调研,证券日报
1514,2018-06-12,"交通运输行业:1季度三大航扣非归母净利增60%以上,铁路板块归母净利增长超预期",新浪
1515,2018-06-12,[中性评级]交运行业周报：燃油附加费复征 利好航空,中财网
1516,2018-06-12,[买入评级]大秦铁路(601006)5月运营数据点评：日均运量创新高 公转铁或率先受益,中财网
1517,2018-06-12,"交通运输行业:端午、暑运将来临,继续看好航空、铁路板块表现",新浪
1518,2018-06-12,24股获券商买入评级 神州数码目标涨幅达54.02%,Wind
1519,2018-06-12,【华泰证券研究所】每日晨会启明星20180612,华泰证券研究所
1520,2018-06-12,这些年不再灵光的投资“规律”,中证报
1521,2018-06-11,[强推评级]大秦铁路(601006)重大事项点评：运量重返巅峰 日均130万吨创4年以来最高水平 货运增行动受益者 低估值高股息 “强推”评级,中财网
1522,2018-06-11,CFi收盘揭秘:新低之后还有新低？量能制约多方发挥,中财网
1523,2018-06-11,5月大秦线完成煤炭运输量4033万吨 增长7.12%,中国煤炭资源网
1524,2018-06-11,[同步大势评级]交通运输行业周报：航空燃油附加费复征 铁路货运中期升势确立,中财网
1525,2018-06-11,【东北交运】大秦铁路：5月运量强势恢复，低估值高股息具备吸引力,老瞿研究
1526,2018-06-11,[推荐评级]大秦铁路(601006)公司动态：5月大秦线运量恢复满负 全年运量或将超预期,中财网
1527,2018-06-11,交通运输行业周报:燃油附加费重启征收,平安证券
1528,2018-06-11,"大秦铁路:大秦运量回归至高位,再次强调“买入”评级",申万宏源
1529,2018-06-10,【东北交运第24周观点】航空燃油附加费复征，铁路货运中期升势确立,老瞿研究
1530,2018-06-10,解禁后流通股数量（万股）,姜明交运观察
1531,2018-06-10,《食品饮料行业周报：川酒调研反馈积极，啤酒迎世界杯主主题》,华创证券研究
1532,2018-06-08,大秦铁路：前5月大秦线货物运输量同比增长7%,Wind
1533,2018-06-08,铁路混改6只概念股价值解析,中国证券网
1534,2018-06-07,存托凭证发行与交易管理办法正式发布,万隆证券网
1535,2018-06-07,2018/6/7股市消息早知道：今日大盘预测及个股分析,南方财富网
1536,2018-06-06,"交通运输行业:油价高位回落,航空反弹可期",正点财经
1537,2018-06-04,[同步大势评级]交通运输行业周报：阿里入股中通强化龙头优势 铁路客运价格改革加速落地,中财网
1538,2018-06-04,国内最长煤运专线蒙华铁路汾河特大桥顺利合龙,e公司
1539,2018-06-04,[中性评级]交运行业周报：航空控制供给 快递缓解竞争隐忧,中财网
1540,2018-06-04,CFi收盘揭秘:主力资金聚集蓝筹 未来或继续二八分化,中财网
1541,2018-06-04,"交通运输行业:铁总上调铁路集装箱运价,国内线燃油附加费有望复征",新浪
1542,2018-06-04,煤炭行业每周观点：高日耗低库存支撑煤价继续上行 板块估值有望修复,中财网
1543,2018-06-04,[强于大市评级]交通运输行业周报：油价企稳 燃油附加费或征收在即,中财网
1544,2018-06-04,铁路货运行业：线路释放运力 铁路货运将迎来繁荣发展期,申万宏源
1545,2018-06-04,今日午评：冲高回落风险犹在 蓝筹强势护盘题材弱势,中财网
1546,2018-06-04,2018年5月上证50股票名单 上证50股票名单详情,南方财富网
1547,2018-06-04,开盘观察:大蓝筹股资金流入明显 市场风格正在转变,中财网
1548,2018-06-04,[强于大市评级]交通运输行业研究周报：铁总上调铁路集装箱运价 国内线燃油附加费有望复征,中财网
1549,2018-06-03,【东北交运第23周观点】阿里入股中通强化龙头优势，铁路客运价格改革加速落地,老瞿研究
1550,2018-06-01,【安信煤炭周泰团队】日报：力拓将完成澳大利亚温彻斯特南冶金煤项目股权出售,微信
1551,2018-06-01,河北计划关闭煤矿22座 神华月度长协煤价“涨声一片”,中宇资讯
1552,2018-06-01,多重因素促进 煤价上涨趋势或将减缓,金融界
1553,2018-05-31,大秦铁路具备长期投资价值,全景网
1554,2018-05-31,明日最具投资机会六大牛股一览（2018年5月31日）,中财网
1555,2018-05-31,午后金股精选:稳健增长穿越周期,中财网
1556,2018-05-31,电力行业投资研究报告：煤电机组利用小时数进入上升通道,方正证券
1557,2018-05-31,上证50股票名单2018 2018年上证50名单是哪些？,南方财富网
1558,2018-05-30,【专题深度】火电专题报告二：煤炭和电力供需双改善带动火电业绩反转,公用环保郭丽丽团队
1559,2018-05-30,[同步大势评级]交通运输行业动态周报：油价高位回落 航空反弹可期,中财网
1560,2018-05-29,2018年5月上证50股票名单 上证50股票名单详情（5/29）,南方财富网
1561,2018-05-29,【陆股通交易追踪】陆股通净流入超38亿 食品饮料及银行板块受追捧,e公司
1562,2018-05-28,山西投资者集体接待日活动成功举行 百余位上市公司高管现场答疑,全景网
1563,2018-05-28,铁路公路2018年中期策略：建议增持铁路 精选公路个股,中财网
1564,2018-05-28,[路演]大秦铁路：蒙华铁路对公司影响不大,全景网
1565,2018-05-28,[看好评级]申万宏源交运行业一周天地汇：航运开征燃油附加费 旺季涨价诉求强烈运价或超预期,中财网
1566,2018-05-28,中联百强榜单：制造业抢占榜首表现强劲,中证网
1567,2018-05-28,今日午评：三大股指全线探底回升 世界杯概念抢眼,中财网
1568,2018-05-28,2017年度中联上市公司价值百强榜出炉,苏南网
1569,2018-05-28,[同步大势评级]交通运输行业动态报告：航空快递维持高景气 铁路货运迎来中期升势,中财网
1570,2018-05-28,[强于大市评级]交通运输行业研究周报：航空燃油附加费或将征收 坚定看好航空、铁路板块,中财网
1571,2018-05-28,中金交运行业双周报：中美联合声明推升航运股价行情,中财网
1572,2018-05-28,世界一次建成里程最长重载铁路蒙华铁路大中山隧道顺利贯通,经济日报
1573,2018-05-27,增持5.6亿元 通化东宝成北上资金“新宠”,中金在线
1574,2018-05-27,增持5.6亿元！这只股票成北上资金“新宠”，创业板重获加仓,和讯
1575,2018-05-27,重载之最！蒙华铁路超级隧道贯通：提前5个月,驱动之家
1576,2018-05-27,蒙华铁路大中山隧道贯通 为世界一次性建成最长重载铁路,中新网
1577,2018-05-27,【东北交运第22周观点】油价高位回落，航空反弹可期,老瞿研究
1578,2018-05-26,大秦铁路具备长期投资价值,红周刊
1579,2018-05-24,[增持评级]煤炭开采行业点评报告：发改委调控煤价如何影响后续价格及煤炭股?,中财网
1580,2018-05-24,股期双杀后 煤炭后续怎么走？,每经网
1581,2018-05-23,工程机械之上游 | 以钢铁业的转型升级推动中国经济高质量发展,慧聪网
1582,2018-05-22,"交通运输行业:国家明确进一步降低物流成本,航空、铁路继续看好",新浪
1583,2018-05-22,[中性评级]交运行业周报：快递业务高增长 2Q旺季值得关注,中财网
1584,2018-05-22,[强于大市评级]交通运输行业周报：中美贸易达共识 建议关注航运板块,中财网
1585,2018-05-21,"交通运输行业:快递维持高增长,航空关注燃油附加费进展",正点财经
1586,2018-05-20,【东北交运第21周观点】航空快递维持高景气，铁路货运迎来中期升势?,老瞿研究
1587,2018-05-18,[中性评级]交通运输行业2017年报2018一季报分析：空铁迎市场化红利 航运宜复苏中布局,中财网
1588,2018-05-17,"煤炭行业:焦炭价格止跌企稳,动力煤价格探涨预期较浓",东北证券
1589,2018-05-15,[路演]秦港股份：公司在大秦铁路运量占比将增加,全景网
1590,2018-05-14,[推荐评级]交通运输行业周报：快递龙头分化加速 油轮市场有望回暖,中财网
1591,2018-05-14,[中性评级]交运行业周报：油价或压制航空 但利好油轮运价,中财网
1592,2018-05-14,[优于大势评级]煤炭行业周报：焦炭价格止跌企稳 动力煤价格探涨预期较浓,中财网
1593,2018-05-14,[强于大市评级]交通运输行业研究周报：BDI反弹创18年新高 7月1日禁止不合规车辆运输车通行,中财网
1594,2018-05-14,[同步大势评级]交通运输行业周报：快递维持高增长 航空关注燃油附加费进展,中财网
1595,2018-05-14,财融汇·个股研报精选,财通证券融资融券部
1596,2018-05-14,中金交运行业双周报：美国退出伊朗核协议 对油运影响待观察,中财网
1597,2018-05-13,【天风交运姜明团队】周报（5.07-5.13）：BDI反弹创18年新高，7月1日禁止不合规车辆运输车通行,姜明交运观察
1598,2018-05-13,【东北交运第20周观点】快递维持高增长，航空关注燃油附加费进展,老瞿研究
1599,2018-05-12,2018下半年投资策略观点集萃（上）,中信证券研究
1600,2018-05-11,财融汇·早间必读 | 20180511,财通证券融资融券部
1601,2018-05-11,[强推评级]大秦铁路(601006)4月数据点评：检修期小幅下滑为正常波动 预计5月运量重回满负荷状态 低估值高股息 “强推”评级,中财网
1602,2018-05-11,中国通号承建大秦线CTC设备更新改造工程,国资委
1603,2018-05-11,56股获券商买入评级，广汽集团目标涨幅达55.23%,Wind
1604,2018-05-11,用煤淡季 动力煤却存看涨预期,卓创资讯
1605,2018-05-11,"交通运输行业周报:海运运价抬升,民航票价改革继续推进",平安证券
1606,2018-05-10,周五机构一致最看好的6只个股（5.10）,中金在线
1607,2018-05-10,最新上证50股票名单 20185月份上证50指数成分股列表发布,南方财富网
1608,2018-05-10,[买入评级]大秦铁路(601006)公司跟踪：4月运量相对饱和 看好18年景气延续,中财网
1609,2018-05-10,[买入评级]大秦铁路(601006)4月运营数据点评：春季检修相对满载 5月运量有望恢复,中财网
1610,2018-05-10,检修致4月运量下滑 长期供需向好趋势不改,红周刊
1611,2018-05-10,34股获券商买入评级 中航资本目标涨幅达71.43%,Wind
1612,2018-05-09,大秦铁路股票分析：例行检修结束，运量有望恢复高位,华泰证券
1613,2018-05-09,[推荐评级]招商“交”点之周报篇：铁路运价市场化持续推进 坚定民航供改信心,中财网
1614,2018-05-09,申万宏源：大秦铁路买入评级,顶尖财经网
1615,2018-05-09,今日午评：市场风格发生微妙转变 指数盘整后再向上,中财网
1616,2018-05-09,[中性评级]交运行业周报：改革逻辑不破 继续推荐航空铁路,中财网
1617,2018-05-09,华泰证券：大秦铁路买入评级,顶尖财经网
1618,2018-05-08,[推荐评级]交通运输行业周报：铁路定价市场化持续推进,中财网
1619,2018-05-08,[买入评级]大秦铁路(601006)季报点评：Q1表现超出预期 看好18年景气延续,中财网
1620,2018-05-08,大秦铁路：前4月货物运输量同比增长7%,e公司
1621,2018-05-07,上证50包括哪些股票|2018年上证50有哪些股票？,南方财富网
1622,2018-05-04,安百拓 | 百年传承 只为凿岩！,慧聪网
1623,2018-05-04,"大秦铁路:17年及18Q1利润高增长,估值偏低上调至买入评级",申万宏源
1624,2018-05-04,"交通运输行业17年报及18一季报回顾:航空、铁路业绩向好,物流、快递高景气,集运建议底部布局",申万宏源
1625,2018-05-03,五只国家队基金赚钱能力亮眼 最新重仓股曝光,中金在线
1626,2018-05-03,上调评级至买入策略选股（5月3日）,Wind
1627,2018-05-03,交运行业:票价放开逐步兑现 继续推荐航空,华泰证券
1628,2018-05-03,派现金额首破万亿 高送转急剧降温,证券时报
1629,2018-05-03,"大秦铁路:量价齐升保障业绩高增长,估值存在修复空间",国金证券
1630,2018-05-02,机构上调29股评级 金徽酒目标涨幅34%,证券时报网
1631,2018-05-02,利润增速创五年新高 周期性行业增长显著,证券时报
1632,2018-04-27,上证50股票名单有哪些？上证50股票是哪些？,南方财富网
1633,2018-04-27,短期动力煤市场利空因素仍占主导--近期市场走势分析及后市研判,欧浦钢铁网
1634,2018-04-25,[推荐评级]招商“交”点之周报篇：民航提价逐步兑现 雄安新区规划出台,中财网
1635,2018-04-24,[中性评级]交运行业周报： 降准利好高股息 航空超跌待反弹,中财网
1636,2018-04-23,[推荐评级]交通运输行业周报：国内航线票价市场化持续推进,中财网
1637,2018-04-23,[强于大市评级]交通运输行业研究周报：雄安新区规划出炉 航空、铁路配置正当时,中财网
1638,2018-04-23,国家队基金首季份额缩减七成,中证报
1639,2018-04-21,机构上调21股评级 南钢股份上涨空间高达31.87%,财富动力网
1640,2018-04-20,公募一季报最新披露：国家队基金规模首次下降,每日经济新闻
1641,2018-04-20,[谨慎增持评级]大秦铁路(601006)公司更新报告：上调评级至谨慎增持,中财网
1642,2018-04-20,当前沿海煤运格局呈三足鼎立之势,金融界
1643,2018-04-20,机构上调18股评级 贵广网络目标涨幅28%,证券时报网
1644,2018-04-19,[买入评级]大秦铁路(601006)深度报告：经营趋于稳健 类债属性增强,中财网
1645,2018-04-18,817家公司现国家队身影，白马股分歧，创蓝筹受青睐,--
1646,2018-04-18,上证50指数成份股目前还算不算低估？,银行信息港
1647,2018-04-17,[推荐评级]煤炭行业周报：港口库存仍居高位 短期动力煤将继续弱势运行,中财网
1648,2018-04-16,[强于大市评级]交通运输行业研究周报：3月快递单量增速29.9% 海南自贸区自贸港建设获国家支持,中财网
1649,2018-04-16,[强于大市评级]交通运输行业周报：民航局正式印发市场调节价航线目录 民航调价在即,中财网
1650,2018-04-16,增长1.8%:3月大秦线完成煤炭运输量3910万吨,电力新闻网
1651,2018-04-16,中金交运行业双周报：党中央支持海南建设自贸区和探索自贸港,中财网
1652,2018-04-13,[买入评级]大秦铁路(601006)3月生产经营数据点评：煤炭需求旺盛 运量接近满载,中财网
1653,2018-04-13,[看好评级]交通运输行业2018年一季报前瞻：航运、航空供需结构改善 快递增速提升 铁路货运依旧亮眼,中财网
1654,2018-04-12,最新沪市主力大单流出前20股(4/10),中财网
1655,2018-04-11,华泰证券：上调大秦铁路评级至买入,Wind
1656,2018-04-11,[增持评级]大秦铁路(601006)点评：大秦线18Q1运量同比增长9.85% 量价双升业绩可期,中财网
1657,2018-04-11,[强推评级]大秦铁路(601006)3月数据点评：连续三个月维持日均126万吨以上水平 对应17 年9 倍PE 5.5%股息率 强调“强推”评级,中财网
1658,2018-04-11,[买入评级]大秦铁路(601006)公告点评：股息率有吸引力 上调至买入评级,中财网
1659,2018-04-11,上证50股票名单 2018上证50股票最详情,南方财富网
1660,2018-04-11,最新公告透露利好 13只个股有潜力（4.11）,中证网
1661,2018-04-10,主板要崛起了吗？逾67亿资金抢筹27股！机构增持股曝光（名单）,财富动力网
1662,2018-04-10,公告精选丨多公司发布分红方案；3公司准备“摘帽”,21世纪经济报道
1663,2018-04-10,4月10日晚间上市公司利好消息一览（附名单）,中金在线
1664,2018-04-10,大秦铁路：一季度货物运输量同比增近10%,e公司
1665,2018-04-09,[推荐评级]交通运输行业周报：飞机关税提高对当期利润影响有限,中财网
1666,2018-04-09,[强于大市评级]交通运输行业研究周报：出口集运价格止跌企稳 海南主题继续发酵,中财网
1667,2018-04-08,中上协2017年度最受投资者尊重的上市公司评选结果揭晓,证券时报网
1668,2018-04-03,交通运输行业周报：增值税率降低有望增厚行业利润,中财网
1669,2018-04-03,[推荐评级]交通运输行业一周回顾与展望：交通运输行业增值税率降低1% 利好航空及铁路客运业务 持续推荐航空新时代、建发及普路通,中财网
1670,2018-04-03,[强于大市评级]交通运输行业研究周报：增值税率下调利好航空铁路 二季度持续推荐,中财网
1671,2018-04-02,中金交运行业双周报：新航季开始 静待票价市场化政策落地,中财网
1672,2018-03-31,25只基金加仓超过40% 龙头股仍是掘金重点(名单),中财网
1673,2018-03-30,3月30日晚间重要行业研究汇总(附股),中金在线
1674,2018-03-30,[看好评级]交通运输行业动态跟踪：增值税率下调 利好交运板块,中财网
1675,2018-03-30,"交运行业:交运行业增值税税率调降,航空板块业绩弹性大",平安证券
1676,2018-03-27,"交通运输行业:回避贸易摩擦风险,布局航空铁路和快递",新浪
1677,2018-03-27,上证50指数翻绿中国太保跌超3%,顶尖财经网
1678,2018-03-27,上证50午后翻绿 今日振幅近2%,证券之星
1679,2018-03-25,【天风交运姜明团队】周报（3.19-3.25）：回避贸易摩擦风险，布局航空铁路和快递,姜明交运观察
1680,2018-03-22,【天风Morning Call】晨会集萃20180322,天风研究
1681,2018-03-20,[推荐评级]交通运输行业周报：新航季继续严控总量态度清晰可见,中财网
1682,2018-03-20,【铁路货运】1-2月大秦线完成货物运输量7485万吨 同比增长14.59%,兰格钢铁网
1683,2018-03-19,[强于大市评级]交通运输行业研究周报：1-2月快递量增长31.2% 继续强调航空、铁路板块机会,中财网
1684,2018-03-19,本周股评家最看好的个股 本周股评家看好的个股名单,南方财富网
1685,2018-03-19,[推荐评级]招商“交”点之周报篇：民航夏秋换季来临 快递Q1增速有望达30%,中财网
1686,2018-03-19,[中性评级]交运行业周报：航空新航季政策值得期待,中财网
1687,2018-03-19,"交通运输行业:1-2月快递量增长31.2%,继续强调航空、铁路板块机会",新浪
1688,2018-03-19,"交运行业周报:夏秋航季航空供给再收缩,快递维持高度景气",东北证券
1689,2018-03-18,【天风交运姜明团队】周报（3.12-3.18）：1-2月快递量增长31.2%，继续强调航空、铁路板块机会,姜明交运观察
1690,2018-03-17,券商汇总:下周将报复性上涨个股,中财网
1691,2018-03-16,机构一致看好哪些股票？2018年3月16日机构一致看好10金股,至诚财经
1692,2018-03-16,黑马股推荐：2018年3月16日推荐6只黑马股,至诚财经
1693,2018-03-15,大秦铁路：2月运量创新高 改革提升增长空间,东北证券
1694,2018-03-14,【山证山西】山西经济研究（2018.3.5-2018.3.11）,山西证券研究所
1695,2018-03-13,交运行业周报:两会释放交运税收优惠利好;春节快递业务量增长良好,新浪
1696,2018-03-13,2月大秦线完成煤炭运输量3558万吨 增长18.09%,中国煤炭资源网
1697,2018-03-13,[推荐评级]交通运输行业一周回顾与展望：航空运输领跑春运 快递件量增速3月有望达到30%,中财网
1698,2018-03-13,【华泰证券研究所】每日晨会启明星20180313,华泰证券研究所
1699,2018-03-12,研报精选 6股值得关注（3.12）,中金在线
1700,2018-03-12,[推荐评级]招商“交”点之周报篇：快递淡季增速回升 航空无惧回调压力,中财网
1701,2018-03-12,3月12日晚间重要行业研究汇总(附股),中财网
1702,2018-03-12,[增持评级]大秦铁路(601006)点评：煤炭运输需求依旧旺盛 大秦线2 月运量同比增长18%,中财网
1703,2018-03-12,大秦铁路：煤炭运输需求依旧旺盛 增持评级,申万宏源
1704,2018-03-12,[中性评级]交运行业周报：聚焦两会：交通运输税率有望降低,中财网
1705,2018-03-12,“国家队基金”业绩分化显现：北京两基金产品年化收益垫后！,红周刊
1706,2018-03-12,短期动力煤价格仍将继续走弱,欧浦钢铁网
1707,2018-03-12,[推荐评级]大秦铁路(601006)公司动态：下游需求带动 1-2月合计运量增速超预期,中财网
1708,2018-03-11,【招商交运常涛团队】周观点-快递淡季增速回升，航空无惧回调压力,招商交运
1709,2018-03-11,[强推评级]大秦铁路(601006)2月数据点评：运量维持高位 近三年单月最高运量水平 维持“强推”评级,中财网
1710,2018-03-09,公告精选：精准信息中标区块链项目 海得控制七日涨九成停牌核查,e公司
1711,2018-03-09,大秦铁路：前两个月大秦线累计货物运输量同比增长14.59%,e公司
1712,2018-03-09,[中性评级]大秦铁路(601006)更新报告：运量上升兑现 估值修复完成,中财网
1713,2018-03-07,8大维度全面解读，两会机会了解一下,国金证券
1714,2018-03-07,2018两会概念股龙头：政府工作报告聚焦相关行业重点股,证券时报
1715,2018-03-06,【天风交运姜明】是现代物流，也是铁路货运！ 升级正当时！,姜明交运观察
1716,2018-03-06,[看好评级]申万宏源交运一周天地汇：3月集运淡季预期最低点 建议铺底配置中远海控,中财网
1717,2018-03-05,[推荐评级]招商“交”点之周报篇：《民航服务质量指导意见》出台 强化准点率要求,中财网
1718,2018-03-05,[中性评级]交运行业周报：建议航空逢低买入 看好干散上行,中财网
1719,2018-03-05,[同步大势评级]交通运输行业周报：航班时刻管理办法出台 航空长期向好趋势不改,中财网
1720,2018-03-05,[推荐评级]交通运输行业周报：春运后半程 铁路及民航保持较快增速,中财网
1721,2018-03-05,“混改”成高频词，5大领域是重点,微信
1722,2018-03-04,【东北交运第10周观点】航班时刻管理办法出台，航空长期向好趋势不改,老瞿研究
1723,2018-03-04,【天风交运姜明团队】周报（2.26-3.04）：集运价格大幅回调，看好区域及改革主题,姜明交运观察
1724,2018-03-02,"交通运输产业行业研究:航空春运数据超预期,后半程将继续发力",证券之星
1725,2018-02-27,解密主力资金出逃股 连续5日净流出158股,证券时报
1726,2018-02-27,交通运输概念股有哪些:春运民航发送旅客增14.6% 航空铁路继续坚,南方财富网
1727,2018-02-27,"交运一周天地汇:航空春运亮点频现需求高增长,集运外需强劲旺季有望超预期",申万宏源
1728,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
1729,2018-02-26,[推荐评级]交通运输行业周报：春运民航需求强劲 鄂州机场建设迈出坚实一步,中财网
1730,2018-02-26,[中性评级]交运行业周报：航空春运数据向好 干散运价上行,中财网
1731,2018-02-26,交通运输行业研究周报：春运民航发送旅客增14.6% 航空铁路继续坚定配置,中财网
1732,2018-02-26,38股目标涨幅超两成 49亿主力资金抢筹,证券时报
1733,2018-02-26,[同步大势评级]交通运输行业周报：春节消费升级动力强劲 航空需求旺盛,中财网
1734,2018-02-26,中金交运行业双周报：春运推动交运行情向好,中财网
1735,2018-02-25,【招商交运常涛团队】周观点-春运客流维持强劲，《时刻管理办法》出台,招商交运
1736,2018-02-25,【天风交运姜明团队】周报（2.19-2.25）：民航春运发送旅客增14.9%，航空铁路继续坚定配置,姜明交运观察
1737,2018-02-25,【东北交运第9周观点】春节消费升级动力强劲，航空需求旺盛,老瞿研究
1738,2018-02-25,机构：春节消费数据塑造市场新风口 四板块欲借机腾飞,21世纪经济报道
1739,2018-02-24,交运板块走“春运” 6只低估值绩优股受资金青睐,证券日报
1740,2018-02-22,50股目标涨幅超两成 70亿主力资金抢筹,证券时报网
1741,2018-02-22,今日53只个股跨越牛熊分界线,证券时报网
1742,2018-02-22,节前近58亿元资金入场抢筹 多只个股获看好,证券日报
1743,2018-02-22,节前近58亿元资金入场抢筹,证券日报
1744,2018-02-19,路上的A股上市公司你知道吗？,金投网
1745,2018-02-19,路上的A股，你都知道吗？,--
1746,2018-02-19,路上的A股，你都知道吗？,证券时报网
1747,2018-02-18,大秦铁路：下游煤炭需求旺，大秦线运量受益,南方财富网
1748,2018-02-17,50股目标涨幅超两成 70亿主力资金抢筹,证券时报
1749,2018-02-14,56股目标涨幅超两成 99亿主力资金抢筹,证券时报网
1750,2018-02-14,【家国网聚】暖 流——春运画卷上的重载色彩,中国经济网
1751,2018-02-13,开盘观察:美股企稳引发Ａ股反弹 久违普涨局面重现,中财网
1752,2018-02-13,42股获券商买入评级，金圆股份目标涨幅达53.51%,Wind
1753,2018-02-13,【华泰证券研究所】每日晨会启明星20180213,华泰证券研究所
1754,2018-02-12,2017年一机集团交出这样一份答卷,工程机械商贸
1755,2018-02-12,[推荐评级]交通运输行业一周回顾与展望：复盘15-16年 看超跌反弹特征 市场调整不影响基本面表现 持续推荐航空与18年金股组合,中财网
1756,2018-02-12,铁总节前连下车辆大单 映射铁路煤运强劲势头,中国经营网
1757,2018-02-12,铁路公路行业2017年业绩预览：配置高股息龙头 阶段性防御为主,中财网
1758,2018-02-12,【华创证券】急跌后的市场演绎与风格选择|宏观+策略+交运,华创证券
1759,2018-02-12,47股目标涨幅超两成 54亿主力资金抢筹,证券时报
1760,2018-02-12,[同步大势评级]交通运输行业周报：航空需求旺盛 铁路货运创新高,中财网
1761,2018-02-12,[推荐评级]大秦铁路(601006)公司动态：受春节错期影响 1月同比增速较高,中财网
1762,2018-02-12,【中证盘前播报】证监会立案调查獐子岛“扇贝异常”事件；证金大幅增持南山铝业；多家上市公司集体增持“自救”；美股巨震后反弹,中证报
1763,2018-02-12,13区公布五环外烟花禁限放地图,新京报
1764,2018-02-11,【招商交运常涛团队】周观点-外围利好航空基本面，回调即买入良机,招商交运
1765,2018-02-11,【天风交运姜明团队】周报（2.05-2.11）：春运迎出行高峰，坚定配置航空铁路,姜明交运观察
1766,2018-02-11,[中性评级]交运行业周报：坚定推荐航空 预计干散运价上涨,中财网
1767,2018-02-11,交通运输：铁路货运创新高 荐11股,东北证券
1768,2018-02-11,[推荐评级]招商“交”点之周报篇：外围利好航空基本面 回调即买入良机,中财网
1769,2018-02-11,[强于大市评级]交通运输行业研究周报：春运迎出行高峰 坚定配置航空铁路,中财网
1770,2018-02-11,[强推评级]大秦铁路(601006)1月数据点评：近三年单月最高运量水平 低估值高股息 强调“强推”评级,中财网
1771,2018-02-10,周末两市重要公告一览：红太阳Q1净利预增58%至77%,中证网
1772,2018-02-09,干货！2月9日晚间重要公告速读,第一财经
1773,2018-02-09,大秦铁路：大秦线1月份货物运输量同比增加11.59%,e公司
