,2021-12-31,年度盘点丨2021药企赴港IPO：互联网医疗企业偏爱港股，下半年市场转冷，24家跌破发行价,新浪医药
1846,2020-02-17,再融资新规后首役：凯莱英23亿定增，高瓴资本全额认购！为什么是现在？看点在哪？,E药经理人
1847,2020-02-17,高瓴资本拟认购凯莱英非公开发行的1870万股,资本邦
1848,2020-02-17,高瓴资本8折独吞凯莱英23亿元定增，这个“卖铲子”的行业为何让资本汹涌而至？,e公司
1849,2020-02-17,"再融资新规首例!高瓴资本23亿元火速拿下凯莱英,医疗版图又添新军",证券时报网
1850,2020-02-17,高瓴资本加持 凯莱英能走多远？,新浪
1851,2020-02-17,高瓴资本八折独吞凯莱英23亿元定增融资变战投股价创新高,GPLP犀牛财经
1852,2020-02-17,华平股份接棒凯莱英，战投参与定增再下一城,第一财经
1853,2020-02-17,凯莱英：高瓴资本拟认购1870万股 持股比例将升至8%,e公司
1854,2020-02-17,凯莱英：高瓴资本拟认购公司非公开发行的全部1870万股，持股比将升至8%,Wind
1855,2020-02-17,凯莱英(002821.SZ)：高瓴资本持股将升至8.0374%,格隆汇
1856,2020-02-17,张磊出手23亿！这家医药公司火速涨停,中国基金报
1857,2020-02-17,高瓴资本23亿全额认购凯莱英定增获5%股权 凯莱英涨停,中金在线
1858,2020-02-17,获高瓴资本斥资23亿元入股，凯莱英股价涨停创新高,格隆汇
1859,2020-02-17,再融资新规首秀 凯莱英等三家公司8折重启定增,新浪
1860,2020-02-17,凯莱英拟定增最高募资23亿元 高瓴资本全额认购,证券日报
1861,2020-02-17,再融资新规落地！创业板指再创新高，券商股全线走强，还有哪些行业受益？,21世纪经济报道
1862,2020-02-17,再融资新规出炉 三家上市公司欲尝“头啖汤” 还有哪些公司有望受益,经济观察网
1863,2020-02-17,高瓴拟23亿入股A股企业凯莱英 还是药明康德百济神州股东,搜狐
1864,2020-02-17,【天风医药】凯莱英：拟定增引入战略投资者，强强联合夯实核心竞争力,思医辨药
1865,2020-02-17,昨晚，高瓴火速出手：23亿元，再融资新规首例诞生！,投资界
1866,2020-02-17,高瓴资本再度亮剑A股，拟耗资23亿入股药企,搜狐
1867,2020-02-17,112家公司排队再融资，连夜改方案的不只凯莱英,第一财经
1868,2020-02-17,A股异动|凯莱英涨停拟募资不超23.11亿元高瓴资本全额认购,格隆汇
1869,2020-02-17,史上最贵新股遭部分投资者弃购——道达早评,每日经济新闻
1870,2020-02-17,早知道：再融资新规正式落地 紫晶存储今申购,网易
1871,2020-02-17,【医药】非公开募资不超过23.11亿元，高瓴资本全额认购—凯莱英事件点评——增持（联系人：徐勇、甘英健、陈晨、张山峰）,渤海证券研究
1872,2020-02-17,2月17日沪深两市最新交易提示,金融界
1873,2020-02-17,凯莱英医药集团（天津）股份有限公司,证券时报
1874,2020-02-17,再融资新规有望激活市场 部分公司火速调整方案,上证报
1875,2020-02-17,再融资新规释放利好 哪些行业将受益？,中证报
1876,2020-02-17,再融资新规发布 高瓴资本23亿全额拿下凯莱英定增,券商中国
1877,2020-02-16,【民生医药|周报】2/24：疫情概念股调整，非药龙头短期表现较好,杏林建研
1878,2020-02-16,【民生医药|周报】外包行业2/24：板块回暖，景气度持续，海外投融资创新高,杏林建研
1879,2020-02-16,23亿全额拿下凯莱英定增 高瓴助力中国高质量医药制造,金融界
1880,2020-02-16,再融资新规刚落地，多家上市公司火速调整定增方案,Wind
1881,2020-02-16,多家公司欲尝再融资松绑“头啖汤” “打折”力度加大投资机构热情高,每日经济新闻
1882,2020-02-16,高瓴资本拟23亿元入股凯莱英,中证网
1883,2020-02-16,凯莱英等多股闪推新版融资方案,北京商报网
1884,2020-02-16,再融资新规落定多家上市公司“加班”响应 凯莱英“首吃螃蟹”引入高瓴做战投,21世纪经济报道
1885,2020-02-16,再融资新规落地 凯莱英推新版融资方案,北京商报网
1886,2020-02-16,公告精选：凯莱英等多家推新版融资方案；珠海明骏质押所持格力电器全部股权,e公司
1887,2020-02-16,凯莱英(002821.SZ)拟定增募资不超23.11亿元全部由高瓴资本认购,格隆汇
1888,2020-02-16,凯莱英(002821.SZ)决定终止2019年非公开发行股票事项 再融资异常,格隆汇
1889,2020-02-16,凯莱英推新版融资方案 高瓴资本战略入股,e公司
1890,2020-02-16,凯莱英拟向高瓴资本定增募资不超23亿元补血,上证报
1891,2020-02-16,凯莱英推新版融资方案，拟募资不超23.11亿元，高瓴资本全额认购,Wind
1892,2020-02-16,凯莱英推新版融资方案：拟募资不超23.11亿元 高瓴资本全额认购,e公司
1893,2020-02-16,【国信医药】凯莱英：业绩持续高增长，漏斗效应显成效丨2019年报点评,GuosenHealthcare
1894,2020-02-16,【民生医药|定增点评】凯莱英：引入战投，有望加码服务广度、深度,杏林建研
1895,2020-02-14,再融资新规非公开发行情况汇总（截至 20200321）,微信
1896,2020-02-14,凯莱英：各研发生产基地已有序复工复产,e公司
1897,2020-02-01,凯莱英：复工延迟影响收入端情况，利润端略超预期，毛利率有所提高【国盛医药张金洋团队】,国医盛视
1898,2020-02-01,天津上市公司主动发挥各自优势驰援疫情一线,证券日报
1899,2020-02-01,凯莱英：公司及创始人捐赠善款和急需的医用设备合计300万元,e公司
1900,2020-02-01,丽珠集团：丽珠微球平台国内第一，品种集中进入临床，研发进度加速【国盛医药张金洋团队】,国医盛视
1901,2020-01-27,【中银医药】2月策略：疫情对行业带来持续性影响,周观宇论
1902,2020-01-27,5倍牛股！北上资金重仓杀入 行业龙头全线爆发,金融界
1903,2020-01-21,【民生医药|周报】外包行业2/10：疫情下的CXO板块，缘何如此靓丽表现？,杏林建研
1904,2020-01-15,多因素共振，未来三年医药外包将迎来投资机会,制药网
1905,2020-01-14,【民生医药|点评】从商务部意见看医药服务外包逻辑,杏林建研
1906,2020-01-14,加科思携手凯莱英 发力药品研发生产,北京商报
1907,2020-01-09,【民生医药|周报】外包行业1/20:CXO持续景气，PPD重启IPO加大中国区布局,杏林建研
1908,2020-01-08,【民生医药|周报】医药外包、特色原料药等带动，板块反弹,杏林建研
1909,2020-01-08,【民生医药|周报】外包行业1/13:强势反弹，建议关注CXO板块基本面,杏林建研
1910,2020-01-03,凯莱英(002821.SZ)：4名高管合计减持12.78万股 减持股份,格隆汇
1911,2020-01-03,凯莱英：四位高管减持0.0552%公司股份 减持股份,Wind
1912,2020-01-03,快讯|凯莱英:正式布局生物药 启动生物研发中心运营,财经网
1913,2019-12-30,【民生医药|周报】外包行业12/30:产业转移加速，关注具全球竞争力的细分龙头,杏林建研
1914,2019-12-29,【国盛医药张金洋团队】周观点：肝素到底是周期还是成长？——兼论全球肝素产业链重构,国医盛视
1915,2019-12-28,【民生医药|周报】外包行业1/6:本土CXO有望赋能本土fast-follow创新升级,杏林建研
1916,2019-12-24,医疗保健：药物研发史波澜壮阔 荐6股,国信证券
1917,2019-12-23,18家医药生物企业年报预喜，多家同、环比增长幅度超10%！,制药网
1918,2019-12-22,医疗保健：板块短期偏谨慎 集采有望下周发文,川财证券
1919,2019-12-16,【民生医药|周报】外包行业12/16：研发投入长期趋势不变，外包板块确定性凸显,杏林建研
1920,2019-12-11,【民生医药|周报】12/16：关注特色原料药和CXO板块，积极布局优势赛道,杏林建研
1921,2019-12-09,【异动股】CRO板块下挫，凯莱英(002821-CN)跌3.44%,财华社
1922,2019-12-09,【国盛医药张金洋团队】医药行业2020年度策略：与时偕行，因势而动 ——医药大变革新时代淘汰赛下的战略选择,国医盛视
1923,2019-12-08,【国盛医药张金洋团队】周观点：智飞生物研发管线有望获得市场重估，“销售+研发”双轮驱动,国医盛视
1924,2019-12-08,凯莱英(002821.SZ)部分限制性股票回购注销完成,格隆汇
1925,2019-12-06,凯莱英医药集团（天津）股份有限公司药品GMP认证审查公示,质量新闻网
1926,2019-12-06,【民生医药|周报】12/09：集采政策加速推进，稳妥加仓优势赛道,杏林建研
1927,2019-12-02,【招商策略】2019年11月陆股通持股分析——MSCI扩容落地，集中加仓TMT&家电,招商策略研究
1928,2019-12-02,中银国际证券12月金股组合,太平桥策略随笔
1929,2019-11-29,医疗保健：2019年谈判药品准入结果正式公布 荐4股,渤海证券
1930,2019-11-28,股东抛售意愿依旧强烈，11月以来67家公司超亿元减持,Wind
1931,2019-11-21,凯莱英(002821.SZ)：ALAB通过大宗交易系统减持184万股 减持股份,格隆汇
1932,2019-11-21,凯莱英(002821.SZ)子公司近日收到政府补助1200.37万元,格隆汇
1933,2019-11-21,凯莱英：控股股东ALAB通过大宗交易减持184万股股份 减持股份,Wind
1934,2019-11-21,A股共发生85宗大宗交易成交15.11亿元（11月21日）,Wind
1935,2019-11-21,"凯莱英现3笔大宗交易 共成交23,920.00万元",新浪
1936,2019-11-21,凯莱英今日大宗交易成交184万股，成交价130.0元折价9.85%,Wind
1937,2019-11-18,【民生医药|周报】外包行业11/19：全球化拓展背景下，医药外包A+H或成常态,杏林建研
1938,2019-11-18,巨无霸人保被砸跌停，一日蒸发300亿！年内第二大解禁周来了（附股） 解禁,中证报
1939,2019-11-18,凯莱英：公司控股股东ALAB减持1.19%股份,Wind
1940,2019-11-18,凯莱英(002821.SZ)：ALAB减持276万股  减持股份,格隆汇
1941,2019-11-18,巨额解禁来袭！中国人保（601319.SH）惨吃跌停，A股市值蒸发280亿元 解禁,格隆汇
1942,2019-11-18,"凯莱英现4笔大宗交易 共成交33,741.00万元",新浪
1943,2019-11-15,下周1486亿市值限售股解禁，环比增加411.66% 解禁,Wind
1944,2019-11-14,【凯莱英】大幅拉升1.41% 股价创近2个月新高,金融界
1945,2019-11-13,凯莱英：1.06亿股限售股解禁11月18日上市流通,Wind
1946,2019-11-13,凯莱英(002821.SZ)：约1.0644亿股首发限售股将解禁 解禁,格隆汇
1947,2019-11-13,11月解禁洪峰将至，大笔解禁在即的都有谁？ 解禁,格隆汇
1948,2019-11-05,中国创新药发展新趋势，掘金产业链中的“卖水人”,红周刊
1949,2019-11-04,医药股核心资产集体新高 四大资金狂扫货 这些股目标涨幅30%以上,证券时报网
1950,2019-11-01,创新药由“中国新”变为“全球新”，4家CRO被看好,制药网
1951,2019-10-31,医药股领涨，三季报业绩亮眼，哪些低估值高业绩标的值得关注？,第一财经
1952,2019-10-31,2019医药健康行业领军企业十强榜单正式出炉,制药网
1953,2019-10-30,【国盛证券张金洋团队】恒瑞医药：两大品种申报上市，在研管线超预期推进,国医盛视
1954,2019-10-30,414股获券商买入评级 天虹股份目标涨幅达72.04%,Wind
1955,2019-10-28,医药公司三季报陆续披露，推荐关注细分赛道龙头,制药网
1956,2019-10-26,【民生医药|季报点评】凯莱英：符合预期，订单丰富性明显增加奠定景气基础,杏林建研
1957,2019-10-26,三季报进行时 | 中天金融第三季营收大降近4成，汤臣倍健境外收购资产效益未达预期 盈利能力下降,和讯
1958,2019-10-25,凯莱英：业绩维持高增长趋势 新业务拓展顺利,中信建投
1959,2019-10-25,凯莱英：业绩高增长延续符合预期 强烈推荐评级,方正证券
1960,2019-10-25,凯莱英：产能建设持续推进 增持评级,渤海证券
1961,2019-10-25,"凯莱英:Q3符合预期,快速增长持续兑现",平安证券
1962,2019-10-24,凯莱英公布三季报 前三季净利增加40.48%,新浪
1963,2019-10-24,凯莱英2019年度净利润预增25%-40%,金融界
1964,2019-10-24,凯莱英(002821.SZ)第三季度净利润升31.63%至1.37亿元,格隆汇
1965,2019-10-24,凯莱英：前三季度净利润同比增40.48%,Wind
1966,2019-10-24,【民生医药】医药生物2019年三季报总结：基本面进入值得期待的新周期,杏林建研
1967,2019-10-24,凯莱英：定增募投打开成长空间 增持评级,川财证券
1968,2019-10-22,【民生医药|周报】10/28：三季报行情步入尾声，持续看好创新药及其产业链,杏林建研
1969,2019-10-18,原料药前三季度业绩普遍较好，7企业预增长幅度大于35%,制药网
1970,2019-10-17,"医药行业周报:立足业绩,关注绩优股发展逻辑",渤海证券
1971,2019-10-14,生物医药行业周报:关注三季报业绩优异的公司,平安证券
1972,2019-10-09,医疗保健：氧感知通路获诺奖 荐10股,渤海证券
1973,2019-10-07,凯莱英：多名高管已合计减持12.78万股 减持股份,Wind
1974,2019-09-27,下周487亿市值限售股解禁，环比增加70.72% 解禁,Wind
1975,2019-09-27,前三季度业绩预告披露步伐加快，7家药企预报喜,制药网
1976,2019-09-26,四指标锁定价值潜力TOP50 32只绩优股三季度以来股价创新高,证券日报
1977,2019-09-25,【民生医药|周报】10/08：医药服务一枝独秀，持续布局创新升级,杏林建研
1978,2019-09-25,医疗保健：促进行业加快转型升级 荐7股,长城证券
1979,2019-09-24,[快讯]凯莱英23万限售股9月30日解禁 解禁,中财网
1980,2019-09-24,凯莱英(002821.SZ)：约23.99万股限售股9月30日解禁 解禁,格隆汇
1981,2019-09-24,凯莱英：约23.99万股解除限售股将上市流通 解禁,Wind
1982,2019-09-23,【中信建投医药|行业周报】新旧交替机会不断 配置高性价比标的,菊颖医药观察
1983,2019-09-19,凯莱英(002821.SZ)：23.99万股限制性股票解除限售,格隆汇
1984,2019-09-19,凯莱英：23.99万股限售股解禁 解禁,Wind
1985,2019-09-19,凯莱英(002821.SZ)拟回购注销1800股限制性股票,格隆汇
1986,2019-09-19,凯莱英(002821.SZ)拟回购注销2万股限制性股票,格隆汇
1987,2019-09-19,凯莱英(002821.SZ)拟回购注销6000股限制性股票,格隆汇
1988,2019-09-16,生物医药行业周报:关注创新药领域以及零售药店相关标的,平安证券
1989,2019-09-15,【民生医药|周报】09/16：WCLC叠加CSCO，关注创新产业链基本面变化,微信
1990,2019-09-12,【民生医药|中期报告】从ROE看医药外包中报：景气、集聚,微信
1991,2019-09-11,A股早报2019年9月11日星期三,Wind
1992,2019-09-10,A股共发生73宗大宗交易成交15.08亿元（9月10日）,Wind
1993,2019-09-10,凯莱英今日大宗交易成交230万股，成交价100.72元折价7.24%,Wind
1994,2019-09-10,"医药行业半年报业绩综述:内部仍在分化,龙头业绩亮眼",渤海证券
1995,2019-09-09,【东兴医药胡博新团队】“不一样的财报解读”系列之2019年中报：新赛道新增量，大蓝海市场水深船阔,医药新观
1996,2019-09-07,医药行业业绩靓丽 把握政策免疫与基本面改善机会,巨丰财经
1997,2019-09-04,【民生医药|周报】外包行业09/09：创新药申报高景气，关注CMO产能转移趋势,杏林建研
1998,2019-09-04,医药外包深度：【民生医药|行业深度】中国市场红利逻辑下，医药外包公司弹性不一样,微信
1999,2019-09-03,【医药】物流运输需求下滑风险，运输结构变化风险,天风研究
2000,2019-08-26,【川财研究所*深度报告】凯莱英（002821）：产能建设节奏加快，定增募投打开成长空间,川财研究
2001,2019-08-23,贪婪的药明康德,证券市场周刊
2002,2019-08-20,【民生医药|中报总结】医药板块2019中报总结：增长的韧劲足，逐步加仓二线龙头,微信
2003,2019-08-14,凯莱英：副总经理兼董事会秘书徐向科累计减持1.55万股,Wind
2004,2019-08-14,凯莱英(002821.SZ)：高管徐向科已减持1.55万股 减持股份,格隆汇
2005,2019-08-12,我国医药外包市场增长率近20%！细数前五强企业,制药网
2006,2019-08-09,社保基金连续2季增持12股，机构说这些公司股价、业绩望大幅增长,证券时报
2007,2019-08-09,近5日41只个股首获机构关注（附表）,Wind
2008,2019-08-08,凯莱英(002821.SZ)：3名高管合计已减持5.3万股 减持股份,格隆汇
2009,2019-08-08,凯莱英：3名高管减持数量过半，合计减持0.02%股份 减持股份,Wind
2010,2019-08-08,社保二季度新进增持21只个股 青睐医药和化工(附股),新浪
2011,2019-08-07,产业资本、金融资本齐发力，举牌风景这边独好！,Wind
2012,2019-08-07,【万联医药】业绩继续保持高增长，看好一体化服务能力--凯莱英（002821）点评报告,万联证券研究所
2013,2019-08-07,医药生物行业2019年8月月报:聚焦半年报业绩与新版医保目录发布情况,东莞证券
2014,2019-08-06,社保二季度增持股受多家机构评级买入0806,巨丰财经
2015,2019-08-06,生物医药行业周报:高值耗材带量采购步伐临近,平安证券
2016,2019-08-06,"凯莱英:业绩符合预期,国内业务增长强劲",西南证券
2017,2019-08-05,【天风医药】凯莱英：半年报业绩高增长，定增助力业务版图扩张,思医辨药
2018,2019-08-05,"凯莱英:业绩符合预期,保持快速发展势头",平安证券
2019,2019-08-04,【中投早知道】2019-08-05,赢家之星
2020,2019-08-03,凯莱英上半年盈利2.3亿元 同比增长46.37%,证券日报
2021,2019-08-03,凯莱英2019年上半年盈利2.3亿业绩稳健增长,挖贝网
2022,2019-08-02,凯莱英：2019年前三季度业绩报告预告,深交所
2023,2019-08-02,凯莱英：上半年净利同比增46% 前三季度净利预增35%-45%,证券时报网
2024,2019-07-30,"生物医药行业周报:2019H1行业收入增速略有下滑,利润增速保持稳定",平安证券
2025,2019-07-23,周二机构一致看好的七大金股（07.23）,中金在线
2026,2019-07-22,凯莱英欲定增募资23亿元扩产,经济导报
2027,2019-07-22,39公司获得买入评级-更新中,中财网
2028,2019-07-22,A股早报2019年7月22日星期一,Wind
2029,2019-07-22,"凯莱英:定增预案出台,打造创新药一体化服务平台",西南证券
2030,2019-07-21,【国盛医药张金洋团队】凯莱英：定增助力长期发展，API+制剂一体化、生物CDMO战略稳步推进,国医盛视
2031,2019-07-21,【国盛医药张金洋团队】周观点：详解2019Q2机构医药持仓，继续推荐2+X主线,国医盛视
2032,2019-07-20,中信建投证券资本市场部大健康行业双周报（2019.07.08-2019.07.21）,中信建投证券资本市场部
2033,2019-07-19,格隆汇A股公告精选(7.20) | 长城汽车上半年归母净利润预降近六成 多家公司股东抛出大额减持计划,格隆汇
2034,2019-07-19,凯莱英：拟定增募资不超23亿元，投资3个项目及补血,Wind
2035,2019-07-19,凯莱英(002821.SZ)拟定增募资不超23亿元 用于创新药CDMO项目及一站式服务平台扩建项目等,格隆汇
2036,2019-07-16,医疗保健：中报仍是短期最大影响因素 荐15股,平安证券
2037,2019-07-12,凯莱英：连续性反应工艺进入规模化应用 强烈推荐评级,平安证券
2038,2019-07-11,凯莱英(002821.SZ)：绿色制药关键技术产业化项目一期工程启动生产,格隆汇
2039,2019-07-11,日常消费品：北京农业农村局签署乡村振兴合作协议 消费观察,川财证券
2040,2019-07-11,凯莱英：子公司项目启动生产,e公司
2041,2019-07-10,凯莱英荣获2019中国医药健康产业发展大会两大殊荣,证券日报
2042,2019-07-09,日常消费品：农业农村部 加快推进农垦改革发展,川财证券
2043,2019-07-08,日常消费品：2019年消费市场表现为五个稳,川财证券
2044,2019-07-07,医疗保健：北上资金增配医疗器械领域,川财证券
2045,2019-07-04,"凯莱英:国内CMO巨头崛起,订单增量保证持续高增长",证券之星
2046,2019-07-02,【中信建投医药】医药外包研究回顾,菊颖医药观察
2047,2019-07-02,"生物医药行业周报:行业政策仍处“地壳活跃期”,医保局继续走向舞台中央",平安证券
2048,2019-07-02,"医药行业2019年中期策略报告:医保推动行业结构调整,聚焦影像、口腔、创新",平安证券
2049,2019-07-01,生物医药中期业绩爆棚 龙头品种屡创新高,红周刊
2050,2019-06-30,博济医药年报大秀财技，交易所的问询被“神回复” 问询,中金在线
2051,2019-06-27,34股获券商买入评级 天地科技目标涨幅达83.86%,Wind
2052,2019-06-17,"医药行业2019年半年度投资策略报告:改革春风迎面来,几家欢喜几家愁",渤海证券
2053,2019-06-13,凯莱英4名股东拟减持股份 预计减持不超总股本0.0565%,挖贝网
2054,2019-06-12,凯莱英：四高管拟合计减持不超13.07万股 减持股份,Wind
2055,2019-05-30,凯莱英(002821.SZ)拟每10股派4元 股权登记日为6月6日,格隆汇
2056,2019-05-29,凯莱英：拟发行H股并在港交所上市的相关工作目前已暂停,Wind
2057,2019-05-29,当港股迎来医药公司上市高峰，凯莱英却暂停H股发行,IPO早知道
2058,2019-05-28,凯莱英暂停H股上市 海外业务占比超九成,新京报
2059,2019-05-28,凯莱英：H股上市工作已暂停,Wind
2060,2019-05-28,凯莱英：H股上市工作已暂停,e公司
2061,2019-05-24,看投资逻辑这3股合胃口吗,中财网
2062,2019-05-23,凯莱英(002821.SZ)：三一众志基金的认缴出资额变更为27022万元,格隆汇
2063,2019-05-23,"中国医药行业研发专题分析报告:转型、创新、发展,中国医药研发蓬勃兴起,从2018年上市公司年报看国内医药研发",国金证券
2064,2019-05-19,中期策略外发，寻找行业结构优化进程中高景气成长细分的确定性,国医盛视
2065,2019-05-14,【华泰医药代雯团队】医药行业2019年中期策略：屈盘侧白马，劈浪把龙头,谈医论股丨华泰医药
2066,2019-05-10,"医药行业周报:顺应政策走势,把握结构性机会",渤海证券
2067,2019-05-08,安信证券：凯莱英买入评级,安信证券
2068,2019-05-05,【国盛医药张金洋团队】年报季报验证医药从野蛮扩张到结构优化，继续推荐医药流通,国医盛视
2069,2019-04-29,【中信建投医药|行业周报】业绩持续分化，甄选优质赛道和优质个股,菊颖医药观察
2070,2019-04-28,【国盛医药张金洋团队】详解2019Q1机构医药持仓，继续推荐医药流通,国医盛视
2071,2019-04-24,【医药】002821*凯莱英:Q1同比改善业绩高增长，全年更亮眼表现可期*买入,微信
2072,2019-04-24,"凯莱英:Q1维持高速增长,行业保持高景气度",平安证券
2073,2019-04-23,凯莱英2019年第一季度营收增长31% 净利9206万元,挖贝网
2074,2019-04-23,【国盛医药张金洋团队】凯莱英2019 Q1点评：一季度业绩超预期，CDMO龙头昂首前进,国医盛视
2075,2019-04-22,凯莱英：一季度净利润同比增45.00%,Wind
2076,2019-04-22,医疗保健：医保目录调整方案发布 荐6股,长城证券
2077,2019-04-22,【天风医药】一周医讯：医药后市更值得期待，持续关注“三条主线”,思医辨药
2078,2019-04-17,"医药行业周报:顺应政策风向,看好创新药械领域",渤海证券
2079,2019-04-16,CDMO龙头凯莱英的模式解析,医药云端工作室
2080,2019-04-16,"医药生物行业2019年一季报前瞻:行业增速全年预期前低后高,加大配置中小市值标的",证券之星
2081,2019-04-15,医疗保健：关注创新题材与业绩估值高性价比个股 荐10股,东兴证券
2082,2019-04-12,下周1510亿市值限售股解禁 解禁,Wind
2083,2019-04-10,[快讯]凯莱英131万限售股4月15日解禁,中财网
2084,2019-04-10,"医药行业周报:业绩把基,创新驱动",渤海证券
2085,2019-04-08,【天风医药】一周医讯：看好医药板块行情，重点关注生物类细分领域及医药大消费投资机会,思医辨药
2086,2019-04-08,"医药行业周报:立足年报及一季报,看好业绩稳增长个股",渤海证券
2087,2019-04-07,再论医药流通！重新梳理长期医药十年十倍四大主线！【国盛医药张金洋团队】,国医盛视
2088,2019-04-07,医疗保健：医药行业2019Q1业绩前瞻 荐1股,长江证券
2089,2019-03-31,创新疫苗将进入第二波浪潮，重新梳理长期医药十年十倍四大主线【国盛医药张金洋团队】,国医盛视
2090,2019-03-28,[路演]凯莱英：行业迎黄金增长期 CDMO龙头企业“CMC+CRO”一站式综合服务能力更上一层楼,全景网
2091,2019-03-28,"创新药系列研究七:肿瘤发病率悄然生变,创新药企布局几何",正点财经
2092,2019-03-27,凯莱英今日大宗交易成交5万股，成交价81.16元折价10.02%,Wind资讯
2093,2019-03-27,早间公告：吉宏股份一季度净利预增260%-290%,Wind
2094,2019-03-27,"医药行业周报:首批科创板受理企业出台,创新投资主线明晰",渤海证券
2095,2019-03-25,"医药生物行业:科创板大幕徐徐拉开,医药股主线机会凸显",正点财经
2096,2019-03-21,【国盛证券张金洋团队】凯莱英中报点评：收入端略超预期，临床阶段项目迅猛增长为后续提供成长动力,国医盛视
2097,2019-03-20,凯莱英：公司通过美国FDA认证,e公司
2098,2019-03-20,【中投早知道】2019-03-21,赢家之星
2099,2019-03-20,【医药】凯莱英：科技创新将驱动公司业绩加速增长，产业链布局逐步落地打开更广阔空间,微信
2100,2019-03-19,凯莱英：紧锣密鼓布局大分子产品线 增持评级,和讯
2101,2019-03-19,券商首次关注8股并给予买入评级（3月19日）,Wind
2102,2019-03-19,【国金研究】凯莱英18年业绩点评：年报符合预期，先进制造+中国医药创新优质标的保持稳健高增长,国金证券研究所
2103,2019-03-19,凯莱英去年净利4.28亿元增长25% 董事长HAO HONG年薪为308万元,挖贝网
2104,2019-03-18,一图读财报：凯莱英2018年度净利同比增长25.49%,中金在线
2105,2019-03-18,券商最新评级：满仓6股待飙涨,中财网
2106,2019-03-18,"凯莱英:全年业绩略有波动,后续增长确定性高",正点财经
2107,2019-03-18,"凯莱英:业绩符合预期,商业化业务收入增长突出",西南证券
2108,2019-03-18,"凯莱英:基本符合预期,规模+技术引领未来增长",平安证券
2109,2019-03-15,公告精选：长江电力举牌川投能源、国投电力；用友网络等去年业绩大增,e公司
2110,2019-03-15,凯莱英：2018年净利同比增25% 拟10派4元,e公司
2111,2019-03-15,凯莱英：2018年净利润4.28亿元 拟10派4元,金融界
2112,2019-03-15,凯莱英(002821.SZ)2018年净利润升25.49%至4.28亿元 拟10派4元,格隆汇
2113,2019-03-15,凯莱英：2018年净利润同比增25.49%，拟10派4元,Wind
2114,2019-03-14,"凯莱英:CDMO龙头企业技术全球领先,订单驱动公司业绩持续高增长",安信证券
2115,2019-03-12,"医药周报2019第10期:首家医药公司正式申请拟科创板上市,制度创新带动产业创新升级",长城证券
2116,2019-03-11,"医药行业周报;医保控费趋严,需更加重视CRO/CMO投资价值",证券之星
2117,2019-03-08,医药生物行业2018年报前瞻:行业增速预期有望提升、加大配置中小市值标的,正点财经
2118,2019-03-08,渤海证券：天津行业及上市公司信息公告跟踪,和讯
2119,2019-03-06,"凯莱英:聚焦科创,先进制造+创新优质标的引领价值成长!",国金证券
2120,2019-03-04,【天风医药】3月月报：寻找低估值滞涨同时业绩有望向上的标的，关注科创板影响,思医辨药
2121,2019-03-03,【天风医药】一周医讯：寻找低估值业绩向上标的，关注科创板对医药板块的影响,思医辨药
2122,2019-03-03,【中银医药】行业增速预期有望提升、加大配置中小市值标的---医药生物行业2018年报前瞻,周观宇论
2123,2019-03-01,李立峰：A股收益率最肥美阶段已经过去 建议投资者见好就收(附金股),国金证券
2124,2019-03-01,"凯莱英:乘行业东风持续前行,全年基本符合预期",平安证券
2125,2019-02-28,凯莱英(002821.SZ)2018年净利润升25.49%至4.28亿元,格隆汇
2126,2019-02-28,凯莱英：2018年净利润同比增25.49%（快报）,Wind
2127,2019-02-28,医药行业周报:上海将于3月20日正式执行采购结果,渤海证券
2128,2019-02-27,国泰君安：科创板有望推动“医药科技”价值发现,Wind
2129,2019-02-27,"生物医药行业周报:政策预期已经触底,看好行情持续性",平安证券
2130,2019-02-26,"医药行业周报2019第8期:关注年报行情,布局受政策免疫标的",长城证券
2131,2019-02-25,【天风医药】一周医讯：继续看好后续医药板块行情，关注业绩高增长标的,思医辨药
2132,2019-02-24,医疗保健：继续推荐确定性高的细分行业 荐3股,中银国际
2133,2019-02-21,【医药-马帅】凯莱英：技术驱动型创新药CDMO龙头企业，2019年公司业绩有望快速增长,安信证券研究
2134,2019-02-20,医疗保健：甄选先机 荐5股,渤海证券
2135,2019-02-19,"医药行业周报2019第7期:修复或将持续,提前布局业绩高增长标的",长城证券
2136,2019-02-18,38股获券商买入评级 桐昆股份目标涨幅达52.32%,Wind
2137,2019-02-18,【朝闻国盛0218】关注社融两细节，继续跟踪信用拐点；深度报告：凯莱英、上海建工,国盛证券研究所
2138,2019-02-12,"生物医药行业周报:年报季开启,政策底已过,希望如钻石般珍贵",平安证券
2139,2019-02-11,【民生医药|行业简评】季报期，外包板块大涨背后的逻辑,杏林建研
2140,2019-02-01,"医药周报2019第5期:集采得到各方落实部署,低估值下有望迎来反转",长城证券
2141,2019-01-30,医药行业周报:三类医药股的不同投资策略,正点财经
2142,2019-01-30,医药行业周报:上海卫健委进一步规范自费药品采购及使用管理,渤海证券
2143,2019-01-29,"医药行业周报:集采落地期多管齐下确保用量,绩报期关注确定性高的标的-",证券之星
2144,2019-01-25,券商首次关注4股并给予买入评级（1月25日）,Wind
