,2021-12-31,独家|长江证券副总裁罗国华辞职，将出任华东一家券商总裁，多位人士“点评”他们心中的老罗 董监高成员变化,财联社
937,2020-05-12,5月12日A股龙虎榜揭秘，机构卖出10股,Wind
938,2020-05-12,券商4月业绩强势反弹有望迎估值回升 武汉“解封”长江证券净利增10倍,21世纪经济报道
939,2020-05-12,全面飙升！券商4月业绩集体爆发，这家净利环比增39倍,券商中国
940,2020-05-12,券商4月业绩爆发，七成券商营收净利环比双增,第一财经
941,2020-05-12,4月业绩大爆发，四成券商净利润环比翻倍,Wind
942,2020-05-12,券商4月业绩爆发：3头部大赚超10亿 方正证券环比增39倍,券商中国
943,2020-05-12,全面飙升:券商4月业绩集体爆发 25家营收净利双丰收,券商中国
944,2020-05-12,数说券商业绩：25家营收净利双丰收 3家头部大赚超10亿,券商中国
945,2020-05-11,5月11日A股龙虎榜揭秘，机构买入9股,Wind
946,2020-05-11,A股券商4月“月考”：中信证券龙头位置稳固,Wind
947,2020-05-11,证券业高速发展10年，深圳券商却走“丢”，如何重振雄风？,券商中国
948,2020-05-11,"多家券商股票质押纠纷胜诉，被执行人却""一无所有""！ 诉讼纠纷",Wind
949,2020-05-10,下周操盘攻略：4月CPI工业增加值等重磅数据即将发布,Wind
950,2020-05-10,长江证券：4月母公司实现净利润2.39亿元 环比增长逾十倍,中证网
951,2020-05-10,长江证券(000783.SZ)4月母公司净利润下降65.87%至2.39亿元 盈利能力下降,格隆汇
952,2020-05-10,长江证券：母公司4月份净利为2.39亿元,e公司
953,2020-05-10,长江证券：母公司4月份净利为2.39亿 环比增长逾十倍,新浪
954,2020-05-10,长江证券：4月公司母公司实现营收7.9亿元，净利润2.39亿元,Wind
955,2020-05-08,5月8日A股龙虎榜揭秘，机构买入9股,Wind
956,2020-05-07,5月7日A股龙虎榜揭秘,Wind
957,2020-05-07,最前线｜多家券商发布2019及2020Q1传媒行业总结：线上线下、头部非头部公司间分化加速,36氪
958,2020-05-06,5月6日A股龙虎榜揭秘，机构抢筹17股,Wind
959,2020-05-06,北京文化再度一字跌停，机构持续卖出,Wind
960,2020-05-06,公募REITs启航，这些行业与个股最受益,证券时报网
961,2020-05-06,57家基金公司2019年净利润合计217亿,Wind
962,2020-05-02,微粒贷“裂变式”营销一日游背后,Wind
963,2020-05-01,券商研究排名出炉！中信证券重回第一，中信建投闯入前三,Wind
964,2020-05-01,长江证券去年承销业务进入行业前十 证券自营增1061%,中国经济网
965,2020-04-30,4月30日A股龙虎榜揭秘,Wind
966,2020-04-30,A股券商季报！红塔、浙商、银河、华林证券收入增速太快了,中国基金报
967,2020-04-29,长江证券去年净利润16.66亿元 今年一季度净利润4.26亿元,上证报
968,2020-04-29,长江证券一季度净利润4.26亿元 同比减少44.29% 盈利能力下降,北京商报网
969,2020-04-29,长江证券2019年净利增长超五倍 完成8家IPO,腾讯网
970,2020-04-29,长江证券：2020年一季度净利降44.29%至4.26亿元 盈利能力下降,证券时报网
971,2020-04-29,长江证券(000783.SZ)一季度净利润降44.29%至4.26亿元 盈利能力下降,格隆汇
972,2020-04-29,长江证券：2019年净利润同比增长547.66%,Wind
973,2020-04-28,长江证券(000783.SZ)2019年度净利润升547.66%至16.66亿元拟10派1.5元,格隆汇
974,2020-04-27,4月27日A股龙虎榜揭秘，机构卖出12股,Wind
975,2020-04-24,4月24日A股龙虎榜揭秘，机构买入10股,Wind
976,2020-04-23,4月23日A股龙虎榜揭秘，机构抛售11股,Wind
977,2020-04-23,长江证券(000783.SZ)及子公司年初至今已获得与收益相关政府补助3606.7万元,格隆汇
978,2020-04-22,4月22日A股龙虎榜揭秘，机构买入10股,Wind
979,2020-04-21,4月21日A股龙虎榜揭秘，机构抢筹9股,Wind
980,2020-04-17,4月17日A股龙虎榜揭秘，机构买入11股,Wind
981,2020-04-16,4月16日A股龙虎榜揭秘，机构减持9股,Wind
982,2020-04-16,合并传闻引发券业整合路径猜想：或不限于“大吃小”,第一财经
983,2020-04-15,4月15日A股龙虎榜揭秘，机构抛售13股,Wind
984,2020-04-15,最新科技龙头回调榜出炉！北上资金抄底股曝光,证券时报网
985,2020-04-14,4月14日A股龙虎榜揭秘，机构抛售7股,Wind
986,2020-04-13,4月13日A股龙虎榜揭秘，机构抛售14股,Wind
987,2020-04-13,两大利率现分歧，债牛还会持续？,Wind
988,2020-04-10,4月10日A股龙虎榜揭秘，机构抛售11股,Wind
989,2020-04-10,一季度券商业绩“过山车”，3月行业营收净利环比普降 盈利能力下降,第一财经
990,2020-04-10,券商最新业绩来了！中信稳居第一，海通、中信建投净利跻身前三！,中国基金报
991,2020-04-09,4月9日A股龙虎榜揭秘，机构最青睐8股,Wind
992,2020-04-09,长江证券(000783.SZ)：3月母公司净利润2155.45万元同比下降92.55% 盈利能力下降,格隆汇
993,2020-04-09,长江证券：母公司3月实现净利润0.22亿元,中证网
994,2020-04-09,四大证券报摘要：年报披露指南 社保基金新进39股,证券日报
995,2020-04-09,新冠疫情倒逼券商业务线上转型,Wind
996,2020-04-08,长江证券“硬核”抗疫 线上渠道新开户数量连续两月大增,中证网
997,2020-04-08,4月8日A股龙虎榜揭秘，机构抢筹8股,Wind
998,2020-04-07,加杠杆迅猛！3家券商一季度新增借款合计超200亿，发债、卖出回购金融资产等是主要方式！ 大额借贷担保,每日经济新闻
999,2020-04-07,4月7日A股龙虎榜揭秘，机构最青睐6股,Wind
1000,2020-04-07,长江证券(000783.SZ)：当年累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
1001,2020-04-07,长江证券：当年累计新增借款超过上年末净资产百分之二十 大额借贷担保,Wind
1002,2020-04-07,中国债券市场交易备忘（4月7日）,Wind
1003,2020-04-03,4月3日A股龙虎榜揭秘，机构抛售9股,Wind
1004,2020-04-03,长江证券APP月活大增七成,金融界
1005,2020-04-02,4月2日A股龙虎榜揭秘，机构抛售13股,Wind
1006,2020-04-01,4月1日A股龙虎榜揭秘，机构抛售8股,Wind
1007,2020-03-30,3月30日A股龙虎榜揭秘，机构抢筹12股,Wind
1008,2020-03-27,3月27日A股龙虎榜揭秘，机构抛售13股,Wind
1009,2020-03-27,首批八份券商年报勾勒“危与机”：中信自营占鳌头，招商资管规模增近八成,Wind
1010,2020-03-26,南兴装备股份有限公司 关于股东部分股份质押延期购回的公告,中证报
1011,2020-03-25,3月25日A股龙虎榜揭秘，机构最青睐9股,Wind
1012,2020-03-25,1.13万亿市值回来了！一风向标逼近历史极值，拐点要来？,中证报
1013,2020-03-25,单靠新基建远远不够！请收好这份核心资产名单,证券时报网
1014,2020-03-24,3月24日A股龙虎榜揭秘，机构抢筹13股,Wind
1015,2020-03-24,拓维信息再度涨停，实力游资进驻,Wind
1016,2020-03-24,长江证券(000783.SZ)完成发行23亿元公司债券,格隆汇
1017,2020-03-24,[互动]长江证券：公司目前已经提交线下复工申请,全景网
1018,2020-03-23,3月23日A股龙虎榜揭秘，机构最青睐7股,Wind
1019,2020-03-20,3月20日A股龙虎榜揭秘，机构抢筹8股,Wind
1020,2020-03-20,定增再融资预案数量同比增逾七倍，券商业绩提速有了新引擎,Wind
1021,2020-03-19,光刻胶题材持续大涨，游资青睐有加,Wind
1022,2020-03-19,券商资管变局：拥抱主动管理，公募化驶入快车道,Wind
1023,2020-03-18,达安基因午后直线涨停，佛山游资入驻,Wind
1024,2020-03-17,博腾股份连续涨停，南京游资爆买过亿元,Wind
1025,2020-03-16,长江证券(000783.SZ)拟公开发行不超23.5亿元的公司债券,格隆汇
1026,2020-03-16,【行情】券商板块午后大跌，中银证券跌9%，华林证券、华安证券、南京证券、长江证券、红塔证券等集体下挫。 连续下跌,金十数据
1027,2020-03-13,证券业红利持续释放,证券市场周刊
1028,2020-03-12,千亿龙头砸出黄金坑？聪明资金扎堆买这些股,证券时报网
1029,2020-03-08,长江证券：第一大股东新理益集团将1.8亿股公司股份质押给中铁信托,中证网
1030,2020-03-08,长江证券(000783.SZ)：“长证转债”3月12日付息,格隆汇
1031,2020-03-07,湖北券业复工：经纪转线上，投行待出发,Wind
1032,2020-03-05,[公司]长江证券：母公司2月份实现净利2.75亿元,全景网
1033,2020-03-05,长江证券：母公司2月净利润2.75亿元,Wind
1034,2020-03-05,长江证券(000783.SZ)：2月母公司净利润2.75亿元同比下降2.27% 盈利能力下降,格隆汇
1035,2020-03-05,长江证券“火线复工” 武汉营业部开户业务忙,中证网
1036,2020-03-04,券商股票质押减值计提迎严格规范，监管直指四大问题！,中国基金报
1037,2020-03-04,独家！券商股票质押减值计提迎严格规范，监管直指四大问题！ 股票质押异常,中国基金报
1038,2020-03-04,9家券商2019年拟计提资产减值逾40亿元,Wind
1039,2020-03-03,长江证券被列为执行人 2019年净利预增563%,新京报
1040,2020-02-25,A股巨震，创业板一度跌超4%！机构火线解盘,证券时报网
1041,2020-02-25,21家券商承销18只“疫情防控债”，累计规模168亿元,Wind
1042,2020-02-25,长江证券首席经济学家伍戈：基础货币投放、定向降准仍有空间,Wind
1043,2020-02-24,长江证券(000783.SZ)完成发行40亿元公司债券,格隆汇
1044,2020-02-24,六部委重磅发声！央行：让利率继续下行！中央这一定调引关注,券商中国
1045,2020-02-19,长江证券：拟用6.6亿可转债闲置资金补充流动资金,中证网
1046,2020-02-19,长江证券(000783.SZ)拟使用6.6亿元可转债闲置募集资金暂补流动资金,格隆汇
1047,2020-02-17,【安信非银第6期周报】再融资新规出台，券商受益持续看好,新角度新金融
1048,2020-02-17,长江证券(000783.SZ)拟公开发行不超40亿元公司债券 用于补充运营资金,格隆汇
1049,2020-02-14,长江证券母公司1月份实现净利1.04亿元,中国证券网
1050,2020-02-14,公告点题丨2月14日这些公告有看头,第一财经
1051,2020-02-14,长江证券：母公司1月实现净利1.04亿元,中证网
1052,2020-02-14,长江证券：母公司1月份净利润1.04亿元,e公司
1053,2020-02-14,长江证券(000783.SZ)1月母公司净利润1.04亿元 同比下降22.37% 盈利能力下降,格隆汇
1054,2020-02-10,【非银金融】节后市场显韧性，关注券商长期投资价值——非银金融行业周报——看好（联系人：张继袖、王磊）,渤海证券研究
1055,2020-02-06,长江证券(000783.SZ)：发行不超65亿元公司债获证监会核准,格隆汇
1056,2020-02-06,长江证券：证监会核准公司发行不超65亿元公司债券,Wind
1057,2020-02-05,深市“战疫”特写：408家上市公司驰援，监管绿色通道开启,第一财经
1058,2020-02-03,武汉本地两家券商复工，开启“远程+现场”上班模式,第一财经
1059,2020-01-25,抗击疫情证券业在行动！多家券商捐款捐物，协助筹措紧缺物资,中证报
1060,2020-01-25,长江证券公告，向武汉市7家托管医院捐赠共1000万元,Wind
1061,2020-01-22,长江证券：2019年年度业绩报告预告,深交所
1062,2020-01-22,长江证券：预2019净利润17亿 比上年同期增长563.27%,新浪
1063,2020-01-22,长江证券：2019年预盈超17亿元 同比增563%,第一财经
1064,2020-01-22,长江证券：预计2019年净利润同比增长563.27%左右,Wind
1065,2020-01-22,长江证券：2019年第四季度计提各项资产减值准备共计约3.88亿元,Wind
1066,2020-01-22,长江证券(000783.SZ)：2019年净利预增563.27%,格隆汇
1067,2020-01-22,家属咳嗽员工自行隔离、武汉员工重点关注，金融机构防控升级,第一财经
1068,2020-01-17,券商板块走强,Wind
1069,2020-01-16,长江证券：已将20.23亿元资金归还至可转换募资专用账户,中证网
1070,2020-01-15,券商板块走强,Wind
1071,2020-01-09,1月10日涨停板早知道：七大利好有望发酵,新浪
1072,2020-01-09,长江证券：母公司2019年净利22.39亿 同比增长逾8倍,新浪
1073,2020-01-09,长江证券：2019年12月实现净利润2.02亿元,中证网
1074,2020-01-09,长江证券：母公司2019年净利润22.39亿元 同比增长逾8倍,e公司
1075,2020-01-09,长江证券：2019年母公司净利润22.4亿元,Wind
1076,2020-01-09,长江证券(000783.SZ)：12月母公司业绩扭亏为盈净利润2.02亿元,格隆汇
1077,2020-01-09,长江证券：母公司去年12月净利润2.02亿元,第一财经
1078,2019-12-27,科创板贡献重要增量，券商今年承销保荐收入逾110亿元,Wind
1079,2019-12-25,天风证券：没有筹备资金收购长江证券的计划,e公司
1080,2019-12-20,长江证券(000783.SZ)完成向长江资管增资13亿元,格隆汇
1081,2019-12-20,券商频收政府补贴 超过亿元的就有8家 谁拿到的“红包”最大？,经济观察网
1082,2019-12-18,多家券商获政府补贴 广发证券“红包”逾7亿,国际金融报
1083,2019-12-10,上市券商全年业绩轮廓已显，36家11个月大赚786亿元,Wind
1084,2019-12-06,长江证券(000783.SZ)及子公司年初至今获得政府补助4247.13万元,格隆汇
1085,2019-12-05,A股共发生86宗大宗交易成交19.51亿元（12月5日）,Wind
1086,2019-12-05,长江证券：1-11月实现净利润20.37亿元,中证网
1087,2019-12-05,长江证券今日大宗交易成交751.55万股，成交价6.25元折价0.95%,Wind
1088,2019-11-28,长江证券(000783.SZ)已完成向长证国际第二笔增资约5亿港元,格隆汇
1089,2019-11-25,长江证券8亿港元输血国际板块 券商陆续加码境外业务,新浪
1090,2019-11-22,金融中台爆火，袋鼠云数栈助力证券行业数智化升级,凤凰网
1091,2019-11-19,券业模式巨变！年内裁撤营业部超去年3倍，新设不足6成,券商中国
1092,2019-11-18,境外子公司频频获增资——券商“走出去”再进一步,中国经济网
1093,2019-11-15,六名债券交易员侵占近9000万 中航、海通证券被算计,新浪
1094,2019-11-11,原长江证券总裁邓晖拟履新东吴基金总经理,21世纪经济报道
1095,2019-11-10,大手笔增资子公司 这些券商境外布局又进一步,中证报
1096,2019-11-08,长江证券方正证券等一掷千金 对境外子公司增资,新浪
1097,2019-11-07,三达膜(688101.SH)网上摇号中签号码共64115个 长江证券创新投资获配328.587万,格隆汇
1098,2019-11-07,长江证券完成换届 总裁刘元瑞连任,上证报
1099,2019-11-06,长江证券(000783.SZ)：前10月母公司净利大增326.57%至19.94亿元,格隆汇
1100,2019-11-06,长江证券(000783.SZ)当年累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
1101,2019-11-06,长江证券：当年累计新增借款占上年末净资产的30.32% 大额借贷担保,Wind
1102,2019-11-04,长江研究 | 一周榜单2019.11.10,长江研究
1103,2019-11-01,长江证券：关于高级管理人员辞职的公告 董监高成员变化,新浪
1104,2019-11-01,长江证券(000783.SZ)向长江资管增加注册资本13亿元且一次性实缴到位,格隆汇
1105,2019-10-28,长江证券三季报业绩亮眼 IPO承销收入同比增长近5倍,证券之星
1106,2019-10-28,今年券商裁撤分支机构达去年三倍 综合金融服务能力是重要考量,--
1107,2019-10-26,长江证券股份有限公司2019第三季度报告,证券时报
1108,2019-10-25,长江证券公布三季报 前三季净利增加156.11%,新浪
1109,2019-10-25,长江证券：前三季度净利14.63亿元 同比增156%,e公司
1110,2019-10-25,长江证券：1-9月计提各项资产减值准备1.5亿元 资产异常,Wind
1111,2019-10-25,长江证券：前三季度净利润14.63亿 同比增长156.11%,新浪
1112,2019-10-15,长江证券：2019年前三季度业绩报告预告,深交所
1113,2019-10-14,长江证券：预计前三季度净利润同比增长156.11%左右,Wind
1114,2019-10-14,长江证券：前三季度净利预增156%,e公司
1115,2019-10-14,长江证券(000783.SZ)第三季度净利润预增94.53%,格隆汇
1116,2019-09-11,券商股又一次“先知先觉”？ 极似2015年牛市行情前夜,第一财经日报
1117,2019-09-10,长信基金二季度40只产品合计亏损7亿元，近六成混合型基金市场份额下滑,搜狐
1118,2019-09-05,长江证券(000783.SZ)8月母公司业绩扭亏为盈至1.17亿元,格隆汇
1119,2019-08-29,长江证券：上半年净利润同比增187.60%,Wind
1120,2019-08-29,长江证券上半年实现净利润10.87亿元 同比增长187.60%,中证网
1121,2019-08-29,长江证券：拟向全资子公司“长江创新”增资10亿元,Wind
1122,2019-08-29,长江证券：上半年净利10.87亿元 同比增187.6%,e公司
1123,2019-08-24,长江证券：隐藏在扣分项里的秘密,证券市场周刊
1124,2019-08-20,上半年券商收获颇丰 股权质押业务成“黑天鹅”,中证报
1125,2019-08-19,股权质押式回购交易违约 凯乐科技大股东突显“流动性危机” 违约失信,经济观察网
1126,2019-08-16,长江证券爆料人独家回应:巴不得长江证券快点起诉！,新浪
1127,2019-08-14,晚间要闻2019年8月14日星期三,Wind
1128,2019-08-14,长江证券回应：研究所前员工举报公司相关人员“行贿”新财富评选不实 诉讼纠纷,Wind
1129,2019-08-09,"非银金融行业:【联讯非银】上市券商7月业绩点评,业绩环比微跌,科创板助推投行业务增长",联讯证券
1130,2019-08-06,长江证券(000783.SZ)当年累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
1131,2019-08-06,长江证券(000783.SZ)7月母公司净利润5726.32万元 同比下降55.02% 盈利能力下降,格隆汇
1132,2019-08-06,长江证券：当年累计新增借款占上年末净资产比例为29.50%,Wind
1133,2019-08-05,重回高增长轨道 券商上半年先锋榜出炉,投资者报
1134,2019-08-01,中报披露过半，大小券商疯赚，有个雷区勿踩！,搜狐
1135,2019-08-01,中期业绩“喜大普奔” 大型券商赚大钱中小券商忙翻番,中证报
1136,2019-07-30,头部券商优势凸显 行业集中度料提升,中证报
1137,2019-07-29,券商股午后集体回调 长江证券跌逾6%,中国经济网
1138,2019-07-29,【异动股】券商信托板块下挫，长江证券(000783-CN)跌6.17%,财华社
1139,2019-07-29,【异动股】券商信托板块下挫，长江证券(000783-CN)跌6.41%,财华社
1140,2019-07-29,券商股早盘集体走弱 长江证券跌超6%,e公司
1141,2019-07-29,券商股盘初跳水，华泰证券跌近4%,Wind
1142,2019-07-27,最惨连降5级！券商最新分类评价结果来了：谁是最大赢家？,中国基金报
1143,2019-07-26,创新扶贫工作模式 为产业扶贫注入“金融动力”——长江证券股份有限公司精准扶贫工作汇报,证券时报网
1144,2019-07-18,上半年投行IPO成绩单出炉：32家券商赚30.86亿承销费 中信证券赚钱能力第一,21世纪经济报道
1145,2019-07-17,科创板“暖风”+靓丽业绩，券商股交易性机会已逐步呈现,第一财经
1146,2019-07-17,券商股异动攀升，太平洋大涨6%,Wind
1147,2019-07-17,金融：半年报+科创板+美联储降息三预期叠加分析,东莞证券
1148,2019-07-16,计提减值超10亿压不住券商中期业绩爆发，5家预计同比超100% 资产异常,每日经济新闻
1149,2019-07-16,低基数效应显现 中小券商中报业绩普增逾五成,中证报
1150,2019-07-15,券商股集体暴动！业绩黑马不只一两匹！10券商披露上半年业绩，多家净利数倍增长，哪类业务贡献最大,券商中国
1151,2019-07-15,长江证券上半年净利增长近1.88倍,证券时报
1152,2019-07-14,长江证券：2019年半年度业绩报告预告,深交所
1153,2019-07-14,长江证券(000783.SZ)上半年净利润预增187.6%至10.87亿元,格隆汇
1154,2019-07-14,长江证券：预计上半年净利润同比增长187.6%左右,Wind
1155,2019-07-14,长江证券2019年上半年盈利10.87亿元 同比增长188%,挖贝网
1156,2019-07-12,A股共发生59宗大宗交易成交5.27亿元（7月12日）,Wind
1157,2019-07-12,长江证券今日大宗交易成交29.42万股，成交价7.52元溢价0.0%,Wind
1158,2019-07-11,金融：券商股迎配置窗口 荐2股,万联证券
1159,2019-07-09,券商6月份营业收入：国泰君安22.79亿，南京证券1.64亿,中金在线
1160,2019-07-09,上市券商6月集体翻身仗！3家净利环比翻10倍，半年业绩座次提前看,券商中国
1161,2019-07-08,长江证券：6月份母公司实现净利润1.38亿元,e公司
1162,2019-07-08,长江证券(000783.SZ)前6月母公司净利大增338.80%至16.21亿元,格隆汇
1163,2019-07-08,长江证券：母公司6月净利润1.38亿元，5月净利为7843万元,Wind
1164,2019-06-30,长江证券(000783.SZ)获准向长江证券国际金融集团有限公司增资不超3亿港元,格隆汇
1165,2019-06-25,长江证券非公开发行90亿元证券公司次级债券项目获深交所受理,中国金融信息网
1166,2019-06-19,打造资本神话：那些年我们追过的券商借壳股,Wind
1167,2019-06-19,作为中部地区最大都市，武汉的人才吸引力十分强劲,投资时报
1168,2019-06-13,[路演]长江证券：子公司保荐的三家科创板IPO项目均为已问询,全景网
1169,2019-06-09,长江证券：母公司5月净利润7843.41万元,Wind
1170,2019-05-30,募资用途监督不力国海受罚 债券受托管理监管将趋严,21世纪经济报道
1171,2019-05-27,长江证券(000783.SZ)第一大股东解除质押8810万股,格隆汇
1172,2019-05-19,拒付股权质押违约金 与长江资管公堂互怼 这家东北企业咋了？,经济观察报
1173,2019-05-18,公告点题｜5月17日这些公告有看头,第一财经
1174,2019-05-17,A股大跌！沪指跌2.48%失守2900 北向资金流出逾52亿,和讯
1175,2019-05-17,长江证券：拟向子公司长证国际增资不超8亿港元,e公司
1176,2019-05-17,禁止新增大集合参与股权质押引发违约？ 长江证券资管：这锅我不背,每日经济新闻
1177,2019-05-17,踩雷股票质押 长江资管讨千万违约金 股票质押异常,新京报
1178,2019-05-16,一笔7亿质押引发纠纷！为了千万违约金，长江资管和上市公司股东互怼，最新判决来了,中国基金报
1179,2019-05-16,关于公布2019年第一次浙江辖区证券经营机构现场检查随机抽查结果的通知,浙江证监局
1180,2019-05-16,券商4月业绩：营收环比减四成 国泰君安力压中信证券,新浪
1181,2019-05-15,蓝英装备母公司股票回购违约 长江资管讨千万违约金 违约失信,新浪
1182,2019-05-15,券商股“底气”揭秘：8月业绩大丰收，15家公司净利翻倍，还有刚出炉的利好加持,中证报
1183,2019-05-15,"证券行业月度业绩点评:业绩起伏不改价值本色,行情回落把握上车良机",西南证券
1184,2019-05-13,【异动股】券商板块持续低迷 长江证券(000783-CN)跌近4%,财华社
1185,2019-05-10,券商4月业绩“滑铁卢” 23家营收净利双“跳水” 盈利能力下降,长江商报
1186,2019-05-09,4月“比惨大会”？6成上市券商净利环比遭“腰斩”,第一财经
1187,2019-05-09,35家上市券商4月净利同比增逾五成,中证网
1188,2019-05-09,长江证券(000783.SZ)逆势涨近6% 成4月券商业绩黑马,格隆汇
1189,2019-05-09,长江证券净利润暴跌83%背后：资管频频踩雷 海外业务亏损不断 亏损,华夏时报
1190,2019-05-09,20家证券公司发布2019年4月业绩 长江证券4月盈利7亿元,中金在线
1191,2019-05-08,大跳水！26家上市券商4月业绩来了：下降50%都算少的！,中国基金报
1192,2019-05-08,4月券商业绩腰斩，长江证券净利7亿反超中信成大黑马,21世纪经济报道
1193,2019-05-08,好日子说没就没了！4月券商业绩腰斩，长江证券净利7亿反超中信成大黑马 盈利能力下降,21世纪经济报道
1194,2019-05-08,"上市券商4月业绩断崖式下跌！半数净利下滑五成以上，众龙头券商""领衔""大滑坡 盈利能力下降",券商中国
1195,2019-05-08,公告精选：23家券商披露4月成绩单，仅3家净利环比增长；海欣食品、来伊份等澄清“人造肉”业务,每日经济新闻
1196,2019-05-08,长江证券(000783.SZ)4月母公司净利大增526.77%至7.01亿元,格隆汇
1197,2019-05-08,长江证券：母公司4月净利7.01亿元 环比增长逾1.4倍,新浪
1198,2019-05-08,"长江证券：母公司4月份实现净利润70,085.21万元",金融界
1199,2019-05-08,长江证券：受益长江资管、长江保荐利润分配方案 4月母公司净利润超7亿元,e公司
1200,2019-05-05,长江证券一季度净利7.65亿 同比增长138% 现金流量净额为72.3亿元,挖贝网
1201,2019-05-02,长江证券原行业首席拟出任五矿证券研究所所长,Wind
1202,2019-04-30,券商首次关注11股并给予买入评级（4月30日）,Wind
1203,2019-04-29,【中信建投非银】长江证券2019年一季报点评：一季度净利润同比+138%，自营与经纪业务业绩弹性绽放,中信建投非银金融研究
1204,2019-04-28,【申万宏源金融】长江证券一季报点评：投行市占率显著提升，经纪业务后劲十足,大金融研究
1205,2019-04-28,最新公告揭露重大利好 五只股周一或冲涨停,证券之星
1206,2019-04-27,长江证券股份有限公司2019第一季度报告,证券时报
1207,2019-04-26,长江证券：一季度净利润同比增137.50%,Wind
1208,2019-04-26,长江证券一季度净利大增137%,证券时报
1209,2019-04-26,长江证券(000783.SZ)一季度净利升137.50%至7.65亿元,格隆汇
1210,2019-04-26,长江证券股东新理益集团增持3000万股 耗资约2.33亿元,挖贝网
1211,2019-04-23,A股共发生42宗大宗交易成交8.46亿元（4月23日）,Wind
1212,2019-04-23,首批上市券商一季报出炉 经纪与自营业务最“惊喜”,中证报
1213,2019-04-22,“回归本源”服务实体经济 长江证券“榫卯式”打造全方位“助推力”,中国经营报
1214,2019-04-22,长江证券去年净利2.57亿同比下滑83% 董事长李新华年薪57万 盈利能力下降,挖贝网
1215,2019-04-20,长江证券(000783.SZ)2018年度净利润下降83.35%至2.57亿元 拟10派0.2元 盈利能力下降,格隆汇
1216,2019-04-19,长江证券：2018年净利润2.57亿 同比下滑83.35% 盈利能力下降,证券时报网
1217,2019-04-19,长江证券：2018年净利2.57亿元 同比降83%,e公司
1218,2019-04-16,福建证监局关于2019年辖区证券分支机构现场检查随机抽查结果的通报,福建证监局
1219,2019-04-15,A股一季报业绩扫描：662股预亏预减，18家降幅超10倍 预亏,澎湃新闻
1220,2019-04-15,财经早报:央行力挺A股 3月信贷社融全面超预期,新浪
1221,2019-04-14,重要公告：顾家家居拟收购喜临门股权事项终止,腾讯网
1222,2019-04-14,长江证券：一季度净利为7.68亿元，同比增长138%,Wind
1223,2019-04-14,长江证券(000783.SZ)一季度净利润升138.27%至7.68亿元,格隆汇
1224,2019-04-14,长江证券：一季度净利7.68亿元 同比增138%,e公司
1225,2019-04-11,长江证券：2019年累计新增借款超上年末净资产的20% 大额借贷担保,Wind
1226,2019-04-03,长江证券：董事辞职 董监高成员变化,Wind
1227,2019-04-03,股价逼近转股价 两家上市券商可转债转股有望“解冻”,证券日报
1228,2019-04-02,券商“A+H”阵营添新兵 两地因何股价悬殊,第一财经日报
1229,2019-04-01,去年基金股票分仓70亿元 长江证券力压中信证券夺冠,e公司
1230,2019-04-01,长江证券分仓收入夺冠 卖方研究欲转型,中证报
1231,2019-03-30,2018公募基金股票分仓出炉 长江证券超越中信证券问鼎冠军,证券时报
1232,2019-03-30,重磅出炉！2018公募基金股票分仓排名来了：中信证券4亿收入却丢冠，新科冠军竟然是TA！（完全名单）,中国基金报
1233,2019-03-27,氢燃料电池应用直接催化，这个有色小品种19-20年需求翻4倍，眼下产能却收缩严重，A股稀缺标的龙头并龙头或拿下全球最大矿区【3.28必看研报】,和讯
1234,2019-03-22,关于为长江证券股份有限公司2019年证券公司次级债券（第一期）提供转让服务有关事项的通知,深交所
1235,2019-03-22,官宣！6家券商保荐科创板项目获首批受理,Wind
1236,2019-03-22,长江证券：2019年一季报及年报业绩前瞻,和讯
1237,2019-03-14,长江证券：一季报 寻觅ALPHA第二弹,和讯
1238,2019-03-13,长江证券：第一大股东新理益质押6500万股 占股本1.18%,证券时报网
1239,2019-03-07,8只券商股涨停 长江证券2月净利润同比增2717.15%,21世纪经济报道
1240,2019-03-07,不负大行情！业绩全面提升，2月份券商净利润同比增长超400%,Wind
1241,2019-03-06,长江证券(000783.SZ)2月母公司净利润暴增25.84倍至2.81亿元,格隆汇
1242,2019-03-06,长江证券：母公司2月份净利2.8亿元,金融界
1243,2019-03-04,广发非银：寻找证券板块价值重估逻辑,金融界
1244,2019-02-21,1月券商评测结果出炉！东吴证券、长江证券、东莞证券分列前三,和讯
1245,2019-02-20,冲高遇阻或是“牛歇脚” 各路资金布局金融股势头正酣,证券日报
1246,2019-02-15,券商股小幅回暖，财通证券领涨4%,Wind
1247,2019-02-13,长江证券：母公司1月净利为1.34亿元,e公司
1248,2019-02-03,不仅资产减值计提成业绩大杀手 券商又踩雷股权质押 投资失误,新浪
1249,2019-02-01,"非银金融行业周观点:证监会“易”帅,开门红依旧承压",万联证券
1250,2019-01-31,计提资产减值准备拖累中小券商业绩 头部券商将率先受益科创板,证券日报
1251,2019-01-28,131家券商去年净利降幅超四成 25家券商亏损 亏损,证券日报
1252,2019-01-26,10家券商被20多只股票坑了36亿,Wind
1253,2019-01-25,券业业绩最大“杀手”竟是它！至少5家券商发布资产减值公告 计提已超26亿,券商中国
1254,2019-01-25,回天新材对“重大事项”拈来拈去 涉嫌忽悠式信息披露,证券日报
