,2021-12-31,路演互动丨隆基股份1月4日可转债发行网上路演,全景网
7984,2019-05-06,【机构风向标】隆基股份逆市抗跌，获10家机构扎堆推荐,证券时报
7985,2019-05-06,【中信证券电新】隆基股份：业绩符合预期，盈利修复回款改善,CITICS电新
7986,2019-05-06,隆基股份:预计全球光伏市场需求仍将持续增长,中证网
7987,2019-05-06,[路演]隆基股份：将在近期推出大尺寸硅片设计,全景网
7988,2019-05-06,[路演]隆基股份：公司配股募集资金将有利于公司扩大产能,全景网
7989,2019-05-06,[路演]隆基股份：公司单晶硅片的市场份额领先 约占全球单晶的40-45%,全景网
7990,2019-05-06,板块量利开启反转，产业拐点确立（光伏系列研究报告之五：2018年报&2019一季报总结）,中泰电新研究
7991,2019-05-06,隆基股份：国内需求淡季下 海外市场爆发,西南证券
7992,2019-05-05,电气设备：国内光伏电价政策落地,中银国际
7993,2019-05-05,隆基股份去年净利25.58亿元 同比下滑28% 盈利能力下降,挖贝网
7994,2019-05-05,隆基股份一季度净利6.1亿元同比增长13% 现金流量净额为9.4亿元,挖贝网
7995,2019-05-05,"隆基股份:硅片、组件快速扩张,量利齐升可期",平安证券
7996,2019-05-05,"隆基股份:单晶龙头强者恒强,加速全产业链布局",申万宏源
7997,2019-05-01,【方正电新 隆基股份】2021年单晶硅片65GW 从龙头到巨头,申建国电新团队
7998,2019-04-30,【东吴电新】隆基股份：盈利能力快速回升，产能扩张稳健推进,新兴产业汇
7999,2019-04-30,一图读懂隆基股份2018年年报,新华网
8000,2019-04-30,【新时代电新】隆基股份一季报点评：业绩符合预期，产能扩张规划明确,新时代新能源开文明团队
8001,2019-04-30,【中泰电新】隆基股份：毛利率季度环比提升，新产能规划夯实龙头地位,中泰电新研究
8002,2019-04-30,隆基股份：2018年年度主要财务指标,上交所
8003,2019-04-30,隆基股份：第四届董事会2018年年度会议决议公告,上交所
8004,2019-04-30,组件出货超7GW，累计出货60GW 隆基股份公布2018年财报,世纪新能源
8005,2019-04-30,隆基股份:盈利能力连续两季度回升再次确认景气反转,国金证券
8006,2019-04-29,隆基股份2018年实现营收220亿元 扩产巩固单晶龙头优势,中证网
8007,2019-04-29,隆基股份2018年营收同比增长34.38%,中证网
8008,2019-04-29,隆基股份：2019年一季度实现净利6.11亿元 同比增长12.54%,金融界
8009,2019-04-29,隆基股份(601012.SH)一季度净利润升12.54%至6.11亿元,格隆汇
8010,2019-04-29,隆基股份：一季度净利6.11亿元 同比增13%,e公司
8011,2019-04-29,隆基股份(601012.SH)2018年度净利润降28.24%至25.58亿元 拟10派1元 盈利能力下降,格隆汇
8012,2019-04-29,隆基股份：向两家全资孙公司增资总计36亿元,Wind
8013,2019-04-29,隆基股份：一季度净利润同比增12.54%,Wind
8014,2019-04-29,隆基股份：一季度净利润6.11亿元，同比增长12.54%,Wind
8015,2019-04-28,下周操盘攻略：A股连续下探叠加解禁大降60%，节前反弹动能望强劲！,Wind
8016,2019-04-26,下周556亿市值限售股解禁，环比减少57.58% 解禁,Wind
8017,2019-04-24,光伏行业增长势头强劲 隆基股份产能继续扩大,中国能源网china5e
8018,2019-04-24,"电气设备和新能源-第二批光伏扶贫计划共1.67GW,浙江氢能发展规划推出",上海证券
8019,2019-04-24,"电气设备行业周报:晶科和协鑫投资乐山单多晶基地,发改委推进增量配电改革",证券之星
8020,2019-04-23,隆基股份：配股股份变动及获配股票上市公告书,上交所
8021,2019-04-22,电气设备：业绩密集披露 关注高增长细分板块,中银国际
8022,2019-04-20,挑重点！平价/指标/业绩/发电量！这份光伏周报拿走不用谢（附原文链接）,Ofweek
8023,2019-04-19,隆基股份押注近60亿扩产能 加剧单晶产能过剩？,华夏能源网
8024,2019-04-18,同一行业两大龙头股双双创下历史新高！数百亿新增投资正在砸来,证券时报网
8025,2019-04-18,"隆基股份:政策稳定,龙头再扩产拓展成长空间",正点财经
8026,2019-04-17,隆基股份配股发行结果：募集资金达38.75亿元,Ofweek
8027,2019-04-17,光伏板块表现活跃，安彩高科秒板,Wind
8028,2019-04-17,隆基股份复牌高开2.69%，公司配股认购比例达99.54%,Wind
8029,2019-04-17,"隆基股份:扩产持续提速,配股发行成功",证券之星
8030,2019-04-17,"电气设备和新能源行业:2019风光发电政策进一步推进,3月动力锂电装机同比高增",上海证券
8031,2019-04-16,隆基股份配股发行获高比例认配 确保项目全面投产,全景网
8032,2019-04-16,隆基股份签近60亿投资协议,大众证券报
8033,2019-04-16,隆基股份配股发行获99.5%高比例认配 创2011年以来A股最高纪录,e公司
8034,2019-04-16,隆基股份配股认购比例高达99.54% 明日复牌,中证网
8035,2019-04-16,隆基股份(601012.SH)签订银川年产15GW单晶硅棒和硅片及3GW单晶电池建设项目投资协议,格隆汇
8036,2019-04-16,隆基股份：拟58.5亿元投建年产15GW单晶硅棒等项目,新浪
8037,2019-04-16,隆基股份：拟58.5亿元投建年产15GW单晶硅棒和硅片及3GW单晶电池建设项目,e公司
8038,2019-04-16,隆基股份：签订近60亿元单晶电池及硅片等建设项目协议,Wind
8039,2019-04-16,"光伏系列报告之21:中环股份将扩产25gw单晶硅片,行业进入第二轮扩产周期",正点财经
8040,2019-04-16,"光伏行业政策点评:光伏补贴政策逐步落地,三季度将迎需求拐点",信达证券
8041,2019-04-16,"电气设备行业:风光政策落地,平价项目先行",东北证券
8042,2019-04-14,电气设备：电力设备风光平价加速 荐10股,安信证券
8043,2019-04-14,隆基股份：两位股东质押超8600万股,Wind
8044,2019-04-12,"陕西煤业:回购股份暂不注销低于预期,新产能释放促业绩增长",申万宏源
8045,2019-04-11,这两家公司的配股缴款时间仅剩下2天 错过最高将亏19%,证券时报网
8046,2019-04-11,紧急提醒！13万股东请注意，你的配股时间窗只剩2天，错过最高将亏19%，还有这些配股计划在路上（名单）,证券时报网
8047,2019-04-11,直接亏19%！有这票的人一定要注意！,金融界
8048,2019-04-11,隆基股份：助力光伏平价 推荐评级,和讯
8049,2019-04-11,隆基股份：扩产提速争良机 买入评级,和讯
8050,2019-04-11,【中泰煤炭】陕西煤业2018年报点评：业绩平稳增长，未来受益产能扩建及蒙华铁路开通,李俊松的黑金世界
8051,2019-04-10,美国ITC启动337调查 晶科、隆基首当其冲,Ofweek
8052,2019-04-10,隆基绿能科技股份有限公司 2018 年度业绩快报,世纪新能源
8053,2019-04-10,光伏电池片遭美国337调查 江西这家企业“中招”了 其他违规处罚,世纪新能源
8054,2019-04-10,【新时代电新 开文明团队】隆基股份：扩产稳步推进，光伏单晶全球龙头地位稳固,新时代证券研究
8055,2019-04-10,『早安，新时代！』晨会早读2019/4/10: 今日关注隆基股份、深南电路、天赐材料,新时代证券研究
8056,2019-04-09,来自苹果三星的青睐！科技巨头看好的光伏行业潜力几何？,格隆汇
8057,2019-04-09,8万户股东注意了！隆基股份今起配股缴款，正确姿势看这里,e公司
8058,2019-04-09,光伏电池片遭美调查 晶科能源等7家中国企业涉案 其他违规处罚,证券时报网
8059,2019-04-09,受存货跌价准备计提影响 隆基股份2018净利降28.24% 盈利能力下降,世纪新能源
8060,2019-04-09,隆基股份2018年业绩降近三成 盈利能力下降,每日经济新闻
8061,2019-04-09,中信建投高端制造最新投资策略,中信建投证券研究
8062,2019-04-08,隆基股份2018年快报：净利润同比下降28.24% 系五年首降 盈利能力下降,21世纪经济报道
8063,2019-04-08,[快讯]隆基股份公布年度快报,中财网
8064,2019-04-08,商务部：美国际贸易委员会对我光伏电池片产品发起337调查,Wind
8065,2019-04-08,隆基股份：2018年净利25.58亿元 同比降28%,e公司
8066,2019-04-08,隆基股份(601012.SH)2018年度净利润降28.24%至25.58亿元 拟10转4派1.8元 盈利能力下降,格隆汇
8067,2019-04-08,隆基股份：按10配3比例配售股份，配股价4.65元/股,Wind
8068,2019-04-08,隆基股份：配资扩大终端产能全球光伏龙头地位稳固,金融界
8069,2019-04-07,【天风电新|周报】2018 年电动车行情复盘，CWEA发布2018年风电吊装容量统计表,新能源研究员
8070,2019-04-05,全球单晶光伏王者隆基股份配股募资39亿扩产,红周刊
8071,2019-04-04,[路演]隆基股份：2019年公司硅片订单情况饱满,全景网
8072,2019-04-03,隆基股份（601012.SH）配股项目启动发行,世纪新能源
8073,2019-04-02,隆基股份：股票及可转换公司债券停复牌提示性公告,上交所
8074,2019-04-02,隆基股份：配股发行公告,上交所
8075,2019-04-02,隆基股份自4月9日起停牌实施配股 拟募资39亿元扩充产能,中证网
8076,2019-04-02,【华创电新 | 点评】隆基股份：2019年中报预告点评：组件、硅片毛利率加速修复，单晶龙头再迎新辉煌,华创电新研究
8077,2019-04-02,隆基股份：第四届董事会2019年第五次会议决议公告,上交所
8078,2019-04-02,"电气设备行业周报:2019年新能源汽车补贴政策终落地,强者恒强加速行业变革",证券之星
8079,2019-03-31,[快讯]隆基股份发布质押公告 涉及股份18670万股,中财网
8080,2019-03-31,隆基股份：控股股东李振国质押4000万股,Wind
8081,2019-03-29,隆基股份刘晓东：全球七成地区光伏发电成本已低于当地传统能源发电,全景网
8082,2019-03-29,旧爱新宠齐上阵 基金比拼重仓股,金融投资报
8083,2019-03-26,隆基股份：第四届董事会2019年第四次会议决议公告,上交所
8084,2019-03-26,隆基股份董秘刘晓东：加强第三方专业机构报告披露,全景网
8085,2019-03-25,【中信证券电新】周观点：华能风电支出预计大增，泛在网推进迅速,CITICS电新
8086,2019-03-25,"光伏设备行业:中环发布25GW单晶硅项目,设备企业最受益",上海证券
8087,2019-03-24,央企加码风电投资，解密科创容百科技【安信电新·周观察·0324】,电新邓永康团队
8088,2019-03-23,20亿元债券实际发行4.5亿元 中环股份发债“遇冷” 难阻扩张步伐,中国经营报
8089,2019-03-22,再降！隆基股份单晶硅片降价至3.07元,Ofweek
8090,2019-03-22,隆基股份硅片2019年价格首降 降幅2.64%,世纪新能源
8091,2019-03-21,"电气设备行业研究周报:特斯拉发布Model Y,国网2019年第一次信息化设备招标完成",证券之星
8092,2019-03-18,"电力设备与新能源行业研究周报:伏景气无忧,关注氢能、风电、充电桩边际变化",国金证券股份有限公司
8093,2019-03-18,电气设备：看好光伏和动力电池板块 荐5股,渤海证券
8094,2019-03-18,光伏平价新时代 单晶龙头受益,证券市场周刊
8095,2019-03-16,一周光伏市场/企业/财经/政策一览,Ofweek
8096,2019-03-15,隆基股份：光伏平价新时代,证券市场周刊
8097,2019-03-15,电气设备：密切关注光伏装机规划正式出台 荐3股,和讯
8098,2019-03-14,[领先大市-A评级]电力设备行业动态分析：泛在电力物联网加速 引来投资热潮,中财网
8099,2019-03-14,85股获券商买入评级 道氏技术目标涨幅达108.12%,Wind
8100,2019-03-13,【华创电新】隆基股份：涨价扩产提振业绩预期，单晶龙头全力冲刺新能源龙头,华创电新研究
8101,2019-03-12,隆基股份收到韩华专利诉讼相关文件 再度声明无产品侵权 诉讼纠纷,证券日报
8102,2019-03-12,收到诉讼传票 隆基股份：无侵权证据 诉讼纠纷,Ofweek
8103,2019-03-11,隆基股份收韩华专利诉讼传票 再次否认侵权将积极应诉,e公司
8104,2019-03-11,反弹中这两点要小心，歌尔股份怒封涨停创9个月新高！明日留意这只太阳能概念股,每日经济新闻
8105,2019-03-11,光伏板块全线拉高，猛狮科技率先涨停,Wind
8106,2019-03-11,[增持评级]新能源光伏市场跟踪周报：海外硅片市场硅片价格向上调整,中财网
8107,2019-03-11,"机械设备行业周报:两会首提“智能+”概念,两大维度看好受益标的",国海证券
8108,2019-03-11,"电气设备行业:2月动力电池装机同增118%,2019年度风电投资监测预警结果出炉",证券之星
8109,2019-03-11,电力设备行业周报:南方区域电力市场规模进一步扩大,渤海证券
8110,2019-03-11,隆基股份深度报告:单晶领域引领者,浙商证券
8111,2019-03-08,【中信建投电新】隆基股份：关键工艺不同，无惧韩华专利之争,新能源沙龙
8112,2019-03-08,晶科隆基发公告反对专利侵权指控 诉讼纠纷,北京商报
8113,2019-03-07,隆基股份澄清：并无“涉嫌侵犯专利权”,金融界
8114,2019-03-07,隆基股份(601012.SH)否认侵犯韩华专利：称产品与涉案专利采用技术方法并不一致,格隆汇
8115,2019-03-07,隆基股份澄清：无证据表明公司产品侵犯任何专利权,第一财经
8116,2019-03-07,早间公告：西藏发展股东阿拉丁数字减持公司股份,Wind
8117,2019-03-06,隆基股份(601012.SH)2名控股股东解除质押,格隆汇
8118,2019-03-06,[快讯]隆基股份发布质押公告 涉及股份14670万股,中财网
8119,2019-03-06,韩华Q-CELLS起诉晶科隆基和REC，侵犯钝化技术专利,世纪新能源
8120,2019-03-05,"电气设备与新能源行业周报2019年第9周:发改委支持云南建区域电力中心,硅片巨头涨价影响大",开源证券
8121,2019-03-03,【深度】陕西省42个城投平台详尽数据挖掘——走遍中国系列之十六,郁言债市
8122,2019-03-01,电气设备：光伏征求意见总体需求旺盛 荐10股,和讯
8123,2019-03-01,券商近四成“荐股”已达目标价 34家已达最高目标价,证券日报
8124,2019-03-01,我国钙钛矿光伏组件商业化生产在即 六股飞,证券时报
8125,2019-02-28,隆基股份：2016年公司债券(第一期)2019年付息公告,上交所
8126,2019-02-28,民生证券：光伏行业格局也将迎来新一轮调整 关注隆基股份等,证券时报网
8127,2019-02-28,148股获券商买入评级 新易盛目标涨幅达68.55%,Wind
8128,2019-02-27,光伏企业2018财报陆续上报 一探汉能私有化之路,Ofweek
8129,2019-02-27,新能源板块集体闪崩，通威股份逼近跌停,Wind
8130,2019-02-26,"新能源设备行业第9周周报:硅片价格首次上调,光伏行业需求旺盛",正点财经
8131,2019-02-26,隆基股份拟斥资60亿元布局单晶项目 扩大光伏龙头优势,证券日报
8132,2019-02-26,光伏发展获“硬支撑” 三大龙头集中上调价格,证券日报
8133,2019-02-26,电力设备行业周报:我国能源清洁化取得阶段性成果,渤海证券
8134,2019-02-25,隆基股份连发三公告：8.37亿配股申请获准 合约60亿元项目获通过,Ofweek
8135,2019-02-25,隆基8.37亿配股申请获批复，古晋8.4亿、云南51亿制造项目获审议通过,世纪新能源
8136,2019-02-25,『早安，新时代！』晨会早读2019/2/25：今日关注天齐锂业、隆基股份,新时代证券研究
8137,2019-02-25,A股早报2019年2月25日星期一,Wind
8138,2019-02-25,安信证券：隆基股份买入评级,安信证券
8139,2019-02-25,【朝闻国盛0225】金融的大转变,国盛证券研究所
8140,2019-02-25,【东北晨会20210105】12月PMI数据点评/退市新规正式出台点评/金工择时周报/光伏、房地产动态点评/恒玄科技（深）,东北证券研究所
8141,2019-02-25,【天风研究·固收】转债日报（2月25日）,固收彬法
8142,2019-02-25,【天风电新|周报】能源局就2019光伏行业征求意见，LGC财报最新解读,新能源研究员
8143,2019-02-25,"电力设备与新能源行业2月第3周周报:国内光伏政策征求意见,隆基股份单晶硅片提价",证券之星
8144,2019-02-25,"隆基股份:需求旺盛硅片提价,产能持续扩张",东北证券
8145,2019-02-25,"隆基股份:淡季提价,盈利扩张",东吴证券
8146,2019-02-25,"隆基股份:硅片涨价增利润,扩产提速争良机",证券之星
8147,2019-02-24,【东吴电新曾朵红团队】周策略：光伏征求意见总体需求旺盛，电动车静待政策落地,新兴产业汇
8148,2019-02-24,【新时代电新】隆基股份点评：配股获批，扩产稳步进行，单晶全球龙头已成型,新时代新能源开文明团队
8149,2019-02-24,电气设备：硅片价格上调 光伏延续高景气度,川财证券
8150,2019-02-24,【中泰电新】隆基股份：单晶硅片价格上涨，产能扩张稳步推进,中泰电新研究
8151,2019-02-24,下周操盘攻略：增量资金入市，继续看好19年躁动行情！,Wind
8152,2019-02-24,业绩雷没结束!天翔环境亏近16亿 慈文传媒亏10.84亿,财富动力网
8153,2019-02-23,一窥国内2019光伏新政 揭晓2019全球清洁能源发展走向,Ofweek
8154,2019-02-23,【华创电新】本周重点覆盖公司信息归总,华创电新研究
8155,2019-02-22,隆基股份拟60亿扩充主业,大众证券报
8156,2019-02-22,公告精选：美的集团拟回购6000万股-1.2亿股；隆基股份拟逾60亿元投建多项单晶项目,e公司
8157,2019-02-22,隆基股份：超60亿元投建多项单晶项目,Wind
8158,2019-02-22,[快讯]隆基股份:投资建设古晋年产1GW单晶电池项目,中财网
8159,2019-02-22,隆基股份：海外需求旺盛，单晶龙头年内首次上调硅片价格,证券时报网
8160,2019-02-22,[快讯]隆基股份:投资建设云南单晶硅棒和硅片二期项目,中财网
8161,2019-02-22,隆基股份(601012.SH)8.38亿股配股方案获中国证监会核准,格隆汇
8162,2019-02-22,光伏行业迎“盛宴” 部分重仓基金净值上涨,中证网
8163,2019-02-20,光伏快讯：甘肃光伏装机增长7.97% 全球品牌500强榜单发布,Ofweek
8164,2019-02-20,隆基股份控股股东李振国解除质押7280万股,世纪新能源
8165,2019-02-20,"电力设备行业:把握春季攻势,光伏需求超预期,探析19年新能源爆款车型",安信证券
8166,2019-02-19,电气设备：竞价机制定规模 平价上网将加速,广发证券
8167,2019-02-19,"电力设备行业周报:国网加快“三型两网”建设,推进“放管服”改革",渤海证券
8168,2019-02-19,电力设备与新能源行业:通威股份,信达证券
8169,2019-02-18,[快讯]隆基股份发布质押公告 涉及股份15670万股,中财网
8170,2019-02-18,隆基股份(601012.SH)控股股东解除质押7280万股无限售流通股,格隆汇
8171,2019-02-18,半导体板块全线走强，德豪润达迅速涨停,Wind
8172,2019-02-18,"电气设备行业周报:2019年1月动力电池装机同比增长281%,光伏产品价格小幅上涨",证券之星
8173,2019-02-13,才过完一个月 公募年终状元候选人已经出炉,新浪
8174,2019-02-13,"电力设备行业2018年年报业绩前瞻:业绩持续分化,龙头差异竞争力凸显",平安证券
8175,2019-02-10,电气设备：光伏提价淡季不淡 荐8股,联讯证券
8176,2019-02-02,电力设备与新能源行业周报:新能源一季度淡季不淡海外市场拓展增量空间,东兴证券
8177,2019-02-01,【长江电新】平价中的光伏新周期：供需共振推动硅片涨价，强势格局有望延续,微信
8178,2019-02-01,"电力设备行业:产业携手前进,静待靴子落地",安信证券
8179,2019-02-01,电力设备行业周报:国家能源局发布2018年风电并网运行情况,渤海证券
8180,2019-01-31,隆基股份：将“16隆基01”票面利率上调至5.85%,Wind
8181,2019-01-31,三行业将领衔业绩浪基金超前布局连续四季度持仓48只个股,证券日报
8182,2019-01-31,"电力设备与新能源行业周报:锂电池景气度回升,燃料电池趋势性走强",长城证券
8183,2019-01-30,A股最大的100个商誉地雷股全在这里了（名单）,金融界
8184,2019-01-30,一段视频带你了解隆基“solar for solar”发展模式,北极星电力
8185,2019-01-30,电气板块相对活跃，川仪股份快速涨停,Wind
8186,2019-01-29,权益仓位普降，地产行业占比显著提升——2018年公募基金四季报分析,鲁明量化全视角
8187,2019-01-29,电气设备和新能源行业:锂离子电池行业规范条件及管理办法发布,上海证券
8188,2019-01-28,买对牛股是本事！新年一波小阳春，他们又押中了,中财网
8189,2019-01-28,助力春季行情，北上资金节前忙“扫货”,中证报
8190,2019-01-25,电力设备行业周报:2018年全社会用电量同比增长8.5%,渤海证券
8191,2019-01-24,兴全基金4季度加仓三安光电 有产品仓位从76%降至39%,新浪
8192,2019-01-24,电气板块持续拉升，阳光电源率先涨停,Wind
8193,2019-01-24,光伏供应链龙头企业净利下滑 短期“回血”难改业绩受压,21世纪经济报道
8194,2019-01-23,隆基股份今日大宗交易成交23.65万股，成交价22.1元折价0.0%,Wind资讯
8195,2019-01-23,光伏头部企业业绩承压 各环节产品价格下降迅速,第一财经
8196,2019-01-23,"电气设备行业:光伏需求旺盛依旧,只待补贴政策落地",方正证券
8197,2019-01-23,"隆基股份2018年业绩预告点评:平价打开需求瓶颈,高效产品盈利能力突出",中证网
8198,2019-01-23,基金去年四季度增持万科A减持贵州茅台,证券时报
8199,2019-01-23,"联讯电新周报:风光政策预期向好,新能源汽车负面情绪渐消化",联讯证券
8200,2019-01-22,明日最具投资机会六大牛股一览（2019年1月22日）,中财网
8201,2019-01-22,隆基股份：单晶路线优势突显 买入评级,西部证券
8202,2019-01-22,融资客青睐41股，卓郎智能买入占比高达51.45%,Wind
8203,2019-01-22,39股获券商买入评级，杰瑞股份目标涨幅达41.08%,Wind
8204,2019-01-22,今年光伏市场乐观情绪上升 六股迎腾飞契机,证券日报
8205,2019-01-21,"华创证券：将隆基股份评级调高为""强推""",Wind
8206,2019-01-21,沪指重上2600点 这一板块罕见11连涨,证券时报
8207,2019-01-21,"隆基股份2018年业绩预告点评:光伏q4景气回升,全年业绩超出预期",正点财经
8208,2019-01-21,"电气设备行业周报:江苏积极核准海上风电项目,新能源车积分比例达16.5%",正点财经
8209,2019-01-21,净利暴跌9亿 隆基股份产品价格“断崖式下滑” 盈利能力下降,世纪新能源
8210,2019-01-21,35股获券商买入评级 招商蛇口目标涨幅达42.74%,Wind
8211,2019-01-21,【电新】隆基股份：业绩拐点或已过去，盈利有望持续修复,微信
8212,2019-01-21,"电力设备与新能源行业1月第4周周报:2018年新能源数据陆续发布,产业趋势有望延续",证券之星
8213,2019-01-21,"电力设备与新能源行业研究周报:光伏板块多重利好连催化,关注充电运营环节补贴",国金证券
8214,2019-01-21,电力设备行业周报:世界海拔最高的山地光伏扶贫项目投入运行,渤海证券
8215,2019-01-21,"隆基股份:业绩符合预期,盈利复苏强劲",东北证券
8216,2019-01-20,周线三连阳 三路资金动向揭示上涨动能几何,证券日报
8217,2019-01-20,隆基股份股东陕西煤业增持8319万股 耗资约15亿元,挖贝网
8218,2019-01-19,煤企巨头大力转战新能源 “单晶王者”隆基股份获陕西煤业巨额增持,经济观察网
8219,2019-01-18,"隆基股份:业绩下滑速度大幅放缓,电池转化效率再创新高 盈利能力下降",正点财经
8220,2019-01-18,隆基股份：股东陕西煤业耗资16亿元完成增持 拟启动新一轮增持计划,中证网
8221,2019-01-18,隆基股份：股东陕西煤业拟增持1%-4.99%股份,Wind
8222,2019-01-18,隆基股份：股东陕西煤业拟增持1%-4.99%股份,e公司
8223,2019-01-18,【天风电新杨藻】隆基股份：业绩略超预期，看好2019年业绩增长,新能源研究员
8224,2019-01-18,下周最具投资价值六大牛股一览（2019年1月18日）,中财网
8225,2019-01-18,半导体板块午后集体上扬，长电科技直线涨停,Wind
8226,2019-01-18,隆基股份预计2018年度净利下滑两成 光伏产品价格下降及补贴拖欠是主因 盈利能力下降,北极星电力
8227,2019-01-18,隆基股份：业绩符合预期 单晶市占率快速提升,中泰证券
8228,2019-01-18,34股获券商买入评级 招商蛇口目标涨幅达54.53%,Wind
8229,2019-01-18,"隆基股份业绩预告点评:再超预期,王者归来",东吴证券
8230,2019-01-18,"隆基股份:业绩拐点或已过去,盈利有望持续修复",证券之星
8231,2019-01-17,隆基股份：2018年度业绩预告,上交所
8232,2019-01-17,隆基股份2018年净利27亿元到28亿元 同比减少23-25%,挖贝网
8233,2019-01-17,公告精选：隆基股份去年净利预减逾两成 新元科技新产品研发获重要进展 盈利能力下降,e公司
8234,2019-01-17,[快讯]隆基股份公布年度业绩预告,中财网
8235,2019-01-17,隆基股份：预计2018年净利润26.6亿元-27.6亿元，同比降超两成,Wind
8236,2019-01-17,隆基股份：单晶硅片和组件价格降幅较大 2018年度净利预减逾两成 盈利能力下降,e公司
8237,2019-01-16,【每日晨报】策略丁文 银河证券晨报—20190116,中国银河证券研究
8238,2019-01-16,"联讯电新周报:风光推进平价项目,新能源汽车迎政策窗口",联讯证券
8239,2019-01-16,"电力设备与新能源行业周报:风光平价将加速,行业维持高成长性",东兴证券
8240,2019-01-15,"电力设备行业:新能源政策密集期,影响测算与点评",安信证券
8241,2019-01-15,"电力设备与新能源行业周报:风光平价管理办法出台,平价在即龙头成长空间打开",东吴证券
8242,2019-01-14,"新兴能源行业:平价上网政策出台,长期发展模式确立",正点财经
8243,2019-01-14,"电气设备行业研究周报:电动车补贴退坡模拟敏感性测算,风光平价政策发布",正点财经
8244,2019-01-14,多晶硅：因为光伏，成也政策，败也政策,工业电器网
8245,2019-01-13,电气设备：主管部门推动风光平价上网 荐3股,广发证券
8246,2019-01-11,隆基绿能科技：1月25日召开“18隆基CP001”持有人会议,Wind
8247,2019-01-11,从水电到光伏：隆基打造出绿色制造的“中国样本”,北极星电力
8248,2019-01-11,巨丰收评：市场缩量反弹 热点轮动成常态,巨丰财经
8249,2019-01-11,531后最有诚意的光伏新政来了，引发新能源股大幅飙升,中国能源网china5e
8250,2019-01-11,服务实体经济 助力追赶超越——2018年陕西资本市场直接融资情况综述,山西证监局
8251,2019-01-11,巨丰午评：市场热点切换 调整仍未结束,巨丰财经
8252,2019-01-11,平价上网项目蓄势待发 光伏板块掀涨停潮,大众证券报
8253,2019-01-11,A股早报2019年1月11日星期五,Wind
8254,2019-01-11,光伏板块狂欢之后需冷静，今年行业将面对严峻挑战,Wind
8255,2019-01-11,平价上网政策来了 风电光伏“风光再现”,财富动力网
8256,2019-01-11,电气设备板块逆势崛起行业龙头有望表现 六股热,中证报
8257,2019-01-11,电力设备与新能源行业事件点评:平价上网政策出台审批权下放增量有望超预期,东兴证券
8258,2019-01-10,涨停板解密：电气设备股逆市受追捧！（1月10日）,Wind
8259,2019-01-10,电力设备与新能源行业研究:新能源行业数据周跟踪:《福建省海上风电项目竞争配置办法(试行)》(征求意见稿)发布,正点财经
8260,2019-01-10,隆基股份午后封涨停 成交额9.47亿元封单2.87万手,腾讯网
8261,2019-01-10,巨丰热点：光伏概念盘中走强 茂硕电源等多股涨停,巨丰财经
8262,2019-01-10,政策护航风电光伏加速平价上网，概念股已集体爆发 这些龙头股值得关注,证券时报网
8263,2019-01-10,"太阳能行业研究:平价上网政策环境完善,国内市场装机预期进一步稳固",国金证券
8264,2019-01-10,"电力设备行业事件点评:新能源发电平价上网政策发布,利好设备厂商",渤海证券
8265,2019-01-10,"电气设备行业:政策支持无补贴项目,助力风光平价最后一码",证券之星
8266,2019-01-10,"电力设备行业:电池装机超预期,能量密度创新高",安信证券
8267,2019-01-09,"电气设备及新能源行业周报:新周期起步,产业继续分化",正点财经
8268,2019-01-09,"电力设备与新能源行业周报:动力电池装机符合预期,风电平价项目建设加速",长城证券
8269,2019-01-07,隆基股份（601012）深度报告：技术和成本优势，打造全球单晶一体化龙头,微信
8270,2019-01-07,单晶市场新景象2019年有望继续提升,中国能源网china5e
8271,2019-01-07,头号研报｜特变电工：股价底部构筑完成未来业绩可期,巨丰财经
8272,2019-01-07,新年首周近20亿元北上资金涌入做多 或迎春季躁动行情,证券日报
8273,2019-01-07,电力设备行业周报:中国首个大型平价上网光伏项目并网发电,渤海证券
8274,2019-01-07,"太阳能行业光伏平价上网系列报告之三:全球光伏平价大幕开启,海外需求多点开花",国金证券
8275,2019-01-04,电新行业2019年年度策略:风景这边独好,证券之星
8276,2019-01-03,沪港通十大成交活跃股排名（1月3日）,Wind
8277,2019-01-03,广州加大与港澳台芯片产业合作 四股现上车良机,证券时报
8278,2019-01-03,"电力设备行业:补贴新政临近,新能源新年新气象",安信证券
8279,2019-01-02,44股获券商买入评级 胜宏科技目标涨幅达66.67%,Wind
8280,2019-01-01,【华创电新】周观点：特斯拉推进中国供应商开发，新能源年底需求持续旺盛,华创电新研究
8281,2019-01-01,【长江电新-周观点】新能源有望旺季开年，板块“避风港”价值强化,长江电力设备新能源
8282,2018-12-29,"电力设备新能源行业2019年投资策略:脚步渐近,新能源迈向平民时代",正点财经
8283,2018-12-29,隆基股份：2018年第四次临时股东大会决议公告,上交所
8284,2018-12-29,电力设备行业周报:国家电网发布全面深化改革十大举措,渤海证券
8285,2018-12-27,电力设备与新能源行业周报:动力电池装机持续高增长光伏产业链价格稳定,长城证券
8286,2018-12-25,证监会：熙菱信息、富祥股份、晶瑞股份可转债事项均获通过,Wind
8287,2018-12-25,第十七届发审委2018年第205次会议审核结果公告,证监会
8288,2018-12-24,"电气设备行业跟踪周报:确定性和成长性兼具,看好优质龙头",正点财经
8289,2018-12-21,第十七届发审委2018年第205次工作会议公告,证监会
8290,2018-12-20,隆基股份：拟融资不超过60亿元护航扩产计划,中证网
