,2021-12-31,35股今日获机构买入评级,证券时报网
3967,2018-06-25,电子周报：精选被错杀龙头 从各种缺货涨价看汽车电子应用加速机会,国金证券
3968,2018-06-25,上周机构调研热情回落 海康威视等白马股依旧受关注,证券时报网
3969,2018-06-24,这家公司获蚂蚁金服子公司入股，逾150家机构参与电话会议！,e公司
3970,2018-06-24,精准抢点央行定向降准利好，北上资金本周罕见大幅增配创业板,e公司
3971,2018-06-24,长江电子|周观点 看好电子板块三季度边际改善与科技硬实力的长期配置价值,长江电子
3972,2018-06-23,正泰电器：三大战略助力龙头业绩腾飞,国金证券股份有限公司
3973,2018-06-23,北上资金积极布局 相关个股有望率先反弹,金融界
3974,2018-06-22,海外机构扎堆调研上市公司，A股市场外资持续买入,财界网
3975,2018-06-22,国金证券：正泰电器买入评级,顶尖财经网
3976,2018-06-22,A股市场外资持续“买买买”，海外机构扎堆调研上市公司,澎湃新闻
3977,2018-06-21,800亿外资逆市大抄底 海外机构调研奔赴MSCI标的公司,天天基金网
3978,2018-06-21,广发策略戴康：境内外投资者为何对A股存在分歧？,金融界
3979,2018-06-21,"机械设备行业高频数据周报:挖机销量持续超预期,智能制造迎进口替代高峰",申万宏源
3980,2018-06-20,2018中国（成都）电子信息博览会7月来袭 领略未来科技,维库电子市场
3981,2018-06-20,平安证券：大胆布局核电重启 谨慎博弈火电反弹,中证网
3982,2018-06-19,北上资金逆市涌入 大消费龙头股成布局重点,中证网
3983,2018-06-19,6月19日中小板高活跃度个股一览,中证网
3984,2018-06-19,上证指数收跌近4%险守2900点，创2年来新低，千股跌停重演,每日经济新闻
3985,2018-06-19,机构调研略有降温 供销大集成焦点,证券时报
3986,2018-06-19,"2018年机械行业周报6月第3期,大族激光携华昌达发展激光加工,中芯国际14nm制程良率达95%",证券之星
3987,2018-06-17,“入摩”半月，海内外机构扎堆调研这些股（附名单）,--
3988,2018-06-15,公告精选：秋林集团拟推2亿元员工持股计划；瑞士信贷拟增资瑞信方正至持股51%,每日经济新闻
3989,2018-06-15,太平洋电子|每日公告20180615,刘翔电子研究
3990,2018-06-15,激光设备需求快速增长 全球迎来“光”制造时代,资本邦
3991,2018-06-15,大族激光：控股股东拟发行不超20亿元可交换债券,e公司
3992,2018-06-15,创业板、中小板一周活跃个股排行榜,中证网
3993,2018-06-15,257亿主力资金近三日撤出融资融券概念股,证券时报
3994,2018-06-15,[增持评级]通用机械行业专题研究：大功率激光设备产业链开启进口替代,中财网
3995,2018-06-15,大族激光：6月14日融资余额为14.69亿元，较前一日骤降5.76%,Wind资讯
3996,2018-06-14,海外机构掀起A股调研潮 他们看好这些板块个股（附股）,每日经济新闻
3997,2018-06-14,大族激光：携手华昌达 拓展工业激光加工与机器人领域协同发展,e公司
3998,2018-06-14,6月14日中小板高活跃度个股一览,中证网
3999,2018-06-14,"策略点评:AH股溢价指数处于低位,入摩后北上资金持续加仓",正点财经
4000,2018-06-14,"融资融券周报:两融资金缓慢流出,行业配置偏向防御",正点财经
4001,2018-06-14,A股入摩，消费电子板块都有哪些概念股受外资青睐？,中国财经网
4002,2018-06-14,大族自主研发柔性OLED激光切割机正式投产,维库电子市场
4003,2018-06-14,融资客青睐17股，鲁商置业买入占比高达57.57％,Wind
4004,2018-06-14,【朝闻国盛】美联储要加4次，欧、中和大类资产咋办？,微信
4005,2018-06-14,【国盛机械团队】大功率激光设备产业链开启进口替代-20180614,微信
4006,2018-06-13,【华创机械】每日公告速递2018-06-14,华创机械
4007,2018-06-13,[买入评级]电子行业动态周报：5月数据继续验证消费电子景气 维持Q2基本面拐点判断,中财网
4008,2018-06-13,资金流:科技3股海南1股流入居前 两市净流出337亿,金融界
4009,2018-06-13,551亿资金争夺20股：主力资金重点出击8股(名单),新浪
4010,2018-06-13,“入摩”后北上资金热捧A股大消费行业,中国经济网
4011,2018-06-12,155亿主力资金近三日大量撤出中小创,证券时报
4012,2018-06-12,看好中国|消费升级---北上资金亲睐大消费,巨丰财经
4013,2018-06-12,但这些板块与大盘无关 北上资金天天在买入(名单),中财网
4014,2018-06-12,把握窗口 继续看好消费电子板块,投资快报
4015,2018-06-12,中国成全球第二大外资流入国 机构交叉持有股受宠,证券日报
4016,2018-06-12,"机械设备行业高频数据周报:5月挖机销量再超预期,长期看好智能制造",申万宏源
4017,2018-06-11,大族电机武汉首秀 创新产品实力尽显,中自网
4018,2018-06-11,6月11日券商晨会研报汇编,证券日报
4019,2018-06-11,【国盛机械团队】精选下游景气度提升个股，大功率激光设备迎来风口-20180610,微信
4020,2018-06-11,持续缩量跨距拉长 正在酝酿暴发上涨,中财网
4021,2018-06-11,北上资金上周增近15% 大消费龙头等股票受青睐,中证报
4022,2018-06-11,北上资金胃口变大 除了蓝筹白马 这些股票都在悄悄被增持,中财网
4023,2018-06-11,"2018年机械行业周报6月第2期:激光设备产业或迎来加速发展,新补贴目录保障新能源汽车销量",证券之星
4024,2018-06-10,A股“入摩”首周，北上资金持续加仓这些板块,--
4025,2018-06-10,关注中报业绩预告高增长次新股——新股次新股专题报告（2018.6.4-6.8）,华泰中小市值
4026,2018-06-10,大族激光一周大涨11.23% 港资成幕后推手,每日经济新闻
4027,2018-06-10,巨丰原创：A股入摩外资助推多股创历史新高 23只成分股吸金70亿,巨丰财经
4028,2018-06-10,陆家嘴财经早餐2018年6月10日星期日,Wind
4029,2018-06-09,【太平洋证券策略|流动性分析】5月北上资金流入再创新高，消费、医药仍受青睐,微信
4030,2018-06-09,北上资金持续流入 积极布局MSCI成份股,中证网
4031,2018-06-09,巨丰原创：MSCI成分股大起底 最好的股票是这些,巨丰财经
4032,2018-06-09,北上资金大笔买入股屡创新高 16股本周继续获青睐,大众证券报
4033,2018-06-09,逾7亿元大单抢筹MSCI成份股 6股投资正当时,证券日报
4034,2018-06-09,世界杯临近 食品饮料等三类消费股闻“机”起舞,证券日报
4035,2018-06-09,入摩6日北上资金逾200亿扫货 三维度挖掘A股新机遇,证券日报
4036,2018-06-08,创业板、中小板一周活跃个股排行榜,中证网
4037,2018-06-08,A股破净股两个月增近9成，机构调研个股偏向五大行业,--
4038,2018-06-08,华泰中小盘新股IPO巡礼第72期,华泰中小市值
4039,2018-06-08,资金流:独角兽5工业互联1股流入居前 两市流出344亿,金融界
4040,2018-06-08,弱势行情资金四散奔逃 买盘逆势抢筹跌停股,和讯
4041,2018-06-08,巨丰资金流向：阶段性调整延续 市场抛压再度呈现,巨丰财经
4042,2018-06-08,全球资金流向监测：美元走弱边际缓解新兴流出压力，欧洲流出加剧,Kevin策略研究
4043,2018-06-08,"专用机械行业:先进制造技术之激光加工,“光”造未来,“激”不可失",证券之星
4044,2018-06-08,电子行业研究:关注技术创新及新应用领域的发展,国金证券
4045,2018-06-07,6月7日中小板高活跃度个股一览,中证网
4046,2018-06-07,贵州茅台市值再破万亿 相当于贵州省GDP七成,腾讯网
4047,2018-06-07,六月处于磨底期 中新药业融资盘小幅流入,投资快报
4048,2018-06-07,香港路演纪要(科技行业)：工业互联网概念受到市场广泛关注,中财网
4049,2018-06-07,【川财研究*每日晨报】20180607：不同市值区间公司的盈利增速差额收窄,川财研究
4050,2018-06-07,智能手机需求见底，瑞信看好舜宇及ASM太平洋 股价应声扬,钜亨网
4051,2018-06-06,【解盘论市】从周五开始，A股每一次的震荡下行都是短期买入的机会,Wind
4052,2018-06-06,秦洪看盘｜优质头部股股价重心上移，将赋予A股市场积极能量,澎湃新闻
4053,2018-06-06,贵州茅台盘中突破万亿但斌叫好 背后推手彻底曝光,新浪
4054,2018-06-06,"""入摩""四天北上资金净流入146亿 连续21交易日净流入",新浪
4055,2018-06-06,43亿资金悄然流出 主力部队摈弃十类,证券之星
4056,2018-06-06,茅台盘中创新高 一大利好落空 后市恐还有剧变,证券之星
4057,2018-06-06,贵州茅台(600519-CN)盘中突破800元创历史新高 市值再次超万亿,财华智库网
4058,2018-06-06,[买入评级]电子行业2018年下半年投资策略：核心技术 关键机遇 大陆电子产业由大变强,中财网
4059,2018-06-06,北上资金加速布局 MSCI标的股获青睐,中证报
4060,2018-06-06,突发利好！这一板块将开启暴涨（附股）,华讯财经
4061,2018-06-06,陆股通北上资金创新高 青睐银行和大消费行业,证券时报网
4062,2018-06-06,2018年电子行业中期策略：抓住电子行业变革的投资新机遇,顶尖财经网
4063,2018-06-06,【陆股通交易追踪】陆股通净流入37亿元 家电及医药股受追捧,e公司
4064,2018-06-06,【招商宏观】外资仍在“喝酒吃药”——全球视野看中国资产周报（2018年第21期）,和讯
4065,2018-06-06,三天近120亿元MSCI效应引海外资金大幅流入A股,顶尖财经网
4066,2018-06-06,三日净流入逾125亿元 27只MSCI成份股受资金青睐,证券时报网
4067,2018-06-06,多只消费股创下历史新高 背后推手果然是他们……,中财网
4068,2018-06-06,"""入摩""三日北上资金大幅流入 六股王者归来",证券日报
4069,2018-06-06,“入摩”三日北上资金净流入逾125亿元,证券日报
4070,2018-06-06,“入摩”三日 54亿元“聪明钱”扫货27只MSCI成份股,证券日报
4071,2018-06-05,一财研选｜智能手机产业边际转好，布局高稳定性标的机遇显现！,第一财经
4072,2018-06-05,6月5日中小板高活跃度个股一览,中证网
4073,2018-06-05,全球首例3D打印人类眼角膜问世 四股掘金良机,证券时报
4074,2018-06-05,乘“入摩”东风 外资机构掀A股“调研潮”,中证报
4075,2018-06-04,智能制造业的中国势力：大族激光,维库电子市场
4076,2018-06-04,[增持评级]机械设备行业周报：坚守中长线大主题 关注激光设备板块,中财网
4077,2018-06-04,5月机构调研动向曝光！43只MSCI成分股被盯上这些股已经暴涨！,顶尖财经网
4078,2018-06-04,[推荐评级]电子制造Ⅱ行业周报：贸易战不确定性逐渐落地 板块配置价值凸显,中财网
4079,2018-06-04,电子行业6月份投资策略：产业升级新周期，关注具备自主技术，附加值高的优秀公司,国信研究
4080,2018-06-04,730亿北向外资提前布局 入摩首日成分股冰火两重天,新浪
4081,2018-06-04,A股迈入“新时代” 聪明资金盯上MSCI成分股,投资快报
4082,2018-06-04,公募私募同时盯上36只MSCI指数股6家机构敲门海康威视,证券日报
4083,2018-06-03,【光大电子杨明辉团队】电子周报：情绪低迷提供布局机会，看好消费电子和上游基础元件（0603）,杨明辉电子
4084,2018-06-02,"""入摩""提振北上资金释放积极信号 六股王者归来",证券日报
4085,2018-06-02,海外机构5月份以来调研121家公司 电子等五行业成调研重点,证券日报
4086,2018-06-01,A股三大上升动能显现 6月市场望启动全新运行方式,证券日报
4087,2018-06-01,【中信电子】每日动态及海外观点（2018-05-31）,CITICS电子研究
4088,2018-06-01,苹果产业链7只概念股价值解析,中国证券网
4089,2018-06-01,TMT行业日报：18年Q1全球OLED TV出货量增长115.8%,中财网
4090,2018-06-01,易宪容：不可否认A股入摩对中国股市是一件大事,中财网
4091,2018-06-01,5月机构调研667家公司部分MSCI成份股也被“摸底”,顶尖财经网
4092,2018-06-01,A股今日正式“入摩” QFII等“聪明钱”掘金有术,天天基金网
4093,2018-06-01,五月份机构扎堆调研MSCI成份股 六股受青睐,证券日报
4094,2018-06-01,A股今日起纳入MSCI 资本市场国际化提速,证券时报
4095,2018-05-31,5月31日市场重要消息一览,华安证券订阅号
4096,2018-05-31,沪指上涨1.8%收3095.47点，市场情绪恢复仍需时日,云掌财经
4097,2018-05-31,5月31日晚间利好消息汇总（更新中）,证券时报网
4098,2018-05-31,大族激光第三工厂投用 未来5年将打造百亿级生产规模,维库电子市场
4099,2018-05-31,大族激光将深度参与中集的制造升级,维库电子市场
4100,2018-05-31,A股市场延续调整态势 北上资金布局MSCI成分股,股城网
4101,2018-05-31,TMT行业日报：三星电子现金储备增至301亿美元,中财网
4102,2018-05-30,594家 深圳机器人军团快速崛起,维库电子市场
4103,2018-05-30,深圳上市公司成绩单亮眼 去年净利润突破3000亿,股城网
4104,2018-05-30,中小企业板14周年：股票总市值10.2万亿元,中国经济网
4105,2018-05-30,【中信电子】每日动态及海外观点（2018-05-29）,CITICS电子研究
4106,2018-05-30,深圳上市公司2017年归母净利润增长25%,中证报
4107,2018-05-29,广发策略：陆股通北上资金连续增加 加仓五类股,金融界
4108,2018-05-29,1. Universal Display (OLED)：摩根大通观望，高盛看好,CITICS电子研究
4109,2018-05-28,[优于大势评级]电子行业动态周报：国家支持兼国内支出强劲 中国半导体设备增长可期,中财网
4110,2018-05-28,[买入评级]国金证券电子行业研究周报：智能手机“杀手级”创新蓄势待发 华为有望抢先推出折叠手机,中财网
4111,2018-05-28,46亿资金悄然流出 今日主力撤离十类股,证券之星
4112,2018-05-28,新能源汽车或成为光纤激光器下一个重要的增长极,Ofweek
4113,2018-05-28,[看好评级]机械高频数据周报：机器换人大势所趋 重点推荐各细分领域龙头,中财网
4114,2018-05-28,中小板聚集细分行业冠军,深圳商报
4115,2018-05-28,A股即将正式纳入MSCI新兴市场指数,财界网
4116,2018-05-28,中小企业板成立14年 平均净利润增逾7倍,南方日报
4117,2018-05-27,四因素推动机构密集调研 电子股最受海外机构青睐,证券日报
4118,2018-05-27,工业富联IPO如期推进， 工业互联网搭建正式启动,长江电子
4119,2018-05-27,机构密集调研MSCI成份股，还盯上了这只芯片、5G概念股,21世纪经济报道
4120,2018-05-27,月内迎14批次机构调研 大族激光被“盯上”,e公司
4121,2018-05-26,5月以来资金潮涌 35只MSCI成分股成主角,中证网
4122,2018-05-26,“入摩”促A股各路资金潮涌 52只成份股大单吸筹近百亿,证券日报
4123,2018-05-25,中集与大族激光再度联手 智能制造合作升级,e公司
4124,2018-05-25,中集集团与大族激光展开战略合作,e公司
4125,2018-05-25,最强“智慧大脑”问道智能制造,北京商报
4126,2018-05-24,机构密集调研MSCI成份股曝光，部分个股被北上资金大举加仓,Wind
4127,2018-05-24,中金公司：临近MSCI正式纳入A股 贵州茅台等存在短线交易机会,证券时报网
4128,2018-05-24,中金公司：部分“入摩”成分股或存短线机会,中证网
4129,2018-05-24,中金：部分MSCI纳A成份股或有短线机会,Wind
4130,2018-05-24,政府采购将助芯片产业崛起 六股迎腾飞契机,证券日报
4131,2018-05-24,政府采购助芯片产业崛起 机构扎堆看好7只潜力股,证券日报
4132,2018-05-23,【晨会聚焦】关注汽车关税调整,中泰证券研究所
4133,2018-05-23,【电子】郑震湘、佘凌星（联系人）：贸易摩擦缓和，不减产业追赶决心-电子周观点-20180523,中泰证券研究所
4134,2018-05-22,[推荐评级]电子行业周报：持续首推东山精密之随笔1-PCB业务软硬兼修跻身全球线路板龙头 三维布局卡位优质长期赛道,中财网
4135,2018-05-22,机构调研热情高涨：逾百家机构调研北方华创 千合资本、朱雀投资等盯上这些股,机会宝
4136,2018-05-22,357股披露最新股东户数 逾六成公司股东减少了(名单),中财网
4137,2018-05-22,北上资金持续扫货“入摩”成分股,广州日报
4138,2018-05-22,机械行业动态：油价上行利好油气装备 半导体设备景气持续,中财网
4139,2018-05-22,国产AMOLED产能加速释放 机构扎堆看好11股,证券时报网
4140,2018-05-22,沪指站稳3200，又有利好传来，机构已经行动,Wind
4141,2018-05-22,国产AMOLED产能加速释放?机构力荐京东方A等11只龙头股,证券日报
4142,2018-05-22,"机械行业周报:布油价格冲击80美元桶,长期看好油服板块",平安证券
4143,2018-05-21,"机械行业周报:集成电路企业迎重大减税政策,关注国产半导体设备投资机会",正点财经
4144,2018-05-21,“夏耘秋收”消费电子系列报告之一:智能手机长夜渐明,正点财经
4145,2018-05-21,[看好评级]机械高频数据周报：1-4月挖机销量创历史同期第二 龙头地位凸显行业集中度进一步提升,中财网
4146,2018-05-21,互联互通市场明显提振 北上资金单周净买入创纪录,股城网
4147,2018-05-21,“入摩”效应持续发酵 北上资金继续开启“扫货”模式,中证网
4148,2018-05-21,【G20周刊】宁德时代供货日产 中科科技推超薄干法隔膜,高工锂电
4149,2018-05-21,【中金电子通信】中金工业互联网论坛纪要#2：消费电子基本面开始企稳,微信
4150,2018-05-21,北上资金月内日均净买入近25亿元 10只龙头股合计净流入逾122亿元,证券时报网
4151,2018-05-21,一周机构调研：机构扎堆调研北方华创等公司,证券时报网
4152,2018-05-21,北上资金单周净买入创纪录，七成“入摩”标的获增持,证券时报
4153,2018-05-21,北上资金单周净买入创纪录 七成“入摩”标的获增持,证券时报
4154,2018-05-21,北上资金月内日均净买入近25亿 资金瞄准10只龙头股,证券日报
4155,2018-05-20,北向资金5月流入已逾300亿 重点布局“白酒双雄”,中证网
4156,2018-05-20,一周机构去哪儿？朱雀投资、摩根士丹利等调研了这些股(附名单),证券时报网
4157,2018-05-20,北上资金闪电加仓“入摩”股票 单周净买入161亿创历史新高,e公司
4158,2018-05-19,全球资金流向监测：回流新兴；港股南下净卖出，海外加速流入,Kevin策略研究
4159,2018-05-18,陆股通大幅加仓75股！真是探路MSCI？加仓股票多有这个共性（名单）,微信
4160,2018-05-18,第五届中俄博览会将于7月9日至12日在俄罗斯举行,e公司
4161,2018-05-17,三大股指震荡收跌食品饮料领涨两市,顶尖财经网
4162,2018-05-16,券商看市：A股纳入MSCI进程加快 投资氛围趋理性,中证网
4163,2018-05-16,沪指兵临3200点 MSCI新增成分股表现突出,全景网
4164,2018-05-16,招商证券：持股偏向于大消费蓝筹和石油等板块,中证网
4165,2018-05-16,哪些A股最受外资关注？,北京晨报
4166,2018-05-16,上市后年复合增长率超20%的MSCI成份股 只有26只！（附名单）,中财网
4167,2018-05-16,A股最新入围MSCI名单出炉 6股绝佳布局良机,证券日报
4168,2018-05-16,工业互联网利好政策出台 11只相关概念股有机会,证券日报
4169,2018-05-16,A股最新入围MSCI名单出炉 37只潜力股获机构力荐,证券日报
4170,2018-05-16,"机械高频数据周报:4月挖机销量同比增速超预期,5月CMI指数稳步扩张",申万宏源
4171,2018-05-15,机械行业动态：智能物流系统迎发展良机,中财网
4172,2018-05-15,工业互联网论坛纪要(科技行业)：数据机器融合带来新的投资机会,中财网
4173,2018-05-14,太平洋电子|电子板块公司财务数据横向比较,刘翔电子研究
4174,2018-05-14,明天A股有大事发生！千亿资金门外候场，哪些股票最吃香？,21财经搜索
4175,2018-05-14,[看好评级]机械行业点评报告：智能制造板块再次站上风口,中财网
4176,2018-05-14,民生证券晨会纪要-180514,民生证券
4177,2018-05-14,【G20周刊】新宙邦海外业绩占比超30%,高工锂电
4178,2018-05-14,[推荐评级]新制造孕育新动能系列03：激光器国产化驱动 大功率激光加工迎黄金期,中财网
4179,2018-05-14,【太平洋证券 今日早读】医药行业点评|固收：4月货币金融数据、通胀数据点评|非银、机械行业点评（20180514）,太平洋证券研究
4180,2018-05-14,激光上市公司一季度业绩排名及市场趋势浅析,Ofweek
4181,2018-05-14,基金重仓331只中报预喜股 304只为中小创个股,证券日报
4182,2018-05-13,白马周期金融重获北上资金青睐,中财网
4183,2018-05-12,北上资金积极布局 青睐低估值高净资产收益率个股,中证网
4184,2018-05-12,北上资金维持积极布局节奏，本周斥65亿加码18只个股,Wind
4185,2018-05-12,股民为何给李嘉诚打101分?北上资金斥65亿加码18股,中财网
4186,2018-05-12,北上资金维持积极布局节奏 六股投资正当时,证券日报
4187,2018-05-12,北上资金维持积极布局节奏 本周斥逾65亿加码18只个股,证券日报
4188,2018-05-11,深圳三星裁撤 3C制造之路的危与机,维库电子市场
4189,2018-05-11,瑞声科技等南山10家企业获评“国际信誉品牌”，占全市半壁江山,飞象网
4190,2018-05-11,对标国际先进 向产业链高端迈进,南方日报
4191,2018-05-10,“夏耘秋收”消费电子系列报告：智能手机长夜渐明,顶尖财经网
4192,2018-05-10,3D打印器件应用于高分卫星 3D打印概念股有哪些,金融界
4193,2018-05-09,[买入评级]电子行业周报：苹果及供应商Q2展望较好 板块机会大于风险,中财网
4194,2018-05-09,震荡!反弹将向纵深挺进 此点位放心加仓,证券之星
4195,2018-05-09,迎MSCI纳A外资加速“抢食” 持仓创新高“北上”破6000亿,21世纪经济报道
4196,2018-05-09,苹果供应链成长动能将恢复 中兴通讯延期召开年度股东大会,元器件交易网
4197,2018-05-08,小米上市给供应链带来积极变化,顶尖财经网
4198,2018-05-08,【主题研究】工业互联网：制造业的创新平台,中财网
4199,2018-05-08,机械行业动态：工程机械销售亮眼 高端制造加速发展,中财网
4200,2018-05-08,北向资金延续净买入态势,中证报
4201,2018-05-07,为什么这些公司获得了超30家机构的调研？,每日经济新闻
4202,2018-05-07,半导体、电子设备：消费电子板块有望迎来布局时点,川财证券
4203,2018-05-07,一周机构去哪儿 15家公司各获逾30家机构调研,证券日报
4204,2018-05-07,沪深股通扩额3日入场近42亿 三类机构同时持仓4股,证券日报
4205,2018-05-06,【光大电子杨明辉团队】电子行业一季报总结：整体业绩保持较快增长，剔除汇损影响后延续前期高增长态势,杨明辉电子
4206,2018-05-05,机构看好哪些股？二季度这些公司被基金扎堆调研（附名单）,中财网
4207,2018-05-04,全球资金流向监测：强美元下，新兴港股维持流入；但北强南弱格局延续,Kevin策略研究
4208,2018-05-04,一文纵览 国内新材料细分领域龙头企业,维库电子市场
4209,2018-05-04,国产OLED屏发展迅猛 oled概念股龙头引关注,财富动力网
4210,2018-05-04,【陆股通交易追踪】陆股通净流入4亿元 医药生物板块再遭减仓,e公司
4211,2018-05-04,四月衰基金血泪之一：“优等生”兴全社会责任跌超8%,中国经济网
4212,2018-05-03,5月3日中小板高活跃度个股一览,中证网
4213,2018-05-03,涨停揭秘：两市探底回升 次新股迎来涨停潮,巨丰财经
4214,2018-05-03,大族激光：激光划片业务在照明领域市占率超90%,中证网
4215,2018-05-03,公司加强对外合作 华昌达开盘直线拉升涨停,金融界
4216,2018-05-03,起底证金汇金首季青睐标的解密154只增仓股投资价值,顶尖财经网
4217,2018-05-03,道达投资手记：有一类资金正在抄底,每日经济新闻
4218,2018-05-02,【华泰中小盘孔凌飞团队】中小市值每日资讯2018.5.2,华泰中小市值
4219,2018-05-02,沪深上市公司18年5月2日晚间上市公司重要公告,全景网
4220,2018-05-02,46只个股跌停 然而却有一类资金正在抄底——道达投资手记,每日经济新闻
4221,2018-05-02,大族激光：与华昌达战略合作 拓展机器人智能制造产业链,e公司
4222,2018-05-02,5月2日中小板高活跃度个股一览,中证网
4223,2018-05-02,91亿净资金杀跌流出 机构恐慌逃离十大股,证券之星
4224,2018-05-02,大族激光：谐波减速器已实现小批量销售,中证网
4225,2018-05-02,[看好评级]机械高频数据周报：一季报持续超预期 五小龙表现亮眼,中财网
4226,2018-05-02,【G20周刊】诺德/大族/天赐最新业绩数据,高工锂电
4227,2018-05-02,机构节前调研137家公司 13只个股被扎堆看好,证券日报
4228,2018-04-29,一周最受宠个股：股价涨幅不高，但获254家机构扎堆调研,21世纪经济报道
4229,2018-04-28,大族激光：目前订单情况比较乐观，排产情况饱满,Wind
4230,2018-04-27,2018德国汉诺威|华制智能联合大族激光发布装备智能化解决方案,腾讯网
4231,2018-04-27,兴全合宜雪上加霜！ 踩雷中兴又遭伊利跌停平安跳水,华夏时报
4232,2018-04-26,这个板块业绩股价双承压 龙头公司一季度净利润降五成,e公司
4233,2018-04-26,信息科技：英特尔推出新一代CPU架构TREMONT,川财证券
4234,2018-04-26,283亿资金恐慌逃离 五类股遭主力机构抛,证券之星
4235,2018-04-26,明日最具投资机会六大牛股一览（2018年4月26日）,中财网
4236,2018-04-26,融资客积极抢筹 计算机和电子成最爱,中证网
4237,2018-04-26,692家公司股东户数下降,财界网
4238,2018-04-26,MSCI概念进入5月重要窗口期，千亿级别资金将会流入哪些板块？,银行信息港
4239,2018-04-26,2017年手机概念股净利润排行榜：京东方翻3倍 中兴扭亏为盈,维库电子市场
4240,2018-04-26,268股获券商买入评级 双杰电气目标涨幅达136.41%,Wind
4241,2018-04-26,“国家队”首季调仓策略曝光：紧盯行业优质龙头公司,顶尖财经网
4242,2018-04-26,国家队调仓路径曝光为什么逆势增持这些股票？,顶尖财经网
4243,2018-04-26,第九届中国上市公司投资者关系评选榜单分析报告,证券时报网
4244,2018-04-26,融资客逆市买入45只个股 计算机与电子类成最爱,证券日报
4245,2018-04-26,大族激光点评报告:2018年回归稳定增长,万联证券
4246,2018-04-25,淘金筹码集中股：15股业绩连续增长，26股被陆股通大幅加仓,证券时报网
4247,2018-04-25,4月25日中小板高活跃度个股一览,中证网
4248,2018-04-25,159亿主力资金近三日大量撤出中小创,证券时报
4249,2018-04-25,明日最具投资机会六大牛股一览（2018年4月25日）,中财网
4250,2018-04-25,【光大电子杨明辉团队】大族激光：激光设备集成龙头持续受益下游制造升级,杨明辉电子
4251,2018-04-25,[买入评级]大族激光(002008)点评：业绩符合预期 期待下半年业绩释放,中财网
4252,2018-04-25,境外资金加速流入A股MSCI标的股票 这些股值得关注,证券时报网
4253,2018-04-25,【陆股通交易追踪】陆股通净流入39亿 五粮液等白酒股受追捧,e公司
4254,2018-04-25,TMT行业日报：2017年OLED高端电视销售同比增长2倍,中财网
4255,2018-04-25,招商证券：大族激光买入评级,顶尖财经网
4256,2018-04-25,一季报曝光机构调仓动向 四大机构增持创蓝筹,金融界
4257,2018-04-25,华工科技：扛起智能制造大旗 向新能源汽车及3C产业发力,证券时报
4258,2018-04-25,"大族激光2018年一季报点评:主营业务平稳增长,投资收益及软件退税收入致净利润翻倍",东莞证券
4259,2018-04-24,4月24日中小板高活跃度个股一览,中证网
4260,2018-04-24,OLED景气度高企 绩优龙头股关注度升温,中证网
4261,2018-04-24,大族激光一季度净利同比增140%,Ofweek
4262,2018-04-24,[买入评级]大族激光(002008)季报点评：智能制造全面发力可期,中财网
4263,2018-04-24,大族激光：4月23日融资余额为17亿元，较前一日骤增5.62%,Wind资讯
4264,2018-04-24,机械行业动态：工程机械数据亮眼 雄安新区建设带来边际增量,中财网
4265,2018-04-24,政策支持OLED产业发展 六股值得重点关注,中财网
4266,2018-04-24,电子元件行业:如何看待长江存储开启机台安装,中证网
4267,2018-04-24,电子行业周报：BOE柔性OLED成功导入国产手机,中财网
4268,2018-04-24,TMT行业日报：湖南国科投资100亿建常州IC生态产业园,中财网
4269,2018-04-24,公告隐现重大利好 周二8只个股有望突破大涨,中财网
4270,2018-04-24,[推荐评级]大族激光(002008)季报点评：业绩符合预期 2H18有望加速增长,中财网
4271,2018-04-24,闻泰科技114亿成安世第一大股东 京东方去年净利为历史最好,元器件交易网
4272,2018-04-24,政策支持OLED产业 5家以上机构集中推荐6只绩优股,证券日报
4273,2018-04-23,4月23日晚间利好消息汇总,证券时报网
4274,2018-04-23,300亿爆款基金踩雷，35万投资者亏惨了,21财经搜索
4275,2018-04-23,上半年业绩预告来袭，苏泊尔欧菲科技大族激光均预增至多30%,Wind
4276,2018-04-23,沪深上市公司18年4月23日晚间上市公司重要公告,全景网
4277,2018-04-23,大族激光：2018年半年度业绩报告预告,深交所
4278,2018-04-23,23日晚公告精编丨多家公司发布年报和一季报,21世纪经济报道
4279,2018-04-23,公告精选：中弘股份债务累计逾期22.7亿元；云铝股份定增45亿拓展主业,每日经济新闻
4280,2018-04-23,兴全合宜重仓中兴伤情严重！可以抄底吗？,和讯
4281,2018-04-23,大族激光：一季度净利增长1.4倍 获港资、证金增持,e公司
4282,2018-04-23,大族激光：一季度净利润同比增140.73%,Wind
4283,2018-04-23,“网红”基金踩雷中兴通讯血亏40多亿？兴全合宜：正常操作,和讯
4284,2018-04-23,4月23日中小板高活跃度个股一览,中证网
4285,2018-04-23,兴全合宜浮亏逾40亿 大基金业绩“魔咒”如何打破？,财界网
4286,2018-04-23,300亿爆款基金暴跌 兴全合宜十大重仓股名单曝光,南方财富网
4287,2018-04-23,[买入评级]电子行业研究周报：中国“芯” 雄关漫道真如铁 而今迈步从头越,中财网
4288,2018-04-23,兴全爆款基金回应上市首日盘中跌停：下调中兴估值致净值微跌,澎湃新闻
4289,2018-04-23,牛股盘点 机构重点加仓 中小板资金流入个股排名,证券时报网
4290,2018-04-23,牛股盘点 机构青睐有加 沪深两市资金流入股排名,证券时报网
