,2021-12-31,海尔智家(06690)：累计75.04亿港元H股可转债转换成3.98亿股,智通财经
8611,2019-03-13,家用电器行业周报:值得重视的政策降本,正点财经
8612,2019-03-13,2018年中国热水器行业市场现状及发展前景分析 消费升级推动产品技术创新升级,前瞻研究院
8613,2019-03-13,海尔旗下全品牌全套系智慧家庭产品将在今年陆续上市,e公司
8614,2019-03-13,同系公司入股中金成第二大股东 青岛海尔跌0.4％,经济通
8615,2019-03-13,13日公司新闻聚焦：华宝股份拟10派40元 中国平安启动首次回购,证券时报网
8616,2019-03-13,聚焦海尔AWE，携手智启未来家,新浪
8617,2019-03-13,海尔金控完成入股中金公司 持股9.5%成第二大股东,证券时报
8618,2019-03-12,中央汇金转让中金公司9.5%股份，海尔金控接手成二股东,澎湃新闻
8619,2019-03-12,海尔金控接手中央汇金3.99亿股 超腾讯成中金二股东,新京报
8620,2019-03-12,中金公司：汇金转让3.985亿股内资股予海尔子公司,e公司
8621,2019-03-12,中央汇金向海尔集团转让3.99亿股中金公司内资股股份,中证网
8622,2019-03-12,增值税率调整对家电行业影响：白电龙头最占优,证券时报网
8623,2019-03-12,报告| 2019年2月山东省A股上市公司市值TOP50,挖贝网
8624,2019-03-12,北上资金阶段性放缓 融资放量提升市场流动性,招商策略研究
8625,2019-03-12,"家用电器行业专题报告:空调库存风险可控,重点关注龙头价格策略",浙商证券
8626,2019-03-11,家电板块：补库存加促销提前板块基本面略好于预期,光大证券
8627,2019-03-10,【华创家电】行业周报：海信日立正式并表，中央空调赛道优秀,月观家电
8628,2019-03-08,先“限购”后“剔除” 外资爆买A股下“幸福的烦恼”,国是直通车
8629,2019-03-08,海尔集团公司成为星普医科实际控制人,中金在线
8630,2019-03-08,欧普照明等家电股有望受益于MSCI“扩容”?,新浪
8631,2019-03-08,大摩：MSCI指数剔出外资持股逾上限A股 料利淡市场情绪,格隆汇
8632,2019-03-08,乐商资讯【3月8日】万达商管股权接连出质 地产IPO遭中止审查 IPO融资异常,乐居财经
8633,2019-03-08,午间公告集锦：海尔集团成星普医科实控人,金融界
8634,2019-03-08,空调市场份额向前三强集中，能否改变市场格局关键在线上市场,腾讯网
8635,2019-03-08,中金公司：梳理外资持股比例较高的A股,金融界
8636,2019-03-08,中金：梳理外资持股比例较高的A股,中金点睛
8637,2019-03-07,这只股票两个多月涨了131.98%!我有酒你有故事吗?,中财网
8638,2019-03-07,海尔下半年将推出首批5G技术的智慧成套家电及场景解决方案,e公司
8639,2019-03-07,【华创家电】白电恢复两位数增长，小家电九阳表现亮眼,月观家电
8640,2019-03-07,上海证券市场大宗交易公开信息(2019-03-07),上交所
8641,2019-03-07,青岛海尔今日大宗交易成交624.78万股，成交价16.27元折价2.57%,Wind资讯
8642,2019-03-07,大族激光被“买爆、踢群”背后：17股外资比例超10%,新京报
8643,2019-03-07,京东海尔深化战略合作 主打京品家电渠道下沉赢得信赖,砍柴网
8644,2019-03-07,国联证券：科创板助力中国产业竞争力提升之路,国联证券
8645,2019-03-07,【异动股】超级品牌板块下挫，泸州老窖(000568-CN)跌4.2%,财华社
8646,2019-03-06,A股共发生84宗大宗交易成交23.57亿元（3月6日）,Wind
8647,2019-03-06,上海证券市场大宗交易公开信息(2019-03-06),上交所
8648,2019-03-06,家电板块：降税率刺激需求定价权决定利润,光大证券
8649,2019-03-06,上证50成分股领跌 创业板指数翻绿,每日经济新闻
8650,2019-03-06,增值税改革释放千亿利好：策略及各行业关于增值税观点汇总,财通证券
8651,2019-03-06,天风家电 | 增值税下降哪些家电公司最受益？,小蔡看家电
8652,2019-03-06,轻工业企业受益明显,中证网
8653,2019-03-05,一年坏掉三次！质量问题频发的美菱冰箱如何自救？,和讯
8654,2019-03-05,大涨是调仓换股转变思路的好机会,红周刊
8655,2019-03-05,上海证券市场大宗交易公开信息(2019-03-05),上交所
8656,2019-03-05,家用电器：由绿米透视智能家居小组件背后的大生态,和讯
8657,2019-03-04,国金策略:假设增值税头部税率下调至13% 化工等受益,新浪
8658,2019-03-04,招商策略:MSCI扩容有望为A股带来约4550亿元增量资金,新浪
8659,2019-03-04,在海尔、海容冷链等“巨头”夹击下，澳柯玛靠什么求生存,财经网
8660,2019-03-04,复盘者联盟：做多情绪持续亢奋 政策利好刺激超高清概念大涨,腾讯网
8661,2019-03-04,五大券商周二看好6板块29股,中财网
8662,2019-03-04,天风家电 | MSCI“扩容”下怎么看家电板块？,小蔡看家电
8663,2019-03-04,盘前:沪指有望突破3000点 短期震荡后或遇风格切换,中国经济网
8664,2019-03-04,消费｜为下一轮上涨接力：消费行业观点总结,中信证券研究
8665,2019-03-04,商誉减值问题受关注 机构调研聚焦电子和家电(附股),中证报
8666,2019-03-04,【东北证券●联合专题】红利落谁家——减税动态测算,微信
8667,2019-03-03,看好家电行业中长期配置价值 关注7股,证券时报网
8668,2019-03-03,2019年2月外资持仓变动跟踪：北上资金大幅加仓医药电子行业（国信证券）,追寻价值之路
8669,2019-03-02,【3.2锂电快讯】蓝晓科技获锦泰锂业6亿元碳酸锂订单*特斯拉今年产量最高有望达到60万辆,上海有色
8670,2019-03-01,青岛海关签发中国首份中智自贸协定新版原产地证书（图）,中新网
8671,2019-03-01,复盘者联盟：大金融板块集体回暖 沪指逼近3000点,腾讯网
8672,2019-03-01,家用电器：一文尽览A股回购王美的集团激励方案 荐5股,和讯
8673,2019-03-01,山东联通发起5G生态发展联盟 共同推进5G技术创新,TechWeb
8674,2019-03-01,山东联通携手华为、中兴等成立5G生态发展联盟,e公司
8675,2019-03-01,洗衣机：结构持续优化 10公斤容量段表现抢眼,中国电子报
8676,2019-03-01,厨电：稳健增长 向中高端聚焦,中国电子报
8677,2019-03-01,冰箱：厂商走高端路线 大容积成优选目标,中国电子报
8678,2019-03-01,"家电周报:洗碗机市场持续扩容,个人护理小家电持续增长",长城证券
8679,2019-02-28,金融科技赋能 海尔消费金融力图打造物联网家庭金融服务首选平台,证券之星
8680,2019-02-28,国美苏宁，正渐行渐远,虎嗅网
8681,2019-02-27,易会满首秀 资本市场改革7大维度抢先看,第一财经
8682,2019-02-27,中央空调企业战火炽烈，天加并购加拿大磁悬浮空调企业SMARDT,华夏时报
8683,2019-02-27,证监会：中国资本市场对外开放迈上新台阶 四个维度均有成长,21世纪经济报道
8684,2019-02-27,02月27日 收盘突破年线个股一览,每日经济新闻
8685,2019-02-27,华为、伊利、海尔等大佬站台苏宁，上半年“双十一”稳了,证券之星
8686,2019-02-27,【家用电器行业】深度研究：分拆补贴政策和地产刺激的效果，深度复盘2009年家电补贴,格隆汇
8687,2019-02-26,经济金融共生共荣 全新定义A股新使命,中证网
8688,2019-02-26,"家电行业每周观点:单月翘尾不改基本面判断,估值修复仍是全年基调",光大证券
8689,2019-02-25,李骞：家居大佬喊出了千亿目标的多 有戏的就这几家,乐居财经
8690,2019-02-25,华创证券：看好家电行业中长期配置价值,证券时报网
8691,2019-02-25,主力资金抢筹 券商股显著“吸金”,中证报
8692,2019-02-25,【天风研究·固收】转债日报（2月25日）,固收彬法
8693,2019-02-24,【华创家电】行业周报：空调内销表现亮眼，新政试点初显成效,月观家电
8694,2019-02-23,青岛海尔2名股东合计减持301万张海尔转债 变动后持股比例12%,挖贝网
8695,2019-02-22,青岛海尔实际控制人及其一致行动人减持公司可转债,TechWeb
8696,2019-02-21,A股将无“小天鹅”，美的付144亿合并代价，地产疲软下能闯出多大市场？,华夏时报
8697,2019-02-21,家用电器：春节错期带动出货 荐4股,长江证券
8698,2019-02-21,聚焦1800万儿童健康 海尔加速全国城市疫苗网复制,南方财富网
8699,2019-02-21,数据王：上季度机构增持所带来的机会,巨丰财经
8700,2019-02-21,美的合并小天鹅 公司股票今日复牌,经济观察网
8701,2019-02-21,海尔、腾讯、阿里齐加盟： 中金涅槃阳谋,21世纪经济报道
8702,2019-02-21,"空调2019年1月数据点评:前期收缩带来节前出货翘尾,维持弱零售紧格局判断",光大证券
8703,2019-02-20,1038亿北上资金年内跑步进场，大幅增持这些股,证券时报
8704,2019-02-19,中国空调行业的产能到底有多大?,艾肯家电
8705,2019-02-19,报告| 2019年1月山东省上市公司市值TOP50,挖贝网
8706,2019-02-19,2100份调查问卷看今年家电行业消费趋势,天风证券
8707,2019-02-19,中信证券：国内家电估值偏低 预计2019年有明显相对收益机会,证券时报网
8708,2019-02-19,家电业的华山之巅，被证监局出示警示函的美的集团与格力电器,腾讯网
8709,2019-02-19,家电｜从全球对比视角看家电估值修复,中信证券研究
8710,2019-02-19,卖房炒股呼声又来!A股差0.4℃就沸腾 券商称牛市起点,券商中国
8711,2019-02-18,市场占有率提升 家电龙头受关注,中证报
8712,2019-02-18,渤海证券：市场回暖趋势明显 关注优质科技白马,渤海证券
8713,2019-02-18,2018年洗碗机市场简析：增速低于预期,兰格钢铁网
8714,2019-02-18,北上资金流入贯穿本轮反弹 百亿元资金扫货贵州茅台,中证报
8715,2019-02-16,北大方正人寿增资9.5亿获批 去年净赚3816万元,经济导报
8716,2019-02-16,茅台今年涨两成 这轮反弹走多远,浙江在线
8717,2019-02-15,机构预测明日大盘走势 大跌元凶竟是它？,证券之星
8718,2019-02-15,2018年中国智能家电行业发展前景广阔 智能家居战略将推动进一步发展,前瞻研究院
8719,2019-02-15,鲁股指数2月15日收评 权重股走低沪指失守2700点,中金在线
8720,2019-02-15,家用电器：从春节黄金周缩影看家电终端走势 荐8股,和讯
8721,2019-02-15,供给提速，春意未央 | 2018年可转债打新情况分析,债市覃谈
8722,2019-02-15,收评：沪指跌1.37%失守2700 权重疲弱猪肉股逆市大涨,新浪
8723,2019-02-15,上证50跌幅扩大至2%,每日经济新闻
8724,2019-02-15,快讯：白马股持续走弱上证50跌近2% 上汽集团跌超5%,新浪
8725,2019-02-15,午评：沪指震荡回调跌0.62% 白马蓝筹集体杀跌,网易
8726,2019-02-15,北大方正人寿去年盈利增加超两成 已完成9.5亿元增资,每日经济新闻
8727,2019-02-14,鲁股指数2月14日收评 创投概念走强 鲁信创投受益大涨,中金在线
8728,2019-02-14,【信达看盘】2019.2.14,信达证券上海
8729,2019-02-14,增资近10亿 北大方正人寿注册资本金升至28.8亿,国际金融报
8730,2019-02-14,年内逾900亿北上资金大举涌入 外资青睐股有三大特征,证券日报
8731,2019-02-13,"家电行业周报:19年地产竣工反弹驱动厨电估值修复,关注外资持续净流入",正点财经
8732,2019-02-13,海尔集团：拟控股星普医科是看好大健康产业协同效应,中证网
8733,2019-02-13,【天风研究·固收】转债日报（2月13日）,固收彬法
8734,2019-02-13,沪指四连阳飙升3.74% 近70亿元资金扫货三大行业,证券日报
8735,2019-02-12,A股头条之上市公司公告精选（2.13）,金融界
8736,2019-02-12,上市公司晚间利空公告：正海生物股东减持5％股份,金融界
8737,2019-02-12,海尔电器国际近日累计减持逾300万张海尔转债,TechWeb
8738,2019-02-12,海尔入主星普医科猜想：大健康产业的价值并购,21经济网
8739,2019-02-12,青岛海尔：实际控制人的一致行动人减持海尔转债300万张,Wind
8740,2019-02-12,不简单！这家中国企业让美国通用家电“起死回生”,参考消息
8741,2019-02-12,12日早间两市重要市场新闻速递,证券时报网
8742,2019-02-12,志高在空调行业是一个什么样的存在？,新浪
8743,2019-02-12,北上资金单日成交309亿增持龙头股题材股,证券时报
8744,2019-02-12,近50亿北上资金热涌助推“开门红” 盘点A股红包行情,证券日报
8745,2019-02-11,山西证券：跌停股数续创新高 两市走势持续分化,和讯
8746,2019-02-11,五大券商周二看好6板块34股,中财网
8747,2019-02-11,2019空调将迎多种利好 格力、美的、海尔持续引领,艾肯家电
8748,2019-02-11,"青岛海尔:D股发行践行欧洲业务,品牌高端化量价齐升",南方财富网
8749,2019-02-11,报告 | 2018年山东省上市公司市值TOP50,挖贝网
8750,2019-02-11,市场占有率提升 家电龙头受关注,中证报
8751,2019-02-08,传统家电霸主领跑智能家电，行业未来格局仍不明朗,亿欧网
8752,2019-02-06,北上资金狂买“年货”！连续5周增持92股,证券时报
8753,2019-02-04,三一、徐工、中联前赴后继，工程机械巨头热衷工业互联网平台,亿欧网
8754,2019-02-03,这是一份并购案例指引和系统指南！上万金融人已经验证！,并购优塾
8755,2019-02-03,666亿外资加仓揭秘!汇丰花旗“吃肉” 高盛减仓“喝风”,中财网
8756,2019-02-02,2018年中国空调业盘点：格力、美的、海尔三巨头继续引领,腾讯网
8757,2019-02-01,225亿北上资金猛买金融基建大消费,大众证券报
8758,2019-02-01,资本市场重回长期主义,红周刊
8759,2019-02-01,家用电器行业:家电刺激消费新政推出,正点财经
8760,2019-02-01,2月开门红！沪指重返2600点 创业板涨逾3%,证券时报
8761,2019-02-01,家用电器：2018年产销量增速回落 荐3股,和讯
8762,2019-02-01,“青岛板块”崛起A股市场,中国经济网
8763,2019-02-01,12月冷柜：产销基本平衡 出口同比上涨,我的钢铁
8764,2019-02-01,申万菱信行业轮动1年跌3成 4年小将旗下基金告危,网易
8765,2019-02-01,2019首月沪指上涨3.64%实现开门红 三路资金助推回暖行情,证券日报
8766,2019-02-01,"家电周报2019第3期:市场期待家电新政提振消费,人工智能和IoT成彩电行业未来破局点",长城证券
8767,2019-02-01,"家电行业事件点评:方案落地报早年,春风十里不如你",东兴证券
8768,2019-01-31,揭秘海尔：在折腾的路上，成为争相效仿的对象,亿欧网
8769,2019-01-31,2019年冰洗内销更新需求占主导地位 关注3股,证券时报网
8770,2019-01-31,家用电器：家电业2018Q4基金持仓研究,和讯
8771,2019-01-30,月净买入520亿元创历史新高 北上资金新年扫货大消费,大众证券报
8772,2019-01-30,"家电消费促进政策再细化:促进政策拉动,或利好行业龙头",中证网
8773,2019-01-30,2018Q4家电基金持仓分析：配置比例继续回落，小家电关注度提升,格隆汇
8774,2019-01-30,广发证券：政策落地进行时 家电龙头股值得关注,证券时报网
8775,2019-01-30,商誉风暴肆掠A股,阿尔法工场
8776,2019-01-30,中财独家:1月30日股市猛料必看,中财网
8777,2019-01-30,内参：A股暴雷“十年一遇业绩大洗澡” 风险与机会共存,和讯
8778,2019-01-30,票据市场为何如此火爆？套利空间或不具有持久性,新浪
8779,2019-01-30,北上资金单月净买入额创历史新高 14股增仓超10倍,证券时报
8780,2019-01-30,北上资金继续扫货 6股或受青睐,金融投资报
8781,2019-01-30,长江家电 | 如何看待本轮消费刺激政策对家电行业的影响？,长江家电研究团队
8782,2019-01-29,发改委出台补贴政策推广智能家电 相关公司有望受益,e公司
8783,2019-01-29,家用电器：19年地产竣工反弹驱动厨电估值修复 荐3股,申万宏源
8784,2019-01-29,家电板块涨幅居前 机构称后市收益相对确定,中证网
8785,2019-01-29,【家电】小家电仓位提升，外资带动估值修复,和讯
8786,2019-01-28,天风证券：家电板块仍具较高配置价值(名单),证券时报网
8787,2019-01-28,海尔集团18.29亿元控股星普医科 正式进军医疗器械,每日经济新闻
8788,2019-01-28,12月份热水器市场：年底价格战开打，难挽全年颓势,艾肯家电
8789,2019-01-28,证监会主席履新反应正面节前最后需防三类风险,中财网
8790,2019-01-28,助力春季行情，北上资金节前忙“扫货”,中证报
8791,2019-01-27,北上资金节前忙“扫货” 家电板块获连续增持,中证报
8792,2019-01-27,长江家电 | 效率与盈利是渠道运行的永恒主题,长江家电研究团队
8793,2019-01-27,民生策略：风险偏好继续回升 春季躁动有望持续,新浪
8794,2019-01-27,【华创家电】重仓比例环比下滑，北上资金持续流入,微信
8795,2019-01-26,制造业高质量发展，难在哪、怎么看、如何转？,亿欧网
8796,2019-01-26,《一周研读》变数2019：亦喜亦忧,中信证券研究
8797,2019-01-25,市场两虎相争 仍难掩年末缺钱窘境,万隆证券网
8798,2019-01-25,青岛银行实现“A+H”上市 背后的公司治理术大揭秘,华夏时报
8799,2019-01-25,家电板块盘中震荡上扬 华帝股份领涨,证券时报网
8800,2019-01-25,中信证券：长期看好智能化转型较快的白电龙头,e公司
8801,2019-01-25,家用电器：公募基金2018Q4家电行业持仓分析,和讯
8802,2019-01-25,家电板块盘中震荡走高 兆驰股份领涨,证券时报网
8803,2019-01-25,山西证券家电行业2018Q4基金持仓研究,山西证券
8804,2019-01-24,TCL冰洗3年进前五梦碎，天灾人祸或另有隐情,腾讯网
8805,2019-01-24,[快讯]青岛海尔:使用募集资金置换预先投入募投项目自筹资金,中财网
8806,2019-01-24,[快讯]青岛海尔:青岛海尔股份有限公司以自筹资金预先投入募投项目的鉴证报告,中财网
8807,2019-01-24,拟18亿控股星普医科 海尔集团加码医疗产业,每日经济新闻
8808,2019-01-24,2019全球最受赞赏公司：海尔、惠而浦入选,我的钢铁
8809,2019-01-24,向左还是向右？2019厨电市场增长展望：新品类上行 原材料下行,中研网
8810,2019-01-24,并购要看趋势！没研究过30个经典案例，别在并购圈混了！,并购优塾
8811,2019-01-24,家电行业：空调单月内销止跌转增2018年全年空调内销增速5%,申万宏源
8812,2019-01-24,申万宏源：家电行业19年成本端红利支撑关注业绩确定强的优质资产,申万宏源
8813,2019-01-24,上市意味着什么，为什么老干妈不上市？,和讯
8814,2019-01-24,长江家电 | 重仓比例环比持续下滑，小家电逆势提升,长江家电研究团队
8815,2019-01-23,家用电器：政策与外资影响几何 荐6股,和讯
8816,2019-01-23,家用电器：沪深股通加速净流入 关注家电年报业绩前瞻,和讯
8817,2019-01-23,【天风研究·固收】转债日报（1月23日）,固收彬法
8818,2019-01-22,提前派发春节“红包”？这个板块从“烫手山芋”秒变“摇钱树”！,每日经济新闻
8819,2019-01-22,青岛海尔实际控制人及其一致行动人减持公司可转债,TechWeb
8820,2019-01-22,青岛海尔：海尔集团及其一致行动人累计减持海尔转债300.7万张,Wind
8821,2019-01-22,2018年中国冰箱市场年度总结报告：或是近年的最后一场“小确幸”,我的钢铁
8822,2019-01-22,上周北上资金以及两融资金动作“盘点”,巨丰财经
8823,2019-01-22,【中证盘前】东方新星大幅上修业绩；三安光电获逾54亿元增资；茅台上调员工工资；中石油业绩大幅预增；多家公司发布分红及送转预案,中证报
8824,2019-01-22,A股异动丨海尔集团成新实控人 星普医科股价上演过山车走势,格隆汇
8825,2019-01-22,长江家电 | 如何看待12月家电类社零增速超预期？,长江家电研究团队
8826,2019-01-22,22日早间两市重要公司新闻速递,证券时报网
8827,2019-01-22,各地密集部署稳投资 工业互联网等“新基建”成发力点,中证网
8828,2019-01-22,星普医科实控人生变 海尔集团将入主,北京商报
8829,2019-01-22,海尔产业金融新模式：“共创平台+定制化服务”,证券时报
8830,2019-01-22,中资收日企 联手变犀利,第一财经
8831,2019-01-22,家电行业每周观点:如何看待近期家电板块行情,光大证券
8832,2019-01-22,家电行业周报:如何看待春节前的小行情,爱建证券
8833,2019-01-21,A股头条之上市公司公告精选（1.22）,金融界
8834,2019-01-21,21日晚公告精选丨两市首份年报出炉，金银河2018年增收不增利,21世纪经济报道
8835,2019-01-21,海尔集团有望入主星普医科 旗下医疗板块早前已赴港IPO,中证网
8836,2019-01-21,上海证券市场大宗交易公开信息(2019-01-21),上交所
8837,2019-01-21,青岛海尔今日大宗交易成交259.26万股，成交价15.18元折价0.0%,Wind资讯
8838,2019-01-21,格力电器受“恩宠”，康盛股份入“冷宫”,红周刊
8839,2019-01-21,星普医科：盈康医投受让公司29%股权 海尔集团成新实控人,e公司
8840,2019-01-21,一周产业要闻回放（20190121）,我的钢铁
8841,2019-01-21,IOT热潮折射出的制造升级,艾肯家电
8842,2019-01-21,沪指重上2600点 这一板块罕见11连涨,证券时报
8843,2019-01-21,家电行业周观点19w3:谁是2019成本红利的潜在受益者?,正点财经
8844,2019-01-21,18年12月空调数据简评：内销增速同比转正，全年再创历史新高,长江家电研究团队
8845,2019-01-21,长江家电 | 政策、外资影响几何？——目前时点我们如何看家电,长江家电研究团队
8846,2019-01-21,家电、医药等消费板块追随白酒股涨势,Wind
8847,2019-01-21,大消费板块持续走高,每日经济新闻
8848,2019-01-21,两大积极因素刺激北上资金新年加速抄底 这些股获垂青（名单）,证券时报网
8849,2019-01-20,周线三连阳 三路资金动向揭示上涨动能几何,证券日报
8850,2019-01-20,【华创家电】家电龙头分红详解，北上资金占比提升,月观家电
8851,2019-01-20,三部委联合召开会议促消费 机构扎堆看好9只概念股,证券日报
8852,2019-01-20,长江策略联合大消费行业 | 是外资的力量还是行业的力量？,长江策略
8853,2019-01-20,把稳公司治理之锚 青岛银行登陆A股市场,每日经济新闻
8854,2019-01-20,减持潮又现A股 刘纪鹏：遏制减持潮必须“双管齐下”,大众证券报
8855,2019-01-20,首个2018年通信报告出炉：电信资费下降快三大运营商加速改革,C114通信网
8856,2019-01-19,第二次中德高级别财金对话在北京举行 中欧国际交易所被赋予新的使命,上交所
8857,2019-01-19,北向资金净买升温 连续四日超过25亿元,中证报
8858,2019-01-19,主力持续加码 绩优蓝筹望掀起新轮反弹！,巨丰财经
8859,2019-01-18,新基建成北上资金扫货新宠,大众证券报
8860,2019-01-18,海尔中央空调河南便利店最大项目诞生,我的钢铁
8861,2019-01-18,家用电器：GEA版海尔食联网亮相北美CES 荐5股,和讯
8862,2019-01-18,【中金海外策略】全球资金流向监测：美股被动资金流出扩大；新兴港股继续流入,Kevin策略研究
8863,2019-01-18,疫苗网：第1个引爆的物联网疫苗新生态,南方财富网
8864,2019-01-18,董明珠连任对家电圈意味着什么？,21世纪经济报道
8865,2019-01-17,日媒：“中资救活日企”重演 东芝家电现复苏迹象,新浪
8866,2019-01-17,青岛银行在深交所挂牌交易 成国内第二家A+H股上市城商行,凤凰网
8867,2019-01-17,“中资救活日企”重演：在中资下复苏的那些日本企业,新浪
8868,2019-01-16,弯道超车！海尔消费金融2018年利润总额2.1亿，用户破1000万,证券之星
8869,2019-01-16,青岛海尔可转债1月18日上市 转股期6月25日起,TechWeb
8870,2019-01-16,财闻点金：物联网安全高峰论坛将召开 “新基建”引爆行业需求,巨丰财经
8871,2019-01-16,新政预期能否点燃市场热情,中国经济时报
8872,2019-01-16,老沙:今天又全是“大涨”的消息,中财网
8873,2019-01-16,财闻点金｜物联网安全高峰论坛本周召开 “新基建”引爆行业需求,巨丰财经
8874,2019-01-16,低价筹码又被外资抄走 敢买的外资又抄对了底!,投资快报
8875,2019-01-16,金融消费助推市场反弹 把握板块轮动机会,投资快报
8876,2019-01-15,市场大涨消费板块全线走高，“股王”茅台市值重新站上8000亿！,每日经济新闻
8877,2019-01-15,数据王：蓝筹权重接力题材带动指数脱离底部,巨丰财经
8878,2019-01-15,鲁股指数1月15日收评 沪深两市上涨青岛啤酒表现抢眼,中金在线
8879,2019-01-15,1月15日复盘：多头主导格局初确立 主力重点出击13股,新浪
8880,2019-01-15,白酒股大涨：沪深股市放量上攻，沪指收涨1.36%,澎湃新闻
8881,2019-01-15,涨停板复盘:两市先抑后扬集体涨超1% 白酒股强势反弹,新浪
8882,2019-01-15,收评：沪指涨逾1%深成指涨近2% 大消费股全线走高,证券时报网
8883,2019-01-15,收评：三大股指集体大涨上证50涨2% 白酒股午后上攻,新浪
8884,2019-01-15,【盘中动态】消费板块全线走高 机构：行业有望迎修复机会,每日经济新闻
8885,2019-01-15,渤海证券：市场继续上涨 关注消费领域个股,和讯
8886,2019-01-15,"家电行业周报2019第1期:发改委发声刺激家电消费,GEA版海尔食联网亮相北美CES",长城证券
8887,2019-01-14,QFII额度翻番了，他们买了这些股,腾讯网
8888,2019-01-14,从1500亿美元增至3000亿美元，QFII额度翻倍你需要知道这三件事！,每日经济新闻
8889,2019-01-14,家用电器业2018年第53周:弱周期下优选白电龙头,正点财经
8890,2019-01-14,QFII额度提升一倍 影响有多少？,腾讯网
8891,2019-01-14,跨产业对比研究框架：从深度分销走向高效零售,光大证券
8892,2019-01-14,热点再度崛起，反攻行情拉开序幕？后市谁将引领风骚？（附股）,南方财富网
8893,2019-01-14,扩大消费措施将出台 家电汽车板块行情看涨,投资快报
8894,2019-01-13,特斯拉上海超级工厂每周生产约3000辆Model 3电动车；美国福特汽车将布局基于5G的蜂窝车联网技术丨【每日播报周末版】,阿特列斯如是说
8895,2019-01-13,家用电器：短期利好家电板块 荐5股,广发证券
8896,2019-01-13,一周全球十大并购：制药巨头礼来80亿美元收购Loxo；LV大股东或将Dior私有化退市,晨哨网
8897,2019-01-12,新一轮家电补贴即将启动 行业龙头即将绽放,巨丰财经
8898,2019-01-10,打造完整温控体系 | 冰轮转债发行定价及申购建议,债市覃谈
8899,2019-01-10,家电汽车板块现一日游行情 后续还值得配置吗,证券时报网
8900,2019-01-10,“鸡血式”大涨：汽车、家电，谁会是王者？,中金在线
8901,2019-01-10,工信部发布存储器一条龙应用计划名单，华存电子、紫光国芯皆入列,维库电子市场
8902,2019-01-10,多股抱团涨停——白色家电巨头受资金青睐,大众证券报
8903,2019-01-10,发改委一句话！汽车家电暴涨750亿 政策利好能否扭转衰退局面？,中金在线
8904,2019-01-10,【头条研报】家电股热点持续几何 这几家更具潜力,新浪
8905,2019-01-10,抢购家电汽车，北上资金净买入创今年新高,证券时报
8906,2019-01-10,促消费政策或放大招 家电和汽车股“涨”声一片,证券时报
8907,2019-01-10,预期提升 家电龙头行情看涨,中证报
8908,2019-01-10,北上资金抢购家电汽车股票 净买入创今年新高,证券时报
8909,2019-01-10,近70亿元北上资金入场布局 A股“红包”行情仍可期,证券日报
8910,2019-01-10,发改委促消费措施激活人气 逾31亿元大单抢筹三板块,证券日报
8911,2019-01-10,"家用电器行业:发改委出台稳消费措施,家电升级成看点",山西证券
8912,2019-01-09,内地香港家电汽车股集体暴涨 大A汽车股迎机会,证券时报
8913,2019-01-09,何止“一字千金”！内地香港家电汽车股集体暴涨，市值一天大增2000亿，原是刺激政策将出,证券时报网
8914,2019-01-09,政策红包利好股市回暖,中国经济时报
8915,2019-01-09,久违的涨停潮家电汽车遭北上资金疯抢大消费回来了?,新浪
8916,2019-01-09,发改委表态鼓励汽车家电消费 道恩股份受益周期来临,证券日报
8917,2019-01-09,光大证券 | 第四阶段的汽车、家电政策解读 电话会议纪要,微信
8918,2019-01-09,重磅！利好政策回归，汽车等行业的春天还远吗？,云掌财经
8919,2019-01-09,今日204股突破五日均线 1月9日突破五日均线个股乖离率排名,金投网
8920,2019-01-09,揭秘A股董事长年薪：平均91万 最高相差超7700倍,金融界
8921,2019-01-09,家电行业：下一个“家电下乡”时代？在新政信号释放处等风来,东兴证券
8922,2019-01-09,海尔完成对意大利Candy公司收购,中新网
8923,2019-01-09,投中研究院：2018年321家中企全球IPO IDG资本斩获IPO战绩第一名,中证网
8924,2019-01-09,积极推动智能制造，领军企业在行动,新华网
8925,2019-01-09,上证50指大涨1.7% 上汽集团涨近6%,证券时报网
8926,2019-01-09,巨丰热点：家电下乡政策点燃市场热情 春兰股份等多股盘中涨停,巨丰财经
8927,2019-01-09,A股异动丨家用电器板块早盘异动 惠而浦(600983.SH)涨停开盘,格隆汇
8928,2019-01-09,鼓励汽车家电消费新政将出台 金杯汽车等4股受益涨停,金融界
8929,2019-01-09,"家电行业事件点评:数据告诉你,上轮家电补贴那些事",光大证券
8930,2019-01-08,民生策略:汽车、家电板块迎来关键催化 配置价值突出,新浪
8931,2019-01-08,促进家电消费措施将出台 替换需求打开市场空间,e公司
8932,2019-01-08,青岛海尔完成收购意大利Candy 将在欧洲持续投资,e公司
8933,2019-01-08,完成对Candy的收购 青岛海尔将持续对欧洲投资,中证网
8934,2019-01-08,宁吉喆表示将出台鼓励汽车家电消费新政 关注概念股,金融界
8935,2019-01-08,青岛海尔收购欧洲品牌candy 夯实智慧家庭全球领导力,金融界
8936,2019-01-08,2018中国企业双微年度榜单揭晓！,搜狐
8937,2019-01-08,青岛海尔：Candy 公司 100%股份交割完成,中国家电网
8938,2019-01-08,拥抱康佳的新飞，能否重新插上翅膀？,中国电子报
8939,2019-01-08,002948中签号码什么时候公布?青岛银行新股中签号查询,银行信息港
