,2021-12-31,ABB携手华域汽车，加码汽车智造升级,Ofweek
3082,2018-12-09,汽车：允许机动车代工生产 荐5股,中泰证券
3083,2018-12-07,陆股通北上资金本周净流入超百亿,中证网
3084,2018-12-07,东方红三成基金持有立讯精密，重仓持有难挡持续下跌 重仓股票异动,和讯
3085,2018-12-07,【晨会纪要】策略丁文 银河证券晨会纪要—20181207,中国银河证券研究
3086,2018-12-07,"华域汽车:毛利率季度环比向上,新能源车及智能网联零部件有望形成新的增长点",正点财经
3087,2018-12-07,A股国际化步伐再加速，逾七成MSCI成份股受机构青睐,证券日报
3088,2018-12-05,汽车：从新车计划看2019年新能源汽车趋势 荐8股,和讯
3089,2018-12-05,汽车和汽车零部件行业周报:11月前三周乘用车销量跌幅接近30%,正点财经
3090,2018-12-03,过去4年，满足“优秀企业财报特征”的A股上市公司只有这84家,阿尔法工场
3091,2018-12-03,汽车基础研究系列（二）：转型升级背景下汽车零部件研究框架探讨与投资机会,国信研究
3092,2018-11-29,加仓金融白酒，北上资金持续净流入,中证报
3093,2018-11-27,新造车势力争夺一汽富维控制权 一汽整体上市再除障碍,证券日报
3094,2018-11-26,华域汽车：第九届董事会第四次会议决议公告,上交所
3095,2018-11-26,为何王亚伟亏20%清盘 董宝珍亏46%不用清盘？,中金在线
3096,2018-11-25,汽车：汽车板块整体下跌3.46% 荐5股,广发证券
3097,2018-11-23,2018年年报“高送转”上演第一季 筛选156只潜力股,证券日报
3098,2018-11-22,东证资管再踩两雷,证券市场周刊
3099,2018-11-22,东证资管再踩雷:华域汽车、分众传媒走弱 多基金受伤,证券市场周刊
3100,2018-11-21,德赛西威：“一芯多屏”爆款示范，自动泊车系统量产,CITICS汽车研究
3101,2018-11-20,"汽车行业周报:行业整体承压,市场略有回暖",山西证券
3102,2018-11-19,汽车：汽车板块整体上涨4.30% 荐4股,广发证券
3103,2018-11-19,汽车：新能源汽车周报 荐4股,渤海证券
3104,2018-11-19,国金晨讯精选：金蝶国际/万达电影深度、自动驾驶（五）控制执行篇,国金证券研究所
3105,2018-11-18,零部件三季报-集团篇：整体利润增长乏力 竞争力下降,中国汽车报
3106,2018-11-16,近200亿杠杆资金“抄底”，融资客押注这些强势股,证券时报
3107,2018-11-13,零部件三季报-集团篇：整体利润增长乏力，启明、华域表现抢眼 | 中国汽车报,中国汽车报
3108,2018-11-13,国盛证券：北上资金回流买了啥,国盛证券
3109,2018-11-13,"汽车行业周报:10月销量不佳,建议关注细分行业龙头",山西证券
3110,2018-11-12,两家国内零部件企业跻身千亿俱乐部,经济观察报
3111,2018-11-12,今日特别提示（2018年11月12日）,中财网
3112,2018-11-11,131家汽车零部件公司三季报统计：单季营收降一成，应收款处高位,面包财经
3113,2018-11-10,华域汽车：“13华域02”债券本息兑付及摘牌公告,上交所
3114,2018-11-09,这只股票连续11个涨停股价暴涨近2倍!下只牛股在哪,大猫财经
3115,2018-11-08,汽车零部件公司三季报:单季营收降一成 应收款处高位,新浪
3116,2018-11-08,北上资金年内“壕买”A股逾2500亿 10只强势股成主角,证券日报
3117,2018-11-06,"华域汽车:公司业绩稳健,毛利率进一步提高",正点财经
3118,2018-11-06,770家上市公司全年业绩预喜 136家净利或翻番,重庆商报
3119,2018-11-05,汽车：工信部公布第五批减免车船税新能源车型目录 荐4股,渤海证券
3120,2018-11-04,汽车：汽车板块整体上涨2.96% 荐5股,广发证券
3121,2018-11-04,2家国内零部件企业跻身千亿俱乐部 专家谏言警惕“大而不强”,经济观察网
3122,2018-11-02,【中金汽车】最新！基金三季报：低估值、细分行业alpha标的获增配,金车研究
3123,2018-11-02,"上汽集团三季报点评:车市压力凸显,不改公司龙头地位",东莞证券
3124,2018-10-31,【华泰汽车谢志才团队】小排量汽车购置税优惠重启传闻点评:若购置税优惠重启，哪些企业最受益？,华泰汽车研究
3125,2018-10-31,【公司点评】汽车周然 三季报业绩符合预期，新能源自主双轮驱动,中国银河证券研究
3126,2018-10-31,汽车：新能源汽车表现亮眼 荐3股,广发证券
3127,2018-10-31,10轮胎企业入选汽车零部件百强,轮胎世界网
3128,2018-10-31,前三季度616家公司研发费用超亿元,证券之星
3129,2018-10-30,上汽集团前三季度净利增长12.31%，研发投入增加23亿元,盖世汽车
3130,2018-10-30,茅台跌停拖累白马股 北向资金逆势做多,中金在线
3131,2018-10-30,344股获券商买入评级：万科A目标涨幅达136.8%,Wind
3132,2018-10-30,15家以上机构齐荐106只个股 42家公司年报业绩预喜,证券日报
3133,2018-10-29,上汽集团前三季度净利同比增长12% 研发费用同比增23亿元,证券时报
3134,2018-10-29,华域汽车：10月26日融资余额为5.61亿元，较前一日骤增9.33%,Wind资讯
3135,2018-10-29,"华域汽车:业绩稳健,三季报符合预期",国信证券
3136,2018-10-28,【华泰汽车每周谈】Q3基金略有加仓，仍显著低配,华泰汽车研究
3137,2018-10-28,汽车：汽车板块整体上涨2.23% 荐5股,广发证券
3138,2018-10-26,盘点|2018年前三季：A股有7家公司收入超千亿元，建设银行最赚钱,国际金融报
3139,2018-10-26,【中金汽车】华域汽车：车市放缓收入承压 存货和长期借款增加 营运资本持平,金车研究
3140,2018-10-26,智库大会 ||《2018年度中国汽车企业品牌价值排行榜》发布 | 中国汽车报,中国汽车报
3141,2018-10-26,华域汽车：公司业绩稳健，毛利率进一步提高【招商汽车|公司点评】,招商汽车研究
3142,2018-10-26,华域汽车：2018年前三季度主要财务指标,上交所
3143,2018-10-26,【华泰汽车谢志才团队】华域汽车(600741)：行业景气度下降，业绩增速放缓,微信
3144,2018-10-26,"华域汽车:业绩稳健增长,行业承压长期配置价值凸显",证券之星
3145,2018-10-25,华域汽车：前三季度净利润同比增32.13%,Wind
3146,2018-10-25,"华域汽车财报点评:布局新能源与智能驾驶,将受益于上汽新产品周期",正点财经
3147,2018-10-22,汽车：特斯拉落地临港 荐3股,中银国际
3148,2018-10-18,融资市场人气疲弱 建设银行融资盘小幅流入,投资快报
3149,2018-10-17,【数据揭秘】10月16日 融资客最看好的前20只个股,每日经济新闻
3150,2018-10-16,[中性评级]2018年汽车行业三季度前瞻：行业短期景气度下行 关注确定性的细分子板块,中财网
3151,2018-10-15,[中性评级]汽车行业周报：9月汽车销量出炉 全月零售销量同比下滑14%,中财网
3152,2018-10-15,[买入评级]汽车及汽车零部件行业周报：汽车板块整体下跌10.93% 跑输沪深300指数3.13个百分点,中财网
3153,2018-10-15,【异动股】业绩不理想汽车板块表现低迷 长安汽车(000625-CN)跌超6%,财华社
3154,2018-10-12,【数据揭秘】10月11日 融资客最看好的前20只个股,每日经济新闻
3155,2018-10-08,通讯行业：车联网建设在即为自动驾驶铺平道路,顶尖财经网
3156,2018-10-07,【东吴金工，预期高股息】预期高股息组合跟踪-20181007,量化零距离
3157,2018-10-04,上汽集团点评报告：自主合资齐头并进，业绩稳中求进,万联证券
3158,2018-10-03,上汽集团股票怎么样：公司逆势高增长，龙头效应显著,国泰君安
3159,2018-09-29,强势股追踪 主力资金连续5日净流入89股,证券时报网
3160,2018-09-29,"通信行业深度:车联网建设在即,为自动驾驶铺平道路",联讯证券
3161,2018-09-28,华域汽车今日大宗交易成交199.99万股，成交价22.05元折价2.0%,Wind资讯
3162,2018-09-28,【无人驾驶概念股】2018首届城市智慧交通大会,金融界
3163,2018-09-26,汽车：行业估值底部 关注龙头企业,上海证券
3164,2018-09-26,"汽车行业周报:厚积而薄发,汽车消费结构正在转变",山西证券
3165,2018-09-25,汽车：上周汽车板块整体上涨4.08% 荐5股,广发证券
3166,2018-09-25,机会来临时 上还是等？,中金在线
3167,2018-09-25,78家汽车零部件公司这两年：营收和规模在增长，但回款越来越难,面包财经
3168,2018-09-22,汽车消费政策刺激 行业打开新增长点,中证报
3169,2018-09-21,【2018全球未来出行大会】中国科学院电子所研究部主任温旭辉：新能源汽车电机驱动技术发展,盖世汽车
3170,2018-09-21,两市超大账户抢筹的50只个股,证券之星
3171,2018-09-21,两市主力重点关注的50只个股,证券之星
3172,2018-09-21,上汽集团：公司逆势高增长 龙头效应显著,红周刊
3173,2018-09-20,华域汽车:业绩快速增长 智能电动加速推进,中证网
3174,2018-09-20,甄选龙头股，有什么妙招？,养基司令
3175,2018-09-20,两市超五成个股市值低于50亿元 低市值股怎样觅“长牛”,深圳商报
3176,2018-09-20,"乘用车行业终端景气度深度分析第4期:9月上旬折扣率继续上行,自主品牌竞争愈加激烈",浙商证券
3177,2018-09-19,放量反弹大单动向成焦点 三因素筛出131只潜力股,证券日报
3178,2018-09-18,借互联网与新能源东风 上汽自主品牌扭亏,时代周报
3179,2018-09-18,汽车整车行业周度报告:9月车市预计继续承压,浙商证券
3180,2018-09-17,周一午间金股精选,中证网
3181,2018-09-16,汽车：汽车板块整体上升0.45% 荐4股,广发证券
3182,2018-09-13,"2018年上半年汽车行业经营概况分析:延续年初态势,关注优质成长与核心蓝筹",国信证券
3183,2018-09-11,上汽集团:同期基数逐步抬升 依然保持平稳增长,长江证券
3184,2018-09-10,136只绩优白马股遭错杀社保基金与险资共同持有8只个股,顶尖财经网
3185,2018-09-09,汽车：汽车板块整体下跌2.55% 荐5股,广发证券
3186,2018-09-08,"华域汽车18年中报点评:华域视觉并表增厚业绩,智能驾驶领域成果初显",广发证券
3187,2018-09-08,三维度精选136只超跌白马股 36家公司被机构集中调研,中证报
3188,2018-09-07,汽车和汽车零部件行业：工信部将建立乘用车双积分配置ID号,中泰证券
3189,2018-09-07,"上汽集团:自主与合资两翼齐飞,业绩增长超预期",中证网
3190,2018-09-07,【华泰汽车谢志才团队】交运设备: 汽车行业中报：业绩增速显著收窄,华泰证券研究所
3191,2018-09-06,"华域汽车:业绩基本符合预期,未来估值有望修复",方正证券
3192,2018-09-06,2018年汽车内饰规模不断提升，个性化、定制化成为趋势【组图】,前瞻研究院
3193,2018-09-06,"汽车整车行业周度报告:半年报业绩分化加剧,龙头优势彰显",浙商证券
3194,2018-09-06,"汽车行业2018年中报总结:业绩持续分化,龙头效应显著",上海证券
3195,2018-09-05,【国金证券张帅团队】自动驾驶系列报告之四：传感器,新兴产业观察者
3196,2018-09-05,9月5日券商晨会研报汇编,证券日报
3197,2018-09-05,【华泰证券研究所】每日晨会启明星20180905,华泰证券研究所
3198,2018-09-05,竞争加剧！汽车零部件公司上半年增速放缓,证券时报
3199,2018-09-05,"上汽集团半年报点评:跨越周期,逆势扩张",东莞证券
3200,2018-09-04,【汽车中报总结】一将功成万骨枯！,学学看汽车
3201,2018-09-04,机构投资路径揭秘:证金、社保、QFII连续3季度加仓这些股(名单),证券时报
3202,2018-09-04,『早安，新时代！』晨会早读2018/9/4：今日关注威创股份、中国铁建、上汽集团、中国电建,新时代证券研究
3203,2018-09-04,【新时代汽车 杨华超团队】上汽集团：坚定推行“新四化”，业绩稳健增长,新时代证券研究
3204,2018-09-04,MSCI中国指数新加入10只成分股 蓝筹股投资价值有望凸显,广州日报
3205,2018-09-04,"上汽集团点评报告:自主合资齐头并进,业绩稳中求进",万联证券
3206,2018-09-03,上市公司发力自主研发，上半年研发投入逆势增逾两成,中证报
3207,2018-09-03,上市公司发力自主研发 上半年研发投入逆势增逾两成,中证报
3208,2018-09-02,汽车：重卡产业链表现亮眼 荐4股,广发证券
3209,2018-09-02,汽车：汽车板块整体下跌0.13% 荐5股,广发证券
3210,2018-08-31,"均胜电子:高田并表,汽车安全巨头起航",正点财经
3211,2018-08-31,【财通汽车】上汽集团(600104)：合资自主共助两位数增长,勇闯车坛
3212,2018-08-31,【中金汽车】上汽集团：合资把握节奏价稳量升 运营资本增加 财务费用仅微增,金车研究
3213,2018-08-29,持仓全貌曝光 基金继续青睐消费股,天天基金网
3214,2018-08-28,【方正汽车】华域汽车(600741)公司财报点评报告：业绩基本符合预期，未来估值有望修复,特总车研
3215,2018-08-28,[买入评级]汽车及汽车零部件行业周报：汽车板块整体下跌0.43% 跑输沪深300指数1.91个百分点,中财网
3216,2018-08-28,[看好评级]汽车整车行业周报：8月前三周终端需求继续承压,中财网
3217,2018-08-28,业绩殿后黯淡离任 东证资管林鹏“一拖五”变“一拖三”,号外财经网
3218,2018-08-28,188股获券商买入评级 天顺风能目标涨幅达133.42%,Wind
3219,2018-08-28,上海浦东推进张江—临港和周边镇“2+N”产业发展格局,经济日报
3220,2018-08-28,100只成长股研发投入比例走高 投资者更偏爱谁？,证券日报
3221,2018-08-28,[快讯]兴全300基金公布半年报 收益为-9.19%,中财网
3222,2018-08-28,[快讯]万家红利基金公布半年报 收益为-10.11%,中财网
3223,2018-08-28,"华域汽车2018年半年报点评:各项业务稳步前行,华域视觉并表增厚业绩",上海证券
3224,2018-08-27,[推荐评级]华域汽车(600741)中报点评：中报业绩符合预期 看好稳健基础下的确定性机会,中财网
3225,2018-08-27,汽车：销量增速承压 荐5股,广发证券
3226,2018-08-27,汽车：中日合作研发下一代电动汽车快速充电桩 预计2020年前完成,中信建投
3227,2018-08-27,[买入-A评级]华域汽车(600741)中报点评：各项业务稳健成长 华域视觉并表促业绩超预期,中财网
3228,2018-08-27,汽车行业周报：多地政府发布新能源汽车推广规划,中财网
3229,2018-08-27,[推荐评级]华域汽车(600741)中报点评：布局新能源与智能驾驶 将受益于上汽新产品周期,中财网
3230,2018-08-26,[强烈推荐-A评级]华域汽车(600741)中报点评：公司业绩稳健增长 未来发展空间大,中财网
3231,2018-08-26,汽车板块：优选行业龙头股,顶尖财经网
3232,2018-08-26,[买入评级]华域汽车(600741)中报点评：稳健基本盘下的确定增长 业绩符合预期,中财网
3233,2018-08-24,[买入评级]深度*公司*华域汽车(600741)中报点评：业绩快速增长 智能电动加速推进,中财网
3234,2018-08-24,[买入评级]华域汽车(600741)半年报点评：业务持续优化 业绩符合预期,中财网
3235,2018-08-24,[增持评级]华域汽车(600741)半年报点评：零部件龙头盈利能力逐季提升,中财网
3236,2018-08-24,【招商汽车|中报点评】华域汽车：公司业绩稳健增长，未来发展空间大,招商汽车研究
3237,2018-08-24,[买入评级]华域汽车(600741)中报点评：华域视觉并表增厚业绩 智能驾驶领域成果初显,中财网
3238,2018-08-24,【华泰汽车谢志才团队】华域汽车（600741）中报点评：小糸并表增厚业绩，龙头稳健增长,华泰汽车研究
3239,2018-08-24,【财通汽车】华域汽车(600741)：业绩高增长系华域视觉并表，长期稳健增长确定,勇闯车坛
3240,2018-08-24,[买入评级]华域汽车(600741)中报点评：季度盈利能力环比改善 新业务有望成为增长点,中财网
3241,2018-08-24,193股获券商买入评级 西部材料目标涨幅达123.55%,Wind
3242,2018-08-24,【中金汽车】华域汽车：国内业务稳健增长，国际化面临挑战,金车研究
3243,2018-08-23,8月23日上市公司晚间公告速递,新浪
3244,2018-08-23,华域汽车：上半年净利近48亿元 同比增48%,e公司
3245,2018-08-23,华域汽车：2018年前三季度业绩报告预告,上交所
3246,2018-08-23,华域汽车：上半年净利润同比增48%，国家队及陆股通资金增持,Wind
3247,2018-08-22,"乘用车8月上半月“价~优惠”监控报告:车市进一步承压,折扣幅度继续扩大",浙商证券
3248,2018-08-21,[同步大市-A评级]汽车行业周报：蔚来汽车在美提交IPO招股书 有望带动新能源及智能驾驶板块的投资热情,中财网
3249,2018-08-21,绩优股遭遇持续下跌，东证资管“大牛”基金悉数亏损,中金在线
3250,2018-08-21,31公司推中期分红方案 三种视角挖掘现金奶牛,投资快报
3251,2018-08-20,汽车：SUV市场未来增速放缓 荐2股,银河证券
3252,2018-08-20,[买入评级]汽车及汽车零部件行业周报：汽车板块整体下跌2.85% 跑赢沪深300指数0.71个百分点,中财网
3253,2018-08-20,[强于大市评级]汽车行业周报：中高端SUV表现较好 蔚来赴美提交IPO招股书,中财网
3254,2018-08-20,1052份中报预计本周出炉 三大指标勾勒淘金路线图,证券日报
3255,2018-08-20,"汽车整车行业周度报告:8月上半月销量继续疲软,终端折扣继续扩大",浙商证券
3256,2018-08-15,[增持评级]零部件国际比较研究系列2：跟随主机厂全球化：电装启示录,中财网
3257,2018-08-14,机会是跌出来的 大机会是大跌出来的,中金在线
3258,2018-08-14,机构解析：周二热点板块及个股探秘,金融界
3259,2018-08-14,"汽车行业周报:油价再次上调,看好新能源汽车产业链",山西证券
3260,2018-08-13,汽车：汽车板块整体下跌1.09% 荐3股,广发证券
3261,2018-08-08,汽车：18年7月新能源汽车合格证点评 荐2股,广发证券
3262,2018-08-08,[推荐评级]汽车行业周报：上汽集团7月产销超预期 建议关注分化投资机会,中财网
3263,2018-08-07,车灯行业深度:车灯的市场空间、技术升级与企业布局,国信证券
3264,2018-08-07,"汽车行业周报:新能源稳步发展,关注电池正极与隔膜材料升级",山西证券
3265,2018-08-06,"华域汽车:业绩稳定增长,新能源前瞻布局大有可为",证券之星
3266,2018-08-06,"汽车整车行业周度报告:7月库存指数仍警戒线之上,优选龙头",浙商证券
3267,2018-08-05,汽车：汽车板块整体下跌6.83% 荐4股,广发证券
3268,2018-08-04,A股现金奶牛,中金在线
3269,2018-08-03,一财研选｜半导体清洗设备需求持续增长，技术领导企业受益！,第一财经
3270,2018-08-01,[中性评级]汽车行业周报：警惕可能存在的资产减值损失 寻找行业优质资产,中财网
3271,2018-07-31,[同步大市-A评级]汽车行业周报：多巨头布局自动驾驶与新能源汽车 反弹格局中相应产业链或获市场青睐,中财网
3272,2018-07-31,[买入评级]汽车及汽车零部件行业周报：汽车板块整体上涨1.85% 跑输沪深300指数0.86个百分点,中财网
3273,2018-07-30,今日盘中突破五日均线个股一览,证券时报网
3274,2018-07-25,[买入评级]汽车及汽车零部件行业跟踪：西安拟禁限行高排放老旧汽车 “蓝天保卫战”行动逐步落实,中财网
3275,2018-07-25,汽车及汽车零部件行业：公募基金18Q2汽车行业持仓分析,广发证券
3276,2018-07-25,[买入评级]公募基金18Q2汽车行业持仓分析,中财网
3277,2018-07-25,[买入评级]汽车及汽车零部件行业月报：轿车领跑乘用车市场 重卡销量稳定性持续超预期,中财网
3278,2018-07-24,[看好评级]汽车行业周报：新产品周期优势凸显 轻量化板块走强,中财网
3279,2018-07-24,[同步大市-A评级]汽车行业周报：大陆剥离动力总成业务 传统零部件企业加速向新能源及智能驾驶转型,中财网
3280,2018-07-24,"汽车行业周报:市场分化明显,多款新车上市",山西证券
3281,2018-07-23,[增持评级]汽车和汽车零部件行业周报：北京公布新能源车地补政策,中财网
3282,2018-07-23,[买入评级]汽车及汽车零部件行业周报：汽车板块整体下降1.07% 跑输沪深300指数1.41个百分点,中财网
3283,2018-07-23,毫米波雷达的战国时代，国产货该如何上演“大国崛起”？,车云网
3284,2018-07-22,【华泰汽车每周谈】汽车行业仓位继续创新低,华泰汽车研究
3285,2018-07-21,汽车行业：估值中枢下移 龙头强者愈强,金融界
3286,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
3287,2018-07-20,巨丰热点：车载毫米波雷达概念股呈现走强,巨丰财经
3288,2018-07-18,沪港通十大成交活跃股排名（7月18日）,Wind
3289,2018-07-18,[互动]华域汽车：公司出口业务收入占比较小,全景网
3290,2018-07-18,汽车行业数据库,中财网
3291,2018-07-17,[买入评级]汽车及汽车零部件行业周报：汽车板块整体上涨2.95% 跑输沪深300指数1.55个百分点,中财网
3292,2018-07-16,7月16日券商晨会研报汇编,证券日报
3293,2018-07-14,A股进入分红密集期 高送转概念股“涨声一片”,搜狐
3294,2018-07-13,红利指数具备定投神器潜质吗？,中金在线
3295,2018-07-13,买对消费股才能成为A股大赢家,阿尔法工场
3296,2018-07-13,汽车业仅排行业薪酬榜中游 吉林头筹四川垫底,投资时报
3297,2018-07-12,张江临港联动打造浦东“南北科创走廊”,上观
3298,2018-07-11,上海浦东：三年力争形成三大“千亿级”产业集群,中新网
3299,2018-07-11,[看好评级]汽车行业周报：关注逆势增长企业 新能源与轻量化将加速,中财网
3300,2018-07-11,[看好评级]汽车行业深度报告：新产品周期穿越行业周期,中财网
3301,2018-07-11,高送转概念掀涨停潮 A股进入集中分红期,证券时报
3302,2018-07-11,【太平洋证券 今日早读】汽车：战略推荐新泉股份|银轮股份、智飞生物、航锦科技、赢合科技公司点评（20180711）,太平洋证券研究
3303,2018-07-10,[同步大市-A评级]汽车行业周报：“双积分”交易平台正式上线 倒逼车企加速向新能源转型,中财网
3304,2018-07-10,[买入评级]汽车及汽车零部件行业周报：汽车板块整体下跌1.69% 跑赢沪深300指数0.68个百分点,中财网
3305,2018-07-10,[增持评级]汽车和汽车零部件行业周报：2020年公共交通新能源车保有量有望达60万辆,中财网
3306,2018-07-09,华域汽车：2017年年度权益分派实施公告,上交所
3307,2018-07-09,【中金汽车】周报：工信部公布车企双积分；对美正式加征关税,金车研究
3308,2018-07-03,[看好评级]汽车行业周报：聚焦轻量化深入 关注低估值龙头股,中财网
3309,2018-07-03,"汽车与汽车零部件行业:电池电机双增长,新能源汽车持续向好",国元证券
3310,2018-07-02,华域汽车跌3.5%，创近1个月新低，报22.89元,腾讯网
3311,2018-07-02,[买入评级]汽车及汽车零部件行业周报：汽车板块整体上涨1.72% 跑赢沪深300指数4个百分点,中财网
3312,2018-07-02,【中金汽车】周报：新车型密集上市；上汽奥迪合作推进,金车研究
3313,2018-06-29,[推荐评级]汽车行业2018年中期投资策略：“智能驾驭 电动未来”十年巨变,中财网
3314,2018-06-29,汽车周报：龙头车企折扣收缩 增速回暖,中证网
3315,2018-06-29,[中性评级]深度*行业*汽车行业2018年中期策略：行业分化 龙头崛起,中财网
3316,2018-06-28,中证数据：两市资金净流入前20股（6月28日）,金融界
3317,2018-06-28,中国5月新能源车电机装机量超9万台，比亚迪/北汽新能源/联合电子包揽前三,第一电动网
3318,2018-06-28,[买入评级]汽车及汽车零部件行业6月月报：重卡销量稳定性持续超市场预期,中财网
3319,2018-06-28,[买入评级]汽车及汽车零部件行业跟踪：交通部释放加快推进车辆结构升级信号,中财网
3320,2018-06-28,[买入评级]常熟汽饰(603035)首次报告：中高端车饰件供应商的受益者,中财网
3321,2018-06-27,华域汽车：2017年年度股东大会决议公告,上交所
3322,2018-06-27,[买入评级]汽车及汽车零部件行业周报：汽车板块整体下跌7.56% 跑输沪深300指数2.78个百分点,中财网
3323,2018-06-27,今日16只个股突破年线,证券时报
3324,2018-06-27,【陆股通交易追踪】陆股通流入23.63亿元 金融板块获青睐,e公司
3325,2018-06-26,[买入评级]汽车及汽车零部件行业2018年中期投资策略：守正待时,中财网
3326,2018-06-26,快讯:汽车板块早盘大幅走高 中通客车涨逾6%,证券时报
3327,2018-06-25,【中金汽车】华域汽车：中性化持续推进，国际化挑战与机遇并存,金车研究
3328,2018-06-23,汽车：进口车成本降低8% 荐8股,财通证券
3329,2018-06-22,[同步大市-A评级]汽车行业周报：行业复苏基本确立 中美互相加征关税影响有限,中财网
3330,2018-06-20,两部委联合印发车联网标准体系指南 六股人气旺,证券时报
3331,2018-06-19,A股共发生40宗大宗交易成交10.75亿元（6月19日）,Wind
3332,2018-06-19,华域汽车今日大宗交易成交672.70万股，成交价25.24元折价2.51%,Wind资讯
3333,2018-06-15,数据揭示三行业投资价值 30只个股获逾10亿资金布局,证券日报
3334,2018-06-14,"【平安重点】行业动态跟踪报告*汽车和汽车零部件*CES ASIA开幕,自动驾驶和数字车灯为亮点*强于大市",平安研究
3335,2018-06-14,平安研报20180614,平安研究
3336,2018-06-14,汽车科技成CES-Asia重头戏 机构：汽车板块大概率有一波行情,证券时报网
3337,2018-06-14,平安证券：美联储鹰派加息 通胀担忧渐起,中证网
3338,2018-06-14,6月14日券商晨会研报汇编,证券日报
3339,2018-06-14,平安证券晨会纪要-180614,平安证券
3340,2018-06-13,揭秘涨停板：妖股再现！亚夏汽车5连板,腾讯网
3341,2018-06-13,汽车股午后持续走高 机构看好汽车行业投资机会,证券时报网
3342,2018-06-13,"汽车行业周报:5月SUV增速放缓,新能源车销量高速增长",正点财经
3343,2018-06-13,汽车行业5月月报：销量超预期，板块估值回升,国信研究
3344,2018-06-12,[看好评级]汽车行业周报：新能源汽车成为拉动车市增长的主要增量 下半年汽车板块非常大概率有一波行情 优质公司可实现30%-50%的收益,中财网
3345,2018-06-12,"汽车行业周报:汽车板块承压,新车型拉动需求增长",山西证券
3346,2018-06-11,[增持评级]汽车行业周报：自主品牌分化显著 新能车增速喜人,中财网
3347,2018-06-11,五大券商周二看好6板块64股,证券之星
3348,2018-06-11,【汽车】新能源再超预期，重卡维持高景气,中信证券研究
3349,2018-06-06,[推荐评级]汽车行业周报：新能源过渡期即将结束 预计下半年实现平稳过渡,中财网
3350,2018-06-05,消费研究看长江|大消费周度行业专题研究精粹·2018W22,微信
3351,2018-06-04,[中性评级]汽车行业周报：关税调整拉长购车观望期 持续看好“渗透率提升逻辑更强”的零部件板块,中财网
3352,2018-06-04,[增持评级]汽车行业周报：全年重卡销量有望再超预期,中财网
3353,2018-06-04,[买入评级]汽车及汽车零部件行业周报：汽车板块整体下跌2.77% 跑输沪深300指数1.29个百分点,中财网
3354,2018-06-04,汽车行业周报：重卡销量再超预期;乘用车终端观望情绪较重,中财网
3355,2018-06-04,【中金汽车】周报：重卡销量再超预期；乘用车终端观望情绪较重,金车研究
3356,2018-06-02,芯片、汽车滤清器滤纸、传感器和高端离合器等高技术含量产品还依赖进口，这些领域有待自主企业实现突破。,中国汽车报
3357,2018-06-01,A股三大上升动能显现 6月市场望启动全新运行方式,证券日报
3358,2018-06-01,消费研究看长江|长江大消费?五月研究成果集萃,长江大消费研究
3359,2018-06-01,华域汽车：5月31日融资余额为4.84亿元，较前一日骤增6.40%,Wind资讯
3360,2018-05-31,"上汽集团:业绩符合预期,新车静待发力",中证网
3361,2018-05-31,"汽车产业投资管理规定(征求意见稿)点评:控制产能扩张,推动行业整合",证券之星
3362,2018-05-30,[看好评级]汽车行业周报：关税尘埃落定冲击较小 长期看 股价的核心因素仍然在成长性,中财网
3363,2018-05-29,券商看市：世界杯要来了 关注四大主题机会,中证网
3364,2018-05-29,广发策略：陆股通北上资金连续增加 加仓五类股,金融界
3365,2018-05-28,消费研究看长江|大消费周度行业专题研究精粹·2018W21,微信
3366,2018-05-28,[增持评级]汽车行业周报：产业管理新政将出 投资门槛提升,中财网
3367,2018-05-28,[买入评级]汽车及汽车零部件行业周报：汽车板块整体上涨1.48% 跑赢沪深300指数2.71个百分点,中财网
3368,2018-05-28,[增持评级]汽车行业2018年中期策略报告：把握细分龙头 布局长期成长,中财网
3369,2018-05-28,[增持评级]汽车和汽车零部件行业周报：7月关税下调 进口车贸易商受益,中财网
3370,2018-05-28,汽车及汽车零部件行业:重卡板块销量稳定增长,广发证券
3371,2018-05-28,电话会议：宏发股份（600885）投资价值分析报告—淡能致远，历久弥香,中信证券研究
3372,2018-05-28,自动驾驶板块迎两大利好16只中报预喜股现交易性机会,证券日报
3373,2018-05-28,汽车业喜迎多点开花契机 零部件开放加速行业洗牌,投资者报
3374,2018-05-25,下周黑马股票推荐：5月28日周一极具爆发力六大黑马,证券之星
3375,2018-05-25,不再伤“芯”　到了在核心零件上下苦功的关键期,中国汽车报
3376,2018-05-25,现场会议：中信证券 “海外市场配置”主题沙龙（北京场）,中信证券研究
3377,2018-05-24,汽车进口关税下调 零部件股集体大涨,钱江晚报
3378,2018-05-24,深度*行业*汽车及零部件降低关税点评：靴子落地 好于预期,中财网
3379,2018-05-23,[强于大市评级]汽车行业周报：第308批新车公示 新能源车新车多达460款,中财网
3380,2018-05-23,[中性评级]汽车与零部件行业动态跟踪：关税政策落地 继续看好优质整车和零部件公司,中财网
3381,2018-05-23,汽车关税骤降利好三类个股 关税还会进一步下降吗？,金投网
3382,2018-05-23,汽车：进口车成本降低8% 荐8股,财通证券
3383,2018-05-23,券商看市：世界杯要来了 关注四大主题机会,中证网
3384,2018-05-23,【浙商汽车】事件点评：汽车整车及零部件进口关税政策终落地,浙商证券研究所
