,2021-12-31,中国交建：截至目前公司与福田汽车没有具体的业务合作,每日经济新闻
1148,2020-12-13,【华创建筑建材】建筑行业周观点：继续推荐装配式产业链,华创建筑建材研究
1149,2020-12-13,科技强企、创新发展！中交集团发布重大科技成果,中国交建
1150,2020-12-13,齐心集团：好视通入围2020年联通云视频合作伙伴,中证网
1151,2020-12-13,观察丨肯尼亚总统和埃塞俄比亚总理为何共同考察这个中企项目,澎湃新闻
1152,2020-12-13,【天风建筑周报】被列入所谓“黑名单”对建筑龙头公司有何影响？ 违约失信,笑谈建筑
1153,2020-12-11,能源圈两大基建狂魔，中国能建、中国电建到底是怎样的公司？,国际电力网
1154,2020-12-11,中国能建葛洲坝合并凝聚“出海”力量 同业竞争能否破局,南方能源观察
1155,2020-12-11,【国元资讯早班车】太疯狂！大宗商品集体“暴动”！北上资金逆市加仓,国元证券订阅号
1156,2020-12-10,在肯尼亚架起“网红桥”,中国交建
1157,2020-12-10,中交集团主要领导拜会济南市委书记孙立成,中国交建
1158,2020-12-10,根据美国行政令，标普道琼斯指数将移除包括中芯国际在内20余家中企,资本邦
1159,2020-12-10,标普道琼斯指数将根据美国行政命令移除部分中国公司,老虎证券
1160,2020-12-09,华润万象爆炒40%背后：财富密码浮出水面 能否撑起行业最高估值？,新浪
1161,2020-12-08,【安信建筑】行业周报1213：11月新增社融略超预期，建筑PMI指数提升,勇往直前
1162,2020-12-08,神州高铁(000008.SZ)及子公司拟共同受让天津地铁2号线项目公司41%股权、3号线项目公司10%股权,格隆汇
1163,2020-12-08,神州高铁拟受让天津地铁项目公司部分股权 评估价值8.2亿元,上证报
1164,2020-12-07,建筑工程2021年投资策略：风劲帆满，蓄势谋远，维持“超配”评级,国信证券
1165,2020-12-07,蕾奥规划创业板成功过会:主营业务毛利率稳中有升盈利能力增强,新浪
1166,2020-12-07,最惨股票ETF！创业100上市以来份额缩水超99% 最新规模仅401万份 规模大幅缩水,金融界
1167,2020-12-07,【华创建筑建材】建筑行业周观点：建筑工程企业资质压减59%，中小企业业务承揽范围进一步扩大,华创建筑建材研究
1168,2020-12-06,发行高峰又至，2020年转债一级发行知多少？——可转债周报20201206【华创固收丨周冠南团队】,华创债券论坛
1169,2020-12-05,规模、技术稳居全球第一：请收下中国港口这张“国家名片”,产业发展研究
1170,2020-12-04,中交集团主要领导拜会江苏省省长吴政隆并召开公司2020年项目管理提升现场交流会,中国交建
1171,2020-12-04,中国交建：拟向3家银行申请授信额度展期 金额合计300亿元 违约失信,中国网
1172,2020-12-04,中国交建(601800.SH)：董事会通过关于公司向招商银行、平安银行及广发银行申请授信额度展期的议案 违约失信,格隆汇
1173,2020-12-04,中国交建在黑龙江成立建设发展公司，注册资本2亿元,企查查
1174,2020-12-03,中国公司债及企业债信用分析周报,新浪
1175,2020-12-02,晨报1202 | 2021年度投资策略报告持续奉上,国泰君安证券研究
1176,2020-12-02,中国中铁董事长、总经理双双调整,一带一路高参
1177,2020-12-02,2.5亿元拆迁补偿款 能救兆新股份？,第一财经
1178,2020-12-01,中国交建与全国社会保障基金首个投资合作期圆满收官,中国交建
1179,2020-12-01,有望获2.5亿元拆迁补偿款，连亏两年的兆新股份能否自救？,第一财经
1180,2020-11-30,发行高峰又至，2020年转债一级发行知多少？——可转债周报20201206【华创固收丨周冠南团队】,华创债券论坛
1181,2020-11-30,【研报掘金】建筑行业迎来较好的宏观发展环境 重点看好低估值蓝筹,证券时报网
1182,2020-11-30,安信证券：基建投资有望回升 基建龙头尤其是区域基建龙头将直接受益,证券时报网
1183,2020-11-29,【华创建筑建材】建筑行业周观点：装配式需求高增，供给优化，持续看好产业链,华创建筑建材研究
1184,2020-11-28,中国交建与葡萄牙莫塔-恩吉尔公司签署参股协议,中国交建
1185,2020-11-27,A股头条之上市公司（11.28）,金融界
1186,2020-11-27,中交兰坪新时代希望学校正式“交钥匙”,中国交建
1187,2020-11-27,"中国交建(601800.SH)拟1.69亿欧元购买Mota-Engil,SGPS,S.A.23%股权",智通财经
1188,2020-11-27,"中国交建：拟参股投资Mota-Engil,SGPS,S.A.23%股权交易对价1.69亿欧元",格隆汇
1189,2020-11-27,"中国交建(601800.SH)拟参股投资Mota-Engil,SGPS,S.A.23%股权交易对价1.694亿欧元",格隆汇
1190,2020-11-27,蕾奥规划：客户资源多样，项目经验丰富,凤凰网
1191,2020-11-27,拉美版“港珠澳大桥”开建了,中国科技网
1192,2020-11-26,云南城投踩中“三条红线”，牵手中交地产华侨城能否成功自救？,投资时报
1193,2020-11-26,盘前情报丨高盛建议高配A股，中国6G研发去年已开始，附概念股名单,21世纪经济报道
1194,2020-11-25,中交集团主要领导会见天津市副市长孙文魁,中国交建
1195,2020-11-25,地产股收盘丨沪指收跌1.19% 金地集团收涨2.21%,中国网
1196,2020-11-25,中国交建成立建设工程管理公司，经营范围含工程管理服务等,企查查
1197,2020-11-24,建筑工程三季度订单汇总分析：疫情后整体订单增速回暖，基建带动路桥、钢结构新签订单较快增长【天风建筑唐笑团队】,笑谈建筑
1198,2020-11-24,清华同衡学术周 | 七牛云郜向阳：视频云助力智慧园区建设,砍柴网
1199,2020-11-23,地产股收盘丨沪指收涨1.09% 广宇发展收涨2.25% 万达电影收跌3.21%,中国网
1200,2020-11-23,21家上市公司登环境风险榜 海大集团旗下企业超标排放屡罚屡犯,每日经济新闻
1201,2020-11-23,力拓客户业绩高增，“蕾奥规划”近日审核过会,投资家
1202,2020-11-23,建筑装饰行业周报：积极加配低估值建筑蓝筹 持续核心推荐中国建筑,新浪
1203,2020-11-22,【华创建筑建材】建筑行业周观点：基建单月增速重回7%以上，地产数据全面回暖,华创建筑建材研究
1204,2020-11-22,下周影响市场重要资讯前瞻,新浪
1205,2020-11-22,建筑行业2020年三季报总结及四季度展望：业绩快速恢复 单季度增速创新高,新浪
1206,2020-11-21,拥抱数字经济把握数字化转型的五大风向,科技日报
1207,2020-11-20,两市破净股数量达295只（附股）,证券时报网
1208,2020-11-19,双塔封顶，这支队伍将产品做成地标,中国交建
1209,2020-11-19,两市破净股数量达299只（附股）,证券时报网
1210,2020-11-18,300只股破净房地产交通运输最为集中,证券时报网
1211,2020-11-18,中交路桥建设：张国军、金义、黄云火获任董事,乐居财经
1212,2020-11-18,赋能智慧建筑 浪潮推动行业高质量发展,工业电器网
1213,2020-11-17,中国交建(601800.SH)控股股东解除25.70亿股股票质押登记完成,格隆汇
1214,2020-11-16,299只股破净房地产交通运输最为集中,证券时报网
1215,2020-11-16,中国交建在成都成立建设工程管理公司，经营范围含工程管理服务,企查查
1216,2020-11-16,中国加入全球最大自贸协定三板块迎绝佳低吸机会,巨丰财经
1217,2020-11-16,时代点金（1116）：鸡苗开启疯涨模式，钛白粉接连提价,时代在线
1218,2020-11-16,中国化学前十月新签合同额1826亿 推进百亿募资项目攻关高端材料,长江商报
1219,2020-11-16,股海导航 11月16日沪深股市公告提示,新浪
1220,2020-11-15,A股头条之上市公司（11.16）,金融界
1221,2020-11-15,【华创建筑建材】建筑行业周观点：专项债发行接近尾声，全年用于基建比例约55%,华创建筑建材研究
1222,2020-11-15,晚间重要公告2020年11月15日星期日,Wind
1223,2020-11-15,【提前看】15日公告精选：中国交建中国中车回应美国禁令；亚玛顿签订21亿光伏镀膜玻璃销售合同,e公司
1224,2020-11-15,中国交建：公司目前无法确定公司股份中涉及美国人士持股的具体情况,中国网
1225,2020-11-15,刚刚！中国中车、中国交建发布重要公告，回应美国总统行政命令,每日经济新闻
1226,2020-11-15,就美国行政命令 中国交建称无法确定持股中是否涉及美国人士,观点地产网
1227,2020-11-15,11月15日上市公司晚间公告速递,新浪
1228,2020-11-15,中国交建：目前生产经营正常 正评估美国总统行政命令潜在影响,e公司
1229,2020-11-15,中国交建：公司目前生产经营正常,金十数据
1230,2020-11-15,中国交建：正就行政命令对公司的潜在影响进行综合评估,Wind
1231,2020-11-15,中交集团主要领导拜会河北省委副书记、副省长陈刚,中国交建
1232,2020-11-13,334公里的沙基，通了！,中国交建
1233,2020-11-13,WICV2020 | 大唐高鸿毕海洲：5G+车联网——推进中国特色车路协同发展,盖世汽车
1234,2020-11-13,蕾奥规划创业板上市脚步不停 做新型智能城市建设者,凤凰网
1235,2020-11-13,IPO审核四过四! 财税信息化综合服务商税友集团顺利闯关,电鳗快报
1236,2020-11-12,老基建概念股近三日受15亿主力资金追捧,证券时报网
1237,2020-11-12,地产股收盘丨沪指收跌0.11% 泰禾集团收涨4.83% 深深房A收跌6.75%,中国网
1238,2020-11-11,科技股大跌创业板指挫逾3%煤钢、基建等周期股逆市领涨A股,财华社
1239,2020-11-11,超级大单：3倍牛股尾盘为何大跌？一大隐忧曝光,新浪
1240,2020-11-11,11月11日主力资金净流出535亿元,证券时报网
1241,2020-11-11,港股收盘(11.11)|恒指收跌0.28% 顺周期板块强势 科技股再遭重挫 连续下跌,智通财经
1242,2020-11-11,这些票为何逆势上涨，看清大盘分化中的机会|风雨看盘,东方网
1243,2020-11-11,地产股收盘丨三大指数单边下行 创指跌3.31% 深深房A连续两日跌停 连续下跌,中国网
1244,2020-11-11,睿智投资｜中国工程机械行业 – 10月挖掘机销量同比增长61%；领先指针显示动力持续,招银国际
1245,2020-11-10,公司签署摩洛哥穆罕默德六世丹吉尔科技城项目入股协议、股东协议,中国交建
1246,2020-11-10,中国交建：中交集团解除质押25.7亿股股份 占总股本15.9%,中国网
1247,2020-11-10,中国交建(601800.SH)：控股股东中交集团解质25.7亿股,格隆汇
1248,2020-11-10,52股获券商买入评级，中嘉博创目标涨幅达104.35%,Wind
1249,2020-11-09,建筑央企订单、收入双位数增长，行业龙头优势凸显——建筑央企2020年三季报汇总分析【天风建筑唐笑团队】,笑谈建筑
1250,2020-11-06,中交集团召开境外项目疫情防控专题会议,中国交建
1251,2020-11-06,直通进博会 | 第三届中国国际进口博览会配套活动“影响力投资：重建更加美好的世界”成功举办,中国证券网
1252,2020-11-05,【中金固收·信用】中国公司债及企业债信用分析周报,中金固定收益研究
1253,2020-11-05,中国交建完成20亿公司债发行工作 利率3.77%-4.11%,观点地产网
1254,2020-11-05,建筑行业动态分析：Q3建筑营收业绩显著改善 基金重仓配置比例提升,新浪
1255,2020-11-04,谈文昌会见中交房地产集团有限公司副总经理周济一行,潇湘晨报
1256,2020-11-03,疫情冲击对外承包工程行业，“一带一路”沿线国家业务占比近60%，成发展主引擎,每日经济新闻
1257,2020-11-03,中交集团主要领导会见越秀集团董事长张招兴,中国交建
1258,2020-11-03,携手应对挑战，促进全球基础设施发展,中国能源网
1259,2020-11-03,第11届国际基建论坛将于12月2-3日在澳门举办,新浪
1260,2020-11-03,【计算机-胡又文】四维图新：三季度显著修复，公司高精度地图在C-V2X大规模示范中选用率最高,安信证券研究
1261,2020-11-02,中国交建海南区域总部原副总经理唐剑光被决定逮捕 董监高成员异常事件,中新经纬
1262,2020-11-02,【*中交建可续期小公募】不超20亿，2+N年/3+N年（3.4-4.4%）/（3.6-4.6%），中诚信AAA/AAA，今日簿记,中信建投固定收益部
1263,2020-11-02,【华创建筑建材】建筑行业周观点：钢结构三季报业绩亮眼，继续推荐装配式,华创建筑建材研究
1264,2020-10-31,中交集团主要领导拜会大连市委书记谭作钧并调研大连湾海底隧道项目,中国交建
1265,2020-10-30,中交集团主要领导拜会长沙市市长郑建新,中国交建
