,2021-12-31,潍柴动力：目前氢燃料电池行业处于示范运营和逐步推广阶段，行业销量仍较小,每日经济新闻
1734,2021-03-15,浙商证券--汽车整车行业专题报告：低基数下的高增长，聚焦新能源与商用车【行业研究】,金融界股吧
1735,2021-03-15,汽车行业周报：乘用车销售继续复苏 华域收购延锋安道拓近半少数股权,新浪
1736,2021-03-15,山西证券--汽车行业周报：估值回归，市场横盘震荡【行业研究】,金融界股吧
1737,2021-03-15,工信部公布第五批全国工业领域电力需求侧管理示范企业名单 含多家上市公司,上证报
1738,2021-03-15,【东吴化工 | 公司深度】奥福环保：蜂窝载体龙头，深耕尾气处理,东吴石化化工
1739,2021-03-14,【山证汽车】行业周报：估值回归，市场横盘震荡（20210308-20210314）,山西证券研究所
1740,2021-03-13,起步晚突破大！细数我国氢燃料发展历程,卡车之家
1741,2021-03-13,潍柴动力：大缸径发动机项目不构成与潍柴重机的同业竞争,每日经济新闻
1742,2021-03-13,“座椅”的变动：延锋安道拓一顿操作猛如虎,盖世汽车
1743,2021-03-12,潍柴动力(02338.HK)3月30日举行董事会会议审批全年业绩,格隆汇
1744,2021-03-12,潍柴动力：公司天然气发动机热效率提升的研发工作正在有序推进过程中,每日经济新闻
1745,2021-03-12,燃料电池龙头重塑股份IPO:不仅从未盈利 更有保姆关联方包产包销,新浪
1746,2021-03-12,汽车行业月度销量点评：季节因素销量环比下降 销量符合预期 盈利能力下降,新浪
1747,2021-03-12,港股异动 | 重卡股普涨 2月重卡销售同比增长逾2倍,格隆汇
1748,2021-03-12,挖掘机销量超预期 基建投资计划促行业高景气,证券时报
1749,2021-03-11,【万联化工 | 首次覆盖】奥福环保：国六全面执行在即，公司发展驶入快车道,万联证券研究所
1750,2021-03-11,智通AH统计|3月11日,智通财经
1751,2021-03-11,万里扬董事长黄河清：变速器国产替代将加速 每年间接创造外汇400亿元-600亿元,e公司
1752,2021-03-11,【异动股】潍柴动力(02338-HK)涨3.5%,财华社
1753,2021-03-11,光大证券总量&行业联合报告：“碳中和”发展前景与市场影响展望,光大证券
1754,2021-03-11,港股异动|重卡股全线上涨重卡销量连续11个月创纪录,格隆汇
1755,2021-03-11,高端制造行业事件点评：国电投加快和加大在河南的氢能产业布局,新浪
1756,2021-03-11,港股盘前必读：国泰航空2020年股东应占亏损216.48亿港元,Wind
1757,2021-03-10,2月销量大超预期，代理商纷纷涨价，基建计划助力市场持续走强，低估值概念股名单出炉,证券时报网
1758,2021-03-10,智通AH统计|3月10日,智通财经
1759,2021-03-10,大行评级|汇丰：维持潍柴动力(2338.HK)买入评级目标价升至28港元,格隆汇
1760,2021-03-10,1-2月氢电投资约346亿 燃料电池项目占比65%,中国能源网china5e
1761,2021-03-10,汽车行业毛利率与原材料价格关系复盘分析：原材料价格上行 毛利率影响几何?,新浪
1762,2021-03-09,每日大行评级丨高盛同时看好微软、赛富时涨超40%！,金融界
1763,2021-03-09,智通AH统计|3月9日,智通财经
1764,2021-03-09,3月9日晚间重要行业研究汇总(附股),中金在线
1765,2021-03-09,艾德证券期货：市场流动性充裕，料日内恒指短线反弹,新浪
1766,2021-03-09,【深创投科技创新小公募】不超15亿/3年(3.30%-4.30%)/联合AAA/AAA/深交所/今日簿记,中信建投固定收益部
1767,2021-03-09,汇丰研究：上调潍柴动力(02338)目标价至28港元 评级“买入”,智通财经
1768,2021-03-09,【汽车】汽车行业周报— 2月汽车销量高增长，政府工作报告提出增加汽车消费,中银证券研究
1769,2021-03-09,智通港股早知道︱(3月9日)继续看跌黄金板块趋势性周期，光伏太阳能龙头股有反弹机会,智通财经
1770,2021-03-09,嘉实先进制造100ETF净值下跌3.01%,新浪
1771,2021-03-08,智通AH统计|3月8日,智通财经
1772,2021-03-08,万亿级赛道，无人驾驶新星：“擎天柱”已经向我们驶来,新浪
1773,2021-03-08,【异动股】潍柴动力(02338-HK)跌3.4%,财华社
1774,2021-03-08,山西证券--汽车行业周报：中汽协预估1~2月累计销量同比增长76.8%【行业研究】,金融界股吧
1775,2021-03-08,高端制造行业事件点评：无锡加大政策支持 积极推动氢能投资示范落地,新浪
1776,2021-03-08,50只股遭机构席位抢筹，兖州煤业获净买入最多,Wind
1777,2021-03-07,80只业绩大增个股遭机构席位抢筹,第一财经
1778,2021-03-07,【山证汽车】行业周报：中汽协预估1-2月累计销量同比增长76.8% （20210301-20210307）,山西证券研究所
1779,2021-03-05,潍柴动力：今年以来发动机业务的产能利用率维持高位，销量同比明显提升,每日经济新闻
1780,2021-03-05,山推股份(000680.SZ)获得2020年度山东省重点研发计划(重大科技创新工程)经费713.93万元,格隆汇
1781,2021-03-05,机构加码、股东增持业绩超预期个股，低估值高成长成市场焦点,云掌财经
1782,2021-03-05,[互动]潍柴动力：2021年以来发动机销量同比明显提升,全景网
1783,2021-03-05,智通AH统计|3月5日,智通财经
1784,2021-03-05,行业需求持续回暖，汽车板块逆市走强丨牛熊眼,第一财经
1785,2021-03-05,潍柴动力(02338.HK)：关于非公开发行股票申请文件反馈意见回复,格隆汇
1786,2021-03-04,智通AH统计|3月4日,智通财经
1787,2021-03-04,汽车与汽车零部件行业重卡2月销量点评：行业产销两旺 全年销量有望140万辆以上,新浪
1788,2021-03-03,券商3月份金股“大揭秘”,大众证券报
1789,2021-03-03,两会前瞻 | “碳中和”概念下的投资机会,格隆汇
1790,2021-03-03,A股共发生178宗大宗交易成交65.51亿元（3月3日）,Wind
1791,2021-03-03,多只农机概念股业绩预喜，5股获机构评级买入,第一财经
1792,2021-03-03,一号文件挖出大题材，龙头股连续拉涨停，5只概念股机构看好（名单）,证券时报网
1793,2021-03-03,68股今日获机构买入评级,证券时报网
1794,2021-03-03,潍柴动力现1笔大宗交易 共成交231.80万元,新浪
1795,2021-03-03,奥福环保(688021)2020年年报点评：国六标准实施 业绩增长进入快车道,新浪
1796,2021-03-03,蔚来汽车：经历过“癫狂”，能否守住“繁华”,盖世汽车
1797,2021-03-03,上涨点位贡献概念股近三日受61亿主力资金追捧,证券时报网
1798,2021-03-03,潍柴动力今日大宗交易成交10万股，成交价23.18元溢价0.0%,Wind
1799,2021-03-03,智通AH统计|3月3日,智通财经
1800,2021-03-03,【机会挖掘】中国首家大型氢燃料电池系统生产厂动工 产业链个股或受关注,证券时报网
1801,2021-03-03,汽车月度数据分析及3月展望：自主品牌回暖迅速 豪华车持续热销,新浪
1802,2021-03-03,汽车行业报告：一文看透汽车景气现状,新浪
1803,2021-03-03,潍柴动力(000338)：火炬科技拟分拆上市 多元业务预计迎来收获期,新浪
1804,2021-03-03,苏常柴A涨停，上柴股份、全柴动力、云内动力、潍柴重机等跟涨,Wind
1805,2021-03-03,电阻价格调涨幅度达20％，半导体产业缺货状况蔓延，相关产业受关注！,云掌财经
1806,2021-03-03,大参考：中国将继续实施积极的财政政策和稳健的货币政策,巨丰财经
1807,2021-03-03,碳中和动态|氢能重卡发展迅猛 广东省要求电网全额消纳风光新能源,新浪
1808,2021-03-03,天风证券：科技巨头纷纷布局“造车”新战场 有望加速汽车产业向电动智能转型升级步伐,证券时报网
1809,2021-03-02,【明日主题前瞻】“碳中和”战略之下该行业或迎规划利好不断落地政策大年,科创板日报
1810,2021-03-02,汽车行业周报：吉利与沃尔沃宣布合并方案 上海推出2025新能源车发展计划,新浪
1811,2021-03-02,上海重塑能源集团股份有限公司拟IPO,每日经济新闻
1812,2021-03-02,主力资金：尾盘1.21亿奔袭撬板“小妖” 一只碳中和股被买至涨停,新浪
1813,2021-03-02,山西证券：2月金股组合亏损0.93% 3月荐股名单出炉 亏损,新浪
1814,2021-03-02,谁来拯救“茅族部落”？该你出手了,中金在线
1815,2021-03-02,30股主力资金净流入超亿元,证券时报网
1816,2021-03-02,巨丰资金流向：市场再现大幅回落 444亿主力资金出逃！,巨丰财经
1817,2021-03-02,碳中和深度报告(二)：碳中和与大重构 供给侧改革、能源革命与产业升级,光大证券
1818,2021-03-02,奥福环保(688021)年报点评：国六全面实施在即 业绩放量可期,新浪
1819,2021-03-02,隆基股份、海康威视、潍柴动力、中国重汽等明星股持续反弹,Wind
1820,2021-03-02,重卡股高开 潍柴动力涨超5%东风集团股份涨超1%,新浪
1821,2021-03-02,港股异动 | 重卡股高开 2月重卡销量暴涨2倍,格隆汇
1822,2021-03-02,【机会挖掘】2月重卡需求依然强劲 龙头企业有望受益（附股）,证券时报网
1823,2021-03-02,罕见！波音、苹果、特斯拉涨疯了！,国元证券订阅号
1824,2021-03-02,3月开门红！各种“茅”全面反攻，A股迎来业绩浪？,Wind
1825,2021-03-02,山东812个重大项目集中开工 牛年取得“开门红”,证券日报
1826,2021-03-02,天风证券：重卡2月同比增长200%，连续第11个月创历史新高,Wind
1827,2021-03-02,天风证券：重卡2月同比增长200%，连续第11个月创历史新高,证券时报网
1828,2021-03-02,【山证汽车】行业周报：市场震荡下挫，高估值股票价格回归（20210222-20210228）,山西证券研究所
1829,2021-03-01,重卡：2月同比+200% 连续第11个月创历史新高,新浪
1830,2021-03-01,安信证券：2月金股组合盈利0.33% 3月荐股名单出炉,新浪
1831,2021-03-01,智通AH统计|3月1日,智通财经
1832,2021-03-01,顺周期关注度提升，机构称3月基本面修复趋势延续,Wind
1833,2021-03-01,【异动股】潍柴动力(02338-HK)涨3.3%,财华社
1834,2021-03-01,山西证券--汽车行业周报：市场震荡下挫，高估值股票价格回归【行业研究】,金融界股吧
1835,2021-03-01,亿华通/雄韬等10家氢电企业2020业绩快报,中国能源网china5e
1836,2021-03-01,智通港股通资金流向统计(T+2)|3月1日,智通财经
1837,2021-02-28,分拆非核心业务上市，潍柴动力(02338)透露出什么信号?,智通财经
1838,2021-02-26,阔别14年，曾经德隆系三驾马车之一“湘火炬”要回A股？,搜狐
1839,2021-02-26,解密主力资金出逃股连续5日净流出539股,证券时报网
1840,2021-02-26,2月26日晚间重要行业研究汇总(附股),中金在线
1841,2021-02-26,高端制造行业动态点评：自动驾驶强化氢能重卡成本优势,川财证券
1842,2021-02-26,经济复苏周期下，天工国际(0826.HK)的投资逻辑何在？,格隆汇
1843,2021-02-26,潍柴动力(000338)：子公司分拆上市 多业务板块协同发展动力充足,新浪
1844,2021-02-26,【异动股】潍柴动力(02338-HK)跌3.13%,财华社
1845,2021-02-26,A股整体盈利有支撑，盈利估值有望持续恢复,云掌财经
1846,2021-02-26,潍柴动力拟分拆火炬科技至创业板上市“潍柴系”近期动作频频引关注,资本邦
1847,2021-02-26,年度盛典：潍柴获2020年度卡友关注品牌,卡车之家
1848,2021-02-26,开盘：恒指低开2.2% 新股昭衍新药上市首日低开1.99%外围市场全线下挫 连续下跌,金融界
1849,2021-02-26,美国10年期债息再升恒指支持看29350水平,财华社
1850,2021-02-26,上纬新材去年净利增长52% 多股或不惧隔夜美股调整,巨丰财经
1851,2021-02-26,港股盘前必读：我国首设国家乡村振兴局，香港8月1日起上调股票印花税,Wind
1852,2021-02-25,智通港股公告精选︱(2.25)网易全年净收入增长24%至737亿元 康希诺生物新冠疫苗附条件获批上市,智通财经
1853,2021-02-25,格隆汇港股聚焦(02.25)︱潍柴动力分拆火炬科技至创业板上市；创维集团预计年度税后净利增长不少于70%,格隆汇
1854,2021-02-25,【早评0226】缩量十字星蕴藏玄机？,云掌财经
1855,2021-02-25,公告精选丨美的集团今日耗资3亿元回购320万股，这三家锂电池龙头又有大动作,21世纪经济报道
1856,2021-02-25,IPO纵览|国家大基金持股12%的芯片公司冲刺科创板，张近东或失苏宁易购控股权,IPO日报
1857,2021-02-25,A股头条之上市公司（2.26）,金融界
1858,2021-02-25,潍柴动力(02338.HK)拟分拆火花塞业务独立上市,格隆汇
1859,2021-02-25,晚间重要公告2021年2月25日星期四,Wind
1860,2021-02-25,潍柴动力：公司拟分拆所属子公司火炬科技至创业板上市,Wind
1861,2021-02-25,2月25日晚间上市公司十大重磅公告,巨丰财经
1862,2021-02-25,潍柴动力：拟将控股子公司火炬科技分拆至创业板上市,e公司
1863,2021-02-25,潍柴动力(000338.SZ)：拟分拆火炬科技至深交所创业板上市,格隆汇
1864,2021-02-25,智通每日大行研报︱港交所(00388)获中金看高至634港元 高盛指潍柴动力(02338)盈利增长前景吸引,智通财经
1865,2021-02-25,解密主力资金出逃股连续5日净流出374股,证券时报网
1866,2021-02-25,格隆汇个股放量排行榜 | 2月25日,格隆汇
1867,2021-02-25,智通AH统计|2月25日,智通财经
1868,2021-02-25,【异动股】潍柴动力(02338-HK)涨4.08%,财华社
1869,2021-02-25,高盛：潍柴动力目标价上调至32.5港元 维持买入评级,新浪
1870,2021-02-25,大行评级|高盛：上调潍柴动力(2338.HK)目标价至32.5港元评级“买入”,格隆汇
1871,2021-02-25,晨报0225 | 金工专题、功能性护肤品专题、盛视科技（002990）、宇通客车（600066）、御家汇（300740）,国泰君安证券研究
