,2021-12-31,全信股份：兴业证券、中信资本等4家机构于12月29日调研我司,证券之星
2495,2020-05-08,天齐锂业今日涨停，外资交投活跃,Wind
2496,2020-05-08,上海自贸区临港新片区金融开放50条发布,Wind
2497,2020-05-07,5月7日A股龙虎榜揭秘,Wind
2498,2020-05-07,隆平高科放量涨停，一机构卖出1.35亿元,Wind
2499,2020-05-06,【兴证汽车】至暗时刻已过，静待行业复苏——2019&2020一季度汽车行业综述,兴证汽车非常准
2500,2020-05-06,5月6日A股龙虎榜揭秘，机构抢筹17股,Wind
2501,2020-05-06,【兴证计算机】Q1业绩筑底，云计算表现亮眼-计算机行业2019A&2020Q1财报总结,兴业计算机团队
2502,2020-05-06,十大券商策略：5月是二季度最好的投资窗口,券商中国
2503,2020-05-06,【兴证计算机】5月金股：安恒信息（688023.SH）- 2020/05,兴业计算机团队
2504,2020-05-05,上市券商2019利超千亿,时代周报
2505,2020-05-04,【兴证化工】周观点：万华化学公布5月MDI挂牌价，菊酯中间体贲亭酸甲酯、功夫酸价格走高，DMC、醋酐、乙二醇涨价（5月4日）,兴证化工
2506,2020-05-03,【兴证电子】Q1电子板块持仓分析：半导体大幅超配，科技基建龙头成基金“新宠”,兴证电子谢恒团队
2507,2020-05-03,党旗飘扬丨兴证投行党委：使命担当 服务实体,兴业证券订阅号
2508,2020-04-30,上市券商2019年报战绩出炉 净利暴增王、最牛子公司曝光,证券日报
2509,2020-04-30,4月30日A股龙虎榜揭秘,Wind
2510,2020-04-30,【兴证汽车】特斯拉20Q1财报点评：20Q1销量与营收同比高增长，上海工厂产能将进一步提升,兴证汽车非常准
2511,2020-04-30,兴业证券成功中标首单外资金融机构ABS项目,兴业证券订阅号
2512,2020-04-30,一根大阳线拔地而起，五月好兆头？,上证报
2513,2020-04-30,A股券商季报！红塔、浙商、银河、华林证券收入增速太快了,中国基金报
2514,2020-04-30,【兴证宏观】外需压力下，经济继续回暖——4月PMI数据点评,王涵论宏观
2515,2020-04-30,【山证非银】兴业证券（601377.SH） ：经纪业务稳步增长，投资业务保持弹性,山西证券研究所
2516,2020-04-30,【兴证宏观】联储维持利率不变，提醒经济中长期风险 ——4月美联储会议点评,王涵论宏观
2517,2020-04-29,【兴证宏观】通胀或继续回落——2020年4月宏观数据预测,王涵论宏观
2518,2020-04-29,兴业证券：我国不必过度担忧长端利率下行对上市险企估值的影响,兴证研究
2519,2020-04-29,全球新冠疫苗竞速白热化：机构重金投入,Wind
2520,2020-04-28,睿见教育大涨22%，券商料教育板块迎估值修复,Wind
2521,2020-04-28,供销大集全天巨震近20%，游资反复炒作,Wind
2522,2020-04-28,洞察·财曝|兴业证券2019年利润大增12倍 自营、机构业务格外亮眼,和讯
2523,2020-04-28,兴业证券陈丹：券商在绿色金融领域的作用不可替代 应主动作为推动绿色经济发展,中证网
2524,2020-04-28,银行股低估值叠加高分红，机构称适宜长线资金配置,Wind
2525,2020-04-27,4月27日A股龙虎榜揭秘，机构卖出12股,Wind
2526,2020-04-27,兴业证券完成再融资新规下第一单非公开发行股票项目,兴业证券订阅号
2527,2020-04-27,【兴证汽车】2020Q1基金重仓股汽车板块持仓分析,兴证汽车非常准
2528,2020-04-26,2019上市券商净利最大增幅出现：同比增12倍 怎么做到的？,新浪
2529,2020-04-26,最新排名：48家基金去年盈利超200亿，还有巨亏1个亿,中国基金报
2530,2020-04-25,兴业证券去年扣非净利增121倍，一季度兴证期货减值计提1.78亿元,腾讯网
2531,2020-04-25,【国君非银】兴业证券2019年报暨2020年一季报点评：经纪两融份额稳步扩张，投资收益有望边际改善,欣琦看金融
2532,2020-04-25,【兴证金融 傅慧芳】券商配置比例已低于2018Q3水平，头部券商减仓明显——基金2020Q1券商持仓分析,兴证金融
2533,2020-04-25,兴业证券归母净利大增12倍 股权质押风险化解,时代在线
2534,2020-04-25,中信建投一季报营收净利大增逾30% 六家券商业绩滑坡,中证报
2535,2020-04-25,兴业证券2019扣非净利同比增121倍，一季度兴证期货减值计提1.78亿元,21世纪经济报道
2536,2020-04-25,上市券商2019年报战绩：31家累计净利润964亿元 拟分红273亿元,证券日报
2537,2020-04-25,兴业证券股份有限公司2020第一季度报告,证券时报
2538,2020-04-24,兴业证券：2019年净利同比增1202.23％,金融界
2539,2020-04-24,4月25日上市公司重要公告集锦：中信建投一季度净利19.51亿元同比增31%,证券日报
2540,2020-04-24,上市券商一季度业绩分化?中信建投实现营收净利双增长 盈利能力下降,证券日报
2541,2020-04-24,兴业证券去年净利润增12倍,上证报
2542,2020-04-24,兴业证券2019年实现归母净利润17.63亿元 同比增1202.23%,北京商报
2543,2020-04-24,兴业证券2019年归母净利润17.63亿元 同比大增12倍,证券日报
2544,2020-04-24,4月24日A股龙虎榜揭秘，机构买入10股,Wind
2545,2020-04-24,兴业证券(601377.SH)2019年度净利润升1202.23%至17.63亿元拟10派0.8元,格隆汇
2546,2020-04-24,兴业证券：2019年净利同比增12倍 今年一季度净利降73%,e公司
2547,2020-04-24,兴业证券(601377.SH)一季度净利润降72.83%至2.71亿元 盈利能力下降,格隆汇
2548,2020-04-24,兴业证券：2020年第一季度计提信用减值准备2.59亿元 资产异常,Wind
2549,2020-04-24,兴业证券：2019年实现归母净利润17.63亿元 同比增长1202.23%,中证网
2550,2020-04-24,港股冻资王康方生物开盘涨45%，前一日暗盘升近五成,Wind
2551,2020-04-23,4月23日A股龙虎榜揭秘，机构抛售11股,Wind
2552,2020-04-23,世界地球日 | 感谢有你，一片蔚蓝,兴业证券订阅号
2553,2020-04-22,4月22日A股龙虎榜揭秘，机构买入10股,Wind
2554,2020-04-22,兴业证券张忆东：A股核心资产越跌越有价值,中证报
2555,2020-04-22,龙泰家居拟挂牌精选层，已完成辅导验收,资本邦
2556,2020-04-21,4月21日A股龙虎榜揭秘，机构抢筹9股,Wind
2557,2020-04-21,股息率最高超10%，市盈率最低不到4倍，业绩最猛增15倍,证券时报网
2558,2020-04-20,4月20日A股龙虎榜揭秘，机构抢筹2股,Wind
2559,2020-04-18,兴业证券张忆东：4、5月份是A股蜜月期，未来黄金或有30%涨幅,每日经济新闻
2560,2020-04-17,4月17日A股龙虎榜揭秘，机构买入11股,Wind
2561,2020-04-17,以岭药业巨量收跌近7%，知名游资集体卖出,Wind
2562,2020-04-17,券商月报|整体承压 红塔证券兴业证券营收净利皆为负,新浪
2563,2020-04-17,A股融资融券日报：两融余额增加21.15亿元（4月16日）,Wind
2564,2020-04-17,北水200亿加仓A股，扫货科技+消费，机构看好高股息公司,Wind
2565,2020-04-17,兴业证券张忆东：本月A股港股反弹有望持续,Wind
2566,2020-04-16,4月16日A股龙虎榜揭秘，机构减持9股,Wind
2567,2020-04-16,A股成交缩至6000亿以下，高股息股成北上资金避风港,Wind
2568,2020-04-16,券商开户导流烧至今日头条，低佣金战火再起？两券商删信息,券商中国
2569,2020-04-16,赢了官司输了钱 兴业证券参与长生生物股权质押6.3亿打水漂,GPLP犀牛财经
2570,2020-04-16,A股融资融券日报：两融余额减少0.95亿元（4月15日）,Wind
2571,2020-04-15,4月15日A股龙虎榜揭秘，机构抛售13股,Wind
2572,2020-04-15,4月15日股市预警| 12家公司突发利空 36亿资金流出这十股,腾讯网
2573,2020-04-15,开能健康(300272.SZ)：持股5%以上股东钧天投资累计被动减持1%股份 减持股份,格隆汇
2574,2020-04-15,【兴证宏观】国内经济活动恢复进入平台期——全球经济活动高频追踪,王涵论宏观
2575,2020-04-15,超强“北水”来袭！释放4大信号！7大巨头再“打包票”,券商中国
2576,2020-04-15,A股融资融券日报：两融余额增加8.75亿元（4月14日）,Wind
2577,2020-04-14,4月14日A股龙虎榜揭秘，机构抛售7股,Wind
2578,2020-04-14,A股融资融券日报：两融余额减少5.11亿元（4月13日）,Wind
2579,2020-04-14,A股创今年地量，港股欧股休市，美股、原油趋稳,Wind
2580,2020-04-14,资金大幅涌入黄金ETF，机构看好黄金配置价值,Wind
2581,2020-04-13,开能健康：控股股东和实际控制人将变更为瞿建国 控制人变化,Wind
2582,2020-04-13,4月13日A股龙虎榜揭秘，机构抛售14股,Wind
2583,2020-04-13,兴业证券：收到最高人民法院送达的二审判决书，驳回张洺豪上诉 诉讼纠纷,Wind
2584,2020-04-13,A股成交额创今年来新低，资金都去哪儿了？,Wind
2585,2020-04-13,以岭药业逆势涨停，机构高位出逃,Wind
2586,2020-04-13,A股融资融券日报：两融余额减少69.06亿元（4月10日）,Wind
2587,2020-04-12,【兴证煤炭|周报】下游需求不振，煤价承压下行（04.05-04.11）,兴证煤炭
2588,2020-04-10,4月10日A股龙虎榜揭秘，机构抛售11股,Wind
2589,2020-04-10,公告点题｜4月10日这些公告有看头,第一财经
2590,2020-04-10,兴业证券(601377.SH)：3月母公司业绩由盈转亏至2.52亿元 亏损,格隆汇
2591,2020-04-10,兴业证券：母公司3月营收为负1.5亿 净利亏损2.52亿 亏损,新浪
2592,2020-04-10,兴业证券：母公司3月净亏损2.52亿元，营收-1.51亿元 亏损,Wind
2593,2020-04-10,【兴证宏观】CPI重回“4”时代，油价拖累PPI——3月通胀数据点评,王涵论宏观
2594,2020-04-10,融资客青睐10股，仁东控股买入占比高达43.83%,Wind
2595,2020-04-10,A股融资融券日报：两融余额增加27.65亿元（4月9日）,Wind
2596,2020-04-10,三天连迎2大政策指导，A股底部信号再现,Wind
2597,2020-04-10,14家券商去年计提70亿元减值准备，股票质押业务“风险系数”下降 资产异常,Wind
2598,2020-04-09,【深度解析】他山之石，外资药企中国市场策略变化的危与机,兴证医药健康
2599,2020-04-09,4月9日A股龙虎榜揭秘，机构最青睐8股,Wind
2600,2020-04-09,喜讯 | 兴业证券助力矩子科技并购重组通过证监会审核,兴业证券订阅号
2601,2020-04-09,黄金真相（二）：无限量QE正摧毁美元？全球货币体系重塑,Wind
2602,2020-04-08,【兴证宏观】供给继续修复，但外需冲击或正逐步体现——全球经济活动高频追踪,王涵论宏观
2603,2020-04-08,4月8日A股龙虎榜揭秘，机构抢筹8股,Wind
2604,2020-04-08,COMEX黄金期货收跌0.84%报1679.7美元/盎司,Wind
2605,2020-04-07,兴业证券董事长杨华辉：发挥专业优势 以先进文化引领行业高质量发展,中证协
2606,2020-04-07,百股涨停，北向资金大幅流入！这些强势板块或是未来行情的预演,上证报
2607,2020-04-06,科创板减持再辟两条新通道 ：非公开发行+配售 科创板股东减持时间有望缩短,每日经济新闻
2608,2020-04-03,4月3日A股龙虎榜揭秘，机构抛售9股,Wind
2609,2020-04-03,【兴证汽车】重卡3月销量点评：跌幅明显收窄，4月有望转正,兴证汽车非常准
2610,2020-04-03,【兴证计算机】央行数字货币将如何影响银行IT板块？,兴业计算机团队
2611,2020-04-02,4月2日A股龙虎榜揭秘，机构抛售13股,Wind
2612,2020-04-01,4月1日A股龙虎榜揭秘，机构抛售8股,Wind
2613,2020-04-01,美联储再出重拳，白宫第四轮刺激也在路上！G20执行四大救市承诺,券商中国
2614,2020-03-31,【兴证宏观】每日复工数据追踪——规上企业基本已完成复工,王涵论宏观
2615,2020-03-31,【兴证宏观】复工复产推进，PMI 稳步回升——3月份PMI数据点评,王涵论宏观
2616,2020-03-31,【兴证宏观】经济或明显改善——2020年3月宏观数据预测,王涵论宏观
2617,2020-03-31,农业板块一枝独秀，预计市场情绪仍将维持谨慎,Wind
2618,2020-03-30,3月30日A股龙虎榜揭秘，机构抢筹12股,Wind
2619,2020-03-29,【兴证计算机】云计算研究框架--海外经验和国内实践,兴业计算机团队
2620,2020-03-27,3月27日A股龙虎榜揭秘，机构抛售13股,Wind
2621,2020-03-27,兴业证券连续中标两单优质央国企ABS项目,兴业证券订阅号
2622,2020-03-27,兴业证券：获得8769万元政府补助,e公司
2623,2020-03-27,兴业证券(601377.SH)近日累计获8768.82万元政府补助,格隆汇
2624,2020-03-27,巨亏1.33万亿！全球最大主权为何不调仓？CEO这样说,证券时报网
2625,2020-03-26,开能健康(300272.SZ)：控股股东被动减持股份达到1% 减持股份,格隆汇
2626,2020-03-25,【兴证计算机】中国基础软件产业投资全景图,兴业计算机团队
2627,2020-03-25,3月25日A股龙虎榜揭秘，机构最青睐9股,Wind
2628,2020-03-25,【兴证汽车】北京研究出台刺激汽车消费政策，建议增配汽车板块,兴证汽车非常准
2629,2020-03-25,利好支撑，全球连续上演大奇迹日,Wind
2630,2020-03-24,3月24日A股龙虎榜揭秘，机构抢筹13股,Wind
2631,2020-03-24,A股融资融券日报：两融余额减少102.亿元（3月23日）,Wind
2632,2020-03-24,中证报头版：多重因素护航，A股向好根基未变,Wind
2633,2020-03-23,兴证·私募与企业部今日推荐汇总-2020.3.23,A股组合投资策略
2634,2020-03-23,3月23日A股龙虎榜揭秘，机构最青睐7股,Wind
2635,2020-03-23,A股成交额较高位跌50%，缩量会否止跌？,Wind
2636,2020-03-23,终了！创世翔折戟欣泰电气，粤财信托1.39亿元赔偿诉求被驳回 诉讼纠纷,搜狐
2637,2020-03-23,A股融资融券日报：两融余额减少54.7亿元（3月20日）,Wind
2638,2020-03-23,美股暴跌的“病根”在哪儿？杠杆产品引发踩踏为原因之一,Wind
2639,2020-03-22,指数增强系列研究之一： 基于大类因子加权的指数增强策略,XYQUANT
2640,2020-03-21,【兴业电子】周报：大基金催化设备材料板块，国内手机销量持续回暖,兴证电子谢恒团队
2641,2020-03-21,韧性A股表现“不卑不亢”，布局时机即将到来,Wind
2642,2020-03-20,由兴业证券担任牵头主承销商的银行间市场首单疫情防控信贷资产支持证券成功发行,中证网
2643,2020-03-20,被低估的新基建细分领域龙头 日上集团,财经网
2644,2020-03-20,央行祭出100亿利器，LPR为何不降？,中国基金报
2645,2020-03-20,A股融资融券日报：两融余额增加39.59亿元（3月19日）,Wind
2646,2020-03-20,定增再融资预案数量同比增逾七倍，券商业绩提速有了新引擎,Wind
2647,2020-03-19,张忆东：规劝大家短期不要乱折腾，海外市场已金融危机,新浪
2648,2020-03-19,兴业证券王涵：当前是A股较好的长期买点,Wind
2649,2020-03-19,多项指标加速改善，中国经济暖意渐浓,Wind
2650,2020-03-18,喜讯 | 兴业证券完成天风证券53亿元配股发行工作,兴业证券订阅号
2651,2020-03-18,【兴证交运】中通快递 19 年财报点评: 件量高增长带动市占率提升，强实力下盈利能力稳定,兴业证券交通运输与物流研究
2652,2020-03-18,全球联手战“疫”，中国下一步政策取向如何？,Wind
2653,2020-03-18,转债市场有“妖气”，一日涨幅几近翻倍,Wind
2654,2020-03-18,兴业证券王涵：经济底部反弹，长期资金迎配置良机,Wind
2655,2020-03-18,【兴证交运】油轮高运价的背后还需要关注什么？,兴业证券交通运输与物流研究
2656,2020-03-16,【兴证宏观】数据如期回落之后，关注点应转向境外 ——1-2月经济数据点评,王涵论宏观
2657,2020-03-15,【兴证宏观】一线城市返程加速，产能持续回升,王涵论宏观
2658,2020-03-14,万众一心，共克时艰——兴证期货抗疫进行时,期货日报网
2659,2020-03-13,许继电气午后涨停，机构借机出逃,Wind
2660,2020-03-12,开能健康(300272.SZ)：控股股东钧天投资存在可能被动减持公司股票 减持股份,格隆汇
2661,2020-03-12,【兴证电子】150页重磅深度：探寻中国半导体设备全产业链的发展机遇,兴证电子谢恒团队
2662,2020-03-12,一觉醒来，美股进入“熊市”！华盛顿进入紧急状态！,e公司
2663,2020-03-12,【兴证宏观】火线快评：事情正在起变化——对外盘市场的最新看法,王涵论宏观
2664,2020-03-12,今日六券齐发，今年最大一波转债发行潮来了,Wind
2665,2020-03-11,【兴证宏观】融资需求受扰动， 关注后续财政政策发力空间——2月金融数据点评,王涵论宏观
2666,2020-03-11,可转债持续火爆，30%涨幅频现，后期投资看这几招！,Wind
2667,2020-03-11,福昕软件完成IPO上市辅导拟在科创板上市,科创板日报
2668,2020-03-11,密集发行，转债供给提速,Wind
2669,2020-03-11,三大逻辑支持 券商股机会凸现,金融投资报
2670,2020-03-10,【兴证宏观】通胀预期下降，PPI或承压后反弹 ——2月通胀数据点评,王涵论宏观
2671,2020-03-10,85亿配股获批“吓跌”股价，东吴证券领跌券商股，配股募资占总市值23%“狮子开口”？5家券商比例超20%,财联社
2672,2020-03-10,口罩股批量跌停，游资集体退散,Wind
2673,2020-03-10,华天科技涨停，游资产生分歧,Wind
2674,2020-03-10,A股V型反转，北向资金回流，抄底信号来了？,中证报
2675,2020-03-10,风控工具多人民币资产魅力不减,Wind
2676,2020-03-10,兴业证券王涵：中国经济正在爬升，A股独立行情可期,Wind
2677,2020-03-09,【兴证煤炭|周报】下游需求恢复缓慢，煤价继续下行（03.29-04.04）,兴证煤炭
2678,2020-03-09,搜于特全天振幅近19%，游资交锋进入白热化,Wind
2679,2020-03-09,【兴证煤炭|周报】供给稳定静待需求回暖，短期煤价承压运行（03.08-03.14）,兴证煤炭
2680,2020-03-09,【兴证煤炭|周报】 日耗环比上升，静待需求回暖（03.22-03.28）,兴证煤炭
2681,2020-03-07,【兴证宏观】 强非农，恐难改市场悲观预期——美国2月非农数据点评,王涵论宏观
2682,2020-03-06,【兴业计算机】中国电科（CETC）国产基础软件业务交流全纪要,兴业计算机团队
2683,2020-03-05,兴业证券：母公司2月实现净利润2.95亿元,中证网
2684,2020-03-05,兴业证券(601377.SH)：2月母公司净利降7.25%至2.95亿元 盈利能力下降,格隆汇
2685,2020-03-05,暴涨1.2万亿！A股放量上攻，中央频频点名，几十万亿大蛋糕来了,中国基金报
2686,2020-03-04,新股发审将首试视频审核，IPO发行节奏不变,Wind
2687,2020-03-03,搜于特再度涨停，游资博弈激烈,Wind
2688,2020-03-03,胶合板等期货品种强势上行，后市料将回归基本面,Wind
2689,2020-03-03,首批注册制公司债出炉，累计募资超过300亿元,Wind
2690,2020-03-03,【兴证汽车】重卡2月销量点评：坚守长期价值，全年依然可期,兴证汽车非常准
2691,2020-03-02,金融助力防疫 兴业证券发行连云港工投疫情防控债,中国经济网
2692,2020-03-01,【兴证计算机】7月金股：宇信科技（300674.SZ）- 2020/07,兴业计算机团队
2693,2020-02-28,爆款基金带火销售，头部券商代销规模大幅增长,Wind
2694,2020-02-27,【兴证宏观】突然降息50bps：两难中联储艰难的抉择,王涵论宏观
2695,2020-02-27,创业板2月成交近4万亿！天量成交释放关键信号,Wind
2696,2020-02-25,赣锋锂业结束调整长阳收涨停，外资卖出为主,Wind
2697,2020-02-25,恒生指数收盘涨0.27%，科技股领涨,Wind
2698,2020-02-25,21家券商承销18只“疫情防控债”，累计规模168亿元,Wind
2699,2020-02-24,兴业证券疫情防控期间实现债券承销发行业务开门红,兴业证券订阅号
2700,2020-02-24,华天科技加速涨停，绍兴游资抛货逾1亿,Wind
2701,2020-02-24,近百家上市公司披露增发进展，券商竞逐增发承销盛宴,Wind
2702,2020-02-24,奔驰千里送药，券商人演绎“与时间赛跑”,国际金融报
2703,2020-02-23,兴业证券(601377.SH)：获得与收益相关的政府补助3729.2万元,格隆汇
2704,2020-02-23,兴业证券：近两月获得与收益相关的政府补助3729.20万元,Wind
2705,2020-02-23,福建首家拟挂牌精选层企业龙泰家居正式辅导备案 | 兴业证券服务新福建建设再下一城,兴业证券订阅号
2706,2020-02-23,三大主力抢同花顺 钴业巨头遭遇遗弃,南方财经网
2707,2020-02-22,【兴业计算机】3月金股：航天信息（600271.SH）- 2020/03,兴业计算机团队
2708,2020-02-21,兴证国际2020年1月份保荐IPO挂牌上市数量排名香港联交所并列第一,兴业证券订阅号
2709,2020-02-21,春日反弹行情有望延续,Wind
2710,2020-02-19,金融助力，全力战疫 | 兴业证券开展再融资新政线上解读活动,兴业证券订阅号
2711,2020-02-19,驰援战疫前线，彰显责任担当 | 国家生态环境部发函表扬兴证投资所投企业中油环保,兴业证券订阅号
2712,2020-02-18,福建辖区证券期货行业扎实做好疫情防控工作 维护辖区资本市场有序运行,中国金融信息网
2713,2020-02-18,兴业证券(601377.SH)完成发行30亿元公司债券,格隆汇
2714,2020-02-16,【兴证金融 傅慧芳】非银周报（200210—200216）：关注政策对保险估值修复的积极作用， 券商基本面向好有助于估值提升,兴证金融
2715,2020-02-14,【兴证金融 傅慧芳】同业存单周报（2020.2.8-2020.2.14）,兴证金融
2716,2020-02-14,疫情刷出券业危机感？线上办公五大数据亮眼，两类营业部恐遭裁撤,券商中国
2717,2020-02-14,福建辖区上市公司提升服务水平 为抗击疫情保驾护航,中证网
2718,2020-02-12,2月12日晚间重要公告集锦,金融界
2719,2020-02-12,兴业证券：母公司1月实现净利1.64亿元,中证网
2720,2020-02-12,兴业证券：1月母公司净利降13.73%至1.64亿元 盈利能力下降,格隆汇
2721,2020-02-12,兴业证券：母公司1月净利润为1.64亿,金融界
2722,2020-02-10,证券业“战疫”持续发力 更多支援在路上,中证报
2723,2020-02-10,A股战疫一线丨首单券商防疫债“20兴业G1”面市，首期10亿募资怎么用？,21世纪经济报道
2724,2020-02-10,兴业证券发行全国首单疫情防控公司债 规模不超30亿,网易
2725,2020-02-10,独家丨战疫债券批量发行 部分公募筹备“战疫债基”,经济观察网
2726,2020-02-10,首家券商“战疫”债券来了，兴业证券30亿疫情防控债启动发行,21世纪经济报道
2727,2020-02-10,聚焦丨A股复工进行时,21世纪经济报道
2728,2020-02-09,【兴证金融 傅慧芳】非银周报（200203—200209）：关注保险板块长期配置价值，券商本周基本面表现好于预期,兴证金融
2729,2020-02-09,证券业战“疫”:办公精简，线上业务大爆发,财经网
2730,2020-02-09,战疫·绸缪稳增长| 避免企业二次冲击 “中间人”券商投行线上开工记,北京商报
2731,2020-02-07,【兴证计算机】4月金股：浪潮信息（000977.SZ）- 2020/04,兴业计算机团队
2732,2020-02-07,【兴证金融 傅慧芳】同业存单周报（2020.2.3-2020.2.7）,兴证金融
2733,2020-02-06,兴业证券：投资者对于经济基本面不用过度悲观,证券时报网
2734,2020-02-03,这些券商线下不营业！近20家券商手把手教你线上交易,中证报
2735,2020-02-02,【兴证汽车】2019Q4基金汽车板块持仓分析——板块配置小幅提升，潍柴、宇通、长安配置占比提升,兴证汽车非常准
2736,2020-02-01,【兴业电子】APPLE法说会重点提炼,兴证电子谢恒团队
2737,2020-02-01,【兴业计算机】医疗信息化深度快评：业绩增长扎实，有望享受估值溢价,兴业计算机团队
2738,2020-01-31,【兴证金融 傅慧芳】基金本季平配银行，重仓个股集中度提升 ——基金4季度银行重仓持股分析,兴证金融
2739,2020-01-31,【兴证金融 傅慧芳】基金减仓保险1.74pcts，由超配转变为低配 ——基金2019年四季度保险持仓分析,兴证金融
2740,2020-01-30,【兴证宏观】联储继续按兵不动，提示新型冠状病毒风险——1月美联储议息会议点评,王涵论宏观
2741,2020-01-30,首席论市 | 王德伦：SARS与本轮疫情对比影响全解析,兴业证券订阅号
2742,2020-01-29,【兴证金融 傅慧芳】银行理财周报2020.01.20-2020.01.26,兴证金融
2743,2020-01-28,绿水青山 美丽中国 | 2019兴证绿金成绩单,兴业证券订阅号
2744,2020-01-27,驰援武汉｜22家券商累计已捐赠资金或物资超过2亿元,澎湃新闻
2745,2020-01-23,兴业证券：获准设立16家分支机构,Wind
2746,2020-01-22,【兴证金融 傅慧芳】银行理财周报2020.01.13 -2020.01.19,兴证金融
2747,2020-01-21,上海市锦天城律师事务所关于福建赛特新材股份有限,证券时报
2748,2020-01-21,上市券商2019业绩：兴业、天风证券等受计提减值拖累 资产异常,国际金融报
2749,2020-01-20,中小券商配股短融齐上阵，补充资本金布局特色化经营,第一财经
2750,2020-01-20,【兴证地产】新房二手房周报第3期：2019年住宅销售金额同比增10%，衡阳调整公积金贷款首付比例,YCMProperty
2751,2020-01-20,12家上市券商业绩预告率先出炉，其中5家净利实现翻倍,澎湃新闻
2752,2020-01-19,【兴证地产】2019住宅销售数据点评：可能只是开始——购房杠杆研究系列二,YCMProperty
2753,2020-01-19,兴证金融组——非银周报（200113—200119）：券商年报陆续披露高增长落地，上市险企12月保费增速较高,兴证金融
2754,2020-01-19,【兴证金融 傅慧芳】2019年12月保费数据点评,兴证金融
2755,2020-01-19,五券商计提近17亿，股票质押风险未了，海外及债券质押风险又现 股票质押异常,券商中国
2756,2020-01-18,上市券商9份预告5份快报出炉,证券日报
2757,2020-01-18,已有12家券商预告2019年业绩 投资+投行大力助推,上证报
2758,2020-01-17,【兴证金融 傅慧芳】同业存单周报（2020.1.11-2020.1.17）,兴证金融
2759,2020-01-17,【兴证金融 傅慧芳】总量结构改善延续，社融口径趋于完整——2019年12月金融数据点评,兴证金融
2760,2020-01-17,【兴证零售】“双十一”虹吸持续，春节采购提前--2019年12月社零数据点评,兴证零售研究
2761,2020-01-16,【兴证地产】购房杠杆研究系列一：购房杠杆在增加——2019年金融数据点评,YCMProperty
2762,2020-01-16,兴业证券(601377.SH)：公开发行不超30亿元公司债获证监会核准,格隆汇
2763,2020-01-16,券商股异动，红塔证券大涨近7%刷新日内新高,Wind
2764,2020-01-16,【兴证全球策略】新一轮改革开放与创新，再配置中国资产仍未晚,张忆东策略世界
2765,2020-01-15,券商板块韧性十足 去年业绩股价双丰收,中投网
2766,2020-01-14,【兴证计算机】海外研究系列之操作系统——Microsoft Windows,兴业计算机团队
2767,2020-01-13,兴业证券频繁踩雷：2019年预计提减值超2亿涉及长生生物等六只股票质押物 投资失误,和讯
2768,2020-01-12,【兴证地产】新房二手房周报（2020年第2周）：因城施策持续，保利业绩超预期，多家房企集中发债,YCMProperty
2769,2020-01-12,【兴证金融 傅慧芳】非银周报（200106—200112）：券商12月业绩高增长符合预期，保险行业严监管持续进行,兴证金融
2770,2020-01-12,【兴证金融 傅慧芳】银行业周报（2020.01.06-2020.01.12）,兴证金融
2771,2020-01-11,折戟股票质押回购 两券商拟减计近6亿元,中证报
2772,2020-01-10,计提资产减值，兴业证券预计2019年净利润超15亿元 资产异常,资本邦
2773,2020-01-10,兴业证券：预计2019年净利润同比增长10.08倍-12.3倍,Wind
2774,2020-01-10,兴业证券：2019年12月实现净利润4.56亿元,中证网
2775,2020-01-10,兴业证券发布2019年业绩预告 净利润大幅增长,新浪
2776,2020-01-10,兴业证券：公司合并报表2019年12月共计提信用减值准备约2.68亿元,Wind
2777,2020-01-10,兴业证券(601377.SH)：2019年12月母公司净利达4.56亿元,格隆汇
2778,2020-01-10,兴业证券：预计2019年度净利润同比增加13.65亿元至16.65亿元,e公司
2779,2020-01-10,兴业证券(601377.SH)预计2019年净利达15亿元-18亿元,格隆汇
2780,2020-01-10,【兴证金融 傅慧芳】同业存单周报（2020.1.4-2020.1.10）,兴证金融
2781,2020-01-09,【兴证宏观】告别猪年——12月通胀数据点评,王涵论宏观
2782,2020-01-08,【兴证金融 傅慧芳】银行理财周报2019.12.30 -2020.01.05,兴证金融
2783,2020-01-08,A股共发生83宗大宗交易成交19.49亿元（1月8日）,Wind
2784,2020-01-08,兴业证券今日大宗交易成交4980万股，成交价7.1元溢价3.5%,Wind
2785,2020-01-08,【兴证电子】CCL行业深度：FR4具备价格弹性，高频高速打开覆铜板成长空间,兴证电子谢恒团队
2786,2020-01-07,【兴证地产】什么支撑了2019房地产“韧性”？,YCMProperty
2787,2020-01-05,【兴证汽车】特斯拉专题三：特斯拉都卖到了哪里？,兴证汽车非常准
2788,2020-01-05,【兴证汽车】特斯拉20Q1产销同比高增长，Model Y开启量产交付,兴证汽车非常准
2789,2020-01-05,板块有望渐入佳境，关注医药消费品的绝对收益机会--医药行业周报（2019.12.30-2020.1.5）,兴证医药健康
2790,2020-01-05,【兴业地产】新房二手房周报: 中央财经委首提“成渝双城经济圈”，央行下调存款准备金率，银保监会重申房住不炒,YCMProperty
2791,2020-01-04,兴业证券王德伦：估值溢价可期 看好低估值高股息率资产,中证网
2792,2020-01-03,【兴证金融 傅慧芳】同业存单周报（2019.12.28-2020.1.3）,兴证金融
2793,2020-01-03,【兴证汽车】特斯拉19Q4交付超预期，中国工厂产能爬坡超预期,兴证汽车非常准
