,2021-12-31,宝钢股份最新公告：拟推第三期A股限制性股票计划,证券之星
4688,2018-07-20,柳钢正式控股广西钢铁集团,欧浦钢铁网
4689,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
4690,2018-07-20,好马配好鞍！我国造岛神器配上中国宝武的“风帆”,慧聪网
4691,2018-07-20,宝钢钢构与中化泉州签订钢结构框架协议采购合同,钢铁新闻网
4692,2018-07-20,宝钢股份：7月19日融资余额为12.44亿元，较前一日骤降5.62%,Wind资讯
4693,2018-07-20,巨丰早评：A股将反复试探底部,巨丰财经
4694,2018-07-19,宝钢股份：航母扬帆 行稳致远,中证网
4695,2018-07-19,巨丰收评：超跌股表现活跃,巨丰财经
4696,2018-07-19,巨丰投顾：权重股有护盘力量出现,巨丰财经
4697,2018-07-19,两市双双冲高回落 权重股有护盘力量出现,证券之星
4698,2018-07-19,巨丰热点：央企重组将继续推进 钢铁板块整体活跃,巨丰财经
4699,2018-07-19,上证50发力涨近1% 海螺水泥、宝钢股份涨逾3%,证券时报网
4700,2018-07-18,贾可：所谓国汽集团，现在不过是一种过度联想,汽车商业评论
4701,2018-07-18,渤海信托与华宝信托拟曲线上市，上市方案与细节首次曝光,国际金融报
4702,2018-07-18,百度云入围Forrester公有云报告 打造“数字中国”建设的智能引擎,砍柴网
4703,2018-07-18,金股预测晚间版：宝信软件等3股后市上涨概率超70%,巨丰财经
4704,2018-07-18,武钢有限产品首次直航出口,欧浦钢铁网
4705,2018-07-18,[看好评级]钢铁行业周报：库存继续下降 反弹行情持续,中财网
4706,2018-07-18,两家信托扩充资本 齐曝曲线上市新进展,证券时报
4707,2018-07-18,855股环保“陈情” 环境治理进入“新赛道”,21世纪经济报道
4708,2018-07-17,180天后渤海信托上市细节曝光 除了渤海还有华宝信托,中金在线
4709,2018-07-17,【国君钢铁|周策略】钢价淡季无忧，板块偏强运行,鹏飞论钢
4710,2018-07-17,鞍钢集团：亚洲电动车之父、中国工程院院士陈清泉加盟智囊团,澎湃新闻
4711,2018-07-17,[看好评级]钢铁行业周报：环保限产继续发酵 盈利高位向上,中财网
4712,2018-07-17,宝钢股份首卷锌铝镁镀层汽车板下线,宝钢股份
4713,2018-07-17,宝钢股份大力推进多基地制造管理模式,宝钢股份
4714,2018-07-17,全力支撑我国输配电行业绿色高效发展宝钢股份取向硅钢挺起“国字号”脊梁,宝钢股份
4715,2018-07-17,钢铁、建材行业6月数据点评：吨钢毛利环比提升 水泥价格淡季不淡,中财网
4716,2018-07-17,宝钢股份热轧耐磨蚀钢助国之重器扬帆起航,钢铁新闻网
4717,2018-07-17,【计算机】宝信软件：智能制造和IDC双轮驱动，未来几年将持续高增长,天风研究
4718,2018-07-17,钢铁行业周报:唐山限产支撑淡季钢价,爱建证券
4719,2018-07-16,华宝信托将注入华宝投资 宝武钢铁集团金融板块上市持续推进,新京报
4720,2018-07-16,[增持评级]钢铁行业周报：钢价淡季无忧 板块偏强运行,中财网
4721,2018-07-16,[中性评级]钢铁行业2018年中报前瞻：业绩继续提升 关注行业三季度估值修复机会,中财网
4722,2018-07-16,[增持评级]钢铁行业周报：华北环保限产进一步加强,中财网
4723,2018-07-16,钢铁、建材行业周报：基本面稳健 业绩预告提供板块催化剂,中财网
4724,2018-07-16,[增持评级]钢铁行业周报：唐山环保限产助推钢铁板块反弹,中财网
4725,2018-07-16,[买入评级]钢铁行业周报：唐山7月20日至8月31日开展污染减排攻坚行动 环保高压持续促供需紧平衡,中财网
4726,2018-07-16,携国企改革红利冲击IPO 中国铁塔或成港股年度募资王,证券日报
4727,2018-07-13,得益于钢铁去产能 22家钢企入围2018年《财富》中国500强,电缆网
4728,2018-07-13,【轻量化高峰论坛】爱驰汽车孙黎：混合材料车身是未来发展方向,盖世汽车
4729,2018-07-13,[推荐评级]宝钢股份(600019)深度报告：航母扬帆 行稳致远,中财网
4730,2018-07-13,智慧采购助推宝钢股份整合融合,钢铁新闻网
4731,2018-07-12,[买入评级]环保高压下的钢铁专题二十：《河北省钢铁行业去产能工作方案(2018-2020年)》发布：河北示范效应显著 落后产能将加速退出 供给端升级强化,中财网
4732,2018-07-12,巨丰热点：钢企限产支撑市场回暖 钢铁股活跃,巨丰财经
4733,2018-07-12,90股获券商买入评级 依顿电子目标涨幅达107.31%,Wind
4734,2018-07-12,大宗商品2Q18预览(基础材料行业)：盈利同比改善 带动估值修复,中财网
4735,2018-07-12,"宝钢股份2018年8月期货出厂价点评:8月出厂价整体持平,取向硅钢持续强劲",光大证券
4736,2018-07-11,【天风钢铁|日报】唐山展开三种气体减排攻坚行动 为期43天,微信
4737,2018-07-11,宝钢股份跃居2018年《财富》中国500强第24位,宝钢股份董秘室
4738,2018-07-11,22家钢企入围2018《财富》中国500强宝钢股份以2894亿元营收居首,经济观察网
4739,2018-07-11,宝钢股份热轧耐磨蚀钢助推国之疏浚造岛重器扬帆起航,兰格钢铁网
4740,2018-07-11,宝钢股份BWELDY960QL4厚板高强钢替代进口,钢铁新闻网
4741,2018-07-10,[增持评级]钢铁行业周报：短流程炼钢的供给连续3周环比增加,中财网
4742,2018-07-10,宝钢股份2018年8月价格发布,宝钢股份董秘室
4743,2018-07-10,宝钢股份|公司新闻|《机构投资者》杂志2018年度“亚太区公司管理团队”评选揭晓宝钢股份位列“最佳投资者关系公司”（基础材料组）榜首,宝钢股份
4744,2018-07-10,[增持评级]钢铁行业点评报告：环保新形态 供改新方向,中财网
4745,2018-07-10,"钢铁行业周报:库存环比小幅下降,盈利有望回升",申万宏源
4746,2018-07-09,【国君钢铁周策略】供需暂稳，钢价区间震荡,微信
4747,2018-07-09,政策直通车：外国投资者参与A股交易范围将进一步放开,巨丰财经
4748,2018-07-08,钢铁行业数据周报20180707,中财网
4749,2018-07-08,[买入评级]钢铁行业周报：蓝天保卫战正式启动、10月底唐山钢企须完成超低排放改造 环保高压态势持续,中财网
4750,2018-07-06,你只看到美的，还记得宝钢50亿回购么？,红周刊
4751,2018-07-06,宝钢股份热轧耐磨蚀钢助推国之疏浚造岛重器扬帆起航,欧浦钢铁网
4752,2018-07-06,[买入评级]环保高压下的钢铁专题十九：唐山要求18年10月前完成超低排放改造-超低排放改造加速落地 环保高压夯实供需紧平衡,中财网
4753,2018-07-05,【天风钢铁|日报】钢材社会库存再次下降，本周降幅15.5万吨,微信
4754,2018-07-05,环保高压下的钢铁专题十八：重点区域将淘汰130M2以下烧结机-淘汰面积占全国的20.47% 中小钢企压力更大、上市公司影响有限,中财网
4755,2018-07-05,大宗商品2H18展望：以时间换空间;关注优质龙头,中财网
4756,2018-07-05,钢铁建材2H18展望：环保高压不减 高盈利有望持续,中财网
4757,2018-07-05,A股市场破净股一览（7月5日）,Wind
4758,2018-07-05,宝钢湛江钢铁将建3号高炉预计容量5050m！,兰格钢铁网
4759,2018-07-05,平安证券晨会纪要-180705,平安证券
4760,2018-07-05,40亿豪气回购！美的发出最强音 金额竟超A股4成公司总市值！6月以来回购案例创新高,证券时报网
4761,2018-07-05,供需格局改善推升钢铁业盈利 3只绩优股迎估值修复,证券日报
4762,2018-07-04,宝武集团产能布局再优化：出让宝钢不锈、梅钢近450万吨产能，拟建设湛江3号高炉、鄂钢新转炉、德盛不锈连铸项目,不止是钢货
4763,2018-07-04,宝武集团与上海市签约 进一步推动宝山吴淞地区整体转型升级,e公司
4764,2018-07-04,关于中国宝武宝钢不锈、梅钢公司产能出让的公示,我的钢铁
4765,2018-07-04,[中性评级]钢铁行业快评：钢铁*唐山再提淘汰设备 环保渐成主抓手,中财网
4766,2018-07-04,[同步大市评级]钢铁行业2018年中期投资策略：踏准估值节奏 警惕宏观风险,中财网
4767,2018-07-04,[买入评级]环保高压下的钢铁专题十七：重点区域1000M3以下高炉将加速淘汰：落后设备退出促供给再收缩 进一步夯实供需紧平衡,中财网
4768,2018-07-04,[买入评级]钢铁行业PMI点评(2018年7月份)：6月PMI指数小幅上升51.60% 7月预计钢市以稳为主,中财网
4769,2018-07-04,钢铁要闻简讯丨多家钢企产能置换方案落地,我的钢铁
4770,2018-07-03,【天风钢铁|日报】柳州钢铁预计上半年净利润同比增长395%到467%,微信
4771,2018-07-03,[增持评级]钢铁行业周报：供给钝化 需求平稳,中财网
4772,2018-07-03,宝钢股份跌0.95%，创年度新低，报7.27元,腾讯网
4773,2018-07-02,打造负责任央企 中冶天工农民工业校传技能普法律讲礼仪,证券日报
4774,2018-07-02,宝钢股份大跌5.01%，报7.40元,腾讯网
4775,2018-07-02,[看好评级]钢铁行业周报：库存继续上升 静待补库需求释放,中财网
4776,2018-07-02,宝钢股份冷轧厂C213自动包装机组进入功能验收,宝钢股份
4777,2018-07-02,宝钢股份中央研究院开展表面分析技术研修暨支部共建,宝钢股份
4778,2018-07-02,宝钢股份跌3.08%，创年度新低，报7.55元,腾讯网
4779,2018-07-02,[增持评级]钢铁行业周报：货币政策进一步微调,中财网
4780,2018-07-02,[买入评级]钢铁行业周报：2020年前唐山市1000立方米以下高炉将全部淘汰 钢铁行业去产能持续深化,中财网
4781,2018-07-02,宝钢股份跌2.57%，创年度新低，报7.59元,腾讯网
4782,2018-07-02,[增持评级]钢铁行业周报：钢铁行业正逐步进入需求淡季,中财网
4783,2018-07-02,钢铁、建材行业周报：吨钢毛利震荡回调 水泥价格淡季坚挺,中财网
4784,2018-06-29,宝武钢铁首迎一把手调整 他49岁晋升浙江副省长,欧浦钢铁网
4785,2018-06-28,两大钢铁央企掌门人变更：陈德荣由宝武集团总经理升任董事长，奚国华由新兴际华集团董事长履新一汽集团总经理,不止是钢货
4786,2018-06-28,陈德荣任宝武集团董事长、党委书记,我的钢铁
4787,2018-06-28,宝钢股份VLGC低温船板打破国外垄断,钢铁新闻网
4788,2018-06-27,宝钢股份跌1.85%，创年度新低,腾讯网
4789,2018-06-26,钢铁、建材行业周报：钢铁社会库存增加 水泥价格淡季上调,中财网
4790,2018-06-26,宝钢股份首席师研讨智能制造,宝钢股份
4791,2018-06-26,宝钢股份|公司新闻|开拓创新打造开放式技术高地汽车用钢开发与应用技术国家重点实验室召开第一届理事会第七次会议,宝钢股份
4792,2018-06-26,[增持评级]钢铁行业周报：盈利持续性助力板块修复?,中财网
4793,2018-06-26,中泰钢铁行业数据库20180623,中财网
4794,2018-06-26,中国宝武公开转让一批资产设备,我的钢铁
4795,2018-06-26,"钢铁行业周报:多因素扰动库存上升,盈利维持高位",申万宏源
4796,2018-06-25,【国君钢铁|每日跟踪】上海螺纹4090，央行：通过定向降准支持市场化法治化“债转股”和小微企业融资,微信
4797,2018-06-25,[买入评级]宝钢股份(600019)投资价值分析报告：龙头与协同优势显著 高分红凸显投资价值,中财网
4798,2018-06-25,150余家供应商汇集观致汽车 冲击10万年销量,中新网
4799,2018-06-25,"2018年钢铁行业半年度策略报告:稳中求进,寻找确定性",平安证券
4800,2018-06-24,【国君钢铁|周策略】地产平稳库存低位下，钢价难以出现持续下跌,微信
4801,2018-06-24,湖北广电收购宝武集团旗下武钢通信在即,证券时报网
4802,2018-06-22,退市股投机炒作要不得,经济日报
4803,2018-06-22,六月精选股票组合（第三周）| 海通证券研究所出品,微信
4804,2018-06-22,宝钢股份成为国内首家VLGC低温钢板供货钢企,欧浦钢铁网
4805,2018-06-22,2018下半年钢铁行业投资策略：从成本曲线看盈利的持续性,中财网
4806,2018-06-22,股市走弱，3大机构集体加仓另一市场,Wind
4807,2018-06-21,宝钢40年：从追随者到引领者,全景网
4808,2018-06-20,审计署：原武钢未按要求完成应收账款和存货压控工作,审计署
4809,2018-06-20,lgmi数据看市：国内热卷检修增 库存增 后市价格谨慎乐观,和讯
4810,2018-06-20,动力煤价格延续上涨 四概念股腾飞在即,证券时报
4811,2018-06-19,宝钢股份具备供应超大型集装箱船用止裂钢能力,Wind
4812,2018-06-19,全球首创:四台机器人在一座连铸机上“共舞”,兰格钢铁网
4813,2018-06-19,弱势重质 关注低估值板块,金融投资报
4814,2018-06-19,"钢铁行业:钢铁板块业绩确定性迎资金配置,钢价小幅上涨",东北证券
4815,2018-06-19,钢铁行业周报:短期供给受限推动钢价创年内新高,光大证券
4816,2018-06-18,【国君钢铁|周策略】地产数据超预期，看好钢铁继续反弹,微信
4817,2018-06-15,下周816亿市值限售股解禁，环比减少一成,Wind
4818,2018-06-15,宝钢股份与韩国浦项开展互动交流,钢铁新闻网
4819,2018-06-15,[增持评级]钢铁行业5月数据点评：地产需求回暖逐步显现,中财网
4820,2018-06-15,宝钢股份具备供应超大型集装箱船用止裂钢能力,欧浦钢铁网
4821,2018-06-15,[增持评级]污染防治攻坚战系列报告钢铁篇：钢铁环保长短期机制并驾齐驱 利于产业升级,中财网
4822,2018-06-15,钢铁、建材行业5月数据点评：粗钢产量增幅较高 水泥需求环比继续改善,中财网
4823,2018-06-15,【韶钢松山（000717）】降本增效叠加区域优势，经营业绩将继续创新高,中信证券研究
4824,2018-06-14,6月14日有78家公司获重要股东增减持 通威股份已被连续增持142次,Wind
4825,2018-06-14,安阳钢铁、西宁特钢涨停！钢价涨不休？钢铁股再度活跃走强,中财网
4826,2018-06-14,博涵财经成功承办第十四届世界管理大会,苏南网
4827,2018-06-14,[超配评级]钢铁行业2018下半年投资策略：企业利润向好 悲观预期修正,中财网
4828,2018-06-14,期现联动促钢铁板块连涨 钢铁概念股有哪些?,证券日报
4829,2018-06-14,[看好评级]钢铁行业事件点评：预期边际改善推动反弹行情,中财网
4830,2018-06-14,光大证券：宝钢股份维持买入评级,顶尖财经网
4831,2018-06-14,32股获券商买入评级 当代明诚目标涨幅达85.39%,Wind
4832,2018-06-14,期现联动促钢铁板块连涨 5只个股被机构集中推荐,证券日报
4833,2018-06-13,宝钢股份智慧制造项目填补业内空白,e公司
4834,2018-06-13,限产升级钢铁行业盈利无忧 8只个股估值修复潜力大,证券日报
4835,2018-06-13,"钢铁行业周报:库存降幅收窄,环保持续发酵",申万宏源
4836,2018-06-12,宝钢股份：首期限制性股票计划第三个解锁期解锁暨上市公告,上交所
4837,2018-06-12,钢铁板块强势反弹：宝钢7月上调钢价 三钢闽光表示“谨慎乐观”,e公司
4838,2018-06-12,宝钢股份2018年7月价格发布,宝钢股份董秘室
4839,2018-06-12,看好中国|消费升级---北上资金亲睐大消费,巨丰财经
4840,2018-06-12,[增持评级]钢铁行业周报：高炉开工率略回落 行业基本面良好,中财网
4841,2018-06-11,宝钢股份调整部分7月份国内期货销售价格,e公司
4842,2018-06-11,施耐德电气尹正：如何让传统企业成为数字化时代的领导者？,经济观察报
4843,2018-06-11,午评：创业板指失守1700点 钢铁和体育等板块大热,证券时报网
4844,2018-06-11,[优于大势评级]钢铁行业周报：环保督察逐步发力 库存持续去化,中财网
4845,2018-06-11,长江口动力煤价重上700元/吨 四股有望率先受益,证券时报
4846,2018-06-11,钢铁行业周报:边际改善带来反弹机会,爱建证券
4847,2018-06-10,A股“入摩”首周，北上资金持续加仓这些板块,--
4848,2018-06-10,巨丰原创：A股入摩外资助推多股创历史新高 23只成分股吸金70亿,巨丰财经
4849,2018-06-09,入摩6日北上资金逾200亿扫货 三维度挖掘A股新机遇,证券日报
4850,2018-06-08,宝钢股份新一届董监高团队集体登场,宝钢股份董秘室
4851,2018-06-08,“三大”再次释放合并信号 中国千万级汽车巨头将诞生？,华夏时报
4852,2018-06-08,宝钢新加坡公司今年出口再创同期新高,钢铁新闻网
4853,2018-06-08,"""煤超疯""再袭 煤企盈利将高位增长(受益股)",证券日报
4854,2018-06-08,中国石油无偿划转19.4亿股 圆通速递中标香港机场,云掌财经
4855,2018-06-08,宝钢股份：与城市和谐共生,兰格钢铁网
4856,2018-06-08,A股迎分层时代 中报披露如火如荼近七成公司业绩预喜,和讯
4857,2018-06-08,行业盈利仍处高位 钢铁股迎来反弹,证券时报
4858,2018-06-08,集成电路关键基础材料实现量产 六股迎腾飞契机,证券时报
4859,2018-06-08,四优势支撑钢铁板块强劲反弹 双底吸引近10亿元大单,证券日报
4860,2018-06-08,中石油无偿划转19.4亿股 或是混改前奏,证券日报
4861,2018-06-06,Lgmi：宝钢徳盛未来将阔步前行,兰格钢铁网
4862,2018-06-06,中冶宝钢技术多措并举聚焦无人化行车安全管控,钢铁新闻网
4863,2018-06-06,宝信软件(600845)调研纪要：工业互联网引领制造业革命,中财网
4864,2018-06-05,最大客户及供应商皆出自关联方 韶钢松山回函释疑深交所问询,e公司
4865,2018-06-05,库存与估值“双底”渐显 钢铁股逢低配置正当时,中证报
4866,2018-06-04,【热点关注】宝武不锈的未来在哪里,长江钢铁
4867,2018-06-04,钢铁行业数据库周报,中财网
4868,2018-06-04,钢铁、建材行业周报：钢铁社库快速去化延续 水泥有望淡季不淡,中财网
4869,2018-06-04,[增持评级]钢铁行业月度跟踪报告：利润仍维持高位,中财网
4870,2018-06-04,2018年钢铁行业中期投资策略：不变的是变化,中财网
4871,2018-06-04,钢铁行业周报:中厚板引领钢铁板块,光大证券
4872,2018-06-04,"钢铁行业周报:库存同比转负,多地环保限产",申万宏源
4873,2018-06-03,【国君钢铁|周策略】行业维持高景气，乐观情绪渐起,微信
4874,2018-06-03,[买入评级]久立特材(002318)深度研究：油气管受益于油气资本开支回升 核电管享核电设备国产化良机,中财网
4875,2018-06-01,要退市的股票居然还有人买！富贵险中求，还是太傻太天真？,和讯
4876,2018-06-01,一汽、东风成立新合资公司 “融合”之路更进一步,盖世汽车
4877,2018-05-31,六月精选股票组合及上月组合回顾|海通证券研究所出品,微信
4878,2018-05-31,国内外众多专家学者相聚宝钢股份探讨钢铁业可持续发展创新技术和策略,宝钢股份
4879,2018-05-31,《2018上市公司资本品牌溢价报告》发布 内生价值释放 溢价整体提升,证券日报
4880,2018-05-30,宝钢一钢不锈钢2018年7月前后全部关停 再见！,上海有色
4881,2018-05-30,宝武黄石公司全力推进新港项目建设,欧浦钢铁网
4882,2018-05-30,高智能化钢制品库在宝钢股份投用,钢铁新闻网
4883,2018-05-30,东进，共同唱响“同一首歌” ———宝钢股份汽车板营销人员整合融合纪实,钢铁新闻网
4884,2018-05-30,[中性评级]钢铁行业品种结构调整专题报告之一：汽车板专题：市场容量增长趋缓 “一超多强”格局渐显,中财网
4885,2018-05-30,平安证券：外资对国内债市的增持力度或将边际放缓,中证网
4886,2018-05-30,盘前有料｜宁德时代申购、欧美股市重挫、农行千亿定增获批……,证券时报网
4887,2018-05-29,工业互联网，再造一个新联想？,元器件交易网
4888,2018-05-29,两大有色集团开启重组——道达早评,每日经济新闻
4889,2018-05-29,中国宝武一线创新“闪亮”国际发明展,钢铁新闻网
4890,2018-05-29,"钢铁行业:《徐州市钢铁行业布局优化和转型升级方案》点评,落实环保治理,优化钢铁行业布局",申万宏源
4891,2018-05-28,[增持评级]钢铁行业周报：产存数据显示板材需求较强,中财网
4892,2018-05-28,太重首造智能冶金铸造起重机,中国机经网
4893,2018-05-28,中泰钢铁行业数据库周报20180526,中财网
4894,2018-05-28,钢铁、建材行业周报：钢铁社库持续快速去化 水泥价格高位震荡,中财网
4895,2018-05-28,[增持评级]钢铁行业周报：外部风险阶段性缓解,中财网
4896,2018-05-28,"钢铁行业:高炉开工率连续10周回升,中板和螺纹价差创8年新高",光大证券
4897,2018-05-27,【华泰钢铁*邱瀚萱】产存数据显示板材需求较强,微信
4898,2018-05-26,【国君钢铁|周策略】开工率继续回升,微信
4899,2018-05-26,宝钢股份：2017年度股东大会决议公告,上交所
4900,2018-05-25,宝钢股份率先掌握世界“三最”管线钢生产技术,钢铁新闻网
4901,2018-05-24,宝钢股份取向电工钢产能及产量规模已列全球上市钢企首位：最新披露两项全球首发产品,新华网
4902,2018-05-23,"钢铁行业:环保高压迎需求淡季,钢价高位震荡",东北证券
4903,2018-05-22,宝钢股份|公司新闻|陈德荣出席第十届中国国际钢铁大会发表主旨演讲以钢铁业的转型升级推动中国经济高质量发展,宝钢股份
4904,2018-05-22,[推荐评级]钢铁行业专题报告：超低排放改造呼之欲出 落后产能加速出清,中财网
4905,2018-05-22,[看好评级]钢铁行业周报：后续增产有限 基本面继续向好,中财网
4906,2018-05-21,钢铁板块思考系列之一从周期行业对比角度看钢铁板块估值,不止是钢货
4907,2018-05-21,钢铁：基建有望迎来拐点 荐5股,爱建证券
4908,2018-05-21,钢铁行业周报:钢铁板块逐步迈向淡季,光大证券
4909,2018-05-20,钢铁：落后产能将加速退出 荐6股,广发证券
4910,2018-05-18,中冶宝钢技术第二分公司承建的两项工程完工,兰格钢铁网
4911,2018-05-18,气溫创同期新高助力用电需求增长 五股火热爆发,证券时报
4912,2018-05-17,联想大数据登陆2018世界智能大会 用CPS激发智能制造活力,DoNews
4913,2018-05-17,本特勒汽车举办首个亚太区供应商大会,盖世汽车
4914,2018-05-17,48股获券商买入评级 滨化股份目标涨幅达105.48%,Wind
4915,2018-05-16,宝山基地核心产品二季度均价环比变化：热轧和冷轧汽车板涨50元/吨，非汽车板普冷降50元/吨,不止是钢货
4916,2018-05-16,宝钢股份动态点评：6月出厂价稳中有涨，Q2经营有望向好,天风证券
4917,2018-05-16,产能过剩幽灵再现 中国钢材股阴云笼罩,彭博社
4918,2018-05-16,宝钢股份：建成投用国内最大智能化钢制品库,e公司
4919,2018-05-16,重庆钢铁换届周竹平任董事长 今年营收目标206亿元,重庆商报
4920,2018-05-16,4月数据点评(钢铁、建材行业)：钢材盈利明显修复 水泥需求环比大幅跳升,中财网
4921,2018-05-15,宝钢院士毛新平谈薄板坯连铸连轧产线：25%~30%的冷轧产品可以被同等厚度的热轧产品替代,不止是钢货
4922,2018-05-15,[路演]开滦股份：主要客户有宝钢首钢等大型钢企,全景网
4923,2018-05-15,宝钢股份股票分析：现金奶牛特征明显，盈利仍有挖潜空间,中信建投
4924,2018-05-15,钢铁行业周报:全国高炉开工率连续第9周回升,光大证券
4925,2018-05-14,宝钢股份2018年整合融合工作有序推进,宝钢股份
4926,2018-05-14,方大特钢举办点检管理系统培训,钢铁新闻网
4927,2018-05-14,今日资金抢入六只强势股一览（2018年5月14日）,中财网
4928,2018-05-14,宝钢股份：盈利仍有挖潜空间 增持评级,中信建投
4929,2018-05-14,武钢集团产业聚焦改革解读,兰格钢铁网
4930,2018-05-14,[同步大势评级]钢铁行业周报：淡季到来隐忧 钢价高位震荡,中财网
4931,2018-05-14,国内最大、智能化程度最高的钢制品库在宝钢股份投用,兰格钢铁网
4932,2018-05-14,[强于大市评级]钢铁行业研究周报：集中开工结束 钢材供需进入高位震荡期,中财网
4933,2018-05-14,钢铁、建材行业周报：华东水泥价格涨势延续五周 钢材库存继续快速去化,中财网
4934,2018-05-14,首艘国产航母开始海试 相关上市公司望受市场关注,金融界
4935,2018-05-14,QFII首季逆市增持，海外资金加速布局A股,--
4936,2018-05-13,【国君钢铁|周策略】高炉开工率继续回升，库存下降显示需求不弱,微信
4937,2018-05-13,【天风钢铁|周报】集中开工结束 钢材供需进入高位震荡期,微信
4938,2018-05-13,白马周期金融重获北上资金青睐,中财网
4939,2018-05-13,陆家嘴财经早餐2018年5月13日星期日,Wind
4940,2018-05-12,PPI数据八个月来首次回升 钢铁等三大行业孕育新机遇,证券日报
4941,2018-05-11,以“车”为媒 华菱星马牵手芜湖海螺(图),慧聪网
4942,2018-05-11,钢铁行业盈利面大幅改善 哪些钢铁概念股将受益,证券日报
4943,2018-05-11,宝钢股份2018年6月份期货价格发布,宝钢股份董秘室
4944,2018-05-11,一汽、东风、长安合并 已是在弦之箭,车质网
4945,2018-05-11,【国金智能制造】中国一重深度报告之三：产能置换正当时，冶炼设备迎来新景气,微信
4946,2018-05-10,[买入评级]钢铁行业财务分析系列之九：2017年年报分析：盈利面明显扩张 供需持续改善 行业景气度有望持续,中财网
4947,2018-05-10,今日资金抢入六只强势股一览（2018年5月10日）,中财网
4948,2018-05-10,[推荐评级]钢铁行业一季报总结：板块盈利能力持续增强 全年景气预期不改,中财网
4949,2018-05-10,宝钢冷轧厂热镀锌厚料产线改造工程完工,兰格钢铁网
4950,2018-05-10,宝钢股份一季度利润达69.2亿元,钢铁新闻网
4951,2018-05-09,[同步大市评级]钢铁行业周报：库存减幅收窄 钢厂利润持续回升,中财网
4952,2018-05-09,[看好评级]钢铁行业周报：库存降幅略收窄 盈利高位向上,中财网
4953,2018-05-09,[强推评级]韶钢松山(000717)点评：长材需求加速 南北价差扩大 区域龙头风云再起,中财网
4954,2018-05-09,宝钢三期工程将开工,兰格钢铁网
4955,2018-05-09,[同步大势评级]钢铁行业周报：库存去化趋缓 钢价持续上行,中财网
4956,2018-05-09,宝钢股份与中冶宝钢技术拟订20项智慧检修项目,兰格钢铁网
4957,2018-05-09,宝钢股份镀锡板厂双聚焦双提升,兰格钢铁网
4958,2018-05-09,钢铁行业周报:模拟的钢铁业利润已连续第6周回升,光大证券
4959,2018-05-08,[买入评级]宝信软件(600845)季报点评：一季度净利润增速78.14% 智能制造促业绩拐点,中财网
4960,2018-05-08,钢铁、建材行业周报：华东环保推升水泥价格 钢材盈利再冲高,中财网
4961,2018-05-08,湛江钢铁一季度实现“开门红”,钢铁新闻网
4962,2018-05-08,中国宝武：精挑细选做混改,兰格钢铁网
4963,2018-05-07,[买入评级]【钢铁行业财务分析系列之七】2018年一季报分析：盈利面同比扩张 供需边际向好 看好钢铁行业投资机会,中财网
4964,2018-05-07,中国宝钢参加,兰格钢铁网
4965,2018-05-07,[买入评级]韶钢松山(000717)深度报告：享区位优势、降本增效夯实竞争力 拟收购宝特韶关加快产品升级,中财网
4966,2018-05-07,"方大炭素2018年一季报点评:一季度业绩创历史新高,环比增长符合预期",光大证券
4967,2018-05-06,一季报曝光社保、QFII、私募投资图谱,大众证券报
4968,2018-05-05,宝钢股份2018年一季度业绩网上路演问答摘录,宝钢股份董秘室
4969,2018-05-04,-138.78亿！论亏损，乐视网饶过谁？,和讯
4970,2018-05-04,宝钢股份美洲技术服务中心成立,上海有色
4971,2018-05-04,研报精选 6股值得关注（5.4）,中金在线
4972,2018-05-04,宝钢股份钢管条钢事业部无缝钢管厂3月份热轧管产量实现新突破,兰格钢铁网
4973,2018-05-04,宝钢股份2018年一季报点评:钢铁制造板块盈利能力再创新高,申万宏源
4974,2018-05-03,宝钢股份：5月2日融资余额为15.03亿元，较前一日骤增7.08%,Wind资讯
4975,2018-05-02,QFII最新持股动向曝光：扎堆持有4股，十大重仓股市值占比超五成,21世纪经济报道
4976,2018-05-02,毛利率变动趋势或存异常 利通电子IPO问题还真是不少,新浪
4977,2018-05-02,宝钢特钢成功完成首次承接的小口径石化用690合金换热管合同,兰格钢铁网
4978,2018-05-02,白马股轮番轰炸，说好的价值投资呢？,--
4979,2018-05-02,[路演]宝钢股份：受上年业绩基数等因素影响 一季度业绩增幅略低,全景网
4980,2018-05-02,[路演]宝钢股份：钢铁行业正从2015年的供需低谷走出来,全景网
4981,2018-05-01,沪市公司2017年业绩稳中向好 经营质量再上新台阶,上交所
4982,2018-05-01,宝钢股份发布靓丽季报今年一季度利润创上市以来单季同期最优,宝钢股份
4983,2018-04-28,上市钢企2017年年报总结：吨钢净利方大和三钢领先，人均钢产量杭钢和柳钢居前、人均薪资方大和柳钢相对较高,不止是钢货
4984,2018-04-28,【上市公司】一季度宝钢股份实现净利润50.21亿元 同比增长32.6%,兰格钢铁网
4985,2018-04-27,上市钢企2017年吨钢扣非净利排名：方大特钢656元、三钢闵光621元、韶钢松山472元、太钢不锈446元、宝钢股份390元,不止是钢货
4986,2018-04-27,方大炭素：投资27亿元 建年产10万吨石墨电极生产线,中证网
4987,2018-04-27,宝钢炼钢、炼铁、烧结三厂同步定修完成,上海有色
4988,2018-04-27,去年四季度至今宝钢股份厚板经营实现连续盈利,上海有色
4989,2018-04-27,宝钢股份：一季度净利润50.2亿元，同比增长32.6%,Wind
4990,2018-04-26,中国宝武今年打算这样干,钢铁新闻网
