,2021-12-31,2021年的啤酒板块∶行情欠佳但酒香四溢,智通财经
4557,2019-05-28,西咸新区抽检酒类样品7批次 全部合格,质量新闻网
4558,2019-05-27,150亿！郭广昌在山东都投资了哪些公司？,经济观察网
4559,2019-05-27,"食品饮料行业周报:北上资金短期流出白酒板块,看好茅台三季度放量",正点财经
4560,2019-05-27,日常消费品：食品饮料业周报,东海证券
4561,2019-05-27,你问我答|如何挑选主动型消费主题基金？,养基司令
4562,2019-05-27,【国金食饮】香飘飘点评：果汁茶旺季来临，大单品加速放量,--
4563,2019-05-27,安信国际晨报：关注消费板块如啤酒股,安信国际
4564,2019-05-26,【华创食饮】周观点：淡季名酒控货提价，结构升级仍是主流趋势,华创食饮
4565,2019-05-24,白酒涨价信息频传 景气延续,佳酿网
4566,2019-05-23,【数据揭秘】05月22日 融资客最看好的前20只个股,每日经济新闻
4567,2019-05-23,14股获券商买入评级 游族网络目标涨幅达57.27%,Wind
4568,2019-05-23,【食饮】高端及次高端白酒掀集体涨价潮——食品饮料行业周报——看好（联系人：刘瑀）,渤海证券研究
4569,2019-05-23,啤酒行业投资价值报告:关注企业利润弹性及中高端布局,光大证券
4570,2019-05-22,百威亚太香港IPO：“并购狂”商誉超百亿美元 流动比率低,每日经济新闻
4571,2019-05-22,啤酒业走出低迷百威英博却有新压力 竞争对手正发力高端战场,每日经济新闻
4572,2019-05-22,【食品饮料行业】周报：名酒调价卡位千元价格带,格隆汇
4573,2019-05-21,云南白药盈利能力承压 陈发树迎新考验,时代周报
4574,2019-05-20,"食品饮料行业2019年中期投资策略:守望价值高回报,咬定龙头不放松",正点财经
4575,2019-05-20,"2018&2019Q1啤酒行业财报总结:业绩如期释放,后期仍有看点",正点财经
4576,2019-05-20,白酒股整体向好 大众品业绩分化 盈利能力下降,佳酿网
4577,2019-05-20,百威英博一季度营收126亿美元下滑3.9% 拟分拆亚太业务IPO缓解负债压力,长江商报
4578,2019-05-19,【华创食饮】周观点：经济看内需，内需看消费,华创食饮
4579,2019-05-18,山东在港上市公司已达50家 累计在港融资近千亿,中证网
4580,2019-05-17,百威亚太1032亿港元商誉压顶，2018年计提商誉减值64亿 资产异常,斑马消费
4581,2019-05-16,秦洪看盘｜A股市场交易情绪改善，内资扛起反弹大旗,澎湃新闻
4582,2019-05-16,港股异动 | 啤酒股走强 华润啤酒涨逾3%,格隆汇
4583,2019-05-16,渤海证券：高端白酒确定性更优 啤酒或迎业绩释放期,证券时报网
4584,2019-05-16,【数据揭秘】05月15日 融资客最看好的前20只个股,每日经济新闻
4585,2019-05-16,青岛啤酒：目标价62元 首次覆盖给予“买入”评级,证券时报网
4586,2019-05-16,【国金晨讯精选】青岛啤酒首次评级，A股市场参与主体专题，可转债市场中期展望,国金证券研究所
4587,2019-05-16,"青岛啤酒:青啤再起航,成长价值重估",国金证券
4588,2019-05-15,百威英博快马赴港IPO，意欲何为？,富途证券
4589,2019-05-15,白酒股今日集体走强 龙头估值尚在历史合理空间,第一财经
4590,2019-05-15,白酒股全天强势泸州老窖涨停，深股通、机构均现身龙虎榜,第一财经
4591,2019-05-15,A股、港股食品饮料板块携手上涨,中证网
4592,2019-05-15,社保基金一季度新建仓股票（附名单）,证券时报
4593,2019-05-15,【异动股】食品饮料集体冲高 有友食品(603697-CN)等涨停,财华社
4594,2019-05-14,华创金工事件研究系列—— 2020年12月沪深300指数样本股调整预测,华创金工
4595,2019-05-14,【建投食饮】周报专题：食品饮料景气持续，白酒、啤酒表现突出,CSC赏味食饮
4596,2019-05-14,啤酒进入消费旺季 啤酒股迎来夏日盛宴,投资快报
4597,2019-05-14,内需仍是企稳动力 食品饮料板块韧性显现,中证报
4598,2019-05-14,道达投资手记：A股下跌到底便宜了谁,每日经济新闻
4599,2019-05-13,A股下跌到底便宜了谁？——道达投资手记,每日经济新闻
4600,2019-05-13,三大股指全线走弱 后市不确定因素增加？,证券之星
4601,2019-05-13,周观点（5月第2周）：【申万食品饮料-吕昌团队】五粮液股东会传递信心 板块龙头业绩确定,申万食品饮料
4602,2019-05-13,"创业板大跌超2%史上首个""长牛""孕育",证券时报网
4603,2019-05-13,啤酒板块持续走强,中证网
4604,2019-05-13,【华创食饮】周观点：茅五营销转型持续受关注，中期策略会交流反馈良好,华创食饮
4605,2019-05-13,【国金食饮】周观点0512：短期扰动不改一线白酒向上趋势，二季度进入大众品利润释放期,--
4606,2019-05-13,【朝闻国盛0513】新局面新变化，坚守核心资产,国盛证券研究所
4607,2019-05-13,MSCI扩容窗口明日开启 A股有望引百亿“活水”,投资快报
4608,2019-05-13,业绩释放窗口到来 啤酒板块有看点,中证报
4609,2019-05-13,一年收入84.59亿美元 百威亚太拟赴港IPO,每日经济新闻
4610,2019-05-12,【长城食饮每日资讯0512】第八代经典五粮液将于6月份上市，预计出厂价约889元,宇光食饮日讯
4611,2019-05-12,中泰：第八代五粮液值得期待 理性看待茅台营销公司,新浪
4612,2019-05-12,【华创食饮】食品饮料行业中期投资策略观点分享,华创食饮
4613,2019-05-11,向核心资产集结：可关注金融消费医药领域确定性龙头,新浪
4614,2019-05-11,百威英博亚洲申请香港上市：推高它估值的正是中国啤酒消费升级,IPO早知道
4615,2019-05-11,临近传统旺季 啤酒板块关注度上升,中证网
4616,2019-05-11,啤酒行业 企业利润呈加速增长趋势,红周刊
4617,2019-05-10,百威英博分拆亚太业务申请IPO，或意在降杠杆,第一财经
4618,2019-05-10,估值达3000亿！全球啤酒“巨无霸”分拆亚洲业务赴港上市,中国基金报
4619,2019-05-10,港股异动︱A股啤酒股走强 港股润啤涨逾4%,格隆汇
4620,2019-05-10,美股期货延续跌势 A50指数期货涨幅大幅收窄,第一财经日报
4621,2019-05-10,啤酒概念股领涨两市，券商称行业拐点已至,第一财经
4622,2019-05-10,午评：三大股指全线大涨沪指涨1.50% 啤酒概念股领涨,新浪
4623,2019-05-10,快讯：啤酒板块强势上涨,每日经济新闻
4624,2019-05-10,8.08亿元，青啤一季度净利润创历史新高,酒业新闻网
4625,2019-05-10,快讯：啤酒概念股再度拉升 重庆啤酒涨停,新浪
4626,2019-05-10,酿酒板块集体走强 贵州茅台涨超4%,e公司
4627,2019-05-10,啤酒板块表现强势 重庆啤酒涨逾8%,证券时报网
4628,2019-05-10,沪市险守“婴儿底”短线反弹或一触即发,重庆商报
4629,2019-05-09,【长城食饮每日资讯0509】1Q19内参销量近100吨，同比翻倍,宇光食饮日讯
4630,2019-05-09,食品饮料行业周报(第18周):真金不怕火炼,正点财经
4631,2019-05-09,"食品行业:可选消费继续领先,必选中啤酒行业转型正当时",正点财经
4632,2019-05-09,"2019Q1基金重仓食品饮料板块分析:白酒持仓大幅回升,大众品持仓有所回落",正点财经
4633,2019-05-09,沪指全天弱势调整 农林养殖个股逆势大涨 陆股通4天净流出超150亿元,每日经济新闻
4634,2019-05-09,五大券商周五看好6板块45股,证券之星
4635,2019-05-09,恒指半日跌近2% 机构称关注优质强势股,中证网
4636,2019-05-09,港股异动︱A股酿酒板块全线下挫 青岛啤酒(00168)跟跌近5% 连续下跌,智通财经
4637,2019-05-09,沪指跌1.3%刷新阶段新低 陆股通半日净流出33亿元,每日经济新闻
4638,2019-05-09,2018和2019Q1啤酒行业总结：业绩如期释放 后期仍有看点,佳酿网
4639,2019-05-09,沪指跌超1%刷新阶段新低 沪股通早盘净流出超20亿元,每日经济新闻
4640,2019-05-09,食品饮料行业5月投资策略：业绩开门红，关注外资纳入窗口,国信研究
4641,2019-05-09,【食饮】行业景气依旧，业绩如期释放——食品饮料行业周报——看好（联系人：刘瑀）,渤海证券研究
4642,2019-05-09,【中原食品饮料刘冉】中炬高新(600872)2018H及20191Q业绩点评*公司的收入和盈利结构持续改善,中原证券研究所
4643,2019-05-09,【食品饮料】范劲松、熊欣慰（研究助理）：业绩如期释放，后期仍有看点-2018 & 2019Q1啤酒行业财报总结-20190508,中泰证券研究所
4644,2019-05-09,正合奇胜——华创证券2019年中期策略报告集锦,华创证券研究
4645,2019-05-08,景气保持平稳，龙头优势彰显【申万食品饮料-吕昌、毕晓静】食品饮料2018年&2019Q1业绩总结之大众消费品,申万食品饮料
4646,2019-05-08,"国家队猛买15股 券商高喊""不要砍仓""",证券时报
4647,2019-05-08,午市前瞻：港股短期29000点有支持 或需下试28500点,新浪
4648,2019-05-08,青啤获联昌国际升逾一倍目标价 现逆市升近3%,新浪
4649,2019-05-08,第一上海丨大市分析 : 港股未脱回整行情走势 促使资金流向优质强势股,第一上海金融
4650,2019-05-08,中泰证券：国内啤酒行业正在进入新阶段,证券时报网
4651,2019-05-08,【中泰食品饮料】2018&19Q1啤酒行业总结：业绩如期释放，后期仍有看点,中泰食品饮料
4652,2019-05-07,百威英博2019一季度营收同比下滑3.86% 盈利能力下降,北京商报网
4653,2019-05-07,青岛啤酒:量价齐升推动营收利润双丰收,正点财经
4654,2019-05-07,啤酒股走势活跃 机构：啤酒行业拐点已至,第一财经
4655,2019-05-07,10股涨停！食品饮料板块配置窗口已经打开,第一财经
4656,2019-05-07,【异动股】啤酒概念股早盘走强 广州浪奇(000523-CN)涨停,财华社
4657,2019-05-07,【华创食饮】18年报及19一季报总结：白酒如期迎来开门红，大众品龙头增长稳健,华创食饮
4658,2019-05-07,快讯：啤酒概念股异动拉升 广州浪奇涨停,新浪
4659,2019-05-07,【食品饮料-青岛啤酒(600600)】范劲松、熊欣慰（研究助理）：一季报点评：量价齐升推动收入超预期，利润进入快速释放期0430,中泰证券研究所
4660,2019-05-07,"青岛啤酒:主品牌放量,业绩超预期",东北证券
4661,2019-05-06,兖州煤业等获社保基金扎堆持仓,经济导报
4662,2019-05-06,又是一年财报季，新一线城市谁是赢家？,每日经济新闻
4663,2019-05-06,【招商食品】青岛啤酒 ：改善略超预期，更宜长线把握,招商食品饮料
4664,2019-05-06,日常消费品：马太效应显著 荐9股,联讯证券
4665,2019-05-06,本周股市三大猜想及应对策略：市场机会大于风险？,财富动力网
4666,2019-05-06,啤酒行业拐点已至 龙头估值有望提升(受益股),金融界
4667,2019-05-06,【建投食饮】周报专题：白酒整体业绩向好，大众品业绩分化,CSC赏味食饮
4668,2019-05-05,【赢家资讯】2019-05-06,赢家之星
4669,2019-05-05,快去超市囤薯片！继康师傅、可口可乐之后，乐事薯片也要涨价了,上游新闻
4670,2019-05-05,报告| 2019年3月山东省A股上市公司市值排行榜,挖贝网
4671,2019-05-05,2019一季报总结：白酒维持高增 大众品有望提速,佳酿网
4672,2019-05-04,青岛啤酒一季度净利8.1亿元同比增长21% 现金流量净额为17.6亿元,挖贝网
4673,2019-05-04,【民生策略】A股年报与一季报全面解析：收入平稳增长，金融与科技盈利环比显著改善,策略研究猿
4674,2019-05-04,商誉减值侵蚀 燕京啤酒难破净利率低迷困局？,新浪
4675,2019-05-03,港股异动︱青岛啤酒(00168)破顶回落 现回吐逾3%,智通财经
4676,2019-05-03,【港股异动 | 青啤跌逾3%结束三连涨 首季纯利同比增长21.04%】,格隆汇
4677,2019-05-02,【港股收评：恒指低开高走涨0.83% 消费股大涨】,格隆汇
4678,2019-05-02,港股消费股午后持续拉升 青岛啤酒H股涨逾6%,中证网
4679,2019-05-02,港股异动 | 华润啤酒股价创近10个月以来新高 年初至今涨幅近37%,格隆汇
4680,2019-05-02,饮食品股普遍上涨 维他奶扬近3%兼破顶,新浪
4681,2019-05-02,港股异动︱获德银看高至65港元 青岛啤酒(00168)续涨4%创近四年新高,智通财经
4682,2019-05-02,【港股异动 | 首季业绩靓丽 青啤续升5%】,格隆汇
4683,2019-04-30,【长城食饮每日资讯0430】5月1日起牛栏山调价，供价最高每箱上涨18元,宇光食饮日讯
4684,2019-04-30,青岛啤酒：业绩超预期 量价齐升,证券时报网
4685,2019-04-30,“开门红”，青岛啤酒一季度净利增幅达21%创历史新高,酒业新闻网
4686,2019-04-30,港股缩量下跌 部分中资股或有补涨机会,中证网
4687,2019-04-30,【港股收评：恒指低开震荡跌0.65% 万洲国际涨逾5%领涨恒指】,格隆汇
4688,2019-04-30,涨停板复盘:两市缩量反弹沪指0.5% 猪肉概念卷土重来,新浪
4689,2019-04-30,德银：青啤(0168.HK)组合升级和毛利改善 重申“买入”评级,格隆汇
4690,2019-04-30,【建投食饮】青岛啤酒：略超预期，结构提升加速趋势逐渐明了，扣非增27%,CSC赏味食饮
4691,2019-04-30,最被看好十大港股：瑞信将中国平安目标价升至112元,新浪
4692,2019-04-30,大和：青岛啤首季业绩强 H股目标升至52.6港元,格隆汇
4693,2019-04-30,创业板震荡走高 养殖业板块全线反抽,中财网
4694,2019-04-30,港股异动︱绩后大摩重申“跑赢大市”评级目标价52.6港元 青岛啤酒(00168)升幅扩大至6%,智通财经
4695,2019-04-30,啤酒股集体飘红 青岛啤酒涨近7%,中证网
4696,2019-04-30,4.30||牛栏山自5月1日起调整产品价格体系；洋河、迎驾贡、1919、金种子、燕京啤酒、西部创业公布2018年成绩单,糖酒快讯
4697,2019-04-30,青岛啤酒逆市飙约半成 首季纯利增逾21%,新浪
4698,2019-04-30,A股低开高走 猪肉、啤酒概念拉升,每日经济新闻
4699,2019-04-30,【异动股】青岛啤酒(00168-HK)季绩后曾涨4.9%,财华社
4700,2019-04-30,创业板指震荡走高 养殖业概念股全线反抽,每日经济新闻
4701,2019-04-30,啤酒类个股走势活跃 一季度业绩有望集体超预期,证券时报网
4702,2019-04-30,港股异动 | 青岛啤酒高开近3% 一季度净利润升21.04%至8.07亿元,格隆汇
4703,2019-04-30,青岛啤酒：一季度净利润同比增21.04%,Wind
4704,2019-04-29,奥瑞金一季度净利同比降近七成 盈利能力下降,北京商报网
4705,2019-04-29,青岛啤酒(00168.HK)一季度净利润升21.04%至8.07亿元,格隆汇
4706,2019-04-29,日常消费品：季报密集发布多有亮点 荐7股,和讯
4707,2019-04-29,【朝闻国盛0429】PPI中枢上行，股市消费板块相对稳健,国盛证券研究所
4708,2019-04-25,"食品饮料周报:糖酒会反馈良性,建议继续关注并买入低估值、预期差标的",国金证券股份有限公司
4709,2019-04-24,【食品饮料行业】2019Q1基金持仓分析：食品饮料白酒大幅加配，板块持仓创新高,格隆汇
4710,2019-04-24,小摩：大升青岛啤酒(00168)目标价至61港元 上调评级至“增持”,智通财经
4711,2019-04-24,摩通：升青啤(00168.HK)评级至”增持“ 目标价上调至61港元,格隆汇
4712,2019-04-24,时隔六年 啤酒行业再迎年度产量增长,北京商报网
4713,2019-04-23,摩根大通：将青岛啤酒股份评级上调至超配，目标价61港元,Wind
4714,2019-04-23,日常消费品：茅台直销方案落地 荐5股,和讯
4715,2019-04-23,重庆啤酒年报点评：重庆市场份额近8成,佳酿网
4716,2019-04-22,日常消费品：重视洋河补涨机会 荐5股,和讯
4717,2019-04-22,日常消费品：茅台一季报超预期 五粮液提价效果初显,和讯
4718,2019-04-22,若听从贵州茅台卖出建议 去年回报率将仅为5.7%,新浪
4719,2019-04-22,【朝闻国盛0422】科技创新，改变未来,国盛证券研究所
4720,2019-04-22,"啤酒行业深度报告:量稳价增利好频现,空间广阔向阳而生",国信证券
4721,2019-04-21,山东在港上市公司已达50家 累计在港融资近千亿,中证网
4722,2019-04-19,皇台酒业第五次“易主”盛达接盘内部称5月完成交接,华夏时报
4723,2019-04-18,950关口立足未稳 贵州茅台首份境外看空报告出炉,21世纪经济报道
4724,2019-04-18,日常消费品：啤酒加速进入拐点 荐15股,和讯
4725,2019-04-18,日常消费品：基本面强于预期 荐15股,和讯
4726,2019-04-18,"目标价830元、20个月内无利好 贵州茅台收""卖出""评级",新浪
4727,2019-04-18,港股异动丨啤酒股AH股齐升 港股青啤涨近4%,格隆汇
4728,2019-04-18,快讯：啤酒概念股全线拉升 青岛啤酒大涨超7%,新浪
4729,2019-04-18,啤酒概念持续拉升 青岛啤酒涨逾7%,中证网
4730,2019-04-17,日常消费品：长期成长 荐9股,和讯
4731,2019-04-16,【建投食饮】周报：白酒、啤酒反馈积极，基本面持续向上,CSC赏味食饮
4732,2019-04-16,中信建投：坚定对啤酒行业的乐观态度 推荐3股,证券时报网
4733,2019-04-16,【数据揭秘】04月15日 融资客最看好的前20只个股,每日经济新闻
4734,2019-04-15,青岛啤酒(00168.HK)将于4月29日举行董事会会议以审议批准一季度业绩,格隆汇
4735,2019-04-15,高盛：升青岛啤酒(00168.HK)评级至“买入” 目标价上调至54港元,格隆汇
4736,2019-04-15,"青岛啤酒深度报告:提价+费用优化,老牌劲旅突重围",正点财经
4737,2019-04-15,【港股异动︱华润啤酒涨逾4% 花旗看多润啤前景】,格隆汇
4738,2019-04-15,【建投食饮】2019Q1前瞻：一季报开门红，建议加配白酒、啤酒,CSC赏味食饮
4739,2019-04-15,【建投食饮】重啤2018年报点评：盈利持续提升的优秀范本，2018超预期,CSC赏味食饮
4740,2019-04-15,概念板块涨多跌少 啤酒概念股回调明显,中证网
4741,2019-04-15,中信建投晨会0415 | 四月牛市渐入佳境；5G终端天线路径明确；重庆啤酒,中信建投证券研究
4742,2019-04-15,宝钢包装扣非净利扭亏为盈 四子公司获宝武集团增资迎转型升级,证券日报
4743,2019-04-14,【华创食饮】一季报前瞻：白酒开门红预期良好，大众品龙头业绩平稳,华创食饮
4744,2019-04-14,夏天炒啤酒股 券商说燕京啤酒（SZ.000729）业绩会翻番？,环球老虎财经
4745,2019-04-13,增收不增利 华润啤酒高端化或成“内伤” 盈利能力下降,中国经营报
4746,2019-04-12,日常消费品：啤酒利润有望加速释放 荐5股,和讯
4747,2019-04-12,瑞银：升青啤(00168.HK)目标价至48.88港元 评级“买入”,格隆汇
4748,2019-04-12,港股异动︱青岛啤酒(00168)逆市升逾6% 近两周涨幅近40%,智通财经
4749,2019-04-12,花旗：升青岛啤酒(00168.HK)评级至“中性” 目标价上调至43.52港元,格隆汇
4750,2019-04-12,大和：升青啤(00168.HK)评级至“跑赢大市” 上调目标价至47.2港元,格隆汇
4751,2019-04-12,获花旗上调评级 青岛啤酒A、H股齐涨,中证网
4752,2019-04-12,港股异动丨青岛啤酒AH股齐升 H股涨近6% 创逾九个月新高,格隆汇
4753,2019-04-11,高端版图初现 华润雪花再推新品,北京商报
4754,2019-04-11,食品饮料2019年一季度业绩前瞻：高端酒望开门红 大众品稳健增长【申万食品饮料-吕昌团队】,申万食品饮料
4755,2019-04-11,食品饮料4月投资策略：茅台迎开门红，关注Q1业绩前瞻,国信研究
4756,2019-04-11,百威英博亚洲业务香港上市：它值不值半个茅台,IPO早知道
4757,2019-04-11,"食品饮料行业3月投资策略:关注外资流入,期待春糖反馈",国信证券
4758,2019-04-10,【长城食饮每日资讯0410】酒鬼酒发布业绩快报，第一季度归母净利同比增长16.18%,宇光食饮日讯
4759,2019-04-10,日常消费品：大消费行业19年4月金股推荐,和讯
4760,2019-04-10,"食品饮料行业2019年第13期:茅台一季报超预期,五粮液提价效果初显",国联证券
4761,2019-04-09,一纸公告引出4月资金关注风向标 四大方向盯住新“风口”,火山财富
4762,2019-04-09,A股白金俱乐部大消费之星 百年青岛啤酒连续十年净利超10亿,投资时报
4763,2019-04-09,食品饮料行业:哪些标的在被北向资金持续加持,正点财经
4764,2019-04-09,谁能连续十年归母净利超10亿？ 独家解密A股白金俱乐部成员,投资时报
4765,2019-04-09,日常消费品：白酒龙头高增确保长期空间 荐15股,和讯
4766,2019-04-08,国产啤酒进入增长周期 减税提价产品升级啤酒板块静待业绩拐点,e公司
4767,2019-04-08,【招商食品|最新】茅台开启季报高增序幕，白酒板块仍需加配,招商食品饮料
4768,2019-04-08,减税利好啤酒板块 一季度业绩有望超预期（附股）,证券时报网
4769,2019-04-08,【东吴晨报0408】【策略】周评【行业】环保、食品【个股】日机密封、龙净环保、汇川技术,东吴研究所
4770,2019-04-08,【食品行业*杨默曦】深度：啤酒江湖 借美日之鉴，探破局之路,东吴研究所
4771,2019-04-07,【华创食饮董广阳方振团队】周观点：进入业绩催化期，配置开门红品种,华创食饮
4772,2019-04-07,【建投食饮】3月白酒月报：基本面强于预期，北上资金流入稳定,CSC赏味食饮
4773,2019-04-07,4.7||郑悄然任茅台保健酒业公司副总经理；宜宾市政府高度评价五粮液创文工作；山西汾酒：股权激励计划落地，新设连锁管理公司,糖酒快讯
4774,2019-04-05,上调评级至买入策略选股（4月5日）,Wind
4775,2019-04-05,【东兴食品饮料】啤酒行业深度报告：结构升级，啤酒三岔路口的最佳指引,东兴研究圈
4776,2019-04-04,啤酒股午后集体拉升 机构：啤酒板块估值处上行通道,第一财经
4777,2019-04-04,啤酒股维持强势表现，燕京啤酒涨停收获两连板,金融界
4778,2019-04-04,"东北证券：将青岛啤酒评级调高为""买入""",Wind
4779,2019-04-04,中信建投晨会0404 | 中国啤酒新时代,中信建投证券研究
4780,2019-04-04,【晨会聚焦】社保减持交行缘由几何？个股推荐：青岛啤酒,中泰证券研究所
4781,2019-04-04,【食品饮料-青岛啤酒(600600)】范劲松、熊欣慰（研究助理）：深度报告：降本增效红利渐显，结构升级推动业绩释放-0403,中泰证券研究所
4782,2019-04-04,"青岛啤酒:高端产品放量,关厂逻辑逐步兑现",东北证券
4783,2019-04-03,青岛啤酒：啤酒行业量稳价升 进入结构升级时代,证券时报网
4784,2019-04-03,啤酒股龙头股票预测 2019年啤酒股票一览表,云掌财经
4785,2019-04-03,日常消费品：19年茅台规划稳增长 荐4股,和讯
4786,2019-04-03,港股异动︱受益于增值税新政实施 啤酒板块随A股集体大涨,智通财经
4787,2019-04-03,【建投食饮】啤酒行业深度：中国啤酒新时代——全球视野下的啤酒经营规律与中国市场,微信
4788,2019-04-03,报告| 2019年3月山东省A股上市公司市值排行榜,挖贝网
4789,2019-04-03,午评：两市窄幅震荡沪指涨0.23% 自由贸易港板块崛起,新浪
4790,2019-04-03,瑞银：升青啤(00168.HK)目标价至44.89港元 维持“买入”评级,格隆汇
4791,2019-04-03,奥瑞金(002701)：并购波尔亚太提升经营效率 规模效应带来强者恒强,国盛证券
4792,2019-04-03,啤酒股异动 增值税率调整将大幅增强行业盈利能力,中证网
4793,2019-04-03,啤酒股全面上涨 燕京啤酒(000729.SZ)涨停,格隆汇
4794,2019-04-03,啤酒股走势强劲 燕京啤酒涨停,金融界
4795,2019-04-03,港股异动 | 青岛啤酒涨4.57% 股价创近8个月新高,格隆汇
4796,2019-04-03,啤酒股集体攀升，燕京啤酒率先涨停,Wind
4797,2019-04-03,热点短期再次炸板，防御性板块或受青睐,华福小福牛
4798,2019-04-02,国泰君安：上调青岛啤酒评级至增持,Wind
4799,2019-04-02,"国泰君安：将青岛啤酒评级调高为""增持""",Wind
4800,2019-04-02,食品饮料：降税大幅改善盈利，弹性有望全部兑现,国泰君安
4801,2019-04-01,【招商食品|最新】买入季报催化，关注超预期品种,招商食品饮料
4802,2019-04-01,港股异动 | 青岛啤酒(00168.HK)连续五日上涨 累涨近20%,格隆汇
4803,2019-04-01,港股异动︱受惠于增值税新政实施 青岛啤酒(00168)现涨4.59%,智通财经
4804,2019-04-01,【建投食饮】周报专题：白酒龙头高增确保长期空间，青啤关厂确立行业拐点,CSC赏味食饮
4805,2019-04-01,【方正食品饮料-行业周报190331：业绩催化白酒领涨，关注滞涨预期差大的二线品种】,虎哥的研究
4806,2019-04-01,【华创食饮董广阳方振团队】青岛啤酒：关厂优化产能，吨价有所提升,华创食饮
4807,2019-04-01,食品｜行业景气延续，龙头业绩确定性强标题,中信证券研究
4808,2019-04-01,中泰 | 四月金股,中泰证券研究所
4809,2019-04-01,社保基金和QFII青睐绩优公司,中国基金报
4810,2019-04-01,QFII布局A股路线图曝光 锁定35家公司青睐医药等三行业,证券日报
4811,2019-03-31,【安信食品|周观点】食品饮料演绎年报行情，一季报继续值得期待,北外滩食饮俱乐部
4812,2019-03-30,青岛啤酒（600600）：2018年营收利润双增长 高端产品增速喜人,格隆汇
4813,2019-03-30,复星国际去年营收首破千亿元 公司高管阐释未来投资运营方法论,每日经济新闻
4814,2019-03-29,【建投食饮】青岛啤酒：略超预期：关厂终启动，期待结构提升继续加速,CSC赏味食饮
4815,2019-03-29,A股三大指数全线暴涨：沪指逼近3100点，券商股掀涨停潮,澎湃新闻
4816,2019-03-29,“喝酒”行情再现 白酒股持续活跃,中证网
4817,2019-03-29,29日公司新闻聚焦：贵州茅台拟10派145元,证券时报网
4818,2019-03-29,2018年盈利创新高 2019复星要投什么,第一财经
4819,2019-03-29,2018年快乐板块收入同增七成 复星高管详解产业投资运营逻辑,21世纪经济报道
4820,2019-03-29,“基本面+资金面”重塑白酒板块估值,证券日报
4821,2019-03-28,【长城食饮每日资讯0328】贵州茅台发布2018年年报，归母净利同比增30%,宇光食饮日讯
4822,2019-03-28,28日晚公告精选丨贵州茅台日赚近亿，拟10派145元,21世纪经济报道
4823,2019-03-28,A股头条之上市公司公告精选（3.29）,金融界
4824,2019-03-28,青岛啤酒：2018年净利润同比增2.89%，拟每股派0.48元,Wind
4825,2019-03-28,青岛啤酒：2018年净利14.22亿元 同比增13%,e公司
4826,2019-03-28,青岛啤酒(600600.SH)2018年净利润升12.6%至14.22亿元 拟每股派0.48元,格隆汇
4827,2019-03-28,【现场直击】复星国际：收入超千亿，净利保持增长,财华社
4828,2019-03-28,【数据揭秘】03月27日 融资客最看好的前20只个股,每日经济新闻
4829,2019-03-28,A股缩量上涨，喝酒吃药行情再现——山证策略每日A股点评（20190327） - 证券研究报告,山西证券研究所
4830,2019-03-27,复星国际去年营收首破千亿元 郭广昌：投资将以控股型为主,每日经济新闻
4831,2019-03-27,港股异动︱明日披露年报 青岛啤酒(00168)绩前抢跑涨超6%,智通财经
4832,2019-03-27,工业大麻概念股恒强：三大股指均收红，两市成交额创月内新低,澎湃新闻
4833,2019-03-27,三大指数企稳回升维持震荡走势 沪指重返3000点,中新经纬
4834,2019-03-27,03月27日 收盘突破年线个股一览,每日经济新闻
4835,2019-03-27,日常消费品：春糖白酒反馈良性 荐5股,和讯
4836,2019-03-27,03月27日 盘中突破年线个股一览,每日经济新闻
4837,2019-03-27,华润啤酒2018年收入增利润降整合喜力红利何时释放？,中国商报
4838,2019-03-26,复星国际2018年净利134亿元 连续7年保持增长,证券时报
4839,2019-03-26,复星国际2018年总收入首破一千亿元,中证网
4840,2019-03-25,【权益变动】青岛啤酒(00168-HK)获BAILLIE GIFFORD & CO增持10.6万股,财华社
4841,2019-03-25,中信建投晨会0325 | 通信行业拐点确立；糖酒会专题；泰格医药、新国都,中信建投证券研究
4842,2019-03-22,“面包第一股”南下遇阻食企跨区扩张“水土不服”待解,中金在线
4843,2019-03-21,【食品饮料】范劲松、熊欣慰（研究助理）：啤酒Q1前瞻：春节超预期奠定一季报基础，全年成长空间仍足-2019032,中泰证券研究所
4844,2019-03-21,30家酒业上市公司总品牌价值达8138亿 白酒企业优势突出,每日经济新闻
4845,2019-03-20,食品行业周报:2018年国产奶粉市场份额增长至43.7%,正点财经
4846,2019-03-20,【中泰食品饮料】2019Q1啤酒行业前瞻：春节超预期奠定一季报基础，全年成长空间仍足,中泰食品饮料
4847,2019-03-18,科创板来了，大消费板块谁受益？,腾讯网
4848,2019-03-18,沪指逼近3100点：三大股指以当天最高点收盘，均涨逾2%,澎湃新闻
4849,2019-03-18,收评：沪指持续走高涨2.47% 白酒板块涨幅居前,网易
4850,2019-03-18,日常消费品：白酒景气向上及外资持续进入有望推升板块估值水平 荐6股,和讯
4851,2019-03-18,午评：沪指震荡上行涨1.26% 白酒概念领涨两市,网易
4852,2019-03-18,燕京啤酒：从“胡同里打天下”到“被挤进胡同里”,联商网
4853,2019-03-18,维他奶三连跌挫逾3%后 现反弹近4%破10天及20天线,新浪
4854,2019-03-15,白酒板块维持活跃 顺鑫农业涨停多只个股大涨,佳酿网
4855,2019-03-15,财融汇·早间必读 | 20180315,财通证券融资融券部
4856,2019-03-15,白酒概念板块逆势走强,佳酿网
