,2021-12-31,药明康德：施明女士晋升为首席财务官,Wind
5664,2018-07-03,药明康德：全球领先的CRO龙头 分享国内创新红利,西南证券
5665,2018-07-03,证券研究院|药明康德启动赴港上市将催生三大悬念,腾讯网
5666,2018-07-03,内地企业酿赴港上市潮 私募转道H股重走资本路,21世纪经济报道
5667,2018-07-02,药明康德发行H股将催生三大悬念,每日经济新闻
5668,2018-07-02,登陆A股不久后，医药独角兽药明康德又瞄上港股市场,云掌财经
5669,2018-07-02,药明康德拟发行H股 关注药明康德概念股,南方财富网
5670,2018-07-02,次新股全线爆发，汉嘉设计、天地数码加入涨停大军,Wind
5671,2018-07-02,药明康德拟发行H股 中毅达今起复牌披星戴帽,云掌财经
5672,2018-07-02,药明康德董事会同意公司发行H股 股价快速拉升涨超4%,新浪
5673,2018-07-02,宋清辉：工业富联想象空间不如药明康德大,搜狐
5674,2018-07-02,盘前必读公告：这些股不容错过！,巨丰财经
5675,2018-07-02,药明康德拟赴港上市,中证报
5676,2018-07-02,A股上市55天后宣布拟发行H股 药明康德有望加入AH大军,证券日报
5677,2018-07-01,药明康德刚来A股又要去H股 为啥高破发率还蜂拥至港 连续下跌,中证网
5678,2018-07-01,登陆A股不足两月 药明康德又谋港股上市,北京商报网
5679,2018-07-01,医药独角兽再谋港股上市 药明康德拟发行H股,e公司
5680,2018-07-01,晚间重要公告2018年7月1日星期日,Wind
5681,2018-07-01,药明康德：董事会同意公司发行H股并申请在香港联交所主板挂牌上市,e公司
5682,2018-07-01,药明康德：董事会同意公司申请在港交所主板挂牌上市,Wind
5683,2018-06-30,孙金钜：CDR对流动性影响与战略配售基金收益测算探讨,金融界
5684,2018-06-30,机构大笔抛售！5天市值蒸发近1500亿！这家上市公司跌惨了,和讯
5685,2018-06-30,三只独角兽折射不同投资方向,金融投资报
5686,2018-06-30,IPO上半年融资不到千亿 从严审核下“堰塞湖”快速泄洪,21世纪经济报道
5687,2018-06-29,十大异动股点评：国产芯片持续爆发！紫光国微涨停,巨丰财经
5688,2018-06-29,涨停板解密：五大板块全面反攻（6月29日）,Wind
5689,2018-06-29,次新股整体走强 药明康德等十多只涨停,证券时报网
5690,2018-06-29,药明康德午后封涨停 宁德时代冲高涨逾6%。,腾讯网
5691,2018-06-29,“独角兽”药明康德午后涨停,Wind
5692,2018-06-28,股指叠创新低 独角兽新股加速价值回归,第一财经
5693,2018-06-28,[看好评级]医药行业2018年中期投资策略：医药一枝独秀上半年全面牛 短暂调整后下半年看结构牛行情,中财网
5694,2018-06-28,国内首个CAR-T临床申请获批 千亿美元市场将开启(股),金融界
5695,2018-06-26,[推荐评级]医药生物行业事件点评：医保谈判与专项招采在即 创新抗癌药加速进入放量周期,中财网
5696,2018-06-25,机构:准备弹药 CDR+中报领衔 创板欠宁德涨停该还了,中财网
5697,2018-06-25,富士康为独角兽炒作敲了一记警钟,新京报
5698,2018-06-23,分化的独角兽,中国经营报
5699,2018-06-23,宁德时代开板首日上演“过山车”行情,证券时报
5700,2018-06-22,宁德时代黯然开板、工业富联强势反弹，大盘企稳全靠独角兽异动？A股动向要锁定这只指标股！,每日经济新闻
5701,2018-06-22,宁德时代开板：引巨量资金博弈 一机构抢筹4.38亿元,中证网
5702,2018-06-22,惊魂6小时:宁德时代开盘10分钟跌停 总裁没了25亿,新浪
5703,2018-06-22,午评：股指止跌回升 宁德时代结束连续涨停,e公司
5704,2018-06-22,宁德时代8连板后跌停又翻红 另两独角兽共缩水2000亿,新浪
5705,2018-06-22,独角兽概念集体回暖，创业板指涨超2%,Wind
5706,2018-06-22,宁德时代开板大跌，A股低开高走创业板翻红,全景网
5707,2018-06-22,独角兽受难日：宁德时代开板大跌，A股全线重挫,全景网
5708,2018-06-22,独角兽概念集体疲软，宁德时代打开一字涨停,Wind
5709,2018-06-21,两大独角兽暴跌：市值蒸发2000亿 富士康逼近发行价,中国基金报
5710,2018-06-21,5天蒸发1500亿！富士康已跌破首日收盘价，A股两大独角兽被困,和讯
5711,2018-06-21,药明康德股价跌停报90.89元 成交额超20亿元,金融界
5712,2018-06-21,4天市值蒸发超千亿，工业富联已经跌掉了一个宁德时代,财经网
5713,2018-06-21,“独角兽”上市遇冰火两重天 持续性成长考验创新力,通信信息报
5714,2018-06-21,4天蒸发超千亿，这家独角兽企业跌出了一个宁德时代,国是直通车
5715,2018-06-21,6月21日实战攻略+个股狙击,财经
5716,2018-06-21,工业富联四个交易日市值蒸发逾千亿，独角兽们到底怎么了？,搜狐
5717,2018-06-21,股价涨逾3倍 药明生物上市周年交满意答卷,中证报
5718,2018-06-20,做反弹还看次新！管理层罕见唱多，二角度筛选小而美,--
5719,2018-06-20,小米暂停CDR发行 独角兽新股缘何涨跌不同,第一财经日报
5720,2018-06-20,小米CDR发行临门生变 “四新”企业上市趋势不改,21世纪经济报道
5721,2018-06-18,皮海洲:富士康不是中石油也不是药明康德,国际金融报
5722,2018-06-18,小米6月19日上会 CDR首单落地“读秒”,北京商报网
5723,2018-06-17,正常审核IPO已减少逾4成，新经济企业将是未来主角？,21世纪经济报道
5724,2018-06-17,闪崩个股明显增加 大盘3000点多空或激烈争夺,大众证券报
5725,2018-06-17,A股“大牛市”将再次上演？节后股市三大看点,中财网
5726,2018-06-15,财经观察家 | 潘向东：疯狂的独角兽基金，是金子还是毒药？,巨丰财经
5727,2018-06-15,腾讯证券研究院|打了鸡血的独角兽需要泼点冷水,腾讯网
5728,2018-06-15,工业富联股价走势“喜怒无常” 昨日盘中曾触及跌停,每日经济新闻
5729,2018-06-14,独角兽大跌 工业富联触及跌停药明康德大跌7％,金融界
5730,2018-06-14,医药行业策略报告：第二家尚未盈利生物医药公司华领医药申请港股IPO,中财网
5731,2018-06-14,【风险】药明康德：当前价位进入博傻，长线资金拒绝进场,和讯
5732,2018-06-14,股价是独角兽的试金石,金融投资报
5733,2018-06-14,“独角兽”工业富联3个涨停昨开板 机构建议投资者需格外谨慎,大众证券报
5734,2018-06-14,券商打新偏爱“独角兽”，平均获配超2万股,证券日报
5735,2018-06-13,工业富联“抽血”158亿 巨量资金博弈背后的估值之争,华夏时报
5736,2018-06-13,工业富联三个涨停就开板 投资者中一签仅赚万元？,新浪
5737,2018-06-13,同“兽”不同命 工业富联3个涨停即开板,金融投资报
5738,2018-06-13,独角兽出现核弹级利空，身为独角兽“鼻祖”的它已经股价腰斩！,中财网
5739,2018-06-13,药明康德：一季度利润下降主因是汇兑损失,Wind
5740,2018-06-13,假如工业富联提前开板，对A股市场未必是坏事,中财网
5741,2018-06-12,独角兽基金发售火爆 会否“买到即套牢”？,时代周报
5742,2018-06-12,宁德时代剑指创业板第一股 刘益谦“任性”弃购,21世纪经济报道
5743,2018-06-12,道达投资手记：大盘离底部还有多远？,每日经济新闻
5744,2018-06-11,地量创年内新低 大盘离底部还有多远？——道达投资手记,每经网
5745,2018-06-11,往事并不如风：追买“独角兽”慎防悲剧重现,红周刊
5746,2018-06-11,沪指三连阴盘中创一年新低，创业板指跌逾1%失守1700点,澎湃新闻
5747,2018-06-11,老艾侃股：独角兽基金真的值得去抢吗？,新浪
5748,2018-06-11,郭施亮：宁德时代正式上市，会创造创业板市值奇迹吗？,腾讯网
5749,2018-06-11,次新股午后大幅杀跌，天邑股份逼近跌停,Wind
5750,2018-06-11,和信投顾：A股运行格局或将发生较大变化,中金在线
5751,2018-06-11,宁德时代股票今日上市 新股宁德时代预计能涨到多少？,南方财富网
5752,2018-06-11,独角兽宁德时代今日登陆A股 打新收益不菲,财界网
5753,2018-06-11,工业富联上市第二日再度涨停 封单金额达到85亿,金融界
5754,2018-06-11,估值2000亿！宁德时代今上市 7个涨停就是创业板老大,金融界
5755,2018-06-11,重磅！市场担忧的这些事 监管层已有深思熟虑安排,中财网
5756,2018-06-10,“独角兽”宁德时代周一上市 中金给出2000亿估值,中证网
5757,2018-06-10,巨丰原创：六大“御用”基金无脑中签 能否撬动小散独角兽情怀？,巨丰财经
5758,2018-06-10,独角兽基金真的来了，一文看清最佳投资策略,微信
5759,2018-06-09,“独角兽”工业富联挂牌 首日市值逼近4000亿,证券时报
5760,2018-06-08,药明康德“不差钱”：前脚IPO募资缩水打三折 后脚15亿买理财,21世纪经济报道
5761,2018-06-08,第二家未盈利生物医药公司拟赴港上市 药明康德李革夫妇现身股东,21经济网
5762,2018-06-08,富士康上市：是中石油第二还是药明康德第二？,腾讯网
5763,2018-06-08,工业富联上市涨停市值居A股前十 董事长:喜悦只要1秒,金融界
5764,2018-06-08,科技公司“新一哥”工业富联还会有多少涨停？,腾讯网
5765,2018-06-08,工业富联今日上市：BAT抢蛋糕 A股看点,国际金融报
5766,2018-06-08,"今日登A的富士康会不会被催成""虚胖"" 14板市值超茅台",新浪
5767,2018-06-08,工业富联今日上市 有望成为A股市值最高科技企业,证券时报网
5768,2018-06-07,我为何不会买独角兽基金？,新浪
5769,2018-06-07,独角兽基金未售先火 到底值不值得买？,新浪
5770,2018-06-07,独角兽概念表现分化，合肥城建冲击涨停,Wind
5771,2018-06-07,新时代证券：新股发行定价与配售制度的演变研究,金融界
5772,2018-06-07,身价大起大落 资本热捧独角兽助力还是注水？,工人日报
5773,2018-06-07,药明康德豪掷30亿买理财 上市公司理财热升温,深圳商报
5774,2018-06-07,CDR核心规则出台，万亿独角兽回A时代开启！,微信
5775,2018-06-06,指数或还有巨震 吃药喝酒行情还能持续多久？,证券之星
5776,2018-06-06,腾讯证券研究院|大象Ipo密集来袭 炒新资金虹吸效应才是A股的命门,腾讯网
5777,2018-06-06,医药生物行业日报：国家药监局：201家药企将被查,中财网
5778,2018-06-06,中国人保IPO成功过会，该如何解读它对市场的实际影响？,搜狐
5779,2018-06-06,A股独角兽回调 智能产业基金迎来建仓良机,全景网
5780,2018-06-05,创业板终爆发 上方缺口回补成目标,证券之星
5781,2018-06-04,[公司]众生药业与药明康德合作肿瘤药物项目获新西兰专利证书,全景网
5782,2018-06-04,机构资金流向每日分析:机构卖出资金依然占优，药明康德净流出超7亿,红周刊
5783,2018-06-04,药明康德缘何开启暴跌走势？,第一财经
5784,2018-06-04,药明康德龙虎榜数据（6月4日）,Wind资讯
5785,2018-06-04,药明康德大跌9% 杭州三营业部集中抛售1.81亿,证券时报网
5786,2018-06-04,“医药界独角兽”药明康德 股价破顶后直线下滑一度跌停,中证报
5787,2018-06-04,官媒狠批 药明康德收挫9％ 创上市以来最大跌幅,经济通
5788,2018-06-04,“独角兽”药明康德盘中跌停 46亿炒新资金被埋,每日经济新闻
5789,2018-06-04,中国股市到底需不需要这么多独角兽上市公司？,搜狐
5790,2018-06-04,药明康德盘中最大跌幅9.77% 换手率达30%,证券日报
5791,2018-06-04,药明康德盘中跌超9.7% 成交超41亿元,e公司
5792,2018-06-04,“独角兽”药明康德午后快速跳水 股价冲击跌停板,腾讯网
5793,2018-06-04,药明康德逼近跌停，换手率高达30%,Wind
5794,2018-06-04,药明康德午后急挫最多7% 官媒批评升幅不合理,经济通
5795,2018-06-04,药明康德盘中波动加剧 创新高后盘中跌逾7%,中证网
5796,2018-06-04,快讯：药明康德午后大跌7% 成交额超30亿元,新浪
5797,2018-06-04,股市快讯：药明康德午后大跌7% 换手率22.71%,新浪
5798,2018-06-04,淘汰亏损股追捧独角兽 市场开启掘金模式,重庆商报
5799,2018-06-04,医药生物行业周报：板块持续回调 关注分销企业Q2业绩改善,中财网
5800,2018-06-04,“独角兽”背后的“冰与火”,中证网
5801,2018-06-04,巨丰早评：市场缩量筑底 把握超跌机会,巨丰财经
5802,2018-06-04,中证报：独角兽“虚胖”之风不可长,中证报
5803,2018-06-04,独角兽来临，炒新逻辑嬗变,中证报
5804,2018-06-03,又一医药界“独角兽”IPO，实控人是马云的朋友、深圳1号大老板,和讯
5805,2018-06-03,富士康780138上市时间出炉 工业富联将于6月8日上市,银行信息港
5806,2018-06-03,周末影响股市的要闻一览 工业富联8日上市将有几涨停,凤凰网
5807,2018-06-01,药明康德16连板引爆独角兽 CDR登场前夜公募纷纷抢滩,华夏时报
5808,2018-06-01,巨丰资金流向：大消费类全线回落引发市场调整 周期股受到偏爱,巨丰财经
5809,2018-06-01,宁德时代中签率公布 新股宁德时代中签大概能赚多少？,南方财富网
5810,2018-06-01,《今日财界》一周热点回顾：银行新规落地 雄安全球推介 买房摇号,财界网
5811,2018-06-01,第一季度业绩下滑 宁德时代能超越药明康德吗？,网易
5812,2018-05-31,【解盘论市】周四一根长阳已然探底，后市小波段反弹值得期待,Wind
5813,2018-05-31,钉钉活跃用户数超2-10名总和，各行业领头羊点赞钉钉,DoNews
5814,2018-05-31,六张图看懂5月行情：十大牛熊股名单都在这了,21世纪经济报道
5815,2018-05-31,巨丰资金流向：大消费类受偏爱 市场呈现强反弹,巨丰财经
5816,2018-05-31,[增持评级]医药生物行业点评：金斯瑞CAR-T临床美国获批 中国细胞疗法又一里程碑,中财网
5817,2018-05-31,快讯：医药板块午后拉升 药明康德涨9%,新浪
5818,2018-05-31,医药股午后卷土重来，广济药业、广生堂携手涨停,Wind
5819,2018-05-31,快讯：药明康德午后直线拉升涨近8% 成交额超38亿,新浪
5820,2018-05-31,药明康德午后拉升涨逾7% 换手率超30%,证券时报网
5821,2018-05-31,药明康德午后直线拉升，股价涨逾7%,Wind
5822,2018-05-31,独角兽药明康德结束16个涨停板 宁德时代接力,中研网
5823,2018-05-31,锂电独角兽终于来了！宁德时代创业板上市,维库电子市场
5824,2018-05-31,药明康德开板引来热钱搏杀 上海游资为抛售主力,中金在线
5825,2018-05-31,[增持评级]医药板块未来投资趋势探讨(医药与健康护理行业)：浪潮之巅,中财网
5826,2018-05-31,证券研究院|医药股闪崩背后到底发生了什么？,腾讯网
5827,2018-05-31,药明康德开板大跌7％ 成交额92亿超A股七成公司市值,重庆商报
5828,2018-05-31,对独角兽估值泡沫不可掉以轻心,新京报
5829,2018-05-30,突然间，想起了十一年前的今天——道达投资手记,每日经济新闻
5830,2018-05-30,老周侃股：盲目追涨药明康德小心食苦果,北京商报网
5831,2018-05-30,药明康德开板放量大跌，上海游资卖出,Wind
5832,2018-05-30,龙虎榜：药明康德开板跌逾7% 上海游资为抛售主力,e公司
5833,2018-05-30,换手率达69.60％，连续16日涨停背后：药明康德前十大股东竟是外籍,野马财经
5834,2018-05-30,药明康德30日打开涨停跌逾7%,财界网
5835,2018-05-30,药明康德连板终止收跌7.34% 换手近70%,腾讯网
5836,2018-05-30,502亿资金争夺20股：主力资金重点出击7股(名单),新浪
5837,2018-05-30,富时A50指数实时行情分析：医药板块分化显著（金盛金银）,金投网
5838,2018-05-30,巨丰资金流向：市场迎来六连阴 医疗行业获偏爱,巨丰财经
5839,2018-05-30,今年最扎心“弃购” 弃购1签药明康德损失北上深1平米豪宅,中证报
5840,2018-05-30,独角兽宁德时代来袭 或成创业板市值新龙头,财富动力网
5841,2018-05-30,工业富联新股弃购率仅0.17% 投资者期待“先进制造+工业互联网”新生态,证券日报
5842,2018-05-30,金百临咨询：药明康德午后杀跌 短线A股做空能量加剧,中证网
5843,2018-05-30,工业富联新股弃购率0.17% 弃购比例属较低水平,证券时报网
5844,2018-05-30,一签赚10万后 药明康德果然开板！能不能追呢？,中证报
5845,2018-05-30,三大股指集体下挫，药明康德跌2.24%,21世纪经济报道
5846,2018-05-30,药明康德打开涨停 此前连续16个交易日涨停,第一财经
5847,2018-05-30,药明康德打开“一”字涨停 单签收益逾11万元,北京商报网
5848,2018-05-30,药明康德狂换手 员工背违法排污黑锅外籍实控人暴富,中国经济网
5849,2018-05-30,宁德时代公布发行价 宁德时代中一签预计能赚多少？,银行信息港
5850,2018-05-30,药明康德打开一字涨停，开盘涨近4%。,金融界
5851,2018-05-30,2000人弃购！约7000万奖金无人认领，富士康遭遇A股史上最大规模弃购！三大招数教你防弃购,和讯
5852,2018-05-30,药明康德打开一字涨停 累计涨幅超500%,每日经济新闻
5853,2018-05-30,药明康德止步16个涨停 开盘涨3.99%,新浪
5854,2018-05-30,【药明康德涨停板预测】药明康德今日打开涨停,银行信息港
5855,2018-05-30,宁德时代有望成为创业板“新一哥”,北京晨报
5856,2018-05-30,“独角兽”药明康德开盘打开涨停,腾讯网
5857,2018-05-30,药明康德开板 高开3.99%,金融界
5858,2018-05-30,2018年四川省重大招商引资项目集中开工,慧聪网
5859,2018-05-30,新股提示：药明康德开板,e公司
5860,2018-05-30,“独角兽”药明康德打开涨停板,Wind
5861,2018-05-30,10股特大单净流入超亿元 药明康德居首,中财网
5862,2018-05-30,医药板块涨了半年 A股“吃药”就此终结？,北京日报
5863,2018-05-30,上市不足一个月药明康德市值逾千亿，值吗？,搜狐
5864,2018-05-30,药明康德连续16个涨停 百元股俱乐部位列第九,中证网
5865,2018-05-30,游资接力药明康德16连板：千亿市值下CRO模式估值待考,21世纪经济报道
5866,2018-05-30,郑眼看盘：医药股猛跌 超买形态部分矫正,每日经济新闻
5867,2018-05-30,一签盈利11万“表率”作用无效！ 4590万资金“放弃”工业富联创IPO弃购金额纪录！,每日经济新闻
5868,2018-05-29,错过富士康？明天不能再错过宁德时代 中一签或赚2万,中证网
5869,2018-05-29,史上最大规模弃购！4590万资金弃购富士康！周三打新宁德时代，别再让独角兽飞了,证券时报网
5870,2018-05-29,接棒药明康德 又一家医疗行业独角兽冲刺创业板,中证网
5871,2018-05-29,郑眼看盘：医药股大跌 是机会还是风险？,每日经济新闻
5872,2018-05-29,【解盘论市】物极必反，置之死地而后生,Wind
5873,2018-05-29,独角兽狂欢冷思考：药明康德会否步三六零后尘？,21世纪经济报道
5874,2018-05-29,16涨停，医药巨头回A市值翻10倍加入千亿俱乐部，红杉、高瓴、君联等获利颇丰,金融界
5875,2018-05-29,16连板刷新年内最赚钱新股纪录，中一签已赚近11万!明天机会又来了,财经
5876,2018-05-29,药明康德龙虎榜数据（5月29日）,Wind资讯
5877,2018-05-29,涨停板解密：化工、医药部分个股逆市火爆不改！（5月29日）,Wind
5878,2018-05-29,涨停揭秘：两市探底过程延续 浙江大湾区迎来涨停潮,巨丰财经
5879,2018-05-29,巨丰资金流向：市场进入筑底期 医疗板块再获资金青睐,巨丰财经
5880,2018-05-29,药明康德集团生命健康产业园正式落户成都,美通社
5881,2018-05-29,IPO企业要注意了！证监会审核又添新内容 药明康德IPO也被关注这个问题,中金在线
5882,2018-05-29,药明康德全板块落地石家庄高新区 助力生物医药产业发展,e公司
5883,2018-05-29,16涨停！药明康德创年内最赚钱新股纪录 中一签已赚11万,搜狐
5884,2018-05-29,药明康德股价接近130元一股 连续录得16涨停,南方财富网
5885,2018-05-29,每签获利超10万！药明康德继续刷新年内最赚钱新股纪录,e公司
5886,2018-05-29,【财神看市】头部医药股“疯了”，A股贫富差距进一步拉大,阿尔法工场
5887,2018-05-29,药明康德16连板 刷新年内最赚钱新股纪录,每日经济新闻
5888,2018-05-29,A股医药公司市值排行换位：药明康德赶超云南白药 跻身前三,e公司
5889,2018-05-29,药明康德连续16日涨停 中一签已大赚近11万元,金融界
5890,2018-05-29,药明康德16连板 日内换手率超过2%,证券时报网
5891,2018-05-29,“独角兽第一股”药明康德16涨停 创年内最赚钱新股记录,腾讯网
5892,2018-05-29,“独角兽”药明康德上市以来连续16个涨停,Wind
5893,2018-05-29,追逐“独角兽”谨防跟风 药明康德再发风险提示,中证报
5894,2018-05-29,蓝筹股回调IPO放缓 “打新神器”失灵,21世纪经济报道
5895,2018-05-28,只剩下14万手封单的药明康德本周或开板，追或不追？,和讯
5896,2018-05-28,先中药明康德再中“富士康” 刘永好兄长的公司频频打新,每日经济新闻
5897,2018-05-28,药明康德收获第15个涨停 风险投资脚步未停,证券时报
5898,2018-05-28,豪取15板！中签者便净赚10万，是否高估了，后市怎么走？,新浪
5899,2018-05-28,十大异动股点评：独角兽在A股无天花板？ 4牛涨停释资金剑走偏锋,巨丰财经
5900,2018-05-28,药明康德再度公告提示风险：已连续15日涨停，市盈率较高,Wind
5901,2018-05-28,药明康德再度提示风险：股票已连续15日涨停 市盈率较高,e公司
5902,2018-05-28,药明康德发布股价波动的风险提示公告,金融界
5903,2018-05-28,涨停板解密：三大板块受资金大力追捧！（5月28日）,Wind
5904,2018-05-28,巨丰资金流向：两市调整再现分化行情 酿酒板块再度走强,巨丰财经
5905,2018-05-28,机构五日抢筹3股 主力资金大量流入,证券时报
5906,2018-05-28,【太平洋证券策略】市场继续承压，等待信号明确,微信
5907,2018-05-28,港股异动︱药明康德15连板 旗下药明生物(02269)涨逾5%,智通财经
5908,2018-05-28,工业富联780138什么时候上市？富士康上市时间一览,银行信息港
5909,2018-05-28,快讯：药明康德豪取15板 旗下药明生物累计大涨22%,新浪
5910,2018-05-28,新药研发迎政策红利 药明康德引领CRO概念股,证券时报网
5911,2018-05-28,15涨停，药明康德何时到顶？总市值已达1231亿！,云掌财经
5912,2018-05-28,“独角兽第一股”药明康德15涨停,腾讯网
5913,2018-05-28,“独角兽”药明康德连续15个涨停，成年内最赚钱新股,Wind
5914,2018-05-28,开评：沪指低开0.14% 药明康德继续涨停,e公司
5915,2018-05-28,药明康德连续15涨停 总市值达1231亿元,金融界
5916,2018-05-28,富士康公布中签号 药明康德申购时间临近,南京晨报
5917,2018-05-28,巨丰早评：短线把握超跌反弹机会,巨丰财经
5918,2018-05-28,郑眼看盘：工业富联今日缴款 部分个股盘中可能深跌,每日经济新闻
5919,2018-05-27,药明康德14涨停创千亿元市值 北大夫妻登富豪榜,证券日报
5920,2018-05-27,药明康德开板后走势如何 这份次新股统计总结要看,中证网
5921,2018-05-27,药明康德14连板，同为独角兽的工业富联将会有几个涨停？,第一财经
5922,2018-05-27,200亿回归14天市值超千亿 药明康德有机会破3000亿吗,新浪
5923,2018-05-27,下周股市四大看点 六月行情猜想(附股),大众证券报
5924,2018-05-27,93只股票连续上涨3日或3日以上，次新股仍是连涨主力,Wind
5925,2018-05-26,游资追高博弈药明康德 机构集体出逃东方园林,财富动力网
5926,2018-05-25,药明康德载“誉”归来 千亿市值背后高商誉埋雷,华夏时报
5927,2018-05-25,公告精选：易事特实控人遭证监会罚没1.28亿元；药明康德再次提示风险,e公司
5928,2018-05-25,14连板！药明康德提示四大经营风险 呼吁投资者理性投资,第一财经
5929,2018-05-25,药明康德迎第14个涨停 湘财证券席位包揽龙虎榜买入前五,e公司
5930,2018-05-25,机构近三日卖出药明康德750万元，湘财证券旗下营业部疯狂抢筹,Wind
5931,2018-05-25,5月25日上市公司晚间公告速递,新浪
5932,2018-05-25,药明康德：股价异动 再次提示风险,e公司
5933,2018-05-25,药明康德：14连板提示投资者注意公司四大经营风险，理性投资,Wind
5934,2018-05-25,BAJ遇见CDR！独角兽回A加快，收下这份“红包”,--
5935,2018-05-25,今年以来最赚钱新股！药明康德连续14个涨停,第一财经
5936,2018-05-25,涨停板解密：汽车零部件相关股逆市又掀涨停潮！（5月25日）,Wind
5937,2018-05-25,揭秘涨停板：11股封板！汽车零部件热度未减,腾讯网
5938,2018-05-25,巨丰资金流向：两市调整加剧分化行情 汽车板块受主力青睐,巨丰财经
5939,2018-05-25,药明康德尾盘换手率增至2.33%，为上市以来新高,Wind
5940,2018-05-25,“独角兽”明星药明康德连续13个涨停 公司发布紧急“预警”,央视
5941,2018-05-25,工业富联巨额募资、药明康德遭爆炒，资金都被独角兽吸走了吗？,搜狐
5942,2018-05-25,新晋“网红”药明康德十四连板 股价突破百元,中证网
5943,2018-05-25,药明康德14涨停股价破百 成交量放大,e公司
5944,2018-05-25,"“独角兽”药明康德上市后连续14个涨停,股价突破百元",每经网
5945,2018-05-25,“独角兽”药明康德连续14个涨停，成年内最赚钱新股,Wind
5946,2018-05-25,药明康德中一签能赚多少 机构“捡漏”成大赢家,银行信息港
5947,2018-05-25,300750宁德时代申购价多少 宁德时代中一签能赚多少,银行信息港
5948,2018-05-25,药明康德14日连板：股价突破百元 市值达1119亿,和讯
5949,2018-05-25,药明康德14个涨停股价突破百元 总市值超越复星医药,金融界
5950,2018-05-25,晨讯|京东与科大讯飞推出“京飞计划”；金立重组方拟全面收购,凤凰网
5951,2018-05-25,新晋“网红”药明康德“有颜有料”又双叒叕封涨停市值勇破千亿,中证网
5952,2018-05-25,药明康德刷新年内最赚钱新股纪录，一签已赚7.6万,--
5953,2018-05-25,腾讯证券研究院|工业富联上市在即，可否刷新药明康德的暴涨神话？,腾讯网
5954,2018-05-25,生物医药千亿元阵营添丁 药明康德13个涨停挺进前五,证券日报
5955,2018-05-24,果然顶格申购100%中签 富士康中签率今晚出炉,中国基金报
5956,2018-05-24,千亿估值宁德时代IPO获批，低迷行情加快巨无霸独角兽上市的背后,和讯
5957,2018-05-24,千亿市值独角兽诞生！中签药明康德已赚7.6万，更有万亿市值独角兽在路上？警惕有风险,证券时报网
5958,2018-05-24,药明康德中一签赚7.6万 实控人夫妇身家超900亿,新浪
5959,2018-05-24,工业富联中签率最新出炉！不要让肥肉飞了！,中财网
5960,2018-05-24,郑眼看盘：大盘调整已充分 留意药明康德走势,每日经济新闻
5961,2018-05-24,连续13日涨停的药明康德提示风险：市盈率已高于行业,第一财经
5962,2018-05-24,公告精选：公安机关鉴定金盾股份的公章、财务专用章等均被伪造；连续13个涨停，药明康德提示风险,每日经济新闻
5963,2018-05-24,晚间重要公告2018年5月24日星期四,--
5964,2018-05-24,市盈率高于行业平均值 药明康德提示投资风险,北京商报网
5965,2018-05-24,药明康德提示风险：公司股票已连续13个交易日涨停,e公司
5966,2018-05-24,富士康IPO定价接近美的 “中奖”获利空间有多大,第一财经
5967,2018-05-24,药明康德：已连续13个交易日涨停，市盈率已高于行业,Wind
5968,2018-05-24,药明康德市值破千亿 单签收益刷新年内纪录,北京商报网
5969,2018-05-24,涨停板解密：汽车零部件相关股再度逆市受追捧！（5月24日）,Wind
5970,2018-05-24,收评：连续调整背后重要推手曝光 交易逻辑生变,中金在线
5971,2018-05-24,药明康德市值破千亿，生物药板块将启动,苏南网
5972,2018-05-24,药明康德市值破千亿 连续13个交易日涨停,财富动力网
5973,2018-05-24,药明康德成今年最赚钱新股，中一签可赚7.6万！,云掌财经
5974,2018-05-24,今日打新富士康 顶格申购必中签,新快报
5975,2018-05-24,药明康德再度一字涨停 总市值达到1017亿元,股城网
5976,2018-05-24,巨丰视角：创业板随时展开反弹,巨丰财经
5977,2018-05-24,药明康德13连板市值超千亿 中一签赚7.6万创纪录,搜狐
5978,2018-05-24,富士康申购 中签至少赚2万,中金在线
5979,2018-05-24,“独角兽第一股”药明康德市值突破千亿 成最赚钱新股,财界网
5980,2018-05-24,誉衡药业复牌连续第二天涨停 药明生物龙头概念股隐现？,财经网
5981,2018-05-24,药明康德连续13个涨停市值破千亿 成今年最赚钱新股,凤凰网
5982,2018-05-24,药明康德十三连板 市值破千亿元,中证网
5983,2018-05-24,“独角兽”药明康德上市后连续13个涨停，总市值突破千亿,Wind
5984,2018-05-24,“独角兽第一股”药明康德13涨停 市值破千亿,e公司
5985,2018-05-24,药明康德连续13日涨停总市值超千亿 成年内最赚钱新股,金融界
5986,2018-05-24,A股冲出一只独角兽！年内最赚钱新股诞生，中1签就赚6.49万元！,央视
5987,2018-05-24,市值破千亿 药明康德提示投资风险,北京商报网
5988,2018-05-23,"错过1次""悔半年"" 今年第一只100%中签新股来了",中国基金报
5989,2018-05-23,药明康德连收12个涨停板 不存在未披露的重大信息,e公司
5990,2018-05-23,5月23日A股龙虎榜揭秘，机构抢筹2股,--
5991,2018-05-23,上只独角兽中签赚了6.7万仍未开板！明天打新富士康，顶格申购100%中签！11个涨停市值破万亿,和讯
5992,2018-05-23,药明康德龙虎榜数据（5月23日）,Wind资讯
5993,2018-05-23,涨停板解密：汽车零部件相关股逆市集体火爆！（5月23日）,Wind
5994,2018-05-23,药明康德11连板市值破800亿元，誉衡药业复牌首日涨停，两家深度合作企业借生物药,财经网
