,2021-12-22,港股异动 | 中海油服(02883)早盘涨超5% 机构称国内加大能源安全保障利好海上油服等标的,智通财经
2388,2018-11-23,资本寒冬已经够惨了，一定要注意踩上这些世纪大雷！,并购优塾
2389,2018-11-22,人民大学首次发布“2018中国能源企业创新能力百强榜单”,光明网
2390,2018-11-22,【晨会纪要】策略丁文 银河证券晨会纪要—20181122,中国银河证券研究
2391,2018-11-21,受国际油价大幅下挫影响 石油石化板块跌幅居前 连续下跌,中证网
2392,2018-11-21,A股三大指数全线低开 石油石化板块跌幅居前,中新经纬
2393,2018-11-21,中海油服低开低走重挫5.37%报9.17元 成交3005万元,腾讯网
2394,2018-11-20,深入了解数百家上市公司“真相”后，我沉默了,微信
2395,2018-11-16,太会玩！一招洗大澡，喜提数亿账面利润？看不懂财报，只能当韭菜！,微信
2396,2018-11-16,一致预期：市场热情已被点燃 转折底已形成,巨丰财经
2397,2018-11-15,【晨会纪要】策略丁文 银河证券晨会纪要—20181115,中国银河证券研究
2398,2018-11-15,国际油价重挫 国内原油期货跌停,长沙晚报
2399,2018-11-15,午评：A股三大股指震荡 创投和独角兽概念领涨,证券之星
2400,2018-11-14,【异动股】可燃冰板块下挫，杰瑞股份(002353-CN)跌停,财华社
2401,2018-11-08,中国人民保险发挥保险功能作用，为高新领域国际合作注入动能,财经网
2402,2018-11-07,黄金板块逆市拉升，恒立实业罕见10连板,21世纪经济报道
2403,2018-11-06,机械制造：光伏行业有望迎来政策调整 荐4股,国海证券
2404,2018-11-02,资本寒冬已经够惨了，一定要注意避免踩上这些世纪大雷！,并购优塾
2405,2018-11-02,【川财研究所*业绩点评】中海油服（601808）：平台利用率提升，行业竞争加剧,川财研究
2406,2018-10-30,中海油服：前三季度亏损同比扩大净亏2.77亿元 亏损,Wind
2407,2018-10-30,中海油服：前三季度亏损2.76亿元,Wind
2408,2018-10-30,电气设备：前三季度光伏新增装机34.54GW,川财证券
2409,2018-10-29,机械制造：美石油活跃钻井数创5月来最大月增幅 持续看好油服行业,国海证券
2410,2018-10-28,机械制造：压裂设备需求强劲 荐5股,中泰证券
2411,2018-10-24,电气设备：1-9月全国规模以上港口货物吞吐量同比增2.6%,川财证券
2412,2018-10-24,石油产业链个股全线杀跌 中国石油跌近3%,第一财经
2413,2018-10-24,快讯：石油产业链个股全线大跌 中国石油跌超4%,新浪
2414,2018-10-23,电力：海阳核电1号机组具备商运条件,川财证券
2415,2018-10-19,计算机行业：关注三季度业绩确定性强的公司,金融界
2416,2018-10-18,港股异动︱受国际油价拖累 “三桶油”及油服股集体下挫,智通财经
2417,2018-10-17,油气改革板块下跌 海越能源跌逾8%,证券时报网
2418,2018-10-17,石油产业链个股重挫 中曼石油跌逾9%,e公司
2419,2018-10-17,电气设备：10月上旬LNG价格旬环比降1.2%,川财证券
2420,2018-10-15,[同步大市-A评级]机械行业周报：布油回调至80美元附近 但仍处利于油气勘探开采扩张区间,中财网
2421,2018-10-15,[增持评级]机械设备行业周报：油服：回调创加仓机会!加大煤机龙头推荐!持续看好工程机械、半导体设备龙头!,中财网
2422,2018-10-14,机械制造：美国本周石油钻井数增加8台 持续看好油服行业,国海证券
2423,2018-10-11,港股全日总结：恒指挫926点，近十七个月低，腾讯及科技股受压,理财18
2424,2018-10-11,港股半日总结：恒指挫986点，腾讯、舜宇及瑞声均跌逾7%,理财18
2425,2018-10-11,港股异动︱受国际油价拖累 安东油田服务(03337)跌15.27%,智通财经
2426,2018-10-10,油价上升石油股续高飞 中海油涨2％ 中石化反弹1％,经济通
2427,2018-10-09,[港股异动]油气板块整体活跃 中海油服(02883.HK)涨超6%,格隆汇
2428,2018-10-09,港股异动︱受国际原油价格影响 中海油服(02883)涨逾8%,智通财经
2429,2018-10-08,机械设备行业：油服 板块性大机会！力推工程机械、半导体设备龙头,中证网
2430,2018-10-04,港股总结：恒指跌467点友邦腾讯弱燃气股逆市弹,理财18
2431,2018-10-04,[港股异动]沙特、俄罗斯同意增产 石油概念股跌幅扩大,格隆汇
2432,2018-10-04,恒生指数收跌1.73%，恒生国企指数跌2.21%。,Wind
2433,2018-10-04,港股半日总结：恒指跌456点中资金融股、油股及友邦受压,理财18
2434,2018-10-02,布油创近四年新高，国内成品油三连涨，火热还要持续多久？,Wind
2435,2018-09-28,【晨会纪要】策略丁文 银河证券晨会纪要—20180928,中国银河证券研究
2436,2018-09-28,【机械】王华君、朱荣华：国家能源安全驱动，中石油开启冬季施工！油服板块性行情趋势向上！20180927,中泰证券研究所
2437,2018-09-27,油服大底反转 配置时机来临,巨丰财经
2438,2018-09-26,09月26日 27只股票封板 交运物流板块涨幅最大,每日经济新闻
2439,2018-09-26,电气设备：1-8月全国原油加工量同比增长8.7% 荐7股,川财证券
2440,2018-09-26,【新时代机械郭泰团队】 研发抵税专题研究：全行业降低企业税赋，进一步助力高端制造领域,机械泰通
2441,2018-09-26,港股异动︱国际油价创新高 中海油(00883)涨4.64%,智通财经
2442,2018-09-26,油价攀升至四年高位 4只概念股受机构关注藏“升”机,证券日报
2443,2018-09-25,09月25日 17只股票封板 航天航空板块涨幅最大,每日经济新闻
2444,2018-09-25,燃气板块盘中震荡上扬 中天能源领涨,证券时报网
2445,2018-09-25,上海自贸区概念盘中集体拉升 长江投资涨停,长江有色
2446,2018-09-25,石油石化行业专题报告-天然气系列(1):中国天然气需求和进口将高速增长,平安证券
2447,2018-09-21,CFi收盘揭秘:一口号竟引爆A股大涨 吃饭行情来了？,中财网
2448,2018-09-21,【平安重点】行业专题报告*石油石化*天然气系列（1）：行业供需格局、驱动力分析及其展望*强于大市,平安研究
2449,2018-09-20,中海油服：9月19日融资余额为3.45亿元，较前一日骤增6.35%,Wind资讯
2450,2018-09-19,港股全日总结：恒指升322点，中资金融、内需及车股造高,理财18
2451,2018-09-19,"机械设备行业周报:国际油价反弹,油服装备板块持续看好",国海证券
2452,2018-09-18,"机械行业周报:资本开支迎来上升期,继续看好油服及设备行业",正点财经
2453,2018-09-18,机械行业：油服板块景气度持续 长期看好半导体装备产业发展,东北证券
2454,2018-09-18,"化工行业周报:尿素、PVA上涨,继续关注复苏初期及新材料子行业",上海证券
2455,2018-09-18,机械行业:本周暂停,信达证券
2456,2018-09-17,政策驱动页岩气行业盈利能力提升 7股潜力显现,证券日报
2457,2018-09-17,【异动股】石油板块快速拉升 潜能恒信(300191-CN)涨停,财华社
2458,2018-09-17,午后采掘服务服务板块拉升走高 潜能恒信涨停,中国经济网
2459,2018-09-17,油气装备与服务行业：海油、页岩气边际增量弹性大,中证网
2460,2018-09-17,机械制造：油服装备板块持续看好 荐6股,国海证券
2461,2018-09-17,中国LNG价格突破去年高点 哪些天然气概念股有望受益,金融界
2462,2018-09-17,【太平洋证券今日早读】固收：基建仍在下滑，消费有所回暖|油服行业深度报告|医疗、新能源汽车行业追踪20180917,太平洋证券研究
2463,2018-09-13,资金抢筹！政策+市场双驱动，天然气成最强风口,Wind
2464,2018-09-13,采掘服务板块领涨两市,红周刊
2465,2018-09-13,午评：三大股指震荡下行沪指涨0.14% 医药股全线受挫,新浪
2466,2018-09-13,港股异动︱国际油价重回上行轨道 石油股全线上涨,智通财经
2467,2018-09-13,快讯：海工装备板块再度走强宝德股份连续3天涨停,新浪
2468,2018-09-11,9月11日复盘:已进入可投区域 主力重点出击3股(名单),新浪
2469,2018-09-11,涨停板复盘:沪指盘中创2年半新低 成交额不足千亿,新浪
2470,2018-09-11,09月11日 收盘突破年线个股一览,每日经济新闻
2471,2018-09-11,收评：三大股指宽幅震荡沪指跌0.18% 可燃冰板块领涨,新浪
2472,2018-09-11,收评:三大股指宽幅震荡沪指跌近0.3% 可燃冰板块领涨,新浪
2473,2018-09-11,港股异动︱国际原油近期持续上涨 中海油田服务(02883)现涨逾5%,智通财经
2474,2018-09-11,股市快讯：可燃冰午后持续走强 海默科技涨停,中国经济网
2475,2018-09-11,科技股强势复苏！创业板指午盘涨近1%，周期惨遭重挫,每日经济新闻
2476,2018-09-11,山西证券：沪指创阶段新低 短期或出现反弹,山西证券
2477,2018-09-11,巨丰投顾：大盘探底回升 两大投资主题可以逢低关注,巨丰财经
2478,2018-09-11,【晨会纪要】策略丁文 银河证券晨会纪要—20180911,中国银河证券研究
2479,2018-09-11,午评：三大股指触底反弹沪指涨0.3% 创指收复1400点,新浪
2480,2018-09-11,【盘中动态】油服板块异动拉升 机构揭秘上涨逻辑,每日经济新闻
2481,2018-09-11,油服板块全线走强 中海油服涨6%,证券时报网
2482,2018-09-11,油服板块异动拉升 通源石油涨停,e公司
2483,2018-09-11,油服板块集体走强，通源石油、海默科技大涨7%,Wind
2484,2018-09-11,快讯：可燃冰板块持续走高 通源石油涨近6%,新浪
2485,2018-09-10,人力资源共享服务中心HRSSC，开启中海油服“双重身份”新模式,全球财经网
2486,2018-09-10,机械制造：国务院印发促进天然气发展若干意见 荐3股,银河证券
2487,2018-09-09,机械制造：锂电设备进入招标旺季 荐8股,东吴证券
2488,2018-09-07,【晨会纪要】策略丁文 银河证券晨会纪要—20180907,中国银河证券研究
2489,2018-09-07,【川财研究所*每日晨报】20180907：发改委再推民间资本参与PPP项目,川财研究
2490,2018-09-07,【东吴晨报0907】【中报总结】机械【个股】宁德时代、融信中国等,东吴研究所
2491,2018-09-06,石化油服：为什么油服板块能够走出并继续自己的独立行情？,东北证券
2492,2018-09-06,热点追踪：军工板块基本面改善，积极关注,国元财富管理
2493,2018-09-06,今日涨停板股票预测：9月6日两大题材有望爆发,金融界
2494,2018-09-05,国务院发文促进天然气发展 将加大勘探开发力度,e公司
2495,2018-09-04,机械行业2018年中报总结：机械行业景气延续板块分化龙头表现亮眼,顶尖财经网
2496,2018-09-03,机械制造：我国油气勘探开发提速 石油装备与服务将强力反弹,中银国际
2497,2018-09-02,机械制造：持续力推油服板块 荐5股,中泰证券
2498,2018-09-01,【民生策略】周期支撑A股上半年业绩，中小创业绩回落——A股2018年半年报分析,策略研究猿
2499,2018-09-01,【太平洋机械】行业点评： 油服板块逻辑转变，强政策背书下的高确定性机会,太平洋机械大讲堂
2500,2018-08-31,【安信机械】公司快报-中海油服：海油市场底部复苏，Q2业绩环比扭亏为盈,--
2501,2018-08-31,【机械】油服行业：油服大底反转，配置时机来临,中银国际证券研究
2502,2018-08-30,【异动股】油服板块表现活跃 金虹控股(000669-CN)涨停,财华社
2503,2018-08-30,闷声上涨一板块赚钱效应不输5G 机构高呼：大底反转配置良机,证券时报网
2504,2018-08-30,库存下降超预期支撑油价高位 油气股值得关注,证券之星
2505,2018-08-30,快讯：采掘服务板块高开高走 中矿资源大涨超7%,新浪
2506,2018-08-29,机械：当前是布局油服及设备投资的好时机,太平洋证券
2507,2018-08-28,[增持评级]机械设备行业周报：油服：板块性大机会!国家能源安全+业绩拐点初显! 工程机械龙头：中报业绩靓丽 持续力推!,中财网
2508,2018-08-28,机械行业:国企改革迎来催化 多家机械制造企业入选“双百企业”,联合钢铁网
2509,2018-08-28,8月28日券商晨会研报汇编,证券日报
2510,2018-08-28,【机械】王华君、许忠海（联系人）、朱荣华：油服行业深度：国家能源安全！板块性大机会！20180827,中泰证券研究所
2511,2018-08-28,机械行业:浙江鼎力,信达证券
2512,2018-08-27,机械制造：下半年海洋油服行业景气度有望进一步提升 荐9股,中信建投
2513,2018-08-26,[买入评级]中海油服(601808)中报点评：二季度单季盈利拐点渐显 明后年业绩弹性大,中财网
2514,2018-08-25,中字头股大单扫货人气飙升 长线机构布局14只个股,证券日报
2515,2018-08-23,[中性评级]中海油服(601808/02883.HK)中报点评：2Q18业绩符合预期;复苏缓慢 维持中性,中财网
2516,2018-08-23,中海油服上半年亏损收窄不派息 A股挫2.6％ 亏损,经济通
2517,2018-08-23,中海油服（601808）：需求复苏，价格待启动【天风石化张樨樨团队】,樨樨和她的油气小伙伴
2518,2018-08-23,【天风石化】中海油服：19Q3业绩小幅超预期，钻井平台使用率持续提升,樨樨和她的油气小伙伴
2519,2018-08-23,【石化】中海油服：需求复苏，价格待启动,天风研究
2520,2018-08-23,中海油服：2018年半年度主要财务指标,上交所
2521,2018-08-23,中海油服：2018年董事会第三次会议决议公告,上交所
2522,2018-08-22,中海油服：2018年前三季度业绩报告预告,上交所
2523,2018-08-22,中海油服：上半年亏损同比收窄净亏3.75亿元 亏损,Wind
2524,2018-08-22,采掘服务板块早盘拉升走高 仁智股份上涨逾3%,中国经济网
2525,2018-08-21,天然气设备业绩大年订单满满 多只股可以关注,证券之星
2526,2018-08-20,【机械】王华君、朱荣华：国家能源安全：海油、页岩气边际增量弹性大！20180819,中泰证券研究所
2527,2018-08-18,油服：从全球三巨头财报，看全球油服景气持续向上【中泰机械 王华君团队】,中泰机械
2528,2018-08-17,浙商证券：油价托底、政策加持 油气产业链投资高峰将至,证券时报网
2529,2018-08-17,[看好评级]机械行业点评：国企改革迎来催化 多家机械制造企业入选“双百企业”,中财网
2530,2018-08-17,[看好评级]油服行业专题报告一(专用设备行业)：油价托底、政策加持 油气产业链投资高峰将至,中财网
2531,2018-08-16,油气板块早盘集体回调 通源石油跌逾4%领跌,中国经济网
2532,2018-08-15,华龙证券：市场短线重心上移 反弹行情有望持续,华龙期货
2533,2018-08-15,反复磨底 新的反弹正在酝酿,中金在线
2534,2018-08-15,化工行业日报：7月化学原料和制品制造业增加值增长3.5%,中财网
2535,2018-08-15,巨丰投顾：市场反弹仍有高点 紧盯一类股,巨丰财经
2536,2018-08-15,浙商早班车2018.08.15,浙商证券研究所
2537,2018-08-14,【解盘论市】机构：三季度创业板指数大概率会上升,Wind
2538,2018-08-14,沪深两市周二震荡盘整 中海油服涨逾4%,股城网
2539,2018-08-14,五大机构预测明日走势 新反弹正在酝酿,中金在线
2540,2018-08-14,8月14日突破半年线个股乖离率排名一览表 今日32只A股价格突破半年线,股城网
2541,2018-08-14,容维证券刘思山：股市没有大的下跌空间 正在反复磨底,中金在线
2542,2018-08-14,十大机构预测明日大盘走势 震荡整理何时终结？,证券之星
2543,2018-08-14,中海油服油田生产事业部破解稠油油田低产难题,科技日报
2544,2018-08-14,8月14日复盘：缩量后的演变 主力重点出击10股(名单),新浪
2545,2018-08-14,涨停板复盘：创业板指跌近1% 两市成交量创半年新低,新浪
2546,2018-08-14,巨丰收评：短线重心向上 反弹仍有高点,巨丰财经
2547,2018-08-14,国家能源安全要求加大油气勘探开发！板块性投资机会有望到来！,顶尖财经网
2548,2018-08-14,沪深两市低位震荡二胎概念股逆市活跃,搜狐
2549,2018-08-14,三大股指早盘宽幅震荡 创业板跌逾1%,股城网
2550,2018-08-14,8月14午间策略：延续震荡整固 热点轮动关注量能,中证网
2551,2018-08-14,能源行业走强,红周刊
2552,2018-08-14,巨丰午评：大盘缩量整固 周期股接力上行,巨丰财经
2553,2018-08-14,午评：创指下跌逾1%沪指跌0.50% 采掘服务再度崛起,新浪
2554,2018-08-14,快讯：油服概念股再度崛起 海油工程涨逾4%,中国经济网
2555,2018-08-14,快讯：采掘服务板块再度崛起 中矿资源领涨,新浪
2556,2018-08-10,专家诊股：中国铁塔宜中长线投资 石油股可先行套现,金融界
2557,2018-08-09,A股再演绝地反击：创业板盘中涨逾4%，计算机板块掀涨停潮,澎湃新闻
2558,2018-08-09,石油天然气行业热点速评：中国宣布推进能源自足战略 利好油服公司,中财网
2559,2018-08-09,化工行业日报：OECD：全球每年产生3亿吨塑料垃圾,中财网
2560,2018-08-09,巨丰早评：政策利好再次降临,巨丰财经
2561,2018-08-08,股市震荡筑底将是大概率事件,中财网
2562,2018-08-08,各机构明日大盘走势预测观点分析汇总（8月8日）,南方财富网
2563,2018-08-08,基建仍为市场热点 弱势行情下把握主旋律,中财网
2564,2018-08-08,可燃冰居板块涨幅榜前列,红周刊
2565,2018-08-08,收评：创指遭重挫沪指跌1.27% 采掘服务领涨,新浪
2566,2018-08-08,巨丰收评：反弹成果回吐殆尽,巨丰财经
2567,2018-08-08,采掘服务、水泥板块涨幅榜前列,红周刊
2568,2018-08-08,沪指震荡整理 创业板指跌近1%,中财网
2569,2018-08-08,巨丰午评：大盘缩量整理 石油板块风光无限,巨丰财经
2570,2018-08-08,第四桶油中化能源即将在港上市 石油股值得关注,证券之星
2571,2018-08-08,能源设备板块走强 石化机械等3股涨停,证券时报网
2572,2018-08-08,联讯证券：沪指小双底若形成则剑指3139点,联讯证券
2573,2018-08-08,巨丰热点：国际油价反弹刺激石化油服板块继续活跃,巨丰财经
2574,2018-08-08,油服板块持续拉升,证券之星
2575,2018-08-08,石油化工股延续强势 六国化工等盘中涨停,证券时报网
2576,2018-08-08,中海油服涨停，报10.36元,腾讯网
2577,2018-08-08,油服板块逆势活跃，通源石油冲击涨停,Wind
2578,2018-08-08,市场做多氛围回暖 基建消费大科技等三大板块被看好,广州日报
2579,2018-08-08,巨丰早评：反弹高度需看量能,巨丰财经
2580,2018-08-07,巨丰收评：市场呈现普涨格局,巨丰财经
2581,2018-08-07,三大股指V型反转沪指涨2.74% 采掘服务领涨,新浪
2582,2018-08-07,油服板块高开高走背后，这一超级亮点力保产业三年高增长,Wind
2583,2018-08-07,午间机构策略：两市迎来V型逆转 短期或有反弹行情,证券时报网
2584,2018-08-07,巨丰午评：大盘V型反弹,巨丰财经
2585,2018-08-07,午评：三大股指集体反弹沪指涨1.43% 采掘服务领涨,新浪
2586,2018-08-07,油气板块早盘全线走强 3股涨停,经济日报
2587,2018-08-07,股市快讯：采掘服务板块盘初拉升 通源石油涨停,中国经济网
2588,2018-08-07,快讯：采掘服务板块持续走强 贝肯能源强势封板,新浪
2589,2018-08-07,快讯：可燃冰板块高开高走 天科股份直线封涨停,新浪
2590,2018-08-06,【机械】王华君、许忠海（联系人）：油服：从全球三巨头财报，看全球油服景气持续向上-20180805,中泰证券研究所
2591,2018-08-05,机械制造：坚定战略推荐油服及半导体设备板块 荐5股,中泰证券
2592,2018-08-02,金融人zuì重要的两件事：吻到心上人，找到对的投资标的,并购优塾
2593,2018-07-31,[推荐评级]机械设备行业周报：消费夯实中国经济高质量发展根基 看好新消费设备,中财网
2594,2018-07-31,建筑装饰行业跌幅最大,红周刊
2595,2018-07-31,午评：两市宽幅震荡沪指跌0.03% 采掘服务板块崛起,新浪
2596,2018-07-31,7月31日早间行业热点聚焦,中证网
2597,2018-07-31,化工行业日报：上半年化工行业增加值同比增长3.6%,中财网
2598,2018-07-30,重磅人事！杨华任中化能源董事长,慧聪网
2599,2018-07-30,[增持评级]机械设备行业周报：稳内需、扩基建持续升温 力推工程机械龙头!战略推荐油服、半导体设备龙头,中财网
2600,2018-07-27,化工行业日报：全球翻新胎市场有望年均增长近5%,中财网
2601,2018-07-25,7月25日券商晨会研报汇编,证券日报
2602,2018-07-24,石油天然气行业调研纪要：油服行业复苏途中;下半年业绩有望集中释放,中财网
2603,2018-07-24,化工行业日报：TPC明年初将建世界级裂解装置和石化工厂,中财网
2604,2018-07-24,"机械设备行业周报:工业互联网再迎政策利好,持续看好消费属性设备投资机会",国海证券
2605,2018-07-20,7月20日券商晨会研报汇编,证券日报
2606,2018-07-20,化工行业日报：中国首船亚马尔LNG经北极航道运抵江苏,中财网
2607,2018-07-18,新书上线！神不知鬼不觉，财务数据大变！这些会计准则不搞懂，摆脱不了韭菜命运！,并购优塾
2608,2018-07-18,油服与设备行业周报：继续推荐杰瑞股份等业绩优异标的,中财网
2609,2018-07-17,新书上线！仔细研究完这些会计调节案例，你就是财务分析大神！,并购优塾
2610,2018-07-17,国产“海途”装上物探船,科技日报
2611,2018-07-17,7月17日券商晨会研报汇编,证券日报
2612,2018-07-17,化工行业日报：6月我国原油生产同比下降2.3%,中财网
2613,2018-07-17,石油化工行业周报：油价回升但地缘政治风险仍存,中财网
2614,2018-07-17,"机械设备行业周报:扩大内需成为下半年战略基点,持续看好新消费板块设备投资机会",国海证券
2615,2018-07-16,优塾新书上线！看完这万字总结，你的投资要成精！,并购优塾
2616,2018-07-13,化工行业日报：辽宁出台危化品企业搬迁改造方案,中财网
2617,2018-07-12,机械行业周报：国务院印发《打赢蓝天保卫战三年行动计划》 天然气勘探开发将进入增长通道,中财网
2618,2018-07-12,国内首套自主研发海上三维地震导航系统装上物探船,国资委
2619,2018-07-11,天津上市公司员工均薪竟然赢了北上广深,投资时报
2620,2018-07-11,化工行业日报：化学原料和制品制造业出厂价格同比上涨8.3%,中财网
2621,2018-07-10,【异动股】油服板块尾盘拉升 宏达矿业(600532-CN)涨停,财华社
2622,2018-07-10,化工行业日报：埃萨石油完成炼油厂扩能改造项目,中财网
2623,2018-07-09,[增持评级]机械设备行业周报：中报预增季 力推油服龙头、工程机械龙头、半导体设备等,中财网
2624,2018-07-09,采掘服务早盘集体走强 潜能恒信等涨停,中国经济网
2625,2018-07-08,新书上线！仔细研究这些会计调节案例，进阶财务分析大神！,并购优塾
2626,2018-07-06,中海油服跌1.77%，创年度新低，报8.90元,腾讯网
2627,2018-07-06,机械行业周报：从特朗普要求沙特增加原油产量看原油供需平衡变化,中财网
2628,2018-07-04,神不知鬼不觉，财务数据大变！这些会计准则不搞懂，摆脱不了韭菜命运！,并购优塾
2629,2018-07-04,7月4日券商晨会研报汇编,证券日报
2630,2018-07-03,[推荐评级]油气钻采服务行业重大事项点评：供需向好叠加多方博弈助推油价上涨 看好油服行业景气上行,中财网
2631,2018-07-03,五大券商周三看好6板块50股,证券之星
2632,2018-07-03,【金融工程】唐军：中泰金工事件驱动周报主营产品涨价及冷门股效应-20180702,中泰证券研究所
2633,2018-07-03,"机械设备行业周报:短期原油供给短缺预期提升,持续看好超跌优质标的",国海证券
2634,2018-07-02,不寒而栗！不会分析这些会计调节问题，你将永远摆脱不了韭菜命运,并购优塾
2635,2018-07-02,我国全球头次试开采可燃冰成功 可燃冰概念股有哪些?,南方财富网
2636,2018-06-29,新书上线！别再纠结没有好的投资标的了，金融人升职加薪要靠它,并购优塾
2637,2018-06-29,等了十年，就看这波！高油价运行之下，油服行业春天要来了！,上海有色
2638,2018-06-28,快讯：油气板块盘初集体走强 中矿资源涨停,中国经济网
2639,2018-06-28,国际原油期货价格创新高 石油化服板块逆势走强,证券时报网
2640,2018-06-28,港股异动︱国际原油大涨 中石化(00386)领涨“三桶油”,智通财经
2641,2018-06-28,【川财研究*每日晨报】20180628：规模以上工业企业利润继续回升,川财研究
2642,2018-06-28,【川财研究*每日复盘】20180627： 中小板机械行业二季度盈利增速领先,川财研究
2643,2018-06-28,[中性评级]中海油服(601808/02883.HK)调研纪要：实现战略转型前面临成本压力;维持中性,中财网
2644,2018-06-27,午评：沪指宽幅震荡跌0.45% 纺织和造纸板块逆市活跃,新浪
2645,2018-06-27,石油板块领涨 惠博普封涨停板,腾讯网
2646,2018-06-27,中海油服：油价上行 海上油服龙头复苏将至,川财证券
2647,2018-06-26,[增持评级]机械设备行业周报：OPEC协议好于预期 油价大涨;持续战略看好油服!力推工程机械龙头、优质成长股,中财网
2648,2018-06-26,[增持评级]油气装备与服务行业点评报告：油服：OPEC维也纳会议好于预期 油价大涨战略看好油服 力推杰瑞股份等,中财网
2649,2018-06-26,"机械设备行业周报:央行降准释放流动性,看好超跌优质标的",国海证券
2650,2018-06-25,优塾新书来了！只有吃透会计准则，才能玩转更高级的财务分析！,并购优塾
2651,2018-06-25,沪指高开回落涨0.17%,红周刊
2652,2018-06-25,午评:沪指涨0.17%创业板指涨0.86% 债转股概念股爆发,新浪
2653,2018-06-25,巨丰热点：国际油价上涨刺激油服股走强 惠博普盘中涨停,巨丰财经
2654,2018-06-25,快讯:产油国决定增加原油产量 采掘服务板块早盘走高,新浪
2655,2018-06-25,快讯：油气概念股早盘全线走强 惠博普涨停,中国经济网
2656,2018-06-25,快讯：采掘服务快板早盘早盘走高 惠博普涨停,新浪
2657,2018-06-24,会计调节手段无处不在！搞懂这个，你的财务分析才能进入高级水平！,并购优塾
2658,2018-06-21,机械行业:本周暂停,信达证券
2659,2018-06-20,申万宏源：油价中枢上行对石油开采板块形成利好,顶尖财经网
2660,2018-06-18,让你的财务分析进入高阶水平！如何利用会计准则调节业绩，必须看懂！,并购优塾
2661,2018-06-15,"【申万石油化工】市场恢复供需平衡,静待月底OPEC减产结果——6月国际原油价格跟踪点评",微信
2662,2018-06-14,神不知鬼不觉，财务数据大变！这些会计准则不搞懂，摆脱不了韭菜命运！,并购优塾
2663,2018-06-14,券商看市：市场反复震荡磨底 中线不宜过度悲观,中证网
2664,2018-06-14,6月国际原油价格跟踪点评：静待月底OPEC减产结果,顶尖财经网
2665,2018-06-14,105只股即将实施分红（名单）,证券时报
2666,2018-06-14,申万宏源：美联储上调加息次数至4次,中证网
2667,2018-06-12,机械设备行业周报:持续关注核心零部件国产化投资机会,国海证券
2668,2018-06-11,[增持评级]机械设备行业周报：5月挖掘机销量增71% 坚定推荐工程机械龙头战略看好油服、半导体设备、机器人、军民融合,中财网
2669,2018-06-10,我们终于出新书了！会计准则，其实才能体现财务水平的更高境界！,并购优塾
2670,2018-06-08,近七成A股公司中报业绩预喜，油服板块将持续向好,证券日报
2671,2018-06-08,近七成A股公司中报业绩预喜油服板块将持续向好,证券日报
2672,2018-06-07,中海油服：2017年年度权益分派实施公告,上交所
2673,2018-06-07,"机械行业:中石油发布低碳发展路线图,天然气将成清洁能源主力",中证网
2674,2018-06-04,"机械设备行业周报:自主可控进程加速,关注机器人板块投资机会",国海证券
2675,2018-05-31,巨丰热点：国际油价大涨刺激油服股走强,巨丰财经
2676,2018-05-31,快讯：采掘服务板块早盘崛起 惠博普涨停,中国经济网
2677,2018-05-31,黑色周三 大盘狂泻2.53%主动股基97%在下跌,金融界
2678,2018-05-31,"机械行业周报:油服行业不改复苏趋势,继续看好半导体制程设备国产化、工业基础件国产化",证券之星
2679,2018-05-30,[推荐评级]机械行业周报：发改委推出居民用气价格改革方案 油气开发有望受益,中财网
2680,2018-05-30,银河证券晨会纪要-180530,银河证券
2681,2018-05-28,专家:美国本周非农数据倘强劲 6月势加息,中泰金融国际
2682,2018-05-28,今日午评：三大股指全线探底回升 世界杯概念抢眼,中财网
2683,2018-05-28,油服行业：油价短期回调不改中长期趋势力推杰瑞股份等,顶尖财经网
2684,2018-05-28,[增持评级]机械设备行业周报：油价短期波动不改中长期趋势 持续战略看好油服!力推半导体设备、机器人、军民融合!,中财网
2685,2018-05-28,【异动股】石油板块全线下挫 仁智股份(002629-CN)跌超6%,财华社
2686,2018-05-28,快讯：石油化工板块持续下挫 中油工程跌近6%,新浪
2687,2018-05-28,石油化工板块开盘小幅下跌,证券之星
2688,2018-05-28,[推荐评级]通用机械行业周报：工程机械和油气产业链仍处于偏底部位置,中财网
2689,2018-05-25,【异动股】石油板块跌幅居前 通源石油(300164-CN)跌超3%,财华社
2690,2018-05-25,【太平洋证券?今日早读】医药-鱼跃医疗首次覆盖点评|策略：五重因素掣肘A股情绪|机械行业、鱼跃医疗深度报告（20180525）,太平洋证券研究
2691,2018-05-25,机械行业:中航光电,信达证券
2692,2018-05-24,[看好评级]机械行业深度报告：弱化短期波动 布局2-3年油服及设备上升通道,中财网
2693,2018-05-24,中海油服：5月23日融资余额为4.87亿元，较前一日骤增6.88%,Wind资讯
2694,2018-05-23,腾讯证券研究院|油价上涨板块异动，历史数据告诉你如何“趋利避害”,腾讯网
2695,2018-05-23,沪深300成分股将迎调整 32股潜在受益,大众证券报
2696,2018-05-22,[增持评级]石油化工行业跟踪报告：中美能源合作有望进一步提升,中财网
2697,2018-05-21,机械制造：布油一度破80美元 荐3股,中泰证券
2698,2018-05-21,【太平洋证券?今日早读】医药行业点评|策略-估值跟踪：通胀预期兑现中|必康股份公司点评|中航资本深度报告（20180521）,太平洋证券研究
2699,2018-05-19,烈“油”燎原 “中石油”都坐不住了 如何选择合适标的？,证券之星
2700,2018-05-19,股指下探回升下周将临大考,产经新闻
