,2021-12-27,国泰君安 | 信用债发行结果日报,国泰君安债券资本市场部
3744,2020-01-11,国泰君安证券研究所捧得“中国卓越IR最佳研究机构合作伙伴”奖项,国泰君安证券研究
3745,2020-01-10,国君十年老将“转会”浙商证券，刚拿下新财富白金分析师,中国基金报
3746,2020-01-10,券商集团谁执牛耳,证券市场周刊
3747,2020-01-10,证券业迎来“收官红”，六成券商净利同比增超60%，中信证券全年盈利破百亿,环球老虎财经
3748,2020-01-10,国泰君安(02611-HK)2019年12月净利润9.43亿元人民币,财华社
3749,2020-01-10,27家券商传喜报：2019年净利营收双增长,证券日报
3750,2020-01-09,国泰君安(02611)12月公司净利润9.4亿元 同比下降18.8% 盈利能力下降,智通财经
3751,2020-01-09,国泰君安(02611.HK)12月母公司净利润9.43亿元同比18.54%,格隆汇
3752,2020-01-09,国泰君安(601211.SH)：实控人拟增持不超2%的股份 已增持8万股H股,格隆汇
3753,2020-01-09,国泰君安(601211.SH)：2019年12月母公司净利跌18.54%至9.43亿元 盈利能力下降,格隆汇
3754,2020-01-09,国泰君安：2019年12月实现净利润9.43亿元,中证网
3755,2020-01-09,国泰君安：母公司去年12月净利9.43亿元,第一财经
3756,2020-01-09,国泰君安(601211.SH)：实控人上海国际集团增持期届满累计增持1.24亿股H股,格隆汇
3757,2020-01-09,国泰君安(02611.HK)：上海国际集团累计增持公司1.24亿股H股,格隆汇
3758,2020-01-08,国泰君安：五星君弘荣获新浪券商APP风云榜三项大奖,国泰君安
3759,2020-01-08,中国为什么需要特斯拉？,猎云网
3760,2020-01-08,国泰君安(601211.SH)：2020年公司债券(第一期)票面利率定为3.37%,格隆汇
3761,2020-01-07,最牛板块浮出水面！指数月线拉出7连阳，12股单日大涨超20%！,券商中国
3762,2020-01-06,国泰君安为投资者第一时间在线开通新三板,上证报
3763,2020-01-03,国泰君安：海螺水泥目标价62.1港元 下调至收集评级 投资评级恶化,新浪
3764,2020-01-03,国泰君安国际：移动广告业务在互联网经济的占比日渐重要 看好兑吧(01753.HK)业务发展建议目标价6.17港元,格隆汇
3765,2020-01-03,国泰君安：三大动力将推动“春季躁动”行情,证券日报
3766,2020-01-02,国泰君安：截至2019年底公司可转债累计转股14359股,中证网
3767,2020-01-02,国泰君安(02611.HK)A股可转债累计转股数量为1.44万股,格隆汇
3768,2020-01-01,2442亿元！2019年A股IPO融资创6年新高,巨丰财经
3769,2019-12-31,发审委员孙小波被判：受贿778万元 案涉45家上市公司 其他违规处罚,腾讯网
3770,2019-12-31,发行规模创历史新高 2019年可转债市场井喷,中证报
3771,2019-12-30,A股共发生137宗大宗交易成交37.73亿元（12月30日）,Wind
3772,2019-12-30,《证券法》落地开启行业发展新时代 龙头券商股配置价值凸显,证券日报
3773,2019-12-30,上海证券市场大宗交易公开信息(2019-12-30),上交所
3774,2019-12-30,国泰君安今日大宗交易成交560万股，成交价15.99元折价14.4%,Wind
3775,2019-12-30,国泰君安大涨5.35% 成交额90240万元,中新经纬
3776,2019-12-28,【中原非银】证券行业2020年中期投资策略：全面深化资本市场改革快速推进，证券行业驶入高质量发展的快车道,中原证券研究所
3777,2019-12-27,国泰君安：降中银香港(02388)至“收集”评级 下调目标价至33.09港元 投资评级恶化,智通财经
3778,2019-12-26,券商今年以来科创板跟投浮盈近26亿元 中金中信国泰君安三家占比超四成,中证报
3779,2019-12-26,2019券商改革多点开花，业绩估值双提升,证券日报
3780,2019-12-25,科创板跟投赚钱哪家强？ 27家券商合计浮盈近26亿,中证报
3781,2019-12-25,国泰君安：决定行使“15国君Y1”发行人赎回选择权,中证网
3782,2019-12-25,1700亿券商突传大消息！十年老将遭挖角，刚拿下新财富白金分析师，从副所长“变身”副总待遇！,中国基金报
3783,2019-12-23,中资券商股跟随A股下跌 国泰君安(2611.HK)跌超4%领跌,格隆汇
3784,2019-12-20,国泰君安：2019年第五期短期融资券兑付完成 本息共计约30.20亿元,中证网
3785,2019-12-20,国泰君安(601211.SH)完成兑付2019年第五期短期融资券,格隆汇
3786,2019-12-20,36家上市券商前三季获逾27亿元补贴,Wind
3787,2019-12-19,中证监对国泰君安(601211.SH)开展股指期权做市业务无异议,格隆汇
3788,2019-12-19,王松：国泰君安专注主业、做精专业、做好投行服务,新华网
3789,2019-12-19,关于对国泰君安证券股份有限公司采取出具警示函措施的决定 其他违规处罚,上海证监局
3790,2019-12-19,34股获券商买入评级 华泰证券目标涨幅达52.71%,Wind
3791,2019-12-18,券商股节节走高，大规模减持又来了！平均涨幅超17%，今年仍是“香饽饽” 减持股份,中证报
3792,2019-12-17,"沪深300ETF期权上市又进一步,12家主做市商亮相,2家晋升""新成员""",券商中国
3793,2019-12-17,券商APP活跃度11月份全线爆发 购买限时高收益理财需“擦亮”双眼,证券日报
3794,2019-12-16,无一下跌：单日暴涨500亿 牛市旗手“满血复活”,新浪
3795,2019-12-16,国泰君安：母公司收购仍在进行中，华能新能源(00958)上行空间有限,智通财经
3796,2019-12-16,盘点2020股票市场增量资金的三大来源 | 国君周知,资本邦
3797,2019-12-16,【安信非银第50期周报】利好政策持续释放，年底持续看好板块行情,新角度新金融
3798,2019-12-13,全球股市集体暴动！A股放量大涨，券商板块火了，“牛市标杆”能否再度雄起？,上游新闻
3799,2019-12-13,券商股大涨，业绩改善叠加政策红利，头部券商脱颖而出,第一财经
3800,2019-12-13,承销保荐费超13亿元，券商分享可转债扩容盛宴,Wind
3801,2019-12-11,三聚环保副董事长因股票平仓被迫减持后续或继续减持 股票质押异常,中新经纬
3802,2019-12-11,国泰君安(02611-HK)获准发行总额不超过80亿元的公司债券,财华社
3803,2019-12-11,A股再迎重量级衍生产品 沪深300ETF期权呼之欲出,中国经济网
3804,2019-12-11,【中银非银王维逸】单月业绩表现分化大，个股期权取得重大进展 | 上市券商11月业绩点评,逸赏金融
3805,2019-12-10,国泰君安(601211.SH)公开发行不超80亿元公司债获中国证监会核准,格隆汇
3806,2019-12-10,【行业深度】证券丨证券行业业绩增长确定性强，业态亟需转型,中国银河证券研究
3807,2019-12-10,三大增量资金齐发力 明年或迎万亿级“活水”,上证报
3808,2019-12-09,国泰君安(02611)决定行使“15 国君 Y1”永续次级债券发行人赎回选择权,智通财经
3809,2019-12-09,国泰君安(02611.HK)行使“15国君Y1”永续次级债券发行人赎回选择权,格隆汇
3810,2019-12-09,A股“超级周”来了 三大重磅抢头条,中国基金报
3811,2019-12-07,11月业绩改善明显 上市券商全年业绩靓丽在望,中证报
3812,2019-12-07,大券商普遍“失速”，广发领衔券商11月业绩榜,Wind
3813,2019-12-06,买到了问题私募，你以为法院判对方赔偿就稳了？哪知可执行的毛都没一根！ 诉讼纠纷,每日经济新闻
3814,2019-12-06,每日全球并购：高瓴再投美妆赛道HARMAY；雅高4.5亿美元出售华住股权（12/6） 资产异常,晨哨网
3815,2019-12-06,国泰君安(601211.SH)完成发行30亿元短期融资券,格隆汇
3816,2019-12-06,"国泰君安董明敏:金融科技赋能产品、服务差异化竞争 投教助力资管回归""卖者尽责,买者自负""本源",金融界
3817,2019-12-06,国泰君安证券拟股权投资母基金，首期基金总规模为80亿元,环球老虎财经
3818,2019-12-06,国泰君安国际(01788)的东南亚新赛道，“一带一路”应有的模样?,智通财经
3819,2019-12-06,快讯:中资券商股走高 国泰君安涨逾2%海通证券涨近2%,新浪
3820,2019-12-06,11月券业遭遇集体滑铁卢？6成业绩下滑 广发成最大黑马 盈利能力下降,券商中国
3821,2019-12-06,11月净利增20倍！一大波券商业绩牛了,中证报
3822,2019-12-06,行业利好消息不断 券商股有望王者归来,财富动力网
3823,2019-12-05,格隆汇港股聚焦(12.5)︱融创中国前11月合同销售额突破5000亿元招商证券11月母公司净利增23.8%至5.51亿元,格隆汇
3824,2019-12-05,券商11月业绩出炉！中信证券位居月度营收榜首 营收环比下滑幅度最大 盈利能力下降,资本邦
3825,2019-12-05,国泰君安(601211.SH)拟发起设立国泰君安股权投资母基金,格隆汇
3826,2019-12-05,国泰君安(02611-HK)11月净利润4.419亿元,财华社
3827,2019-12-05,国泰君安：傅帆因工作变动辞任公司非执行董事等职务 董监高成员变化,Wind
3828,2019-12-05,国泰君安(02611)拟斥40亿元发起设立投资基金,智通财经
3829,2019-12-05,国泰君安(02611)11月净利同比减少2%至4.42亿元 盈利能力下降,智通财经
3830,2019-12-05,国泰君安提名刘信义为董事候选人,上证报
3831,2019-12-05,国泰君安(601211.SH)11月母公司净利降2.09%至4.42亿元 盈利能力下降,格隆汇
3832,2019-12-05,国泰君安：母公司净利润4.42亿元,Wind
3833,2019-12-05,国泰君安：拟发起设立“国泰君安股权投资母基金”，首期认缴意向80亿元,Wind
3834,2019-12-02,扎心了！又是别人家的公司：斥资142亿，腾讯再推巨额股权激励，人均50万，3万人受益！高管刚刚却又减持了 减持股份,中国基金报
3835,2019-12-01,证券业有望开启新一轮上升周期 11月最后一个交易日17只券商股吸金2.49亿元,证券日报
3836,2019-11-30,证券业大利好：证监会6大措施打造“航母级头部券商”，支持国有资本多种方式注资！,每日经济新闻
3837,2019-11-26,国泰君安(601211.SH)：董事安洪军任职资格获批,格隆汇
3838,2019-11-26,道合和Matrix的融合之美：全面引领现代投资银行企业机构客户服务体系的科技未来,证券时报网
3839,2019-11-25,长生退27日股票将被摘牌，11月以来累计涨幅已超六成 退市,第一财经
3840,2019-11-20,国泰君安陈煜涛：国债期货有着不可替代的作用,新浪
3841,2019-11-19,【安信非银第45期周报】资本市场改革推进，关注低估值非银龙头,新角度新金融
3842,2019-11-18,10月份券商APP活跃度全线下滑 仅2家活跃人数超400万人,证券日报
3843,2019-11-17,清华紫光、北大方正美元债估值剧烈波动，校办企业信仰退潮 | 国君周知,国泰君安证券研究
3844,2019-11-16,科创板周报| 博拉网络上会被否，中天国富证券、国泰君安被上交所出具监管工作函,财经网
3845,2019-11-15,又一券商“易主”获反馈！年内券业股权转让动作频频，整合分化提速 资产异常,中证报
3846,2019-11-14,国泰君安(601211.SH)完成发行30亿元短期融资券,格隆汇
3847,2019-11-13,国泰君安:上调波司登(03998)目标价至4.55港元 维持“增持”评级,智通财经
3848,2019-11-13,快讯：港股中资券商股集体走低 国泰君安股价跌近6%,新浪
3849,2019-11-13,【平安债券】高收益债券投资系列专题五：国内高收益债资管产品深度分析,平安研究
3850,2019-11-11,国泰君安(601211.SH)：“15国君G2”19日付息 每手派息38元,格隆汇
3851,2019-11-09,上市券商分支机构“拉锯战”白热化，年内新设160家撤出42家,Wind
3852,2019-11-08,中天国富、天风证券、国泰君安因涉及科创板信息披露不当行为被出具监管工作函 金融监管处罚,中证网
3853,2019-11-07,【天风非银|券商】上市券商10月业绩环比下降26%，受益于18年低基数同比大增90% 盈利能力下降,新锐视角看金融
3854,2019-11-07,券商10月业绩滑坡 中信证券仍月赚27亿！ 盈利能力下降,中证报
3855,2019-11-06,加仓近百亿！券商三季度新入138股，三行业成最大赢家！四季度买啥？机构疯狂调研这些股票,券商中国
3856,2019-11-06,万达信息龙虎榜解密：机构和北向资金爆买5.95亿,新浪
3857,2019-11-06,国泰君安10月实现净利润3.66亿元,中证网
3858,2019-11-06,国泰君安：母公司10月净利润3.66亿元,Wind
3859,2019-11-05,钟情科创板券商自营真金白银来表白,证券时报
3860,2019-11-04,国泰君安建成全国金融行业首家企业数字档案室,上证报
3861,2019-11-04,上海金融国资人事大调整 涉三大金控平台 董监高成员变化,华夏时报
3862,2019-11-04,周末影响一周市场的10大消息(新股+点评),证券时报
3863,2019-11-03,【天风非银】券商3季度综述：前三季度业绩高增长，政策驱动业务规模扩张,新锐视角看金融
3864,2019-11-03,从三季报看券业：光大入前十 自营业务利润主要来源,第一财经
3865,2019-11-01,券商三季考：10家营收过百亿 36券商合计超去年全年,新京报
3866,2019-11-01,零售优势继续巩固，债强股弱稳健增长 ——国泰君安（601211.SH）2019三季报点评,湘怀看非银
3867,2019-11-01,上市券商前三季盈利797亿增逾六成自营贡献最大,证券时报
3868,2019-11-01,36家上市券商业绩出炉:17家净利翻番 看最新业务排名,新浪
3869,2019-10-31,【安信非银】国泰君安19Q3点评：经纪信用弹性明显，加速推进业务转型,新角度新金融
3870,2019-10-31,36家上市券商三季报扫描：行业全线回暖马太效应显著,经济观察报
3871,2019-10-30,国泰君安：前三季度净利润同比增18.76%,Wind
3872,2019-10-30,国泰君安(601211.SH)前三季度净利润升18.76%至65.46亿元,格隆汇
3873,2019-10-30,国泰君安(02611.HK)“16国君C3”拟11月11日付息及摘牌 退市,格隆汇
3874,2019-10-30,券商业重大并购:134亿大利好 中信证券收购广州证券,新浪
3875,2019-10-30,上海金融国资大规模人事流转帷幕拉开 涉上海国际及三大金控平台高管调整 董监高成员变化,华夏时报
3876,2019-10-28,科创板开板百天单家券商浮盈近1亿 券商赚钱哪家强？,中证报
3877,2019-10-24,国泰君安： 特步国际零售同比增长20% 维持增持评级,新浪
3878,2019-10-24,国泰君安(601211.SH)：25亿元公司债10月25日起挂牌上交所,格隆汇
3879,2019-10-22,从三大产线招标，看属于国产半导体设备的时代才刚刚到来 | 国君电子,国泰君安证券研究
3880,2019-10-18,洞察|承诺保本、分享收益 国泰君安证券营业部员工收罚单 金融监管处罚,和讯
3881,2019-10-18,上市券商前三季累计盈利逾733亿元,Wind
3882,2019-10-17,国泰君安(02611.HK)10月30日举行董事会会议 以审批季度业绩,格隆汇
3883,2019-10-17,上市券商第三季度业绩高增长 预计盈利245亿元同比增82%,证券日报
3884,2019-10-17,9月份券商APP活跃度全线拉升 14家活跃人数超300万人,证券日报
3885,2019-10-16,7家券商前三季度净利翻倍 国泰君安净利71.67亿居首,长江商报
3886,2019-10-15,【华泰金融沈娟团队】业绩环比提升，关注资本市场改革—证券行业2019年9月业绩点评【证券研究报告】,华泰金融研究全新平台
3887,2019-10-15,券商9月业绩分化：国元净利同比增16倍领跑，9家环比下滑 盈利能力下降,澎湃新闻
3888,2019-10-15,【国君非银】上市券商月报点评：9月业绩环比改善，市场和政策环境利好券商,欣琦看金融
3889,2019-10-15,国泰君安布局东南亚 上半年国际业务营收同比增六成,新浪
3890,2019-10-15,券商三季报抢先看，7家净利翻倍！国君中信净利超70亿，股权质押仍存隐忧,券商中国
3891,2019-10-15,国泰君安证券股份有限公司关于青岛海尔生物医疗股份有限公司战略投资者专项核查报告,证券时报
3892,2019-10-14,券商9月经营数据:6成净利过亿 机构称板块有上涨空间,中证报
3893,2019-10-14,国泰君安(02611-HK)9月净利润5.02亿人民币,财华社
3894,2019-10-14,国泰君安:母公司9月净利5.02亿 去年同期净利为4.1亿,新浪
3895,2019-10-14,国泰君安：母公司9月净利润5.02亿元,Wind
3896,2019-10-14,国泰君安(601211.SH)9月母公司净利升21.77%至5.02亿元,格隆汇
3897,2019-10-14,大集合产品转公募提速　券商资管规模持续缩水 规模大幅缩水,国际金融报
3898,2019-10-14,@1.5亿股民！紧急通知，你的账户可能被限制转账和交易！,证券时报
3899,2019-10-12,中信、华泰、国泰君安为二季度私募资管月均规模前三名,新京报
3900,2019-10-11,【安信非银第2期周报】券商业绩高增持续看好，规范发展健康险利好龙头,新角度新金融
3901,2019-10-11,【安信非银第39期周报】节前避险情绪提升，坚定投资非银龙头,新角度新金融
3902,2019-10-08,国泰君安(601211.SH)截止9月末“国君转债”转股1.43万股A股,格隆汇
3903,2019-10-05,国泰君安收购的越南券商是何方神圣？,新浪
3904,2019-09-30,非银金融行业周报：市场继续回调，防御品种优先,湘怀看非银
3905,2019-09-29,券商首进越南市场 国泰君安收购越南投资证券获批,券商中国
3906,2019-09-29,中资券商首次进入越南市场,Wind
3907,2019-09-27,中国证监会对国泰君安(601211.SH)香港子公司收购越南公司事项无异议,格隆汇
3908,2019-09-27,国泰君安(02611.HK)收购越南公司获得中国证监会无异议复函,格隆汇
3909,2019-09-25,刚刚又一家合资券商要来了 多家合资券商排队待审,新浪
3910,2019-09-25,国泰君安(601211.SH)董事会批准向上海证券提供不超15亿元的净资本担保承诺 大额借贷担保,格隆汇
3911,2019-09-25,国泰君安(02611.HK)向上海证券提供不超15亿元净资本担保承诺 大额借贷担保,格隆汇
3912,2019-09-24,37家券商8月份净利同比增377.79% APP线上业务成新争夺焦点,证券日报
3913,2019-09-24,国泰君安(601211.SH)完成发行30亿元短期融资券,格隆汇
3914,2019-09-24,15家科创板保荐券商跟投浮盈已超20亿元，中信建投浮盈3.29亿元居首,Wind
3915,2019-09-24,国泰君安换帅迎“70后”一把手 董监高成员变化,新京报
3916,2019-09-23,银证保“三项全能”！国泰君安董事长贺青正式履新,中证报
3917,2019-09-23,国泰君安(601211.SH)提名贺青为董事候选人 待正式任职董事后担任董事长,格隆汇
3918,2019-09-23,国泰君安(02611.HK)完成发行50亿元永续次级债券,格隆汇
3919,2019-09-23,国泰君安：董事长杨德红辞职 董监高成员变化,Wind
3920,2019-09-23,国泰君安或将迎最年轻董事长：“70后”中国太保总裁贺青接棒,每日经济新闻
3921,2019-09-23,A档案|违规交易！员工与客户约定分享投资收益 国泰君安内控存漏洞遭证监局责令改正 金融监管处罚,和讯
3922,2019-09-23,从银行、保险到证券 47岁国泰君安新掌门的跨界之路,新浪
3923,2019-09-23,国泰君安换帅：53岁杨德红卸任董事长，太保总经理贺青接棒,Wind
3924,2019-09-23,国泰君安今天来了新掌门：“三项全能”贺青,21世纪经济报道
3925,2019-09-22,大降2.75万亿！券商资管仍缩水 中信华泰国君规模前3 规模大幅缩水,新浪
3926,2019-09-21,中国太保总裁贺青或接替杨德红执掌国泰君安,乐居财经
3927,2019-09-21,国泰君安董事长杨德红将离职，太保总裁贺青将成继任者,Wind
3928,2019-09-21,震动金融圈的人事变动来了！,新浪
3929,2019-09-20,太保总裁贺青将接任杨德红 成国泰君安新掌门,新浪
3930,2019-09-20,国泰君安董事长杨德红或离职，任内完成公司AH上市 董监高成员变化,Wind
3931,2019-09-20,因每股盈利被显著摊薄中国通号被国泰君安调低公司目标价至5.70港元 机构下调估值,和讯
3932,2019-09-19,Mate30即将发布，最全华为概念股来了！,富途证券
3933,2019-09-18,两大因素致券商APP拉开差距 该如何定位自身产品？,新浪
3934,2019-09-17,上市券商8月经营数据：多家扭亏 兴业净利环比降最多 盈利能力下降,新浪
3935,2019-09-13,王冬青：科创板与港股互联互通有助提升港股交投量,新浪
3936,2019-09-12,经纪业务转型遇“瓶颈”？9家上市券商年内连撤31家分支机构,Wind
3937,2019-09-11,券商股又一次“先知先觉”？ 极似2015年牛市行情前夜,第一财经日报
3938,2019-09-10,券商8月业绩井喷：9成券商营收过亿 这家净利涨近7倍,中新经纬
3939,2019-09-10,国泰君安(02611.HK)“16国君G5”将于9月23日付息及摘牌 退市,格隆汇
3940,2019-09-10,【聚焦上市公司半年报】券商上半年盈利回升 自营业务成为利润改善首要驱动力,金融界
3941,2019-09-10,"非银行金融行业:股权融资缩水,业绩环比回落 盈利能力下降",证券之星
3942,2019-09-09,览海投资(600896.SH)控股股东及其一致行动人股票质押延期购回,格隆汇
3943,2019-09-09,32家上市券商8月份合计盈利81亿元，同比增350%,Wind
3944,2019-09-09,10年间券商经纪业务收入占比缩水近5成 3箭齐发探索财富管理转型 盈利能力下降,证券日报
3945,2019-09-07,上市券商8月业绩亮眼 国泰君安成为营收、净利润双料冠军,第一财经
3946,2019-09-07,上市券商8月业绩亮眼，科创板成重要推手，但仍有大股东减持在路上,中证报
3947,2019-09-07,32家券商8月业绩出炉，国泰君安（601211.SH）单月挣17亿,格隆汇
3948,2019-09-06,股指上扬股票质押风险未解！各方激辩券业“风险根源” 股票质押异常,腾讯网
3949,2019-09-06,外管局发布！中信、华泰、招商已取得结售汇展业资格,中金网
3950,2019-09-06,金秋行情从券商股开始？券商8月业绩秀肌肉！3家净利同比大增10倍,券商中国
3951,2019-09-06,【华泰金融沈娟团队】业绩环比小幅回落，关注政策红利—证券行业2019 年8 月业绩点评【证券研究报告】 盈利能力下降,华泰金融研究全新平台
3952,2019-09-06,29家上市券商8月业绩普涨,中证报
3953,2019-09-06,时隔四年半 券商结售汇业务再扩容,券商中国
3954,2019-09-05,国泰君安(02611.HK)8月母公司净利润17.02亿元 同比增长6.73倍,格隆汇
3955,2019-09-05,国泰君安(601211.SH)8月母公司净利润17.02亿元 同比增长6.73倍,格隆汇
3956,2019-09-05,多家券商公布8月业绩，国泰君安受益大额分红款单月净利超17亿傲视群雄,Wind
3957,2019-09-05,【华泰金融沈娟团队】降准释放流动性+政策持续支持，提振优质金融股—2019金融动态第36期【证券研究报告】,华泰金融研究全新平台
3958,2019-09-05,87股获券商买入评级 海正药业目标涨幅达60%,Wind
3959,2019-09-03,"国泰君安(02611.HK)拟行使""16国君G5""发行人赎回选择权",格隆汇
3960,2019-09-02,36家上市券商九成涨薪：中信证券人均薪酬36万登顶,澎湃新闻
3961,2019-09-02,36家A股券商半年赚554亿元 中信海通国君排前三,新浪
3962,2019-09-02,36家上市券商六项指标大排名！中信、海通、中信建投霸占投行三强,券商中国
3963,2019-09-02,中信证券重夺佣金第一 多家大券商逆势增长,--
3964,2019-08-28,【中原非银张洋】国泰君安(601211)2019年中报点评*稳健经营、业绩波动率低,中原证券研究所
3965,2019-08-26,【安信非银】国泰君安中报点评：杠杆大幅提升的低估值综合金融平台,新角度新金融
3966,2019-08-26,国泰君安（601211）2019年中报点评：风控为本，规模领先【华创非银】,华创非银
3967,2019-08-26,【财富机构比翼双飞，投行自营夯实基础——国泰君安证券（601211.SH）2019年中报点评】光大非银赵湘怀,湘怀看非银
3968,2019-08-25,16家券商半年报集体“亮相” 东吴证券“很牛” 净利骤增2758%,证券日报
3969,2019-08-23,中信证券等3家头部券商中报率先“亮相” 券业“强者恒强”态势仍显著,证券日报
3970,2019-08-22,机构金融业务成国泰君安中报收入增长主力 下半年仍重点抓科创板,每日经济新闻
3971,2019-08-22,国泰君安(601211.SH)半年度净利润升25.22%至50.2亿元,格隆汇
3972,2019-08-22,国泰君安上半年营收增长23%，推进科创板业务成下半年重点,澎湃新闻
3973,2019-08-22,国泰君安(02611-HK)中期净利润同比增25.22%至50.2亿人民币,财华社
3974,2019-08-22,一图读懂国泰君安半年报:营收增22.99% 净利增25.22%,新浪
3975,2019-08-22,国泰君安：上半年实现净利润50.2亿元,第一财经
3976,2019-08-22,国泰君安：上半年净利润50.2亿元，同比增长25.22%,Wind
3977,2019-08-22,标普宣布提升京东长期信用评级丨红黄蓝：第二季度净收入5360万美元【Do说】,DoNews
3978,2019-08-21,上半年券商净赚666亿 超九成实现盈利,长江商报
3979,2019-08-21,"A股""加杠杆""！两融标的扩容，首日吸引120亿杠杆资金爆买新增标的",Wind
3980,2019-08-20,A股共发生126宗大宗交易成交52.77亿元（8月20日）,Wind
3981,2019-08-20,券商上半年净赚666亿元：中信证券第一 国泰君安紧随其后,经济观察网
3982,2019-08-20,国泰君安今日大宗交易成交737.21万股，成交价17.56元溢价0.23%,Wind
3983,2019-08-19,政策利好与业绩改善加持，券商板块全线飘红，行业或迎加配良机,第一财经
3984,2019-08-17,科创板开市促7月份 券商APP用户活跃度全线上升,证券日报
3985,2019-08-16,131家券商上半年业绩放榜，中信最能赚！这项业务已成为比拼实力关键,中证报
3986,2019-08-16,券商上半年表现131家排座次 8家自营赚超20亿竟有一家亏1000万 亏损,每日经济新闻
3987,2019-08-16,金融街下午茶2019年8月16日星期五,Wind
3988,2019-08-16,国泰君安(02611.HK)拟采取定向增资方式解决上海证券同业竞争问题,格隆汇
3989,2019-08-16,【华泰金融沈娟团队】利率并轨降成本，把握中报预期差—2019金融动态第33期【证券研究报告】,华泰金融研究全新平台
3990,2019-08-16,首批券商大集合改造批文下发，中信证券、国泰君安和东方证券3家券商尝鲜,Wind
3991,2019-08-16,国泰君安：董事会同意通过定向增资解决同业竞争问题,新浪
3992,2019-08-15,高评级券商占比下降明显 长江和广发大降级大跌眼镜 投资评级恶化,证券市场周刊
3993,2019-08-15,融资客青睐23股，莫高股份买入占比高达46.19%,Wind
3994,2019-08-14,上市券商7月经营数据：营收环比下降超一成，广发证券排名急跌 盈利能力下降,面包财经
3995,2019-08-13,鞋王富贵鸟倒下:风光时聘陆毅代言 现被取消上市地位 退市,国际金融报
3996,2019-08-12,"证券行业7月财务报表分析:券商业绩环比回落,再融资放量 盈利能力下降",山西证券
3997,2019-08-09,国泰君安(02611.HK)8月22日举行董事会会议 以批准中期业绩,格隆汇
3998,2019-08-09,天衡股份4宗信披违法遭处罚 主办券商国泰君安恐失职,中国经济网
3999,2019-08-09,热门融资标的股票分析,华龙掘金
4000,2019-08-09,国泰君安：决定行使“16国君G5”发行人赎回选择权,Wind
4001,2019-08-08,国泰君安(601211.SH)完成发行80亿元金融债券 票面利率3.48%,格隆汇
4002,2019-08-07,科创板大赢家来了！这家券商岂止投行月度夺冠，更有净利差点超过老大中信证券,中国基金报
4003,2019-08-07,二度举牌连吃两个跌停的万达信息，中国人寿“痴心未改”？ 连续下跌,格隆汇
4004,2019-08-07,国泰君安2019年7月母公司营业收入13.31亿元,挖贝网
4005,2019-08-07,【非银】券商月报：业绩符合预期，科创板增厚投行业绩,天风研究
4006,2019-08-07,国泰君安(02611-HK)7月净利润5.3亿人民币,财华社
4007,2019-08-07,25家上市券商7月业绩分化科创板投行收入成催化剂 盈利能力下降,证券时报
4008,2019-08-07,"大剧透！这些券商7月业绩大增""玄机""找到，竟是因为它？投行收入环比激增299%，为何这几家增幅更大",券商中国
4009,2019-08-06,上市公司数据播报：南华仪器上半年净利同比增413.90％,金融界
4010,2019-08-06,公告精选：长园集团获格力集团旗下公司举牌；维维股份实控人将变更,e公司
4011,2019-08-06,国泰君安：7月份实现净利润5.32亿元,第一财经
4012,2019-08-06,国泰君安：7月实现净利5.32亿元，6月净利7.64亿元,Wind
4013,2019-08-06,国泰君安、海通等公布7月份实现营业收入净利数据,新浪
4014,2019-08-06,国泰君安(601211.SH)7月母公司净利润5.32亿元 同比下降19.08% 盈利能力下降,格隆汇
4015,2019-08-06,市值蒸发22亿后 万达信息仍不知道控股股东股份被冻结原因 连续下跌,中新经纬
4016,2019-08-05,万达信息实控人史一兵股权被冻结 中国人寿8亿增持交易黄了 股权冻结,网贷之家
4017,2019-08-05,国泰君安(601211)调整“国君转债”转股价格为19.40元/股，实施日期为2019年8月12日。,中国金融信息网
4018,2019-08-05,国泰君安权益分派每股派发现金红利0.275元,挖贝网
4019,2019-08-05,上半年业绩喜大普奔 机构看好龙头券商,国际金融报
4020,2019-08-05,"要审""雷""疲劳了！大股东股权""无辜""遭冻结？刚终止与中国人寿股权转让，这只大牛股的掌门人怎么了",券商中国
4021,2019-08-04,国泰君安：2018年年度权益分派实施公告,深交所
4022,2019-08-04,[快讯]国泰君安公布2018年年度分红实施方案,中财网
4023,2019-08-02,国泰君安卸下同业竞争包袱 百联集团将“接任”上海证券大股东,华夏时报
4024,2019-08-02,"非银金融行业动态跟踪报告:上市券商评级保持稳定,龙头优势仍然明显",万联证券
4025,2019-08-01,15家上市券商披露上半年业绩：中信证券营收和净利均居首位,澎湃新闻
4026,2019-08-01,国泰君安：获得上交所上市基金主做市商业务资格,Wind
4027,2019-08-01,已有15家券商预告上半年业绩！中小券商增幅较大，中信海通国君营收与净利位居前三,券商中国
4028,2019-07-31,国泰君安按期解决同业竞争，上海证券增资扩股迎新主,第一财经
4029,2019-07-31,又有3家券商刚刚发布中期业绩快报 净利全线增长,证券日报
4030,2019-07-31,国泰君安筹划交出上海证券控股权！退出所为何因？谁是接盘方？,券商中国
4031,2019-07-31,国泰君安筹划交出上海证券控股权！退出所为何因？新东家啥来头,券商中国
4032,2019-07-31,国泰君安拟让出上海证券控股权百联集团将接手,证券时报
4033,2019-07-31,国泰君安消除同业竞争承诺大限将至，百联集团即将入主上海证券,21世纪经济报道
