,2021-12-31,四川再添南向出川大通道 宜宾实现“县县通高速”,科技日报
1922,2019-07-15,中国中铁：2019年公司债券（第三期）票面利率3.99%,中国网
1923,2019-07-15,中国中铁(00390.HK)2019年第三期公司债品种一及品种二利率定为3.59%及3.99%,格隆汇
1924,2019-07-11,中国中铁(00390.HK)拟发行不超30亿元公司债,格隆汇
1925,2019-07-11,中国中铁：拟于7月15日发行30亿元公司债券 部分用于偿还有息负债,中国网
1926,2019-07-09,筹划市场化债转股，航发动力并购“两步走”,IPO日报
1927,2019-07-08,"建筑行业周报:施工环节景气度向好,龙头房企维持高竣工",申万宏源
1928,2019-07-03,"中国""科""公司:中国中铁VS中国铁建 谁是基建科技巨头",新浪
1929,2019-06-28,中国中铁(00390.HK)拟派末期股息 每股0.128元,格隆汇
1930,2019-06-26,中国中铁：2018年年度股东大会决议公告,上交所
1931,2019-06-25,恒通科技(300374.SZ)：为确保中国中铁取得公司控制权的稳定性 订立补充协议及股份质押担保合同,格隆汇
1932,2019-06-25,中国中铁(00390.HK)董事会会议审议通过三项轨道交通合同议案,格隆汇
1933,2019-06-25,中国中铁与南京市签署战略合作协议,e公司
1934,2019-06-24,建筑行业周报:长期风险偏好提升犹待观察,申万宏源
1935,2019-06-22,记者22日从中国中铁股份有限公司了解到，我国最长运煤专线——蒙华铁路(蒙西到华中地区)湘赣段接触网正式贯通。,中国金融信息网
1936,2019-06-21,李长进辞任中国中铁(00390-HK)董事长及执行董事等职务 董监高成员变化,财华社
1937,2019-06-21,中国中铁董事长李长进、执行董事周孟波离职 董监高成员变化,全景网
1938,2019-06-21,中国中铁：近期重大工程中标10个 中标价合计约168亿元,乐居财经
1939,2019-06-21,中国中铁：李长进辞任董事长 周孟波辞任执行董事职务 董监高成员变化,中国网
1940,2019-06-20,中国中铁(00390.HK)近期中标重大工程中标价约占2018年营收2.28%,格隆汇
1941,2019-06-20,掌舵十余年后 中国中铁董事长李长进因年龄原因辞职 董监高成员变化,每日经济新闻
1942,2019-06-20,中国中铁(601390.SH)：董事长、法定代表人李长进因年龄原因辞职 董监高成员变化,格隆汇
1943,2019-06-20,中国中铁(601390.SH)近期中标合计168.54亿元的若干重大工程,格隆汇
1944,2019-06-20,[快讯]中国中铁:重大工程中标公告,中财网
1945,2019-06-20,李长进因年龄原因辞任中国中铁董事长等职务 董监高成员变化,中国经济网
1946,2019-06-20,中国中铁：公司执行董事、董事长、法定代表人辞职 董监高成员变化,Wind
1947,2019-06-20,中国中铁(00390.HK)近期中标168.5亿元工程项目,格隆汇
1948,2019-06-20,中国中铁(00390.HK)：周孟波辞任执行董事 董监高成员变化,格隆汇
1949,2019-06-20,中国中铁：近期中标逾168亿元重大工程,e公司
1950,2019-06-20,【增减持】中国中铁(00390.HK)遭摩根大通减持1016.85万股,格隆汇
1951,2019-06-20,挑战1.98万亿，中国中铁有何“王炸”,财华社
1952,2019-06-20,公告点题｜6月19日这些公告有看头,第一财经
1953,2019-06-20,格隆汇A股公告精选(6.20) | 正业科技与深南电路签5G及PCB相关开发合作协议；华能水电拟投200亿建托巴水电站项目；中国中铁联营体中标超140亿匈牙利铁路项目；中国平安斥资逾10亿回购A股,格隆汇
1954,2019-06-19,中国中铁：联合中标143亿元海外工程项目,e公司
1955,2019-06-19,中国中铁(00390.HK)联营体中标143.33亿元匈牙利铁路升级采购EPC项目,格隆汇
1956,2019-06-19,中国中铁：中标匈牙利约20.79亿美元项目,Wind
1957,2019-06-18,热门融资标的股票分析,华龙掘金
1958,2019-06-17,【增减持】中国中铁(00390.HK)获摩根大通增持1374.41万股,格隆汇
1959,2019-06-17,都是套路！先拿控制权后重组，整合“大戏”在后头,Wind
1960,2019-06-12,港股异动︱获高盛上调评级及目标价 中国中铁(00390)现涨3.54%,智通财经
1961,2019-06-11,恒通科技就引入中国中铁为实控人回复深交所五连问 问询,资本邦
1962,2019-06-11,中国中铁大涨报6.210港元 成交2.7亿港元,腾讯网
1963,2019-06-11,专项债支持重大项目融资 中国铁建(1186.HK)、中国中铁(0390.HK)大涨近8%,格隆汇
1964,2019-06-10,小摩减持中国中铁(00390)785万股，每股作价5.87港元,智通财经
1965,2019-06-10,【增减持】中国中铁(00390.HK)遭摩根大通减持785万股,格隆汇
1966,2019-06-10,30股获券商买入评级 凌云股份目标涨幅达72.19%,Wind
1967,2019-06-04,今年来“A吃A”达4起超去年全年 业务整合成主因,长江商报
1968,2019-06-04,中资矿业集团在刚果金的矿产大战！,一带一路高参
1969,2019-06-03,恒通科技收关注函：业务是否与中国中铁存在协同效应,北京商报
1970,2019-06-02,股权转让+放弃表决权引中国中铁入主 深交所询问恒通科技具体原因 资产异常,e公司
1971,2019-06-02,建材：4月PPP落地率持续提升 荐14股,安信证券
1972,2019-06-02,恒通科技收深交所关注函 要求说明引入中国中铁作为控股股东的原因 关注函,e公司
1973,2019-05-31,“A吃A”频现 业务整合成主因,北京商报
1974,2019-05-30,港股异动 | 高铁基建股普涨 中国中铁获批发新股以购买资产,格隆汇
1975,2019-05-30,中国中铁(00390-HK)获中证监准发新股购买资产,财华社
1976,2019-05-29,中国中铁(00390.HK)发行股份购买资产事项获中国证监会核准批复,格隆汇
1977,2019-05-28,恒通科技经营性现金流连续两年为负 实控人7.8亿转让控股权引国资入主,长江商报
1978,2019-05-27,恒通科技：中国中铁入主 市场规模超2万亿元,中金在线
1979,2019-05-27,中国中铁有望入主 恒通科技复牌涨停,证券日报
1980,2019-05-27,A股异动 | 恒通科技开盘涨停 中国中铁或成其控股股东,格隆汇
1981,2019-05-27,农业农村部要求严控草地贪夜蛾 三大行业龙头站上最强风口,巨丰财经
1982,2019-05-27,27日公司新闻聚焦：华东医药入主佐力药业 深大通董事长引咎辞职,证券时报网
1983,2019-05-27,港股公告精选：红星美凯龙与阿里签订《战略合作协议》,Wind
1984,2019-05-27,最新公告透露利好 15只个股有望爆发（05.27）,中金在线
1985,2019-05-27,恒通科技控股股东变中国中铁 实控人变国务院国资委,中金在线
1986,2019-05-26,【中投早知道】2019-05-27,赢家之星
1987,2019-05-26,恒通科技实控人将变更 万亿级市场吸引中国中铁入主？ 控制人变化,每日经济新闻
1988,2019-05-26,5月27日涨停板早知道：七大利好有望发酵,新浪
1989,2019-05-26,中国中铁拟入主恒通科技 或看好装配式建筑产业,e公司
1990,2019-05-26,恒通科技控制权拟转让给中国中铁 国资委将成公司实控人,中证网
1991,2019-05-26,[快讯]5月26日晚间沪深两市重要公司公告一览-更新中,中财网
1992,2019-05-26,恒通科技：中国中铁拟受让公司26.51%股份 成为公司控股股东 控制人变化,e公司
1993,2019-05-26,中国中铁拟7.82亿元受让恒通科技(300374.SZ)26.51%股权成控股股东 明日复牌,格隆汇
1994,2019-05-26,建材：财政部PPP40号文发布 荐6股,安信证券
1995,2019-05-25,每平方米加价一万 中国中铁成都内部员工房据称可规避限购转手,中国经营报
1996,2019-05-24,中国中铁：董事会同意公司收购恒通科技控制权,Wind
1997,2019-05-24,中国中铁(00390.HK)拟收购恒通科技(300374.SZ)控制权,格隆汇
1998,2019-05-23,超200股创新低！千亿白马股“失蹄”，几十家机构推荐也难逃调整,证券时报
1999,2019-05-23,A股黑周四魔咒再现 此关键位置须守住,证券时报
2000,2019-05-20,中国中铁股东中铁工增持2379万股 耗资1.64亿元,挖贝网
2001,2019-05-20,中国中铁(00390.HK)控股股东增持2378.81万股,格隆汇
2002,2019-05-16,"【建筑行业】2019年中期投资策略：政策支撑盈利向上,看多建筑Q2超额收益",格隆汇
2003,2019-05-16,"建筑和工程行业关于2019年1~4月投资数据点评:基建投资增速延续改善,“逆周期”调节预期或升温",光大证券
2004,2019-05-13,【中信证券建筑 罗鼎团队】周观点：减税料将落到实处，4月资金数据回落,Citics建筑
2005,2019-05-13,陈欣：市场化债转股模式趋向成熟,新浪
2006,2019-05-09,75股获券商买入评级 建发股份目标涨幅达95.92%,Wind
2007,2019-05-08,建筑央企2018年年报及一季报汇总分析：营收稳健增长凸显经营稳定性，资产负债结构持续优化【天风建筑唐笑团队】,笑谈建筑
2008,2019-05-08,中国中铁与上交所签署战略合作协议,e公司
2009,2019-05-07,江西金控欲再度增持恒邦财险，跃居单一第一大股东,澎湃新闻
2010,2019-05-07,这个行业强势捞金，企业一年净赚2977亿,和讯
2011,2019-05-07,江西金控再度增持恒邦保险 “抢占”第一大股东地位,中国网
2012,2019-05-07,中国长城资产牵头联合同业运作的中国中铁债转股项目成功过会,新华网
2013,2019-05-06,中国中铁债转股项目成功过会 中国长城资产将持有其1.49%上市公司股权,中国金融信息网
2014,2019-05-06,长城资管牵头联合同业运作的中铁债转股项目成功过会,新浪
2015,2019-05-06,中国中铁324亿、中国铁建480亿、中国建筑448亿重大项目中标公告,工程机械商贸
2016,2019-05-06,中国中铁一季度净利38.44亿元 同比增长20% 现金流量净额为-374.74亿元,挖贝网
2017,2019-05-05,公告点题｜今晚这些公告有看头（更新中）,第一财经
2018,2019-05-05,证监会：中国中铁重组事项过会,e公司
2019,2019-05-05,证监会：中国中铁发行股份购买资产事项获无条件通过,Wind
2020,2019-05-05,并购重组委2019年第20次会议审核结果公告,证监会
2021,2019-05-05,"中国中铁:利润增速超两成,地产业务表现出色",安信证券
2022,2019-05-02,贝莱德减持中国中铁(00390)53.7万股，每股作价6.23港元,智通财经
2023,2019-05-02,"【增减持】中国中铁(00390.HK)遭BlackRock, Inc.减持53.7万股H股",格隆汇
2024,2019-04-30,【民生建筑|中国中铁】一季报点评：一季度业绩高速增长，盈利能力稳步提升,MS建筑建材研究
2025,2019-04-30,每日并购资讯 |伊利子公司收购泰国最大冰淇淋商完成交割、中国中铁恢复收购马来西亚大马城60%股权,和讯
2026,2019-04-30,【华泰建筑建材鲍荣富】中国中铁19年一季报点评：业绩超预期，盈利能力持续提升,华泰建筑建材研究
2027,2019-04-30,中国中铁：2019年一季度归属股东净利润38.44亿元 同比增长20.11%,中国网
2028,2019-04-30,【安信建筑】2019年一季报点评：中国中铁（601390.SH）-利润增速超两成，地产业务表现出色,勇往直前
2029,2019-04-30,中国中铁：一季度净利润同比增20.21%,Wind
2030,2019-04-29,格隆汇港股聚焦(4.29)︱ 中国平安一季度净利润升77.1%至455.17亿元,格隆汇
2031,2019-04-29,中国中铁(00390.HK)一季度净利润增长20.21%至38.44亿元,格隆汇
2032,2019-04-29,中国中铁(00390.HK)中标5亿美元海外项目,格隆汇
2033,2019-04-29,中国中铁(00390.HK)近期重大工程合计中标290.48亿元,格隆汇
2034,2019-04-29,中国中铁(00390.HK)拟设立中国中铁匈牙利有限责任公司,格隆汇
2035,2019-04-29,中国中铁(00390.HK)同意2019年下半年至2020年上半年度对外担保总额1292.09亿元 大额借贷担保,格隆汇
2036,2019-04-29,A股市场破净股一览（4月29日）,Wind
2037,2019-04-29,中国中铁2019年第三期中期票据发行完成 募资15亿元,中国网
2038,2019-04-27,中铁(00390-HK)透过马来西亚联营体投资的国际商业中心项目重启,财华社
2039,2019-04-27,“一带一路”时间，中央企业签下多项海外大单,Wind
2040,2019-04-26,中国中铁发行股份购买资产事项将于5月5日上会,中证网
2041,2019-04-26,并购重组委2019年第20次工作会议公告,证监会
2042,2019-04-26,中国中铁(00390.HK)“一带一路”峰会期间签订33.55亿元缅甸基础设施项目,格隆汇
2043,2019-04-26,中国中铁(00390.HK)恢复参与收购Bandar Malaysia Sdn Bhd股权,格隆汇
2044,2019-04-26,证监会：中国中铁重组事项5月5日上会,Wind
2045,2019-04-26,证监会：中国中铁重组事项5月5日上会,e公司
2046,2019-04-25,格隆汇港股聚焦(4.25)︱中国人寿一季度净利升92.6%至260.34亿元,格隆汇
2047,2019-04-25,中国中铁(00390.HK)一季度新签合同额升0.3%至3132.9亿元,格隆汇
2048,2019-04-25,中国中铁(00390.HK)：中证监将于近日审核公司发行股份购买资产事项,格隆汇
2049,2019-04-25,中国中铁：13亿元公司债券将于4月26日于上交所上市交易,中国网
2050,2019-04-25,"建筑工程第138期周报:一带一路行情继续向上,Q2、Q3基建投资提速利好央企",正点财经
2051,2019-04-25,中国中铁(00390.HK)35亿元公司债4月26日挂牌上交所,格隆汇
2052,2019-04-24,格隆汇港股聚焦(4.24)︱睿见教育中期核心净利润升33%至2.16亿元,格隆汇
2053,2019-04-24,中国中铁(00390.HK)22亿元公司债4月26日挂牌上交所,格隆汇
2054,2019-04-24,中国中铁(00390.HK)“19铁工03”将于4月26日在上交所电子平台上市,格隆汇
2055,2019-04-24,中国中铁(00390.HK)：收到《中国证监会行政许可申请恢复审查通知书》,格隆汇
2056,2019-04-24,证监会恢复对中国中铁发行股份购买资产行政许可申请的审查,Wind
2057,2019-04-23,中国中铁：拟发行不超过20亿的中期票据 用于偿还银行借款,中国网
2058,2019-04-21,【华创机械 | 周观点】一季度经济运行好于预期，继续关注结构分化中的机遇,华创机械
2059,2019-04-17,三大央企豪购88亿，千亿级基金启航！业内人士称“投资收益值得看好”！,e公司
2060,2019-04-17,中国中铁拟40亿认购投资基金 开拓北京城市副中心建设市场,观点地产网
2061,2019-04-17,17日最新公告透露利好 16只个股有潜力,中金在线
2062,2019-04-17,香港股市策略：4月4日淡仓数据分析,格隆汇
2063,2019-04-16,公告汇总：视觉中国连续三日跌停 公司彻底整改,网易
2064,2019-04-16,中国中铁、中国铁建、中国中冶认购北京城市副中心投资基金88亿元,Wind
2065,2019-04-16,【国信建筑】中衡设计(603017)：设计业绩提速，有望受益长三角一体化,建筑行业研究
2066,2019-04-16,中国中冶、中国铁建、中国中铁认购北京城市副中心投资基金份额,e公司
2067,2019-04-16,中国中铁(00390.HK)下属子公司拟认购北京城市副中心投资基金份额,格隆汇
2068,2019-04-16,中国中铁(00390.HK)联合体中标广州庆盛枢纽区块综合开发项目 总投资164亿元,格隆汇
2069,2019-04-16,中国中铁：中标约164.06亿元项目,Wind
2070,2019-04-16,【信视角看债】永续债新老券利差再探讨,CITICS债券研究
2071,2019-04-16,中国中铁(00390.HK)完成发行35亿元公司债,格隆汇
2072,2019-04-15,中国中铁(00390.HK)将于4月29日举行董事会会议以审议批准一季度业绩,格隆汇
2073,2019-04-15,"建筑行业周报:社融超预期,持续看好建筑业高景气回暖",正点财经
2074,2019-04-12,中国中铁(00390.HK)2019年第二期公司债品种一及品种二票息为3.40%及3.70%,格隆汇
2075,2019-04-11,中国中铁(00390.HK)主体长期信用等级维持“AAA”,格隆汇
2076,2019-04-11,低估值+今年净利增速超20%的滞涨股名单：10股北上资金持仓翻倍,证券时报
2077,2019-04-10,国君(香港)：中国中铁维持买入评级 目标价升至9港元,新浪
2078,2019-04-10,中国中铁(00390.HK)拟发行不超35亿元公司债,格隆汇
2079,2019-04-10,35亿元！中国中铁公开发行2019年公司债券（第二期）,乐居财经
2080,2019-04-10,中国中铁：拟发行35亿元公司债券 利率尚未确定,中国网
2081,2019-04-09,中国中铁2018年海外签单120亿美元,中新网
2082,2019-04-09,谁能连续十年归母净利超10亿？ 独家解密A股白金俱乐部成员,投资时报
2083,2019-04-09,建材：建筑补涨空间大 荐10股,国信证券
2084,2019-04-08,上海证券市场大宗交易公开信息(2019-04-08),上交所
2085,2019-04-08,【中信证券建筑 罗鼎团队】周观点：看好地产后产业链，PPP落地规模新高,Citics建筑
2086,2019-04-04,中国中铁：第四季度收入明显回升 盈利能力大幅改善,中证网
2087,2019-04-04,【每日晨报】0404丨攀钢钒钛、南方航空、四创电子等年报跟踪,中国银河证券研究
2088,2019-04-04,中国中铁：多元化业务布局成效显著 盈利能力持续提升,证券日报
2089,2019-04-03,【国信建筑】北方国际(000065)：双主业驱动，受益于一带一路政策催化,建筑行业研究
2090,2019-04-03,【增减持】中国中铁(00390.HK)获摩根大通增持545.6万股,格隆汇
2091,2019-04-03,建材：基建央企经营或将迎来拐点 荐13股,和讯
2092,2019-04-03,169股获券商买入评级 中国铁建目标涨幅达65.34%,Wind
2093,2019-04-02,在手订单充足，毛利率提升助力业绩持续攀升——中国中铁年报点评【天风建筑唐笑团队】,笑谈建筑
2094,2019-04-02,【国信建筑】中国中铁(601390)：经营业绩提速，补短板有望助力估值提升,建筑行业研究
2095,2019-04-02,中国中铁（601390）2018年年报点评：经营业绩提速，补短板有望助力估值提升,国信研究
2096,2019-04-02,中国中铁去年净利171.98亿元 同比增长7% 董事长李长进年薪125万元,挖贝网
2097,2019-04-02,【每日晨报】0402丨首批区块链信息服务备案落地，相关产业链迎利好,中国银河证券研究
2098,2019-04-02,【东兴建筑|财报点评】中国中铁：基建龙头结构持续优化，少数股东权益拖累业绩表现--中国中铁（601390）2018年报点评,微信
2099,2019-04-01,【安信建筑】2018年报点评：中国中铁（601390.SH）-核心盈利及财务杠杆指标持续出色，地产业务表现抢眼,勇往直前
2100,2019-04-01,"中国中铁:Q4收入提速,盈利能力持续提升",中证网
2101,2019-04-01,花旗：升中铁建(01186.HK)目标价至11.8港元 去年净利符合预期,格隆汇
2102,2019-04-01,【中信证券建筑 罗鼎团队】中国中铁：基建放缓拖累业绩，毛利率持续提升,Citics建筑
2103,2019-03-31,中国中铁2018年主要业绩指标创历史新高,中证网
2104,2019-03-30,中国中铁：2018年净利润同比增7.04%,Wind
2105,2019-03-30,中国中铁(00390.HK)2018年纯利升7.0%至171.98亿元 派末期息0.128元,格隆汇
2106,2019-03-29,中国中铁企业发展动力强劲 经济效益持续提升,证券日报
2107,2019-03-29,营收突破7400亿元 中国中铁去年多项财务指标创历史新高,证券时报网
2108,2019-03-29,年报风云｜中国中铁2018净利润 174.4 亿元 同比增 22.8%,乐居财经
2109,2019-03-29,中国中铁：2018年净利172亿元 同比增7%,e公司
2110,2019-03-29,中国中铁：2018年归属股东净利润172亿元 同比增7.0%,中国网
2111,2019-03-29,中国中铁：公司2018年度计提各类资产减值准备82.01亿元 资产异常,Wind
2112,2019-03-28,"建筑工程行业周报:继续看好国际工程,装饰显著受益地产后周期",正点财经
2113,2019-03-28,"建筑装饰行业:看好地产链预期修复下的装饰龙头机会,继续看好一带一路、设计及PPP龙头",正点财经
2114,2019-03-27,"建筑装饰建筑每周观点:看好央企补涨机会,关注长三角一体化主题投资",正点财经
2115,2019-03-19,中国中铁(00390.HK)3月29日举行董事会会议 考虑及批准年度业绩及宣派股息,格隆汇
2116,2019-03-19,中国中铁246亿拿18个项目,乐居财经
2117,2019-03-19,中国中铁：铁路城轨订单将迎拐点 维持“买入”评级,证券时报网
2118,2019-03-19,中国中铁（601390）：铁轨春风正起，收入结构渐优,中信证券研究
2119,2019-03-18,[快讯]中国中铁:重大工程中标公告,中财网
2120,2019-03-18,中国中铁(00390.HK)近期中标合计246.1亿元重大工程,格隆汇
2121,2019-03-18,中国中铁：中标多项重大工程 中标价合计约246.08亿,新浪
2122,2019-03-18,中国中铁：近期中标246亿元工程项目,e公司
2123,2019-03-18,"建筑与工程行业:1-2月基建投资延续回升,铁路,公路表现亮眼",正点财经
2124,2019-03-18,【中信证券建筑 罗鼎团队】周观点：基建回升而子板块分化；看好定制精装业务,Citics建筑
2125,2019-03-15,沪港通十大成交活跃股排名（3月15日）,Wind
2126,2019-03-13,招商局集团与中国中铁签战略合作协议,e公司
2127,2019-03-13,小事记 | 招商局与中铁签署战略合作 中海与苏州工业园区签约,观点地产网
2128,2019-03-13,"建筑周报:企业广义中长期融资好转,信用环境有望稳步改善",申万宏源
2129,2019-03-07,69股获券商买入评级 首旅酒店目标涨幅达60.21%,Wind
2130,2019-03-06,中国中铁：取消发行“19中铁股MTN002B”、“19中铁股MTN002A”,Wind
2131,2019-03-06,中国中铁：取消40亿元中期票据发行计划,中国网
2132,2019-03-06,中国中铁取消发行中期票据 两个品种共计40亿元,新浪
2133,2019-03-06,中国成以色列第二大投资来源 基建、科创、医疗领域纷纷牵手,21世纪经济报道
2134,2019-03-05,【中信证券建筑 罗鼎团队】周观点：MSCI提升A股权重，2月建筑业PMI回落,Citics建筑
2135,2019-03-05,海通证券：从地方两会看建筑，把握基建和民营龙头机会,Wind
2136,2019-03-01,[互动]中国中铁：在委内瑞拉项目未受影响,全景网
2137,2019-02-28,中国中铁：拟发行40亿元中期票据 用于偿还金融机构借款,中国网
2138,2019-02-26,港股异动︱春季开工逐步启动 中国中铁(00390)升近5%领涨基建股,智通财经
2139,2019-02-26,中资基建股上涨 中国中铁上升6%,新浪
2140,2019-02-26,"轨交行业点评:铁总发债3000亿元,有望加码铁路固定资产投资",证券之星
2141,2019-02-26,"建筑与工程行业周报:社融超预期,订单有望加速落地",国信证券
2142,2019-02-21,【增减持】中国中铁(00390.HK)获摩根大通增持174.82万股,格隆汇
2143,2019-02-19,中国中铁承建或参建的10项工程荣获鲁班奖,e公司
2144,2019-02-18,建材：基建基本面持续好转 荐6股,申万宏源
2145,2019-02-18,国金晨讯精选 | 宏观经济框架系列，福莱特，药明康德，平高电气，基建“补短板”系列（二）,国金证券研究所
2146,2019-02-18,【国金建筑黄俊伟|基建“补短板”系列报告之二】轨交长期空间广阔，补短板促恢复性反弹,建伟知筑
2147,2019-02-15,【增减持】中国中铁(00390.HK)遭摩根大通减持106.89万股,格隆汇
2148,2019-02-13,建材：央企订单增速回升 荐5股,和讯
2149,2019-02-12,建材：基建板块年报业绩增速预计企稳回升 荐7股,和讯
2150,2019-02-12,【增减持】中国中铁(00390.HK)获摩根大通增持138.79万股,格隆汇
2151,2019-02-11,证监会同意中铁关于中止审查发行股份购买资产事项的申请 再融资异常,中国网
2152,2019-02-11,中国证监会决定同意中国中铁(00390.HK)中止审查申请,格隆汇
2153,2019-02-10,【增减持】中国中铁(00390.HK)遭JPMorgan Chase & Co.减持610.84万股H股,格隆汇
2154,2019-02-02,建材：19年专项债提前额度开始发行 荐6股,和讯
2155,2019-02-02,"2018年建筑装饰行业年报前瞻:基建板块业绩增速企稳回升,专业工程受益制造业景气度上行",申万宏源
2156,2019-01-31,98股获券商买入评级，金科文化目标涨幅达129%,Wind
2157,2019-01-30,"建筑行业周报:央企订单基本改善,竣工增速有望启动",证券之星
2158,2019-01-28,中国中铁：2018年房地产业务签约金额530亿元 土储同比增247.1%,中国网
2159,2019-01-28,中国中铁：“16铁工01”债券回售91.5万手 涉资9.15亿元,中国网
2160,2019-01-28,中国中铁(00390.HK)“16铁工01”回售申报金额达9.15亿元,格隆汇
2161,2019-01-28,中国中铁(00390.HK)2018年新签合同额升8.7%至16921.6亿元,格隆汇
2162,2019-01-28,中国中铁：近期累计中标近376亿元重大工程,e公司
2163,2019-01-28,"建筑装饰行业:基本面趋势向上,预期校正后更具性价比强",正点财经
2164,2019-01-28,"建筑行业周报:18Q4建筑行业配置系数企稳上升,19年专项债提前额度开始发行",申万宏源
2165,2019-01-27,周末要闻2019年1月27日星期日,Wind
2166,2019-01-25,"建筑装饰行业:2019周专题之五,建筑行业重点公司2018年业绩前瞻",正点财经
2167,2019-01-25,【晨会纪要】策略丁文 银河证券晨会纪要—20190125,中国银河证券研究
2168,2019-01-24,中字头表现低迷，中国铁建跌超4%,Wind
2169,2019-01-24,中国中铁：2019年第一期公司债券将于25日起上市交易,中国网
2170,2019-01-23,中国中铁(00390.HK)“19铁工01”将于1月25日挂牌上交所,格隆汇
2171,2019-01-23,建材：18Q4公募基金建筑持仓触底回升 荐15股,广发证券
2172,2019-01-23,"中国中铁 601390:基建龙头,纵深一体强主业,相关多元创增量",南方财富网
2173,2019-01-23,多重因素驱动2019年基建蓄势待发 六股雄起,证券时报
2174,2019-01-23,"金融地产研究部三循环周报:保险跑赢大盘,qfii额度翻倍,外资入场跃跃欲试",申万宏源
2175,2019-01-22,"建筑行业周报:基建先导金融数据超预期,货币政策渐显成效",申万宏源
2176,2019-01-18,券商评级:三大股指全线上扬 九股迎掘金良机,证券之星
2177,2019-01-18,发行未达预期 中国中铁2019年第一期公司债券募资25亿元,中国网
2178,2019-01-18,中国中铁(00390.HK)完成发行25亿元债券 票面利率为3.68%,格隆汇
2179,2019-01-18,1300多家企业进驻雄安新区！科技业巨头暗中发力,中财网
2180,2019-01-17,中国中铁：2010年中国中铁股份有限公司公司债券(第一期)(10年期品种)2019年付息公告,上交所
2181,2019-01-17,中国中铁：公开发行2016年公司债券(第一期)2019年付息公告,上交所
2182,2019-01-17,中国中铁(00390)：“10中铁G2”将于1月28日起付息,智通财经
2183,2019-01-17,中国中铁(00390.HK)1月28日支付“10中铁G2”利息,格隆汇
2184,2019-01-17,"中国中铁(00390.HK)""16铁工01""将于1月28日付息",格隆汇
2185,2019-01-16,粤水电：子公司与中国中铁等组成的联合体预中标东莞轨道交通PPP项目,e公司
2186,2019-01-16,"建筑行业2019年1月投资策略:逆周期调控,降准释放资金,重点推荐基建产业链",国信证券
2187,2019-01-15,建材：重点推荐基建产业链 荐8股,国信证券
2188,2019-01-14,中国中铁：拟发行30亿元公司债券 利率尚未厘定,中国网
2189,2019-01-13,【招商建筑】分区域来看补短板系列之全国区域：公路看中西，铁路看西部，轨交新方向,招商建筑
2190,2019-01-13,中国中铁(00390-HK)公开发行2019年规模为不超过30亿人民币公司债券,财华社
2191,2019-01-09,"金融地产研究部三循环周报:券商大幅跑赢大盘,地方新增债务提前下达-积极财政政策保障稳增长",申万宏源
2192,2019-01-09,"建筑行业周报:政策底不断夯实,轨道交通催化长三角基建加速",申万宏源
2193,2019-01-07,中国中铁与中国华电签战略合作协议,Wind
2194,2019-01-07,中国中铁与中国华电签战略合作协议,e公司
2195,2019-01-06,【海通建筑】财务专题之一：新准则对建筑行业影响,微信
2196,2019-01-04,"建筑和工程行业:铁总会议定调保持强度规模,基建补短板铁路料率先受益",国金证券
2197,2019-01-03,国金证券建筑2019年度投资策略：“逆周期调节”β为守，高质量发展稳为攻,国金证券研究所
2198,2019-01-03,"建筑装饰行业周报:若增值税16%档调降,建筑行业短期福利受损,长期回归正常水平",申万宏源
2199,2019-01-02,建材：若增值税16%档调降 荐3股,申万宏源
2200,2018-12-30,中铁信托总经理履新 学者型高管陈赤上位,每日经济新闻
2201,2018-12-28,中铁中标贵阳轨道工程涉322亿人币,经济通
2202,2018-12-28,【每日晨报】策略丁文 银河证券晨报—20181228,中国银河证券研究
2203,2018-12-28,基建补短板措施有望再发力 六股现上车良机,中证报
2204,2018-12-28,公告隐现重大利好 周五8只个股有望突破大涨,证券之星
2205,2018-12-27,中国中铁：联合中标322亿元贵阳市轨道交通3号线一期工程,证券之星
2206,2018-12-27,中国中铁：联合体中标贵阳市轨道交通PPP项目，总投资322亿元,Wind
2207,2018-12-27,中国中铁：联合中标贵阳市轨道交通3号线一期工程 总投资322亿元,e公司
2208,2018-12-27,中国中铁：需向证监会就发行股份购买资产事项进行书面说明和解释,中国网
2209,2018-12-27,中国中铁(00390-HK)发行12亿人民币可续期债券,财华社
2210,2018-12-27,平安证券2019年建筑建材行业十大猜想,平安证券
2211,2018-12-26,[快讯]中国中铁:收到《中国证监会行政许可项目审查一次反馈意见通知书》,中财网
2212,2018-12-26,中国中铁：2018年第四期可续期公司债券将于27日起上市交易,中国网
2213,2018-12-26,中国中铁：“16铁工01” 的回售有效申报数量为91.5万手,中国网
2214,2018-12-26,券商首次关注5股并给予买入评级（12月26日）,Wind
2215,2018-12-26,41股获券商买入评级 王府井目标涨幅达60.70%,Wind
2216,2018-12-26,国金晨讯精选：中国中铁,国金证券研究所
2217,2018-12-26,"中国中铁:进入高质量发展阶段,经营效益改善空间大",国金证券
2218,2018-12-25,中国中铁中期票据发行 总额合计为30亿元,挖贝网
2219,2018-12-22,中国中铁：成功发行30亿规模中期票据,中国网
2220,2018-12-21,【每日晨报】策略丁文 银河证券晨报—20181221,中国银河证券研究
2221,2018-12-19,"金融地产研究部三循环周报:地产建筑跑赢大盘,另眼看“开门红”",申万宏源
2222,2018-12-18,雅康高速大渡河兴康特大桥通过荷载试验,中新网
2223,2018-12-17,中国中铁与重庆市万州区政府签战略合作协议,e公司
