,2021-12-28,江西铜业：拟8360万元转让纳米克热电95%股权 提升公司整体资产质量,发布易
2038,2019-05-18,中国式企业海外上市全解析：准比快更重要,虎嗅网
2039,2019-05-17,江西铜业股份(00358.HK)：收购恒邦冶炼股份29.99%股权获江西国资委批覆,格隆汇
2040,2019-05-17,【权益变动】江西铜业(00358-HK)被摩根大通减持384.88万股,财华社
2041,2019-05-15,"【增减持】江西铜业(00358.HK)遭BlackRock, Inc.减持321.4万股H股",格隆汇
2042,2019-05-15,报告| 2019年4月江西省A股上市公司市值排行榜,挖贝网
2043,2019-05-15,12家铝箔及铜箔上市公司2018年及2019年一季度业绩汇总,中国电池网
2044,2019-05-14,港股异动︱现货铜精矿延续颓势 五矿资源(01208)一度跌超8%创近四月新低,智通财经
2045,2019-05-13,解密主力资金出逃股 连续5日净流出333股,证券时报网
2046,2019-05-13,【安信有色周报】不确定性加大，贵金属配置吸引力增强,齐丁有色研究
2047,2019-05-13,恒邦股份2018年各项指标再创历史新高,中国有色
2048,2019-05-10,5月10日港股沽空统计丨好孩子国际(1086.HK)今日沽空比例最高,格隆汇
2049,2019-05-10,中信证券：把握改革红利带来的周期产业格局变化与景气回暖,证券时报网
2050,2019-05-09,75股获券商买入评级 建发股份目标涨幅达95.92%,Wind
2051,2019-05-07,江西金控欲再度增持恒邦财险，跃居单一第一大股东,澎湃新闻
2052,2019-05-07,高盛建议继续增持中国股票,Wind
2053,2019-05-07,铁货上升7% 淡水河谷再停产铁矿石价格涨,新浪
2054,2019-05-06,A股市场破净股一览（5月6日）,Wind
2055,2019-05-06,江西铜业(600362.SH)2018年报点评：业绩符合预期，非经常性损益影响大,格隆汇
2056,2019-05-06,【信达看盘】2019.5.6,信达证券上海
2057,2019-05-05,【国金有色|周报】供给收缩利好铜铝，缅甸矿事件料继续发酵,国金有色研究
2058,2019-05-05,【华泰有色李斌团队】外盘基本金属承压，关注具备基本面支撑的品种,华泰研究所有色金属
2059,2019-05-05,江西铜业一季度净利7.4亿元同比下滑3% 现金流量净额为7.4亿元 盈利能力下降,挖贝网
2060,2019-04-30,格隆汇港股聚焦(4.30)︱重庆银行一季度净利润升9.9%至12.32亿元,格隆汇
2061,2019-04-30,【增减持】江西铜业(00358.HK)获JPMorgan Chase & Co.增持214.01万股H股,格隆汇
2062,2019-04-30,江西铜业：关于召开2018年年度股东大会、2019年第一次A股类别股东大会和2019年第一次H股类别股东大会的通知,上交所
2063,2019-04-30,工银瑞信撤换胡文彪迎来王筱苓 工银聚焦30风险高,网易
2064,2019-04-29,江西铜业(600362.SH)一季度净利润跌3.08%至7.42亿元 盈利能力下降,格隆汇
2065,2019-04-29,江西铜业：一季度净利润同比减3.08% 盈利能力下降,Wind
2066,2019-04-29,【国金有色|周报】铜铝供给收缩，板块有望持续受益,国金有色研究
2067,2019-04-29,【太平洋有色钢铁】钢企二季度盈利预计改善，子行业中油气钢管值得布局 | 行业观点及高频数据跟踪,有色钢铁杨坤河
2068,2019-04-29,【每日重点资讯】铜陵有色一季度净利润同比增加39%、翔鹭钨业一季度净利润同比增加12%,有色钢铁杨坤河
2069,2019-04-28,【华泰有色李斌团队】美元指数走强有色承压，关注具备基本面支撑的品种,华泰研究所有色金属
2070,2019-04-26,【华泰有色李斌团队】恒邦股份(002237)年报点评：新项目利润释放，业绩符合预期,华泰研究所有色金属
2071,2019-04-26,【港股异动 | 铜板块扩大跌幅 江西铜业跌2.23%】,格隆汇
2072,2019-04-25,恒邦股份2018年实现净利润4.06亿元 未来将成为江西铜业黄金板块发展平台,中证网
2073,2019-04-25,夯实主业“筑基”未来 恒邦股份2018年营收净利再创历史新高,全景网
2074,2019-04-25,"有色基本金属深度周报:消费提振,铜铝上涨有望加速",正点财经
2075,2019-04-25,"汽车上游资源(钴锂锰镍铟)行业周报:供需齐改善,铜铝有望继续受益",国金证券
2076,2019-04-23,【有色】基本金属有望迎来反弹推荐高弹性铝铜，持续关注中重稀土和磁材龙头,天风研究
2077,2019-04-22,有色金属：工业金属价格仍有上行动力 荐3股,和讯
2078,2019-04-22,有色金属：有色行业Q2配置工业金属 荐5股,和讯
2079,2019-04-22,国金证券汽车上游资源行业周报：供需齐改善，铜铝有望继续受益,证券时报网
2080,2019-04-19,【权益变动】江西铜业(00358-HK)获摩根大通增持196.6万股,财华社
2081,2019-04-18,【有色金属铜行业】深度报告：供给需求两翼齐飞助力铜价乘风而起,格隆汇
2082,2019-04-18,报告| 2019年3月江西省A股上市公司市值排行榜,挖贝网
2083,2019-04-18,有色｜关注“双百行动”下有色板块的投资机会,中信证券研究
2084,2019-04-17,有色金属：基本金属价格有望持续上行 荐10股,和讯
2085,2019-04-16,华夏基金昔日规模之王如今落后 投资策略成空话,网易
2086,2019-04-16,【华泰有色李斌团队】恒邦股份：低估的类资源拟国改金银铜标的,华泰研究所有色金属
2087,2019-04-16,长城证券：国内经济数据全面超预期 基本金属价格有望持续上行,证券时报网
2088,2019-04-16,两市低开高走沪指涨1.11% 金融股扛领涨大旗,Wind
2089,2019-04-16,巨丰午评：强周期股拉升 市场测试箱体底部,巨丰财经
2090,2019-04-16,港A两市有色金属股齐涨,格隆汇
2091,2019-04-16,【异动股】有色金属板块拉升，贵研铂业(600459-CN)涨停,财华社
2092,2019-04-16,【异动股】基本金属板块拉升，云南铜业(000878-CN)涨停,财华社
2093,2019-04-16,A股、港股有色板块“携手”上涨,中证网
2094,2019-04-16,快讯：有色板块快速拉升 云南铜业、罗平锌电涨停,新浪
2095,2019-04-16,有色金属板块涨幅扩大 云南铜业等3股涨停,证券时报网
2096,2019-04-16,有色板块盘中快速拉升,每日经济新闻
2097,2019-04-15,港股异动︱有色金属股强势上涨 货币供应宽松和实体经济向好刺激,格隆汇
2098,2019-04-12,【华泰有色李斌团队】国改红利: 甄选精品民企谋大势，强强联合改革激发活力,华泰研究所有色金属
2099,2019-04-08,国君(香港)：江西铜业维持中性评级 目标价10.8港元,新浪
2100,2019-04-08,"汽车上游资源(钴锂锰镍铟)行业研究:刚需补库刺激钴价,板块上涨如火如荼",国金证券
2101,2019-04-07,江苏化工行业大整顿引发全面涨价潮 概念股一网打尽,腾讯网
2102,2019-04-04,有色金属：有色有望迎来重估 荐18股,和讯
2103,2019-04-03,信达证券融资融券每日投资参考,正点财经
2104,2019-04-03,电话会议：柳工2018年报交流,微信
2105,2019-04-03,有色｜乐观数据提振需求预期，看好铜板块表现,中信证券研究
2106,2019-04-03,"有色金属行业:铜矿供给增量有限,下游需求有望回暖",东北证券
2107,2019-04-03,"江西铜业:减计影响利润,未来看点在并购",信达证券
2108,2019-04-02,新的赚钱主线出现了！（附今晚重要公告）,金融界
2109,2019-04-02,A股将开启第二轮上涨 116只放量股被机构看好,证券日报
2110,2019-04-01,高盛：升江铜(00358.HK)目标价至10.4港元 评级“中性”,格隆汇
2111,2019-04-01,午评：沪指新高，上攻行情再度开启！,中金在线
2112,2019-04-01,大盘一举突破年内高点 注意盘面分化风险,中财网
2113,2019-03-31,【华泰有色李斌团队】盛和资源年报点评：成本抬升毛利率下滑，业绩低于预期 盈利能力下降,华泰研究所有色金属
2114,2019-03-31,【华泰有色李斌团队】中国铝业年报点评：全年铝价低迷，业绩同比下降 盈利能力下降,华泰研究所有色金属
2115,2019-03-31,【华泰有色李斌团队】洛阳钼业年报点评：钴价下跌影响利润，海外资产稳定运营 盈利能力下降,华泰研究所有色金属
2116,2019-03-29,江西铜业去年净利24.47亿同比增52% 董事长龙子平年薪81万元,挖贝网
2117,2019-03-28,28日最新公告透露利好 15只个股有潜力,中金在线
2118,2019-03-28,港股公告精选：万科拟配售2.63亿股H股，净筹77.8亿港元用于还债,Wind
2119,2019-03-28,江西铜业全年净利润24.5亿元，同比增52.43%,Wind
2120,2019-03-28,"【中证盘前】第二批科创板受理企业名单公布；多只工业大麻概念股提示风险；中兴通讯去年大亏，一季度预盈；土耳其再度遭遇股汇双杀
亏损",中证报
2121,2019-03-27,【华创有色钢铁任志强团队】日报：Sierra Gorda铜矿工会同意暂时避免罢工,华创有色
2122,2019-03-27,【每日重点资讯】三钢闽光2019Q1预计盈利超8亿、江西铜业2018年净利润增加52%、宝钛股份2019年产量目标增长24%,有色钢铁杨坤河
2123,2019-03-27,江西铜业：2018年净利润同比增52.43%，拟10派2元,Wind
2124,2019-03-27,江西铜业(600362.SH)2018年扣非净利润降42.91%至13.63亿元 拟每股派0.2元 盈利能力下降,格隆汇
2125,2019-03-27,江西铜业：2018年计提资产减值准备18.5亿元 资产异常,Wind
2126,2019-03-27,江西铜业：2018年净利24.47亿元 同比增52%,e公司
2127,2019-03-27,江西铜业：2018年净利润24.47亿元，同比增长52.43%,Wind
2128,2019-03-26,有色金属行业周报:澳洲飓风或影响锌精矿、氧化铝以及锂辉石供应,光大证券
2129,2019-03-24,【安信有色周报】全球债券收益率骤降，坚定看好贵金属板块,齐丁有色研究
2130,2019-03-23,江西铜业：2019年第二次临时股东大会决议公告,上交所
2131,2019-03-22,中国大概率降准！最快或在3月底 看多人民币资产,深圳商报
2132,2019-03-21,报告| 2019年2月江西省A股上市公司市值排行榜,挖贝网
2133,2019-03-21,有色金属：稀土涨价 荐9股,和讯
2134,2019-03-20,基地｜政策驱动房屋销售复苏，地产产业链如何布局？,中信证券研究
2135,2019-03-20,"有色金属:金价反弹,中重稀土供需抽紧将至",安信证券
2136,2019-03-18,永安对螺纹“始乱终弃” 不断增持做多铜,和讯
2137,2019-03-14,【每日重点资讯】江西铜业剥离稀土资产至江铜集团、有研新材2018年净利润增81%、格林美签署2.93万吨前驱体材料战略销售协议,有色钢铁杨坤河
2138,2019-03-14,"有色金属行业:美元下跌,黑钨涨价",广发证券
2139,2019-03-13,天风证券：高弹性铝、稀土、铜板块补涨行情可能持续,证券时报网
2140,2019-03-13,【太平洋证券今日早读】宏观：“牛市”与宏观基本面|固收：猪瘟能够吓跑债牛吗？|有色行业追踪|京山轻机等公司点评20190313,太平洋证券研究
2141,2019-03-13,"有色金属周报:短期风险偏好或下降,建议关注黄金、稀土",光大证券
2142,2019-03-12,江铜拟斥资29.76亿元控股恒邦股份,中国有色
2143,2019-03-11,2018年中国电线电缆行业产业链分析 中游行业集中度有待提高，下游应用前景良好,前瞻研究院
2144,2019-03-11,【安信有色周报】欧央行意外放鸽，黄金魅影显现,齐丁有色研究
2145,2019-03-08,江西铜业股价大跌5.06%,中金在线
2146,2019-03-08,金属钢铁股股全线下挫 中国铝业跌近6% 连续下跌,新浪
2147,2019-03-08,铁货现逆市升逾5% 营运产能提升,新浪
2148,2019-03-08,恒生指数开盘跌1.29% 保险股、券商股低开,证券时报网
2149,2019-03-07,69股获券商买入评级 首旅酒店目标涨幅达60.21%,Wind
2150,2019-03-06,银河证券：增值税减税将有助于有色金属行业需求利润双提升,证券时报网
2151,2019-03-06,全球铜矿公司去年全年产量排名也浮出水面,汇通网
2152,2019-03-06,券商评级:沪指站上3100点 九股迎掘金良机,证券之星
2153,2019-03-06,7日机构强推买入 六股成摇钱树,证券之星
2154,2019-03-06,入主恒邦发力黄金板块 江铜“三年创新倍增”计划疾行,21世纪经济报道
2155,2019-03-06,"江西铜业公告点评20190305:收购恒邦股份29.99%股权,完善产业布局",光大证券
2156,2019-03-05,江铜首次实施上市公司控制权收购,新华网
2157,2019-03-05,江西铜业借道资本再启北上扩张 拟斥资近30亿入主恒邦股份,每日经济新闻
2158,2019-03-05,恒邦股份29亿元转让公司控股权 实控人已质押全部股份,新京报
2159,2019-03-05,江西铜业30亿欲获恒邦股份控制权 旗下资产有望注入,华夏时报
2160,2019-03-05,[公司]恒邦股份控股权变更 江西铜业或注入黄金板块资产,全景网
2161,2019-03-05,5日最新公告透露利好 13只个股有潜力,中金在线
2162,2019-03-05,全球减产叠加国内供需两旺，有色板块细分品种喜迎长牛行情，挖掘一只个股将上演“龙头并龙头”；开年以来跑平大盘的低关注度板块，个股估值还在地上，去产能催化大型龙头强者更强。【3月5日必看研报】,和讯
2163,2019-03-05,巨丰早参：科创板发行上市审核系统已完成开发测试,巨丰财经
2164,2019-03-05,盘前必读公告：上市公司重大消息一览！,巨丰财经
2165,2019-03-05,周二最新重磅公司传闻集锦(3月5日),证券之星
2166,2019-03-05,华创事件驱动早报3-5：人工智能相关立法已列入规划；能源局修订油气规划管理办法,华创证券研究
2167,2019-03-04,江西铜业29.76亿元收购恒邦股份29.99%股权,中证网
2168,2019-03-04,江西铜业拟29.76亿元收购2.73亿股 恒邦股份或成江铜集团黄金发展平台,证券日报
2169,2019-03-04,A股头条之上市公司公告精选（3.5）,金融界
2170,2019-03-04,【每日重点资讯】江西铜业30亿控股恒邦股份、沙钢股份预计一季度利润下降53%-69%,有色钢铁杨坤河
2171,2019-03-04,公告精选：温氏股份2月份商品肉猪收入同比微降；中国电影预计《流浪地球》贡献收益2.7亿-2.8亿元,每日经济新闻
2172,2019-03-04,恒邦股份(002237.SZ)29.99%的股权易主江西铜业 未来或注入黄金板块资产,格隆汇
2173,2019-03-04,恒邦股份：江西铜业将成为公司控股股东 明日复牌,e公司
2174,2019-03-04,江西铜业拟30亿元控股恒邦股份 表态打造“黄金板块发展平台”,e公司
2175,2019-03-04,公告精选：中信证券筹划员工持股计划；乐视网提示风险,e公司
2176,2019-03-04,3月4日晚间上市公司十大重磅公告,巨丰财经
2177,2019-03-04,江西铜业拟近30亿元控股恒邦股份 持股29.99%,上海有色
2178,2019-03-04,江西铜业(00358.HK)拟29.76亿元拿下恒邦股份控股权 持股29.99%,格隆汇
2179,2019-03-04,江西铜业：拟29.76亿元控股恒邦股份,e公司
2180,2019-03-04,江西铜业：拟收购恒邦股份总股份的29.99%,Wind
2181,2019-03-04,A股再现“红周一” 深股通净买入逾43亿,证券时报网
2182,2019-03-04,"汽车上游资源(钴锂锰镍铟)行业研究周报:左侧布局钴业龙头,基本面支撑铜价走高",国金证券
2183,2019-03-03,【太平洋有色钢铁】铜价突破压力线，铜板块或已到配置拐点 | 行业观点及高频数据跟踪,有色钢铁杨坤河
2184,2019-02-27,铁货飙近6% 阿穆尔河大桥竣工节省运输成本,新浪
2185,2019-02-26,【异动股】有色板块走势活跃 宏达股份(600331-CN)涨停,财华社
2186,2019-02-26,成交额突破1万亿 机构推荐28只涨停股值得思量,证券日报
2187,2019-02-26,稀土板块抢占风口 供需+高弹性或助板块继续走高,证券日报
2188,2019-02-26,有色金属行业周报:供应端扰动增多有望推升价格,光大证券
2189,2019-02-25,【2月25日港股沽空统计丨西藏水资源(01115.HK今日沽空比率最高】,格隆汇
2190,2019-02-25,【港股异动 | 中国大冶有色金属领涨铜板块 LME期铜创近两个半月新高】,格隆汇
2191,2019-02-23,2019年中国金属矿产行业10大事件 | 太平洋有色,有色钢铁杨坤河
2192,2019-02-22,北上资金扫货遵循政策与业绩前景,大众证券报
2193,2019-02-22,华泰证券：关注近期矿山端的扰动对铜钴的预期提振,证券时报网
2194,2019-02-22,中国多金属突获资金追入 现飙38.2%,新浪
2195,2019-02-22,2018年全球前25大铜矿公司座次落定，中国5大铜企形成一超四强格局,中国有色
2196,2019-02-21,午市前瞻：港股基本面持续改善 短期有望突破29000点,新浪
2197,2019-02-21,覆铜板迎来年内第二波涨价潮行业 六股即将大牛,证券时报
2198,2019-02-20,银河证券：有色金属“春季攻势”继续前进,证券时报网
2199,2019-02-20,港股异动︱铜价格反弹 中国大冶有色(00661)升近16%领涨铜板块,智通财经
2200,2019-02-20,快讯：黄金概念股持续走强 东方金钰再度涨停,新浪
2201,2019-02-13,再不上市更麻烦！中银国际证券IPO提速投行业绩惨淡,投资时报
2202,2019-02-12,02月12日 86只个股已连涨5天,每日经济新闻
2203,2019-02-11,报告 | 2018年江西省上市公司市值排行榜,挖贝网
2204,2019-01-31,[快讯]江西铜业公布年度业绩预告,中财网
2205,2019-01-31,【SMM午间要闻】在岸人民币创去年7月以来新高*巴西溃坝事故遇难人数升至99人,上海有色
2206,2019-01-31,午评：港股大涨1.21%二万八得而复失 博彩股集体走高,新浪
2207,2019-01-31,江西铜业：主产品量价上涨 2018年归母净利润预增50%,上交所
2208,2019-01-31,【港股三大指数纷纷涨超1%】,格隆汇
2209,2019-01-31,港股异动︱18年归母净利预增50% 江西铜业(00358)升逾5%,智通财经
2210,2019-01-31,港股异动 | 2018年度净利润预增50% 江西铜业涨2.32%,格隆汇
2211,2019-01-31,国元国际晨报 2019-1-31 周四,国元国际
2212,2019-01-31,江西铜业：2018年年度业绩报告预告,上交所
2213,2019-01-30,格隆汇港股聚焦(1.30)︱白云山2018年度净利润预增57.64%-89.17%,格隆汇
2214,2019-01-30,江西铜业(00358.HK)2018年度净利润预增50%,格隆汇
2215,2019-01-25,1月25日港股沽空统计丨中国忠旺(01333.HK)今日沽空比率最高,格隆汇
2216,2019-01-24,【1月24日港股沽空统计丨江西铜业(00358.HK)今日沽空比率最高】,格隆汇
2217,2019-01-24,【有色长文】千亿资产龙头是怎样炼成的？探秘龙头矿企洛阳钼业的一份百科全书,上海有色
2218,2019-01-23,【有色18Q4机构持仓：黄金受青睐】国君有色刘华峰团队,有色非无话语
2219,2019-01-22,"有色金属周报:促消费再迎政策风,煤炭事故推升镁价",光大证券
2220,2019-01-21,江西铜业(00358.HK)3月27日举行董事会议 以批准发布2018年度业绩,格隆汇
2221,2019-01-21,有色金属：有色金属有望继续反弹 荐8股,和讯
2222,2019-01-21,财政补贴或向充电设施倾斜 概念股受关注,万隆证券网
2223,2019-01-21,热点追踪：充电设施政策支持力度加大，关注受益板块,国元财富管理
2224,2019-01-21,内参：看好价值投资和成长投资 精选优质龙头个股,和讯
2225,2019-01-21,21日盘前重要行业投资机会速览,证券时报网
2226,2019-01-18,格隆汇港股聚焦(1.18)︱洛阳钼业斥89.05亿港元收购TFHL余下30%股权 坐拥全球储量最大、品味最高的铜钴矿80%权益,格隆汇
2227,2019-01-18,江西铜业(00358.HK)聘任郑高清为总经理,格隆汇
2228,2019-01-17,【增减持】江西铜业(00358.HK)获Jiangxi Copper增持20.2万股,格隆汇
2229,2019-01-16,江铜股份与烟台国丰控股合资建设18万吨铜冶炼项目,上海有色
2230,2019-01-16,"有色金属行业周报:基建回暖提振基本金属,美元承压关注贵金属行情",长城证券
2231,2019-01-15,江西铜业(00358)委任朱星文为独董等职务,智通财经
2232,2019-01-15,【有色丨韩振国 吴江（联系人）】流动性释放叠加补贴政策，金属需求预期复苏,方正证券研究
2233,2019-01-15,【晨观方正】春节旺季临近，板块迎修复时点,方正证券研究
2234,2019-01-14,"有色金属行业周报:稳增长政策频出,金属需求或迎转机",光大证券
2235,2019-01-11,"有色金属行业周报:12月全球经济数据分化,贵金属小幅收涨",国联证券
2236,2019-01-09,2018年度铜业大事回顾,中国有色
2237,2019-01-05,有色金属：贵金属维持强势 氧化铝产量创阶段新高,国联证券
2238,2019-01-04,牛市早报｜美股迎血洗，苹果重挫近10%创六年最大单日跌幅,澎湃新闻
2239,2019-01-04,4日最新公告透露利好 25只个股有潜力,中金在线
2240,2019-01-04,有色金属行业2019年投资策略:转机尤可待,光大证券
2241,2019-01-03,格隆汇港股聚焦(1.3)︱华泰证券：国信集团累计增持2014.44万股A股 拟继续增持,格隆汇
2242,2019-01-03,【每日重点资讯】江铜3.25亿元摘牌国兴铜业作为新冶炼产能合作平台,有色钢铁杨坤河
2243,2019-01-03,公告精选：易世达实控人提议年报10转5；平安银行2018年净利同比增长7%,e公司
2244,2019-01-03,受让烟台国资旗下国兴铜业65%股权 江西铜业巩固铜冶炼地位,e公司
2245,2019-01-03,江西铜业：拟受让国兴铜业65%股权并进行增资,e公司
2246,2019-01-03,江铜2018年阴极铜产量、销售收入均创历史新高,Wind
2247,2019-01-03,江铜2018年阴极铜产量、销售收入均创历史新高,上海有色
2248,2019-01-03,江西铜业：阴极铜产量和销售收入在2018年均创历史新高,e公司
2249,2019-01-03,铜价有望先抑后扬,和讯
2250,2018-12-28,有色金属：美联储明确加息进程放缓 荐6股,和讯
2251,2018-12-28,"""非阳光私募""董事长自述：凡夫俗子就赚自己能懂的钱",新浪
2252,2018-12-26,【近期视点】银河研究 12月25日,中国银河证券研究
2253,2018-12-26,【行业周报】有色金属华立 美联储明确加息进程放缓，中央经济工作会议稳增长提升有色金属消费预期,中国银河证券研究
2254,2018-12-24,中国五大铜都,中国有色
2255,2018-12-21,【SMM翻译】Codelco同意与客户进行为期三年战略改革的“Evergreen”交易,上海有色
2256,2018-12-20,沪铜跳水900点，金瑞剁手1个亿买买买！你怕了吗？,和讯
2257,2018-12-18,有色金属：金价延续涨势 荐4股,和讯
2258,2018-12-17,"有色金属行业:铜,供需紧平衡,只待宏观预期回暖",正点财经
2259,2018-12-17,江西铜业、铜陵有色、金川集团、紫金矿业4家铜企共建有色金属行业采购联盟,中国有色
2260,2018-12-15,中银国际证券披露招股书：中石油、洋河股份等参股,澎湃新闻
2261,2018-12-14,证监会披露中银国际证券招股书 江西铜业、洋河股份等持股,e公司
2262,2018-12-12,沪市成交额连续3日不足千亿 三角度详解缩量股潜力,证券日报
2263,2018-12-07,「用友」30岁了，要打一场工业互联网硬仗,36氪
2264,2018-12-06,“铜博士”波澜不惊 静待方向明朗,中证报
2265,2018-12-05,华泰证券：供需有望改善支撑铜价向好运行,证券时报网
2266,2018-12-04,中国式企业海外上市全解析：准比快更重要,如是金融研究院
2267,2018-11-22,"TC/RC：""江铜传媒""最先披露，“新华网”全网曝光",中国有色
2268,2018-11-21,有色金属：关注铜及黄金与铝细分行业龙头 荐3股,西南证券
2269,2018-11-20,中国铜企与国际矿企达成明年世界铜加工费协议价,新华网
2270,2018-11-20,废话不说多说！2019年有色行业最有爆发力的三个：铜、金、铝！,上海有色
2271,2018-11-20,有色金属行业周报:2019年铜精矿TC/RC继续下降,光大证券
2272,2018-11-18,迷你基金成群结队 创金合信基金炒股有心无力,红周刊
2273,2018-11-17,私募观点：下周检验反弹行情“成色”,金融投资报
2274,2018-11-16,江西铜业和智利Antofagasta公司同意下调2019年加工精炼费,文华财经
2275,2018-11-15,【重磅】2019年铜精矿长单benchmark出炉 TC较2018年下降,上海有色
2276,2018-11-15,沪深300指数成分股公司：42家从未发过社会责任报告 89%未审验,每日经济新闻
2277,2018-11-07,"江西铜业:2018年前三季度净利润增长好于预期,铜价长期震荡,维持增持评级!",申万宏源
2278,2018-11-05,【华泰有色李斌团队】有色行业重点公司三季报点评汇总,华泰研究所有色金属
2279,2018-11-05,【权益变动】江西铜业(00358-HK)获Jiangxi Copper Corporation增持147.8万股,财华社
2280,2018-11-02,江西铜业2018年三季报点评:减值低于预期致业绩超预期、四季度仍有看点,正点财经
2281,2018-10-31,证金三季报调仓揭秘：仅7家公司持股比例仍为4.9%，持股比例为2.99%公司猛增至88家,证券时报
2282,2018-10-31,【华泰证券研究所】每日晨会启明星20181031,华泰证券研究所
2283,2018-10-30,【华创有色】江西铜业2020年一季报点评：铜价下跌拖累公司业绩 盈利能力下降,华创有色组
2284,2018-10-30,江西铜业：2018年前三季度主要财务指标,上交所
2285,2018-10-30,30日公告透露利好 21只个股有望爆发,中金在线
2286,2018-10-30,"金诚信:海外市场拓展顺利,三季报业绩保持较高增速",安信证券
2287,2018-10-29,公告精选：多只白马股第三季度业绩“不达预期”，上市公司密集发布回购公告,每日经济新闻
2288,2018-10-29,[公告摘要]江西铜业(00358.HK)前三季度扣非净利润降21.88%至14.92亿元 盈利能力下降,格隆汇
2289,2018-10-29,江西铜业：前三季度净利超20亿元 同比增29%,e公司
2290,2018-10-29,江西铜业：前三季度净利润同比增29.37%,Wind
2291,2018-10-24,凉山矿业、滇中有色入围符合《铜冶炼行业规范条件》企业名单,中国有色
2292,2018-10-22,硫酸今年价格接近翻番，这些公司成为赢家,证券时报
2293,2018-10-22,【华泰有色李斌团队】西部矿业（601168）三季报点评：西矿稳健增长 ，拓展钒矿资源,华泰研究所有色金属
2294,2018-10-15,[买入评级]工业金属行业跟踪报告：硫酸涨价 冶炼受益,中财网
2295,2018-10-15,[买入评级]有色金属行业周报：避险推升黄金 政策提振稀土,中财网
2296,2018-10-11,A股市场破净股一览（10月11日）,Wind
2297,2018-10-04,江西铜业股票怎么样：上半年扣非归母净利润低于预期，铜价长期震荡,红塔证券
2298,2018-09-29,江铜集团牵手中油瑞飞共同打造有色金属行业智慧党建新标杆,中国有色
2299,2018-09-28,【有色长文】我国铜粗炼产能10年10倍 粗铜迎来新纪元,上海有色
2300,2018-09-27,【招商有色|公司深度】恒邦股份（002237.SZ）——黄金冶炼巨头 沐国企改革春风,招商有色刘文平
2301,2018-09-25,分析师预测频被“打脸”，如今能否挽回面子？,中财网
2302,2018-09-21,有色金属行业业绩持续高景气两维度关注7只个股,顶尖财经网
2303,2018-09-20,有色、钢铁等板块挑大梁！A股是否酝酿新一轮变局？,中财网
2304,2018-09-20,有色金属行业：钴价继续上涨 交叉补贴标准利好铝价,广发证券
2305,2018-09-13,沪市成交额934.5亿再创年内新低 详解百只缩量股潜力,证券日报
2306,2018-09-11,江西铜业：非公开发行2017年公司债券(第一期)2018年付息公告,上交所
2307,2018-09-04,"江西铜业:2018年上半年扣非归母净利润低于预期,铜价长期震荡,维持增持评级!",申万宏源
2308,2018-09-02,有色金属：氧化铝稳步上行 荐12股,广发证券
2309,2018-08-31,中国首个工业品期权来了！ 证监会批准铜期权9月21日挂牌交易,华夏时报
2310,2018-08-31,国家队二季度逆市增仓，证金汇金集中加仓一类股,红周刊
2311,2018-08-30,江西铜业：受益铜价上涨 业绩弹性较大,华鑫证券
2312,2018-08-30,马钢上扬4% 中期多赚逾倍兼获瑞信维持买入评级,新浪
2313,2018-08-29,【华泰有色李斌团队】江西铜业(600362)中报点评：技改扩建工程稳步推进，主营利润同比提升,华泰研究所有色金属
2314,2018-08-29,英皇证券：市场关注美加贸易协商 江铜纯利增五成,新浪
2315,2018-08-29,江西铜业上半年盈利同比增长53.89%,中证报
2316,2018-08-29,29日早间两市重要公司新闻速递,证券时报网
2317,2018-08-28,江西铜业：2018年半年度主要财务指标,上交所
2318,2018-08-28,江西铜业：上半年净利润同比增53.89%,Wind
2319,2018-08-28,[买入评级]有色金属行业跟踪分析报告：金属价格普涨,中财网
2320,2018-08-28,[快讯]银华内需基金公布半年报 收益为-14.74%,中财网
2321,2018-08-26,40年4万倍：香港股神曹仁超的创富启示录,格隆汇
2322,2018-08-24,西部矿业:大梁锌玉龙铜，西矿稳健前行,华泰证券
2323,2018-08-20,[领先大市-A评级]有色金属行业周报：氧化铝涨价持续 继续看好钴铝金铜,中财网
2324,2018-08-20,[买入评级]有色金属行业跟踪报告：铝钴镍价格回升,中财网
2325,2018-08-17,云南铜业定增获批开启“掘金”模式 扩大产能沿海谋局干大事,证券日报
2326,2018-08-09,武钢重工集团铸锻业务板块成建制划转至襄阳重材,钢铁新闻网
2327,2018-08-09,伦铝供需持续偏紧 港股有色板块或迎新一轮行情,证券之星
2328,2018-08-07,273亿再加仓 五概念受追捧或成主线,证券之星
2329,2018-08-07,亚洲港分享电线电缆常用塑料,东方网
2330,2018-08-07,有色板块午后苏醒，云南铜业冲击涨停,Wind
2331,2018-08-01,[推荐评级]有色金属行业周报：政策边际宽松需求预期改善 有色金属有望迎来估值修复,中财网
2332,2018-07-30,江西铜业：高位震荡的铜价行情如何实现业绩预增？,搜狐
2333,2018-07-30,今日151只个股突破五日均线,证券时报
2334,2018-07-30,[推荐评级]有色金属行业周报：积极信号促工业金属回暖 仍关注铜铝钴镍,中财网
2335,2018-07-30,今日盘中突破五日均线个股一览,证券时报网
2336,2018-07-30,江西铜业中报净利润预增50-80% 卖方机构中性评级,号外财经网
2337,2018-07-28,周六最新重磅公司传闻集锦(7月28日),证券之星
2338,2018-07-27,经重述后 江西铜业(00358)预期中期归属股东净利同比增50%-80%,财华社
