,2021-12-31,长沙实现数字人民币税款缴纳全流程,中国金融新闻网
4296,2019-07-04,交通银行：二级资本债券获得央行核准,Wind
4297,2019-07-03,报告 | 2019年6月上海A股上市公司市值TOP50,挖贝网
4298,2019-07-02,A股共发生95宗大宗交易成交21.81亿元（7月2日）,Wind
4299,2019-07-02,格隆汇A股公告精选(7.02) | 中国通号(688009.SH)拟发行不超18亿股 10日开始申购;华兴源创网上申购近2.3万个号码中签;交行建行下周派发股息；截至6月底多家公司现大量回购,格隆汇
4300,2019-07-01,交通银行(601328.SH)拟每10股A股派3元 股权登记日为7月8日,格隆汇
4301,2019-07-01,交通银行：年报推10派3元 股权登记日7月8日,金融界
4302,2019-07-01,五粮液市值超交通银行647亿元,中证网
4303,2019-06-30,招行焦虑：零售之王往何处去？,砍柴网
4304,2019-06-29,MAX科技园（南京·江宁）携手交通银行共建金融服务平台,经济网
4305,2019-06-27,A股31家不差钱的土豪！能否复制茅台一样的强势？,Wind
4306,2019-06-25,“散户绞肉机”来了！一天单日爆跌97%，股民欲哭无泪,金融界
4307,2019-06-25,招行、浦发行、交行回应称没有被调查，股价盘中最高跌超8% 其他违规处罚,GPLP犀牛财经
4308,2019-06-25,一则美方调查传闻，招行AH股罕见大跌！三家银行紧急澄清，A股V字反转,中国基金报
4309,2019-06-25,金融时报：我三家银行遭美方调查一事尚未最终确定,Wind
4310,2019-06-25,招商银行放量暴挫！官方未停牌回应称：没有受到因涉嫌违反任何制裁法律的相关调查,经济观察网
4311,2019-06-25,交行回应：目前没有受到任何因涉嫌违反制裁法律的调查,Wind
4312,2019-06-25,港股异动︱内银股普跌 交通银行(03328)挫逾3%,智通财经
4313,2019-06-24,交行(03328-HK)：银保监同意发行不超过400亿人民币二级资本债券,财华社
4314,2019-06-24,交通银行(03328.HK)拟发行不超400亿元二级资本债券获银保监会核准,格隆汇
4315,2019-06-24,交通银行：银保监会同意公司发行不超400亿元二级资本债券,Wind
4316,2019-06-24,交银理财有限责任公司 在沪开业,金融时报
4317,2019-06-24,交通银行(03328-HK)委任董事,财华社
4318,2019-06-22,长三角区域银行共商一体化发展 交行三方面谋篇布局,新浪
4319,2019-06-22,格隆汇港股聚焦(6.21)︱中国燃气去年净利润升35%至82.24亿港元 中国通号科创板首发过会,格隆汇
4320,2019-06-21,交通银行(03328.HK)选举任德奇为副董事长,格隆汇
4321,2019-06-21,交通银行(03328.HK)拟组建第九届董事会审计委员会 刘力担任主任委员,格隆汇
4322,2019-06-19,IPO材料已被证监会接收，邮储银行回A再提速,财华社
4323,2019-06-14,直击陆家嘴论坛丨任德奇：交行10万亿资产聚集长三角区域，占总资产的三分之一,经济观察网
4324,2019-06-14,任德奇：长三角一体化发展对金融服务适配性提出更高要求,中证网
4325,2019-06-14,五大银行对比分析：为何建设银行是最好的？,新浪
4326,2019-06-13,业内第三家理财子公司交银理财开业,中证网
4327,2019-06-13,交银理财有限责任公司今日在上海正式开业运营,新浪
4328,2019-06-13,第三家银行理财子公司——交银理财正式开业！过渡期前将保留资管中心,21世纪经济报道
4329,2019-06-13,交银理财今揭牌 上海首家银行理财子公司正式开业,上证报
4330,2019-06-13,交通银行：交银理财于今日正式开业运营,Wind
4331,2019-06-11,交行沈阳南塔支行被罚20万：贷款资金支付管控违规,新浪
4332,2019-06-10,交行巨变：历经挑战 永不止步,中证报
4333,2019-06-05,签约交行，中化国际获得200亿巨额授信！,中国橡胶网
4334,2019-06-05,报告 | 2019年5月上海A股上市公司市值TOP50,挖贝网
4335,2019-05-30,交银理财获批开业，理财子公司注册地北上广“雨露均沾”,经济观察网
4336,2019-05-30,港股公告精选：交银理财获准开业,Wind
4337,2019-05-30,第三家理财子公司来了，交银理财获批开业！仍有近40家理财子公司在路上,券商中国
4338,2019-05-29,第三家！工行、建行之后，交行理财子公司也获批开业了！影响5.5万亿理财，更能直接投A股,中国基金报
4339,2019-05-29,第三家理财子公司获准开业，交银理财落户上海注册资本80亿,澎湃新闻
4340,2019-05-29,交通银行(03328.HK)提名张民生为股东监事,格隆汇
4341,2019-05-29,交通银行(03328.HK)：交银理财公司获准开业,格隆汇
4342,2019-05-29,交通银行(03328.HK)选举陈青、杜亚荣、关兴社及王学武为职工监事,格隆汇
4343,2019-05-29,交通银行：子公司交银理财获准开业,e公司
4344,2019-05-29,交通银行：交银理财获银保监会批准开业，注册资本80亿元,Wind
4345,2019-05-28,北上资金抄底55亿，5个交易日这些个股被大幅增持或减持,Wind
4346,2019-05-28,北上资金半天杀入37亿元，5个交易日这些个股被大幅增持或减持,Wind
4347,2019-05-28,惠誉:交通银行未来2年可能被纳入全球系统重要性银行,新浪
4348,2019-05-26,上海，金融业改革开放的“引力场”丨上海解放70周年,第一财经
4349,2019-05-22,工行、建行理财公司获批开业 另多家银行申请已受理,中国经营网
4350,2019-05-22,上海银保监局5月开罚单数占今年88%，单月罚没2300万,澎湃新闻
4351,2019-05-22,上海银保监局5月开罚单数占今年88%，单月罚没2300万 金融监管处罚,澎湃新闻
4352,2019-05-20,银行系保险资管公司密集开张，交银康联资管获批开业,第一财经
4353,2019-05-19,【华泰金融沈娟团队】大资金入市+改革持续，把握保险银行机会—2019金融动态第20期【证券研究报告】,华泰金融研究全新平台
4354,2019-05-14,一季度上市银行业绩“都挺好” 营收增幅接近翻倍,中投网
4355,2019-05-14,A股银行保险五日“失血”66亿 哪类资金在“跑路”？,21世纪经济报道
4356,2019-05-10,交行5亿贷款案再起波澜 青岛分行千余员工联名控告,新浪
4357,2019-05-09,私人银行60万客户回归银行系反思：补短板与迎风口,21世纪经济报道
4358,2019-05-08,大摩唱空四大行背后，国有大行业绩成色如何？,凤凰网
4359,2019-05-07,这个行业强势捞金，企业一年净赚2977亿,和讯
4360,2019-05-07,交通银行与华为签署战略合作协议,e公司
4361,2019-05-06,沪港通十大成交活跃股排名（5月6日）,Wind
4362,2019-05-06,千股跌停再现，权重护盘无果，深跌之后市场会这样走,Wind
4363,2019-05-06,金融时报：专家称中小银行定向降准有空间,金融时报
4364,2019-05-05,【申万宏源金融】银行业2019年一季报综述,大金融研究
4365,2019-05-05,报告| 2019年3月上海A股上市公司市值TOP50,挖贝网
4366,2019-05-05,交通银行一季度净利210.7亿元同比增长5% 现金流量净额为73亿元,挖贝网
4367,2019-05-03,本周25家上市公司发布可转债预案 融资总规模达875.60亿元,Wind
4368,2019-05-01,交通银行季报点评：营收增速创近年新高，净息差大幅回升,志明看金融
4369,2019-05-01,国有六大行成绩：工行赚最多邮储不良率最低 建行资本充足率最,国际金融报
4370,2019-05-01,银行一季度业绩“都挺好” 营收狂飙利润“不给力”为哪般？,21世纪经济报道
4371,2019-05-01,一季度大行贷款重点投基建 部分中小行新增 广义信贷投放将放缓,21世纪经济报道
4372,2019-04-30,六大行规模争夺战：邮储突破10万亿！超过交行,21世纪经济报道
4373,2019-04-30,五大行2019年一季度报告：净利润增长稳健 资产质量向好,中投网
4374,2019-04-30,32家A股上市银行晒2018年成绩单 净利回暖、不良下降 盈利能力下降,北京商报网
4375,2019-04-30,交行净利润同比增长4.88%,新浪
4376,2019-04-30,交通银行：一季度净利润同比增4.88%,Wind
4377,2019-04-30,国有六大行一季报亮相 不良率“两平四降”,证券日报
4378,2019-04-29,六大行开年红：不良率齐降 中收增速多在10%以上,第一财经
4379,2019-04-29,交行一季度营收劲增26%，存贷款总额均站上新台阶,证券时报网
4380,2019-04-29,“老中行人”陈四清将执掌工行，六大行还有四家缺董事长行长,澎湃新闻
4381,2019-04-29,六大行一季报：“宇宙行”盈利继续称王 不良率仍属邮储最低,21世纪经济报道
4382,2019-04-29,交通银行(03328.HK)重选任德奇、侯维栋及吴伟担任执行董事,格隆汇
4383,2019-04-29,交通银行(03328.HK)将派发境外及境内优先股股息,格隆汇
4384,2019-04-29,交通银行(03328.HK)拟延长发行A股可转债方案决议有效期,格隆汇
4385,2019-04-29,交行一季报有哪些看点？净利润增速为三年同期新高，民企贷款余额较年初增279.26亿元,21世纪经济报道
4386,2019-04-29,交通银行2019年一季度业绩：实现净利润210.71亿元,新华网
4387,2019-04-29,交通银行(03328.HK)一季度纯利升4.88%至210.71亿元,格隆汇
4388,2019-04-29,交通银行：一季度实现净利润211亿元,新浪
4389,2019-04-29,交通银行：一季度净利211亿元 同比增5%,e公司
4390,2019-04-29,交通银行第一季度净利润210.7亿元，同比增4.88%,Wind
4391,2019-04-29,【兴证金融 傅慧芳】营收积极，不良确认继续加速——银行业周报（2019.04.22-2019.04.28）,兴证金融
4392,2019-04-29,上市银行盈利能力风云榜 告诉你谁是银行板块真英雄,新浪
4393,2019-04-28,交通银行：零售业务潜力未被充分认知 买入评级,和讯
4394,2019-04-25,从划转到减持：社保基金会新动作,证券市场周刊
4395,2019-04-18,五大行有多赚钱？两桶油、五大房企均远逊于它们,中国经济周刊
4396,2019-04-18,理财子公司年中有望开业 “双轨”模式或将成为主流,新浪
4397,2019-04-17,康得新危机92天 新增广发基金等诉讼合计逾50亿,新京报
4398,2019-04-17,减持潮来袭 679家上市公司减持超1700亿,格隆汇
4399,2019-04-16,【天风计算机】长亮科技：主业成长空间有望打开，开放银行助力银户通迎来新生,兵哥看IT
4400,2019-04-16,1.5亿投资者来了 股民跑步入场、股东却跑步减持,新浪
4401,2019-04-16,五大行年赚超万亿 超过19个中石油28个茅台29个万科,新浪
4402,2019-04-16,多项指标全面被碾压，百年交通银行还有未来吗？,财华社
4403,2019-04-16,当下A股最热门公告是减持！平均每天发22份公告，103股股东拟清仓式减持 减持股份,券商中国
4404,2019-04-15,上市银行理财收入“大缩水” 盈利能力下降,国际金融报
4405,2019-04-14,金融科技成上市银行年报热词 3种方式助力智能化转型,第一财经
4406,2019-04-14,逆向思考 “减持潮”下的三类投资机会,红周刊
4407,2019-04-13,巨额减持计划来袭 今年拟减持市值已近1600亿元,证券时报
4408,2019-04-13,五大国有银行金融租赁公司业绩起底： 工银租赁规模最大 中银航空租赁盈利能力最强,证券日报
4409,2019-04-12,六大国有银行高管密集调整之后：两家缺董事长，两家缺行长,澎湃新闻
4410,2019-04-12,银行盈利能力仍待改善,证券市场周刊
4411,2019-04-12,发卡速度放缓、不良率抬升——信用卡业务“凉凉”了吗,经济日报
4412,2019-04-12,净利润剑指千亿 招商银行的底气在哪？,格隆汇
4413,2019-04-12,理财减量跌价“空袭”银行年报 攻守倚赖净值产品、基金代销,21世纪经济报道
4414,2019-04-10,五大行制造业贷款占比缩减 房地产信贷为股份行大头,第一财经
4415,2019-04-10,信用卡拐点已至？2018年分期收入占比首超利息,新浪
4416,2019-04-09,“老交行”彭纯出任中投公司董事长 已从交行辞职,每日经济新闻
4417,2019-04-09,彭纯辞任交行董事长挂帅中投 任德奇暂代为履职,第一财经
4418,2019-04-09,交通银行：董事长彭纯因国家金融需要辞职,Wind
4419,2019-04-09,金融：中美贸易谈判取得新进展利好银行,和讯
4420,2019-04-09,掉队者交通银行：近3年业绩增速年年不敌招行兴业,中国经济网
4421,2019-04-09,交通银行迎来“多事之秋”：社保基金减持 董事长生变,时代周报
4422,2019-04-09,不良率下降拨备率上升 上市银行资产质量向好,中国经济网
4423,2019-04-08,交通银行信用卡年增912万张增量不增质 被指暴力催收投诉率居银行业之首,长江商报
4424,2019-04-07,高管薪酬众生相：中原银行董事长降薪395万,第一财经
4425,2019-04-07,【兴证金融 傅慧芳】3月金融数据向好，关注银行估值修复 ——银行业周报（2019.04.01-2019.04.07）,微信
4426,2019-04-07,【华泰金融沈娟团队】改革持续升温，看好金融股正反馈效应—2019金融动态第14期【证券研究报告】,华泰金融研究全新平台
4427,2019-04-06,A股持续走牛，大额减持是隐患，白马股成焦点 减持股份,Wind
4428,2019-04-05,信贷在放水？房价要普涨？看完这，就知道某些人想多了,澎湃新闻
4429,2019-04-05,巨丰访谈：大盘涨势如破竹 谁将后来居上？,巨丰财经
4430,2019-04-04,告别“最好的交行”，彭纯挂帅中投,华夏时报
4431,2019-04-04,银行年报总结及推荐: 基本面稳健 预期会改善,新浪
4432,2019-04-04,【港股异动丨交行反弹涨逾2% 社保减持属自身资产配置调整】,格隆汇
4433,2019-04-04,社保基金计划减持交行 减持市值约93亿元,券商中国
4434,2019-04-04,麦格理：交行(03328.HK)短期股价会受社保基金减持拖累,格隆汇
4435,2019-04-04,社保“交易盘”增值32亿元 对外资开放或迎新契机,中投网
4436,2019-04-04,【数说】对比六大国有银行核心数据 解锁五大非凡看点,金融界
4437,2019-04-04,房贷增速扫描：五大行普降，有股份行增速降60个百分点,Wind
4438,2019-04-04,社保拟减持近百亿元交行股票,北京日报
4439,2019-04-04,减持百亿交行股票引关注 社保基金大撤退？想多了,经济日报
4440,2019-04-04,【晨会聚焦】社保减持交行缘由几何？个股推荐：青岛啤酒,中泰证券研究所
4441,2019-04-04,社保减持交行收阳 “中国大妈”完胜,中金在线
4442,2019-04-04,频遭减持 银行股怎么了,北京商报
4443,2019-04-04,揭秘上市银行高管年薪： 股份行领先国有大行，最高相差7倍,第一财经
4444,2019-04-04,董监高频繁换血 国有大行还缺13名高管 董监高成员变化,21世纪经济报道
4445,2019-04-04,沪指再克3200点 A股新一轮趋势性上涨呼声渐起,21世纪经济报道
4446,2019-04-04,A股回暖130只个股仍“破净”投资者咋“淘金”？,重庆商报
4447,2019-04-04,"都在追问社保基金为何""部分撤离""交行A股？排除法看市场四大猜想",券商中国
4448,2019-04-04,审计署出手！翻出银行四大乱象，驻场两周，有银行人士直呼把自家翻了个底朝天,券商中国
4449,2019-04-03,社保基金减持近百亿交行股，银行股对资金没有吸引力了吗？,21世纪经济报道
4450,2019-04-03,逾7亿股！社保基金将减持交通银行A股，公司最新回应来了 减持股份,中证报
4451,2019-04-03,社保基金最新持股路径曝光，连续四个季度大幅减持了它,21世纪经济报道
4452,2019-04-03,社论：交行遭减持凸显A股分红问题,第一财经
4453,2019-04-03,交通银行(601328):拟发行减记型无固定期限资本债券不超,新浪
4454,2019-04-03,银行股不惧“空袭”逆市吸金12.7亿元 低估值+滞涨有望迎来修复行情,证券日报
4455,2019-04-03,新的起点还是终点?明日三大看点,中财网
4456,2019-04-03,交行业绩三年最“向好” 深改风控提升经营质效,中金在线
4457,2019-04-03,社保基金减持交行背后：这几年“国家队”在银行股的来来往往,第一财经
4458,2019-04-03,【首席观察】中投来了位董事长 屠光绍转身卸任,经济观察网
4459,2019-04-03,沪指震荡涨0.23% 上海自贸概念股爆发,证券时报网
4460,2019-04-03,国有六大行高管缺口10人！急需董事长、行长、副行长！,Wind
4461,2019-04-03,国有六大行高管缺口10人！急需董事长、行长、副行长！,21世纪经济报道
4462,2019-04-03,报告| 2019年3月上海A股上市公司市值排行榜,挖贝网
4463,2019-04-03,午评：沪指震荡涨0.23% 自贸港概念走势向好,网易
4464,2019-04-03,巨丰视角：明显分化下的重要意义,巨丰财经
4465,2019-04-03,市场又要变脸？非也，急涨不符合时宜,巨丰财经
4466,2019-04-03,社保基金减持交通银行 机构持股比例有所回升,财经网
4467,2019-04-03,从茅台到交行，透视国改红利释放的规律,环球老虎财经
4468,2019-04-03,聚焦丨社保基金减持交行，为哪般？影响几何？,21世纪经济报道
4469,2019-04-03,两“利空”刷屏A股能否经受考验？外资又一布局窗口开启 应对策略,证券时报网
4470,2019-04-03,社保基金拟减持交行股份 机构：无需过度担忧,证券时报网
4471,2019-04-03,社保减持交行猜想：600亿可转债认购之际提前离场,21世纪经济报道
4472,2019-04-03,交通银行低开 持有该股的基金会怎么样,金融界
4473,2019-04-03,3日公司新闻聚焦：社保基金拟减持交通银行 减持股份,证券时报网
4474,2019-04-03,社保基金拟减持至多2%交通银行股份，还重仓持有这些公司,Wind
4475,2019-04-03,【异动股】银行股早盘集体低开 交通银行(601328-CN)跌近3%,财华社
4476,2019-04-03,社保基金减持交行 社保基金还持有哪些股票,金融界
4477,2019-04-03,社保减持发酵：交行开盘下跌3%！,21世纪经济报道
4478,2019-04-03,沪深两市双双低开 交通银行低开逾2%,中证网
4479,2019-04-03,戴志锋：社保为什么减持交行？,新浪
4480,2019-04-03,快讯：社保基金拟减持交通银行股份 开盘低开逾3%,新浪
4481,2019-04-03,交行开盘跌3%:50ETF持2.9亿股 富国银行分级持仓最高,新浪
4482,2019-04-03,社保基金拟减持交行股份 H股开盘下跌逾2%,网易
4483,2019-04-03,【港股早评：腾讯涨1.64%助力恒指高开0.54% 交行跌2.32%】,格隆汇
4484,2019-04-03,社保基金拟减持 交通银行低开2.71%,e公司
4485,2019-04-03,一文看懂社保百亿减持交行？(附社保持股名单),新浪
4486,2019-04-03,交通银行低开2.7%，社保基金会拟6个月内减持A股股份,Wind
4487,2019-04-03,云丰晨报：社保基金减持交行 Altaba基金清算计划抛售阿里 减持股份,巨丰财经
4488,2019-04-03,社保基金征缴实现首季“开门红” 战略投资者地位不变,中研网
4489,2019-04-03,大盘维持强势整理，社保减持交通银行！,国盛证券
4490,2019-04-03,社保基金会减持交通银行算不得多大利空更不是打压股市,中财网
4491,2019-04-03,一文看懂社保基金百亿减持交行是啥操作？还持有哪些股？,腾讯网
4492,2019-04-03,基金早报：ETF重获资金青睐 24家券商系基金盈利曝光,新浪
4493,2019-04-03,郭施亮：社保基金减持交行 意在为市场降温还是另有打算？,中金在线
4494,2019-04-03,晚间利空将引大盘回调,中财网
4495,2019-04-03,国有六大银行业绩比拼：谁最能赚钱？谁最会控风险？,国际金融报
4496,2019-04-03,【国元资讯早班车】社保基金计划减持交行，交行回应！,国元证券订阅号
4497,2019-04-03,社保基金拟大笔减持交行，市值近百亿，是降温信号吗？A股今天怎么走,中证报
4498,2019-04-03,交行回应社保基金减持：其重要战略投资者地位不会发生变化,每日经济新闻
4499,2019-04-03,国有六大行去年新增贷款投向了哪：房贷占据半壁江山,澎湃新闻
4500,2019-04-03,社保拟减持交行 降温？调仓换股？,财富动力网
4501,2019-04-03,利空袭来！“破净股”交通银行突遭社保基金减持 减持股份,中新经纬
4502,2019-04-03,社保基金拟减持交行A股 战略投资者地位不变,证券时报
4503,2019-04-03,大事件！社保基金拟大笔减持交行，市值近百亿，是降温信号吗？A股今天怎么走,中证报
4504,2019-04-03,社保基金减持破净交行投影心理测压，正常调仓还是别的啥让人好不思量,21世纪经济报道
4505,2019-04-03,罕见！社保基金计划减持交行！市值约93亿，因何减的是交行？从收益情况到破净减持，至少七大看点,券商中国
4506,2019-04-02,交行回应社保基金减持:仅限2012年定增认购的A股股份,第一财经
4507,2019-04-02,社保近百亿减持！一图读懂社保基金直接持有A股名单,国盛证券
4508,2019-04-02,交行：社保基金会减持股份基于其自身投资安排,新京报
4509,2019-04-02,国盛金融评社保基金减持交行:独立交易 不会形成联动,新浪
4510,2019-04-02,国有大行金融科技产品PK,北京商报网
4511,2019-04-02,社保资金小幅减持交行A股 只因长期持股获利丰厚,新浪
4512,2019-04-02,"34万股东心悬开市!社保要卖交行,6个月内减持近15亿股!多大影响",证券时报网
4513,2019-04-02,交行相关负责人回应社保基金拟减持：基础性投资持股不会发生变化,Wind
4514,2019-04-02,社保基金会拟减持交行A股 分析：直接解读为看空市场可能并不妥,证券时报网
4515,2019-04-02,社保近百亿减持！为何选择减持交行，增减持操作还曾涉哪些公司？一个信号是3月份产业资本减持案激增,证券时报网
4516,2019-04-02,"震动A股！社保基金大消息：要大举减持交行,市值近100亿！更有这些降温信号,周三开盘悬了？",中国基金报
4517,2019-04-02,社保基金拟减持交通银行2%股份，近十年年均投资收益超8％,每日经济新闻
4518,2019-04-02,社保基金会拟减持“破净”的交行：不超2%股份，市值近百亿,澎湃新闻
4519,2019-04-02,哎呀！社保基金要减持交通银行A股了，累计收益率超过150％,21世纪经济报道
4520,2019-04-02,交通银行(03328.HK)：社保基金会拟6个月内减持不超2%股份,格隆汇
4521,2019-04-02,交通银行：社保基金会拟减持不超过14.85亿股 占比2%,金融界
4522,2019-04-02,交通银行：社保基金拟6个月内减持公司A股股份,金融界
4523,2019-04-02,交通银行：社保基金会拟6个月内减持A股股份,e公司
4524,2019-04-02,交通银行：社保基金拟减持不超2%的公司A股股份,Wind
4525,2019-04-02,六大行去年日均赚29亿 业绩全增却减员2.7万人,每日经济新闻
4526,2019-04-02,57岁彭纯任中投董事长 在交行董事长任上实现“近三年最好的业绩”,经济观察网
4527,2019-04-02,资管新规元年“冲击波”有多大？有银行理财收入最高锐减六成,21世纪经济报道
4528,2019-04-02,交行董事长彭纯或将出任中投公司董事长,Wind
4529,2019-04-02,六大行网点：邮储银行近4万个 农行减掉280个,新浪
4530,2019-04-02,交通银行(601328)发布2018年年报提及区块链技术应,银河证券
4531,2019-04-02,A股上市银行年报披露过半 现金分红招行派现居首,中国经济网
4532,2019-04-02,交通银行去年净利736.3亿元 同比增长5% 董事长彭纯年薪72万元,挖贝网
4533,2019-04-02,交通银行广东分行发力二手房按揭贷,广州日报
4534,2019-04-02,资管新规元年“冲击波”有多大？平安银行理财收入最高锐减六成,21世纪经济报道
4535,2019-04-02,国有六大行去年涉房贷款增速快 开发贷热度未减 按揭贷保持上升势头,证券日报
4536,2019-04-01,交行积极助力“地方政府柜台债”落地,上海金融报
4537,2019-04-01,恒指收涨1.8%盘中创10个月新高，迈入技术性牛市,Wind
4538,2019-04-01,交通银行“地方政府柜台债”： 为打造“最佳财富管理银行”再添新砖,财经网
4539,2019-04-01,“两化一行”战略推进转型进程加快 交通银行“深化改革”今年重点推进三方面,全景网
4540,2019-04-01,交通银行去年净利736亿 贷款减值损失424亿增长四成,中国经济网
4541,2019-04-01,前十大私人银行变阵：招行和四大行私行规模增速放缓,新浪
4542,2019-04-01,上市银行资产质量持续改善,金融时报
4543,2019-04-01,六大行净利润破万亿大关 大零售金融科技成转型方向,新浪
4544,2019-04-01,交行普惠金融贷款余额“升级”,中保网
4545,2019-04-01,证金2018年四季度增持蓝筹更趋分散,Wind
4546,2019-04-01,国有六大行净利超万亿日赚逾29亿 资本充足指标回升五大行拟分红2965亿,长江商报
4547,2019-04-01,AUM增速客户数齐涨 私行第二梯队加速扩张,证券时报
4548,2019-04-01,息差支撑六大行日赚29亿 四家净利增幅“破5”,第一财经
4549,2019-04-01,五大行年报出炉：五大行不良率齐降 去年约减员2.7万人,新京报
4550,2019-03-31,【华泰金融沈娟团队】净息差提升，改革有望推动盈利向上—交通银行(601328)【证券研究报告】,华泰金融研究全新平台
4551,2019-03-30,国有六大银行2018年实现净利逾万亿元，2019年信贷将聚焦实体经济重点领域,中证报
4552,2019-03-30,国有六大银行去年合计日赚29亿元，不良贷款率五降一升,澎湃新闻
4553,2019-03-30,六大行年报看点：净利增速持续回暖 净息差改善,经济观察网
4554,2019-03-29,公告精选：雏鹰农牧、正邦科技一季度大幅预亏；三钢闽光年报拟10转5派20元,每日经济新闻
4555,2019-03-29,公告精选：中行、农行、交行披露2018年年报,e公司
4556,2019-03-29,交行去年净利736.3亿 资管业务将委托理财子公司管理,新浪
4557,2019-03-29,交通银行董事长彭纯：进一步深化与邮储银行的战略合作,Wind
4558,2019-03-29,交行去年净利736亿增4.85%，“这是近年最好的业绩”,澎湃新闻
4559,2019-03-29,吕家进：交通银行理财子公司正在准备开业事宜,Wind
4560,2019-03-29,[路演]交通银行：集团表外理财业务较上年末增长11.83%,全景网
4561,2019-03-29,[路演]交通银行：2018年末不良率为1.49% 拨备覆盖率73.13%,全景网
4562,2019-03-29,[路演]交通银行：境外银行净利润达到55.07亿元 同比增长4.47%,全景网
4563,2019-03-29,[路演]交通银行：集团个人贷款余额同比增长16.01%,全景网
4564,2019-03-29,[路演]交通银行：集团公司贷款余额32186元 同比增长1.55%,全景网
4565,2019-03-29,六大行2018年成绩单出炉：共赚10612亿元，工商银行居首,Wind
4566,2019-03-29,[路演]交通银行2018年精准扶贫贷款增长72%,全景网
4567,2019-03-29,五大行年报纷纷亮相：工商银行净利2987亿元最亮眼,金融界
4568,2019-03-29,交通银行(03328.HK)2018年净利升4.85%至736.3亿元,格隆汇
4569,2019-03-29,交行2018年年报：净利736.3亿日赚两亿 不良率1.49％,新浪
4570,2019-03-29,交通银行：2018年净利润736亿元 同比增5%,e公司
4571,2019-03-29,交通银行2018年净利润736.3亿元,e公司
4572,2019-03-29,交通银行：2018年净利润736亿元，同比增4.85%,Wind
4573,2019-03-29,[快讯]交通银行2018年度业绩新闻发布会周五举办 全景网全程直播,全景网
4574,2019-03-27,首批基金年报出炉 这三大行业获基金大幅加码,天天基金网
4575,2019-03-27,首批基金年报揭示投资新动向 加码三行业,证券日报
4576,2019-03-26,交银国际(03329.HK)与交通银行重续持续关连交易,格隆汇
4577,2019-03-26,交行付万军辞职，下一站光大集团副总经理,21经济网
4578,2019-03-26,交通银行(03328.HK)：付万军辞去公司业务总监,格隆汇
4579,2019-03-26,交通银行：业务总监辞职 董监高成员变化,Wind
4580,2019-03-24,【中信建投银行杨荣】银行业周报159期：《中小银行表现亮眼， 年报助力估值修复》,eResearch杨荣团队
4581,2019-03-20,沪港通十大成交活跃股排名（3月20日）,Wind
4582,2019-03-19,交银康联人寿外资股东生变：康联集团退出,时代周报
4583,2019-03-18,大行行长牵头负责筹建理财子公司，暂未开启大规模对外招聘,Wind
4584,2019-03-15,交通银行(03328.HK)3月29日举行董事会会议 审核年度业绩,格隆汇
4585,2019-03-15,信用卡资产证券化示警 招行部分产品累计违约率飙升,投资时报
4586,2019-03-15,3月15日在售高收益银行理财产品一览,新浪
4587,2019-03-13,3月13日在售高收益银行理财产品一览,新浪
4588,2019-03-11,3月11日在售高收益银行理财产品一览,新浪
4589,2019-03-08,天津磁卡(600800.SH)控股股东460万股及孳息被冻结 股权冻结,格隆汇
4590,2019-03-08,交通银行：将继续督促天威英利新能源筹措偿债资金及罚息,Wind
4591,2019-03-08,3月8日在售高收益银行理财产品一览,新浪
4592,2019-03-06,交通银行江苏省分行与正荣地产签署全面战略合作协议,中投网
4593,2019-03-06,邮储银行即将迎来新董事长 这一职位已空档7个月,券商中国
4594,2019-03-06,信心指数有所上升 短期内政策将托底经济,第一财经日报
4595,2019-03-05,摩通：降交行(03328.HK)评级至“中性” 目标价7.1港元,格隆汇
4596,2019-03-05,五大行区块链布局提速 跨境支付等领域优势凸显,证券日报
4597,2019-03-01,交银国际信托换帅 原副总裁李依贫接棒总裁一职,每日经济新闻
4598,2019-02-28,晚间要闻2019年2月28日星期四,Wind
4599,2019-02-28,交通银行：制造业PMI中部分细项指标有所好转,证券时报网
4600,2019-02-23,表面光鲜的“‘卡奴’就像是一个延时炸弹”,南方人物周刊
4601,2019-02-22,2月22日在售高收益银行理财产品一览,新浪
4602,2019-02-19,20份上市银行业绩快报陆续抵达，五大行仍“雪藏”盈利数据,证券日报
4603,2019-02-17,震惊！当前银行网点数已近23万个！银行业机构达4588家，最多的是这家，4万多网点覆盖1/3国人,和讯
4604,2019-02-15,邮储银行正式入列六大国有行 资产规模比交行低400亿,新浪
4605,2019-02-15,2月15日在售高收益银行理财产品一览,新浪
4606,2019-02-11,金融股普跌拖累指数，交通银行、平安银行跌超1%,Wind
4607,2019-02-10,2018年上海上市公司市值TOP50,挖贝网
4608,2019-02-02,"新北洋公司动态点评:现金循环机整机首次突破国有银行,自主研发机芯规模化商用",长城证券
4609,2019-01-31,“卡奴”好日子终结，银行“封杀”信用卡,南方周末
4610,2019-01-29,银行股午后快速走升，交通银行涨近2%,Wind
4611,2019-01-29,交行：加强国际化经营 推动高质量发展,新浪
4612,2019-01-28,银行人事大调整 一周内三家大行换了5位高管,新浪
4613,2019-01-28,国信宏观策略固收总量之声：科创板落地，提振市场人气,微信
4614,2019-01-25,"银行行业专题报告:板块持仓保持稳定,增配业绩向好个股",万联证券
4615,2019-01-23,1月23日在售高收益银行理财产品一览,新浪
4616,2019-01-22,金融：Q4持仓比例略降 加仓低估值+业绩确定改善品种,东吴证券
