,2021-12-31,万泰生物、华大基因、安图生物……谁是成长能力最强的体外诊断企业？,Ofweek
910,2019-08-26,2019年半年报陆续公布，业绩亮眼的械企有哪些？,制药网
911,2019-08-23,安图生物(603658.SH)：安图实业近期累计减持安图转债68.298万张 减持股份,格隆汇
912,2019-08-23,安图生物：控股股东累计减持10%公司可转债 减持股份,Wind
913,2019-08-20,安图生物(603658.SH)：Z&F已减持464万股 减持股份,格隆汇
914,2019-08-20,轻研发重营销 禾信仪器染补贴依赖症,时代周报
915,2019-08-19,安图生物7年研发费率超10%成药企标杆 3年分红10.63亿为融资额1.74倍,长江商报
916,2019-08-16,医疗器械产业快速发展，政策密集发布相关标的股配置价值显现,第一财经
917,2019-08-14,郑州安图生物工程股份有限公司关于控股股东减持公司可转换公司债券的提示性公告 减持股份,证券时报
918,2019-08-13,安图生物：控股股东累计减持10%公司可转债 减持股份,Wind
919,2019-08-13,安图生物(603658.SH)：安图实业最近减持安图转债68.298万张 减持股份,格隆汇
920,2019-08-13,安图生物全资子公司安图仪器取得《医疗器械生产许可证》,挖贝网
921,2019-08-13,"安图生物:业绩略超预期,化学发光继续保持高速增长",证券之星
922,2019-08-12,可转债投资不可忽视！逆市20%收益比比皆是,Wind
923,2019-08-12,【医药-安图生物(603658)】江琦、谢木青：业绩略超预期，化学发光增长持续强劲-20190809,中泰证券研究所
924,2019-08-09,研发投入多 业绩增长快 安图生物股价强势涨停,新京报
925,2019-08-09,涨停板解密：热点不断，电子板块逆势爆发！（8月9日）,Wind
926,2019-08-09,安图生物半年报超预期 股价强势封涨停,中证网
927,2019-08-09,上半年营收同比增近四成 多家机构看好安图生物前景,证券日报
928,2019-08-09,"东吴证券：将安图生物评级调高为""买入""",Wind
929,2019-08-09,A股异动 | 安图生物放量涨近8% 股价再度年内新高,格隆汇
930,2019-08-09,【华泰医药代雯团队】安图生物(603658)中报点评：研发高投入，业绩依旧快速增长,谈医论股丨华泰医药
931,2019-08-09,【新时代中小盘 孙金钜团队】安图生物：业绩略超预期，流水线落地驱动加速发展,新时代证券研究
932,2019-08-09,"安图生物:发光延续高增长,业绩略超预期",国联证券
933,2019-08-09,"安图生物:业绩增长稳健,多产品线布局前景可期",西南证券
934,2019-08-09,"安图生物:核心产品磁微粒化学发光产品线持续高速增长,推动公司不断前进",东吴证券
935,2019-08-09,"安图生物:半年度利润略超预期,整体发展稳健",国金证券
936,2019-08-09,"安图生物2019年中报点评:研发高投入下业绩仍略超预期,IVD龙头崛起在路上",光大证券
937,2019-08-08,【安图生物】19H1中报：研发高投入下业绩仍略超预期，IVD龙头崛起在路上,医心医意要健康
938,2019-08-08,[快讯]安图生物:招商证券股份有限公司郑州安图生物工程股份有限公司新增募集资金投资项目实施地点的核查意见,中财网
939,2019-08-08,安图生物(603658.SH)上半年净利3.2亿元 同比增29.85%,格隆汇
940,2019-08-08,安图生物2019年上半年实现净利3.2亿 磁微粒化学发光检测试剂收入增长,挖贝网
941,2019-08-08,安图生物(603658.SH)拟新增郑州经济技术开发区园区内募集资金投资项目实施地点,格隆汇
942,2019-08-01,医药行业周报:中药保护申请16项证明事项取消,渤海证券
943,2019-07-31,医疗保健：中药保护申请16项证明事项取消 荐5股,渤海证券
944,2019-07-30,安图生物(603658.SH)控股股东近日累计减持安图转债68.297万张 减持股份,格隆汇
945,2019-07-30,安图生物：控股股东累计减持10%安图转债 减持股份,Wind
946,2019-07-25,医药行业周报:国家医保局取消地方基药增补目录,渤海证券
947,2019-07-24,大医疗领域投资机遇即将浮现 六股布局良机,中证报
948,2019-07-23,"医药生物行业:健康中国行正式开展,科创板上市在即",国联证券
949,2019-07-22,“N安图债”今日上市，安图转债本次发行规模6.8亿元,Wind
950,2019-07-21,【国盛医药张金洋团队】周观点：详解2019Q2机构医药持仓，继续推荐2+X主线,国医盛视
951,2019-07-19,安图生物：3项产品获《医疗器械注册证》,Wind
952,2019-07-17,医药行业周报:4+7品种集采预期将在全国范围内实施,渤海证券
953,2019-07-15,上市后连年买理财 销售费用三年增幅均超30%,新京报
954,2019-07-05,安图生物使用6.8亿元闲置募集资金购买理财产品,电鳗快报
955,2019-07-02,安图生物：控股子公司取得《医疗器械经营许可证》,发布易
956,2019-07-02,安图生物(603658.SH)子公司上海标源取得医疗器械经营许可证,格隆汇
957,2019-07-01,[快讯]转债中签结果：安图生物公布中签号,中财网
958,2019-07-01,安图生物：安图转债网上中签结果出炉 共179974个,金融界
959,2019-07-01,兑奖了！安图生物可转债中签号出炉,Wind
960,2019-06-30,[快讯]转债申购结果：安图生物转债公布中签率,中财网
961,2019-06-27,安图生物今日大宗交易成交44万股，成交价61.68元折价9.85%,Wind资讯
962,2019-06-27,上海证券市场大宗交易公开信息(2019-06-27),上交所
963,2019-06-27,安图生物：公司控股股东安图实业质押1650万股,Wind
964,2019-06-27,安图生物(603658.SH)控股股东质押1650万股,格隆汇
965,2019-06-26,安图生物：公开发行可转换公司债券发行公告,上交所
966,2019-06-25,安图生物拟发行6.83亿元可转债 募资扩产缓解产能瓶颈,证券日报
967,2019-06-21,安图生物(603658.SH)：四种产品取得医疗器械注册证,格隆汇
968,2019-06-17,"医药行业2019年半年度投资策略报告:改革春风迎面来,几家欢喜几家愁",渤海证券
969,2019-06-16,医疗保健：改革短期镇痛下寻找结构调整中的机遇 荐8股,中泰证券
970,2019-06-13,安图生物：公司产品取得医疗器械注册证书,发布易
971,2019-06-13,安图生物(603658.SH)取得医疗器械注册证书 进一步丰富质控品产品线,格隆汇
972,2019-05-29,【国金研究】医疗器械行业深度：2018年报及2019一季报盘点,国金证券研究所
973,2019-05-28,安图生物(603658.SH)发行约6.83亿元可转换公司债获中证监核准,格隆汇
974,2019-05-28,国金证券医疗器械行业2018年报及2019一季报盘点,国金证券
975,2019-05-26,医疗保健：医药板块攻守兼备 荐7股,中泰证券
976,2019-05-26,北上资金本月流出创新高 却连续6周加仓8股（附名单）,证券时报
977,2019-05-24,A股异动 | 安图生物低开低走跌逾5% 股东拟减持,格隆汇
978,2019-05-23,安图生物(603658.SH)股东Z&F拟减持不超4.275%股份,格隆汇
979,2019-05-23,安图生物：Z&F拟减持不超4.27%股权,e公司
980,2019-05-23,安图生物：股东拟减持不超过4.28%公司股份 减持股份,Wind
981,2019-05-14,【华泰医药代雯团队】医药行业2019年中期策略：屈盘侧白马，劈浪把龙头,谈医论股丨华泰医药
982,2019-05-13,总营收超550亿！10大医械公司全解析,新浪
983,2019-05-10,"医药行业周报:顺应政策走势,把握结构性机会",渤海证券
984,2019-05-08,哪些医疗器械上市公司拥有致胜“底牌”？看10家公司新产品布局大比拼,券商中国
985,2019-05-07,600亿规模、群雄逐鹿！体外诊断竞争已白热化,新浪
986,2019-05-06,基层放量激增IVD市场 8家营收超亿元的头部企业将钱投哪里了？,动脉网
987,2019-05-06,【新时代中小盘 孙金钜团队】安图生物：化学发光延续高增长，流水线和质谱仪进入收获期,新时代证券研究
988,2019-05-02,【安图生物】Q1点评：IVD龙头潜质渐显，业绩持续靓丽,医心医意要健康
989,2019-05-01,安图生物一季度净利1.2亿元同比增长26% 现金流量净额为1.1亿元,挖贝网
990,2019-05-01,【华泰医药代雯团队】安图生物（603658.SH）一季报点评：延续高增长态势，业绩略超预期,谈医论股丨华泰医药
991,2019-04-29,安图生物：合理价格区间为69-78元 维持“买入”评级,证券时报网
992,2019-04-29,安图生物(603658.SH)一季度净利润升26.1%至1.21亿元,格隆汇
993,2019-04-29,安图生物：对全资子公司提供担保预计不超过7亿 大额借贷担保,Wind
994,2019-04-29,安图生物：一季度净利润同比增26.10%,Wind
995,2019-04-22,【天风医药】一周医讯：医药后市更值得期待，持续关注“三条主线”,思医辨药
996,2019-04-17,"医药行业周报:顺应政策风向,看好创新药械领域",渤海证券
997,2019-04-16,医药生物行业:2019年重点任务政府分工发布,国联证券
998,2019-04-12,入局体外诊断 盘一盘有几种正确打开方式？,健康界
999,2019-04-10,"医药行业周报:业绩把基,创新驱动",渤海证券
1000,2019-04-08,【天风医药】一周医讯：看好医药板块行情，重点关注生物类细分领域及医药大消费投资机会,思医辨药
1001,2019-04-08,"医药行业周报:立足年报及一季报,看好业绩稳增长个股",渤海证券
1002,2019-04-04,安图生物(603658.SH)公开发行可转换债券申请获中证监审核通过,格隆汇
1003,2019-04-04,第十八届发审委2019年第14次会议审核结果公告,证监会
1004,2019-03-29,证监会：鸿合科技等4家公司首发4月4日上会,Wind
1005,2019-03-29,"中金公司：将安图生物评级调高为""推荐""",Wind
1006,2019-03-29,第十八届发审委2019年第14次工作会议公告,证监会
1007,2019-03-28,【华泰医药代雯团队】安图生物（603658）化学发光高增长，业绩符合预期,谈医论股丨华泰医药
1008,2019-03-28,【安图生物】年报点评：化学发光行业将迎来分化，龙头业绩持续较高增长,微信
1009,2019-03-28,安图生物去年净利5.63亿元 同比增长26% 董事长苗拥军年薪为106万元,挖贝网
1010,2019-03-28,安图生物：业绩稳健增长，免疫诊断产品持续实现突破,证券时报网
1011,2019-03-28,"安图生物:发光带动业绩持续增长,多产品线布局日趋完善",平安证券
1012,2019-03-28,"安图生物:业绩增速稳定,业务不断丰富",国金证券
1013,2019-03-27,一图读财报：安图生物2018年营收同比增长37.82%,中金在线
1014,2019-03-27,安图生物：2018年净利润5.63亿元 拟10派8元,金融界
1015,2019-03-27,安图生物(603658.SH)2018年净利润升25.98%至5.63亿元 拟10派8元,格隆汇
1016,2019-03-27,安图生物：为全资子公司提供担保不超3亿元 大额借贷担保,Wind
1017,2019-03-27,安图生物：2018年净利润同比增25.98%，拟10派8元,Wind
1018,2019-03-27,"医药行业周报:首批科创板受理企业出台,创新投资主线明晰",渤海证券
1019,2019-02-28,医药行业周报:上海将于3月20日正式执行采购结果,渤海证券
1020,2019-02-26,"医药生物行业周报:科创板加快,创新药产业链标的估值有望重构",西南证券
1021,2019-02-24,医疗保健：布局业绩有望超预期的标的 荐8股,中泰证券
1022,2019-02-20,医疗保健：甄选先机 荐5股,渤海证券
1023,2019-02-19,"医药生物行业:县级医院升级,辅助用药降价趋势已定",国联证券
1024,2019-02-11,猪年二十大潜力股：业绩、机构持股、评级大PK,证券时报
1025,2019-02-01,97股获券商买入评级 星云股份目标涨幅达174.73%,Wind
1026,2019-01-31,安图生物股价大涨5.00%,中金在线
1027,2019-01-30,安图生物：预计2018年净利润同比增长20.0%-35%,Wind
1028,2019-01-30,安图生物(603658.SH)2018年度净利润预增20%-35%,格隆汇
1029,2019-01-30,医药行业周报:上海卫健委进一步规范自费药品采购及使用管理,渤海证券
1030,2019-01-21,"医药生物行业周报:从现在开始不再悲观,短期和中长期也许都是底部",正点财经
1031,2019-01-18,"医药生物行业:国家集采文件落地,顶层制度建设出台",中证网
1032,2019-01-16,医药行业周报:大连市首发4+7集采工作方案,渤海证券
1033,2019-01-15,[互动]安图生物：对SPD模式有相应预案 确保不影响正常经营,全景网
1034,2019-01-15,"医药生物行业周报:医保局强调继续做好药品集采试点,继续看好非药板块",上海证券
1035,2019-01-11,53股获券商买入评级 立讯精密目标涨幅达101.21%,Wind
1036,2019-01-11,"安图生物:100速发光仪获批,发光产品线梯度覆盖",国联证券
1037,2019-01-11,医药生物行业:社会办医疗机构审批优化,国联证券
1038,2019-01-09,安图生物股价大涨5.13%,中金在线
1039,2019-01-09,医药行业周报:卫健委部署2019年卫生健康改革十大重点任务,渤海证券
1040,2019-01-08,"医药生物行业月报:结构调整下多数公司进入价值区间,创新是最确定的方向",正点财经
1041,2019-01-08,医疗保健：医院收入结构调整 荐8股,中信建投
1042,2019-01-08,【华泰医药代雯团队】安图生物公告点评：A1000注册上市，有望抢占基层市场,谈医论股丨华泰医药
1043,2019-01-08,"安图生物公告点评:低速发光仪顺利获批,产品组合再升级",光大证券
1044,2019-01-08,"安图生物:autolumoa1000获批,与现有产品高低搭配",国金证券
1045,2019-01-07,安图生物：全资子公司取得医疗器械注册证书,证券之星
1046,2019-01-04,日本医疗器械行业深度研究之一:整体篇,国金证券
1047,2018-12-26,医疗保健：辅助用药将进一步边缘化 荐11股,渤海证券
1048,2018-12-21,35股获券商买入评级 招商蛇口目标涨幅达67.85%,Wind
1049,2018-12-21,"安图生物:参股芬兰企业,引入分子诊断新技术",国联证券
1050,2018-12-21,"医药行业周报:有奖举报医保欺诈行为,长期利好药店连锁龙头",渤海证券
1051,2018-12-20,安图生物牵手芬兰Mobidiag：布局分子诊断防“卡脖子”,21世纪经济报道
1052,2018-12-19,安图生物：引进先进技术平台 增持评级,和讯
1053,2018-12-19,安图生物:进一步完善微生物分子诊断业务布局,正点财经
1054,2018-12-19,23股获券商买入评级 奥佳华目标涨幅达46.21%,Wind
1055,2018-12-18,明日最具投资机会六大牛股一览（2018年12月18日）,中财网
1056,2018-12-18,每日推荐一股：安图生物进一步丰富微生物检测项目,南方财富网
1057,2018-12-18,安图生物：参股芬兰企业并设立合资公，进军分子POCT,国金证券研究所
1058,2018-12-18,25股获券商买入评级 三环集团目标涨幅达77.19%,Wind
1059,2018-12-17,公告精选：多家银行再融资申请获通过；金陵体育实控人提议高送转,e公司
1060,2018-12-17,安图生物：增资Mobidiag暨设合资公司 完善分子诊断领域布局,e公司
1061,2018-12-17,安图生物：免疫诊断龙头 流水线驱动下一轮加速发展,证券时报网
1062,2018-12-17,医药行业2019年年度投资策略报告:继续看好创新药企及细分领域龙头企业的发展,渤海证券
1063,2018-12-13,"医药生物行业周报:仿制药高毛时代过去,集中度提升将催生新巨头",正点财经
1064,2018-12-11,医疗保健：聚焦优势赛道 荐10股,中信建投
1065,2018-12-07,安图生物龙虎榜数据（12月7日）,Wind
1066,2018-12-07,“柚子”受伤、黑天鹅频现，这份基金持股明细请收好,Wind
1067,2018-12-05,总投资3.2亿元！安图生物拟建设体外诊断试剂产能扩大项目,中金在线
1068,2018-11-27,"医药生物行业周报:药店分类分级管理征求意见稿公布,连锁药房龙头迎发展机遇",上海证券
1069,2018-11-23,18股获券商买入评级 瀚蓝环境目标涨幅达49.86%,Wind
1070,2018-11-22,"安图生物18年三季报点评:业绩符合市场预期,磁微粒化学发光进口替代加速",光大证券
1071,2018-11-21,"安图生物:顺ivd行业发展之势,加大投入扩产能与研发投入,夯发投入,夯实行业领先地位",东吴证券
1072,2018-11-21,"医药生物行业2019年度策略:估值修复,深挖个股",国联证券
1073,2018-11-20,安图生物：发布可转换公司债券预案 进一步加强试剂仪器生产能力,中泰证券
1074,2018-11-20,国金晨讯精选：财政分析（地方财力篇），石药集团、安图生物、10月快递数据点评,国金证券研究所
1075,2018-11-20,巨丰早参：五部委发文鼓励相关机构参与市场化债转股,巨丰财经
1076,2018-11-20,"医药生物行业:集采文件正式发布,县级医院迎来升级",国联证券
1077,2018-11-20,安图生物:公司拟发行可转债补强试剂产能和仪器研发,国金证券
1078,2018-11-19,沪深上市公司18年11月19日晚间上市公司重要公告,全景网
1079,2018-11-19,11月19日晚间利好消息汇总（更新中）,证券时报网
1080,2018-11-19,安图生物：拟发行不超6.83亿元可转债加码主业,e公司
1081,2018-11-18,医疗保健：4+7带量采购文件发布 荐8股,中泰证券
1082,2018-11-12,医疗保健：鼓励创新与加强监管并存 寻找确定性投资机会,中信建投
1083,2018-11-11,医疗保健：积极配置优质龙头公司 荐8股,中泰证券
1084,2018-11-08,"安图生物:三季度环比改善明显,静待新品放量",国联证券
1085,2018-11-05,医疗保健：创新升级大势所趋 荐9股,中信建投
1086,2018-11-02,安图生物:三季报展现稳定而高质量的成长,国金证券
1087,2018-11-01,安图生物：业绩符合预期 研发投入持续,中信证券
1088,2018-10-31,涨停板解密：四大板块全面火爆！（10月31日）,Wind
1089,2018-10-30,【华泰医药代雯团队】安图生物三季报点评：化学发光放量，业绩稳健增长,谈医论股丨华泰医药
1090,2018-10-28,医疗保健：积极配置优质龙头公司 荐8股,中泰证券
1091,2018-10-22,涨停板解密：券商股罕见全部涨停！（10月22日）,Wind
1092,2018-10-18,安图生物：核心原材料自给率超70%,e公司
1093,2018-10-17,医疗保健：17种抗癌药进医保 荐12股,渤海证券
1094,2018-10-17,"医药行业周报:17种抗癌药进医保,多省市发文响应",渤海证券
1095,2018-10-15,[看好评级]医药生物行业2018年三季报业绩前瞻：医药需求刚性 预计增长保持稳健,中财网
1096,2018-10-15,【申万宏源医药闫天一团队】20181012周观点：医药需求刚性，预计增长保持稳健——医药生物行业2018年三季报业绩前瞻,申万投资健康
1097,2018-10-11,"医药行业周报:抗癌专采持续推进,行业供给格局保稳向优",渤海证券
1098,2018-10-08,跌停板解密：股指回落，三大板块个股纷纷下挫！（10月8日）,Wind
1099,2018-09-28,"医药生物行业周报:抵扣新规落地,研发利好加码",光大证券
1100,2018-09-27,医药行业向来是一片创新研发“沃土” 医药板块未来可期,证券日报
1101,2018-09-26,"医药行业周报:基药制度进一步完善,制药业供给侧持续改革",渤海证券
1102,2018-09-13,医药股急速跳水，康泰生物、美年健康等多股迅速翻绿,Wind
1103,2018-09-11,"医药生物行业:疫苗企业未发现质量安全问题,进口抗癌药专项采购启动",国联证券
1104,2018-09-06,"医药行业周报:基药目录大调整,国务院下令增补187个品种",渤海证券
1105,2018-09-05,医疗保健：基药目录大调整 荐13股,渤海证券
1106,2018-09-05,"医药生物行业周报:处方药如期回落,非药延续高景气",光大证券
1107,2018-09-04,处方药压力渐显，非药景气依旧｜【光大医药·2018H1总结】,医心医意要健康
1108,2018-09-03,【天风医药】9月月报：中报季收官，震荡中寻找高防御性标的,思医辨药
1109,2018-09-02,医疗保健：拥抱龙头 荐8股,中泰证券
1110,2018-08-30,医药行业周报:国家药监局就药品信息化追溯体系建设征求意见,渤海证券
1111,2018-08-29,20家药企进入2018河南品牌500强，5家综合得分超9000,制药网
1112,2018-08-27,[强于大市评级]医药生物行业研究周报：半年报披露进入最后“冲刺”阶段 紧跟“业绩”,中财网
1113,2018-08-27,[增持评级]医药生物行业周报：再次强调可适度乐观 择机布局优质公司,中财网
1114,2018-08-20,医药生物行业周报：医保基金收入首次负增长?,中财网
1115,2018-08-20,[强于大市评级]医药生物行业周报：致敬行业变革者 医药长期健康大发展趋势不变,中财网
1116,2018-08-17,疫苗板块高开低走，康泰生物跌超5%,Wind
1117,2018-08-16,"医药行业周报:国家医保局,14种抗癌药将迎新一波降价",渤海证券
1118,2018-08-15,医疗保健：14种抗癌药将迎新一波降价 荐12股,渤海证券
1119,2018-08-13,生物科技板块午后发力，康泰生物两连板,Wind
1120,2018-08-12,医疗保健：创新药进入兑现期 荐8股,中泰证券
1121,2018-08-08,医药行业周报：国家医保局：新一轮抗癌药医保准入谈判下月完成,中财网
1122,2018-08-07,安图生物2018年中报点评:季度增速波动不改长期向好趋势,正点财经
1123,2018-08-07,"安图生物:业绩符合预期,新品值得期待",国联证券
1124,2018-08-06,【财通医药】安图生物(603658)：内生增长稳健，流水线和质谱值得期待,财通证券研究
1125,2018-08-06,【安图生物*全铭】深度：IVD领域优质稀缺标的，化学发光引领高增长，流水线、质谱仪打开长期成长空间,东吴研究所
1126,2018-08-06,【安图生物】中报点评：业绩略低于市场预期，磁微粒化学发光保持50%高增长,医心医意要健康
1127,2018-08-06,"安图生物:业绩符合预期,各项业务发展顺利公司收入快速增长",安信证券
1128,2018-08-05,医疗保健：长期布局期-创新药大趋势及仿制药结构性机会有望出现 荐8股,中泰证券
1129,2018-08-04,安信证券：安图生物买入评级,顶尖财经网
1130,2018-08-03,龙虎榜：一股遭机构大笔买入！业绩持续向好 股价震荡回升,巨丰财经
1131,2018-08-03,8月3日A股龙虎榜揭秘，机构抢筹2股,Wind
1132,2018-08-03,安图生物龙虎榜数据（8月3日）,Wind资讯
1133,2018-08-03,快讯：大消费和医疗集体低迷 安图生物等多股跌停,新浪
1134,2018-08-03,"安图生物:上半年发光持续高增长,业绩健康向上",正点财经
1135,2018-08-03,"安图生物:化学发光业务保持高增长,多细分领域协同发展",正点财经
1136,2018-08-03,安图生物净利润上涨股价跌停 5倍白马股业绩跟不上,中国经济网
1137,2018-08-03,【华泰医药代雯团队】安图生物（603658，买入）中报点评：业绩基本符合预期，静待重磅产品发力,谈医论股丨华泰医药
1138,2018-08-03,"安图生物:业绩增长符合预期,重要新产品顺利上市",国金证券
1139,2018-08-03,"安图生物:发光增长势头持续,多产品线布局趋于成熟",平安证券
1140,2018-08-03,"安图生物:业绩符合预期,化学发光将上新台阶",西南证券
1141,2018-08-02,安图生物：上半年净利润同比增28.84%,Wind
1142,2018-08-02,安图生物：上半年净利2.47亿元 同比增近3成,e公司
1143,2018-07-31,[同步大市-B评级]医药行业周报：中报业绩陆续发布 建议重点关注中报业绩优异的龙头股,中财网
1144,2018-07-31,中金医药月度7+5组合：8月组合,中财网
1145,2018-07-31,"医药生物行业:一致性评价再下一城,北京探索处方外流",国联证券
1146,2018-07-30,[增持评级]医药生物周报：建议关注中报表现 短期防御配置低估值流通,中财网
1147,2018-07-30,[强于大市评级]医药生物行业研究周报：优选中报业绩优异标的 布局估值切换行情,中财网
1148,2018-07-25,[看好评级]医药行业周报：把握业绩主线 精选符合行业发展趋势个股,中财网
1149,2018-07-25,"医药生物行业:最新拟优先审评名单公示,药物临床试验质量管理加强",国联证券
1150,2018-07-24,安图生物今日大宗交易成交67.30万股，成交价68.0元折价11.57%,Wind资讯
1151,2018-07-23,[增持评级]医药生物行业周报：建议关注低估值、预期改善的医药流通板块,中财网
1152,2018-07-23,[强于大市评级]医药生物行业研究周报：震荡行情持续 建议关注中报绩优股,中财网
1153,2018-07-17,[领先大市-B评级]医药行业周报：中报业绩陆续发布 建议重点关注中报业绩优异个股,中财网
1154,2018-07-17,99股获北上资金连续四周加仓,证券时报
1155,2018-07-17,[增持评级]医药生物行业周报：反弹紧握“创新+升级”主线 继续强调品牌OTC回暖机会,中财网
1156,2018-07-16,[强于大市评级]医药生物行业研究周报：中报行情持续 从“业绩”角度筛选优质标的,中财网
1157,2018-07-14,股价与成交量创历史新高 超跌个股反弹逻辑揭秘,巨丰财经
1158,2018-07-11,[看好评级]医药行业周报：把握业绩主线 精选优质个股,中财网
1159,2018-07-10,[看好评级]医药生物行业2018年中报业绩前瞻：医疗需求刚性 重点关注稳健成长和“流量入口”型公司,中财网
1160,2018-07-10,[买入评级]医药生物行业7月月报：调整中布局下半年行情,中财网
1161,2018-07-09,生物制品行业2018年半年度投资策略:看好医药行业内细分龙头及创新药领域的发展,渤海证券
1162,2018-07-05,[互动]安图生物：目前公司各产品产能较为充足,全景网
1163,2018-07-03,[推荐评级]医药行业2018年7月份投资月报：风雨后见彩虹 积极布局中报行情,中财网
1164,2018-07-03,[推荐评级]医药行业周报：长期配置核心资产 短期关注高增速个股的估值切换,中财网
1165,2018-07-02,[增持评级]医药生物行业周报：进入中报预告期 关注Q2业绩确定性,中财网
1166,2018-07-02,医药行业：把握行业新秩序下的龙头新趋势,金融界
1167,2018-07-02,中金医药月度7+5组合：7月组合,中财网
1168,2018-06-29,[优异评级]医药生物行业2018半年度策略：医改落地 机会绽放,中财网
1169,2018-06-28,中小盘伐谋主题：体外诊断(IVD)行业系列五：流水线 体外诊断皇冠上的明珠,中财网
1170,2018-06-28,[看好评级]医药行业2018年中期投资策略：医药一枝独秀上半年全面牛 短暂调整后下半年看结构牛行情,中财网
1171,2018-06-28,生物制品行业周报:复星医药控股子公司签署许可协议,渤海证券
1172,2018-06-27,[推荐评级]医药行业周报：什么是股市波动中的避风港-安全性+确定性板块,中财网
1173,2018-06-25,"医药生物行业周报:回调后医药优势显现,确定性龙头是首选",光大证券
1174,2018-06-24,股价回调恰逢其时 医药行业逻辑未变,巨丰财经
1175,2018-06-21,[推荐评级]医药行业周报：长期逻辑稳定 优质标的受益集中度提升,中财网
1176,2018-06-19,【中期策略重点公司】安图生物：流水线赋能平台价值，IVD龙头崛起正当时,微信
1177,2018-06-19,"医药生物行业周报:弱市下建议紧握确定性龙头,以时间换空间",光大证券
1178,2018-06-13,"医药生物行业:优先审评进度加快,精麻类药品规范加强",国联证券
1179,2018-06-12,[推荐评级]医药行业周报：谈龙头的持续上涨与二线品种的机会,中财网
1180,2018-06-12,"医药生物行业周报:板块进入震荡期,关注二季度业绩持续性",光大证券
1181,2018-06-08,生物制品:创新CAR-T疗法获批开启美国临床试验,渤海证券
1182,2018-06-06,[增持评级]2018年医药行业中期投资策略：需求升级 创新崛起,中财网
1183,2018-06-06,生物医药行业投资策略：拥抱创新、紧抓龙头,中财网
1184,2018-06-04,"安图生物:优秀增长超预期,IVD工业龙头继续高歌猛进",国金证券股份有限公司
1185,2018-06-04,"安图生物:高端医疗器械,铸造优秀民族品牌",正点财经
1186,2018-06-04,本土IVD 基蛋、安图、艾德、凯普四大公司潜力比拼,光大证券
1187,2018-06-04,[推荐评级]医药行业周报：市场震荡调整 看好优质标的可持续成长性,中财网
1188,2018-06-04,[增持评级]医药生物行业周报：医保局尘埃落定 行业结构有望继续优化,中财网
1189,2018-05-31,[增持评级]医药板块未来投资趋势探讨(医药与健康护理行业)：浪潮之巅,中财网
1190,2018-05-30,体外诊断(IVD)行业系列四：快速崛起的独立医学实验室,中财网
1191,2018-05-29,安图生物：流水线赋能平台价值 IVD龙头崛起正当时,证券时报网
1192,2018-05-29,"医药生物行业:一致性评价再添新品,罕见病用药审评加速",证券之星
1193,2018-05-28,[推荐评级]医药行业周报：医药还能加配什么?-“三大三中三小”,中财网
1194,2018-05-25,[推荐评级]医药生物行业深度研究：成长小白马 细分新龙头-医药次新股潜力标的全景图,中财网
1195,2018-05-24,[看好评级]生物制品行业周报：新规发布强化药品审评审批保密制度,中财网
1196,2018-05-24,天风医药：安图生物2018年50倍 为什么我们还在推？,新浪
1197,2018-05-24,安图生物 新的市场逻辑和估值理解,红周刊
1198,2018-05-22,【解盘论市】神创嫣然一笑上扬三连阳，后市势必收复曾逝之河山,Wind
1199,2018-05-22,体外诊断行业的N种赚钱方法,医药网
1200,2018-05-22,医药生物 知识产权保护有望加强 创新药价值提升,投资快报
1201,2018-05-21,"医药行业每周观点:从三个方向继续深挖医药投资机会,重点推荐万孚生物、葵花药业等优质标的",安信证券
1202,2018-05-20,医疗保健：继续看好进入兑现期的创新药板块 荐8股,中泰证券
1203,2018-05-20,医疗保健：从三个方向继续深挖医药投资机会 荐7股,安信证券
1204,2018-05-17,"安图生物:质谱获批,微生物产品线升级",正点财经
1205,2018-05-16,[看好评级]生物制品行业周报：九价宫颈癌疫苗海南中标价超预期,中财网
1206,2018-05-15,巨丰收评：密切关注市场量能变化,巨丰财经
1207,2018-05-14,[推荐评级]医药行业周报：医药长线成长性不变 关注细分领域政策利好,中财网
1208,2018-05-14,[领先大市-A评级]医药行业每周观点：不惧短期调整 关注OTC提价及估值成长合理的二线品种,中财网
1209,2018-05-11,"安图生物:流感驱动检测需求增加,Q1业绩超预期",国联证券
1210,2018-05-11,[强于大市评级]医药生物2017年年报和2018年一季报总结：医药生物行业盈利能力稳步提升 重点推荐创新药、高端医疗器械、大健康消费和疫苗,中财网
1211,2018-05-10,[买入评级]医疗器械Ⅱ行业简评：器械创新审评提速 行业迎来政策红利,中财网
1212,2018-05-10,生物制品行业周报:首家未盈利生物科技公司歌礼生物递交上市申请,渤海证券
1213,2018-05-09,"安图生物2018年一季报点评:内生外延共同发力,业绩大超市场预期",正点财经
1214,2018-05-09,[增持评级]医药生物行业周报：医药板块维持较高景气度 布局优质龙头,中财网
1215,2018-05-09,[推荐评级]医药行业周报：继续看好 建议加配二线细分龙头,中财网
1216,2018-05-08,[增持评级]安图生物(603658)公司更新报告：微生物质谱注册获批 竞争优势不断提升,中财网
1217,2018-05-08,[推荐评级]安图生物(603658)事项点评：质谱获批 微生物产品线升级,中财网
1218,2018-05-08,医药股表现分化,Wind
1219,2018-05-08,[买入评级]安图生物(603658)简评：微生物质谱正式上市 进口替代开辟新战场,中财网
