,2021-12-31,海螺水泥：持续节能降耗管控 保持竞争比较优势,新浪
8139,2018-06-12,巨丰早评：筑底是个漫长的过程,巨丰财经
8140,2018-06-12,浙商早班车2018.06.12,浙商证券研究所
8141,2018-06-12,外资尾盘放量抄底 单日净买入创“入摩”以来次新高,证券时报网
8142,2018-06-12,水泥板块迎预期差修复期 5只人气股闪现三大亮点,证券日报
8143,2018-06-11,海螺水泥年报推10派12元 股权登记6月19日,金融界
8144,2018-06-11,外资尾盘再抄底：美的集团深股通净买入创记录,--
8145,2018-06-11,外资尾盘再抄底！?北上资金单日净买入创“入摩”以来次新高，美的集团深股通净买入创记录(附名单),e公司
8146,2018-06-11,6月11日A股全日资金主力净流入、净流出前十大个股,金融界
8147,2018-06-11,沪股通尾盘抄底 平安茅台招行等同步上涨,证券时报网
8148,2018-06-11,439亿资金争夺20股：主力资金重点出击9股(名单),新浪
8149,2018-06-11,水泥继续向好 龙头企业中长期价值凸显,智通财经
8150,2018-06-11,港股半日总结：恒指升97点濠赌股反弹港机工程飙55%,理财18
8151,2018-06-11,水泥价格上涨 龙头定价权持续强化,中国建材传媒网
8152,2018-06-11,建材行业中期策略：水泥继续向好 新型建材侧重龙头,金融界
8153,2018-06-11,北上资金上周增近15% 大消费龙头等股票受青睐,中证报
8154,2018-06-10,A股“入摩”首周，北上资金持续加仓这些板块,--
8155,2018-06-10,巨丰原创：A股入摩外资助推多股创历史新高 23只成分股吸金70亿,巨丰财经
8156,2018-06-09,【太平洋证券策略|流动性分析】5月北上资金流入再创新高，消费、医药仍受青睐,微信
8157,2018-06-09,北上资金持续流入 积极布局MSCI成份股,中证网
8158,2018-06-09,北上资金大笔买入股屡创新高 16股本周继续获青睐,大众证券报
8159,2018-06-09,水大鱼大 投资品质和创新,红周刊
8160,2018-06-09,入摩6日北上资金逾200亿扫货 三维度挖掘A股新机遇,证券日报
8161,2018-06-08,数据复盘：工业富联目标价已到 腾讯控股被资金抛弃这是肿么了？,和讯
8162,2018-06-08,海螺水泥获外资净买入7532.37万,中国建材传媒网
8163,2018-06-07,海螺与甘肃定西市岷县签订10亿元新型干法水泥生产项目,数字水泥
8164,2018-06-07,破净+增长 这2点暗含了银行股的投资价值,金融界
8165,2018-06-07,贵州茅台市值再破万亿 相当于贵州省GDP七成,腾讯网
8166,2018-06-06,【解盘论市】从周五开始，A股每一次的震荡下行都是短期买入的机会,Wind
8167,2018-06-06,秦洪看盘｜优质头部股股价重心上移，将赋予A股市场积极能量,澎湃新闻
8168,2018-06-06,贵州茅台盘中突破万亿但斌叫好 背后推手彻底曝光,新浪
8169,2018-06-06,"""入摩""四天北上资金净流入146亿 连续21交易日净流入",新浪
8170,2018-06-06,43亿资金悄然流出 主力部队摈弃十类,证券之星
8171,2018-06-06,456亿资金争夺20股：主力资金重点出击6股(名单),新浪
8172,2018-06-06,6月6日复盘:修复行情将延续 主力重点出击6股(名单),新浪
8173,2018-06-06,资金流:区块链2股航空2股流入居前 两市净流出142亿,金融界
8174,2018-06-06,茅台盘中创新高 一大利好落空 后市恐还有剧变,证券之星
8175,2018-06-06,水泥股午后拉升 需求旺盛水泥价格居高不下,证券时报
8176,2018-06-06,北上资金加速布局 MSCI标的股获青睐,中证报
8177,2018-06-06,建材行业6月策略暨板块负债专题研究：宝剑锋从磨砺出，梅花香自苦寒来,国信研究
8178,2018-06-06,【招商宏观】外资仍在“喝酒吃药”——全球视野看中国资产周报（2018年第21期）,和讯
8179,2018-06-06,三天近120亿元MSCI效应引海外资金大幅流入A股,顶尖财经网
8180,2018-06-06,三日净流入逾125亿元 27只MSCI成份股受资金青睐,证券时报网
8181,2018-06-06,"""入摩""三日北上资金大幅流入 六股王者归来",证券日报
8182,2018-06-06,“入摩”三日北上资金净流入逾125亿元,证券日报
8183,2018-06-06,“入摩”三日 54亿元“聪明钱”扫货27只MSCI成份股,证券日报
8184,2018-06-05,维持海螺创业(00586)目标价33元 评级“买入”,智通财经
8185,2018-06-05,这波“泥”石流行情还将持续多久？,中金在线
8186,2018-06-05,【山证策略】退可守消费，进可攻周期——山西证券行业对比周报（20180604）,山西证券研究所
8187,2018-06-05,水泥价格接近数年新高 龙头定价权持续强化(受益股),金融界
8188,2018-06-04,水泥价格上涨 龙头定价权持续强化,e公司
8189,2018-06-04,[增持评级]建材行业周观点：华东涨价超预期 淡季不淡有望大概率,中财网
8190,2018-06-04,收评：恒生指数国企指数涨幅均超1.5% 光伏板块逆市大跌,中证网
8191,2018-06-04,微量资金流入 机构调仓换入十股,证券之星
8192,2018-06-04,华泰建筑建材行业周报：建筑关注化建家装 建材逢低加仓,中财网
8193,2018-06-04,"海螺水泥:扣非业绩靓丽,看好全年盈利",中证网
8194,2018-06-04,钢铁、建材行业周报：钢铁社库快速去化延续 水泥有望淡季不淡,中财网
8195,2018-06-04,海螺水泥柬埔寨项目投产,中安在线
8196,2018-06-04,[增持评级]建筑材料行业周报：为何旺季尾声水泥价格仍可能延续上扬?,中财网
8197,2018-06-04,[强于大市评级]建筑材料行业研究周报：低库存迎接淡季不淡 关注消费强韧性品种,中财网
8198,2018-06-04,730亿北向外资提前布局 入摩首日成分股冰火两重天,新浪
8199,2018-06-04,A股迈入“新时代” 聪明资金盯上MSCI成分股,投资快报
8200,2018-06-04,消费热金融冷 北向资金调仓看长做短,中证报
8201,2018-06-03,长江策略:北向资金加速配置A股 外资偏好消费大蓝筹,新浪
8202,2018-06-03,A股正式纳入MSCI指数 预期千亿资金可流入,财界网
8203,2018-06-02,"""入摩""提振北上资金释放积极信号 六股王者归来",证券日报
8204,2018-06-01,A股三大上升动能显现 6月市场望启动全新运行方式,证券日报
8205,2018-06-01,[互动]海螺水泥：二季度以来水泥价格同比增幅较大,全景网
8206,2018-06-01,[互动]海螺水泥：用电成本较其他企业具有一定优势,全景网
8207,2018-06-01,【港股解码】六月一日：A股正式纳入MSCI，中国股市由幼儿成长为少年！,财华社
8208,2018-06-01,海螺水泥：公司分红还有一定空间 但也要看资本开支,证券时报
8209,2018-06-01,机构一致看好哪些股票？2018年6月1日机构一致看好10金股,至诚财经
8210,2018-06-01,海螺水泥：会在装配式建筑方面做一些探索,e公司
8211,2018-06-01,海螺水泥：错峰生产对公司影响同比有限,e公司
8212,2018-06-01,外资逆市买入迎“入摩”,中国经济时报
8213,2018-06-01,中金公司：“美丽中国”新趋势让三类公司受益,e公司
8214,2018-06-01,海螺水泥跻身2018年中国资本品牌价值前10强,中国经济网
8215,2018-06-01,美丽中国：绿色经济、宜居中国,微信
8216,2018-06-01,A股今日正式“入摩” QFII等“聪明钱”掘金有术,天天基金网
8217,2018-06-01,【晨会聚焦】先破后立，六月仍然大有可为,中泰证券研究所
8218,2018-06-01,【建材】张琰、孙颖（联系人）：把握众多“不确定”中的“确定性”20180531,中泰证券研究所
8219,2018-06-01,喜中藏忧 消费品引领资金流向,中证报
8220,2018-05-31,5月31日晚间利好消息汇总（更新中）,证券时报网
8221,2018-05-31,小松集团中国总代表一行访问海螺水泥,慧聪网
8222,2018-05-31,今日已收盘 明天这5股将亮眼,中财网
8223,2018-05-31,2018中国上市公司资本品牌评价报告发布,中证网
8224,2018-05-31,港股异动︱错峰生产致近期水泥大涨 西部水泥（02233）急升9%领涨水泥板块,智通财经
8225,2018-05-31,上证50股票名单2018 2018年上证50名单是哪些？,南方财富网
8226,2018-05-31,A股市场延续调整态势 北上资金布局MSCI成分股,股城网
8227,2018-05-30,海螺水泥：2017年年度股东大会决议公告,上交所
8228,2018-05-29,错峰生产导致水泥大涨 西南将成水泥消费主力军,证券时报
8229,2018-05-29,439亿资金争夺20股：主力资金重点出击4股(名单),新浪
8230,2018-05-29,港股半日总结：恒指跌190点 金融股走弱 药股续升,理财18
8231,2018-05-29,中材节能：坚持技术创新 推动水泥行业技术进步,新华网
8232,2018-05-29,不容错过！沪深300上证50等新入围股名单曝光 可能有你的重仓股（附名单）,中财网
8233,2018-05-29,建材板块：资产结构良好现金流表现优异（附股）,顶尖财经网
8234,2018-05-28,中联百强榜单：制造业抢占榜首表现强劲,中证网
8235,2018-05-28,2017年度中联上市公司价值百强榜出炉,苏南网
8236,2018-05-28,[买入评级]建筑材料行业跟踪：行业景气、公司成长是最好的防御,中财网
8237,2018-05-28,[增持评级]建筑材料行业周报：产能严控为淡季奠定较好基础 矿山、产线整改力度增强,中财网
8238,2018-05-28,钢铁、建材行业周报：钢铁社库持续快速去化 水泥价格高位震荡,中财网
8239,2018-05-28,【国盛建材|黄诗涛团队】雨季价格表现或超预期-20180527,微信
8240,2018-05-27,【山证策略】扰动不断，修复可期-山西证券策略周报（20180527）,山西证券研究所
8241,2018-05-26,5月以来资金潮涌 35只MSCI成分股成主角,中证网
8242,2018-05-26,全球资金流向监测：强美元下资金回流美国；海外资金依然流入港股,Kevin策略研究
8243,2018-05-26,大盘走势先扬后抑 海外资金在本周仍持续净买入,股城网
8244,2018-05-26,“入摩”促A股各路资金潮涌 52只成份股大单吸筹近百亿,证券日报
8245,2018-05-25,监管层重视股东回报 稳定分红公司关注度日益提高,大众证券报
8246,2018-05-24,工业富联中签率最新出炉！不要让肥肉飞了！,中财网
8247,2018-05-24,建材行业：需求挪移+环保限产下淡季不淡是大概率事件,顶尖财经网
8248,2018-05-24,中国水泥周报：4月水泥产量回升;华东、华南及西南部有较高同比增长,中财网
8249,2018-05-24,【陆股通交易追踪】陆股通净流入22.31亿 白酒板块受追捧,e公司
8250,2018-05-23,"错过1次""悔半年"" 今年第一只100%中签新股来了",中国基金报
8251,2018-05-23,资金流:芯片2股次新+4股流入居前 两市净流出470亿,金融界
8252,2018-05-23,406亿资金争夺20股：主力资金重点出击2股(名单),新浪
8253,2018-05-22,[买入评级]建筑材料行业周报：需求韧性和结构分化共筑基本面的持续性,中财网
8254,2018-05-22,建筑材料2018年4月数据点评：需求如期反弹 结构好于总量,中财网
8255,2018-05-22,海螺集团高登榜董事长会见海德堡水泥集团董事长Bernd Scheifele,数字水泥
8256,2018-05-21,钢铁板块思考系列之一从周期行业对比角度看钢铁板块估值,不止是钢货
8257,2018-05-21,国信证券：重点关注钢铁行业、非金属建材、环保,国信研究
8258,2018-05-21,铜陵有色纳入MSCI指数体系,中安在线
8259,2018-05-21,北上资金月内日均净买入近25亿元 10只龙头股合计净流入逾122亿元,证券时报网
8260,2018-05-21,北上资金月内日均净买入近25亿 资金瞄准10只龙头股,证券日报
8261,2018-05-20,北向资金5月流入已逾300亿 重点布局“白酒双雄”,中证网
8262,2018-05-19,沪指逼近3200点关口 新经济将是中期投资主线,中财网
8263,2018-05-18,陆股通大幅加仓75股！真是探路MSCI？加仓股票多有这个共性（名单）,微信
8264,2018-05-18,安徽集体接待日成功举行 真实反映上市公司内在价值,全景网
8265,2018-05-18,[路演]海螺水泥：煤价变动100元对水泥成本影响约15元,全景网
8266,2018-05-18,各省多家水泥厂商上调价格,中国建材传媒网
8267,2018-05-18,【点评】委内瑞拉大选倒计时，油价或再受刺激,国元证券订阅号
8268,2018-05-18,新力金融“亏本”重组 转型P2P赶上“跑路”,证券日报
8269,2018-05-17,价格上涨幅度大 华新水泥持续加码西南地区产能,每日经济新闻
8270,2018-05-17,【策略】本轮反弹，3200点能不能过，就看今日了！,国元证券订阅号
8271,2018-05-17,【建材】张琰、孙颖（联系人）：传统淡季即将到来，我们怎么看？夏季错峰增强推动供给边际延续收缩，淡季水泥价格表现有支撑-0516,中泰证券研究所
8272,2018-05-17,【晨会聚焦】宏观基本面波澜不惊,中泰证券研究所
8273,2018-05-17,水泥企业业绩大增价格维持高位 六股有掘金机会,中证报
8274,2018-05-16,券商看市：A股纳入MSCI进程加快 投资氛围趋理性,中证网
8275,2018-05-16,[买入评级]2018年1-4月建材行业需求端数据点评,中财网
8276,2018-05-16,沪指兵临3200点 MSCI新增成分股表现突出,全景网
8277,2018-05-16,玻璃整体供需背离发展 原片价格持续振荡回落,中国建材传媒网
8278,2018-05-16,招商证券：持股偏向于大消费蓝筹和石油等板块,中证网
8279,2018-05-16,5月16日券商晨会研报汇编,证券日报
8280,2018-05-16,4月份工业生产增速超预期，房地产成交额增速相对稳健,微信
8281,2018-05-16,海螺水泥落户广元:开工到投产仅用565天,中国网
8282,2018-05-16,4月数据点评(钢铁、建材行业)：钢材盈利明显修复 水泥需求环比大幅跳升,中财网
8283,2018-05-16,A股最新入围MSCI名单出炉 6股绝佳布局良机,证券日报
8284,2018-05-16,A股最新入围MSCI名单出炉 37只潜力股获机构力荐,证券日报
8285,2018-05-15,[买入评级]建材行业周报：南方即将迎来雨季,中财网
8286,2018-05-15,[看好评级]建材建筑行业周报：趋势认知符合实际 量预期偏低,中财网
8287,2018-05-15,海螺集团董事长高登榜会见金隅冀东董事长姜长禄,数字水泥
8288,2018-05-15,今日特别提示（2018年5月15日）,中财网
8289,2018-05-15,安徽海螺水泥股份有限公司,证券时报
8290,2018-05-14,海螺水泥(00914)：“11海螺02”将于5月23日摘牌付息,智通财经
8291,2018-05-14,建材：关注玻璃后续表现 荐14股,国信证券
8292,2018-05-14,[强于大市评级]海外原材料行业一周回顾：包装纸节后开启疯狂上涨模式,中财网
8293,2018-05-14,[买入评级]建筑材料行业周报：高频数据显示4-5月行业环境向上 结构优于总量,中财网
8294,2018-05-14,安徽海螺水泥股份有限公司2011年公司债券本息兑付暨摘牌公告,上交所
8295,2018-05-14,建材行业5月投资策略：连雨不知春去，一晴方觉夏深,国信研究
8296,2018-05-14,富士康净利润超99%A股公司,中国基金报
8297,2018-05-14,[强于大市评级]建筑材料行业研究周报：华东需求不弱 关注区域水泥龙头,中财网
8298,2018-05-14,钢铁、建材行业周报：华东水泥价格涨势延续五周 钢材库存继续快速去化,中财网
8299,2018-05-13,[增持评级]建筑材料行业周报：“虽道路曲折 然前途光明” 把握资产质量和定价权构筑的安全边际,中财网
8300,2018-05-13,【国君环保 | 建材】重磅深度！技术革新化解危废处置行业长期痛点：危废行业深度思考之工艺篇,强推环保
8301,2018-05-11,1258只个股今日尾盘资金净流入,证券时报网
8302,2018-05-11,“涨”声响起来 水泥板块再闻利好,e公司
8303,2018-05-11,决战一触即发 未来至少降准2次?(附股),中证投资
8304,2018-05-11,午评：沪股通净流入16.07亿 深股通净流入4.32亿,新浪
8305,2018-05-11,以“车”为媒 华菱星马牵手芜湖海螺(图),慧聪网
8306,2018-05-11,A股“入摩”提振白马行情 喝酒、吃药板块持续走高,每日经济新闻
8307,2018-05-11,东北证券 | 股市正阳：继续渐进布局兼谈MSCI中国A股指数,东北证券金融世界
8308,2018-05-11,建筑建材行业日报：河南2018年水泥行业错峰力度加大,中财网
8309,2018-05-11,郑眼看盘：结构性行情 投资者应注意“弃弱留强”,每日经济新闻
8310,2018-05-10,郑眼看盘：结构性行情 强者恒强,每日经济新闻
8311,2018-05-10,"海螺水泥:一季度市占率持续提升,盈利维持高位,王者风范",中证网
8312,2018-05-10,45亿资金稳步流入 主力机构助推十大类股,证券之星
8313,2018-05-10,收评：沪指尾盘拉升涨0.51% 权重股护盘,证券时报网
8314,2018-05-10,[买入评级]非金属建材周报：水泥价格继续推涨,中财网
8315,2018-05-10,建筑建材行业日报：浙江部分地区水泥价格已连续上调4-5轮,中财网
8316,2018-05-10,涨价潮此起彼伏 概念股纷纷异动,证券时报
8317,2018-05-09,[买入评级]建材行业周报：沿江熟料价格持续走高,中财网
8318,2018-05-09,重磅信号频发出 妖股或大限将至(附股),中财网
8319,2018-05-09,[看好评级]建筑材料行业2017年报和2018年一季度报综述：供给影响收入增速向下利润增速向上,中财网
8320,2018-05-09,[看好评级]建材建筑行业周报：景气度波动调整才有预期差机会,中财网
8321,2018-05-09,[增持评级]建筑材料行业周报：华东熟料超预期上涨五轮 “熟料资源化”加速,中财网
8322,2018-05-09,水泥南强北弱 玻璃基本面趋弱,中投网
8323,2018-05-09,建筑建材行业日报：广东水泥涨价且限量供应,中财网
8324,2018-05-08,华泰建筑建材行业周报：配置绩优PPP、化建及水泥玻璃,中财网
8325,2018-05-08,[超配评级]非金属建材行业周报：基本面表现尚好 投资可再乐观一些,中财网
8326,2018-05-08,建材行业绩报值得关注的五个问题,国泰君安
8327,2018-05-08,钢铁、建材行业周报：华东环保推升水泥价格 钢材盈利再冲高,中财网
8328,2018-05-08,2018年第一季度水泥行业运行报告,百年建筑网
8329,2018-05-08,[推荐评级]非金属建材行业2017年年报及2018年一季报小结：圆满的2017年 更好的2018年,中财网
8330,2018-05-08,新一轮“涨价潮”掀起 造纸等四板块龙头股迎配置时点,金融界
8331,2018-05-08,【金工】2018年年中主要宽基指数样本股调整预测：市场流动性下降导致冲击系数普遍上升,中信证券研究
8332,2018-05-08,北向资金延续净买入态势,中证报
8333,2018-05-07,[强于大市评级]建筑材料行业研究周报：水泥价格环比继续上涨 水泥龙头公司业绩向好,中财网
8334,2018-05-07,A股正式“入摩”近在咫尺，外资机构重点布局股曝光,证券时报
8335,2018-05-07,AH股比价：2只个股股价倒挂,中财网
8336,2018-05-07,[增持评级]危废行业深度思考之工艺篇：技术革新化解危废处置行业长期痛点,中财网
8337,2018-05-07,沪深股通扩额3日入场近42亿 三类机构同时持仓4股,证券日报
8338,2018-05-06,上市公司炒股不忌讳“炒同行” 恒生电子买成科蓝软件第一大流通股东,每日经济新闻
8339,2018-05-06,炒股有多难？上市公司股神炒股3个月亏掉一整年利润,每日经济新闻
8340,2018-05-06,一季报曝光社保、QFII、私募投资图谱,大众证券报
8341,2018-05-05,16家公司货币资金超过市值,中证报
8342,2018-05-04,25只个股社保基金持仓占流通股比例在5%以上,证券时报
8343,2018-05-04,大盘沉闷的背后 创业板的骚动已经按不住了,火山财富
8344,2018-05-04,395亿资金争夺20股：主力资金重点出击8股(名单),新浪
8345,2018-05-04,5月4日复盘:下周变盘点蓄势待发 主力重点出击8股,新浪
8346,2018-05-04,收评：沪股通净流出4.09亿 深股通净流出7.87亿,新浪
8347,2018-05-04,多行业涨价潮再现，想照单买股还得悠着点,--
8348,2018-05-04,旺季中水泥价格继续走高,光大证券
8349,2018-05-04,午评：两市弱势调整沪指跌0.12% 金融股拖累大盘,新浪
8350,2018-05-04,快讯：水泥价格迎来新一轮上涨 水泥股盘初拉升,新浪
8351,2018-05-04,水泥板块拉升走强 青松建化强势涨停,金融界
8352,2018-05-04,海螺水泥：印尼、缅甸投产项目总体运营良好,中证网
8353,2018-05-04,中国建材合并有助去杠杆 估值步向正常化,格隆汇
8354,2018-05-03,外资青睐MSCI标的股 贵州茅台净买入金额最高,金羊网
8355,2018-05-03,周期行业基本面强势 新兴科技股业绩平平,红周刊
8356,2018-05-03,一季报机构看好的个股不容放过,中财网
8357,2018-05-03,"海螺水泥:韧性领跑同行,无愧行业标杆",正点财经
8358,2018-05-03,13家水泥企业首季赚55亿,中国建材传媒网
8359,2018-05-03,国泰君安：技术革新化解危废处置行业长期痛点,中证网
8360,2018-05-03,A股5月平稳开局 北上资金大幅流入白马股,中财网
8361,2018-05-03,四利好促水泥股应声上涨 机构纷纷布局 6股掘金,证券日报
8362,2018-05-03,大宗“黑马”水泥能否蹚出“股浪花”,中证报
8363,2018-05-03,派现金额首破万亿 高送转急剧降温,证券时报
8364,2018-05-03,起底证金汇金首季青睐标的解密154只增仓股投资价值,顶尖财经网
8365,2018-05-03,道达投资手记：有一类资金正在抄底,每日经济新闻
8366,2018-05-02,QFII最新持股动向曝光：扎堆持有4股，十大重仓股市值占比超五成,21世纪经济报道
8367,2018-05-02,46只个股跌停 然而却有一类资金正在抄底——道达投资手记,每日经济新闻
8368,2018-05-02,1463只个股今日尾盘资金净流入,证券时报
8369,2018-05-02,社保基金一季度持仓：新进109股，京东方A等被大举增持,证券时报网
8370,2018-05-02,0502涨停股揭秘：医药板块延续节前强势上涨势头,中金网
8371,2018-05-02,5月2日复盘:大盘缓慢升温 主力重点出击10股（名单）,新浪
8372,2018-05-02,471亿资金争夺20股：主力资金重点出击10股(名单),新浪
8373,2018-05-02,水泥行业利润总额创新高 后市看涨水泥概念股,财富动力网
8374,2018-05-02,一季度水泥行业利润总额创新高,中证报
8375,2018-05-02,5月港股或出现变盘 策略：全面转向内需（附金股）,投资快报
8376,2018-05-02,利润增速创五年新高 周期性行业增长显著,证券时报
8377,2018-05-02,2017年多家上市公司“炒股”青睐同行,中证报
8378,2018-05-02,402家公司有证券投资 “炒股”成业绩“双刃剑”,中证报
8379,2018-05-02,13家水泥企业首季盈利55亿元 机构押宝国企改革概念公司,证券日报
8380,2018-05-01,国家队新进35只股 一季度末各类机构持仓变化有点大,中证网
8381,2018-05-01,水泥企业年度数据大PK，谁家最赚钱？,智通财经
8382,2018-05-01,3月水泥数据：启动晚、恢复快、总量并不差,长江证券
8383,2018-04-29,年报分红送转榜单出炉：高送转急剧降温 高派现股家数创新高,证券时报
8384,2018-04-28,周期行业基本面强势 新兴科技股业绩平平,红周刊
8385,2018-04-28,北上资金对白马和中小创喜好均分化,大众证券报
8386,2018-04-27,北上资金恢复净买入 连续狂抛格力加仓美的,e公司
8387,2018-04-27,“国家队”最新动向 逆势大举增持A股蓝筹巨头,财界网
8388,2018-04-27,柬埔寨马德望海螺第一台水泥磨顺利投运,数字水泥
8389,2018-04-27,国家队出手了！证金公司一季度看上这些公司,中国基金报
8390,2018-04-27,惊讶：水泥产能利用率将创新低！多地利用率不足三成！,百年建筑网
8391,2018-04-27,再创历史新高！海螺水泥一季度净利47.78亿元,百年建筑网
8392,2018-04-27,【陆股通交易追踪】陆股通净流出31亿 格力电器遭减仓23.58亿元,e公司
8393,2018-04-27,深股通净卖出创历史新高 格力电器遭净卖出近23.56亿元,证券时报网
8394,2018-04-27,深股通净卖出创历史新高 北上资金弃格力抢海螺水泥,证券时报
8395,2018-04-27,供应端持续走低 水泥价格逼近历史高点,21世纪经济报道
8396,2018-04-26,水泥涨价行业公司普遍预增 华新水泥一季度净利增逾4倍,e公司
8397,2018-04-26,深股通净卖出32亿创历史新高 是怒怼董明珠不分红？,新浪
8398,2018-04-26,深股通资金净卖出格力电器23亿 净买入美的集团1.2亿,新浪
8399,2018-04-26,投资“根深叶茂”,红周刊
8400,2018-04-26,AH股比价：4只个股股价倒挂,中财网
8401,2018-04-26,融资客积极抢筹 计算机和电子成最爱,中证网
8402,2018-04-26,水泥价格季节性走强 业内人士：继续看好2018年水泥整体行情,每日经济新闻
8403,2018-04-26,MSCI概念进入5月重要窗口期，千亿级别资金将会流入哪些板块？,银行信息港
8404,2018-04-26,金隅首季蚀逾2亿元 现逆市挫约半成,新浪
8405,2018-04-26,【陆股通交易追踪】陆股通净流入14.6亿 增持医药生物及食品饮料板块,e公司
8406,2018-04-26,融资客逆市买入45只个股 计算机与电子类成最爱,证券日报
8407,2018-04-25,建材：华东水泥迎来第四轮价格上涨 荐3股,川财证券
8408,2018-04-25,水泥涨价趋势有望延续 高盈利标的获看好,中证网
8409,2018-04-25,北向资金抄底周期股 卫健委即将召开“互联网+医疗”发布会,中金在线
8410,2018-04-25,中金网0425机会早报：核燃料产业园布局东南沿海,中金网
8411,2018-04-25,多地水泥价格持续上涨 水泥概念股有哪些,证券日报
8412,2018-04-25,【大行报告】汇丰证券：维持海螺水泥(00914-HK)“买入”评级,财华社
8413,2018-04-25,周期板块引领反弹北向资金抢先加仓,顶尖财经网
8414,2018-04-25,A股情报局：一轮新的大反弹一触即发,腾讯网
8415,2018-04-25,风向标再度出现：北向资金成功抄底周期股(名单),中财网
8416,2018-04-25,一季报披露进行时 多公司业绩翻倍,财富动力网
8417,2018-04-25,大单抢筹致两市普涨 40亿元北上资金抄底搏反弹,证券日报
8418,2018-04-24,证金公司一季度增持了这几只白马及券商股 减持兴业银行紫金矿业,e公司
8419,2018-04-24,4月24日晚间利好消息汇总,证券时报网
8420,2018-04-24,沪深上市公司18年4月25日晚间上市公司重要公告,全景网
8421,2018-04-24,24日晚公告精编丨年报披露尾声，这两家公司业绩变脸由盈转亏,21世纪经济报道
8422,2018-04-24,晚间重要公告2018年4月24日星期二,--
8423,2018-04-24,中证数据：两市资金净流入前20股（4月24日）,金融界
8424,2018-04-24,海螺水泥：一季度净利翻倍 证金持股升至4.28%,e公司
8425,2018-04-24,海螺水泥(00914-HK)一季度净利47.78亿元 同比增121.9%,财华社
8426,2018-04-24,港股全日总结：恒指回升381点内银、资源及内房股扬,理财18
8427,2018-04-24,海螺水泥：一季度净利润同比增121.90%,Wind
8428,2018-04-24,4月24日复盘：或迎新反弹 主力重点出击16股（名单）,新浪
8429,2018-04-24,建材：景气度保持高位 荐4股,广发证券
8430,2018-04-24,570亿资金争夺20股：主力资金重点出击16股(名单),新浪
8431,2018-04-24,港股异动︱水泥价格继续上行 港水泥股应声走高,金融界
8432,2018-04-24,巨丰热点：去产能将延续 周期板块全线活跃,巨丰财经
8433,2018-04-24,快讯：周期股早盘持续走强 兖州煤业等多股拉升,新浪
8434,2018-04-24,建筑建材行业日报：两广地区一季度水泥需求增长6.6%,中财网
8435,2018-04-23,[买入评级]建材行业周报：一季度水泥产量下降 雄安新区规划纲要获批,中财网
8436,2018-04-23,[推荐评级]招“财”周报(建材行业)：此轮水泥涨价可持续至五月中上旬,中财网
8437,2018-04-23,[增持评级]建材行业周观点：继续推荐建材一季报行情,中财网
8438,2018-04-23,北上资金逆市涌入A股 新经济领域成资金重点对象,财界网
8439,2018-04-23,[强于大市评级]建筑材料行业研究周报：水泥继续涨价 玻纤景气延续,中财网
8440,2018-04-23,钢铁、建材行业周报：水泥价格继续上行 钢材社会库存降幅扩大,中财网
8441,2018-04-23,北向资金抄底态度坚决,金融界
8442,2018-04-22,建材：基本面好为什么投资者不买账 荐9股,广发证券
8443,2018-04-22,宋清辉：AH股价差有望进一步缩小。,搜狐
8444,2018-04-21,A股大跌北上资金逆势“抄底”,大众证券报
8445,2018-04-21,“找不到风口”的狮头股份,21世纪经济报道
8446,2018-04-20,看“聪明资金”陆股通的买卖,财界网
8447,2018-04-20,北向疯买蓝筹股，说明了什么？,全景网
8448,2018-04-20,建筑建材行业日报：湖北2018年环境保护督察工作全面启动,中财网
8449,2018-04-19,陆股通连续14个交易日净流入 买了什么？卖了什么？,中证网
8450,2018-04-19,[买入评级]2018年1-3月建材行业需求端数据点评,中财网
8451,2018-04-19,北上资金净买入创年内新高 低估值绩优股受青睐,中证网
8452,2018-04-19,低估值蓝筹白马股料受关注,中证报
8453,2018-04-19,机构加速布局“入摩”行情 投资者可布局绩优成长标的,深圳商报
8454,2018-04-19,"建材行业:水泥区域分化,玻璃价格持续回落",安信证券
8455,2018-04-18,北上资金扫货！72亿净买入创年内新高，海康威视被狂买24亿,e公司
8456,2018-04-18,33亿外资抄底！深股通资金流入创开通以来单日新高,深圳商报
8457,2018-04-18,中国水泥行业周报：多家水泥公司公布一季度盈喜 反映行业总体复苏,中财网
8458,2018-04-18,[推荐评级]非金属建材行业周报：继续推荐工程建材龙头 4-5月水泥基本面仍向好,中财网
8459,2018-04-18,[推荐评级]2018年3月建材行业数据点评：需求有喜有忧 关注水泥供给端的控制能力,中财网
8460,2018-04-18,基础材料行业3月数据点评：粗钢日均产量同比上行;水泥需求降幅明显,中财网
8461,2018-04-18,建筑建材行业日报：1-3月份全国累计水泥产量同比下降4.5%,中财网
8462,2018-04-18,"建材行业周报第13期(2018年):水泥业绩表现亮眼,淡旺季切换中迎反弹行情",光大证券
8463,2018-04-17,市场调整加剧！海南板块遭53亿抛售 百亿资金出逃股曝光（名单）,财富动力网
8464,2018-04-17,中证数据：两市资金净流入前20股（4月17日）,金融界
8465,2018-04-17,[增持评级]建材行业周观点：建材一季报行情有望继续演绎,中财网
8466,2018-04-17,沪指盘中失守3100点 最后防线能否奇迹再现(附股),证券之星
8467,2018-04-17,[看好评级]水泥行业2018年1季报前瞻：水泥高盈利延续 全年“区域为王”,中财网
