,2021-12-31,国金证券积极落实乡村振兴 助力农村产业升级,中证网
1502,2020-08-29,打破多重壁垒 提升精选层公司估值,中国经营报
1503,2020-08-28,国金证券：佣金宝APP6.0升级上线 推出智能服务精准匹配系统,中证网
1504,2020-08-28,角逐金融科技 国金证券升级佣金宝APP6.0版备战财富转型,上证报
1505,2020-08-28,科技金融助推财富转型 券商APP升级开启特色化之路,证券日报
1506,2020-08-28,营利双增!国金证券2020年上半年营收28.96亿，同比增长51.36%,资本邦
1507,2020-08-28,券商板块午后拉升 国金证券涨超5%,中证报
1508,2020-08-28,【行情】券商板块异动，国联证券大涨6%，国金证券、国投资本、华鑫股份、华泰证券跟涨,金十数据
1509,2020-08-28,国金证券上半年投行收入翻2倍，财富管理转型打法揭晓,证券时报网
1510,2020-08-27,国金证券上半年净利同比增长61% 投行业务营收增2倍,证券日报
1511,2020-08-27,国金证券(600109.SH)：上半年净利升61.24%至10.02亿元,格隆汇
1512,2020-08-27,国金证券：上半年净利润10.02亿元同比增长61.24%,格隆汇
1513,2020-08-27,国金证券：上半年实现净利润10亿元，同比增长61%,Wind
1514,2020-08-27,金融科技打造精准服务，国金佣金宝6.0即将上线,每经网
1515,2020-08-27,指数业务市场广阔，国内券商逐鹿指数蓝海,Wind
1516,2020-08-27,国金证券股份有限公司关于厦门特宝生物工程股份有限公司2020年半年度持续督导跟踪报告,证券时报
1517,2020-08-26,券商座次大变：“优等生”队伍壮大，安信国金等6家新晋AA,第一财经
1518,2020-08-25,券商板块大幅拉升 东吴证券、国金证券、华安证券等多股大幅上涨,金融界
1519,2020-08-24,非银金融行业周报：创业板注册制在即 顺周期下全面看好非银龙头,新浪
1520,2020-08-24,创业板注册制来了 券商迎多重利好,国际金融报
1521,2020-08-21,国金证券：1年期LPR后续仍存在下调可能,新华网
1522,2020-08-21,备战下周创业板交易！券商扩容系统严阵以待！22日最后通关测试,券商中国
1523,2020-08-21,券商交易系统提前扩容迎创业板改革大考,证券时报
1524,2020-08-20,上海证券交易所2020年08月20日主板交易信息,上交所
1525,2020-08-20,IPO承销江湖的喜与忧：中金公司20亿收入居首 6家券商“退群”,投资时报
1526,2020-08-20,券商上半年业绩放榜：前十券商占据半壁江山，注册制助推投行收入暴增,Wind
1527,2020-08-20,券商上半年业绩放榜 前十券商占据半壁江山 注册制助推投行收入暴增,21世纪经济报道
1528,2020-08-19,创业板注册制企业下周上市交易 券商业务全面受益 提升估值,大众证券报
1529,2020-08-19,叫板公募基金！已有券商申请公募牌照，还有多家券商准备中,Wind
1530,2020-08-19,大洗牌！133家券商上半年25项指标排名来了,券商中国
1531,2020-08-18,资管业务规范整改计划来了，11家券商已经出手,中国基金报
1532,2020-08-18,券商单项业务英雄榜出炉：中信建投投行第一，华泰资管业务第一,上证报
1533,2020-08-17,响应资管新规过渡期延长 10家券商审议通过资管业务整改方案,北京商报
1534,2020-08-17,“8.18”理财节投教宣传三大特点浮现，一大痛点也需要思考如何破解！,每日经济新闻
1535,2020-08-17,A股沸腾！沪指再上3400，有机构称月度级回调结束,中证报
1536,2020-08-17,解盘：资金流入400亿，炒股软件、次新、数字货币领涨,Wind
1537,2020-08-17,【行情】券商板块持续走高，招商证券涨停，国信证券、国联证券、中银证券、国金证券拉升,金十数据
1538,2020-08-17,国金证券和国元证券审议通过资管新规相关整改方案,资本邦
1539,2020-08-17,资管新规整改方案来了！大券商积极备战公募牌照,券商中国
1540,2020-08-16,证券行业创业板注册制首批企业即将上市点评：注册制正式步入存量市场 券商业务全面收益,新浪
1541,2020-08-16,鏖战“大投顾”！券商财富管理转型，这一步可能最关键！,中国基金报
1542,2020-08-16,国金证券(600109.SH)完成发行8亿元短期融资券,格隆汇
1543,2020-08-16,国金证券(600109.SH)董事会通过关于资管新规过渡期资管产品整改计划,格隆汇
1544,2020-08-15,楼市收紧：又一个坏消息！开发商的苦日子要来了？,21财闻汇
1545,2020-08-15,创业板20%涨跌幅来了，对A股有何影响？,券商中国
1546,2020-08-14,博迁新材过会：今年IPO获批第155家 海通证券过10单,中国经济网
1547,2020-08-14,协和电子过会：今年IPO获批第154家 民生证券过11单,中国经济网
1548,2020-08-13,山科智能过会：今年IPO获批第151家 海通证券过9单,中国经济网
1549,2020-08-12,信测标准过会：今年IPO获批第149家 五矿证券过首单,中国经济网
1550,2020-08-12,社保基金新进重仓股名单来了，正在大举买入这些标的……,上证报
1551,2020-08-12,重庆建工集团股份有限公司,证券时报
1552,2020-08-12,仲景食品过会：今年IPO获批第148家 国金证券过12单,中国经济网
1553,2020-08-12,汇创达过会：今年IPO获批第150家 东吴证券过3单,中国经济网
1554,2020-08-11,8月11日深市创业板活跃股公开信息,深交所
1555,2020-08-10,不是光伏，也不是锂电，这位新兴产业首席分析师当下最看好这个行业,中国证券网
1556,2020-08-10,澳弘电子过会：今年IPO获批第147家 国金证券过11单,新浪
1557,2020-08-10,北元化工过会：今年IPO获批第146家 华泰联合过2单,中国经济网
1558,2020-08-10,上市券商前7月业绩：9家营收超百亿，5家净利翻番,券商中国
1559,2020-08-10,国内债市盘前2020年8月10日星期一,Wind
1560,2020-08-10,国金证券：那些“梅开二度”的转债们,Wind
1561,2020-08-10,上市券商前7月成绩单揭榜：5家券商净利同比翻倍,Wind
1562,2020-08-07,雪球联手国金证券 “明星ETF组合赛”拉开序幕,证券日报
1563,2020-08-07,上市券商2020年7月月度业绩点评：单月业绩再超预期 全面受益无风险利率下行,新浪
1564,2020-08-07,益海嘉里过会：今年IPO获批第145家 中信建投过16单,中国经济网
1565,2020-08-07,福然德过会：今年IPO获批第139家 中信建投过15单,中国经济网
1566,2020-08-07,帅丰电器过会：今年IPO获批第142家 国信证券过6单,中国经济网
1567,2020-08-07,爆款新基金一日吸金百亿，这些紧急限购！王炸也要来了,中国基金报
1568,2020-08-06,国金证券：母公司7月净利2.83亿元,Wind
1569,2020-08-06,国金证券(600109.SH)：7月母公司净利2.83亿元同比增227.01%,格隆汇
1570,2020-08-06,国金证券：7月母公司净利润2.83亿元,格隆汇
1571,2020-08-06,港股异动︱华夏视听教育(01981)涨超5% 获国金证券首次覆盖“买入”评级及目标价8.75港元,智通财经
1572,2020-08-06,前7月房企海外发债降26%，“借新还旧”难解偿债压力,Wind
1573,2020-08-05,科翔电子过会：今年IPO获批第135家 申港证券过首单,中国经济网
1574,2020-08-04,8月4日深市创业板活跃股公开信息,深交所
1575,2020-08-04,国金证券：首次覆盖给予华夏视听教育(1981.HK)买入评级目标价8.75港元,格隆汇
1576,2020-08-04,华夏视听教育(1981.HK)黄金赛道 产学研一体化艺教战舰启航 国金证券首次覆盖给予买入评级,格隆汇
1577,2020-08-04,33个交易日股价暴涨12.52倍，中一签赚44万,中证报
1578,2020-08-03,7月金股组合盈利13.53% 8月荐股名单出炉,新浪
1579,2020-08-03,宝新能源(000690)2020年中报点评：新机组助电量高增 成本下行弹性突出,新浪
1580,2020-08-03,长华汽车过会：今年IPO获批第134家 长城证券过首单,中国经济网
1581,2020-08-03,国金证券首予网易(09999-HK)目标价195.78港元首予买入,财华社
1582,2020-07-31,跻身千亿级：国联证券为何联姻国金证券？,财经杂志
1583,2020-07-31,谱尼测试过会：今年IPO获批第132家 国信证券过5单,中国经济网
1584,2020-07-31,伟时电子过会：今年IPO获批第128家 民生证券过10单,中国经济网
1585,2020-07-31,高盛对手在无锡？,砍柴网
1586,2020-07-30,产品费率低至一折！券商818理财节“拍了拍”你！薅羊毛最新攻略在这里,中证报
1587,2020-07-30,818理财节丨国金证券：斗基场、基金1折专区、大咖直播等福利来袭,新浪
1588,2020-07-30,南威软件股份有限公司关于配股节余募集资金永久补充流动资金及注销募集资金专户的公告,证券时报
1589,2020-07-30,海昌新材过会：今年IPO获批第123家 华创证券过首单,中国经济网
1590,2020-07-30,中胤时尚过会：今年IPO获批第124家 中金公司过6单,中国经济网
1591,2020-07-29,【银华基金】交易日报 2020-07-29,新浪
1592,2020-07-29,华业香料过会：今年IPO获批第122家 国元证券过3单,中国经济网
1593,2020-07-29,翔丰华过会：今年IPO获批第121家 申万宏源过2单,中国经济网
1594,2020-07-29,【行情】证券板块异动拉升，中信建投涨4%，财通证券、招商证券、国金证券、西南证券等跟涨,金十数据
1595,2020-07-28,国金证券：加强投资者教育与保护 让金融服务更高效更可靠,中证网
1596,2020-07-28,首份半年报“考砸了”，板块个股却大面积飘红！逻辑是……,上证报
1597,2020-07-26,国金证券(600109.SH)完成发行6亿元短期融资券,格隆汇
1598,2020-07-25,券商周评|无惧大跌，下周寻找加仓点！,搜狐
1599,2020-07-24,天阳科技过会：今年IPO获批第116家 光大证券过6单,中国经济网
1600,2020-07-24,欣贺股份过会：今年IPO获批第114家 中信建投过12单,中国经济网
1601,2020-07-24,维康药业过会：今年IPO获批第117家 民生证券过9单,中国经济网
1602,2020-07-24,金春股份过会：今年IPO获批第118家 中信建投过13单,中国经济网
1603,2020-07-24,开普检测过会：今年IPO获批第112家 湘财证券过首单,中国经济网
1604,2020-07-23,蒙泰高新过会：今年IPO获批第109家 国金证券过第9单,中国经济网
1605,2020-07-23,万胜智能过会：今年IPO获批第111家 东方投行过3单,中国经济网
1606,2020-07-22,券商板块冲高回落收涨1.03%，第一创业主力净流入金额超19亿元,Wind
1607,2020-07-21,国金证券股份有限公司关于2020年度,证券时报
1608,2020-07-21,7月21日深市创业板活跃股公开信息,深交所
1609,2020-07-21,海晨物流过会：今年IPO获批第106家 东方证券过首单,中国经济网
1610,2020-07-21,欧陆通过会：今年IPO获批第105家 国金证券过8单,中国经济网
1611,2020-07-21,创业板注册制IPO改革跟踪：密集审核节奏持续,21世纪经济报道
1612,2020-07-21,利好政策与中期业绩“助攻”，券商板块昨日吸金近千亿元,Wind
1613,2020-07-20,券商板块今日收涨5.29%，中信证券主力资金净流入约5亿元,Wind
1614,2020-07-20,券商板块半日涨6.36%，方正证券、中信证券共获得主力净流入超12亿元,Wind
1615,2020-07-20,国金证券：A股上行的逻辑未发生变化 流动性宽松是最大的基本面,第一财经
1616,2020-07-18,券商周评|重回3200点，风险还是机会？,搜狐
1617,2020-07-18,证券时报头版：并购重组+员工持股，券商基金迎“双轮驱动”良机,Wind
1618,2020-07-17,券商板块今日缩量收跌3.07%，光大证券等4股跌停遭主力净卖出44亿元,Wind
1619,2020-07-17,国金证券：中报业绩预告分化明显 中下游优于上游 盈利能力下降,第一财经
1620,2020-07-17,天元集团过会：今年IPO获批第95家 国泰君安过2.5单,中国经济网
1621,2020-07-17,豪悦护理过会：今年IPO获批第96家 平安证券过首单,中国经济网
1622,2020-07-17,中天火箭过会：今年IPO获批第94家 光大证券过5单,中国经济网
1623,2020-07-17,券商板块半日跌超3%，太平洋、光大证券、中信证券遭主力资金净卖出31亿元,Wind
1624,2020-07-16,券商板块收跌5.6%成交金额1273亿元，太平洋获主力净流入32.29亿元,Wind
1625,2020-07-16,杰美特过会：今年IPO获批第92家 东兴证券过3单,中国经济网
1626,2020-07-16,爱美客过会：今年IPO获批第90家 中信证券过5单,中国经济网
1627,2020-07-16,美畅新材过会：今年IPO获批第89家 中信建投过10单,中国经济网
1628,2020-07-16,康华生物暴涨近两倍 泸州老窖升逾七成,金融投资报
1629,2020-07-15,新三板摘牌公司正佳环保拟A股上市 正接受国金证券辅导,资本邦
1630,2020-07-15,新股白酒金融三大川股主力涨得多,金融投资报
1631,2020-07-15,公牛集团(603195.SH)：签署2020年特别人才持股计划资产管理合同,格隆汇
1632,2020-07-15,券商板块今日跌2.87%，无一股收于涨停,Wind
1633,2020-07-15,券商板块半日跌1.8%成交金额740亿元，越秀金控涨停获主力净流入0.7亿元,Wind
1634,2020-07-15,又一券商遭抛售！四川信托无奈“脱手”，变卖资产以解危机,券商中国
1635,2020-07-14,【国金宏观边泉水团队|6月外贸数据评论】进出口改善，海外供需逐步恢复,边泉水宏观与政策求真堂
1636,2020-07-14,券商板块半日跌0.03%，南京证券主力净流入额16.96亿元,Wind
1637,2020-07-14,龙利得过会：今年IPO获批第88家 东吴证券过2单,中国经济网
1638,2020-07-14,康泰医学过会：今年IPO获批第87家 申万宏源过首单,中国经济网
1639,2020-07-14,锋尚文化过会：今年IPO获批第86家 中信建投过9单,中国经济网
1640,2020-07-13,天齐锂业非标年报遭问询 亏59亿计提SQM53亿减值准备 亏损,中国经济网
1641,2020-07-13,金科资源精选层小IPO已辅导备案 正接受国金证券辅导,资本邦
1642,2020-07-13,国金证券(600109.SH)完成发行10亿元短期融资券,格隆汇
1643,2020-07-13,国金证券辅导 睿思凯精选层小IPO申请获受理,资本邦
1644,2020-07-13,策略周刊：大金融交易性机会犹在 重视券商和互联网金融,新浪
1645,2020-07-13,国金证券：A股上行的逻辑未发生变化 流动性宽松是最大的基本面,e公司
1646,2020-07-13,国金证券：A股上行的逻辑未发生变化 仍维持对市场相对乐观的观点,证券时报网
1647,2020-07-12,又一公募基金给核心员工戴“金手铐”，股权激励获批，涉核心员工17人，还有10家正排队股权变更,财联社
1648,2020-07-11,国金证券：A股市场估值分化的局面仍将持续,e公司
1649,2020-07-11,金融系统让利1.5万亿调研：“贷款利率降幅要比LPR大”,Wind
1650,2020-07-11,金融系统让利1.5万亿调研：贷款利率降幅要比LPR大,Wind
1651,2020-07-10,警惕4类风险，首选2类资产！16位大咖把脉下半年,新财富
1652,2020-07-10,券商板块午盘跌0.73%成交金额945亿元，中信证券主力净流出3.6亿元,Wind
1653,2020-07-10,天禾农资过会：今年IPO获批第84家 招商证券过3单,中国经济网
1654,2020-07-10,长鸿高科过会：今年IPO获批第85家 华西证券过首单,中国经济网
1655,2020-07-10,融资客青睐12股，洪都航空买入占比高达45.35%,Wind
1656,2020-07-10,社保基金要套现，国家大基金减持，释放什么信号,中国基金报
1657,2020-07-09,7月9日深市创业板活跃股公开信息,深交所
1658,2020-07-09,券商板块小涨成交1656亿元环比微减，光大证券成交额93亿元创历史新高,Wind
1659,2020-07-09,A股收盘综述：上证指数涨1.39%录得8连升，创业板指大涨4%,Wind
1660,2020-07-09,券商板块午盘涨1.12%半日成交1088亿元，较上日同期增百亿元,Wind
1661,2020-07-09,上市券商2020年6月经营数据点评：业绩爆发刚开始 重申大金融首推,新浪
1662,2020-07-09,券商股集体回调 招商证券和国金证券跌近5%,格隆汇
1663,2020-07-09,A股融资融券日报：两融余额增加327.95亿元（7月8日),Wind
1664,2020-07-08,晚间重要公告2020年7月8日星期三,Wind
1665,2020-07-08,国金证券母公司6月净利环比增两成,上证报
1666,2020-07-08,沪港通十大成交活跃股排名（7月8日）,Wind
1667,2020-07-08,国金证券：母公司6月净利润1.05亿元,Wind
1668,2020-07-08,国金证券：母公司6月份实现净利1.05亿元,e公司
1669,2020-07-08,国金证券(600109.SH)：6月母公司净利1.05亿元同比增长31.69%,格隆汇
1670,2020-07-08,券商板块收涨6.63%成交金额1664亿元，中信证券、中信建投尾盘炸板,Wind
1671,2020-07-08,券商板块午盘涨3.68%半日成交金额998亿元，较上日同期缩量百亿元,Wind
1672,2020-07-08,A股融资融券日报：两融余额增加267.17亿元（7月7日),Wind
1673,2020-07-08,国金证券董事长冉云：探寻文化路，践行筑未来,中证报
1674,2020-07-08,国金证券任鹏：中小券商投行找准发力重点,中证报
1675,2020-07-07,交投活跃叠加改革红利助力券商爆发 四股强,证券时报
1676,2020-07-07,天齐锂业现6笔大宗交易总成交金额1.56亿元,证券时报网
1677,2020-07-07,7月7日深市创业板活跃股公开信息,深交所
1678,2020-07-07,A股半天成交超万亿：风格切换突如其来 主力去哪咱们就去哪,中投网
1679,2020-07-07,"天齐锂业现6笔大宗交易 共成交15,550.92万元",新浪
1680,2020-07-07,券商板块收跌2.3%成交金额1674亿元，中信证券主力净流出4亿元,Wind
1681,2020-07-07,敲警钟+股东减持！券商股整体降温，行情还能走多远？机构这样说 减持股份,中证报
1682,2020-07-07,高考作文股票版：风格切换突变 主力去哪咱就去哪,上证报
1683,2020-07-07,券商板块午盘跌0.44%成交金额1096亿元，上日同期为1082亿元,Wind
1684,2020-07-07,国金证券将在7月升级佣金宝6.0App,中证网
1685,2020-07-07,A股昨天人均狂赚2万！券商拉警报：保持冷静,21世纪经济报道
1686,2020-07-07,A股早报2020年7月7日星期二,Wind
1687,2020-07-07,上证早知道│人民币汇率大涨；机构净卖出王府井、国金证券,中国证券网
1688,2020-07-07,金融股大涨之后，股东减持公告“如约而至”,证券时报
1689,2020-07-06,新增开户数量大涨、北向资金不断涌入，牛市来了吗？,Wind
1690,2020-07-06,国金证券：股价近期涨幅异常，无应披而未披露的重大事项,Wind
1691,2020-07-06,国金证券龙虎榜数据(7月6日）,Wind
1692,2020-07-06,攻破3300，成交1.5万亿！券商板块能否继续“领牛”,中证报
1693,2020-07-06,涨停板解密：金融股掀涨停潮！（7月6日）,Wind
1694,2020-07-06,股指重上3300，成交再破1.5万亿！行情火爆到交易软件宕机！6大数据点燃A股盛宴,Wind
1695,2020-07-06,券商板块今日成交金额1516亿元，中信证券主力净流入金额达72亿元,Wind
1696,2020-07-06,【A股收盘综述】上证指数大涨5.71%，创5年最大单日涨幅,Wind
1697,2020-07-06,解盘：金融地产板块继续发力，沪指逼近3300,Wind
1698,2020-07-06,券商板块半日成交金额1082.66亿元，已超7月2日全天,Wind
1699,2020-07-06,A股午盘综述：上证指数大涨逾4%剑指3300点，券商再掀涨停潮,Wind
1700,2020-07-06,十年复盘：中信证券引爆牛市可能有多大？本轮券商行情有多高,证券时报网
1701,2020-07-06,快讯：券商板块早盘持续走强涨6.51% 国金证券等7只个股涨停,证券日报
1702,2020-07-06,十年复盘：中信证券引爆牛市可能性有多大？本来券商股行情有多高？,证券时报网
1703,2020-07-06,A股早报2020年7月6日星期一,Wind
1704,2020-07-05,【国君大金融深度】无风险利率超预期下行，全面推荐大金融,欣琦看金融
1705,2020-07-04,牛市来了吗 | 券商股一周狂飙超10%，还有多少上涨空间,澎湃新闻
1706,2020-07-03,A股收盘综述：上证指数涨2%创逾一年新高，券商再掀涨停潮,Wind
1707,2020-07-03,券商板块半日成交金额884亿元，上日全天为990亿元,Wind
1708,2020-07-03,解盘：资金流入超百亿，沪指上3100点，免税店、肺炎检测领涨,Wind
1709,2020-07-03,A股午盘综述：上证指数涨逾1%站上3100点，创业板指刷新4年半新高,Wind
1710,2020-07-03,上交所发布2020年二季度证券公司地方政府债券承销排行榜,Wind
1711,2020-07-03,A股早报2020年7月3日星期五,Wind
1712,2020-07-03,前6月41券商分65亿保荐承销费 中信建投中金光大领先,中国经济网
1713,2020-07-02,券商龙头真要合并？四大牛市信号浮现,券商中国
1714,2020-07-02,A股午盘综述：上证指数涨逾1%，两市成交额逼近6000亿元,Wind
1715,2020-07-01,开源证券：6月金股组合盈利7.9% 7月荐股名单出炉,新浪
1716,2020-07-01,国金证券(600109)公司首次覆盖报告：投行及经纪业务优势明显 充分受益注册制红利,新浪
1717,2020-07-01,11股获买入评级 最新:国金证券,中财网
1718,2020-07-01,上半年城投债融资创新高,Wind
1719,2020-07-01,一二级市场齐头并进，投行股权承销收入翻番,Wind
1720,2020-06-30,龙泰家居：发行价格9.18元/股，国金证券参与战略配售,Wind
1721,2020-06-30,开源金股，7月推荐,开源证券研究所
1722,2020-06-29,同比翻番！上半年券商IPO保荐入账66.6亿元，中信建投、中金、光大位居前三,中证报
1723,2020-06-29,上半年61家券商股权承销规模6585亿元,Wind
1724,2020-06-23,创业板注册制改革二批受理企业出炉：平移存量已达46家 国金证券拔得头筹,21世纪经济报道
1725,2020-06-23,【商业趋势的力量】国金证券转型财富管理,经济观察报
1726,2020-06-23,国金证券：拟收购新加坡国际学校，枫叶教育(01317)有望持续健康扩张,智通财经
1727,2020-06-23,定了！创业板注册制首批32家企业出炉，百亿融资大户现身,Wind
1728,2020-06-22,创业板首批32家名单出炉，两百家“平移”企业迎考注册制,第一财经
1729,2020-06-22,非银金融行业行业周报：权益市场风险偏好提升 券商有望迎来戴维斯双击-行业周报,新浪
1730,2020-06-19,两大主力资金本月1000亿加仓A股，行情来了,Wind
1731,2020-06-19,券商板块连续拉升，中信建投领涨,Wind
1732,2020-06-19,回售期下调债券利率，房企融资好日子还能持续多久？,Wind
1733,2020-06-18,200亿场外资金虎视眈眈，明日尾盘行情安排上了？,中证报
1734,2020-06-18,国金证券(600109.SH)完成发行10亿元短期融资券,格隆汇
1735,2020-06-17,重回2900点！多路资金上演“回马枪”，更有爆款基金频现身,Wind
1736,2020-06-16,大盘强势重回2900点背后，两路资金杀出回马枪,Wind
1737,2020-06-15,券商股拉升，长江证券、国金证券领涨,Wind
1738,2020-06-15,“小康牛、复苏牛”呼之欲出，顶级券商发布2020下半年策略,Wind
1739,2020-06-14,5天6家过会：精选层推进速度惊人，中小保荐机构抓准“逆袭”良机,Wind
1740,2020-06-11,领信股份终止A股IPO 拟“调头”精选层IPO IPO融资异常,资本邦
1741,2020-06-10,31股获券商买入评级 长安汽车目标涨幅达73.08%,Wind
1742,2020-06-10,【东北非银王凤华】国金证券（600109）深度报告：投行业务率先突围，引领业绩持续增长,东北证券研究所
1743,2020-06-10,5月挖掘机销量同比增长68%，工程机械行业全面复苏中,Wind
1744,2020-06-05,抢抓成渝地区双城经济圈建设机遇 争创金融发展“第四极”,和讯
1745,2020-06-05,窄幅震荡意欲何为？这一板块上半年业绩稳了！接下来冲击3000点或靠它,证券时报网
1746,2020-06-05,上市券商5月月报点评报告：债市下跌拖累5月业绩 同比改善下分化加大 盈利能力下降,新浪
1747,2020-06-04,晚间重要公告2020年6月4日星期四,Wind
1748,2020-06-04,国金证券母公司5月份净利8719万元 同比增七成,中国证券网
1749,2020-06-04,国金证券：5月份实现营收3.32亿元,中证网
1750,2020-06-04,国金证券：当年累计新增借款占上年末净资产的26.29% 大额借贷担保,Wind
1751,2020-06-04,国金证券(600109.SH)：5月母公司净利润8719.34万元 同比增长70.02%,格隆汇
1752,2020-06-04,国金证券：母公司5月净利润8719.34万元,Wind
1753,2020-06-04,国金证券(600109.SH)：当年累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
1754,2020-06-04,浩瀚深度拟科创板上市 “携手”国金证券开展辅导工作,资本邦
1755,2020-06-03,国金证券(600109.SH)：国金创新对宁波锐石的投资总额保持不变 拟出资总额不超5亿元,格隆汇
1756,2020-06-02,国债期货加速下跌！有支撑还是债牛结束，6月走势成关键,Wind
1757,2020-06-02,解盘：资金继续流入，海南自贸港、生物育种、光刻胶领涨,Wind
1758,2020-06-02,前5月券商IPO承销收入增一倍 仍有57家券商“未开张”,上证报
1759,2020-06-02,债券票面利率下调潮来袭，部分投资人无奈选择回售,Wind
1760,2020-06-01,国金证券(600109.SH)年报推10派0.5元 股权登记日6月5日,格隆汇
1761,2020-06-01,涨停复盘 | 六月开门红，两市再现百股涨停！,第一财经
1762,2020-06-01,A股收盘综述：6月开门红，上证指数涨逾2%重返2900点,Wind
1763,2020-06-01,A股突破2900，港股狂拉800点！近百股涨停、牛市旗手狂涨,中国基金报
1764,2020-06-01,解盘：资金跑步进场，智能音箱、TWS耳机、大基金领涨,Wind
1765,2020-06-01,A股午盘综述：上证指数涨近2%，创业板指大涨3%,Wind
1766,2020-06-01,六月“开门红”券商板块强势拉升，券商ETF涨逾3%,Wind
1767,2020-06-01,IPO承销赚翻，券商头部位次大洗牌,Wind
1768,2020-05-31,国金证券：六月“降准降息”仍是大概率事件,金十数据
1769,2020-05-27,5月27日A股龙虎榜揭秘,Wind
1770,2020-05-27,【安信非银第21期周报】单次“T+0”有望利好券商，保险负债端维持改善趋势,新角度新金融
1771,2020-05-26,5月26日A股龙虎榜揭秘,Wind
1772,2020-05-26,证券业整体上市还有多远？90家券商资产已上市,券商中国
1773,2020-05-25,5月25日A股龙虎榜揭秘,Wind
1774,2020-05-25,国金证券(600109.SH)完成发行15亿元公司债券,格隆汇
1775,2020-05-25,突破！券商打造汽车消费全产业链平台,21经济网
1776,2020-05-24,富时纳A大动作！超200亿元增量资金候场,Wind
1777,2020-05-22,5月22日A股龙虎榜揭秘，机构买入5股,Wind
1778,2020-05-22,头盔概念三日游：一场小市值股“热点悸动”始末,21世纪经济报道
1779,2020-05-22,A股37家券商去年11家人均薪酬福利超50万元 中信居首,中国经济网
1780,2020-05-21,5月21日A股龙虎榜揭秘，机构买入13股,Wind
1781,2020-05-21,李立峰加盟浙商证券研究所任副所长,Wind
1782,2020-05-20,实控人承诺不参与定增，国金证券60亿定增方案出炉，实控人是何考量？12家券商年内启动再融资1300亿,财联社
1783,2020-05-20,5月20日A股龙虎榜揭秘，机构抛售12股,Wind
1784,2020-05-20,囊括亚洲四大证券交易所指数牌照 券商拓展多风格指数矩阵,21财经
1785,2020-05-19,5月19日A股龙虎榜揭秘，机构抛售17股,Wind
1786,2020-05-19,A股券商资本实力排查：国海证券净资本降幅居首 中信证券四项风控指标倒数,投资时报
1787,2020-05-19,监管层为并购对赌“开口子”，但“疫情影响”理由只能用一次,第一财经
1788,2020-05-18,国金证券：成功发行10亿元短期融资券,中证网
1789,2020-05-18,国金证券(600109.SH)完成发行10亿元短期融资券,格隆汇
1790,2020-05-15,又到投资者保护宣传日，今年为投资者准备了哪些“铠甲”？,第一财经
1791,2020-05-15,5月15日A股龙虎榜揭秘，机构抢筹10股,Wind
1792,2020-05-14,券商迎来大投行时代,中证报
1793,2020-05-14,券商春招透露业务布局，财富管理等四项业务岗求贤若渴,Wind
1794,2020-05-13,5月13日A股龙虎榜揭秘，机构买入11股,Wind
1795,2020-05-12,5月12日A股龙虎榜揭秘，机构卖出10股,Wind
1796,2020-05-12,全面飙升！券商4月业绩集体爆发，这家净利环比增39倍,券商中国
1797,2020-05-12,布局“疫情后周期” 关注券商+成长 五股掘良机,证券时报网
1798,2020-05-11,国金证券：4月实现净利润2.09亿元,中证网
1799,2020-05-11,国金证券：4月母公司实现净利润2.09亿元,金融界
1800,2020-05-11,国金证券(600109.SH)4月母公司净利润2.09亿元 同比增长231.98%,格隆汇
1801,2020-05-11,证券业高速发展10年，深圳券商却走“丢”，如何重振雄风？,券商中国
1802,2020-05-11,前4月33家券商分39亿保荐承销费 国金证券跻身前三甲,中国经济网
1803,2020-05-11,国金证券：高教股业绩发布 建议关注低估值稳增长资产,金融界
1804,2020-05-08,券商股发力拉升 投行业务望迎发展良机 6股热门,证券时报
1805,2020-05-08,5月8日A股龙虎榜揭秘，机构买入9股,Wind
1806,2020-05-08,证券股放量直线上攻，证券ETF上涨近2%,Wind
1807,2020-05-08,A股收盘综述：上证指数收盘涨0.83%，一度站上2900点,Wind
1808,2020-05-08,券商股异动！天风证券涨停，券商ETF一度上扬近3%,Wind
1809,2020-05-08,A股午盘综述：上证指数午盘涨近1%，券商股午前急拉,Wind
1810,2020-05-08,证券板块短线上拉,Wind
1811,2020-05-08,入账超40亿元！1-4月券商IPO承销收入榜揭晓 中金公司拔头筹,中证报
1812,2020-05-08,入账超40亿元！1-4月券商IPO承销收入榜揭晓，中金公司拔头筹,中证报
1813,2020-05-07,5月7日A股龙虎榜揭秘,Wind
1814,2020-05-07,【安信非银第18期周报】信托新规限制非标，市场回暖关注非银板块,新角度新金融
1815,2020-05-07,5月将迎地方债发行高峰，棚改专项债恢复发行避免“半拉子”工程,Wind
1816,2020-05-07,前四个月券商IPO承销收入近40亿元同比增长75%,Wind
1817,2020-05-01,两大电网一季度业绩大幅下滑，国网罕见净亏损逾9亿元 亏损,Wind
1818,2020-04-30,4月30日A股龙虎榜揭秘,Wind
1819,2020-04-29,澄天伟业：变更保荐代表人,Wind
1820,2020-04-29,国金证券：一季度净利润同比增长18.81%,Wind
1821,2020-04-29,国金证券大涨5.45%，领涨券商行业,中新经纬
1822,2020-04-29,国金证券(600109.SH)涨超4%领涨券商板块一季度净利同比增18.81%,格隆汇
