,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
6710,2019-06-14,银行系金融科技公司添新丁:中行入局 子公司落户上海,新浪
6711,2019-06-13,公告汇总：兰石重装五涨停提示风险,网易
6712,2019-06-13,兴·福建 | 兴业证券践行财富管理造富于民之道，服务新时代新福建建设,兴业证券订阅号
6713,2019-06-13,公告精选：斯尔邦拟作价110亿借壳丹化科技；天沃科技有意参股氢燃料电池企业,e公司
6714,2019-06-13,兴业银行理财子公司获批筹建，为股份行中第三家,澎湃新闻
6715,2019-06-13,兴业银行(601166.SH)获准筹建兴银理财有限责任公司,格隆汇
6716,2019-06-13,兴业银行：兴银理财有限责任公司获准筹建,Wind
6717,2019-06-13,兴业银行：兴银理财有限责任公司获准筹建,e公司
6718,2019-06-13,破解供应链民营小微企业融资难题--兴业银行德阳分行升级民营小,和讯
6719,2019-06-13,兴业银行鲁政委：科创板和注册制将鞭策中介机构提升定价水平,第一财经
6720,2019-06-12,银行冠华|5月社融：符合预期，归于平淡,大话金融
6721,2019-06-12,A股早报2019年6月12日星期三,Wind
6722,2019-06-11,A股全线大涨，北上资金净流入达70亿元，连续6日都在默默抢筹,重庆商报
6723,2019-06-11,【国泰君安国际】大数据系列｜互联互通·一张图,国泰君安证券香港
6724,2019-06-11,北向资金连续五天净流入 继续大举扫货金融股,投资快报
6725,2019-06-11,A股早报2019年6月11日星期二,Wind
6726,2019-06-10,兴业银行(601166.SH)2018年度“兴业优1”每股派6元 “兴业优2”每股派5.4元,格隆汇
6727,2019-06-10,兴业银行(601166.SH)拟每10股派6.9元 股权登记日为6月18日,格隆汇
6728,2019-06-10,北上资金疯狂扫货，早盘净买入逾70亿元,Wind
6729,2019-06-10,兴业银行与中国煤炭地质总局开展绿色金融战略合作,金融时报
6730,2019-06-07,天安财险年内三度减持兴业银行,Wind
6731,2019-06-07,从“买买买”到“卖卖卖” 天安财险年内三度减持兴业银行,21世纪经济报道
6732,2019-06-06,北向资金今日逆势净流入超10亿元，大金融板块成为青睐对象,Wind
6733,2019-06-06,报告 | 2019年5月福建省A股上市公司市值TOP50,挖贝网
6734,2019-06-05,银行冠华|银行股：最慌时刻，最佳时机,大话金融
6735,2019-06-05,A股早报2019年6月5日星期三,Wind
6736,2019-06-05,在服务实体经济中促进可持续发展,金融时报
6737,2019-06-04,156亿理财险待兑付 天安财险“卖股求生”,新浪
6738,2019-06-04,北向资金今日净流入超10亿元，兴业银行获净买入2.18亿元,Wind
6739,2019-06-04,易见股份大股东股份被冻结 股票跌停 股权冻结,金融投资报
6740,2019-06-03,拟上会6家科创板企业解读,国都证券
6741,2019-06-02,割爱银行股权救急？天安财险156亿理财险到期兑付施压，年内已多次减持兴业银行股权,券商中国
6742,2019-05-31,2批6家科创板企业将上会，你想知道的全部在这里,Wind
6743,2019-05-31,第二批科创板企业来了！3公司6月11日闯关！影子股行情能否重演?（附名单）,恒泰头派账户
6744,2019-05-31,券商看好1011家A股公司 三行业61只潜力股成香饽饽,证券日报
6745,2019-05-30,定了！科创板第二批上会企业包括睿创微纳、福光股份、华兴源创，影子股行情能否重演？,中证报
6746,2019-05-30,科创板第二批上会名单揭晓 最全影子股名单看这里！,21世纪经济报道
6747,2019-05-30,兴业银行一季度民营企业贷款同比增长23%,证券时报
6748,2019-05-30,兴业银行一季度民营企业贷款同比增长22.94%,中新网
6749,2019-05-30,兴业银行累计提供“绿色融资”1.8亿万元,兴业银行
6750,2019-05-30,融资客青睐18股，东方集团买入占比高达47.87%,Wind
6751,2019-05-29,零售、净息差、中间业务支撑招行最先爬出泥潭,和讯
6752,2019-05-28,股份制银行凭什么“躺着赚钱”？ 利息收入仍占61%,新浪
6753,2019-05-28,北上资金抄底55亿，5个交易日这些个股被大幅增持或减持,Wind
6754,2019-05-28,北上资金半天杀入37亿元，5个交易日这些个股被大幅增持或减持,Wind
6755,2019-05-28,2019中国金融创新论坛| 兴业银行投资银行部总经理陈伟,和讯
6756,2019-05-28,兴业银行：2018年年度股东大会决议公告,上交所
6757,2019-05-27,多只次新基金重仓股大曝光！逢低大举买入这些股（名单）,中国基金报
6758,2019-05-27,天安财险一季度亏损13.4亿 年内尚需兑付154亿理财险 亏损,新浪
6759,2019-05-24,安邦之后央行银保监会接管包商银行 释放了什么信号,新浪
6760,2019-05-24,五大券商下周看好6板块34股,证券之星
6761,2019-05-24,银行业中期投资策略:大行还是优质中小行?,正点财经
6762,2019-05-24,决胜银行App：一场从渠道走向平台的革命,新浪
6763,2019-05-23,苏宁控股就消费金融等领域与兴业银行签订战略协议,新华网
6764,2019-05-23,直面未来3月兑付潮 天安财险或割爱兴业银行股权救急,投资时报
6765,2019-05-23,天安财险连亏三个季度 卖优质资产补血投资收益断流,中国经济网
6766,2019-05-22,西水股份遭上交所“五连问” 非寿险投资型业务“包袱”何时了？ 问询,21世纪经济报道
6767,2019-05-21,*ST印纪：无应披而未披重大信息 拟向兴业银行申请贷款展期 违约失信,发布易
6768,2019-05-21,天安财险现金流错配 拟出售资产补血 资产异常,新京报
6769,2019-05-20,从2400亿到500多亿 天安财险理财险拆雷进入最后时刻,新浪
6770,2019-05-20,天安财险陷500亿兑付危机欲变卖资产 推高利率理财产品自食其果 资产异常,华夏时报
6771,2019-05-20,天安财险四个月筹资400亿兑付理财险，还有154亿待兑付,澎湃新闻
6772,2019-05-20,8443.7万！外汇局2019年首批公开罚单来了，虚假贸易成打击重点,21世纪经济报道
6773,2019-05-20,流动性吃紧 天安财险欲变卖资产,北京商报网
6774,2019-05-17,兴业银行与中国太平签订合作协议 将共享境外资源,新浪
6775,2019-05-17,兴业银行携手中国太平保险集团服务对外开放,新浪
6776,2019-05-17,天安财险兑付难题引担忧腾挪筹钱能否化解燃眉之急?,新浪
6777,2019-05-16,福布斯发布2019全球上市公司2000强 兴业银行升至第55位,中新网
6778,2019-05-16,兴业银行出台 《关于金融服务乡村振兴的实施意见》,金融时报
6779,2019-05-16,理财型保险处净兑付期 天安财险引交易所问询,中证报
6780,2019-05-15,履约险再度“踩雷” 天安财险一季度巨亏逾13亿 重大损失,华夏时报
6781,2019-05-15,兴业银行：力争对深度贫困地区贷款增速高于全行平均，涉农贷款余额高于上年,21世纪经济报道
6782,2019-05-15,去年净利润增长145%背后 兴业消费金融贷款利率触36%红线,网贷之家
6783,2019-05-14,一年需兑付逾500亿+承保亏损9.8亿 上交所就西水股份子公司天安财险诸多事宜发问询函 亏损,每日经济新闻
6784,2019-05-14,银行行业 2019 一季报点评 :结构政策正发力，中小银行渐崛起,国联研究
6785,2019-05-14,一季度上市银行业绩“都挺好” 营收增幅接近翻倍,中投网
6786,2019-05-14,财经早报:MSCI纳A权重翻倍 美股暴跌道指重挫617点 连续下跌,新浪
6787,2019-05-14,百亿理财险到期怎么兑付？这家险企再惹关注！五大险种承保亏损近10亿 亏损,券商中国
6788,2019-05-13,干货丨RMBS产品次级档如何处理？,CNABS
6789,2019-05-13,兴业银行：发行不超500亿二级资本债获银保监会批复,e公司
6790,2019-05-13,兴业银行：银保监会同意公司发行不超过500亿元二级资本债券,Wind
6791,2019-05-13,87亿回购协议临期天安财险41亿资金缺口如何补,中国经营报
6792,2019-05-11,总资产同比缩水50% 五大主营险种亏损加大,中国经营报
6793,2019-05-11,运用盈利性指标筛选股份制银行潜力股,红周刊
6794,2019-05-10,银行角度看4月社融数：高波动的原因，未来社融会平稳【中泰银行·戴志锋】,传统借贷vs新型金融
6795,2019-05-09,明星经理光环不再 千亿规模兴业基金权益产品不足2%,投资时报
6796,2019-05-09,75股获券商买入评级 建发股份目标涨幅达95.92%,Wind
6797,2019-05-08,大跌之后，性价比超高的基金！,小波思基
6798,2019-05-08,多家大行被调低评级 券商“偏爱”中小行 投资评级恶化,每日经济新闻
6799,2019-05-08,天安财险被列入负面信用观察名单1季度净利大幅下 投资评级恶化,澎湃新闻
6800,2019-05-07,天安财险被列入负面信用观察名单，一季度净利跌至-10亿元 盈利能力下降,澎湃新闻
6801,2019-05-07,这个行业强势捞金，企业一年净赚2977亿,和讯
6802,2019-05-07,兴业银行加入“一带一路”绿色发展国际联盟,和讯
6803,2019-05-06,西水股份投资收益腰斩骤减79.5亿净利降八成 核心子公司天安财险连续4年亏损,长江商报
6804,2019-05-05,深度！银行一季报的高速增长源于哪里？【中泰银行·戴志锋】,传统借贷vs新型金融
6805,2019-05-05,【申万宏源金融】银行业2019年一季报综述,大金融研究
6806,2019-05-05,银行冠华|5月策略：新增推荐国有行,大话金融
6807,2019-05-05,兴业银行1Q19：受益于市场利率低位，业绩反转,志明看金融
6808,2019-05-05,兴业银行去年净利606.2亿元 同比增长6% 董事长高建平薪酬为105万元,挖贝网
6809,2019-05-05,非息收入保持高速增长 兴业商行+投行模式显效,华夏时报
6810,2019-05-05,"兴业银行:业绩重回两位数增长,真实确认不良赋予充足安全边际,维持银行首推组合",申万宏源
6811,2019-05-03,险资重仓股曝光：5成配置银行股 增持高科技和医药股,新浪
6812,2019-05-03,一季度上市银行业绩有多好？33家里就有19家增速超20%,券商中国
6813,2019-05-01,30岁兴业银行成绩单:净利重回两位数 行长亲自抓科技,新浪
6814,2019-05-01,银行一季度业绩“都挺好” 营收狂飙利润“不给力”为哪般？,21世纪经济报道
6815,2019-04-30,一季度营收大增逾34%、净利增逾11%，兴业银行发生了啥,澎湃新闻
6816,2019-04-30,"申万宏源：将兴业银行评级调高为""买入""",Wind
6817,2019-04-30,兴业银行同业资产规模压缩 2018年营收增长13.08%,每日经济新闻
6818,2019-04-30,兴业银行高管：重构资产负债表“不缩表”！两年压缩同业非标9000亿,Wind
6819,2019-04-30,独家｜兴业银行高管：重构资产负债表“不缩表”！两年压缩同业非标9000亿,21世纪经济报道
6820,2019-04-30,兴业银行2018年暨2019年1季报详细解读：机制灵活、管理优秀，近期重点推荐【中泰银行·戴志锋】,传统借贷vs新型金融
6821,2019-04-30,金融：优质零售行和低估值国有大行受青睐 荐3股,和讯
6822,2019-04-30,兴业银行：做大做强金融云，开放银行API成银行与场景连接器,和讯
6823,2019-04-30,银行冠华 | 中报综述：利润增速提升，不良整体改善,大话金融
6824,2019-04-30,兴业银行2018年实现净利润超606亿元,中国金融新闻网
6825,2019-04-30,银行冠华|兴业银行：营收超预期，改善可持续,大话金融
6826,2019-04-29,兴业银行净利增速继续回落 总资产又被招行超了,第一财经
6827,2019-04-29,兴业银行2018年净利润增速降至5.98% 拟发行不超300亿元永续债 盈利能力下降,北京商报网
6828,2019-04-29,公告精选：权重股一季报密集公布；中国平安一季度净利增77%,e公司
6829,2019-04-29,兴业银行(601166.SH)一季度净利润升11.35%至196.58亿元 拨备覆盖率206.34%,格隆汇
6830,2019-04-29,兴业消费金融去年净利润5.12亿同比翻倍 跻身行业前五,证券时报网
6831,2019-04-29,兴业银行(601166.SH)2018年净利增5.98%至606.2亿元 拟10股派6.9元,格隆汇
6832,2019-04-29,兴业银行：一季度净利润同比增11.35%,Wind
6833,2019-04-29,兴业银行：2018年净利润同比增5.98%,Wind
6834,2019-04-29,兴业银行：一季度净利197亿元 同比增11%,e公司
6835,2019-04-29,兴业银行：2018年净盈利606.2亿元同比增长5.98% 拟10派6.9元,金融界
6836,2019-04-29,兴业银行：2018年拟10派6.9元，一季度净利增11%,Wind
6837,2019-04-29,天安财险的回购融资悬了,经济导报
6838,2019-04-29,兴业银行发布首只民企信用债指数,中保网
6839,2019-04-29,从基金持仓看银行股：板块吸引力逐渐加强,志明看金融
6840,2019-04-28,金融：宏观经济企稳预期提升 荐3股,和讯
6841,2019-04-28,金融：预计二季度板块获净增持,和讯
6842,2019-04-28,桐城市国有资产投资运营有限公司被列入失信被执行人名单（案号：(2018)皖0803执恢341号）) 失信被执行人,Wind
6843,2019-04-27,88.7亿回购款已筹46亿，天安财险一项回购履约存变数，正与对手方华夏人寿沟通,券商中国
6844,2019-04-26,金融：银行1季报增速超预期 荐5股,中泰证券
6845,2019-04-25,山东钢铁：为控股子公司申请综合授信提供5亿元担保 大额借贷担保,Wind
6846,2019-04-25,金融：公募持仓环比下降 板块配置价值提升,和讯
6847,2019-04-25,A股的价值洼地在哪里？,中财网
6848,2019-04-24,信用卡业务不良额陡增4成！浦发银行还能“发”吗？,中新经纬
6849,2019-04-23,兴业银行发布首只民企信用债指数,中证网
6850,2019-04-23,金融：银行股的基金一季报持仓分析占比环比下降0.9% 荐4股,中泰证券
6851,2019-04-23,【北上资金跟踪周报】陆股通再度净卖出，银行股被集体青睐,联讯金融
6852,2019-04-22,报价偏低！8家券商“栽”了，调查！,中国基金报
6853,2019-04-22,【太平洋策略】估值对比：20190419 VS. 20180129,周雨策略观察
6854,2019-04-22,兵临3300点，北上资金调仓蓄势,中证报
6855,2019-04-21,北上资金动向：上周净流出8.2亿元，净买入12股，大举抛售五粮液,腾讯网
6856,2019-04-19,兴业银行今日大宗交易成交500万股，成交价19.79元折价2.51%,Wind资讯
6857,2019-04-19,A股早报2019年4月19日星期五,Wind
6858,2019-04-18,分析｜目前还大面积破净的银行股，后续有无超越大盘的行情？,澎湃新闻
6859,2019-04-18,A股共发生30宗大宗交易成交9.21亿元（4月18日）,Wind
6860,2019-04-18,金融：基本面稳健 荐4股,和讯
6861,2019-04-18,中原证券：沪指低开走高 金融通信获机构增持,和讯
6862,2019-04-18,破净股减少至75只 部分存“补涨”动能,投资快报
6863,2019-04-18,"银行:大象起舞,银行股投资逻辑由防御转向进攻",安信证券
6864,2019-04-17,兴业银行股份有限公司非公开发行境内优先股发行情况报告书,证券时报
6865,2019-04-17,二季度终端利率下行或放缓 银行板块相对收益可期（附股）,证券时报网
6866,2019-04-16,公告汇总：视觉中国连续三日跌停 公司彻底整改,网易
6867,2019-04-16,兴业银行：拟发行3亿股优先股募资300亿元，中烟认购80亿元,Wind
6868,2019-04-16,兴业银行：拟非公开发行3亿股优先股 募集不超过300亿元,证券时报网
6869,2019-04-16,兴业银行：中国烟草下属公司将认购80亿元优先股,新浪
6870,2019-04-15,金融：重视银行在内外因共同驱动下的估值修复趋势 荐10股,和讯
6871,2019-04-12,上市银行风险加权资产收益率分化招商银行一骑绝尘,红周刊
6872,2019-04-09,安信证券：上调兴业银行评级至买入,Wind
6873,2019-04-09,曲靖市商业银行千亿票据案：支行长私刻3枚公章 异地开同业账户牟利2000万,和讯
6874,2019-04-09,掉队者交通银行：近3年业绩增速年年不敌招行兴业,中国经济网
6875,2019-04-09,"安信证券：将兴业银行评级调高为""买入""",Wind
6876,2019-04-09,上调评级至买入策略选股（4月9日）,Wind
6877,2019-04-09,56股获券商买入评级 高新兴目标涨幅达49.85%,Wind
6878,2019-04-09,【银行-张宇】兴业银行深度：出清之年，拐点之年，启航之年,安信证券研究
6879,2019-04-08,又现票据案：自贡银行起诉民泰银行,中国经营报
6880,2019-04-08,银行柜台开售地方债 频现“一日抢空”,国际金融报
6881,2019-04-07,【申万宏源金融】银行业2019年一季报前瞻,大金融研究
6882,2019-04-04,九大股份行2018年业绩PK：5家营收增速超过10% 浦发银行不良率最高,每日经济新闻
6883,2019-04-04,银行年报总结及推荐: 基本面稳健 预期会改善,新浪
6884,2019-04-04,报告| 2019年3月福建省A股上市公司市值排行榜,挖贝网
6885,2019-04-03,数据王：北上资金第一季度数据盘点,巨丰财经
6886,2019-04-02,戴志锋：银行股对增量资金的吸引力,新浪
6887,2019-04-02,2019年3月外资持仓变动跟踪：北上资金转入为出，加消费减银行（国信证券）,追寻价值之路
6888,2019-04-01,东方园林一季度亏损超2亿 或因融资成本上升 亏损,新京报
6889,2019-04-01,前十大私人银行变阵：招行和四大行私行规模增速放缓,新浪
6890,2019-04-01,【行业动态】银行 1903丨监管发力疏通信用传导，关注低估值个股投资机会,中国银河证券研究
6891,2019-04-01,5亿票据纠纷案细节:两银行员工收150万帮企业融资5亿,每经网
6892,2019-04-01,基金年报重仓股探营：“迷恋”金融和大消费 708只基金重仓中国平安,证券日报
6893,2019-03-30,科创板受理企业透析｜赛诺医疗：主打冠脉支架，3家券商参股,澎湃新闻
6894,2019-03-30,国有六大银行2018年实现净利逾万亿元，2019年信贷将聚焦实体经济重点领域,中证报
6895,2019-03-29,旧爱新宠齐上阵 基金比拼重仓股,金融投资报
6896,2019-03-28,再添两家！福光股份和鸿泉物联网登科创板受理企业名单，这些影子股藏在背后,中证报
6897,2019-03-28,附表 近一个月北向资金活跃个股成交情况,第一财经
6898,2019-03-27,首批基金年报出炉 这三大行业获基金大幅加码,天天基金网
6899,2019-03-27,【国金研究】保险资金专题：险资如何配置A股及其相关特征,国金证券研究所
6900,2019-03-27,首批基金年报揭示投资新动向 加码三行业,证券日报
6901,2019-03-25,兴业银行海南FT账户即将上线,上海金融报
6902,2019-03-25,年内新发基金募资1340亿元 五大行托管优势地位下滑,证券日报
6903,2019-03-23,真能做到“王者归来”？招行亮2018业绩 营收净利两位数增长、5年来首次！,券商中国
6904,2019-03-19,2018上市股份行成绩单：业绩整体回暖 行业分化加剧,中国网
6905,2019-03-19,【行业动态】非银行金融武平平 监管发力疏通信用传导，关注低估值个股投资机会,中国银河证券研究
6906,2019-03-18,七大股份制银行业绩比拼：浦发不良率最高，招行净利805亿超阿里,搜狐
6907,2019-03-16,逾20家上市银行业绩快报：8家不良率上升,中国经营报
6908,2019-03-15,金融：复盘银行板块行情 荐4股,和讯
6909,2019-03-14,兴业银行武汉分行因贷款三查不尽职被罚130万 刘宏遭警告,和讯
6910,2019-03-14,兴业银行回应拟发行2000亿金融债券：把握好的负债时机 改善负债结构,e公司
6911,2019-03-13,报告| 2019年2月福建省A股上市公司市值TOP50,挖贝网
6912,2019-03-12,兴业银行被点名！银保监会：代销保险存多处违规问题银行业保险业需自查自纠 金融监管处罚,财联社
6913,2019-03-12,“六宗罪”！兴业银行被中国银保监会点名通报 其他违规处罚,资本邦
6914,2019-03-12,[互动]兴业银行：常年保持与国际投研机构动态联系,全景网
6915,2019-03-07,30家A股上市银行2018年业绩报告披露时间一览,金融界
6916,2019-03-05,52股猪年以来创历史新高 电子元器件等三行业公司最多,投资快报
6917,2019-03-04,沪港通十大成交活跃股排名（3月4日）,Wind
6918,2019-03-04,A股早报2019年3月4日星期一,Wind
6919,2019-03-04,金融权重发力兵临3000点 后市机构纠结什么,第一财经日报
6920,2019-03-02,A股进入年报披露季 16家公司去年净利逾百亿,证券时报
6921,2019-03-02,大宗交易成交放量 中国建筑一骑绝尘,红周刊
6922,2019-03-01,沪港通十大成交活跃股排名（3月1日）,Wind
6923,2019-03-01,03月01日 46只股票封板 保险板块涨幅最大,每日经济新闻
6924,2019-03-01,2月北上资金净流入再超600亿元 外资最爱的是这10只股,中财网
6925,2019-02-28,筛选银行的黄金法则：内生性增长,新浪
6926,2019-02-28,沪港通十大成交活跃股排名（2月28日）,Wind
6927,2019-02-27,沪港通十大成交活跃股排名（2月27日）,Wind
6928,2019-02-27,银行资本补充压力不减 兴业银行拟发2000亿金融债,第一财经
6929,2019-02-27,兴业银行：将敦促山东山水多渠道筹集偿债资金,Wind
6930,2019-02-26,兴业银行：董事会同意2021年6月底前发行不超2000亿元金融债,Wind
6931,2019-02-26,上市银行“轻”装上阵谋转型,经济日报
6932,2019-02-25,兴业银行今日大宗交易成交12000万股，成交价17.69元折价0.0%,Wind资讯
6933,2019-02-25,周成交额刷新纪录 北上资金加仓意愿高涨,中证报
6934,2019-02-23,节后北上资金净流入较去年增长5倍以上 6只个股获15家及以上机构推荐,证券日报
6935,2019-02-23,筛选银行的黄金法则—内生性增长,红周刊
6936,2019-02-22,A股早报2019年2月22日星期五,Wind
6937,2019-02-22,石家庄科林电气股份有限公司关于使用临时闲置自有资金购买理财产品的进展公告,证券日报
6938,2019-02-21,A股共发生44宗大宗交易成交31.81亿元（2月21日）,Wind
6939,2019-02-20,融资客加速入场 春风吹大象起舞,国盛证券
6940,2019-02-20,报告| 2019年1月福建省上市公司市值TOP50,挖贝网
6941,2019-02-20,冲高遇阻或是“牛歇脚” 各路资金布局金融股势头正酣,证券日报
6942,2019-02-19,A股早报2019年2月19日星期二,Wind
6943,2019-02-19,【浙商||银行】当我们谈论存款降息时,大话金融
6944,2019-02-19,融资客卷土重来：单周融资买入创15个月新高,每日经济新闻
6945,2019-02-19,20份上市银行业绩快报陆续抵达，五大行仍“雪藏”盈利数据,证券日报
6946,2019-02-19,20份上市银行业绩快报陆续抵达 五大行仍“雪藏”盈利数据,证券日报
6947,2019-02-18,连续三次收缩！东方园林2.7亿收购九洲环保又退出,新京报
6948,2019-02-16,180份年报业绩快报盘点 机构集中推荐13只个股,证券日报
6949,2019-02-14,回不去的十年：银行同业业务十年变迁,新浪
6950,2019-02-14,年内逾900亿北上资金大举涌入 外资青睐股有三大特征,证券日报
6951,2019-02-12,东方园林5亿债券违约？曾遭合作方申请冻结银行存款 未按时兑付本息,新京报
6952,2019-02-11,报告 | 2018年福建省上市公司市值TOP50,挖贝网
6953,2019-02-11,近250家公司去年净利有望超10亿 堪称A股“中流砥柱”,证券时报
6954,2019-02-03,华夏银行内鬼曝光：服务器植入病毒 账户余额还不变,新浪
6955,2019-02-03,银行板块复苏有望逐步震荡上行 六股投资正当时,证券日报
6956,2019-02-02,银行板块有望逐步震荡上行 逾45亿资金涌入9只个股,证券日报
6957,2019-02-01,A股10亿净利俱乐部都有谁？除了银行股，还有这些优秀民企,e公司
6958,2019-01-31,【基金持仓】19Q4涨幅低业绩好的银行受青睐,志明看金融
6959,2019-01-30,【华泰金融沈娟团队】Q4银行持仓微降，仓位反弹可期—评偏股基金2018Q4银行股持仓【证券研究报告】,华泰金融研究全新平台
6960,2019-01-30,营收与净利双升 银行股成近期护盘主力,证券时报
6961,2019-01-28,助力春季行情，北上资金节前忙“扫货”,中证报
6962,2019-01-28,北上资金连续三日加仓低估值权重股,证券日报
6963,2019-01-25,光大策略 |第四阶段的九大个股 ——基于”政策经济周期“框架的分析,超悦策略
6964,2019-01-25,"银行行业专题报告:板块持仓保持稳定,增配业绩向好个股",万联证券
6965,2019-01-24,招商银行总资产反超兴业银行 为12家已公布业绩的A股上市银行榜首,每日经济新闻
6966,2019-01-24,后资管新规时期：兴业银行借私行业务抢筹零售谋转型,第一财经
6967,2019-01-24,银行资产质量持续改善 今年利润增速料略放缓,中证报
6968,2019-01-23,理财转型重点布局哪些产品？,固收彬法
6969,2019-01-22,十家A股上市银行披露2018业绩快报 半数净利润增速高于2017年同期,每日经济新闻
6970,2019-01-22,"兴业银行业绩快报点评:收入端依旧较快增长,资产质量改善",正点财经
6971,2019-01-22,9家银行披露业绩快报：上海银行业绩增速居前,中投网
6972,2019-01-22,9家A股上市银行业绩揭晓 中信等5家净利润增速回升,北京商报
6973,2019-01-22,兴业银行北京分行助力民营上市公司稳定发展,金融界
6974,2019-01-22,7家银行“剧透”去年业绩：整体盈利稳步上扬,证券日报
6975,2019-01-21,兴业银行2018年净利润605.93亿 不良贷款比率1.57%,新浪
6976,2019-01-21,"兴业银行:营业收入增幅持续扩大,不良率同比环比均下降",正点财经
6977,2019-01-21,"兴业银行:营收明显改善,净利增速或是主动压低",正点财经
6978,2019-01-21,"太平洋证券：将兴业银行评级调低为""增持""",Wind
6979,2019-01-19,兴业银行发布2018年：实现营收1582.58亿元,中投网
6980,2019-01-19,大成惠明定期开放纯债债券证券投资基金2018第四季度报告,证券时报
6981,2019-01-19,【兴业银行业绩快报点评】盈利增速微升，资产质量保持优异,志明看金融
6982,2019-01-18,下周最具爆发力六大牛股(1.18),中金在线
6983,2019-01-18,兴业银行2018实现净利润605.93亿元 同比增长5.07%,中国网
6984,2019-01-18,兴业银行：公司盈利稳定 不良率改善幅度较大,中泰证券
6985,2019-01-18,兴业银行去年净利增近6%,证券时报
6986,2019-01-18,"兴业银行:营收加速改善,拨备基础持续夯实",申万宏源
6987,2019-01-17,兴业银行2018年实现营收1583亿元 较上年同期增长13%,挖贝网
6988,2019-01-17,兴业银行发布2018年业绩快报,新华网
6989,2019-01-17,控股股东质押风险解除 回天新材引入国资股东添悬念,e公司
6990,2019-01-17,公告精选：隆基股份去年净利预减逾两成 新元科技新产品研发获重要进展 盈利能力下降,e公司
6991,2019-01-17,兴业银行发布业绩快报，2018年净利同比增长近6%,证券时报
6992,2019-01-17,兴业银行：2018年净利增5.93% 不良贷款比率1.57%,腾讯网
6993,2019-01-17,兴业银行2018年净利润605.9亿元 同比增长5.93％,金融界
6994,2019-01-17,兴业银行：2018年度净利605.93亿元同比增5.93%，营收增13%,Wind
6995,2019-01-17,兴业银行业绩快报：2018年度净利润605.93亿元 同比增长5.93%,e公司
6996,2019-01-17,兴业银行襄阳分行被罚35万：信贷资金被挪用 其他违规处罚,新浪
6997,2019-01-16,金融：社融增速有望短期内筑底回升 荐4股,和讯
6998,2019-01-16,兴业银行：将密切跟进大连机床破产重整后续进展,Wind
6999,2019-01-16,【异动股】银行板块拉升，N青银(002948-CN)涨停,财华社
7000,2019-01-16,兴业银行助小银行提升服务能力 搭建“银银平台”推动银银合作,经济日报
7001,2019-01-15,抢转让理财产品 “捡漏”高收益靠谱？,新京报
7002,2019-01-10,银行理财转让成香饽饽 未来将有更多银行入局,北京商报
7003,2019-01-09,兴业银行陶以平呼吁降低绿色融资风险权重引导更多资金投向可持续发展领域,中证网
7004,2019-01-08,120余家银行公布2019年计划，股份制商业银行同业存单未见明显收缩,Wind
7005,2019-01-08,顺势金融科技 响应理财新规 银行各类子公司密集筹建,证券日报
7006,2019-01-08,120余家银行公布2019年计划 股份制商业银行同业存单 未见明显收缩,证券日报
7007,2019-01-02,兴业银行债券承销规模和只数双双跃居市场第一,证券时报网
7008,2019-01-02,7家商业银行2702亿再融资方案获批,新浪
7009,2019-01-02,【天风|银行】1月策略：经济企稳，估值提升-超配银行股【天风|银行】,志明看金融
7010,2019-01-01,这家公司债台高筑！两天谈妥的“白衣骑士”肠子都悔青了，大股东几近爆仓！,和讯
7011,2018-12-29,上市银行资本补充方案密集获批 商业银行资本管理办法过渡期即将结束,每日经济新闻
7012,2018-12-29,银行“断直连”公告频出，移动支付迎来新格局,零壹财经
7013,2018-12-28,特别策划 | 打造汽车金融科技特色银行,财经杂志
7014,2018-12-26,永续债成资本“解压”新工具已有银行布局发行,中国经营网
7015,2018-12-26,泛海控股：为控股子公司8.10亿元债务偿付提供担保,中国网
7016,2018-12-25,融资客青睐37股，长虹华意买入占比高达70.09%,Wind
7017,2018-12-25,市场化债转股添生力军 兴业银行拟设立子公司,证券日报
7018,2018-12-24,零壹新金融日报：京东金融上线网贷产品；黑龙江正式加入国家融资担保体系,零壹财经
7019,2018-12-24,国元证券股份有限公司关于合肥丰乐种业股份有限公司发行股份及支付现金购买 资产并募集配套资金之2020年度持续 督导意见暨总结报告,证券日报
7020,2018-12-24,兴业银行出资百亿成立债转股子公司,证券时报
7021,2018-12-21,公告精选：电广传媒终止向关联方卖名画；爱婴室股东离婚，3.9%公司股份被分割；宝塔实业实控人因涉嫌票据诈骗罪被逮捕 欺诈造假,每日经济新闻
7022,2018-12-21,兴业银行拟设兴银投资 债转股申设机构有望扩容,中证网
7023,2018-12-21,首家股份行债转股子公司来了！兴业银行出资100亿设兴银投资,21世纪经济报道
7024,2018-12-21,兴业银行：拟100亿设立兴银投资 从事债转股业务,e公司
7025,2018-12-21,兴业银行：拟出资100亿元设立子公司开展银行债转股业务,Wind
7026,2018-12-21,年末上市银行“求钱若渴”定增、优先股、可转债齐上阵,Wind
7027,2018-12-19,银行股再融资方案年底密集获批,大众证券报
7028,2018-12-19,"兴业银行:息差持续回升,业绩弹性提升明显",中证网
7029,2018-12-17,公告精选：多家银行再融资申请获通过；金陵体育实控人提议高送转,e公司
7030,2018-12-17,法院正式裁定：金立破产了！董事长刘立荣承认：赌博输掉了十几亿 减资破产,21世纪经济报道
