,2021-12-31,大悦城对佛山淦盈提供1.75亿元担保 大额借贷担保,乐居财经
3114,2020-02-10,21家上市银行日均赚10亿 近九成不良率出现下降,中投网
3115,2020-02-09,机构业务助力疫情防控光大银行争分夺秒保障防疫资金拨付到位,新华网
3116,2020-02-07,上下同欲者胜｜刘金慰问光大银行一线员工,光大银行
3117,2020-02-06,半日完成，“光大速度”推动抗疫专项贷款投放,中国金融新闻网
3118,2020-02-06,光大银行北京分行坚决打赢疫情防控阻击战,新京报
3119,2020-02-06,【银行】行业月报：看好板块防御特性，关注稳健龙头及基本面改善个股,中银国际证券研究
3120,2020-02-05,光大银行兰州分行托管业务为疫情防控贡献金融力量,中国金融新闻网
3121,2020-02-05,光大银行杭州分行5000万专项抗疫信贷资金发放到位,浙江在线
3122,2020-02-04,银行业绩快报：净利增速多超10%，浦发、苏农不良率上升 资产异常,第一财经
3123,2020-02-04,机构：重视疫情下银行股的防御价值,中国财富网
3124,2020-02-04,调整是机会坚定优质银行股价值—新冠疫情下的银行业投资策略,华泰证券
3125,2020-02-03,【行情】港股内银股普涨，光大银行（06818.HK）涨2.24%，工商银行（01398.HK）涨2.11%，建设银行（00939.HK）涨1.51%，中信银行（00998.HK）涨1.23%,金十数据
3126,2020-01-26,银行业金融机构全力支持疫情防控 累计捐款逾5.88亿元,中国网
3127,2020-01-23,光大银行2019业绩快报：营收同比保持在高位、小幅放缓【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
3128,2020-01-23,快讯|光大银行业绩快报：2019年净利润374.41亿元，同比增11.03%,财经网
3129,2020-01-23,中银国际证券*晨会聚焦20200123,中银国际证券研究
3130,2020-01-23,【银行】公司点评*601818*光大银行：营收保持高增，低估值高股息具备配置价值*买入,中银国际证券研究
3131,2020-01-23,光大银行(601818)发布业绩快报去年营收同比增幅超过2,证券日报
3132,2020-01-23,光大银行(06818-HK)2019年度多赚11%不良率跌0.03个百分点,财华社
3133,2020-01-22,格隆汇港股聚焦(1.22)︱光大银行去年归母净利升11%至373.54亿元 中国联通2019年净利达113亿元,格隆汇
3134,2020-01-22,银行冠华|光大银行19年快报：营收增速亮眼，ROE继续改善,大话金融
3135,2020-01-22,光大银行发布业绩快报 去年营收同比增幅超过20%,证券日报
3136,2020-01-22,聚焦商业银行2019年年报,中国网
3137,2020-01-22,光大银行业绩快报：2019年实现营收1328.12亿元 同比增长20.47%,上证报
3138,2020-01-22,光大银行(601818.SH)发布业绩快报 2019年度归母净利润升10.98%至373.54亿元,格隆汇
3139,2020-01-22,光大银行：2019年净利润同比增10.98%（业绩快报）,Wind
3140,2020-01-22,光大银行业绩快报：2019年净利同比增11%,e公司
3141,2020-01-22,光大银行：2019年净利同比增长10.98%,第一财经
3142,2020-01-22,光大银行：2019年实现净利373.54亿 同比增10.98%,新浪
3143,2020-01-22,光大银行业绩快报：2019年净利润373.54亿元，同比增10.98%,Wind
3144,2020-01-21,债券重大事件2020年1月21日星期二,Wind
3145,2020-01-21,光大银行(601818.SH)：东京代表处备案获当地监管部门审核通过,格隆汇
3146,2020-01-21,亦喜亦忧 2020持牌消金机构怎么走,北京商报网
3147,2020-01-21,光大手机银行APP月活突破1000万,证券之星
3148,2020-01-21,各路巨头角逐新战场 持牌消费金融公司扩容加速,北京商报
3149,2020-01-20,三方争雄 持牌消费金融公司扩容加速,北京商报
3150,2020-01-19,【fintech每周播报】银行布局金融科技；国有大行实现与微信二维码支付互联互通,中国电子银行网
3151,2020-01-19,光大中青旅信用卡用户超百万 2020年明星产品蓄势待发,凤凰网
3152,2020-01-15,用益-信托市场简报：光大信托净利增83%,用益信托网
3153,2020-01-15,银保监会再出手 三银行被罚超400万 金融监管处罚,南方财经网
3154,2020-01-14,国开行原副行长刘金正式履新光大银行行长,腾讯网
3155,2020-01-13,今年首家！北京阳光消费金融公司获批筹建 有望成第25家持牌消金机构,每日经济新闻
3156,2020-01-13,光大银行行长刘金任职资格获银保监会核准,北京商报网
3157,2020-01-13,银保监会批复光大银行行长刘金任职资格,上证报
3158,2020-01-12,股东“三缺一”补齐！光大银行获准筹建消费金融公司 这家台资银行成发起股东,券商中国
3159,2020-01-11,中青旅关联方光大银行筹建消费金融公司申请获批,新京报
3160,2020-01-11,今年首家消费金融公司获批 持牌消费金融公司增至25家,新京报
3161,2020-01-11,刚刚！2020年首家持牌消费金融公司获批,腾讯网
3162,2020-01-11,大股东还款承诺未兑现 天目药业每天向监管层汇报解决进展 承诺失信,e公司
3163,2020-01-10,快讯|光大银行：筹建北京阳光消费金融股份有限公司申请获批准,财经网
3164,2020-01-10,中青旅(600138.SH)筹建北京阳光消费金融申请获中国银保监会批准,格隆汇
3165,2020-01-10,光大银行(601818.SH)筹建北京阳光消费金融申请获中国银保监会批准,格隆汇
3166,2020-01-10,内蒙古银保监局：对光大银行呼和浩特中山西路支行作出行政处罚，罚款40万元 其他违规处罚,Wind
3167,2020-01-09,债券重大事件2020年1月9日星期四,Wind
3168,2020-01-09,银保监会今年首度披露罚单：交行光大建行合计被罚410万 金融监管处罚,澎湃新闻
3169,2020-01-09,光大银行泰州分行违法遭罚50万 贷后管理严重违反审慎经营规则 金融监管处罚,中国网
3170,2020-01-09,银保监会再出手！交行光大建行被罚超400万，更有15家银行吃罚单超千万 金融监管处罚,中国基金报
3171,2020-01-08,度小满的2019升维竞争,中金在线
3172,2020-01-08,常州银保监局：对光大银行常州分行作出行政处罚，罚款35万元 其他违规处罚,Wind
3173,2020-01-07,邯郸银保监局：对光大银行邯郸分行作出行政处罚，责令改正并罚款80万元 其他违规处罚,Wind
3174,2020-01-07,天风证券：经济企稳预期渐强，2020年看好银行股,Wind
3175,2020-01-04,央行新年送“红包”大金融如沐春风,金融投资报
3176,2020-01-03,票据业务严重违规 光大银行南京分行被罚款40万元 金融监管处罚,中华网
3177,2020-01-03,招银国际：看好旧经济股表现 推荐中国奥园(03883)及光大银行(06818),智通财经
3178,2020-01-03,世纪互联被光大银行选定为数据中心长期合作伙伴,中国IDC圈
3179,2020-01-02,多地银保监开罚单！华夏银行领罚100万元，数额居首 金融监管处罚,腾讯网
3180,2020-01-02,银行业领新年首批罚单，合计罚没170万 金融监管处罚,第一财经
3181,2020-01-02,开年第一天，银保监会数十张罚单开给光大、华夏银行及一批农商行和村镇银行 金融监管处罚,每日经济新闻
3182,2020-01-02,零壹新金融日报：P2P平台玛瑙湾暴雷！微贷网第三季度营收7.66亿,零壹财经
3183,2020-01-02,安信国际 | 慧眼识金股（2020年1月组合）,安信国际
3184,2020-01-01,光大永年(03699-HK)公布持续关连交易租赁协议,财华社
3185,2019-12-31,光大银行(601818.SH)：刘冲董事任职资格获核准,格隆汇
3186,2019-12-31,光大银行：董事任职资格获中国银保监会核准,金融界
3187,2019-12-30,聚焦区块链创新应用 光大银行与雄安集团共建数字金融科技实验室,中国金融新闻网
3188,2019-12-28,零售银行2019年：十大关键事件，重塑互金格局,腾讯网
3189,2019-12-27,【fintech每周播报】首家城商行理财子公司亮相；光大银行成立数字金融科技实验室,中国电子银行网
3190,2019-12-27,银行理财“变局”：保本产品提前离场净值化转型加速推进,每日经济新闻
3191,2019-12-25,光大银行与雄安集团共建数字金融科技实验室,Wind
3192,2019-12-25,光大银行与雄安集团共建数字金融科技实验室,新浪
3193,2019-12-24,银行业2020年度策略：配置为王，行稳致远，给予“强于大市”评级,格隆汇
3194,2019-12-24,外资控股理财子公司破局 银行资管步入快车道,时代周报
3195,2019-12-23,深扒股份制银行财务报表：哪家最赚钱？哪家风险高？,搜狐
3196,2019-12-23,将至已至 科技突破决胜未来,中国金融新闻网
3197,2019-12-18,光大银行发布手机银行6.0版本 启动移动金融生态链战略,中证网
3198,2019-12-18,布局移动金融生态链 光大手机银行6.0版发布,金融界
3199,2019-12-18,35只股遭北向资金减仓超20%,证券时报网
3200,2019-12-12,光大超市“伴客易” 成立一周年 光大银行探路未来网点新模式,北京商报网
3201,2019-12-11,金融行业板块总体上涨0.66%，光大银行领涨,搜狐
3202,2019-12-10,银行冠华|11月社融：企业融资持续回暖，M2增速有望改善,大话金融
3203,2019-12-10,邮储银行今日上市：阿里、腾讯等豪门股东 打造10年A股最大IPO,金融界
3204,2019-12-09,移动金融App逐步规范，五大行、蚂蚁等23家试点备案,新京报
3205,2019-12-09,银行理财打破刚兑动真格 保本理财产品加速离场,新快报
3206,2019-12-07,前海系统发布20个优秀金融创新案例 多家上市银行上榜,上证报
3207,2019-12-06,这个套利方法 下周或许就能用上,每日经济新闻
3208,2019-12-06,惠誉：授予中国光大银行香港分行拟发行美元票据“BBB（EXP）”的预期评级,Wind
3209,2019-12-06,侵犯隐私“被下架”，光大、天津银行称“没通知”,北京日报
3210,2019-12-06,“保本”渐离场 获客有新招,经济日报
3211,2019-12-06,百款APP违规采集信息被查 3家银行不幸上榜,证券时报
3212,2019-12-05,保本理财清理进行时，商业银行理财收入普降,红周刊
3213,2019-12-05,光大银行回应手机银行APP隐私问题：一直正常运行,Wind
3214,2019-12-05,信用卡规模高增长 消费交易额股份行组队赶超国有行,投资时报
3215,2019-12-05,100款违法违规APP下架整改，光大银行、微店等在列,Wind
3216,2019-12-05,网贷天眼早报：四川全面取缔P2P100款APP遭下架,和讯
3217,2019-12-04,6只战配基金出手 邮储上市“绿鞋”护航,时代周报
3218,2019-12-04,光大银行加大高端制造企业投放力度,证券时报网
3219,2019-12-04,广州市首笔“5311”政银担分险模式业务落地光大银行,信息时报
3220,2019-12-02,银行冠华 | 12月策略: 播种来年，重视邮储,大话金融
3221,2019-12-02,天风证券：银行估值切换行情可期，首推光大银行,证券时报网
3222,2019-12-02,【天风Morning Call】晨会集萃20191202,天风研究
3223,2019-12-01,12月策略：估值切换行情可期，首推光大银行-天风|银行,志明看金融
3224,2019-11-29,光大银行(601818.SH)聘任刘金担任行长及确定其为董事候选人,格隆汇
3225,2019-11-29,空缺两个月后 光大银行聘任原国开行副行长刘金为行长,每日经济新闻
3226,2019-11-29,金融赋能推动“制造大国”迈向“制造强国”,新浪
3227,2019-11-28,光大银行：副行长武健因工作调整，辞去本行副行长职务 董监高成员变化,Wind
3228,2019-11-27,雪中送炭 中国光大银行汽车金融业务推进会在深召开,证券时报网
3229,2019-11-27,中金：预计明年内银净收益增长 看好招商银行(03968)及光大银行(06818),智通财经
3230,2019-11-26,光大银行鼓足“八力” 力争实现4季度旺季完美收官,证券时报网
3231,2019-11-26,光大银行与海南省农信社签署战略合作协议,海南日报
3232,2019-11-25,光大银行践行数字金融扶贫新路径,证券时报网
3233,2019-11-25,每经专访光大银行首席业务总监兼数字金融部总经理杨兵兵：区块链在数字金融领域大有可为,每日经济新闻
3234,2019-11-24,光大“魅力海南旅游节”交易金额达308.5亿元,中保网
3235,2019-11-22,光大银行张小松：银行应围绕场景和流量重塑业务理念,新浪
3236,2019-11-22,IBM合伙人：2020年全球66%的银行将使区块链实现商用,经济观察报
3237,2019-11-22,深化业务转型探索新零售发展模式 光大银行零售客户突破1亿户,证券时报网
3238,2019-11-22,招行今年发行1000亿信用卡贷款ABS 受现金贷影响不良率上升 资产异常,网贷之家
3239,2019-11-22,光大银行助民营企业“爬坡过坎”,金融时报
3240,2019-11-21,创新综合金融服务 光大银行全力支持制造业民营企业,证券时报网
3241,2019-11-20,光大银行姜浩：银行部分对公低频业务天然适合区块链,21世纪经济报道
3242,2019-11-20,提供超万亿信贷支持 光大银行服务助推民营企业发展,证券时报网
3243,2019-11-20,银行业迈入差异化竞争时代，看光大信用卡如何赢得竞争优势,凤凰网
3244,2019-11-19,2019·第十二届时代营销盛典（上）,时代周报
3245,2019-11-16,160只理财子公司产品全扫描：农银理财首只产品“掀盖头”,Wind
3246,2019-11-15,光大银行副行长武健：打造温暖的数字金融服务,中证报
3247,2019-11-14,光大银行：成立数字金融部推进数字化转型升级,中新经纬
3248,2019-11-14,光大银行打造温暖的数字金融服务 落实数字金融战略,金融界
3249,2019-11-14,光大“普惠阳光”引金融活水流进田间地头,中国金融信息网
3250,2019-11-13,信用卡经营大PK：国有行发卡量高“僵尸卡”也多，交行不良最高,和讯
3251,2019-11-12,穆迪：确认光大银行“BAAP/P-2”存款评级，前景稳定,Wind
3252,2019-11-12,“银行科技发展奖”折射一场“静悄悄的革命”：信息技术架构变革引领银行智能内核再造,新浪
3253,2019-11-11,四家理财子公司“背井离乡”，银行资管人员面临大迁徙,Wind
3254,2019-11-09,华夏银行因7524元被罚130万元！资产质量承压 “掉队者”何以破局？ 金融监管处罚,中金在线
3255,2019-11-08,内忧外困 创新医疗发展陷入严寒,财经网
3256,2019-11-07,海润光伏发布债权人债权转让提示性公告,中证报
3257,2019-11-05,股价持续回升，银行板块配置价值走高,重庆商报
3258,2019-11-05,频繁违规，天目药业（600671.SH）遭证监局责令改正 金融监管处罚,格隆汇
3259,2019-11-05,替大股东借款2460万元，违规担保1亿元，天目药业胆色惊人 其他违规处罚,21世纪经济报道
3260,2019-11-05,亮相第十三届深圳国际金融博览会 光大集团“产业+金融+科技”支持民营制造业,证券时报网
3261,2019-11-05,2460万元去哪儿了？天目药业受累控股股东“腾挪”资金被行政监管 其他违规处罚,和讯
3262,2019-11-04,光大银行：第八届董事会第五次会议决议公告,上交所
3263,2019-11-04,区块链技术亮相第十三届深圳国际金融博览会,证券时报网
3264,2019-11-04,银行板块快速走强,Wind
3265,2019-11-04,九家股份行前三季盈利3481亿 华夏银行净利增速垫底,长江商报
3266,2019-11-03,【兴证金融 傅慧芳】盈利增长改善延续，资产质量稳健可控 ——2019年3季度财报总结,兴证金融
3267,2019-11-02,33家上市银行三季度成绩单：近七成净利两位数增长 12家银行投资收益增幅超100%,每日经济新闻
3268,2019-11-01,银行板块大涨近2%,Wind
3269,2019-11-01,银行板块快速走强,Wind
3270,2019-11-01,三季度20家上市银行净利增速超10% 哪些因素拉动业绩高增长？,21世纪经济报道
3271,2019-10-31,详细解读光大银行3季报：高增长持续，资产质量稳中向好【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
3272,2019-10-31,零壹财经2019数字信用与风控年会：新形势下行业的机遇与挑战,零壹财经
3273,2019-10-31,光大银行支持雄安新区区块链应用探索,Wind
3274,2019-10-31,光大银行支持雄安新区区块链应用探索,第一财经
3275,2019-10-31,光大银行阳光区块链切中服务多种场景,中新网
3276,2019-10-31,【异动股】银行板块下挫，渝农商行(601077-CN)跌6.65%,财华社
3277,2019-10-31,银行板块快速下行,Wind
3278,2019-10-31,光大银行实现净利润314.66亿元 同比增长13.20%,中国金融新闻网
3279,2019-10-31,中金：将光大银行A股评级由和大盘一致上调至跑赢大盘，目标价5.59元,Wind
3280,2019-10-31,光大银行(06818-HK)首3季盈利升逾13%,财华社
3281,2019-10-31,早报：暴风集团多位高管请辞 多家银行发布三季报,网贷之家
3282,2019-10-30,光大银行前三季度净利逾300亿元 创近五年来最大增幅,证券日报
3283,2019-10-30,光大银行前三季度净利润超300亿 创近五年最大增幅,证券时报网
3284,2019-10-30,光大银行：前三季度净利润同比增13.11%,Wind
3285,2019-10-30,光大银行：前三季净利同比增长13.11%,金融界
3286,2019-10-24,上市银行三季报料持续稳健向好 券商建议加配银行股,中证报
3287,2019-10-24,创新医疗老业务股权转让欠款未收齐 跨界转型最大体量收购公司又失控 资产异常,21世纪经济报道
3288,2019-10-23,光大云缴费再创新高 用户突破3亿,和讯
3289,2019-10-22,业绩高增后略有回落，平安银行领跌银行板块 盈利能力下降,第一财经
3290,2019-10-22,中原银行旗下子公司被指沦为“714高炮”通道,投资者网
3291,2019-10-18,10月净买入超百亿鏖战3000点 北上资金“取舍”调查,21世纪经济报道
3292,2019-10-16,光大云缴费用户突破3亿,中证网
3293,2019-10-16,光大银行(06818-HK)卢鸿为执行董事及竇洪权为非执行董事获银保监会核准,财华社
3294,2019-10-15,43只连涨股近3日吸金均超千万元 银行等三行业成“白马”牧场,证券日报
3295,2019-10-15,光大银行(601818.SH)：卢鸿、窦洪权董事任职资格获中国银保监会核准,格隆汇
3296,2019-10-15,中国银保监会核准卢鸿担任中国光大银行(06818.HK)董事,格隆汇
3297,2019-10-15,恒泰MVM模型剖析银行股,恒泰睿财
3298,2019-10-15,“首付不够刷卡凑”不行了！5类信用卡涉房交易受限制,金融界
3299,2019-10-15,光大大庆分行两高管被禁业：内控管理制度执行不严,新浪
3300,2019-10-15,融资客青睐13股，开山股份买入占比高达40.15%,Wind
3301,2019-10-15,金融股再度集体爆发 34亿资金联手买入银行股,信息时报
3302,2019-10-14,沪港通十大成交活跃股排名（10月14日）,Wind
3303,2019-10-14,沪指已上攻至成交密集区 投资机会突出,证券时报
3304,2019-10-14,33家银行股午盘全线飘红，紫金银行、青岛银行涨停,澎湃新闻
3305,2019-10-14,银行板块再度走高，光大银行涨停,Wind
3306,2019-10-14,国泰君安：首选这些优秀中型银行股,第一财经
3307,2019-10-12,"紧急叫停！信用卡""套现""买房行不通了！各大银行放大招，释放什么信号？",21财闻汇
3308,2019-10-12,信用卡买房之路被堵死：建行招行等放大招影响多大,新浪
3309,2019-10-11,光大银行成都分行扎根天府建功新时代 向新中国成立70周年献礼,金融投资报
3310,2019-10-10,斩断“套现”买房：银行陆续叫停信用卡买房、刷中介费，物业费、出租房被限额,21世纪经济报道
3311,2019-10-10,零售客户破亿 光大银行探路新零售模式,新浪
3312,2019-10-09,【异动股】银行板块拉升，青农商行(002958-CN)涨6.71%,财华社
3313,2019-10-09,银行股全线飘红，这些低估值的优质中型银行值得关注,第一财经
3314,2019-10-09,【异动股】银行板块拉升，常熟银行(601128-CN)涨7.43%,财华社
3315,2019-10-09,银行板块大幅拉升 四季度或重获机构青睐,证券时报网
3316,2019-10-09,银行股集体冲高，常熟银行涨近5%,Wind
3317,2019-10-08,光大银行(601818.SH)截至9月末“光大转债”转股21.53万股,格隆汇
3318,2019-10-08,港股异动丨银行股再度走强 拨备覆盖率新规持续发酵,格隆汇
3319,2019-10-08,多因素共振银行股集体走强，平安银行再创新高,第一财经
3320,2019-10-07,银行冠华 | 10月策略: 重抓中间，首选兴业,大话金融
3321,2019-10-03,光大银行零售客户突破1亿户,新华网
3322,2019-10-01,【华泰金融沈娟团队】多方位政策利好，紧握优质金融—2019金融动态第40期【证券研究报告】,华泰金融研究全新平台
3323,2019-09-30,光大银行：行长葛海蛟辞去在公司所有职务 董监高成员变化,Wind
3324,2019-09-30,光大银行：上半年的增长传奇有何启示？,财华社
3325,2019-09-29,履新光大银行行长不足一年，葛海蛟出任河北省副省长一职,全景网
3326,2019-09-27,银行股调整 光大银行、宁波银行等跌逾2%,证券时报网
3327,2019-09-27,银行板块出现回撤,Wind
3328,2019-09-27,创业板大跌近3% 银行股成市场避风港,财富动力网
3329,2019-09-26,首家股份制银行理财子公司亮相，光大理财发布新产品,Wind
3330,2019-09-26,【异动股】银行板块拉升，常熟银行(601128-CN)涨7.03%,财华社
3331,2019-09-26,银行板块二度上攻,Wind
3332,2019-09-26,【异动股】银行板块快速拉升光大银行(601818-CN)涨近4%,财华社
3333,2019-09-26,银行板块持续上攻,Wind
3334,2019-09-26,今年银保高管累计增持1.21亿 仅一家银行小幅减持 减持股份,21世纪经济报道
3335,2019-09-26,光大银行 推进与制造业民企合作,中证报
3336,2019-09-25,首家股份行理财子公司落地 行业百万年薪抢人大战正酣,新京报
3337,2019-09-25,银行永续债发行提速：年内八家银行已发行4100亿，还有3600亿发行计划在路上,Wind
3338,2019-09-25,光大银行与12家企业分别签署战略合作协议,第一财经
3339,2019-09-25,业内首创数字金融部 理财子公司悄然布局,中投网
3340,2019-09-25,光大理财获批开业 拔股份制银行理财子公司开业头筹,证券日报
3341,2019-09-24,9月25日上市公司重要公告集锦：圆通速递20.38亿股限售股9月30日上市流通 占总股本71.85%,证券日报
3342,2019-09-24,首家股份行理财子公司来了 董事长是业内领军人物,中证报
3343,2019-09-24,光大银行(601818.SH)：光大理财有限责任公司获准开业,格隆汇
3344,2019-09-24,银行冠华|光大银行：士别三日，刮目相看,大话金融
3345,2019-09-24,立足主业 大家保险投资瘦身,时代周报
3346,2019-09-24,"金融地产行业研究部三循环周报:一年期LPR继续下降,国务院印发《交通强国建设纲要》",申万宏源
3347,2019-09-23,光大银行零售客户突破1亿户,金融投资报
3348,2019-09-20,光大银行交出近年来最好成绩单,财经网
3349,2019-09-20,银行股已大面积破净，能买吗？,YY港股圈
3350,2019-09-19,光大银行(601818.SH)：洪永淼独董任职资格获核准,格隆汇
3351,2019-09-18,中信银行跌逾1% 跌穿十天线,新浪
3352,2019-09-18,复合型人才稀缺 科技赋能引发银行人才马太效应,21世纪经济报道
3353,2019-09-15,【兴证固收.转债】惯性谨慎的右侧市场,兴证固收研究
3354,2019-09-11,银行冠华|8月社融：企业长贷改善,大话金融
3355,2019-09-09,部分银行消费贷踩刹车 不良率集体逆势上升 资产异常,中投网
3356,2019-09-09,银行零售业务转型“竞速” 从边缘业务变成半壁江山,中投网
3357,2019-09-09,安泰集团及董事长吃警示函 近2亿元对外担保未及时完整披露 金融监管处罚,中国网
3358,2019-09-09,科技引领银行业转型 IT资本性支出及费用高速增长,新浪
3359,2019-09-07,信用卡期中考：交行收缩，平安强势，工行佛系,虎嗅网
3360,2019-09-06,光大银行：同意为光大集团核定50亿元债券包销额度,Wind
3361,2019-09-05,致敬大国工匠：光大集团发布“匠心专享”产品,中国经济网
3362,2019-09-05,银行股大涨的秘密在这里,券商中国
3363,2019-09-04,上半年上市银行净息差走势分化明显，大行整体回落，股份行普遍上行，LPR改革短期对于银行净息差影响有限,每日经济新闻
3364,2019-09-04,不良率集体逆势上升，部分银行消费贷踩刹车 资产异常,第一财经
3365,2019-09-03,不良率集体逆势上升，部分银行消费贷急踩刹车 资产异常,第一财经
3366,2019-09-03,睿智投资｜中国银行业 – 二季度业绩综述 – 信贷成本下降对冲淨息差收窄,招银国际
3367,2019-09-03,光大银行成立数字金融部 力推数字化转型升级,每日商报
3368,2019-09-03,"光大银行:业绩超预期,中收表现独树一帜,资产质量再迎积极改善",申万宏源
3369,2019-09-02,光大银行电子银行部更名为数字金融部 统筹管理个人及企业数字金融业务,经济观察网
3370,2019-09-02,股份制银行不良率普降上半年净息差显著改善,国际金融报
3371,2019-09-02,上市银行上半年净息差21家升12家降 LPR改革促银行发掘非息收入机会,证券日报
3372,2019-09-01,【中原银行王鸿行】光大银行(601818)中报点评*营业收入保持强劲，资产质量整体稳定,中原证券研究所
3373,2019-09-01,棱镜|银行业交五年最好成绩单：零售优先策略显效，LPR影响小,棱镜
3374,2019-08-31,零售转型时代股份行中报众生相：兴业资产规模增速“疲软” 浦发信用卡不良高企,经济观察网
3375,2019-08-31,股份行集体迎春天？上半年不良率全降，5家净利增速超10%,澎湃新闻
3376,2019-08-30,【银行】601818*光大银行:手续费收入表现突出，营业收入保持快增*买入,中银国际证券研究
3377,2019-08-30,光大银行营收实现近六年最快增幅,金融投资报
3378,2019-08-29,光大银行中报出炉：营收净利双位数增长 零售贷款利息收入超过企业贷款利息收入,经济观察网
3379,2019-08-29,光大银行上半年营收同比增长26.63% 净利润增幅为近五年来最快,证券日报
3380,2019-08-29,详细解读光大银行2019年中报：利润增速超预期，结构调整持续【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
3381,2019-08-29,不良下降发力零售 股份制银行“中考”成绩单看点多,中证报
3382,2019-08-29,【申万宏源金融】光大银行1H19业绩点评：业绩超预期，中收表现独树一帜，资产质量再迎积极改善,大金融研究
3383,2019-08-28,光大银行上半年实现营收662.24亿 同比增长26.62%,每日经济新闻
3384,2019-08-28,A股头条之上市公司（8.29）,金融界
3385,2019-08-28,多公司发布晚间重要公告29号走势或将反转,和讯
3386,2019-08-28,债券重大事件2019年8月28星期三,Wind
3387,2019-08-28,净息差走俏，上半年光大银行营收、净利均现双位数增长,21世纪经济报道
3388,2019-08-28,光大银行上半年实现净利润204.84亿元 同比增长13.17%,中证网
3389,2019-08-28,光大银行：上半年净利204亿元 同比增13%,e公司
3390,2019-08-28,光大银行2019年上半年营收增长26.63% 净利增13.17%,新浪
3391,2019-08-28,光大银行(601818.SH)半年度净利润升13.11%至204.44亿元 不良贷款率1.57%,格隆汇
3392,2019-08-28,光大银行：上半年净利润204.4亿元 不良率1.57%,新浪
3393,2019-08-28,光大银行：上半年净利润204.4亿元，同比增长13.11%,Wind
3394,2019-08-27,【光大固收】银行业受宏观因素主导，股份行转债相对质优——光大证券重点行业可转债研究系列之十一,EBS固收研究
3395,2019-08-26,江西银保监局一日开12张罚单 涉工行、建行、招行等 金融监管处罚,新浪
3396,2019-08-26,嘉美食品包装：董事会通过三项议案,Wind
3397,2019-08-26,银保监会江西监管局：对光大银行南昌分行及其法定代表人任锋做出行政处罚 其他违规处罚,Wind
3398,2019-08-23,合肥12家银行二手房停贷 多城首套房利率上浮20、30%成主流,券商中国
3399,2019-08-22,中国光大银行：“19光大银行CRMW006”计划创设名义本金总额1.4亿元,Wind
3400,2019-08-19,政银携手破难题 金融文旅融合进入快车道,金融时报
3401,2019-08-18,光大银行(06818-HK)非执行董事傅东辞任 董监高成员变化,财华社
3402,2019-08-16,白酒业再掀“老酒热” 这次不再是因为行业不景气,每日经济新闻
3403,2019-08-16,债券重大事件2019年8月16日星期五,Wind
3404,2019-08-16,光大银行：非执行董事傅东因工作调整辞职 董监高成员变化,Wind
3405,2019-08-15,平安好医生·私家医生上线 携手中产人群共建大健康生态圈,北国网
3406,2019-08-14,光大银行深圳分行立足大湾区 加大对实体产业支持力度,财富动力网
3407,2019-08-13,近七成银行股破净，这么“便宜”的银行股要不要买？怎么挑？,澎湃新闻
3408,2019-08-13,看懂度小满金融：业绩、战略和生态,北国网
3409,2019-08-13,天风证券：当前银行板块估值低，性价比凸显,Wind
3410,2019-08-09,光大银行：安邦资管减持本行可转债3000万张 减持股份,Wind
3411,2019-08-09,招行、平安、光大三家“理财子公司”管理层落定,Wind
3412,2019-08-08,光大银行(601818.SH)：邵瑞庆独立董事任职资格获银保监会核准,格隆汇
3413,2019-08-03,光大银行：第二期优先股2019年股息发放实施公告,上交所
3414,2019-08-02,房地产融资收紧后，不动产股权投资风往哪吹？,21世纪经济报道
3415,2019-07-31,光大银行：第八届董事会第一次会议决议公告,上交所
3416,2019-07-30,光大银行：拟挂牌转让3.5亿股优先股,Wind
3417,2019-07-26,光大银行(06818-HK)更换职工监事 董监高成员变化,财华社
3418,2019-07-25,光大银行(06818-HK)3.5亿股优先股拥有19位劲股东,财华社
3419,2019-07-25,光大银行：完成非公开发行3.5亿股优先股,Wind
3420,2019-07-25,光大银行完成3.5亿股优先股发行 募资总额350亿元,中证网
3421,2019-07-24,22家银行破净：包括五大行，华夏银行仅0.6倍,21世纪经济报道
3422,2019-07-23,度小满高管动荡 张旭阳回归光大银行,时代周报
3423,2019-07-19,邮储银行理财子公司公开招聘董事长,新浪
3424,2019-07-18,控股股东资金问题仍未解决 ST围海被调查又将引发索赔 关联方问题,大众证券报
3425,2019-07-17,光大银行今日大宗交易成交144.34万股，成交价3.79元溢价0.26%,Wind
3426,2019-07-16,ST围海涉嫌信披违规被调查 股权转让事宜或受影响 其他违规处罚,新京报
3427,2019-07-16,中国光大银行修订公司章程获中国银保监会核准,新浪
3428,2019-07-16,ST围海被查或影响股权转让 资产异常,金陵晚报
3429,2019-07-16,南方安享绝对收益策略定期开放混合型发起式证券投资基金2019第二季度报告,证券时报
3430,2019-07-16,诺安聚鑫宝货币市场基金2019第二季度报告,证券时报
3431,2019-07-15,度小满留不住张旭阳:公关和技术掌舵 金融血统立足难,新浪
3432,2019-07-15,度小满副总裁张旭阳将重回光大银行 参与理财子公司筹建,每日经济新闻
3433,2019-07-15,度小满完璧归赵 张旭阳确认重回光大挂帅理财子公司,中国经营网
