,2021-12-31,钠离子电池将进入量产时代，锂电池会被取代吗？,华夏时报
920,2021-06-17,三峡能源：公司已有多个注册成功的碳减排项目,每日经济新闻
921,2021-06-17,【看新股】“募资王”三峡能源登陆A股市值超千亿元 补贴款占营收比较高仍需关注,面包财经
922,2021-06-17,机构看中这些股 近五日大手笔净买入,证券之星
923,2021-06-17,A股早报2021年6月17日星期四,Wind
924,2021-06-17,“募资王”三峡能源登陆A股市值超千亿元 补贴款占营收比较高仍需关注,面包财经
925,2021-06-16,拉萨军团格局三峡能源，东鹏饮料明天冲击一签二十万？丨6.16龙虎榜,第一财经
926,2021-06-16,每经19点|重庆禁止公办普通高中招收复读生；微软宣布2025年终止支持Windows 10；药明康德：上海瀛翊遭证监会立案调查,每日经济新闻
927,2021-06-16,A股全线飘绿，创业板指跌超4％，资金逆市抢筹三峡能源等股（附名单） 连续下跌,21世纪经济报道
928,2021-06-16,6月16日龙虎榜解析：三峡能源净买入额最多，还有27只个股被机构扫货,每日经济新闻
929,2021-06-16,三峡能源日振幅达16.55% 一机构买入3.69亿元,e公司
930,2021-06-16,东鹏饮料、三峡能源逆势大涨，机构大手笔买入,Wind
931,2021-06-16,A股资金流向（6月16日）：资金大幅撤离新能源产业链龙头,Wind
932,2021-06-16,2021年新能源上网电价政策点评：新建项目电价好于预期 推荐新能源运营龙头,新浪
933,2021-06-16,机构扫货国民技术 游资建仓三峡能源｜龙虎榜,第一财经
934,2021-06-16,A股早报2021年6月16日星期三,Wind
935,2021-06-15,两极分化！特饮新贵十三连板已成16万大肉签，游资同日跑步入场抢筹天地板次新股,财联社
936,2021-06-15,两极分化：特饮新贵东鹏饮料一签怒赚16万元 游资抢筹天地板次新股,财联社
937,2021-06-15,三峡能源(600905.SH)股价异动 不存在应披露而未披露的重大信息,智通财经
938,2021-06-15,三峡能源龙虎榜数据（6月15日）,Wind
939,2021-06-15,最新龙虎榜动向：1.23亿资金抢筹三峡能源，1.49亿资金出逃海南椰岛,21世纪经济报道
940,2021-06-15,两市缩量震荡！三峡能源今日开板，被四机构净卖出6.74亿元,证券时报
941,2021-06-15,机构今日买入这16股，卖出三峡能源6.74亿元丨龙虎榜,第一财经
942,2021-06-15,【华安金工】寻找防御型打新固收+产品 ——“打新定期跟踪”系列之三十,金工严选
943,2021-06-15,A股资金流向（6月15日）：主板两只新股疯狂“吸金”,Wind
944,2021-06-15,三峡能源(600905.SH)上市第三日盘中涨停板一度被打开成交额放大至164亿元,格隆汇
945,2021-06-15,67只股涨停最大封单资金28.23亿元,证券时报网
946,2021-06-15,李志林丨三峡能源吸血160亿，大盘跳水刺破五周线,中金在线
947,2021-06-15,A股收盘综述：金融、周期全线下挫，科技类题材逆势走强,Wind
948,2021-06-15,47只股上午收盘涨停(附股),证券时报网
949,2021-06-15,A股午盘综述：上证指数下跌0.9%；金融、资源股全线走低,Wind
950,2021-06-15,三峡能源早盘成交额突破150亿元，高居两市榜首,Wind
951,2021-06-15,三峡能源打开涨停，换手近15%，成交超47亿。,新浪
952,2021-06-15,风电巨头三峡能源上市第三日打开涨停板,Wind
953,2021-06-15,31股获券商买入评级，奇安信-U目标涨幅达88.65%,Wind
954,2021-06-12,一年卖出3.6亿只粽子！百年老字号冲击“粽子第一股”；滴滴正式启动美股上市进程，最新估值或超950亿美元|IPO周报,创业邦
955,2021-06-12,券商首次关注5股并给予买入评级（6月12日）,Wind
956,2021-06-11,三峡能源(600905)：电力行业最大规模IPO 风光三峡厚积薄发,新浪
957,2021-06-11,东北证券给予三峡能源买入评级：电力行业最大规模IPO，风光三峡厚积薄发,每日经济新闻
958,2021-06-11,88只股涨停最大封单资金49.35亿元,证券时报网
959,2021-06-11,东北证券：三峡能源（600905.SH）电力行业最大规模IPO，首予“买入”评级,智通财经
960,2021-06-11,解盘：能源股活跃，华为鸿蒙、铁矿石、光伏、碳中和领涨,Wind
961,2021-06-11,三峡能源(600905.SH)上市次日涨停 成A股市值最高新能源公司,格隆汇
962,2021-06-11,三峡能源上市次日继续涨停,Wind
963,2021-06-11,新能源、环保领域碳中和动态追踪(十三)：CCER的供需及纳入交易概率解析,光大证券
964,2021-06-11,A股早报2021年6月11日星期五,Wind
965,2021-06-11,“巨无霸”三峡能源登陆A股市值突破1000亿元,中证报
966,2021-06-11,三峡能源：风光并举，海陆共进，千亿级风光电力企业上市,Wind
967,2021-06-11,市值1200亿！三峡能源登陆A股，创中国电力行业史上最大规模IPO,21商评网
968,2021-06-10,三峡能源登陆A股将为绿色低碳发展贡献更大力量,搜狐
969,2021-06-10,三峡能源龙虎榜数据（6月10日）,Wind
970,2021-06-10,A股迎电力行业史上最大IPO，三峡能源上市首日大涨44%,21世纪经济报道
971,2021-06-10,A股再现千亿新能源巨无霸：三峡能源200亿募资为何押注海上风电？,21世纪经济报道
972,2021-06-10,金风科技(02208.HK)：股东三峡能源6月10日在上交所正式挂牌上市,格隆汇
973,2021-06-10,金风科技(002202.SZ)：股东三峡能源今日正式登陆上交所,格隆汇
974,2021-06-10,三峡能源：风光并举，海陆共进，千亿级风光电力企业上市,证券时报网
975,2021-06-10,三峡能源今日上市交易 首日达到44%的涨停上限,证券时报网
976,2021-06-10,巨无霸三峡能源鸣锣上市，A股市值最高新能源上市公司诞生,澎湃新闻
977,2021-06-10,能源快讯 | 三峡能源正式登陆A股，首日大涨44.15%，市值破千亿,财经网
978,2021-06-10,三峡能源首日换手2.26% IPO募227亿四券商赚1.89亿,中国经济网
979,2021-06-10,开盘3.18元，市值超千亿！三峡能源上市首日大涨44.15%,国际能源网
980,2021-06-10,三峡能源正式登陆A股 成A股市值最高新能源上市公司,证券时报
981,2021-06-10,大超预期？电力“巨无霸”来了 首日大涨44%！中签率高达1.28% 打新族稳稳的幸福？,券商中国
982,2021-06-10,三峡能源今日正式登陆沪市主板 上市首日市值破千亿元,上证报
983,2021-06-10,发行价2.65元/股！三峡能源今日正式上市！,北极星电力
984,2021-06-10,中国电力行业史上最大规模IPO 三峡能源正式登陆A股,经济日报
985,2021-06-10,三峡能源宁夏利通70MW风电项目首台风机吊装完成,国际电力网
986,2021-06-10,三峡能源今日上市，满格涨44%,Wind
987,2021-06-10,三峡能源今日上市！A股最大风电运营商将诞生,北极星电力
988,2021-06-10,今日上市：三峡能源,中国经济网
989,2021-06-10,三峡能源股票将于今日9:00上海证券交易所上市,索比光伏网
990,2021-06-10,曹仁贤：从“三峡”到“戈壁” 从“备用”到“双碳”,中国能源网china5e
991,2021-06-10,6月10日新股提示：气派科技等申购 三峡能源上市 金冠电气等等中签号出炉 铁建重工等公布中签率,上证报
992,2021-06-10,三峡能源今日上市 发行价格2.65元/股,上证报
993,2021-06-10,N三峡：券商定位区间均值为3.41-3.82元,Wind
994,2021-06-10,新股发行与上市一览（6月10日）,Wind
995,2021-06-10,东北证券【新股】6月10日华菱线缆、扬电科技等申购，三峡能源上市,东北证券金融世界
996,2021-06-10,A股IPO动态：三峡能源(600905.SH)今日上市,格隆汇
997,2021-06-09,突发！中国恒大宣布还钱，股价直线拉升！,证券之星
998,2021-06-09,万联证券发布三峡能源研报，首次覆盖：三峡能源：“风光”新能源发电巨头，目标价3.6元,每日经济新闻
999,2021-06-09,万联证券：三峡能源（600905.SH）“风光”新能源发电巨头,智通财经
1000,2021-06-09,碳交易大消息，概念龙头却开盘跌停，发生了什么？,Wind
1001,2021-06-09,碳交易大消息，概念龙头却开盘跌停，发生了什么？草甘膦景气十年一遇，龙头频创新高（附股）,e公司
1002,2021-06-09,新股大爆发！刚有一签赚14万，今天或见10万大肉签,Wind
1003,2021-06-09,新股发行与上市一览（6月9日）,Wind
1004,2021-06-09,中泰证券：“十四五”为实现碳达峰关键阶段，为环保公用板块带来极佳投资机遇,证券时报网
1005,2021-06-08,三峡能源：6月10日在上交所上市，股票代码600905,每日经济新闻
1006,2021-06-08,三峡能源(600905.SH)：将于6月10日在上交所上市,格隆汇
1007,2021-06-08,海外信用评级汇总2021年6月8日星期二,Wind
1008,2021-06-08,标普：三峡能源上市对三峡集团信用影响正面,Wind
1009,2021-06-08,前5月IPO累计募资达1821亿元 巨无霸三峡能源成今年以来“募资王”,青岛财经日报
1010,2021-06-08,2021年下半年环保公用行业低碳投资策略：碳中和浪潮时势渐成 把握发展机遇期,新浪
1011,2021-06-07,【华安金工】年内最大新股三峡能源等待上市 ——“打新定期跟踪”系列之二十九,金工严选
1012,2021-06-07,天天能打新，本周15只新股密集启动申购,北京日报
1013,2021-06-07,本周15只新股申购，有两次高中签机会！,Wind
1014,2021-06-07,三峡能源(600905)：打造A股最大风电光伏运营商,新浪
1015,2021-06-06,东鹏饮料冲击一签赚十万，易中签新股又来了！,Wind
1016,2021-06-06,一签赚十万，“功能饮料第一股”还差3个板！下周，容易中签的新股又来了,中证报
1017,2021-06-05,史上最大SPAC！环球音乐即将完成分拆上市，估值高达400亿美元；巨无霸三峡能源成今年募资王；A股功能饮料第一股上市|IPO周报,创业邦
1018,2021-06-04,三峡能源首募227亿成电力股龙头，“基金一哥”张坤3只产品买入,中国经济周刊
1019,2021-06-03,三峡能源王武斌：推进山东滨州市风电、光伏发电等项目建设,证券时报网
1020,2021-06-03,三峡能源(600905.SH)：遭弃购约1991.61万股由联席主承销商包销,格隆汇
1021,2021-06-02,三峡能源5月发电量创历史新高，同比增47%,证券时报网
1022,2021-06-02,625.45万号中签，募资227亿元，三峡能源或成今年A股最大规模IPO,网易
1023,2021-06-02,中国电力行业史上最大规模IPO申购完成！三峡能源A股整体申购规模近1.3万亿,索比光伏网
1024,2021-06-02,6月2日新股提示：科汇股份等申购 欢乐家等上市 三峡能源等中签号出炉 博力威公布中签率,上证报
1025,2021-06-01,三峡能源(600905.SH)IPO网上中签结果出炉：中签号共625.4514万个,格隆汇
1026,2021-06-01,今年A股最大规模IPO！中国电力史上最大IPO！三峡能源申购近1.3万亿元|IPO见闻,华尔街见闻
1027,2021-06-01,三峡能源中签号出炉 共625.45万个,e公司
1028,2021-06-01,电力史上最大IPO三峡能源申购近1.3万亿 中签结果即将公布,新浪
1029,2021-06-01,【天风Morning Call】晨会集萃20210601,天风研究
1030,2021-06-01,6月1日新股提示：博力威申购 江苏博云等上市 皓元医药等中签号出炉 三峡能源等公布中签率,上证报
1031,2021-06-01,年内A股IPO累计募资1821.25亿,Wind
1032,2021-06-01,前5月IPO累计募资达1821.25亿元，巨无霸三峡能源成今年以来“募资王”,Wind
1033,2021-05-31,三峡能源：网上发行中签率为1.28314731%,每日经济新闻
1034,2021-05-31,年内IPO累计募资达1821.25亿元 巨无霸三峡能源成年内“募资王”,21世纪经济报道
1035,2021-05-31,三峡能源(600905.SH)回拨后网上发行最终中签率为1.2831%,智通财经
1036,2021-05-31,三峡能源(730905)申购指南 三峡能源缴费及上市日期时间,至诚财经
1037,2021-05-31,最容易中签的新股来了：三峡能源登陆A股 将成年内最大规模IPO,21世纪经济报道
1038,2021-05-31,财华盘点|“千亿市值”新能源概念股大汇总！总有“一款”适合你？,财华社
1039,2021-05-31,最容易中签新股，顶格申购或中30签，但需要2500万市值,每日经济新闻
1040,2021-05-31,三峡能源即将上市！技术、资金打造企业护城河 业绩与估值戴维斯双击值得期待,中国基金报
1041,2021-05-31,每经IPO周报第13期|上会企业“8过7”，“蚊子肉”三峡能源还看得上吗,每日经济新闻
1042,2021-05-31,顶格或中30签！5年来最容易中签的新股来了,证券时报
1043,2021-05-31,2.65元/股，三峡能源明日申购！,世纪新能源
1044,2021-05-31,三峡能源与彩虹集团座谈 就光伏产业、新型材料等展开交流,北极星电力
1045,2021-05-31,今年最易中签新股或来临！风电“巨无霸”三峡能源中签率预计超1%,资本邦
1046,2021-05-31,新股日历丨今日新股申购：三峡能源 & 绿田机械,国融证券资讯
1047,2021-05-31,今日申购：绿田机械、三峡能源,中国经济网
1048,2021-05-31,【新股】绿田机械、三峡能源今日发行,国信证券证券金融事业部
1049,2021-05-31,A股早报2021年5月31日星期一,Wind
1050,2021-05-31,本周9只新股申购，今年最容易中签的新股周一发行，爱玛电动车也来了,金融界
1051,2021-05-31,5月31日新股提示：三峡能源等申购 爱慕股份上市 欧林生物等中签号出炉 皓元医药等公布中签率,上证报
1052,2021-05-31,三峡能源今日申购 顶格申购需配市值2571万元,上证报
1053,2021-05-31,今年最容易中签的新股来了！就在今天，别忘记申购,Wind
1054,2021-05-31,新股发行与上市一览（5月31日）,Wind
1055,2021-05-31,东北证券【新股】5月31日三峡能源、绿田机械申购，爱慕股份、晶科转债上市,东北证券金融世界
1056,2021-05-31,最容易中签新股来了，三峡能源等两股今日申购,Wind
1057,2021-05-31,新股提示：三峡能源、绿田机械今日申购,e公司
1058,2021-05-31,陆家嘴财经早餐2021年5月31日星期一,Wind
1059,2021-05-31,最容易中签新股来了 顶格申购或中20多签,中新经纬
1060,2021-05-31,最容易中签新股来了，就在今天！,中国基金报
1061,2021-05-30,就在明天！今年最容易中签的新股来了,中证报
1062,2021-05-30,三峡能源有望为参与打新的投资者创造近年来的最高中签机会,新浪
1063,2021-05-30,去年大热门板块批量“上新” 还有周杰伦代言的爱玛科技也要发行,新浪
1064,2021-05-30,【安信中小盘】三峡能源、绿田机械-次新股资讯0530,AX中小盘研究
1065,2021-05-30,新能源巨头三峡能源将募资227亿年内A股最大IPO来袭?,新浪
1066,2021-05-30,近年来最高中签机会来了！明日申购别错过,Wind
1067,2021-05-30,【新股信息】5月31日 三峡能源（600905）、绿田机械（605259） 新股申购,银河股票资讯
1068,2021-05-30,本周操盘攻略：这个重磅数据将公布，人民币升值预期助推A股回归上升通道,Wind
1069,2021-05-28,三峡能源：发行价格为2.65元/股，5月31日网上、网下申购,每日经济新闻
1070,2021-05-28,重磅会议罕见示警！外资突然加速扫货！,国元证券订阅号
1071,2021-05-28,下周9只新股发行预计募资282.15亿元,Wind
1072,2021-05-28,新股发行与上市一览（5月28日）,Wind
1073,2021-05-28,三峡能源(600905.SH)IPO定价2.65元/股 5月31日开启申购,智通财经
1074,2021-05-27,新股排查丨三峡能源业绩提速，但应收账款规模较大,21世纪经济报道
1075,2021-05-27,新股发行与上市一览（5月27日）,Wind
1076,2021-05-26,三峡能源(600905.SH)：网上路演时间5月28日9:00-12:00,格隆汇
1077,2021-05-26,新股发行与上市一览（5月26日）,Wind
1078,2021-05-25,新股发行与上市一览（5月25日）,Wind
1079,2021-05-24,总投资50亿！三峡能源与湖南花垣县签订1GW光伏项目合作框架协议,北极星电力
1080,2021-05-24,新股发行与上市一览（5月24日）,Wind
1081,2021-05-20,三峡能源与山东龙马集团座谈 加快新能源开发等合作,北极星电力
1082,2021-05-20,新股发行与上市一览（5月20日）,Wind
1083,2021-05-19,新股发行与上市一览（5月19日）,Wind
1084,2021-05-18,中国三峡新能源集团：董事长变更为王武斌 董监高成员变化,Wind
1085,2021-05-18,新股发行与上市一览（5月18日）,Wind
1086,2021-05-17,新股发行与上市一览（5月17日）,Wind
1087,2021-05-13,嗨 请叫我三峡能源,北极星电力
1088,2021-05-13,新股发行与上市一览（5月13日）,Wind
1089,2021-05-12,中国短期融资券及中期票据信用分析周报,新浪
1090,2021-05-12,三峡新能源接连走访金风科技、运达股份！,中国能源网china5e
1091,2021-05-12,新股发行与上市一览（5月12日）,Wind
1092,2021-05-11,中国三峡新能源：调整“21三峡新能GN002”簿记建档利率区间,Wind
1093,2021-05-11,建设“风光三峡”！三峡能源＆正泰集团高层座谈,北极星电力
1094,2021-05-11,新股发行与上市一览（5月11日）,Wind
1095,2021-05-10,中小盘IPO专题-次新股说：本批三峡能源等值得重点关注(2021批次16、17),新浪
1096,2021-05-10,三峡能源上市在即 “碳中和”背景下有望估值业绩双增长,中证网
1097,2021-05-10,三峡能源与北京院座谈并签署战略合作协议,北极星电力
1098,2021-05-10,开源晨会0510丨周期仍是最佳布局窗口；制造业核心三问；消费的弹性,开源证券研究所
1099,2021-05-10,又是超级打新周！11只新股本周申购，今天就有易中签新股,证券时报
1100,2021-05-10,新股发行与上市一览（5月10日）,Wind
1101,2021-05-09,业绩增长重归常态，碳中和助力行稳致远,郭丽丽的研究札记
1102,2021-05-09,不容错过！下周11箭齐发，更有最易中签新股也要来了,中国基金报
1103,2021-05-09,今年最容易中签的新股要来了！,Wind
1104,2021-05-09,注意！今年最容易中签的新股要来了,中证报
1105,2021-05-08,拟募资227亿！今年A股最大IPO是他么？（附最新拟IPO排队名单）,新浪
1106,2021-05-08,三峡能源获IPO批文，资本市场迎来又一新能源“巨头”,经济日报
1107,2021-05-08,A股添风能太阳能千亿级企业 三峡能源有望估值业绩双增,新浪
1108,2021-05-08,千亿级风电巨无霸三峡能源即将登录A股 ，预计募资227亿!,环球老虎财经
1109,2021-05-08,2.65元/股！三峡能源IPO发布初步询价结果,北极星电力
1110,2021-05-07,三峡能源(600905.SH)IPO定价2.65元/股申购日期推迟至5月31日 IPO融资异常,格隆汇
1111,2021-05-07,新股发行与上市一览（5月7日）,Wind
1112,2021-05-06,新股发行与上市一览（5月6日）,Wind
1113,2021-04-30,新股发行与上市一览（4月30日）,Wind
1114,2021-04-29,新股发行与上市一览（4月29日）,Wind
1115,2021-04-28,新股发行与上市一览（4月28日）,Wind
1116,2021-04-27,能源观察 | 三峡能源拟募资250亿元布局海上风电，风电“抢装”潮下风险几何？,财经网
1117,2021-04-27,三峡能源正式启动招股！拟发行不超过85.71亿股人民币普通股,索比光伏网
1118,2021-04-26,三峡能源今起招股 涉足风电、光伏两大赛道,中证网
1119,2021-04-26,三峡能源(600905.SH)拟首次公开发行不超85.71亿股 5月10日开启申购,智通财经
1120,2021-04-26,三峡能源(600905.SH)：IPO拟发行85.71亿股5月6日定价、10日申购,格隆汇
1121,2021-04-26,新股发行与上市一览（4月26日）,Wind
1122,2021-04-23,关于核准中国三峡新能源（集团）股份有限公司首次公开发行股票的批复,证监会
