,2021-12-31,车载屏成市场新宠 面板厂商跑步入场,中国网
6775,2019-06-12,京东方A：为华为MateX手机供应柔性AMOLED显示屏,Wind
6776,2019-06-12,京东方A：武汉10.5代线预计于2020年投产,Wind
6777,2019-06-11,京东方A：OLED迎来爆发期 公司有望深度受益,证券时报网
6778,2019-06-11,北上资金昨日流入79亿元都买了什么股？,Wind
6779,2019-06-11,"电子行业周报:3家企业科创板过会,5G商用牌照加速产业进程",证券之星
6780,2019-06-09,韩国经济出现十年来最大幅度萎缩，原因竟是三星完败华为？,搜狐
6781,2019-06-05,统计机构估测：京东方平板显示屏产能今年将首超LG 跃居世界第一,驱动之家
6782,2019-06-04,中国证监会行政处罚决定书（刘文聪）,证监会
6783,2019-06-04,八亿时空进入科创板已问询阶段 背后隐现京东方、美凯龙等明星公司,中金在线
6784,2019-06-03,劲拓股份：中标8899万元京东方生产线项目,e公司
6785,2019-06-03,一家酱油公司的市值为何能超海康威视，且是京东方的两倍？,阿尔法工场
6786,2019-05-31,财闻点金:中俄能源商务论坛即将举行 华为液晶电视通过3C认证,巨丰财经
6787,2019-05-30,【独家|深度】光莆股份：不一样的LED照明新秀，隐形的高成长标的—建投中小盘,中信建投中小市值
6788,2019-05-30,华为液晶电视通过3C认证，京东方代工,搜狐
6789,2019-05-30,京东方代工并提供面板 华为液晶电视通过3C认证,挖贝网
6790,2019-05-29,京东方王东升决定交班，26载传奇仍继续,和讯
6791,2019-05-29,24股获券商买入评级 大华股份目标涨幅达49.14%,Wind
6792,2019-05-29,【新时代电子 吴吉森团队】京东方A：周期与成长共振，面板显示龙头剑指全球第一,新时代证券研究
6793,2019-05-29,"电子行业:Micro LED渐行渐近,美禁令继续发酵",国联证券
6794,2019-05-28,A股早报2019年5月28日星期二,Wind
6795,2019-05-27,【产业报告】显示面板产业：逆周期造就行业龙头,东兴研究圈
6796,2019-05-27,【中金电子与通信】每日科技信息快递：首次加入EUV极紫外光刻 台积电二代7nm+工艺已量产,乐平科技视角
6797,2019-05-25,北京国企“家底儿”突破五万亿元,北京日报
6798,2019-05-24,京东方Ａ(000725.SZ)拟每10股派0.3元 股权登记日为5月30日,格隆汇
6799,2019-05-23,TCL身后另一张王牌：一季度出货超900万片，三星将迎来劲敌,维库电子市场
6800,2019-05-22,东旭光电回复交易所问询 会计师、独董、保荐机构齐“背书” 问询,e公司
6801,2019-05-22,机构调研智云股份 关注公司OLED动态,证券时报网
6802,2019-05-22,北上资金新动向：卖出高价股，买入低价股,Wind
6803,2019-05-22,18股获券商买入评级 中国巨石目标涨幅达91.07%,Wind
6804,2019-05-22,【国金晨讯精选】京东方深度，小米点评19Q1业绩跟踪，2019年4月视频分析,国金证券研究所
6805,2019-05-21,深港通十大成交活跃股排名（5月21日）,Wind
6806,2019-05-21,京东方A：看好公司阶段性投资机会与长期投资价值,证券时报网
6807,2019-05-20,京东方要换届：掌舵26年后王东升确定交接班 转型物联网如何延续？,华夏时报
6808,2019-05-20,京东方创始人王东升启动交班：不再参与下一届董事提名,澎湃新闻
6809,2019-05-20,灵魂人物卸任 京东方步入后王东升时代,新浪
6810,2019-05-20,OLED龙头换帅，创始人王东升与京东方26年的苦难与辉煌,21世纪经济报道
6811,2019-05-20,华为概念股雄起，国产替代行情如何演绎,第一财经
6812,2019-05-20,京东方董事会换届，王东升提请不再参与新一届董事提名,第一财经
6813,2019-05-20,早间公告：京东方创始人王东升提请不再参与下一届董事提名；奥马电器抒困资金到位,证券时报网
6814,2019-05-20,早间公告：京东方A董事长王东升提请不再参与下一届董事提名,Wind
6815,2019-05-20,京东方A：现任董事长王东升认为京东方代际交替时机已成熟，提请不再参与下一届董事提名,Wind
6816,2019-05-19,清科数据：3月并购市场共发生193起交易 政策规范跨境并购活动,投资界
6817,2019-05-18,西南证券：华为芯片20年，主要设计了五类,Wind
6818,2019-05-17,京东方显示屏一季度出货量跃升全球第一,北京商报
6819,2019-05-16,【华泰策略|问道产业】为5G而生，华为周期有望开启——策略问道产业系列之华为产业链,华泰策略研究
6820,2019-05-16,华兴源创迎科创板二轮问询，苹果、LG、京东方等明星客户引关注,第一财经
6821,2019-05-16,新一轮城市竞争布局5G,Wind
6822,2019-05-16,【东兴化工】电子化学品产业：国产化大势所趋,东兴化工产业洞见
6823,2019-05-16,京东方董事长王东升：今年计划交班,Wind
6824,2019-05-15,苹果、华为牵手京东方 三星面板有被抛弃的危机？,搜狐
6825,2019-05-13,个股成交量骤增、骤减排行榜|2019年05月13日,云掌财经
6826,2019-05-11,个股成交量骤增、骤减排行榜|2019年05月11日,云掌财经
6827,2019-05-10,京东方Ａ(000725.SZ)：减持时间已过半 合肥建翔未减持所持股份,格隆汇
6828,2019-05-10,京东方A：股东减持股份进展情况 减持股份,Wind
6829,2019-05-10,一季度京东方电视显示屏实现出货量及出货面积“双冠”,维库电子市场
6830,2019-05-10,"京东方A:面板行业领航者,整装待发",浙商证券
6831,2019-05-09,【中金电子与通信】每日科技信息快递：旷视科技完成7.5亿美元D轮融资，为其史上单笔金额最高的一轮融资,乐平科技视角
6832,2019-05-09,A股早报2019年5月9日星期四,Wind
6833,2019-05-08,背靠京东方利润“飞涨”，八亿时空冲击科创板，研发投入走低，毛利率却走高,IPO日报
6834,2019-05-08,"国家队猛买15股 券商高喊""不要砍仓""",证券时报
6835,2019-05-08,华兴源创遭上交所拷问 与苹果合作7年业绩竟然大滑坡,新浪
6836,2019-05-08,华为与京东方达成智能终端的柔性AMOLED屏幕“供需”协议,慧聪电子网
6837,2019-05-08,湖北省单体容量最大专用变电站投运,中国煤炭资源网
6838,2019-05-08,5月份中小尺寸面板价格或继续上涨 京东方A等龙头企业将受益,证券时报网
6839,2019-05-07,京东方Q1：面板拐点已至！,半导体风向标
6840,2019-05-07,两融余额连续两日缩水超百亿，主力部队开始撤退？,Wind
6841,2019-05-07,京东方一季度营收增长22.66%,北京商报
6842,2019-05-06,京东方供应商八亿时空科创板申报获受理,北京商报网
6843,2019-05-06,八亿时空科创板IPO获受理 为京东方战略供货商,e公司
6844,2019-05-06,京东方Ａ一季度净利10.52亿元 现金流量净额为61.64亿元,挖贝网
6845,2019-05-06,大陆面板厂商相继投产 大尺寸面板市场格局将变,维库电子市场
6846,2019-05-06,A股调研大数据： “晃动”的热点与“不变”的龙头,21世纪经济报道
6847,2019-05-06,净利持续3年上涨 东旭光电“高科技”探索成果显现,每日经济新闻
6848,2019-05-05,三星的净利润大跌与其多项业务均面临中国企业的冲击有关,Ofweek
6849,2019-05-05,成都与华为、华为与京东方签署合作协议,Wind
6850,2019-05-02,5G芯片霸主Q1说了啥？,半导体风向标
6851,2019-04-30,京东方今年第一季度净利润10.5亿元 同比减少47.9% 盈利能力下降,TechWeb
6852,2019-04-30,【中金电子与通信】苹果挖走英特尔研发工程师，迫使英特尔公司重建5G研发项目组,乐平科技视角
6853,2019-04-30,A股2018年报大数据 上市公司十宗“最”,投资快报
6854,2019-04-30,京东方Q1净利下滑超70% 已为与乐视案计提坏账准备 盈利能力下降,新京报
6855,2019-04-30,公告点题｜4月29日这些公告有看头,第一财经
6856,2019-04-29,2019年第一季度BOE（京东方）营业收入264.54亿元 同比增长22.66%,证券日报
6857,2019-04-29,京东方A一季度归属净利同比下降47.9% 盈利能力下降,北京商报网
6858,2019-04-29,京东方A：一季度净利10.52亿元 同比降48% 盈利能力下降,e公司
6859,2019-04-29,京东方A：一季度净利润10.52亿元，同比下降47.9% 盈利能力下降,Wind
6860,2019-04-28,周末上市公司晚间重要公告集锦,金融界
6861,2019-04-28,“折”世代即将来临 三星/京东方/维信诺等加速抢市,Ofweek
6862,2019-04-27,OLED行业新思界业前景广阔，将打破现有国际市场格局,维库电子市场
6863,2019-04-26,公告精选：宁德时代等一季度业绩大增；外高桥推进国际贸易示范区建设,e公司
6864,2019-04-26,山东高速：拟5亿元认购信托计划 间接投资绵阳京东方AMOLED项目,证券时报网
6865,2019-04-26,劲拓股份：与绵阳京东方签署5424万元合同,e公司
6866,2019-04-25,1Q19全球电视面板出货排名：京东方问鼎 LGD第二,维库电子市场
6867,2019-04-25,半导体、电子设备：面板利好消息频出 荐5股,和讯
6868,2019-04-24,【A股异动丨京东方A(000725.SZ)涨超5% 一季度出货数量和面积全球第一】,格隆汇
6869,2019-04-24,东北证券：面板利好消息频出，关注相关产业链标的,证券时报网
6870,2019-04-22,"三利谱:收入增长符合预期,定增启动超宽幅新产线",国元证券
6871,2019-04-21,19Q1石化央企资本开支增长39.3%，机器人产量同比持续下滑【国君机械】,琨论机械
6872,2019-04-21,又一巨头5G进展提速，5G手机换机潮正在路上——电子行业周报（20190421）,杨明辉电子
6873,2019-04-18,资金入市井喷！两融余额再近万亿 信用账户新增开户暴增308%,21世纪经济报道
6874,2019-04-18,京东方/维信诺/华星光电/良率不如预期 三星将垄断中国折叠屏幕市场？,Ofweek
6875,2019-04-17,【天风电子】每日资讯：行业情况更新、行业新闻及公告20190417,电子后花园
6876,2019-04-17,京东方A今日大宗交易成交178.77万股，成交价3.6元折价9.77%,Wind资讯
6877,2019-04-17,京东方可弯曲OLED产量料年内超越LGD,维库电子市场
6878,2019-04-17,前有三星后有中国厂商，LG的柔性OLED业务走到了十字路口,维库电子市场
6879,2019-04-17,三星/京东方前后夹击 LGD的OLED业务遭遇瓶颈,Ofweek
6880,2019-04-17,减持潮来袭 679家上市公司减持超1700亿,格隆汇
6881,2019-04-17,京东方：从“圈钱王”到产业巨人,投中网
6882,2019-04-16,2018全球半导体技术发明专利排行：京东方杀入前三 华为第59,驱动之家
6883,2019-04-16,基金调研：京东方A获嘉实关注 中欧基金调研抗氧股份,新浪
6884,2019-04-16,"濮阳惠成:业绩大增如期而至,电子化学品项目建设完工提取流动资金",正点财经
6885,2019-04-15,头顶“全球第一”光环净利仍腰斩 京东方能借OLED翻身吗？,投资者网
6886,2019-04-13,大客户“依赖症”未解 宝明科技二度IPO拟募资大举扩产,中国经营报
6887,2019-04-11,京东方：二季度电视面板行业开始有所回暖 合肥10.5代线满产,第一财经
6888,2019-04-10,"电子行业:华兴源创,掌握核心技术,保持行业领先",联讯证券
6889,2019-04-10,"电子行业:短期面板供过于求,长期看好国内面板企业",东北证券
6890,2019-04-04,京东方业绩腰斩背后：高度依赖补助的“规模之王”,中国经营网
6891,2019-04-04,「科创系列」华兴源创深度：高速成长的面板检测与IC测试设备公司【国君机械】,琨论机械
6892,2019-04-04,"濮阳惠成:业绩大增如期而至,电子化学品项目建设完工提取流动资金",正点财经
6893,2019-04-04,东方证券：京东方A买入评级,东方证券
6894,2019-04-03,科创板系列 · 九：华兴源创,电子后花园
6895,2019-04-03,京东方A：显示面板总体出货量保持全球第一,证券时报网
6896,2019-04-02,【国盛郑震湘团队】精测电子深度：面板检测龙头，紧密布局半导体赛道,湘评科技
6897,2019-04-01,【中金电子与通信】京东方A（000725.SZ）：2018业绩符合预期，2019柔性OLED出货增速明显,乐平科技视角
6898,2019-04-01,外媒看京东方：20多年前险些倒闭 如今追赶三星 减资破产,网易
6899,2019-03-31,一季度基金回报喜人！最高斩获56%收益 冠军基金经理看好这两大板块,中证报
6900,2019-03-28,净利润腰斩 京东方坚定柔性屏方向发力新板块,全景网
6901,2019-03-28,京东方A：“16BOE01”持有人会议通过提前兑付债券的议案,Wind
6902,2019-03-28,京东方业绩腰斩 董事长王东升回应退休：战略会传承,新京报
6903,2019-03-28,"京东方A:价格下跌导致业绩下滑,柔性OLED驱动未来成长 盈利能力下降",光大证券
6904,2019-03-27,华兴源创系夫妻档创业 苹果三星LG等为主要客户,新京报
6905,2019-03-27,净利再增195.21%！隆华科技持续高增长背后有何秘诀？,中国基金报
6906,2019-03-27,[路演]京东方：今年继续保持TV整机快速成长势头,全景网
6907,2019-03-27,[路演]京东方：规划打造服务覆盖全国的健康医疗体系,全景网
6908,2019-03-27,[路演]京东方：今年的目标是确保收入增长,全景网
6909,2019-03-27,[路演]京东方A：苏州高创新工厂将于2019年中投产,全景网
6910,2019-03-27,[路演]京东方：今年一季度经营状况保持稳定,全景网
6911,2019-03-27,[路演]京东方：一季度预计将出货柔性手机屏幕超过400万片,全景网
6912,2019-03-27,[路演]京东方：2018年TV/显示器实际出货约1800万台 居全球前三,全景网
6913,2019-03-27,[路演]京东方：无创血糖仪目前正在进行上市前的准备工作,全景网
6914,2019-03-27,[路演]京东方：去年海外市场累积出货超1.8亿片 市占率全球第一,全景网
6915,2019-03-27,港股异动丨京东方精电与京东方双双下挫 年度业绩令人堪忧,格隆汇
6916,2019-03-27,京东方A：行业地位持续巩固，OLED取得突破,证券时报网
6917,2019-03-27,市场供需变化大，京东方去年净利减半,维库电子市场
6918,2019-03-27,西南证券：京东方A买入评级,西南证券
6919,2019-03-27,140股获券商买入评级 中国巨石目标涨幅达75.07%,Wind
6920,2019-03-27,京东方Ａ去年净利34.35亿同比减55% 董事长王东升年薪401万元 盈利能力下降,挖贝网
6921,2019-03-26,净利大跌超五成 京东方寄望东方不亮西方亮？,中金在线
6922,2019-03-26,告别增收不增利：京东方第二条OLED生产线量产在即 成本有望低于三星Display,挖贝网
6923,2019-03-26,OLED电视国内市场静待爆发期 京东方OLED产线扩张行业上下游迎新机遇,e公司
6924,2019-03-26,【中信证券电子研究】京东方A（000725.SZ）2018年年报点评：多元化布局智能物联，打造平台型设计厂商,CITICS电子研究
6925,2019-03-26,京东方去年营收达971亿元 扣非净利润同比减少77%至15亿元 盈利能力下降,TechWeb
6926,2019-03-26,关于北京证监局2019年上半年上市公司现场检查随机抽取工作结果的公告,北京证监局
6927,2019-03-26,京东方2018年净利润腰斩，此前已有两家券商下调其评级 盈利能力下降,中新经纬
6928,2019-03-26,京东方发布2018年报：利润下滑超过五成 盈利能力下降,TechWeb
6929,2019-03-26,京东方A（000725）2018年报点评：行业龙头进一步提升市占率，静待液晶显示面板周期回暖,国信研究
6930,2019-03-26,【国信电子|点评】京东方A：行业龙头进一步提升市占率，静待液晶显示面板周期回暖,国信电子研究
6931,2019-03-26,京东方去年净利下滑超50% 投资136亿建生命科技基地谋转型 盈利能力下降,第一财经
6932,2019-03-26,京东方2018年净利润下滑超五成 盈利能力下降,北京商报
6933,2019-03-26,"京东方A:营收稳步增长,OLED迎来新机遇",东北证券
6934,2019-03-25,京东方A：拟投建136亿元生命科技产业基地项目,Wind
6935,2019-03-25,京东方2018年净利润下滑55% 拟10派0.3元 盈利能力下降,中证网
6936,2019-03-25,京东方2018年净利下滑逾五成 拟投资136亿元加码生命科技 盈利能力下降,e公司
6937,2019-03-25,公告精选：乐视网对FF与第九城市建立合资公司计划不知情；万科2018年净利同比增长20%,e公司
6938,2019-03-25,京东方A：为子公司武汉京东方提供担保245亿元 大额借贷担保,Wind
6939,2019-03-25,京东方Ａ(000725.SZ)2018年净利润降54.61%至34.35亿元 拟10派0.3元 盈利能力下降,格隆汇
6940,2019-03-25,京东方A：2018年净利同比下降55% 拟10派0.3元 盈利能力下降,e公司
6941,2019-03-25,京东方A年报：2018年净利下滑54.61%，拟10派0.3元 盈利能力下降,Wind
6942,2019-03-25,A股早报2019年3月25日星期一,Wind
6943,2019-03-25,TCL集团：面板价格下跌吞噬毛利 利润增长源于费用控制,面包财经
6944,2019-03-25,"电子行业:面板需求强劲,关注相关产业链",东北证券
6945,2019-03-24,券商猛发下调研报评级！今年3个月就已有百份,券商中国
6946,2019-03-23,“拉1天横4天”，大盘在这个位置想做啥？下周留意这只电子概念股,每日经济新闻
6947,2019-03-23,苹果供应商日本显示器公司JDI正寻求中国投资 以减轻财务负担,TechWeb
6948,2019-03-22,沪指在3000点展开拉锯战 一类股备受北上资金关注,巨丰财经
6949,2019-03-22,华为专利申请量高居第一，但专利授权量增速最快的却不是它,腾讯网
6950,2019-03-22,研如玉：国新办发布会关注水资源管理 这只股节水灌溉业务优秀,腾讯网
6951,2019-03-21,华为电视四月发布，还带双摄,21经济网
6952,2019-03-21,电子元件行业周报:从英伟达收购mellanox看优秀半导体标的估值,正点财经
6953,2019-03-21,半导体、电子设备：折叠屏手机徐徐展开 荐5股,和讯
6954,2019-03-20,2018年中国液晶显示模组行业市场现状及趋势分析 OLED及QLED或将成为技术主流方向,前瞻研究院
6955,2019-03-20,国内面板厂商在AMOLED柔性显示技术进展情况以及与国际大厂的差距,维库电子市场
6956,2019-03-20,湖北省政银企三方对接再结硕果，23家企业获300多亿元融资,Wind
6957,2019-03-19,2018年国际专利申请排名发布 京东方（BOE）位列全球第七,证券日报
6958,2019-03-19,京东方A(000725.SZ)“16BOE01”回售申报金额达99.75亿元,格隆汇
6959,2019-03-19,半导体、电子设备：京东方取得苹果OLED面板供应商资格 或将成为三星有力竞争对手,和讯
6960,2019-03-19,面板价格一年爆降40% 今年买电视能再便宜点么,维库电子市场
6961,2019-03-19,三星、LG垄断了全球43%的显示屏份额，京东方份额仅为10.4%！,维库电子市场
6962,2019-03-19,A股早报2019年3月19日星期二,Wind
6963,2019-03-18,柔性OLED行业：可折叠手机量产 引爆中国制造“新蓝海”,财通证券
6964,2019-03-18,[互动]正业科技：子公司集银科技与京东方和华星光电等建立稳定合作,全景网
6965,2019-03-18,A股早报2019年3月18日星期一,Wind
6966,2019-03-18,"电子行业:华为5G芯片提速,关注相关产业链",东北证券
6967,2019-03-16,合康新能“重整”时分：“痴狂”游资“等不到的”故事,21世纪经济报道
6968,2019-03-15,京东方被弃？ 有爆料人称华为P30将大规模采用三星AMOLED屏,金融界
6969,2019-03-15,46年屏幕变迁下：富士康、苹果、三星、华为的浴火重生路,Ofweek
6970,2019-03-14,洗盘后行情向纵深演绎 “导火索”北上资金锁定11股,证券日报
6971,2019-03-14,【中金电子与通信】每日科技讯息快递：SEMI: 全球晶圆厂支出2019年将下滑，但2020年会再创新高,乐平科技视角
6972,2019-03-13,太平洋电子| 每日公告&新闻20190313,刘翔电子研究
6973,2019-03-13,液晶面板价格将迎来阶段性反弹,红周刊
6974,2019-03-13,中信建投证券：拟召开京东方“16BOE01”持有人会议审议提前兑付议案,Wind
6975,2019-03-13,奥维睿沃：2019年智能手机OLED出货将达4.5亿片，同比增长37%,通信产业网
6976,2019-03-13,北向资金进军A股第二季：持续流出现分歧 预期未改再加配,21世纪经济报道
6977,2019-03-12,工信部副部长陈肇雄赴京东方科技集团调研,Wind
6978,2019-03-11,深股通资金净卖出京东方A近4亿元、格力电器2.3亿元,Wind
6979,2019-03-11,北向资金继续净流出 深股通净卖出京东方A近4亿元,第一财经
6980,2019-03-11,电子行业周报:“超高清视频”计划带动相关产业链受益,正点财经
6981,2019-03-11,电子设备、仪器和元件行业:从科技创新角度看电子企业,正点财经
6982,2019-03-11,跟随北上资金“抄作业”机构紧盯外资“对手盘”,中证网
6983,2019-03-09,·延伸阅读·液晶面板价格将迎来阶段性反弹,红周刊
6984,2019-03-08,苹果更新前200家供应商名单，多家上市公司为新面孔,Wind
6985,2019-03-08,1366份减持计划密集发布 上市公司股东跑步离场,华夏时报
6986,2019-03-08,京东方：致力打造“芯屏气/器和”的物联网新生态,维库电子市场
6987,2019-03-07,市场风险偏好继续，并购迎最好环境，这些必看,Wind
6988,2019-03-07,京东方股东高位减持“故伎重演”，大盘同步还是视而不见？,第一财经
6989,2019-03-07,京东方股东减持到底是怎么回事？为什么京东方股东会减持？,Ofweek
6990,2019-03-07,两股东拟减持套现 京东方 A 逆市下跌,金融投资报
6991,2019-03-07,巨量减持京东方资金出逃 大股东花样套现为降杠杆？ 减持股份,21世纪经济报道
6992,2019-03-07,年后366股发布672份减持计划，61股涉清仓减持，更多减持力量正蓄积,券商中国
6993,2019-03-06,股东再度高位减持京东方 这次会成股价下跌的拐点吗,中新经纬
6994,2019-03-06,京东方遭股东减持7亿股 专家称企业兑现资金属市场行为,新华网
6995,2019-03-06,柔性屏板块迅速回落，京东方A跌4%,Wind
6996,2019-03-06,A股异动 | 京东方A低开跌3.39% 两股东拟减持不超2%股份,格隆汇
6997,2019-03-06,两家地方国资股东拟减持，京东方A低开逾3%,Wind
6998,2019-03-06,A股早报2019年3月6日星期三,Wind
6999,2019-03-06,三类股最有爆发力 五只个股腾飞在即掘良机,中证报
7000,2019-03-06,京东方A等公司股东计划减持 减持股份,中证报
7001,2019-03-05,工业互联网：科技浪潮新主线！【天风机械】,高端装备新视角
7002,2019-03-05,年后大涨约7成 OLED龙头京东方A两大股东喊话要减持！,经济观察网
7003,2019-03-05,公告精选：*ST长生明起停牌；两股东拟合计减持京东方A不超2%股份,e公司
7004,2019-03-05,18个交易日股价涨幅超70% 两地国资计划巨量减持京东方A,e公司
7005,2019-03-05,京东方今年已暴涨68.06%，两股东拟各减持不超1%股份,澎湃新闻
7006,2019-03-05,京东方：股东重庆渝资和合肥建翔拟合计减持不超过2%公司股份,TechWeb
7007,2019-03-05,京东方A(000725.SZ)：重庆渝资计划减持不超3.47亿股,格隆汇
7008,2019-03-05,京东方A：两股东拟减持不超2%股份,Wind
7009,2019-03-04,又一个4万亿！4K先行、兼顾8K，机构看好核心环节,Wind
7010,2019-03-04,王志军赴重庆调研工业投资运行情况：到京东方等公司,工信部
7011,2019-03-03,A股各路资金跑步进场 上市公司股东高管忙减持(名单),经济观察报
7012,2019-03-02,“京东方们”引资本躁动：国产柔性面板产能今年爆发 折叠屏前景尚在观望,华夏时报
7013,2019-03-02,可折叠5G手机技术发展材料供应商将受益,中证报
7014,2019-03-01,京东方8.5代线获批三星绿色建筑,北京商报
7015,2019-03-01,华为折叠屏手机要看韩国人脸色？我们有1个好消息和1个坏消息,和讯
7016,2019-02-28,[互动]京东方：成都第6代柔性AMOLED生产线已出货给一线品牌厂商,全景网
7017,2019-02-28,半导体、电子设备：三星华为发布折叠手机 荐1股,和讯
7018,2019-02-28,京东方A量价齐飞，12天成交破千亿，柔性屏还能火多久？,野马财经
7019,2019-02-28,MWC2019观察：折叠屏手机大战，一触即发,腾讯网
7020,2019-02-28,清华开发出超快速柔性电子制造技术 六股受关注,证券时报
7021,2019-02-28,中企折叠手机抢占先机 柔性OLED新一轮投资已启动,第一财经日报
7022,2019-02-28,"IT硬件与设备行业:面板行业深度报告,站在面板行业新一轮周期起点",国信证券
7023,2019-02-27,风向有变！低价股身轻如燕，谁将脱颖而出？,Wind
7024,2019-02-27,华为三星MWC隔空展示折叠手机 相关股能否坐稳风口？,新浪
7025,2019-02-27,武汉追求高质量发展 发挥“芯”优势 驱动新动能,经济日报
7026,2019-02-27,一月内6只券商股登龙虎榜 总成交额超40亿元,证券日报
7027,2019-02-27,折叠屏概念有多火？2月OLED指数大涨4成，多家公司谈及与“华为”关系，后市机构这样看,证券时报网
7028,2019-02-26,京东方A成春节后A股首只成交额破千亿股票,中证网
7029,2019-02-26,深港通十大成交活跃股排名（2月26日）,Wind
7030,2019-02-26,华为与三星对弈“折叠屏”风口 多品牌紧随风向而动,经济观察网
7031,2019-02-26,沪指跌0.67%多板块回调 京东方A盘中成交额178亿居两市之首,中国网
7032,2019-02-26,华为首款5G折叠屏手机发布 京东方A连续两日涨停,第一财经
7033,2019-02-26,两市成交量已破8000亿，盘面分化明显，京东方A超10亿净流入,云掌财经
7034,2019-02-26,两市成交额再创2015年11月来新高 京东方等四股成交超百亿,腾讯网
7035,2019-02-26,华为5G折叠屏手机 再度点燃概念股,金融投资报
7036,2019-02-26,京东方A触及涨停 成交额超120亿元,证券之星
7037,2019-02-26,京东方A再度涨停 成交额逾136亿元,中证网
7038,2019-02-26,京东方Ａ午后封涨停 成交额135.53亿元封单175.75万手,腾讯网
7039,2019-02-26,快讯：京东方A午后再封涨停 三股成交额超100亿元,新浪
7040,2019-02-26,京东方A午后再度封涨停 成交额超130亿封单逾145万手,金融界
7041,2019-02-26,京东方A再度涨停 成交逾130亿元,e公司
7042,2019-02-26,京东方A再度涨停，成交额超130亿元居两市之首,Wind
7043,2019-02-26,A股早报2019年2月26日星期二,Wind
7044,2019-02-26,民生证券：2019年是5G手机和折叠手机元年 关注京东方A等,证券时报网
7045,2019-02-26,京东方借势涨停 买得起柔性屏手机还要再等一年？,证券日报
7046,2019-02-26,"电子行业:OLED利好消息频出,继续关注相关产业链",东北证券
7047,2019-02-25,折叠屏火热背后：再传三星技术被泄露，或掀技术保卫战,腾讯网
7048,2019-02-25,华为新机发布催发OLED概念大热 柔性屏真的会迎来暖春？,21世纪经济报道
7049,2019-02-25,国产柔性AMOLED屏能否借可折叠手机“翻身”？,第一财经
7050,2019-02-25,2019MWC别样精彩！华为、小米产业链企业迎5G红利,Wind
7051,2019-02-25,奥维睿沃：2019年智能手机OLED出货将达4.5亿片 同比增长37%,证券日报
7052,2019-02-25,MWC抢“鲜”看！除了华为、小米、中兴，还有哪些亮点,Wind
7053,2019-02-25,暴涨背后的OLED概念股濮阳惠成:并购标的质量堪忧,新浪
7054,2019-02-25,华为概念让A股狂欢！身兼5G、OLED、华为三大概念股票看这里,证券时报
7055,2019-02-25,京东方A开盘后高开近5% OLED概念股集体再度走高,至诚财经
7056,2019-02-25,国信证券：站在面板行业新一轮周期起点 重点推荐京东方A等,证券时报网
7057,2019-02-25,华为5G折叠屏手机发布引来产业链股票大涨,e公司
7058,2019-02-25,京东方Ａ午后封涨停 成交额99.61亿元封单163.24万手,腾讯网
7059,2019-02-25,爱奇艺：5G与折叠屏浪潮的核心受益者,阿尔法工场
7060,2019-02-25,中国厂商持续增产 液晶面板价格持续下跌,维库电子市场
7061,2019-02-25,快讯：京东方A早盘封涨停 成交额超34亿元,新浪
7062,2019-02-25,京东方A涨停封单超260万手 目前成交超36亿元,证券时报网
7063,2019-02-25,快讯：京东方A强势涨停,每日经济新闻
7064,2019-02-25,华为概念大涨 京东方A涨停封单超90万手成交额逾34亿,金融界
7065,2019-02-25,京东方A涨停 涨停板封单超260万手,e公司
7066,2019-02-25,柔性屏板块全线走强，龙头京东方A大单封板,Wind
7067,2019-02-25,京东方A逾100万手买单封死涨停，成交额近34亿元,Wind
7068,2019-02-25,快讯：华为发布首款5G可折叠智能手机 京东方A开盘大涨5%,每经网
7069,2019-02-25,[互动]宇晶股份：下游客户生产的3D玻璃供货京东方和三星等,全景网
7070,2019-02-25,"重庆大数据引领高质量发展 两江新区""智能""唱主角",中国经济网
7071,2019-02-25,A股早报2019年2月25日星期一,Wind
7072,2019-02-24,国产折叠手机似全数国产化，国产面板显抗衡韩国面板的实力,腾讯网
7073,2019-02-22,[互动]西部材料否认公司中标京东方柔性屏核心材料采购,全景网
7074,2019-02-22,三星全球首发量产折叠屏手机 引发高度关注,中国经济网
7075,2019-02-22,价量齐升沪指兵临2800点关口资金涌入电子等三行业孕育牛股,证券日报
7076,2019-02-22,AMOLED产能快速攀升 折叠屏技术挑战大,21世纪经济报道
7077,2019-02-22,价量齐升沪指兵临2800点关口 三行业孕育牛股,证券日报
7078,2019-02-21,[互动]江化微：深天马和京东方等都是公司客户,全景网
7079,2019-02-21,A股早报2019年2月21日星期四,Wind
7080,2019-02-21,"中国智能手机市场一月数据分析:手机销量享春节红利,苹果手机份额回升",国金证券
7081,2019-02-20,融资客加速入场 春风吹大象起舞,国盛证券
7082,2019-02-20,A股三大股指翻绿！创业板午盘跌近1% 农业板块走强,腾讯网
7083,2019-02-20,柔性屏板块再度异动拉升，万顺股份涨停,Wind
7084,2019-02-19,A股趣谈：我老A吃了我的真的给我吐出来了！,腾讯网
7085,2019-02-19,京东方或为苹果产iPhone柔性屏，有望超越三星，或明年投产,腾讯网
7086,2019-02-19,又一家新三板企业卖身 居然有182名股东尚未签署重组协议,挖贝网
7087,2019-02-19,京东方成为苹果柔性OLED供应商？业绩拐点即将出现,Wind
7088,2019-02-19,国产柔性屏获认可？京东方被曝将给苹果供货,观察者网
7089,2019-02-19,电子行业每周专题:从MWC创新方向看产业链投资机会,正点财经
