,2021-12-31,35股今日获机构买入评级,证券时报网
2442,2019-06-09,日常消费品：国产奶粉支持政策再出台 荐14股,方正证券
2443,2019-06-09,日常消费品：名酒提价卡位 荐14股,东吴证券
2444,2019-06-06,日常消费品：白酒持续提价 荐8股,太平洋证券
2445,2019-06-06,"食品饮料行业周报:白酒淡季梳理渠道,大众品景气度依旧",渤海证券
2446,2019-06-05,周三机构一致看好的七大金股（06.05）,中金在线
2447,2019-06-05,食品饮料行业周报:今世缘国缘主力产品提价,首创证券
2448,2019-06-04,中泰证券：今世缘买入评级,中泰证券
2449,2019-06-04,券商首次关注5股并给予买入评级（6月4日）,Wind
2450,2019-06-04,52股获券商买入评级 国光股份目标涨幅达104.82%,Wind
2451,2019-06-03,山西汾酒谜一样的关联交易,证券市场周刊
2452,2019-06-03,"食品饮料行业周报:茅台股东会强化市场信心,继续持有核心标的",申万宏源
2453,2019-06-02,日常消费品：茅台大会彰显信心 荐6股,中泰证券
2454,2019-06-02,日常消费品：白酒淡季控量挺价 荐17股,广发证券
2455,2019-05-31,【招商食品】今世缘：提价彰显信心，高增势头延续，维持强烈推荐,招商食品饮料
2456,2019-05-31,"食品饮料行业周报:名酒涨声不断,竞争千元价格带",首创证券
2457,2019-05-27,白酒掀起新一波提价潮 区域龙头最具补涨空间,佳酿网
2458,2019-05-27,【华创食饮】洋河股份：高端发力梦之蓝，全国化走向深度发展期,华创食饮
2459,2019-05-26,【华创食饮】周观点：淡季名酒控货提价，结构升级仍是主流趋势,华创食饮
2460,2019-05-23,"食品饮料白酒价格数据4月版:Q1白酒高增速延续,Q2次高端品牌相继提价节奏明显",东兴证券
2461,2019-05-20,"食品饮料行业2019年中期投资策略:守望价值高回报,咬定龙头不放松",正点财经
2462,2019-05-19,日常消费品：持有板块核心资产 荐14股,申万宏源
2463,2019-05-15,江苏今世缘酒业股份有限公司2018年年度权益分派实施公告,证券时报
2464,2019-05-15,18家白酒上市公司沉淀超2000亿资金,斑马消费
2465,2019-05-14,今世缘(603369.SH)拟10派3.3元 股权登记日为5月20日,格隆汇
2466,2019-05-14,【建投食饮】周报专题：食品饮料景气持续，白酒、啤酒表现突出,CSC赏味食饮
2467,2019-05-13,【华创食饮】周观点：茅五营销转型持续受关注，中期策略会交流反馈良好,华创食饮
2468,2019-05-12,【华创食饮】食品饮料行业中期投资策略观点分享,华创食饮
2469,2019-05-07,必读！抓两头找确定，寻变化待弹性，把价值交给时间！【申万食品饮料-吕昌、周缘】白酒2018年报&19Q1全面总结及当前观点,申万食品饮料
2470,2019-05-07,【安信食品】食品饮料年报&季报总结：三大板块表现符合预期，白酒表现仍是子行业最佳,北外滩食饮俱乐部
2471,2019-05-07,【异动股】白酒概念股持续走强 今世缘(603369-CN)涨逾6%,财华社
2472,2019-05-07,快讯：白酒概念持续走强 今世缘领涨,新浪
2473,2019-05-07,【华创食饮】18年报及19一季报总结：白酒如期迎来开门红，大众品龙头增长稳健,华创食饮
2474,2019-05-06,日常消费品：马太效应显著 荐9股,联讯证券
2475,2019-05-06,【建投食饮】周报专题：白酒整体业绩向好，大众品业绩分化,CSC赏味食饮
2476,2019-04-28,日常消费品：白酒业绩开门红 荐12股,山西证券
2477,2019-04-28,机构巨量资金博弈，2019“喝酒”行情能走多远？,Wind
2478,2019-04-27,盘踞江苏“虎口夺食” 今世缘“南下北上”市场承压,中国经营报
2479,2019-04-24,预收账款大幅下滑136% 今世缘高增长背后存隐忧 连续下跌,北京商报
2480,2019-04-23,季报仍具催化 业绩品种为先,佳酿网
2481,2019-04-22,东兴研究 | 周观点20190422,东兴研究圈
2482,2019-04-21,【方正食品饮料-行业周报190421：业绩持续验证催化，白酒行情稳健前行】,虎哥的研究
2483,2019-04-21,【安信食品|周观点】地产酒Q1表现分析—销售结构继续升级,北外滩食饮俱乐部
2484,2019-04-21,【华创食饮】周观点：茅台加快直销布局，板块开门红预期不改,华创食饮
2485,2019-04-19,"食品饮料行业周报:全年空间清晰,加买低估品种",正点财经
2486,2019-04-18,东海证券食品饮料行业周报,正点财经
2487,2019-04-18,"今世缘调研报告:夯实省内,发力省外",东北证券
2488,2019-04-17,今世缘：南京市场持续高增 增持评级,和讯
2489,2019-04-17,白酒股午后苏醒反攻，口子窖、今世缘涨4%,Wind
2490,2019-04-17,137股获券商买入评级 东方航空目标涨幅达59.57%,Wind
2491,2019-04-16,【建投食饮】今世缘：加码高端，收入增长显著提速,微信
2492,2019-04-16,【建投食饮】周报：白酒、啤酒反馈积极，基本面持续向上,CSC赏味食饮
2493,2019-04-16,日常消费品：市场预期和信心持续受提振 荐15股,和讯
2494,2019-04-16,特A类以上白酒产销两旺 今世缘2018年净利润同比增长28.45%,证券日报
2495,2019-04-16,五粮液改革厉行推进 板块基本面具备支撑,佳酿网
2496,2019-04-16,快讯：白酒概念股集体拉升 今世缘领涨,新浪
2497,2019-04-16,184股获券商买入评级 银轮股份目标涨幅达57.30%,Wind
2498,2019-04-16,【新时代食品饮料团队】今世缘：年报业绩符合预期，2019开局良好,新时代证券研究
2499,2019-04-16,『早安，新时代！』晨会早读2019/4/16: 今日关注中海达、今世缘、吉宏股份,新时代证券研究
2500,2019-04-16,中信建投晨会0416 | 贸易数据解读；金工量化择时；今世缘、东方盛虹,中信建投证券研究
2501,2019-04-16,【山证食品】食品饮料行业周报（20190408-20190414）：业绩密集披露期，建议关注一季报催化行情,山西证券研究所
2502,2019-04-16,深化改革推动高质量发展 今世缘2018年营收利润双增长,证券日报
2503,2019-04-15,今世缘（603369）【申万食品饮料-吕昌、周缘】2018年报&19Q1点评：产品结构提升 南京市场持续高增,申万食品饮料
2504,2019-04-15,今世缘“黑马”成色遭质疑 一季度现金流预收款大降 销售费用高企,中国网
2505,2019-04-15,今世缘去年净利11.51亿同比增28% 董事长周素明年薪121.3万,挖贝网
2506,2019-04-15,今世缘(603369)：结构持续优化 业绩目标再次提速,华泰证券
2507,2019-04-15,日常消费品：继续看好次高端扩容趋势 荐4股,东北证券
2508,2019-04-15,今世缘2019年第一季度净利6.41亿元 同比增长26% 董事长周素明上年末持股4500万股,挖贝网
2509,2019-04-15,【西南食品饮料｜ 今世缘年报及一季报点评】产品结构升级明显，省外开拓取得初步成效,非尝饮食
2510,2019-04-15,【方正食品饮料-行业周报190414：业绩披露期，市场预期和信心持续受提振】,虎哥的研究
2511,2019-04-15,【今世缘年报一季报点评：次高端成长典范，19年营收增速目标30%—方正食品饮料190414】,虎哥的研究
2512,2019-04-15,"今世缘:国缘系列持续加速,核心市场放量",东北证券
2513,2019-04-15,"今世缘:产品结构持续优化,国缘成动力引擎",国信证券
2514,2019-04-14,【华创食饮】一季报前瞻：白酒开门红预期良好，大众品龙头业绩平稳,华创食饮
2515,2019-04-14,【华创食饮】今世缘：Q1实现开门红，势能持续释放,华创食饮
2516,2019-04-14,【招商食品】今世缘：收入份额为先，渠道势能不减,招商食品饮料
2517,2019-04-14,日常消费品：进入业绩密集披露期 五粮液加大改革力度,川财证券
2518,2019-04-13,【安信食品|点评】今世缘：省内全面开花，营收增速再上台阶,北外滩食饮俱乐部
2519,2019-04-13,江苏今世缘酒业股份有限公司2019第一季度报告,证券时报
2520,2019-04-12,【长城食饮每日资讯0412】今世缘发布2018年年报，归母净利同比增28.43%,宇光食饮日讯
2521,2019-04-12,今世缘(603369.SH)一季度净利润升26%至6.41亿元,格隆汇
2522,2019-04-12,今世缘(603369.SH)2018年度净利润升28.45%至11.51亿元 拟10派3.3元,格隆汇
2523,2019-04-12,今世缘年报：2018年净利润增长28.45%，拟10派3.3元,Wind
2524,2019-04-12,名酒企业绩靓丽 继续催化板块上涨,佳酿网
2525,2019-04-11,北向资金连续5日净流出：白酒股遭狂抛，茅台净卖出逾8亿元,澎湃新闻
2526,2019-04-11,白酒股午后继续下探，酒鬼酒接近跌停,Wind
2527,2019-04-11,食品饮料4月投资策略：茅台迎开门红，关注Q1业绩前瞻,国信研究
2528,2019-04-11,"食品饮料行业3月投资策略:关注外资流入,期待春糖反馈",国信证券
2529,2019-04-10,129股获券商买入评级 大亚圣象目标涨幅达85.81%,Wind
2530,2019-04-10,"食品饮料行业周报:茅台一季度业绩超预期,关注年报、季报催化行情",山西证券
2531,2019-04-09,华创证券：上调今世缘评级至强推,Wind
2532,2019-04-09,"华创证券：将今世缘评级调高为""强推""",Wind
2533,2019-04-09,今世缘：看好公司经营战略转向积极进取 业绩有望实现稳健增长,证券时报网
2534,2019-04-08,【华创食饮】今世缘：业绩符合预期，势能稳步释放,华创食饮
2535,2019-04-08,【招商食品|最新】茅台开启季报高增序幕，白酒板块仍需加配,招商食品饮料
2536,2019-04-07,【建投食饮】3月白酒月报：基本面强于预期，北上资金流入稳定,CSC赏味食饮
2537,2019-04-04,"五粮液""瘦身提质""计划催生百元股价，更有4只白酒股历史新高！",证券时报网
2538,2019-04-01,【招商食品|最新】买入季报催化，关注超预期品种,招商食品饮料
2539,2019-04-01,日常消费品：龙头企业业绩靓丽 荐13股,山西证券
2540,2019-03-30,高端白酒挑战者频出 酒企品牌与渠道背后博弈加剧,中国经营报
2541,2019-03-29,【中泰食品饮料】白酒估值体系的再思考：白酒周期属性弱化，估值中枢有望上移,中泰食品饮料
2542,2019-03-29,食品饮料行业周报:春糖反馈积极m建议优选高端低端及区域性白酒,渤海证券
2543,2019-03-28,食品饮料行业2019年第11期:名酒2019年展望积极,国联证券
2544,2019-03-27,日常消费品：建议优选高端低端及区域性白酒 荐5股,渤海证券
2545,2019-03-27,快讯：白酒概念股盘中异动拉升 今世缘领涨,新浪
2546,2019-03-27,酒鬼酒净利增速放缓:经营现金流下滑 董事长能力待考,新浪
2547,2019-03-25,周观点（3月第3周）：春糖强化渠道信心 重点布局高端酒【申万食品饮料-吕昌团队】,申万食品饮料
2548,2019-03-25,"食品饮料行业2019春糖反馈:公司战略规划细致,经销商整体偏乐观",正点财经
2549,2019-03-25,日常消费品：食品饮料业周报,东海证券
2550,2019-03-25,日常消费品：春糖会继续修复市场预期 荐3股,中银国际
2551,2019-03-25,【招商食品 | 春糖行业篇】糖酒会反馈积极，关注超预期品种,招商食品饮料
2552,2019-03-25,白酒分化新龙头崛起 从抢筹到风格均衡,佳酿网
2553,2019-03-25,水井坊销售费增幅高 依赖广告刺激增长模式遇天花板,新浪
2554,2019-03-25,"食品饮料行业周报:春糖期间白酒回暖,关注动销良好公司",东北证券
2555,2019-03-24,今世缘：拟1.5亿元参设医疗健康产业基金,e公司
2556,2019-03-21,头顶超过茅台的招牌垫底的业绩 老白干赚钱能力堪忧,新浪
2557,2019-03-21,白酒行业马太效应凸显 区域酒企面临最后一搏,证券日报
2558,2019-03-20,食品行业周报:2018年国产奶粉市场份额增长至43.7%,正点财经
2559,2019-03-20,日常消费品：江苏省次高端持续扩容 两大苏酒龙头有望受益,广发证券
2560,2019-03-20,日常消费品：白酒板块有望迎开门红 荐5股,渤海证券
2561,2019-03-19,春糖手记：股市发“酒疯”是怎么了？,新浪
2562,2019-03-19,酿酒行业分化：金种子酒两连板 今世缘等多数个股下跌,金融界
2563,2019-03-19,白酒股高开低走，五粮液跌超2%,Wind
2564,2019-03-19,A股早报2019年3月19日星期二,Wind
2565,2019-03-19,白酒板块牛气冲天 各路资金开怀“痛饮”,佳酿网
2566,2019-03-19,"食品饮料行业二季度投资策略:资金流入支撑估值,标配龙头超配成长",渤海证券
2567,2019-03-18,白酒喝出新高度股王重回市值巅峰 带活白酒板块,证券时报
2568,2019-03-18,茅台重上万亿市值 铁粉称：这是茅台做T的天赐良机,新浪
2569,2019-03-18,涨停板解密：四大板块火热受追捧！（3月18日）,Wind
2570,2019-03-18,暴涨220倍！茅台市值超10000亿，A股发“酒疯”掀起涨停潮，市场风格真的变了？,Wind
2571,2019-03-18,【春糖开幕，板块迎来密集催化期—方正食品饮料190317】,虎哥的研究
2572,2019-03-15,白酒板块拉升走强！顺鑫农业涨停，今世缘、口子窖等个股跟随上涨,腾讯网
2573,2019-03-15,白酒股大涨，顺鑫农业净利7成快速涨停,Wind
2574,2019-03-14,招商食品：今世缘厚积薄发 步入快速成长期,新浪
2575,2019-03-14,白酒股持续攀升，今世缘涨超3%,Wind
2576,2019-03-14,大股东逢高减持 10只个股遭抛售(名单) 减持股份,投资快报
2577,2019-03-13,食品饮料3月投资策略：关注外资流入，期待春糖反馈,国信研究
2578,2019-03-11,白酒股集体走强，今世缘冲击涨停,Wind
2579,2019-03-11,白酒板块月度观点：修复仍在演绎 加买低估品种,佳酿网
2580,2019-03-11,[看好评级]食品饮料行业周报：关注春糖 理性回调才能扎实上涨,中财网
2581,2019-03-10,"【建投食饮】周报专题：短期虽宏观数据低于预期,但糖酒会召开在即,预计反馈偏正面,继续坚定看好白酒龙头",CSC赏味食饮
2582,2019-03-08,今世缘今日大宗交易成交30万股，成交价21.0元折价1.87%,Wind资讯
2583,2019-03-08,"食品饮料1月数据点评:猪肉价格略降,乳价温和上涨,CPI食品增速回落",正点财经
2584,2019-03-07,年后366股发布672份减持计划，61股涉清仓减持，更多减持力量正蓄积,券商中国
2585,2019-03-05,"食品饮料行业周报:外资控盘后的推演,易涨难跌,宏观决定走势",正点财经
2586,2019-03-04,贵州茅台市值盘中再超万亿元，北上资金“狂饮”这些白酒股,澎湃新闻
2587,2019-03-04,【建投食饮】周专题：MSCI提高A股纳入因子，板块再迎估值修复空间,CSC赏味食饮
2588,2019-03-04,全年空间清晰 加买低估品种,佳酿网
2589,2019-03-04,白酒股逆势飘绿，舍得酒业跌近3%,Wind
2590,2019-03-04,138股获券商买入评级 大华股份目标涨幅达51.63%,Wind
2591,2019-03-04,月度掘金丨方正2019·3月金股,方正证券研究
2592,2019-03-01,白酒股尾盘持续拉升，今世缘涨5%,Wind
2593,2019-03-01,白酒股全线走强，今世缘大涨6%,Wind
2594,2019-02-27,白酒股持续拉高，今世缘、酒鬼酒大涨7%,Wind
2595,2019-02-27,巨丰热点：白酒板块呈现活跃 水井坊开盘一字涨停,巨丰财经
2596,2019-02-26,"食品饮料行业2019年第7期:五粮液营销体系改革,拉长板补短板",国联证券
2597,2019-02-25,"食品饮料行业周报:白酒以价换量保增长,龙头消费升级抢份额",正点财经
2598,2019-02-25,白酒行业步入报表验证期 估值修复仍有空间,佳酿网
2599,2019-02-25,【业绩确定估值低，修复仍在半途—方正食品饮料190224】,虎哥的研究
2600,2019-02-25,食品饮料行业2019年第6期:外资修复估值预期,国联证券
2601,2019-02-22,"食品饮料行业周报:动销反馈积极,预计白酒仍有估值修复空间",正点财经
2602,2019-02-22,"食品饮料周报:白酒春节出货好于预期,节令小食品春节销售良好",正点财经
2603,2019-02-20,[快讯]今世缘发布解除质押公告,中财网
2604,2019-02-20,今世缘(603369.SH)控股股东解除质押1亿股,格隆汇
2605,2019-02-20,今世缘打响新五年开局之战,酒业新闻网
2606,2019-02-19,深陷转型阵痛期 今世缘“五年翻两番”难言成功,财经网
2607,2019-02-18,白酒公司业绩频传捷报 白酒板块估值重构,天天基金网
2608,2019-02-18,苏酒深度报告：苏酒竞合发展 低库存稳价盘 增长持续性好,佳酿网
2609,2019-02-18,【华创食饮董广阳方振团队】白酒板块最新思考： 估值修复行情还能走多远？,华创食饮
2610,2019-02-17,日常消费品：北上资金及春节延续行情推动板块上涨,川财证券
2611,2019-02-15,春节期间白酒销售点评暨一季度投资策略,佳酿网
2612,2019-02-15,"食品饮料行业18年报前瞻专题:预计整体实现快增,白酒增速如期回落,调味品依然稳健",东莞证券
2613,2019-02-14,今世缘：奏响“奋斗新五年，实现翻两番”集结号,中金在线
2614,2019-02-14,白酒公司业绩频传捷报 春节旺销提振板块上行动力,证券日报
2615,2019-02-13,五省春节草根调研总结：茅台价高缺货 五粮液开门红可期,佳酿网
2616,2019-02-12,2019年春节白酒行业最新跟踪,佳酿网
2617,2019-02-11,返乡调研:茅五洋泸春节动销复盘 2019有哪些新趋势？,新浪
2618,2019-02-10,【招商食品 | 白酒跟踪】春节符合预期，品牌分化明显,招商食品饮料
2619,2019-02-10,日常消费品：春节动销强劲 荐5股,国盛证券
2620,2019-02-10,日常消费品：五省百店春节草根调研总结,安信证券
2621,2019-02-10,【安信食品|专题】五省春节草根调研总结,安信食饮
2622,2019-02-09,白酒龙头醉乐2019新春：茅台酒价再创高位 中高端品牌频现餐桌,21世纪经济报道
2623,2019-02-01,"食品饮料行业周报:中长期结构性投资,点线面的角度",爱建证券
2624,2019-01-30,"食品饮料行业周报:老窖持续出台政策,保持公司稳健发展",山西证券
2625,2019-01-29,日常消费品：重视北上资金动态 刚需白酒表现突出,和讯
2626,2019-01-28,白酒股稳步走升，五粮液大涨5%,Wind
2627,2019-01-28,白酒板块集体拉升 五粮液、今世缘等涨逾3%,证券时报网
2628,2019-01-28,"食品饮料行业2018年报业绩前瞻:四季度有所分化,龙头增长稳定",申万宏源
2629,2019-01-27,近期6家上市公司出资近10亿元豪购私募基金，除了资金增值还为产业链布局！,每日经济新闻
2630,2019-01-26,年底喝酒，哪里买的真，哪家不伤头,经济观察网
2631,2019-01-24,日常消费品：食品饮料持仓连续两季度回落 荐4股,安信证券
2632,2019-01-24,【安信食品|专题】2018Q4基金持仓分析：白酒弱，食品强，食品饮料持仓连续两季度回落,安信食饮
2633,2019-01-24,"食品饮料行业12月社消数据点评:节日错配备货提前,12月消费数据回暖",长城证券
2634,2019-01-23,"食品饮料行业周报:重视北上资金动态,“刚需”白酒表现突出",安信证券
2635,2019-01-22,春节旺季烘热白酒股 6股现上车良机,佳酿网
2636,2019-01-21,【建投食饮】周报专题：2018年四季度和全年业绩前瞻,CSC赏味食饮
2637,2019-01-21,【安信食品|周观点】重视北上资金动态，“刚需”白酒表现突出,安信食饮
2638,2019-01-21,QFII额度增加催化板块 握确定享旺季估值修复,佳酿网
2639,2019-01-21,酿酒板块全线走强，重庆啤酒冲击涨停,Wind
2640,2019-01-21,"食品饮料行业研究:食品饮料板块表现强劲,节前行情有望维持",国金证券
2641,2019-01-19,消费升级迎来拐点 旅游百货白酒交易性机会显现,金融投资报
2642,2019-01-18,日常消费品：老窖旺季配额缩减 荐15股,和讯
2643,2019-01-18,白酒股集体上攻，古井贡酒、五粮液涨近4%,Wind
2644,2019-01-15,【晨观方正】春节旺季临近，板块迎修复时点,方正证券研究
2645,2019-01-15,【山证食品】食品饮料行业周报（20190107--20190113）：老窖旺季配额缩减，凸显稳定价格之决心,山西证券研究所
2646,2019-01-14,"食品饮料行业周报:猪年茅台到货,国窖坚定挺价",正点财经
2647,2019-01-14,【春节旺季临近，板块迎修复时点—方正食品饮料190113】,虎哥的研究
2648,2019-01-14,安信研究|晨会在线 20190114,安信证券研究
2649,2019-01-14,"食品饮料行业2019年第3期:泸州老窖削量挺价,地产酒加强区域整合",国联证券
2650,2019-01-14,"食品饮料行业:稳健优先,继续从刚需角度谈白酒的投资",安信证券
2651,2019-01-14,"食品饮料行业周报2019第2期:基本面稳健,寻找确定性标的",长城证券
2652,2019-01-13,【安信食品|周观点】稳健优先，继续从刚需角度谈白酒的投资,安信食饮
2653,2019-01-12,"今世缘 “奋斗新五年,实现翻两番”",酒业新闻网
2654,2019-01-10,【长城食饮每日资讯0110】香飘飘子公司拟出资5000万元设兰芳园餐饮管理有限公司,宇光食饮日讯
2655,2019-01-10,今世缘四季度业绩增速放缓 “五年翻两番”战略目标承压,中国网
2656,2019-01-10,今世缘：2019再出发 买入评级,和讯
2657,2019-01-10,今世缘：三年翻番目标不改 买入评级,和讯
2658,2019-01-10,37股获券商买入评级 新泉股份目标涨幅达77.51%,Wind
2659,2019-01-10,今世缘（603369）：四季度留力，全年业绩目标不成问题,中信建投证券研究
2660,2019-01-09,【长城食饮每日资讯0109】克明面业控股股东累计质押34.8%的公司股份,宇光食饮日讯
2661,2019-01-09,"食品饮料行业周报:复盘2018行情,在业绩与估值之间",正点财经
2662,2019-01-09,42股获券商买入评级 恒顺醋业目标涨幅达66.82%,Wind
2663,2019-01-09,今世缘2018年预计净利为10.75亿-11.65亿,挖贝网
2664,2019-01-08,受益产品结构优化 今世缘2018年净利预增近三成,国际金融报
2665,2019-01-08,今世缘预计2018年净利润过十亿,经济观察网
2666,2019-01-08,36股获券商买入评级 万科A目标涨幅达79.64%,Wind
2667,2019-01-07,【安信食品|点评】今世缘：Q4控制发货节奏，三年翻番目标不改,北外滩食饮俱乐部
2668,2019-01-07,【长城食饮每日资讯0107】今世缘预计2018年度净利润10.75-11.65亿元，同比增20%-30%,宇光食饮日讯
2669,2019-01-07,今世缘：预计2018年净利润同比增加20%-30%,Wind
2670,2019-01-07,今世缘：预计2018年净利润同比增20%—30%,Wind
2671,2019-01-07,今世缘：2018年净利预增20%-30%,e公司
2672,2019-01-07,今世缘2018年度业绩预增 净利润增长20%-30%,腾讯网
2673,2019-01-07,今世缘：2018年净利润同比增加20%—30%,金融界
2674,2019-01-07,日常消费品：山西汾酒金奖系列出厂价上涨 荐9股,山西证券
2675,2019-01-04,白酒股齐跌 今世缘、水井坊、舍得等跌逾4%,佳酿网
2676,2018-12-26,明日最具投资机会六大牛股一览（2018年12月26日）,中财网
2677,2018-12-26,"2019年食品饮料行业投资策略暨12月策略:增速换挡表现分化,大众品",国信证券
2678,2018-12-25,"食品饮料行业周报:食板品块饮走料势独占鳌头,白酒旺季业绩或超预期",正点财经
2679,2018-12-24,今世缘：计划期内董监高未减持股份,金融界
2680,2018-12-20,18股获券商买入评级 万科A目标涨幅达54.53%,Wind
2681,2018-12-14,"食品饮料行业2019年度投资策略:短期波动不改中长期价值,优选细分龙头",证券之星
2682,2018-12-13,今世缘多年未能走出江苏 增长可持续性存疑,新浪
2683,2018-12-09,日常消费品：看好板块继续反弹 荐15股,方正证券
2684,2018-12-07,"今世缘:特A+高增业绩提速,长期成长空间充足",正点财经
2685,2018-12-01,[快讯]今世缘:按期收回部分投资项目本金和收益,中财网
2686,2018-12-01,五粮液领衔白酒股逆市吸金 券商预计5只个股涨幅超八成,证券日报
2687,2018-11-30,巨丰热点：白酒企业提价刺激个股市场活跃,巨丰财经
2688,2018-11-26,日常消费品：江苏省白酒市场调研反馈,中信建投
2689,2018-11-25,【长城食饮每日资讯1125】来伊份控股股东增持55.2万股，本次增持计划尚未实施完毕,宇光食饮日讯
2690,2018-11-25,今世缘：对今世缘投资公司增资5亿元,证券之星
2691,2018-11-22,"食品饮料行业周报:白酒vs啤酒,价格带与市占率的视角",爱建证券
2692,2018-11-21,多家公司发布减持公告：北信源等拟遭抛售,Wind
2693,2018-11-21,今世缘：上海铭大计划减持不超过2509万股 占比2%,金融界
2694,2018-11-21,今世缘：股东上海铭大拟减持不超2%,Wind
2695,2018-11-19,日常消费品：社零消费数据放缓 荐15股,山西证券
2696,2018-11-19,"今世缘:产品结构持续升级,品牌形象持续提升",正点财经
2697,2018-11-19,白酒股全线回暖，水井坊涨逾3%,Wind
2698,2018-11-16,看好中国｜消费升级——白酒股迎来消费旺季,巨丰财经
2699,2018-11-16,近200亿杠杆资金“抄底”，融资客押注这些强势股,证券时报
2700,2018-11-14,白酒股再度走低，洋河股份领跌近4%,Wind
2701,2018-11-10,从三季报看各行业的盈利能力 告诉你茅台为什么这么牛！,巨丰财经
2702,2018-11-08,今世缘：11月7日融资余额为2.18亿元，较前一日骤降6.38%,Wind资讯
2703,2018-11-06,【申万食品饮料-吕昌团队】周观点（10月第5周）：板块Q3增速放缓 建议把握龙头长期价值,申万食品饮料研究
2704,2018-11-03,今世缘 (603369)【申万食品饮料-吕昌、周缘】18Q3点评：国缘维持高增 整体增长提速,申万食品饮料研究
2705,2018-11-02,今世缘增长持续性堪忧,证券市场周刊
2706,2018-11-01,白酒股连续回暖，洋河股份大涨6%,Wind
2707,2018-10-31,【今世缘三季报点评：收入增长提速，次高端继续爆发， 消费税压制利润进一步表现—方正食品饮料181030】,虎哥的研究
2708,2018-10-31,长醉两年终复醒 第三季度公募基金大幅减仓白酒股,每日经济新闻
2709,2018-10-31,贵州茅台涨近6% 今世缘冲击涨停,每经网
2710,2018-10-31,白酒股尾盘继续上扬，今世缘冲击涨停,Wind
2711,2018-10-31,国信证券：今世缘买入评级,国信证券
2712,2018-10-31,快讯：白酒股早盘走强 今世缘涨超6%,新浪
2713,2018-10-31,【异动股】白酒板块全线上涨 今世缘(603369-CN)涨近7%,财华社
2714,2018-10-31,白酒股反弹走强 今世缘领涨,腾讯网
2715,2018-10-31,白酒股显著回暖，今世缘大涨7%,Wind
2716,2018-10-31,今世缘（603369）2018年三季度点评：产品结构持续升级，品牌形象持续提升,国信研究
2717,2018-10-31,今世缘前三季度营收31.59亿 同比增长32.01%,佳酿网
2718,2018-10-30,今世缘：前三季度净利润同比增32.19%,Wind
2719,2018-10-29,跌停板解密：酒类个股再现跌停潮！（10月29日）,Wind
2720,2018-10-29,风向生变：小甜甜成牛夫人，“一哥”持股大曝光,Wind
2721,2018-10-28,日常消费品：多因素叠加 白酒板块估值承压,川财证券
2722,2018-10-27,收益率逾10％ 总规模逼近270亿上 市公司豪买理财难解信托募资困境,中国经营报
2723,2018-10-24,今世缘股东上海铭大减持1301万股 权益变动后持股比例为9.05%,挖贝网
2724,2018-10-24,今日股市牛熊股盘点：券商板块再度崛起 国海证券放量冲击涨停,山东神光
2725,2018-10-24,白酒股持续低迷，洋河股份再跌5%,Wind
2726,2018-10-23,今世缘：股东上海铭大实际减持1300.5万股,金融界
2727,2018-10-23,东北证券：今世缘买入评级,东北证券
2728,2018-10-23,大消费板块持续杀跌，洋河股份跌超7%,Wind
2729,2018-10-23,白酒股集体走低，洋河股份跌超5%,Wind
2730,2018-10-22,【申万食品饮料-吕昌团队】周观点（10月第3周）：减税政策及社零数据提振信心 持有并买入龙头公司,申万食品饮料研究
2731,2018-10-22,日常消费品：静待秋糖和三季报催化 荐15股,山西证券
2732,2018-10-19,37股获券商买入评级 隆华科技目标涨幅达54.48%,Wind
2733,2018-10-18,51股获券商买入评级：鲁亿通目标涨幅达160%,Wind
2734,2018-10-18,"今世缘:拟收购景芝酒业股份,打开区域市场发展空间",东北证券
2735,2018-10-17,白酒板块午后再走低，今世缘跌近7%,第一财经
2736,2018-10-17,今世缘拟收购鲁酒景芝部分股权加速全国化 白酒企业再现整合并购趋势,华夏时报
2737,2018-10-17,今世缘结缘景芝 开启酒界竞合发展新模式,中证报
2738,2018-10-16,今世缘拟收购景芝最多49%股份 跨省联姻是双赢开始？,国际金融报
2739,2018-10-16,苏鲁两地酒企“联姻” 今世缘拟收购景芝酒业最高近五成股份,野马财经
2740,2018-10-15,中国白酒业跨省强强联合第一例 今世缘拟收购景芝酒业,证券时报网
2741,2018-10-15,今世缘：拟收购景芝酒业34%至49%股份,Wind
2742,2018-10-15,今世缘：拟收购景芝酒业34%至49%股份,e公司
2743,2018-10-15,[中性评级]食品饮料行业周报：节后酒企提价 提前完成销售任务,中财网
2744,2018-10-14,【长城食饮每日资讯1014】今世缘正在筹划重大事项， 该事项涉及重大对外投资,宇光食饮日讯
2745,2018-10-14,晚间重要公告2018年10月14日星期日,Wind
2746,2018-10-14,今世缘：筹划投资同行业企业,Wind
2747,2018-10-14,今世缘：筹划投资同行业企业,e公司
2748,2018-10-12,快讯：午后白酒股走势活跃 今世缘上涨逾4%,中国经济网
2749,2018-10-09,"食品饮料行业周报:中秋旺季如何看食饮,分化中积极布局龙头价值买点",正点财经
2750,2018-10-08,今世缘澄清：未开展网络平台非法理财活动 已报案,新浪
2751,2018-10-08,今世缘澄清：今世缘投资不对外开展代客理财业务 已向公安局报案,e公司
2752,2018-10-08,今世缘：江苏今世缘未在任何网络平台开展众筹集资,新浪
2753,2018-10-08,午间公告：TCL集团回应考虑收购ASM太平洋25%股权,Wind
2754,2018-10-01,38股获券商买入评级 和而泰目标涨幅达67.14%,Wind
