,2021-12-31,海大集团：公司部分核心添加剂系自主研发生产,每日经济新闻
925,2020-07-29,证金、汇金和社保基金最新持股名单：选股最看重业绩,上证报
926,2020-07-28,【安信农业 周泰团队】公司点评：海大集团（002311.SZ）饲料业务提供长期动力，养猪业务贡献业绩弹性,农业新泰度
927,2020-07-28,【面包财报】海大集团：业绩超预期 股价创新高,面包财经
928,2020-07-28,海大集团：业绩超预期 股价创新高,面包财经
929,2020-07-28,证金、汇金、社保二季度持股名单更新,Wind
930,2020-07-28,猪饲料全线涨价！牛股海大集团再度拉涨5.4% 上半年净利润同比增63%,金融界
931,2020-07-28,海大集团(002311)2020年中报点评：全面开花 盈利高增64%,新浪
932,2020-07-28,海大集团(002311)：周期回升叠加新产能投放 开启新一轮高增长期,新浪
933,2020-07-28,海大集团(002311)：中期业绩向好 饲料销量稳健增长,新浪
934,2020-07-27,【安信农业 周泰团队】中国进口巴西大豆数量猛增，较同期增长91%,农业新泰度
935,2020-07-27,海大集团：上半年净利润同比增长64%,格隆汇
936,2020-07-27,海大集团：上半年净利润同比增长63.82%,Wind
937,2020-07-27,海大集团(002311.SZ)：子公司拟受让控股股东所持恒聚昌33.47%基金份额,格隆汇
938,2020-07-27,海大集团(002311.SZ)半年度净利润升63.82%至11.04亿元,格隆汇
939,2020-07-27,大消费组周观点7月第4期：市场震荡回调 建议关注中报确定性细分龙头,新浪
940,2020-07-27,【国君农业】行业周报：继续推荐生猪链及2C转型品种,农业凯歌
941,2020-07-23,2020Q2农业机构持仓分析：配置比例下滑 看好成长性突出的优质龙头,新浪
942,2020-07-20,乘风“粕”浪二十载 产融结合益处多,中证报
943,2020-07-19,继续重点推荐养殖链投资机会及农业优质白马【天风农业】,吴立话农业牛股
944,2020-07-18,零售行业-“数据会说话”之2020年6月深度解读：社零增速稳步回升 618促进线上消费,新浪
945,2020-07-15,解盘：资金流出，科技股领跌，创新药、白酒略涨,Wind
946,2020-07-15,【行情】猪肉板块拉升走强，金新农、振静股份涨停，双汇发展涨超6%，顺鑫农业、海大集团等跟涨,金十数据
947,2020-07-14,农林牧渔行业快报：继续首推海大集团 同时看好生猪养殖股配置价值,新浪
948,2020-07-13,申万农林牧渔周观点：生猪养殖龙头有望持续受益量价双击,新浪
949,2020-07-13,强农惠农政策发布，机构看好，龙头量利双升,Wind
950,2020-07-13,农林牧渔行业周报(第二十八周),新浪
951,2020-07-13,农业行业周报：推荐生猪与粮食板块看好细分行业龙头,新浪
952,2020-07-13,58股获券商买入评级 拉芳家化目标涨幅达65.94%,Wind
953,2020-07-12,南方雨水持续，农业板块影响几何？【天风农业】,吴立话农业牛股
954,2020-07-12,农林牧渔行业周报：大涨创新高 与大盘持平,华福证券有限责任公司
955,2020-07-10,农林牧渔行业报告：饲料禁抗给养殖链带来哪些变化,新浪
956,2020-07-09,债市研究：PE到EPS 估值到平价,新浪
957,2020-07-09,海大集团(002311)业绩维持高增 王者风采依旧,新浪
958,2020-07-09,海大集团(002311)2020年中报业绩预告点评：养殖弹性+饲料稳健 盈利预计高增,新浪
959,2020-07-09,海大集团(002311)：中期预告向好 饲料增长稳健 养殖贡献增量,新浪
960,2020-07-08,海大集团上半年净利润预增55%-65%,中国证券网
961,2020-07-08,海大集团(002311.SZ)：上半年净利预增55%–65%,格隆汇
962,2020-07-08,海大集团业绩预告：上半年净利润同比预增55%-65%,金融界
963,2020-07-08,海大集团：上半年预计净利润同比增长55.0%~65.0%,Wind
964,2020-07-08,新洋丰（000902）：产业竞争格局持续优化，公司竞争优势持续增强，2020年迎业绩趋势性拐点！【天风农业】,吴立话农业牛股
965,2020-07-07,海大集团(002311.SZ)：控股股东解除质押6435万股,格隆汇
966,2020-07-06,农业2020年中报业绩前瞻：生猪养殖板块量利齐升 宠物食品公司业绩预计大幅增长,新浪
967,2020-07-03,海大集团(002311)：短期扰动较多 本年增长仍相对确定,新浪
968,2020-07-02,2020下半年农林牧渔行业投资策略：聚焦细分行业龙头,新浪
969,2020-07-02,2020下半场开战，均衡配置不惧分化？,养基司令
970,2020-06-30,肉价连涨四周 “二师兄”又到风口 5股或迎掘金,证券时报
971,2020-06-29,农林牧渔行业每周观点：疫情冲击海外肉品加工厂 推荐生猪养殖板块,新浪
972,2020-06-29,“限抗令”改变行业 头部饲料企业市场份额有望扩大,中证网
973,2020-06-29,头部饲料企业市场份额有望扩大,中证报
974,2020-06-28,2020年第26周周报：转基因种子政策再推进 商业化或将加速,新浪
975,2020-06-24,农林牧渔行业：猪价持续反弹 养殖产业链值得关注,新浪
976,2020-06-24,农林牧渔行业投资策略报告：后周期反转 加强关注2C端爆发式增长,新浪
977,2020-06-24,农林牧渔行业2020年中期策略报告：猪价高位运行 看好饲料龙头份额持续提升,广发证券
978,2020-06-22,27股获券商买入评级 旺能环境目标涨幅达37.70%,Wind
979,2020-06-21,重点关注禁抗政策即将实施带来的相关投资机会【天风农业】,吴立话农业牛股
980,2020-06-19,海大集团(002311.SZ)：完成回购注销16.83万股限制性股票,格隆汇
981,2020-06-19,海大集团：核心团队员工持股计划首期持股计划出售完毕暨提前终止,Wind
982,2020-06-18,【华创农业王莺|深度】海大集团（002311）：饲料品类齐全穿越周期，产品力清晰卓越铸造核心竞争力,王莺看农业
983,2020-06-17,海大集团控股股东5次减持可转债1415万张 套现获利5.45亿元 可转债减持,GPLP犀牛财经
984,2020-06-17,海大集团(002311.SZ)：控股股东解除质押3200万股,格隆汇
985,2020-06-16,控股股东减持可转债1415万张！海大集团2019年猪饲料销量下降28% 可转债减持,投资时报
986,2020-06-15,主动量化周报：后疫情周期进攻路线下的两种选择,新浪
987,2020-06-15,农林牧渔行业周报：5月农产品同比涨幅继续回落 对CPI压力减弱,新浪
988,2020-06-10,农林牧渔行业中期策略：继续首推海大集团 生猪养殖仍有配置价值,新浪
989,2020-06-10,中信证券：预计国庆前绝大部分消费领域将恢复至疫情前,Wind
990,2020-06-09,海大集团：股东海灏投资解除质押3910万股 占比4.29%,每日经济新闻
991,2020-06-08,申万农林牧渔周观点：建议自下而上把握行业成长性龙头,新浪
992,2020-06-06,三大逻辑支撑农林牧渔板块年内大涨，9只个股被QFII加持,Wind
993,2020-06-05,海大集团：控股股东海灏投资减持海大转债283万张 减持股份,Wind
994,2020-06-05,海大集团(002311.SZ)：控股股东近日减持283万张海大转债 减持股份,格隆汇
995,2020-06-04,海大集团(002311.SZ)：控股股东海灏投资解除质押815万股,格隆汇
996,2020-06-01,屠宰肉制品行业专题报告：周期的重塑与屠宰肉制品历史机遇,新浪
997,2020-06-01,农林牧渔行业周度观点：生猪存栏缓慢恢复 推荐后周期板块,新浪
998,2020-06-01,农林牧渔2020年第22周周报：继续推荐刚需属性的农业板块！,新浪
999,2020-05-27,海大集团：控股股东海灏投资转让海大转债283万张,Wind
1000,2020-05-27,海大集团(002311.SZ)控股股东减持10%海大转债 减持股份,格隆汇
1001,2020-05-25,海大集团(002311)：下游消费复苏及水产品涨价 利好水产饲料销售,新浪
1002,2020-05-25,农林牧渔行业周报：2C端快速增长 关注圣农发展、雪榕生物、湘佳股份,新浪
1003,2020-05-22,海大集团(002311.SZ)：控股股东解除质押1291万股,格隆汇
1004,2020-05-20,10只股股价创历史新高,证券时报网
1005,2020-05-19,海大集团(002311.SZ)：控股股东海灏投资减持283万张海大转债 减持股份,格隆汇
1006,2020-05-19,海大集团：控股股东海灏投资转让海大转债283万张,Wind
1007,2020-05-19,农业板块探底回升,Wind
1008,2020-05-18,海大集团(002311.SZ)：控股股东质押展期520万股,格隆汇
1009,2020-05-18,102家公司获机构调研（附名单）,证券时报网
1010,2020-05-15,100家公司获机构调研（附名单）,证券时报网
1011,2020-05-14,良品铺子接受198家机构调研：未来将持续发力高端零食,中国财富网
1012,2020-05-14,股价十年涨十倍 海大集团的饲料生意真这么好吗？,格隆汇
1013,2020-05-13,海大集团(002311.SZ)：控股股东海灏投资近日减持283万张海大转债 减持股份,格隆汇
1014,2020-05-13,海大集团：控股股东海灏投资转让海大转债283万张,Wind
1015,2020-05-13,全球最大主权财富基金被大赎回，最新重仓26只A股,Wind
1016,2020-05-13,史无前例！全球最大主权财富基金大失血，哪些A股将抛售？,中国基金报
1017,2020-05-12,海大集团(002311.SZ)：控股股东解除质押1822.75万股,格隆汇
1018,2020-05-12,海大集团(002311.SZ)年报拟10派3.5元股权登记日5月19日,格隆汇
1019,2020-05-12,千亿级大白马被买爆，A股核心资产股价创新高,中国基金报
1020,2020-05-11,海大集团(002311.SZ)控股股东520万股质押展期及解质450万股,格隆汇
1021,2020-05-09,恒健控股公司积极助力广东生猪生产 推动生猪全产业链项目落地云浮罗定,南方网
1022,2020-05-09,犀牛财经早报：金山云上市首日收涨40% 猫眼娱乐COO康利辞职,GPLP犀牛财经
1023,2020-05-08,海大集团(002311.SZ)：控股股东减持283万张海大转债 减持股份,格隆汇
1024,2020-05-08,海大集团：控股股东海灏投资总计转让海大转债283万张,Wind
1025,2020-05-08,A股早报2020年5月8日星期五,Wind
1026,2020-05-07,A股“嗨了”！央行放出超级大招！,中国基金报
1027,2020-05-06,节后如何布局？海外机构四月密集调研92股 这5只白马股被北上资金买买买,证券日报
1028,2020-05-04,国盛固收·转债 | 从一季报寻找转债投资机会,微信
1029,2020-04-30,下周218亿市值限售股解禁，环比减少47.93% 解禁,Wind
1030,2020-04-30,QFII一季度青睐白马股，重仓银行医药电子,Wind
1031,2020-04-30,一季度机构扎堆医药消费科技龙头股,Wind
1032,2020-04-29,海大集团(002311.SZ)：约1208.07万股限制性股票5月8日解禁 解禁,格隆汇
1033,2020-04-28,[路演]海大集团：畜禽动保市场需求空间巨大,全景网
1034,2020-04-28,[路演]海大集团：可转债募投项目有利公司拉开与其他竞争对手的差距,全景网
1035,2020-04-28,[路演]海大集团：特种水产品的养殖量将会持续增加,全景网
1036,2020-04-28,48家公司获机构调研（附名单）,证券时报
1037,2020-04-28,海大集团(002311)：禽料稳增，猪料改善， 水产饲料格局继续向好,中信建投证券研究
1038,2020-04-27,深度解读 |2020年一季度公募基金持仓分析,大成基金
1039,2020-04-24,海大集团接受187家机构密集调研：饲料业务已形成竞争优势,中国财富网
1040,2020-04-23,27家公司获海外机构调研 海大集团最受关注,证券时报网
1041,2020-04-23,海大集团：北方地区禽养殖补栏积极性较好，2、3月份禽料同比增长率较高,Wind
1042,2020-04-23,QFII最新操作路径曝光 新进10股清仓18股,投资快报
1043,2020-04-23,券商首次关注8股并给予买入评级（4月23日）,Wind
1044,2020-04-23,一季度基金持仓结构分析：公募增外资减，医药受青睐,李迅雷金融与投资
1045,2020-04-23,社保基金连续持仓31股22股首季净利润同比增长,证券时报
1046,2020-04-22,社保基金连续持有31股最长已持有28个季度,证券时报网
1047,2020-04-22,美股暴跌，1100家石油公司或破产！,证券时报网
1048,2020-04-22,社保压箱底股名单来了 最长连续重仓25个季度,证券时报
1049,2020-04-22,海大集团：20Q1业绩高增长，生猪养殖加码业绩弹性,证券时报网
1050,2020-04-22,一季度8股成QFII“新宠”,Wind
1051,2020-04-21,社保基金对养殖上市公司的大幅加仓逐一浮出了水面,上证报
1052,2020-04-21,两市一季报陆续披露 社保基金突然大幅加仓这些股票,上证报
1053,2020-04-21,证券代码：002311 证券简称：海大集团 公告编号：2020-022,中证报
1054,2020-04-20,海大集团：2019年净利润同比增长14.71%,Wind
1055,2020-04-20,海大集团：回购注销部分限制性股票将减少注册资本 减资破产,Wind
1056,2020-04-20,海大集团(002311.SZ)：2019年度净利润升14.71%至16.49亿元拟10派3.5元,格隆汇
1057,2020-04-20,海大集团：一季度净利润同比增长147.93%,Wind
1058,2020-04-20,海大集团(002311.SZ)：一季度净利润升147.93%至3.04亿元,格隆汇
1059,2020-04-20,中信建投证券：猪价降幅明显收窄 春耕春播进展顺利,金融界
1060,2020-04-16,90股昨日获机构买入评级,证券时报
1061,2020-04-15,兴业证券：农业一季报养猪高度景气 养鸡短暂承压 后周期逐步回暖,金融界
1062,2020-04-15,【安信农业 周泰团队】公司点评：海大集团（002311.SZ）饲料产品市场份额提升，业绩大幅增厚,农业新泰度
1063,2020-04-14,26只股股价创历史新高,证券时报网
1064,2020-04-09,海大集团一季度业绩预增128.59%-161.25%,上证报
1065,2020-04-09,海大集团：一季度净利预增逾128%,e公司
1066,2020-04-09,海大集团：一季度预计净利润同比增长1.29倍~1.61倍,Wind
1067,2020-04-06,9只股价创新高股获北上资金加仓,证券时报网
1068,2020-04-03,【安信农业 周泰团队】前3月美对华大豆出口同比减少3.5%,农业新泰度
1069,2020-03-31,【行情】猪肉板块拉升，新希望、海大集团、天邦股份涨超4%。,金十数据
1070,2020-03-30,【东兴大消费】周观点3月第5期：国内疫情逐步好转，消费复苏在即,东兴社服
1071,2020-03-27,华南区部分企业陆续上调水产料价格，最高涨幅达500元/吨,Wind
1072,2020-03-26,中央储备猪肉又来了！养猪大省产能恢复提速,中投网
1073,2020-03-25,7只股股价创历史新高,证券时报网
1074,2020-03-19,股票质押解押一览表（3月19日）,Wind
1075,2020-03-19,海大集团：科技兴农剑指全球第一,证券时报
1076,2020-03-18,采访札记丨海大集团凭啥把目标锁定全球第一？,e公司
1077,2020-03-18,海大转债——围绕饲料主业进行全产业布局的稀缺品种,债券池
1078,2020-03-18,海大集团：目前在布局名贵鱼的养殖,e公司
1079,2020-03-18,海大集团：研发费用今年可能要5个亿,e公司
1080,2020-03-18,海大集团：未来要带头解决中国人的食品安全问题、食品供应问题,e公司
1081,2020-03-18,海大集团董事长：判断猪价明年还是比较高,e公司
1082,2020-03-18,海大集团董事长：饲料业务是稳定的 可以穿越周期,e公司
1083,2020-03-18,【高管面对面】海大集团：以科技兴农为使命的饲料企业巨头,e公司
1084,2020-03-18,海大集团拟发行可转债28.3亿元，扩充饲料产能,新京报
1085,2020-03-18,[路演]海大集团：针对非洲猪瘟疫情防控防疫进行研究 团队配置先于规模,全景网
1086,2020-03-18,[路演]海大集团：金融业务体量较小 是全产业链条上的综合环节,全景网
1087,2020-03-18,[路演]海大集团：在一带一路国家中已有长期产业布局,全景网
1088,2020-03-18,[路演]海大集团：积极推进清洁生产 促进饲料行业环保技术的发展,全景网
1089,2020-03-18,[路演]海大集团：构建产业链上综合的核心竞争能力,全景网
1090,2020-03-17,海大集团(002311.SZ)控股股东质押8013.75万股,格隆汇
1091,2020-03-16,【光大固收│转债】海大转债（128102.SZ）新券定价报告：高债底饲料标的，建议积极申购,EBS固收研究
1092,2020-03-16,海大集团(002311.SZ)2020年拟开展套期保值业务,格隆汇
1093,2020-03-16,海大集团：2020年拟对外提供不超49.6亿元担保 大额借贷担保,Wind
1094,2020-03-16,海大集团(002311.SZ)：2020年拟向银行申请综合授信额度240.29亿元,格隆汇
1095,2020-03-16,【兴证固收·转债】全产业链布局的饲料领先企业 ——海大转债投资价值分析,兴证固收研究
1096,2020-03-15,海外疫情爆发，内产内销类有望最先恢复，重点推荐农业板块！【天风农业】,吴立话农业牛股
1097,2020-03-04,海大集团(002311.SZ)控股股东质押3910万股,格隆汇
1098,2020-02-25,这家国内轮胎企业靠什么在原配市场强势崛起？,轮胎商业网
1099,2020-02-21,橡企复工（海大、天津万达、三维、双钱江苏工厂、方兴轮胎）,中国橡胶网
1100,2020-02-20,农林牧渔行业深度分析：全球水产养殖看中国，中国水产饲料看海大,华金证券
1101,2020-02-19,海大集团(002311.SZ)：28.3亿元可转债计划获批,格隆汇
1102,2020-02-19,7股获买入评级 最新:海大集团,中财网
1103,2020-02-14,东吴农业 | 海大集团：全年饲料板块增速稳健，养猪业务逐步释放利润,纺服新消费马莉团队
1104,2020-02-14,海大集团2019年营收476.86亿元 同比增长13%,投资快报
1105,2020-02-13,海大集团披露业绩快报，2019年净利同比增长近15%,新京报
1106,2020-02-13,海大集团：2019年净利润同比增14.90%（业绩快报）,Wind
1107,2020-02-13,海大集团：2019年净利润16.51亿元 同比增长14.90%,第一财经
1108,2020-02-13,海大集团(002311.SZ)披露业绩快报2019年度净利升14.9%至16.51亿元,格隆汇
1109,2020-02-06,广州地区上市公司及新三板挂牌企业合力战“疫”,全景网
1110,2020-01-30,抗击疫情刻不容缓 广东辖区逾40家上市公司全力驰援,e公司
1111,2020-01-27,海大集团捐助500万元抗击疫情,e公司
1112,2020-01-21,海大集团(002311.SZ)控股股东质押780万股,格隆汇
1113,2020-01-17,砥砺前行50年，海大集团厉兵秣马剑指百亿,轮胎商业网
1114,2020-01-15,四川海大销售业绩增长约20%，喜迎建厂50年！,中国橡胶网
1115,2019-12-30,海大集团(002311.SZ)回购注销51.344万股限制性股票,格隆汇
1116,2019-12-30,海大集团(002311.SZ)控股股东质押425万股,格隆汇
1117,2019-12-26,海大集团(002311.SZ)控股股东解除质押835万股,格隆汇
1118,2019-12-26,实探外汇管理便利化改革落地①｜ 外债注销不用再跑外汇局,澎湃新闻
1119,2019-12-26,外债登记管理改革实现银企双赢 节约“脚底成本”,新浪
1120,2019-12-26,跨境贸易投资外汇管理便利化见成效， 企业减少“脚底”成本超3万公里,第一财经
1121,2019-12-23,证监会：凌钢股份等6公司发行可转债事项12月27日上会,Wind
1122,2019-12-23,操作失误导致减持超额，海大集团副总裁致歉 减持股份,新京报
1123,2019-12-23,海大集团(002311.SZ)：高管黄志健因误操作超额减持348股 减持股份,格隆汇
1124,2019-12-23,海大集团：高管黄志健累计减持13.7万股，完成减持计划 减持股份,Wind
1125,2019-12-19,海大集团：目前看猪禽肉价格高企对水产价格的传导并不明显,Wind
1126,2019-12-17,海大集团(002311.SZ)：控股股东质押展期1230.9万股,格隆汇
1127,2019-12-09,【安信农业 周泰团队】日报：2019年全国粮食产量创历史最高水平,农业新泰度
1128,2019-12-09,海大集团(002311.SZ)控股股东解除质押3046万股,格隆汇
1129,2019-12-03,海大集团：非洲猪瘟疫情对公司未来的出栏规划有一定影响,Wind
1130,2019-12-03,海大集团：非洲猪瘟疫情对公司未来的出栏规划有一定影响 不可抗力,e公司
1131,2019-11-29,海大集团(002311.SZ)：控股股东质押835万股,格隆汇
1132,2019-11-29,美国SEMA展上海大轮胎闪耀魅力,轮胎商业网
1133,2019-11-26,深港通十大成交活跃股排名（11月26日）,Wind
1134,2019-11-25,海大集团(002311.SZ)：可转债发行规模由不超30.8亿元调至不超28.3亿元,格隆汇
1135,2019-11-25,海大集团(002311.SZ)：高管黄志健拟减持不超13.7万股 拟减持股份,格隆汇
1136,2019-11-25,海大集团：公司副总裁及董事会秘书计划减持不超过13.70万股 减持股份,Wind
1137,2019-11-13,海大集团：可转债加码 饲料龙头稳增可期,中信建投
1138,2019-11-11,海大集团(002311.SZ)调整可转债发行方案 募资额下调为不超30.80亿元,格隆汇
1139,2019-10-24,海大集团：前三季度禽饲料销量同比增长30% 水产料增长13%,e公司
1140,2019-10-23,【东北晨会1023】9月经济数据点评/快递行业动态点评/农业、汽车行业周报/新宙邦、海大集团、蓝光发展/新股申购,东北证券研究所
1141,2019-10-23,海大集团前三季营收增15%至355亿 年内发行可转债募资超34亿拓产能,长江商报
1142,2019-10-23,三季度机构调仓换股路径浮现,Wind
1143,2019-10-23,海大集团2019年三季报点评:Q3增速同比有所回升,东莞证券
1144,2019-10-23,"海大集团:Q3业绩增速有所承压,竞争地位仍然稳固 盈利能力下降",信达证券
1145,2019-10-22,"海大集团:业绩稳中有升,坚定加码主业",东北证券
1146,2019-10-22,"海大集团:饲料主业稳健增长,生猪养殖有望贡献利润弹性",东吴证券
1147,2019-10-21,海大集团：整体业绩平稳提升 买入评级,中泰证券
1148,2019-10-21,海大集团：拟以8694万元出售参股公司盈峰投资16.5%股权 资产异常,Wind
1149,2019-10-21,海大集团(002311.SZ)第三季度净利润升10.13%至7.39亿元,格隆汇
1150,2019-10-18,海大集团(002311.SZ)拟参与投建罗定市100万头生猪养殖屠宰及加工项目,格隆汇
1151,2019-10-08,17股获券商买入评级 中国重汽目标涨幅达56.66%,Wind
1152,2019-09-30,"海大集团深度报告:饲料龙头,全产业链布局",东莞证券
1153,2019-09-27,海大集团连签2份合作协议，布局400万头生猪养殖项目,新京报
1154,2019-09-27,海大集团(002311.SZ)拟参与投建广东两个生猪项目,格隆汇
1155,2019-09-27,早间公告2019年9月27日星期五,Wind
1156,2019-09-24,日常消费品：进入利润兑现期 荐4股,银河证券
1157,2019-09-18,投资额度“解禁” QFII提前布局62只大湾区个股,证券日报
1158,2019-09-18,海大集团：公开发行可转换公司债券申请获证监会受理,Wind
1159,2019-09-10,日常消费品：养殖后周期可期 荐8股,东莞证券
1160,2019-09-04,机构年内逾千次调研18只猪肉概念股，9只个股涨幅超100%,Wind
1161,2019-08-28,银河证券：猪价高位或将持续到2020年中期,Wind
1162,2019-08-20,非洲猪瘟疫苗面世料仍需时日,中证报
1163,2019-08-16,农业周报:7月生猪养殖上市公司销售月报出现分化,申万宏源
1164,2019-08-09,近5日41只个股首获机构关注（附表）,Wind
1165,2019-08-09,【东吴晨报0809】【个股】蓝焰控股、海大集团、华鲁恒升、星源材质,东吴研究所
1166,2019-08-08,海大集团：产品+服务，饲料龙头高筑护城河,证券时报网
1167,2019-08-08,QFII现身18家公司 二季度调仓换股路线曝光,投资快报
1168,2019-08-08,A股早报2019年8月8日星期四,Wind
1169,2019-08-07,海大集团：拟发行不超34.21亿元可转债，投资15个项目及偿贷,Wind
1170,2019-08-07,海大集团：拟公开发行不超34.21亿元可转债,e公司
1171,2019-08-07,海大集团(002311.SZ)拟发行不超34.21亿元的可转债 用于饲料生产项目及偿还银行贷款,格隆汇
1172,2019-08-05,机构调研关注电子和医药等行业,中证报
1173,2019-08-04,本周A股弱势，机构密集调研了这3家公司，因为……（附名单）,21世纪经济报道
1174,2019-08-04,广东海大集团出资人民币2.5 亿元独资设立广州海银融资担保有限公司,挖贝网
1175,2019-08-02,海大集团(002311.SZ)拟以2.5亿元独资设立融资担保公司,格隆汇
1176,2019-08-02,海大集团：拟2.5亿元设立全资融资担保子公司,Wind
1177,2019-08-02,巨丰数据赢｜机构组团调研热情高涨 三股人气爆棚百亿私募齐捧场,巨丰财经
1178,2019-08-02,72股获券商买入评级 苏宁易购目标涨幅达64.56%,Wind
1179,2019-08-02,"农业周报:温氏股份修改股权激励计划,把握猪价历史新高机会",申万宏源
1180,2019-08-01,"海大集团:饲料销量稳定增长,养殖业务有望增厚业绩",安信证券
1181,2019-08-01,"海大集团:主营多点开花,饲料产能逆势扩张",东北证券
1182,2019-07-31,【农林牧渔-海大集团(002311)】陈奇、唐翌（研究助理）：饲料毛利稳步提升，禽料及高端水产料销量增速亮眼-20190729,中泰证券研究所
1183,2019-07-30,二季度逢低新进或加仓六股 “小而美”公司成QFII、社保新宠,大众证券报
1184,2019-07-30,A股异动︱海大集团涨逾5% 上半年净利润增逾升12%,格隆汇
1185,2019-07-29,海大集团：2019年半年度报告主要财务指标,深交所
1186,2019-07-29,海大集团：上半年净利6.74亿元 同比增12%,e公司
1187,2019-07-29,海大集团2019年上半年实现净利6.74亿 饲料销量持续增长,挖贝网
1188,2019-07-29,海大集团(002311.SZ)发布半年报 净利润升12.24%至6.74亿元,格隆汇
1189,2019-07-29,【安信农业 周泰团队】31周周报：多地生猪价格上升！,微信
1190,2019-07-25,A股共发生38宗大宗交易成交10.12亿元（7月25日）,Wind
1191,2019-07-25,海大集团今日大宗交易成交67.35万股，成交价27.94元折价0.64%,Wind
1192,2019-07-24,"农林牧渔行业7月行业动态报告:生猪供需缺口逐步显现,关注养殖产业链",证券之星
1193,2019-07-23,"农业周报:疫情收缩供给,产能去化继续",申万宏源
1194,2019-07-19,日常消费品：生猪养殖开始盈利 荐7股,申万宏源
1195,2019-07-18,日常消费品：关注鸡肉消费增加 荐11股,申万宏源
1196,2019-07-10,"2019年下半年农林牧渔行业投资策略:聚焦生猪价格上涨,关注鸡肉消费增加",申万宏源
1197,2019-07-08,日常消费品：淡季猪价依然坚挺 荐17股,申万宏源
1198,2019-07-06,调整以来融资余额首现四连增 震荡市杠杆资金买了什么？(附名单),证券时报
1199,2019-07-01,日常消费品：当前时点不悲观 荐17股,申万宏源
1200,2019-06-25,"农林牧渔行业6月行业动态报告:猪价进入上行通道,供给缺口逐步显现",证券之星
1201,2019-06-24,日常消费品：猪价淡季强势上涨超预期 荐8股,申万宏源
1202,2019-06-20,【农业】新洋丰：半年报业绩高增长，公司稳健成长性彰显,天风研究
1203,2019-06-19,海大集团(002311.SZ)年报推10派3元 股权登记日6月26日,格隆汇
1204,2019-06-19,海大集团(002311.SZ)拟公开发行可转换公司债券,格隆汇
1205,2019-06-19,午间公告：海大集团筹划公开发行可转债,Wind
1206,2019-06-18,"农业行业周报:猪价进入上涨通道,5月能繁母栏量环比降幅扩大",申万宏源
1207,2019-06-15,【招商农业】2019中期策略报告——下半场拥抱产业巨变，聚焦专业与成长,金猪十年招商农业
1208,2019-06-13,14日机构强推买入 六股成摇钱树,中财网
1209,2019-06-13,"海大集团:跨周期的海大,看得见的白马",东北证券
1210,2019-06-11,日常消费品：继续推荐畜禽养殖板块 荐7股,财信证券
1211,2019-06-06,58股逆市创历史新高 医药等大消费公司最多,投资快报
1212,2019-06-05,海大集团：控股股东质押815万股,Wind
1213,2019-06-04,海大集团(002311.SZ)：控股股东海灏投资解除质押1200万股,格隆汇
1214,2019-06-04,"农业周报:南方地区抛售接近尾声,猪价上涨;龙头企业传达积极信心",申万宏源
1215,2019-06-03,[快讯]海大集团发布解除质押公告,中财网
1216,2019-06-02,日常消费品：猪价稳步上升 荐1股,安信证券
1217,2019-05-29,A股“入富”引来约700亿元活水社保与QFII提前潜伏66股“升机”凸显,证券日报
1218,2019-05-27,日常消费品：猪价上涨日益临近 荐13股,申万宏源
1219,2019-05-21,"农林牧渔行业农业周报:南方地区抛售压制猪价,农业部能繁母猪存栏量环比降幅扩大",申万宏源
1220,2019-05-19,逾1600只私募产品入市 百亿级私募密切调研这类股,经济观察网
1221,2019-05-17,19股逆市创历史新高 喝酒吃药占据半壁江山,中证网
1222,2019-05-17,海大集团股东海灏投资质押450万股 公司去年净利同比增长19%,挖贝网
1223,2019-05-16,海大集团(002311.SZ)控股股东质押450万股,格隆汇
1224,2019-05-16,海大集团：控股股东海灏投资质押4500万股,Wind
1225,2019-05-16,海大集团控股股东海灏投资质押520万股 去年营收同比增长29%,挖贝网
1226,2019-05-15,海大集团：控股股东海灏投资办理520万股质押展期 股票质押异常,Wind
1227,2019-05-14,农业周报:持续推荐生猪养殖及白羽肉鸡养殖,申万宏源
1228,2019-05-11,海大集团股东海灏投资质押520万股 公司去年净利同比增长19%,挖贝网
1229,2019-05-10,海大集团(002311.SZ)：控股股东海灏投资质押520万股 用于融资,格隆汇
1230,2019-05-10,海大集团：控股股东股权质押520万股,Wind
1231,2019-05-10,巨丰数据赢 | 近一周机构调研数据分析 这些中小板上市公司成机构新宠,巨丰财经
1232,2019-05-05,日常消费品：持续看好禽板块 荐4股,方正证券
1233,2019-04-30,中国证监会行政处罚决定书（苏立华、孔德永） 其他违规处罚,证监会
1234,2019-04-30,两融余额三连降 11股获杠杆资金逆市增仓超10%,证券时报
1235,2019-04-30,为何说布局一只农业主题基金时不我待？,养基司令
1236,2019-04-26,下周556亿市值限售股解禁，环比减少57.58% 解禁,Wind
1237,2019-04-25,MSCI扩容在即，15股获海外机构扎堆调研,证券时报
1238,2019-04-25,【朝闻国盛0425】从格力混改看国企改革的投资主线,国盛证券研究所
1239,2019-04-25,[快讯]海大集团866万限售股4月30日解禁,中财网
1240,2019-04-25,"海大集团:禽料高增长,生猪养殖有弹性",申万宏源
1241,2019-04-24,[路演]海大集团：非洲猪瘟疫情对公司而言是机遇,全景网
1242,2019-04-24,海大集团2019年第一季度净利1.22亿元 董事长薛华未持有公司股份,挖贝网
1243,2019-04-24,"海大集团:饲料主业逆势增长强劲,彰显龙头本色",信达证券
