,2021-12-31,"券商12月金股组合""战绩""：川财证券9.26%夺冠 东吴最差",新浪
2236,2020-04-15,"""被否""7个月后，泰坦科技重回科创板考场！保荐券商惨遭更换",券商中国
2237,2020-04-14,4月14日A股龙虎榜揭秘，机构抛售7股,Wind
2238,2020-04-14,国际金价创8年新高！资金还在买买买，未来怎么走？,e公司
2239,2020-04-14,20万股东心碎，股价从90元跌到6毛，风电第一股陨落,21世纪经济报道
2240,2020-04-13,4月13日A股龙虎榜揭秘，机构抛售14股,Wind
2241,2020-04-13,正邦科技今日跌停，两机构卖出1.34亿元,Wind
2242,2020-04-11,券商3月业绩普遍下滑 4家上市券商出现亏损 亏损,新浪
2243,2020-04-10,【安信非银】光大证券2019年报点评：集团协同助力业绩改善，风险计提充分,新角度新金融
2244,2020-04-10,上交所对多起科创板现场督导发现的违规行为实施自律监管 其他违规处罚,Wind
2245,2020-04-10,光大证券2020年3月份盈利5.10亿元,资本邦
2246,2020-04-10,4月10日A股龙虎榜揭秘，机构抛售11股,Wind
2247,2020-04-10,一季度券商业绩“过山车”，3月行业营收净利环比普降 盈利能力下降,第一财经
2248,2020-04-10,业绩明显分化，这家券商3月净利大涨164% ！10家券商一季度净利超10亿元,中证报
2249,2020-04-10,券商业绩坐上过山车！这几家券商优势地位不可动摇,上证报
2250,2020-04-10,“盯上”科创板券商，现身10家公司前十大流通股股东,Wind
2251,2020-04-09,光大证券(06178)3月净利润同比增长7.69%至5.1亿元,智通财经
2252,2020-04-09,光大证券：母公司3月营收6.17亿元，净利润5.10亿元,金融界
2253,2020-04-09,A股上市券商3月“月考”：龙头强者恒强，三家单月亏损,Wind
2254,2020-04-09,4月9日A股龙虎榜揭秘，机构最青睐8股,Wind
2255,2020-04-09,光大证券：母公司3月份净利润5.1亿元,中证网
2256,2020-04-09,光大证券(06178.HK)3月母公司净利润5.1亿元同比增长7.69%,格隆汇
2257,2020-04-09,光大证券：母公司3月净利5.1亿元 同比上升,e公司
2258,2020-04-09,2019券商丰收年：12家营收超百亿 7家净利翻倍,澎湃新闻
2259,2020-04-09,3000万+！券业“打工皇帝”大起底，中信、国君3人年薪超2000万,券商中国
2260,2020-04-08,4月8日A股龙虎榜揭秘，机构抢筹8股,Wind
2261,2020-04-08,券商2019年业绩榜：中信126亿净利居首;17家券商计提百亿资产减值，海通占1/4 资产异常,搜狐
2262,2020-04-08,光大证券(06178-HK)完成发行总额20亿元人民币的债券通,财华社
2263,2020-04-08,光大证券股份有限公司 2020年度第四期短期融资券(债券通)发行结果公告,中证报
2264,2020-04-07,晚间重要公告2020年4月7日星期二,Wind
2265,2020-04-07,"暴风濒临退市风险!光大证券连续两年净利受损,何时重回第一梯队? 风险警示",券商中国
2266,2020-04-07,光大证券：2020年累计收到政府补贴1.91亿元,中证网
2267,2020-04-07,光大证券(601788.SH)完成发行2020年度第四期短期融资券,格隆汇
2268,2020-04-07,光大证券：1月1日至今获政府补助1.91亿元,Wind
2269,2020-04-07,光大证券(601788.SH)2020年累计获1.91亿元政府补助,格隆汇
2270,2020-04-07,券业薪酬拉仇恨！中金人均92万，去年整体涨薪近20%,券商中国
2271,2020-04-07,中国债券市场交易备忘（4月7日）,Wind
2272,2020-04-04,券商股重要数据！一季度IPO业务排行榜出炉，这家中小券商排名飙升,中证报
2273,2020-04-04,光大保德信“网红基金”引发争议 旗下权益产品经理普遍“一拖多”,红周刊
2274,2020-04-03,光大证券新总裁亮相2019业绩发布会 整合确立六大业务线,证券时报网
2275,2020-04-03,4月3日A股龙虎榜揭秘，机构抛售9股,Wind
2276,2020-04-03,85后登台90后亮相 光大证券大胆启用年轻干部,证券时报
2277,2020-04-03,带货新势力C2M与MCN，“大厂们”更偏爱谁？,Wind
2278,2020-04-02,4月2日A股龙虎榜揭秘，机构抛售13股,Wind
2279,2020-04-02,C2M和MCN正面PK，谁是带货王？,Wind
2280,2020-04-02,中国光大控股(0165.HK)：壮大资管，开启价值发现之旅，首次覆盖给予“买入”评级，目标价14.84 港元,格隆汇
2281,2020-04-02,最会赚钱券商投资子公司：中信证券投资22人赚13亿,证券日报网
2282,2020-04-02,注册制助力，2020年信用债发行目标剑指10万亿,Wind
2283,2020-04-01,4月1日A股龙虎榜揭秘，机构抛售8股,Wind
2284,2020-04-01,光大证券：强化利益纽带，万科事业合伙人增持激发主人翁意识,乐居财经
2285,2020-04-01,A股“第二季”启幕：基金经理加仓抄底备战，消费、科技龙头成“胜负手”,Wind
2286,2020-03-31,光大证券：证监会核准公司撤销鞍山胜利南路证券营业部,Wind
2287,2020-03-31,农业板块一枝独秀，预计市场情绪仍将维持谨慎,Wind
2288,2020-03-30,3月30日A股龙虎榜揭秘，机构抢筹12股,Wind
2289,2020-03-30,光大证券增收不增利：30亿计提减值 收入百亿利润仅5亿 盈利能力下降,华夏时报
2290,2020-03-30,中国光大控股（0165.HK）：壮大直融、剥离资产，开启价值发现之旅，首次覆盖给予“买入”评级,格隆汇
2291,2020-03-29,上市券商年报战绩：14家净利超700亿，拟分红超210亿，头部券商各种“秀肌肉”，来看业务亮点,证券日报
2292,2020-03-29,最猛超17亿，基金巨头赚翻了！这些公司盈利大曝光,中国基金报
2293,2020-03-29,招商银河光大等7家券商公布年报！合计净利近300亿,中证报
2294,2020-03-28,光大证券去年净利5.68亿元 同比大增449.7%,证券日报
2295,2020-03-28,光大证券(06178.HK)年度净利润升449.68%至5.68亿元 拟10派0.37元,格隆汇
2296,2020-03-28,光大证券(06178)年度净利激增449.68%至5.68亿元 每10股派0.37元,智通财经
2297,2020-03-28,2020年报风云丨光大证券扣非净利润增97.87%，机构证券业务利润翻4倍，信用业务、投资管理等欠佳,21世纪经济报道
2298,2020-03-27,光大证券2019年净利润同比增449.68% 自营业务投资绩效大幅改善,北京商报
2299,2020-03-27,光大证券：2019年净利润5.68亿元 同比增长449.68%,上证报
2300,2020-03-27,光大证券：2019年净利润同比增长449.68%,Wind
2301,2020-03-27,光大证券：2019年净利润增长449.68% 拟10派0.37元,e公司
2302,2020-03-27,光大证券(601788.SH)2019年度净利润升449.68%至5.68亿元 拟10派0.37元,格隆汇
2303,2020-03-27,3月27日A股龙虎榜揭秘，机构抛售13股,Wind
2304,2020-03-27,【平安金融】证券行业业绩综述：行情起伏业绩波动，市场化改革打开长期空间,逸赏金融
2305,2020-03-25,3月25日A股龙虎榜揭秘，机构最青睐9股,Wind
2306,2020-03-25,手机产业链大幅反弹，游资、外资重金参与,Wind
2307,2020-03-25,政策暖风频，新基建投资有望达万亿,中证报
2308,2020-03-24,3月24日A股龙虎榜揭秘，机构抢筹13股,Wind
2309,2020-03-23,3月23日A股龙虎榜揭秘，机构最青睐7股,Wind
2310,2020-03-23,光大证券：“19西王SCP001”等三只债券持有人会议均无效,Wind
2311,2020-03-23,光大证券：互联网医疗3.0将实现“三医联动”，给予平安好医生（01833）“买入”评级,智通财经
2312,2020-03-23,十大券商一周策略：A股处最佳配置窗口！市场进入恐慌下半场，价值投资时机已到,Wind
2313,2020-03-23,光大证券：子公司永续债贡献少数股东权益增长 建筑央企基本面改善,金融界
2314,2020-03-20,3月20日A股龙虎榜揭秘，机构抢筹8股,Wind
2315,2020-03-20,光大证券打造线上投顾服务新模式,证券时报网
2316,2020-03-19,【行情】港股中资券商股短线小幅走高，板块跌幅缩窄至5.2%,金十数据
2317,2020-03-19,光大证券：长线资金可逐步进场，价值投资时机已到,Wind
2318,2020-03-18,[观点]清华大学杨兆全：投资者对内幕交易维权有法可依,全景网
2319,2020-03-17,光大证券(06178.HK)将于3月27日举行董事会会议以审议年度业绩,格隆汇
2320,2020-03-17,光大证券：指数短期有望逐步见底，挖掘政策主导核心方向,Wind
2321,2020-03-17,疫情冲击叠加油价暴跌天然气公司如何“淬火前行”？,Wind
2322,2020-03-17,多个科创板“落榜考生”重启IPO征程,Wind
2323,2020-03-16,华夏幸福：控股股东拟非公开发行可交换公司债券,中证网
2324,2020-03-16,华夏幸福：华夏控股拟发行可交换公司债券,乐居财经
2325,2020-03-16,【行情】港股中资券商板块跌幅扩大至4.29%,金十数据
2326,2020-03-13,光大证券(601788.SH)：刘秋明执行董事及总裁任职自3月13日起生效,格隆汇
2327,2020-03-13,獐子岛傍上李佳琦，竟刷出三个涨停，谁在炒作？,券商中国
2328,2020-03-13,资金利率创纪录持续低位，流动性宽松最少持续至4月,第一财经
2329,2020-03-12,“史上最大泡沫”还是“强烈推荐”？拼多多再引券商开撕,中证报
2330,2020-03-12,银行负债成本管理进一步规范，结构性存款规模和收益率或走向双降,Wind
2331,2020-03-11,[互动]光大证券：佣金率处于低位已是行业趋势,全景网
2332,2020-03-11,光大证券：北斗全球组网完成在即 关注板块事件性催化,第一财经
2333,2020-03-11,光大证券：中移5G独立承载SPN集采结果出炉，关注有线主设备商,证券时报网
2334,2020-03-10,光大证券：CPI同比高点或在一月，全年或达3.7%,证券时报网
2335,2020-03-09,光大证券(601788.SH)完成发行2020年非公开发行公司债券(第一期)(疫情防控债),格隆汇
2336,2020-03-09,光大证券(601788.SH)完成发行30亿元疫情防控债,格隆汇
2337,2020-03-09,【行情】港股中资券商板块大跌4.14% 连续下跌,金十数据
2338,2020-03-06,光大证券(06178-HK)2月净利润2.1亿人民币,财华社
2339,2020-03-05,光大证券(06178)2月净利降57.4%至2.11亿元 盈利能力下降,智通财经
2340,2020-03-05,犀牛财经晚报：光大证券母公司净利下滑超50%女性平均薪酬6995元,GPLP犀牛财经
2341,2020-03-05,A股上市券商2月业绩爆表：中信证券净利11.8亿,Wind
2342,2020-03-05,光大证券(601788.SH)：2月母公司净利2.11亿元同比降57.39% 盈利能力下降,格隆汇
2343,2020-03-05,光大证券：母公司2月净利润2.11亿元,Wind
2344,2020-03-05,光大证券：撤销“唐山营业部”，获河北证监局批准,Wind
2345,2020-03-04,光大证券：3月18日召开“19西王SCP001”、“19西王SCP003”持有人会议,Wind
2346,2020-03-04,9家券商2019年拟计提资产减值逾40亿元,Wind
2347,2020-03-04,新股发审将首试视频审核，IPO发行节奏不变,Wind
2348,2020-03-03,企业债公司债进入注册制时代，信用债开启新一轮增长期,Wind
2349,2020-03-03,光大证券：新型锂盐LiFSI市场潜力可观 国产化进程加速,金融界
2350,2020-03-03,70家科创板公司去年净利增长，49家公司增速逾20%,Wind
2351,2020-03-02,大跌后沪指大概率这么走，机构首批月度金股名单出炉,证券时报网
2352,2020-02-29,中证报头版：存款基准利率调降预期升温,Wind
2353,2020-02-28,首份3月券商金股名单出炉，世纪华通、美的集团等7只在列，速围观,证券日报
2354,2020-02-28,光大证券：“19西王SCP003”违约后续,Wind
2355,2020-02-28,光大证券(06178.HK)：朱勤2月27日起任职合规总监,格隆汇
2356,2020-02-28,阳光城80亿元公司债券获深交所通过,中国网
2357,2020-02-28,又一家公募换帅！新人选曾任光大证券金融市场部总经理，今年有6家公募变更总经理,券商中国
2358,2020-02-27,科技股行情调整，基建板块接棒崛起,Wind
2359,2020-02-26,光大证券全球招聘新进展！银河证券财富管理干将梁纯良将加盟,中国证券网
2360,2020-02-26,私募3000点调仓，聚焦四大科技主线,Wind
2361,2020-02-25,21家券商承销18只“疫情防控债”，累计规模168亿元,Wind
2362,2020-02-24,债券重大事件2020年2月24日星期一,Wind
2363,2020-02-24,光大证券(601788.SH)完成发行20亿元短期融资券(债券通),格隆汇
2364,2020-02-24,近百家上市公司披露增发进展，券商竞逐增发承销盛宴,Wind
2365,2020-02-24,金融人疫期复工记,国际金融报
2366,2020-02-24,券商复工“抢跑”再融资项目 智能投行或迎破局,--
2367,2020-02-21,光大证券：3月9日召开“17天神01”2020年第一次债券持有人大会,Wind
2368,2020-02-21,四维图新放量涨停，机构进场,Wind
2369,2020-02-21,光大证券：龙头房企收入端弹性确定 股息率具备吸引力,证券时报网
2370,2020-02-21,春日反弹行情有望延续,Wind
2371,2020-02-20,光大证券：2月份的信贷、社融以及M2仍会保持合理增长,证券时报网
2372,2020-02-17,【安信非银第6期周报】再融资新规出台，券商受益持续看好,新角度新金融
2373,2020-02-17,光大证券投行抗疫发力，承销8个防疫专项债募资156亿,21世纪经济报道
2374,2020-02-17,光大证券：疫情重地的IPO等项目 优先安排即到即审,新浪
2375,2020-02-17,光大证券投行战“疫” 推进防疫专项债券规模达156亿元,证券时报网
2376,2020-02-13,券商年内跟投浮盈超8亿 科创板地位持续提升,中证报
2377,2020-02-13,券商年内跟投科创板浮盈超8亿元,中证报
2378,2020-02-11,光大证券2020年1月净利润约为24696.8万元,资本邦
2379,2020-02-11,光大证券：母公司1月实现净利2.47亿元,中证网
2380,2020-02-11,光大证券：母公司1月份净利润2.47亿元,e公司
2381,2020-02-11,光大证券(06178.HK)1月母公司净利润2.47亿元同比增长19.44%,格隆汇
2382,2020-02-11,光大证券：1月母公司净利升19.44%至2.47亿元,格隆汇
2383,2020-02-11,光大证券(06178.HK)获准撤销苏州大道东证券营业部,格隆汇
2384,2020-02-07,光大证券：拟向全资子公司光证金控增资不超过30亿元港元,中证网
2385,2020-02-07,光大证券：拟向光证金控增资不超30亿元港币,e公司
2386,2020-02-07,光大证券(06178.HK)将向光证金控增资不超30亿港元,格隆汇
2387,2020-02-04,银禧科技控股股东及实控人涉诉 股权遭冻结 关联方问题,资本邦
2388,2020-02-02,光大证券开市准备工作就绪 全力保障各方安全,证券日报
2389,2020-02-02,A股开市在即，光大证券准备工作就绪：全力保障员工、客户、生产三大安全,证券时报网
2390,2020-02-01,应对新冠疫情 光大证券一线党员全面行动,证券时报
2391,2020-01-28,响应中证协“六点倡议” 光大证券推出十项举措助力抗击疫情,每经网
2392,2020-01-27,驰援武汉｜22家券商累计已捐赠资金或物资超过2亿元,澎湃新闻
2393,2020-01-27,光大证券紧急捐款600万元支持湖北抗击新冠肺炎疫情,新浪
2394,2020-01-23,光大证券：2019年年度业绩报告预告,上交所
2395,2020-01-23,再度计提减值16.44亿元！光大证券排雷结束，能否轻装上阵？ 资产异常,中国证券网
2396,2020-01-22,光大证券去年净利润增幅超过4倍，再为MPS事件计提13亿,澎湃新闻
2397,2020-01-22,光大证券(06178)年度归母净利5.54亿元同比增435.74%,搜狐
2398,2020-01-22,光大证券(601788.SH)2019年度净利润预增435.74%,格隆汇
2399,2020-01-22,高管频“换血”外资忙抢人 本土券商怎么办,国际金融报
2400,2020-01-21,2019年券商业绩预告：天风证券净利或下滑近18%，兴业证券计提资产减值准备3亿 盈利能力下降,搜狐
2401,2020-01-21,东海证券高管资格获核准 董事会换届历时8月终落定,时代周报
2402,2020-01-20,债券重大事件2020年1月20日星期一,Wind
2403,2020-01-20,光大证券(06178)完成兑付20亿元“18光证02”并摘牌 退市,智通财经
2404,2020-01-20,五券商计提17亿减值部分香港子公司拖后腿,证券时报
2405,2020-01-19,五券商计提近17亿，股票质押风险未了，海外及债券质押风险又现 股票质押异常,券商中国
2406,2020-01-19,商誉减值雷声滚滚 七大迹象预判 资产异常,证券市场周刊
2407,2020-01-18,光大证券宏观：2020年GDP增长5.5%即可较2010年翻番,金融界
2408,2020-01-17,新总裁到岗，光大证券渐离暴风漩涡，前任年薪超200万,新京报
2409,2020-01-17,5家券商计提减值14亿! 2020年预计股票质押规模下行降低风险 资产异常,华夏时报
2410,2020-01-17,光大证券全球招聘结果出炉 中民投资管原董事长刘秋明将任总裁,上证报
2411,2020-01-17,光大证券总裁人选落定 中民投资本董事长刘秋明接棒,券商中国
2412,2020-01-17,光大证券迎来新总裁 原来是他！,中证报
2413,2020-01-17,终于官宣了！600亿上市券商迎来新总裁，他将如何冲破“雷区”？,中国基金报
2414,2020-01-16,董秘兼五职的光大证券迎新总裁：中民投刘秋明接任,新浪
2415,2020-01-16,人事动荡困局中的光大证券“官宣”新总裁，原中民投资本刘秋明接任,腾讯网
2416,2020-01-16,光大证券：聘任刘秋明为总裁提名其为执行董事候选人,中证网
2417,2020-01-16,光大证券：同意聘任刘秋明先生为公司总裁,Wind
2418,2020-01-16,光大证券：董事会同意聘任刘秋明先生为公司总裁,Wind
2419,2020-01-14,光大证券(601788.SH)完成兑付2019年度第六期短期融资券(债券通),格隆汇
2420,2020-01-14,十问新证券法3-3中国股市巨额罚款案例 金融监管处罚,证券日报
2421,2020-01-13,业绩好转券商股尾盘才涨 市场还在“担心”什么？,新浪
2422,2020-01-13,光大证券(601788.SH)：“18光大优”及“18光大次”摘牌 退市,格隆汇
2423,2020-01-13,"光大证券(06178.HK)""18光大优""及""18光大次""摘牌 退市",格隆汇
2424,2020-01-11,光大证券(06178-HK)2019年12月净利润5.5亿人民币,财华社
2425,2020-01-11,又见减值计提！光大证券刚刚计提6.75亿，未涉及MPS项目,腾讯网
2426,2020-01-11,光大证券(06178-HK)2019年度金融资产减值令净利润减逾5亿 盈利能力下降,财华社
2427,2020-01-11,频频踩雷 年年计提减值！这家大券商何时能消停？ 资产异常,上证报
2428,2020-01-11,涉青山纸业等股权质押违约，光大证券计提资产减值超6.7亿元 股票质押异常,资本邦
2429,2020-01-10,光大证券(06178.HK)下半年母公司层面计提资产减值准备6.75亿元 资产异常,格隆汇
2430,2020-01-10,光大证券(06178)12月净利同比增12.4%至5.5亿元,智通财经
2431,2020-01-10,光大证券(06178.HK)12月净利润5.5亿元 同比增长12.35%,格隆汇
2432,2020-01-10,光大证券母公司上月净利5.5亿元,上证报
2433,2020-01-10,[公司]光大证券：去年12月母公司净利润为5.5亿元,全景网
2434,2020-01-10,光大证券(601788.SH)完成发行30亿元短期融资券,格隆汇
2435,2020-01-10,光大证券(601788.SH)12月母公司净利升12.35%至5.50亿元,格隆汇
2436,2020-01-10,光大证券：2019年下半年母公司层面计提单项重大金融资产减值准备6.7468亿元,Wind
2437,2020-01-10,第七届证券期货科学技术奖初审结果出炉，47个项目获初审通过,Wind
2438,2020-01-09,岁末年初上市券商高管变动频繁，2020年履职有哪些变化？,证券时报网
2439,2020-01-07,涉融资融券交易纠纷，光大证券诉讼涉资超5236万元 诉讼纠纷,资本邦
2440,2020-01-06,光大证券：因融资融券交易纠纷向法院提起诉讼 诉讼纠纷,Wind
2441,2020-01-02,岁末30名董监高任职获批 券商高层忙“迎新”,北京商报网
2442,2020-01-02,瞄准差异化发展，券商再迎高管变动潮,Wind
2443,2019-12-31,光大证券迎来新总裁，原来是他！,中证报
2444,2019-12-31,光大证券：聘任朱勤为副总裁、合规总监、首席风险官,中证网
2445,2019-12-31,天风高层岁末换将 券业全年300位董监高生变 董监高成员变化,时代周报
2446,2019-12-30,光大证券2020年开年金股出炉：华友钴业、三一重工等热门个股上榜,证券日报
2447,2019-12-28,光大证券(06178-HK)非执行董事及业务总监辞职 董监高成员变化,财华社
2448,2019-12-28,【中原非银】证券行业2020年中期投资策略：全面深化资本市场改革快速推进，证券行业驶入高质量发展的快车道,中原证券研究所
2449,2019-12-27,光大证券关于董事及高级管理人员辞职的公告 董监高成员变化,新浪
2450,2019-12-27,光大证券：董事居昊、业务总监潘剑云辞职,Wind
2451,2019-12-27,光大证券(06178.HK)：居昊辞任公司董事 董监高成员变化,格隆汇
2452,2019-12-23,光大证券：中国证监会对本公司开展股指期权做市业务无异议,Wind
2453,2019-12-20,券商频收政府补贴 超过亿元的就有8家 谁拿到的“红包”最大？,经济观察网
2454,2019-12-19,2019券商“最后一颗大雷”炸了？近8亿质押出大事！,中国基金报
2455,2019-12-18,多家券商获政府补贴 广发证券“红包”逾7亿,国际金融报
2456,2019-12-12,光大证券：短期反弹趋势尚未明朗,证券时报网
2457,2019-12-10,融资客青睐12股，华孚时尚买入占比高达49.16%,Wind
2458,2019-12-06,光大证券11月营收4.83亿元 净利4339.49万元,资本邦
2459,2019-12-06,光大证券：11月净利润为4339万元,Wind
2460,2019-12-06,光大证券(06178)11月净利润同比减少83.69%至4339.5万元 盈利能力下降,智通财经
2461,2019-12-06,光大证券(601788.SH)11月母公司净利降83.69%至4339.4957万元 盈利能力下降,格隆汇
2462,2019-12-06,光大证券：11月实现净利润4339.50万元,中证网
2463,2019-12-06,光大证券：母公司11月净利4339万元,e公司
2464,2019-12-06,光大证券(06178.HK)11月母公司净利润4339.5万元 同比减少83.7% 盈利能力下降,格隆汇
2465,2019-12-03,昔日影音巨头高管全辞职 公司仅10余人还被拖欠工资 证代都跑了 网友：公告谁发的？ 违约失信,金融界
2466,2019-12-02,12月2日晚间上市公司十大重磅公告,巨丰财经
2467,2019-12-02,光大证券：收到1.2亿元政府补助,证券时报
2468,2019-12-02,光大证券：又见格力“百亿让利”,证券时报网
2469,2019-12-02,光大证券：收到1.2亿元政府补助,e公司
2470,2019-12-02,光大证券(601788.SH)11月收到与收益相关的政府补助1.204亿元,格隆汇
2471,2019-11-28,光大证券(601788.SH)：因质押式证券回购纠纷起诉石河子市瑞晨股权投资 诉讼纠纷,格隆汇
2472,2019-11-28,光大证券(06178.HK)对石河子市瑞晨股权投资提起诉讼索偿1.17亿元 诉讼纠纷,格隆汇
2473,2019-11-28,光大证券：请求判令被告石河子市瑞晨股权投资合伙企业偿还融资本金等1.167亿元,Wind
2474,2019-11-27,[研报]光大证券：非典型滞胀构成市场最大制约,全景网
2475,2019-11-25,长生退27日股票将被摘牌，11月以来累计涨幅已超六成 退市,第一财经
2476,2019-11-25,光大证券维持美团点评买入评级 目标价118港元,资本邦
2477,2019-11-21,光大证券高管熊国兵、王翠婷由副总裁改聘为公司高级专家,上证报
2478,2019-11-20,3000亿白马股跌停，机构上演大逃亡，中国人保还要跌多久？,腾讯网
2479,2019-11-19,光大证券(601788.SH)：“18光叁优”及“18光叁次”摘牌 退市,格隆汇
2480,2019-11-19,"光大证券(06178.HK)""18光叁优""已摘牌 退市",格隆汇
2481,2019-11-18,同样都是限售股减持，为何只有中国人保跌停？ 减持股份,第一财经
2482,2019-11-15,光大证券一员工因与客户约定分享投资收益被证监警示 金融监管处罚,中国网
2483,2019-11-13,光大证券净利润增逾九成：市场回暖交投活跃，推动业绩回升,面包财经
2484,2019-11-07,光大证券：10月实现净利润1.22亿元,中证网
2485,2019-11-07,光大证券：母公司10月份实现净利1.22亿元,证券时报
2486,2019-11-07,光大证券(601788.SH)完成发行20亿元短期融资券(债券通),格隆汇
2487,2019-11-06,减持国泰居安后，大众交通又减持迈瑞医疗 减持股份,环球老虎财经
2488,2019-11-03,从三季报看券业：光大入前十 自营业务利润主要来源,第一财经
2489,2019-11-01,公司没人管？高管都跑光了！ 暴风集团窘境刷上热搜,券商中国
2490,2019-10-28,光大证券公布三季报 前三季净利增加92.66%,新浪
2491,2019-10-28,光大证券前三季度净利润接近翻倍,金融界
2492,2019-10-28,光大证券：前三季度净利润同比增92.66%,Wind
2493,2019-10-24,光大证券(06178.HK)“16光证06”完成兑付及摘牌 退市,格隆汇
2494,2019-10-18,光大证券(06178.HK)合规总监陈岚辞任 董监高成员变化,格隆汇
2495,2019-10-17,18年金融老兵辞职！带领券商资管激增2000多亿，还当过公募总经理,中国基金报
2496,2019-10-17,光大证券：创业板三季报盈利改善，成长和必需消费业绩突出,证券时报网
2497,2019-10-16,公告精选：梦网集团与华为合作；粤泰股份连续三涨停提示风险,e公司
2498,2019-10-16,光大证券(06178-HK)9月净利润1.21亿人民币,财华社
2499,2019-10-16,光大证券(06178)9月净利润同比减少56.74%至1.21亿元 盈利能力下降,智通财经
2500,2019-10-16,光大证券(601788.SH)完成发行20亿元短期融资券(债券通),格隆汇
2501,2019-10-16,光大证券(601788.SH)：9月母公司净利润降56.74%至1.21亿元 盈利能力下降,格隆汇
2502,2019-10-16,光大证券(06178.HK)9月净利润1.2亿元 同比减少56.7% 盈利能力下降,格隆汇
2503,2019-10-16,光大证券(06178.HK)10月28日举行董事会会议 以审批三季度业绩,格隆汇
2504,2019-10-14,全球招聘总裁，能否令光大证券走出黑天鹅魔咒？,第一财经
2505,2019-10-11,社会招聘总裁 能拯救光大证券的风控吗？,腾讯网
2506,2019-10-11,今年以来证券公司短融券计划发行超3000亿元，远超去年规模,Wind
2507,2019-10-10,光大证券全球招聘总裁 前任年薪超200万,新京报
2508,2019-10-10,金融圈重磅！光大证券全球招总裁：前任年薪215万！副总、总监也招,中国基金报
2509,2019-10-08,光大证券：执行总裁辞职 董监高成员变化,Wind
2510,2019-09-24,四环生物“实控人”曝光：75岁江苏富豪暗中操控,新浪
2511,2019-09-24,惊雷！上市药企遭证监会顶格处罚 涉嫌人员罚款超3千万 食药监处罚,新浪
2512,2019-09-24,光大证券：中长期底部配置期依然成立,汇通网
2513,2019-09-24,实控人易主却秘而不宣！江苏富豪暗地操控这家A股公司5年 控制人变化,券商中国
2514,2019-09-12,经纪业务转型遇“瓶颈”？9家上市券商年内连撤31家分支机构,Wind
2515,2019-09-06,光大证券(06178)8月非合并净利1.53亿元 上年同期亏损 亏损,智通财经
2516,2019-09-06,光大证券(06178.HK)8月母公司业绩扭亏为盈至1.53亿元,格隆汇
2517,2019-09-06,光大证券：母公司8月净利1.53亿元 同比扭亏,e公司
2518,2019-09-06,光大证券(601788.SH)8月母公司业绩扭亏为盈至1.53亿元,格隆汇
2519,2019-09-06,光大证券：母公司8月净利润1.53亿元,Wind
2520,2019-09-05,暴风集团再遇风暴:实控人被批捕后 公司遭证监会立案,券商中国
2521,2019-09-03,A股共发生77宗大宗交易成交17.03亿元（9月3日）,Wind
2522,2019-09-03,光大证券今日大宗交易成交41万股，成交价10.5元折价3.85%,Wind
2523,2019-09-03,创业板富豪被批捕：坑了招行光大52亿，更有暂停上市风险 风险警示,中国基金报
2524,2019-09-02,36家A股券商半年赚552亿元,北京商报
2525,2019-09-01,【中原非银张洋】光大证券(601788)中报点评*各项业务全面复苏,中原证券研究所
2526,2019-08-30,光大证券：2019金融科技行业专题报告（附下载）,199IT
2527,2019-08-29,光大证券董事长闫峻回应MPS事件：正在走出阴影,国际金融报
2528,2019-08-29,光大证券业绩会直击：已对MPS事件8名相关人问责 上半年净利润同比增长66%,证券日报
2529,2019-08-29,光大证券中报：净利润增长逾六成，风险覆盖率提升,面包财经
2530,2019-08-29,【申万宏源金融】光大证券1H19中报点评：股权承销业务发力，业绩保持高增长,大金融研究
2531,2019-08-28,光大证券闫峻八点回应MPS风险处置 计提17亿处置趋稳,新浪
2532,2019-08-28,光大证券：上半年净利润同比增66.09%,Wind
2533,2019-08-28,光大证券上半年净利增长超60% 自营业务贡献居各业务条线之首,每日经济新闻
2534,2019-08-27,光大证券计提预计负债资产减值近7亿，涉MPS、华信、康美 资产异常,澎湃新闻
2535,2019-08-27,光大证券(601788.SH)半年度净利润升66.09%至16.09亿元,格隆汇
2536,2019-08-27,光大证券：因MPS事件公司上半年新增计提预计负债3亿元 偿债能力下降,Wind
2537,2019-08-27,光大证券(06178.HK)上半年计提金融资产减值准备6.89亿元 资产异常,格隆汇
2538,2019-08-27,光大证券：上半年净利润为16.09亿元，同比增66.09%,Wind
2539,2019-08-27,上海证券市场大宗交易公开信息(2019-08-27),上交所
2540,2019-08-27,【主力龙虎榜】金田路在龙头割了8个点,财富动力网
2541,2019-08-21,总资产增长330% 累计现金分红114.3亿元 光大证券A股上市十周年取得长足发展,证券日报
2542,2019-08-18,聚力价值创造 再创美好未来 ——光大证券A股上市十周年取得长足发展,每经网
2543,2019-08-15,光大证券(601788.SH)获准撤销绍兴新昌七星路证券营业部,格隆汇
2544,2019-08-15,光大证券(06178.HK)获准撤销绍兴新昌七星路证券营业部,格隆汇
2545,2019-08-15,光大证券(06178.HK)将于8月27日举行董事会会议以审议中期业绩,格隆汇
2546,2019-08-11,光大证券(06178-HK)涉及诉讼的公告 诉讼纠纷,财华社
2547,2019-08-09,光大证券：因质押式证券回购纠纷向法院提起两起诉讼,Wind
2548,2019-08-09,光大证券(601788.SH)完成发行30亿元短期融资券 票面利率2.71%,格隆汇
