,2021-12-31,消息称立讯精密将成苹果顶级供应商：逐步取代富士康,快科技
10528,2020-02-17,沪深A股主力资金合计净流入223.66亿元 公牛集团净流入额居首,中证网
10529,2020-02-17,2月17日主力巨资抢筹四大板块(附股),金融界
10530,2020-02-17,881亿资金争夺20股：主力资金重点出击13股(名单),新浪
10531,2020-02-17,国君固收：再融资“松绑”，“后疫情”阶段投资如何把握？,Wind
10532,2020-02-17,再融资新规破解定增基金窘境，沉寂两年后存量基金将被激活？,券商中国
10533,2020-02-17,特斯拉国产化开启汽车半导体黄金时代（附明细）,吉森电子研究
10534,2020-02-17,华西证券：GaN（氮化镓）引爆消费电子快充市场,科创板日报
10535,2020-02-17,消费电子产业链研究报告：消费电子产业展望及一季度疫情影响分析,国信证券
10536,2020-02-17,华为5G全场景发布会仍将举行 折叠屏新机、PC有望亮相,观察者网
10537,2020-02-17,A股重回成长赛道 深证成长40长期优势突出,证券之星
10538,2020-02-17,科技龙头ETF最近55日资金净流入高达51亿元,中投网
10539,2020-02-16,【安信电子|每周观点】再融资松绑，看好5G电子硬科技,晓说电子
10540,2020-02-16,华为将发布多款5G新品，相关概念股会否继续闻“风”而动？,第一财经
10541,2020-02-16,华为的这场5G全场景发布会 将引爆哪些上市公司股价,上证报
10542,2020-02-16,热门融资标的股票分析,华龙掘金
10543,2020-02-16,2020年中国最杰出商界女性是董明珠！华为海思总裁排第六,金羊网
10544,2020-02-15,买买买！春节后净流入344亿元，北向资金疯狂扫货这三类个股,中证报
10545,2020-02-14,【安信电子|每日观点】博通全球首发Wi-Fi 6E移动端芯片，手机进入“5G+Wi-Fi 6”双雄时代,晓说电子
10546,2020-02-14,二线芯片活跃度提升 短线情绪依然在退潮,华讯财经
10547,2020-02-14,修复行情延续 沪指站稳2900点 板块轮动中关注低位成长股,大众证券报
10548,2020-02-14,北上资金本周净买入43.70亿元,证券时报网
10549,2020-02-14,1月份A股大宗交易成交额萎缩 机构资金年初积极增持绩优蓝筹,红周刊
10550,2020-02-14,317亿主力资金近三日大量撤出中小创,证券时报网
10551,2020-02-14,425亿主力资金近三日撤出融资融券概念股,证券时报网
10552,2020-02-14,【上海汇正财经】指数五日线止跌，市场两大布局方向出现！,搜狐
10553,2020-02-14,6只可转债基金，节后涨幅超过10%！,养基司令
10554,2020-02-14,一年涨幅超80% 外资比重已增至3.5%！MSCI刚刷新名单 富时又有大动作！,中国基金报
10555,2020-02-14,大成深证成长40 ETF：关注成长因子，未来表现可期（工具型产品研究系列之二十）,XYQUANT
10556,2020-02-14,抓住盈利和估值，汇丰晋信沪港深重新定义核心资产,腾讯网
10557,2020-02-13,情绪再次急转直下 硬核科技股轮番上阵,华讯财经
10558,2020-02-13,剩者为王！疫情加速行业洗牌，一季报受影响小的公司出炉！,红周刊
10559,2020-02-13,【主力资金】超400亿资金悄然撤离，这些股抛压最大，尾盘资金抢筹它们,新浪
10560,2020-02-13,主力动向：2月13日特大单净流出213.36亿元,证券时报网
10561,2020-02-13,董明珠高居首位！中国最杰出商界女性排行榜来了，更有华为黑马、阿里四朵金花！,中国基金报
10562,2020-02-13,"立讯精密现1笔大宗交易 共成交1,258.29万元",新浪
10563,2020-02-13,35股主力资金净流入超亿元,证券时报网
10564,2020-02-13,晨会聚焦200213重点关注半导体、食品饮料、锂电,国信研究
10565,2020-02-13,【深度|消费电子研究系列之二】消费电子产业展望及一季度疫情影响分析【国信电子欧阳仕华团队】,国信电子研究
10566,2020-02-13,暴走A股：指数必有一跌！三类股票跌下来可以买（附股）,金融界
10567,2020-02-13,商界女性排行：65岁董明珠再问鼎榜首，华为何庭波上榜,腾讯网
10568,2020-02-13,两年来最成功的消费电子单品：Airpods引爆千亿产业,亿欧网
10569,2020-02-12,【安信电子|每日观点】DRAM/Nand价格回稳向上，资本开支或将止跌反弹,晓说电子
10570,2020-02-12,云经济卡位病毒防治 功率半导体值得重视,华讯财经
10571,2020-02-12,惊险地天板，7亿资金逃亡这只抗病毒龙头，尾盘资金重点买4股,搜狐
10572,2020-02-12,疫情下的苹果：线下门店停摆、供应链产能受挫,中金在线
10573,2020-02-12,主力动向：2月12日特大单净流入102.11亿元,证券时报网
10574,2020-02-12,60股主力资金净流入超亿元,证券时报网
10575,2020-02-12,2月12日主力巨资抢筹四大板块(附股),金融界
10576,2020-02-12,706亿资金争夺20股：主力资金重点出击10股(名单),新浪
10577,2020-02-12,特斯拉又成“金手指”！光伏市值半日增400亿，有基金经理已赚翻,中证报
10578,2020-02-12,特斯拉又成“金手指”！光伏市值半日增400亿，日均7篇研报推荐，有基金经理已赚翻,中证报
10579,2020-02-12,A股融资融券日报：两融余额减少10.04亿元（2月11日）,Wind
10580,2020-02-12,晨会聚焦200212重点关注医药生物、国防军工、意华股份,国信研究
10581,2020-02-12,沪指七连阳 疫情好转后这些行业将爆发,金融界
10582,2020-02-12,A股早报2020年2月12日星期三,Wind
10583,2020-02-12,方正证券：电子行业复工影响几何,科创板日报
10584,2020-02-12,巨丰早评：流动性驱动的行情将告一段落,巨丰财经
10585,2020-02-11,沪指站上2900，风口要突变？,搜狐
10586,2020-02-11,股市流动性回升，利率普遍下行——资金面周观察（中泰策略）,修炼投资的水晶球
10587,2020-02-11,二六三（股票代码：002467）跌停，资金净流出11.79亿元,搜狐
10588,2020-02-11,暴走A股：鹏鼎控股喜提涨停板！还有一大堆好票没涨！,金融界
10589,2020-02-11,这三大概念成资金新目标 金悄悄回流这个回调板块,金融界
10590,2020-02-11,赚快钱的日子结束了？这两个板块可以留意！,平点金基
10591,2020-02-11,数据复盘｜沪深300个股获主力资金抢筹 12亿北向资金加仓贵州茅台,证券时报网
10592,2020-02-11,主力动向：2月11日特大单净流出105.39亿元,证券时报网
10593,2020-02-11,北上资金净买入10.44亿元贵州茅台净买入居首,证券时报网
10594,2020-02-11,768亿资金争夺20股：主力资金重点出击9股(名单),中财网
10595,2020-02-11,和信投顾：沪指七连阳收复十日线市场分化不改上行步伐,财界网
10596,2020-02-11,A股市场主力资金净流出238.09亿元 歌尔股份净流入额居首,中证网
10597,2020-02-11,逆周期调控政策预期升温沪指7连阳收复2900点后市或分化,财华社
10598,2020-02-11,涨停王者：热点涣散谨防大盘开始调整,金融界
10599,2020-02-11,市场综述：港股市场集体强势！板块轮动发力,老虎证券
10600,2020-02-11,41股主力资金净流入超亿元,证券时报网
10601,2020-02-11,电子公司陆续复工 机构建议把握战略配置窗口期,中国财富网
10602,2020-02-11,2月11日复盘：七连阳后会怎么走？主力资金出击9股,新浪
10603,2020-02-11,资金流向：两市震荡攀升 银行获7亿主力净流入,大众证券报
10604,2020-02-11,A股收评：沪指涨0.39%创业板跌0.67% 手机产业链股午后走强,格隆汇
10605,2020-02-11,巨丰收评：市场分化难以持续 行情主线强化,巨丰财经
10606,2020-02-11,无线耳机概念崛起，歌尔股份科瑞技术等涨停,证券时报网
10607,2020-02-11,2月11日午后主力巨资出逃四大板块(附股),金融界
10608,2020-02-11,【行情】消费电子走强，歌尔股份、宇瞳光学、国光电器等拉升封板，立讯精密、佳禾智能、共达电声等大幅跟涨。,金十数据
10609,2020-02-11,快讯：无线耳机板块异动拉升 歌尔股份涨停,新浪
10610,2020-02-11,【行情】无线耳机板块异动拉升，歌尔股份涨停，鹏鼎控股涨超7%，星徽精密、立讯精密、信维通信、漫步者等跟涨。,金十数据
10611,2020-02-11,消费电子概念股午后拉升 歌尔股份涨停,e公司
10612,2020-02-11,智能音箱概念股集体走强,Wind
10613,2020-02-11,2月11日午盘两市净流入前20股(名单),金融界
10614,2020-02-11,科技板块成鼠年吸金大户 香饽饽5G机会该如何把握？,中投网
10615,2020-02-11,两融余额四连升94股获融资净买入超亿元,证券时报网
10616,2020-02-11,A股苹果产业链陆续复产 机构争议疫情影响,21世纪经济报道
10617,2020-02-10,复工潮来临，A股延续反弹模式，医药板块明显回调,国际金融报
10618,2020-02-10,分化之后机会大于风险 再次安利这个无风险套利机会,华讯财经
10619,2020-02-10,暴走A股：A股一大未解之谜，知道答案的不超过10个！,金融界
10620,2020-02-10,A股共发生87宗大宗交易成交13.27亿元（2月10日）,Wind
10621,2020-02-10,数据复盘｜机构资金加仓这9股 主力资金持续流出医药生物板块,证券时报网
10622,2020-02-10,北向资金今日净流出32.72亿 海螺水泥净卖出2.84亿,证券时报
10623,2020-02-10,383亿主力资金近三日大量撤出中小创,证券时报网
10624,2020-02-10,立讯精密现1笔大宗交易 共成交216.10万元,新浪
10625,2020-02-10,521亿主力资金近三日撤出成交主力概念股,证券时报网
10626,2020-02-10,2月10日复盘：周二能否七连阳？主力重点出击8股,新浪
10627,2020-02-10,776亿资金争夺20股：主力资金重点出击8股(名单),新浪
10628,2020-02-10,春节后外资A股调仓术：最爱白马股，增仓最多贵州茅台，减仓最多美的集团,21世纪经济报道
10629,2020-02-10,在线科技爆发元年 如何布局“科技茅台股”？,中投网
10630,2020-02-10,产业链：富士康郑州工厂一直在运转 苹果iPhone 9产能前期不受影响,腾讯网
10631,2020-02-10,【太平洋策略-流动性周报】外资抄底食品饮料、医药、计算机,周雨策略观察
10632,2020-02-10,杠杆资金持续回流两融余额三连升,证券时报网
10633,2020-02-10,郭明錤：富士康郑州工厂延期复工苹果iPhone11产能受严重影响,快科技
10634,2020-02-09,私募多手段抢筹：大宗交易平台之外还在可转债上捞货，这一数据透露机构调仓轨迹！,每日经济新闻
10635,2020-02-09,招商策略：复工开始后市场将会发生怎样的变化,Wind
10636,2020-02-09,300亿大抄底！这两行业重点加仓 万亿“股王”被大买,新浪
10637,2020-02-08,股票仓位创新高，地产汽车重现增持——2019Q4主动股票型基金季报分析,微信
10638,2020-02-08,近6成公司年度业绩预喜 动荡期重配绩优公司,红周刊
10639,2020-02-07,【招商策略】每日复盘与点评（20200207）,招商策略研究
10640,2020-02-07,监管重磅发声，A股四连阳！机构称回调亦是布局良机,国际金融报
10641,2020-02-07,北向资金本周净买入额逾300亿元，创近九周新高,澎湃新闻
10642,2020-02-07,2020年1月外资持仓变动跟踪：资金北上趋势不改，加码配置电子轻工（国信策略）,追寻价值之路
10643,2020-02-07,2月7日股市预警| 8家公司突发利空 53亿资金流出这十股,腾讯网
10644,2020-02-07,受疫情影响 苹果AirPods或面临缺货风险,中金在线
10645,2020-02-07,2月7日立讯精密遭深股通净卖出1.98亿元,中投网
10646,2020-02-07,北上资金本周净买入300.60亿元,证券时报网
10647,2020-02-07,11股特大单净流入资金超2亿元,证券时报网
10648,2020-02-07,深股通连续3日净卖出京东方Ａ累计净卖出2.72亿元,证券时报网
10649,2020-02-07,立讯精密遭深股通连续3日净卖出合计净卖出5.85亿元,证券时报网
10650,2020-02-07,牛股女王新基金抢不到？鹏华外延成长绩优不限购！,凤凰网
10651,2020-02-07,340亿主力资金近三日大量撤出中小创,证券时报网
10652,2020-02-07,487亿主力资金近三日撤出融资融券概念股,证券时报网
10653,2020-02-07,34股主力资金净流入超亿元,证券时报网
10654,2020-02-07,2月7日复盘：下周大盘延续反弹 主力资金出击4股,新浪
10655,2020-02-07,867亿资金争夺20股：主力资金重点出击4股(名单),新浪
10656,2020-02-07,苹果AirPods Pro制造商大部分停产：库存告急发货日期延至4周 经营问题,金融界
10657,2020-02-07,2月7日午后主力巨资出逃四大板块(附股),金融界
10658,2020-02-07,制造商大部分停产，苹果官网AirPods Pro预计4周发货 经营问题,IT之家
10659,2020-02-07,苹果4500万套AirPods订单难产：供不应求火到脱销,快科技
10660,2020-02-07,陆家嘴财经早餐2020年2月7日星期五,Wind
10661,2020-02-07,A股放量普涨，外资持续流入,Wind
10662,2020-02-06,【招商策略】每日复盘与点评（20200206）,招商策略研究
10663,2020-02-06,暴走A股：紧急提示风险！不要把利空当做利好炒,金融界
10664,2020-02-06,市场继续超预期强势 多题材爆发,华讯财经
10665,2020-02-06,2月6日股市预警| 6家公司突发利空 36亿资金流出这十股,腾讯网
10666,2020-02-06,快看！券商金股收益惊人，2月组合收益最高已超100%,21世纪经济报道
10667,2020-02-06,北上资金活跃股名单(2月6日),证券时报网
10668,2020-02-06,主力动向：2月6日特大单净流入73.07亿元,证券时报网
10669,2020-02-06,北向资金再度加速入场，紧盯被“错杀”优质标的投资机会,第一财经
10670,2020-02-06,金融街下午茶2020年2月6日星期四,Wind
10671,2020-02-06,北向资金净流入105.57亿 立讯精密净卖出额居首,新浪
10672,2020-02-06,2月6日主力资金净流出31亿元,证券时报网
10673,2020-02-06,893亿资金争夺20股：主力资金重点出击12股(名单),新浪
10674,2020-02-06,逆周期政策将修复市场悲观情绪科技为配置主线(附金股)（下）,国金证券
10675,2020-02-06,TMT行业深度报告：疫情下，科技硬件产业的挑战与契机,格隆汇
10676,2020-02-06,2019年AppleWatch全球总出货量超瑞士手表业总和相关产业链值得关注,科创板日报
10677,2020-02-06,融资客青睐8股，恒逸石化买入占比高达41.32%,Wind
10678,2020-02-06,苹果欧盟大撕逼：小接口大利益,新浪
10679,2020-02-06,3天净流入256亿 北向资金都买了哪些股票？,中财网
10680,2020-02-06,安信证券：电子行业重点关注苹果产业链，布局国产替代,证券时报网
10681,2020-02-06,2月6日热点概念与题材前瞻,腾讯网
10682,2020-02-06,陆家嘴财经早餐2020年2月6日星期四,Wind
10683,2020-02-06,北向资金单日净流出3.08亿！加仓这些板块,e公司
10684,2020-02-06,腾讯手游及金融科技势头强劲,南方财经网
10685,2020-02-05,北向资金现净卖出，成交活跃股名单奉上,证券时报网
10686,2020-02-05,【按语】冲高回落外资谨慎疫情坑底还有反复,搜狐
10687,2020-02-05,创业板高歌猛进 尾盘有资金抢跑,华讯财经
10688,2020-02-05,主力动向：2月5日特大单净流出118.85亿元,证券时报网
10689,2020-02-05,富时中国A50期指短线快速拉涨 现涨1.7%,金融界
10690,2020-02-05,入场脚步暂放缓，北向资金继续“扫货”这些股,第一财经
10691,2020-02-05,京沪高铁尾盘净流入资金超亿元,证券时报网
10692,2020-02-05,金融街下午茶2020年2月5日星期三,Wind
10693,2020-02-05,中国平安今日遭北向资金净卖出3.42亿元,第一财经
10694,2020-02-05,北向资金今日净流出3.08亿元，海康威视净卖出4.73亿元居首,Wind
10695,2020-02-05,【报道】北上资金今日净流出3.08亿元,金十数据
10696,2020-02-05,"立讯精密现1笔大宗交易 共成交1,002.50万元",新浪
10697,2020-02-05,867亿资金争夺20股：主力资金重点出击8股(名单),新浪
10698,2020-02-05,【国盛策略】庚子开年，北上为何大幅流入？,尧望后势
10699,2020-02-05,安信电子：疫情只是假干扰，可穿戴需求提升才是真变量,科创板日报
10700,2020-02-05,A股超跌反弹：创业板收涨近5% 北上资金继续买买买,第一财经
10701,2020-02-05,2月5日早盘主力巨资抢筹四大板块(附股),金融界
10702,2020-02-05,国金证券发布二月金股组合 普洛药业、芒果超媒、游族网络等上榜,第一财经
10703,2020-02-05,【睿·投顾】黄金坑初现，寻找被错杀的价值股,恒泰头派账户
10704,2020-02-05,内外资机构资金大调查：疫情之下 他们在想什么？又在怎么做？,金融界
10705,2020-02-05,北向资金持续抄底 基金经理看好科技股,中证网
10706,2020-02-05,绩优高增长科技股名单，最高预增110倍，持续大跌股砸出黄金坑？,e公司
10707,2020-02-05,北向资金持续抄底 基金经理看好科技股,中证报
10708,2020-02-04,每一次大波动都是极好的学习机会 科技股如期大反弹,华讯财经
10709,2020-02-04,大意外！38亿资金高位出逃最火题材 资金蜂拥进入这个概念,金融界
10710,2020-02-04,北向资金继续“扫货”近80亿元 贵州茅台净买入超7亿,重庆商报
10711,2020-02-04,东莞证券：疫情并不影响苹果产业链的中长期成长逻辑,证券时报网
10712,2020-02-04,主力动向：2月4日特大单净流出155.08亿元,证券时报网
10713,2020-02-04,21股主力资金净流入超亿元,证券时报网
10714,2020-02-04,巨·热点 | 市场探底强势回升 三大板块站反弹风口！,巨丰财经
10715,2020-02-04,2月4日复盘：反扑会有持续性吗 主力资金出击7股,新浪
10716,2020-02-04,风险还是机会？191只个股受到大单资金逆市抢筹,证券日报
10717,2020-02-04,最被看好十大港股：野村升腾讯目标价至440港元,新浪
10718,2020-02-04,970亿资金争夺20股：主力资金重点出击7股(名单),新浪
10719,2020-02-04,法巴：手机设备股调整后供吸纳机会 料基本面所受影响有限,格隆汇
10720,2020-02-04,法巴：维持舜宇光学(02382)“持有”评级 目标价115港元,智通财经
10721,2020-02-04,短期超跌反弹 后期或将二次回踩,金融界
10722,2020-02-04,电子行业投资策略：行业景气度提升的细分龙头受青睐,国信证券
10723,2020-02-04,超跌反弹，创业板涨3%！抄底资金泉涌！公募自购，外资持续扫货,南都报
10724,2020-02-04,2月4日早盘两市净流入前20股(名单),金融界
10725,2020-02-04,开市首日342股获融资净买入，7只个股遭过亿融资爆买,第一财经
10726,2020-02-04,融资客青睐36股，新华传媒买入占比高达54.26%,Wind
10727,2020-02-04,港股盘前必读：北向资金2月3日净流入181.9亿元,Wind
10728,2020-02-04,A股早报2020年2月4日星期二,Wind
10729,2020-02-04,巨丰数据赢｜北上资金逆市流入 低估白马在受青睐,巨丰财经
10730,2020-02-04,主力资金：百亿资金大出逃 尾盘主力却悄悄买入这些千亿市值白马股,金融界
10731,2020-02-04,主力资金净流出322亿元 龙虎榜机构抢筹10股,证券时报网
10732,2020-02-04,超级大单：万亿“股王”被扫货 资金趁利好出逃这些股,金融界
10733,2020-02-04,陆家嘴财经早餐2020年2月4日星期二,Wind
10734,2020-02-04,2264家公司发布预告业绩，624家预计净利润最大同比增幅不低于100%,Wind
10735,2020-02-03,北向资金创单日净流入额第二高：中国平安创个股净买入额纪录,澎湃新闻
10736,2020-02-03,春节后首日北上资金逆市大幅净买入，成交活跃股名单抢先看,证券时报网
10737,2020-02-03,【招商策略】2020年1月陆股通持股分析——配置抓小放大，加仓医药&科技,招商策略研究
10738,2020-02-03,数据复盘｜10股主力资金净流入超亿元 23亿北向资金加仓中国平安,证券时报
10739,2020-02-03,北向资金净流入逾180亿，创历史单日记录次高，外资在抄底哪些个股？,21世纪经济报道
10740,2020-02-03,主力动向：2月3日特大单净流出56.65亿元,证券时报网
10741,2020-02-03,深股通连续8日净卖出立讯精密累计净卖出23.21亿元,证券时报网
10742,2020-02-03,金融街下午茶2020年2月3日星期一,Wind
10743,2020-02-03,北向资金首日近200亿抄底 机构：短期下跌成建仓良机,第一财经
10744,2020-02-03,一图揭秘开盘首日神秘资金走向：重点加持十大股票,21世纪经济报道
10745,2020-02-03,北向资金今日净流入181.9亿元 立讯精密净卖出额居首,新浪
10746,2020-02-03,北向资金抢筹大蓝筹，中国平安净买入超23亿元,Wind
10747,2020-02-03,【中航证券研究】电子行业周报：短期受疫情影响扰动，长期景气度仍保持上行,GPLP犀牛财经
10748,2020-02-03,沪深两市主力资金净流出321.62 亿元 立讯精密净流入额居首,中证网
10749,2020-02-03,电子武汉疫情对电子产业链影响分析,格隆汇
10750,2020-02-03,巨丰资金流向：市场大幅杀跌 主力270亿呈现净流出！,巨丰财经
10751,2020-02-03,国金证券：逆周期政策将逐步修复市场悲观情绪，科技为配置主线,证券时报网
10752,2020-02-03,早盘复盘：沪深股指跌超8%，3090只个股跌停，港股恒指逆势飘红,格隆汇
10753,2020-02-03,沪指半日跌幅收窄至8.13% 抗流感概念逆市活跃,中新经纬
10754,2020-02-03,99家公司遭重要股东减持涉及金额81.81亿元（附股）,证券时报网
10755,2020-02-03,和聚投资于军：紧抓科技股 静待“周期牛”,上证报
10756,2020-02-03,公募重仓股增减折射产业变迁,上证报
10757,2020-02-02,【国信电子|点评】可穿戴设备高歌猛进，苹果单季度数据创历史新高,国信电子研究
10758,2020-02-02,"电子行业:苹果财报发布,销量同比略降,关注消费电子龙头 盈利能力下降",全景网
10759,2020-02-01,【兴业电子】APPLE法说会重点提炼,兴证电子谢恒团队
10760,2020-02-01,公募四季报披露调仓思路 基民适宜与好基金一路相随,红周刊
10761,2020-01-28,光大策略 李瑾 | 周期初企稳，中小创如期占优 —— 2019年4季度基金持仓全景图,超悦策略
10762,2020-01-28,光大策略 李瑾 | 资金净流入199亿元，北上资金流出 —— 2020年第3周股市资金跟踪,超悦策略
10763,2020-01-27,“鼠”你最稳：这些股连续5年业绩增长n最高复合增速超90%,金融界
10764,2020-01-27,5倍牛股！北上资金重仓杀入 行业龙头全线爆发,金融界
10765,2020-01-26,鼠年投资攻略之消费电子篇：换机潮将至，产业链被机构紧盯,腾讯网
10766,2020-01-25,一周337只个股突破一年新高,中财网
10767,2020-01-24,“鼠”你最红：十大“网红”题材全出炉，2020年三大主线曝光,证券时报网
10768,2020-01-23,主力动向：1月23日特大单净流出447.48亿元,证券时报网
10769,2020-01-23,10只股获北向资金连续净卖出,证券时报网
10770,2020-01-23,基金四季度持仓变化梳理，透露出哪些投资机会？,格隆汇
10771,2020-01-23,1月23日复盘：抄底的机会到了吗 主力资金出击1股,新浪
10772,2020-01-23,831亿资金争夺20股：主力资金重点出击1股(名单),新浪
10773,2020-01-23,【国盛策略 |市场情绪周监控】解禁放量，春节前后关注减持情况*第51期 解禁,尧望后势
10774,2020-01-23,【中信建投 基金研究】权益仓位下滑，小盘型组合继续大幅跑赢市场——基金市场与FOF组合月报（2020年1月）,鲁明量化全视角
10775,2020-01-23,1月23日午盘主力巨资出逃四大板块(附股),金融界
10776,2020-01-23,三大指数跌幅均超1%！板块尽墨仅医药、军工上涨 北向资金净流出超60亿元,第一财经
10777,2020-01-23,【太平洋策略】基金仓位已高于2019年春季躁动——主动偏股型基金2019Q4持仓分析,周雨策略观察
10778,2020-01-23,1月23日早盘主力巨资出逃四大板块(附股),金融界
10779,2020-01-23,A股三大股指重挫！沪指跌0.74% 板块普跌仅医药股上涨,第一财经
10780,2020-01-23,热点前瞻：外部环境不改大科技强势 关注低位科技股,巨丰财经
10781,2020-01-23,1月22日有65家公司获重要股东增减持，赛意信息已被连续减持88次 减持股份,Wind
10782,2020-01-23,2019Q4基金持仓：仓位提升，增配创业板，兆易创新排名提升显著,证券时报网
10783,2020-01-23,策略｜2019Q4基金持仓：仓位提升，减消费增配周期和成长,中信证券研究
10784,2020-01-23,苹果要求台积电扩产芯片 产业链或进入新周期,证券时报网
10785,2020-01-23,基金已调仓：消费成“旧爱”科技是“新宠”,深圳商报
10786,2020-01-23,2020年1月23日（星期四） | 财富早知道,中国财富网
10787,2020-01-23,板块行情或减弱 紧盯个股机会,金融投资报
10788,2020-01-23,金牛基金经理看好A股长期价值,中证报
10789,2020-01-23,部分金牛基金经理2019年四季度持有“核心资产”变化情况,中证报
10790,2020-01-23,公募基金去年四季度重仓股全扫描：“迷恋”金融大消费 新进238只A股,证券日报
10791,2020-01-23,公募仓位接近09、15年，行业结构分化严重 ———19Q4基金持仓结构分析（中泰策略）,修炼投资的水晶球
10792,2020-01-22,苹果新款低价版iPhone发布临近产业链公司望迎来机遇,科创板日报
10793,2020-01-22,2.2万亿基金在买这些！科技成为第一大配比板块，传媒挤进前十大，万科保利意外受追捧,新浪
10794,2020-01-22,主力动向：1月22日特大单净流出28.09亿元,证券时报网
10795,2020-01-22,立讯精密遭深股通连续6日净卖出合计净卖出17.18亿元,证券时报网
10796,2020-01-22,7只股获北向资金连续净卖出,证券时报网
10797,2020-01-22,北向资金连续2日净流出，抛售美的集团9.84亿元丨牛熊眼,第一财经
10798,2020-01-22,每经18点丨三部门发紧急通知：加强野生动物市场监管；深圳2019年GDP2.69万亿，同比增6.7%；美的集团遭北向资金净卖出9.84亿元,每日经济新闻
10799,2020-01-22,金融街下午茶2020年1月22日星期三,Wind
10800,2020-01-22,北向资金净卖出美的集团、中国平安,e公司
10801,2020-01-22,北向资金今日净流出7.64亿元，美的集团净卖出9.84亿元居首,Wind
10802,2020-01-22,39亿主力资金近三日杀入手机产业概念股,证券时报网
10803,2020-01-22,267亿主力资金近三日大量撤出中小创,证券时报网
10804,2020-01-22,科技龙头ETF最近8日资金连续净流入15亿元 高居所有科技类ETF第一,中国经济网
10805,2020-01-22,公募基金去年四季度调仓忙：重仓金融、食品饮料、医药、电子,澎湃新闻
10806,2020-01-22,沪深两市主力资金净流出155.95亿元 中兴通讯净流入额居首,中证网
10807,2020-01-22,583亿主力资金近三日撤出融资融券概念股,证券时报网
10808,2020-01-22,1月22日复盘：中小创依然是主战场 主力资金出击11股,新浪
10809,2020-01-22,和信投顾：节前派发大红包 三大股指上演V型反转走势,证券时报网
10810,2020-01-22,712亿资金争夺20股：主力资金重点出击11股(名单),新浪
10811,2020-01-22,基金2019年四季报收官！最爱贵州茅台，新进重仓邮储银行，最新增减仓全曝光！,每日经济新闻
10812,2020-01-22,科技股逆势拉升 TMT基金大赚超20%,中投网
10813,2020-01-22,鼠年更有财，如何挑选科技类指数基金？,养基司令
10814,2020-01-22,【中金电子与通信】每日科技信息快递：Gartner预测全球手机市场有望在2020年增长1.7%,乐平科技视角
10815,2020-01-22,华为大牛股出自这里,财富动力网
10816,2020-01-22,A股早报2020年1月22日星期三,Wind
10817,2020-01-22,【公司点评】立讯精密：2019年业绩同比+73.4%，未来高速增长动力十足,吉森电子研究
10818,2020-01-21,陆股通成交额655.76亿元创今年以来新高,证券时报网
10819,2020-01-21,【华西电子孙远峰-每日观点&资讯】（2020-01-22）,远峰电子
10820,2020-01-21,【赢家资讯】01月21日收盘简评,赢家之星
10821,2020-01-21,A股共发生100宗大宗交易成交21.84亿元（1月21日）,Wind
10822,2020-01-21,深股通连续5日净卖出立讯精密累计净卖出13.96亿元,证券时报网
10823,2020-01-21,立讯精密(002475.SZ)：3.05亿元增资常熟立芯,格隆汇
10824,2020-01-21,立讯精密(002475.SZ)：控股股东近日通过大宗交易减持2648万股 减持股份,格隆汇
10825,2020-01-21,2只股获北向资金连续净卖出,证券时报网
10826,2020-01-21,无线充电概念股近三日最受主力资金青睐,证券时报网
10827,2020-01-21,立讯精密：控股股东减持0.49%股份,Wind
10828,2020-01-21,"立讯精密现17笔大宗交易 共成交49,560.03万元",新浪
10829,2020-01-21,【国盛策略】中美协议落地，消费再获增持,尧望后势
10830,2020-01-21,沪深两市主力资金净流出575.05亿元 京东方A净流入额居首,中证网
10831,2020-01-21,传和硕计划在越南设厂，为三星智能手机生产触控笔,网易
10832,2020-01-21,本报记者 卢梦琪 张心怡,中国电子报
10833,2020-01-21,电子周报：8K技术赋能为小间距显示行业发展带来新机遇,--
10834,2020-01-21,立讯精密：为苹果耳机而生,中国电子报
10835,2020-01-21,中国人寿正向情绪居首，众泰汽车负向情绪警笛拉响,21世纪经济报道
10836,2020-01-21,【金工】51家公司发布业绩预告，59家公司有限售股解禁——权益事件监测周报（联系人：郝倞、张世良） 解禁,渤海证券研究
10837,2020-01-21,华创证券：苹果产业链有望淡季不淡，配置价值凸显,证券时报网
10838,2020-01-21,每日理财观察：1月LPR报价较上次持平，月内基金分红逼近200亿,Wind
10839,2020-01-21,陆家嘴财经早餐2020年1月21日星期二,Wind
10840,2020-01-21,仅交易105天规模已逼近百亿元 首只科技ETF为啥这么火？,证券日报
10841,2020-01-21,TMT主题基金领涨市场年内最高收益已超20%,证券时报
10842,2020-01-20,光大策略 李瑾 | 资金净流入410亿元，两融余额提升——2020年第2周股市资金跟踪,超悦策略
10843,2020-01-20,四方面勾勒5G发展蓝图 逾七成公司年报业绩预喜,证券日报
10844,2020-01-20,数据解盘|北向资金连续净流入 电子元件主力资金净流入超39亿元,新浪
10845,2020-01-20,A股共发生124宗大宗交易成交25.39亿元（1月20日）,Wind
10846,2020-01-20,陈光明旗下首只公募基金股票仓位升至逾九成，增持了这些股票,澎湃新闻
10847,2020-01-20,睿远基金曝光最新底牌：把“马云概念股”踢出前十，傅鹏博“旧爱”再获宠,腾讯网
10848,2020-01-20,面对科技股牛市，你要足够大胆,中财网
