,2021-12-31,山西汾酒现1笔大宗交易 共成交884.25万元,新浪
10652,2018-09-04,机构动向：外资减消费加周期 私募在“吃面”,网易
10653,2018-09-04,【食品饮料|黄付生团队太平洋证券】悲观释放短期企稳，寻找净利润率提升的机会,太平洋证券研究
10654,2018-09-04,【食品饮料】范劲松、龚小乐：白酒行业中报总结：名酒业绩加速增长，旺季动销值得期待-20180903,中泰证券研究所
10655,2018-09-03,【建投食品饮料安雅泽团队】8.27-9.02周观点：白酒板块中报业绩出色，行业景气延续,CSC赏味食饮
10656,2018-09-03,行业周报：白酒高景气 中报再提速,佳酿网
10657,2018-09-03,"山西汾酒:经销商数量增长明显,汾牌带动低端高增",正点财经
10658,2018-09-03,"山西汾酒:市场协同效应良好,国企改革激发活力",正点财经
10659,2018-09-03,酒企半年报业绩靓丽 中秋临近白酒板块酝酿反弹,佳酿网
10660,2018-09-03,日常消费品：白酒高景气 荐3股,中银国际
10661,2018-09-03,食品饮料行业:行业景气周期拉长,中信建投
10662,2018-09-03,"山西汾酒:省内基础稳固,省外拓展加速,未来成长空间可期",证券之星
10663,2018-09-02,食品饮料：悲观释放短期企稳，寻找净利润率提升的机会【太平洋食品饮料|黄付生团队】,食品饮料大消费黄付生
10664,2018-09-02,"白酒""蓄水池""深与浅：一线龙头锐减 二三线高歌猛进",第一财经
10665,2018-09-02,【中泰食品饮料】周观点36：中报验证板块基本面强劲，再推行业龙头,中泰食品饮料
10666,2018-09-02,日常消费品：中报验证板块基本面强劲 荐3股,中泰证券
10667,2018-09-02,搜狐酒业周报丨19家上市酒企“茅五洋”营收占七成；酒类电商上半年实现盈利,搜狐
10668,2018-09-01,【民生策略】周期支撑A股上半年业绩，中小创业绩回落——A股2018年半年报分析,策略研究猿
10669,2018-09-01,三李齐聚后首秀创纪录！,I黑马
10670,2018-08-31,19家上市酒企半年报榜：茅五洋营收占比七成，竞争加剧销售成本普增,搜狐
10671,2018-08-31,汾酒打响西部酒企东出第一枪，重回巅峰增速领跑白酒十强,斑马消费
10672,2018-08-31,绩优基金 隐形重仓股曝光,证券时报网
10673,2018-08-31,3539家上市公司上半年净利增长14.39%，三大行业表现抢眼,中证报
10674,2018-08-31,"山西汾酒:青花引领,汾牌助力",平安证券
10675,2018-08-30,17家白酒上市公司晒半年成绩单，这三家占了总净利润的近八成,和讯
10676,2018-08-30,"山西汾酒:上半年净利润同比增56%,看好未来省外市场拓展",中证网
10677,2018-08-30,嘉实基金被套华润双鹤亏损超18% 多出自“小将”之手,中金在线
10678,2018-08-30,【山西汾酒中报点评：青花放量，省外趋势明朗， 改革加速释放潜力—方正食品饮料180829】,虎哥的研究
10679,2018-08-30,【山证食品】山西汾酒（600809.SH）中报点评：业绩符合市场预期，改革红利持续释放,山西证券研究所
10680,2018-08-29,全民“网拍”潮流势不可挡，法院、海关加速“线上化”,赛迪网
10681,2018-08-29,券商首次关注7股并给予买入评级（8月29日）,Wind
10682,2018-08-29,汾酒半年报点评：成长空间大且确定性高 远未到天花板,佳酿网
10683,2018-08-29,295股获券商买入评级 金风科技目标涨幅达121.66%,Wind
10684,2018-08-29,【食品饮料-苏铖】五粮液中报点评：业绩再超预期，改革行在途中,安信证券研究
10685,2018-08-29,白酒年轻化到底谁说了算,北京商报
10686,2018-08-29,"食品饮料行业周报:双汇进军熟食领域,或发动肉制品新引擎",平安证券
10687,2018-08-29,"山西汾酒:量价齐升叠加产品结构升级,增速和盈利双丰收",西南证券
10688,2018-08-29,"山西汾酒:青花高增不减,未来潜力仍大",东吴证券
10689,2018-08-29,山西汾酒:中高端产品加速增长省外开拓效果显著,开源证券
10690,2018-08-28,[看好评级]食品饮料行业周报：茅台再出措施旺季稳价 大众品龙头业绩超预期,中财网
10691,2018-08-28,【华创食饮董广阳龚源月团队】山西汾酒18年中报点评：青花系列维持高增速，环山西市场持续发力,--
10692,2018-08-28,[买入评级]山西汾酒(600809)中报点评：收入、利润高增长 省内省外齐发展,中财网
10693,2018-08-28,【实时|国信食饮】山西汾酒2018年中报点评：业绩符合预期，低档酒增速靓丽,瑶食梦饮
10694,2018-08-28,食品饮料传统旺季临近 机构集体捧场白酒股,中证网
10695,2018-08-28,晨会聚焦180828：重点关注华东医药、中国海诚、汉得信息、南极电商、科锐国际、宋城演艺,国信研究
10696,2018-08-28,白酒板块再起风云 顺鑫农业涨停多只个股跟涨,佳酿网
10697,2018-08-28,[买入评级]山西汾酒(600809)中报点评：产品结构升级推动业绩高增长,中财网
10698,2018-08-28,中秋白酒动销会如何？,佳酿网
10699,2018-08-28,山西汾酒（600809）18年中报点评：青花持续高增 业绩超预期 看好汾酒长期改善空间,申万宏源研究
10700,2018-08-28,山西汾酒2018中报点评：省外高速增长，改革将进入关键阶段【太平洋食品饮料|黄付生团队】,食品饮料大消费黄付生
10701,2018-08-28,[买入-A评级]山西汾酒(600809)中报点评：青花放量 全年目标完成乐观,中财网
10702,2018-08-28,【招商食品】古井贡酒：报表如期高增，全年后劲仍足,招商食品饮料
10703,2018-08-28,【招商食品】山西汾酒：省外加速增长，改革红利延续,招商食品饮料
10704,2018-08-28,[增持评级]山西汾酒(600809)中报点评：省外收入占比提升 业绩符合预期,中财网
10705,2018-08-28,【中泰食品饮料】山西汾酒：二季度延续高增长，省外占比持续提升,中泰食品饮料
10706,2018-08-28,[推荐评级]山西汾酒(600809)中报点评：青花汾酒和玻汾高成长可持续,中财网
10707,2018-08-28,操盘必读：8月28日证券市场要闻,财界网
10708,2018-08-28,巨丰早评：A股反弹将延续,巨丰财经
10709,2018-08-28,传统旺季临近 食品饮料板块迎估值修复良机,中证报
10710,2018-08-28,白酒业备战旺季 机构抱团持有只龙头股,证券日报
10711,2018-08-28,上半年净利增逾50% 山西汾酒混改进入实操阶段,时代周报
10712,2018-08-27,白酒公司密集披露半年报：仅一公司业绩下滑 证金调仓换股 盈利能力下降,e公司
10713,2018-08-27,山西汾酒半年报净利增逾5成 证金公司和社保基金双双退出前十大股东,e公司
10714,2018-08-27,三木集团上半年净利增176% 多家公司公布业绩,中金在线
10715,2018-08-27,今日解析：今为何飙涨 操作指南,中财网
10716,2018-08-27,山西汾酒：上半年净利9.37亿元 同比增长56%,e公司
10717,2018-08-27,山西汾酒：上半年净利润同比增55.76%,Wind
10718,2018-08-27,白酒板块持续走高,红周刊
10719,2018-08-27,8月27日复盘：投资机会增加 主力重点出击19股(名单),新浪
10720,2018-08-27,涨停板复盘：沪指三连阳创业板指涨近3% 5G概念爆发,新浪
10721,2018-08-27,市场展开报复性反弹,中财网
10722,2018-08-27,白酒股午后持续走高，龙头顺鑫农业午后封涨停,每日经济新闻
10723,2018-08-27,日常消费品：稳中求胜 荐6股,华鑫证券
10724,2018-08-27,[强于大市评级]深度*行业*食品饮料行业周报：长期费用投放有望趋于理性 关注乳品龙头机会,中财网
10725,2018-08-27,【安信食品|专题】食品饮料行业已出中报情况简析和总结,安信食饮
10726,2018-08-27,[看好评级]食品饮料行业周报：中秋旺季开启 持续关注猪瘟疫情,中财网
10727,2018-08-27,半年报解读丨顺鑫农业白酒营收57亿，地产亏损1亿拖累净利 亏损,搜狐
10728,2018-08-26,【华创食饮】180826周观点：迎中报密集周，观旺季销售月,--
10729,2018-08-26,[优于大市评级]食品行业周报：多家啤酒公司业绩加速改善,中财网
10730,2018-08-24,全民参与京东超级拍卖节“大众化”网拍成消费渠道,证券之星
10731,2018-08-24,服吗？有人花8643000元在京东买了瓶酒,驱动之家
10732,2018-08-24,股市快讯：白酒股早盘走势低迷 山西汾酒领跌,中国经济网
10733,2018-08-23,富邑牵手泸州老窖，透露出哪些“白+红”商业思考？,糖酒快讯
10734,2018-08-23,华润高管入驻汾酒董事会 汾酒混改进入深水期？,证券日报
10735,2018-08-22,首届京东超级拍卖节震撼开启 网络拍卖引领全新“生活方式”,证券之星
10736,2018-08-22,超跌+景气延续 白酒股长期价值浮现,中证报
10737,2018-08-21,中国白酒飘香第１９届布鲁塞尔国际烈酒大赛,新华网
10738,2018-08-21,大盘无量强势上攻 这四点将考验反弹成色几何！,每日经济新闻
10739,2018-08-21,[中性评级]食品饮料行业周报：中报业绩持续向好态势,中财网
10740,2018-08-21,8月21日复盘:谨防冲高回落 主力重点出击15股(名单),新浪
10741,2018-08-21,"涨停板复盘:三大股指集体涨超1% ""喝酒吃药""行情再现",新浪
10742,2018-08-21,[推荐评级]食品饮料行业周报：食品中报业绩稳健 板块配置价值突显,中财网
10743,2018-08-21,收评:市场信心回升沪指涨1.31% 消费板块活跃,新浪
10744,2018-08-21,白酒股纷纷大涨：基本面扎实 酒企上半年业绩亮眼,新浪
10745,2018-08-21,山西汾酒高开高走拉升5.14%报48.10元成交1.7亿元振幅5.90%,腾讯网
10746,2018-08-21,医药、白酒等大消费板块集体反弹，益丰药房大涨6%,国际金融报
10747,2018-08-21,白酒股全线回暖,Wind
10748,2018-08-21,快讯：山西本地股早盘活跃 太化股份等4股涨停,新浪
10749,2018-08-21,8月21日股市解盘直播,中财网
10750,2018-08-21,左侧猜“底”意义不大 反弹高度不可过于乐观,证券之星
10751,2018-08-21,广州万隆：大资金吸筹助A股开门红 国家队重要点位关口秀肌肉,中金在线
10752,2018-08-21,"食品饮料行业周报:基本面无异常,板块回调配置价值凸显",山西证券
10753,2018-08-20,[推荐评级]食品饮料行业周报：聚焦确定性最优品种,中财网
10754,2018-08-20,[看好评级]食品饮料行业周报：大众品增长稳健 白酒紧盯旺季销售,中财网
10755,2018-08-20,沪指收涨1.11%逼近2700点科技股尾盘绝地反击,搜狐
10756,2018-08-20,[买入评级]食品饮料行业周报：调整后关注优质价值股机会,中财网
10757,2018-08-20,[领先大市-A评级]食品饮料行业周报：本期专题：河南白酒实地调研反馈,中财网
10758,2018-08-20,[增持评级]食品饮料行业周报：中报业绩整体良好 静待中秋旺季行情,中财网
10759,2018-08-20,[强于大市评级]深度*行业*食品饮料行业周报：财富效应可能引发短期波动 长期因素并未变化,中财网
10760,2018-08-20,[看好评级]食品饮料行业周报：板块调整过后估值更具吸引力,中财网
10761,2018-08-20,午间综述：金融股频护盘难改大局 潜伏等待A股回升,腾讯网
10762,2018-08-20,茅台董事长给汾酒董事长写了封致歉信 里面都说了啥？,第一财经
10763,2018-08-20,食品饮料周报第94期（201831）：板块调整过后估值更具吸引力,开源证券研究所
10764,2018-08-20,[买入评级]食品饮料行业投资策略：白酒企业二季度淡季仍保持较快增长 继续看好白酒和食品龙头,中财网
10765,2018-08-20,白酒板块跌近1% 水井坊复牌跌停,腾讯网
10766,2018-08-20,白酒板块仍持续低迷，水井坊遭跌停,Wind
10767,2018-08-20,沪深两市周一涨跌互现 创业板指下跌0.42%,股城网
10768,2018-08-20,白酒板块开盘大跌,证券之星
10769,2018-08-20,山西汾酒低开低走重挫5.12%报44.68元成交3587万元振幅5.56%,腾讯网
10770,2018-08-20,[优于大市评级]食品行业周报：量缩价升 华润啤酒中报盈收双增,中财网
10771,2018-08-20,【市场低迷致板块杀跌，但基本面依旧稳定向好—方正食品饮料180819】,虎哥的研究
10772,2018-08-20,华润系将进驻山西汾酒董事会,全景网
10773,2018-08-20,【国君食品】周观点：谨慎看待白酒板块预期下移，啤酒行业缓慢爬升,OhShopping讲饮讲食
10774,2018-08-20,山西汾酒混改提速 华润系高管将入董事会,每日经济新闻
10775,2018-08-19,日常消费品：继续看好白酒和食品龙头 荐16股,广发证券
10776,2018-08-17,茅台董事长李保芳给汾酒掌门人李秋喜致歉信(全文),第一财经
10777,2018-08-17,汾酒茅台“国酒之争”消弭 高调呼吁白酒行业竞合发展,中新网
10778,2018-08-17,CFi收盘揭秘:机构恐慌出逃 最后一个空头等破2638点,中财网
10779,2018-08-17,看好中国｜消费升级---基本面并无异常 下跌带来布局机会,巨丰财经
10780,2018-08-17,广证恒生-融资融券日报-沪指下跌，两融下降-20180817,广证恒生策略研究
10781,2018-08-17,白酒行业景气度延续 次高端放量洋河股份发展势能可期,每日经济新闻
10782,2018-08-17,盘前参考:利好走or留 就看A股能否赢道指1.58%涨幅,中财网
10783,2018-08-17,皮海洲：你信吗？茅台集团放弃“国酒”这个称号了,中财网
10784,2018-08-17,食品饮料板块短期遇冷 龙头企业估值优势显现,中证报
10785,2018-08-16,易方达郭杰携两基金交叉持股改革改成了“喝酒”,新浪
10786,2018-08-16,睿至知识产权解析：茅台国酒商标为何以失败告终？,南方财富网
10787,2018-08-16,“智慧茅台”的舍与得,南方财富网
10788,2018-08-16,证券研究院 | 没了“国酒”招牌，茅台会如何发展？,腾讯网
10789,2018-08-16,外围局势动荡引发全球股市下跌,国盛证券
10790,2018-08-16,茅台17年国酒商标梦破 老百姓不常喝怎能自封国酒,中国经济网
10791,2018-08-15,茅台集团撤除诉讼：让市场回答比让牌子加持更好,新浪
10792,2018-08-15,白酒行业盈利能力进一步提升 高端化成未来发展关键词,前瞻研究院
10793,2018-08-15,"兴业聚利年内亏超20% 昔日冠军腊博""一拖六""业绩疲软",中国经济网
10794,2018-08-15,不只茅台，任何酒都不该冠以“国酒”,新京报
10795,2018-08-14,茅台撤诉了：历时17年 国酒茅台商标注册路一波三折,国际金融报
10796,2018-08-14,“国酒茅台”商标被驳 “国酒”之争彻底消停？,21世纪经济报道
10797,2018-08-14,[看好评级]食品饮料行业周报：短期消费带来波动 行业基本面无异常,中财网
10798,2018-08-14,[推荐评级]食品饮料行业周报：白酒调研反馈积极 绝味需求向好扩产继续,中财网
10799,2018-08-14,茅台“国酒”梦碎致歉，是幡然醒悟还是另有所图？,第一财经
10800,2018-08-14,[强烈推荐评级]“白酒封神榜”系列报告之二：洋河股份(002304)十五年复盘暨展望：名酒复兴之标杆,中财网
10801,2018-08-14,茅台致歉：充分尊重商评委“不予注册”决定,新京报
10802,2018-08-14,17年了 茅台放下“国酒”执念,和讯
10803,2018-08-14,茅台认输:死磕国酒商标17年申请10次 转眼却撤诉致歉,新浪
10804,2018-08-14,茅台撤回商标诉讼？注册“国酒茅塔”两度失败,澎湃新闻
10805,2018-08-14,股市快讯：白酒股早盘集体走强 古井贡酒领涨,中国经济网
10806,2018-08-14,快讯：白酒板块异动拉升 口子窖大涨近4%,新浪
10807,2018-08-14,皮海洲：“国酒”不能成为茅台的专用商标,中财网
10808,2018-08-14,茅台申请撤诉并致歉 “国酒茅台”商标案告一段落,中国网
10809,2018-08-13,食品饮料龙头成长系列：再解调味品龙头成长史,长江食品饮料研究
10810,2018-08-13,日常消费品：关注龙头业绩表现 荐8股,开源证券
10811,2018-08-13,聚焦核心品种 关注超跌个股,佳酿网
10812,2018-08-13,注册“国酒”商标再被否 茅台请商评委“吃官司”，拉31家机构和酒企陪席,每日经济新闻
10813,2018-08-13,[强于大市评级]深度*行业*食品饮料行业周报：消费增速波动对食饮上市公司影响较小,中财网
10814,2018-08-13,午评：市场人气低迷 权重股带头调整,e公司
10815,2018-08-13,[推荐评级]食品饮料行业周报：七月线上增速有所回落 线下茅台终端需求最旺,中财网
10816,2018-08-13,【建投食品饮料安雅泽团队】8.06-8.12周观点：龙头估值已具备优势，业绩将是强有力催化剂,CSC赏味食饮
10817,2018-08-13,[推荐评级]食品饮料行业周报：白酒本质是结构性趋势 悲观预期致板块超跌,中财网
10818,2018-08-13,食品饮料周报第93期（201830）：中报密集披露期 关注龙头业绩表现,开源证券研究所
10819,2018-08-13,【白酒本质是结构性趋势，悲观预期致板块超跌—方正食品饮料180812】,虎哥的研究
10820,2018-08-13,"茅台注册""国酒""再被否并遭一众反对 起诉商标委和酒企",每日经济新闻
10821,2018-08-13,茅台起诉商评委恐难翻盘 国酒商标不能一家企业独占,中国经济网
10822,2018-08-12,茅台为夺“国酒”商标起诉商评委：此前两度申请都被驳回,澎湃新闻
10823,2018-08-12,"""国酒茅台""广告铺天盖地 但这称谓从未得到官方认定",新浪
10824,2018-08-11,3个月资金净流入上千亿北向资金加仓A股都买了啥？,搜狐
10825,2018-08-11,124只个股获券商青睐 四维度选出10只绩优股,证券日报
10826,2018-08-10,中泰证券：估值回落价值凸显 优先配置茅台和强势区域酒,证券时报网
10827,2018-08-10,这批高成长龙头股市盈率或已低于30倍（名单）,中财网
10828,2018-08-09,山西汾酒年报推10派6元 股权登记8月16日,金融界
10829,2018-08-09,【华创食饮董广阳龚源月团队】草根调研系列报告-七月：线上增速有所回落，线下茅台需求最旺,--
10830,2018-08-09,广证恒生-融资融券日报-沪指下跌，两融下降-20180809,广证恒生策略研究
10831,2018-08-09,[中性评级]食品饮料行业周报：品旺饮季料来临 龙头公司业绩增长稳健,中财网
10832,2018-08-08,山西汾酒：混改提速势能爆发,中国经济时报
10833,2018-08-07,【国金策略】二级市场首度转为净增持--资金周度监测122期（魏雪/李立峰等）,策略李立峰与行业配置笔记
10834,2018-08-07,如何看待茅台1399的促销政策？,佳酿网
10835,2018-08-07,广证恒生-融资融券日报-沪指下跌，两融下降-20180807,广证恒生策略研究
10836,2018-08-07,8月7日券商晨会研报汇编,证券日报
10837,2018-08-07,"食品饮料行业周报:行业基本面良好,板块回调配置良机凸显",山西证券
10838,2018-08-07,"舍得酒业:回购股票传递积极信号,公司对未来充满信心",证券之星
10839,2018-08-06,再下一城！山西国资改革迎风口，这些要点必看,Wind
10840,2018-08-06,日常消费品：基本面并无异常 荐3股,中银国际
10841,2018-08-06,创业板指再创新低,红周刊
10842,2018-08-06,富荣基金：基本面向好叠加消费升级，持续看好白酒行业周期红利,中金在线
10843,2018-08-06,融资客最看好个股一览,证券时报
10844,2018-08-06,白酒龙头中期业绩增长良好 建议关注,佳酿网
10845,2018-08-06,白酒、医药等白马板块持续杀跌,e公司
10846,2018-08-06,食品饮料周报第92期（201829）：伊利稳步海外布局 高端白酒业绩表现亮眼,开源证券研究所
10847,2018-08-06,【有基本面、有业绩，静待市场转机—方正食品饮料180805】,虎哥的研究
10848,2018-08-06,贵州茅台发财报山西汾酒惨跌：高端白酒股估值见顶？,中国经济网
10849,2018-08-05,日常消费品：有基本面及有业绩 静待市场转机,方正证券
10850,2018-08-05,日常消费品：向好趋势不改 荐4股,中泰证券
10851,2018-08-03,快讯：大消费和医疗集体低迷 安图生物等多股跌停,新浪
10852,2018-08-03,上证指数探底回升 创业板指则低位震荡,股城网
10853,2018-08-03,酒类股走势疲弱 舍得酒业山西汾酒跌幅超5%,证券时报网
10854,2018-08-03,【川财研究所*深度报告】泸州老窖（000568）：踏上新征途，行业、公司、产品全面景气,川财研究
10855,2018-08-02,五粮液大商银基京津地区疑停摆转型B2B业绩亏损触礁 亏损,新浪
10856,2018-08-02,A股三大股指均跌逾2%，中西部基建板块午后一飞冲天,每日经济新闻
10857,2018-08-02,A股跌跌不休：沪指跌3%深指跌4%，创业板失守1500点,观察者网
10858,2018-08-02,午评：沪指大跌2.45% 创业板指创三年多新低,e公司
10859,2018-08-02,山西汾酒跌停，报54.05元,腾讯网
10860,2018-08-02,白酒板块走势疲弱 贵州茅台跌逾2%,证券时报网
10861,2018-08-01,【招商食品】老白干酒：业绩符合预期，内生收入提速,招商食品饮料
10862,2018-08-01,【招商食品】老白干酒：并表影响消除，增速合理回归,招商食品饮料
10863,2018-07-31,[看好评级]食品饮料行业周报：白酒行稳致远景气不变 榨菜中报超预期继续推荐,中财网
10864,2018-07-31,[买入评级]食品饮料行业周报：关注中报行情 坚守龙头,中财网
10865,2018-07-31,[买入评级]食品饮料行业周报：白酒、食品龙头中期业绩增长良好 建议关注白酒、食品龙头,中财网
10866,2018-07-31,食品饮料行业动态：市场再次低估了名酒成长的可持续性,中财网
10867,2018-07-31,"食品饮料行业周报2018第30期:乱世喧嚣守本心,迎接食品中报行情",长城证券
10868,2018-07-31,"食品饮料行业周报:板块维持调整走势,行业保持稳健基本面",开源证券
10869,2018-07-30,新高桥：新零售下一个入口是社区便利店,亿邦动力
10870,2018-07-30,【建投食品饮料安雅泽团队】7.23-7.29周观点：关注中报行情，坚守龙头,CSC赏味食饮
10871,2018-07-30,【食品饮料Q2基金持仓分析】重仓持股环比提升，白酒板块持股占比最高,CSC赏味食饮
10872,2018-07-30,日常消费品：建议关注白酒及食品龙头 荐18股,广发证券
10873,2018-07-30,[推荐评级]食品饮料行业周报：布局估值切换 首推白酒调味品,中财网
10874,2018-07-30,[推荐评级]食品饮料行业周报：中报行情聚焦绩优公司,中财网
10875,2018-07-30,[增持评级]食品饮料每周小评：中报值得期待 静待板块改善再起航,中财网
10876,2018-07-29,【华创食饮董广阳龚源月团队】180729周观点：中报行情聚焦绩优公司,--
10877,2018-07-29,日常消费品：静待旺季到来 荐5股,中泰证券
10878,2018-07-28,全国白酒标准化委员会清香型白酒分技术委员会换届大会暨第二届一次全体委员大,酒业新闻网
10879,2018-07-28,古井贡的百亿梦：“举战旗”还是“放卫星”,中国经营报
10880,2018-07-26,积极把握白酒板块中报行情,佳酿网
10881,2018-07-26,业绩捷报+涨价潮 白酒板块尾盘活跃走强,佳酿网
10882,2018-07-26,[推荐评级]食品饮料行业周报：关注优质品种中报期表现,中财网
10883,2018-07-26,【食品饮料】食品饮料2018年中报前瞻,中银国际证券研究
10884,2018-07-26,【国君食品】山西汾酒更新报告：青花延续高增，人事改革全面提速,OhShopping讲饮讲食
10885,2018-07-26,[增持评级]山西汾酒(600809)公司更新报告：青花延续高增 人事改革全面提速,中财网
10886,2018-07-25,【平安重点】行业专题报告*食品饮料*食饮&白酒2Q超配加大，北上资金偏爱绝对龙头*强于大市,平安研究
10887,2018-07-25,[强于大市评级]食品饮料行业专题报告：食饮&白酒2Q超配加大 北上资金偏爱绝对龙头,中财网
10888,2018-07-25,沪深两市呈现窄幅震荡格局 上证指数上涨0.09%,股城网
10889,2018-07-25,[看好评级]食品饮料行业周报：中报业绩捷报频传 关注超预期个股,中财网
10890,2018-07-25,[维持推荐评级]顺鑫农业(000860)观点聚焦：高性价比和运营效率正在颠覆大众白酒,中财网
10891,2018-07-24,2018年基金中报分析：消费环比加仓，未来震荡向上【食品饮料黄付生团队｜太平洋证券】,食品饮料大消费黄付生
10892,2018-07-24,[推荐评级]食品饮料行业深度研究报告：板块重仓比例提升 聚焦稳定性龙头,中财网
10893,2018-07-24,[买入评级]食品饮料行业周报：关注中报业绩释放 坚守龙头寻找确定性机会,中财网
10894,2018-07-24,食品饮料：白酒延续一季报趋势次高端是亮点,顶尖财经网
10895,2018-07-24,[买入评级]食品饮料行业周报：2018Q2国内公募基金持仓占比提升 建议关注白酒、食品龙头,中财网
10896,2018-07-24,[推荐评级]食品饮料行业周报：名酒企成长逻辑依然清晰 板块性价比仍在,中财网
10897,2018-07-24,[强于大市评级]深度*行业*食品饮料行业周报：受益于高增长和稳定性 2Q18食品饮料基金仓位重新上升,中财网
10898,2018-07-23,【国君食品】2018Q2基金重仓食品饮料板块分析：预期高企、抱团明显，Q2板块基金重仓回升,OhShopping讲饮讲食
10899,2018-07-23,食品饮料2Q18基金持仓分析：重仓比例新高，食品热度不减,长城证券
10900,2018-07-23,[看好评级]食品饮料行业周报：基金Q2持仓明显提升 继续看好板块配置价值,中财网
10901,2018-07-23,深度*行业*基金2Q18食品饮料仓位：仓位重新上升,中财网
10902,2018-07-23,[推荐评级]食品饮料行业周报：6月白酒、啤酒产量同比下滑 不改行业中长期逻辑,中财网
10903,2018-07-23,[推荐评级]食品饮料行业周报：中报业绩前瞻,中财网
10904,2018-07-23,[增持评级]中泰食品饮料周报：洋河&乳业数据跟踪,中财网
10905,2018-07-23,[领先大市-A评级]食品饮料行业周报：本期专题：刚需逻辑成为白酒投资主线,中财网
10906,2018-07-23,[优于大市评级]食品行业周报：贵州茅台、五粮液加速改革值得关注,中财网
10907,2018-07-23,[推荐评级]食品饮料行业周报：茅台数据超预期 五粮液改革再加速,中财网
10908,2018-07-23,【中报业绩前瞻—方正食品饮料180722】,虎哥的研究
10909,2018-07-23,"食品饮料行业周报:中报行业盈利良好,看好白酒及必须消费板块",国海证券
10910,2018-07-23,"食品饮料行业:中报季拉开序幕,关注业绩超预期标的",开源证券
10911,2018-07-22,【华创食饮董广阳龚源月团队】华创食饮周观点：茅台数据超预期，五粮液改革再加速,--
10912,2018-07-21,三细分领域景气度有望持续8只食品饮料股被机构扎堆看好,证券日报
10913,2018-07-19,高端稳增向好：公司中报预测假设及最新跟踪,佳酿网
10914,2018-07-19,[推荐评级]食品饮料行业中报预览：高端稳增向好 大众略有分化,中财网
10915,2018-07-18,汾酒打响酒业圈地运动第一枪,酒业新闻网
10916,2018-07-18,白酒企业提前布局中秋行情,广州日报
10917,2018-07-18,障碍重重 汾酒铁心走出山西,新浪
10918,2018-07-17,[推荐评级]食品饮料行业周报：白酒淡季持续看好 食品推荐西王食品,中财网
10919,2018-07-17,7月17日券商晨会研报汇编,证券日报
10920,2018-07-17,[强于大市评级]深度*行业*食品饮料行业周报：白酒中报值得期待,中财网
10921,2018-07-17,白酒股上半年业绩传捷报 投顾：关注绩优超跌个股,佳酿网
10922,2018-07-17,"食品饮料行业跟踪周报:淡季不淡,把握板块长期逻辑与短期催化",东吴证券
10923,2018-07-16,[看好评级]食品饮料行业周报：高端酒价格已上行 看好板块下半年估值切换行情,中财网
10924,2018-07-16,[买入评级]食品饮料行业周报：2018H1阿里系食品饮料销售数据靓丽 建议关注白酒、食品龙头,中财网
10925,2018-07-16,[领先大市-A评级]食品饮料行业周报：刚需抗风险角度选股 地产酒热度不减,中财网
10926,2018-07-16,【招商食品丨最新】与业绩为友，为业绩喝彩（附茅五泸、古井、中炬最新跟踪）,招商食品饮料
10927,2018-07-16,[推荐评级]食品饮料行业周报：白酒中期业绩频预喜 行业处于盈利能力扩张期,中财网
10928,2018-07-16,“行走的汾酒”走进郑州，“实景酿造”展现汾酒文化自信,苏南网
10929,2018-07-16,7月16日早间行业热点聚焦,中证网
10930,2018-07-16,食品饮料周报第89期（201826）：上半年食品烟酒价格同比上涨0.8%,开源证券研究所
10931,2018-07-16,【市场反弹小白马先行，五粮液批价回升—方正食品饮料180715】,微信
10932,2018-07-15,白酒区域研究之江西市场：规模处于中等水平，地产酒表现强势,长江食品饮料研究
10933,2018-07-13,机构博弈古井贡酒 游资追捧天华超净,证券时报
10934,2018-07-13,龙虎榜解密|白酒涨价？3机构爆买近1.4亿，古井贡酒强势涨停!,云掌财经
10935,2018-07-13,淡季涨价受关注 酿酒板块震荡攀升,中证网
10936,2018-07-13,【平安重点】行业动态跟踪报告*食品饮料*2Q行业趋势仍向好，绝对龙头确定稳增*强于大市,平安研究
10937,2018-07-13,巨丰投顾：大盘缩量整理 四大板块表现抢眼,巨丰财经
10938,2018-07-13,[强于大市评级]食品饮料行业2018中报前瞻：2Q行业趋势仍向好 绝对龙头确定稳增,中财网
10939,2018-07-13,白酒股持续走强整体涨逾2% 古井贡酒涨逾8%,中国经济网
10940,2018-07-13,酿酒行业表现强势 古井贡酒逼近涨停,金融界
10941,2018-07-13,白酒股早盘集体走强 广誉远领涨,中国经济网
10942,2018-07-13,快讯：白酒板块集体异动拉升 口子窖涨幅超3%,新浪
10943,2018-07-13,山西汾酒：7月12日融资余额为4.05亿元，较前一日骤增10.63%,Wind资讯
10944,2018-07-12,白酒股走高 顺鑫农业涨逾6%凯乐科技涨逾4%,中国经济网
10945,2018-07-12,[买入评级]食品饮料行业周报：高端、区域白酒龙头基本面良好 建议关注白酒、食品龙头,中财网
10946,2018-07-12,行业高景气助推白酒股业绩向好,大众证券报
10947,2018-07-12,[买入评级]山西汾酒(600809)公司点评：省外市场加速增长 改革红利持续释放,中财网
10948,2018-07-12,白酒板块上半年业绩向好,中证报
10949,2018-07-11,【申万食品饮料-吕昌团队】茅台终端价上移 仍是行业“晴雨表”：白酒终端（线上&线下）系列调查之十一,申万食品饮料研究
10950,2018-07-11,山西汾酒：中金评级目标价92元 上涨53%,和讯
