,2021-12-31,通策医疗股价半年腰斩 中泰证券国元证券8月份喊买入,中国经济网
1321,2020-08-06,通策医疗(600763)2020年中报点评：疫情影响上半年业绩有所拖累 Q2全面恢复业务增长有加快趋势,新浪
1322,2020-08-06,通策医疗(600763)2020年中报点评：二季度业绩复旧如新 儿科业务增速亮眼,新浪
1323,2020-08-05,身处优质赛道，口腔医疗服务龙头通策医疗上半年净利1.45亿，第二季度省内省外花开正盛丨领航100,和讯
1324,2020-08-05,【面包财报】通策医疗：2020年上半年归母净利润1.45亿元，同比下降30.22% 盈利能力下降,面包财经
1325,2020-08-05,通策医疗：2020年上半年归母净利润1.45亿元，同比下降30.22% 盈利能力下降,面包财经
1326,2020-08-05,通策医疗(600763)：公司二季度单季业绩恢复增长 全年增长可期,新浪
1327,2020-08-05,兴证医药2020年8月投资月报：再论大创新时代的创新疫苗,新浪
1328,2020-08-04,【天风医药】通策医疗：新冠疫情影响消减，二季度业务恢复良好,思医辨药
1329,2020-08-04,拆财报丨口腔龙头的突破之道：通策医疗二季度强势回归，精准深耕儿童牙科,21世纪经济报道
1330,2020-08-04,通策医疗上半年净利润降三成 业绩大降股价为何反而创新高 盈利能力下降,GPLP犀牛财经
1331,2020-08-04,通策医疗(600763)：二季度业绩恢复情况良好 下半年有望再加速,新浪
1332,2020-08-04,医药生物行业报告：疫情后周期拥抱医药新基建和大消费 重点关注疫苗赛道,新浪
1333,2020-08-04,通策医疗(600763)：Q2快速恢复 维持全年30%增长预期不变,新浪
1334,2020-08-03,下滑！通策医疗：2020年半年度净利润约1.45亿元，同比下降30.22% 盈利能力下降,每日经济新闻
1335,2020-08-03,通策医疗(600763.SH)：上半年净利降30.22%至1.45亿元 盈利能力下降,格隆汇
1336,2020-08-03,通策医疗：上半年净利润同比减少30.22% 盈利能力下降,Wind
1337,2020-08-01,股价创历史新高股一览,证券时报网
1338,2020-07-23,涨停潮！疫苗连传好消息，下半年医改重点任务已敲定,中证报
1339,2020-07-22,通策医疗(600763)首次覆盖报告：口腔医疗服务龙头企业 未来发展可期,新浪
1340,2020-07-18,【浙商医药|策略】全球接轨、替代升级─2020年医药中期投资策略,杏林建研
1341,2020-07-18,2020年医药中期投资策略：全球接轨、替代升级,新浪
1342,2020-07-12,华齿口腔(873311)华齿口腔：区域性民营口腔医疗领先企业,新浪
1343,2020-07-10,美年健康(002044)：三问三答看“新”美年,新浪
1344,2020-07-10,未来殡葬行业龙头、3个百亿…东吴证券两名分析师栽了,中国基金报
1345,2020-07-06,医药生物行业2020年7月投资月报：风格会切换么？耗材集采怎么看？,新浪
1346,2020-07-04,生物医药行业2020年中期策略：守正出奇 行稳致远,新浪
1347,2020-06-30,医疗股劲吹“冲锋号”，A股首只翻倍医疗ETF诞生,Wind
1348,2020-06-28,医药生物行业周报：拥抱药物创新和器械创新大时代,新浪
1349,2020-06-24,医药行业半年度策略报告：紧抓“抗疫”和“自主定价”两大主线,新浪
1350,2020-06-23,【医药2020H1业绩前瞻】刚需属性逐步显现，Q2业绩加速趋势明显,兴证医药健康
1351,2020-06-22,暴涨638倍！A股百倍股来了，第一牛股是它！这份潜力牛股名单请收藏,证券时报网
1352,2020-06-22,北向资金加仓 通策医疗股价再创新高,证券时报网
1353,2020-06-19,通策医疗股价又创新高，今日涨3.31%,证券时报网
1354,2020-06-17,通策医疗股价创新高，北向资金抢先加仓,证券时报网
1355,2020-06-08,医药生物行业周报：全球疫情持续 API和CDMO二季度超预期机会明显,新浪
1356,2020-06-08,生物医药行业周报：国家首发文推动未过评药品进入集采 可选品种范围扩大,新浪
1357,2020-06-06,医药板块飙升逾30%年内霸榜，五大关键词勾画投资新赛道,Wind
1358,2020-06-05,医药生物行业6月投资策略：后疫情时代 把握恢复性子行业和医药“新基建”增量赛道,新浪
1359,2020-06-02,医药生物行业投资策略月报：布局高景气度细分领域 聚焦业绩持续增长带来的机会,广发证券
1360,2020-06-01,运行平稳样本丰富，科创板指数应尽快推出,证券时报
1361,2020-05-31,通策医疗(600763.SH)：控股股东质押合计350万股及解质200万股,格隆汇
1362,2020-05-30,通策医疗：控股股东股份质押比例为52.78%,每日经济新闻
1363,2020-05-29,通策医疗持续走强，股价再创新高,证券时报网
1364,2020-05-28,通策医疗遭问询：资助企业属同一实控人遭疑，业绩放缓省外突破难 问询,时代在线
1365,2020-05-25,生物医药行业周报：第三批带量采购即将开展 仿制药集采进入常态,新浪
1366,2020-05-24,百元股扩容至近70只 抓业绩搞价值投资才有出路,投资快报
1367,2020-05-22,通策医疗回复问询函 问询,Wind
1368,2020-05-19,医药生物行业日报：医药指数创近五年来新高,新浪
1369,2020-05-19,市值逆势激增百亿 通策医疗“独立行情”卖的什么药？,新浪
1370,2020-05-19,医药生物行业专题研究：从财报看未来 多点开花 把握医药行业发展韧性,新浪
1371,2020-05-18,通策医疗：下属医院全面恢复诊疗,中证网
1372,2020-05-15,生物医药行业点评：化药注射剂一致性评价开启 市场已有充分预期,新浪
1373,2020-05-15,通策医疗遭上交所问询:净利率蹊跷 或存损害投资者利益行为 问询,新浪
1374,2020-05-14,通策医疗是否损害投资者：大额对外资助 3年分红962万,中国经济网
1375,2020-05-14,金融工程：沪深300及中证500成分股调整名单预测,新浪
1376,2020-05-13,通策医疗收问询函 问询,Wind
1377,2020-05-13,首次，茅台市值超越贵州GDP！A股版漂亮50回归？,证券时报网
1378,2020-05-09,【民生医药|周报】超额收益持续，推荐加仓API、医疗器械,杏林建研
1379,2020-05-08,通策医疗(600763.SH)控股股东质押660万股 解押1080万股,格隆汇
1380,2020-05-05,【华创证券】通策医疗（600763）2019年报及2020年一季报点评：口腔专科连锁龙头，报告期内实现靓丽业绩,华创医药组公众平台
1381,2020-05-01,【太平洋医药】通策医疗19年报&20Q1点评：总院、分院业绩稳健，公司业绩恢复速度超预期,医药佐料
1382,2020-04-27,53家上市公司连续10年双增长！债务、兑付能力不可不了解,Wind
1383,2020-04-26,口腔医疗连锁机构通策医疗一季度大幅亏损 经营活动产生现金流由正转负 亏损,和讯
1384,2020-04-26,57股本周逆市创新高，集中三大行业,证券时报
1385,2020-04-25,通策医疗一季度营收降5成净利由盈转亏，股价却创新高，疑为基金报团取暖,环球老虎财经
1386,2020-04-25,【东兴医药胡博新团队】通策医疗（600763）：公司发展模式稳健，2020Q1业绩受疫情拖累 盈利能力下降,医药新观
1387,2020-04-24,通策医疗：净利润连续13年保持增长,览富财经
1388,2020-04-24,费用控制不错！通策医疗净利润增近四成,和讯
1389,2020-04-24,通策医疗：2019年年度主要财务指标,上交所
1390,2020-04-23,通策医疗：2019年净利4.63亿元 同比增39%,e公司
1391,2020-04-23,通策医疗(600763.SH)：一季度业绩盈转亏至1854.71万元 亏损,格隆汇
1392,2020-04-23,通策医疗：2019年净利润同比增长39.44%,Wind
1393,2020-04-23,通策医疗：一季度净亏损1854.71万元，由盈转亏 亏损,Wind
1394,2020-04-10,A股首只创新药ETF今日上市，这一指数年化收益超16%,券商中国
1395,2020-03-13,通策医疗：控股股东宝群实业解质及再质押900万股,中国网
1396,2020-03-13,通策医疗(600763.SH)控股股东解质及再质押900万股,格隆汇
1397,2020-03-10,【通策医疗*全铭】深度：口腔医疗服务龙头企业，扩张模式可复制，助企业快速增长,东吴研究所
1398,2020-03-03,【粤开富瑞《扬帆一号》】组合投资策略 外围市场和北上资金是重要风向标,微信
1399,2020-03-02,通策医疗关于公司董事辞职的公告 董监高成员变化,新浪
1400,2020-03-02,通策医疗：董事王仁飞辞职,Wind
1401,2020-02-26,中国口腔医疗集团成第二个“通策医疗”？,新浪
1402,2020-02-25,收藏！A股50只优质白马股盘点！（名单）,金融界
1403,2020-02-16,【民生医药|周报】2/24：疫情概念股调整，非药龙头短期表现较好,杏林建研
1404,2020-02-07,天风证券：通策医疗买入评级,天风证券
1405,2020-02-07,券商首次关注3股并给予买入评级（2月7日）,Wind
1406,2020-02-06,通策医疗暂停诊疗服务 开展线上口腔健康咨询,资本邦
1407,2020-02-06,通策医疗(600763.SH)旗下多家医院开展线上口腔健康咨询服务,格隆汇
1408,2020-02-01,通策医疗：核心医院维持快速增长，3月底开始业务已经恢复【国盛医药张金洋团队】,国医盛视
1409,2020-01-16,专科医院下沉县域加速 爱尔眼科18.7亿元 收购30家基层医院,21世纪经济报道
1410,2020-01-11,2019，券商“吹”票大年！3100点之上，你跟不跟？,搜狐
1411,2020-01-09,专题：中国上市公司高质量发展在行动,证券时报网
1412,2020-01-06,【东兴医药】医药行业：4800万不孕夫妇勾画万亿辅助生殖市场蓝图，卖方市场催生龙头溢价 ——辅助生殖行业专题报告系列之一,东兴研究圈
1413,2019-12-26,口腔医疗行业持续高增长，千亿市场规模迎来高光时刻,格隆汇
1414,2019-12-23,通策医疗股票有什么投资价值？,资本邦
1415,2019-12-19,通策医疗二股东捐市值逾9亿股票 今年新登富豪榜,每日经济新闻
1416,2019-12-19,10年1个亿变24亿，远超茅台！20倍超级医药大牛股背后的最大赢家，刚宣布豪捐10亿！,e公司
1417,2019-12-19,通策医疗：股东鲍正梁向存济教育基金会捐赠961.92万股股票,e公司
1418,2019-12-19,通策医疗：股东捐赠3%股份,第一财经
1419,2019-12-09,通策医疗(600763.SH)放弃优先认购权眼科管理公司拟引入增资方大健康基金,格隆汇
1420,2019-12-05,政策加剧生物医药行业分化 五股腾飞在即掘良机,证券时报网
1421,2019-12-03,熊市买什么样的股票才能收获2年5倍的收益？,金融界
1422,2019-11-26,北上资金单日200多亿净买入刷新历史，多股尾盘亿元大单竞价扫货,Wind
1423,2019-11-22,高位医药股全线杀跌，我武生物、康泰生物双双跌停,Wind
1424,2019-11-21,民营机构借资本掘金千亿口腔医疗市场,第一财经
1425,2019-11-19,【通策医疗】大幅拉升1.91% 股价创近2个月新高,金融界
1426,2019-11-19,医药板块整体依然突出，创新药、医疗器械等多条主线表现亮眼！,制药网
1427,2019-11-17,【西部医药吴文华】医药行业周报（2019.11.11-2019.11.17）：医改逐步推进，立足改革创新,微信
1428,2019-11-15,【东兴医药胡博新团队】未来十年，十倍成长，预计种植牙行业年均复合增速达25%——口腔行业专题报告系列之一,医药新观
1429,2019-11-13,【通策医疗】大幅拉升5.93% 股价创近2个月新高,金融界
1430,2019-11-11,【西部医药吴文华】2019年医药行业三季报综述：医药整体稳健增长，子行业分化较为明显,微信
1431,2019-11-11,【华泰金工林晓明团队】聚焦黄金赛道：投资医疗行业指数——兼谈华宝中证医疗ETF投资价值20191112,华泰金融工程
1432,2019-11-06,通策医疗：关于公司名称变更完成工商变更登记的公告 业务变化,上交所
1433,2019-11-04,通策医疗陷规模成长困境 过度依赖浙江区域市场 经营问题,新浪
1434,2019-11-04,通策医疗：业绩符合预期 盈利能力提升,国泰君安
1435,2019-10-31,"到底发生了什么多只大牛股集体跌停!刚刚,又有白马股业绩""爆雷""",中国基金报
1436,2019-10-31,概念股退潮白马股承压 股指延续震荡,上证报
1437,2019-10-30,净利增长45%股价却跌停 通策医疗陷盈利持续性质疑 盈利能力下降,新浪
1438,2019-10-30,增速下滑，十倍白马高台跳水，后市谨防“业绩杀”,Wind
1439,2019-10-29,通策医疗：前三季度净利润同比增45.13%,Wind
1440,2019-10-25,逾300股年内创历史新高，60股自高点回撤幅度超40%,Wind
1441,2019-10-24,【民生医药】医药生物2019年三季报总结：基本面进入值得期待的新周期,杏林建研
1442,2019-10-24,上证指数十年原地踏步，这些股票凭什么涨了10倍以上？,腾讯网
1443,2019-10-14,通策医疗(600763.SH)第二大股东质押700万股,格隆汇
1444,2019-10-14,生物医药行业周报:关注三季报业绩优异的公司,平安证券
1445,2019-09-29,健康产业再迎政策红利，一文看清产业链和估值,Wind
1446,2019-09-26,比茅台毛利还高！这一行火了，“管好你的嘴，护好你的牙”,中国基金报
1447,2019-09-26,四指标锁定价值潜力TOP50 32只绩优股三季度以来股价创新高,证券日报
1448,2019-09-18,通策医疗：成长路径清晰的口腔连锁龙头 增持评级,国盛证券
1449,2019-09-10,重磅！辉瑞、通策医疗高管离职！ 董监高成员变化,医药观察家网
1450,2019-09-09,通策医疗：财务总监辞职 董监高成员变化,Wind
1451,2019-09-09,【东兴医药胡博新团队】“不一样的财报解读”系列之2019年中报：新赛道新增量，大蓝海市场水深船阔,医药新观
1452,2019-09-03,【招商医药吴斌团队】医药生物行业2019年半年报回顾--政策影响趋于缓和，疫苗等子板块维持高景气,招商医讯
1453,2019-08-28,[快讯]通策医疗发布解除质押公告,中财网
1454,2019-08-27,通策医疗控股股东宝群实业质押670万股2019年上半年净利同比增长54%,挖贝网
1455,2019-08-27,华北制药6天5板引爆医药行情 关注业绩加速释放的公司（附股）,红周刊
1456,2019-08-26,通策医疗(600763.SH)控股股东质押670万股,格隆汇
1457,2019-08-26,社保基金现身200多家公司半年报,中投网
1458,2019-08-26,社保基金新入63股，重点布局电子和医药股,Wind
1459,2019-08-25,社保基金新进63只股票，金风科技受多家机构青睐,Wind
1460,2019-08-25,超2万亿社保基金又买了啥？押中两大热门板块！这63股成“新宠”,证券时报网
1461,2019-08-21,“国家队”持股路线图曝光！社保基金、证金、汇金大手笔买入这些股票,中证报
1462,2019-08-20,【民生医药|中报总结】医药板块2019中报总结：增长的韧劲足，逐步加仓二线龙头,微信
1463,2019-08-15,业绩“爆棚”的医药股持续走强，机构建议从五大细分领域掘金投资机会,第一财经
1464,2019-08-12,通策医疗：口腔龙头再次出发，省内省外花开正盛,证券时报网
1465,2019-08-08,走势完爆99%股票！年内最牛股在这里，6股逆市创新高,证券时报网
1466,2019-08-08,走势完爆99%股票，年内最牛股在这里！6股逆市创新高,证券时报
1467,2019-08-07,业绩超预期股逆势抗跌 9股获北上资金大手笔加仓,证券时报
1468,2019-08-07,医药生物行业2019年8月月报:聚焦半年报业绩与新版医保目录发布情况,东莞证券
1469,2019-08-06,社保基金二季度新进增持21只潜力股偏爱医药生物与化工行业,证券日报
1470,2019-08-06,生物医药行业周报:高值耗材带量采购步伐临近,平安证券
1471,2019-08-05,通策医疗：种植计划在目前基础上拟每年倍增，高值耗材新政对公司无影响,Wind
1472,2019-08-04,微评丨医疗影响力排行榜：雁栖健谈、健康160、通策医疗,亿欧网
1473,2019-08-04,【西南医药|2019中报点评】通策医疗（600763）：业绩强劲增长，“蒲公英计划”顺利推进,国广有话说
1474,2019-08-03,券商首次关注7股并给予买入评级（8月3日）,Wind
1475,2019-08-02,通策医疗：省内外业务进展顺利，上半年净利增长53.85%,格隆汇
1476,2019-08-02,【国元医药】省内省外进展顺利，盈利能力持续增强——通策医疗2019H1点评,元气医药
1477,2019-08-02,券商首次关注9股并给予买入评级（8月2日）,Wind
1478,2019-08-02,通策医疗上半年净利超2亿元 今年以来股价大涨8成,证券日报
1479,2019-08-02,【国金研究】通策医疗中报业绩点评：区域医疗优势突出，业绩高增长延续,国金证券研究所
1480,2019-08-02,"通策医疗:19H1扣非净利增长54%,分院业绩表现亮眼",申万宏源
1481,2019-08-02,大消费行业盘前早知道:北上资金流入猪肉股的趋势仍在继续,东莞证券
1482,2019-08-02,"通策医疗2019H1点评:省内省外进展顺利,盈利能力持续增强",国元证券
1483,2019-08-01,8月2日涨停板早知道：七大利好有望发酵,新浪
1484,2019-08-01,通策医疗2019年上半年实现净利2.08亿 医疗服务收入增长,挖贝网
1485,2019-08-01,通策医疗(600763.SH)发布半年报 净利润升54.07%至2.08亿元,格隆汇
1486,2019-08-01,通策医疗：上半年净利逾2亿元 同比增长54.07％,金融界
1487,2019-07-30,"生物医药行业周报:2019H1行业收入增速略有下滑,利润增速保持稳定",平安证券
1488,2019-07-24,"医药生物行业2019年中报业绩前瞻:医药板块持续分化,寻找景气与避险的交集",申万宏源
1489,2019-07-23,"医药生物行业:健康中国行正式开展,科创板上市在即",国联证券
1490,2019-07-21,【国盛医药张金洋团队】周观点：详解2019Q2机构医药持仓，继续推荐2+X主线,国医盛视
1491,2019-07-17,关于公布2019年下半年上市公司现场检查随机抽查结果的通知,浙江证监局
1492,2019-07-17,通策医疗今日大宗交易成交2.70万股，成交价84.95元溢价0.0%,Wind
1493,2019-07-16,医疗保健：中报仍是短期最大影响因素 荐15股,平安证券
1494,2019-07-16,【海通医药周报】关注政策和科创板，重视中报业绩（0708-0712）,--
1495,2019-07-08,通策医疗董事长吕建明：让医生在各分院持股是留住医生的最重要一点,e公司
1496,2019-07-08,【高管面对面直播】通策医疗：模式创新造就口腔龙头,e公司
1497,2019-07-02,"生物医药行业周报:行业政策仍处“地壳活跃期”,医保局继续走向舞台中央",平安证券
1498,2019-07-02,"医药行业2019年中期策略报告:医保推动行业结构调整,聚焦影像、口腔、创新",平安证券
1499,2019-07-02,医药生物行业:《中华人民共和国疫苗管理法》颁布,国联证券
1500,2019-06-28,通策医疗控股股东宝群实业质押200万股 去年营收同比增长31%,挖贝网
1501,2019-06-27,[快讯]通策医疗发布质押公告,中财网
1502,2019-06-27,通策医疗：控股股东质押200万股,Wind
1503,2019-06-25,"生物医药行业周报:政策密集推出,短期建议紧抓政策免疫细分领域-190624",平安证券
1504,2019-06-20,绩优股批量创新高 喜欢“优质资产”的看这里,红周刊
1505,2019-06-20,"医药生物行业:国新办举行医改吹风会,扩大集采规模",国联证券
1506,2019-06-19,"生物医药行业周报:不惧政策扰动,把握高确定性投资主线",平安证券
1507,2019-06-11,"医药生物行业研究简报:医改持续深化,注射剂一致性评价提速",国联证券
1508,2019-06-10,医疗保健：财政部开展医药行业会计检查 坚定布局非药及创新产业链,上海证券
1509,2019-06-10,医疗保健：医改政策密集推出 政策扰动下聚焦影像及口腔及创新产业链,平安证券
1510,2019-06-06,58股逆市创历史新高 医药等大消费公司最多,投资快报
1511,2019-06-05,通策医疗(600763.SH)控股股东解除质押1250万股 及质押726万股,格隆汇
1512,2019-06-04,通策医疗：副董事长辞职 董监高成员变化,Wind
1513,2019-06-04,医药生物行业:《真实世界证据支持研发》意见稿发布,国联证券
1514,2019-06-02,医疗保健：创新和升级是最确定的大趋势 荐8股,中泰证券
1515,2019-05-29,医药生物行业:医保局公布drg付费国家试点名单,国联证券
1516,2019-05-24,通策医疗(600763.SH)：控股股东宝群实业解除质押900万股及继续质押1080万股,格隆汇
1517,2019-05-24,[快讯]通策医疗发布解除质押公告,中财网
1518,2019-05-22,通策医疗：2018年年度股东大会决议公告,上交所
1519,2019-05-18,31只券商持仓股月内逆市吸金15.54亿 四大指标精选8只潜力股,证券日报
1520,2019-05-16,通策医疗业绩严重依赖1家医院 10年资本故事如何续写,华夏时报
1521,2019-05-16,"医药生物行业2018年报&2019一季报业绩回顾:行业整体趋势向上,个股分化加剧",申万宏源
1522,2019-05-14,【华泰医药代雯团队】医药行业2019年中期策略：屈盘侧白马，劈浪把龙头,谈医论股丨华泰医药
1523,2019-05-14,生物医药行业周报:生物制品和医疗服务子行业继续维持高景气,平安证券
1524,2019-05-08,从本次医药股行情 看5月医药投资组合（附名单）,金融界
1525,2019-05-06,【平安医药】医药行业2018年年报及2019年一季报综述：2018Q4利润增速承压，医药子行业持续分化,A叶寅A医药行业研究
1526,2019-04-29,"通策医疗2019一季报点评:业绩符合预期,规模效应逐步显现",国元证券
1527,2019-04-28,【国盛医药张金洋团队】详解2019Q1机构医药持仓，继续推荐医药流通,国医盛视
1528,2019-04-26,通策医疗一季度净利9471万元 同比增长54%,挖贝网
1529,2019-04-25,通策医疗(600763.SH)一季度净利润升53.71%至9470.51万元,格隆汇
1530,2019-04-25,通策医疗：一季度净利润同比增53.71%,Wind
1531,2019-04-17,口腔市场暴利链条解构：上万元的牙植体，成本仅几百元,经济观察报
1532,2019-04-15,医疗保健：继续看好影像及口腔和创新药三大主线 荐6股,平安证券
1533,2019-04-04,通策医疗(600763.SH)控股股东解除质押700万股,格隆汇
1534,2019-04-04,四月精选股票组合（第一周）| 海通证券研究所出品,--
1535,2019-04-02,科创板令医药板块估值重塑，工银瑞信医药三剑客“抢镜”,Wind
1536,2019-04-01,"通策医疗:持续高增长,省内外扩张稳步推进",正点财经
1537,2019-03-29,通策医疗2018年年报：总收入15.46亿元、净利润3.32亿元,动脉网
1538,2019-03-29,【国元医药】通策医疗2018年年报点评：开枝散叶花香来，落地生牙业绩红,元气医药
1539,2019-03-28,通策医疗：2018年净利润同比增53.34%,Wind
1540,2019-03-21,医药生物行业:2019医保目录调整方案意见稿发布,国联证券
1541,2019-03-20,"医药周观点:业绩浪、长期资金持续流入,医药蓝筹白马股价历史新高再新高",联讯证券
1542,2019-03-19,"生物医药行业周报:医保目录调整在即,创新药产业链长期受益",平安证券
1543,2019-03-18,[快讯]通策医疗发布质押公告,中财网
1544,2019-03-18,通策医疗(600763.SH)控股股东质押625万股,格隆汇
1545,2019-03-18,通策医疗：控股股东质押625万股无限售流通股,Wind
1546,2019-03-18,医疗保健：业绩浪 长期资金持续流入,联讯证券
1547,2019-03-18,东海证券医药生物行业周报,东海证券
1548,2019-03-14,[优异评级]医药生物行业：医保配套措施落地 国产药品审批提速,中财网
1549,2019-02-27,"生物医药行业周报:政策预期已经触底,看好行情持续性",平安证券
1550,2019-02-24,A股再现牛市起点论 这些股已经创历史新高,中金在线
1551,2019-02-21,锦欣医疗IPO前股东生变 永泰能源错失资本盛宴,北京商报
1552,2019-02-19,"医药生物行业:县级医院升级,辅助用药降价趋势已定",国联证券
1553,2019-02-19,"医药生物行业周报:进入年报披露期,持续布局绩优个股",华安证券
1554,2019-02-13,"医药生物行业2019年2月月报:政策明朗,兼顾安全与成长性",东莞证券
1555,2019-02-12,"生物医药行业周报:年报季开启,政策底已过,希望如钻石般珍贵",平安证券
1556,2019-02-11,[快讯]通策医疗发布解除质押公告,中财网
1557,2019-02-11,春节前一周机构调研股票曝光，两路长线资金提前潜伏,证券日报
1558,2019-02-11,春节前一周机构调研股票曝光 两路长线资金潜伏7股,证券日报
1559,2019-02-10,11家医疗服务上市公司发2018年业绩预告，仅1家处于亏损状态 亏损,亿欧网
1560,2019-01-30,79股获券商买入评级 闻泰科技目标涨幅达61.21%,Wind
1561,2019-01-29,【医药-马帅】通策医疗：全年业绩预告略超预期，“蒲公英计划”将成为公司新的增长引擎,安信证券研究
1562,2019-01-28,国元证券：上调通策医疗评级至买入,Wind
1563,2019-01-28,今日资金抢入六只强势股一览（2019年1月28日）,金投网
1564,2019-01-28,通策医疗：业绩表现符合预期 主营持续快速增长,国元证券
1565,2019-01-28,"国元证券：将通策医疗评级调高为""买入""",Wind
1566,2019-01-25,通策医疗：2018年年度业绩报告预告,上交所
1567,2019-01-25,通策医疗：预计2018年净利3.26亿元-3.36亿元 同比增长50.5%-55%,中证网
1568,2019-01-25,通策医疗：预计2018年净利润同比增长50.5%-55%,Wind
1569,2019-01-25,[快讯]通策医疗公布年度业绩预告,中财网
1570,2019-01-25,通策医疗2018年度业绩预增 净利润增长50.5%-55%,腾讯网
1571,2019-01-18,"生物医药行业:国家版带量采购方案出台,推进速度预计加快",平安证券
1572,2019-01-17,医药生物行业:继续关注非药优质个股,华安证券
1573,2019-01-15,美盛文化终止关联收购：收购爆雷“IP产业基地”搁浅 并购重组异常,新浪
1574,2019-01-11,医药生物行业:社会办医疗机构审批优化,国联证券
1575,2019-01-09,"医药生物行业周报:谨慎为上,继续布局非药个股",华安证券
1576,2019-01-07,医药生物行业2019年1月报:带量采购背景下的投资思路与配置方向,东莞证券
1577,2019-01-04,"医药与健康护理行业:政策扰动大,短期关注政策免疫标的",正点财经
1578,2019-01-01,通策医疗收购捷木投资司50%股权收上交所问询函,新浪
1579,2018-12-29,通策医疗因收购捷木投资50%股份 遭上交所二次问询 问询,中国网
1580,2018-12-28,42亿资金悄然流出 今日主力部队摈弃十类股,证券之星
1581,2018-12-28,2018年五大机构持仓透视 五大赚钱牛股浮出水面,证券日报
1582,2018-12-28,医药生物行业:控费改革进程中关注结构性投资机会,华安证券
1583,2018-12-27,"生物医药行业周报:DRGs试点确定医保改革方向,继续紧抓景气细分领域",平安证券
1584,2018-12-25,A股2018年震荡走低，三板块逆市逞强走出独立行情,证券日报
1585,2018-12-25,"医药行业周报2018第46期:DRGs试点即将启动,精细化管理将利好进口替代",长城证券
1586,2018-12-21,CFi收盘揭秘:房地产松绑威力初显 下跌中继基本确定,中财网
1587,2018-12-21,“拿地”只花3.1亿，通策医疗做了一桩稳赚不赔的生意,亿欧网
1588,2018-12-21,【中证盘前播报】美股、油价大跌！国家税务总局：拟推新一轮普惠减税降负措施！商务部：中美拟明年1月贸易会谈；东阿阿胶出厂价上调6%,中证报
1589,2018-12-21,通策医疗3.1亿元收购捷木投资 溢价超2倍,证券日报
1590,2018-12-20,公告汇总：电广传媒与华为战略合作进军5G,网易
1591,2018-12-20,通策医疗：全资子公司拟3.1亿元收购捷木投资50%股权,证券之星
1592,2018-12-20,通策医疗：拟3亿元收购捷木投资公司50%股权,e公司
1593,2018-12-20,连锁医疗系列对比之二：消费需求新趋势，连锁医疗价值依旧——基于通策医疗、爱尔眼科、美年健康的比较分析,国金证券研究所
1594,2018-12-20,国金晨讯 |生活用纸集中度重回升势，布局优质龙头白马；通策VS爱尔VS美年比较分析；拓普集团轻量化底盘和智能驾驶产品打开增长空间,国金证券研究所
1595,2018-12-19,"医药行业连锁医疗系列对比之二:基于通策医疗、爱尔眼科、美年健康的比较分析,消费需求新趋势,连锁医疗价值依旧",国金证券
1596,2018-12-18,"医药行业2019年投资策略:格局重构元年,聚焦景气赛道",联讯证券
1597,2018-12-18,"生物医药行业周报:集采刚过国辅又来,回避政策风险,紧抓景气细分领域",平安证券
1598,2018-12-13,被机构超级看好的成长股 未来3年净利增速超30%个股（名单）,证券时报
1599,2018-12-13,"生物医药行业周报:带量采购改写仿制药行业逻辑,建议紧抓政策避风港",平安证券
1600,2018-12-10,早安！方正最新观点20181210,方正证券研究
1601,2018-12-10,【医药丨周小刚】通策医疗(600763)：扩张路径愈发清晰，打造医疗服务集团,方正证券研究
1602,2018-12-10,26股获券商买入评级 国电南瑞目标涨幅达35.39%,Wind
1603,2018-12-07,“柚子”受伤、黑天鹅频现，这份基金持股明细请收好,Wind
1604,2018-11-29,[快讯]通策医疗发布解除质押公告,中财网
1605,2018-11-28,"医药生物行业周报:药店分类分级管理征求意见稿发布,持续看好连锁药店",华安证券
1606,2018-11-26,估值处于相对底部区域，医药板块迎来修复行情,证券时报
1607,2018-11-20,巨丰原创：题材落幕后的机会在哪里,巨丰财经
1608,2018-11-08,"通策医疗2018年三季报点评:业绩略超预期,口腔专科服务高景气持续",正点财经
1609,2018-11-06,"医药三季报总结:医药大数据,成长依旧,估值近前低,正是战略配置好时机",联讯证券
1610,2018-11-05,【中银医药】医药生物行业2018年三季报综述——行业整体收入和扣非利润保持20%的增速中枢,周观宇论
1611,2018-11-05,【平安医药】生物医药行业2018年三季报综述：医药2018Q3收入回暖，利润承压，子行业分化加剧,A叶寅A医药行业研究
1612,2018-11-05,通策医疗股价大跌5.07%,中金在线
1613,2018-11-05,医疗保健：高度聚焦板块核心资产 关注后续产业政策走向,广发证券
1614,2018-10-30,"通策医疗:三季度业绩符合预期,高增长态势延续",国金证券股份有限公司
1615,2018-10-25,通策医疗股价大跌5.05%,中金在线
1616,2018-10-22,涨停板解密：券商股罕见全部涨停！（10月22日）,Wind
1617,2018-10-22,通策医疗：业绩高增超预期 定增不改发展势头,红周刊
1618,2018-10-22,申万宏源：通策医疗增持评级,申万宏源
1619,2018-10-22,通策医疗(600763)2018年三季报点评：前三季度净利实现51%高增长，省内外扩张同步推进,申万宏源研究
1620,2018-10-22,"通策医疗:业绩超预期,“总院+分院”模式奠定成长基石",西南证券
1621,2018-10-19,通策医疗：前三季度净利润同比增51.33%,Wind
1622,2018-10-16,"医药生物行业:第三批抗癌药谈判落地,一致性评价药品采购渐入佳境",国联证券
