,2021-12-31,2021年的光伏业：产能扩展引供需矛盾，产业链上下游失衡,第一财经
6373,2019-02-19,电力设备与新能源行业:通威股份,信达证券
6374,2019-02-18,【天风电新|周报】宁德时代估值再思考之2，能源局发布18年光伏监测结果,新能源研究员
6375,2019-02-18,2019年光伏补贴将有重大创新，关注有明显优势和行业地位的多晶硅料龙头企业,云掌财经
6376,2019-02-18,A股全线高开 创业板大涨2% 芯片、燃料电池等全线爆发,每日经济新闻
6377,2019-02-18,半导体板块快速拉升 华天科技等四股涨停,中证网
6378,2019-02-18,半导体板块全线走强，德豪润达迅速涨停,Wind
6379,2019-02-18,光伏板块卷土重来，精功科技、茂硕电源先后封板,Wind
6380,2019-02-18,【新时代证券】1月信贷数据解读——成长，新时代！每周交流会（第27期）,新时代证券研究
6381,2019-02-18,【朝闻国盛0218】关注社融两细节，继续跟踪信用拐点；深度报告：凯莱英、上海建工,国盛证券研究所
6382,2019-02-18,【东吴晨报0218】【行业】机械-半导体设备、电新,东吴研究所
6383,2019-02-18,"电气设备行业周报:2019年1月动力电池装机同比增长281%,光伏产品价格小幅上涨",证券之星
6384,2019-02-17,电力设备行业：风电抢装在即复苏延续(附股),安信证券
6385,2019-02-16,【半导体设备1月数据点评】国内半导体厂商加大资本支出，国产半导体设备厂商将受益【东吴机械陈显帆】,透视先进制造
6386,2019-02-14,A股异动 | 光伏太阳能股拉升 中环股份涨7%,格隆汇
6387,2019-02-13,电气设备：需求旺盛景气回升 硅片价格小幅上调,和讯
6388,2019-02-13,电气设备：风电光伏旺季开年 荐5股,和讯
6389,2019-02-13,【电气设备新能源|张文臣团队太平洋证券】风电行业反转复苏确认，动力电池登上世界舞台,太平洋证券研究
6390,2019-02-12,电力设备与新能源行业2月第1周周报：产业趋势积极向好光伏硅片节前提价,中银国际
6391,2019-02-11,电力设备与新能源行业周报：风光需求超预期旺盛、电动车静待政策,东吴证券
6392,2019-02-11,申万宏源：十大金股组合,和讯
6393,2019-02-11,02月11日 66只股票封板 通讯行业板块涨幅最大,每日经济新闻
6394,2019-02-10,电气设备：光伏提价淡季不淡 荐8股,联讯证券
6395,2019-02-10,【国君电新】晶盛机电：行业需求向好，新一轮扩产即将来领,--
6396,2019-02-04,5G能让射频功放芯片走多远,电子工程世界
6397,2019-02-02,电气设备：风光表现持续亮眼 荐8股,和讯
6398,2019-02-02,中环股份：硅片提价利好未来业绩 买入评级,和讯
6399,2019-02-02,半导体2019年度策略：产业全面复苏的长期驱动力(附股),国金证券
6400,2019-02-02,集成电路产值实现1000亿元，无锡2018集成电路成绩显著,C114通信网
6401,2019-02-01,关键点位利好刺激重回反弹轨道，2月行情值得期待！节后留意这只安防概念股,每日经济新闻
6402,2019-02-01,跑赢大盘个股和弱于大盘个股排行|2019年02月01日,云掌财经
6403,2019-02-01,业绩预告喜忧参半 光伏设备将迎发展黄金期,大众证券报
6404,2019-02-01,光伏板块集体走强 京运通等4股涨停,金融界
6405,2019-02-01,半导体板块直线拉升，长电科技冲击涨停,Wind
6406,2019-02-01,【长江电新】平价中的光伏新周期：供需共振推动硅片涨价，强势格局有望延续,微信
6407,2019-02-01,30余家光伏企业2018业绩预告齐发 531新政为业绩下滑背锅,中国能源网china5e
6408,2019-02-01,"电力设备行业:产业携手前进,静待靴子落地",安信证券
6409,2019-02-01,"宇晶股份动态研究:手机玻璃+硅片切割双轮驱动,业绩有望持续增长",国海证券
6410,2019-01-31,[快讯]中环股份公布年度业绩预告,中财网
6411,2019-01-31,01月31日 主力资金近三日都在买这些概念股,每日经济新闻
6412,2019-01-31,港股光伏股集体走高 保利协鑫能源涨逾14%领涨,腾讯网
6413,2019-01-31,【港股异动丨硅片提价补贴密集下发 保利协鑫涨逾10%】,格隆汇
6414,2019-01-31,2019年1月31日A股涨停股票预测：今日哪些热门股有望涨停？,南方财富网
6415,2019-01-31,中环股份2018年业绩修正预告：全年净利润5.8亿至6.3亿 业绩更正,北极星电力
6416,2019-01-31,融资客青睐16股，齐峰新材买入占比高达52.86%,Wind
6417,2019-01-31,军工板块表现活跃 光伏板块全线走强,渤海证券
6418,2019-01-31,"中环股份首次覆盖报告:光伏半导体双轮驱动,硅片龙头初长成",证券之星
6419,2019-01-30,短期头部或现？中环股份逆市创半年新高！明日留意这只回购概念股,每日经济新闻
6420,2019-01-30,一文看后市：业绩雷明天利空出尽，抄底错杀股须坚持两原则！,腾讯网
6421,2019-01-30,跑赢大盘个股和弱于大盘个股排行|2019年01月30日,云掌财经
6422,2019-01-30,瑞信：保利协鑫可成晶圆提价受惠者 指风险与回报率吸引,格隆汇
6423,2019-01-30,涨停板复盘：三大股指午后跳水 两市超70只个股跌停,新浪
6424,2019-01-30,246亿资金争夺20股：主力资金重点出击7股(名单),新浪
6425,2019-01-30,01月30日 收盘突破年线个股一览,每日经济新闻
6426,2019-01-30,01月30日 主力资金近三日都在买这些概念股,每日经济新闻
6427,2019-01-30,【SMM午间要闻】美经济衰退最明显信号出现了*海亮股份收购铜棒行业龙头抢滩欧洲市场,上海有色
6428,2019-01-30,港股异动︱单多晶硅片获两大光伏龙头提价 保利协鑫(03800)涨近6%,智通财经
6429,2019-01-30,01月30日 盘中突破年线个股一览,每日经济新闻
6430,2019-01-30,光伏板块走强 东方日升等多股涨停,e公司
6431,2019-01-30,光伏硅片涨价 京运通等三股涨停,金融界
6432,2019-01-30,A股早报2019年1月30日星期三,Wind
6433,2019-01-30,华创事件驱动早报1-30：汽车家电消费获政策大力扶持；第五批游戏版号下发,华创证券研究
6434,2019-01-30,谨慎情绪升温 主力资金净流出近113亿元,中证报
6435,2019-01-29,全柴动力12个交易日股价翻倍 借燃料电池概念“击鼓传花” 多个知名游资获利离场,大众证券报
6436,2019-01-29,这颗长下影十字星有深意！明日留意这只太阳能概念股,每日经济新闻
6437,2019-01-29,A股市场主力资金连续两个交易日净流出超百亿,中证网
6438,2019-01-29,中环股份龙虎榜数据（1月29日）,Wind
6439,2019-01-29,1月北向资金净买入510.3亿 单月净买入额创历史新高,新浪
6440,2019-01-29,涨停板解密：零售股逆市遭资金抢筹！（1月29日）,Wind
6441,2019-01-29,01月29日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
6442,2019-01-29,01月29日 主力资金近三日都在买这些概念股,每日经济新闻
6443,2019-01-29,巨丰资金流向：两市探底回升 主力再度净流出近百亿,巨丰财经
6444,2019-01-29,电气设备：补贴退出后的平价时代提前到来 荐8股,和讯
6445,2019-01-28,【研报精读】中环股份（002129）,联讯金融
6446,2019-01-28,【朝闻国盛0128】2019年寻找宏观超预期，半导体、信息安全有重大更新,国盛证券研究所
6447,2019-01-27,锂电板块热情延续，基建龙头估值修复【天风机械周报2019W4】,高端装备新视角
6448,2019-01-23,半导体、电子设备：从台积电财报看FOUNDRY近况 荐24股,和讯
6449,2019-01-23,"电气设备行业:光伏需求旺盛依旧,只待补贴政策落地",方正证券
6450,2019-01-23,"联讯电新周报:风光政策预期向好,新能源汽车负面情绪渐消化",联讯证券
6451,2019-01-22,年关总结：来说说中国2018年半导体行业,亿欧网
6452,2019-01-21,"隆基股份2018年业绩预告点评:光伏q4景气回升,全年业绩超出预期",正点财经
6453,2019-01-21,特锐德：新基建核心受益标的,股市动态分析
6454,2019-01-21,【朝闻国盛0121】外资持续流入，偏好明显,国盛证券研究所
6455,2019-01-21,【电新】隆基股份：业绩拐点或已过去，盈利有望持续修复,微信
6456,2019-01-18,半导体、电子设备：CES展看19年科技创新代际切换 荐20股,和讯
6457,2019-01-18,"隆基股份:业绩拐点或已过去,盈利有望持续修复",证券之星
6458,2019-01-17,与北上深同位！无锡成国家“芯火”双创基地打开地级市第一扇窗,C114通信网
6459,2019-01-17,A股头条:监管聚焦金融乱象背后的利益勾结 万科董事会席位悬念陡生,金融界
6460,2019-01-16,A股半导体材料上市公司盘点：国产化水平仅20% 3000亿市场需要更多努力,挖贝网
6461,2019-01-16,财闻点金：物联网安全高峰论坛将召开 “新基建”引爆行业需求,巨丰财经
6462,2019-01-16,2019年光伏市场10大预测,中国能源网china5e
6463,2019-01-16,盘前聚焦热点板块（1.16）,中金在线
6464,2019-01-16,【头条研报】增速高于全球 半导体将迎投资机会,新浪
6465,2019-01-16,财闻点金｜物联网安全高峰论坛本周召开 “新基建”引爆行业需求,巨丰财经
6466,2019-01-16,光伏电池片市场缺货持续蔓延 相关上市公司有望受益,金融界
6467,2019-01-16,A股头条:券商交易接口将对量化私募放开 12月金融数据出炉,金融界
6468,2019-01-16,"联讯电新周报:风光推进平价项目,新能源汽车迎政策窗口",联讯证券
6469,2019-01-15,光伏电池片市场缺货持续蔓延 相关公司有望受益,e公司
6470,2019-01-15,中环股份：厚积薄发 增持评级,申万宏源
6471,2019-01-15,【电新】周报：政策力推风光无补贴项目，新能源乘用车12月销量高增长,微信
6472,2019-01-15,【电新丨申建国】静候补贴落地，电动车蓄势待发,方正证券研究
6473,2019-01-15,【晨观方正】春节旺季临近，板块迎修复时点,方正证券研究
6474,2019-01-15,中环股份拟定增 加码半导体产业,证券日报
6475,2019-01-15,"电力设备行业:新能源政策密集期,影响测算与点评",安信证券
6476,2019-01-15,"电力设备与新能源行业周报:风光平价管理办法出台,平价在即龙头成长空间打开",东吴证券
6477,2019-01-14,"电气设备行业研究周报:电动车补贴退坡模拟敏感性测算,风光平价政策发布",正点财经
6478,2019-01-14,欧菲科技：双摄业务驱动成长,股市动态分析
6479,2019-01-14,电气设备：新能源发电正式迈向平价时代,和讯
6480,2019-01-13,【东吴机械周观点】挖掘机12月同比+14%，持续看好新能源和轨交设备,透视先进制造
6481,2019-01-12,光伏周报：5个市场点+6大企业动态,Ofweek
6482,2019-01-12,龙虎榜揭示逾37亿资金动向 近九成个股月内实现上涨,金融界
6483,2019-01-11,【华创电新】本周重点覆盖公司信息归总,华创电新研究
6484,2019-01-11,2月正收益概率较高 机构提前抢筹这11股,证券之星
6485,2019-01-11,A股冲高回落沪指小幅收涨，5G、次新股板块活跃,每日经济新闻
6486,2019-01-11,平价上网项目蓄势待发 光伏板块掀涨停潮,大众证券报
6487,2019-01-11,巨丰早评：市场盘整后将大概率上行,巨丰财经
6488,2019-01-11,电气设备板块逆势崛起行业龙头有望表现 六股热,中证报
6489,2019-01-11,"晶盛机电:中环拟募集50亿元加码半导体硅片项目,半导体业绩有望加速兑现",证券之星
6490,2019-01-10,解 析 | 2018年并购重组审核报告,微信
6491,2019-01-10,半导体、电子设备：国产设备再获支持 荐18股,和讯
6492,2019-01-10,巨丰收评：预期中的盘整来临,巨丰财经
6493,2019-01-10,红包行情仍可期 近五日机构最青睐12股,证券之星
6494,2019-01-10,巨丰热点：光伏概念盘中走强 茂硕电源等多股涨停,巨丰财经
6495,2019-01-10,政策护航风电光伏加速平价上网，概念股已集体爆发 这些龙头股值得关注,证券时报网
6496,2019-01-10,两部委12大要求推进光伏平价上网！聚焦行业今日8大要闻,Ofweek
6497,2019-01-09,【安信电子孙远峰每日观点&资讯】（2019-01-10）,远峰电子
6498,2019-01-09,今日86股突破半年线 1月9日突破半年线个股乖离率排名,金投网
6499,2019-01-09,宏信证券：每日信息速递,和讯
6500,2019-01-09,A股早报2019年1月9日星期三,Wind
6501,2019-01-09,周三最新重磅公司传闻集锦(1月9日),证券之星
6502,2019-01-08,“吸血”百亿不见回报，这一次，中环股份又要定增50亿！,中金在线
6503,2019-01-08,抛50亿定增扩产半导体硅片 中环股份“雄心”难阻股价大跌,每日经济新闻
6504,2019-01-08,机构今日买入这3股 抛售特发信息4275万元,第一财经日报
6505,2019-01-08,中财独家：A股核心投资主题或曝光 机构预测,中财网
6506,2019-01-08,中环股份：拟定增50亿 推动大硅片项目发展,天风证券
6507,2019-01-08,信息速递| 2019年1月8日格林大华信息速递,格林大华期货资讯
6508,2019-01-08,牛市早报｜特斯拉上海工厂开工，年内首只券商新股今日申购,澎湃新闻
6509,2019-01-08,"中环股份:非公开发行扩产半导体大硅片,竞争力全面提升",申万宏源
6510,2019-01-08,中环股份:非公开发行助力大硅片扩产顺利实施,联讯证券
6511,2019-01-07,公告精选：ST长油明日重返A股；隆华科技等公司业绩大幅预增,e公司
6512,2019-01-07,A股头条之上市公司公告精选（1.8）,金融界
6513,2019-01-07,7日晚公告精选：新华保险筹划董事会换届事宜，ST长油明日重新上市,21世纪经济报道
6514,2019-01-07,公告精选：ST长油明日重返A股；爱旭科技拟作价不超67亿借壳上市,e公司
6515,2019-01-07,[公司]中环股份拟定增募资不超50亿 投建半导体硅片项目,全景网
6516,2019-01-07,中环股份拟定增募资不超50亿 5亿元用于“补血”,北京商报网
6517,2019-01-07,电气设备：2019年国内市场会有多少装机量 荐6股,和讯
6518,2019-01-06,【华创机械】中环股份（002129）重大事项点评：控股股东股权结构变动，改革助力公司成长,华创机械
6519,2019-01-04,A股头条之上市公司公告精选（1.5）,金融界
6520,2019-01-04,公告精选：*ST华泽提示终止上市风险；中国石化评估联合石化套期保值损失 风险警示,每日经济新闻
6521,2019-01-04,中环股份、天津普林：津智资本并购公司控股股东51%股权,e公司
6522,2019-01-04,电新行业2019年年度策略:风景这边独好,证券之星
6523,2019-01-03,2019年金股新鲜出炉！11大券商集体派跨年红包(名单),金融界
6524,2019-01-02,行业才真掘金池 68股待捞取,中财网
6525,2019-01-02,投行排位大洗牌 中信华泰等四券商拿下44%份额,新浪
6526,2019-01-02,【朝闻国盛】中美示好，PMI破位，政策能稳住吗？,国盛证券研究所
6527,2018-12-29,"电力设备新能源行业2019年投资策略:脚步渐近,新能源迈向平民时代",正点财经
6528,2018-12-28,沪深上市公司18年12月28日晚间上市公司重要公告,全景网
6529,2018-12-28,中环股份与四川发展签署战略合作协议,e公司
6530,2018-12-26,电气设备：锂电龙头扩产加码 荐4股,和讯
6531,2018-12-26,【研必有方】转让国旅总社100%股权，聚焦免税主业,方正证券研究
6532,2018-12-25,天津证监局举办脱贫攻坚专题培训交流会,天津证监局
6533,2018-12-25,【机械】基建托底几成定局；制造业：哪国能承接中国巨大产能转移？,天风研究
6534,2018-12-24,电气设备：政策弱化 荐5股,和讯
6535,2018-12-23,多因素利好金价表现，黄金板块有望迎来量价齐升,第一财经
6536,2018-12-21,120亿净资金杀跌流出 机构恐慌逃离十大股,证券之星
6537,2018-12-21,今年以来A股并购重组通过率超85% 本周5家企业上会3家败北,挖贝网
6538,2018-12-21,【天风机械/电新|深度】中环股份：双拳出击，重塑全球硅片格局,Wind
6539,2018-12-21,河南推进畜禽养殖废弃物资源化利用 四股受益,证券时报
6540,2018-12-21,主力资金撤离权重股,中证报
6541,2018-12-20,外资动向 | 北向资金减仓A股 沪深股通净流出9.67亿,腾讯网
6542,2018-12-20,半导体板块盘中拉升 中环股份涨近6%,证券时报网
6543,2018-12-20,光伏板块逆势走强，中环股份大涨6%,Wind
6544,2018-12-20,【机械】中环股份：双拳出击，重塑全球硅片格局,天风研究
6545,2018-12-19,电气设备：风电制造环节业绩有望改善,和讯
6546,2018-12-18,电气设备：钴产品价格持续下跌 荐7股,和讯
6547,2018-12-18,电新行业：动力电池龙头频扩产 光伏产业链价格继续上涨,联讯证券
6548,2018-12-17,【新时代电新】隆基股份点评：上游价格下行，海外市场火热，单晶龙头盈利能力大幅好转,新时代新能源开文明团队
6549,2018-12-14,【华创电新】本周重点覆盖公司信息归总,华创电新研究
6550,2018-12-13,中环股份：取消发行“18中环01”,Wind
6551,2018-12-13,年内1843家公司涉并购重组 机构推荐14只相关概念股,证券日报
6552,2018-12-11,中环股份中期票据发行 总额为8亿元,挖贝网
6553,2018-12-11,【电新丨申建国】光伏发力，电动车起航,方正证券研究
6554,2018-12-10,"联讯电气设备与新能源行业周报:新能源板块持续上扬,期待光伏政策出台",联讯证券
6555,2018-12-09,【华创机械】每日公告速递2018-12-09,华创机械
6556,2018-12-09,电气设备：第12批推广目录发布 地方风电竞价细则出台,中银国际
6557,2018-12-07,12月07日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
6558,2018-12-07,光伏制造准入趋严：工信部新审批合格企业骤减至9家，23家拟遭撤销,经济观察网
6559,2018-12-06,并购重组新动向：审核数与过会率双升,北京商报网
6560,2018-12-06,中环股份：下属公司入选工信部第七批光伏制造行业规范条件企业名单,Wind
6561,2018-12-06,中环股份：下属公司入选工信部第七批光伏制造行业规范条件企业名单,e公司
6562,2018-12-05,【头条研报】光伏业确认业绩底部 机构研究这4家公司,新浪
6563,2018-12-05,南方基金旗下中证500工业ETF三年跌5成，规模不及高峰时的零头,和讯
6564,2018-12-05,"新能源行业:光伏,最困难的时候已经过去了",中证网
6565,2018-12-05,光伏概念股再度走高,每日经济新闻
6566,2018-12-04,电气设备：电动车提速 荐3股,和讯
6567,2018-12-04,华创证券：上调中环股份评级至强推,Wind
6568,2018-12-04,26股获券商买入评级 拉芳家化目标涨幅达61.46%,Wind
6569,2018-12-03,中环股份：打造中环芯 买入评级,和讯
6570,2018-12-03,近日我司公司债券推介,中信建投固定收益部
6571,2018-12-03,格力电器 | 参与闻泰收购安世项目，有序布局核“芯”科技,长江家电研究团队
6572,2018-12-03,11月份机构密集调研155家公司 电子等行业最受关注,证券日报
6573,2018-12-03,"中环股份(一):续写光伏梦,打造中环“芯”",联讯证券
6574,2018-12-03,"联讯电气设备与新能源行业周报:电动车趋势向好,风光获政策持续支持",联讯证券
6575,2018-11-30,中环股份将依法就高效叠瓦组件技术展开维权行动,北极星电力
6576,2018-11-30,早安！方正最新观点20181130,方正证券研究
6577,2018-11-30,【电新丨申建国】自主品牌积蓄实力，优质电池供不应求,方正证券研究
6578,2018-11-29,融资客青睐36股，中远海科买入占比高达41.80%,Wind
6579,2018-11-29,中环股份：要跻身8英寸半导体硅片全球前三,证券时报
6580,2018-11-28,11月28日 主力资金近三日都在买这些概念股,每日经济新闻
6581,2018-11-28,11月28日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
6582,2018-11-25,中环股份董事长：预计2020年实现光伏平价上网没有问题,e公司
6583,2018-11-25,中环股份董事长：光伏新政后公司开工率100%,e公司
6584,2018-11-25,【高管面对面】中环股份：光伏龙头的创新发展之路,e公司
6585,2018-11-23,中环股份股票行情怎么样？中环股份（002129）股票行情,益盟操盘手
6586,2018-11-21,研如玉：A股磨底不是两三天,腾讯网
6587,2018-11-21,可再生能源电力配额制实施在即 逾6亿大单抢筹10股,证券日报
6588,2018-11-20,电新行业：配额制临近新能源板块迎新机遇,联讯证券
6589,2018-11-20,"可再生能源配额制第三版征求意见稿解读:配额制落地时间明确,市场化机制促进新能源消纳",申万宏源
6590,2018-11-16,三高成光伏企业在经营层面的三座大山,中国能源网china5e
6591,2018-11-16,"电新新能源专题之一:配额制明年将执行,确保新能源消纳,稳定装机需求",联讯证券
6592,2018-11-13,"电力设备行业:守得云开,方见月明",安信证券
6593,2018-11-10,政策支持 产业景气：中国半导体硅材料产业正值黄金发展期,电子信息产业网
6594,2018-11-09,申万宏源：配额制再征意见 政策可行性高有望加速落地,证券时报网
6595,2018-11-06,电气设备与新能源行业周报20181105：太阳能发展“十三五”规划中期评估 ，光伏政策迎重大利好,开源证券研究所
6596,2018-11-06,天业通联历经108天复牌涨停 晶澳借壳上市落地在即,华夏能源网
6597,2018-11-06,最新股东户数曝光：六成个股筹码集中 7股集中度提升10%,证券时报
6598,2018-11-05,【超级大单】 11月05日 19只个股特大单净流入超亿元,每日经济新闻
6599,2018-11-05,【早盘播报】沪指低开 光伏、网络游戏板块表现亮眼,每日经济新闻
6600,2018-11-05,光伏十三五规划座谈会议政策迎拐点 机构看多龙头股,证券时报网
6601,2018-11-05,【异动股】光伏概念股集体走强 阳光电源(300274-CN)等6股涨停,财华社
6602,2018-11-05,光伏板块早盘大幅拉升 隆基股份通威股份涨停,证券时报网
6603,2018-11-05,光伏概念股走强 阳光电源、通威股份涨停,腾讯网
6604,2018-11-05,A股三大指数全线低开，光伏、电子竞技板块拉升,每日经济新闻
6605,2018-11-05,快讯：光伏概念股走强,每日经济新闻
6606,2018-11-05,未来三年政策支持仍将延续 光伏概念6股涨停,金融界
6607,2018-11-05,光伏板块开盘大涨，阳光电源、捷佳伟创相继涨停,Wind
6608,2018-11-05,【电子】苹果季度业绩再创新高；晋华遭美禁售推动存储自主可控,中信建投证券研究
6609,2018-11-05,"电气设备行业:光伏终迎政策利好,新能源板块全面向好",联讯证券
6610,2018-11-02,【华创电新】本周重点覆盖公司信息归总,华创电新研究
6611,2018-11-01,格力造芯运动继续，5000万发力500亿半导体市场,和讯
6612,2018-11-01,2017年无锡新能源产业实现产值524亿,中国能源网china5e
6613,2018-11-01,中环股份出资5000万元组建合资公司,Ofweek
6614,2018-10-30,超六成光伏上市公司前三季度业绩下滑 分析人士同样不看好四季度情况 盈利能力下降,每经网
6615,2018-10-30,中环股份发力半导体硅片市场,中证网
6616,2018-10-30,格力电器、中环股份等拟合资组建功率半导体创新中心,e公司
6617,2018-10-30,[快讯]10月30日晚间沪深两市重要公司公告一览-更新中,中财网
6618,2018-10-30,光伏今日看点 | 6大财经+2件企业事,Ofweek
6619,2018-10-29,"电气设备行业:新能源各版块前景广阔,龙头享受确定性溢价",联讯证券
6620,2018-10-28,[快讯]中环股份:使用承兑汇票、信用证及自有外汇等方式支付募集资金投资项目资金并以募集资金等额置换,中财网
6621,2018-10-23,"电新周报:9月锂电装机高增长,三季报窗口期关注盈利分化",联讯证券
6622,2018-10-18,光伏产业“大溃败”？100天损失20年净利润 行业恶化,电缆网
6623,2018-10-17,电气设备与新能源行业周报：电动车产销旺盛 看好龙头成长行情,中证网
6624,2018-10-17,晶盛机电签订4.03亿半导体设备订单,SEMI
6625,2018-10-15,[增持评级]联讯电新行业周报：风电出现长期机会 新能源车或有三季报行情,中财网
6626,2018-10-15,[买入评级]扬杰科技(300373)深度报告：全面稳健的功率器件IDM厂商 内生外延打造长期成动力,中财网
6627,2018-10-15,"半导体行业:华为推出全场景ai方案,国产大硅片是否前途未卜",证券之星
6628,2018-10-11,阳光电源午后封跌停 成交额2.01亿元封单1.07万手,腾讯网
6629,2018-10-10,国产芯片·大阅兵,半导体风向标
6630,2018-10-09,【超级大单】 10月09日 3只个股特大单净流入超亿元,每日经济新闻
6631,2018-10-08,"电新周报:新能源汽车持续向好,看好风电龙头低位反弹",联讯证券
6632,2018-10-04,中环股份股票行情：光伏调整期，半导体大硅片业务有望领跑业绩增长,华泰证券
6633,2018-09-28,新政之下 光伏企业断臂求生,和讯
6634,2018-09-28,帝尔激光IPO：分红闹乌龙、业绩前景不明 上市之路或“凶多吉少” 业绩更正,财经网
6635,2018-09-26,【华创电新】光伏平价上网专题之二-光伏领跑者、工商业项目推动平价上网分析,华创电新研究
6636,2018-09-21,"晶盛机电:半年报继续高增长,半导体业务步入快车道",中证网
6637,2018-09-21,正式倒计时！2018首届中国光伏产业领跑论坛即将盛大启幕,21经济网
6638,2018-09-18,"晶盛机电:业绩增速亮眼,半导体设备进入收获期",正点财经
6639,2018-09-18,"中环股份:费用上升影响利润增速,期待大硅片贡献业绩",正点财经
6640,2018-09-18,融资客青睐24股，四方股份买入占比高达58.43%,Wind
6641,2018-09-18,【电子-孙远峰】电子元器件行业专题报告,安信证券研究
6642,2018-09-17,【安信电子-走进“芯”时代系列之十六-制造】国产替代加速，拉动全产业链发展,远峰电子
6643,2018-09-11,电新行业：国家推进输变电工程建设持续看好风电板块,顶尖财经网
6644,2018-09-08,技术制造先行，协鑫助力盐城打造千亿光伏全产业链,中国能源网china5e
6645,2018-09-07,关于核准天津中环半导体股份有限公司向合格投资者公开发行可续期公司债券的批复,证监会
6646,2018-09-06,协鑫集团联手产业链龙头打造“平价新光伏”,红周刊
6647,2018-09-06,6日中小板指跌1.19%,新华网
6648,2018-09-06,领跑 · 创变 · 赋能 2018首届中国光伏产业领跑论坛即将启幕,21经济网
6649,2018-09-05,一天两创业板公司并购上会被否 “第43条”规定成大杀器,e公司
6650,2018-09-05,中环股份：光伏调整期，半导体大硅片业务有望领跑业绩增长,华创证券
6651,2018-09-04,新能源行业整体盈利良好 多只股可关注,证券之星
6652,2018-09-04,光伏精英齐聚上海共商行业创新之道,中国能源网china5e
6653,2018-09-04,上半年新能源行业整体盈利良好 电站设备类公司全部实现盈利,证券日报
6654,2018-09-03,【安信电子孙远峰每日观点&资讯】（2018-09-04）,远峰电子
6655,2018-09-03,通威股份大股东补仓持股计划2.4亿业绩承诺有压力,新浪
6656,2018-09-03,中环股份：业绩符合预期 大硅片业务快速推进,申万宏源
6657,2018-09-02,100亿！携手国开行，打造中环“芯”,天津高新区
6658,2018-08-31,河北加快大数据产业创新发展 培育数据经济新动能,中国电子报
6659,2018-08-31,上半年并购重组市场保持活跃 战略新兴产业受追捧,中证报
6660,2018-08-30,保利协鑫：上半年降本20% 毛利仍达30.2%,世纪新能源
6661,2018-08-30,重磅：上半年保利协鑫创出30%以上毛利率 优势产能释放稳固硅材料领军地位！,世纪新能源
6662,2018-08-29,中环股份上半年营收64.6亿元 硅晶圆缺货潮下继续释放8英寸抛光片产能,经济观察报
6663,2018-08-28,[快讯]新华环保基金公布半年报 收益为-22.87%,中财网
6664,2018-08-28,[快讯]银华稳进基金公布半年报 收益为-14.02%,中财网
6665,2018-08-28,"电新行业周报:锂电装机表现良好,风电龙头中报符合预期",联讯证券
6666,2018-08-27,[买入评级]中环股份(002129)中报点评：费用上升影响利润增速 期待大硅片贡献业绩,中财网
6667,2018-08-27,8月27日券商晨会研报汇编,证券日报
6668,2018-08-26,新时代证券：半导体并购市场起风云 韦尔股份150亿并购芯片设计公司,和讯
6669,2018-08-25,券商首次关注6股并给予买入评级（8月25日）,Wind
6670,2018-08-24,中环股份：控股股东获国开行100亿授信额度 将在集成电路等领域合作,e公司
6671,2018-08-24,通威股份大股东补仓持股计划2.4亿 业绩承诺有压力,新浪
6672,2018-08-24,中环股份上半年营收64.6亿元 硅晶圆缺货潮下继续释放8英寸抛光片产能,经济观察网
6673,2018-08-23,【晶盛机电】中报符合预期，半导体订单有望加速落地【东吴机械陈显帆】,透视先进制造
6674,2018-08-23,【华创电子 耿琛团队】每日资讯/观点（2018-08-24）,王火的科技酒馆
6675,2018-08-23,晶盛机电：中报业绩符合预期，关注半导体设备业务成长【国信机械】,机械老司机
6676,2018-08-23,中环股份：上半年净利润同比增9.49%,Wind
6677,2018-08-23,[买入评级]晶盛机电(300316)半年报点评：半年报继续高增长 半导体业务步入快车道,中财网
6678,2018-08-23,[增持评级]晶盛机电(300316)中报点评：中报业绩翻倍增长 半导体设备新品及订单持续突破,中财网
6679,2018-08-23,新款iphone即将开启预订 苹果概念股早盘走俏,中国经济网
6680,2018-08-22,[买入评级]晶盛机电(300316)中报点评：业绩增速亮眼 半导体设备进入收获期,中财网
6681,2018-08-22,[买入评级]晶盛机电(300316)中报点评：中报符合预期 半导体订单有望加速落地,中财网
6682,2018-08-21,半导体行业周观点：半导体板块回调迎配置良机,中财网
6683,2018-08-20,申万宏源电子|每日资讯公告,申万宏源电子研究
6684,2018-08-20,[增持评级]通威股份(600438)中报点评：农牧稳健运行 光伏高增长巩固龙头地位,中财网
6685,2018-08-20,申万宏源：解禁资金创单周新高 新增项目显著增加,申万宏源
6686,2018-08-20,信达证券融资融券每日投资参考,正点财经
6687,2018-08-20,[增持评级]电气设备行业周报：继续看好风电龙头 新能源车静候凤凰涅槃,中财网
6688,2018-08-20,2018年产业债评级调整有何特征?,固收彬法
6689,2018-08-19,【安信电子孙远峰团队-持续推荐扬杰科技】新产品新领域，加速实现进口替代,远峰电子
6690,2018-08-17,中环股份新增股份即将上市中芯国际将入股,证券时报
6691,2018-08-16,浙商·电气新能源环保 | 一周重要公告（2018.8.11-17）,分析师
6692,2018-08-16,外围局势动荡引发全球股市下跌,国盛证券
