,2021-12-29,新浪医药年度盘点丨合久必分？2021医药行业十大拆分剥离动态 有人为“升级” 有人为“保命”,新浪
946,2019-04-28,知名私募持股曝光：高毅资产新进8股，淡水泉新进中材科技,澎湃新闻
947,2019-04-27,助力人福医药ABS发行 国通信托积极服务实体经济,证券时报
948,2019-04-26,国通信托积极履行服务实体经济职责,中国金融新闻网
949,2019-04-25,人福医药控股股东当代科技质押2382万股 为1.5亿元贷款质押担保,挖贝网
950,2019-04-24,[快讯]人福医药发布质押公告,中财网
951,2019-04-24,人福医药：控股股东股份质押2382万股,Wind
952,2019-04-21,上市公司董秘薪酬曝光!人美钱多 万科董秘年入超千万,新浪
953,2019-04-19,研发日报丨年销近亿美元！人福医药一焦虑症药物在美获批上市,新浪
954,2019-04-19,A股早报2019年4月19日星期五,Wind
955,2019-04-18,人福医药一焦虑症药物获批 赴美并购30亿亏空仍在,中金在线
956,2019-04-18,人福医药(600079.SH)：盐酸丁螺环酮片获得美国FDA批准文号,格隆汇
957,2019-04-18,人福医药：一药品获美国FDA批准文号,Wind
958,2019-04-18,人福医药：盐酸丁螺环酮片获得美国FDA批准文号,e公司
959,2019-04-13,安全套厂商也盯上科创板！请得起NBA球队，欠过农民工306万，公司科技含量究竟在哪,中财网
960,2019-04-11,私募逆向投资两大掌门过招：高毅资产冯柳精准抄底医药，淡水泉赵军青睐科技成长！,每日经济新闻
961,2019-04-11,蹭上科创板就涨停，老板吹牛董秘忙辟谣，有公司招来问询函,AI财经社
962,2019-04-10,人福医药：公开发行2016年公司债券2019年本息兑付暨摘牌公告,上交所
963,2019-04-10,听谁的?董事长称各板块分拆上市人福医药说暂无安排,新京报
964,2019-04-10,人福医药否认分拆 但传统药企热衷分拆成趋势,第一财经
965,2019-04-10,科创板早读|5家企业申请获受理，15家企业获问询,新京报
966,2019-04-09,董事长考虑分拆上市，人福医药“否认三连”声称没有那么回事儿！,21世纪经济报道
967,2019-04-09,公告精选：多家券商3月业绩环比大增；吉比特拟10派100元；同花顺多名股东拟合计减持不超7.76%股份,每日经济新闻
968,2019-04-09,人福医药王学海大嘴巴致股价飙涨 公司发公告澄清,新浪
969,2019-04-09,公告精选：券商股3月业绩环比大增；多只传媒股一季报预亏或大幅预降,e公司
970,2019-04-09,人福医药：公司目前无各业务板块分拆上市的具体计划或安排,Wind
971,2019-04-09,A股共发生33宗大宗交易成交8.4亿元（4月9日）,Wind
972,2019-04-09,人福医药今日大宗交易成交39万股，成交价11.72元折价13.51%,Wind资讯
973,2019-04-09,人福医药董事长：旗下创新药研发类子公司希望在科创板上市,Wind
974,2019-04-08,发力抗抑郁药市场！人福医药盐酸安非他酮缓释片获批临床,米内网
975,2019-04-03,人福医药(600079.SH)：盐酸安非他酮缓释片获批临床试验,格隆汇
976,2019-03-27,[快讯]人福医药发布解除质押公告,中财网
977,2019-03-13,人福医药(600079.SH)：汇添富基金减持计划时间过半 已减持1353.7万股,格隆汇
978,2019-03-07,人福医药将花不超10亿元回购公司股份 用于股权激励,挖贝网
979,2019-03-04,[快讯]人福医药回购公司股份情况通报,中财网
980,2019-02-26,汇添富专项资产管理计划或被人福医药 “套”牢 众机构相续出逃,财经网
981,2019-02-26,海外并购爆雷，人福医药或亏30亿 亏损,新京报
982,2019-02-21,东方金钰暂时终止控制权转让 引发评级机构关注,e公司
983,2019-02-20,人福医药对其子公司计提2018年资产减值损失27.76亿元,中金在线
984,2019-02-19,人福医药：2017年业绩虽下滑 但不存在商誉减值问题,新浪
985,2019-02-19,人福医药：熊去氧胆酸胶囊价格降幅达80%致公司2018年大额计提商誉减值28亿元 资产异常,中证网
986,2019-02-19,新年A股回购热情不减 逾50公司抛出回购方案,投资快报
987,2019-02-18,预亏超22亿元！人福医药30亿商誉“暴雷”一次落地 预亏,医药网
988,2019-02-17,上市公司业绩“大洗澡” 扎堆谁比谁亏损多似乎成为一种时尚,红周刊
989,2019-02-14,资金埋伏情人节概念股 情人夜“恐怖数据”来袭,新浪
990,2019-02-14,人福医药(600079.SH)控股子公司获GMP证书,格隆汇
991,2019-02-12,人福医药：控股子公司葛店人福获得GMP证书,Wind
992,2019-02-12,人福医药：控股子公司获得GMP证书,e公司
993,2019-02-11,业绩地雷频爆 交易所追问是否“大洗澡”,证券时报
994,2019-02-01,飞马国际信用评级遭下调 “预亏王”天神娱乐等多家公司被列入观察名单 预亏,e公司
995,2019-02-01,联合资信：将人福医药列入信用评级观察名单 投资评级恶化,Wind
996,2019-02-01,"3天75家上市公司因业绩爆雷收监管函 传媒板块成""重灾区""",中国网
997,2019-02-01,中信证券：“通缩”如何影响企业盈利？,新浪
998,2019-01-31,商誉减值背后竟是各类丑态，多年未见的怪象是如何形成的？,第一财经
999,2019-01-31,人福医药：预计2018年将亏损22-27亿元 预亏,Wind
1000,2019-01-31,商誉减值浩荡来袭 引爆两市业绩地雷,第一财经日报
1001,2019-01-31,业绩爆雷 多股被疑“大洗澡”,北京商报
1002,2019-01-31,天神娱乐去年预亏超73亿成“亏损王” 业绩爆雷持续上演 预亏,北青网
1003,2019-01-30,Ａ股惊现“地雷阵”！多家上市公司涉嫌财务“大洗澡”，业界呼吁监管部门出手,e公司
1004,2019-01-30,短期头部或现？中环股份逆市创半年新高！明日留意这只回购概念股,每日经济新闻
1005,2019-01-30,30亿商誉地雷爆发，人福医药收上交所问询函，海外投资需谨慎 问询,国际金融报
1006,2019-01-30,"交易所连发8道""金牌"" 监管函发给商誉减值爆雷公司 问询",新浪
1007,2019-01-30,商誉雷潮引来密集监管函 昨晚28家预亏超5亿公司单日蒸发市值77亿,e公司
1008,2019-01-30,股市每日谈：雷声滚滚 赶紧收衣服吧,网易
1009,2019-01-30,一夜60份预亏公告刷屏 商誉引爆业绩雷,新浪
1010,2019-01-30,业绩大洗澡、天雷滚滚权当放烟花，另有二个好消息,Wind
1011,2019-01-30,人福医药公告十连发：计提商誉减值30亿引发巨亏 上交所急问询 重大损失,和讯
1012,2019-01-30,商誉减值计提财务“洗澡”？两只业绩地雷股不跌反涨,新浪
1013,2019-01-30,商誉减值集中爆雷，交易所连发监管函直指业绩“大洗澡”,Wind
1014,2019-01-30,牺牲2018年利润换取之后几年平稳,中新经纬
1015,2019-01-30,商誉减值爆雷30亿却大涨4%？黑天鹅乱飞，各种对冲在路上,中证报
1016,2019-01-30,商誉减值连环雷暴，有68家公司一夜预亏超10亿，千亿资产泡沫灰飞烟灭,21世纪经济报道
1017,2019-01-30,A股商誉“地雷”下马威 易会满不易,经济观察网
1018,2019-01-30,商誉风暴肆掠A股,阿尔法工场
1019,2019-01-30,巨丰独家点评：商誉风暴肆虐A股！深度解读连环爆雷潮背后玄机 资产异常,巨丰财经
1020,2019-01-30,人福医药逆势翻红 成交额超2亿元,第一财经
1021,2019-01-30,人福医药股价快速拉升翻红,e公司
1022,2019-01-30,业绩“地雷”持续引爆，西宁特钢等10余股一字跌停,Wind
1023,2019-01-30,业绩雷密集引爆 业绩频频爆雷股民不应背锅,证券时报网
1024,2019-01-30,A股商誉减值连环雷：28公司下调业绩，人福医药计提30亿,财界网
1025,2019-01-30,人福医药将坚持“归核化战略” 商誉减值致业绩预亏 预亏,长江商报
1026,2019-01-30,商誉“爆雷”减值30亿后 人福医药火速发布回购计划 资产异常,财富动力网
1027,2019-01-30,2018年最高预亏27亿 人福医药现上市首亏 预亏,北京商报
1028,2019-01-30,亏损25亿人福医药踩雷 投资需谨防上市公司三大爆雷点,北青网
1029,2019-01-30,人福医药：正根据《问询函》要求，积极准备回复工作,Wind
1030,2019-01-30,海外并购巨额商誉“爆雷” 人福医药预亏逾22亿 资产异常,每日经济新闻
1031,2019-01-29,人福医药大额计提商誉减值，上交所闪电问询,Wind
1032,2019-01-29,人福医药大额计提商誉减值 上交所闪电问询 资产异常,e公司
1033,2019-01-29,十几家公司预亏10亿以上 多家基金券商保险私募重仓 预亏,新浪
1034,2019-01-29,A股今夜无眠！人福医药商誉计提30亿，十几家公司预亏超10亿,中证报
1035,2019-01-29,多家上市公司上演业绩暴雷潮 华录百纳亏损超33亿元,金融界
1036,2019-01-29,A股安全套巨头10亿元回购计划半年不见动静 药企核查风暴下人福医药股价不振,华夏时报
1037,2019-01-29,人福医药2018年净利亏损27亿 拟计提商誉减值损失30亿元 亏损,和讯
1038,2019-01-29,安全套巨头人福医药“不安全”，去年巨亏超25亿元 重大损失,新京报
1039,2019-01-29,人福医药2018年亏损22亿-27亿 拟计提商誉减值损失30亿 亏损,挖贝网
1040,2019-01-29,[公司]人福医药拟5亿至10亿元回购股份,全景网
1041,2019-01-29,人福医药计提商誉减值30亿元 2018年预亏22亿元至27亿元 资产异常,中证网
1042,2019-01-29,人福医药发布2018年业绩预告，亏损超22亿元 亏损,亿欧网
1043,2019-01-29,人福医药：预计2018年净利润亏损为22亿元到27亿元 预亏,证券之星
1044,2019-01-29,人福医药(600079.SH)拟申请注册发行不超15亿元中期票据,格隆汇
1045,2019-01-29,人福医药(600079.SH)2018年度预亏22亿-27亿元 预亏,格隆汇
1046,2019-01-29,人福医药(600079.SH)拟回购5亿-10亿元股份 用于股权激励,格隆汇
1047,2019-01-29,人福医药：2018年预亏22亿-27亿元 商誉减值损失30亿 预亏,新浪
1048,2019-01-29,人福医药：拟发行不超过15亿元公司债补血偿债,Wind
1049,2019-01-29,人福医药：计提商誉减值以及无形资产减值损失约30亿,金融界
1050,2019-01-29,人福医药：2018年预计亏损22亿-27亿元，拟以5亿-10亿元回购股份 预亏,Wind
1051,2019-01-18,CFi收盘揭秘:冲关日妖股跌停 60日线上还有多大空间,中财网
1052,2019-01-17,人福医药股东当代科技质押3726万股 用于为融资提供质押担保,挖贝网
1053,2019-01-17,人福医药短期融资券发行 总额为5亿元,挖贝网
1054,2019-01-15,医药类上市公司披露2018年成绩单，近八成预喜,制药网
1055,2019-01-14,2018，至少8家药企全年净利润超10亿元,制药网
1056,2019-01-04,2018年A股上市公司“回购王”花落哪家？美的PK美凯龙？,投资时报
1057,2019-01-02,"医药生物行业周报:医保局调结构被数据验证,大破大立下拥抱创新升级",光大证券
1058,2018-12-26,人福医药集团股份公司简式权益变动报告书,证券日报
1059,2018-12-21,人福医药：苯佐那酯软胶囊获得美国FDA批准文号,e公司
1060,2018-12-18,高管增持排行榜 7股获增持超千万元,证券时报
1061,2018-12-14,人福医药短期融资券发行 总额为5亿元,挖贝网
1062,2018-12-14,人福医药控股股东当代科技质押2270万股 占总股本的1.68%,挖贝网
1063,2018-12-14,人福医药年内再获ANDA申请批准 稳步推进国际化进程,证券日报
1064,2018-12-12,58股获高管增持 近10日主力资金净流入13只,证券时报
1065,2018-12-12,人福医药：没有品种进入本次带量采购目录,Wind
1066,2018-12-12,A股早报2018年12月12日星期三,Wind
1067,2018-12-10,人福医药:抗住了芬太尼 能否扛得住66亿商誉减值测试,新浪
1068,2018-12-07,[快讯]人福医药发布解除质押公告,中财网
1069,2018-12-07,A股早报2018年12月7日星期五,Wind
1070,2018-12-06,专访人福医药副总裁李前伦：多举措响应国家高质量发展号召 加大研发投入深耕核心产业,每日经济新闻
1071,2018-12-06,人福医药：在创新药研发方面有临床试验队伍,Wind
1072,2018-12-05,29股获券商买入评级，跨境通目标涨幅达131.07%,Wind
1073,2018-12-04,10余家药企忙与“芬太尼”撇清关系 14只麻醉概念股意外飘红,号外财经网
1074,2018-12-04,芬太尼麻醉药市场遭监管，国药、丽珠等10余公司忙撇清,Wind
1075,2018-12-04,芬太尼将被整类列管 多公司澄清对美无出口,新京报
1076,2018-12-04,芬太尼麻醉药市场遭监管 国药、丽珠等10余公司忙撇清 其他违规处罚,证券日报
1077,2018-12-03,虚惊一场！芬太尼管控趋严，14只概念股意外飘红,中新经纬
1078,2018-12-03,快讯：芬太尼概念股早盘低迷 人福医药大跌4%,新浪
1079,2018-12-03,麻醉概念逆势走低，人福医药盘初跳水,Wind
1080,2018-12-03,芬太尼成黑天鹅！14只A股5200亿市值或波及,券商中国
1081,2018-12-02,芬太尼一夜“爆红” 人福医药否认相关产品被转卖至美国,每日经济新闻
1082,2018-12-02,周末要闻2018年12月2日星期日,Wind
1083,2018-12-02,人福医药: 子公司芬太尼类产品销售超20 亿 没有出口到美国,挖贝网
1084,2018-12-02,人福医药：子公司宜昌人福没有任何芬太尼类物质出口到美国,Wind
1085,2018-11-30,人福医药：汇添富基金拟减持不超2%股份,e公司
1086,2018-11-30,人福医药：股东拟减持不超过2707.4万股 占比2%,金融界
1087,2018-11-30,人福医药：汇添富基金两资管计划拟分别减持不超1353.7万股,Wind
1088,2018-11-30,融资客青睐22股，大名城买入占比高达53.39%,Wind
1089,2018-11-27,公告隐现重大利好 周二8只个股有望突破大涨,证券之星
1090,2018-11-26,人福医药：氯化钾粉获得美国FDA批准文号,e公司
1091,2018-11-20,人福医药：获得政府补助8977万元,证券之星
1092,2018-11-17,人福医药发行短期融资券总额为5亿元 票面利率为5.7%,挖贝网
1093,2018-11-16,"人福医药:归核化聚焦,雄鹰待展翅",国联证券
1094,2018-11-10,人福医药股票怎么样？人福医药有限公司股票行情介绍,益盟操盘手
1095,2018-11-05,12家知名私募潜入76家上市公司,Wind
1096,2018-10-31,百亿级私募三季度持仓：重仓生物医药及大消费板块,中证报
1097,2018-10-30,人福医药：2018年前三季度主要财务指标,上交所
1098,2018-10-30,A股史上最大回购预案将引入千亿资金！中国平安拟回购不超10%股票,每日经济新闻
1099,2018-10-30,四季度将迎来回购大潮,中证报
1100,2018-10-29,风向生变：小甜甜成牛夫人，“一哥”持股大曝光,Wind
1101,2018-10-29,人福医药：前三季度净利润6.48亿元，同比下降66.57%,Wind
1102,2018-10-29,"医药生物行业:新版基药目录发布,关注受益品种",正点财经
1103,2018-10-29,巨丰热点：回购概念早盘强势 多股涨停,巨丰财经
1104,2018-10-29,金股预测早间版：8股有望开启估值修复,巨丰财经
1105,2018-10-29,回购新规落地，近30家公司披露回购预案,证券时报
1106,2018-10-28,"A股沸腾！回购新规刚发布，12家公司""火速响应""回购近60亿！",e公司
1107,2018-10-28,人福医药：董事长提议公司5亿元-10亿元回购股份,e公司
1108,2018-10-28,响应新修订的《公司法》，人福医药美盛文化等多公司董事长提议回购,Wind
1109,2018-10-28,人福医药：董事长王学海建议公司回购5亿元-10亿元,Wind
1110,2018-10-28,人福医药2名股东合计减持400万股 权益变动后持股比例合计为5%,挖贝网
1111,2018-10-19,人福医药10个制剂获FDA审批通过,医药云端工作室
1112,2018-10-19,人福医药:参股公司天风证券上市 公司持有12.06%股份,金融界
1113,2018-10-19,人福医药：天风证券上市 公司持股12.06%,e公司
1114,2018-10-18,人福医药：盐酸安非他酮缓释片获美国FDA批文,证券时报网
1115,2018-10-15,融资客青睐10股，海欣股份买入占比高达51.93%,Wind
1116,2018-10-09,看好中国｜健康中国——行业业绩稳定下关注三季度报,巨丰财经
1117,2018-10-09,人福医药：抑郁症药物去甲文拉法辛缓释片获美国FDA批准文号,e公司
1118,2018-10-08,10月8日有44家公司获重要股东增减持 包钢股份已被连续增持63次,Wind
1119,2018-10-08,【速览】收假后的第一天，人福医药、昆药集团就迎来喜讯,药智网
1120,2018-10-08,人福医药：盐酸右美托咪定注射液获得药品注册批件,e公司
1121,2018-09-30,诺贝尔奖明日开始陆续公布 诺贝尔概念股值得关注一波,云掌财经
1122,2018-09-28,人福医药产品获得美国FDA批准文号 对拓展美国市场带来积极影响,投资快报
1123,2018-09-27,人福医药：公司盐酸二甲双胍缓释片获得美国FDA批文,Wind
1124,2018-09-26,人福医药关于公司董事增持股份计划的进展公告,亿邦动力
1125,2018-09-25,【数据揭秘】09月21日 融资客最看好的前20只个股,每日经济新闻
1126,2018-09-24,医疗保健：研发费用加计扣除率提高 致力研发创新的企业受益更大,华金证券
1127,2018-09-18,人福医药关于公司董事增持股份计划的进展公告,亿邦动力
1128,2018-09-11,社保基金长期重仓股名单曝光，连续五年坚守24只个股,证券日报
1129,2018-09-11,社保基金长期重仓股名单曝光 连续五年坚守24只个股,证券日报
1130,2018-09-10,10日晚公告精选丨粤宏远A获第一大股东广东宏远集团三度举牌,21世纪经济报道
1131,2018-09-10,9月10日上市公司晚间公告速递,新浪
1132,2018-09-10,人福医药：天风证券首发过会，公司持股13.4%,Wind
1133,2018-09-10,人福医药：参股公司天风证券IPO申请获核准 公司持股13.4%,e公司
1134,2018-09-05,人福医药关于2017年度第一期短期融资券兑付公告,亿邦动力
1135,2018-09-05,华泰保险股权变更频现 为上市铺路还是资本角逐？,21世纪经济报道
1136,2018-08-31,归核化战略落地 人福医药业绩拐点显现,红周刊
1137,2018-08-31,人福医药扣非净利同比降3成 控股股东股权质押超93%,新浪
1138,2018-08-29,人福医药：上半年净利润同比增33.51%,Wind
1139,2018-08-29,医药行业:华兰生物,信达证券
1140,2018-08-22,零售晚报：苏宁：明天起 商家品牌新增流程开始升级,亿邦动力
1141,2018-08-22,人福医药独立董事关于关联交易事项的独立意见,亿邦动力
1142,2018-08-10,8月10日有22家公司获重要股东增减持 天龙集团已被连续减持21次,Wind
1143,2018-08-09,人福医药股东减持股份进展公告,亿邦动力
1144,2018-08-03,人福医药关于发行定向债务融资工具接受注册的公告,亿邦动力
1145,2018-07-27,人福医药：公司没有疫苗生产销售业务,Wind
1146,2018-07-24,湖北省发布3个百强榜单，8家药企荣耀上榜,制药网
1147,2018-07-23,医药行业卓越推：暂不推荐,中财网
1148,2018-07-22,人福医药入围2018《财富》中国500强,--
1149,2018-07-21,十年人福非洲情：人福医药李文胜荣获马里国家级军官勋章,红周刊
1150,2018-07-21,【独家】走出临床核查惨案阴影，2018临床试验迎大爆发，上半年,药智网
1151,2018-07-13,17家药企闯进中国企业500强！第一梯队是谁？,医药网
1152,2018-07-06,人福医药跌0.26%，创年度新低，报11.73元,腾讯网
1153,2018-07-05,医药行业:通化东宝,信达证券
1154,2018-07-04,人福医药关于控股股东股份质押的公告,亿邦动力
1155,2018-07-04,人福医药：氨酚羟考酮片获得美国FDA批准,金融界
1156,2018-07-04,医药健康周报：单 抗生物类似药系列报告(一),中财网
1157,2018-06-28,人福医药：盐酸阿芬太尼注射液等项目进入国家优先审评药品公示名单,中证网
1158,2018-06-28,人福医药：ALK抑制剂获得药物临床试验批件,金融界
1159,2018-06-26,人福医药上半年有4个产品获FDA批准 海外业务营收超十亿,医药网
1160,2018-06-25,公告精选：帝亚吉欧拟溢价2成要约收购水井坊20%股份；万达电影拟116亿元购买万达影视97%股权,每日经济新闻
1161,2018-06-25,人福医药：氯化钾缓释片获美国FDA批文,e公司
1162,2018-06-23,华泰保险股权悬局：当代金控变招,中国经营报
1163,2018-06-20,A股头条之上市公司公告精选（6.21）,金融界
1164,2018-06-20,人福医药：1.02亿美元出售中原瑞德剩余20%股权,中国基金报
1165,2018-06-20,盘前必读公告：这些股不容错过！,巨丰财经
1166,2018-06-20,人福医药「盐酸安非他酮缓释片」获得美国ANDA批准文号,微信
1167,2018-06-19,人福医药：盐酸安非他酮缓释片获得美国FDA批文,e公司
1168,2018-06-13,人福医药今日大宗交易成交200万股，成交价13.45元折价0.0%,Wind资讯
1169,2018-06-13,跨国药企高管纷纷跳槽本土创新药企 传统药企该如何加速转型,3156医药网
1170,2018-06-11,人福医药：控股子公司获得药品GMP证书,Wind
1171,2018-06-07,[推荐评级]第二十九批拟纳入优先审评程序药品公示点评(医药行业)：多品种拟纳入优先审评 关注母牛分枝杆菌疫苗,中财网
1172,2018-06-05,[路演]人福医药：两性健康业务最早要到2020年才能申请上市,全景网
1173,2018-06-01,这个大品种，易主,赛柏蓝
1174,2018-05-29,盘前必读公告：这些股不容错过！,巨丰财经
1175,2018-05-28,人福医药：地奈德乳膏获药物临床试验批件,Wind
1176,2018-05-28,人福医药：地奈德乳膏获药物临床试验批件,e公司
1177,2018-05-28,人福医药股价持续下跌 为何医药股价如此低迷,证券日报
1178,2018-05-28,[强于大市评级]医药行业周报：看好医药板块 持续推荐疫苗板块及蓝帆医疗,中财网
1179,2018-05-22,"医药行业周报:持续看好医药板块,推荐疫苗板块及蓝帆医疗",西南证券
1180,2018-05-15,[推荐评级]医药行业周报：仿制加码创新 投资主线明确,中财网
1181,2018-05-14,[强于大市评级]医药行业周报：医药行业牛市趋势不改 调整即是买入良机,中财网
1182,2018-05-11,5月11日早间行业热点聚焦,中证网
1183,2018-05-08,[强于大市评级]医药行业周报：中美贸易摩擦持续看好医药牛市 推荐智飞生物、康泰生物、贝瑞基因等,中财网
1184,2018-05-04,巨丰早参：万亿国家级基金助力集成电路产业发展,巨丰财经
1185,2018-05-03,天风证券过会券商背后隐藏的影子股不尽相同,顶尖财经网
1186,2018-05-03,公告精选：星湖科技股东拟清仓减持14.72%股份；惠而浦连续两年年报涉嫌虚假记载，被立案调查,每日经济新闻
1187,2018-05-03,公告精选：天风证券IPO过会人福医药持股13.4% 惠而浦被立案调查,e公司
1188,2018-05-03,中金网0503晚间公告汇总：人福医药参股公司天风证券IPO过会,中金网
1189,2018-05-03,晚间重要公告2018年5月3日星期四,--
1190,2018-05-03,人福医药：天风证券IPO过会，公司持股13.4%,Wind
1191,2018-05-03,人福医药：天风证券IPO过会 公司持股13.4%,e公司
1192,2018-05-03,巨丰早参：国家队最新持仓曝光 证金青睐金融股,巨丰财经
1193,2018-05-02,人福医药：子公司制霉素外用散获FDA批准文号,Wind
1194,2018-05-02,私募大佬最新重仓股大曝光！王亚伟、成泉资本都在这,中国基金报
1195,2018-04-27,人福医药：一季度净利润同比减10.21%,Wind
1196,2018-04-27,医药行业:通化东宝,信达证券
1197,2018-04-23,[强于大市评级]医药行业周报：市场波动首选医药 重点推荐乐普医疗、恒瑞医药等,中财网
1198,2018-04-20,42家药企销售费用占营收比超30%，13家上市药企广告费超研发费用,Wind
1199,2018-04-19,人福医药集团股份公司关于,证券时报
1200,2018-04-17,[买入评级]医药生物行业投资策略：进口抗癌药关税政策无需过度放大 依然看好国内创新药企业,中财网
1201,2018-04-16,[推荐评级]医药行业周报：进口药新政落地 利好医药产业升级,中财网
1202,2018-04-14,人福医药净利润达148.5% 三大麻醉品领跑百亿市场,米内网
1203,2018-04-14,巨丰原创：年报披露进入高峰期 高质量股票呼之欲出,巨丰财经
1204,2018-04-13,人福医药：与药明康德在研发项目上有合作,Wind
1205,2018-04-13,人福医药：与药明康德研发项目上有合作,中证网
1206,2018-04-12,人福医药：阿奇霉素干混悬剂获得美国FDA批准文号,Wind
1207,2018-04-12,公告隐现重大利好 周四8只个股有望突破大涨,证券之星
1208,2018-04-11,人福医药年报净利增149%拟10派1.6元,顶尖财经网
1209,2018-04-11,晚间重要公告2018年4月11日星期三,--
1210,2018-04-11,人福医药：2017年净利20.69亿元 同比增149%,e公司
1211,2018-04-11,人福医药：2017年净利润同比增148.52%,Wind
1212,2018-04-10,[增持评级]医药生物行业周报：国务院发文推进仿制药改革 优质仿制药进口替代有望提速,中财网
1213,2018-04-04,[推荐评级]医药行业周报：关注细分领域投资机会 加强低估值企业配置,中财网
1214,2018-04-04,[增持评级]医药生物行业点评：国务院政策加码 医药行业供给侧改革提速,中财网
1215,2018-04-04,医药生物行业日报：安徽发布医保目录整合方案,中财网
1216,2018-04-03,[买入评级]医药生物行业深度分析报告：医保放量：2018年又一确定性机会,中财网
1217,2018-04-03,医药行业卓越推：暂不推荐,中财网
1218,2018-04-03,人福医药：子公司氨酚氢可酮片获美FDA批准文号,Wind
1219,2018-04-03,[强于大市评级]医药行业周报：医药指数持续创新高 把握医药结构化牛市,中财网
1220,2018-03-30,下周418亿市值限售股解禁，环比增加3.92%,Wind
1221,2018-03-21,129亿净资金全面流出 五大板块遭遇杀跌,证券之星
1222,2018-03-21,3300点争夺战 四大机构斥资逾17亿元布局绩优股,证券日报
1223,2018-03-19,人福医药萘普生钠软胶囊获美国ANDA批文,新浪医药
1224,2018-03-19,人福医药：萘普生钠软胶囊获得在美销售资格,e公司
1225,2018-03-15,明日热点板块和概念预测 重点关注这些个股（3月15日）,中财网
1226,2018-03-14,人福医药：择机启动Ansell相关资产的海外上市工作,e公司
1227,2018-03-13,今日热点板块和概念预测 重点关注这些个股（3月13日）,中财网
1228,2018-03-05,医药行业卓越推：华兰生物(002007),中财网
1229,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
1230,2018-02-18,机构、股东、高管争相买入这些业绩暴增股,证券时报
1231,2018-02-13,医药行业:华兰生物,信达证券
1232,2018-02-11,人福医药新药获药品注册申请受理,中国网
1233,2018-02-07,23家上市公司或成现金分红“奶牛” 三大要素寻红包,重庆商报
1234,2018-01-19,融资客青睐40股，江河集团买入占比高达50.53％,Wind
1235,2018-01-10,【晨会聚焦】创新药龙头的投资机会如何？,中泰证券研究所
1236,2018-01-10,【医药-恒瑞医药(600276)】江琦：BTK抑制剂授权海外，创新药国际化再下一城-20180109,中泰证券研究所
1237,2018-01-09,人福医药：1月8日融资余额为8.01亿元，较前一日骤增5.37%,Wind资讯
1238,2018-01-04,【行业深度】医药生物李平祝/霍辰伊拥抱医药创新的新时代—创新药产业深度报告暨2018年投资策略,中国银河证券研究
1239,2018-01-03,创新药产业深度报告暨2018年投资策略：拥抱医药创新的新时代,中财网
1240,2018-01-02,湖北医药制造企业表现抢眼发展后劲十足,制药网
