,2021-12-31,光伏风电储能：华创证券坚定看好新能源“三剑客”,智通财经
2502,2018-08-28,护盘使者证金公司增持多股借道5只救市基金业绩亮眼,国际金融报
2503,2018-08-28,国电南瑞午后异动拉升5.98%报15.94元 成交2.99亿元,腾讯网
2504,2018-08-28,[买入评级]国电南瑞(600406)中报点评：电网工控信通高增长 继保柔直未来可期,中财网
2505,2018-08-28,[买入评级]国电南瑞(600406)半年报点评：市场开拓显著 经济效益显现,中财网
2506,2018-08-28,电网朱格拉周期，中报业绩兑现增长——国电南瑞2018年半年报点评,国君电新深度观察
2507,2018-08-28,[推荐评级]国电南瑞(600406)中报点评：电网自动化龙头优势显现 全年稳健增长可期,中财网
2508,2018-08-28,【电气设备与新能源|太平洋证券】新能源车进出口表现强劲，风电龙头业绩提升兑现,太平洋证券研究
2509,2018-08-28,[快讯]兴全合润基金公布半年报 收益为-11.00%,中财网
2510,2018-08-28,[快讯]兴全趋势基金公布半年报 收益为-7.59%,中财网
2511,2018-08-28,[快讯]中欧恒利基金公布半年报 收益为-1.34%,中财网
2512,2018-08-28,[快讯]新华环保基金公布半年报 收益为-22.87%,中财网
2513,2018-08-28,[快讯]重组分级基金公布半年报 收益为-18.59%,中财网
2514,2018-08-28,证金二季度增持两公司 华大基因等公司披露分配预案,中金在线
2515,2018-08-27,27日晚公告精选丨科大讯飞定增获批,21世纪经济报道
2516,2018-08-27,国电南瑞：半年报增长五成 证金增持,金融界
2517,2018-08-27,国电南瑞今日大宗交易成交110万股，成交价15.04元折价0.0%,Wind资讯
2518,2018-08-27,国电南瑞：上半年净利润同比增50.77%,Wind
2519,2018-08-27,电气设备与新能源行业周报：电动车继续看好龙头重视低估值高增长龙头,顶尖财经网
2520,2018-08-27,[快讯]泰信400A基金公布半年报 收益为-15.66%,中财网
2521,2018-08-27,国金策略：MSCI事件将为金融消费带来阶段性超额收益,新浪
2522,2018-08-22,增量配网新政酝酿出台 改革进程有望加速,e公司
2523,2018-08-22,22日早间重要行业资讯：各地掀起城规建设热潮,证券时报网
2524,2018-08-21,北上资金小幅净流出——市场资金面周观察,修炼投资的水晶球
2525,2018-08-21,"电气设备与新能源行业周报:电动乘用车销售向好,坚定看好龙头",东吴证券
2526,2018-08-20,[看好评级]电气设备行业周报：车型丰富强化消费崛起后盾 经济放缓不改工控向好逻辑,中财网
2527,2018-08-20,[领先大市-A评级]电力设备行业动态分析：三大主线日益明晰 新能源车逻辑不改,中财网
2528,2018-08-20,[增持评级]电力设备新能源行业周报：电动车逐月回暖 全球风电需求提速,中财网
2529,2018-08-19,【国君电新|周观点】风电龙头迎三重利好催化,国君电新深度观察
2530,2018-08-19,【太平洋证券策略】北上资金爱消费——8月前两周北上资金流向观察,周雨策略观察
2531,2018-08-17,144只股短线走稳 站上五日均线,证券时报
2532,2018-08-15,A股市场不断扩大开放 在MSCI中的比重提升,股城网
2533,2018-08-15,[买入评级]工控&电力设备行业8月刊：工信部五方面促进制造业高质量发展 乌东德柔直启动招标,中财网
2534,2018-08-15,A股纳入MSCI因子将提至5% 神华、联通等10只A股纳入,第一财经
2535,2018-08-15,A股纳入MSCI权重达到5% 全球配置中A股比重渐提升,广州日报
2536,2018-08-15,地量收跌但不乏热点 密切关注两大不确定性,大众证券报
2537,2018-08-14,长城证券：长风再至,长城证券
2538,2018-08-14,10只个股新纳入 数百亿增量外资即将进场,证券时报
2539,2018-08-13,863计划“光伏微电网核心设备与控制系统研制及示范应用” 课题通过技术验收,科技部
2540,2018-08-13,[增持评级]电气设备行业周报：新能源汽车再度进入配置区间 核电标准化工作加速推进,中财网
2541,2018-08-13,[买入评级]电力设备与新能源行业研究周报：十三五电力规划启动调整 造车新势力开始放量,中财网
2542,2018-08-07,273亿再加仓 五概念受追捧或成主线,证券之星
2543,2018-07-31,【电力设备与新能源|邵晶鑫团队太平洋证券】北汽全面新能源化战略坚定，风光补贴强度不变提振信心,太平洋证券研究
2544,2018-07-30,今日盘中突破五日均线个股一览,证券时报网
2545,2018-07-30,"电力设备与新能源行业周报:电动车龙头继续看反转,风光龙头估值开始修复",东吴证券
2546,2018-07-25,2Q18基金持仓(电气设备行业)：光伏收紧影响配置意愿 向新能源车板块转移,中财网
2547,2018-07-24,[买入评级]工控&电力设备行业7月报：IAS&RS助力华中智能制造 国网充电桩招标量提升,中财网
2548,2018-07-24,[强于大市评级]电气设备行业下半年度策略：不忘初心 守得云开,中财网
2549,2018-07-24,"电力设备与新能源行业周报:升级元年和旺季在即,电动车龙头成长行情发酵",东吴证券
2550,2018-07-24,"电力设备与新能源行业研究:整车与电池厂合作掀高潮,龙头优势继续扩大",国金证券
2551,2018-07-23,国家电网第二批充电桩中标候选人公布 共9家企业分摊3亿元,北极星电力
2552,2018-07-23,7月23日券商晨会研报汇编,证券日报
2553,2018-07-22,【国金电新周观点】整车与电池厂合作掀高潮，龙头优势继续扩大,新兴产业观察者
2554,2018-07-20,[优于大市评级]良信电器(002706)研究报告：定位中高端 打造民族品牌,中财网
2555,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
2556,2018-07-18,南京将设200亿美元集成电路产业投资基金 多家上市公司有望受益,中证网
2557,2018-07-17,国电南瑞变电公司承担的辽宁阜新500kV变电站投运,国电南瑞
2558,2018-07-17,[优于大市评级]电气设备行业跟踪报告：国网公示2018年第二次充电设备招标中标候选人,中财网
2559,2018-07-17,"电力设备行业:内外合力消费市加速,定海神针中国芯突破",安信证券
2560,2018-07-16,[强于大市评级]深度*行业*电力设备与新能源行业周报：6月新能源汽车产销与用电量持续高增长,中财网
2561,2018-07-15,【国金电新周观点】关注电新板块与中报相关的几类机会,新兴产业观察者
2562,2018-07-13,国电南瑞签约世界单机容量最大的水电站励磁系统项目,证券日报
2563,2018-07-12,7月12日有66家公司获重要股东增减持 泛海控股已被连续增持63次,Wind
2564,2018-07-12,国电南瑞：部分监事增持1.2万股公司股份,金融界
2565,2018-07-10,[推荐评级]电力设备与新能源行业2018年中期投资策略：底部下拐点渐近 分化中龙头崛起,中财网
2566,2018-07-10,今日16只股公告增持 股数达0.92亿,证券时报
2567,2018-07-10,"电力设备行业:迎电车浪潮,享智造盛宴",安信证券
2568,2018-07-07,【长江电新-周观点】政策路径明确，坚定产业信心,微信
2569,2018-07-05,国电南瑞跌2.52%，创年度新低，报14.34元,腾讯网
2570,2018-07-05,国电南瑞跌1.09%，创年度新低，报14.55元,腾讯网
2571,2018-07-04,国电南瑞大跌5.19%，报14.60元,腾讯网
2572,2018-07-04,国电南瑞跌2.14%，创近4个月新低，报15.07元,腾讯网
2573,2018-07-04,充电桩行业加速洗牌 新模式或引发行业变革,盖世汽车
2574,2018-07-04,国电南瑞跌1.23%，创近4个月新低，报15.21元,腾讯网
2575,2018-07-03,国电南瑞跌1.54%，创近4个月新低，报15.37元,腾讯网
2576,2018-07-03,[推荐评级]电新18年中报预期(电气设备行业)：选对赛道 追求成长,中财网
2577,2018-07-02,[增持评级]电气设备行业周报：三代核电并网有望助力核准松绑 持续看好新能源车中游旺季行情,中财网
2578,2018-07-02,[增持评级]电气设备行业周报：电动车边际改善 Q3旺季开启,中财网
2579,2018-07-02,[增持评级]电力设备与新能源行业周报：升级元年和旺季开始 电动车龙头持续反转,中财网
2580,2018-07-01,【国金电新周观点】储能电池国家标准发布，电网电车外资股比放开,新兴产业观察者
2581,2018-07-01,立足全球，感受中国芯力量【安信电新·周观察·0631】,电新邓永康团队
2582,2018-06-29,[强于大市评级]深度*行业*电新行业2018年中期策略：产业升级 格局优化,中财网
2583,2018-06-27,"电力设备行业动态周报:5月全国用电量稳定增长,插电混合动力车型发力",中航证券
2584,2018-06-26,电力设备与新能源行业深度报告：电动车升级元年、工控新周期 优质龙头成长空间开启,中财网
2585,2018-06-26,"电气设备行业:风电5月装机同比增长19%,新能源汽车中游进入排产旺季",正点财经
2586,2018-06-26,[买入评级]电力设备与新能源行业研究周报：电车板块显比较优势 数据印证工控低压电器高景气 3星级,中财网
2587,2018-06-26,[买入评级]工控&电力设备2018年中期策略：工控需求向好持续 电网提升新能源消纳,中财网
2588,2018-06-26,"电力设备行业:动力全开,新周期新成长",安信证券
2589,2018-06-25,中国首座典型海岛气候全类型就地化保护试点工程正式投运,北极星电力
2590,2018-06-25,新能源汽车中游，关键窗口期正在到来,电新产业研究
2591,2018-06-25,引领区域产业发展的“江苏经验”,证券时报
2592,2018-06-25,"电力设备与新能源行业周报:电动车旺季在即龙头迎反转,制造业投资加速显示工控高景气",东吴证券
2593,2018-06-24,【国金电新周观点】电车板块显比较优势，数据印证工控低压电器高景气,新兴产业观察者
2594,2018-06-23,电气设备：风光发电潜力巨大 荐16股,中信建投
2595,2018-06-21,国泰君安：维持国电南瑞“增持”评级,中证网
2596,2018-06-21,17股获券商买入评级 滨江集团目标涨幅达70.87%,Wind
2597,2018-06-20,今日涨停敢死队火线抢入7只强势股一览（2018年6月20日）,中财网
2598,2018-06-20,国电南瑞股票分析：南瑞价值因子有望穿越行业景气低谷,国泰君安
2599,2018-06-20,财融汇·早间必读 | 20180620,财通证券融资融券部
2600,2018-06-20,国电南瑞：6月19日融资余额为14.85亿元，较前一日骤降5.89%,Wind资讯
2601,2018-06-20,逾千股股价创三年来新低 累计跌幅超五成！这些低估值绩优股被错杀？,中财网
2602,2018-06-20,【电力设备与新能源|邵晶鑫团队太平洋证券】潜在爆款车接续登场，光伏单多晶分化持续,太平洋证券研究
2603,2018-06-20,"电力设备行业:风光久旱逢甘露,电车破浪会有时",安信证券
2604,2018-06-19,【国君电新】公司调研报告：南瑞价值因子有望穿越行业景气低谷,国君电新深度观察
2605,2018-06-19,[增持评级]电力设备新能源行业周报：电动车升级趋势明确 第七批可再生能源补贴目录公布,中财网
2606,2018-06-15,能源互联网商业模式分析 能源产业如何与互联网结合,前瞻研究院
2607,2018-06-12,[推荐评级]电力设备行业投资策略报告：政策换挡下的新能源成长投资,中财网
2608,2018-06-12,[增持评级]电力设备新能源行业周报：新能源乘用车5月销量靓丽 新能源发电第七批补贴目录或将近期发布,中财网
2609,2018-06-12,[买入评级]工控&电力设备行业6月报：工业互联网发展行动计划发布 增量配电改革继续推进,中财网
2610,2018-06-12,各地规划有望陆续出台 智能电网设备市场引爆在即,中证报
2611,2018-06-11,2018年中期投资策略报告之电力设备与新能源行业篇：紧随高镍趋势，坚持业绩为王,新能源沙龙
2612,2018-06-11,五大券商周二看好6板块64股,证券之星
2613,2018-06-11,【太平洋证券?今日早读】机械设备、电新、交运行业周报|中新赛克、泰豪科技深度报告（20180611）,太平洋证券研究
2614,2018-06-11,【电力设备与新能源|邵晶鑫团队太平洋证券】消费接力抢装+CATL正式上市，新能源车的新时代开启,太平洋证券研究
2615,2018-06-11,"电力设备与新能源行业周报:5月电动车销售超预期,旺季和升级元年带来反转行情",东吴证券
2616,2018-06-11,"新能源与电力设备行业研究:光伏政策影响快速显现,工业互联网迎发展元年",国金证券
2617,2018-06-11,"电力设备行业:政策激发对策,铅华洗尽方见成长",安信证券
2618,2018-06-08,[增持评级]电力设备新能源行业周报：光伏新政致短期需求预期降温 新能源车上游材料结构性机会继续演绎,中财网
2619,2018-06-06,[增持评级]电动车2017年报及季报总结：成长与分化并存 精选优质龙头,中财网
2620,2018-06-06,【电力设备与新能源|邵晶鑫团队太平洋证券】光伏政策剧震产业端向死而生，CATL上市有望提振中游估值,太平洋证券研究
2621,2018-06-04,[增持评级]电气设备行业周报：光伏标杆电价下调5分钱 新能源车即将进入新旧补贴换挡期,中财网
2622,2018-06-04,[增持评级]输配电及控制行业研究点评：国网充电桩招标超预期 看好全年行业高成长,中财网
2623,2018-06-04,"电力设备行业:政策意志彰显,光伏巨震影响几何",安信证券
2624,2018-05-31,《2018上市公司资本品牌溢价报告》发布 内生价值释放 溢价整体提升,证券日报
2625,2018-05-30,今日股市热点板块：5月30日周三热点板块及个股探秘,证券之星
2626,2018-05-30,[增持评级]电力设备2018年中期策略：电网朱格拉 工控多共振,中财网
2627,2018-05-29,【太平洋证券?今日早读】固收：可转债周报|食品饮料、汽车、电新、化工、农林牧渔、交运行业追踪（20180529）,太平洋证券研究
2628,2018-05-28,[领先大市-A评级]电力设备行业动态分析：以风电消纳为核 造中国电池之芯,中财网
2629,2018-05-28,电力设备行业：边际改善聚焦龙头,顶尖财经网
2630,2018-05-28,24股获券商买入评级，内蒙一机目标涨幅达34.22%,Wind
2631,2018-05-28,新能源车企迎来近190亿元补贴 6股迎来上车良机,证券日报
2632,2018-05-28,"电力设备与新能源行业周报:锂电旺季在即迎反转,风光龙头强者恒强",东吴证券
2633,2018-05-27,新能源车企迎来近190亿补贴 3重因素保障产业中期成长,证券日报
2634,2018-05-27,富士康从代工向工业互联网转型符合行业发展趋势，工业互联网巨大想象空间再获关注。,新兴产业观察者
2635,2018-05-25,[强烈推荐-A评级]国电南瑞(600406)点评：拟变更坏账计提政策,中财网
2636,2018-05-24,[买入评级]电源设备行业简评：充电桩建设进入平稳期 年内仍有1-2批招标,中财网
2637,2018-05-23,电气设备：风光发电潜力巨大 荐16股,中信建投
2638,2018-05-22,二次设备龙头重组后 国电南瑞2018年Q1营收38.4亿元 同比增长19.8%,北极星电力
2639,2018-05-21,电动车旺季在即 工控景气持续向好 4股势不可挡,证券之星
2640,2018-05-21,"电力设备与新能源行业周报:电动车旺季在即迎反转,工控景气持续向好",东吴证券
2641,2018-05-20,公共充电桩呈现明确的高增长+高功率化趋势，重点关注进入壁垒和毛利率均较高的充电模块供应商。,新兴产业观察者
2642,2018-05-19,新能源汽车销售超预期 装备与下游龙头将崛起,金融投资报
2643,2018-05-18,盘前有料｜油价大涨凸显煤化工成本优势 机构重点关注2股（名单）,证券时报网
2644,2018-05-18,【东吴晨报0518】【行业】纺服、电新【个股】亿帆医药,东吴研究所
2645,2018-05-17,[增持评级]电力设备与新能源行业年报总结：17年工控和低压电器贡献主要增长 18Q1继续维持上升态势,中财网
2646,2018-05-16,[买入评级]电力设备&工控5月报投资策略：国网充电桩招标量显著提升 工控高景气持续,中财网
2647,2018-05-16,[增持评级]机械工业/电气设备行业深度报告：工控高景气明确、电动车短期扰动不改长期趋势,中财网
2648,2018-05-16,"电力设备与新能源行业2017年年报及2018年一季报总结:行业增速承压,企业分化加剧",长城证券
2649,2018-05-15,[增持评级]电力设备新能源行业周报：4月新能源车销量再创新高 推进发电权交易继续改善新能源电力消纳水平,中财网
2650,2018-05-15,【电力设备与新能源|邵晶鑫团队太平洋证券】中游电池环节回暖 坚定看好下半年新能源车消费元年,太平洋证券研究
2651,2018-05-14,[增持评级]电气设备行业周报：发电权交易利于新能源与火电共赢 新车型进入渠道铺货期,中财网
2652,2018-05-14,2017年A股十大并购案例——神华、国电重组之外还有哪些？,北极星电力
2653,2018-05-14,[增持评级]电力设备与新能源行业周报：再议电动乘用车升级 电动车反转正当时,中财网
2654,2018-05-14,国电南瑞:营收和业绩开门红 为全年增长打下良好基础,投资快报
2655,2018-05-13,【长江电新-周观点】基本面与行情共振，宜乘风而上,微信
2656,2018-05-11,重阳系买买买！举牌国投电力，还重仓持有这些股票！两大行业成投资重点,和讯
2657,2018-05-11,双向利好再现 新能源汽车产业链迎黄金配置期,中证网
2658,2018-05-11,213亿资金恐慌逃离 五类股遭主力机构抛,证券之星
2659,2018-05-11,机械工业/新能源板块行业周报：光伏产业18 年装机有望超55GW 关注产业投资机会,中财网
2660,2018-05-11,政策与市场现双重利好 11只新能源汽车龙头股迎升机,证券日报
2661,2018-05-09,[增持评级]电力设备与新能源行业周报：电动车抢装火爆 淡季担忧证伪将迎来反转,中财网
2662,2018-05-09,券商评级:A股三大股指集体收跌 九股掘金良机,证券之星
2663,2018-05-09,[增持评级]机械工业/电气设备行业跟踪报告：工控景气度延续 中长线推荐新能源汽车核心标的,中财网
2664,2018-05-08,[买入评级]电力设备与新能源行业研究周报：硅片价格战成果初现 电池龙头加速出海,中财网
2665,2018-05-08,[增持评级]电气设备行业一季报专题：二次、电源、工控设备业绩一枝独秀,中财网
2666,2018-05-08,"国电南瑞:一季度业绩超预期,电网安全龙头展现成长性",正点财经
2667,2018-05-07,[强于大市评级]深度*行业*电新行业2017年年报与2018年一季报总结：增长稳健 分化明显,中财网
2668,2018-05-07,[买入评级]国电南瑞(600406)季报点评：一季度营收利润重回高增长,中财网
2669,2018-05-07,社保和公募共同青睐股曝光 医药板块最受宠(名单),天天基金网
2670,2018-05-07,基金“求同”新高度：171只共“饮”茅台 重合超五成证金重仓股,证券日报
2671,2018-05-04,国电南瑞2018年一季报点评:重组后首次季报业绩亮眼,正点财经
2672,2018-05-04,国电南瑞:迈出新成长第一步,证券之星
2673,2018-05-04,"国电南瑞:营收和业绩开门红,为全年增长打下良好基础",国金证券
2674,2018-05-03,证金与汇金新进增持154只个股,证券时报网
2675,2018-05-03,起底证金汇金首季青睐标的解密154只增仓股投资价值,顶尖财经网
2676,2018-05-02,电气设备：新能源政策持续发布 一季报业绩风险释放,中银国际
2677,2018-05-01,【中信建投电新】国电南瑞：一季度营收利润重回高增长,新能源沙龙
2678,2018-04-28,史上最全的电动汽车充电桩产业链大全,维库电子市场
2679,2018-04-28,2017年中国电气工业100强出炉,经济日报
2680,2018-04-27,国电南瑞：一季度净利润同比增38.74%,Wind
2681,2018-04-27,国电南瑞：IGBT模块、芯片相关设计方案基本完成,Wind
2682,2018-04-27,国电南瑞：IGBT模块、芯片相关设计方案基本完成,e公司
2683,2018-04-26,国电南瑞：配套融资完成强化未来竞争力 买入评级,申万宏源
2684,2018-04-25,[审慎增持评级]国电南瑞(600406)年报点评：业绩符合预期 多因素催化增长,中财网
2685,2018-04-24,研报精选：报复性反弹开启 这5股不能错过,和讯
2686,2018-04-24,"国电南瑞:电力航母组建完毕,业绩反弹有保障",证券之星
2687,2018-04-24,"国电南瑞:资产注入完美收官,能源变革提供新空间",东吴证券
2688,2018-04-23,深度！良信电器：垒土成台十九载，开疆拓境赋新篇【安信电新】,电新邓永康团队
2689,2018-04-23,[强烈推荐-A评级]国电南瑞(600406)年报点评：竞争力清晰 稳健增长有望延续,中财网
2690,2018-04-23,[强于大市评级]深度*行业*电力设备与新能源行业周报：新能源政策利好频传,中财网
2691,2018-04-23,长江证券：政策加码护航 内生增长强化,金融界
2692,2018-04-23,东吴证券：分布式光伏将超预期 电动车工控持续景气,东吴证券
2693,2018-04-23,国电南瑞：公司紧密跟踪雄安新区电网建设进程,e公司
2694,2018-04-23,电气设备：新能源政策利好频传,中银国际
2695,2018-04-23,130股获券商买入评级 宝钛股份目标涨幅达106.93%,Wind
2696,2018-04-20,[买入评级]国电南瑞(600406)年报点评：继保柔直独秀 信通未来可期,中财网
2697,2018-04-20,[增持评级]国电南瑞(600406)年报点评：电网自动化、继电保护、柔性直流新版图,中财网
2698,2018-04-20,碳市场配额方案将发布 相关概念股有望迎利好,财富动力网
2699,2018-04-19,[增持评级]深度*公司*国电南瑞(600406)年报点评：重组增厚业绩 继保增速良好,中财网
2700,2018-04-19,[买入-A评级]国电南瑞(600406)年报点评：合并影响短期业绩 电网安全龙头持续成长可期,中财网
2701,2018-04-19,"国电南瑞:集团整体如期展现,国际化进程是未来亮点",西南证券
2702,2018-04-18,国电南瑞：合并影响短期业绩，电网安全龙头持续成长可期【安信电新·年报点评】,电新邓永康团队
2703,2018-04-18,国电南瑞：2017年净利润同比增2.51%,Wind
2704,2018-04-17,[强于大市评级]深度*行业*电力设备与新能源行业2018年一季度业绩前瞻：行业经营整体向好 细分板块有所分化,中财网
2705,2018-04-17,深挖电力行业安全生产痛点，「瑞海科技」切入工程领域AI应用蓝海,36氪
2706,2018-04-16,电气设备：工控新动能效果显现 荐17股,中信建投
2707,2018-04-16,[强于大市评级]深度*行业*电力设备与新能源行业周报：3月新能源汽车产销同比翻番,中财网
2708,2018-04-16,[增持评级]新兴能源行业周报：风电运营业绩高增 风电三步走行情启动,中财网
2709,2018-04-16,[增持评级]电力设备与新能源行业周报：电动车和工控持续向好 积极布局龙头,中财网
2710,2018-04-16,新能源拐点临近电动车景气未改,顶尖财经网
2711,2018-04-16,信达证券融资融券每日投资参考,正点财经
2712,2018-04-16,[看好评级]电气行业周报：新能源车3月销量高增长 工控进入扩张新周期,中财网
2713,2018-04-16,[强烈推荐-A评级]国电南瑞(600406)点评：配套融资完成 产业布局及竞争力更加清晰,中财网
2714,2018-04-15,[领先大市-A评级]电力设备行业周报：风已起不畏扰动 势已至龙头争锋,中财网
2715,2018-04-15,[增持评级]电气设备行业周报：新能源汽车产销维持高增长 内蒙古特高压外送风电基地获批,中财网
2716,2018-04-13,今日26只股长线走稳 站上年线,中金在线
2717,2018-04-13,国电南瑞实施定增 国家级基金斥资12亿认购,证券时报网
2718,2018-04-13,"国电南瑞:配套融资布局全新业务领域,战略投资入股协同效应将现",证券之星
2719,2018-04-12,"电气设备与新能源行业周报:3月产销超预期和高端乘用车升级,持续看好电动车反转行情",东吴证券
2720,2018-04-11,[看好评级]电力设备与新能源及电力环保行业月报(2018年4月)：环保税开征 动力煤价持续回落,中财网
2721,2018-04-10,[买入评级]电气设备行业周报：新能源汽车补贴落地 工控市场快速增长,中财网
2722,2018-04-09,[强于大市评级]深度*行业*电力设备与新能源行业周报：第三批推荐目录发布 宁德时代IPO成功过会,中财网
2723,2018-04-09,4月9日晚间重要行业研究汇总(附股),中金在线
2724,2018-04-08,[买入评级]电力设备&工控行业4月报：工控景气持续 电改持续推进,中财网
2725,2018-04-08,[看好评级]配电网政策点评(电力设备与新能源行业)：官方再发文 直击“增量配网”范围界定争议,中财网
2726,2018-04-08,322公司利润环比连增 70家步入绩优股行列,证券之星
2727,2018-04-05,【光大新三板】工信部发布《2018年新能源汽车标准化工作要点》 ——跨市场新能源汽车周报（2018年第14期）,EBSCN新三板研究
2728,2018-04-05,国家电网充电桩招标数量创历史新高,电缆网
2729,2018-04-04,[领先大市-A评级]电力设备行业动态分析：独角兽CATL上会 迎高端制造之势 享清洁能源之风,中财网
2730,2018-04-03,4月3日晚间重要行业研究汇总(附股),中金在线
2731,2018-04-03,[增持评级]电力设备新能源行业周报：独角兽CATL上会在即提振情绪 风光需求旺季到来,中财网
2732,2018-04-03,[增持评级]电力设备与新能源行业周报：PMI超预期利好工控 电动车抢装如火如荼,中财网
2733,2018-04-03,2018年4月3日A股涨停股票预测：今日哪些热门股有望涨停？,南方财富网
2734,2018-04-02,多公司发布晚间重要公告 明日走势或将反转,和讯
2735,2018-04-02,公告精选：连续多日涨停 必创科技、七一二、振华股份均停牌核查,e公司
2736,2018-04-02,2日晚公告精编丨这些个股连续涨停，明天起停牌核查,21世纪经济报道
2737,2018-04-02,4月2日晚间上市公司十大重磅公告,巨丰财经
2738,2018-04-02,晚间重要公告2018年4月2日星期一,--
2739,2018-04-02,4月2日晚间上市公司利好消息一览（附名单）,中金在线
2740,2018-04-02,国电南瑞：控股子公司及其子公司中标国家电网25亿元项目,Wind
2741,2018-04-02,国电南瑞：中标25亿元国网采购项目,e公司
2742,2018-04-02,[同步大市-B评级]电力及公用事业行业快报：2018年国网首次充电桩招标 合计招标功率同比大幅提升,中财网
2743,2018-04-02,[买入评级]电源设备行业简评：首批招标规模大 市场全年有望高增长,中财网
2744,2018-04-02,[看好评级]2018年国网第一批充电桩招标情况点评(电气设备行业)：第一批招标数量远超预期 充电大功率发展趋势显著,中财网
2745,2018-04-02,充电桩招标数量创历史新高 四概念股迎腾飞契机,中财网
2746,2018-04-02,国金证券：产业巨头云管端齐发力 物联网连接价值有望落地,中证网
2747,2018-04-02,充电桩招标数量创历史新高 近3亿大单抢筹7只概念股,证券日报
2748,2018-04-02,"输配电及控制行业行业研究:张北柔直项目启动产品招标,柔直技术将成为直流输电重要路线",国金证券
2749,2018-04-01,亿嘉和：股份儿戏转让引质疑 关联交易不符商业逻辑,财富动力网
2750,2018-03-30,【光大新三板】CATL等新能源汽车产业链企业入选科技部火炬中心独角兽名单 ——跨市场新能源汽车周报（2018年第13期）,微信
2751,2018-03-28,大参考：第一届数字中国建设峰会召开在即 产业链公司迎机遇,巨丰财经
2752,2018-03-28,世界首个柔性直流电网工程开工 六股迎腾飞契机,中财网
2753,2018-03-27,[增持评级]电力设备新能源行业周报：锂业龙头延续高增长,中财网
2754,2018-03-27,[看好评级]配电网政策点评(电力设备与新能源行业)：新政直击“增量配网”区域划分争议问题,中财网
2755,2018-03-27,利润环比连增+同比暴增 77匹盈利白马现身,证券时报网
2756,2018-03-27,[买入评级]电气设备行业投资策略：中美贸易摩擦影响有限 配额制促新能源发展,中财网
2757,2018-03-27,浙商早班车2018.03.26,微信
2758,2018-03-26,[领先大市-A评级]电力设备行业动态分析：风光不改 大势所趋,中财网
2759,2018-03-25,电气设备：新能源政策频出 荐12股,和讯
2760,2018-03-25,分布式光伏新政序曲响起 产业链龙头企业直接受益,大众证券报
2761,2018-03-23,新能源汽车销量领先，充电桩板块能不能跟上节奏？,第一电动网
2762,2018-03-23,307公司利润环比连增 65家步入绩优股行列,证券时报
2763,2018-03-22,中信证券去年净利增10%：国家队四季度增持，资管规模下滑,澎湃新闻
2764,2018-03-22,美加息A股利空宣泄 选手潜伏央改龙头日赚13%,益盟操盘手
2765,2018-03-22,新零售概念强势崛起,红周刊
2766,2018-03-21,两大电网、五大发电“领头人”：电力企业将如何突破发展瓶颈？,北极星电力
2767,2018-03-21,大参考：全国医疗器械会议召开 相关概念股有望持续爆发,巨丰财经
2768,2018-03-21,早知道：腾讯与中物联签约助力区块链技术落地物流场景 两新股申购,e公司
2769,2018-03-21,早评：市场调整后或反弹 创业板突破前高后将加速上涨,证券之星
2770,2018-03-21,IPO“卡位”企业面临1亿红线 网络“黑嘴”以后要注意了,和讯
2771,2018-03-21,今日涨停板股票预测：3月21日关注两大题材及四只独家牛股,证券日报
2772,2018-03-21,巨丰热点前瞻：市场结构性调整后或反弹 结构性机会值得关注,巨丰财经
2773,2018-03-20,第三批混改试点名单即将公布 关注国家电网系公司,e公司
2774,2018-03-20,[增持评级]电力设备新能源行业周报：风电反转迹象已现 锂电全球化竞争下价值重估,中财网
2775,2018-03-19,3月19日晚间重要行业研究汇总(附股),中金在线
2776,2018-03-19,电气设备：弃风限电大幅好转 荐16股,中信建投
2777,2018-03-19,资本市场聚焦服务实体经济 “国之重器”“大国工程”获支持,新华网
2778,2018-03-19,[增持评级]电力设备与新能源行业周报：电动车中游生产加码 工控订单持续强劲,中财网
2779,2018-03-19,"电气设备行业:动力电池2月装机同比大增,光伏初现回暖趋势",证券之星
2780,2018-03-18,【国金电新周观点】领跑者全面进入单晶+双面时代，正极材料投资提速,新兴产业观察者
2781,2018-03-17,大国重器:电新独角兽【国君电新王浩/徐云飞团队】,国君电新深度观察
2782,2018-03-16,国家电网董事长舒印彪：要啃国企改革“硬骨头”推动旗下资产证券化,Wind
2783,2018-03-16,国家电网董事长舒印彪：要啃国企改革“硬骨头” 推动资产证券化,证券时报网
2784,2018-03-16,白马股崛起 北上资金加仓这些股,证券时报
2785,2018-03-14,[增持评级]电力设备行业2018年春季策略：工控与配网支撑行业增长,中财网
2786,2018-03-13,电气设备新能源行业2018投资策略：电车起航 风光犹存(附股),西部证券
2787,2018-03-13,"电力设备与新能源行业周报:电动车销售大增升级在即,工业互联网抢占制高点",东吴证券
2788,2018-03-13,"电力设备行业:风驰电掣,万象更新",安信证券
2789,2018-03-12,[增持评级]电力设备新能源行业周报：新能源汽车2月产销持续强劲 2018年能源工作方向明确,中财网
2790,2018-03-12,电气设备新能源行业周报：电车数据如期向好 风电热情高 光伏渐暖,中财网
2791,2018-03-12,[增持评级]电力设备与新能源行业周报：电动车销售大增升级在即 工业互联网抢占制高点,中财网
