,2021-12-30,研发 | KRAS G12C抑制剂研发激烈，安进已拔得头筹，诺华、贝达药业、再鼎医药等陆续跟进,CPhI制药在线
876,2020-09-07,【A股收盘综述】“炒小不炒大”，创业板综指跌1.6%成交金额3548亿元创新高,Wind
877,2020-09-07,【行情】创业板指午盘跌幅超2%，贝达药业、宁德时代等股领跌,金十数据
878,2020-09-07,创业板已无股价低于4元的公司，17只4元股半日最小涨幅为6.29%,Wind
879,2020-09-06,医药生物行业周报：国产创新药频繁授权海外 继续重点推荐创新药产业链,新浪
880,2020-09-04,【浙商医药|中报】创新药产业链：本土力量逐步彰显硬实力，制药升级进入兑现期,杏林建研
881,2020-09-04,【浙商医药|中报总结】Q2改善，选赛道更重要,杏林建研
882,2020-09-04,贝达药业：股东贝成投资减持1.09%公司股份 减持股份,Wind
883,2020-09-04,贝达药业(300558.SZ)：贝成投资累计减持436.05万股 减持股份,格隆汇
884,2020-09-04,融资客青睐8股，贝达药业买入占比高达41.09%,Wind
885,2020-09-01,贝达药业(300558.SZ)：股东济和创投解除质押190万股,格隆汇
886,2020-09-01,贝达药业今日大宗交易成交10万股，成交价129.0元折价0.39%,Wind
887,2020-09-01,绩优基金何以表现亮眼，聪明钱与好公司互相成就,Wind
888,2020-09-01,上市公司创新药8月报告：第一梯队在研品种近百个，抗肿瘤药占半壁江山,Wind
889,2020-08-31,上市公司创新药8月报告：第一梯队在研品种近百个 主攻肿瘤药,证券时报网
890,2020-08-28,创业板16股涨停，一指标达开板以来历史新高,Wind
891,2020-08-27,公募权益类基金仓位连升两月，8月调研聚焦五行业,Wind
892,2020-08-26,九洲药业(603456)：业绩符合预期 CDMO板块高速增长 股权激励为公司保驾护航,新浪
893,2020-08-26,北向资金动向盘点：反手加仓茅台，但“食药”持仓占比已达31.3%,Wind
894,2020-08-24,30家药企2020年上半年业绩出炉：净利润最高增长14倍、最大降幅达165%,中国医药报
895,2020-08-18,"贝达药业(300558.SZ)：股东Beta申请仲裁要求撤销其与公司于2013年6月签署的《商标转让协议》中注册号为3876765注册商标的赠与
诉讼纠纷",格隆汇
896,2020-08-18,"贝达药业：股东BetaPharma,Inc.仲裁申请事项 诉讼纠纷",Wind
897,2020-08-17,贝达药业核心药累计销售额破80亿 新药有望成中国公司主导全球上市首款,长江商报
898,2020-08-15,险企扎堆调研布局医疗健康产业,Wind
899,2020-08-14,Wind快讯 每日医药行业动态（2020-8-14）,Wind
900,2020-08-14,1个月暴增6000亿！私募总规模直逼15万亿,券商中国
901,2020-08-12,14股获20家以上机构扎堆调研 贝达药业最受关注,证券时报网
902,2020-08-12,【朝闻国盛0812】均胜电子：从并购到整合，志在全球的电子与安全龙头,国盛证券研究所
903,2020-08-11,贝达药业（300558）2020年半年报点评：业绩稳健增长，恩沙替尼数据优秀,国信研究
904,2020-08-10,研发日报丨百奥泰阿达木单抗获批治疗非感染性葡萄膜炎,新浪
905,2020-08-10,研发日报丨贝达药业ALK抑制剂NSCLC三期临床达主要终点,新浪
906,2020-08-10,医药生物行业周报：中报窗口期继续看好业绩高增长板块 持续推荐有实力能兑现的疫苗公司,新浪
907,2020-08-10,优于Xalkori！贝达药业ALK抑制剂NSCLC三期临床达主要终点,新浪
908,2020-08-10,时代医药周报 | 武汉出台重点监控目录，辅助用药限量降价大势所趋,时代在线
909,2020-08-10,A股异动丨贝达药业(300558.SZ)涨4.44%盐酸恩沙替尼eXalt3研究期中分析结果发布,格隆汇
910,2020-08-10,贝达药业(300558)：恩沙一线数据靓丽 创新国际化展露头角,新浪
911,2020-08-09,晚间重要公告2020年8月9日星期日,Wind
912,2020-08-09,贝达药业：盐酸恩沙替尼eXalt3研究期中分析结果发布,Wind
913,2020-08-09,贝达药业：盐酸恩沙替尼eXalt3研究期中分析结果发布或成为公司第一个在全球上市的创新药,格隆汇
914,2020-08-08,贝达药业(300558.SZ)：盐酸恩沙替尼eXalt3研究期中分析结果发布,格隆汇
915,2020-08-07,贝达药业上半年营收净利双增 创新药或成新利润增长点,证券日报
916,2020-08-06,贝达药业二季度业绩下滑严重，年内多次减持 | 中报季 减持股份,和讯
917,2020-08-06,贝达药业(300558.SZ)：将在中国区域内启动Balstilimab和Zalifrelimab相关的临床研究,格隆汇
918,2020-08-06,贝达药业(300558.SZ)：股东济和创投解除质押1400万股,格隆汇
919,2020-08-06,贝达药业(300558)：业绩符合预期 研发与商务合作均有突破,创业板
920,2020-08-06,贝达药业(300558)：业绩整体表现良好 恩沙替尼即将获批,新浪
921,2020-08-06,贝达药业(300558)2020年中报点评：上半年埃克替尼业绩亮眼 下半年恩沙替尼有望获批,新浪
922,2020-08-06,【面包财报】贝达药业：第二季度归母净利润1332.52万元，同比下降62.61% 盈利能力下降,面包财经
923,2020-08-06,贝达药业：第二季度归母净利润1332.52万元，同比下降62.61% 盈利能力下降,面包财经
924,2020-08-06,贝达药业(300558)：埃克替尼持续稳定增长 研发即将进入收获期,西南证券
925,2020-08-06,贝达药业公布半年报 上半年净利增加64.65%,新浪
926,2020-08-05,贝达药业上半年净利同比增65% 埃克替尼贡献超九成营收,e公司
927,2020-08-05,好消息！贝达药业：2020年半年度净利润约1.44亿元，同比增加64.65%,每日经济新闻
928,2020-08-05,贝达药业：上半年净利同比增65% 埃克替尼销售额达9.24亿元,e公司
929,2020-08-05,贝达药业：上半年净利1.44亿元同比增长64.65%,格隆汇
930,2020-08-05,贝达药业(300558.SZ)：上半年净利升64.65%至1.44亿元,格隆汇
931,2020-08-05,贝达药业：上半年净利润同比增长64.65%,Wind
932,2020-08-04,医药生物行业报告：疫情后周期拥抱医药新基建和大消费 重点关注疫苗赛道,新浪
933,2020-07-30,【金财富决策参考】2020-07-31,赢家之星
934,2020-07-30,贝达药业(300558.SZ)：股东济和创投解除质押46万股,格隆汇
935,2020-07-27,[互动]贝达药业：在研新药BPI-D0316开展的一线、二线研究均有序推进中,全景网
936,2020-07-27,从隐秘到胜出，解码红杉医疗投资版图,凤凰网
937,2020-07-24,贝达药业(300558.SZ)：股东贝成投资解除质押756.8万股,格隆汇
938,2020-07-24,医药生物行业：20Q2主动公募医药持仓维持大幅超配状态 重仓集中度有所下降,新浪
939,2020-07-24,快讯：贝达药业跌停 报于133.21元,金融界
940,2020-07-23,银行系调研路径揭晓：医药、科技、消费和可转债,上证报
941,2020-07-22,猛！百亿爆款基金仓位88% 今年成立爆款最高收益38%,中证报
942,2020-07-21,贝达药业半年两收问询函 问题仅是关联交易？ 问询,新浪
943,2020-07-21,贝达药业：本次交易的评估方法符合评估准则要求,Wind
944,2020-07-21,A股早报2020年7月21日星期二,Wind
945,2020-07-20,市值一夜缩水60亿！贝达再遭问询，日涨幅“倒数第一” 问询,药智网
946,2020-07-20,龙虎榜：章盟主接盘机构溧阳路割肉离场,金融界
947,2020-07-20,7月20日龙虎榜，机构青睐这14股,证券时报网
948,2020-07-20,贝达药业逼近跌停 机构净买入8121万元 深股通席位净卖出超1亿元,e公司
949,2020-07-20,贝达药业龙虎榜数据（7月20日）,Wind
950,2020-07-20,贝达药业今日跌9.98%，深股通卖出1.96亿元并买入9113万元,Wind
951,2020-07-20,快讯：贝达药业跌停 报于134.79元,金融界
952,2020-07-18,【浙商医药|策略】全球接轨、替代升级─2020年医药中期投资策略,杏林建研
953,2020-07-18,2020年医药中期投资策略：全球接轨、替代升级,新浪
954,2020-07-17,贝达药业收问询函：深交所要求公司说明交易完成后浙江贝达医药科技有限公司的股权结构等 问询,Wind
955,2020-07-15,君实开盘市值破1500亿！采用“新主流”估值，65亿研发投入的百济为何不敌恒瑞、信达、贝达们？,E药经理人
956,2020-07-14,贝达药业上半年净利润预增55%-75%,上证报
957,2020-07-14,贝达药业：上半年预计净利润同比增长55.0%~75.0%,Wind
958,2020-07-14,贝达药业(300558.SZ)：凯铭投资解质180万股,格隆汇
959,2020-07-14,贝达药业：上半年净利同比预增55%-75%,e公司
960,2020-07-14,贝达药业(300558.SZ)：上半年净利预增55%-75%,格隆汇
961,2020-07-13,明星药物PD-1竞争提速 专家：已进入市场销售关键期,证券日报
962,2020-07-13,医药行业一周观察：中报季来临 关注疫情受益板块,新浪
963,2020-07-09,20家药企，将接受现场检查,蒲公英
964,2020-07-08,核心资产接力上扬，两市百元股突破100只,Wind
965,2020-07-07,A股共发生135宗大宗交易成交35.44亿元（7月7日）,Wind
966,2020-07-07,贝达药业现1笔大宗交易 共成交286.84万元,新浪
967,2020-07-07,贝达药业今日大宗交易成交2万股，成交价143.42元溢价0.0%,Wind
968,2020-07-03,贝达药业(300558.SZ)：2名股东合计减持1.23%股份 减持股份,格隆汇
969,2020-07-03,贝达药业：贝成投资、丁列明合计减持比例达总股本1% 减持股份,Wind
970,2020-07-03,A股早报2020年7月3日星期五,Wind
971,2020-07-02,贝达药业(300558.SZ)：取得盐酸恩沙替尼注册现场检查通知,格隆汇
972,2020-07-01,贝达药业：股东减持计划完成 丁列明累计减持27万股 减持股份,每日经济新闻
973,2020-07-01,贝达药业(300558.SZ)：丁列明累计减持27.05万股减持计划实施完毕 减持股份,格隆汇
974,2020-07-01,贝达药业：股东丁列明累计减持0.07%股份 减持股份,Wind
975,2020-07-01,湖北省开始上报第三批集采品种采购数据：第三批带量采购预计7月份展开,新浪
976,2020-06-30,经开区两企业获评福布斯最具创新力企业,北京商报
977,2020-06-29,贝达药业(300558.SZ)：贝成投资减持59.96万股 不再是持股5%以上股东 减持股份,格隆汇
978,2020-06-29,贝达药业：股东贝成投资减持约60万股 减持股份,每日经济新闻
979,2020-06-29,国产 PD-1正迎来密集收获时期，这些药企被看好,制药网
980,2020-06-29,融资客加仓 贝达药业股价创新高,证券时报网
981,2020-06-28,【天风医药 | 周报】国内或将进一步加大检测需求，全球疫情仍未见拐点,思医辨药
982,2020-06-28,医药生物行业周报：拥抱药物创新和器械创新大时代,新浪
983,2020-06-28,“第二个”恒瑞？贝达药业股价一路狂飙，是蓄势待发还是利好出尽？,新浪医药
984,2020-06-25,医药行业2020年中期策略：医药节奏看疫情 重点细分看“科技”自下而上填洼地,新浪
985,2020-06-24,"贝达药业现3笔大宗交易 共成交6,046.11万元",新浪
986,2020-06-24,大健康产业投资并购动态周报Vol.10,新康界
987,2020-06-23,布局肿瘤免疫治疗方向热门靶点 贝达药业与美国Agenus达成合作,证券日报
988,2020-06-23,医药生物行业日报：新冠疫苗获批临床,新浪
989,2020-06-23,引进两抗体项目 贝达药业拓展肿瘤免疫治疗布局,证券时报网
990,2020-06-23,龙虎榜机构新动向：净买入13股 净卖出11股,证券时报网
991,2020-06-23,贝达药业等91股股价创历史新高,证券时报网
992,2020-06-23,贝达药业加速涨停再创新高，两机构买入超7000万元,Wind
993,2020-06-23,3500万美元合作Agenus公司，贝达药业加入PD-1战局,Ofweek
994,2020-06-23,A股收盘综述：市场再现“喝酒吃药”，创业板指8连升,Wind
995,2020-06-23,快讯：基因测序板块午后集体拉升1.76% 马应龙、贝达药业涨停,证券日报
996,2020-06-23,【天风医药】贝达药业：投资引进PD-1和CTLA-4，进军免疫治疗优化大分子布局,思医辨药
997,2020-06-23,快讯：贝达药业涨停 报于131.27元,金融界
998,2020-06-23,A股午盘综述：上证指数涨0.17%，“喝酒吃药”行情再现,Wind
999,2020-06-23,贝达药业大涨7.26%，近5日流出2.35亿元,中新经纬
1000,2020-06-23,创新药板块稳步上扬，贝达药业、药明康德刷新历史新高,Wind
1001,2020-06-23,A股异动|贝达药业(300558.SZ)大涨逾7%盘中创新高拟投资引进PD-1和CTLA-4项目,格隆汇
1002,2020-06-23,6股获买入评级 最新:山煤国际,中财网
1003,2020-06-23,贝达药业(300558)公司点评：引进PD-1和CTLA-4抗体 充实大分子管线 奠定联用基础,新浪
1004,2020-06-23,上市公司正负面新闻2020年6月23日星期二,Wind
1005,2020-06-22,6月23日上市公司重要公告集锦：新和成预计上半年净利润同比增长90%-100%,证券日报
1006,2020-06-22,晚间重要公告2020年6月22日星期一,Wind
1007,2020-06-22,与Agenus Inc.达成合作 贝达药业布局PD-1市场,北京商报
1008,2020-06-22,贝达药业：投资引进PD-1和CTLA-4项目,证券时报网
1009,2020-06-22,6月22日上市公司晚间公告速递,新浪
1010,2020-06-22,贝达药业：投资引进PD-1和CTLA-4项目,e公司
1011,2020-06-22,一周三款 国产贝伐珠单抗潮涌,北京商报网
1012,2020-06-21,一周三款国产贝伐珠单抗动态更新 百亿市场争夺战一触即发,北京商报
1013,2020-06-20,贝达药业(300558.SZ)拟投资引进PD-1和CTLA-4项目,格隆汇
1014,2020-06-17,医药生物行业周报：国内疫情存在反弹风险 核酸检测需求持续提升,新浪
1015,2020-06-17,贝达药业能否破题单品独大,北京商报
1016,2020-06-17,龙头药企频繁“割肉”原因曝光！3大首仿、1类新药将冲击市场,东方药网
1017,2020-06-17,贝达药业：根据市场情况合理定价贝伐珠单抗注射液,北京商报
1018,2020-06-17,信达生物、海正&贝达、复宏汉霖 三款贝伐珠单抗同迎进展,药明康德
1019,2020-06-15,贝达药业：股东济和创投850万股解除质押,每日经济新闻
1020,2020-06-15,「医药速读社」北京昨天检测76499人 迪瑞试剂盒取得备案凭证,东方药网
1021,2020-06-15,贝达药业宣布贝伐珠单抗生物类似药上市申请获受理,东方药网
1022,2020-06-15,贝达药业(300558.SZ)：济和创投解除质押850万股,格隆汇
1023,2020-06-14,晚间重要公告2020年6月14日星期日,Wind
1024,2020-06-14,贝达药业:2.51亿元出售贝达医药科技全部股权 资产异常,e公司
1025,2020-06-14,贝达药业(300558.SZ)：拟向实控人控制的公司出售贝达医药科技全部股权 控制人变化,格隆汇
1026,2020-06-14,贝达药业：2.5亿元出售全资子公司贝达医药科技,Wind
1027,2020-06-14,贝达药业(300558.SZ)：贝伐珠单抗注射液(MIL60)上市许可申请获得受理,格隆汇
1028,2020-06-10,历经10年，升级3代，“ALK抑制剂家族”还会带来怎样的惊喜？,新浪医药
1029,2020-06-10,"贝达药业现2笔大宗交易 共成交6,682.99万元",新浪
1030,2020-06-08,贝达药业(300558.SZ)股东济和创投解除质押922.08万股,格隆汇
1031,2020-06-05,"贝达药业现2笔大宗交易 共成交8,109.60万元",新浪
1032,2020-06-05,贝达药业：股东温州特瑞西创累计减持公司股份435.82万股 减持股份,中国网
1033,2020-06-05,贝达药业(300558.SZ)：温州特瑞西创减持量过半 累计减持1.09%股份 减持股份,格隆汇
1034,2020-06-05,减持！贝达药业：温州特瑞西创减持公司股份约436万股 减持股份,每日经济新闻
1035,2020-06-05,贝达药业：温州特瑞西创已减持数量超过计划的一半 减持股份,Wind
1036,2020-06-03,医药生物行业投资策略报告：后疫情时代 寻找复苏先行的景气子行业及个股,新浪
1037,2020-06-02,医药生物行业点评报告：ASCO 2020全球进展解读：免疫疗法依旧亮眼 联合用药大势所趋,新浪
1038,2020-05-29,王晶翼获科伦千万股权激励，本土药企为留人才放大招！恒瑞、信达、基石……谁的激励更丰厚？,E药经理人
1039,2020-05-29,贝达药业：股东减持公司股份约412万股 减持股份,每日经济新闻
1040,2020-05-29,贝达药业：温州特瑞西创累计减持1.03%股份 减持股份,Wind
1041,2020-05-29,Wind快讯| 每日医药行业动态（2020-05-29）,Wind
1042,2020-05-29,胡润中国百强大健康民营企业排名出炉，浙江10家药企上榜,制药网
1043,2020-05-29,人大代表、贝达药业丁列明：创业板改革将加速医药产业升级,上证报
1044,2020-05-29,创业板改革并试点注册制助推打造创新资本,证券日报
1045,2020-05-27,注册制改革深入推进，配套制度将不断完善,中证报
1046,2020-05-27,丁列明代表：解决民企融资难需“多管齐下”,中国科技网
1047,2020-05-25,【两会时间】全国人大代表、贝达药业董事长丁列明：进一步优化药品审评审批制度,经济观察网
1048,2020-05-22,代表委员：遗传资源管理机制改革刻不容缓,E药经理人
1049,2020-05-22,恒瑞医药孙飘扬：医药创新还需要思考的三个问题,E药经理人
1050,2020-05-22,全国人大代表、贝达药业董事长丁列明建议：完善国产自主 创新药物扶持政策,中证报
1051,2020-05-21,"贝达药业现3笔大宗交易 共成交5,553.99万元",新浪
1052,2020-05-21,巨·个股|盘中突破百元大关！机构资金增仓医药，创新药龙头刚刚浮出水面,巨丰财经
1053,2020-05-21,两会快讯 | 贝达药业丁列明：加快国产医用呼吸机转型升级和产业布局,中国证券网
1054,2020-05-21,全国人大代表、贝达药业董事长丁列明：期待创业板改革开花结果 推动上市公司更好释放创新动能,中证网
1055,2020-05-20,全国人大代表、贝达药业董事长丁列明：创业板改革加速医药产业升级 从“仿制”走向“创新”,证券时报网
1056,2020-05-19,医药生物行业专题研究：从财报看未来 多点开花 把握医药行业发展韧性,新浪
1057,2020-05-19,河南披露一季度药品交易数据 疫情影响初显,E药经理人
1058,2020-05-19,【华西医药崔文亮团队】《医药生物行业点评报告：两会医药议题解读：疫苗、创新药、IVD和医疗设备等领域继续成为关注焦点》,崔文亮研究团队
1059,2020-05-18,一批药品销量暴跌！这一医药大省披露一季度药品交易数据，疫情影响已显现！ 盈利能力下降,E药经理人
1060,2020-05-18,贝达药业现1笔大宗交易 共成交495.66万元,新浪
1061,2020-05-18,贝达药业董事长：建议统筹推进公卫应急和癌症防治相结合,第一财经
1062,2020-05-18,蔚蓝生物股东和董监高提前终止减持计划 一季度盈利大增109%,证券时报网
1063,2020-05-15,贝达药业(300558.SZ)：凯铭投资解质545万股及质押612.5万股、济和创投解质631万股,格隆汇
1064,2020-05-15,医药生物行业点评报告：ASCO 2020公布多项临床数据 国内创新蓬勃势起,新浪
1065,2020-05-14,贝达药业：黄斑变性（w-AMD）的临床试验处于临床Ⅱ期阶段,Wind
1066,2020-05-13,贝达药业(300558.SZ)年报推10派1.9元股权登记日5月19日,格隆汇
1067,2020-05-13,短期催化不断 积极看好创新药主线的投资机会,证券时报网
1068,2020-05-13,【研报掘金】长期趋势明朗短期催化不断 创新药正迎来黄金发展期,证券时报网
1069,2020-05-13,首次，茅台市值超越贵州GDP！A股版漂亮50回归？,证券时报网
1070,2020-05-10,贝达药业：贝成投资等股东合计拟减持不超过总股本2.94% 减持股份,Wind
1071,2020-05-10,贝达药业：股东贝成投资等3人拟减持不超过总股本2.94% 拟减持股份,金融界
1072,2020-05-07,贝达药业：公司控股子公司诉讼和解 诉讼纠纷,Wind
1073,2020-05-07,4月份险企扎堆“云调研”，医药医疗股关注度高,制药网
1074,2020-05-07,广谱抗癌新药获准临床试验，贝达药业能不能站稳百元之上？,南都报
1075,2020-04-30,A股早报2020年4月30日星期四,Wind
1076,2020-04-29,贝达药业：在研新药BPI-28592获得临床试验通知书,金融界
1077,2020-04-28,48家公司获机构调研（附名单）,证券时报
1078,2020-04-27,年报一季报业绩降幅超七成，超过200家机构扎堆调研这家公司,21世纪经济报道
1079,2020-04-27,机构调研关注医药食品,中证报
1080,2020-04-26,贝达药业一季度业绩增152.36% 埃克替尼专利即将过期风险增加,GPLP犀牛财经
1081,2020-04-25,贝达药业：温州特瑞西创提前终止减持计划，并拟继续减持不超2.17% 减持股份,Wind
1082,2020-04-24,18家上市公司获20家以上机构扎堆调研 贝达药业最受关注,证券时报网
1083,2020-04-23,贝达药业接受196家机构密集调研：自主研发持续发力,中国财富网
1084,2020-04-23,贝达药业一季度净利润大增 营收过度依赖靶向抗癌药凯美纳,和讯
1085,2020-04-23,33股获买入评级 最新:浙江美大,中财网
1086,2020-04-22,贝达药业一季度净利1.3亿元，同比增长152%,投中网
1087,2020-04-22,贝达药业(300558.SZ)：一季度净利润升152.36%至1.3亿元,格隆汇
1088,2020-04-22,贝达药业：一季度净利润同比增长152.36%,Wind
1089,2020-04-22,电鳗快报|贝达药业扣非净利润增五成 仍靠一款抗癌药“打天下”,电鳗快报
1090,2020-04-21,贝达药业2019年年度净利润2.31亿元 “埃克替尼”累计销售破70亿元,全景网
1091,2020-04-21,拟10股派1.9元，贝达药业去年净利涨38.37%,资本邦
1092,2020-04-21,贝达药业(300558.SZ)：2019年度净利润升38.37%至2.31亿元拟10派1.9元,格隆汇
1093,2020-04-21,【天风医药】贝达药业：年报业绩符合预期，公司开始步入收获期,思医辨药
1094,2020-04-20,贝达药业：2019年净利润同比增长38.37%,Wind
1095,2020-04-17,贝达药业详解一季度业绩大增 受益创新药研发优势,证券时报网
1096,2020-04-17,贝达药业(300558.SZ)：已向CDE递交盐酸恩沙替尼原料药和制剂药学研究补充资料,格隆汇
1097,2020-04-16,贝达药业：埃克替尼销量增长系经销商主动备货等原因综合所致,Wind
1098,2020-04-16,两会连线｜医药行业代表建言医药产业发展转型,中证报
1099,2020-04-15,4月15日有24家公司获重要股东增减持 智慧松德已被连续减持32次 减持股份,Wind
1100,2020-04-15,"贝达药业现6笔大宗交易 共成交5,859.00万元",新浪
1101,2020-04-14,贝达药业被问询，要求补充说明埃克替尼销量增长的原因及合理性 问询,Wind
1102,2020-04-14,贝达药业：杭州贝昌拟清仓减持不超过1.1%公司股份 减持股份,Wind
1103,2020-04-14,"贝达药业现1笔大宗交易 共成交1,079.65万元",新浪
1104,2020-04-14,一季度业绩预增140%-160% 贝达药业收深交所问询函 问询,中国网
1105,2020-04-13,一季度业绩预增翻倍 贝达药业被追问是否存在向经销商压货,e公司
1106,2020-04-13,一季度盈利涨一倍多、股东飙升，贝达药业遭监管质疑向经销商压货 其他违规处罚,资本邦
1107,2020-04-13,贝达药业被问询，要求补充说明埃克替尼销量增长的原因及合理性 问询,Wind
1108,2020-04-11,17股主力资金净流入超亿元 主力资金连续流入个股（名单）,证券时报
1109,2020-04-10,一季度净利润同比预增140%-160% 贝达药业涨停,金融界
1110,2020-04-09,贝达药业：一季度预计净利润同比增长1.4倍~1.6倍,Wind
1111,2020-04-09,贝达药业(300558.SZ)：一季度净利预增140%-160%,格隆汇
1112,2020-04-03,贝达药业：非公开发行股票申请获得中国证监会受理,Wind
1113,2020-04-03,贝达药业(300558.SZ)：定增申请获证监会受理,格隆汇
1114,2020-04-02,最受关注十大国产品种业绩出炉 可威冲击60亿元销售,E药经理人
1115,2020-03-30,【民生医药|周报】推荐疫情影响下“供-需”端增速分化带来投资机会,杏林建研
1116,2020-03-26,仁会生物IPO：净利持续亏损销售费用攀升 核心产品仍处市场导入期 亏损,投资时报
1117,2020-03-26,"贝达药业现6笔大宗交易 共成交9,589.50万元",新浪
1118,2020-03-25,贝达药业(300558.SZ)股东济和创投新增质押1400万股,格隆汇
1119,2020-03-25,单靠新基建远远不够！请收好这份核心资产名单,证券时报网
1120,2020-03-22,重大突破！中国新冠疫苗开始人体注射,Wind
1121,2020-03-21,贝达药业：2019-nCoV新型冠状病毒通用DC疫苗尚处于早期研发阶段,e公司
1122,2020-03-21,贝达药业：新冠病毒通用DC疫苗尚处于早期研发阶段,Wind
1123,2020-03-19,贝达药业(300558.SZ)：凯铭投资解押835万股及质押展期750万股 济和创投解押461.04万股,格隆汇
1124,2020-03-16,贝达药业定增疑云,证券市场周刊
1125,2020-03-16,【中信建投医药 | 行业周报】海外疫情进展迅速，中国制造优势凸显,菊颖医药观察
1126,2020-03-13,贝达药业(300558.SZ)：YINXIANG WANG累计减持337.56万股 持股降至5%以下 减持股份,格隆汇
1127,2020-03-13,贝达药业：股东YINXIANG WANG累计减持0.84%股份，持股降至5%以下 减持股份,Wind
1128,2020-03-06,疫情下布局，不错！自研抗癌药红利期将过，贝达药业拟募资10亿攻新药,国际金融报
1129,2020-03-06,贝达药业：三家股东累计减持2.1%公司股份 减持股份,Wind
1130,2020-03-06,贝达药业(300558.SZ)：3名股东已合计减持844.08万股减持数量过半 减持股份,格隆汇
1131,2020-03-06,贝达药业上市后研发增近三倍 募资10亿加快新药上市,新浪
1132,2020-03-04,融资大军再添一员！一款产品打天下的贝达药业拟募资10亿元,格隆汇
1133,2020-03-04,【朝闻国盛0304】A股风格由何而定？为何未到切换时？,国盛证券研究所
1134,2020-03-04,贝达药业拟向35名特定对象定增募资10亿元,资本邦
1135,2020-03-03,贝达药业：拟非公开发行募集资金不超过10.02亿元,中证网
1136,2020-03-03,贝达药业：定增募资不超过10.02亿元,Wind
1137,2020-03-03,贝达药业(300558.SZ)：董事长丁列明拟减持不超27.05万股 拟减持股份,格隆汇
1138,2020-03-03,贝达药业(300558.SZ)：3名股东减持期过半 合计减持832.08万股 减持股份,格隆汇
1139,2020-03-03,贝达药业：董事长丁列明拟减持不超过总股本0.07% 减持股份,Wind
1140,2020-03-03,多家药企产品获批临床试验，临床用药或将日益丰富,制药网
1141,2020-02-28,贝达药业2019年净利润增33.90% 多款在研新药进展顺利,上证报
1142,2020-02-28,大单品持续放量！贝达药业2019年全年净利2.23亿,新浪
1143,2020-02-28,肺癌创新药研发有进展，贝达药业2019盈利2亿,资本邦
1144,2020-02-27,贝达药业：2019年净利润同比增33.90%（业绩快报）,Wind
1145,2020-02-27,贝达药业(300558.SZ)业绩快报：2019年度净利润升33.9%至2.23亿元,格隆汇
1146,2020-02-26,又一新品！贝达药业ERK1/2抑制剂获批临床,药智网
1147,2020-02-26,早间公告2020年2月26日星期三,Wind
1148,2020-02-26,贝达药业(300558.SZ)：贝成投资质押展期756.8万股,格隆汇
1149,2020-02-25,靠大单品取胜的贝达药业 真正的绝招是啥？,药智网
1150,2020-02-25,生物安全法呼之欲出，创新研发能力强药企长期受关注,制药网
1151,2020-02-25,多只医药股大涨，人福医药、贝达药业创年度新高,制药网
1152,2020-02-21,新冠肺炎疫苗最快4月下旬申报临床试验！多家知名大药企参与研究！,医药观察家网
1153,2020-02-21,贝达药业：解除一致行动关系暨实际控制人变更 控制人变化,Wind
1154,2020-02-21,贝达药业股东济和创投拟减持不超2.95%股份 拟减持股份,上证报
1155,2020-02-21,贝达药业：股东杭州济和创业投资拟减持不超过2.95%公司股份 减持股份,Wind
1156,2020-02-21,贝达药业(300558.SZ)：持股5%以上股东济和创投拟减持不超1182万股 拟减持股份,格隆汇
1157,2020-02-21,融资客青睐7股，江河集团买入占比高达42.94%,Wind
1158,2020-02-20,贝达药业(300558.SZ)：一致行动关系解除公司实控人由丁列明、YINXIANGWANG变更为丁列明 控制人变化,格隆汇
1159,2020-02-20,A股异动|贝达药业涨停BPI-28592药品临床试验申请获得受理,格隆汇
1160,2020-02-20,BPI-28592药品临床试验申请获得受理 贝达药业涨停,金融界
1161,2020-02-20,贝达药业大涨5.93%，领涨化学制药板块,中新经纬
1162,2020-02-19,贝达药业：申报的BPI-28592片的药品临床试验申请已获得药监局受理,Wind
1163,2020-02-17,贝达药业：合计捐赠300万元支持三家医院援助武汉医疗队,金融界
1164,2020-02-17,疫情无碍机构线上调研企业复工复产受关注,Wind
1165,2020-02-16,贝达药业：埃克替尼INCREASE研究成果在《临床肿瘤研究》发表,Wind
1166,2020-02-16,贝达药业：公司控股子公司涉诉案件目前处于待审状态 关联方问题,Wind
1167,2020-02-16,贝达药业(300558.SZ)子公司Xcovery被BETA起诉 涉及服务商标权侵犯纠纷 诉讼纠纷,格隆汇
1168,2020-02-13,这家LED龙头接受机构调研：疫情影响可控 更带来市场机会,中国财富网
1169,2020-02-05,早间公告2020年2月5日星期三,Wind
1170,2020-02-05,贝达药业控股子公司与EYPT签订Vorolanib许可协议,上证报
1171,2020-02-03,新型冠状病毒的疫苗准备生产,蒲公英
1172,2020-02-01,贝达药业：疫情之下超高速增长，业绩大超预期，创新小巨头迈上新台阶【国盛医药张金洋团队】,国医盛视
1173,2020-01-26,【重磅】牛津大学宣布：第一批新型冠状病毒的疫苗准备生产！,汇聚南药
1174,2020-01-23,贝达药业：三股东合计减持2.08%股份 减持股份,Wind
1175,2020-01-23,贝达药业(300558.SZ)：三名股东已合计减持2.08%股份 减持股份,格隆汇
1176,2020-01-22,埃克替尼销售继续放量 贝达药业2019净利润预增35%,医药网
1177,2020-01-22,109股昨日获机构买入评级,证券时报
1178,2020-01-21,肺癌靶向药销售持续放量 贝达药业去年净利预增两成以上,新京报
