,2021-12-31,2021年最后一天，碧桂园“归零”,华尔街见闻
14498,2019-07-05,大宗交易透露机构动向！突击卖股、溢价买入两相宜,Wind
14499,2019-07-05,万科曲线收购！海航拟13.04亿元转让北京海航大厦剩余股权 资产异常,中国网
14500,2019-07-05,五大券商下周看好6板块35股,证券之星
14501,2019-07-05,万科获GIC增持81.24万股，涉资2498万港元,腾讯网
14502,2019-07-05,重庆主城上半年商品房销售top20房企榜单出炉，融创、龙湖、万科居前三,上游新闻
14503,2019-07-05,万科万村计划搁浅？ 深圳房企多元化探路何去何从,南方日报
14504,2019-07-05,新加坡GIC增持万科H股至10.05% 涉资2498万港元,观点地产网
14505,2019-07-05,48股获券商买入评级 利民股份目标涨幅达78.57%,Wind
14506,2019-07-05,上半年房企债券融资怎么样？,固收彬法
14507,2019-07-05,楼市上半年透视： 龙头房企销售减速 超半数未达年度目标50%,21世纪经济报道
14508,2019-07-05,单月820亿 架构调整中碧桂园再度拉大与万科、恒大的差距,观点地产网
14509,2019-07-04,【天风地产】万科A：销售增速短期回落，拿地保持谨慎——6月经营数据点评 盈利能力下降,新浪
14510,2019-07-04,风口还是风暴？长租公寓仍艰难前行,证券时报网
14511,2019-07-04,万科止损?主动违约清还房源2800亿撑不起万村计划 违约失信,新浪
14512,2019-07-04,电商扶贫滑坡？郁亮和杨惠妍入围脱贫攻坚奖，拼多多黄峥首轮出局,乐居财经
14513,2019-07-04,房地产板块盘中直线拉升，这些龙头股投资价值凸显,第一财经
14514,2019-07-04,【华泰地产|会议纪要】如何展望下半年房地产行业以及地产股机遇？——丁祖昱带您回顾2019年上半年市场及下半年展望电话会议纪要,华泰地产真心话
14515,2019-07-04,房地产板块拉升 万科A上涨近3%,e公司
14516,2019-07-04,万科：“万村计划”确实遇到实际困难，拟进行部分调整和优化,中国建设报
14517,2019-07-04,17股获券商买入评级 游族网络目标涨幅达35.14%,Wind
14518,2019-07-04,SOHO中国沉寂7年后，狂甩资产欲再回开发一线,斑马消费
14519,2019-07-04,花旗：给予万科企业买入评级，目标价38.52港元,Wind
14520,2019-07-04,【东吴晨报0704】【个股】万科A、合景泰富、宁德时代、智飞生物,东吴研究所
14521,2019-07-04,万科推出北京“超级城市”项目,中国日报网
14522,2019-07-03,万科Ａ(000002.SZ)将于8月15日派付2018年度末期股息每H股1.191787港元,格隆汇
14523,2019-07-03,房企“千亿俱乐部”扩容,北京商报网
14524,2019-07-03,万科A：2018年度末期股息将于8月15日派付 每股1.045102元,中国网
14525,2019-07-03,房企长租公寓半年考:万科泊寓领先 保利公寓止步十强,新京报
14526,2019-07-03,"万科A现1笔大宗交易 共成交1,053.39万元",新浪
14527,2019-07-03,浙江4宅地收金23.22亿 万科、宝龙、奥克斯均有斩获,观点地产网
14528,2019-07-03,万科A：拿地聚焦都市圈 买入评级,长江证券
14529,2019-07-03,万科8.77亿绍兴夺地 宝龙底价4.72亿摘宁波奉化宅地,观点地产网
14530,2019-07-03,万科8.77亿元竞得绍兴柯桥一宗宅地 溢价率33.89%,中国网
14531,2019-07-03,万科企业股份有限公司二○一九年六月份销售及近期新增项目情况简报,证券日报
14532,2019-07-03,兔宝宝拟斥资7亿元控股裕丰汉唐 加速布局房地产全装市场,证券日报
14533,2019-07-03,“万村”修枝 组织重建后的万科小考半年销售3340亿,观点地产网
14534,2019-07-03,"万科A:上半年销售增长稳健,投资持续深耕一二线",东吴证券
14535,2019-07-02,万科A现5笔大宗交易，总成交金额5251万元,第一财经
14536,2019-07-02,格隆汇港股聚焦(7.2)︱平安再出资5.2亿元回购 万科上半年合同销售额3340亿元,格隆汇
14537,2019-07-02,大发现！外资砸盘已经开始！（深度解读）,金融界
14538,2019-07-02,万科A：1-6月份公司实现合同销售金额3340.0亿元,金融界
14539,2019-07-02,房企千亿销售数据挤水分，权益口径下谁在裸泳,第一财经
14540,2019-07-02,万科A:1-6月销售面积2150.1万平方米 销售金额3340亿,新浪
14541,2019-07-02,[快讯]万科Ａ:2019年6月份销售及近期新增项目情况简报,中财网
14542,2019-07-02,万科A:1-6月销售面积2150.1万平方米 销售额3340.0亿,新浪
14543,2019-07-02,万科A：上半年合同销售额3340亿元,e公司
14544,2019-07-02,万科：上半年实现合同销售金额3340亿元，同比增长9.6%,Wind
14545,2019-07-02,万科长租试错：深圳“万村”计划或涉房源违约 违约失信,21世纪经济报道
14546,2019-07-02,万科长租试错：深圳“万村”清退部分签约房源,21世纪经济报道
14547,2019-07-02,房企“半年考”成绩单：五强格局生变 千亿阵营扩容,新浪
14548,2019-07-02,万村计划被指主动违约 万科回应称遇困难进行调整 违约失信,新浪
14549,2019-07-02,万科以11.8亿元夺龙海一宗商住地块 溢价率74.8%,中国网
14550,2019-07-02,万科：万村计划遇到实际困难 正调整现有房源结构,观点地产网
14551,2019-07-02,万科今日出现5笔大宗交易 成交额5251万元,中国网
14552,2019-07-02,"万科A现5笔大宗交易 共成交5,251.75万元",新浪
14553,2019-07-02,杭州13.68亿元拍出3宗商地 绿城、万科各揽1宗,观点地产网
14554,2019-07-02,华为概念股全线走强，大潮之下尚需分辨,和讯
14555,2019-07-01,钜盛华减持万科295万股股份 持股比例降至15.99%,中国网
14556,2019-07-01,2019年楼市“中考”成绩如何？这三份答卷告诉你真相,每日经济新闻
14557,2019-07-01,房企半年考：碧桂园稳居第一 绿城等排名下滑明显,新京报
14558,2019-07-01,钜盛华减持万科295.5万股 持股降至15.99%,观点地产网
14559,2019-07-01,单周土拍1400亿！上半年土地市场火爆收官 主流房企重金“抢地”成大赢家,每日经济新闻
14560,2019-07-01,房企半年销售榜出炉，6成公司达成率未过半,第一财经
14561,2019-07-01,"基于大类资产配置视角下的商业地产行业研究框架:核心商业地产,稳健的长跑冠军",申万宏源
14562,2019-06-30,上海地区7月将迎20个新盘……专业人士教你怎么挑！,国际金融报
14563,2019-06-30,2019上半年12家房企销售额超千亿,乐居财经
14564,2019-06-30,2019上半年房企销售十强3升3降 万科跃居第二,乐居财经
14565,2019-06-30,2019年上半年品牌房企销售业绩排行榜,新浪
14566,2019-06-30,房企年中销售成绩单：碧桂园、万科和恒大位居前三,证券时报
14567,2019-06-30,重磅发布 | 观点指数·2019年上半年中国房地产企业销售金额TOP100,观点地产网
14568,2019-06-30,地产：一二线城市持续向好 荐4股,长江证券
14569,2019-06-30,上市以来累计分红573.6亿元 万科：将继续保持高分红比例,中证报
14570,2019-06-29,万科祝九胜:销售回款同比在下降 市场太热我们不跟进,华夏时报
14571,2019-06-29,2019上半年全国房企拿地排行榜出炉 碧桂园高居榜首,新浪
14572,2019-06-29,万科股东会的声音：郁亮再谈“大江大海” 跟投已跟不动,中金在线
14573,2019-06-29,中小股东三问万科：无偿财务资助、少数股东损益、员工跟投,经济观察网
14574,2019-06-29,万科：将继续保持高分红比例,中证报
14575,2019-06-28,万科股东会审议通过财务资助、H股股份发行等八项议案,观点地产网
14576,2019-06-28,万科股东大会的10点干货,新浪
14577,2019-06-28,股东提问为何不提高分红比例？万科回应希望稳定在35%,21世纪经济报道
14578,2019-06-28,万科郁亮：未来仅靠房地产业务成为500强非常困难,第一财经
14579,2019-06-28,万科总裁祝九胜：会慎重考虑是否在A股进行回购,新华网
14580,2019-06-28,钜盛华6月28日减持295.5万股万科A股，持股比例降至15.99% 减持股份,Wind
14581,2019-06-28,万科：财务费用大幅增加主要由于投资方式变化,观点地产网
14582,2019-06-28,祝九胜为何未在万科董事会?郁亮:名额不够会考虑调整,新浪
14583,2019-06-28,郁亮：做好租售并举才能领跑行业,乐居财经
14584,2019-06-28,万科张旭认为房地产的集中度还会提高,观点地产网
14585,2019-06-28,万科总裁祝九胜：土地市场竞争比较激烈，在局部和个别城市有过热现象,Wind
14586,2019-06-28,万科总裁祝九胜：多元化回报不尽人意,新浪
14587,2019-06-28,万科总裁祝九胜：土地市场个别城市过热万科投资更谨慎,新浪
14588,2019-06-28,祝九胜：万科员工跟投“跟不动了”,乐居财经
14589,2019-06-28,祝九胜：今年上半年万科投资所占回款比例在下降,乐居财经
14590,2019-06-28,朱旭：万科累计分红573.6亿 未来保持35%分红比例,观点地产网
14591,2019-06-28,祝九胜：经营性业务资金占用目前回报还不理想 资金问题,乐居财经
14592,2019-06-28,万科称利润增长可以弥补H股增发对利益的摊薄,新浪
14593,2019-06-28,万科：未来将继续保持35%左右的年均利润分红比例,中证网
14594,2019-06-28,祝九胜：在运营层面118亿和138亿分红对万科不构成压力,乐居财经
14595,2019-06-28,祝九胜：多元化业务回报水平不尽人意,乐居财经
14596,2019-06-28,镁刻快讯|万科董秘朱旭：万科是A股市场连续分红最长的公司,每日经济新闻
14597,2019-06-28,万科董秘朱旭：上市以来累计分红573亿 远超融资金额,新浪
14598,2019-06-28,被资助对象资产负债率超70%，祝九胜：万科能在实际中控制好风险,乐居财经
14599,2019-06-28,朱旭回应：万科现金派息比保持在31.4%,乐居财经
14600,2019-06-28,祝九胜：万科进入物业城市服务量级 成戴德梁行第四大战略股东,乐居财经
14601,2019-06-28,万科董秘朱旭：未来会保持35%左右的分红比例,Wind
14602,2019-06-28,万科董秘朱旭：未来会保持35%左右的分红比例,e公司
14603,2019-06-28,股东灵魂拷问为何分配利润减少 万科朱旭称已累计分红574亿元 盈利能力下降,乐居财经
14604,2019-06-28,祝九胜：今年初印力REITs发行规模达21.16亿元,乐居财经
14605,2019-06-28,祝九胜：万科判断行业未来挑战和不确定性很大,乐居财经
14606,2019-06-28,现场直击：万科2018年度股东大会,e公司
14607,2019-06-28,藏在房企对外担保中的细节 | 地产债系列思考之十,新浪
14608,2019-06-28,郁氏万科两年整：野心焦灼,腾讯网
14609,2019-06-28,从狂热追逐到“断舍离” 多家房企暂缓或剥离长租公寓项目,21世纪经济报道
14610,2019-06-27,新希望地产频繁拿地 背后到底有何战略意图,中房网
14611,2019-06-26,苏州高新科创概念华而不实 科创有概念无真身,证券市场周刊
14612,2019-06-26,房企分拆物业上市热潮重来，万科龙湖缘何按兵不动？,华商报
14613,2019-06-26,上半年只剩一周 房企抢跑出货,第一财经日报
14614,2019-06-25,徐自然规行罚字〔2019〕第9号 其他违规处罚,信用徐州
14615,2019-06-24,广州购物中心“虚火”调查：太阳新天地遭强拍 其他违规处罚,长江商报
14616,2019-06-24,万科缘何“独宠”重庆,国际金融报
14617,2019-06-24,[京东数科]JTABS二级周报,JT平方智管有方
14618,2019-06-24,广州购物中心“虚火”调查：万科、海印股份仅餐饮区有人气,长江商报
14619,2019-06-24,广州购物中心“虚火”调查：太阳新天地遭强拍 万科、海印股份等项目仅餐饮区有人气,长江商报
14620,2019-06-23,深圳将迎土拍争夺战：80多家房企贴身肉搏 前十强里来了一半,每日经济新闻
14621,2019-06-22,前5月7房企销售规模破千亿，土地资源将集中于头部,中新经纬
14622,2019-06-21,罕见！万科单周拿地破百亿,乐居财经
14623,2019-06-21,万科参股并购基金获北京海航大厦24.9%权益去年全资收购遭否决,中国经营网
14624,2019-06-21,今年房企已发2500亿海外债，融资成本差异居然这么大！,Wind
14625,2019-06-21,上市房企5月数据:融信增长最快 金茂销售面积下滑93% 盈利能力下降,新浪
14626,2019-06-20,解局 | 万科宁波、重庆百亿扩储计,观点地产网
14627,2019-06-20,大盘暴涨的真正原因，99%的人都想错了！,金融界
14628,2019-06-20,小公司想变大公司，先要有一套升维战略,新浪
14629,2019-06-20,万科曲线拿到海航大厦的优先权,乐居财经
14630,2019-06-20,快讯 | 万科55亿揽宁波镇海、海曙两宗地 不到十日豪掷拿地超百亿,财经网
14631,2019-06-20,万科单日斥资77亿元揽下重庆、宁波4宗地,观点地产网
14632,2019-06-20,地产：全国土地推盘去化情况高频跟踪 荐8股,中信建投
14633,2019-06-20,券商评级:三大股指集体大涨九股迎掘金良机,证券之星
14634,2019-06-20,万科55亿元揽下宁波镇海、海曙两宗地 最高溢价61.4%,观点地产网
14635,2019-06-20,万科29.23亿元摘得宁波三宗商住用地 溢价率38.07%,中国网
14636,2019-06-20,美的12亿首入杭州临安 万科15.6亿重庆再拿两地,观点地产网
14637,2019-06-20,万科29亿摘宁波镇海商住地 绿地7.45亿落子杭州湾新区,观点地产网
14638,2019-06-20,品质人居时代来临优质楼盘开启人居生活新体验,重庆商报
14639,2019-06-19,13亿并购案折戟后启动增资 万科收购海航大厦志在必得？,每日经济新闻
14640,2019-06-19,万科15.6亿包揽重庆两江新区两宗宅地 巴南区地块流拍,观点地产网
14641,2019-06-19,万科15.55亿元斩获重庆两江新区两宗宅地,中国网
14642,2019-06-19,万科向海航北京物业增资4.3亿元 持股24.90%,中国网
14643,2019-06-19,联想控股拓展券商业务 拟联合两企业发起设立联信证券,每日经济新闻
14644,2019-06-19,"房地产行业:国家统计局5月份行业数据跟踪,单月销售转负,开发投资回落",证券之星
14645,2019-06-18,联想牵手拉卡拉做券商？联信证券背后三大出资者大起底！,每日经济新闻
14646,2019-06-18,合和公路基建(00737.HK)就广深高速交通沿线土地开发与万科订立战略合作框架协议,格隆汇
14647,2019-06-18,快讯 | 继股东钜盛华质押4165万股股份后 万科又遭大摩降至中性评级,财经网
14648,2019-06-18,蓝筹特刊 | 万科：收敛聚焦，巩固提升基本盘,经济观察网
14649,2019-06-18,迎全装修时代 筑高品质居住,中国网
14650,2019-06-18,深圳地铁再传拟IPO！入股万科之后 两次分红拿到54亿！公司如此回应上市,证券时报
14651,2019-06-18,2019年地产上市公司50强 中国海外、金地集团、万科A排名前三,证券市场周刊
14652,2019-06-18,拿什么指标评价一家房企好与坏？,腾讯网
14653,2019-06-18,房地产行业1~5月数据点评:5月地产基本面数据如期回落,申万宏源
14654,2019-06-17,万科或将回归拿地主场,时代在线
14655,2019-06-17,重庆主城19亿出让2宗地 万科、龙湖平安联合体分食,观点地产网
14656,2019-06-17,重庆2宗地揽金19亿元 万科6.2亿拿下水土组团地块,中国网
14657,2019-06-17,万科10.19亿拿下温州一宗商住地 溢价率19.3%,观点地产网
14658,2019-06-17,[京东数科]JT2ABS二级周报,JT平方智管有方
14659,2019-06-17,万科10.19亿元竞得温州鹿城区一宗商住地 楼面价1.8万/平,中国网
14660,2019-06-17,【光大地产】高基数拖累数据表现，融资差异致竣工趋缓,缅怀南方
14661,2019-06-17,"房地产行业5月报:投资见顶回落,销售去化下行",证券之星
14662,2019-06-17,"房地产行业:5月单月销售转负,楼市小阳春行情结束",东北证券
14663,2019-06-16,ST天业参股万科济南项目“劝学里” 转让价款0元,观点地产网
14664,2019-06-16,地产：5月地产投资放缓 销售热度降温,川财证券
14665,2019-06-15,万科Ａ股东钜盛华质押4165万股 公司去年净利同比增长20%,挖贝网
14666,2019-06-14,小事记|钜盛华质押万科A4165.2万股 国瑞委任两位执董,观点地产网
14667,2019-06-14,万科遭钜盛华质押4165万股；雅居乐额外发1亿美元证券；金地完成美元债券发行|公告晚参,乐居财经
14668,2019-06-14,万科A：拿地有张有弛 买入评级,中信建投
14669,2019-06-14,地产：全国土地推盘去化情况高频跟踪 荐8股,中信建投
14670,2019-06-14,万科下跌近2% 股东钜盛华质押约4200万股A股,新浪
14671,2019-06-14,万科深夜收到告知函 钜盛华所持股份几近质押,新京报
14672,2019-06-14,万科A：钜盛华质押4165.23万股无限售流通A股 占总股本0.37%,中国网
14673,2019-06-14,万科A：股东质押4165.23万股,Wind
14674,2019-06-14,[快讯]万科Ａ发布质押公告 涉及股份92607万股,中财网
14675,2019-06-14,万科Ａ(000002.SZ)股东钜盛华质押4165.23万股,格隆汇
14676,2019-06-14,早间公告：中油资本有限向中油财务增资，钜盛华质押万科部分A股,Wind
14677,2019-06-14,早间公告：中油资本有限向中油财务增资；钜盛华质押万科部分A股,e公司
14678,2019-06-14,早间公告：钜盛华质押万科A股票,金融界
14679,2019-06-14,万科遭钜盛华质押4165万股A股 累计质押总股本8.19%,乐居财经
14680,2019-06-14,"房地产:每周趋势-销量环比下降,库存环比持平,土地出让回落 盈利能力下降",高盛高华
14681,2019-06-13,赚钱业务营收少，营收高的业务不赚钱，绿地陷多元化业务困局,国际金融报
14682,2019-06-13,土地成交急速回升，房企融资全面放大！地产行业“春天”又来了？,Wind
14683,2019-06-13,万科13.19亿竞得江苏江阴宅地 成交楼面价8756元/平,观点地产网
14684,2019-06-13,江苏昆山21.3亿元成交两宅地 万科溢价28.6%摘其一,观点地产网
14685,2019-06-13,万科11.07亿元摘得昆山市一宗住宅用地,中国网
14686,2019-06-13,万科：物流地产狂想曲,乐居财经
14687,2019-06-12,万科A：2018年度股东大会将于6月28日下午召开,e公司
14688,2019-06-12,超200股逆市连涨 浦发银行、万科A等千亿市值股夺目,红周刊
14689,2019-06-12,力退碧桂园、万科 中海以封顶价9.35亿夺大连约5万平地块,观点地产网
14690,2019-06-12,地产：房价保持平稳 荐7股,财信证券
14691,2019-06-12,34股获券商买入评级，星湖科技目标涨幅达67.33%,Wind
14692,2019-06-12,【东北房地产高建/张云凯/沈路遥】行业周报:践行因城施策，未来区域政策动态调整将常态化,东北证券研究所
14693,2019-06-12,"万科5大城市总人事换防，巩固基本盘策略下加大业务""修剪""范围？",全景网
14694,2019-06-12,"房地产行业周刊:地产销售降温,政策潜在改善预期增强",证券之星
14695,2019-06-11,万科回应发布虚假理财产品:产品与万科无关 已报警,新浪
14696,2019-06-11,北京链家置地引入香港股东，或为贝壳找房上市铺路,澎湃新闻
14697,2019-06-11,万科：从未发布过“万科财富”等虚假理财产品,澎湃新闻
14698,2019-06-11,2019房企价值榜TOP50之运营规模十强 绿地融创等上榜,新浪
14699,2019-06-11,上市房企价值榜A股前三：万科、新城控股、招商蛇口,新浪
14700,2019-06-11,万科打假“李鬼”：“万科财富”等虚假理财和我没关系,和讯
14701,2019-06-11,万科声明：“万科财富”虚假理财产品与万科无关,乐居财经
14702,2019-06-11,重磅发布！2019新浪财经上市房企价值榜TOP50,新浪
14703,2019-06-11,[房企TOP50]万科：销售增速掉队 融资成本升高明显,新浪
14704,2019-06-11,万科A：龙头地位稳固，拿地趋于谨慎,证券时报网
14705,2019-06-11,北向资金连续五天净流入 继续大举扫货金融股,投资快报
14706,2019-06-11,券商首次关注6股并给予买入评级（6月11日）,Wind
14707,2019-06-11,周二机构一致看好的七大金股（06.11）,中金在线
14708,2019-06-11,睿智投资｜万科 - H (2202 HK，买入) - 销售稳健增长,招银国际
14709,2019-06-10,招银国际：销售稳健增长 维持万科(02202)“买入”评级,智通财经
14710,2019-06-10,地产：一城一策微调或常态化 荐5股,中泰证券
14711,2019-06-10,前五月权益销售2215.6亿元 增速下调碧桂园开启土地“跃进”,观点地产网
14712,2019-06-10,贵阳楼市浮沉录,中国经营报
14713,2019-06-10,30股获券商买入评级 凌云股份目标涨幅达72.19%,Wind
14714,2019-06-10,万科A:销售稳健增长,招银国际
14715,2019-06-06,[快讯]万科Ａ发布解除质押公告 涉及股份88442万股,中财网
14716,2019-06-06,万科：钜盛华解除4165万股份质押 仍质押95.5%所持股份,观点地产网
14717,2019-06-06,万科：钜盛华质押给五矿证券的4165万股解除质押,新浪
14718,2019-06-06,万科A：钜盛华所持公司4165万股解除质押,e公司
14719,2019-06-06,万科A：钜盛华解除质押4165万股公司股份,中国网
14720,2019-06-06,万科企业(02202.HK)：钜盛华解除质押4165万股A股,格隆汇
14721,2019-06-06,阿里、菜鸟、苏宁等收购浪潮下，物流企业如何驰骋赛道？,亿欧网
14722,2019-06-06,12家房企前5月销售额近万亿元 同比增长9.8%,中证报
14723,2019-06-06,前5月百强房企销售额增速放缓近三成,每日经济新闻
14724,2019-06-05,保利、招商、鑫苑物业都在上市路上 物业业务被低估,新浪
14725,2019-06-05,卖卖卖 只要钱不留房 房企争相回笼资金,全景网
14726,2019-06-05,房地产板块拉升 万科A涨近3%,证券时报网
14727,2019-06-05,万科A：销售靓眼，投资稳健，持续深耕一二线,证券时报网
14728,2019-06-05,万科：5月销售金额579.9亿 居房地产“头部”地位,中金在线
14729,2019-06-05,【房地产】万科A：销售维持强势，拿地保持谨慎,天风研究
14730,2019-06-05,万科企业股份有限公司二○一九年五月份销售及近期新增项目情况简报,证券时报
14731,2019-06-05,楼市六月难入夏：市场降温调控趋紧 房企“抢收”过小年,21世纪经济报道
14732,2019-06-04,晚间要闻2019年6月4日星期二,Wind
14733,2019-06-04,"万科A：前5月合同销售金额2,676.0亿元",中国网
14734,2019-06-04,万科A：5月实现合同销售金额579.9亿元,Wind
14735,2019-06-04,中国证监会行政处罚决定书（刘文聪）,证监会
14736,2019-06-04,地产：房企销售持续回暖 荐3股,长江证券
14737,2019-06-04,"房地产行业2019年5月房企销售数据点评:整体同比增速明显回落,部分房企表现突出",首创证券
14738,2019-06-03,房企5月销售业绩增速放缓，土地仍然集中于头部公司 盈利能力下降,第一财经
14739,2019-06-03,187亿美元并购大单 黑石全球投资图谱里的物流地产,观点地产网
14740,2019-06-02,地产：成交增速或面临高基数约束 荐16股,广发证券
14741,2019-05-31,万科物业朱保全回应上市传闻：水到渠成,新浪
14742,2019-05-31,重庆主城43亿出让5宗地 万科、龙湖、雅居乐等各有斩获,观点地产网
14743,2019-05-31,红星美凯龙巨额囤房引关注,和讯
14744,2019-05-31,【建投金工丁鲁明团队】商品基金表现抢眼，大盘型组合平均超额收益逾1%——基金市场与FOF组合月报（2019年5月）,鲁明量化全视角
14745,2019-05-31,融资状况良好的上市房企，哪些还有高收益？,郁言债市
14746,2019-05-30,泰禾久旱，黄公祈雨,AI财经社
14747,2019-05-30,上海楼市“红五月”供应量腰斩、认筹率较低，仅这个板块热度持续,国际金融报
14748,2019-05-30,格力“董”局:董明珠陷入困境 多元化步履维艰,新浪
14749,2019-05-30,地产人物百科｜前万科周刊主编全忠将出任泰禾集团副总裁,乐居财经
14750,2019-05-30,前万科周刊主编全忠出任泰禾副总裁 将分管品牌,观点地产网
14751,2019-05-30,万通地产：为什么是冯冠豪？,新浪
14752,2019-05-30,跑马圈地后的租赁市场： 需求分化加剧，租金上涨势能减弱,21世纪经济报道
14753,2019-05-30,万科森林公园,重庆商报
14754,2019-05-29,泛海控股为子公司提供7亿担保；绿地香港50亿ABS已受理；豫园股份竞得地块 | 公告晚参 大额借贷担保,乐居财经
14755,2019-05-29,重庆三宗地揽金23.5亿元 万科、金科各有斩获,中国网
14756,2019-05-29,济南南城第一高来了，高度276米配置3222辆大型停车库,新浪
14757,2019-05-29,万科11.3亿元重庆夺宅地 楼面价9653元,乐居财经
14758,2019-05-29,重庆23亿成交3宗宅地 金科、万科、联发各摘其一,观点地产网
14759,2019-05-29,地产：政策有保有压 荐3股,银河证券
14760,2019-05-29,2018年A股高管薪酬排行榜出炉 万科朱旭年薪850万蝉联“最贵”董秘,每日经济新闻
14761,2019-05-29,北京多次置业客群跃跃入市 中产出击千万元郊区别墅,证券日报
14762,2019-05-29,"房地产行业周报:销售回归平稳,监管再度加强",首创证券
14763,2019-05-28,最新上市公司高管年薪排行榜：方大炭素董事长超4千万，董秘年薪万科最高,第一财经
14764,2019-05-28,东莞楼市回暖背后：竞争加剧 外来房企重仓,时代周报
14765,2019-05-28,"房地产行业周报:行业资金面出现收紧迹象,监管再度加强",东北证券
14766,2019-05-27,红星美凯龙囤房超万科遭上交所6问 股价腰斩 问询,新浪
14767,2019-05-27,地产：政策维持动态平衡 荐8股,中银国际
14768,2019-05-27,“退而求次级？”—JT2ABS二级周报,JT平方智管有方
14769,2019-05-27,周一机构一致看好的七大金股（05.27）,中金在线
14770,2019-05-27,【地产-万 科Ａ(000002)】倪一琛：三十年坚守价值，多元化上下求索-20190526,中泰证券研究所
14771,2019-05-27,【晨会聚焦】就业数据分析观察；包商银行释放打破银行刚兑信号,中泰证券研究所
14772,2019-05-26,5000亿货值库存压顶 京限竞房一年去化不足三成,华夏时报
14773,2019-05-25,下周主流机构最看好的板块个股,都市快报
14774,2019-05-24,相爱相杀：外来房企与豫系房企的“龙蛇之争”,新浪
14775,2019-05-24,2019中国房地产上市公司测评成果发布会举行 行业继续向头部集聚,中国网
14776,2019-05-24,石家庄栾城区土拍收金10.56亿 万科、碧桂园均有所获,观点地产网
14777,2019-05-24,蒙娜丽莎逆势增长20%：建筑陶瓷行业整合期已致 大力拓展县镇级市场,挖贝网
14778,2019-05-24,石家庄4宗宅地揽金10.56亿元 万科等联合体5.79亿元斩获2宗,中国网
14779,2019-05-24,石家庄栾城4宗住宅地出让 万科碧桂园首进栾城,乐居财经
14780,2019-05-24,万科物业CEO：公司不急于上市，上市是一件水到渠成的事,Wind
14781,2019-05-24,36家上市房企4月经营数据：销售面积与单价环比微降 盈利能力下降,面包财经
14782,2019-05-24,【光大轻工】这扇门要不要开？——江山欧派（603208.SH）首次覆盖深度报告,黎叔说轻工
14783,2019-05-23,2019中国房地产上市公司百强揭晓，恒大蝉联榜首,Wind
14784,2019-05-23,2018年末上市房企中有57家总资产超过千亿,证券时报网
14785,2019-05-23,深圳证监局开展“5·15全国投资者保护宣传日”集中宣传活动,深圳证监局
14786,2019-05-23,深圳“投教同行”组织私募投资者走进万科投教基地,深圳证监局
14787,2019-05-23,2019中国房地产上市公司百强揭晓,乐居财经
14788,2019-05-23,"房地产行业周报:投资增速持续走高,销售回暖",首创证券
14789,2019-05-22,原报道 | 锁地战 “火并”东莞城,观点地产网
14790,2019-05-22,五大券商周四看好6板块45股,证券之星
14791,2019-05-22,北京通州三年仅入市12个新盘 台湖将现通州首个限竞房,证券日报
14792,2019-05-21,鹏瑞和它的大湾区战场 击败碧桂园万科13房企抢入佛山,观点地产网
14793,2019-05-21,力压万科、龙湖等13房企 鹏瑞24.4亿 、2.46万平配建夺佛山大良宅地,观点地产网
14794,2019-05-21,提质控速合作抱团 房企演绎发展新模式,时代周报
14795,2019-05-21,布局机器人、造新能源车 房企转型策略分化,时代周报
14796,2019-05-21,解局 | 中粮万科“逃婚”记,观点地产网
14797,2019-05-21,富力地产登江西“百差榜”房企发展应“提质控速”,中国商报
14798,2019-05-21,"房地产行业18年年报及19年一季报综述:预收账款创新高,杠杆率持续降低",首创证券
14799,2019-05-21,"房地产行业:土地市场有所降温,小阳春行情可能将无法持续",东北证券
14800,2019-05-20,房企高管薪资大揭底：这家业绩不突出，涨工资却最慷慨,国际金融报
14801,2019-05-20,大悦城拟转让北京中粮万科房地产50%股权 接盘者尚不明朗,每日经济新闻
14802,2019-05-20,【兴证固收.信用】一文知晓中国类REITs市场 ——ABS系列之房地产REITs篇一,兴证固收研究
14803,2019-05-20,“不良贷款其实是优质偶像？”JT2ABS二级周报,JT平方智管有方
14804,2019-05-20,半数A股公司“爱囤房”，红星美凯龙囤得比万科还多！,中新经纬
14805,2019-05-20,解局 | 龙湖纳储,观点地产网
14806,2019-05-18,通策集团上海医院项目惹争议 暗藏同业竞争隐忧,中国经营报
14807,2019-05-17,哪些房企ABS融资能力较强？,郁言债市
14808,2019-05-17,前四月千亿阵营大幅扩容 百强房企门槛升至74亿,华夏时报
14809,2019-05-17,超35家中国房企登2019福布斯企业2000强 碧万恒靠前,新京报
14810,2019-05-17,50家房企平均盈利能力连续两年上升,新京报
14811,2019-05-17,"海淀购房需求外溢 ""500万元购房者""从二手房转向新房",新浪
14812,2019-05-16,旧城改造：房企新蓝海与城市新生机,北京商报
14813,2019-05-16,"金融地产行业研究部三循环周报:银行地产板块跑赢大盘,厦门楼市及建发国际楼盘调研",申万宏源
14814,2019-05-15,击退碧桂园、万科 新希望12.46亿摘大连逾7万平涉宅地,观点地产网
14815,2019-05-15,穗综云处字[2019]0400011 其他违规处罚,信用广州
14816,2019-05-15,穗综云处字[2019]0400012 其他违规处罚,信用广州
14817,2019-05-15,【地产】倪一琛：市场持续回暖，二手房成交创新高-20190514,中泰证券研究所
14818,2019-05-15,"房地产行业周报:节后成交向好,苏州调控政策升级",首创证券
14819,2019-05-14,【深度】房企美元债市场火爆，哪些房企明显受益？,郁言债市
