,2021-12-31,马笑传媒互联科技团队：2021年报告汇总,微信
2875,2018-07-03,[推荐评级]传媒行业周报：本周TMT回暖显著 积极关注错杀龙头股,中财网
2876,2018-07-02,"传媒行业2018半年度策略:轻装上阵成长性预期改善,关注版权付费与教育",中证网
2877,2018-07-02,[优于大市评级]传媒行业周报：反弹持续 关注中报行情与平台公司,中财网
2878,2018-07-02,7月解禁金额环比下降14.87%，限售股解禁暂入减压区,中证报
2879,2018-06-30,这些A股中的明星股 到底该不该碰？,巨丰财经
2880,2018-06-29,分众传媒10派1转2 去年净利润48.5亿,号外财经网
2881,2018-06-29,分众传媒大涨5.13%，报9.42元,腾讯网
2882,2018-06-27,映客港股上市倒计时：最多募资15亿港元，B站成基石投资者,澎湃新闻
2883,2018-06-27,映客将于7月12日登陆港交所：分众传媒和B站为基石投资者,21世纪经济报道
2884,2018-06-27,映客将于6月28日起招股，基石投资者为分众传媒和B站,金融界
2885,2018-06-27,映客今日赴港路演 分众传媒和B站成为基石投资者,财经网
2886,2018-06-27,传媒行业观点聚焦：电梯媒体行业的竞争逻辑是什么?,中财网
2887,2018-06-27,"分众传媒:规模即壁垒,重申买入",联讯证券
2888,2018-06-26,[优于大市评级]传媒行业周报：板块估值已低 关注中报行情,中财网
2889,2018-06-25,"分众传媒:引爆品牌新力量,价值提升进行时",正点财经
2890,2018-06-21,分众传媒年报推10转2派1元 股权登记6月28日,金融界
2891,2018-06-21,大股东减持气势汹汹 小散究竟该如何应对？,巨丰财经
2892,2018-06-20,"传媒互联网行业评论周报:完美世界将建立steam中国,推荐配置低估值行业龙头",证券之星
2893,2018-06-15,A股共发生71宗大宗交易成交17.11亿元（6月15日）,Wind
2894,2018-06-15,分众传媒现3.29亿元大宗交易 买方均为机构,e公司
2895,2018-06-15,分众传媒今日大宗交易成交2875万股，成交价11.46元折价7.21%,Wind资讯
2896,2018-06-15,财经观察家 | 潘向东：疯狂的独角兽基金，是金子还是毒药？,巨丰财经
2897,2018-06-15,学而思遭浑水做空 那些年被浑水猎杀的公司如今怎么样？,中财网
2898,2018-06-14,[增持评级]传媒行业2018年度中期策略：流量和资本为核心壁垒 关注高壁垒、低估值的市场份额领导者,中财网
2899,2018-06-12,[中性评级]深度*行业*传媒互联网行业评论周报：短视频竞争加剧 关注世界杯概念的短期影响,中财网
2900,2018-06-12,[推荐评级]传媒行业周报：板块受情绪压制 逢低布局优质龙头公司,中财网
2901,2018-06-12,分众传媒：6月11日融资余额为6.76亿元，较前一日骤降5.95%,Wind资讯
2902,2018-06-09,巨丰原创：MSCI成分股大起底 最好的股票是这些,巨丰财经
2903,2018-06-07,独角兽打新利器 国家队组织银行护驾？散户要逆袭？,金融界
2904,2018-06-07,"传媒与互联网周报:艺人税务问题引发关注,腾讯头条开战",国元证券
2905,2018-06-06,2018年传媒互联网行业中期策略：版权付费、消费升级、流量变现,中财网
2906,2018-06-05,白马股重回A股舞台中央 6只超跌绩优股值得期待,证券日报
2907,2018-06-05,白马股重回A股舞台中央 五维度筛出19只超跌绩优股,证券日报
2908,2018-06-04,"传媒行业周报:关注现金流较好院线标的,暑假季综艺与电影市场可期",国海证券
2909,2018-06-03,104家公司净利预增超100%，330家预喜公司业绩持续增长,证券时报网
2910,2018-06-02,"""入摩""提振北上资金释放积极信号 六股王者归来",证券日报
2911,2018-06-01,A股三大上升动能显现 6月市场望启动全新运行方式,证券日报
2912,2018-05-31,巨丰资金流向：大消费类受偏爱 市场呈现强反弹,巨丰财经
2913,2018-05-31,[强于大市评级]CTR数据点评(互联网传媒行业)：4月楼宇、影院广告高景气持续 以瑞幸咖啡为例看分众传媒引爆品牌的广告价值,中财网
2914,2018-05-29,明日最具投资机会六大牛股一览（2018年5月29日）,中财网
2915,2018-05-29,中财独家:市场已进入超跌反弹时间窗口？十机构预测,中财网
2916,2018-05-29,5月29日午间金股精选,中财网
2917,2018-05-29,"分众传媒:楼宇广告市场份额领导者,渠道下沉为新动能",中证网
2918,2018-05-29,券商首次关注4股并给予买入评级（5月29日）,Wind
2919,2018-05-28,24股获券商买入评级，内蒙一机目标涨幅达34.22%,Wind
2920,2018-05-26,融资客斥资近300亿元买入448只标的股,证券日报
2921,2018-05-26,“入摩”促A股各路资金潮涌 52只成份股大单吸筹近百亿,证券日报
2922,2018-05-25,[买入评级]分众传媒(002027)公司跟踪报告：经营业绩出色 开拓海外市场持续看好,中财网
2923,2018-05-24,“引爆主流”价值受全球评委肯定， 分众传媒勇夺纽约广告节【具价值媒体大奖】,南方财富网
2924,2018-05-24,"传媒互联网周报(含全球互联网&教育):教育板块受益基本面持续改善,市场关注度提升明显",申万宏源
2925,2018-05-22,[中性评级]传媒行业周报：虎牙、B站大涨 关注分众传媒等9家“入摩”传媒股机会,中财网
2926,2018-05-22,深度报告：分众传媒（002027）业绩确定的“独角兽”，关注回调后买入机会,国元互联网研究
2927,2018-05-19,215只个股被10家以上机构看好，四逻辑筛出6只绩优股,Wind
2928,2018-05-19,跟随偏股型公募基金赚钱脚步 发掘价值投资潜力股,证券日报
2929,2018-05-18,分众获纽约广告节最具价值媒体奖 “引爆主流”价值受肯定,搜狐
2930,2018-05-18,中国传媒企业勇夺纽约广告节大奖，分众电梯媒体获全球评委肯定,搜狐
2931,2018-05-17,5月17日晚间利好消息汇总,证券时报网
2932,2018-05-17,沪深上市公司18年5月17日晚间上市公司重要公告,全景网
2933,2018-05-17,分众传媒：携手新加坡报业控股 开发智能电梯媒体平台,e公司
2934,2018-05-17,江南春：独角兽不只体现数字价值，还要有社会价值,第一财经
2935,2018-05-17,[超配评级]广告行业快评：Q1广告行业低位反弹 关注龙头个股回调机会,中财网
2936,2018-05-17,48股获券商买入评级 滨化股份目标涨幅达105.48%,Wind
2937,2018-05-16,传媒行业：微信小游戏的商业化开启休闲游戏的新时代,金融界
2938,2018-05-16,奥维云网获分众传媒授权,中证报
2939,2018-05-16,A股最新入围MSCI名单出炉 6股绝佳布局良机,证券日报
2940,2018-05-15,深度报告：分众传媒（002027）业绩确定的“独角兽”，关注回调后买入机会,国元互联网研究
2941,2018-05-14,[领先大市-A评级]CTR一季度数据点评(传媒行业)：一季度全媒体同增14.8% 营销行业触底回升,中财网
2942,2018-05-14,[增持评级]传媒行业周报：复仇者联盟3热映 有望提振二季度票房景气度,中财网
2943,2018-05-14,他山之石·产业研究系列报告第87期：影院广告市场增长势头有望持续,中财网
2944,2018-05-14,上市公司亲身示范“买到即赚”，这一概念曾出现大牛股,和讯
2945,2018-05-13,[领先大市-A评级]传媒行业周报：市场对教育子板块关注度持续提升-年报财务数据较好、政策利好,中财网
2946,2018-05-11,解读新时代营销密码：商业纪录片《大品牌的幕后英雄》今日爱奇艺首播,DoNews
2947,2018-05-11,传媒:2017年成绩单公布 行业基本面未明显改善,长城证券
2948,2018-05-11,[强于大市评级]互联网传媒行业一季度CTR数据点评：广告行业增长持续 传统媒体春节效应下一季度表现亮眼 楼宇、影院广告开门红,中财网
2949,2018-05-10,A股共发生71宗大宗交易成交29.12亿元（5月10日）,Wind
2950,2018-05-10,分众传媒今日大宗交易成交1800万股，成交价10.5元折价7.65%,Wind资讯
2951,2018-05-09,[增持评级]传媒行业周报：小米将港股IPO 关注流量变现,中财网
2952,2018-05-09,[增持评级]联讯传媒行业周报：关注具性价比之优质公司,中财网
2953,2018-05-09,中银国际：上调分众传媒评级至买入,Wind
2954,2018-05-09,[中性评级]传媒行业2017年报及18年一季报综述：价值逐步回归 关注营销及电影板块,中财网
2955,2018-05-09,[推荐评级]华创证券传媒互联网行业周报,中财网
2956,2018-05-09,[增持评级]传媒行业周报：对板块积极乐观 首推平台型和版权类公司,中财网
2957,2018-05-09,上调评级至买入策略选股（5月9日）,Wind
2958,2018-05-08,[中性评级]深度*行业*传媒互联网行业2017年报及2018年一季报综述：行业整体增速放缓 细分龙头公司加速扩张,中财网
2959,2018-05-08,[买入评级]深度*公司*分众传媒(002027)年报点评：严格成本控制保持公司利润稳健增 生活圈媒体资源持续扩张,中财网
2960,2018-05-08,中银国际证券：分众传媒买入评级,顶尖财经网
2961,2018-05-08,[增持评级]传媒行业2017年年报及2018一季报综述：板块分化 关注行业拓展空间可观的龙头个股,中财网
2962,2018-05-08,[增持评级]传媒2017年年报暨2018年一季报业绩回顾：行业录得稳定增长,中财网
2963,2018-05-08,[买入评级]深度*公司*分众传媒(002027)季报点评：业务整体平稳发展 城市生活圈持续扩张,中财网
2964,2018-05-07,[中性评级]深度*行业*传媒互联网行业评论周报：腾讯宣布代理《堡垒之夜》 关注影视内容创作,中财网
2965,2018-05-07,传媒行业：坚定看好传媒板块，建议补仓细分领域龙头,东兴证券
2966,2018-05-07,[推荐评级]传媒行业周报：年报及一季报回顾 传媒板块利润整体低增速 白马龙头增速显著高于板块平均,中财网
2967,2018-05-07,沪深股通扩额3日入场近42亿 三类机构同时持仓4股,证券日报
2968,2018-05-04,[路演]分众传媒：“内生增长+外延并购”夯实生态，积极投资并购优秀标的,全景网
2969,2018-05-04,分众传媒信息技术股份有限公司2018年第一季度报告正文（更正版）,证券日报
2970,2018-05-03,小空间亦有大作为：从行业龙头看电梯传媒的价值,腾讯网
2971,2018-05-02,机构一致看好哪些股票？2018年5月2日机构一致看好10金股,至诚财经
2972,2018-05-01,六大亮点凸显深市多层次资本市场 助力经济高质量发展,深交所
2973,2018-04-29,遍地都是“独角兽”， 科技泡沫真的要来了 | 每天听见吴晓波,吴晓波频道
2974,2018-04-28,下周最具投资价值六大牛股一览（2018年4月28日）,中财网
2975,2018-04-28,基金经理们的持股单 仓位变化透露哪些玄机？(附股),新浪
2976,2018-04-27,传媒互联网行业：猫眼、淘票票等加大艺术电影资源投入，推荐关注业绩可持续、低估值个股,中银国际
2977,2018-04-27,"分众传媒:业绩持续高增长,龙头地位维稳",西南证券
2978,2018-04-27,369股获券商买入评级 深天马A目标涨幅达76.99%,Wind
2979,2018-04-27,兴业王德伦：基金大幅度加仓创业板 重仓股集中度回落,金融界
2980,2018-04-27,上市公司掀回购热潮 警惕“作秀”式增持,重庆商报
2981,2018-04-26,分众传媒现10.15亿元大宗交易，机构席位全面接盘,Wind
2982,2018-04-26,周五机构一致最看好的6只个股（4.26）,中金在线
2983,2018-04-26,分众传媒现10亿元大宗交易 买方均为机构,e公司
2984,2018-04-26,分众传媒现10.15亿元大宗交易 机构席位全面接盘,证券时报网
2985,2018-04-26,"分众传媒:2018H1业绩预告高增长超预期,年报符合预期,回购体现管理层信心",中证网
2986,2018-04-26,"分众传媒:电梯媒体广告业务毛利率持续提升,股东回报计划彰显管理层信心",中证网
2987,2018-04-25,价值低估、回购来护盘，这份“库藏股”名单请收好,--
2988,2018-04-25,[买入评级]分众传媒(002027)年报及季报点评：持续快速增长 短期扰动不改中长期投资机会,中财网
2989,2018-04-25,[推荐评级]分众传媒(002027)年报及季报点评：方正传媒 杨仁文分众传媒迈入新增长时代 18Q1扣非净利增长39.5%超预期 18Q2预计业绩持续强势 大额回购重塑市场信心,中财网
2990,2018-04-25,分众传媒股价2个月跌逾三成 华创证券预测上涨空间超50%,中国网
2991,2018-04-25,分众传媒豪斥30亿回购股票 股价高开后回落涨4.58%,网易
2992,2018-04-25,拟不超30亿元回购股份 分众传媒股价大涨超4%,新浪
2993,2018-04-25,[推荐评级]分众传媒(002027)年报点评：需求景气助1Q18业绩超预期 加快终端扩张稳固资源优势,中财网
2994,2018-04-25,分众传媒大幅高开 拟不超30亿元回购股份,e公司
2995,2018-04-25,股价低迷 分众传媒拟斥资30亿元回购公司股份,北京商报
2996,2018-04-25,A股情报局：一轮新的大反弹一触即发,腾讯网
2997,2018-04-25,分众传媒：子公司参与投资设立多个基金项目,金融界
2998,2018-04-25,分众传媒：年报净利同比增长35% 拟10转2派1元,金融界
2999,2018-04-25,分众传媒信息技术股份有限公司关于以集中竞价交易方式回购股份的预案,证券日报
3000,2018-04-25,分众传媒信息技术股份有限公司第六届监事会第十九次会议决议,证券日报
3001,2018-04-25,分众传媒去年净利润达60亿 豪斥30亿元回购股票,证券日报
3002,2018-04-24,分众传媒5000万参与股权基金 牛散章建平投了6个亿,每经网
3003,2018-04-24,分众传媒2017年实现归母净利润60.05亿元 拟以不超13元/股回购股份,中证网
3004,2018-04-24,分众传媒江南春：广告市场要拥抱不变 没有选择才是最好的选择,搜狐
3005,2018-04-24,沪深上市公司18年4月25日晚间上市公司重要公告,全景网
3006,2018-04-24,分众传媒拟回购总额不超过30亿元公司股票 回购价上限13元,TechWeb
3007,2018-04-24,晚间重要公告2018年4月24日星期二,--
3008,2018-04-24,[推荐评级]传媒行业周报：一季报密集发布 关注绩优龙头,中财网
3009,2018-04-24,分众传媒今年第一季度净利润12亿元 同比增长9.1%,TechWeb
3010,2018-04-24,分众传媒：2017年实现净利润60亿元 房产广告收入同比增23%,中国网
3011,2018-04-24,分众传媒：拟耗资不超30亿元回购股份 价格不超13元/股,e公司
3012,2018-04-24,分众传媒：拟回购上限30亿元股份,Wind
3013,2018-04-24,分众传媒：拟回购30亿元股票,新浪
3014,2018-04-24,分众传媒：一季度净利润同比增9%，社保基金减持,Wind
3015,2018-04-24,分众传媒：2017年净利润同比增35%，拟10转2派1元,Wind
3016,2018-04-24,[看好评级]浙商证券传媒行业周报20180422,中财网
3017,2018-04-24,[中性评级]传媒互联网行业周报(含全球互联网&教育)：贸易大战 关注文化自信、科教兴国投资机会,中财网
3018,2018-04-23,[领先大市-A评级]传媒行业周观点：市场对教育板块关注度持续提升,中财网
3019,2018-04-23,[买入-A评级]分众传媒(002027)公司动态分析：短期扰动难以撼动分众的强媒介属性及垄断优势 高质盈利能力有望保持,中财网
3020,2018-04-19,北上资金持续高流入态势，茅台美的单日净买入额均创次新高,Wind
3021,2018-04-19,分众传媒：参与设立投资基金,金融界
3022,2018-04-18,分众传媒股票代码是多少？分众传媒借壳上市时间,财富动力网
3023,2018-04-18,[超配评级]传媒互联网行业一周回顾与展望：一季报整体表现良好 持续推荐细分行业龙头及部分低估值黑马品种,中财网
3024,2018-04-17,[中性评级]传媒互联网&教育2018Q1一季报业绩前瞻：18Q1板块业绩同比增长65% 院线、付费等领域继续高景气,中财网
3025,2018-04-17,[中性评级]传媒互联网行业周报(含全球互联网&教育)：教育板块表现良好 关注行业龙头底部回调机会,中财网
3026,2018-04-17,[看好评级]传媒行业周报：把握高成长院线股和细分行业龙头的投资机会,中财网
3027,2018-04-17,[增持评级]深度*行业*传媒互联网行业评论周报：网络内容政策监管趋严 板块波动凸显绩优股真价值,中财网
3028,2018-04-17,[推荐评级]传媒行业周报：重点布局一季报业绩确定强的子版块龙头,中财网
3029,2018-04-17,[领先大市-A评级]传媒行业周观点：关注个股逻辑强的标的,中财网
3030,2018-04-16,[增持评级]传媒行业周报：传播、内容监管趋严利于行业健康发展,中财网
3031,2018-04-16,[中性评级]华创证券传媒互联网行业周报20180416,中财网
3032,2018-04-13,[超配评级]18Q1传媒板块业绩前瞻：一季报预告业绩整体向好 关注成长确定龙头,中财网
3033,2018-04-13,漂亮100龙头股回调 独角兽大飞机概念股走强,证券时报
3034,2018-04-12,逆袭分众传媒，这件事儿到底有多难,虎嗅网
3035,2018-04-12,沪港通额度上调激发资金布局热潮，三大数据解密外资新动向,证券日报
3036,2018-04-11,[推荐评级]生活圈媒体跟踪点评：广告行业整体回暖 分众垄断地位稳固无惧行业竞争,中财网
3037,2018-04-10,[增持评级]传媒行业周报：调整之下关注优质个股的配置机会,中财网
3038,2018-04-09,看好中国｜消费升级---白马股重回视线 北上资金逐步加仓,巨丰财经
3039,2018-04-08,[推荐评级]2月广告市场跟踪点评：2月广告市场同增26.4% 预计全年市场回暖,中财网
3040,2018-04-08,2亿的新潮掀公关潮挑战130亿的分众：业绩难支撑 收购恐无望,搜狐
3041,2018-04-08,媒体：一季度票房回溯与二季度前瞻 荐7股,长江证券
3042,2018-04-08,光大新三板传媒互联网行业周报：《头号玩家》单周票房登顶 北美票房力拔头筹,中财网
3043,2018-04-08,江南春遭张继学“约架”背后：分众传媒或再现霸业危机,IT时代网
3044,2018-04-04,分众传媒收到百亿独角兽“约架”通知，江南春会否应战？“约架”动因或是对赌协议……,e公司
3045,2018-04-04,[增持评级]传媒行业周报：关注游戏新产品 教育需求提升,中财网
3046,2018-04-04,[增持评级]传媒行业周报：关注护城河深厚 估值具性价比之标的,中财网
3047,2018-04-04,网曝新潮传媒抢夺分众传媒亿元级客户 冲突全面升级,中金在线
3048,2018-04-04,[增持评级]传媒行业周报：财报季来临 关注成长性与估值匹配度,中财网
3049,2018-04-04,新潮传媒发力抢夺分众传媒亿元级客户：价格直接减半,新浪
3050,2018-04-04,小熊电器开创“萌家电”新时代，借势分众传媒引爆主流人群,搜狐
3051,2018-04-04,[推荐评级]分众传媒(002027)观点聚焦：电梯媒体龙头的地位受到威胁了吗?,中财网
3052,2018-04-03,[优于大势评级]东北传媒行业周报：布局年报季 把握一季度票房市场拐点,中财网
3053,2018-04-03,[领先大市-A评级]CTR2月数据(传媒行业)：2月广告市场同比增长26.4% 回暖趋势进一步验证,中财网
3054,2018-04-03,[强于大市评级]传媒行业研究周报：东财慈文等引领3月成长 继续加仓Q1业绩印证的优质品种,中财网
3055,2018-04-03,新潮传媒：与分众传媒的战争正式打响！一律采用5折优惠的广告补贴形式抢占头部客户,猎云网
3056,2018-04-03,[领先大市-A评级]电影动画行业动态分析：2018年Q1票房增速超预期,中财网
3057,2018-04-02,车库版分众传媒：4年内覆盖50城超1亿车主的“秘密”,腾讯网
3058,2018-04-02,媒体：泛娱乐行业月均使用时长超一二线城市青年 荐4股,国海证券
3059,2018-04-02,媒体：18Q1季报临近重视成长价值 荐5股,广发证券
3060,2018-04-02,2月广告市场回顾：广告市场持续回暖 春节带来月份错位投放,中财网
3061,2018-04-02,[推荐评级]分众传媒(002027)公司点评：电视稳增驱动大盘同增26.4% 春节前旺季投放利好影响突出,中财网
3062,2018-04-02,传媒行业周报：优选平面媒体及影视行业,中财网
3063,2018-04-02,[中性评级]华创证券传媒互联网行业周报20180401,中财网
3064,2018-03-29,传媒行业动态：春节后传媒板块特征分析及投资展望,中财网
3065,2018-03-29,小步快走 谨防独角兽变“毒角兽”,第一财经日报
3066,2018-03-28,宏达新材5个月4次晒业绩2次修正,金融界
3067,2018-03-28,新经济企业IPO大年，A股市场加速改革,第一财经
3068,2018-03-27,[推荐评级]传媒行业周报：中美贸易摩擦对传媒影响甚微 积极把握错杀标的,中财网
3069,2018-03-26,媒体：板块回调现绩优白马布局良机 荐2股,和讯
3070,2018-03-23,69股获券商买入评级，海利得目标涨幅达81.71%,Wind
3071,2018-03-21,[超配评级]传媒互联网行业一周回顾与展望：爱奇艺及B站确定上市时间 持续看好头部内容龙头,中财网
3072,2018-03-21,“开启换车消费新时代” 换车网品牌战略发布会在京举行,和讯
3073,2018-03-21,[强烈推荐-A评级]分众传媒(002027)深度报告：从历史看未来 挫折和雄心成就媒体龙头,中财网
3074,2018-03-20,从点米科技联手分众传媒，看HR SaaS领域如何突围,财经网
3075,2018-03-20,[中性评级]传媒互联网行业周报(含全球互联网&教育)：教育行业热度提升 关注回调后的平台型龙头公司,中财网
3076,2018-03-20,车轮子上的分众传媒，「碧虎科技」要把车载广告这件事标准化,36氪
3077,2018-03-19,[增持评级]传媒行业周报：中长期推荐平台型公司,中财网
3078,2018-03-18,媒体：持续推荐平台型及技术型公司 荐5股,东北证券
3079,2018-03-16,[增持评级]生活圈媒体广告行业专题：消费升级、网络广告挤出带动生活圈广告入口价值重估,中财网
3080,2018-03-16,[增持评级]传媒板块2017年报分红专题：关注稳健成长、现金流充裕的潜在高分红标的,中财网
3081,2018-03-14,陈志武谈炒股行为学：男人来自火星，女人来自金星,经济观察报
3082,2018-03-14,传媒或已处在行业技术破晓的前夜 4股加速搏未来,证券之星
3083,2018-03-14,[增持评级]深度*行业*传媒互联网行业评论周报：独角兽概念持续 推荐关注低估值补涨个股,中财网
3084,2018-03-13,媒体：推荐关注低估值补涨个股 荐6股,中银国际
3085,2018-03-13,[超配评级]传媒互联网行业一周回顾与展望：持续看好影视内容板块 优选细分领域龙头个股,中财网
3086,2018-03-13,"传媒行业周观点:传媒底部起涨,内容产业运行持续向好",安信证券
3087,2018-03-12,[增持评级]传媒行业周报：板块关注度持续提升 关注边际改善及一季度高增个股,中财网
3088,2018-03-12,[推荐评级]传媒行业周报：反弹进行时 视频影视迎催化,中财网
3089,2018-03-12,[优于大势评级]传媒行业周报：成长股情绪好转 把握具备短期催化的绩优龙头,中财网
3090,2018-03-12,晨会聚焦1803012：重点关注新能源车、中洲控股、领益智造、亿联网络、恒力股份、中国联通,国信研究
3091,2018-03-12,[推荐评级]华创证券传媒互联网行业周报,中财网
3092,2018-03-11,媒体：关注边际改善及一季度高增个股 荐6股,中泰证券
3093,2018-03-11,媒体：把握具备短期催化的绩优龙头 荐5股,东北证券
3094,2018-03-10,CDR的列车能否承载中概股的归乡之路？,格隆汇
3095,2018-03-09,【围猎独角兽系列之四】那些年，我们追过的“独角兽”,搜狐
3096,2018-03-09,【传媒丨杨仁文】18年1月广告行业数据点评：楼宇媒体表现稳健，影院媒体超预期— —广告数据高频跟踪系列,方正证券研究
3097,2018-03-09,早安！方正最新观点20180309,方正证券研究
3098,2018-03-08,炒股行为学：男人来自火星，女人来自金星,经济观察网
3099,2018-03-08,[推荐评级]【广告数据高频跟踪系列】18年1月广告行业数据点评：楼宇媒体表现稳健 影院媒体超预期,中财网
3100,2018-03-08,[推荐评级]分众传媒(002027)点评：电视稳增驱动大盘创近4年同期最高 电梯海报细分渠道表现突出,中财网
3101,2018-03-08,1月广告市场回顾(传媒行业)：整体增长9.6% 增速为近4年同期最高,中财网
3102,2018-03-08,[强于大市评级]1月CTR数据点评(互联网传媒行业)：楼宇广告高基数下实现开门红 影院广告受票房带动超市场预期 继续高频关注消费行业景气及投放情况,中财网
3103,2018-03-07,大V观点：“独角兽”刺中A股 市场会发生三大变化,巨丰财经
3104,2018-03-07,平安证券：拥抱结构性慢牛行情 传媒龙头喜迎提估值,中证报
3105,2018-03-07,[中性评级]传媒互联网行业周报(含全球互联网&教育)：爱奇艺招股书体现头部内容制作方高议价权,中财网
3106,2018-03-06,媒体：传媒龙头喜迎提估值 荐7股,平安证券
3107,2018-03-06,[推荐评级]新时代传媒行业周报：影视回暖引领传媒板块反转 坚定看多行业龙头股,中财网
3108,2018-03-06,【晨会聚焦】聚焦两会八大看点,中泰证券研究所
3109,2018-03-06,【传媒】康雅雯、朱骎楠：电影票房超预期，电视剧板块Q1有望高增长-20180305,中泰证券研究所
3110,2018-03-06,"传媒互联网行业一周回顾与展望:持续看好板块行情,重点关注内容及视频板块",国信证券
3111,2018-03-05,[中性评级]传媒行业周报：业绩快报披露完毕 龙头增长符合预期,中财网
3112,2018-03-05,媒体：电影票房超预期 荐5股,中泰证券
3113,2018-03-05,受基金增持的绩优股（3月5日）,巨丰财经
3114,2018-03-05,数据内参(小数据·大启发)第6期：从2018春节娱乐数据(视频、游戏、电影) 我们发现了什么?,中财网
3115,2018-03-05,[同步大市-B评级]传媒行业动态分析：业绩快报公布完毕 头部效应趋势明显,中财网
3116,2018-03-05,[同步大势评级]东北传媒行业周报：板块分化明显 关注低估值、高增长细分龙头,中财网
3117,2018-03-05,[强于大市评级]传媒行业研究周报：政策吹响科技新浪潮 精选优质个股攻守兼备,中财网
3118,2018-03-05,【传媒】 告诉你真实的文娱消费细节——4200份问卷看清中国消费,天风研究
3119,2018-03-03,巨丰原创：影视板块有望迎来“戴维斯双击”,巨丰财经
3120,2018-03-03,中小创大宗交易频现机构接盘身影,Wind
3121,2018-03-02,券商评级:上证指数弱势震荡 9股待时而动,证券之星
3122,2018-03-02,[买入评级]分众传媒(002027)业绩预告点评：业绩符合预期 楼宇广告量价齐升保障短期业绩增长,中财网
3123,2018-03-02,平安证券：“强烈推荐”分众传媒,中证网
3124,2018-03-02,【平安重点】分众传媒*002027*壁垒深厚的楼宇广告巨头*强烈推荐,平安研究
3125,2018-03-02,平安研报20180302,平安研究
3126,2018-03-02,【东吴晨报0302】【月策略】十大金股【个股】分众传媒、卫士通、理文造纸、南极电商等,东吴研究所
3127,2018-03-02,360的估值回归之路 或好于巨人网络劣于分众传媒？,金融界
3128,2018-03-01,风向真变了！蓝筹折价甩卖增多，溢价成交名单请珍藏,--
3129,2018-03-01,[超配评级]传媒互联网行业一周回顾与展望：口碑爆发与消费升级推动春节档电影票房高增长 持续推荐影视及细分领域龙头,中财网
3130,2018-03-01,[超配评级]2017传媒业绩快报总结：优质内容龙头成长性凸显,中财网
3131,2018-03-01,[买入评级]分众传媒(002027)业绩快报点评：3大指标表现亮眼 趋势向好 继续推荐!,中财网
3132,2018-03-01,晨会聚焦180301：重点关注美亚柏科、广联达、石基信息、天虹股份、乐普医疗、扬杰科技,国信研究
3133,2018-03-01,[买入评级]分众传媒(002027)点评：全年营业利润内生高增35.3% Q4单季营收创新高,中财网
3134,2018-03-01,[买入评级]分众传媒(002027)公告点评：2017年收入增速逐季加快 归母净利润增长35%至60亿,中财网
3135,2018-03-01,月度掘金丨方正三月金股,方正证券研究
3136,2018-03-01,广告市场复盘及展望(传媒行业)：从媒体比较角度再论电梯媒体价值,中财网
3137,2018-03-01,中泰证券3月各行业观点及重点推荐标的-20180228,中泰证券研究所
3138,2018-02-28,分众传媒现超2亿元大宗交易 不惧调整股价逆势走高,每经网
3139,2018-02-28,分众传媒：未来业绩增长具备可持续性,中证网
3140,2018-02-28,[买入评级]传媒互联网行业动态分析：业绩期来临 布局优质确定性标的,中财网
3141,2018-02-28,今日上午主力资金流入、流出个股盘点（2月28日）,证券时报
3142,2018-02-28,传媒行业热点速评：利多因素在积累 板块有望延续上行趋势,中财网
3143,2018-02-28,[推荐评级]华创证券传媒互联网行业周报20180224,中财网
3144,2018-02-28,【晨会聚焦】军工板块关注度提高,中泰证券研究所
3145,2018-02-28,分众传媒去年净利润60亿元,证券日报
3146,2018-02-27,晚间重要公告2018年2月27日星期二,--
3147,2018-02-27,分众传媒发布2017年度业绩快报 总营收120亿元同比增17.7%,和讯
3148,2018-02-27,分众传媒：2017年净利润同比增34.94%（快报）,Wind
3149,2018-02-27,分众传媒：2017年净利60亿元 同比增35%,e公司
3150,2018-02-27,媒体：直播答题重新上线 荐6股,中银国际
3151,2018-02-27,海通证券晨会纪要-180227,海通证券
3152,2018-02-27,北上资金节后逆转净流入 结构性机会待挖掘,21世纪经济报道
3153,2018-02-26,分众传媒现近亿元大宗交易,每日经济新闻
3154,2018-02-26,[推荐评级]新时代传媒行业周报：行业内生增长仍劲 关注优质内容制作及平台型公司,中财网
3155,2018-02-26,[中性评级]传媒互联网行业周报(含全球互联网&教育)：1-2月票房148亿同比增34%超预期 春节档超预期提振传媒关注度,中财网
3156,2018-02-26,媒体：风险偏好提升背景下继续优选板块优质资产 荐12股,广发证券
3157,2018-02-26,【中泰传媒 周观点】春节档票房超预期，内容质量提升+消费升级奠定行业基本面,传媒产业大视点
3158,2018-02-26,"传媒行业周观点07、08期:票房开年靓丽,超预期态势有望持续",安信证券
3159,2018-02-24,【分众传媒江南春】：创建品牌，是抵御陷入价格战的利器。,中华网
3160,2018-02-24,北上资金频频加仓中小创,Wind
3161,2018-02-23,下周股市行情分析：五大券商下周看好6板块44股（2月26日）,南方财富网
3162,2018-02-23,"分众传媒:基于广告结构性调整趋势,我们预计公司业绩受益于量价齐升",中证网
3163,2018-02-23,【传媒丨杨仁文】春节档票房点评：票房同比增长 69%，春节档影片预测同比 增长 77%，标的-横店影视、分众传媒、光线传,方正证券研究
3164,2018-02-23,早安！方正最新观点20180223,方正证券研究
3165,2018-02-22,2018济南广告位报“天价”，看看哪些“广告主”在烧钱！,证券之星
