,2021-12-31,农业银行：董事离任 董监高成员变化,Wind
6651,2018-12-09,百度云华丽转身：赋能各行业变革 加速人工智能落地,亿欧网
6652,2018-12-07,A股国际化步伐再加速，逾七成MSCI成份股受机构青睐,证券日报
6653,2018-12-06,从生态来，到生态去，百度云的康庄大道,搜狐
6654,2018-12-06,百度云年终“饕餮盛宴”：ABC能力持续升级AI加速云解决方案落地,搜狐
6655,2018-12-05,13家银行“智能化”竞赛：这家银行竟然40%员工是科技人员,零壹财经
6656,2018-12-04,以真招实招提高民企融资可获得性——访中国农业银行董事长周慕冰,新华网
6657,2018-12-03,【异动股】银行板块拉升，农业银行(601288-CN)涨1.4%,财华社
6658,2018-12-03,[快讯]预期收益率5.40% 农业银行12月05日开售90天理财产品,中财网
6659,2018-12-03,[快讯]预期收益率6.10% 农业银行12月05日开售90天理财产品,中财网
6660,2018-12-03,农行加大对农民专业合作社支持力度,新浪
6661,2018-12-03,A股收官行情值得期待，机构扎堆相中三大行业,证券日报
6662,2018-12-01,1170亿出资！银行理财子公司强势来袭 与公募“火拼”还是合作？,经济观察网
6663,2018-11-28,厦门国贸100亿元债务融资工具获准注册 有效期2年,观点地产网
6664,2018-11-28,[快讯]预期收益率6.50% 农业银行11月28日开售90天理财产品,中财网
6665,2018-11-28,“大而不倒”补监管短板， 互金巨头或纳入 系统重要性金融机构,第一财经日报
6666,2018-11-27,山东省职业年金托管人评选结果出炉，8家银行入选,Wind
6667,2018-11-27,理财子公司或成银行“标配” 四大国行相继宣布入局,金融界
6668,2018-11-27,绘就美丽乡村新画卷农行伊犁分行助力薰衣草产业,金融时报
6669,2018-11-27,四大行理财子公司集齐 已有19家银行站在大资管竞争跑道上,经济观察网
6670,2018-11-27,四大行均拟成立理财子公司 规模全达百亿,北青网
6671,2018-11-27,均出资达百亿四大行理财子公司出齐,证券时报
6672,2018-11-26,四大行到齐！农行、工行相继宣布拟设立理财子公司,国际金融报
6673,2018-11-26,四大行聚齐了！中、建之后，工、农也宣布设立理财子公司,华夏时报
6674,2018-11-26,工行、农行分别宣布设立理财子公司,新华网
6675,2018-11-26,农行、工行同日公告拟设立理财子公司 五大行悉数就位,每日经济新闻
6676,2018-11-26,设立理财子公司 四大行悉数入场,中证网
6677,2018-11-26,四大行理财子公司聚齐：工行注册资本最高，农行建行选址深圳,澎湃新闻
6678,2018-11-26,工行宣布出资160亿设立理财子公司，四大行理财子公司全部就位！,搜狐
6679,2018-11-26,国有四大行已全部公告拟设立理财子公司,腾讯网
6680,2018-11-26,第三家大型理财子公司出炉 农行出资120亿设立“农银理财”,财经网
6681,2018-11-26,农业银行：拟出资不超过120亿元设立农银理财公司,新浪
6682,2018-11-26,农行设立农银理财有限责任公司 注册资本不超过120亿,新浪
6683,2018-11-26,国有大行理财子公司阵营再扩容，农行拟不超120亿元成立农银理财,Wind
6684,2018-11-26,专项贷款助企融资 温州乐清为科技企业注活水,浙江日报
6685,2018-11-26,光大银行迎70后新行长 葛海蛟接棒张金良,国际金融报
6686,2018-11-24,光大银行迎来70后新行长葛海蛟正式接棒张金良,搜狐
6687,2018-11-24,金融科技to B风起，中小金融机构或将弯道超车,亿欧网
6688,2018-11-23,光大银行新行长人选落定 董事会聘任葛海蛟为行长,北京商报
6689,2018-11-23,70后女副行长任福建副省长 农行成“黄埔军校”？,新浪
6690,2018-11-23,股份行迎来首位70后行长：47岁葛海蛟履新光大银行行长,澎湃新闻
6691,2018-11-23,确定了！农行副行长郭宁宁任福建省副省长,21经济网
6692,2018-11-22,农行诸暨市支行网点转型显成效,上海金融报
6693,2018-11-22,农行晋江支行助力义卖活动,上海金融报
6694,2018-11-22,[快讯]预期收益率6.00% 农业银行11月28日开售90天理财产品,中财网
6695,2018-11-22,[快讯]预期收益率5.10% 农业银行11月28日开售181天理财产品,中财网
6696,2018-11-22,农行海南省分行喜迁新址,证券导报
6697,2018-11-22,"2019年银行业投资策略:分化不可避免,合理区间才是重点",申万宏源
6698,2018-11-22,"银行理财双周报:子公司设立浪潮持续,银行理财量价齐跌",华宝证券
6699,2018-11-20,运动品牌喜得龙法定代表人因骗取贷款等获刑六年 欺诈造假,新京报
6700,2018-11-20,喜得龙创始人林水盘今日被判刑6年，罚250万元,联商网
6701,2018-11-20,农行甘肃省分行服务小微产品多,金融时报
6702,2018-11-19,农行明确提升服务实体经济质效的五大重点领域,中证网
6703,2018-11-19,国开行与农行签署全面合作协议,中证网
6704,2018-11-19,银行代销旗下险企保费数据出炉，四大行表现如何？,证券日报
6705,2018-11-18,周末要闻2018年11月18日星期日,Wind
6706,2018-11-18,农行ATM机查银行卡后2万多元被盗刷 用户打官司获赔 安全事故,新浪
6707,2018-11-18,陆家嘴财经早餐2018年11月18日星期日,Wind
6708,2018-11-16,农行和县支行被罚25万：违反“双录”监管规定 其他违规处罚,新浪
6709,2018-11-16,[快讯]预期收益率6.30% 农业银行11月21日开售90天理财产品,中财网
6710,2018-11-16,13家A股上市银行：减员趋势渐显,零壹财经
6711,2018-11-16,[快讯]预期收益率5.60% 农业银行11月21日开售90天理财产品,中财网
6712,2018-11-16,都说“得零售者得天下” 四大行都是怎样玩转零售业务,中国电子银行网
6713,2018-11-16,创近期银行渠道权益类公募新高 农行销售华夏央企ETF联接超41亿元,新华网
6714,2018-11-15,支持民营企业融资 建行、农行、中行等表态将加大信贷投放,北京商报
6715,2018-11-15,农业银行：优化经营策略 提升县域主体业务市场份额,中证网
6716,2018-11-15,[公司信息]【增减持】农业银行(01288.HK)遭Black Rock减持1773.3万股,格隆汇
6717,2018-11-15,前9个月银行代销旗下险企保费数据出炉——四大行代销旗下险企保费同比骤降22%,证券日报
6718,2018-11-14,贝莱德减持农业银行(01288)1773万股，每股作价3.54港元,智通财经
6719,2018-11-14,农业银行出台首个养老服务行业信贷政策,中证网
6720,2018-11-14,农行福州分行：出实招献真情　深化小微金融服务,中金在线
6721,2018-11-14,工行副行长王敬东转任农行监事长，该职务空缺已逾一年,澎湃新闻
6722,2018-11-14,金融：信贷维持高增 荐7股,申万宏源
6723,2018-11-13,农行支持民企二十二项措施出台,金融时报
6724,2018-11-13,中行、农行支持举措落地 增强民企获得感,证券日报
6725,2018-11-12,光大集团副总经理葛海蛟出任光大银行行长,每日经济新闻
6726,2018-11-12,【陆家嘴观察】炒绩差股又成风，待注册制前来“降妖”,中新经纬
6727,2018-11-12,云南一信用社女职员饭局后死亡：当地否认公务接待,澎湃新闻
6728,2018-11-12,锦旅B股：买入1.05亿元农业银行股票,e公司
6729,2018-11-12,"农业银行公司研究报告:县域金融优势持续,资产质量改善明显",正点财经
6730,2018-11-10,农行信用卡线上渠道 刷脸办卡项目成功投产,金融时报
6731,2018-11-09,前三季度营收快速增长，农业银行能否成为“四大行”的领头羊？,财华社
6732,2018-11-09,数据王：银行股遭遇高位断崖长线资金已抢先布局,巨丰财经
6733,2018-11-09,互联网大会黑科技MAXHUB携人脸识别亮相,砍柴网
6734,2018-11-09,MAXHUB亮相乌镇互联网大会，展示智能会议之光,东方网
6735,2018-11-09,[快讯]预期收益率5.40% 农业银行11月14日开售181天理财产品,中财网
6736,2018-11-09,[快讯]预期收益率5.60% 农业银行11月14日开售90天理财产品,中财网
6737,2018-11-09,银行股盘初跳水，工、农、建行均跌3%,Wind
6738,2018-11-08,山东金融机构多措并举 破民营企业融资难题,中新网
6739,2018-11-08,农业银行前三季度贷款总额同比增一成 不良贷款“双降”,中国网
6740,2018-11-07,巨头对决：拆解五大国有行三季报,零壹财经
6741,2018-11-06,农业银行：六大举措加强民营企业金融服务,中证网
6742,2018-11-06,从“门诊”到“点餐”——在乌镇体验智慧银行服务“未来式”,新华网
6743,2018-11-06,农行江苏分行创新模式支持涉农“大新特”项目,新华网
6744,2018-11-06,上市银行三季报拼细节：招商银行、北京银行净利润“越级胜出”,中投网
6745,2018-11-05,说句话就能存取款 乌镇首家互联网智能科技银行炫技啦,中新网
6746,2018-11-03,透视银行三季报：工农中建净利均超千亿 13家净利同比增幅逾10%,大众证券报
6747,2018-11-02,[快讯]预期收益率5.80% 农业银行11月07日开售90天理财产品,中财网
6748,2018-11-02,[快讯]预期收益率5.00% 农业银行11月07日开售181天理财产品,中财网
6749,2018-11-02,中国银行营收增速垫底五大行 天量优先股1200亿补血,中国经济网
6750,2018-11-02,社保证金汇金三季度调仓动向曝光,中证报
6751,2018-11-02,中国银行间市场交易商协会金融衍生品专业委员会召开第四届委员会第三次会议,银行间市场协会
6752,2018-11-01,[快讯]预期收益率7.50% 农业银行11月02日开售181天理财产品,中财网
6753,2018-11-01,【华泰金融沈娟团队】资产加速扩张，PPOP高速释放—农业银行(601288)【证券研究报告】,华泰金融研究全新平台
6754,2018-11-01,四大行净利润均达千亿级别 交行三季度再被招行反超,新浪
6755,2018-11-01,四大行前三季业绩大PK：建行资产回报率最高,每日经济新闻
6756,2018-11-01,上市银行AB面：四大行净利占比超六成，逾七成破净,中新网
6757,2018-10-31,四大行三季度报大PK：工行最赚钱，农行营收增长最快，建行资产回报率最高,经济观察网
6758,2018-10-31,四大行三季报相继出炉 中国银行多项指标垫底,财经网
6759,2018-10-31,【慧说报告】银行业媒体传播分析（2018年10月第1期）,中国金融新闻网
6760,2018-10-31,四大行前三季度日赚28.63亿元,银河证券
6761,2018-10-31,五大行三季报比拼：谁赚最多？谁盈利增速最快？,国际金融报
6762,2018-10-31,好买Q3基金季报点评:增持48426.80万股 偏爱农业银行,新浪
6763,2018-10-31,国有五大行前三季净利增速超5%，股份行资产质量喜忧参半,澎湃新闻
6764,2018-10-31,三季报大行息差普升 部分城商行付息承压,21世纪经济报道
6765,2018-10-30,五大行三季报大比拼：谁赚最多？谁盈利增速最快？谁不良率最低？,国际金融报
6766,2018-10-30,四大行前三季业绩大PK：工行赚钱最多 建行资产回报率最高,每日经济新闻
6767,2018-10-30,业绩向好 国有五大行前三季度净利增速均超5%,北京商报
6768,2018-10-30,前三季度四大行净利润增速均超过5%,新华网
6769,2018-10-30,2018年前三季度四大行共实现净利润7786.21亿元 同比增5.97%,中证网
6770,2018-10-30,农业银行前三季度净利同比增7.28%,北京商报
6771,2018-10-30,农业银行：前三季度净利润同比增7.25%,Wind
6772,2018-10-30,农行前三季度净利润同比增7.28%，不良双降,21世纪经济报道
6773,2018-10-30,净增持48426.80万股 三季度公募基金“偏爱”农业银行,中证网
6774,2018-10-30,农行前三季度实现净利1718亿元 同比增长7.28%,中国网
6775,2018-10-30,农业银行前三季度净利润1716.11亿元 同比增长7.25%,中证网
6776,2018-10-30,农业银行第三季度净利润558.2亿元 同比增长8.57%,腾讯网
6777,2018-10-30,农业银行：前三季度净利1716亿元 同比增7%,e公司
6778,2018-10-30,农业银行前三季度净利润1716.1亿元，同比增7.25%,Wind
6779,2018-10-30,[快讯]预期收益率4.90% 青岛农行10月30日开售35天理财产品,中财网
6780,2018-10-30,[快讯]预期收益率5.80% 青岛农行10月30日开售70天理财产品,中财网
6781,2018-10-30,[快讯]预期收益率5.80% 青岛农行11月01日开售110天理财产品,中财网
6782,2018-10-25,招财日报2018.10.25｜美股急跌，恒指势将失守二万五,招银国际
6783,2018-10-25,巨丰热点：万亿授信引爆一汽系 汽车板块呈现活跃,巨丰财经
6784,2018-10-23,“70后”郭宁宁（女）辞任农业银行副行长 已任福建省政府党组成员,中国经济网
6785,2018-10-22,郭宁宁辞任农业银行副行长等职,证券时报网
6786,2018-10-22,[快讯]预期收益率5.80% 农业银行10月24日开售90天理财产品,中财网
6787,2018-10-21,农行系私募首只产品落地 润农瑞行一号首单领投10亿元,北京商报
6788,2018-10-20,兴源集团受盛泰集团借款牵连,轮胎世界网
6789,2018-10-19,[快讯]预期收益率6.75% 农业银行10月24日开售90天理财产品,中财网
6790,2018-10-18,处罚浦发银行等机构合计逾320万！央行郑州中心支行一日公示8张罚单 其他违规处罚,每日经济新闻
6791,2018-10-16,吉林长龙药业(08049-HK)向中国农业银行认购2000万元理财产品,财华社
6792,2018-10-15,羊绒新闻直通车（2018.10.15）,第一羊绒资讯
6793,2018-10-15,农业银行：预计150亿美元中票发行计划上市将在10月16日生效,Wind
6794,2018-10-12,原“银行系”一哥风光不在 ，农银人寿保费下行发展承压,和讯
6795,2018-10-12,因内控制度执行不到位 农业银行扎兰屯市支行被罚2万 其他违规处罚,和讯
6796,2018-10-12,[快讯]预期收益率5.10% 农业银行10月17日开售181天理财产品,中财网
6797,2018-10-10,农行独家参与南航集团定向增发项目,中国金融新闻网
6798,2018-10-09,多家银行理财门槛降至1万元 “去刚兑”投资仍需谨慎,金融投资报
6799,2018-10-09,[快讯]预期收益率5.00% 青岛农行10月09日开售35天理财产品,中财网
6800,2018-10-09,多家银行推出1万元起购的理财产品,北青网
6801,2018-10-09,农行个人存款余额突破10万亿元,中证报
6802,2018-10-08,五大行揽储“区域势力图”：农行最倚重西部地区,证券日报
6803,2018-10-08,[快讯]预期收益率4.90% 青岛农行10月11日开售266天理财产品,中财网
6804,2018-10-08,[快讯]预期收益率5.80% 农业银行10月10日开售90天理财产品,中财网
6805,2018-10-08,[快讯]预期收益率5.20% 农业银行10月10日开售181天理财产品,中财网
6806,2018-10-08,[快讯]预期收益率7.00% 农业银行10月10日开售90天理财产品,中财网
6807,2018-10-08,农行注册资本变更获中国银保监会批复,新浪
6808,2018-10-07,农业银行行长赵欢因工作需要辞职,Wind
6809,2018-10-07,农业银行：行长赵欢因工作需要辞职 董监高成员变化,e公司
6810,2018-10-01,农业银行：董事会通过由董事长周慕冰代为履行行长职责议案,Wind
6811,2018-10-01,农业银行：董事会通过由董事长周慕冰代为履行行长职责的议案,e公司
6812,2018-09-30,农行上海漕溪支行因违反审慎经营规则被罚50万 其他违规处罚,新浪
6813,2018-09-29,市场节前凸显低估值优势 节后大消费望迎补涨行情！,巨丰财经
6814,2018-09-28,中信银行：非执行董事朱皋鸣辞职 曹国强非执行董事的任职资格获核准 董监高成员变化,中国经济网
6815,2018-09-27,农行漳州龙文支行开展诚信主题宣传活动,上海金融报
6816,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
6817,2018-09-27,55岁农行行长赵欢接棒胡怀邦出任国开行党委书记,Wind
6818,2018-09-27,海南银行业：创新金融服务 助力脱贫攻坚,证券导报
6819,2018-09-27,农行行长赵欢履新 接棒胡怀邦执掌国开行,新浪
6820,2018-09-27,赵欢去职农行行长 下一站将履职国开行,第一财经
6821,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
6822,2018-09-26,农行行长赵欢将执掌国开行 人事任命将于27日宣布,新浪
6823,2018-09-26,原农行行长赵欢拟任国开行党委书记、董事长,Wind
6824,2018-09-26,农业银行：董事会决议公告,上交所
6825,2018-09-26,[快讯]预期收益率6.00% 农业银行09月26日开售90天理财产品,中财网
6826,2018-09-26,数据王：A股“入富”的机会如何把握？,巨丰财经
6827,2018-09-26,[快讯]预期收益率7.00% 农业银行09月26日开售90天理财产品,中财网
6828,2018-09-26,[快讯]预期收益率5.00% 农业银行09月26日开售181天理财产品,中财网
6829,2018-09-26,10万亿私行江湖激战正酣，招行+四大行瓜分70%市场,新浪
6830,2018-09-26,[快讯]预期收益率5.00% 青岛农行09月27日开售287天理财产品,中财网
6831,2018-09-26,[快讯]预期收益率4.90% 青岛农行09月26日开售189天理财产品,中财网
6832,2018-09-26,A股若“入富”利好银行股,中国经济时报
6833,2018-09-26,"银行业周报:政策催化利好板块,情绪回暖配置提升",西南证券
6834,2018-09-25,[快讯]预期收益率5.00% 农业银行09月26日开售90天理财产品,中财网
6835,2018-09-25,10万亿私行大比拼：9个你想象不到的中国私人银行服务,中国基金报
6836,2018-09-25,A股早报2018年9月25日星期二,Wind
6837,2018-09-25,巨丰早评：市场大起大落可能性很低,巨丰财经
6838,2018-09-25,农行国际业务发展会议 深入推进本外币一体化经营,新浪
6839,2018-09-25,上市银行信用卡大战正酣 7家交易额过万亿,投资者报
6840,2018-09-24,建行(00939-HK)农行(01288-HK)齐跌逾1%,财华社
6841,2018-09-22,IPO规模骤降 A股迎来吃饭行情,投资快报
6842,2018-09-21,[快讯]预期收益率4.90% 农业银行09月21日开售90天理财产品,中财网
6843,2018-09-21,农业银行今日大宗交易成交1120.13万股，成交价3.93元折价0.0%,Wind资讯
6844,2018-09-21,三大股指持续上攻！大金融板块火力全开！多头发起新一轮攻势？,中财网
6845,2018-09-21,上海黄金交易所在厦门唯一指定仓库落地,中新网
6846,2018-09-21,移动优先成转型着力点：手机银行市场进入快速增长期,新浪
6847,2018-09-21,财政补贴贷面世，广东农行助力科创型中小企业稳步成长,21世纪经济报道
6848,2018-09-20,农行建瓯市支行开展金融知识普及月活动,上海金融报
6849,2018-09-20,银行中报解读：基本面正在好转,红周刊
6850,2018-09-20,上市银行4000亿补血进行时最壕的人为何最“缺钱”?,新浪
6851,2018-09-20,开拓创新促发展 继往开来争一流,全景网
6852,2018-09-19,中国银行副行长张青松、刘强因工作调动辞任,中国经济网
6853,2018-09-19,广东农行“四大模式”支持五类企业,21世纪经济报道
6854,2018-09-18,农业银行推出首款养老行业对公信贷产品,中证网
6855,2018-09-18,农行台州分行被罚30万：违规发放贷款 其他违规处罚,新浪
6856,2018-09-18,农行西安分行成功落地 系统内全省首笔小微企业“微捷贷”,西安晚报
6857,2018-09-18,[快讯]预期收益率4.90% 青岛农行09月18日开售385天理财产品,中财网
6858,2018-09-18,华夏银行292亿定增靴子落地，面临股价/定增价倒挂53%,21世纪经济报道
6859,2018-09-18,今年多家上市银行补血 华夏拟定增募资不超292亿,证券时报
6860,2018-09-17,西藏金融企业帮助边境农牧民实现“安居”梦想,中新网
6861,2018-09-17,[快讯]预期收益率5.80% 青岛农行09月20日开售112天理财产品,中财网
6862,2018-09-17,[快讯]预期收益率5.10% 青岛农行09月20日开售42天理财产品,中财网
6863,2018-09-17,农行上海市分行开展反洗钱集中宣传活动,上海金融报
6864,2018-09-17,[快讯]预期收益率4.95% 青岛农行09月18日开售385天理财产品,中财网
6865,2018-09-14,工行、中行两位70后副行长分别“空降”川、鲁省政府,中国经济网
6866,2018-09-14,中国银行副行长刘强调任山东省政府党组成员(图|简历),中国经济网
6867,2018-09-14,7月银行理财规模反弹 前20家银行总体环比小幅增长,21世纪经济报道
6868,2018-09-13,农行广安分行全面开展金融知识宣传服务月,上海金融报
6869,2018-09-13,新iPhone卖到1万多了，花呗、借呗、白条、信用卡，找谁借钱利息最低？,和讯
6870,2018-09-13,量身定制金融产品，沪银行业多措并举对接进口博览会,国际金融报
6871,2018-09-13,在沪中外资行各显“神通” 服务首届国际进口博览会,证券日报
6872,2018-09-12,恒指探底回升收跌0.29%，医药股全线重挫,Wind
6873,2018-09-12,“微捷贷”让小微企业贷款不再难——农行江西分行首笔“微捷贷”在南昌县放出,新华网
6874,2018-09-12,农行上海市分行优化机制扩大小微服务广度 前8月小微法人贷款户数翻番,中国金融新闻网
6875,2018-09-12,农行上线基于客户画像的精准营销系统,金融界
6876,2018-09-11,银行信用卡策略分化：4银行发卡量破1亿，7银行交易额超1万亿,21世纪经济报道
6877,2018-09-11,“外来汉”的扶贫情记农行湖北省分行驻白竹村扶贫工作队队长胡学君,金融时报
6878,2018-09-11,社保基金长期重仓股名单曝光，连续五年坚守24只个股,证券日报
6879,2018-09-10,个人房贷破20万亿上市银行半年报暗藏啥隐忧？,搜狐
6880,2018-09-10,A股上市银行涉房贷款26万亿，房企开发贷逆势增长,Wind
6881,2018-09-10,解渴小微：银行发力注入更多信贷资源 加大支持力度,新浪
6882,2018-09-08,盈利增速回升明显 风险抵御能力增强,中证报
6883,2018-09-07,广东为实体经济发展注入金融活水,中国经济网
6884,2018-09-07,全球主要大型银行经营发展的现状、特点及启示,全景网
6885,2018-09-07,4家大银行受保险拖累手续费及佣金负增长 农行代理保险手续费领跑国有大行,证券日报
6886,2018-09-06,业务转型回归本源银行业发力普惠金融,新华网
6887,2018-09-06,【银河国际】策略 - 港股通：工行和农行的净买额仍然强劲,银河国际
6888,2018-09-06,岳阳农行与平江抽水蓄能电站签署银企战略合作协议,Ofweek
6889,2018-09-06,工行又一副行长王敬东离任，传将任农行党委副书记、监事长,搜狐
6890,2018-09-06,54股获券商买入评级 中国国航目标涨幅达80.58%,Wind
6891,2018-09-06,八月衰基金之六：安信价值精选抱守银行医药显颓势,中国经济网
6892,2018-09-05,国寿、太平两大保险巨头换帅,中国经济网
6893,2018-09-05,[数说]银行中考成绩一览 招行净利超越交行跃居第五,金融界
6894,2018-09-05,农业银行2018年中报点评：盈利能力企稳 资产质量稳定,国信证券
6895,2018-09-05,浩云科技入围中国农业银行7个安防设备项目,中国网
6896,2018-09-05,银行业“真金白银”加大不良资产处置力度 银行资产质量持续改善,经济日报
6897,2018-09-05,工行资本充足率名列前茅 为何拟发优先股募资1000亿？,每日经济新闻
6898,2018-09-04,大名城南昌、长乐两项目签署共12亿元开发贷款,观点地产网
6899,2018-09-04,农行VS乐视：一场纯属虚构的对话,证券时报网
6900,2018-09-04,从贷款投向看银行业支持实体经济质效提升,新华网
6901,2018-09-04,农业银行安岳县支行贷款管理违规被罚48万元 其他违规处罚,财经网
6902,2018-09-04,农行安岳支行及三责任人因贷款管理严重违规被处罚 其他违规处罚,新浪
6903,2018-09-04,上市银行 | 净息差全面改善，资本补充能力成银行发展的关键,东方金诚
6904,2018-09-04,民生证券与中国农业银行青岛市分行签署全面战略合作协议,南方财富网
6905,2018-09-04,华润集团总经理罗熹出任中国太平保险集团一把手,21世纪经济报道
6906,2018-09-04,四大行住房贷款业务普遍下行 看看各大行长怎么说,中金在线
6907,2018-09-04,四大行净息差营收上半年均有所改善个人住房贷款增速放缓,银河证券
6908,2018-09-04,【银行】保持定力，稳健经营,中信证券研究
6909,2018-09-04,透视银行半年报：城商行整体业绩亮丽,证券时报
6910,2018-09-04,近六成投向三、四线城市 农行称上半年房地产不良贷在反弹,投资快报
6911,2018-09-04,四大行业绩读出了这些：日赚29亿 理财收入骤降,新京报
6912,2018-09-03,当技术创新与尚未满足的金融需求碰撞 将产生怎样的火花,经济观察网
6913,2018-09-03,"""国家队""上半年持股逾3万亿国家队5家基金持股不动",新浪
6914,2018-09-03,信贷投放叠加回表压力 大行千亿“补血”二度来袭,第一财经日报
6915,2018-09-03,上半年五大行日均赚31.66亿元 盈利能力保持正增长,广州日报
6916,2018-09-03,国家队五路资金持仓A股3.3万亿元市值占比6%,第一财经日报
6917,2018-09-03,五大行交通银行全面掉队：营收唯一下滑 业绩增速垫底,中国经济网
6918,2018-09-03,26家上市银行中报：12家银行净利实现两位数增长,新快报
6919,2018-09-02,【建投策略张玉龙团队 每周静思】资本金压力缓解了多少？ ——9月第一周,中信建投
6920,2018-09-02,2018金融科技创新十佳案例揭晓 涵盖监管科技、智能风控等领域,凤凰网
6921,2018-09-02,银行大变局：半年裁员3.5万人有人被抛弃有人已加薪 员工变动,新浪
6922,2018-09-02,2018金融科技创新十佳案例榜单揭晓 民生银行等入选,新浪
6923,2018-09-01,农业银行发布半年报：现金流极差 不良贷款率最高,和讯
6924,2018-09-01,五大行净利增速继续回升 资管新规冲击理财收入,经济观察网
6925,2018-08-31,工行王敬东任农行监事长，农行“三长”补齐,Wind
6926,2018-08-31,张青松出任进出口银行行长 目前中行仅剩两位副行长,21世纪经济报道
6927,2018-08-31,国泰君安：上调农业银行评级至增持,Wind
6928,2018-08-31,日赚约30亿元，工行“最赚钱”,长沙晚报
6929,2018-08-31,上半年A股银行净利明显回暖,北京商报
6930,2018-08-31,理财收入出现阶段性下降,北京晨报
6931,2018-08-31,工行调增全年信贷增长计划 息差见顶有待观察,第一财经
6932,2018-08-31,中报揭秘新增贷款去哪儿？租赁和商务服务业新增投放领先,21世纪经济报道
6933,2018-08-31,25家上市银行理财业务年中成绩表： 规模和收入普降、净值型产品占比提升,21世纪经济报道
6934,2018-08-31,上半年国有五大行日赚31.66亿元,证券日报
6935,2018-08-30,四大行上半年日赚29亿元 净利润工行最高农行增幅最大,华夏时报
6936,2018-08-30,5731亿元！五大行交出上半年“成绩单”,中国经济网
6937,2018-08-30,中国四大银行不良贷款率持续下降 净利润5332亿元,中新网
6938,2018-08-30,国有五大行上半年日赚31亿，净利增速集体走高、不良率回落,澎湃新闻
6939,2018-08-30,五大行上半年共赚5731亿元，不良贷款率均降,Wind
6940,2018-08-30,四大行2018半年报出炉：日赚约30亿！工行仍“最赚钱”,和讯
6941,2018-08-30,金融街下午茶2018年8月30日星期四,Wind
6942,2018-08-30,工农中建交招对比：建行领先 中行交行彻底沉沦？,新浪
6943,2018-08-30,农行“金融+电商扶贫”助力精准扶贫,中国经济网
6944,2018-08-30,农行行长赵欢喊话股市：股价偏离公司真实价值,中国网
6945,2018-08-30,巨丰收评：科技股杀跌打开抄底窗口,巨丰财经
6946,2018-08-30,建行理财产品收入降47.08％ 张立林：这是正常现象,金融界
6947,2018-08-30,巨丰午评：科技股集体退潮,巨丰财经
6948,2018-08-30,西藏昌都市 率先实现“掌上银行村”全覆盖,金融时报
6949,2018-08-30,睿智投资｜中国农业银行 (1288 HK，未评级) - 资金优势显现,招银国际
6950,2018-08-30,农行：不良贷款实现双降 财务运行稳中向好,金融时报
6951,2018-08-30,银行股上半年持续回调 农行行长：每天看两次股价,国际金融报
6952,2018-08-30,【东吴晨报0830】【个股】美亚柏科、农业银行、索菲亚、平治信息、智云股份、金地集团等,东吴研究所
6953,2018-08-30,23家上市银行上半年实现净利逾6000亿元,中证报
6954,2018-08-30,农行中期业绩会现场直击： 提升拨备为贸易摩擦、僵尸企业出清做准备,21世纪经济报道
6955,2018-08-30,"农业银行2018年中报点评:负债端优势明显,资产质量保持稳定",万联证券
6956,2018-08-29,中农建交上半年日赚23亿 净利超5%资产质量小幅改善,第一财经
6957,2018-08-29,这三场业绩会不一般！中农建三行高管大谈贸易摩擦、理财转型、个人房贷，这样预判下半年银行业走势,证券时报网
6958,2018-08-29,银行中报透视：资管新规下理财量价双降,第一财经
6959,2018-08-29,农行表态下半年优先满足自住房及长租房贷款需求,北京商报
6960,2018-08-29,6月末农行县域贷款和垫款总额达3.82万亿元,新华网
6961,2018-08-29,【国信银行】农业银行中报点评：盈利能力企稳，资产质量稳定,国信金融研究
6962,2018-08-29,赵欢：农行房地产不良贷款上升明显 将加大处置力度,新浪
6963,2018-08-29,坏账处理进入尾端的农业银行，净利能否实现双位数增长？,财华社
6964,2018-08-29,金融街下午茶2018年8月29日星期三,Wind
6965,2018-08-29,赵欢：农行上半年不良贷款整体下降,中证网
6966,2018-08-29,农银国际在银行间市场发行首笔熊猫债,农银国际
6967,2018-08-29,农行行长：上半年新发生不良贷款60%在制造业,国是直通车
6968,2018-08-29,农行:上半年不良集中爆发在制造业 房地产业上升明显,格隆汇
6969,2018-08-29,建行、农行领衔，银行系债转股机构成立一年业务落地如何,21经济网
6970,2018-08-29,农业银行：上半年房地产行业的不良率上升较为明显,Wind
6971,2018-08-29,赵欢:农行上半年房地产不良贷款有所反弹,新浪
6972,2018-08-29,【华泰金融沈娟团队】息差优势巩固，资产质量改善—农业银行(601288)中报点评【证券研究报告】,华泰金融研究全新平台
6973,2018-08-29,【大行报告】交银国际：农行(01288-HK)拨备拖累中期净利略低预期,财华社
6974,2018-08-29,【东吴马婷婷】农业银行:拨备前利润高增长，资产质量持续改善,马婷婷深度研究
6975,2018-08-29,招财日报2018.08.29｜恒指转趋反复，绩优股获追捧,招银国际
6976,2018-08-29,【农业银行（601288）】风险改善持续，资本基础夯实,中信证券研究
6977,2018-08-29,2018一季银行业薪酬揭秘：浦发人均薪酬最高农行最低,新浪
6978,2018-08-29,农行甘肃分行：打造特色产品对接产业扶贫,经济日报
6979,2018-08-29,农行上半年净利润1160亿元增6.7% 债转股已落地531亿元,21世纪经济报道
