,2021-12-31,"券商12月金股组合""战绩""：川财证券9.26%夺冠 东吴最差",新浪
943,2020-07-06,【A股收盘综述】上证指数大涨5.71%，创5年最大单日涨幅,Wind
944,2020-07-06,解盘：金融地产板块继续发力，沪指逼近3300,Wind
945,2020-07-06,中金上调中国银河(06881-HK)目标价至6.8港元跑赢大市评级,财华社
946,2020-07-06,券商板块半日成交金额1082.66亿元，已超7月2日全天,Wind
947,2020-07-06,持续逼空！沪指大涨超4%剑指3300点，机构激辩风格转换,Wind
948,2020-07-06,A股午盘综述：上证指数大涨逾4%剑指3300点，券商再掀涨停潮,Wind
949,2020-07-06,券商股涨停潮再现，一张图看清目前估值贵不贵,Wind
950,2020-07-06,十年复盘：中信证券引爆牛市可能有多大？本轮券商行情有多高,证券时报网
951,2020-07-06,券商股再掀涨停潮，中国银河、招商证券等8股涨停,Wind
952,2020-07-06,恒指涨幅扩大至1%，中资券商股全线走强,Wind
953,2020-07-06,A股早报2020年7月6日星期一,Wind
954,2020-07-06,港股盘前必读：中芯国际科创板IPO募资或达450亿,Wind
955,2020-07-03,本周800亿资金加仓A股，漂亮50王者归来,Wind
956,2020-07-03,A股收盘综述：上证指数涨2%创逾一年新高，券商再掀涨停潮,Wind
957,2020-07-03,A股接下来往哪走？6大维度揭秘资金流向,每日经济新闻
958,2020-07-03,券商板块半日成交金额884亿元，上日全天为990亿元,Wind
959,2020-07-01,非银金融行业点评：创业板试点注册制落地速度超预期 券商行业向上长周期开启,新浪
960,2020-07-01,A股收盘综述：上证指数涨1.38%重返3000点，白酒、地产爆发,Wind
961,2020-07-01,A股午盘综述：上证指数涨近1%，重返3000点,Wind
962,2020-06-29,中国银河(06881.HK)将派发末期股息每股0.175193港元,格隆汇
963,2020-06-29,中国银河(06881)2019年度末期股息每10股1.60元,智通财经
964,2020-06-29,恒指弱势震荡收跌1.01%，电讯、可选消费板块领跌,Wind
965,2020-06-29,谁是“砸盘”元凶？A股巨震，低估的大金融何时变盘,中证报
966,2020-06-29,A股午盘综述：上证指数跌0.71%，券商股领跌,Wind
967,2020-06-29,遭“抢饭碗”传闻搅动 中资券商股跟跌 中国银河(6881.HK)跌超5%,格隆汇
968,2020-06-29,6月24日净流出31.97亿，一周净流出136.75亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
969,2020-06-29,恒指跌幅扩大至逾1%，中国银河、中信证券、海通证券跌逾4%,Wind
970,2020-06-25,券商股进入估值攻势周期，会是牛市前兆吗？,Wind
971,2020-06-22,中国银河(601881.SH)完成发行2020年度第七期短期融资券,格隆汇
972,2020-06-22,A股收盘综述：创业板指7连升，两市成交额创3个月新高,Wind
973,2020-06-22,光大证券涨停中信建投创历史新高，券商板块为何强势领涨？,第一财经
974,2020-06-22,恒指午盘跌0.32%报24564.85点，半导体、内地券商股逆势大涨,Wind
975,2020-06-22,关于主要投资创业板股票基金适当性风险等级认定的说明,中国银河证券基金研究中心
976,2020-06-22,A股午盘综述：上证指数涨0.28%，创业板指涨逾1%,Wind
977,2020-06-22,板块个股拉升，券商ETF大涨超6%强势站上半年线,Wind
978,2020-06-22,中国银河涨停报11.55元，净流入1.7亿元,中新经纬
979,2020-06-22,券商股直线拉升，光大证券涨停,Wind
980,2020-06-19,A股收盘综述：上证指数涨近1%，深成指进入技术性牛市,Wind
981,2020-06-19,中信建投尾盘强势涨停，封单逾20万手,Wind
982,2020-06-19,券商板块持续拉升，中国银河、光大证券后来居上,Wind
983,2020-06-17,达安基因再度涨停，外资交投活跃,Wind
984,2020-06-12,省广集团全天振幅达15%，一线游资反复炒作,Wind
985,2020-06-11,海格通信放量涨停，外资大买内资抛货,Wind
986,2020-06-09,港股公告精选：新力控股前5月合同销售327.3亿元，小摩减持港交所,Wind
987,2020-06-08,中国银河(601881.SH)：完成2020年度第六期短期融资券发行40亿元,格隆汇
988,2020-06-05,上市券商5月月报点评报告：债市下跌拖累5月业绩 同比改善下分化加大 盈利能力下降,新浪
989,2020-06-05,上市券商5月业绩哪家强？26家已交成绩单，两家净利环比增长,中证报
990,2020-06-04,中国银河5月营业收入6.8亿元，同比下降26.4% 盈利能力下降,资本邦
991,2020-06-04,中国银河(06881-HK)5月净利润跌1.5% 盈利能力下降,财华社
992,2020-06-04,晚间重要公告2020年6月4日星期四,Wind
993,2020-06-04,中国银河：母公司5月份实现营收6.80亿元,中证网
994,2020-06-04,中国银河：母公司5月份净利润3.61亿元,e公司
995,2020-06-04,中国银河(601881.SH)：5月母公司净利润3.61亿元 同比下降1.48% 盈利能力下降,格隆汇
996,2020-06-04,中国银河(06881)5月母公司净利润同比下降1.6%至3.61亿元 盈利能力下降,智通财经
997,2020-06-04,中国银河(06881.HK)5月净利润3.61亿元 同比减少1.5% 盈利能力下降,格隆汇
998,2020-06-03,老龙头省广集团再度涨停，游资博弈仍未结束,Wind
999,2020-06-01,5月29日净流出58.76亿，一周净流出87.96亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
1000,2020-06-01,ETF基金净份额变动揭示资金动向，芯片、5G和电子等受青睐,证券日报
1001,2020-05-29,MSCI尾盘数亿元扫货，北上5月吸金300亿,Wind
1002,2020-05-28,蓝帆医疗再度大涨7.4%，机构坚定买入,Wind
1003,2020-05-27,5月27日A股龙虎榜揭秘,Wind
1004,2020-05-27,中国银河：将于6月10日召开“16奥瑞金”持有人会议,Wind
1005,2020-05-27,人气股省广集团再度涨停，一线游资大买1.2亿,Wind
1006,2020-05-27,中国银河(601881.SH)收购银河期货16.68%股权完成工商变更登记,格隆汇
1007,2020-05-26,明石创新：终止精选层挂牌辅导,Wind
1008,2020-05-26,5月26日A股龙虎榜揭秘,Wind
1009,2020-05-26,省广集团今日涨停，绍兴游资大手笔介入,Wind
1010,2020-05-26,东方证券拟推H股员工持股计划，或因H股更便宜？多家券商员工持股计划赚钱效应不佳,每日经济新闻
1011,2020-05-25,5月25日A股龙虎榜揭秘,Wind
1012,2020-05-25,中国银河：证监会对公司开展黄金现货合约自营业务试点无异议,中证网
1013,2020-05-25,证监会对中国银河(601881.SH)开展黄金现货合约自营业务无异议,格隆汇
1014,2020-05-25,5月22日净流入29.25亿，一周净流出3.83亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
1015,2020-05-22,5月22日A股龙虎榜揭秘，机构买入5股,Wind
1016,2020-05-22,券业带货第一人银河“老罗”出道？还有机构试水已久,新浪
1017,2020-05-22,A股37家券商去年11家人均薪酬福利超50万元 中信居首,中国经济网
1018,2020-05-21,5月21日A股龙虎榜揭秘，机构买入13股,Wind
1019,2020-05-20,中国银河(601881.SH)与北京中房签订《土地合作开发项目框架协议》,格隆汇
1020,2020-05-20,5月20日A股龙虎榜揭秘，机构抛售12股,Wind
1021,2020-05-20,中国银河(601881.SH)完成发行40亿元短期融资券,格隆汇
1022,2020-05-20,双林生物连续4日涨停，机构参与炒作,Wind
1023,2020-05-19,5月19日A股龙虎榜揭秘，机构抛售17股,Wind
1024,2020-05-19,A股券商资本实力排查：国海证券净资本降幅居首 中信证券四项风控指标倒数,投资时报
1025,2020-05-19,A股券商赚钱榜：去年净利合计增长71%仅一家下滑资管业务成最疲弱地带,投资时报
1026,2020-05-18,5月15日净流出4.19亿，一周净流出136.88亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
1027,2020-05-15,5月15日A股龙虎榜揭秘，机构抢筹10股,Wind
1028,2020-05-15,疫情和信用减值拖累券商业绩 盈利能力下降,证券市场周刊
1029,2020-05-15,21深度丨券商“挖角儿”监管层用心良苦 但业绩考验难言理想,21世纪经济报道
1030,2020-05-14,券商春招透露业务布局，财富管理等四项业务岗求贤若渴,Wind
1031,2020-05-13,5月13日A股龙虎榜揭秘，机构买入11股,Wind
1032,2020-05-13,MSCI中国A股在岸指数增加成份股61只，剔除18只,Wind
1033,2020-05-12,5月12日A股龙虎榜揭秘，机构卖出10股,Wind
1034,2020-05-12,中国银河(06881-HK)4月净利增138.67%,财华社
1035,2020-05-12,全面飙升！券商4月业绩集体爆发，这家净利环比增39倍,券商中国
1036,2020-05-12,券商4月业绩爆发，七成券商营收净利环比双增,第一财经
1037,2020-05-12,4月业绩大爆发，四成券商净利润环比翻倍,Wind
1038,2020-05-11,上市券商4月业绩全部出炉：多数券商净利同比、环比均大增，中信、申万宏源等3家净利超10亿！,每日经济新闻
1039,2020-05-11,5月11日A股龙虎榜揭秘，机构买入9股,Wind
1040,2020-05-11,A股券商4月“月考”：中信证券龙头位置稳固,Wind
1041,2020-05-11,中国银河：母公司4月净利润8.29亿元,金融界
1042,2020-05-11,中国银河(06881)4月母公司净利润同比激增1.39倍至8.29亿元,智通财经
1043,2020-05-11,中国银河(06881.HK)4月母公司净利升138.67%至8.29亿元,格隆汇
1044,2020-05-11,中国银河：4月母公司净利润8.29亿元,格隆汇
1045,2020-05-08,5月8日A股龙虎榜揭秘，机构买入9股,Wind
1046,2020-05-07,5月7日A股龙虎榜揭秘,Wind
1047,2020-05-07,金科股份今日出现两笔合计17.5亿元大宗交易，成交价8元溢价1.6%,Wind
1048,2020-05-07,30亿巨资没兑付、12人被起诉！又有28家私募被注销了 诉讼纠纷,中国基金报
1049,2020-05-06,5月6日A股龙虎榜揭秘，机构抢筹17股,Wind
1050,2020-05-06,【国君非银】政策红利已现，投资拖累业绩——2020年券商行业一季报综述 盈利能力下降,欣琦看金融
1051,2020-05-04,券商炒股集体滑铁卢？17家一季度自营收入腰斩 中信建投、红塔证券成赢家 盈利能力下降,券商中国
1052,2020-05-01,37家券商年报透视：去年经纪业务仅中信、山西证券2家负增,新浪
1053,2020-04-30,4月30日A股龙虎榜揭秘,Wind
1054,2020-04-30,中国银河(06881-HK)4月净利增138.67%,财华社
1055,2020-04-30,券商一季报出炉:中信华泰海通排前三 超六成净利下滑 盈利能力下降,新浪
1056,2020-04-29,中国银河：一季度净利润同比增长14.41%,Wind
1057,2020-04-29,上市券商一季度新进重仓64只个股 3家投资收益同比大增,证券日报
1058,2020-04-28,券商股开盘活跃,Wind
1059,2020-04-28,陆家嘴财经早餐2020年4月28日星期二,Wind
1060,2020-04-27,中国银河一季度营收净利润均创近年同期新高,上证报
1061,2020-04-27,头部券商“韧性”！一季度中国银河投资收益同比大增1245.45%,证券日报
1062,2020-04-27,4月27日A股龙虎榜揭秘，机构卖出12股,Wind
1063,2020-04-27,为提升综合竞争力中国银河(06881)拟申请发行不超150亿元的永续次级债券,搜狐
1064,2020-04-27,中国银河(06881-HK)首季股东净利润增长14.41%,财华社
1065,2020-04-27,中国银河：拟发行不超150亿元永续次级债,Wind
1066,2020-04-27,中国银河：一季度净利润为17.54亿元，同比增14.41%,Wind
1067,2020-04-27,中国银河(06881)一季度归母净利同比增长14.41%至17.54亿元,智通财经
1068,2020-04-27,中国银河(06881.HK)一季度净利润增长14.41%至17.54亿元,格隆汇
1069,2020-04-27,中国银河(06881.HK)拟申请发行不超150亿元永续次级债券,格隆汇
1070,2020-04-24,中国证券监督管理委员会北京监管局行政监管措施决定书（中国银河证券股份有限公司） 其他违规处罚,北京证监局
1071,2020-04-24,4月24日A股龙虎榜揭秘，机构买入10股,Wind
1072,2020-04-23,4月23日A股龙虎榜揭秘，机构抛售11股,Wind
1073,2020-04-23,银河期货15件往事系列1：青岛营业部精准扶贫,银河期货
1074,2020-04-23,券商接洽AMC处置股票质押“不良”，协议转让价格折扣力度加大,Wind
1075,2020-04-23,融资客青睐8股，东莞控股买入占比高达42.43%,Wind
1076,2020-04-22,4月22日A股龙虎榜揭秘，机构买入10股,Wind
1077,2020-04-22,广电运通再度涨停，外资持续看好,Wind
1078,2020-04-21,4月21日A股龙虎榜揭秘，机构抢筹9股,Wind
1079,2020-04-21,达安基因巨量成交超60亿元，游资全线撤退,Wind
1080,2020-04-20,4月20日A股龙虎榜揭秘，机构抢筹2股,Wind
1081,2020-04-20,达安基因再度涨停，知名游资卖出超亿元,Wind
1082,2020-04-17,4月17日A股龙虎榜揭秘，机构买入11股,Wind
1083,2020-04-17,以岭药业巨量收跌近7%，知名游资集体卖出,Wind
1084,2020-04-16,4月16日A股龙虎榜揭秘，机构减持9股,Wind
1085,2020-04-16,合并传闻引发券业整合路径猜想：或不限于“大吃小”,第一财经
1086,2020-04-15,4月15日A股龙虎榜揭秘，机构抛售13股,Wind
1087,2020-04-15,以岭药业连续三日涨停，多路实力游资汇聚,Wind
1088,2020-04-15,中国银河(06881)：“17银河F6”4月28日起兑付及摘牌 退市,智通财经
1089,2020-04-15,头部券商合并传言引爆市场:中信发澄清公告 到底有无可能性,澎湃新闻
1090,2020-04-14,4月14日A股龙虎榜揭秘，机构抛售7股,Wind
1091,2020-04-13,4月13日A股龙虎榜揭秘，机构抛售14股,Wind
1092,2020-04-13,公募基金经理兼管私募即将放行，专家称利好绩优基金经理,Wind
1093,2020-04-10,4月10日A股龙虎榜揭秘，机构抛售11股,Wind
1094,2020-04-10,上交所披露2019年度十佳期权经纪商和优秀期权做市商,Wind
1095,2020-04-10,一季度券商业绩“过山车”，3月行业营收净利环比普降 盈利能力下降,第一财经
1096,2020-04-09,A股上市券商3月“月考”：龙头强者恒强，三家单月亏损,Wind
1097,2020-04-09,4月9日A股龙虎榜揭秘，机构最青睐8股,Wind
1098,2020-04-08,4月8日A股龙虎榜揭秘，机构抢筹8股,Wind
1099,2020-04-08,中国银河(06881)3月净利减少24.33%至4.74亿元 盈利能力下降,智通财经
1100,2020-04-08,中国银河(06881.HK)：3月母公司净利润约4.735亿元,格隆汇
1101,2020-04-08,中国银河(06881.HK)：葛洪涛未在期限内履行偿还义务 公司申请强制执行 违约失信,格隆汇
1102,2020-04-08,中国银河(601881.SH)3月母公司净利润4.74亿元同比下降24.33% 盈利能力下降,格隆汇
1103,2020-04-08,中国银河：母公司3月实现净利润4.74亿元,新浪
1104,2020-04-08,中国银河：母公司3月净利润4.74亿元，2月净利为6.94亿元,Wind
1105,2020-04-07,4月7日A股龙虎榜揭秘，机构最青睐6股,Wind
1106,2020-04-06,中金公司正式启动回归A股上市辅导，已获阿里腾讯高调入股,Wind
1107,2020-04-03,4月3日A股龙虎榜揭秘，机构抛售9股,Wind
1108,2020-04-02,4月2日A股龙虎榜揭秘，机构抛售13股,Wind
1109,2020-04-02,最会赚钱券商投资子公司：中信证券投资22人赚13亿,证券日报网
1110,2020-04-01,4月1日A股龙虎榜揭秘，机构抛售8股,Wind
1111,2020-03-31,中国银河收判决：葛洪涛偿还融资本息超5000万,资本邦
1112,2020-03-30,券商炒股成绩单亮相 这三家赚得最多,上证报
1113,2020-03-30,3月30日A股龙虎榜揭秘，机构抢筹12股,Wind
1114,2020-03-30,中国银河(06881-HK)2019年度股东利润增长81.09%,财华社
1115,2020-03-29,中国银河(06881.HK)2019年度净利润升81.09%至52.28亿元拟10派1.6元,格隆汇
1116,2020-03-29,中国银河(06881)年度归母净利大增81.09%至52.28亿元 每10股排1.6元,智通财经
1117,2020-03-29,中国银河(06881)续聘安永华明为2020年度外部审计机构,智通财经
1118,2020-03-29,中国银河(06881)：法院判决葛洪涛偿还及支付合共5134.04万元 诉讼纠纷,智通财经
1119,2020-03-28,中国银河证券去年净利同比增逾八成，自营收入暴增64倍！将择机进入非洲和东欧市场,每日经济新闻
1120,2020-03-27,中国银河2019年净利润52.28亿元 自营业务占收入比重大涨,北京商报
1121,2020-03-27,中国银河：诉讼进展情况 诉讼纠纷,Wind
1122,2020-03-27,中国银河(601881.SH)2019年度净利升81.09%至52.28亿元 拟10派1.6元,格隆汇
1123,2020-03-27,中国银河：2019年净利润同比增长81.09%，拟10派1.6元,Wind
1124,2020-03-27,3月27日A股龙虎榜揭秘，机构抛售13股,Wind
1125,2020-03-27,【平安金融】证券行业业绩综述：行情起伏业绩波动，市场化改革打开长期空间,逸赏金融
1126,2020-03-27,3月26日净流出0.86亿元——A股ETF基金每日资金动向,中国银河证券基金研究中心
1127,2020-03-25,3月25日A股龙虎榜揭秘，机构最青睐9股,Wind
1128,2020-03-24,3月24日A股龙虎榜揭秘，机构抢筹13股,Wind
1129,2020-03-23,3月23日A股龙虎榜揭秘，机构最青睐7股,Wind
1130,2020-03-23,中国银河(601881.SH)完成发行40亿元短期融资券,格隆汇
1131,2020-03-20,3月20日A股龙虎榜揭秘，机构抢筹8股,Wind
1132,2020-03-20,央行祭出100亿利器，LPR为何不降？,中国基金报
1133,2020-03-18,时隔20年，第五家全国性AMC银河资产官宣！将关注上市公司纾困等业务？,经济网
1134,2020-03-17,第五家全国性AMC获批 监管表示行业将迎更多入局者,新浪
1135,2020-03-17,时隔20载，第5家全国性AMC来袭！建投中信转型获批，更名中国银河资管,每日经济新闻
1136,2020-03-17,银保监会肖远企：外资、合资AMC也会陆续落地,Wind
1137,2020-03-17,光刻胶题材全线大涨，机构、游资集体看好后市,Wind
1138,2020-03-17,第五家全国性AMC获批：建投中信转型并更名为中国银河资产,澎湃新闻
1139,2020-03-17,第五大AMC获批，建投中信更名银河资产管理公司,Wind
1140,2020-03-11,中国银河(601881.SH)完成发行50亿元公司债券,格隆汇
1141,2020-03-11,四类机构竞技基金投顾舞台，投研渠道优势成券商“王牌”,Wind
1142,2020-03-10,深康佳A再度涨停，实力游资齐聚首,Wind
1143,2020-03-06,稳了！无惧疫情，此行业一季度业绩大幅提升几成定局！（受益股）,证券时报网
1144,2020-03-05,A股上市券商2月业绩爆表：中信证券净利11.8亿,Wind
1145,2020-03-05,中国银河(601881.SH)2月母公司净利润6.94亿元同比增长86.12%,格隆汇
1146,2020-03-05,中国银河：母公司2月份净利润为6.94亿,金融界
1147,2020-03-05,中国银河(06881)2月净利润同比增加86.12%至6.94亿元,智通财经
1148,2020-03-05,中国银河(06881.HK)2月净利润6.94亿元同比增长86.12%,格隆汇
1149,2020-03-03,中国银河(601881.SH)：中证监对公司试点开展基金投资顾问业务无异议,格隆汇
1150,2020-03-03,A股ETF基金:3月2日净流出11.07亿 华夏广发流入居前,新浪
1151,2020-02-28,中国银河大跌5.17%，主力资金净流出8692.29万元 连续下跌,中新经纬
1152,2020-02-25,赣锋锂业结束调整长阳收涨停，外资卖出为主,Wind
1153,2020-02-25,中环股份放量涨停，外资交投活跃,Wind
1154,2020-02-25,华天科技连续涨停，多方游资频繁介入,Wind
1155,2020-02-24,MLCC龙头风华高科加速涨停，绍兴游资进场,Wind
1156,2020-02-24,华天科技加速涨停，绍兴游资抛货逾1亿,Wind
1157,2020-02-24,沪电股份涨停逼近前高，多路游资齐聚首,Wind
1158,2020-02-21,长盈精密放量涨停，机构、游资齐看好,Wind
1159,2020-02-21,秀强股份尾盘炸板杀跌，游资博弈进入白热化,Wind
1160,2020-02-21,深康佳A再度涨停，游资接力热炒,Wind
1161,2020-02-19,中国银河：2019年度第二期短融券兑付完成 本息共计40.30亿元,中证网
1162,2020-02-17,中国银河(601881.SH)完成发行50亿元公司债券,格隆汇
1163,2020-02-13,中国银河(06881-HK)1月净利同比增10.87%至4.29亿元,财华社
1164,2020-02-13,公告点题丨2月13日这些公告有看头,第一财经
1165,2020-02-13,中国银河：母公司1月实现净利4.29亿元,中证网
1166,2020-02-13,中国银河(06881)1月母公司净利增加10.87%至4.29亿元,智通财经
1167,2020-02-13,中国银河(06881.HK)1月母公司净利润增长10.9%至4.29亿元,格隆汇
1168,2020-02-13,中国银河(601881.SH)：1月母公司净利升10.87%至4.29亿元,格隆汇
1169,2020-02-13,中国银河：母公司1月净利润4.29亿元,Wind
1170,2020-02-06,30家上市券商业绩曝光，半数净利增1倍！龙头券商位次初定，中信、海通、华泰、国君暂居前四,券商中国
1171,2020-01-22,中国银河：2019年实现净利润51.18亿元 同比增长77.27%,中证网
1172,2020-01-22,中国银河(601881.SH)发布业绩快报 2019年度净利润升77.27%至51.18亿元,格隆汇
1173,2020-01-22,中国银河业绩快报：2019年净利同比增77.27%,证券时报网
1174,2020-01-22,中国银河(06881)2019年净利润同比增加77.27%至51.18亿元,智通财经
1175,2020-01-22,中国银河(06881.HK)：2019年归母净利51.18亿元 同比增长77.27%,格隆汇
1176,2020-01-22,中国银河：2019年净利润同比增77.27%（业绩快报）,Wind
1177,2020-01-21,公募基金“优等生”登场国泰基金主动权益产品年度平均收益55%丨基金配置报告,和讯
1178,2020-01-21,中国银河(06881)：“18银河F3”将于2月12日兑付本息并摘牌 退市,智通财经
1179,2020-01-21,"中国银河(06881.HK)""18银河F3""拟2月12日付息及摘牌 退市",格隆汇
1180,2020-01-19,[加急]3000亿解禁潮来袭顺丰、银河证券占半壁江山首批科创板个股上榜 解禁,金融界
1181,2020-01-19,近3000亿！上市公司限售股解禁潮下周来袭，首批科创板迎“大考”，更有知名大白马股千亿冲击来了！ 解禁,中国基金报
1182,2020-01-18,中国银河(06881-HK)控股股东承诺A股限售期届满后不减持,财华社
1183,2020-01-17,中国银河(601881.SH)：控股股东承诺首发限售股解禁后不减持,格隆汇
1184,2020-01-17,中国银河(601881.SH)：52.18亿股限售股23日解禁 解禁,格隆汇
1185,2020-01-17,中国银河(06881)控股股东承诺A股限售期届满后不减持A股股份,智通财经
1186,2020-01-17,中国银河(06881.HK)获控股股东承诺A股限售期届满后不减持A股股份,格隆汇
1187,2020-01-17,中国银河(06881.HK)：1月23日起约52.17亿股限售股份上市流通 解禁,格隆汇
1188,2020-01-17,中国银河(06881)：52.18亿股A股限售股将于1月23日上市流通 解禁,智通财经
1189,2020-01-17,中国银河：51.6亿股限售股1月23日上市流通 解禁,Wind
1190,2020-01-15,中国银河(06881)“14银河G2”2月4日付息兑付及摘牌 退市,智通财经
1191,2020-01-15,券商板块韧性十足 去年业绩股价双丰收,中投网
1192,2020-01-15,中国银河(06881)完成非公开发行50亿元2020年次级债券(第一期),智通财经
1193,2020-01-14,中国银河(601881.SH)完成非公开发行2020年次级债券(第一期),格隆汇
1194,2020-01-14,23家券商上月净利超105亿 七成业绩环比增速超100%,新浪
1195,2020-01-10,中国银河：正与被执行人杨振华、罗隽商谈和解,资本邦
1196,2020-01-09,中国银河母公司上月净利6.12亿元,上证报
1197,2020-01-09,中国银河：母公司去年12月份净利超6亿元 环比增95%,e公司
1198,2020-01-09,中国银河：2019年12月实现净利6.12亿元,中证网
1199,2020-01-09,中国银河(06881-HK)12月净利下降3.15%至6.12亿人民币 盈利能力下降,财华社
1200,2020-01-09,中国银河(06881)12月份净利润同比降3.16%至6.12亿元 盈利能力下降,智通财经
1201,2020-01-09,中国银河：母公司去年12月净利润6.12亿元,第一财经
1202,2020-01-09,中国银河(601881.SH)：12月母公司净利降3.15%至6.12亿元 盈利能力下降,格隆汇
1203,2020-01-08,中国银河(601881.SH)：“18银河F2”17日付息 每手派息56.50元,格隆汇
1204,2020-01-06,融资客青睐20股，九州通买入占比高达49.03%,Wind
1205,2020-01-03,中国银河证券基金研究中心：汇丰晋信大盘股票位列10年期标准股票型基金业绩榜首,中证网
1206,2020-01-03,7000亿！本月A股巨量解禁创5年单月新高(券商解读) 解禁,新浪
1207,2020-01-02,银河证券再遭央行行政处罚 总经理陈亮履新半年公司风控问题频出 金融监管处罚,和讯
1208,2020-01-02,7000亿！本月迎巨量解禁，创5年单月新高， 2股解禁市值超1000亿 解禁,证券时报网
1209,2020-01-02,券商股势不可挡，中国银河直线封板,Wind
1210,2019-12-31,6900亿元解禁潮来袭！视源股份、五矿资本解禁比例超85% 解禁,格隆汇
1211,2019-12-30,明年1月迎来“天量”解禁机构称解禁压力不大 解禁,财界网
1212,2019-12-28,创纪录!股东日均净减持13.7亿 下月解禁市值7000亿 减持股份,中财网
1213,2019-12-27,下月解禁市值近7000亿！24股解禁比例超60%，这家公司要延迟解禁 解禁,证券时报网
1214,2019-12-23,卫筱慧辞任中国银河(06881)副总裁及执行委员会委员职务 董监高成员变化,智通财经
1215,2019-12-20,中国银河(06881.HK)：卫筱慧辞任副总裁职务 董监高成员变化,格隆汇
1216,2019-12-16,中国银河(601881.SH)完成发行30亿元短期融资券,格隆汇
1217,2019-12-13,中国银河(06881.HK)：法院裁定终结被执行人周伟洪持有股份的执行程序,格隆汇
1218,2019-12-07,11月业绩改善明显 上市券商全年业绩靓丽在望,中证报
1219,2019-12-05,中国银河(06881-HK)11月净利润下降27.65% 盈利能力下降,财华社
1220,2019-12-05,中国银河(06881)11月净利同比降17.6%至7.9亿元 盈利能力下降,智通财经
1221,2019-12-05,中国银河(06881.HK)11月母公司净利润3.14亿元 同比减少27.65% 盈利能力下降,格隆汇
1222,2019-12-05,中国银河：母公司11月净利3.14亿元,e公司
1223,2019-12-05,中国银河：母公司11月净利润3.14亿元,Wind
1224,2019-12-05,接盘还是豪赌？ 中国银河三季度扫货3000万股南国置业 前实控人许晓明已大举减持套现 减持股份,华夏时报
1225,2019-12-02,证监会：六举措推动打造航母级头部券商 重磅利好下中国银河4.18%领涨券商股,证券日报
1226,2019-12-02,中国银河大涨5.45%，券商行业上涨1.78%,中新经纬
1227,2019-12-02,A股异动丨中国银河涨逾5% 证监会发声支持打造航母级券商,格隆汇
1228,2019-12-02,券商股拉升，中国银河涨超5%,Wind
1229,2019-11-26,中国银河(06881)就与杨振华之间的股票质押式回购交易申请强制执行及提起仲裁 违约失信,智通财经
1230,2019-11-26,中国银河：向法院申请杨振华偿还公司本金约1.41亿元 诉讼纠纷,Wind
1231,2019-11-25,中国银河(601881.SH)：“17银河11”将于12月6日兑付摘牌 退市,格隆汇
1232,2019-11-25,中国银河(06881.HK)“17银河11”将于12月6日兑付及摘牌 退市,格隆汇
1233,2019-11-21,中国银河(601881.SH)完成发行40亿元短期融资券,格隆汇
1234,2019-11-20,【异动股】证券板块午后持续走弱中国银河(601881-CN)跌超3%,财华社
1235,2019-11-12,中国银河(06881.HK)向北京市第二中级人民法院申请强制执行民事判决书 违约失信,格隆汇
1236,2019-11-12,中国银河：申请对徐国栋强制执行，北京市第二中级人民法院受理该案件 违约失信,Wind
1237,2019-11-12,中国银河(06881.HK)同意向静宁县追加扶贫资金1000万元,格隆汇
1238,2019-11-06,中国银河：母公司10月净利润2.46亿元,Wind
1239,2019-11-06,中国银河(601881.SH)10月母公司净利润2.46亿元 同比增长105.02%,格隆汇
1240,2019-10-29,上市券商三季度大丰收：12家净利翻倍，最多增长近13倍,Wind
1241,2019-10-28,中国银河：前三季度净利润同比增106.46%,Wind
1242,2019-10-28,洞察|违规提供投顾服务！总经理陈亮任职不足4个月，年内银河证券已被处罚两次！ 金融监管处罚,和讯
1243,2019-10-21,中国银河(601881.SH)完成发行10亿元短期融资券,格隆汇
1244,2019-10-21,中国银河(06881.HK)获准撤销河口福安路证券营业部,格隆汇
1245,2019-10-18,上市券商前三季累计盈利逾733亿元,Wind
1246,2019-10-15,中国银河(6881)9月净利润按年升136%,经济通
1247,2019-10-15,中国银河(601881.SH)9月母公司净利升135.86%至3.93亿元,格隆汇
1248,2019-10-15,中国银河：母公司9月份净利润3.93亿元,e公司
1249,2019-10-15,中国银河(06881.HK)9月份母公司净利润3.93亿元 同比增长135.86%,格隆汇
1250,2019-10-11,法院判决张雯及长春百盛就祥升投资欠付中国银河(06881)的债务承担连带清偿责任 诉讼纠纷,智通财经
1251,2019-10-08,中国银河(06881)“17银河F9”将于10月21日付息兑付及摘牌 退市,智通财经
1252,2019-10-03,嘉信理财突抛“零佣金”政策！国内券商会不会“压力山大”？,巨丰财经
1253,2019-09-30,非银金融行业周报：市场继续回调，防御品种优先,湘怀看非银
1254,2019-09-27,两融业务扩容效应显现，131家券商8月净利润同比增近500%,Wind
1255,2019-09-23,中国银河：央行同意公司发行不超60亿元金融债券,e公司
1256,2019-09-17,A股急挫 中国银河现跌4%跌穿10天线,新浪
1257,2019-09-12,中国银河：向长春市中级人民法院申请强制执行《裁决书》 违约失信,Wind
1258,2019-09-10,中国银河(06881.HK)“17银河F4”将于9月23日兑付及摘牌 退市,格隆汇
