,2021-12-31,2021年十大牛股和熊股出炉，最牛股大涨566%,Wind
4470,2019-09-30,A股早评：沪指低开0.14% 石油板块高开居前中国石油开盘涨1.3%,格隆汇
4471,2019-09-30,中国石油高开1.31% 发现10亿吨级大油田,e公司
4472,2019-09-30,盘前必读公告：这些股不容错过！,巨丰财经
4473,2019-09-30,30日公司新闻聚焦：中石油发现10亿吨级大油田 全通教育终止收购 并购重组异常,证券时报网
4474,2019-09-30,港股公告精选：锦州银行拟定向增发不超过62亿股新内资股,Wind
4475,2019-09-30,中国炼化行业竞争系列报告之一:炼销一体化是中国石化、中国石油的巨大优势,光大证券
4476,2019-09-29,大盘再添一把火？中国石油发现10亿吨级大油田 两大板块明天见,中证报
4477,2019-09-29,晚间公告热点追踪：中石油油气勘探取得重大成果,新浪
4478,2019-09-29,中国石油(00857.HK)：鄂尔多斯盆地长7生油层勘探获重大发现 新增探明储量3.58亿吨及预测储量6.93亿吨,格隆汇
4479,2019-09-29,中石油：鄂尔多斯盆地勘探收获大，新增探明地质储量3.58亿吨,腾讯网
4480,2019-09-29,重磅｜中石油发现10亿吨级大油田及万亿方页岩气大气区,21世纪经济报道
4481,2019-09-29,中国石油：非常规油气领域勘探取得重大成果,e公司
4482,2019-09-29,中国石油：生油层勘探获重大成果，发现10亿吨级的庆城大油田,Wind
4483,2019-09-26,国际油价连跌两日 中国石油跌近2%暂最差蓝筹 连续下跌,新浪
4484,2019-09-25,小摩减持中国石油(00857) 432.4万股，每股作价4.17港元 减持股份,智通财经
4485,2019-09-25,【权益变动】中国石油(00857-HK)被摩根大通减持432.4万股 减持股份,财华社
4486,2019-09-24,兰州石化打造“一带一路”FCC催化剂新名片,中国石油报
4487,2019-09-24,“金主”频频发力，ETF再迎巨无霸,Wind
4488,2019-09-24,“金主”频频发力 ETF再迎巨无霸,中证报
4489,2019-09-23,"ETF又见""巨无霸""产品 金主大家人寿“出题”考基金",中证报
4490,2019-09-23,行政处罚决定书（中国石油天然气股份有限公司山东济南销售分公司旅游路港沟加油站） 环保处罚,济南生态环境局
4491,2019-09-22,国家油气管网公司挂牌在即，这些概念股有望反复活跃,第一财经
4492,2019-09-20,中石油董事长王宜林赴新疆地区调研 要求加快新疆油气勘探,第一财经
4493,2019-09-20,"能源行业:沙特大幅减产,国际油价飙升",证券之星
4494,2019-09-18,石化双雄拼副业 “卖油翁”卖咖啡卖盒饭花样百出,上游新闻
4495,2019-09-18,中意财险2季度盈利979.34万 股东中石油业务占比走高,财经网
4496,2019-09-18,中国石油开始建设50亿美元的尼日尔-贝宁管道,Wind
4497,2019-09-18,恒指缩量小幅收跌，华为概念、体育用品股走强,Wind
4498,2019-09-18,兰州石化打造“一带一路”FCC催化剂新名片,慧聪网
4499,2019-09-18,港股开盘丨恒生指数高开0.18% 中国石油跌2%,第一财经
4500,2019-09-18,香港恒生指数高开0.18% 中国石油跌2%,e公司
4501,2019-09-17,卖20家子公司！昔日爆雷公司仅兑付15%本金，实控人背景有玄机 资产异常,和讯
4502,2019-09-17,亚洲：天然气需求新增长极如何化为产业发展新动能,中国石油报
4503,2019-09-17,沙特阿美告知中石油，10月运输的轻质原油可能会推迟10日装船,Wind
4504,2019-09-16,"传统油气企业布局氢能,优势何在?",中国能源报
4505,2019-09-16,果然爆发！黑天鹅突袭沙特：原油狂飚19%，国内期货涨停，A股涨停潮,中国基金报
4506,2019-09-16,【异动股】油价飈升中国海油、中国石油涨逾7至8%,财华社
4507,2019-09-16,沙特油田遭无人机袭击 原油产业链个股暴涨中国石油涨超4%,腾讯网
4508,2019-09-16,恒指低开0.5%，“三桶油”跳空高开,Wind
4509,2019-09-16,港股投资日历：瀛海集团、TBKS HLDGS招股中,Wind
4510,2019-09-15,遭遇无人机袭击沙特阿美宣布石油产量减半，IPO节骨眼闹哪样？,Wind
4511,2019-09-15,达力普控股：国内石油管材制造商赴港IPO,格隆汇
4512,2019-09-11,中石油、中石化辟谣朋友圈热转庆祝领礼金活动：假的,澎湃新闻
4513,2019-09-11,稳油增气降本成效显,中国能源网china5e
4514,2019-09-11,汇丰将中国石油A股评级由持有下调至减持，目标价5元,Wind
4515,2019-09-11,欧美石油公司纷撤资阿省，中资公司坚守阵地,FX168
4516,2019-09-10,瑞银：下调中石油(0857.HK)目标价至5.8港元 评级“买入” 机构下调估值,格隆汇
4517,2019-09-09,港股通净买入中石油1.62亿港元,格隆汇
4518,2019-09-09,中国石油(601857.SH):上市12年跌逾86%，“巴菲特买点”又到了吗？,格隆汇
4519,2019-09-09,一出手就是第一！3万亿中石化大动作：3万个加油站，能喝到咖啡！旗下便利店公开招总裁，网友评论亮了,中国基金报
4520,2019-09-09,中国石油H股大涨近4% 成交额超3亿,腾讯网
4521,2019-09-07,【桐昆股份|深度】未来3年业绩将翻番？在平凡中显现奇崛！【国金石化】,和讯
4522,2019-09-07,这家公司上市12年，股价跌去80%，有券商高喊“巴菲特买点”再现！,e公司
4523,2019-09-05,国际油价爆发性上涨促石油概念股普涨 中国石油(0857.HK)涨超2%,格隆汇
4524,2019-09-05,中石油：将支持广东地区降低用气成本,第一财经
4525,2019-09-04,【申万石化】上游盈利改善，下游炼化承压——石油化工2019年中报业绩回顾 盈利能力下降,申万石油化工
4526,2019-09-04,券商首次关注5股并给予买入评级（9月4日）,Wind
4527,2019-09-03,伴随着中石油上半年财报出炉，三桶油2019年上半年报告均已公布,汇通网
4528,2019-09-03,上市公司优势还是有的！2万多亿融资，平均成本不到4%,Wind
4529,2019-09-03,湖州市市场监督管理局抽查加油站油品1批次不合格 产品问题,质量新闻网
4530,2019-09-03,第七届亚洲天然气论坛聚焦产业发展新动能,中国石油报
4531,2019-09-02,媒体：中化集团和中石油等公司据悉组成财团，搭建石油贸易区块链平台,Wind
4532,2019-09-02,中石油业绩稳定增长 估值处历史低位投资价值显现,第一财经
4533,2019-09-02,宏华集团（0196.HK）业绩会直击：2019H1，业绩释放的起点,格隆汇
4534,2019-09-02,中报披露收官机构持仓完整曝光：机构持股市值近28万亿，抱团白马，10大重仓中6只是金融股,21世纪经济报道
4535,2019-09-02,2018中国企业500强揭晓:国家电网中石化中石油列前三,新浪
4536,2019-09-02,付少华：采用交易中心定价的天然气比例将逐步提升,中国能源网china5e
4537,2019-09-02,我国天然气产业如何高质量发展？专家：上中下游齐发力,经济日报
4538,2019-09-01,A股土豪榜！是谁一秒钟几十万，是谁半年分红百亿？,中证报
4539,2019-09-01,中国石化、中国石油、国家电网包揽中国企业500强前三,新京报
4540,2019-09-01,2019中国企业500强榜单:中石化中石油国家电网居前三,新浪
4541,2019-09-01,“三桶油”2019半年业绩大PK：谁最能赚钱？下半年都准备怎么干？,时代周报
4542,2019-08-31,6股获买入评级 最新:中国石油,中财网
4543,2019-08-30,国内原油产量结束三连跌,财经网
4544,2019-08-30,上市公司8300亿闲钱买理财，1.5万亿债券融资，这17家有点不一样,Wind
4545,2019-08-30,油田投资大黑洞,和讯
4546,2019-08-30,【申万石化】中国石油（601857）——上游利润大幅改善，炼化资本开支增长,申万石油化工
4547,2019-08-30,净利增幅位居“三桶油”首位，中海油高开超4%,富途证券
4548,2019-08-30,2019中国石油和化工企业500强发布,国家煤化工网
4549,2019-08-30,【川财研究所*深度报告】石油化工：页岩油气行业快速发展带来的投资机会,川财研究
4550,2019-08-30,港股公告精选：工商银行上半年净利润1679亿元，同比增4.67%,Wind
4551,2019-08-30,中国石油：上半年净利284亿元，勘探生产板块仍为盈利主体,澎湃新闻
4552,2019-08-30,三桶油上半年日赚4.97亿 中国石化凭借一体化优势“最赚钱”,证券日报
4553,2019-08-29,中国石油上半年业绩微增 勘探与生产业务“扛鼎”,每日经济新闻
4554,2019-08-29,中国“三桶油”香港发中报：两家欢喜一家愁,中新网
4555,2019-08-29,中国石油上半年营收净利双升 料下半年油价保持震荡运行,e公司
4556,2019-08-29,中国石油(601857.SH)半年度净利润升3.6%至284.2亿元 拟派息合计142.12亿元,格隆汇
4557,2019-08-29,坚持高质量稳健发展 中国石油上半年盈利稳定增长,中新网
4558,2019-08-29,中国石油上半年实现净利润284.2亿元 同比增长3.6%,中证网
4559,2019-08-29,中石油上半年营收1.2万亿 勘探开发贡献显著,21世纪经济报道
4560,2019-08-29,三桶油中报亮相两增一降，一共赚了900亿元,Wind
4561,2019-08-29,中国石油：上半年净利284.2亿元 同比增3.6%,证券时报
4562,2019-08-29,中国石油：上半年实现净利284.2亿 去年同期270.86亿,新浪
4563,2019-08-29,中国石油：上半年净利润284.2亿元人民币，同比增长3.6%。,第一财经
4564,2019-08-29,中国石油：上半年净利284亿元 同比增3.6%,e公司
4565,2019-08-29,中国石油：上半年净利润284.2亿元，同比增3.6%,Wind
4566,2019-08-29,港股投资日历：工商银行、中国石油、中国海洋石油等公司今日公布财报,Wind
4567,2019-08-27,“亚洲品牌500强”新榜：中日韩入榜最多,Wind
4568,2019-08-27,媒体：中国石油是巴西石油潜在竞购者之一,Wind
4569,2019-08-27,同属蓝筹股，中石油创历史新低茅台迭创新高，为何差别那么大？ 连续下跌,搜狐
4570,2019-08-27,今日，中国石油再创历史新低 连续下跌,搜狐
4571,2019-08-26,A股最大绞肉机中石油:12年跌掉5个茅台 百万股民离场,新浪
4572,2019-08-26,上市12年，蒸发7万亿！中石油又创新低了，曾是茅台几十倍 连续下跌,中国基金报
4573,2019-08-26,中国石油：12年净利腰斩 大股东间接卖股套现132亿 盈利能力下降,新浪
4574,2019-08-23,中国制造“巨无霸”全球最大常压塔启运尼日利亚,澎湃新闻
4575,2019-08-23,俄气近5年油气产量增幅居全球之首,中国石油报
4576,2019-08-22,巴菲特买点再现，中石油H股值得买吗？,腾讯网
4577,2019-08-21,玉门油田跌宕80年：昔日石油工业支柱，而今寄望“矿权流转”扭亏,每日经济新闻
4578,2019-08-21,【安信环保公用邵琳琳团队】深圳燃气半年报点评：中石油提价拖累业绩，调峰站投产助边际改善 盈利能力下降,安信证券环保公用研究
4579,2019-08-19,中石油创历史新低严重跑输大盘谁之过 都是大股东超比例换购ETF惹的祸？ 连续下跌,财富动力网
4580,2019-08-17,“酒王”飞天，若要持有10年，你会选择哪些股票？,中证报
4581,2019-08-17,问君能有几多愁？恰似满仓中石油！中国石油从护盘王牌到“弃子”,上游新闻
4582,2019-08-16,中石油前7月累计增利88亿元,中国石油
4583,2019-08-16,中国石油股价创历史新低的另一种思考 连续下跌,证券时报
4584,2019-08-15,中国石油股价创历史新低 上市12年总市值蒸发逾6万亿 连续下跌,华夏时报
4585,2019-08-15,金鸿控股(000669.SZ)拟作价16.55亿元出售17家公司股权予中石油昆仑燃气 资产异常,格隆汇
4586,2019-08-15,金鸿控股：拟向中石油昆仑燃气公司出售17家公司股权 资产异常,第一财经
4587,2019-08-15,【长城食饮每日资讯0815】洽洽食品发布2019年半年报，净利增28.08%,宇光食饮日讯
4588,2019-08-15,A股扛住压力红盘报收！沪指涨0.25% 医药股飙升多股涨停,第一财经
4589,2019-08-15,沪指跌近1%！医药股飙升 创投概念股午后走强,第一财经
4590,2019-08-15,中国石油A股股价创历史新低 上市后累计跌幅已超80% 连续下跌,腾讯网
4591,2019-08-13,加油站大打价格战 业内人士：不会持久,新华网
4592,2019-08-13,中国石油：2017年公司债券（第一期）2019年付息公告,上交所
4593,2019-08-12,LNG现货进口为什么那么难？,中国能源网china5e
4594,2019-08-12,四川首口页岩油井开钻　中国石油“页岩油革命”川渝战略首战打响,国资委
4595,2019-08-09,国家油气管网公司挂牌推迟，最迟应不会超过九月份,Wind
4596,2019-08-09,破净数达历史高位，495股跌破2440点，中长线价值显现？,Wind
4597,2019-08-08,中石油创历史新低，跌掉1个苹果2.5个腾讯6个茅台 连续下跌,证券时报
4598,2019-08-08,中国石油创历史新低，长线投资到底适合什么样的上市公司？ 连续下跌,搜狐
4599,2019-08-08,"公用事业行业氢能与燃料电池产业前沿系列四:加氢站,千车易得,一“站”难寻",光大证券
4600,2019-08-07,证券时报头版：中石油股价低迷对投资者有何启示？,Wind
4601,2019-08-07,中石油股价低迷对投资者有何启示？,证券时报
4602,2019-08-06,宝钢股份高端套管再显“入地”实力 在亚洲陆上第一深井连创两项纪录,国资委
4603,2019-08-06,【川财研究所*常规报告】石化：LNG装备市场迎来转机,川财研究
4604,2019-08-06,巴菲特“逃离”股市 美股牛市到头了？,--
4605,2019-08-06,中国财险上半年业绩预增幅度超出预期,南方财经网
4606,2019-08-05,巴菲特连续两季净卖出股票，美股见顶的信号？,腾讯网
4607,2019-08-05,【万联机械】压裂设备龙头，受益于非常规油气开发提速--杰瑞股份（002353）首次覆盖报告,万联证券研究所
4608,2019-08-02,加油站行业：竞争中促升级,国际商报
4609,2019-08-01,新突破！杰瑞油气工程集团签署伊拉克哈法亚油田物资供应项目合同,中国能源网china5e
4610,2019-08-01,青岛中石油仓储原油库工程项目开工奠基,中新网
4611,2019-08-01,中国天然气进口气源更加多元,国际商报
4612,2019-08-01,"国家石油天然气管道公司成立影响分析:国家管网公司成立在望,天然气行业迎来新变革",光大证券
4613,2019-07-31,油气勘探开发：新进入者为何难立足,中国能源报
4614,2019-07-31,创新与开放 是石油工业 二次腾飞之“双翼”,中国石油报
4615,2019-07-30,BP能源统计年鉴：中国石油对外依存度创50年新高，能源安全风险继续上升,和讯
4616,2019-07-30,菲国油将与这家中国国企开展油气项目,中国能源网china5e
4617,2019-07-30,中国石油兰州石化：找准科技驱动的“着力点”,经济日报
4618,2019-07-30,多只爆款股票ETF成立，上市公司股东积极换购,证券时报
4619,2019-07-29,中油工程：与中国石油伊拉克公司签署GPP项目EPC总承包合同,金融界
4620,2019-07-29,中油工程：子公司与中国石油伊拉克公司签署GPP项目合同,e公司
4621,2019-07-29,中国石油海外油气业务半年权益产量首超5000万吨,中国石油报
4622,2019-07-29,中俄天然气管道中方段与俄管道连接 六股受关注,上证报
4623,2019-07-26,中国石油今日大宗交易成交39.41万股，成交价6.44元折价1.53%,Wind
4624,2019-07-26,石油板块异动，中国石油直线上涨,Wind
4625,2019-07-25,《财富》世界500强榜单发布 近半上榜中国企业选择百望云,北国网
4626,2019-07-25,瑞银：下调中石油(0857.HK)目标价至6.7股元 评级“买入” 机构下调估值,格隆汇
4627,2019-07-25,油气巨头已拿下欧洲海上风电50％份额 中国“三桶油”却是另一番景象,中国能源网china5e
4628,2019-07-24,2018年度A级央企名单出炉！48家企业在列（附全名单）,中国经济网
4629,2019-07-24,中国石油：海外油气合作迈上新台阶,中国经济网
4630,2019-07-24,中俄油气合作进入新阶段 中国石油完成北极LNG2项目收购全部手续,国资委
4631,2019-07-23,页岩气板块持续强势，这些相关概念股或将直接受益,第一财经
4632,2019-07-23,"石油化工行业周报:也有春风摆动时,2019下半年石化行情展望",申万宏源
4633,2019-07-22,今年《财富》世界500强揭晓：中国企业数首超美国,财富中文网
4634,2019-07-22,谁是13.4万亿公募基金最青睐的重仓股？二季度最新持股曝光,每日经济新闻
4635,2019-07-22,中国500强能源全攻略，这家能源企业利润率仅次于茅台！,Ofweek
4636,2019-07-19,十大公募基金重仓股之博时基金：二季度加仓金融，买卖两桶油,每日经济新闻
4637,2019-07-19,中国石油日均专利14件 强化自主创新,中国石油
4638,2019-07-19,国内三大石油公司加快油气勘探合作的步伐,中化新网
4639,2019-07-19,荣威RX5 7月19日启动全量推送 过去13个月斑马智行已更新10余次,北国网
4640,2019-07-19,A股早报2019年7月19日星期五,Wind
4641,2019-07-18,“三桶油”结盟促增产,中国能源网china5e
4642,2019-07-18,独家｜承兴爆雷启示录：举债百亿逆向扩张，期限错配掉入无底洞,第一财经
4643,2019-07-18,中国石油去年净利润228亿元 同比大增190%,新华网
4644,2019-07-17,中国石油股价逼近历史最低点,经济导报
4645,2019-07-17,折腾7年一无所获，中国页岩气新势力集体折戟,财经网
4646,2019-07-17,A股市场破净股一览（7月17日）,Wind
4647,2019-07-17,恒指地量小幅收跌，承兴国际控股报复性大涨超70%,Wind
4648,2019-07-17,温州中石油燃料沥青有限责任公司提供不真实统计资料案,浙江政务服务网
4649,2019-07-17,国内三大油企“牵手”合作 助力油气增储上产,央视
4650,2019-07-17,中国石油股价创6年多新低，百万散户大撤退,Wind
4651,2019-07-17,恒指低开0.54%，承兴国际控股涨近10%,Wind
4652,2019-07-16,新华能源日报【2019年7月16日】,中国金融信息网
4653,2019-07-16,湖北省恩施州集中约谈成品油供应企业,中国能源网china5e
4654,2019-07-16,富瑞：降油价预测及三桶油目标价 仍以中海油(00883)为首选 机构下调估值,智通财经
4655,2019-07-15,新华能源日报【2019年7月15日】,中国金融信息网
4656,2019-07-15,“三桶油”新能源棋局,中国能源网china5e
4657,2019-07-15,中国石油与黑龙江省签署“气化龙江”战略合作框架协议,Wind
4658,2019-07-15,中国石油与黑龙江省签“气化龙江”合作框架协议,证券时报网
4659,2019-07-15,中国石油与黑龙江省签署“气化龙江”战略合作框架协议,e公司
4660,2019-07-15,姜勇：今年我国天然气表观消费量有望突破3000亿方,中国能源网china5e
4661,2019-07-14,抢食？搅局？输血？赋能？——盘点电动汽车充电行业新角色 | 中国汽车报,中国汽车报
4662,2019-07-14,煤炭石油：油价大幅上涨 关注国内页岩油气开发,川财证券
4663,2019-07-12,机械制造：2020年确定性高增长 荐8股,中信建投
4664,2019-07-12,民营大炼化有望炼出中国的“埃克森美孚”| 行业观察,--
4665,2019-07-12,抢食？搅局？输血？赋能？——盘点电动汽车充电行业新角色,第一电动网
4666,2019-07-12,三盈柴油尾气净化装备推向全国,北京商报
4667,2019-07-11,谁说炒股不赚钱？谁又在抄底这只股票？——道达投资手记,每日经济新闻
4668,2019-07-11,中国石油位列全球最具价值品牌百强榜能源行业第五,国资委
4669,2019-07-11,最新中国企业500强出炉！房企上榜数量减少至52家,中新网
4670,2019-07-11,瑞信：料中海油(0883.HK)最受惠国家管道公司成立 下半年可续跑赢同业,格隆汇
4671,2019-07-11,中石油分拆天然气管道项目有助推高估值,财富动力网
4672,2019-07-11,提高效率共享资源“三桶油”密集合作谋上游突破,Wind
4673,2019-07-10,中石化中海油将在渤海湾北部湾等海域展开联合研究、联合勘探,澎湃新闻
4674,2019-07-10,中国石油A股股价昨跌破净资产,大众证券报
4675,2019-07-10,再度联手！中石化中海油签署合作框架协议,21世纪经济报道
4676,2019-07-10,中石化中石油在疆联手 勘探开发塔里木盆地油气资源,中国能源网china5e
4677,2019-07-09,工业综合：中石油与中石化签订联合研究框架协议,川财证券
4678,2019-07-08,两桶油“联姻”发力国内陆上油气增储上产主战场三大盆地,澎湃新闻
4679,2019-07-08,中国石油与中国石化签订联合研究框架协议,Wind
4680,2019-07-08,重磅！中国石油与中国石化签订联合研究框架协议,中证网
4681,2019-07-08,中石油中石化签署框架协议 发力增储上产,21世纪经济报道
4682,2019-07-08,中国石油集团着力推动勘探开发向高质量发展,新华网
4683,2019-07-08,中石油青海销售全面落实青海省成品油专项整治会议精神,中国能源网china5e
4684,2019-07-08,中石油进入云南20年 累计销售成品油6020万吨,中国金融信息网
4685,2019-07-08,陕西省国资委：中大中国石油项目与吉尔吉斯斯坦玛纳斯大学签订校企合作战略协议,中国能源网china5e
4686,2019-07-08,天津曝光安全违规典型 花样年中石油乐天超市登黑榜 其他违规处罚,中国经济网
4687,2019-07-07,化工：国内页岩油实现稳定开发 油价有望波动上行,川财证券
4688,2019-07-07,化工：中委广东石化炼化一体化项目2000万吨炼油装置开工建设 荐4股,中信建投
4689,2019-07-06,A股20年，十大市值龙头公司潮起潮落……5张图指明谁是下一个“茅台”！,每经网
4690,2019-07-06,两大国企联手，欲扭转陕北“窝气”困局 陕西国资重组加速 延长石油或将控股陕西燃,中国经营报
4691,2019-07-05,国内成品油市场竞争更趋激烈 出口权有望逐步放开,股城网
4692,2019-07-04,中俄东线中段开工 建成后将大幅缓解北方用气,21世纪经济报道
4693,2019-07-04,贵州茅台续创新高市值超中石油 白酒股集体高潮,佳酿网
4694,2019-07-04,中油工程(600339.SH)拟中标10.7亿美元中国石油伊拉克公司关于GPP项目EPC总承包及运行维护项目,格隆汇
4695,2019-07-04,上半年27家上市公司股东换购ETF 市值127亿元,证券时报
4696,2019-07-04,欧佩克再减产9个月油价却应声大跌：原油市场风向标变了？,21世纪经济报道
4697,2019-07-03,延长陕燃重组影响市场几何（行业观察）,中国能源网china5e
4698,2019-07-03,【权益变动】中国石油(00857-HK)被摩根大通减持6090.8万股,财华社
4699,2019-07-03,郭施亮:平安、茅台跻身总市值前五，近十年A股市值排名发生什么变化？,中财网
4700,2019-07-02,"石油化工行业周报:原油紧张及关注OPEC+会议动态,PTA高盈利下的长周期价格回顾与展望",申万宏源
4701,2019-07-01,站稳千元大关 贵州茅台收盘报1031元 市值超越中石油、农行,重庆商报
4702,2019-07-01,12745亿！贵州茅台总市值超中石油、农行 跃居A股第四,中新经纬
4703,2019-07-01,贵州茅台(600519.SH)总市值超中石油、农行 跃居A股第四,格隆汇
4704,2019-07-01,中意财险连续三年亏损近2亿 股东关联业务减少谋转型突围 亏损,长江商报
4705,2019-06-29,中国石油副总裁：去年对供北京的燃气补贴60亿元，降价保供,澎湃新闻
4706,2019-06-28,中远海特(600428.SH)：中远海运石油获注入华海公司,格隆汇
4707,2019-06-28,中远海能(01138.HK)为解决同质化竞争 华海公司获注入中远海运石油,格隆汇
4708,2019-06-28,6股主力资金净流入超亿元,证券时报
4709,2019-06-28,"6月机械设备行业动态报告:5月挖掘机销量略有下滑,科创板相关公司注册生效提振高端装备制造业景气度 盈利能力下降",证券之星
4710,2019-06-27,见证历史！贵州茅台盘中突破1000元！买一手要10万，茅台这18年经历了什么？,21世纪经济报道
4711,2019-06-27,A股进入中报时间！行业回暖成关键词，5要素透露玄机,Wind
4712,2019-06-27,贵州茅台：A股诞生史上第一只千元股，市值直逼中国石油！,格隆汇
4713,2019-06-24,5万吨酒“打败”1.2亿吨油 茅台市值已超越中石油,新浪
4714,2019-06-24,股市每日谈：垃圾股掀涨停潮 画风有点辣眼睛,网易
4715,2019-06-24,中远海能(01138.HK)拟将所持华洋和华海公司股权整合至中远海运石油,格隆汇
4716,2019-06-24,化工：原油或去库存及进入消费旺季 荐12股,申万宏源
4717,2019-06-24,茅台距千元大关就差3毛钱 市值超中石油,中证报
4718,2019-06-22,中国石油独山子石化分公司党委原书记付德新接受纪律审查和监察调查,Wind
4719,2019-06-21,小摩增持中石油(00857)8039万股，每股作价4.28港元,智通财经
4720,2019-06-21,"油田服务与装备制造业前瞻:周期再起,涅槃者再出发",申万宏源
4721,2019-06-21,"2019年机械行业中期策略报告:聚焦细分行业,精选龙头白马",信达证券
4722,2019-06-20,中国石油(601857.SH)拟每10股派0.9元 股权登记日6月27日,格隆汇
4723,2019-06-20,花旗看好中国燃气板块 六股腾飞在即掘良机,中证报
4724,2019-06-19,2019年中国炼化行业市场现状及发展趋势分析 产能过剩严重，一体化发展是必然趋势,前瞻研究院
4725,2019-06-18,四点说明大盘应该向上,中财网
4726,2019-06-18,中石油新疆油气大开发 4.5亿项目招标,中国能源网china5e
4727,2019-06-18,"石油化工行业周报-天然气液NGL,不可忽视的油价影响因素",申万宏源
4728,2019-06-17,中国石油在疆累计生产原油5587.8万吨,中国能源网china5e
4729,2019-06-16,化工：保障国家能源安全需要成立国家管网公司,川财证券
4730,2019-06-14,中石油强化油气增储 研判风险落实管控措施,慧聪网
4731,2019-06-14,中石油专属财产保险注册资本金增加至60亿元,中证网
4732,2019-06-14,国家油气管网公司或于8月挂牌 组建模式参照中国铁塔,中国能源网china5e
4733,2019-06-14,中油资本子公司拟向中油财务增资,中证网
4734,2019-06-13,（上市公司人事）张伟任中国石油副董事长,中国经济网
4735,2019-06-13,中石油：联合集团和中油资本增资中油财务 增资221亿,新浪
4736,2019-06-13,中国石油：拟携公司关联方增资中油财务 增资总额达221亿元,中证网
4737,2019-06-13,中国石油：拟联合中国石油集团和中油资本有限增资中油财务,金融界
4738,2019-06-13,中国石油：拟联合两关联方增资中油财务，增资总额超220亿元,Wind
4739,2019-06-13,中俄再次合作开发北极大型液化天然气项目：中石油中海油入股,欧浦钢铁网
4740,2019-06-13,史上最大的泡沫？,德邦证券微资讯
4741,2019-06-13,中国石油重庆违法收费587万 主动退款获从轻处罚 其他违规处罚,中国经济网
4742,2019-06-12,A股史上最快 ST康美从千亿市值到百亿级市值仅用154天,证券时报
4743,2019-06-11,【东兴化工】能源开采天然气专题系列报告:天然气供给端非常规气和进口LNG发展加速,东兴化工产业洞见
4744,2019-06-11,换购ETF成风 红线压顶需提防超载减持 减持股份,红周刊
4745,2019-06-11,2019年中国石油化工行业细分市场现状及发展前景 各细分领域将继续保持增长态势,前瞻研究院
4746,2019-06-11,财闻点金：国内最大原油稀土生产基地建成 高灵敏石墨烯触觉传感取得突破,巨丰财经
4747,2019-06-10,中国石油与诺瓦泰克股份公司签署合作协议,e公司
4748,2019-06-08,【安信中小盘】6.10-6.14新股申购一览,AX中小盘研究
4749,2019-06-07,中俄再次合作开发北极大型液化天然气项目：中石油中海油入股,澎湃新闻
4750,2019-06-06,中石油华北石化千万吨升级改造项目全面投产,Wind
4751,2019-06-05,中国石油连续20年发布《环境保护公报》,国资委
4752,2019-06-05,王者洪：加强资源与市场协同 促进长三角天然气一体化协调发展,陆家嘴金融网
4753,2019-06-04,主动Vs被动，投资者到底应该买什么类型基金？,点拾投资
4754,2019-06-04,【大行速递】中石油(00857-HK)被瑞信下调目标价 现跌1%,财华社
4755,2019-06-04,中国石油现跌近1% 遭瑞信降目标价逾两成七,新浪
4756,2019-06-03,中石油今明两年将投入319亿元，部署十大污染防治工程,澎湃新闻
4757,2019-06-03,北上资金40亿抄底股指却翻绿，原来这些资金仍在出逃,Wind
4758,2019-06-03,石油化工行业周报:看好天然气的性价比提升及需求快速增长,申万宏源
4759,2019-06-02,国内天然气价格上涨背后有隐情 关键在于推进油气领域改革,21世纪经济报道
4760,2019-06-01,西南五省非标油品占比达11% “黑油”搅局成品油市场 每吨价差超过千元,中国经营报
4761,2019-05-31,“两桶油”滋养的海湾环境IPO融资缩水3.6亿 依赖央企的财务迷局待解,华夏时报
4762,2019-05-31,油价隔晚急跌 中石油及中石化跌近2%创52周新低,新浪
4763,2019-05-31,安全问题凸显 能源战略获持续推进 3股良机,证券时报网
4764,2019-05-31,今明两年中国石油再投319亿元用于生态环境保护,中新网
4765,2019-05-31,中国石油与中核集团签署合作协议,e公司
4766,2019-05-30,中核集团：携手中国石油共同开展肯尼亚地热项目,e公司
4767,2019-05-30,"环保及公用事业周报:聚焦长江渤海治理,关注长三角协作提速需求释放",安信证券
4768,2019-05-29,中石油董事长主持召开应对中美经贸摩擦座谈会：加强自主创新力度，加速国产化,Wind
4769,2019-05-28,一路芳华 中石油300亿战略大气区初具规模,中国能源网china5e
4770,2019-05-25,化工巨头的游戏,21世纪经济报道
4771,2019-05-24,新华能源日报【2019年5月24日】,中国金融信息网
4772,2019-05-24,净增持再现！5月市场回购或回暖，产业资本在释放什么信号？,证券时报网
4773,2019-05-24,机械行业2018年报及2019一季报总结-工程机械业绩靓丽、配置价值突出,西南证券
4774,2019-05-23,昆仑能源(0135.HK)：天然气业务受益于中石油天然气批零一体化战略，首次覆盖予以“买入”评级，目标价为9.66港元,格隆汇
4775,2019-05-23,"石油开采行业5月国际原油市场点评:中东地缘局势升温,当前油价水平有支撑",申万宏源
4776,2019-05-22,五大券商周四看好6板块45股,证券之星
4777,2019-05-22,基金警惕绩差公司“绕道”减持,中证报
4778,2019-05-20,【申万石化】北美中小油气公司2019年Q1油气产量及现金流分析,申万石油化工
4779,2019-05-17,中国石油(601857.SH)：控股股东拟用4.13亿股公司股份换购工银沪深300ETF份额,格隆汇
4780,2019-05-17,中石油集团以4.13亿股中国石油换购工银沪深300ETF份额,金融界
