,2021-12-31,二线厂商齐战「宁王」，动力电池格局生变,全天候科技
7318,2018-07-25,最快一年、最慢七年，车企纷纷亮出“脱油”时间表,第一电动网
7319,2018-07-24,军工混改率先掀起第三批央企混改试点炒作大幕！,巨丰财经
7320,2018-07-24,与车企联姻，动力电池前两强扩张步调一致,赛迪网
7321,2018-07-24,自主车企五年三任擂主 战场逐渐往新能源车转移,第一财经日报
7322,2018-07-24,从高歌猛进到销量“毒药” 长安福特经历了什么？,盖世汽车
7323,2018-07-24,一汽、东风、长安合并疑云 半年财报东风占优,时代周报
7324,2018-07-24,长安汽车智能化研究院副院长何文：L2 级辅助驾驶将呈爆发式增长,雷锋网
7325,2018-07-23,长安汽车：长安福特全国销售服务机构已投入运营,证券时报
7326,2018-07-23,[增持评级]汽车和汽车零部件行业周报：北京公布新能源车地补政策,中财网
7327,2018-07-23,长安汽车发布新能源产品规划 将打造专属平台,车质网
7328,2018-07-23,长安出色完成半年考：第三次创业任重道远,21世纪经济报道
7329,2018-07-21,从“引领者”到“创业者” 长安汽车的求变之路已显成效,中国经营报
7330,2018-07-21,长安再次发力小型车，全新悦翔预售5—7万元,盖世汽车
7331,2018-07-20,长安汽车智能化研究院副院长何文：大环境“生变” 智能汽车迈入发展新阶段,盖世汽车
7332,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
7333,2018-07-20,利润增速“逆袭”吉利 WEY占比增大长城迎利润拐点,经济观察网
7334,2018-07-20,长安L3自动驾驶将含7大功能 已完成核心研发,车云网
7335,2018-07-20,不输造车新势力，传统自主车企上半年大事件汇总 | 年中盘点,和讯
7336,2018-07-20,长安汽车是如何沦为“价值陷阱”的？,新浪
7337,2018-07-20,长安汽车上半年净利预降6成:长安福特成拖累 质量投诉高发,中国网
7338,2018-07-19,合作不等于合并，一汽之后长安“辟谣”否认传闻,盖世汽车
7339,2018-07-19,6月乘用车市场分析：SUV首现负增长，哈弗H6岌岌可危，博越升势明显,汽车纵横杂志社
7340,2018-07-19,2018年上半年汽车投诉榜，一看真吓一跳！,盖世汽车
7341,2018-07-19,半年评车市 自己喊出的年销目标跪着也要达到,和讯
7342,2018-07-19,上半年销量吉利“镇场”自主品牌有个“好榜样”,网通社
7343,2018-07-19,法人代表变更：长安马自达法人由张宝林变更为袁明学,中国汽车报
7344,2018-07-18,"长安汽车半年利润猛跌六成多 ""罪魁祸首""长安福特？",国际金融报
7345,2018-07-18,6月自主品牌销量对比 吉利夺冠/上汽乘用车领涨,盖世汽车
7346,2018-07-18,长安汽车携逸动PHEV、CS75 PHEV、CS15 EV360亮相2018未来汽车展,盖世汽车
7347,2018-07-18,长安汽车半年利润腰斩 合资企业销量全部下滑,盖世汽车
7348,2018-07-17,长安汽车上半年净利暴跌六成 长安福特难逃背锅侠,澎湃新闻
7349,2018-07-17,[看好评级]2018年6月乘用车市场终端价格监测月报,中财网
7350,2018-07-17,长安汽车利润、销量齐降： 如何弥补自主、合资双短板？,21世纪经济报道
7351,2018-07-17,车企半年考自主品牌喜忧参半,北京商报
7352,2018-07-16,[增持评级]汽车和汽车零部件行业周报：中德汽车领域深度合作 关注新能源行情复苏,中财网
7353,2018-07-16,长安汽车2018年上半年净利锐减,我的钢铁
7354,2018-07-16,"长安汽车:长安福特大幅下滑,自主回升未达预期",国联证券
7355,2018-07-15,长安汽车预计今年上半年净利下降67.54%-63.21%,盖世汽车
7356,2018-07-13,长安汽车：合营企业投资收益下降 上半年净利预降逾63%,e公司
7357,2018-07-13,长安汽车：上半年预计盈利15亿元-17亿元，同比下降超六成,Wind
7358,2018-07-13,移动出行首先落地！三大汽车央企联手成立合资公司,21世纪经济报道
7359,2018-07-13,三大汽车央企再联手：一汽、东风、长安将合资建共享出行公司,澎湃新闻
7360,2018-07-13,东风汽车、一汽和长安汽车合资成立T3出行服务公司,每日经济新闻
7361,2018-07-13,这款车卸掉钣金做碰撞测试，你们猜结果如何？,和讯
7362,2018-07-13,自主三强六月销量：吉利一家独大，长城下滑 哈弗H8竟一辆未售,盖世汽车
7363,2018-07-12,6月仅一款车型破万 长安半年考刚刚达及格线,车质网
7364,2018-07-12,“入摩”不是万能的，这些MSCI成份股创年内新低(名单),证券时报
7365,2018-07-12,揭榜2018车市半年考：增速放缓背后 谁家欢喜谁家愁？,盖世汽车
7366,2018-07-12,整合新能源产业链资源 “抱团取暖”成潮流,腾讯网
7367,2018-07-11,1-6月中国汽车产销双增 SUV销量超496万辆,盖世汽车
7368,2018-07-11,长安汽车跌3.82%，创年度新低，报8.06元,腾讯网
7369,2018-07-11,[看好评级]汽车行业周报：关注逆势增长企业 新能源与轻量化将加速,中财网
7370,2018-07-11,[增持评级]电气设备与新能源行业周报：光伏价格企稳 动力电池回收步入快车道,中财网
7371,2018-07-11,共49款车型 第7批新能源车推广目录,汽车之家
7372,2018-07-11,剥离座椅业务 比亚迪“开放”战略落地,北青网
7373,2018-07-11,长安汽车 开启智能新时代,中国商报
7374,2018-07-11,汽车产业日报：磷酸铁锂电池市场竞争将进一步加剧,中财网
7375,2018-07-11,与蔚来、腾讯合资后，再与华为、比亚迪联手，长安究竟要干啥？,盖世汽车
7376,2018-07-11,车企“期中考”成绩出炉，这几位“期末考”恐难及格,第一电动网
7377,2018-07-10,长安睿骋CC去除车身覆盖件碰撞试验成功,凤凰网
7378,2018-07-10,长安汽车6月销量下滑19.1% 长安福特跌幅超50%,盖世汽车
7379,2018-07-10,[同步大市-A评级]汽车行业周报：“双积分”交易平台正式上线 倒逼车企加速向新能源转型,中财网
7380,2018-07-10,长安汽车6月销量近14万辆 新能源系列增长26.4%,网通社
7381,2018-07-10,[中性评级]新能源行业周报：双积分交易启动 预期差中布局龙头,中财网
7382,2018-07-10,[强于大市评级]新能源汽车行业动态跟踪第139期：比亚迪与长安成立动力电池合资公司,中财网
7383,2018-07-10,上半年拿下超80万辆业绩，长安守住自主品牌“销冠”宝座,盖世汽车
7384,2018-07-10,自主阵营分化加剧 长安、海马退步,第一财经日报
7385,2018-07-10,6月乘用车销量前十企业出炉：上汽大众蝉联榜首 自主仅剩吉利、长安在列,盖世汽车每日速递
7386,2018-07-10,自主品牌进入“圈层”战：长安、比亚迪全链条结盟,21世纪经济报道
7387,2018-07-10,新能源汽车行业周报:工信部启动乘用车企业“双积分”交易,渤海证券
7388,2018-07-09,长安汽车：新能源汽车6月销量8908辆 较上月增加1858辆,e公司
7389,2018-07-09,长安汽车与比亚迪二度牵手的“内幕” | 中国汽车报,中国汽车报
7390,2018-07-09,[优大于势评级]中小市值组新能源汽车周报：比亚迪电池外供实现突破 执行期高续航车型表现良好,中财网
7391,2018-07-09,从单枪匹马到抱团作战，长安、比亚迪的牵手为哪般？,第一电动网
7392,2018-07-09,第二代逸动发来了一份“秘籍” 请注意查收,腾讯网
7393,2018-07-09,比亚迪/宁德时代争相与车企“联姻”为哪般？,高工锂电
7394,2018-07-09,一汽、长安和东风合作转型 进入共享等行业,车质网
7395,2018-07-09,中航锂电配套长安逸动EV460 续航510公里,高工锂电
7396,2018-07-09,长安与比亚迪“握手言欢”，这背后的深意是什么？,第一电动网
7397,2018-07-09,【中金汽车】周报：工信部公布车企双积分；对美正式加征关税,金车研究
7398,2018-07-09,深评：如何看待比亚迪长安合作电池业务,汽车之家
7399,2018-07-09,"22018年机械行业周报7月第2期:2028年全球光纤激光器达89亿美元,加强环境治理利好检测行业",证券之星
7400,2018-07-09,新能源汽车行业周报:正极材料价格继续下调,开源证券
7401,2018-07-08,[买入评级]比亚迪(002594)简评：比亚迪与长安汽车成立动力电池合资公司 电池外供空间广阔,中财网
7402,2018-07-08,第二代逸动EV预售11.99万起，长安新能源3款新车公布售价,盖世汽车
7403,2018-07-07,睿骋CC等两大新品遇挫 长安汽车转型之路依然漫长,国际金融报
7404,2018-07-07,央企改革提速长安、一汽、东风三大汽车集团重组资产,中国经营网
7405,2018-07-06,一汽、东风、长安签署T3物流战略合作协议,凤凰网
7406,2018-07-06,开放股比(三)六家国有车企冲击最大,汽车之家
7407,2018-07-06,采购发动机“换”电池订单 比亚迪长安相互“绑定”成同盟,经济观察网
7408,2018-07-06,长安汽车跌2.47%，创年度新低，报8.28元,腾讯网
7409,2018-07-06,比亚迪与长安汽车达成全面战略合作伙伴关系,证券时报网
7410,2018-07-06,共建电池厂 长安与比亚迪各打什么算盘？,盖世汽车
7411,2018-07-06,调整战略中的比亚迪正持续向外界开放它的资源,盖世汽车
7412,2018-07-06,长安汽车跌2.83%，创年度新低，报8.25元,腾讯网
7413,2018-07-06,长安最新产品规划曝光 推六款新车/一半为SUV,中金在线
7414,2018-07-06,长安汽车与华为签署战略协议 共筑汽车智能化未来,凤凰网
7415,2018-07-06,汽车行业日报：汽车产业投资管理规定将出,中财网
7416,2018-07-06,长安汽车跌1.06%，创年度新低，报8.40元,腾讯网
7417,2018-07-06,[买入评级]比亚迪(002594/01211.HK)重大事项点评：携手长安汽车 突破电池外供,中财网
7418,2018-07-06,长安与比亚迪强强联合 将在重庆生产动力电池,车质网
7419,2018-07-06,长安/比亚迪合作研发电池 将推出首款产品,车质网
7420,2018-07-06,【中金汽车】比亚迪股份：携手长安汽车，动力电池中性化取得实质突破,金车研究
7421,2018-07-05,重磅！落地！比亚迪：牵手长安和佛吉亚，全面开放供销体系【安信汽车】,AX汽车研究
7422,2018-07-05,长安与比亚迪签署战略合作协议 将成立动力电池合资公司,凤凰网
7423,2018-07-05,比亚迪联手长安对抗宁德时代 动力电池战场硝烟弥漫,第一财经
7424,2018-07-05,王传福朱华荣同框 比亚迪长安汽车斥50亿建电池公司,新浪
7425,2018-07-05,长安汽车与比亚迪达成战略合作 拟成立动力电池合资公司,证券时报网
7426,2018-07-05,长安汽车与比亚迪宣布共同成立动力电池合资公司,金融界
7427,2018-07-05,与长安汽车签署战略合作，比亚迪外供电池开始接单了！,第一电动网
7428,2018-07-05,被长安寄予厚望的睿骋CC，销量缘何难有起色,盖世汽车
7429,2018-07-05,长安汽车与比亚迪电池合资合作正式签约,汽车之家
7430,2018-07-05,联手长安 比亚迪吹起反攻号角比亚迪要小心了,维库电子市场
7431,2018-07-05,长安汽车联手华为 打造车轮上的5G网联新世界,重庆商报
7432,2018-07-05,比亚迪与长安汽车展开合作 成立动力电池公司,微信
7433,2018-07-05,长安与华为签署协议 开发5G汽车互联技术,车质网
7434,2018-07-05,长安、北汽、海马都选择在2025年停售燃油车，有何玄机？,第一电动网
7435,2018-07-05,第三次创业引入强力“外援”，长安牵手华为打造智能新平台,第一电动网
7436,2018-07-05,长安汽车联手华为瞄准5G领域,北京商报
7437,2018-07-04,长安汽车与华为战略合作 将建立联合创新中心,e公司
7438,2018-07-04,长安联手华为 合作建设车联网标准体系,腾讯网
7439,2018-07-04,【会员资讯】长安汽车联手华为共创5G新生活,中汽协
7440,2018-07-04,深谙中国驾驶场景 ，长安占领智能化发展制高点,第一电动网
7441,2018-07-03,[买入评级]汽车行业周报：新能源汽车国家监管平台已完成建设,中财网
7442,2018-07-03,上汽2017年日均收入23.5亿元，是腾讯的3.6倍！汽车企业真这么赚钱吗？,盖世汽车
7443,2018-07-03,长安携手比亚迪 在动力电池方面展开合作,车质网
7444,2018-07-03,科力远拟收购混合动力子公司股份 合作方“吉利系”拟清仓退出,每日经济新闻
7445,2018-07-03,"汽车与汽车零部件行业:电池电机双增长,新能源汽车持续向好",国元证券
7446,2018-07-02,铁将军IPO：抱上广汽和长安“大腿”，毛利率下降明显,斑马消费
7447,2018-07-02,"上半年召回:问题气囊波及百万辆 ""机油门""一波三折",中国经济网
7448,2018-07-01,一张1.628亿的罚单 长安福特能否知错就改,华夏时报
7449,2018-06-30,长安称与铃木分手为不实消息 长安铃木前5个月销量骤跌47%,经济观察网
7450,2018-06-30,大众福特携手 汽车企业“抱团取暖”,中国经营网
7451,2018-06-29,否认收购铃木股权 长安汽车官方声明,汽车之家
7452,2018-06-29,辟谣！铃木还没退出中国！长安并未收购铃木所持股份 | 中国汽车报,中国汽车报
7453,2018-06-29,铃木不再持有合资公司股份 退出中国市场成定局,盖世汽车
7454,2018-06-29,长安汽车收购铃木持有的长安铃木股份,车质网
7455,2018-06-29,品牌继续经营 铃木不再持长安铃木股份,汽车之家
7456,2018-06-29,投资新规拟划归燃油车 PHEV到底该算哪头？,中国汽车报
7457,2018-06-29,长安收购日方股份保留品牌，铃木在华25年合资历史就此终结,盖世汽车
7458,2018-06-28,2800点现重磅信号：基金冠军东方红“出手抄底”,中国基金报
7459,2018-06-28,睿骋逸动换代首战失利 长安汽车如何才能逆风翻盘？,经济观察网
7460,2018-06-28,[互动]长安汽车回应获军方装备资格证书传言：不属实,全景网
7461,2018-06-27,数说丨赛点来了！长安、长城已被吉利“套圈”，上汽趁机埋头追赶,每日经济新闻
7462,2018-06-27,长安汽车年报推10派4.46元 股权登记7月5日,金融界
7463,2018-06-27,今后10年 长安汽车智能化投入将达200亿元,中金在线
7464,2018-06-26,挑战“纯电极限” 逸动EV460出征2018环青海湖电动车挑战赛,腾讯网
7465,2018-06-26,铃木转型动力不足：或被合资伙伴长安抛弃?,21世纪经济报道
7466,2018-06-25,[推荐评级]乘用车交强险数据点评：5月份乘用车上险数170万辆 同比下滑2.4%,中财网
7467,2018-06-25,长安汽车砸下200亿的南京新能源生产基地动工了,中金在线
7468,2018-06-25,"电力设备与新能源行业周报:电动车旺季在即龙头迎反转,制造业投资加速显示工控高景气",东吴证券
7469,2018-06-23,欢笑背后也有没落身影，中国500强车企几家欢喜几家愁,盖世汽车
7470,2018-06-22,香格里拉计划落地 长安新能源工厂将投产,车质网
7471,2018-06-22,长安自动驾驶：完成系统开发、普及L2技术,车质网
7472,2018-06-22,不忘初心，勇往直前，长安汽车加快转型升级步伐！,腾讯网
7473,2018-06-22,EV晨报 | 外资负面清单7月1日前发布；长安汽车200亿新能源车项目动工；国能汽车上海筹建电动车厂,第一电动网
7474,2018-06-21,投资200亿 长安新能源汽车生产基地江宁开工,车质网
7475,2018-06-21,长安铃木解散后宗申接盘 铃木退出中国,车质网
7476,2018-06-21,长安南京基地正式开工建设 年产能24万,爱卡汽车
7477,2018-06-21,改革开放40年 看中国汽车市场“72变”,爱卡汽车
7478,2018-06-21,为33款新能源车撑腰 长安新工厂2020年中投产,网通社
7479,2018-06-21,长安福特销量腰斩 新高管能否重振？,新京报
7480,2018-06-21,长安200亿新能源车项目动工,北京商报
7481,2018-06-20,定位跟不上中国市场发展 铃木正与长安汽车协商撤资?,国际金融报
7482,2018-06-20,日媒曝铃木正与长安协议离婚 准备彻底退出中国市场,澎湃新闻
7483,2018-06-20,投200亿元 长安汽车南京新能源项目动工,汽车之家
7484,2018-06-20,长安品牌五月销量近12万辆 增长11.7%,爱卡汽车
7485,2018-06-20,工信部公告第十八批免征车辆购置税的新能源汽车车型目录,Wind
7486,2018-06-18,长安“第三次创业” 不只是说说而已,车质网
7487,2018-06-16,并网销售实施在即 福特汽车产品力待提升,中国经营网
7488,2018-06-15,5月乘用车市场分析：SUV的好日子到头了吗？哈弗H6瘦死的骆驼比马大,汽车纵横杂志社
7489,2018-06-15,重庆车展对于长安来说不单是主场 更是考场,车质网
7490,2018-06-15,参股长安、东风、一汽合并后新公司？吉利汽车：传言不实,每日经济新闻
7491,2018-06-14,[路演]东安动力：主要客户为北汽集团和长安汽车,全景网
7492,2018-06-14,5月自主“三国杀”排位再生变，吉利增速近6成继续领跑,盖世汽车
7493,2018-06-13,[买入评级]汽车行业动态周报：乘联会数据显示 我国5月乘用车销量180.3万辆 同比增长3.9%,中财网
7494,2018-06-13,2018CWG中国电子竞技冠军赛新闻发布会在重庆举行,腾讯网
7495,2018-06-13,实现从生产到客户端无缝对接 ———马钢冷轧总厂“一对一”精准服务小记,钢铁新闻网
7496,2018-06-13,近期六款新车上市 各具特点争用户,北京晨报
7497,2018-06-13,吉利领衔5月自主销量 同比激增59%/累计超60万辆,网通社
7498,2018-06-12,长安汽车5月销量超11.9万辆 同比增长11.7%,车讯网
7499,2018-06-12,长安汽车推进全面整合：合资板块将引入自主车型,21世纪经济报道
7500,2018-06-12,国内SUV增幅全面落后轿车长安悦翔谋取小型车销量切口,证券日报
7501,2018-06-11,5月中国汽车产销均超去年同期 轿车增幅高于SUV,盖世汽车
7502,2018-06-11,第三代悦翔能否为长安再战下一城？,车质网
7503,2018-06-11,CS35再破万，长安汽车5月同比增长11.7%,盖世汽车
7504,2018-06-09,打造爆款 长安汽车的核心目标,车质网
7505,2018-06-09,从自主一哥到智能一哥，长安汽车凭什么总是拔尖？,和讯
7506,2018-06-09,长安汽车5月销量近12万辆 同比增长11.7%,网通社
7507,2018-06-08,“三大”再次释放合并信号 中国千万级汽车巨头将诞生？,华夏时报
7508,2018-06-08,付于武：汽车行业绝对不是升级，而是转移,凤凰网
7509,2018-06-08,仍以性价比取胜 长安第三代悦翔起售或低于5万元,盖世汽车
7510,2018-06-08,福特全国销售服务机构高层任命出炉，经销商暂未接到整合通知,和讯
7511,2018-06-07,长安福特崛起·人事篇 长安和福特联合宣布全新销售机构高层任命,盖世汽车
7512,2018-06-07,共52款车型 第6批新能源车推广目录,汽车之家
7513,2018-06-07,李宏鹏、曹振宇分任一二把手 福特“全国销售服务机构”浮出水面,经济观察网
7514,2018-06-07,长安福特新建全国销售服务机构,新浪
7515,2018-06-07,第6批新能源汽车推荐目录发布，云度ππ/北汽EU5等353款车型入榜,第一电动网
7516,2018-06-07,福特全国销售服务机构7月正式运营 李宏鹏任总裁,每经网
7517,2018-06-07,这回可牛了！前马自达首席设计师加盟长安设计部门,盖世汽车
7518,2018-06-07,李宏鹏任总裁，长安汽车和福特汽车联合宣布全国销售服务机构高层任命,第一电动网
7519,2018-06-06,第三代悦翔 “省油、省钱、省心”打造新国民家轿,盖世汽车
7520,2018-06-06,李宏鹏曹振宇携手搭档 长安与福特联合宣布高层任命,网易
7521,2018-06-06,长安福特设立全国销售服务机构 李宏鹏及曹振宇出任高管,腾讯网
7522,2018-06-06,[推荐评级]汽车行业周报：吉利宣布博瑞GE上市 竞争一触即发,中财网
7523,2018-06-06,长安汽车：产品进入生命周期末端导致业绩下滑,中证网
7524,2018-06-06,车界观察：各大车企结盟冲击未来市场,爱卡汽车
7525,2018-06-06,朱华荣：长安汽车计划2020年进军欧美市场,第一电动网
7526,2018-06-05,未来3年将投放12款新车，欧尚汽车开启高端化转型之路,和讯
7527,2018-06-05,欧尚新产品规划 至2021年推10-12款新车,车质网
7528,2018-06-05,BYD电池2022年独立上市 CATL中签率0.093%,第一电动网
7529,2018-06-04,转型向上 欧尚汽车宣布主动退出传统燃油微面市场,凤凰网
7530,2018-06-04,江淮大众首款车下线/夏利停产/东本召回 5月车市的欢呼与唏嘘,盖世汽车
7531,2018-06-04,无偿转让 中国长安向兵器装备集团转股,爱卡汽车
7532,2018-06-04,[增持评级]汽车和汽车零部件行业周报：不惧板块回调 下行市场中坚守确定性,中财网
7533,2018-06-04,长安三位副总裁离任 为销量背锅?,南都报
7534,2018-06-04,长安汽车“动作”频频 三大汽车集团或加速融合,国际金融报
7535,2018-06-02,在与腾讯战略合作后，广汽、长安如何看待汽车智能化未来？,量子位
7536,2018-06-01,2017中国汽车年度人物&年度企业获奖榜单出炉,21世纪经济报道
7537,2018-06-01,2018中国汽车新创峰会圆满落幕｜汽车大变局：政策和新技术推动行业洗牌,21世纪经济报道
7538,2018-06-01,国家队或合并 长安股份转给兵装集团,汽车之家
7539,2018-06-01,汽车圈“三角帆”频换防，五月汽车人整装再出发,盖世汽车
7540,2018-05-31,副总裁离职、股权无偿转让 长安汽车转型加速、合并流言升温,金融界
7541,2018-05-31,合肥长安蓄力新能源汽车 二期项目将于2019年正式投产,云掌财经
7542,2018-05-31,十点一线：菲亚特撤出中国 进口车捷豹路虎降幅最大,腾讯网
7543,2018-05-31,中国长安无偿划转长安汽车21.56%股份给兵器装备集团,盖世汽车
7544,2018-05-31,[互动]长安汽车：研发实力连续10年位居行业第一,全景网
7545,2018-05-31,长安人事变动后续：龚兵另有提拔+业务整合,凤凰网
7546,2018-05-31,长安人事调整悉数到位 首要重心是业务整合,车质网
7547,2018-05-30,长安汽车控股股东国有股权无偿划转获批复,中证网
7548,2018-05-30,长安汽车：控股股东国有股权无偿划转获国资委批复,Wind
7549,2018-05-30,长安汽车：控股股东国有股权无偿划转获国资委批复,e公司
7550,2018-05-30,长安汽车副总裁离职 曾表示复合型增长速度具挑战性,第一财经
7551,2018-05-30,龚兵去职长安副总裁 国家队紧锣密鼓再升级,车质网
7552,2018-05-30,"三位副总裁同时离任 长安汽车突发人事""大地震""",中国汽车报
7553,2018-05-29,长安汽车三位副总去职背后：开启战略调整，央企合并传闻升温,澎湃新闻
7554,2018-05-29,三位副总裁离任 长安第三次创业驶上快行道,车质网
7555,2018-05-29,一汽长安东风三大车企高层频换 中国能诞生汽车巨头?,新京报
7556,2018-05-29,十点一线：江淮大众首款新车来袭 造车新势力怕了吗？,腾讯网
7557,2018-05-29,长安高层大变动 公司发布公告四高管离任,新浪
7558,2018-05-29,长安汽车发布公告 龚兵等三位副总裁同时离任,网通社
7559,2018-05-29,红旗人事再调整 长安干将陈旭接棒高放,车质网
7560,2018-05-29,长安汽车：三名副总裁同时离任,e公司
7561,2018-05-28,长安人事变动：三位副总裁离任,盖世汽车
7562,2018-05-28,[增持评级]汽车和汽车零部件行业周报：7月关税下调 进口车贸易商受益,中财网
7563,2018-05-28,"汽车行业周报:关税下降好于预期,汽车板块估值短期回升",联讯证券
7564,2018-05-27,[推荐评级]电动汽车行业点评：申报数创新高 中游产业链格局重构,中财网
7565,2018-05-26,长安汽车在俄罗斯设自营店拓展市场,Wind
7566,2018-05-26,长安汽车在俄罗斯设自营店拓展市场,新华网
7567,2018-05-26,2018年4月新能源乘用车及客车产量分析：产量同比大幅增长,盖世汽车
7568,2018-05-25,5月25日有58家公司获重要股东增减持 报喜鸟已被连续增持35次,Wind
7569,2018-05-25,晚间重要公告2018年5月25日星期五,--
7570,2018-05-25,[公司]长安汽车获重庆市拨付的1亿元财政补贴,全景网
7571,2018-05-25,长安汽车：获得1亿元重庆市财政补贴,e公司
7572,2018-05-25,广发证券汽车行业新车数据库,中财网
7573,2018-05-23,长安汽车高管：公司“入摩”意料之中,证券日报
7574,2018-05-23,【会员资讯】逸能觉醒第二代逸动开启智能魅力新篇章,中汽协
7575,2018-05-22,近350款车型 第4/5批新能源推广目录,汽车之家
7576,2018-05-22,丰田承“双积分”压力 借力广汽自主车型打开新能源市场,和讯
7577,2018-05-22,消费者买长安高配车却没空调 4S店：消费者过度维权,华商报
7578,2018-05-22,布局出行服务，能缓解车企的新能源和自动驾驶焦虑吗？,盖世汽车
7579,2018-05-22,工信部发布第4、5批新能源车推荐目录，1987款车型入选,第一电动网
7580,2018-05-22,[领先大市-A评级]国防军工行业每周观点：基本面改善和军工体制改革推进依然是军工行业主逻辑 军工板块尚有上行空间 依旧首选航空装备,中财网
7581,2018-05-22,入摩整车公司总市值7878亿元 去年分红271亿元,证券日报
7582,2018-05-22,上汽领衔 八车企跻身2018中国上市公司品牌价值榜TOP100,盖世汽车
7583,2018-05-22,刘卫东驰援长安汽车 意欲提振合资业务,时代周报
7584,2018-05-21,"汽车周报2018第11期:4月车企销量集体复苏,新能源汽车同比增长138%",正点财经
7585,2018-05-21,4月乘用车市场分析：轿车增长明显，合资品牌入侵MPV市场,汽车纵横杂志社
7586,2018-05-21,工业综合：基本面改善和军工体制改革推进依然是军工行业主逻辑 荐12股,安信证券
7587,2018-05-21,三大汽车央企最可能合作的领域是新能源,南都报
7588,2018-05-20,隐藏在数据里的楼市真相,证券市场周刊
7589,2018-05-17,PonyCar共享汽车与长安新能源百台大型交车仪式圆满完成,砍柴网
7590,2018-05-17,重组or转型？股权变更解密，未来机会看这里,--
7591,2018-05-17,[看好评级]2018年4月乘用车市场终端价格监测月报,中财网
7592,2018-05-17,"汽车行业周报18年19期:乘用车回暖趋势延续,自主分化看好龙头",国联证券
7593,2018-05-16,[同步大市评级]汽车行业A股纳入MSCI点评：增量资金提前入场 优质个股性价比提升,中财网
7594,2018-05-16,朱华荣：汽车产业发展的下一个制高点是什么,车质网
7595,2018-05-16,[推荐评级]汽车行业周报：4月车企销量集体复苏 新能源汽车同比增长138%,中财网
7596,2018-05-15,增收不增利 车企重新瓜分市场份额新一轮竞争料展开,证券时报
7597,2018-05-15,见识一下汽车行业里的“灭霸”，4月销量如是说,和讯
7598,2018-05-15,4月乘用车销量榜 吉利/长安/上汽领跑市场,网通社
7599,2018-05-15,4月乘用车销量“放榜” 吉利/长安等增长率领跑,网通社
7600,2018-05-15,4月乘用车企销量排行榜：日系走弱韩系回升 自主车企差别大,盖世汽车
7601,2018-05-14,华泰证券：新能源车产业链热度回升 配置细分领域龙头,金融界
7602,2018-05-14,一汽、东风再现高管互换,e公司
7603,2018-05-14,[推荐评级]2018年4月乘用车销量点评：4月销量同比大增12% 看好二季度高增速持续,中财网
7604,2018-05-14,这次不一样？一汽、东风与长安重组成必然,Ofweek
7605,2018-05-14,2018年4月汽车销量排行 市场反弹势头明显 SUV增速迅猛,中金在线
7606,2018-05-14,4月车企销量排名：自主品牌受日韩系企业挤压明显,盖世汽车
7607,2018-05-13,2018第十届中国汽车蓝皮书论坛在京举行 新旧造车势力合作是必然,证券日报
7608,2018-05-12,接连推出改革的福特能否赢得中国市场？,财经国家周刊
7609,2018-05-12,“国家队”车企开启新一轮人事变动,中证报
7610,2018-05-11,去除焦虑，坚定梦想——2018第十届中国汽车蓝皮书论坛在京举行,汽车商业评论
7611,2018-05-11,重磅|刘卫东雷平调离原岗 三大车企迎来又轮换防,飞灵汽车
7612,2018-05-11,一汽、东风、长安高层再换防 “国家队”或将迎来发展新局面,金融界
7613,2018-05-11,东风、一汽、长安高层频频互调 三大汽车央企人事换防升级,第一财经
7614,2018-05-11,汽车国家队三巨头合并已是在弦之箭 关注旗下公司机会,金融界
7615,2018-05-11,CS35超常发挥 长安4月销量同比增长超三成,车质网
7616,2018-05-11,吉利4月重夺桂冠，自主“三国杀”座次再生变,盖世汽车
7617,2018-05-10,长安汽车：控股股东及一致人累计增持6207万股B股 完成增持计划,e公司
7618,2018-05-10,【会员资讯】国家品牌让生活更美好 长安汽车用销量展现中国力量,中汽协
7619,2018-05-10,长安汽车4月销量超12万 同比增长近四成,网通社
7620,2018-05-10,从新CS75看：为什么长安是最成功的国有车企,车质网
7621,2018-05-10,4月汽车销量数据 | 长城哈弗H6销量疲软 比亚迪增两成 长安同比增长15.33%,盖世汽车社区
7622,2018-05-10,长安4月销量同比增长15.33% 新能源车增势显著,盖世汽车
7623,2018-05-09,布局智能出行市场，国内自主品牌如何八仙过海？,第一电动网
7624,2018-05-09,长安汽车：1-4月销量同比降15.5%,e公司
7625,2018-05-09,退出中国市场？ 长安铃木发声明否认,和讯
7626,2018-05-09,无奈之选——福特宣布终止部分轿车业务，或跟长安汽车无直接关系,Ofweek
7627,2018-05-08,【中国兵装可续期小公募】不超过20亿/3+N年（4.5%-5.8%）/联合AAA/AAA/上交所/5月11日簿记,中信建投固收家
7628,2018-05-08,“大块头”有大智慧试驾长安新CS75 1.5T自动挡,中新网
7629,2018-05-08,2025实现全面电气化，长安的第三次创业路该如何走？,和讯
7630,2018-05-08,自主品牌 向上挑战未来战略制高点,盖世汽车
7631,2018-05-07,从“香格里拉”到“北斗天枢” 长安汽车三次创业,华夏时报
7632,2018-05-07,长安汽车新蓝图：“创新创业战略”开启第三次创业,汽车纵横杂志社
7633,2018-05-07,长安汽车拟向全资子公司长安俄罗斯增资2.5亿元,金融界
7634,2018-05-07,长安铃木辟谣退出中国传闻 销量严重下滑却是事实,国际金融报
7635,2018-05-07,长安将转型科技服务型企业,新京报
