,2021-12-31,年终盘点|医药2021：白马纷纷倒下 创新药走出温室 医改重构医药投资价值逻辑,财联社
2823,2019-03-31,【东吴研究|4月金股】更上层楼：科技创新正值绽放时节,王杨策略研究
2824,2019-03-28,"长春高新:一季报预告业绩靓丽,预计金赛维持快速增长",正点财经
2825,2019-03-28,【新时代医药 崔文亮团队】长春高新：一季报业绩超预期，深耕生长激素行业未来有望保持快速增长,新时代证券研究
2826,2019-03-28,【医药-马帅】长春高新：Q1业绩大超预期，生产激素继续高增长,安信证券研究
2827,2019-03-28,【医药-长春高新(000661)】江琦、赵磊：公司点评：优势显著，预计生长激素继续保持快速增长-20190327,中泰证券研究所
2828,2019-03-28,逾六成披露年报公司筹码趋向集中，70家公司股东户数降幅超10%,证券日报
2829,2019-03-28,逾六成披露年报公司筹码趋向集中 70家公司股东户数降幅超10%,证券日报
2830,2019-03-27,政府强力扶持万亿产业 立昂技术公开1.38亿巨额订单 26家公司公布业绩报告 最高427.69%涨幅,和讯
2831,2019-03-27,首批基金年报出炉 这三大行业获基金大幅加码,天天基金网
2832,2019-03-27,【东吴医药】长春高新一季度业绩预告点评：一季度业绩维持快速增长，生长激素放量或为主要动力,微信
2833,2019-03-27,东吴证券：长春高新买入评级,东吴证券
2834,2019-03-27,长春高新技术产业（集团）股份有限公司2019年第一季度业绩预告,证券时报
2835,2019-03-27,首批基金年报揭示投资新动向 加码三行业,证券日报
2836,2019-03-27,"医药行业周报:首批科创板受理企业出台,创新投资主线明晰",渤海证券
2837,2019-03-26,暖风频吹，并购连续跑出大牛，最新名单出炉,Wind
2838,2019-03-26,"每周药事:科创板首批受理名单公布,关注对标公司",正点财经
2839,2019-03-26,长春高新：预计一季度净利润同比增长60%-80%,Wind
2840,2019-03-26,长春高新：一季度净利预增60%-80%,Wind
2841,2019-03-21,报告| 2019年2月吉林省A股上市公司市值排行榜,挖贝网
2842,2019-03-20,22家公司现QFII身影 QFII偏好绩优白马股,投资快报
2843,2019-03-20,社保与QFII同时现身13家公司 斥资逾12亿元增持10只个股,证券日报
2844,2019-03-20,37只个股股价创历史新高 16只潜力股获资金抢筹被机构看好,证券日报
2845,2019-03-20,"医药周观点:业绩浪、长期资金持续流入,医药蓝筹白马股价历史新高再新高",联讯证券
2846,2019-03-19,"医药生物行业跨市场周报:医保目录再调整启动,创新/抗癌/基药品种受益",光大证券
2847,2019-03-18,澳门金管局A股操盘术,红周刊
2848,2019-03-18,医疗保健：业绩浪 长期资金持续流入,联讯证券
2849,2019-03-15,[强于大市评级]重组蛋白药物行业专题研究：重组蛋白药物-生物药中的璀璨明珠,中财网
2850,2019-03-14,外资动向揭秘：人气股退潮，医药尽显英雄本色,Wind
2851,2019-03-13,机构最新持股名单曝光！社保基金、外资提前布局多只牛股，他们手里还持有这些个股（附名单）,证券时报网
2852,2019-03-13,"医药生物行业周观点:集采配套意见出台,关注医药结构行情",万联证券
2853,2019-03-12,融资客青睐68股，丰林集团买入占比高达43.83%,Wind
2854,2019-03-12,"医药周报2019第10期:首家医药公司正式申请拟科创板上市,制度创新带动产业创新升级",长城证券
2855,2019-03-11,深股通资金净卖出京东方A近4亿元、格力电器2.3亿元,Wind
2856,2019-03-11,风格转换 基金：这些领域值得下手买,金融界
2857,2019-03-11,上市公司社保QFII证金汇金最新持股大曝光,中国基金报
2858,2019-03-11,长春高新：股价连续涨停创历史新高 主营业务稳健,投资快报
2859,2019-03-11,机构调高120只个股至“买入”评级 三维度筛出15只绩优股,证券日报
2860,2019-03-11,三维度掘金2018年业绩 113家公司本周披露年报,证券日报
2861,2019-03-11,"医药生物行业:科创板助力,带动医药板块估值回升",东吴证券
2862,2019-03-10,[公司]长春高新股价连续涨停 公司称无应披露重大事项,全景网
2863,2019-03-10,长春高新：股价连续涨停 无应披露重大事项,e公司
2864,2019-03-09,【国信医药丨2018年报点评】长春高新：理顺股权结构，夯实成长基础,GuosenHealthcare
2865,2019-03-09,年报机构探秘(一) ：社保基金最新操作动向浮现 现身20股喜欢“抱团作战”,投资快报
2866,2019-03-09,QFII最新持仓出炉 6只重仓股今年以来浮盈12.62亿,证券日报
2867,2019-03-09,年报首批社保基金持仓股曝光 6只个股获10家以上机构集中看好,证券日报
2868,2019-03-09,年报掘金：三大机构抱团股曝光,大众证券报
2869,2019-03-08,七年后，长春高新再欲100%控股金赛药业,IPO日报
2870,2019-03-08,长春高新龙虎榜数据（3月8日）,Wind
2871,2019-03-08,长春高新：重组方案落地在即 目标价280-304元,证券时报网
2872,2019-03-08,"医药生物行业政府工作报告跟踪:减税降费,鼓励创新,利好行业长期发展",正点财经
2873,2019-03-08,机构最新持股动向曝光！社保、QFII、证金、汇金新进增持这些股,证券时报
2874,2019-03-08,长春高新拟全控金赛药业 支付方式含定向可转债,新华网
2875,2019-03-08,长春高新年报点评：理顺股权结构，夯实成长基础,国信研究
2876,2019-03-08,光大证券：长春高新买入评级,光大证券
2877,2019-03-08,长春高新复牌连续涨停，2018年净利润同比增逾五成,Wind
2878,2019-03-08,【医药-长春高新(000661)】江琦、赵磊：2018年报点评：生长激素继续快速增长，计划收购金赛剩余30%股权20190306,中泰证券研究所
2879,2019-03-08,【晨会聚焦】数字营销高增，券商交投回暖,中泰证券研究所
2880,2019-03-08,65股获券商买入评级 顺网科技目标涨幅达53.28%,Wind
2881,2019-03-08,『早安，新时代！』晨会早读2019/3/8：今日关注长春高新,新时代证券研究
2882,2019-03-08,【医药-马帅】长春高新：业绩持续高增长，拟收购金赛少数股权方案获批,安信证券研究
2883,2019-03-08,MSCI成份概念股备受资金追捧 三类机构同时持有2只个股,证券日报
2884,2019-03-08,基金精选医药股 两细分龙头被增持,金融投资报
2885,2019-03-08,【长春高新】跟踪报告：金赛业绩继续超预期，换股实质推进迎来估值提升,医心医意要健康
2886,2019-03-08,"长春高新:业绩维持高速增长,股权结构有望理顺",东北证券
2887,2019-03-07,年报业绩超预期 休息半年后长春高新股价怎么走？,第一财经
2888,2019-03-07,市场风险偏好继续，并购迎最好环境，这些必看,Wind
2889,2019-03-07,"长春高新:解决金赛股权问题,将双轮驱动高增长",正点财经
2890,2019-03-07,【天风医药】长春高新：2018年业绩增速超50%，拟购买金赛少数股权进一步提升竞争力,思医辨药
2891,2019-03-07,长春高新复牌涨停，2018年净利润同比增逾五成,Wind
2892,2019-03-07,7日公司新闻聚焦：券商2月净利大增 多家公司涨幅过大提示风险,证券时报网
2893,2019-03-07,长春高新去年净利增逾五成,全景网
2894,2019-03-07,【华泰医药代雯团队】长春高新（000661.SZ）年报点评：进击的巨头，期待桎梏解除,谈医论股丨华泰医药
2895,2019-03-07,7日最新公告透露利好 14只个股有潜力,中金在线
2896,2019-03-07,长春高新去年净利10.06亿同比增52% 董事长马骥年薪89万元,挖贝网
2897,2019-03-07,长春高新拟全资控股金赛药业 标的去年净利超11亿,证券时报
2898,2019-03-07,"长春高新2018年年报暨发行股份及可转债购买资产预案点评:生长激素业务经营超预期,收购金赛药业30%少数股权值得期待",证券之星
2899,2019-03-07,"长春高新医药生物:业绩符合预期,股价或迎戴维斯双击",西南证券
2900,2019-03-07,"长春高新18年报点评:年报表现亮丽,重大重组公告预案复牌",国金证券
2901,2019-03-07,"长春高新:业绩维持快速增长,金赛药业股权回归总公司可期,未来公司利润有望大幅增厚",东吴证券
2902,2019-03-06,长春高新拟募资收购金赛药业剩余30%股权 明日复牌,第一财经
2903,2019-03-06,公告精选：券商披露2月成绩单，海通、国泰君安净利超9亿居前；长春高新年报拟10派8元,每日经济新闻
2904,2019-03-06,长春高新(000661.SZ)10.42亿元投建长春海容广场洲际暨假日酒店项目,格隆汇
2905,2019-03-06,长春高新2018年净利超10亿 董事会通过收购金赛药业剩余30%股权案,e公司
2906,2019-03-06,长春高新：2018年归母净利润同比增逾五成 拟10派8元,中证网
2907,2019-03-06,3月6日晚间上市公司十大重磅公告,巨丰财经
2908,2019-03-06,长春高新(000661.SZ)2018年度净利润增52.05%至10.06亿元 拟每10股派8元,格隆汇
2909,2019-03-06,[快讯]长春高新:中德证券有限责任公司公司部分募集资金投资项目投产延期的核查意见 项目问题,中财网
2910,2019-03-06,长春高新：2018年净利同比增52% 拟10派8元,e公司
2911,2019-03-06,长春高新：2018年净利润同比增52%，拟10派8元,Wind
2912,2019-03-06,长春高新(000661.SZ)收购金赛药业30%股权议案获准 7日起复牌,格隆汇
2913,2019-02-28,近一个月超300只个股仍停牌 多家公募密集调整估值,国际金融报
2914,2019-02-28,医药行业周报:上海将于3月20日正式执行采购结果,渤海证券
2915,2019-02-26,53股获券商买入评级 恒华科技目标涨幅达55.84%,Wind
2916,2019-02-26,"医药生物行业周报:科创板加快,创新药产业链标的估值有望重构",西南证券
2917,2019-02-25,长春高新欲打破“骨干”子公司治理僵局 核心高管去留仍无定论,每日经济新闻
2918,2019-02-25,【天风医药】一周医讯：继续看好后续医药板块行情，关注业绩高增长标的,思医辨药
2919,2019-02-25,"医药生物行业跨市场周报:带量采购愈推进,cro创新主线愈受益",光大证券
2920,2019-02-25,"医药生物行业:两会政策决定医药产业走势,政策免疫板块仍是首选",东吴证券
2921,2019-02-25,"长春高新:拟重组金赛30%股权,有望提升公司核心价值",国金证券
2922,2019-02-24,带量采购愈推进，CRO/创新主线愈受益｜【光大医药·周报】,医心医意要健康
2923,2019-02-24,拟收购金赛药业剩余30%股权 长春高新将实现全资控股,e公司
2924,2019-02-24,长春高新：停牌公告,深交所
2925,2019-02-24,长春高新：拟收购金赛药业30%股权,Wind
2926,2019-02-24,长春高新：拟收购金赛药业30%股权,e公司
2927,2019-02-20,"医药生物行业:罕见病用药降税,长期利好罕见病用药企业",正点财经
2928,2019-02-20,医疗保健：甄选先机 荐5股,渤海证券
2929,2019-02-20,我国加强癌症筛查早诊早治 六股投资正当时,证券时报
2930,2019-02-19,"医药生物行业周报:进入年报披露期,持续布局绩优个股",华安证券
2931,2019-02-18,"医药生物行业:居民医药消费需求依旧刚性,紧抓业绩高增长个股",东吴证券
2932,2019-02-18,医药生物行业周报:主线优质龙头仍是首选,光大证券
2933,2019-02-13,"医药生物行业2019年2月月报:政策明朗,兼顾安全与成长性",东莞证券
2934,2019-02-11,报告 | 2018年吉林省上市公司市值排行榜,挖贝网
2935,2019-02-10,冰雪消融，静待春暖花开 |【光大医药·周报】,医心医意要健康
2936,2019-02-02,【中信证券 | 消费】从持仓结构看消费产业,麦高玩乐游
2937,2019-01-31,"医药行业周报:创新药产业链为长期主题,重点推荐恒瑞医药、药石科技",西南证券
2938,2019-01-31,"医药生物行业《关于加强公立医院绩效考核工作的意见》政策点评:腾笼换鸟思路未变,管理精细化促医疗价值回归",光大证券
2939,2019-01-30,医药行业周报:三类医药股的不同投资策略,正点财经
2940,2019-01-29,权益仓位普降，地产行业占比显著提升——2018年公募基金四季报分析,鲁明量化全视角
2941,2019-01-29,创新药产业链主题性机会凸显 10只概念股获机构推荐,证券日报
2942,2019-01-28,明日最具爆发力六大牛股(1.28),中财网
2943,2019-01-28,"每周药事2019年第5周:板块需要信心,继续看好超跌错杀个股",正点财经
2944,2019-01-28,"东吴医药行业周观点:把握2019q1医药股估值修复行情,继续推荐流感主题",东吴证券
2945,2019-01-25,中证报头版：基金“弃”外资“取”，海外机构加速布局A股,中证报
2946,2019-01-25,基金抛售医药股 持仓市值减少200亿,金融投资报
2947,2019-01-25,"医药行业周报:利空政策落地,近期有望止跌回升",西南证券
2948,2019-01-23,基金去年四季度增持万科A减持贵州茅台,证券时报
2949,2019-01-23,"食品饮料行业4Q18基金持仓情况分析:白酒持仓回落,食品稳中布局",长城证券
2950,2019-01-22,长春高新：预计生长激素继续保持快速增长 买入评级,和讯
2951,2019-01-22,"医药生物行业周报:带量采购定调稳健推广,悲观预期有望逐步修复",光大证券
2952,2019-01-21,"医药生物行业周报:从现在开始不再悲观,短期和中长期也许都是底部",正点财经
2953,2019-01-21,长春高新:核心子公司金赛药业2018年继续实现快速增长,中证网
2954,2019-01-21,医药行业:国家集采试点方案重振市场信心,东吴证券
2955,2019-01-19,最悲观的时刻正在过去 基金重仓医药股业绩增长强劲,金融投资报
2956,2019-01-18,"医药生物行业:国家集采文件落地,顶层制度建设出台",中证网
2957,2019-01-18,医药板块全线走强，华海药业冲击涨停,Wind
2958,2019-01-17,55股获券商买入评级 全志科技目标涨幅达63.21%,Wind
2959,2019-01-16,长春高新：预计生物制药板块将维持高增长 强烈推荐投资评级,和讯
2960,2019-01-16,明日最具投资机会六大牛股一览（2019年1月16日）,中财网
2961,2019-01-15,[快讯]长春高新公布年度业绩预告,中财网
2962,2019-01-15,[快讯]长春高新发布解除质押公告,中财网
2963,2019-01-15,"长春高新:业绩符合预期,金赛预计保持较快增长",中证网
2964,2019-01-15,【长春高新】2018年度业绩预告点评：金赛持续高增长，业绩符合预期,微信
2965,2019-01-15,长春高新2018年净利最高10.6亿元 比上年同期上升60%,挖贝网
2966,2019-01-15,【医药-长春高新(000661)】江琦、赵磊：公司点评：业绩靓丽，预计生长激素继续保持快速增长-20190114,中泰证券研究所
2967,2019-01-14,[快报]长春高新2018年度净利预增60% 多家公司公布业绩-更新中,中财网
2968,2019-01-14,长春高新：预计2018年度净利润同比增长40%-60%,Wind
2969,2019-01-14,长春高新：2018年度净利预增40%-60%,e公司
2970,2019-01-14,"医药生物行业周报:Me-too价格战悄然开打,综合实力更显重要",光大证券
2971,2019-01-14,"医药生物行业周报:创新药逻辑不变,医疗器械受青睐",西南证券
2972,2019-01-09,【2019年重点个股】长春高新：生长激素龙头，量价齐升高速增长,医心医意要健康
2973,2019-01-09,医药行业周报:卫健委部署2019年卫生健康改革十大重点任务,渤海证券
2974,2019-01-09,医药行业周报:“轻药重医”为正道,西南证券
2975,2019-01-09,"医药生物行业周报:谨慎为上,继续布局非药个股",华安证券
2976,2019-01-08,"2019年1月医药行业投资策略:“轻药重医”为正道,首推医疗器械板块",西南证券
2977,2019-01-08,"医药行业周观点:2019推荐配置具备消费属性的医药标的,持续推荐长春高新、我武生物等标的",东吴证券
2978,2019-01-07,"医药生物行业2019年度A+H策略报告:大破大立,不经一番寒彻骨,怎得梅花扑鼻香",光大证券
2979,2019-01-02,"每周药事2019年第1周:除旧迎新,乐见反弹",正点财经
2980,2019-01-02,"医药生物行业周报:医保局调结构被数据验证,大破大立下拥抱创新升级",光大证券
2981,2018-12-27,"东吴医药行业周观点:首个国产PD-1获批上市,药政持续改革加快创新药进程",东吴证券
2982,2018-12-24,医药板块集体复苏，多只医药白马股大涨,Wind
2983,2018-12-24,"医药行业周报:“药”保守,“轻药重医”为正道",西南证券
2984,2018-12-24,医药生物行业周报:从“浙江模式”看耗材集采趋势,光大证券
2985,2018-12-21,"医药行业周报:有奖举报医保欺诈行为,长期利好药店连锁龙头",渤海证券
2986,2018-12-19,深港通十大成交活跃股排名（12月19日）,Wind
2987,2018-12-19,"长春高新:净利润增长72.2%,相对估值重回历史底部",正点财经
2988,2018-12-19,"医药行业周观点:带量采购试点落地、辅助用药管理通知出台,政策主导医药板块加速完成调整",东吴证券
2989,2018-12-17,"医药生物行业:国家级辅助用药目录将出台,医保转移利好刚性用药企业",广发证券
2990,2018-12-17,"医药生物行业周报:政策多发扰动期,建议关注品牌中药的配置价值",光大证券
2991,2018-12-17,医药行业2019年年度投资策略报告:继续看好创新药企及细分领域龙头企业的发展,渤海证券
2992,2018-12-16,几乎不受“带量采购”影响的5类药,巨丰财经
2993,2018-12-14,"医药生物行业周报:仿制药迎变局,把握确定性投资机会",华安证券
2994,2018-12-12,"东吴医药行业周观点:“4+7”带量采购落地,25个中标品种平均降幅达52.2%,医药板块加速出清",东吴证券
2995,2018-12-11,"长春高新:医药业务维持高增长,业绩符合预期",方正证券
2996,2018-12-10,豪气！高溢价易主再现，资本大戏才刚刚上演,Wind
2997,2018-12-10,"医药生物行业周报:带量采购降价超预期,板块进入估值重构和结构分化期",光大证券
2998,2018-12-05,5日潜力排行榜居前的板块(附股),证券之星
2999,2018-12-04,A股市场各大指数成份股密集调整 6股成多个指数新宠,证券时报
3000,2018-12-04,"医药生物行业周报:带量采购结果即将公布,紧握不确定中的确定增量",光大证券
3001,2018-11-29,31股获券商买入评级 比音勒芬目标涨幅达57.50%,Wind
3002,2018-11-28,长春高新：生长激素放量 疫苗板块向好 公司进入高速增长期,东吴证券
3003,2018-11-26,史上最严！高送转竞猜游戏生变，后市怎么办？,Wind
3004,2018-11-26,"医药生物行业周报:药店分级意见稿出台,坚守细分景气龙头",光大证券
3005,2018-11-23,午间公告：长春高新实控人变更为长春新区国资委,Wind
3006,2018-11-23,午间公告：长春高新实控人变更为长春新区国资委,e公司
3007,2018-11-22,试点带量采购模式落地 医药生物板块领跑两市,大众证券报
3008,2018-11-21,医药股午前上攻，沃森生物大涨7%,Wind
3009,2018-11-14,华泰柏瑞年内过半权益基金亏损超10% 9只跌幅超20%,中国经济网
3010,2018-11-12,医疗保健：鼓励创新与加强监管并存 寻找确定性投资机会,中信建投
3011,2018-11-09,"医药生物行业研究简报:境外新药上市加快,深圳gpo细则公布",国联证券
3012,2018-11-08,"长春高新2018三季报点评:业绩符合预期,制药业务高增长持续",正点财经
3013,2018-11-07,"长春高新:投资者交流会纪要-治理结构有望改良,三季报持续高增长",正点财经
3014,2018-11-07,医疗保健：精选高景气 荐6股,国海证券
3015,2018-11-06,医药生物行业深度研究:新版基药目录出台体现用药升级趋势,正点财经
3016,2018-11-05,医疗保健：创新升级大势所趋 荐9股,中信建投
3017,2018-11-04,权益类新基金建仓速度分化,红周刊
3018,2018-11-01,数量严重缩水 百元股仅剩4只,北京商报
3019,2018-11-01,仅剩4只 百元股阵营告急,北京商报
3020,2018-11-01,医药生物行业周报:走出黎明前的“至暗时刻”,光大证券
3021,2018-11-01,"医药生物行业:新版基药目录公布,流感防控进入日程",国联证券
3022,2018-10-31,长春高新：10月30日融资余额为6.82亿元，较前一日骤降5.86%,Wind资讯
3023,2018-10-29,"医药生物行业:新版基药目录发布,关注受益品种",正点财经
3024,2018-10-29,日常消费品：重仓比例略回落 荐4股,长城证券
3025,2018-10-29,机构调研三季报绩优股 医药板块关注度提升,中证报
3026,2018-10-29,中证报头版：公募基金三季度大手笔增持金融板块,中证报
3027,2018-10-28,医疗保健：长线战略资金逢机遇 荐9股,西南证券
3028,2018-10-26,"医药行业政策点评:新版基药目录发布,优化结构、提升质量",西南证券
3029,2018-10-25,长春高新获81家机构投资者调研，透露旗下多项目进展顺利,Wind
3030,2018-10-25,153股获券商买入评级 璞泰来目标涨幅达93.06%,Wind
3031,2018-10-24,长春高新放量跌超8% 三机构席位抛售超1亿元,第一财经
3032,2018-10-24,长春高新放量大跌 三机构席位卖出1.15亿元,国际金融报
3033,2018-10-24,长春高新：今年水痘疫苗产品销售额创历史上最高,e公司
3034,2018-10-24,龙虎榜：长春高新跌超8% 机构资金博弈激烈,e公司
3035,2018-10-24,长春高新龙虎榜数据（10月24日）,Wind
3036,2018-10-24,长春高新放量跌超8%，深股通、机构、中信证券北京总部均卖出,Wind
3037,2018-10-23,10月23日有29家公司获重要股东增减持 汉钟精机已被连续增持103次,Wind
3038,2018-10-23,长春高新：业绩符合预期，制药业务高增长持续,国泰君安
3039,2018-10-23,长春高新董事会秘书张德申增持0.38万股,挖贝网
3040,2018-10-23,医药行业：板块估值进入可投资区间静待市场反转,联讯证券
3041,2018-10-23,78股获券商买入评级：闰土股份目标涨幅达97.7%,Wind
3042,2018-10-23,长春高新:生物医药业务推动持续高增长,国金证券
3043,2018-10-22,长春高新：董秘今日增持3800股，增持均价183.25元/股,Wind
3044,2018-10-22,长春高新:核心制药业务稳定增长,正点财经
3045,2018-10-22,光大证券：长春高新买入评级,光大证券
3046,2018-10-22,【财通医药】长春高新(000661)：业绩符合预期，中长期增长确定性强,财通证券研究
3047,2018-10-22,长春高新(000661)点评,申万宏源研究
3048,2018-10-22,【医药-崔文亮】长春高新三季报点评：业绩继续高增长，生长激素处于放量增长周期,安信证券研究
3049,2018-10-22,首批上市公司三季报显示社保基金新进8只个股,证券时报
3050,2018-10-22,"医药行业周报:政策底部明显,绩优股或反弹",西南证券
3051,2018-10-22,"长春高新:医药营收快速增长,公司业绩略超预期",东北证券
3052,2018-10-21,【西南医药朱国广团队】长春高新（000661）业绩符合预期，金赛药业预计55%-60%增长,国广有话说
3053,2018-10-21,医疗保健：医药行业跌入绝对价值区间 个税方案调整叠加三季报业绩将带来医药消费标的黄金投资机会,东吴证券
3054,2018-10-19,公告精选：海康威视前三季度净利润74亿元， 同比增20.2%；王忠磊拟减持华谊兄弟375万股,每日经济新闻
3055,2018-10-19,10月19日A股龙虎榜揭秘，机构抢筹这7股,Wind
3056,2018-10-19,长春高新：2018年前三季度报告主要财务指标,深交所
3057,2018-10-19,长春高新前三季净利增七成 三季度获社保增持,e公司
3058,2018-10-19,长春高新放量涨停 四机构席位合计卖出1.06亿元,每日经济新闻
3059,2018-10-19,长春高新放量涨停 深股通、机构资金博弈,e公司
3060,2018-10-19,长春高新涨停，四机构集体抛售,Wind
3061,2018-10-19,长春高新：前三季净利8.39亿 同比增长72%,e公司
3062,2018-10-19,长春高新：前三季度净利润同比增72.20%,Wind
3063,2018-10-19,长春高新涨停，股价报177.46元,Wind
3064,2018-10-17,长春高新技术产业（集团）股份有限公司关于网传信息情况的说明,证券时报
3065,2018-10-17,医疗保健：17种抗癌药进医保 荐12股,渤海证券
3066,2018-10-17,疫苗股多数上涨 长春高新、华兰生物涨逾2%,新浪
3067,2018-10-17,融资客青睐14股，特锐德买入占比高达53.75%,Wind
3068,2018-10-17,从3587点到2536点，千亿市值公司由80家减少至58家,中证报
3069,2018-10-17,"医药行业周报:17种抗癌药进医保,多省市发文响应",渤海证券
3070,2018-10-16,长春高新：金赛药业董事、总经理金磊离职报道不实 董监高成员变化,金融界
3071,2018-10-16,长春高新：目前公司及各子公司生产经营情况正常,Wind
3072,2018-10-16,资金流:金融4股天然气2股流入居前 两市净流出212亿,金融界
3073,2018-10-16,长春高新午后再度闪崩逼近跌停,Wind
3074,2018-10-16,"医药生物行业:第三批抗癌药谈判落地,一致性评价药品采购渐入佳境",国联证券
3075,2018-10-15,深港通十大成交活跃股排名（10月15日）,Wind
3076,2018-10-15,[看好评级]医药生物行业2018年三季报业绩前瞻：医药需求刚性 预计增长保持稳健,中财网
3077,2018-10-15,【申万宏源医药闫天一团队】20181012周观点：医药需求刚性，预计增长保持稳健——医药生物行业2018年三季报业绩前瞻,申万投资健康
3078,2018-10-15,长春高新开盘再度跳水跌近8%,Wind
3079,2018-10-15,"医药行业周报:估值吸引力强,期待三季报行情",西南证券
3080,2018-10-12,康泰生物三季报净利预增153% 生物疫苗行业几家欢喜几家愁,e公司
3081,2018-10-12,10月12日A股龙虎榜揭秘，机构最青睐6股,Wind
3082,2018-10-12,跌停板解密：三大板块跌停股最多！（10月12日）,Wind
3083,2018-10-12,长春高新闪崩跌停 三机构卖出四机构买入 连续下跌,和讯
3084,2018-10-12,龙虎榜：长春高新跌停 机构多空争夺激烈,e公司
3085,2018-10-12,长春高新闪崩跌停，机构多空混战,Wind
3086,2018-10-12,资金流:消费3股次新2股流入居前 两市净流出111亿,金融界
3087,2018-10-12,今日股市牛熊股盘点：高送转填权板块午后冲高 超频三率先封住涨停,山东神光
3088,2018-10-12,长春高新闪崩两跌停！融资客秒亏千万，84家基金损失22亿 连续下跌,每日经济新闻
3089,2018-10-12,长春高新闪崩两跌停嘉实、易方达、博时等损失22亿 连续下跌,新浪
3090,2018-10-12,长春高新午后封跌停 成交额11.59亿元封单5221手,腾讯网
3091,2018-10-12,长春高新午后闪崩跌停，已连续2日跌停,Wind
3092,2018-10-12,医药行业：医药板块整体承压 推荐低估值个股,金融界
3093,2018-10-11,"医药行业周报:抗癌专采持续推进,行业供给格局保稳向优",渤海证券
3094,2018-10-10,长春高新：预告1-9月归母净利润7.79-9.25亿元,红周刊
3095,2018-10-10,32股获券商买入评级 百洋股份目标涨幅达77.51%,Wind
3096,2018-10-09,【医药-长春高新(000661)】江琦、赵磊：公司点评：略超预期，生长激素继续保持快速增长-20181008,中泰证券研究所
3097,2018-10-08,[快讯]长春高新公布第三季度业绩预告,中财网
3098,2018-10-08,长春高新：2018年前三季度业绩报告预告,深交所
3099,2018-10-08,长春高新公告，预计前三季度盈利77900万元-92500万元,国际金融报
3100,2018-10-08,长春高新：前三季度净利预增60%-90%,Wind
3101,2018-10-08,医疗保健：医药很可能迎来结构性艳阳天 荐14股,西南证券
3102,2018-09-29,嘉实事件驱动多只重仓股大跌，海归基金经理“水土不服”,和讯
3103,2018-09-28,"长春高新:业绩高增长,生物制药业务超预期",红周刊
3104,2018-09-28,"医药生物行业周报:抵扣新规落地,研发利好加码",光大证券
3105,2018-09-27,医药行业向来是一片创新研发“沃土” 医药板块未来可期,证券日报
3106,2018-09-26,医疗保健：完善国家基药制度 仿制药加速优胜劣汰,上海证券
3107,2018-09-26,19股获券商买入评级 东山精密目标涨幅达39.23%,Wind
3108,2018-09-26,"医药行业周报:基药制度进一步完善,制药业供给侧持续改革",渤海证券
3109,2018-09-25,光大证券：长春高新买入评级,顶尖财经网
3110,2018-09-25,13股获券商买入评级 常宝股份目标涨幅达61.59%,Wind
3111,2018-09-25,【长春高新】公告点评：迈出国际合作重要一步，提升公司生物药竞争力,医心医意要健康
3112,2018-09-25,"医药行业周观点:《关于完善国家基本药物制度的意见》出台,关注一致性评价结合基药目录调整带来的新格局",东吴证券
3113,2018-09-24,医疗保健：减税支持企业研发投入 荐5股,财通证券
3114,2018-09-21,巨丰热点：生物疫苗概念呈现逆势活跃,巨丰财经
3115,2018-09-20,长春高新：拟与冰岛生物制药公司设合资公司,e公司
3116,2018-09-20,长春高新:生长激素超预期增长 多重因素促进疫苗高速增长,中证网
3117,2018-09-20,"东吴医药行业周观点:带量采购政策不确定性导致行业大幅波动,底部坚定推荐医药消费升级属性标的",东吴证券
3118,2018-09-18,A股共发生38宗大宗交易成交5.75亿元（9月18日）,Wind
3119,2018-09-18,长春高新今日大宗交易成交5万股，成交价220.38元折价0.0%,Wind资讯
3120,2018-09-18,今年11只百元股黯然“退群”,金融投资报
3121,2018-09-17,A股筑底信号释放：百元股仅剩7只 低价股遍地,金融投资报
3122,2018-09-14,长春高新：公司疫苗产品批签发数量均按照计划正常进行,Wind
3123,2018-09-14,长春高新：公司疫苗产品批签发数量均按照计划正常进行,e公司
3124,2018-09-13,百元股整整少了100只，这7只硕果仅存！还有30只个股低于2元,中证报
3125,2018-09-13,"长春高新:收入出色增长,费用平稳合理",国金证券股份有限公司
3126,2018-09-13,"长春高新:核心业务生长激素销售增速环比提升,看好公司深耕细作生长激素行业未来广阔空间",正点财经
3127,2018-09-09,医疗保健：业绩整体改善 荐5股,东北证券
3128,2018-09-09,医疗保健：自下而上选择穿越熊市 荐5股,财通证券
3129,2018-09-07,长春高新：公司疫苗产品生产经营均正常开展,Wind
3130,2018-09-06,医疗保健：短期事件拖累表现 荐3股,广发证券
3131,2018-09-06,"医药行业周报:基药目录大调整,国务院下令增补187个品种",渤海证券
3132,2018-09-05,医疗保健：基药目录大调整 荐13股,渤海证券
3133,2018-09-05,"医药生物行业周报:处方药如期回落,非药延续高景气",光大证券
3134,2018-09-04,处方药压力渐显，非药景气依旧｜【光大医药·2018H1总结】,医心医意要健康
3135,2018-09-03,医疗保健：聚焦创新和消费主线 荐16股,西南证券
3136,2018-09-03,【天风医药】9月月报：中报季收官，震荡中寻找高防御性标的,思医辨药
3137,2018-09-02,医疗保健：拥抱龙头 荐8股,中泰证券
3138,2018-08-31,4.6亿资金傻眼！ST长生停牌前仅剩一个交易日,Wind
3139,2018-08-30,ST长生天地板难逃退市命运，博傻参与不如深挖绩优疫苗股！,Wind
