,2021-12-31,A股资金流向：市场完美红盘收官，指数波澜不惊,Wind
23166,2020-03-06,十张图带你了解集成电路制造业 三大核心区域发展格局,前瞻研究院
23167,2020-03-06,44只港股获南向资金大比例持有,证券时报网
23168,2020-03-06,港股盘前必读：香港交易所要求申请上市的公司要披露新型肺炎疫情对业务影响,Wind
23169,2020-03-06,50亿参与大基金二期A股“芯”势力名单请收好,科创板日报
23170,2020-03-06,股讯 | 三大股指跌幅均超3% 通用加码电动汽车打压特斯拉股价,凤凰网
23171,2020-03-06,5G产业担纲新基建超预期推进成市场共识,证券时报
23172,2020-03-05,智通港股通活跃成交|3月5日,智通财经
23173,2020-03-05,北水动向(3.5)|北水净流入65.29亿 将于本月18日放榜 腾讯(00700)绩前再获16亿加仓,智通财经
23174,2020-03-05,疫情蔓延日韩，能否撼动半导体芯片强国地位？,新浪
23175,2020-03-05,台积电5nm芯片即将量产，中芯国际继续追赶，向美日下76亿采购订单,搜狐
23176,2020-03-05,费城半导体指数升 华虹半导体飙升3%中芯国际上扬2%,新浪
23177,2020-03-05,系统厂商为何蜂拥做芯片？,凤凰网
23178,2020-03-05,5日公司新闻聚焦：天创时尚获北高峰资本入股 金字火腿一季度预增,证券时报网
23179,2020-03-05,港股盘前必读：香港交易所3月4日宣布将于2020年3月23日推出五只股票期权类别,Wind
23180,2020-03-05,超40个半导体项目陆续上马 上市公司忙扩产,上证报
23181,2020-03-04,智通港股通活跃成交|3月4日,智通财经
23182,2020-03-04,北水动向(3.4)|北水净流入11.26亿 继续增持内银 建行(00939)获近6亿净买入,智通财经
23183,2020-03-04,香港交易所：3月23日起推出五只股票期权合约,港交所
23184,2020-03-04,美降息港股仍跌62点银行股挫內房股涨表现两极,财华社
23185,2020-03-04,咄咄怪事!产销存数量竟现较大差异 敏芯股份连数数都不会吗？,证券市场周刊
23186,2020-03-04,港股异动︱芯片股午后随A股继续走弱 华虹半导体(01347)挫逾7%领跌板块,智通财经
23187,2020-03-04,半导体A股近全板块下跌 中芯国际急跌3%华虹跌近6%,新浪
23188,2020-03-04,2019年度中国大陆本土晶圆代工营收排名榜,科创板日报
23189,2020-03-04,半导体板块早盘走弱跌超2%，华虹半导体跌超4%,富途证券
23190,2020-03-04,抢占三星底盘？中国大陆、中国台湾公司向华为手机供应DDI,电子工程世界
23191,2020-03-04,港股盘前必读：香港金管局将基准利率下调50个基点至1.50%,Wind
23192,2020-03-04,股讯 | 美联储降息没能托住股市 下财年苹果手机出货或破纪录,凤凰网
23193,2020-03-03,斥资11亿美元！中芯国际向应用材料、东京电子采购半导体设备,国际电子商情
23194,2020-03-03,智通港股通活跃成交|3月3日,智通财经
23195,2020-03-03,天津近9成规模以上工业企业完成复工,新华网
23196,2020-03-03,亚太时间：港股处于稳定整理格局,第一财经
23197,2020-03-03,11亿美元！中芯国际再次采购日美半导体装备：国产14nm提速,快科技
23198,2020-03-03,疫情侵蚀台股，台积电市值蒸发1323亿元 连续下跌,搜狐
23199,2020-03-03,集成电路生产有其特殊性：中芯国际、华大半导体生产稳定有序,澎湃新闻
23200,2020-03-03,全球半导体业在积极的变革中,慧聪电子网
23201,2020-03-03,半导体行情的风险是什么？,国信证券
23202,2020-03-03,北方集成电路创新中心工程开工,SEMI
23203,2020-03-03,中芯国际(00981)N+1（7纳米）整装待发，量产在即,智通财经
23204,2020-03-03,中信建投：把握港股科技股回调机会，重点布局云计算产业链,第一财经
23205,2020-03-03,智通港股通持股解析|3月3日,智通财经
23206,2020-03-03,港股盘前必读：港交所总裁李小加表示财报披露不全面延期,Wind
23207,2020-03-03,港股公告精选：比亚迪股份收到国家新能源汽车补贴约13.42亿元,Wind
23208,2020-03-02,智通港股公告精选︱(3.2) “特瑞普利单抗”实现商业化销售 君实生物年度营收爆增263.75倍,智通财经
23209,2020-03-02,港股通成交活跃股追踪微创医疗近一个月首次上榜,证券时报网
23210,2020-03-02,中芯国际(00981.HK)：根据商业条款协议及购买单作出购买涉资近11亿元,格隆汇
23211,2020-03-02,【公司深度】斯达半导：快速崛起的国内IGBT行业领军者,吉森电子研究
23212,2020-03-02,半导体业：积极担责，承压前行丨“战疫情复生产稳增长”系列报道之二,电子信息产业网
23213,2020-03-02,【策略联合行业】库存回补带来哪些机会？,分析师徐彪
23214,2020-03-02,中泰电子|捷捷微电重大事项点评：与中芯国际签订产能供给协议，公司发展驶入快车道,刘翔电子研究
23215,2020-03-02,中芯国际(00981)根据认股权及可换股债券发行合计169.8万股,智通财经
23216,2020-03-02,中芯国际(00981.HK)因认股权获行使发行1.92万股,格隆汇
23217,2020-03-02,智通港股通活跃成交|3月2日,智通财经
23218,2020-03-02,北水动向(3.2)|北水净流入38.06亿 水泥有望量价齐升 中国建材(03323)获3亿加仓,智通财经
23219,2020-03-02,港股通今日净买入建行9.02亿港元,格隆汇
23220,2020-03-02,上海疫情防控发布|上海将对经营场所空间密闭、人员集聚行业开展负面清单管理,上观
23221,2020-03-02,机构：光刻胶国产化正当时相关公司受关注,科创板日报
23222,2020-03-02,港股盘前必读：新鸿基地产预计2019年业绩增幅将超过50%,Wind
23223,2020-03-02,港股开盘前瞻：恒指短期存在反弹机会，同仁堂科技净利大幅下降,腾讯网
23224,2020-03-02,智通港股通资金流向统计(T+2)|3月2日,智通财经
23225,2020-03-01,疫情全球化下的投资机会,和讯
23226,2020-03-01,国产两巨头强强合作！华为海思麒麟 710A 使用中芯国际 14nm 工艺,天极网
23227,2020-02-29,中信建投3月金股会议纪要：回调如期而至，三条主线加仓,Wind
23228,2020-02-29,股讯 | 鲍威尔给市场注入强心剂 苹果盘后一度上涨2.6美元,凤凰网
23229,2020-02-29,格隆汇港股通5日资金流入流出排行榜|2月28日,格隆汇
23230,2020-02-28,泛林、ASML研发EUV新技术减少90%光刻胶用量成本大降,快科技
23231,2020-02-28,智通港股公告精选︱(2.28)绿城中国建议分拆绿城管理并于联交所主板独立上市,智通财经
23232,2020-02-28,鸿宝资源近一个月首次上榜港股通成交活跃榜,证券时报网
23233,2020-02-28,中芯国际(00981)因可换股债券获转换发行2036.4万股,智通财经
23234,2020-02-28,智通港股通活跃成交|2月28日,智通财经
23235,2020-02-28,中芯国际(00981.HK)根据2022年到期零息可换股债券发行2036万股,格隆汇
23236,2020-02-28,智通港股空仓持单统计|2月28日,智通财经
23237,2020-02-28,北水动向(2.28)|北水净流入37.81亿 本周累计增持建行(00939)达56.08亿,智通财经
23238,2020-02-28,美股异动 | 芯片股盘前疲软 AMD(AMD.US)跌近6%,智通财经
23239,2020-02-28,环球股灾港股挫648点放眼2月累计只跌0.7%,财华社
23240,2020-02-28,收评：恒指大跌2.42%创今年新低 券商板块跌超4%海通国际跌6% 连续下跌,金融界
23241,2020-02-28,中芯国际完成6亿美元2025年到期债券发行,资本邦
23242,2020-02-28,中芯国际7nm工艺Q4季度问世：性能提升20% 功耗降低57%,慧聪电子网
23243,2020-02-28,异动直击|半导体板块跌幅扩大，中芯国际跌6%,富途证券
23244,2020-02-28,中芯国际跌近6% 失守10天线,新浪
23245,2020-02-28,中芯国际(00981)完成发行6亿美元债券,智通财经
23246,2020-02-28,中芯国际(00981-HK)完成发行债券净筹约5.96亿美元,财华社
23247,2020-02-28,中芯国际(00981.HK)完成发行6亿美元公司债,格隆汇
23248,2020-02-28,港股异动 | 半导体板块午前走弱 华虹半导体(01347)、中芯国际(00981)均跌超7%,智通财经
23249,2020-02-28,港股明星科技股集体大跌：腾讯、美团跌3%小米跌近5% 连续下跌,新浪
23250,2020-02-28,芯恩董事长张汝京：疫情中的芯片企业 几家欢乐几家愁,第一财经
23251,2020-02-28,恒指跌超700点创近三个月新低，明星股全线走弱,富途证券
23252,2020-02-28,特斯拉1月份在华新车注册量减少46% 比亚迪等跌6%,新浪
23253,2020-02-28,42只港股获南向资金大比例持有,证券时报网
23254,2020-02-28,中泰证券：光刻胶国产化正当时龙头公司放量在即,科创板日报
23255,2020-02-28,智通港股通占比异动统计|2月28日,智通财经
23256,2020-02-28,港股盘前必读：疫情将对香港上半年IPO市场产生巨大影响,Wind
23257,2020-02-28,长鑫存储DDR4芯片发布 终于能买到国产内存条了？,网易
23258,2020-02-28,智通港股通资金流向统计(T+2)|2月28日,智通财经
23259,2020-02-27,智通港股公告精选︱(2.27)龙光地产年度核心溢利预增逾40%,智通财经
23260,2020-02-27,中芯国际(00981)近期因认购权获行使 合计发行46.13万股,智通财经
23261,2020-02-27,智通港股通活跃成交|2月27日,智通财经
23262,2020-02-27,港股复盘：恒指翻红转涨0.31%，建材水泥、重机械、在线教育齐造好,格隆汇
23263,2020-02-27,北水动向(2.27)|北水净流入43.71亿 内银股再获追捧 增持建行(00939)近13亿,智通财经
23264,2020-02-27,华润微成功上市 锁定大健康市场做大做强,每经网
23265,2020-02-27,川财证券：半导体封测景气回升，先进封装需求旺盛(附股),证券时报网
23266,2020-02-27,中芯国际：复工率90%，生产研发100%运行,IT之家
23267,2020-02-27,【太平洋化工】雅克科技：进军光刻胶领域，半导体材料平台再扩大,太平洋化工信息平台
23268,2020-02-27,智通港股通持股解析|2月27日,智通财经
23269,2020-02-27,港股盘前必读：香港交易所2019年净利润93.91亿港元升1%,Wind
23270,2020-02-27,股讯 | 纳指小幅收高 微软因疫情下调个人计算业务营收预期,凤凰网
23271,2020-02-27,格隆汇港股通5日资金流入流出排行榜|2月26日,格隆汇
23272,2020-02-27,A股“深V”信仰被打破 疫情后将迎“补偿性消费”,第一财经
23273,2020-02-26,测温芯片企业快速响应疫情背后，中国半导体国产替代的春天,财经网
23274,2020-02-26,智通港股通活跃成交|2月26日,智通财经
23275,2020-02-26,北水动向(2.26)|北水净流入37.46亿 建行(00939)再获10亿增持,智通财经
23276,2020-02-26,暴跌！手里的科技股怎么办？,和讯
23277,2020-02-26,收评：恒指跌0.73%五日重挫超900点 工业工程护盘中国能源建设涨18%,金融界
23278,2020-02-26,A股上演大奇迹日 那么科技风什么时候会停？,中投网
23279,2020-02-26,家临江：数据说话 该不该买中芯（00981）,智通财经
23280,2020-02-26,ASM太平洋跌逾3% 去年第四季净利逊预期 盈利能力下降,新浪
23281,2020-02-26,台积电招聘1500人冲刺5nm制程 中芯国际完成亿美元债券发行定价,慧聪电子网
23282,2020-02-26,智通港股通占比异动统计|2月26日,智通财经
23283,2020-02-26,华为手机芯片首次转单中芯国际 产业链将受益,证券时报网
23284,2020-02-26,港股盘前必读：中国联通预计今年整体手机市场销售规模在3.3亿台左右,Wind
23285,2020-02-26,港股早知道：港股跌势喘定 内地广电5G建设开始提速,智通财经
23286,2020-02-26,智通港股通资金流向统计(T+2)|2月26日,智通财经
23287,2020-02-26,恒指收盘涨0.27% 科网股、特斯拉概念股再度爆发,财富动力网
23288,2020-02-26,港股企稳小幅收涨 半导体板块迎反弹,上证报
23289,2020-02-26,股讯 | 美股连续第二天暴跌 苹果3月份季度营收或将缩水13% 盈利能力下降,凤凰网
23290,2020-02-25,【华西电子孙远峰-每日观点&资讯】（2020-02-26）,远峰电子
23291,2020-02-25,智通港股通活跃成交|2月25日,智通财经
23292,2020-02-25,北水动向(2.25)|北水净流入39.42亿 爆买腾讯(00700)近15亿,智通财经
23293,2020-02-25,港股通今日净买入腾讯14.92亿港元,格隆汇
23294,2020-02-25,日韩疫情告急，中国半导体产业逆势渗透,Wind
23295,2020-02-25,港股终止3连跌升72点腾讯一柱擎天为恒指贡献89点,财华社
23296,2020-02-25,港股收盘(2.25)|恒指收涨0.27% 传获华为麒麟芯片订单 中芯国际(00981)收涨7.23%,智通财经
23297,2020-02-25,收评：港股恒指涨0.27% 科网股、特斯拉概念股爆发,新浪
23298,2020-02-25,恒指收涨0.27%，其它金属矿物板块领涨,中新经纬
23299,2020-02-25,【异动股】中芯国际(00981-HK)再发威曾涨6.2%,财华社
23300,2020-02-25,打通上下游 企业复工复产环环相扣,央视
23301,2020-02-25,市场避险情绪持续 腾讯撑市港股午收26799点下跌21点,新浪
23302,2020-02-25,中兴通讯H股领涨 港股资讯科技板块迅速走强,中证网
23303,2020-02-25,硅产业逆周期扩张：国产大硅片商业化第一 只待下游回暖,亿欧网
23304,2020-02-25,用钱堆出来的FinFET工艺,科创板日报
23305,2020-02-25,特斯拉概念集体走高 中芯国际大涨6%赣锋锂业涨近5%,新浪
23306,2020-02-25,晶片股普遍见吸纳 中芯国际上涨3%,新浪
23307,2020-02-25,异动直击|北水追捧，中芯国际直线拉升逾7%,富途证券
23308,2020-02-25,港股异动 | 半导体股走强 券商指日韩疫情加重，国内公司有望受益,格隆汇
23309,2020-02-25,港股异动 | 首度获华为手机麒麟芯片订单 中芯国际(00981)升逾5%,智通财经
23310,2020-02-25,中芯国际升近6%暂连升2日 主动买盘65%,新浪
23311,2020-02-25,恒指由跌转升中兴通讯、腾讯等科技股领涨,格隆汇
23312,2020-02-25,论半导体持久战（专题十四）【国信港股&海外】,学恒的海外观察
23313,2020-02-25,股讯 | 美股暴跌纳指重挫逾3.7% 借在线教育风口有道逆势上涨 连续下跌,凤凰网
23314,2020-02-25,八家半导体公司拟定增募资近240亿元,中证报
23315,2020-02-25,包容性强 科创板成TMT企业IPO上市首选,中证报
23316,2020-02-25,大盘欠缺上行动力,南方财经网
23317,2020-02-25,【天风电子】华为发布会信息汇总,科技伊甸园
23318,2020-02-24,智通港股通活跃成交|2月24日,智通财经
23319,2020-02-24,北水动向(2.24)|北水净流入16.65亿 5G独立组网建设加速 中兴通讯(00763)获3亿净买入,智通财经
23320,2020-02-24,港股行业：海外市场避险情绪上升,广发证券
23321,2020-02-24,上海复旦升近20% 创1个月新高,新浪
23322,2020-02-24,【异动股】工信部促加快建设5G概念股逆市扬中兴通讯涨10.8%,财华社
23323,2020-02-24,中芯国际顺利完成5年期6亿美元境外公司债券发行定价,SEMI
23324,2020-02-24,江化微定增5.16亿元“偿债补血” 背后：去年9月末负债率仅约33% 偿债能力下降,每日经济新闻
23325,2020-02-24,抗“疫”招商两不误 威海市台港澳办再推半导体产业项目合作,电子产品世界
23326,2020-02-24,【中银国际|电子研究】半导体系列专题：半导体行业景气度——晶圆代工篇,ZQtechnology
23327,2020-02-24,晨会聚焦200224重点关注特斯拉、电子、半导体、车路协同行业、银行、智能网、医疗信息化行业、申洲国际,国信研究
23328,2020-02-24,半导体产业链系列研究十二：中芯国际14nm量产，国产配套产业链迎来历史性机遇,国信研究
23329,2020-02-24,智通港股通占比异动统计|2月24日,智通财经
23330,2020-02-24,智通港股通持股解析|2月24日,智通财经
23331,2020-02-24,智通港股通资金流向统计(T+2)|2月24日,智通财经
23332,2020-02-24,丽水开发区按下招商“快进键”,中国发展网
23333,2020-02-23,【太平洋机械】晶盛机电(300316)点评：半导体客户扩产，公司有望受益,太平洋机械大讲堂
23334,2020-02-23,揭秘晶圆代工产业！告别“缺芯”之痛，三大需求推动国内产业链腾飞【附下载】| 智东西内参,和讯
23335,2020-02-23,芯片产业链牛股梳理,华讯财经
23336,2020-02-23,360亿资金紧急加仓 连续加仓6大股名单曝光,证券时报
23337,2020-02-23,【国盛郑震湘团队】涨价映射供需格局，扩产引领创新周期,湘评科技
23338,2020-02-23,发债6亿美元四班倒上班：国产14nm晶圆厂中芯国际确保100%生产,快科技
23339,2020-02-23,疫情是拦路虎还是试金石？上海跨国公司地区总部93％复工，外资大项目也成逆行者,上观
23340,2020-02-23,集成电路生产有其特殊性：中芯国际、华大半导体生产稳定有序,澎湃新闻
23341,2020-02-22,股讯 | 纳指跌幅接近1.8% 两大利好推动特斯拉逆市上涨,凤凰网
23342,2020-02-22,格隆汇港股通5日资金流入流出排行榜|2月21日,格隆汇
23343,2020-02-21,1015.8亿美元！2019年中国集成电路出口额创新高：处理器占比达35.1%,快科技
23344,2020-02-21,智通港股公告精选︱(2.21)复星国际启动轮岗制 汪群斌升任联席董事长,智通财经
23345,2020-02-21,智通港股通活跃成交|2月21日,智通财经
23346,2020-02-21,中芯国际第四季度业绩增234.6%42亿元大手笔购置设备扩产,GPLP犀牛财经
23347,2020-02-21,港股复盘：恒指走弱周跌1.82%，濠赌、手游、航空股普跌,格隆汇
23348,2020-02-21,北水动向(2.21)|北水净流出4000万 避险情绪下追逐确定性 再买建行(00939)超10亿,智通财经
23349,2020-02-21,港股通今日净买入建行10.73亿港元,格隆汇
23350,2020-02-21,2020年上海市重大建设项目清单公布：和辉光电、中芯国际等在列,IT之家
23351,2020-02-21,港股一周跌506点汽车股扬博彩股挫,财华社
23352,2020-02-21,走访张江科学城：硬科技抗疫情 硬举措促发展,新华网
23353,2020-02-21,来自北京经开区的复工报告,中国金融信息网
23354,2020-02-21,收评:港股三大指数均跌超1% 科网股、濠赌股集体下跌 连续下跌,新浪
23355,2020-02-21,华为称每天评估疫情：未来3至6个月 供应链不会受太大影响,中财网
23356,2020-02-21,富士康产能恢复不足1/5？ 机构提醒疫情或致生产延缓,新京报
23357,2020-02-21,渤海证券：电子行业产业趋势更加明确，看好智能穿戴今年发力,证券时报网
23358,2020-02-21,【电子】景气度持续提升，把握创新长期逻辑—电子行业周报—看好（联系人：徐勇、邓果一）,渤海证券研究
23359,2020-02-21,半导体板块再度走强 瑞芯微斯达半导等涨停,证券时报网
23360,2020-02-21,国信证券：为什么半导体是一波大行情？,金融界
23361,2020-02-21,中芯国际拟发行6亿美元债券,腾讯网
23362,2020-02-21,41只港股获南向资金大比例持有,证券时报网
23363,2020-02-21,智通港股通占比异动统计|2月21日,智通财经
23364,2020-02-21,智通港股通持股解析|2月21日,智通财经
23365,2020-02-21,港股盘前必读：中国移动截至1月底5G套餐客户数为673.6万户,Wind
23366,2020-02-21,中芯国际公布建议发行600百万美元于二零二五年到期2.693%债券,美通社
23367,2020-02-21,港股公告精选：中国平安年度归母净利增39.1%至1494.07亿元,Wind
23368,2020-02-21,中芯国际(00981-HK)建议发行6亿美元2025年到期2.693%债券,财华社
23369,2020-02-21,智通港股通资金流向统计(T+2)|2月21日,智通财经
23370,2020-02-21,格隆汇沽空预警榜|2月19日,格隆汇
23371,2020-02-20,【华西电子孙远峰-每日观点&资讯】（2020-02-21）,远峰电子
23372,2020-02-20,智通港股通活跃成交|2月20日,智通财经
23373,2020-02-20,北水动向(2.20)|北水净流入11.8亿 央行宣布LPR下调 建行再获9亿加仓,智通财经
23374,2020-02-20,华为概念股普涨 丘钛科技涨逾2%瑞声科技上升0.7%,新浪
23375,2020-02-20,平安证券：疫情影响电子行业有限，不改5G背景下的上行趋势,证券时报网
23376,2020-02-20,TMT行业深度报告：科技行业有序复工，机遇与挑战并存,平安证券
23377,2020-02-20,午市前瞻：港股料下调至27300点有初步支持,新浪
23378,2020-02-20,中芯国际跌近2% ASM太平洋跌近3%,新浪
23379,2020-02-20,5nm制程即将上线，会是iPhone 12杀手锏吗？,钛媒体
23380,2020-02-20,智通港股通占比异动统计|2月20日,智通财经
23381,2020-02-20,智通港股沽空统计|2月20日,智通财经
23382,2020-02-20,智通港股通资金流向统计(T+2)|2月20日,智通财经
23383,2020-02-20,中国科技企业顺利复工攸关全球产业发展,新浪
23384,2020-02-20,智通港股公告精选︱(2.19)石四药集团旗下产品阿比多尔入选第6版诊疗方案,智通财经
23385,2020-02-19,中芯国际(00981.HK)因可换股债券获行使发行377.89万股,格隆汇
23386,2020-02-19,智通港股通活跃成交|2月19日,智通财经
23387,2020-02-19,港股止跌回升扬125点比亚迪电子涨洛阳钼业挫,财华社
23388,2020-02-19,【策略联合电子/通信/新能源/汽车电话会议】复工冲击知多少？,谈股问君
23389,2020-02-19,港股复盘：恒指收涨0.46%，比亚迪股份涨逾6%领涨电池概念股,格隆汇
23390,2020-02-19,北水动向(2.19)|北水净流入3.05亿 获大摩予“增持”评级 建行(00939)再获近9亿加仓,智通财经
23391,2020-02-19,A股公募基金已卖疯，哪些港股通标的可能被「翻牌」？,富途证券
23392,2020-02-19,格隆汇个股放量排行榜|2月19日,格隆汇
23393,2020-02-19,中芯国际斥资6亿美元向泛林购买设备 用于扩大公司产能,TechWeb
23394,2020-02-19,中芯国际建议进行债券发售 用于扩充产能,资本邦
23395,2020-02-19,全国半导体行业复工率超六成，两类相关标的将是投资首选丨牛熊眼,第一财经
23396,2020-02-19,穆迪：授予中芯国际拟发行债券“Baa3”高级无抵押评级,Wind
23397,2020-02-19,中芯国际斥6亿美元扩大14nm产能，国产芯片替代加速度,21世纪经济报道
23398,2020-02-19,恒指涨0.35%报27625点 比亚迪股份涨近9%,腾讯网
23399,2020-02-19,午市前瞻：LPR调整若逊预期 港股或借势下试27000关,新浪
23400,2020-02-19,扩大14纳米产能？中芯国际42亿元采购泛林半导体装备,慧聪电子网
23401,2020-02-19,半导体板块集体反弹，中芯国际涨近4%,富途证券
23402,2020-02-19,2018-2020年中国半导体设备行业发展背景分析,中投网
23403,2020-02-19,安信国际晨报：关注新晋港股通标的,安信国际
23404,2020-02-19,港股异动 | 受益于国产化趋势 获中金上调目标价近四成 中芯国际(00981)现涨4%,智通财经
23405,2020-02-19,中芯国际现扬逾2% 涉资3.35亿元,新浪
23406,2020-02-19,【早间资讯】2020-02-19,大通证券投教基地
23407,2020-02-19,中芯国际过去一年购买了6亿美元生产机器,新浪
23408,2020-02-19,海通证券：短期看市场已经严重超买 建议投资者留一份清醒,第一财经
23409,2020-02-19,智通港股通占比异动统计|2月19日,智通财经
23410,2020-02-19,国联安中证全指半导体ETF：聚焦半导体全产业链（工具型产品研究系列之二十一）,XYQUANT
23411,2020-02-19,港股盘前必读：汇丰控股2019财年普通股股东应占利润为60亿美元下跌53%,Wind
23412,2020-02-19,华泰证券：2020年或是国产半导体设备企业布局良机,证券时报网
23413,2020-02-19,中芯国际(00981.HK)建议发行债券,格隆汇
23414,2020-02-19,港股开盘前瞻：贝莱德减持海螺水泥 富石金融首挂上市,腾讯网
23415,2020-02-19,智通港股通资金流向统计(T+2)|2月19日,智通财经
23416,2020-02-19,传三星赢得合同，与台积电分别代工高通5纳米5G芯片,网易
23417,2020-02-19,股讯 | 苹果砸盘美股涨跌不一 微软再次反超成市值第一高公司,凤凰网
23418,2020-02-19,格隆汇港股通5日资金流入流出排行榜|2月18日,格隆汇
23419,2020-02-19,雅居乐去年新增土储约1000万平,财富动力网
23420,2020-02-19,格隆汇沽空预警榜|2月17日,格隆汇
23421,2020-02-19,42亿元中芯国际采购美国泛林半导体装备：加速14nm量产,快科技
23422,2020-02-18,智通港股公告精选︱(2.18)爱康医疗预期年度股东应占溢利同比增逾80%,智通财经
23423,2020-02-18,三星获得高通5G芯片代工订单 采用5纳米工艺,腾讯网
23424,2020-02-18,中芯国际(00981.HK)向泛林团体购买6亿美元机器,格隆汇
23425,2020-02-18,智通港股通活跃成交|2月18日,智通财经
23426,2020-02-18,港股复盘：恒指下挫1.54%，半导体、苹果概念领跌大市,格隆汇
23427,2020-02-18,港股复盘：钴要变天，比亚迪机会来了？,YY港股圈
23428,2020-02-18,北水动向(2.18)|北水净流入25.77亿 进一步宽松几无悬念 北水继续加仓内银股,智通财经
23429,2020-02-18,【沪深股通瞭望】 02月18日 沪股通净流入-23.58亿 深股通净流入-2.95亿,每日经济新闻
23430,2020-02-18,港股通今日净买入建行9.78亿港元,格隆汇
23431,2020-02-18,中金公司：维持中芯国际（0981.HK）跑赢行业评级,Wind
23432,2020-02-18,港股收盘(2.18)|恒指收跌1.54% 午间公布业绩与重大重组 汇控(00005)收跌2.78%,智通财经
23433,2020-02-18,中金：中芯国际(00981)成熟制程将受益于国产化趋势，目标价上调38%至18港元,智通财经
23434,2020-02-18,恒指收跌1.54%报27530点 汇丰控股跌近3%,腾讯网
23435,2020-02-18,收评：恒指跌1.54%重挫超400点 汽车股逆势护盘正道集团大涨15%,金融界
23436,2020-02-18,港股恒指收跌1.54% 苹果概念股领跌,e公司
23437,2020-02-18,ASM太平洋跌逾10% 创1个月新低 连续下跌,新浪
23438,2020-02-18,高盟新材(300200.SZ)午后一度直线拉升逼近涨停持有国内光刻胶龙头北京科华股权,格隆汇
23439,2020-02-18,午市前瞻：港股短期趋势料反复向好 本周上望28000关,新浪
23440,2020-02-18,科技最强音！深交所发布5大指数 最强成分股一年暴涨500%,金融界
23441,2020-02-18,早盘复盘：港A两市表现低迷，农业种植概念集体重挫 连续下跌,格隆汇
23442,2020-02-18,恒指回落调整半日跌1.35% 蓝筹股近全线下挫 连续下跌,腾讯网
23443,2020-02-18,港股午评：恒指低开低走跌1.32%半导体跌幅最大手机概念普跌舜宇大跌近5% 连续下跌,格隆汇
23444,2020-02-18,第一上海丨大市分析 : 重磅股即将发业绩 内部因素成新焦点,第一上海金融
23445,2020-02-18,中芯国际跌逾5% 暂连跌3日 连续下跌,新浪
23446,2020-02-18,ASM太平洋急跌半成 股份下周公布业绩,新浪
23447,2020-02-18,港股异动 | 因过度依赖补贴遭大和下调至“沽售”评级 中芯国际(00981)挫逾4% 投资评级恶化,智通财经
23448,2020-02-18,开盘：恒指低开0.69%跌近200点 白云山领跑A+H股板块涨3%,金融界
23449,2020-02-18,千亿“半导体”的投资“图景”,环球老虎财经
23450,2020-02-18,智通港股通占比异动统计|2月18日,智通财经
23451,2020-02-18,港股盘前必读：恒生指数公司宣布推出恒生中国高股息率指数及恒生港股通中国科技指数,Wind
23452,2020-02-18,中银国际证券：重视光刻工艺环节的国产设备与材料,金融界
23453,2020-02-18,港股开盘前瞻：中国银行优先股申请获核准 小摩增持银河娱乐,智通财经
23454,2020-02-18,智通港股通资金流向统计(T+2)|2月18日,智通财经
23455,2020-02-17,中芯国际(00981)2019年Q4业绩点评：略超预期，预计1Q20产能满载,智通财经
23456,2020-02-17,交银国际证券：维持中芯国际（0981.HK）中性评级,Wind
23457,2020-02-17,【中信证券电子研究】中芯国际（00981.HK）2019年第四季度业绩点评：19年业绩符合预期，20年趋势向好,CITICS电子研究
23458,2020-02-17,广发证券：维持中芯国际（0981.HK）谨慎增持评级,Wind
23459,2020-02-17,智通港股通活跃成交|2月17日,智通财经
23460,2020-02-17,智通港股空仓持单统计|2月17日,智通财经
23461,2020-02-17,北水动向(2.17)|北水净流入31.32亿 5G规模建设周期将至 中兴通讯(00763)获3亿加仓,智通财经
23462,2020-02-17,港股通今日净买入建行9.25亿港元,格隆汇
23463,2020-02-17,智通每日大行研报汇总︱2月17日,智通财经
23464,2020-02-17,瑞信和美银美林给予华虹半导体“跑输大市”评级,资本邦
23465,2020-02-17,最被看好十大港股：中金升中芯国际目标价至18港元,新浪
23466,2020-02-17,【太平洋机械】机械行业周报20200215：光伏及锂电新能源需求高景气，设备端受益技术更迭及扩产,太平洋机械大讲堂
23467,2020-02-17,收评：恒指涨0.52%逼近28000点券商股表现活跃海通证券涨6%,金融界
23468,2020-02-17,广发海外：华虹半导体(01347)新厂折旧压力仍在初步反应阶段 维持“持有”评级,智通财经
23469,2020-02-17,广发海外：华虹半导体维持持有评级 目标价14.3港元,新浪
23470,2020-02-17,国信证券：中芯国际(00981)受益于国产替代，一季度指引超预期，维持“买入”评级,智通财经
23471,2020-02-17,大和：中芯国际(0981.HK)过度依赖补贴 降评级至沽售 经营问题,格隆汇
23472,2020-02-17,恒指涨0.64%逼近28000点 广汽集团涨超4%,腾讯网
23473,2020-02-17,电子晶圆代工系列：制造业的桂冠，制程追赶者的黎明,格隆汇
23474,2020-02-17,美银美林：重申中芯国际(00981)“跑输大市”评级 升目标价至9港元,智通财经
23475,2020-02-17,大和：上调中芯国际(00981)目标价至10港元 降至“沽售”评级,智通财经
23476,2020-02-17,瑞信：降中芯(0981.HK)评级至“跑输大市” 目标价升至13港元 投资评级恶化,格隆汇
23477,2020-02-17,美银证券：升中芯(0981.HK)目标价至9港元 评级“跑输大市”,格隆汇
23478,2020-02-17,中金：上调中芯国际(00981)目标价至18港元 维持“优于大市”评级,智通财经
