,2021-12-31,贵州茅台预计2021年度实现净利润约520亿元,北京商报
29239,2018-08-14,[看好评级]食品饮料行业周报：市场弱复苏 底部待确认 食品饮料不悲观,中财网
29240,2018-08-14,[看好评级]食品饮料行业周报：短期消费带来波动 行业基本面无异常,中财网
29241,2018-08-14,[推荐评级]食品饮料行业周报：白酒调研反馈积极 绝味需求向好扩产继续,中财网
29242,2018-08-14,茅台“国酒”梦碎致歉，是幡然醒悟还是另有所图？,第一财经
29243,2018-08-14,食品饮料行业周报：中秋旺季将临 行业景气度有望持续,中证网
29244,2018-08-14,茅台致歉：充分尊重商评委“不予注册”决定,新京报
29245,2018-08-14,17年了 茅台放下“国酒”执念,和讯
29246,2018-08-14,茅台认输:死磕国酒商标17年申请10次 转眼却撤诉致歉,新浪
29247,2018-08-14,茅台撤回商标诉讼？注册“国酒茅塔”两度失败,澎湃新闻
29248,2018-08-14,茅台撤回商标诉讼：充分尊重，也乐于接受,中金在线
29249,2018-08-14,茅台申请撤诉并致歉，大品牌的大担当,南方财富网
29250,2018-08-14,皮海洲：“国酒”不能成为茅台的专用商标,中财网
29251,2018-08-14,茅台申请撤诉并致歉 “国酒茅台”商标案告一段落,中国网
29252,2018-08-14,茅台集团：申请撤回“国酒茅台”商标行政诉讼案件起诉 诉讼纠纷,第一财经
29253,2018-08-14,茅台放弃国酒商标申请并致歉,e公司
29254,2018-08-13,茅台撤回“国酒茅台”商标诉讼案起诉，向国家商标评审委致歉,澎湃新闻
29255,2018-08-13,"茅台决定撤回""国酒""商标相关诉讼 称原系内部工作衔接出问题",每日经济新闻
29256,2018-08-13,贵州茅台：放弃“国酒茅台”商标注册申请,Wind
29257,2018-08-13,茅台促销引秩序失控 广州本地茅台销售正常,凤凰网
29258,2018-08-13,我们分析了50万条拼多多商品数据， 得出了这样的结论,和讯
29259,2018-08-13,五粮液预计半年净利97亿增39% 中秋临近高端白酒酝酿反弹,e公司
29260,2018-08-13,食品饮料龙头成长系列：再解调味品龙头成长史,长江食品饮料研究
29261,2018-08-13,造纸印刷包装：包装逆周期防御属性凸显 家居受地产情绪影响,申万宏源
29262,2018-08-13,茅台酱香酒首次按年份定价 业内：不是每个品牌都玩得起,佳酿网
29263,2018-08-13,茅台回应预收账款下降：因积极改进收款方式,e公司
29264,2018-08-13,贵州茅台风光不再？,新浪
29265,2018-08-13,聚焦核心品种 关注超跌个股,佳酿网
29266,2018-08-13,注册“国酒”商标再被否 茅台请商评委“吃官司”，拉31家机构和酒企陪席,每日经济新闻
29267,2018-08-13,贵州茅台镇发现中国侏罗纪早期规模最大蜥脚类恐龙足迹群,证券时报网
29268,2018-08-13,[强于大市评级]深度*行业*食品饮料行业周报：消费增速波动对食饮上市公司影响较小,中财网
29269,2018-08-13,[推荐评级]食品饮料行业周报：七月线上增速有所回落 线下茅台终端需求最旺,中财网
29270,2018-08-13,【建投食品饮料安雅泽团队】8.06-8.12周观点：龙头估值已具备优势，业绩将是强有力催化剂,CSC赏味食饮
29271,2018-08-13,[推荐评级]食品饮料行业周报：白酒本质是结构性趋势 悲观预期致板块超跌,中财网
29272,2018-08-13,茅台销售发力服务改善：减轻经销商负担，加快供货速度,南方财富网
29273,2018-08-13,古井高层访茅台，李保芳：做好自己支持别人，推动行业健康发展,中国经营网
29274,2018-08-13,【白酒本质是结构性趋势，悲观预期致板块超跌—方正食品饮料180812】,虎哥的研究
29275,2018-08-13,茅台酱香酒“五大单品”实施按年份定价,佳酿网
29276,2018-08-13,"茅台注册""国酒""再被否并遭一众反对 起诉商标委和酒企",每日经济新闻
29277,2018-08-13,聪明钱开始撤离贵州茅台：股息率下滑，研发费大幅下降,投资者报
29278,2018-08-13,洪灝：向政策再借一命,新浪
29279,2018-08-13,三四线白酒股获增持 公募基金继续淘金食品饮料,佳酿网
29280,2018-08-13,茅台起诉商评委恐难翻盘 国酒商标不能一家企业独占,中国经济网
29281,2018-08-13,首批救市券商半年报，救市资金仍在运作收益率超6%！,每日经济新闻
29282,2018-08-13,"食品饮料行业周报:伊利北上资金抢反弹,优选前期被错杀绝对龙头",平安证券
29283,2018-08-12,茅台为夺“国酒”商标起诉商评委：此前两度申请都被驳回,澎湃新闻
29284,2018-08-12,[优于大势评级]食品饮料行业动态报告：茅台业绩略超预期 行业长期持有价值显现,中财网
29285,2018-08-12,"""国酒茅台""广告铺天盖地 但这称谓从未得到官方认定",新浪
29286,2018-08-12,茅台董事长李保芳：白酒行业进入稳定发展期,Wind
29287,2018-08-11,3个月资金净流入上千亿北向资金加仓A股都买了啥？,搜狐
29288,2018-08-11,证金公司青睐绩优品种 3只社保基金齐聚云图控股,证券时报
29289,2018-08-11,PTA期货大涨A股如何演绎？化纤板块站上风口,巨丰财经
29290,2018-08-11,茅台镇现恐龙足迹群,新京报
29291,2018-08-10,民企“不上市联盟”松动： 老干妈动心资本市场？,华夏时报
29292,2018-08-10,中泰证券：估值回落价值凸显 优先配置茅台和强势区域酒,证券时报网
29293,2018-08-10,我这一周，快死在20个股票上了,和讯
29294,2018-08-10,茅台终端乱象频发,北京商报
29295,2018-08-10,北上资金抢筹58只个股 其中56只个股被券商看好,证券日报
29296,2018-08-09,[买入评级]贵州茅台(600519)中报点评：上半年高增长收官 看好稳健经营能力,中财网
29297,2018-08-09,【华创食饮董广阳龚源月团队】草根调研系列报告-七月：线上增速有所回落，线下茅台需求最旺,--
29298,2018-08-09,[中性评级]食品饮料行业周报：品旺饮季料来临 龙头公司业绩增长稳健,中财网
29299,2018-08-09,证券研究院|贵州茅台漂亮财报背后的隐忧,腾讯网
29300,2018-08-09,酱香型白酒持续发酵 壹零捌铭酒开启电商C2M运营模式,证券日报
29301,2018-08-09,高股价不如多分红！这家公司分红率远超茅台,中财网
29302,2018-08-09,茅台降价促销引来黄牛扫货,证券时报
29303,2018-08-08,指数反复磨底仍需耐心观察 一类股大跌后机会显现,证券之星
29304,2018-08-08,[看好评级]食品饮料行业周报：市场情绪过度反应 食品饮料中期确定性强静待反击,中财网
29305,2018-08-08,半年报喜事频传 “千亿茅台”时代不远啦！,南方财富网
29306,2018-08-08,大消费板块持续杀跌 贵州茅台跌穿700元,腾讯网
29307,2018-08-08,黄牛一拥而上 茅台夏季促销紧急叫停,北京晨报
29308,2018-08-08,二季度再现优质增长 系列酒优化结构发展,红周刊
29309,2018-08-08,北上资金加速净流入A股 逢低吸纳白马蓝筹,股城网
29310,2018-08-08,【华泰策略】消费股调整：过去与现在——“胡博解牛”系列之一,微信
29311,2018-08-08,沪指强势反弹2.74% 多维度详解77只机构扎堆推荐股,中财网
29312,2018-08-08,QFII二季度吹响大白马撤退号 狂卖海康威视 贵州茅台也遭减持,大众证券报
29313,2018-08-08,茅台紧急叫停促销活动背后：市场价与促销价高价差引来“黄牛”收酒,每日经济新闻
29314,2018-08-07,【长城食饮每日资讯0807】洽洽食品1H18营收同比增长17.1%，净利润同比增长15.8%,宇光食饮日讯
29315,2018-08-07,视频丨茅台促销活动火爆秩序混乱 仅仅一天就紧急叫停,21经济网
29316,2018-08-07,日常消费品：涪陵榨菜股价为什么连年大涨 荐5股,爱建证券
29317,2018-08-07,茅台职工子女内招:独生子女和第一个子女可多加分,澎湃新闻
29318,2018-08-07,贵州茅台：持续稳定增长胜过一切，茅台确定性带动行业投资溢价,东兴证券
29319,2018-08-07,茅台首个院士工作站挂牌成立 打造高校与行业深度合作典范,中新网
29320,2018-08-07,多地茅台促销活动太火爆 “上线”一天公司紧急叫停,每日经济新闻
29321,2018-08-07,如何看待茅台1399的促销政策？,佳酿网
29322,2018-08-07,半年净利超520亿稳坐“利润王” 恒大股价大涨13%,金融界
29323,2018-08-07,中金公司将贵州茅台等11只股票调出A股行业首选组合,腾讯网
29324,2018-08-07,中金公司将腾讯和茅台从主要股票精选名单中删除,金融界
29325,2018-08-07,白马股继续补跌，业内人士称这是阶段性见底信号,Wind
29326,2018-08-07,A股2700点大考 北上资金已经连续五周“扫货”,21世纪经济报道
29327,2018-08-07,北上资金大举抄底白马股 A股配置价值凸显,和讯
29328,2018-08-07,茅台股价跌破700元白酒行业后劲还足不足,顶尖财经网
29329,2018-08-07,白马股继续补跌业内人士称这是阶段性见底信号,证券时报
29330,2018-08-07,"食品饮料行业周报:行业基本面良好,板块回调配置良机凸显",山西证券
29331,2018-08-07,"食品饮料行业周报:华润大手笔布局高端市场,啤酒行业竞争趋缓明确",平安证券
29332,2018-08-07,"食品饮料行业:茅台业绩略超预期,行业长期持有价值显现",东北证券
29333,2018-08-06,恒大半年净利超520亿创地产行业历史纪录 是茅台3倍,中国基金报
29334,2018-08-06,白马股集体补跌，有股票两个月跌了50%，见底迹象？,e公司
29335,2018-08-06,茅台挂牌成立首个院士工作站,新华网
29336,2018-08-06,华大董事长汪健访茅台：拟在工业微生物等方面签长期战略协议,澎湃新闻
29337,2018-08-06,日常消费品：基本面并无异常 荐3股,中银国际
29338,2018-08-06,联讯证券：中报视角窥探行业 政策视角分析周期,联讯证券
29339,2018-08-06,酒价上调提振业绩 茅台半年报解读,佳酿网
29340,2018-08-06,白酒龙头中期业绩增长良好 建议关注,佳酿网
29341,2018-08-06,快来看看“国家队”青睐 哪些个股,重庆商报
29342,2018-08-06,抢商大战爆发 宋代官窖携四重大礼推出“千车千商”招商计划,佳酿网
29343,2018-08-06,食品饮料周报第92期（201829）：伊利稳步海外布局 高端白酒业绩表现亮眼,开源证券研究所
29344,2018-08-06,【有基本面、有业绩，静待市场转机—方正食品饮料180805】,虎哥的研究
29345,2018-08-06,北上资金撤离贵州茅台为哪般,新华网
29346,2018-08-06,8月6日早间机构研报精选 10股值得关注,证券时报网
29347,2018-08-06,贵州茅台发财报山西汾酒惨跌：高端白酒股估值见顶？,中国经济网
29348,2018-08-06,"贵州茅台动态点评:二季度收入超预期,系列酒快速增长",国海证券
29349,2018-08-06,"贵州茅台:收入略超预期,提价推动毛利率提升",东北证券
29350,2018-08-05,50 万条拼多多数据得出：卖得最好的是纸抽，第二名不可描述,新浪
29351,2018-08-05,日常消费品：有基本面及有业绩 静待市场转机,方正证券
29352,2018-08-05,日常消费品：向好趋势不改 荐4股,中泰证券
29353,2018-08-05,“股王”魔咒：股价从314元跌至23元400亿纸上富贵灰飞烟灭！,搜狐
29354,2018-08-05,【华创·每日最强音】理性看待茅台预收账款回落，建议关注超跌个股 |食饮+计算机+交运（20180807）,华创证券研究
29355,2018-08-04,A股现金奶牛,中金在线
29356,2018-08-04,12亿外资大撤退茅台背后：营销费用增六成助推业绩，800亿存款趴在银行吃利息,每日经济新闻
29357,2018-08-04,冲击万亿市值未果？看懂贵州茅台中报三个关键数据,腾讯网
29358,2018-08-03,茅台酒市价攀升至2000元 “一瓶难求”上半年利润猛增四成,华夏时报
29359,2018-08-03,机构资金流向每日分析:机构空方力量总体渐弱，茅台近日遭机构持续看空,红周刊
29360,2018-08-03,淡季不淡 茅台上半年营收再创新高 全年营收900亿元有望实现,苏南网
29361,2018-08-03,今日资金抢入六只强势股一览（2018年8月3日）,金投网
29362,2018-08-03,国泰君安：贵州茅台维持增持评级,顶尖财经网
29363,2018-08-03,贵州茅台股票分析：全力冲刺千亿目标，预收款加速确认成为常态,南方财富网
29364,2018-08-03,贵州茅台2018中报点评：预收款下降是表象，增长和估值回归均衡,南方财富网
29365,2018-08-03,【川财研究所*深度报告】泸州老窖（000568）：踏上新征途，行业、公司、产品全面景气,川财研究
29366,2018-08-03,40股获券商买入评级 杉杉股份目标涨幅达101.53%,Wind
29367,2018-08-03,贵州茅台：业绩定海神针 估值切换首选,金融界
29368,2018-08-03,【食品饮料丨薛玉虎】贵州茅台(600519)：业绩维持高增速，茅台酒供不应求是最强支撑,方正证券研究
29369,2018-08-03,【食品饮料-苏铖】贵州茅台：锐意进取，Q2营收增长加速,安信证券研究
29370,2018-08-03,"贵州茅台:需求增长强劲,预收款下降源于打款政策变化",证券之星
29371,2018-08-02,【互通资金动向】北上资金成交放量 买入金融股卖出白酒龙头,e公司
29372,2018-08-02,银行业出现历史性错误定价,红周刊
29373,2018-08-02,江小白药丸？它不是酒界的杜蕾斯，而是酒界的拼多多啊,南方财富网
29374,2018-08-02,一瓶近两千元的贵州茅台，上半年还是供不应求吗？,财华社
29375,2018-08-02,茅台发布2018年半年度报告：淡季旺销 市场表现超预期,中新网
29376,2018-08-02,明日最具投资机会六大牛股一览（2018年8月2日）,金投网
29377,2018-08-02,公 司 | 贵州茅台上半年净赚157.6亿 经销商预付款减少三成,东吴中小融
29378,2018-08-02,周五机构一致最看好的6只个股（08.02）,中金在线
29379,2018-08-02,贵州茅台:双轮驱动已成型 预收账款调节应理性看待,中信建投
29380,2018-08-02,营收334亿、利润158亿!李保芳交出主政茅台以来第一份答卷,佳酿网
29381,2018-08-02,华创证券：贵州茅台“不留余地，冲刺千亿”,腾讯网
29382,2018-08-02,【安信食品|中报点评】贵州茅台：锐意进取，Q2营收增长加速,北外滩食饮俱乐部
29383,2018-08-02,【长城食品】预收款合理变化，龙头业绩稳定向上—— 贵州茅台1H18点评,宇光看食饮
29384,2018-08-02,贵州茅台：需求强劲，景气周期延续,东方证券
29385,2018-08-02,贵州茅台2018上半年研发投入这么低 这是要吃老本到底了？,凤凰网
29386,2018-08-02,【平安】贵州茅台*600519*仍是性价比突出成长股，弱市时更是定海神针*强烈推荐,平安研究
29387,2018-08-02,中金下调茅台盈利预测 全年业绩存难达预期情况,新浪
29388,2018-08-02,贵州茅台：Q2收入超预期，维持战略首推,国金证券
29389,2018-08-02,余额降低无碍四板块成融资客最爱 四股值得关注,中财网
29390,2018-08-02,方正食品：茅台真实增长在25%左右 报表增速大于实际,新浪
29391,2018-08-02,贵州茅台：供需偏紧 茅台经营业绩持续增长,金融界
29392,2018-08-02,贵州茅台：各业务全面提升 行稳致远,金融界
29393,2018-08-02,贵州茅台：性价比突出成长股 弱势中的定海针针,金融界
29394,2018-08-02,白酒板块走势疲弱 贵州茅台跌逾2%,证券时报网
29395,2018-08-02,茅台强令低价促销每瓶1399元 经销商：杯水车薪难落地,第一财经
29396,2018-08-02,【招商食品丨最新】贵州茅台：定海神针，切换首选,招商食品饮料
29397,2018-08-02,【华创食饮董广阳龚源月团队】贵州茅台2018中报点评：不留余地，冲刺千亿,--
29398,2018-08-02,贵州茅台半年报净利增长40% 盘初跌近2%,e公司
29399,2018-08-02,贵州茅台（600519）18年中报点评：中报业绩符合预期 全年业绩确定性仍强 中长期向好趋势不改,申万宏源研究
29400,2018-08-02,贵州茅台高开，上半年净利润增四成,Wind
29401,2018-08-02,【贵州茅台中报点评：业绩维持高增速，茅台酒供不应求 是最强支撑—方正食品饮料180801】,虎哥的研究
29402,2018-08-02,【贵州茅台（600519）】立足即期看未来，弱假设下的确定性,中信证券研究
29403,2018-08-02,昨天，两家重要公司公布业绩报告——道达早评,每日经济新闻
29404,2018-08-02,【轻工-周文波】劲嘉股份：二季度经营状况有所好转,安信证券研究
29405,2018-08-02,贵州茅台上半年净赚158亿元 证金公司二季度减持147万股,大众证券报
29406,2018-08-02,两融余额连续13天低于9000亿 六股布局良机,证券日报
29407,2018-08-02,茅台上半年净利同比增四成 淡季不淡酒价飙至2000元,证券日报
29408,2018-08-02,贵州茅台2018上半年净利增四成 系列酒延续高增长,每日经济新闻
29409,2018-08-02,"贵州茅台:q增长提速,系列酒收入占比提升",证券之星
29410,2018-08-02,"贵州茅台:茅台酒与系列酒同增,批价上行供需仍紧张",西南证券
29411,2018-08-02,"贵州茅台:中报符合预期,下半年留出量增空间",东吴证券
29412,2018-08-01,系列酒营收涨超五成 茅台加速扭转“飞天依赖症”,北京商报
29413,2018-08-01,贵州茅台上半年净利增四成 国家队减持沪股通加仓,e公司
29414,2018-08-01,【长城食饮每日资讯0801】贵州茅台1H18营收同比增长38.06%，净利润同比增长40.12%,宇光食饮日讯
29415,2018-08-01,公告精选：贵州茅台上半年净利同比增四成；汇洁股份董事长涉嫌内幕交易被证监会立案调查,e公司
29416,2018-08-01,1日晚公告精编丨贵州茅台上半年净利润158亿元,21世纪经济报道
29417,2018-08-01,贵州茅台：上半年增加250家经销商 总数突破3300家,e公司
29418,2018-08-01,晚间重要公告2018年8月1日星期三,Wind
29419,2018-08-01,贵州茅台：上半年营收334亿元 净利润达158亿元,凤凰网
29420,2018-08-01,贵州茅台上半年净利润158亿 同比增长40%,腾讯网
29421,2018-08-01,贵州茅台：上半年净利158亿元 同比增40%,e公司
29422,2018-08-01,贵州茅台：上半年净利润157.64亿元，同比增40%,Wind
29423,2018-08-01,上市公司换帅是好是坏？保持勇气担当就会更“帅”,全景网
29424,2018-08-01,[推荐评级]食品饮料行业周报：二季度基金重仓发布 蓝筹仍受追捧,中财网
29425,2018-08-01,贵州茅台荣获最佳责任企业和精准扶贫贡献奖,中国网
29426,2018-08-01,[买入评级]劲嘉股份(002191)中报业绩快报点评：烟标复苏、彩盒包装订单开始放量 中报业绩提速显著,中财网
29427,2018-07-31,53°飞天茅台酒，年中大促，限量抢购！,搜狐
29428,2018-07-31,拼多多回应假货问题：这是个行业问题，让只有三岁的拼多多来承担，压力太大,虎嗅网
29429,2018-07-31,[看好评级]食品饮料行业周报：白酒行稳致远景气不变 榨菜中报超预期继续推荐,中财网
29430,2018-07-31,[中性评级]食品饮料行业周报：名酒中报表现靓眼 大众食品各有所长,中财网
29431,2018-07-31,[买入评级]食品饮料行业周报：关注中报行情 坚守龙头,中财网
29432,2018-07-31,[买入评级]食品饮料行业周报：白酒、食品龙头中期业绩增长良好 建议关注白酒、食品龙头,中财网
29433,2018-07-31,食品饮料行业动态：市场再次低估了名酒成长的可持续性,中财网
29434,2018-07-31,狠抓C端，茅台大力整顿云商平台,Wind
29435,2018-07-31,牛栏山价格只有茅台0.36% 股价涨幅却是茅台的28倍,每日经济新闻
29436,2018-07-31,狠抓C端 茅台大力整顿云商平台,北京商报
29437,2018-07-31,"食品饮料行业2018年第29期:中报在即,业绩坚实是核心亮点",国联证券
29438,2018-07-31,食品饮料行业:以优秀的基本面对抗市场情绪波动,东北证券
29439,2018-07-31,"食品饮料行业周报2018第30期:乱世喧嚣守本心,迎接食品中报行情",长城证券
29440,2018-07-30,日常消费品：建议关注白酒及食品龙头 荐18股,广发证券
29441,2018-07-30,[推荐评级]食品饮料行业周报：布局估值切换 首推白酒调味品,中财网
29442,2018-07-30,[强于大市评级]食品饮料行业周报：消费升级+餐饮回暖 看好调味品行业发展,中财网
29443,2018-07-30,[推荐评级]食品饮料行业周报：中报行情聚焦绩优公司,中财网
29444,2018-07-30,[增持评级]食品饮料每周小评：中报值得期待 静待板块改善再起航,中财网
29445,2018-07-30,“股神”半年亏掉14亿，产业链布局才是重点,Wind
29446,2018-07-29,日常消费品：静待旺季到来 荐5股,中泰证券
29447,2018-07-29,基金中报完毕 那些增仓超过10亿元的票,巨丰财经
29448,2018-07-28,“股王”从376元跌至130元！股民：成本240元还能解套吗,搜狐
29449,2018-07-27,中国的好酒为何多出自这个“金三角”？,中新网
29450,2018-07-27,奶酪基金庄宏东：价值投资须有安全边际,证券时报
29451,2018-07-26,基金二季报收官 这10只股票闯入基金增持榜前十！,证券网
29452,2018-07-26,白酒股“见光死”值得警惕,北京商报网
29453,2018-07-26,茅台中报超预期 2018上半年收入350亿,佳酿网
29454,2018-07-26,二季度公募基金配置较偏防守 贵州茅台成第一大重仓股,股城网
29455,2018-07-26,积极把握白酒板块中报行情,佳酿网
29456,2018-07-26,业绩捷报+涨价潮 白酒板块尾盘活跃走强,佳酿网
29457,2018-07-26,基金中报持仓分析：集中持股抱团依旧，金融周期严重低配（国信策略）,--
29458,2018-07-26,[推荐评级]食品饮料行业周报：关注优质品种中报期表现,中财网
29459,2018-07-26,解码百元股 逾九成业绩向好,北京商报
29460,2018-07-26,回顾A股三大阶段热门股 以史为鉴调整策略把握先机,金融界
29461,2018-07-25,大盘上攻目标点位曝光 暗藏一重大隐忧,证券时报
29462,2018-07-25,【平安重点】行业专题报告*食品饮料*食饮&白酒2Q超配加大，北上资金偏爱绝对龙头*强于大市,平安研究
29463,2018-07-25,贵州茅台：上榜近五年全球投资回报率上市公司第10位,e公司
29464,2018-07-25,[强于大市评级]食品饮料行业专题报告：食饮&白酒2Q超配加大 北上资金偏爱绝对龙头,中财网
29465,2018-07-25,今日（7月25日）贵州茅台（600519）股票行情观点：强势上攻,南方财富网
29466,2018-07-25,“现金奶牛”受青睐 部分公司股价走势大幅领先大盘,中国经济时报
29467,2018-07-25,[看好评级]食品饮料行业周报：中报业绩捷报频传 关注超预期个股,中财网
29468,2018-07-25,[看好评级]2018年基金中报分析(食品、饮料与烟草行业)：消费环比加仓 未来震荡向上,中财网
29469,2018-07-25,【东北金工高建/徐忠亚】公募基金2018Q2持仓分析：贵州茅台再次成为第一大重仓股,东北证券研究所
29470,2018-07-25,国泰君安中小盘·IPO专题【打新基金二季度收益遇寒冬，持续减持银行股】,易研九鼎
29471,2018-07-25,造纸轻工行业周报:继续看好包装以及成品家居板块,申万宏源
29472,2018-07-24,力求稳健发展 李保芳称茅台系列酒不需要大起大落,每日经济新闻
29473,2018-07-24,如果你也遇到这个困扰，不妨找阿里巴巴要答案：“大中台、小前台”架构,搜狐
29474,2018-07-24,2018年基金中报分析：消费环比加仓，未来震荡向上【食品饮料黄付生团队｜太平洋证券】,食品饮料大消费黄付生
29475,2018-07-24,茅台集团董事长：像保护眼睛一样保护赤水河流域,中新网
29476,2018-07-24,[推荐评级]食品饮料行业深度研究报告：板块重仓比例提升 聚焦稳定性龙头,中财网
29477,2018-07-24,茅台董事长：茅台上半年主要经济指标增速创近年最高 不可持续,国际金融报
29478,2018-07-24,李保芳：茅台经济增速不能年年这样快 百米冲刺消耗太大,金融界
29479,2018-07-24,[买入评级]食品饮料行业周报：关注中报业绩释放 坚守龙头寻找确定性机会,中财网
29480,2018-07-24,[看好评级]食品饮料行业周报：中报确定性的溢价 食品饮料不悲观,中财网
29481,2018-07-24,食品饮料：白酒延续一季报趋势次高端是亮点,顶尖财经网
29482,2018-07-24,[买入评级]食品饮料行业周报：2018Q2国内公募基金持仓占比提升 建议关注白酒、食品龙头,中财网
29483,2018-07-24,[看好评级]食品/饮料与烟草行业周报：从三聚氰胺/瘦肉精/塑化剂看恶性事件的影响,中财网
29484,2018-07-24,[推荐评级]食品饮料行业周报：名酒企成长逻辑依然清晰 板块性价比仍在,中财网
29485,2018-07-24,茅台集团董事长：茅台系列酒不需要大起大落，要保持稳健发展,Wind
29486,2018-07-24,茅台集团董事长：茅台系列酒不需要大起大落 要保持稳健发展,e公司
29487,2018-07-24,[强于大市评级]深度*行业*食品饮料行业周报：受益于高增长和稳定性 2Q18食品饮料基金仓位重新上升,中财网
29488,2018-07-23,【国君食品】2018Q2基金重仓食品饮料板块分析：预期高企、抱团明显，Q2板块基金重仓回升,OhShopping讲饮讲食
29489,2018-07-23,【招商策略】私募资管规模收缩明显，小盘股基金仓位占比提升——金融市场流动性与监管动态周报（0723）,招商策略研究
29490,2018-07-23,贵州：多举措保护赤水河,中新网
29491,2018-07-23,贵州茅台安排部署2019年有机高粱收储调运工作,e公司
29492,2018-07-23,[看好评级]食品饮料行业周报：基金Q2持仓明显提升 继续看好板块配置价值,中财网
29493,2018-07-23,深度*行业*基金2Q18食品饮料仓位：仓位重新上升,中财网
29494,2018-07-23,中观行业跟踪周报：消费板块景气跟踪之食品饮料篇,中财网
29495,2018-07-23,[推荐评级]食品饮料行业周报：6月白酒、啤酒产量同比下滑 不改行业中长期逻辑,中财网
29496,2018-07-23,[推荐评级]食品饮料行业周报：中报业绩前瞻,中财网
29497,2018-07-23,[增持评级]中泰食品饮料周报：洋河&乳业数据跟踪,中财网
29498,2018-07-23,[领先大市-A评级]食品饮料行业周报：本期专题：刚需逻辑成为白酒投资主线,中财网
29499,2018-07-23,[优于大市评级]食品行业周报：贵州茅台、五粮液加速改革值得关注,中财网
29500,2018-07-23,[强于大市评级]食品饮料行业周报：2H18奶粉竞争有望趋缓 头部品牌分享注册制红利,中财网
29501,2018-07-23,二季度基金重仓分析：白酒持仓明显回升，北上资金持续增持,长江食品饮料研究
29502,2018-07-23,要闻速递：7月23日证券市场消息汇总,财界网
29503,2018-07-23,[推荐评级]食品饮料行业周报：茅台数据超预期 五粮液改革再加速,中财网
29504,2018-07-23,【中报业绩前瞻—方正食品饮料180722】,虎哥的研究
29505,2018-07-23,苗国军谈五粮液价格涨幅有限 无视品牌是根本原因,新浪
29506,2018-07-23,长生生物：一家神奇的公司 毛利率超茅台,新浪
29507,2018-07-23,贵州茅台成基金头号重仓股,中华网
29508,2018-07-23,贵州茅台成基金头号重仓股,每经网
29509,2018-07-23,持股集中度回升，创业板持仓占比连续2个季度提升——18Q2基金持仓结构分析（中泰策略）,修炼投资的水晶球
29510,2018-07-23,"食品饮料行业周报:中报行业盈利良好,看好白酒及必须消费板块",国海证券
29511,2018-07-23,"食品饮料行业:中报季拉开序幕,关注业绩超预期标的",开源证券
29512,2018-07-22,【华创食饮董广阳龚源月团队】华创食饮周观点：茅台数据超预期，五粮液改革再加速,--
29513,2018-07-22,基金抱团“大消费”撑过暴跌二季度 下半年这招还管用？,第一财经
29514,2018-07-22,【长城食饮每日资讯0722】茅台召开葡萄酒战略研讨会，预计5年内实现10-20亿销售规模,宇光食饮日讯
29515,2018-07-22,茅台再次成为基金第一重仓股！二季报基金持仓全解析(附股),中证报
29516,2018-07-22,仓位显著下调，医药相关主题基金大放异彩 ——2018年二季度开放式偏股型基金季报分析,EBQuant
29517,2018-07-22,长生生物今年一季度毛利率超过茅台,证券时报网
29518,2018-07-21,基金二季报持股：700只基金重仓茅台 银行被大幅减持,新浪
29519,2018-07-21,皇台酒业四易主四戴帽仍陷亏损 一整年没有机构问津,中国经营报
29520,2018-07-20,兴业策略：基金仓位大幅下降 成长板块超配比例仍低,新浪
29521,2018-07-20,李保芳的下半年挑战 茅台全年目标还差六成,华夏时报
29522,2018-07-20,『早安，新时代！』晨会早读2018/07/19：今日关注五粮液、伊利股份、宁德时代,新时代证券研究
29523,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
29524,2018-07-20,搜狐酒业周报丨茅台上半年营收约350亿；五粮液5高管人事调动,搜狐
29525,2018-07-19,五粮液一日5高管调动：邹涛出任集团副董事长，或接任上市公司董事长,搜狐
29526,2018-07-19,但斌业绩怎么样？茅台王子到底赚不赚钱？用数据说话,新浪
29527,2018-07-19,高端稳增向好：公司中报预测假设及最新跟踪,佳酿网
29528,2018-07-19,[推荐评级]食品饮料行业中报预览：高端稳增向好 大众略有分化,中财网
29529,2018-07-19,53°飞天茅台酒-限时特惠,搜狐
29530,2018-07-18,【长城食饮每日资讯0718】桃李面包披露18年半年业绩快报，利润同比增长44.92%,宇光食饮日讯
29531,2018-07-18,看好中国｜消费升级——白酒股全年增长无忧,巨丰财经
29532,2018-07-18,[买入评级]贵州茅台(600519)点评：初步经营数据基本符合我们的预期,中财网
29533,2018-07-18,[买入评级]贵州茅台(600519)点评：上半年利润总额同比增40% 维持买入,中财网
29534,2018-07-18,白酒企业提前布局中秋行情,广州日报
29535,2018-07-18,“智慧茅台”工程建设行动纲领即将出炉,e公司
29536,2018-07-18,茅台集团将注销28家分公司及子公司,新浪
29537,2018-07-18,茅台处罚旗下公司夸大宣传行为,北京商报
29538,2018-07-18,茅台上半年主要经济指标增长超50%,北京商报
29539,2018-07-18,"五粮液:品牌高溢价,改革攻坚,前景光明",证券之星
29540,2018-07-17,但斌：别只从今年看业绩，相信时间会开出玫瑰,国际金融报
29541,2018-07-17,开启“智慧”大门，后千亿茅台如何进军“第三动力极”？,糖酒快讯
29542,2018-07-17,[推荐评级]食品饮料行业周报：白酒淡季持续看好 食品推荐西王食品,中财网
