,2021-12-31,福耀玻璃董事长曹德旺呼吁企业家们把钱拿出来分享,阿尔法工场
3481,2019-08-28,福耀玻璃：上半年净利润同比减19.43%，营收小增 盈利能力下降,Wind
3482,2019-08-28,【天风汽车】福耀玻璃：短期承压 长期成长性不改,学学看汽车
3483,2019-08-27,股价抢跑业绩，福耀玻璃大涨7%,富途证券
3484,2019-08-26,“美国工厂”，Game over！,Wind
3485,2019-08-26,汽车零部件板块早盘走强 今飞凯达、华培动力等多股涨停,第一财经
3486,2019-08-26,中信证券：预计下半年国内乘用车产量回暖确定性高,证券时报网
3487,2019-08-23,天风汽车【月观点】一文看透汽车景气现状,学学看汽车
3488,2019-08-22,史诗级上涨行情！4只白酒股齐创新高，茅台强势突破1100关口，酒价竟直逼3000元,e公司
3489,2019-08-22,孙宏斌概叹开发商也都借不到钱了 花旗仍看好内房股,新浪
3490,2019-08-20,恒指半日涨0.01%报26294点 中烟香港逆市涨超6%,腾讯网
3491,2019-08-19,曹德旺：刚做生意时拒绝分钱跑人 都跑了国家前途在哪里,金融界
3492,2019-08-19,摩通：下调耐世特(1316.HK)目标价至6.5港元 评级“中性” 机构下调估值,格隆汇
3493,2019-08-16,汽车和汽车零部件行业动态跟踪报告:符合预期、坚定前行,平安证券
3494,2019-08-15,经济结构转型成效显著 价值公司头雁效应凸显,证券时报
3495,2019-08-14,A股共发生35宗大宗交易成交9.17亿元（8月14日）,Wind
3496,2019-08-14,福耀玻璃今日大宗交易成交57.12万股，成交价21.01元折价0.43%,Wind
3497,2019-08-14,乘用车格局：供给侧加速出清 头部公司更强,财富动力网
3498,2019-08-14,"汽车行业:7月乘用车零售同比下滑5.0%,略高于市场预期",证券之星
3499,2019-08-13,中信证券：汽车7月销量符合预期，同比降幅继续收窄,证券时报网
3500,2019-08-12,福耀玻璃(03606.HK)将于8月28日举行董事局会议以审议中期业绩,格隆汇
3501,2019-08-12,“百年老店”如何炼成：独具匠心 专精主业,中证报
3502,2019-08-09,8月乘用车产销回升潜力较大，机构建议在周期底部阶段提前布局两条主线,第一财经
3503,2019-08-09,上海证券市场大宗交易公开信息(2019-08-09),上交所
3504,2019-08-09,中国进出口银行：全力支持福建外向型经济高质量发展,新华网
3505,2019-08-06,报告 | 2019年7月福建省A股上市公司市值TOP50,挖贝网
3506,2019-08-02,曹德旺回忆母亲:家里只能一日吃两餐 但生活的很阳光,新浪
3507,2019-08-02,曹德旺：年轻人不要整天讲困难 用自己双手创造财富,金融界
3508,2019-08-02,【权益变动】福耀玻璃(03606-HK)获加拿大皇家银行增持74.2万股,财华社
3509,2019-08-01,上海证券市场大宗交易公开信息(2019-08-01),上交所
3510,2019-07-31,扶持本土供应商，华晨宝马要在中国下更大的一盘棋,和讯
3511,2019-07-30,耐世特昨日创逾两年半新低后 现反弹4% 连续下跌,新浪
3512,2019-07-30,07月30日 24只股票封板 多元金融板块涨幅最大,每日经济新闻
3513,2019-07-30,福耀玻璃(03606-HK)盘前现跌2.731%,财华社
3514,2019-07-29,7月北上资金净买超百亿 18股连续八周获加仓,证券时报
3515,2019-07-26,国产宝马的国产供应商,爱范儿
3516,2019-07-26,中汽协下调汽车销量预测，汽车零件股走弱,富途证券
3517,2019-07-26,福耀玻璃：中诚信证评终止“福耀玻璃公开发行2016年公司债券(第一期)”信用评级 债权融资异常,Wind
3518,2019-07-26,07月26日 24只股票封板 航天航空板块涨幅最大,每日经济新闻
3519,2019-07-26,敏实跌近5%失守10天及20天线 摩通续维持减持评级 投资评级恶化,新浪
3520,2019-07-24,北向资金净流入逾24亿元，抛售贵州茅台4亿元，加仓这些股,第一财经
3521,2019-07-24,都在关注科创板 外资在干嘛？7月北向资金调仓动向 28股大增仓,证券时报网
3522,2019-07-24,广证恒生-顶级策略-震荡上行-20190724,广证恒生策略研究
3523,2019-07-23,2019-07-23 NESC复盘笔记：创指走高涨1.25% 华为海思概念强势上涨,复盘笔记
3524,2019-07-23,【国盛策略 | 陆股通周监控】对外开放再提速，北上流入逾90亿*第38期,尧望后势
3525,2019-07-23,瑞信：上调信义玻璃(0868.HK)评级至“跑赢大市” 目标价维持9.3港元,格隆汇
3526,2019-07-23,入选世界500强的那些车企，你们不要高兴得太早,和讯
3527,2019-07-23,广证恒生-顶级策略-震荡下行-20190723,广证恒生策略研究
3528,2019-07-23,两融业务周报（20190715-20190719）,东吴财经通
3529,2019-07-23,"汽车行业2019Q2基金持仓分析:整体持仓占比处历史低位,零部件仓位小幅下滑,确定性龙头仍为核心偏好",申万宏源
3530,2019-07-23,"汽车行业周报:二季度汽车持仓仍处历史低位,批发销量边际改善在望",申万宏源
3531,2019-07-22,广证恒生-顶级策略-震荡上行-20190722,广证恒生策略研究
3532,2019-07-22,建材龙头股2019二季度持仓分析：内外资增持水泥龙头（国君建材 鲍雁辛 黄涛） 20190721,鲍大侠之建材
3533,2019-07-21,科创板开市猜想：首批25家谁有“黑马”潜质？,第一财经
3534,2019-07-19,【招商汽车|行业深度】已到寅卯时：汽车行业中报前瞻,招商汽车研究
3535,2019-07-19,叶檀：暴涨200%！毫不起眼的公司竟然被外资疯狂爆买！,金融界
3536,2019-07-19,广证恒生-顶级策略-震荡下行-20190719,广证恒生策略研究
3537,2019-07-17,野村：下调福耀玻璃(03606)目标价至22.1港元 维持“减持”评级 机构下调估值,智通财经
3538,2019-07-17,汽车和汽车零部件行业动态跟踪报告:短期扰动因素释放、下半年有望缓慢复苏,平安证券
3539,2019-07-16,嘉实战略配售基金二季度跑赢业绩基准 股票仓位仍为0.19%,中证网
3540,2019-07-16,耐世特跌逾4%暂见四连跌 遭瑞银下调目标价 连续下跌,新浪
3541,2019-07-12,上市公司高股息比拼“宝宝”军团，63只“现金奶牛”名副其实,Wind
3542,2019-07-12,"汽车行业:6月销量同比正增长,行业进入补库存阶段",证券之星
3543,2019-07-11,2019财富中国500强汽车行业子榜单：上汽位列第一,新浪
3544,2019-07-11,即使成长变慢，但巴菲特却坚持持有可口可乐！关键看分红,腾讯网
3545,2019-07-10,澳洲联邦银行增持福耀玻璃(03606)365.2万股，每股作价24.91港元,智通财经
3546,2019-07-09,格隆汇港股聚焦(7.09)︱龙湖集团上半年合同销售超1000亿元 长城汽车6月销量6.33万辆 同比增1.79%,格隆汇
3547,2019-07-09,福耀玻璃：关于2016年公司债券(第一期)本息兑付和摘牌公告,上交所
3548,2019-07-09,头号研报：汽车零售销量转正 行业迎来拐点期,巨丰财经
3549,2019-07-09,【增减持】福耀玻璃(03606.HK)获澳联邦银行增持365.2万股,格隆汇
3550,2019-07-09,福耀玻璃(03606)：“16福耀01”将于7月22日兑付摘牌,智通财经
3551,2019-07-09,福耀玻璃(03606.HK)：“16福耀01”7月22日开始本息兑付及摘牌,格隆汇
3552,2019-07-09,福耀玻璃(600660.SH)“16福耀01”将于7月22日兑付及摘牌,格隆汇
3553,2019-07-08,汽车股破净潮下的机会在哪里,红周刊
3554,2019-07-08,453只个股月内吸金均超1000万元逾31亿元资金追捧农林牧渔等七行业,证券日报
3555,2019-07-07,比亚迪有多狂？不仅跟特斯拉对着干，还抢了富士康饭碗,搜狐
3556,2019-07-06,隐藏在A股年报里的“隐形冠军”,要资讯
3557,2019-07-06,涨价题材再次起飞 主力资金超亿元抢先布局这几只,证券时报
3558,2019-07-04,A股共发生64宗大宗交易成交10.69亿元（7月4日）,Wind
3559,2019-07-04,报告 | 2019年6月福建省A股上市公司市值TOP50,挖贝网
3560,2019-07-04,电商扶贫滑坡？郁亮和杨惠妍入围脱贫攻坚奖，拼多多黄峥首轮出局,乐居财经
3561,2019-07-04,2019年中期策略：梅花香自苦寒来 降档加油补内功,金车研究
3562,2019-07-03,[快讯]7月3日大宗交易一览,中财网
3563,2019-07-03,上海证券市场大宗交易公开信息(2019-07-03),上交所
3564,2019-07-03,中国公司市值500强榜单出炉 永辉超市位居第119位,联商网
3565,2019-07-02,天风证券：汽车底部就在眼前 长线布局龙头成长(股),新浪
3566,2019-07-02,两融及北上资金大幅净流入 消费与金融最受宠,证券时报
3567,2019-07-01,招商证券：行业β属性浮现，把握汽车行业左侧布局机会,证券时报网
3568,2019-07-01,广证恒生：震荡调整,广证恒生
3569,2019-06-30,投资负资产少的公司,红周刊
3570,2019-06-30,北向资金6月再度杀回A股 上半年哪些个股是真爱,Wind
3571,2019-06-28,津上机床急挫近6% 惟全年多赚89.4%,新浪
3572,2019-06-27,【权益变动】福耀玻璃(03606-HK)获MatthewsInternationalMgt增持522.52万股,财华社
3573,2019-06-26,格隆汇港股聚焦(6.26)︱	迈向高质量多元化发展 华南城年度核心净利升8.8%至17.5亿港元,格隆汇
3574,2019-06-26,格隆汇个股放量排行榜 | 6月26日,格隆汇
3575,2019-06-25,格隆汇港股聚焦(6.25)︱	中国平安斥17.2亿元回购1977.6万股A股 中信证券拟清仓减持中信建投 减持股份,格隆汇
3576,2019-06-25,【增减持】福耀玻璃(03606.HK)遭Genesis Asset Managers减持581.2万股,格隆汇
3577,2019-06-21,互太纺织现跌约4% 遭大和降目标近13%,新浪
3578,2019-06-18,福耀玻璃(03606.HK)：国内、海外业务此消彼长，平滑周期影响，维持“买入”评级,格隆汇
3579,2019-06-18,拿什么指标评价一家房企好与坏？,腾讯网
3580,2019-06-17,广证恒生-顶级策略-震荡整理-20190617,广证恒生策略研究
3581,2019-06-17,【权益变动】福耀玻璃(03606-HK)被Genesis Asset Managers减持43.92万股,财华社
3582,2019-06-16,汽车：乘用车批量继续走低 荐7股,西南证券
3583,2019-06-14,【增减持】福耀玻璃(03606.HK)遭Genesis Asset Managers减持43.92万H股,格隆汇
3584,2019-06-14,今日尾盘资金抢筹这些个股,证券时报网
3585,2019-06-14,护城河研究系列之汽车篇：解码汽车企业的攻守道,格隆汇
3586,2019-06-13,"汽车及新能源行业周报:广深松绑限购先行,行业协会指导国六进度",西南证券
3587,2019-06-12,超200股逆市连涨 浦发银行、万科A等千亿市值股夺目,红周刊
3588,2019-06-11,停产预期助推玻璃期货放量涨停，相关个股跟风异动,第一财经
3589,2019-06-11,广证恒生-顶级策略-震荡整理-20190611,广证恒生策略研究
3590,2019-06-06,报告 | 2019年5月福建省A股上市公司市值TOP50,挖贝网
3591,2019-06-06,外资喜欢哪些汽车股？,格隆汇
3592,2019-06-05,出口股有追捧 创科实业暂最佳蓝筹升逾3%敏华涨近4%,新浪
3593,2019-06-04,【行业动态】汽车 1905丨 汽车行业Q2环比或改善，行业具备左侧布局机会,中国银河证券研究
3594,2019-05-31,【增减持】福耀玻璃(03606.HK)获Royal Bank of Canada增持51.4万股H股,格隆汇
3595,2019-05-31,格隆汇港股通5日资金流入流出排行榜 | 5月30日,格隆汇
3596,2019-05-30,格隆汇港股通5日资金流入流出排行榜 | 5月29日,格隆汇
3597,2019-05-29,格隆汇个股放量排行榜 | 5月29日,格隆汇
3598,2019-05-29,广证恒生：震荡上行,广证恒生
3599,2019-05-29,格隆汇港股通5日资金流入流出排行榜 | 5月28日,格隆汇
3600,2019-05-28,中信证券：汽车零部件板块具有持续的成长性,证券时报网
3601,2019-05-27,【晨会聚焦】就业数据分析观察；包商银行释放打破银行刚兑信号,中泰证券研究所
3602,2019-05-27,【汽车】黄旭良、戴仕远：财政部车辆购置税有关政策点评：将促进乘用车消费，利于需求复苏-20180526,中泰证券研究所
3603,2019-05-25,大客户“依赖症”难解 华域汽车股价业绩遭“双杀”,中国经营报
3604,2019-05-24,"2019Q1汽车行业基金持仓分析:整体持仓市值虽有所上升,但占比仍处历史低位,确定性龙头仍为核心偏好",正点财经
3605,2019-05-24,出口股随市反弹 创科实业走高逾3%福耀玻璃扬近2%,新浪
3606,2019-05-23,扩内需促消费国常会放重磅信号新一轮下乡刺激汽车股再度活跃,财华社
3607,2019-05-23,福耀玻璃：目前没有手机盖板玻璃业务规划,Wind
3608,2019-05-23,福耀玻璃：目前没有手机盖板玻璃业务规划,e公司
3609,2019-05-22,【华泰汽车研究】香港路演总结：海外投资者的关注点,华泰汽车研究
3610,2019-05-22,福耀玻璃(03606.HK)2019年累计新增借款占上年末净资产24.80% 大额借贷担保,格隆汇
3611,2019-05-22,受惠家得宝业绩造好 创科实业上扬3%暂最佳蓝筹,新浪
3612,2019-05-22,5月22日A股盘前重要公告提示 | 美的复牌；南京银行拟定增不超140亿元；元成股份高管涉嫌内幕交易受调查；近期大额减持及质押公司数量上升,格隆汇
3613,2019-05-22,2018年上市公司整体业绩稳中向好,证券时报网
3614,2019-05-21,格隆汇港股聚焦(5.21)︱石药一季度纯利增近三成 研发投入4.61亿元,格隆汇
3615,2019-05-21,福耀玻璃：2018年度A股权益分派实施公告,上交所
3616,2019-05-21,[快讯]福耀玻璃公布2018年年度分红方案,中财网
3617,2019-05-21,伟易达跌逾2%跌穿十天线 去年纯利挫17%,新浪
3618,2019-05-20,穿越20年 再看5·19行情,新浪
3619,2019-05-20,亏损数量增加，不乏持续盈利！自主零部件上市公司一季度财报透露了哪些重要信息？| 中国汽车报,中国汽车报
3620,2019-05-20,交运设备行业周报(第十一周),正点财经
3621,2019-05-18,1口气亏掉20亿元！这家公司业绩大变脸！18万股民踩雷,央视
3622,2019-05-14,格隆汇个股放量排行榜 | 5月14日,格隆汇
3623,2019-05-14,独家 | 信义能源将于两周后在港交所上市，已迟到五个月,IPO早知道
3624,2019-05-11,向核心资产集结：可关注金融消费医药领域确定性龙头,新浪
3625,2019-05-10,格隆汇个股放量排行榜 | 5月10日,格隆汇
3626,2019-05-10,制造｜全球视角下的优质中国制造：2019年下半年投资策略,中信证券研究
3627,2019-05-09,汽车市场下行周期，福耀玻璃是如何领跑行业的？,财华社
3628,2019-05-09,展现经济建设主力军风范 沪市公司营收净利双增长,金融界
3629,2019-05-08,午市前瞻：港股短期29000点有支持 或需下试28500点,新浪
3630,2019-05-05,【天风汽车】汽车行业年报一季报总结,学学看汽车
3631,2019-05-05,福耀玻璃收入稳健盈利能力受多因素拖累 盈利能力下降,长城证券
3632,2019-05-05,福耀玻璃一季度净利6.06亿元 同比增长8% 现金流量净额为7.43亿元,挖贝网
3633,2019-05-03,5月3日港股沽空统计丨洛阳钼业(3993.HK)3天及5天平均沽空比例最高,格隆汇
3634,2019-05-03,巴菲特即将现身刷屏 A股有5只股票可满足巴菲特标准,中证报
3635,2019-05-01,福耀玻璃：1Q19收入稳健增长，SAM并表拖累毛利率,金车研究
3636,2019-04-30,【国泰君安国际速评】福耀玻璃(03606.HK)：一季度净利润的增长主要来自一次性因素,国泰君安证券香港
3637,2019-04-30,沪市公司2018年度整体营收增长11% 九成公司盈利,新华网
3638,2019-04-29,美银美林：升福耀玻璃(03606.HK)目标价至29港元 评级“中性”,格隆汇
3639,2019-04-29,【港股异动 | 福耀玻璃低开跌逾4% 首季纯利同比增逾7%】,格隆汇
3640,2019-04-28,【招商汽车|公司点评】福耀玻璃：收入端稳健，业绩端毛利率承压明显 盈利能力下降,招商汽车研究
3641,2019-04-26,格隆汇港股聚焦(4.26)︱ 农行一季度净利润升4.28%至612.51亿元 佳源国际逾40亿进军安徽房地产市场,格隆汇
3642,2019-04-26,汽车零部件板块成长动能强劲 重卡、新能源车机会更为明确,红周刊
3643,2019-04-26,福耀玻璃：一季度净利润同比增7.72%,Wind
3644,2019-04-26,和邦生物去年营收创历史新高 加大环保投入践行高质量发展之路,每经网
3645,2019-04-26,福耀玻璃(03606.HK)一季度净利润增长7.72%至6.06亿元,格隆汇
3646,2019-04-26,"汽车行业:三月第一周乘用车销量承压,特斯拉发布Model Y有望抢占中型电动SUV市场",正点财经
3647,2019-04-26,汽车：整体持仓市值虽有所上升 但占比仍处历史低位,和讯
3648,2019-04-25,建材：两条主线下的板块超配 荐3股,和讯
3649,2019-04-25,创科实业扬近3%兼破顶 暂见两连涨,新浪
3650,2019-04-24,格隆汇港股聚焦(4.24)︱睿见教育中期核心净利润升33%至2.16亿元,格隆汇
3651,2019-04-24,福耀玻璃(03606.HK)完成发行4亿元超短期融资券,格隆汇
3652,2019-04-24,汽车：重卡迎史上最佳3月 荐8股,和讯
3653,2019-04-23,【汽车行业】公募基金19Q1汽车行业持仓分析,格隆汇
3654,2019-04-19,1口气亏掉20亿元！视觉中国业绩大变脸 18万股民踩雷,央视
3655,2019-04-19,35家公司连续9年高比例分红 这些公司最新股息率完胜余额宝（名单）,证券时报网
3656,2019-04-19,广证恒生-顶级策略-震荡整理-20190419,广证恒生策略研究
3657,2019-04-18,2019汽车概念股有哪些？汽车行业龙头股一览,云掌财经
3658,2019-04-18,那些2500点成立的基金交出一季报 最高赚了41.16%,新浪
3659,2019-04-18,四因素助力汽车板块价值回归 机构力荐7只低估值绩优股,证券日报
3660,2019-04-18,广证恒生-顶级策略-震荡上行-20190418,广证恒生策略研究
3661,2019-04-17,首批基金一季报出炉 基金经理称未来行情将分化,金融投资报
3662,2019-04-17,发改委鼓励汽车消费 相关个股望受关注,金融界
3663,2019-04-17,【价值引领投资系列报道】四十年专注做好汽车玻璃，曹德旺百尺竿头开启智能化新征程,Wind
3664,2019-04-17,【港股异动︱福耀玻璃三日连升累涨逾10% 获大和上调评级至“跑赢大市”】,格隆汇
3665,2019-04-15,港股异动︱获大和上调评级及目标价 福耀玻璃(03606)涨超3%,智通财经
3666,2019-04-15,恒指报29910.000点 影视娱乐板块领涨,腾讯网
3667,2019-04-15,通用等在俄相继停厂导致福耀玻璃亏损 亏损,新浪
3668,2019-04-15,大和：升福耀玻璃(03606.HK)评级至“跑赢大市” 目标价上调至30港元,格隆汇
3669,2019-04-14,189只滞涨股后市或“搭台唱戏” 超20家机构集中推荐11只个股,证券日报
3670,2019-04-13,福耀玻璃分红超预期,证券市场周刊
3671,2019-04-13,春季行情有望延续11股同时成为两类机构眼中香饽饽,中财网
3672,2019-04-12,汽车：地方国六持续推进 荐8股,和讯
3673,2019-04-12,汽车：汽车消费有望改善 荐5股,和讯
3674,2019-04-12,花旗：车股估值已反映市场憧憬 料投资者或先行获利,格隆汇
3675,2019-04-12,广证恒生-顶级策略-震荡下行-20190412,广证恒生策略研究
3676,2019-04-11,格隆汇个股放量排行榜 | 4月11日,格隆汇
3677,2019-04-11,广证恒生-顶级策略-震荡整理-20190411,广证恒生策略研究
3678,2019-04-10,格隆汇个股放量排行榜 | 4月10日,格隆汇
3679,2019-04-10,秦洪看盘｜A股市场长线资金比重提升，优质筹码成抢手货,澎湃新闻
3680,2019-04-10,金百临投资：高估值品种回落，低估值品种崛起,金融界
3681,2019-04-10,秦洪：蓝筹股次第现长阳 战略型资金抢筹码,中财网
3682,2019-04-10,汽车：新报废机动车回收办法出台 海南探索新能源综合利用建设,和讯
3683,2019-04-10,港股异动︱汽车设备股受追捧 福耀玻璃(03606)AH股均涨超7%,智通财经
3684,2019-04-10,广证恒生-顶级策略-震荡整理-20190410,广证恒生策略研究
3685,2019-04-10,一边是百亿级回购，另一边是密集减持，辨别良心企业的时机到了,中财网
3686,2019-04-10,逆势增长的车企有什么奥秘,证券时报
3687,2019-04-09,格隆汇个股放量排行榜 | 4月9日,格隆汇
3688,2019-04-09,谁能连续十年归母净利超10亿？ 独家解密A股白金俱乐部成员,投资时报
3689,2019-04-09,建材板块：18年预判的验证19年逻辑日渐清晰,国泰君安
3690,2019-04-09,广证恒生-顶级策略-高开低走-20190409,广证恒生策略研究
3691,2019-04-08,格隆汇港股聚焦(4.8)︱中国铁塔获Wellington Management Group增持2.01亿股H股,格隆汇
3692,2019-04-08,广证恒生-顶级策略-高位震荡-20190408,广证恒生策略研究
3693,2019-04-08,福耀玻璃(03606.HK)将于4月26日举行董事局会议 以考虑及通过一季度业绩,格隆汇
3694,2019-04-08,福耀玻璃(03606.HK)完成发行4亿元超短期融资券,格隆汇
3695,2019-04-08,伟易达逆市跌逾6% 料上季最多少赚二成,新浪
3696,2019-04-08,中信证券：汽车板块具有较高配置性价比 关注四条投资主线,证券时报网
3697,2019-04-04,汽车：动力电池装机量保持增长 荐7股,和讯
3698,2019-04-04,报告| 2019年3月福建省A股上市公司市值排行榜,挖贝网
3699,2019-04-03,隐形冠军蓝思科技的豪赌,新浪
3700,2019-04-03,恒指收涨1.22%报29986点 腾讯涨逾3%创逾八个月新高,腾讯网
3701,2019-04-03,港股异动 | 汽车零件板块走强 启迪国际涨4.69%,格隆汇
3702,2019-04-03,恒指半日涨0.86% 腾讯涨超2%股价创近八个月新高,腾讯网
3703,2019-04-03,【行业动态】汽车 1903丨汽车行业景气度下滑，中西部地区仍有放量空间,中国银河证券研究
3704,2019-04-02,汽车：2019年新能源补贴政策落地 荐5股,和讯
3705,2019-04-02,年营收200亿！食品行业首屈一指的巨头！可股价绵绵阴跌，啥情况？,并购优塾
3706,2019-04-01,中泰 | 四月金股,中泰证券研究所
3707,2019-03-29,汽车：中西部地区仍有放量空间 荐5股,和讯
3708,2019-03-29,车市降温 汽车行业业绩承压 商用车与零部件等细分领域稳步增长 盈利能力下降,大众证券报
3709,2019-03-28,恒指低开0.23%报28663点 新东方在线上市首日平开,腾讯网
3710,2019-03-27,广证恒生-顶级策略-震荡下行-20190327,广证恒生策略研究
3711,2019-03-27,03月27日 收盘突破年线个股一览,每日经济新闻
3712,2019-03-27,福耀玻璃美国工厂实现规模化盈利,中国建材传媒网
3713,2019-03-27,首批基金年报出炉 这三大行业获基金大幅加码,天天基金网
3714,2019-03-27,首批基金年报揭示投资新动向 加码三行业,证券日报
3715,2019-03-26,汽车：网约车用户资金纳入政府监管 荐8股,和讯
3716,2019-03-25,年营收过百亿！国内规模第一！可暴跌腰斩是为啥？估值又是怎么回事？,并购优塾
3717,2019-03-25,汽车：甲醇汽车指导意见发布 荐5股,中泰证券
3718,2019-03-23,福耀玻璃虽盈利数据下又暗含着怎样的趋势,中国建材传媒网
3719,2019-03-23,社保基金持仓93只个股年内浮盈逾80亿 连续5季度坚守34家公司,证券日报
3720,2019-03-21,广证恒生：震荡整理,和讯
3721,2019-03-21,今年什么样的投资者会跑赢市场，什么样的投资者会跑输市场？,中财网
3722,2019-03-21,福耀玻璃：美国工厂实现规模化盈利 海外业务成增收主力,面包财经
3723,2019-03-20,福耀玻璃(3606.HK)：国内业务短期承压但龙头优势不改，长线关注成长性拓展，维持买入评级，目标价29.5港元,格隆汇
3724,2019-03-20,中信建投晨会0320 | 城投债成交如何？招商蛇口、华鲁恒升,中信建投证券研究
3725,2019-03-20,【汽车-福耀玻璃(03606)】黄旭良、戴仕远：年报点评：营收稳健增长，业绩符合预期-20190319,中泰证券研究所
3726,2019-03-20,这批北上资金“举牌”股大幅落后大盘,投资快报
3727,2019-03-20,"福耀玻璃公司动态点评:全年业绩基本符合预期,但美国工厂第四季度盈利低于预期",长城证券
3728,2019-03-19,2019-03-19放量榜,格隆汇
3729,2019-03-19,【广证恒生汽车】福耀玻璃(600660)年报点评-美国项目是当前增长引擎，海外收购埋下伏笔,广证恒生
3730,2019-03-19,"福耀玻璃:四季度受行业拖累明显,全年保持稳健",正点财经
3731,2019-03-19,"福耀玻璃18年报点评:业绩符合预期,美国工厂盈利改善",正点财经
3732,2019-03-19,"福耀玻璃18年报点评:内生增长放缓,海外盈利增强,分红比例提高",光大证券
3733,2019-03-19,"中泰证券：将福耀玻璃评级调高为""买入""",Wind
3734,2019-03-19,上调评级至买入策略选股（3月19日）,Wind
3735,2019-03-19,中银国际*每日速递20190319：用友网络、福耀玻璃、山东路桥；体育行业、保险业点评、地产月报；首席周观点等,微信
3736,2019-03-19,详解外资“买爆”A股,第一财经日报
3737,2019-03-19,【晨观方正】非洲猪瘟背景下生猪养殖板块解析,方正证券研究
3738,2019-03-19,福耀海外业务进入收获期 全球汽车玻璃龙头将加大投资,21世纪经济报道
3739,2019-03-18,福耀玻璃去年净利增约三成 分红超18亿元,乐居财经
3740,2019-03-18,散户稳健参与科创板的“主辅投资法”,红周刊
3741,2019-03-18,"福耀玻璃:业绩符合预期,高分红延续",正点财经
3742,2019-03-18,【汽车行业】深度分析：心无旁骛做主业，重卡股有望迎来价值重估,格隆汇
3743,2019-03-18,福耀玻璃升近3% 去年纯利涨三成,新浪
3744,2019-03-18,申万宏源：恒指上周五升至29000点 一周累计升2.78%,新浪
3745,2019-03-18,18日公司新闻聚焦：多家公司回应3·15晚会报道,证券时报网
3746,2019-03-18,福耀玻璃：高分红延续 目标价31元,证券时报网
3747,2019-03-18,3.18市场消息早读,云掌财经
3748,2019-03-18,3000点争夺战不改向上趋势 73只高分红股股息率超一年期定存,证券日报
3749,2019-03-18,福耀玻璃:业绩符合预期、asp持续提升,平安证券
3750,2019-03-17,福耀玻璃(03606-HK)去年度纯利41亿人民币升31%股息75分,财华社
3751,2019-03-17,3月16日沪深两市公告一览最新利空利好消息集锦,财富动力网
3752,2019-03-16,福耀玻璃去年净利41.20亿同比增31% 董事长曹德旺年薪285万元,挖贝网
3753,2019-03-15,格隆汇港股聚焦(3.15)︱福耀玻璃2018年净利润升30.87%至41.2亿元 拟每10股派7.5元,格隆汇
3754,2019-03-15,福耀玻璃去年营收首破200亿元 净资产回报率创三年新高 曹德旺如是说,e公司
3755,2019-03-15,公告精选：长江电力举牌川投能源、国投电力；用友网络等去年业绩大增,e公司
3756,2019-03-15,福耀玻璃(03606.HK)拟使用不超35亿元自有资金购买理财产品,格隆汇
3757,2019-03-15,福耀玻璃(03606.HK)拟申请注册发行不超20亿元超短期融,格隆汇
3758,2019-03-15,福耀玻璃(03606.HK)拟申请注册发行不超15亿元中票,格隆汇
3759,2019-03-15,福耀玻璃：2018年净利同比增长30.86％ 拟10派7.5元,金融界
3760,2019-03-15,福耀玻璃：2018年净利同比增31% 拟10派7.5元,e公司
3761,2019-03-15,福耀玻璃：2018年净利润同比增30.86%，拟10派7.5元,Wind
3762,2019-03-15,[中性评级]汽车行业动态跟踪报告：股比调整大势所趋、长期利于自主崛起,中财网
3763,2019-03-15,港股投资日历：五只新股今日密集上市，万洲国际等公布业绩,Wind
3764,2019-03-14,03月14日 收盘突破年线个股一览,每日经济新闻
3765,2019-03-14,03月14日 盘中突破年线个股一览,每日经济新闻
3766,2019-03-14,福耀玻璃短期融资券发行 总额为4亿元,挖贝网
3767,2019-03-13,"格隆汇港股聚焦(3.12)︱中国联通2018年纯利升458%至102亿元 盈利持续""V""型反弹",格隆汇
3768,2019-03-13,福耀玻璃(03606.HK)完成发行4亿元超短期融资券,格隆汇
3769,2019-03-13,福莱特玻璃跌近2% 去年度少赚近半成,新浪
3770,2019-03-13,报告| 2019年2月福建省A股上市公司市值TOP50,挖贝网
3771,2019-03-13,恒指高开 中国央行或成今年最大的黄金买家(行情)-更新中,中财网
3772,2019-03-13,车市凉了 零部件企业的日子也不太好过,盖世汽车
3773,2019-03-13,[中性评级]汽车与零部件行业深度报告：配置优质成长零部件公司,中财网
3774,2019-03-11,耐世特明放榜 惟现急挫逾4%近五个月低,新浪
3775,2019-03-11,本周年报抢先看：平安业绩将揭晓，联通混改红利初显,21世纪经济报道
3776,2019-03-11,"汽车及新能源行业周报:政府工作报告再提汽车消费,海南2030年禁售燃油车",西南证券
3777,2019-03-08,大摩：MSCI指数剔出外资持股逾上限A股 料利淡市场情绪,格隆汇
3778,2019-03-08,汽车：新能源汽车市场竞争提速 荐8股,和讯
3779,2019-03-08,德国批准中国福耀收购SAM公司,观察者网
3780,2019-03-07,外资“买爆”A股！大族激光遭MSCI剔除、美的濒临上限 剔除指数,第一财经
3781,2019-03-07,大族激光被“买爆、踢群”背后：17股外资比例超10%,新京报
3782,2019-03-07,中信证券：建议从三个维度来筛选优质汽车零部件标的（附股）,证券时报网
3783,2019-03-07,汽车｜2019年汽车零部件行业趋势,中信证券研究
3784,2019-03-06,中国造车新势力VS特斯拉：一场绝地求生的游戏,阿尔法工场
3785,2019-03-05,上海证券市场大宗交易公开信息(2019-03-05),上交所
