,2021-12-31,歌尔股份：公司在VR/AR整机及其相关的精密光学零组件等产品领域内具有相关的技术储备,Wind
2993,2020-06-09,【安信电子|每日观点】Q2笔电面板出货有望环比增长33.6％；广达5月NB出货量创2014年12月以来新高,晓说电子
2994,2020-06-09,【兴证固收·转债】智能声学助力新一轮成长——歌尔转2投资价值分析,兴证固收研究
2995,2020-06-09,歌尔股份(002241.SZ)拟发行40亿元可转债初始转股价23.27元/股,格隆汇
2996,2020-06-09,歌尔股份(002241.SZ)：实控人及其一致行动人合计质押6300万股,格隆汇
2997,2020-06-09,【光大固收│转债】消费电子龙头，建议积极申购——歌尔转2（128112.SZ）新券定价报告,EBS固收研究
2998,2020-06-09,好想你回购背后的三大疑问待解：配合股东减持？脱离主业的资本运作？ 减持股份,中华网
2999,2020-06-08,歌尔股份大宗交易成交350.70万元，卖方为机构专用席位,证券时报网
3000,2020-06-08,电子行业周报：景气度复苏 关注电子板块低位布局机遇,新浪
3001,2020-06-08,量化周报：预测下周市场冲高回落,新浪
3002,2020-06-08,【东吴电子王平阳团队】深度：TWS 赛道广阔，产业链多环节机遇已至,东吴电子研究
3003,2020-06-08,科技板块下半年投资策略：数字化加速，新基建助力,Wind
3004,2020-06-04,“后浪”可畏？ 上市公司专利诉讼科创企业成惯例 诉讼纠纷,新浪
3005,2020-06-04,2020年电子板块中期策略：跟进消费电子回暖预期 紧抓集成电路发展红利,新浪
3006,2020-06-04,可转债一级市场前瞻系列之一：待发规模超五百亿 关注大盘股拟发券,光大证券
3007,2020-06-04,敏芯股份科创板IPO“带诉”过会,中证报
3008,2020-06-04,敏芯股份科创板IPO“带诉”过会 涉及知识产权风险,中证报
3009,2020-06-04,拟上市前遭对手突袭 专利诉讼成科技公司挂牌黑天鹅 诉讼纠纷,新浪
3010,2020-06-03,【光大固收│转债】待发规模超五百亿，关注大盘股拟发券——可转债一级市场前瞻系列之一,EBS固收研究
3011,2020-06-03,消费电子行业跟踪报告之一：消费电子拐点已现 智能创新永不眠,光大证券
3012,2020-06-03,敏芯股份过会科创板：身陷专利战，首次上会曾被取消,澎湃新闻
3013,2020-06-03,连续3日净买入 歌尔股份获深股通净买入4.44亿元,证券时报网
3014,2020-06-03,歌尔股份供应商和林科技“赶考”科创板 股东IPO关键期退出,新浪
3015,2020-06-03,科创板受理企业透析｜和林科技：募资扩产芯片测试探针项目,澎湃新闻
3016,2020-06-02,芯片国产替代进程望加快 六股有望率先发力,证券时报
3017,2020-06-01,北向资金大幅净流入近105亿元，消费电子、白酒龙头获外资青睐,Wind
3018,2020-06-01,歌尔股份：公司实际控制人姜滨4501万股解除质押,每日经济新闻
3019,2020-06-01,歌尔股份(002241.SZ)：实控人姜滨解除质押4501万股,格隆汇
3020,2020-06-01,苹果板块盘中强势崛起15只个股涨停 逾43亿元大单资金火速抢筹16只概念股,证券日报
3021,2020-06-01,光大电子 | 消费电子拐点或至，智能创新永不眠,EBSCN电子
3022,2020-06-01,解盘：资金跑步进场，智能音箱、TWS耳机、大基金领涨,Wind
3023,2020-06-01,【国盛郑震湘团队】促销拉动需求增长，紧抓TWS耳机投资主线,湘评科技
3024,2020-05-31,深陷歌尔专利诉讼风波，敏芯再次冲刺IPO说得明白吗？ 诉讼纠纷,第一财经
3025,2020-05-30,敏芯专利诉讼缠身仍拟IPO 歌尔否认恶意诉讼 诉讼纠纷,金融界
3026,2020-05-29,中国可转债周报：观感与实情的差异 以及防御力与相对收益的矛盾,新浪
3027,2020-05-29,MSCI尾盘数亿元扫货，北上5月吸金300亿,Wind
3028,2020-05-29,科技行业日报：震荡调整下防御为主,新浪
3029,2020-05-28,敏芯股份冲击科创板IPO！“叫板”歌尔股份陷入多重专利纷争,格隆汇
3030,2020-05-28,歌尔股份与敏芯股份，谁在潜心做中国的MEMS芯片？,中国经济网
3031,2020-05-28,敏芯股份深陷专利诉讼仍拟IPO，歌尔股份为何发起猛烈“进攻”？ 诉讼纠纷,中金在线
3032,2020-05-28,A股融资融券日报：两融余额减少1.54亿元（5月27日）,Wind
3033,2020-05-28,北上资金尾盘半小时10亿抄底，A股近年六月表现抢眼,Wind
3034,2020-05-27,北上资金尾盘半小时10亿抄底，本月40亿巨资买家电,Wind
3035,2020-05-27,A股融资融券日报：两融余额增加30.93亿元（5月26日）,Wind
3036,2020-05-27,A股早报2020年5月27日星期三,Wind
3037,2020-05-27,SiP方案渐成为高阶无线耳机主流 六股受益,证券时报
3038,2020-05-26,敏芯冲击IPO再起波澜 歌尔股份以“不正当竞争”发起诉讼 诉讼纠纷,e公司
3039,2020-05-26,周二上市公司晚间重要公告,金融界
3040,2020-05-26,歌尔股份公开发行可转债申请获证监会核准批复,上证报
3041,2020-05-26,主力动向｜9亿主力资金抢筹歌尔股份！,上游新闻
3042,2020-05-26,歌尔股份(002241.SZ)：40亿元可转债申请获证监会核准批复,格隆汇
3043,2020-05-26,巨丰数据赢｜北上资金抄底意图明显 该“混改”龙头被暗中加仓,巨丰财经
3044,2020-05-25,宜搜科技加入“终止”队，专利诉讼或成科创板IPO“拦路虎”？ 诉讼纠纷,资本邦
3045,2020-05-25,富时罗素纳A权重提至25%“聪明钱”看上哪些个股?,财富动力网
3046,2020-05-25,“半导体龙头50强”春节后涨超30% 机构持仓近千亿,证券时报
3047,2020-05-24,【华泰电子】【2020中期策略】“电子+”元年行业投资主线,华泰电子研究
3048,2020-05-22,“半导体龙头50强”重磅来袭，节后平均涨幅超30%！机构杀入超千亿，北上资金加仓18股，10股获“增持+”评级,证券时报
3049,2020-05-22,北上本周连续四天净流入，552家公司半年报提前看,Wind
3050,2020-05-21,IOT行业2020年4月跟踪报告：疫情背景下数据分化 AIRPODSPRO供需平衡 手表销售向好,新浪
3051,2020-05-21,北向资金净流入21.31亿元，迈瑞医疗获净买入3.77亿元居首,Wind
3052,2020-05-21,北上资金对房地产和部分科技类公司大幅加仓,金十数据
3053,2020-05-21,4月上市公司股东增减持：歌尔股份、道恩股份股东减持居前 减持股份,面包财经
3054,2020-05-20,【苹果研究】2021年AirPods总出货量可望达1.2亿部；AirPods Pro出货优于预期,天风国际
3055,2020-05-20,北上资金加码：科技消费调仓频繁，看多趋势未变,Wind
3056,2020-05-20,苹果或取消随机附赠有线耳机 机构:TWS迎上位良机(股),新浪
3057,2020-05-20,【行情】无线耳机异动，朝阳科技拉升封板，漫步者、共达电声、歌尔股份等跟涨。,金十数据
3058,2020-05-20,无线耳机板块午后异动，歌尔股份大涨5%,Wind
3059,2020-05-20,【苹果研究】AirPods 2H20出货动能因iPhone 12取消随机附赠耳机而击败预期；立讯精密、歌尔股份与燿华为关注焦点,天风国际
3060,2020-05-19,北上资金净买入歌尔股份3.59亿、三一重工2.45亿元,格隆汇
3061,2020-05-19,北向资金净买入36.99亿元，歌尔股份获净买入3.59亿元居首,Wind
3062,2020-05-18,上证指数收涨0.24%，创业板指跌0.44%,Wind
3063,2020-05-18,可转债周报：年报过后 哪些转债蓄势待“发”？,新浪
3064,2020-05-15,38股获高管增持 歌尔股份获增持金额最多,证券时报网
3065,2020-05-15,38股获高管增持 歌尔股份获增持5.17亿元,证券时报网
3066,2020-05-14,高管减持排行榜：12股减持额超亿元,证券时报网
3067,2020-05-14,多股遭高管减持 歌尔股份减持金额最多 减持股份,第一财经
3068,2020-05-13,两天上演同样的剧情 该轮到硬核科技股上场了,华讯财经
3069,2020-05-13,电子行业2019年报及2020年一季报综述：疫情打断行业复苏节奏 关注高景气度细分龙头,新浪
3070,2020-05-13,全球最大主权财富基金被大赎回，最新重仓26只A股,Wind
3071,2020-05-13,史无前例！全球最大主权财富基金大失血，哪些A股将抛售？,中国基金报
3072,2020-05-13,疫情下的A股半年报前瞻：电子股“喜忧参半”,21世纪经济报道
3073,2020-05-13,疫情下的A股半年报前瞻 电子股“喜忧参半” 5G手机产业链回暖信号乍现,21世纪经济报道
3074,2020-05-12,歌尔股份(002241.SZ)年报推10派1元 股权登记日5月18日,格隆汇
3075,2020-05-12,6千万副苹果耳机背后的中国关键先生，靠苹果当上首富年入350亿,搜狐
3076,2020-05-11,敏芯股份科创板上会审议突遭取消 恶意诉讼或实质侵权有待厘清 诉讼纠纷,金融界
3077,2020-05-09,券商能否带领指数突破？ 科技股是否已经熄火？,华讯财经
3078,2020-05-08,5G与疫情双重催化，歌尔股份VR/AR有望迎来迅速上量期,和讯
3079,2020-05-08,毛利环比提升，盈利能力改善，歌尔股份长期成长空间广阔,金融界
3080,2020-05-08,歌尔股份等22家公司股份获高管增持,证券时报网
3081,2020-05-08,144家公司获机构调研（附名单）,证券时报
3082,2020-05-07,高管增持榜： 歌尔股份增持额居首,乐居财经
3083,2020-05-07,歌尔股份、金科股份等17家公司股份获高管增持,证券时报网
3084,2020-05-07,科创板上市公司“满百”报告： 投行激战中金暂列榜首 投资者热衷打新却交易审慎,21世纪经济报道
3085,2020-05-06,2019年年报2020年一季报总结：业绩整体承压，TWS/基站高频PCB/国产替代高景气，结构性增长突出,晓说电子
3086,2020-05-06,暴走A股：突发大利好！这5股直接受益,金融界
3087,2020-05-06,歌尔股份接受机构密集调研：VR/AR业务迎高速成长期,中国财富网
3088,2020-05-06,A股共发生161宗大宗交易成交33.11亿元（5月6日）,Wind
3089,2020-05-06,歌尔股份今日大宗交易成交10万股，成交价20.84元溢价0.0%,Wind
3090,2020-05-05,【中金电子与通信】歌尔股份（002241.SZ）：上调AirPods Pro预期，ARVR、零组件亦贡献可期,乐平科技视角
3091,2020-04-30,流动负债占比94.75%，毛利率创九年新低！电声巨头歌尔股份怎么了？,投资时报
3092,2020-04-30,敏芯股份上会审议被取消 此前遭遇歌尔股份诉讼16连击 诉讼纠纷,每日经济新闻
3093,2020-04-30,2019年财报成色足，“硬核”行业表现抢眼,Wind
3094,2020-04-30,QFII一季度青睐白马股，重仓银行医药电子,Wind
3095,2020-04-30,私募一季度重仓食品饮料汽车和半导体,Wind
3096,2020-04-29,歌尔股份：实际控制人姜滨减持3300万股 减持股份,Wind
3097,2020-04-29,16起！上会前夕同行诉讼战升级 敏芯股份创始团队承诺兜底 诉讼纠纷,每日经济新闻
3098,2020-04-29,最新！高瓴、高毅、淡水泉、景林持仓大曝光（名单）,中国基金报
3099,2020-04-28,敏芯股份IPO疑云：股权转让存“猫腻” 估值同日相差450倍 资产异常,中国经济网
3100,2020-04-28,"歌尔股份现2笔大宗交易 共成交51,948.75万元",新浪
3101,2020-04-27,敏芯股份(688286.SH)：一审判决驳回原告歌尔股份的诉讼请求 诉讼纠纷,格隆汇
3102,2020-04-27,[路演]歌尔股份：公司始终看好VR/AR行业的发展,全景网
3103,2020-04-27,[路演]歌尔股份：MEMS麦克风已拥有领先市场的专利数量,全景网
3104,2020-04-27,[路演]歌尔股份：智能传感器项目按公司整体规划有序开展,全景网
3105,2020-04-27,深度解读 |2020年一季度公募基金持仓分析,大成基金
3106,2020-04-27,"敏芯股份三个专利被指""侵权"" 遭行业龙头起诉胜算几何 诉讼纠纷",中国经济网
3107,2020-04-26,歌尔股份一采购经理受贿6万 送钱的竟是安泰科技销售 其他违规处罚,新浪
3108,2020-04-26,美国正收割全球财富！又一国家中招，巨亏近3000亿,证券时报网
3109,2020-04-25,私募一季度新动向：3股持仓市值超10亿元,Wind
3110,2020-04-25,私募一季度新动向:3股持仓市值超10亿元,证券时报
3111,2020-04-24,业绩说明会|歌尔股份、信维通信、东北证券等21家上市公司2019年度业绩说明会4月27日在全景·路演天下举行,全景网
3112,2020-04-24,【国盛郑震湘团队】歌尔股份：TWS引领业绩增长，深入布局声光电整体解决方案,湘评科技
3113,2020-04-23,苹果、“华米OV”们日子不好过，他们的供应商怎么活下去？,凤凰网
3114,2020-04-23,手机产业链公司Q1业绩盘点，有暴涨1000%，有狂跌500%！,国际电子商情
3115,2020-04-23,【电子】歌尔股份：Q1业绩持续增长，员工持股激发团队积极性,微信
3116,2020-04-23,QFII最新操作路径曝光 新进10股清仓18股,投资快报
3117,2020-04-23,244股获券商买入评级 太阳纸业目标涨幅达70.39%,Wind
3118,2020-04-22,冯柳等明星私募一季度持仓独家曝光 这几家公司被新进和增持,红周刊
3119,2020-04-22,歌尔股份2020年一季度净利增45%至3亿元 派发员工持股计划,鲁网
3120,2020-04-22,一季度净利增45%至3亿元，歌尔股份再推员工持股计划,格隆汇
3121,2020-04-21,歌尔股份(002241.SZ)拟推“家园4号”员工持股计划,格隆汇
3122,2020-04-21,歌尔股份：一季度净利同比增长44.73%,e公司
3123,2020-04-21,歌尔股份(002241.SZ)一季度净利润升44.73%至2.94亿元,格隆汇
3124,2020-04-21,歌尔股份：一季度净利润同比增长44.73%,Wind
3125,2020-04-21,173股获券商买入评级，比音勒芬目标涨幅达90.19%,Wind
3126,2020-04-20,歌尔股份现1笔大宗交易 共成交218.16万元,新浪
3127,2020-04-20,A股早报2020年4月20日星期一,Wind
3128,2020-04-20,歌尔股份：TWS耳机贡献业绩弹性，光学助推多点开花,中国基金报
3129,2020-04-19,【华西电子孙远峰团队-持续推荐歌尔股份】TWS耳机贡献业绩弹性，光学助推多点开花,远峰电子
3130,2020-04-17,歌尔股份：营收、业绩大涨近5成 战略转型后AIoT龙头地位稳固,金融界
3131,2020-04-17,拆财报丨歌尔股份高歌猛进的背后：投资者向左，管理层向右,21世纪经济报道
3132,2020-04-17,歌尔股份2019年扣非净利增长达9成，“零件+成品”战略显成效,凤凰网
3133,2020-04-17,歌尔股份去年营收净利双增，技术“护城河”如何继续巩固？,第一财经
3134,2020-04-17,鹰眼预警：歌尔股份增收难增利 毛利率下降库存攀升 盈利能力下降,新浪
3135,2020-04-17,A股异动|歌尔股份(002241.SZ)大涨超7%年度扣非净利升90.94%,格隆汇
3136,2020-04-17,歌尔股份：费用控制得力 2019年净利大增47.58%,中证网
3137,2020-04-17,歌尔股份大涨5.37%，领涨电子制造行业,中新经纬
3138,2020-04-17,歌尔股份2019盈利涨47%，拟10股派现金红利1元,资本邦
3139,2020-04-16,歌尔股份：2019年净利润同比增长47.58% 拟10派1元,e公司
3140,2020-04-16,歌尔股份(002241.SZ)2019年度扣非净利润升90.94%至13.49亿元 研发投入达20.23亿元,格隆汇
3141,2020-04-16,歌尔股份：2019年实现净利12.8亿 同比增长47.58%,新浪
3142,2020-04-16,晨会0416｜全球视野下的原油标的投资解析,中信证券研究
3143,2020-04-16,中信证券：长期看好未来IoT行业的持续成长 建议关注歌尔股份等,证券时报网
3144,2020-04-15,最新科技龙头回调榜出炉！北上资金抄底股曝光,证券时报网
3145,2020-04-13,国内手机市场回暖！3月出货量环比大增240%，产业链上市公司首季成绩单来了,Wind
3146,2020-04-12,【国盛郑震湘团队】电子Q1迭超预期,湘评科技
3147,2020-04-12,发改委推“上云用数赋智”， 关注云计算、数字基建和数字生态新模式｜英博前瞻,英博前瞻
3148,2020-04-11,国内VS国外：电子板块核心公司2020Q1业绩展望对比,吉森电子研究
3149,2020-04-11,歌尔股份有限公司 关于公开发行可转换公司债券申请获得中国证监会发审委审核通过的公告,中证报
3150,2020-04-10,证监会：国元证券等4公司配股及可转债事项获通过,Wind
3151,2020-04-10,证监会：联诚精密、歌尔股份可转债事项均获通过,中证网
3152,2020-04-10,歌尔股份：可转债申请通过证监会审核,中证网
3153,2020-04-08,手机产业链3月需求回补，分析称二季度考验刚刚开始,Wind
3154,2020-04-07,【安信电子|每日观点】南亚科重返服务器DRAM市场，DDR4将交予客户认证；IBM继续发力云计算,晓说电子
3155,2020-04-07,首季业绩暴增中小板股名单,证券时报
3156,2020-04-07,刚需消费与“新基建”增长成色足，一季报涌现一批高增长公司,Wind
3157,2020-04-06,【国盛郑震湘团队】业绩+政策+新基建，国内电子产业全球地位提升,湘评科技
3158,2020-04-06,证监会：联诚精密、歌尔股份发行可转债，城发环境、国元证券配股均于4月10日上会,Wind
3159,2020-04-03,反弹先锋来了？这份科技股名单请收藏,中国基金报
3160,2020-04-03,持续看好华为产业链投资机遇 六股上车行情,证券时报网
3161,2020-04-02,谁是反弹先锋？这份科技股名单请收藏 两年净利增长预计均超30%,金融界
3162,2020-04-02,半年完成触底 歌尔股份回购股份已用5亿,鲁网
3163,2020-04-02,专利发明人为何踩点变更？ 敏芯股份冲刺科创板遇阻,新浪
3164,2020-04-02,163股获券商买入评级 大悦城目标涨幅达80.71%,Wind
3165,2020-04-02,消费电子产业链订单少了？ 有企业直接拿业绩说话,上证报
3166,2020-04-02,歌尔股份：Q1疫情下逆势高增长，智能声学业务板块势头强劲,证券时报网
3167,2020-04-02,智能手机“卖不动”了？消费电子上市公司“疫情大考”来袭,Wind
3168,2020-04-02,智能手机“卖不动”了？消费电子上市公司“疫情大考”来袭,21世纪经济报道
3169,2020-04-01,【国盛郑震湘团队】歌尔股份：一季度业绩高增长，TWS耳机继续引领可穿戴市场,湘评科技
3170,2020-04-01,歌尔股份：回购投入金额累计5.01亿元 已达回购预案下限,中证网
3171,2020-04-01,歌尔股份(002241.SZ)截至3月底累计回购5.01亿元的股份,格隆汇
3172,2020-04-01,消费电子概念小幅走高 歌尔股份蓝思科技领涨,证券时报网
3173,2020-04-01,受益无线耳机销售歌尔股份一季度盈利预增40%,资本邦
3174,2020-04-01,A股异动|歌尔股份涨6.8%一季度预增40%-60%,格隆汇
3175,2020-04-01,【中金电子与通信】歌尔股份（002241.SZ）：1Q20高成长，AirPods等业务受疫情冲击可能相对有限,乐平科技视角
3176,2020-04-01,消费电子板块拉升 歌尔股份涨超6%,中证网
3177,2020-03-31,公告精选：ST摩登遭证监会立案调查；歌尔股份等公司一季度业绩预增,e公司
3178,2020-03-31,歌尔股份：预计一季度实现净利润2.85亿元-3.25亿元 同比增长40%-60%,中证网
3179,2020-03-31,歌尔股份：2020年第一季度净利润2.85亿元至3.25亿元,新浪
3180,2020-03-31,歌尔股份(002241.SZ)：一季度净利润预增40%-60%,格隆汇
3181,2020-03-31,歌尔股份：智能无线耳机产品销售增长，一季度业绩预增40%-60%,Wind
3182,2020-03-30,科创板剪不断的知识产权诉讼 敏芯股份理还乱的专利谜团,21经济网
3183,2020-03-29,【华泰电子周观点】消费面临二次探底，配置趋势性创新,华泰电子研究
3184,2020-03-27,华为新旗舰P40系列核心供应链详解（附明细）,吉森电子研究
3185,2020-03-26,这一板块会大牛？北向资金、融资客等多路资金下重手！,上证报
3186,2020-03-26,融资客青睐12股，海亮股份买入占比高达37.63%,Wind
3187,2020-03-26,A股早报2020年3月26日星期四,Wind
3188,2020-03-26,A股强势反弹北上资金两日净流入近65亿,证券时报
3189,2020-03-25,新机频出，叠加销售回暖，消费电子景气周期明确丨牛熊眼,第一财经
3190,2020-03-25,外资继续流入A股 但盘面依然没有主线,华讯财经
3191,2020-03-25,3月25日A股龙虎榜揭秘，机构最青睐9股,Wind
3192,2020-03-25,【主力资金】8只消费电子股资金抢买，上亿资金尾盘潜伏云计算龙头,证券时报
3193,2020-03-25,涨停复盘 | 两市板块悉数飘红 近百只个股涨停,第一财经
3194,2020-03-25,3月25日龙虎榜，机构青睐这8股,证券时报网
3195,2020-03-25,大盘反弹 机构抛售力度大,金融投资报
3196,2020-03-25,歌尔股份龙虎榜数据（3月25日）,Wind
3197,2020-03-25,手机产业链大幅反弹，游资、外资重金参与,Wind
3198,2020-03-25,别人恐慌时贪婪，ETF基金份额月内增长近500亿份,Wind
3199,2020-03-25,港A苹果概念股全线大涨 立讯精密、歌尔股份、蓝思科技等多股涨停,格隆汇
3200,2020-03-25,消费电子板块全线反弹机构：产业链陆续复工终端市场回暖,科创板日报
3201,2020-03-25,解盘：板块齐升，动力电池、智能音箱、汽车、创新药领涨,Wind
3202,2020-03-25,苹果概念股纷纷走高 歌尔股份、立讯精密、奋达科技涨停,金融界
3203,2020-03-24,A股早报2020年3月24日星期二,Wind
3204,2020-03-23,A股一季报首亏比例上升，海外市场业绩“受伤” 亏损,第一财经
3205,2020-03-23,[互动]歌尔股份：复工复产和生产交付正常,全景网
3206,2020-03-20,是否构成专利侵权、存在代垫费用情况？敏芯股份回复科创板二轮问询 诉讼纠纷,资本邦
3207,2020-03-19,歌尔股份：发展路径清晰，TWS、VR/AR接力成长,证券时报网
3208,2020-03-19,歌尔股份（002241）：零件+成品双轨发展，TWS、VR/AR接力成长,中信证券研究
3209,2020-03-17,歌尔股份：公司目前生产正常，复工复产顺利,Wind
3210,2020-03-17,产业资本入场护航A股，283家次企业启动回购,21世纪经济报道
3211,2020-03-17,科技股大幅回调26股获北上资金加仓超百万股,证券时报
3212,2020-03-16,科技龙头大面积跌停，最惨已回撤37%，巨量资金出逃，科技牛就此终结？,e公司
3213,2020-03-16,歌尔股份大跌7.05%，成交额100493万元 连续下跌,中新经纬
3214,2020-03-13,北上资金逆市猛买科技股,大众证券报
3215,2020-03-06,歌尔股份(002241.SZ)：承诺不再新增对类金融业务的资金投入,格隆汇
3216,2020-03-06,5G产业担纲新基建，超预期推进成市场共识,Wind
3217,2020-03-04,【东北晨会0304】火炬电子（深）、歌尔股份、新天科技、吉宏股份、广汽集团/社服行周报/新股申购,东北证券研究所
3218,2020-03-03,歌尔股份盈利大增，实控人不顾深交所问询、宣布回购后“抬价”套现 问询,中金在线
3219,2020-03-02,歌尔股份：回购成交金额达4.04亿元,中证网
3220,2020-03-02,歌尔股份(002241.SZ)截至2月末回购1985.10万股 涉资4.04亿元,格隆汇
3221,2020-02-28,歌尔股份：公司正在积极采取措施推动全面复工,中证网
3222,2020-02-27,群益证券：歌尔(002241.SZ)受益于苹果耳机高增长 予买入评级,格隆汇
3223,2020-02-27,【中金电子与通信】歌尔股份（002241.SZ）：业绩快报符合预期，成品业务将迎来全面爆发,乐平科技视角
3224,2020-02-27,2019年业绩增长个股普遍高开,Wind
3225,2020-02-27,【中银电子研究】歌尔股份:TWS业务进展顺利，营收、净利润高速增长,ZQtechnology
3226,2020-02-26,【安信电子|每日观点】高通展示第三代5G基带芯片X60，全球首个5nm制程基带芯片,晓说电子
3227,2020-02-26,歌尔股份业绩快报：2019年度净利润同比增长51%,上证报
3228,2020-02-26,[公司]歌尔股份业绩快报：2019年实现净利润13亿元 同比增长50%,全景网
3229,2020-02-26,歌尔股份2019年净利润13.07亿元 同比增长50.59%,中证网
3230,2020-02-26,歌尔股份业绩快报：2019年净利13.07亿元 同比增长50.59%,e公司
3231,2020-02-26,歌尔股份(002241.SZ)业绩快报：2019年净利升50.59%至13.07亿元,格隆汇
3232,2020-02-26,歌尔股份：2019年净利润同比增50.59%（业绩快报）,Wind
3233,2020-02-23,【国盛郑震湘团队】涨价映射供需格局，扩产引领创新周期,湘评科技
3234,2020-02-21,电子｜AirPods产品供需持续紧俏，CES展出显示、应用新趋势：IoT行业1月跟踪,中信证券研究
3235,2020-02-21,智能音箱板块持续拉升,Wind
3236,2020-02-21,中信证券：长期看好未来IoT行业的持续成长,证券时报网
3237,2020-02-20,暴走A股：为什么我坚决看好“A股之光”——欧菲光？,金融界
3238,2020-02-20,安排“返岗直通车”、“高速口24小时接站”……山东“硬核措施”保障员工返岗复工,证券日报
3239,2020-02-19,电子元器件：光学赛道优且长,财富动力网
3240,2020-02-18,困境中的苹果供应链 概念股集体回调,腾讯网
3241,2020-02-17,智能音箱股尾盘异动拉升,Wind
3242,2020-02-14,歌尔股份：近年一直在配合小米的高端机声学和微电子零组件,Wind
3243,2020-02-14,歌尔股份：近年一直在配合小米的高端机声学和微电子零组件 也有配合新机型小米10,e公司
3244,2020-02-14,[互动]歌尔股份：小米是重要客户 配合小米10零部件,全景网
3245,2020-02-13,【深度|消费电子研究系列之二】消费电子产业展望及一季度疫情影响分析【国信电子欧阳仕华团队】,国信电子研究
3246,2020-02-12,粤开：资金面日报：外资小幅回流 板块轮动加快,金融界
3247,2020-02-12,融资客青睐9股，新宝股份买入占比高达39.30%,Wind
3248,2020-02-11,歌尔股份2月10日起陆续复工,中证网
3249,2020-02-11,2月11日A股龙虎榜揭秘，机构抢筹22股,Wind
3250,2020-02-11,这三大概念成资金新目标 金悄悄回流这个回调板块,金融界
3251,2020-02-11,龙虎榜全解析：机构问鼎营业部榜首 净买入4.48亿,新浪
3252,2020-02-11,龙虎榜机构新动向：净买入18股净卖出9股,证券时报网
3253,2020-02-11,A股市场主力资金净流出238.09亿元 歌尔股份净流入额居首,中证网
3254,2020-02-11,歌尔股份龙虎榜数据（2月11日）,Wind
3255,2020-02-11,歌尔股份放量涨停 多家机构博弈,e公司
3256,2020-02-11,歌尔股份放量涨停，机构、游资齐看好,Wind
3257,2020-02-11,无线耳机概念崛起，歌尔股份科瑞技术等涨停,证券时报网
3258,2020-02-11,2月11日午后主力巨资出逃四大板块(附股),金融界
3259,2020-02-11,【行情】消费电子走强，歌尔股份、宇瞳光学、国光电器等拉升封板，立讯精密、佳禾智能、共达电声等大幅跟涨。,金十数据
3260,2020-02-11,快讯：无线耳机板块异动拉升 歌尔股份涨停,新浪
3261,2020-02-11,【行情】无线耳机板块异动拉升，歌尔股份涨停，鹏鼎控股涨超7%，星徽精密、立讯精密、信维通信、漫步者等跟涨。,金十数据
3262,2020-02-11,消费电子概念股午后拉升 歌尔股份涨停,e公司
3263,2020-02-11,智能音箱概念股集体走强,Wind
3264,2020-02-11,歌尔股份：疫情对公司一季度产量有一些影响对全年业绩影响不大,科创板日报
3265,2020-02-11,歌尔股份大涨5.36%，成交额131108万元,中新经纬
3266,2020-02-11,歌尔股份：公司2月10日已经正式复工,Wind
3267,2020-02-11,歌尔股份：公司2月10日已经正式复工,e公司
3268,2020-02-05,"申请国家专利,A股抗病毒概念总龙头诞生 四股牛",证券时报
3269,2020-02-04,歌尔股份现1笔大宗交易 共成交573.90万元,新浪
3270,2020-02-04,歌尔股份今日大宗交易成交30万股，成交价19.13元折价14.29%,Wind
3271,2020-02-04,歌尔股份(002241.SZ)截至1月底累计耗资1.51亿元回购0.2352%股份,格隆汇
3272,2020-02-04,民生加银精选成立十年仍亏损 已更换8位基金经理能否“咸鱼翻身”？丨基金经理X档案,和讯
3273,2020-01-22,速看，最新筹码集中股找到了（附股）,证券时报网
3274,2020-01-22,"歌尔股份现1笔大宗交易 共成交1,070.00万元",新浪
3275,2020-01-22,歌尔股份大涨5.09% 电子制造行业涨3.05%,中新经纬
3276,2020-01-22,无线耳机板块继续走强，鹏辉能源、歌尔股份冲击涨停,Wind
3277,2020-01-22,华为大牛股出自这里,财富动力网
3278,2020-01-21,【国信电子|快评】歌尔股份：泛智能硬件巨擘，受益2020年可穿戴设备优质赛道,国信电子研究
3279,2020-01-19,【国盛电子郑震湘团队】预告超预期，电子超景气度进一步确定,湘评科技
3280,2020-01-14,5G手机换机高峰将至行业迎业绩拐点,财界网
3281,2020-01-13,【安信电子】CES 2020总结：光学应用广泛拓展，智能汽车迎接电子赛道接力棒,晓说电子
3282,2020-01-13,【国信电子|投资策略】2019年电子行业回顾及2020年预期,国信电子研究
3283,2020-01-10,“有屏+AI交互”重新定义智能音箱，机构：需求或迎爆发,第一财经
3284,2020-01-10,兴业策略：下一个iPhone产业革命在哪里？新能源车渐行渐近,XYSTRATEGY
3285,2020-01-09,敏芯股份回复科创板问询：即使产生不利诉讼结果也不会构成实质性影响,资本邦
3286,2020-01-09,歌尔股份大涨5.03% 电子制造行业涨2.81%,中新经纬
3287,2020-01-09,歌尔股份携新一代智能硬件解决方案与技术亮相CES,中证网
3288,2020-01-08,从苹果到特斯拉：产业链能造就多少牛股？,第一财经
3289,2020-01-03,外媒曝苹果微调穿戴设备供应链：1家大陆企业替代台厂,中财网
3290,2020-01-03,郭明錤：预计苹果产品将新增供应商歌尔股份、立讯精密、比亚迪电子迎利好,科创板日报
3291,2019-12-31,"董监高减持套现逾30亿元无线耳机的""风口""你还在追? 减持股份",面包财经
3292,2019-12-31,【读财报】董监高减持套现逾30亿元，无线耳机的“风口”你还在追？ 减持股份,新华网
