,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
6981,2019-01-30,【食品饮料丨薛玉虎】海天味业(603288)：成长路径清晰，新五年再创辉煌,方正证券研究
6982,2019-01-30,"食品饮料行业周报:老窖持续出台政策,保持公司稳健发展",山西证券
6983,2019-01-28,基金调研:52家外资调研美的集团 凯丰投资访胜利精密,新浪
6984,2019-01-28,【招商食品|最新】调味品调研高景气，徽酒反馈积极,招商食品饮料
6985,2019-01-28,快讯：业绩黑天鹅频现 白马股再度追捧,每经网
6986,2019-01-28,"食品饮料行业2018年报业绩前瞻:四季度有所分化,龙头增长稳定",申万宏源
6987,2019-01-27,长江食品|2018年基金年报持仓分析：白酒持仓比重下降，大众品持仓比重略升,长江食品饮料研究
6988,2019-01-26,行业“小”趋势明显 聚焦赢家,红周刊
6989,2019-01-25,食品饮料行业公募基金2018q4食品饮料持仓分析:加仓啤酒、肉制品;减仓白酒、乳品—,正点财经
6990,2019-01-25,"食品饮料行业2018年四季度基金持仓分析:白酒明显回落,食品持仓微增",中证网
6991,2019-01-25,【食品饮料-苏铖】2018Q4基金持仓分析：白酒弱，食品强，食品饮料持仓连续两季度回落,安信证券研究
6992,2019-01-24,这些基一天涨超6% “年货行情”来了？,中金在线
6993,2019-01-24,日常消费品：食品饮料持仓连续两季度回落 荐4股,安信证券
6994,2019-01-24,【安信食品|专题】2018Q4基金持仓分析：白酒弱，食品强，食品饮料持仓连续两季度回落,安信食饮
6995,2019-01-24,"食品饮料行业12月社消数据点评:节日错配备货提前,12月消费数据回暖",长城证券
6996,2019-01-23,猝不及防！酱油股突然崩了，6000亿海天一天没了400亿！创业板最妖股9天涨300%，股民下巴都惊掉了,中国基金报
6997,2019-01-22,弱市重质！涨价主题接踵而至，六品种“摇钱有术”,Wind
6998,2019-01-22,千万别小瞧TA！本轮熊市唯一正收益板块,中金在线
6999,2019-01-22,福布斯中国发布2019最富有女性榜：平均年龄53岁，杨惠妍再度蝉联榜首,财经网
7000,2019-01-22,福布斯发2019最富有女性榜：碧桂园杨惠妍、龙湖吴亚军领跑,联商网
7001,2019-01-22,2019年券商开年金股出炉：为何贵州茅台招商蛇口备受宠爱,新浪
7002,2019-01-21,福布斯中国发布2019最富有女性榜：百度马东敏排名第7,和讯
7003,2019-01-21,【建投食饮】周报专题：2018年四季度和全年业绩前瞻,CSC赏味食饮
7004,2019-01-21,日常消费品：北上资金对食品饮料板块的重要性再探讨 荐12股,申万宏源
7005,2019-01-21,【广证恒生-食品饮料行业周报】资金流入主导估值修复，关注行业稳定龙头,广证恒生
7006,2019-01-21,【华创食饮董广阳方振团队】周观点：旺季需求担忧缓解，白酒板块活跃度提升—20190120,华创食饮
7007,2019-01-20,长江策略联合大消费行业 | 是外资的力量还是行业的力量？,长江策略
7008,2019-01-20,【中泰一周微视】钢铁/银行/建材/煤炭/机械/地产/医药/食品饮料/零售/通信,中泰证券研究所
7009,2019-01-18,"中炬高新:全年销售增长平稳、控费能力提升,成长性确定",正点财经
7010,2019-01-18,日常消费品：老窖旺季配额缩减 荐15股,和讯
7011,2019-01-17,食品饮料1月投资策略：关注年货行情，优选品牌龙头,格隆汇
7012,2019-01-16,中炬高新：新团队助推新发展 强烈推荐评级,和讯
7013,2019-01-16,中国醋业大混战：头部公司恒顺醋业涨价，区域性龙头谋上市,经济观察网
7014,2019-01-16,老沙:今天又全是“大涨”的消息,中财网
7015,2019-01-16,低价筹码又被外资抄走 敢买的外资又抄对了底!,投资快报
7016,2019-01-15,1月15日复盘：多头主导格局初确立 主力重点出击13股,新浪
7017,2019-01-15,涨停板复盘:两市先抑后扬集体涨超1% 白酒股强势反弹,新浪
7018,2019-01-15,收评：沪指涨逾1%深成指涨近2% 大消费股全线走高,证券时报网
7019,2019-01-15,收评：三大股指集体大涨上证50涨2% 白酒股午后上攻,新浪
7020,2019-01-15,【盘中动态】消费板块全线走高 机构：行业有望迎修复机会,每日经济新闻
7021,2019-01-15,快讯：大消费板块全线走高 舍得酒业大涨9%,新浪
7022,2019-01-15,【晨观方正】春节旺季临近，板块迎修复时点,方正证券研究
7023,2019-01-15,【山证食品】食品饮料行业周报（20190107--20190113）：老窖旺季配额缩减，凸显稳定价格之决心,山西证券研究所
7024,2019-01-14,【春节旺季临近，板块迎修复时点—方正食品饮料190113】,虎哥的研究
7025,2019-01-14,"食品饮料行业周报:基本面继续分化,北上资金主导修复",申万宏源
7026,2019-01-11,【长城食饮每日资讯0111】52度国窖1573经典装西南区酒行调价，并取消半年保证金返还,宇光食饮日讯
7027,2019-01-11,从百姓厨房到餐厅后厨，酱油的品类、渠道和品牌升级战开打了,亿欧网
7028,2019-01-10,"食品饮料行业:风物长宜放眼量,聚焦行业稳增长",正点财经
7029,2019-01-09,【长城食饮每日资讯0109】克明面业控股股东累计质押34.8%的公司股份,宇光食饮日讯
7030,2019-01-09,今日204股突破五日均线 1月9日突破五日均线个股乖离率排名,金投网
7031,2019-01-09,今日32股突破年线 1月9日突破年线个股乖离率排名,金投网
7032,2019-01-09,"食品饮料行业周报:复盘2018行情,在业绩与估值之间",正点财经
7033,2019-01-09,泸州老窖增速很疯狂 营收过百亿！股价仍暴跌52%！ 盈利能力下降,并购优塾
7034,2019-01-09,"食品饮料周报2019第1期:调味品估值略波动,茅台业绩预告定军心",长城证券
7035,2019-01-09,"食品饮料行业周报:高端酒批价分化,大众品关注提价",申万宏源
7036,2019-01-08,19年白酒业规划稳增长 两条主线展望全年,佳酿网
7037,2019-01-08,恒顺醋业再次提价 调味品板块抗周期性凸显,证券时报
7038,2019-01-07,日常消费品：成本及需求压力并存 荐7股,和讯
7039,2019-01-07,日常消费品：山西汾酒金奖系列出厂价上涨 荐9股,山西证券
7040,2019-01-07,茅台旺季放量 国窖重庆停货,佳酿网
7041,2019-01-07,34股获券商买入评级 瑞康医药目标涨幅达85.71%,Wind
7042,2019-01-07,开年首周资金连续买入324只个股 机构扎堆推荐11股,证券日报
7043,2019-01-07,"食品饮料行业周报2018第50期:18年实现超额收益,19年优先必选龙头",长城证券
7044,2019-01-07,"食品饮料行业超额收益那些事儿:行稳致远,格局为王",光大证券
7045,2019-01-06,【华创食饮董广阳方振团队】周观点：恒顺年初开启提价，安井调研反馈良好（20190106）,华创食饮
7046,2019-01-04,北上资金年度透视：净流入3000亿，增持超千股,证券时报
7047,2019-01-04,北上资金年度透视：净流入3000亿 增持超千股,证券时报
7048,2019-01-04,"食品饮料行业周报:2018年小幅跑赢大市,2019年两个维度寻找超预期机会",证券之星
7049,2019-01-03,郑眼看盘：强势股补跌 股指有再探新低征兆,每日经济新闻
7050,2019-01-03,【长城食饮每日资讯0103】重庆区域国窖1573经典装停货,宇光食饮日讯
7051,2019-01-03,日常消费品：2019年两个维度寻找超预期机会 荐3股,和讯
7052,2019-01-03,快讯;大消费板块全线杀跌 水井坊领跌,新浪
7053,2019-01-03,【头条研报】调味品防御属性凸显 关注龙头企业,新浪
7054,2019-01-02,北上资金持续加仓“春季行情”,中证报
7055,2019-01-02,【华创食饮董广阳方振团队】周观点：茅台直销化保驾高增长，本月密切关注春节动销（20190101）,华创食饮
7056,2019-01-02,"海天味业调研简报:收入稳健增长,长期展望无忧",国海证券
7057,2019-01-01,2018年港资持仓大揭秘！！,股市动态分析
7058,2019-01-01,跨年夜，1241只A股股票“喜提”标普道琼斯指数,每日经济新闻
7059,2019-01-01,日常消费品：茅台2019年销售计划超预期,国盛证券
7060,2018-12-31,拨开云雾，花开复见——食品饮料行业2019年度策略,长江食品饮料研究
7061,2018-12-29,年赚50亿、毛利率超60%，农夫山泉启动赴港IPO！,证券时报网
7062,2018-12-29,2018年北上资金十大重仓股出炉 部分个股被逆势增持超1亿股,中证网
7063,2018-12-29,我们研究了2018年A股最牛的100只个股，发现它们有这些共同特征！,21世纪经济报道
7064,2018-12-28,我们研究了2018年最牛的100只股，发现它们有这些基因,21世纪经济报道
7065,2018-12-28,白酒板块午后逆袭 明年消费股的日子好过吗？,佳酿网
7066,2018-12-28,"食品饮料行业2019年度策略报告:消费大环境换档,挖掘结构性机会",正点财经
7067,2018-12-28,【川财研究所*食品饮料2019年度策略】消费大环境换档，挖掘结构性机会,川财研究
7068,2018-12-27,27日潜力排行榜居前的板块(附股),证券之星
7069,2018-12-27,【川财研究*深度报告】食品饮料行业三季度总结：白酒景气度将持久 调味品防御属性凸显,川财研究
7070,2018-12-26,2018年A股牛股基因解密 229只逆市飘红股有三大特征,证券日报
7071,2018-12-26,"2019年食品饮料行业投资策略暨12月策略:增速换挡表现分化,大众品",国信证券
7072,2018-12-25,日常消费品：关注内生成长性 荐4股,财信证券
7073,2018-12-25,日常消费品：调味品防御属性凸显 荐5股,川财证券
7074,2018-12-25,[快讯]海天味业348万限售股12月28日解禁,中财网
7075,2018-12-24,海天味业：首期限制性股票激励计划第三个解锁期解锁暨上市公告,上交所
7076,2018-12-24,【长城食饮每日资讯1224】中国圣牧拟3.03亿元向蒙牛出售圣牧高科51%股权,宇光食饮日讯
7077,2018-12-24,开源证券:食品饮料股上周走低 生猪-猪肉价差扩大,开源证券
7078,2018-12-24,【五粮液、泸州老窖规划明年增长， 龙头形势仍然乐观—方正食品饮料181223】,虎哥的研究
7079,2018-12-24,【食品饮料】范劲松、龚小乐：2019年度策略：守望价值，寻觅超预期-20181222,中泰证券研究所
7080,2018-12-24,"食品饮料行业周报:生猪~猪肉价差扩大,GDT中标价上涨1.7%",开源证券
7081,2018-12-21,企业财务报表的流水阅读——双汇2018中报,和讯
7082,2018-12-20,"食品饮料行业周报:高端白酒积极备战2019,关注企业动销情况",中证网
7083,2018-12-20,五大券商周五看好6板块30股,证券之星
7084,2018-12-20,日常消费品：白酒增速换挡 荐4股,和讯
7085,2018-12-19,"联讯食品2019年度策略:统筹全局,重在改善",联讯证券
7086,2018-12-18,日常消费品：老窖特曲提价 荐15股,和讯
7087,2018-12-18,日常消费品：保健休闲续高增 荐6股,和讯
7088,2018-12-18,【食品饮料丨薛玉虎】重庆啤酒(600132)：多品牌组合发展，升级步伐领先市场,方正证券研究
7089,2018-12-18,【研必有方】星源材质(300568)：业绩环比改善海外客户开拓有望见成效,方正证券研究
7090,2018-12-18,"食品饮料行业周报:汾酒推激励提振信心,关注五粮液1218大会",申万宏源
7091,2018-12-17,"食品饮料行业2019年度策略报告:回归理性,浪里淘金",中证网
7092,2018-12-17,2018年港资遭遇“滑铁卢”？数据告诉你他们的真正实力,每日经济新闻
7093,2018-12-17,【长城食饮】11月消费显分化，整体低迷食饮略回暖——食品饮料11月社消数据点评,微信
7094,2018-12-17,"食品饮料行业2019年投资策略报告:千淘万漉虽辛苦,吹尽狂沙始到金",正点财经
7095,2018-12-17,【悲观预期下优选稳健消费，静待酒企经销商大会提振信心—方正食品饮料181216】,虎哥的研究
7096,2018-12-17,"食品饮料行业:食品烟酒价格11月上涨,山西汾酒推股权激励计划",开源证券
7097,2018-12-15,日常消费品：统筹全局 荐7股,联讯证券
7098,2018-12-14,"食品饮料行业2019年度投资策略:短期波动不改中长期价值,优选细分龙头",证券之星
7099,2018-12-13,日常消费品：在低PE时买入高ROE个股,和讯
7100,2018-12-12,中信建投2019年食品饮料业策略：二大趋势 三条主线,新浪
7101,2018-12-12,【山证食品】食品饮料行业周报（20181203-20181209）：国窖销售公司召开营销会议，老窖特曲提价,山西证券研究所
7102,2018-12-10,财务专题系列1：从ROE角度看食品饮料龙头护城河,长江食品饮料研究
7103,2018-12-10,【临近年底行业催化密集，看好板块继续反弹—方正食品饮料181209】,虎哥的研究
7104,2018-12-10,"食品饮料行业:GDT中标价上涨,老窖特曲河南提价",开源证券
7105,2018-12-09,日常消费品：看好板块继续反弹 荐15股,方正证券
7106,2018-12-07,食品饮料专题报告：阿里数据盘点：双11消费积极，保健休闲续高增,国信研究
7107,2018-12-07,A股董事长众生相：60后是中坚力量，最年轻者才23岁，88位女当家人均身价11亿元,阿尔法工场
7108,2018-12-05,【山证食品】食品饮料行业周报（20181126-20181202）：茅台放量生肖和精品酒，五粮液系列酒涨价,山西证券研究所
7109,2018-12-04,食品行业：舌尖美味 调味品估值、提价之谜,东北证券
7110,2018-12-04,A股市场各大指数成份股密集调整 6股成多个指数新宠,证券时报
7111,2018-12-04,关于调整上证50、上证180、上证380等指数样本股的公告,上交所
7112,2018-12-04,五大指数新调入87只股票 机构集中推荐14只龙头股,证券日报
7113,2018-12-03,12月份策略：防御为主 加仓食品饮料,中金在线
7114,2018-12-03,沪深300等指数17日起调整样本股,中证协
7115,2018-12-03,过去4年，满足“优秀企业财报特征”的A股上市公司只有这84家,阿尔法工场
7116,2018-12-03,获北上资金持续加仓 白酒股走强贵州茅台涨逾5%,证券时报网
7117,2018-12-03,"食品饮料行业:五粮液系列酒提价,伊利加速海外布局",开源证券
7118,2018-12-02,指数股大换血：建行工业富联进上证50 四大券商退出,中国基金报
7119,2018-12-02,沪深300、上证50等指数自12月17日起调整样本股,中证网
7120,2018-11-30,白酒股投资策略：精选高低端两极品种,佳酿网
7121,2018-11-28,【山证食品】食品饮料行业周报（20181119-20181125）：五粮液召开经销商大会， 公布2019市场营销政策,山西证券研究所
7122,2018-11-27,海天味业点评报告：龙头稳健性凸显 蓄力下一个五年,中证网
7123,2018-11-27,机构看好个股逾六成实现上涨 医药生物等三行业受青睐,证券日报
7124,2018-11-26,上市公司交出平稳增长“答卷”，改革实招助推提升内在质量,澎湃新闻
7125,2018-11-26,跌破2600点激发资金入市热情 158只个股均获千万抢筹,证券日报
7126,2018-11-23,募集资金继续加码包装制造 | 华源转债发行定价及申购建议,债市覃谈
7127,2018-11-23,"改革开放四十周年系列研究—食品饮料篇:四十载乘风破浪,行业在变革中扬帆前行",平安证券
7128,2018-11-21,【食品饮料陈娇】批价短期反复不改中长期供需趋势,兴证研究
7129,2018-11-20,国盛证券：北上继续回流 中小创仓位回升,国盛证券
7130,2018-11-19,“上市是骗钱”！国民女神“老干妈”再重申“四不原则”,云掌财经
7131,2018-11-19,11月19日 收盘突破年线个股一览,每日经济新闻
7132,2018-11-19,日常消费品：社零消费数据放缓 荐15股,山西证券
7133,2018-11-19,日常消费品：市场强势上行 荐11股,东兴证券
7134,2018-11-19,11月19日 盘中突破年线个股一览,每日经济新闻
7135,2018-11-19,【中炬高新跟踪点评：董事会换届顺利，谋长远更高发展—方正食品饮料181118】,虎哥的研究
7136,2018-11-19,"食品饮料行业2019年投资策略:消费升级和品牌集中度提升,聚焦优势龙头",西南证券
7137,2018-11-19,"食品饮料行业:白酒、调味品估值修复中,基本面保持稳健",开源证券
7138,2018-11-18,日常消费品：高端白酒估值调整到位 荐4股,国盛证券
7139,2018-11-17,北上资金本周净买入71.36亿元 36只股成交活跃(名单),证券时报
7140,2018-11-17,三类公司是市场的可选项,红周刊
7141,2018-11-16,搞酱油的海天味业卖起了食用油？没有！而且双方起了商标纠纷 诉讼纠纷,南都报
7142,2018-11-15,11月15日 收盘突破年线个股一览,每日经济新闻
7143,2018-11-15,11月15日 盘中突破年线个股一览,每日经济新闻
7144,2018-11-15,富豪被扫地出门：1.9亿债务逾期 顺德国资13亿接盘 违约失信,新浪
7145,2018-11-14,【山证食品】食品饮料行业周报（20181105-20181111）：白酒增速放缓，调味品、食品龙头维持高景气,山西证券研究所
7146,2018-11-10,从三季报看各行业的盈利能力 告诉你茅台为什么这么牛！,巨丰财经
7147,2018-11-10,贵州茅台为什么这么牛？行业盈利能力说明一切,中新经纬
7148,2018-11-09,指数样本股交叉调整背后的综合冲击效应,量化先行者
7149,2018-11-08,海天味业股票消息:稳健增长、龙头风范,申万宏源
7150,2018-11-07,日常消费品：节庆消费高增 荐6股,国信证券
7151,2018-11-07,【食品饮料|黄付生团队太平洋证券】悲观预期充分释放，北上资金兴风作浪,太平洋证券研究
7152,2018-11-07,食品饮料2018q3业绩总结之大众消费品:需求仍有韧性、龙头更显稳健,申万宏源
7153,2018-11-06,食品饮料行业：增速正常回落白酒板块趋势向上不变,方正证券
7154,2018-11-06,【申万食品饮料-吕昌团队】周观点（10月第5周）：板块Q3增速放缓 建议把握龙头长期价值,申万食品饮料研究
7155,2018-11-06,双十一来了！快递公司忙调价 北上资金超百亿增持大消费,证券时报
7156,2018-11-06,涪陵榨菜10年9次提价，销量不降反升，净利润增长11倍,斑马消费
7157,2018-11-06,"食品饮料行业3季报总结:周期波动增长放缓,品种分化优选龙头",联讯证券
7158,2018-11-05,张耐山:大反弹之前还有最后一跌,新浪
7159,2018-11-05,海天味业估值泡沫被刺破 挽回投资者和消费者芳心成难题,投资者报
7160,2018-11-04,日常消费品：白酒增速换挡 荐4股,国盛证券
7161,2018-11-02,涪陵榨菜市值蒸发83亿后宣布涨价2年4次提价合理么? 连续下跌,每日经济新闻
7162,2018-11-01,复盘：休闲食品领涨两市 狙击84只涨停股,中财网
7163,2018-11-01,"海天味业:业绩稳健增长,景气度持续",中证网
7164,2018-10-31,【长城食饮每日资讯1031】金字火腿拟回购1-2亿元公司股份,宇光食饮日讯
7165,2018-10-31,【实时|国信食饮】海天味业2018三季报点评：业绩稳增长，各品类稳健发展,瑶食梦饮
7166,2018-10-31,10月31日最新研报精选 这5股值得关注！,中财网
7167,2018-10-31,10月31日 收盘突破年线个股一览,每日经济新闻
7168,2018-10-31,【华泰证券研究所】每日晨会启明星20181031,华泰证券研究所
7169,2018-10-31,"海天味业:四季度有望保持稳扎稳打步骤,五年计划大概率顺利收官",证券之星
7170,2018-10-31,"海天味业2018年三季报点评:业绩保持稳增,符合预期",东莞证券
7171,2018-10-30,海天味业 (603288)【申万食品饮料-吕昌、张喆】稳健增长、龙头风范,申万食品饮料研究
7172,2018-10-30,【西南食品饮料 | 三季报点评】海天味业：业绩稳如磐石，尽显白马风范,非尝饮食
7173,2018-10-30,海天味业：收入稳步增长 龙头踏实前行,国海证券
7174,2018-10-30,【海天味业三季报点评：持续稳健发展，业绩符合预期—方正食品饮料181029】,虎哥的研究
7175,2018-10-30,茅台神话破灭：股价跌停，一周蒸发近2000亿！,和讯
7176,2018-10-30,贵州茅台最新消息：回应暂无回购计划,证券之星
7177,2018-10-30,茅台跌停拖累白马股 北向资金逆势做多,中金在线
7178,2018-10-30,机构：白马股加速补跌带动市场结构重塑 超跌中小创有望迎机遇,证券时报网
7179,2018-10-30,神话破灭 飞天茅台“携手”郑醇双双跌停,新浪
7180,2018-10-30,一只股票引发的震荡！机构集中抛售白酒股，白马股受挫系调仓？,Wind
7181,2018-10-30,旗舰跌停 绩优股全受拖累,中金在线
7182,2018-10-30,白马股集体重挫，机构抱团松动现分歧,中证报
7183,2018-10-30,白马股集体重挫 机构抱团松动现分歧,中证报
7184,2018-10-30,郑眼看盘：精研个股杀跌或是低吸良机,每日经济新闻
7185,2018-10-29,贵州茅台史上首度“一字跌停”,金证券
7186,2018-10-29,历史首次！茅台一字跌停引发惨案,和讯
7187,2018-10-29,贵州茅台“一字”跌停 白马股霸占跌幅榜——道达投资手记,每日经济新闻
7188,2018-10-29,海天味业：前三季度净利超31亿元 同比增23%,e公司
7189,2018-10-29,跌停板解密：酒类个股再现跌停潮！（10月29日）,Wind
7190,2018-10-29,海天味业：前三季度营业收入127.1亿元 同比增长17%,新浪
7191,2018-10-29,风向生变：小甜甜成牛夫人，“一哥”持股大曝光,Wind
7192,2018-10-29,海天味业：前三季度净利润同比增23.33%,Wind
7193,2018-10-29,贵州茅台跌停会成为A股见底信号吗？,第一财经
7194,2018-10-29,业绩增速放缓 大消费板块集体下挫,证券时报网
7195,2018-10-29,安琪酵母也闪崩了！没熬过白马的黎明 连续下跌,环球老虎财经
7196,2018-10-29,食品股全线下挫，龙头海天味业封死跌停,Wind
7197,2018-10-29,日常消费品：白酒仓位略降 荐4股,中银国际
7198,2018-10-29,伊利股份低开低走重挫8.37%报20.90元 成交3.48亿元,腾讯网
7199,2018-10-28,政策底已初步明朗 期待市场底早日到来——道达对话牛博士,每日经济新闻
7200,2018-10-26,A股、美股关联节奏研究（2018-10-26）,新浪
7201,2018-10-26,揭幕者：抱团大白马，崩了！,和讯
7202,2018-10-26,CFi收盘揭秘:房地产涨蹦市场 周五红失之交臂发几家,中财网
7203,2018-10-26,民以食为天：吃吃喝喝的食品饮料行业投资价值,中金在线
7204,2018-10-26,高位白马股持续下挫 安琪酵母等个股跌停 连续下跌,腾讯网
7205,2018-10-22,【申万食品饮料-吕昌团队】周观点（10月第3周）：减税政策及社零数据提振信心 持有并买入龙头公司,申万食品饮料研究
7206,2018-10-22,日常消费品：静待秋糖和三季报催化 荐15股,山西证券
7207,2018-10-22,财融汇·个股研报精选,财通证券融资融券部
7208,2018-10-17,海天味业今日大宗交易成交12.89万股，成交价64.17元折价7.62%,Wind资讯
7209,2018-10-17,10月17日 大宗交易,每日经济新闻
7210,2018-10-17,财融汇·个股研报精选,财通证券融资融券部
7211,2018-10-16,10月16日利好公告迎爆发,中证网
7212,2018-10-15,郑眼看盘：A股再度下跌 市场急需“非常手段”,每日经济新闻
7213,2018-10-15,海天味业发澄清公告：被抽检产品不构成食品安全问题,每经网
7214,2018-10-15,海天味业：一则消息砸掉80亿市值，50倍高估值危如累卵,阿尔法工场
7215,2018-10-15,10月15日上市公司晚间公告速递,新浪
7216,2018-10-15,海天味业澄清：蛋白质NRV%是一个营养参考值，生抽标签标示值低于计算值不构成产品品质问题，更不是食品安全问题,每日经济新闻
7217,2018-10-15,海天味业澄清媒体报道：产品蛋白质标示值低于计算值不构成品质问题,Wind
7218,2018-10-15,【解盘论市】上证综指跌逾1%，深圳股逆势拉升,Wind
7219,2018-10-15,“救市”了！A股能否力挽狂澜筑大底？,中财网
7220,2018-10-15,白马股午后下跌 海天味业等跌逾6%,证券时报网
7221,2018-10-15,快讯：超级品牌概念股午后持续走低 青岛海尔跌超9%,新浪
7222,2018-10-15,白马股午后集体大跌 青岛海尔一度跌停,e公司
7223,2018-10-15,白酒板块季报无忧 继续推荐名酒,佳酿网
7224,2018-10-15,蓝筹股领涨护盘 三大股指V形反转,中证网
7225,2018-10-14,29款酱油不达标，海天、李锦记等知名品牌都检出问题,Wind
7226,2018-10-12,食品饮料行业:经济后周期影响显现 预计3Q增速多回落,中证网
7227,2018-10-11,【银河国际】策略 - A股市场的高alpha值大盘股,银河国际
7228,2018-10-11,马云家族时隔四年重回中国首富,杭州网
7229,2018-10-11,财融汇·个股研报精选,财通证券融资融券部
7230,2018-10-09,"食品饮料行业周报:中秋旺季如何看食饮,分化中积极布局龙头价值买点",正点财经
7231,2018-10-05,白酒行业：行业景气度仍将延续 重点关注高端、次高端价格带龙头企业（附股）,中信建投
7232,2018-10-04,海天味业股票分析：收入继续稳健增长，盈利能力稳步提升,方正证券
7233,2018-10-03,食品饮料行业：A股纳入富时罗素指数与MSCI考虑调高权重持续利好板块,南方财富网
7234,2018-10-03,58股业绩有望高增长 10个股获机构重仓,证券时报网
7235,2018-09-29,上证指数涨幅高达3.53% 白马股将是资金抢筹主线,股城网
7236,2018-09-29,9月份北上资金净流入223.68亿元 27只活跃股最受青睐,证券日报
7237,2018-09-29,九月沪指上涨3.53% 三路资金辗转腾挪欲搏金秋行情,证券日报
7238,2018-09-29,"食品饮料周报2018第38期:市场回暖,食品先行",长城证券
7239,2018-09-28,白酒板块领涨 蓝筹估值修复行情来了？,佳酿网
7240,2018-09-28,"食品饮料行业:从海外经验看食饮龙头成长路径及估值体系,龙头是如何养成的",申万宏源
7241,2018-09-27,2018中国上市公司口碑榜公众提名还有最后三天 哪些优质企业上榜 这次由您做主,每日经济新闻
7242,2018-09-27,【长城食饮每日资讯0927】汤臣倍健公布业绩预告，前三季度盈利同比增20%-40%,宇光食饮日讯
7243,2018-09-27,消费旺季来临食品饮料板块率先吹响反弹号角,顶尖财经网
7244,2018-09-27,各路资金抢筹白马股 沪指夺回2800点关口,中证网
7245,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
7246,2018-09-27,这份福布斯最佳CEO榜单 竟然也是一份牛股清单,中证报
7247,2018-09-27,北上资金成交额剧增 继续加仓白酒龙头,证券时报
7248,2018-09-27,郑眼看盘：国庆长假临近A股普涨,每日经济新闻
7249,2018-09-26,沪港通十大成交活跃股排名（9月26日）,Wind
7250,2018-09-26,西部利得个股精选“不精”，净利亏5万元反收73万元管理费 亏损,和讯
7251,2018-09-26,巨丰收评：大盘冲高回落 已逐步转强,巨丰财经
7252,2018-09-26,食品饮料板块午后爆发 晨光生物涨停,证券时报网
7253,2018-09-26,周三午间策略：沪指站上2800点 节前低吸布局反弹行情,中证网
7254,2018-09-26,巨丰午评：沪指收复2800点 即将脱离底部,巨丰财经
7255,2018-09-26,火锅界扛把子海底捞香港敲锣 迅速涮出近千亿市值,中证报
7256,2018-09-26,信心恢复叠加旺季催化 食品饮料板块如期前行,证券时报网
7257,2018-09-26,【食品饮料丨薛玉虎】市场信心恢复，旺季催化板块如期前行,方正证券研究
7258,2018-09-25,日常消费品：板块相对价值凸显 荐15股,申万宏源
7259,2018-09-25,财融汇·个股研报精选,财通证券融资融券部
7260,2018-09-25,【市场信心恢复，旺季催化板块如期前行—方正食品饮料180924】,虎哥的研究
7261,2018-09-25,【食品饮料】范劲松、龚小乐：茅台批价超预期，重燃旺季板块行情-20180924,中泰证券研究所
7262,2018-09-24,粤港澳大湾区再获利好 QFII与社保基金围猎4只个股,证券日报
7263,2018-09-21,半年报如何选择好标的,红周刊
7264,2018-09-20,9月20日有59家公司获重要股东增减持 邦讯技术已被连续减持33次 减持股份,Wind
7265,2018-09-20,中秋旺季如何看食饮？分化中积极布局龙头价值买点,佳酿网
7266,2018-09-20,回暖修复行情已启动,投资快报
7267,2018-09-18,"食品饮料行业2018年中报综述:白酒仍处景气周期,大众品喜多忧少",正点财经
7268,2018-09-18,日常消费品：中产阶级崛起 我国有望产生多家消费品巨头,广发证券
7269,2018-09-18,食品饮料周报第98期（201835）：中秋旺季来临 关注白酒与大众品表现,开源证券研究所
7270,2018-09-18,"食品饮料行业周报:基本面良好,静待中秋旺季催化",山西证券
7271,2018-09-17,机构解析：周二热点板块及个股（附股）,中证网
7272,2018-09-17,09月17日 大宗交易,每日经济新闻
7273,2018-09-17,日常消费品：茅台批价略反弹 荐15股,申万宏源
7274,2018-09-17,日常消费品：食品板块迎中秋销售旺季 荐11股,东兴证券
7275,2018-09-17,开源证券食品饮料周报:中秋来临 关注大众品表现,开源证券
7276,2018-09-17,财融汇·个股研报精选,财通证券融资融券部
7277,2018-09-17,"千禾味业18年半年报点评:18H1业绩放缓,下半年有望改善,长期成长性仍可期待",正点财经
7278,2018-09-17,【看好板块新一轮估值修复行情—方正食品饮料180916】,虎哥的研究
7279,2018-09-13,海天味业：拟出资2000万元设两家全资子公司,e公司
7280,2018-09-13,看好中国｜消费升级——食品饮料股价和业绩背离,巨丰财经
7281,2018-09-13,调味品行业深度：舌尖到心间的美味今日传明日的辉煌,顶尖财经网
7282,2018-09-13,食品饮料中期业绩增速平稳 下半年旺季迎投资机会,大众证券报
7283,2018-09-13,白酒增速放缓 长期确定性趋势加强,佳酿网
7284,2018-09-12,日常消费品：白酒及调味品与食品综合高景气度延续 荐7股,财信证券
7285,2018-09-12,食品饮料行业中报总结：中报增速趋稳，布局下半年旺季机会,国信研究
7286,2018-09-12,【北上资金跟踪周报】北上资金整体转向净卖出,联讯金融
7287,2018-09-12,【食品饮料-中炬高新(600872)】范劲松、熊欣慰（研究助理）：点评报告：体制改革又进一步，经营活力有望释放-20180911,中泰证券研究所
7288,2018-09-11,白酒股投资建议：关注板块内回购动向,佳酿网
7289,2018-09-11,【中泰食品饮料】中炬高新：体制改革又进一步，经营活力有望释放,中泰食品饮料
7290,2018-09-11,建议持续关注白酒、调味品与乳制品龙头,佳酿网
