,2021-12-30,大化工专题策划二|能控纠偏煤化龙头有望长期走强 煤氢联动成行业新看点,财联社
1306,2020-06-01,6月1日晚间上市公司十大重磅公告,巨丰财经
1307,2020-06-01,宝丰能源：首发募投项目全面投产 实现高端产品进口替代,中证网
1308,2020-06-01,宝丰能源(600989.SH)：首发上市募投项目焦炭气化制60万吨/年烯烃项目全面投产,格隆汇
1309,2020-06-01,39股今日获机构买入评级 6股上涨空间超20%,证券时报网
1310,2020-06-01,全球首套年产220万吨戴维甲醇合成塔助力宝丰项目一次试车成功,东方锅炉
1311,2020-05-30,6月份A股或迎筑底反弹，逾四成采掘股获机构推荐,Wind
1312,2020-05-29,【重磅|深度，开源煤炭石化】宝丰能源：行业对标构建低成本优势，二期烯烃甲醇完全自给再降本,能源观察站
1313,2020-05-29,开源金股，6月推荐,开源证券研究所
1314,2020-05-29,宝丰能源：实施“10派3.2元”年度分红方案 合计现金分红20.53亿元,中证网
1315,2020-05-29,开源晨会0604丨风格切换隐藏于交易结构与投资者行为中；化妆品行业深度报告；万华化学、宝丰能源,开源证券研究所
1316,2020-05-28,宝丰能源(600989.SH)2019年度权益分派股权登记日为6月3日,格隆汇
1317,2020-05-25,石化行业周报：油价回升带动乙烯、丙烯价格上涨,新浪
1318,2020-05-22,"华西煤炭|动力煤上涨超预期,继续看好动力煤龙头神华陕煤",华西交运煤炭研究
1319,2020-05-21,年度减持1400亿科技股承压，将再迎解禁高峰,Wind
1320,2020-05-20,宝丰能源20.53亿分红将于6月7日前到位 分红季A股公司更偏好现金分红,经济观察网
1321,2020-05-19,宝丰能源控股股东兑现5亿增持 熔喷专用料产线成功投产,21世纪经济报道
1322,2020-05-19,金发科技、宝丰能源等发力保卫口罩“中国芯”,中新网
1323,2020-05-18,宝丰能源：5月兑现增持承诺 6月前完成分红,全景网
1324,2020-05-18,利好！宝丰能源：控股股东及其关联方增持计划完成 增持5亿元,每日经济新闻
1325,2020-05-18,宝丰能源(600989.SH)：控股股东及关联方增持完毕 累计增持5451.94万股,格隆汇
1326,2020-05-18,宝丰能源：在建熔喷专用料产线首批产品成功下线,证券时报网
1327,2020-05-17,警惕！网下打新收益率近500%，金山办公200多位股东下周解禁！一口罩概念股解禁超100亿元！ 解禁,每日经济新闻
1328,2020-05-17,周末要闻2020年5月17日星期日,Wind
1329,2020-05-17,下周操盘攻略：5月是今年二季度最好的投资窗口,Wind
1330,2020-05-17,太戏剧！巨额解禁前意外“闹乌龙”，蹭热点概念股暴涨！5股超一半市值即将流通 解禁,证券时报
1331,2020-05-16,宝丰能源：熔喷专用料产线5月底前投产,中证网
1332,2020-05-15,下周685亿市值限售股解禁，环比增加79.44% 解禁,Wind
1333,2020-05-15,下周解禁：四公司解禁数量超3亿股 解禁,大众证券报
1334,2020-05-15,宝丰能源：控股股东在增持过程中误卖出4.2万股，造成短线交易,Wind
1335,2020-05-14,宝丰能源：熔喷料专用产线开始安装调试 预计5月底投产,上证报
1336,2020-05-14,宝丰能源：熔喷料产线开始安装调试 预计2周后投产,中证网
1337,2020-05-13,【财报点评|国信化工】聚烯烃系列——宝丰能源(600989)-财报点评：Q1业绩增长阶段性放缓，煤制烯烃成本优势仍在 盈利能力下降,化工之诚
1338,2020-05-13,MSCI中国A股在岸指数成份股调整：老凤祥宝丰能源尔康制药等18只股票被剔除 剔除指数,和讯
1339,2020-05-13,基于原油市场供需层面的持续跟踪检验：当前原油市场的三个关键变量,光大证券
1340,2020-05-13,MSCI中国A股在岸指数增加成份股61只，剔除18只,Wind
1341,2020-04-30,【开源煤炭石化-张绪成】宝丰能源一季报点评：Q1业绩受油价大跌影响，新项目陆续投产成长可期 盈利能力下降,能源观察站
1342,2020-04-29,宝丰能源一季度营收36亿增长13% 转产熔喷布原料开建7条产线,长江商报
1343,2020-04-29,一季度化工行业下滑超3成宝丰能源(600989.SH)战“疫”增长13%超预期,格隆汇
1344,2020-04-29,宝丰能源一季度营收36亿 转产熔喷布原料开建7条产线,新浪
1345,2020-04-28,宝丰能源一季度收入超36亿同比增长13.01% 快速转产、增产口罩原料,21世纪经济报道
1346,2020-04-28,宝丰能源：一季度实现营收36.1亿元 同比增长13%,e公司
1347,2020-04-28,烯烃产能扩充 宝丰能源第一季度营收增长13.01%,金融界
1348,2020-04-28,宝丰能源发布一季报 营收超36亿元同比增长13.01%,中证网
1349,2020-04-28,疯狂的价格背后是疯狂的市场，聚丙烯或成新一轮口罩风口？,中国纺织报
1350,2020-04-27,宝丰能源2020年一季报：营业收入超36亿 同比增长13.01%,格隆汇
1351,2020-04-27,宝丰能源：一季度净利润同比减少19.46% 盈利能力下降,Wind
1352,2020-04-24,宝丰能源开建7条熔喷布原料产线,Wind
1353,2020-04-24,宝丰能源开建7条熔喷布原料产线 日产能80吨,e公司
1354,2020-04-23,宝丰能源多联产项目布局焦化行业清洁产能建设,中新网
1355,2020-04-21,国内最大一体化可再生能源制氢储能项目在宁夏开建,中国能源网china5e
1356,2020-04-21,我国最大一体化可再生能源制氢储能项目正式开工建设,集邦新能源网
1357,2020-04-21,宁东能源化工基地氢能产业首个项目开工,国资委
1358,2020-04-21,瞄准“终极能源”低碳市场 宝丰能源14亿元投建“绿氢”项目,证券日报
1359,2020-04-20,多项国际国内首创、宝丰能源高标准布局电解水制氢综合应用项目,红周刊
1360,2020-04-20,次新股业绩“变脸秀” 盈利能力下降,国际金融报
1361,2020-04-19,宝丰能源：太阳能电解水制氢项目预计今年底投产,e公司
1362,2020-04-19,宝丰能源：开建全球最大一体化太阳能电解水制氢项目,中证网
1363,2020-04-19,宝丰能源太阳能电解水制氢储能及应用示范项目开工建设,中证网
1364,2020-04-16,次新股成绩秀：18只股票符合巴菲特选股标准！值得抄底？看完文章再决定,腾讯网
1365,2020-04-15,聚烯烃S2040价格暴涨4成 宝丰能源等增产急补需求缺口,红周刊
1366,2020-04-14,口罩原料聚丙烯S2040价格暴涨 宝丰能源等多企业全力保供应,中证网
1367,2020-04-12,5月是原油市场的双重拐点 ——OPEC+减产协议及G20能源部长会议的影响分析,化海锋云
1368,2020-04-10,聚丙烯价格大涨 OPEC史上第一大减产协议出炉 利好宝丰能源等,红周刊
1369,2020-04-09,国内最大空分装置在宝丰能源试车成功,中证网
1370,2020-04-08,油价暴力反弹，华鲁恒升、宝丰能源等煤化工龙头机会来临,全景网
1371,2020-04-02,宝丰能源：建设投资成本节约30％以上 运营成本比同行低约35％,金融界
1372,2020-04-01,宝丰能源俩项目双问鼎：焦炭规模及EVA产量均第一 机构推荐买入,中国网
1373,2020-03-27,A股早报2020年3月27日星期五,Wind
1374,2020-03-26,宝丰能源：首批一次性防护口罩成功下线,证券日报
1375,2020-03-26,宝丰能源：近期获68家机构密集调研,中证网
1376,2020-03-26,[互动]宝丰能源：口罩原料S2040牌号聚丙烯产品已经满产满销,全景网
1377,2020-03-26,超200家公司披露分配方案 还有哪些公司具备分红潜力？,投资快报
1378,2020-03-24,宝丰能源：首批口罩产品下线 将尽快投放市场,e公司
1379,2020-03-24,宝丰能源口罩火速下线 跑步供给复产防疫黄金期,中证网
1380,2020-03-19,宝丰能源（600989）2019年年报点评：全年业绩逆势增长，看好龙头成长空间,CITICS化工研究
1381,2020-03-19,国内财经媒体头版2020年3月19日星期四,Wind
1382,2020-03-17,【化工-张汪强】宝丰能源：业绩符合预期，新产能布局构建长期成长链,安信证券研究
1383,2020-03-17,宝丰能源募投项目相继投产 “护航”产能翻番公司拟10股派3.2元（含税），分红总额约20.53亿元,证券日报
1384,2020-03-16,【开源煤炭-张绪成】宝丰能源年报点评：2019年业绩稳健增长，新项目陆续投产成长空间大,能源观察站
1385,2020-03-16,宝丰能源2019年净利38亿元，同比增长2.88%,澎湃新闻
1386,2020-03-16,鹰眼预警:宝丰能源资产收入产出值持续降 在建转固慢 盈利能力下降,新浪
1387,2020-03-16,新能源新材料公司业绩参差不齐：某创投机构暂缓对行业多家企业投决,21世纪经济报道
1388,2020-03-16,宝丰能源：公司医用口罩及防护服项目2月22日开工 总投资额为1100万元,e公司
1389,2020-03-16,宝丰能源：紧急转产生产高熔指纤维料S2040 可用于生产医用无纺布,e公司
1390,2020-03-16,宝丰能源：公路免征通行费政策将显著降低公司疫情期间的运输成本,e公司
1391,2020-03-16,宝丰能源：公司正在规划建设三期烯烃项目,e公司
1392,2020-03-16,宝丰能源：烯烃产品价格呈现波动下滑 专家预测相关产品价格已基本处于周期低点,e公司
1393,2020-03-16,宝丰能源：公司二期烯烃项目将实现全年满产,e公司
1394,2020-03-16,烯烃二期项目投入生产，宝丰能源2019年盈利同比增2.88%至38.02亿元,资本邦
1395,2020-03-16,宝丰能源(600989.SH)：2019年净利升2.88%至38.02亿元 拟10派3.2091元,格隆汇
1396,2020-03-16,宝丰能源（600989）2019年财报点评：成本优势明显，新项目开启新一轮成长周期,国信研究
1397,2020-03-15,宝丰能源去年净利润38亿 疫情下转产医用口罩生产原料,每日经济新闻
1398,2020-03-15,增产降本 宝丰能源2019年盈利38亿元,上证报
1399,2020-03-15,宝丰能源：2019年实现净利38亿元,中证网
1400,2020-03-15,宝丰能源：2019年年度主要财务指标,上交所
1401,2020-03-15,宝丰能源首份年报：产能翻番，成本优势应对油价危机,第一财经
1402,2020-03-15,宝丰能源：2019实现净利润38亿元 拟10派3.2元,e公司
1403,2020-03-15,宝丰能源2019利润38亿 继续高分红 2020年产能翻番,红周刊
1404,2020-03-15,宝丰能源：2019年净利润同比增长2.88%,Wind
1405,2020-03-15,宝丰能源(600989.SH)拟向宁夏燕宝慈善基金会捐赠3亿元,格隆汇
1406,2020-03-13,聚烯烃产业链获关注 宝丰能源综合优势显著,金融界
1407,2020-03-13,能源股下跌 宝丰能源等聚烯烃产业链获关注,中证网
1408,2020-03-12,湖北襄阳“点对点”运送117名技术人员到宁夏,中新网
1409,2020-03-12,宁夏发布重点排污单位名录 305家企业列入重点监管范围,科技日报
1410,2020-03-11,杭汽轮：国之重器如何炼成,浙商网
1411,2020-03-09,中国天辰工程有限公司宝丰能源项目空分装置汽轮机一次冲转成功,国家煤化工网
1412,2020-03-06,新华500指数6日收跌1.52% 报4420.98点,新华网
1413,2020-03-06,新华500指数（989001）6日收跌1.49%,新华网
1414,2020-03-05,宝丰能源再添新亮点：中旬口罩产品下线 积极拓展销售渠道,红周刊
1415,2020-03-04,宝丰能源传利好入选全国抗击疫情重点保障企业,证券日报
1416,2020-03-03,转产稳产！煤化工龙头宝丰能源纳入“全国疫情防控重点保障企业”名单,全景网
1417,2020-03-03,中国化学工程宁夏宝丰项目空分装置2号汽轮机试车一次成功,国资委
1418,2020-03-03,我国口罩日产能产量均突破1亿只 口罩生产概念股持续走俏,新京报
1419,2020-02-26,化工产业链梳理专题报告：化繁为简，看懂化工产业链,国信研究
1420,2020-02-25,油服板块复苏 海油发展迎来发展提速期,财经网
1421,2020-02-23,宝丰能源医用口罩和防护服生产项目正式开工建设,全景网
1422,2020-02-22,宁夏14家上市公司复工率达93%,中新网
1423,2020-02-22,发布会回放丨宁夏密集出台金融举措，支持企业复工复产！,搜狐
1424,2020-02-21,宁夏首批1080吨口罩原料铁路集结 驰援全国医用防疫物资生产,中新网
1425,2020-02-21,机构推荐采掘行业名列其中 后市或迎补涨期,证券日报
1426,2020-02-21,宝丰能源首批千吨口罩原料起运发货,红周刊
1427,2020-02-21,宝丰能源（600989）快评：积极转产口罩材料助力抗“疫”,国信研究
1428,2020-02-20,宁夏宝丰投资137.7亿元煤制烯烃项目核准,煤炭网
1429,2020-02-20,22家公司重要股东开启增持模式累计增持8.83亿元,证券时报网
1430,2020-02-19,【国盛策略】偏股基金募集火爆，未来还有多少增量？,尧望后势
1431,2020-02-19,受益高速免费政策 宝丰能源预计物流成本将显著下降,中证网
1432,2020-02-19,【公司快评I国信化工】宝丰能源（600989）：积极转产口罩材料助力抗“疫”,化工之诚
1433,2020-02-19,高速免费 物流成本大降 宝丰能源再获千万级别利好,全景网
1434,2020-02-19,【粤开策略流动性专栏】北上资金流向梳理（附净买入前十个股）,微信
1435,2020-02-19,18家公司重要股东开启增持模式累计增持7.60亿元（附股）,证券时报网
1436,2020-02-18,宝丰能源：公路免征通行费政策将大幅降低公司物流运输成本,证券时报
1437,2020-02-18,8股获买入评级 最新:宝丰能源,中财网
1438,2020-02-17,2020年中国物流行业市场现状及发展趋势分析 利好政策保障加速企业复工复产,前瞻研究院
1439,2020-02-17,口罩供应瓶颈：工人未返工，运输严重受限,Wind
1440,2020-02-17,物流企业迎政策利好 复工复产加速,中证报
1441,2020-02-16,口罩供应瓶颈： 工人未返工，运输严重受限,第一财经
1442,2020-02-16,宝丰能源首批口罩原材料成功出货 与多家医用无纺布企业对接,中证网
1443,2020-02-14,宁夏上市公司捐款超3700万元,中证网
1444,2020-02-14,宝丰能源(600989.SH)：边海燕累计增持1160.9万股,格隆汇
1445,2020-02-13,宁夏宝丰集团：始终冲在援鄂抗疫“最前沿”,中国经济网
1446,2020-02-12,【华创化工】化工行业“战疫”系列报告之复工情况：边“战疫”，边复工，行业秩序将逐步恢复,华创化工
1447,2020-02-11,除了比亚迪，又有格力地产等20家上市公司跨界加入口罩生产军团,21世纪经济报道
1448,2020-02-11,宝丰能源拟调整部分产线用于医用口罩原料生产，支持疫情防控,澎湃新闻
1449,2020-02-11,宝丰能源：决定将部分生产线转产，生产可用于医用无纺布制造的高熔指纤维聚丙烯,证券时报网
1450,2020-02-11,新华500指数开盘报4180.58点 涨0.26%,新华网
1451,2020-02-10,这些公司转产抗疫物资 比亚迪、广汽生产汽车牌口罩,中财网
1452,2020-02-10,宝丰能源紧急转产卫材原料高熔指聚丙烯 驰援疫情防控,证券时报网
1453,2020-02-10,宝丰能源紧急转产聚丙烯 支援口罩生产,中证网
1454,2020-02-09,300亿大抄底！这两行业重点加仓 万亿“股王”被大买,新浪
1455,2020-01-30,宝丰能源向宁夏红十字会捐赠2000万元 驰援疫情防控,中证网
1456,2020-01-25,国内PE聚乙烯产量变化一览,生意社
1457,2020-01-21,化工龙头股“王牌技术”揭秘宝丰能源参与项目获权威行业机构认定,聚氨酯网
1458,2020-01-17,“2019红周刊富豪榜”震撼发布：A股实控人身价前十名为何是他们？,红周刊
1459,2020-01-16,公牛集团16日申购：家族身价将超300亿 中1签或赚2.6万元,中新经纬
1460,2020-01-14,中信证券2019年净利123亿 广州证券更名中信证券（华南）,证券时报
1461,2020-01-06,A股2019：十大IPO科创板占4席谁是“募资王”,新京报
1462,2020-01-03,化工行业龙头曝光！最新中国上市公司市值500强，谁上榜了？,腾讯网
1463,2020-01-02,2019年打新中签一股票最高可赚22万,中财网
1464,2020-01-02,12月31日有96家公司获重要股东增减持，坚瑞沃能已被连续减持76次,Wind
1465,2020-01-02,最新IPO造富榜出炉！203家公司催生558位亿万富豪，科创板占了4成！,21世纪经济报道
1466,2019-12-31,2019，能源企业的“上市梦”,中国能源报
1467,2019-12-31,2019年A股IPO募资2489亿元：科创板占3成 北京居首,中国经济网
1468,2019-12-27,320只股短线走稳站上五日均线,证券时报网
1469,2019-12-27,445只股短线走稳站上五日均线,证券时报网
1470,2019-12-27,2019年IPO年报：中企全球募资创八年新高，A股科创引领半壁河山,36氪
1471,2019-12-26,多维度筛选高送转高分红潜力股,Wind
1472,2019-12-25,宝丰能源：募投项目进展顺利，控股股东宝丰集团将增持,新京报
1473,2019-12-23,寶豐能源“入富”生效大股東開始增持已獲大單資金關注,搜狐
1474,2019-12-23,化工：化工品价格小幅上涨 荐8股,安信证券
1475,2019-12-21,IPO龙虎榜：上市公司数前10城江苏占3！青岛、西安、银川成2019IPO新贵！,价值线
1476,2019-12-19,百川股份5.2亿可转债项目获批 布局新材料产业进度有望提前,证券时报网
1477,2019-12-19,【天风煤炭20191219】山煤集团将全面推行“以销定产”,煤炭鑫观点
1478,2019-12-19,百川股份可转债获批文 发力国产替代新材料,中证网
1479,2019-12-19,两融规模时隔21月重上万亿 现9个月以来最大单周加仓 后市策略,证券时报
1480,2019-12-19,今年17只新股破发，科创板占六成,Wind
1481,2019-12-17,11月重要经济数据出炉——道达早评,每日经济新闻
1482,2019-12-16,注意！富时罗素季度调整周五生效，7股新进，73股遭剔除，这份完整攻略请收好,中证报
1483,2019-12-16,宝丰能源甲醇制60万吨/年聚烯烃项目一次开车成功,中塑协
1484,2019-12-13,聚焦2019丨国电投、国家能源集团等电力巨头的氢能战事,北极星电力
1485,2019-12-10,“科技创新大时代” ——国信证券2020年度策略及上市公司交流会邀请函,国信研究
1486,2019-12-10,富时罗素新纳入7只A股 主动基金或周一调整(附名单),中证报
1487,2019-12-09,富时罗素最新纳入7只A股——道达早评,每日经济新闻
1488,2019-12-06,百川股份董事长郑铁江：布局高端新材料 打造环境友好型百年企业,中证报
1489,2019-12-03,宁夏源网荷储互动清洁能源消纳试点交易启动,国家电网
1490,2019-12-02,“科技创新大时代” ——国信证券2020年度策略及上市公司交流会邀请函,国信研究
1491,2019-12-01,厉害！宝丰能源连续两年入围中国石油化工民企百强 硬实力尽彰显,腾讯网
1492,2019-11-29,74家上市公司年内分红合计超600亿,长江商报
1493,2019-11-28,感恩有你 | 一份上市公司分红数据送给你,证券时报
1494,2019-11-27,煤炭行业：螺蛳壳里摆“道场”两条主线来穿越,光大证券
1495,2019-11-26,光大证券：维持煤炭行业“增持”评级，两主线布局,证券时报网
1496,2019-11-26,【华泰金工林晓明团队】2019年12月重要指数调整预测——沪深300、中证500等指数成分股调整预测20191125,华泰金融工程
1497,2019-11-22,测绘股份过会：今年IPO获批第115家 华泰联合过第2单,中国经济网
1498,2019-11-21,成分股年内第二次调整在即 20股或被调入沪深300指数,大众证券报
1499,2019-11-21,“中奖”竟也不要？1342万份无人领！金额超6600万 还创了一个纪录,央视
1500,2019-11-20,沪深300及中证500成分股调整名单预测,辰奥临君
1501,2019-11-20,光大证券：宝丰能源增持评级,光大证券
1502,2019-11-19,11月19日早盘两市机构大单抢筹40股(名单),金融界
1503,2019-11-18,近期A股最大增持计划宝丰能源控股股东及关联方拟增持近10亿,野马财经
1504,2019-11-18,建科机械过会：今年IPO获批第110家 东兴证券过8单,中国经济网
1505,2019-11-18,一线城市“支柱产业”金融业回暖：深圳25%的税收、北京27%的GDP来自金融,21世纪经济报道
1506,2019-11-18,A股异动 | 宝丰能源涨6.8% 控股股东及关联方拟增持5亿至10亿元股份,格隆汇
1507,2019-11-17,财闻点金：华为新机型受热捧 折叠屏手机市场有望高增长,巨丰财经
1508,2019-11-17,【华金证券晚间资讯（20191117）】,华金研究
1509,2019-11-17,宝丰能源控股股东及其关联方拟增持10亿，公司股价破发已逾21% 连续下跌,搜狐
1510,2019-11-15,跌破发行价超20% 宝丰能源控股股东祭出增持大招 连续下跌,e公司
1511,2019-11-15,11月15日上市公司晚间公告速递,新浪
1512,2019-11-15,宝丰能源：公司二股东拟合计增持不低于5亿元不超过10亿元,金融界
1513,2019-11-15,宝丰能源：控股股东方面拟增持5亿元至10亿元,Wind
1514,2019-11-15,宝丰能源：控股股东方面拟增持5亿元至10亿元,e公司
1515,2019-11-12,股息率10%，秒杀A50！年内最后13家享受股利分配,Wind
1516,2019-11-11,京能集团旗下昊华能源拿下宁夏红墩子煤业60%股权,新京报
1517,2019-11-06,2019年中国焦化行业市场现状及发展趋势分析 供需稳定且盈利能力进一步提升,前瞻研究院
1518,2019-11-06,年内上市新股已有2家破发，9家岌岌可危,Wind
1519,2019-11-05,炼化一体化正在解体，未来油煤气化工谁能胜出？,赵辰看周期
1520,2019-11-01,煤炭行业：我们为何此时重提煤化工？煤化工产业研究系列之一,光大证券
1521,2019-10-31,新股“地心引力”来了！SOS，这些次新股离发行价仅隔一条街距离,证券时报网
1522,2019-10-31,中一签新股上市三天仅剩400元利润 还能不能闭眼打新了？,中国经济网
1523,2019-10-29,年内“最惨”新股诞生！渝农商行首日即开板，为何是它？,证券时报网
1524,2019-10-29,重庆农商行上市首日就开板 创新股最少涨停尴尬纪录,21世纪经济报道
1525,2019-10-29,科创板吸金勇冠三军 民企成融资主力军,时代周报
1526,2019-10-28,易天股份过会：今年IPO获批第93家 华林证券过1单,中国经济网
1527,2019-10-28,"宝丰能源:三季报符合预期,二期项目进入投产期",安信证券
1528,2019-10-25,报告 | 2019年9月宁夏省A股上市公司市值排行榜 宝丰能源市值达725亿,挖贝网
1529,2019-10-25,宝丰能源持续扩张业绩激增 负债降至127亿 盈利能力下降,新京报
1530,2019-10-25,宝丰能源：前三季度净利28.33亿元，同比增18.63%,澎湃新闻
1531,2019-10-25,宝丰能源前三季度净利润同比增18.63%,中证网
1532,2019-10-24,净资产增幅达6成 宝丰能源前三季度业绩逆势增长,21世纪经济报道
1533,2019-10-24,宝丰能源公布三季报 前三季净利增加18.63%,新浪
1534,2019-10-24,宝丰能源(600989.SH)前三季度净利润稳增18.63%至28.33亿元,格隆汇
1535,2019-10-24,10月24日沪深两市最新交易提示,上证报
1536,2019-10-22,上市半年，宝丰能源成绩怎么样？,Ofweek
1537,2019-10-19,走进宝丰能源： 聚丙烯产品市场前景广阔,证券日报
1538,2019-10-18,科安达过会：今年IPO获批第87家 长城证券过1单,中国经济网
1539,2019-10-18,10月18日沪深两市最新交易提示,上证报
1540,2019-10-15,产能扩张提速 宝丰能源甲醇制60万吨/年聚烯烃项目一次开车成功,e公司
1541,2019-10-14,超级打新周！本周8只新股申购 渝农商行顶格有望中两签,券商中国
1542,2019-10-12,宝丰能源二期后段项目投产募投项目进入业绩兑现期,野马财经
1543,2019-10-12,起底宝丰能源高端煤基产业链 行业领导者形象初现,云掌财经
1544,2019-10-11,22位科创板企业家上榜胡润百富，总财富达到1360亿元,澎湃新闻
1545,2019-10-10,2019胡润百富榜发布 科创板首富夫妇身家220亿元,中证报
1546,2019-10-09,宝丰能源竞买宁夏煤矿失利,电缆网
1547,2019-10-09,【中信证券化工】宝丰能源（600989）重大事项点评：烯烃项目开车成功，期待达产释放业绩,CITICS化工研究
1548,2019-10-09,宝丰能源：焦炭气化制60万吨/年烯烃产品段一次开车成功 产能有望翻番,中证网
1549,2019-10-09,加速产能扩张 宝丰能源新建聚烯烃产能将达120万吨/年,21世纪经济报道
1550,2019-10-09,宝丰能源：“16宝丰02”回售登记期10月14日至10月18日,Wind
1551,2019-10-08,宝丰能源甲醇制60万吨/年聚烯烃项目建成，产能翻番加速扩张,第一财经
1552,2019-10-08,【安信中小盘】次新股每日资讯2019.10.08,AX中小盘研究
1553,2019-10-08,宝丰能源(600989.SH)：募投项目焦炭气化制60万吨/年烯烃的后段产品端提前投产,格隆汇
1554,2019-10-08,宝丰能源：焦炭气化制60万吨/年烯烃项目产品段一次开车成功,第一财经
1555,2019-09-26,"吨利润近3000元煤制烯烃未来""剧情""咋发展",中国能源网china5e
1556,2019-09-23,今年新股谁涨幅最大？不是科创板股票,新浪
1557,2019-09-22,宝丰能源(600989.SH)：9月27日派发半年度现金红利,格隆汇
1558,2019-09-22,又一大国重器！世界最大甲醇塔即将装备宝丰能源，打破技术垄断,全景网
1559,2019-09-20,力合科技过会：今年IPO获批第76家 一创投行过2单,中国经济网
1560,2019-09-17,宝丰能源(600989.SH)拟竞买红墩子煤业60%股权及相关债权 提高所需原料煤的自产自供比例,格隆汇
1561,2019-09-17,【安信中小盘】次新股每日资讯2019.09.17,AX中小盘研究
1562,2019-09-17,宝丰能源：中长期成长值得关注,广发证券
1563,2019-09-16,左江科技过会：今年IPO获批第71家 中信证券过8单,中国经济网
1564,2019-09-16,广电计量过会：今年IPO获批第73家 光大证券过4单,中国经济网
1565,2019-09-16,锦鸡股份过会：今年IPO获批第72家 国信证券过3单,中国经济网
1566,2019-09-11,71家公司上半年拟分红634亿元,Wind
1567,2019-09-10,"宝丰能源:新型煤化工产业集群龙头,资源属性强化竞争力",安信证券
1568,2019-09-05,宝丰能源上市首秀半年净利增四成 运营成本较同行低35%,长江商报
1569,2019-09-03,最高10派10元 凌云股份亏了也分钱,金融投资报
1570,2019-09-01,A股土豪榜！是谁一秒钟几十万，是谁半年分红百亿？,中证报
1571,2019-08-30,浙商银行过会：今年IPO获批第61家 中信证券过7单,中国经济网
1572,2019-08-30,网创科技过会：今年IPO获批第63家 广发证券过4单,中国经济网
1573,2019-08-30,豪尔赛过会：今年IPO获批第62家 长江保荐过3单,中国经济网
1574,2019-08-30,中国石化、中国平安、宝丰能源中报拟分红总金额位居分红榜前三,全景网
1575,2019-08-30,《亚洲金融》公布2019年度最佳交易奖 宝丰能源获最佳IPO奖,全景网
1576,2019-08-30,“股神”上市公司来了，上半年57家公司投资赚超10亿,证券时报
1577,2019-08-29,土豪公司大盘点：26股年中股息率已超定存利率,证券时报
1578,2019-08-27,行业供需格局变化 四成煤炭股中期业绩向好,大众证券报
1579,2019-08-27,物以稀为贵！半年报送转创新低，大数据筛选小而美,Wind
1580,2019-08-27,宝丰能源中报业绩增长超38% 拟大手笔分红20.53亿 10派3.2,全景网
1581,2019-08-26,“核电巨头”中国广核登陆A股，开盘涨超20%,第一财经
1582,2019-08-22,盈利增近四成民营煤制烯烃龙头首发半年报,澎湃新闻
1583,2019-08-22,甲醇：基本面依旧偏弱，价格跌跌不休,国投安信期货
1584,2019-08-16,宝丰能源 跌跌不休,和讯
1585,2019-08-16,宇瞳光学过会：今年IPO获批第58家 东兴证券过4单,中国经济网
1586,2019-08-16,重庆农商行过会：今年IPO获批第59家 中金公司过7单,中国经济网
1587,2019-08-13,母基金周刊：破解退出难 投后管理和S基金的应用,金融界
1588,2019-08-12,【中信证券化工】宝丰能源（600989）2019年中报点评：上半年以量补价，看好长期成长空间,CITICS化工研究
1589,2019-08-12,民营煤制烯烃龙头企业宝丰能源发布首份半年报：盈利增近四成,澎湃新闻
1590,2019-08-12,顶格必中一签算什么？能中八九个签的新股来了！757万顶格创纪录,券商中国
1591,2019-08-12,【产品】20190811摘要合集,兴业研究
1592,2019-08-11,中国广核携“三个第一”回归A股 顶格申购中签概率高,新浪
1593,2019-08-11,“003”首单新股来了！它是核电一哥，发电量=1.5个三峡，刷新多项深市纪录，顶格申购配号1514个，打满中N签！,证券时报网
1594,2019-08-10,"又一家10000亿银行""闯关""IPO 郭广昌已悄然布局（附最新IPO排队名单）",全景网
1595,2019-08-10,宝丰能源：后续项目建设和规划顺利推进中 融资成本有望进一步降低,中证网
1596,2019-08-10,中国广核确定发行价2.49元 预计募资125.74亿,证券时报
1597,2019-08-09,中国广核下周一申购：发行价2.49 年分红比不低于30%,新浪
1598,2019-08-09,宝丰能源业绩逆势增长 上半年经营和分红数据亮眼,证券日报
1599,2019-08-09,宝丰能源首份半年报盈利增四成，加速产能扩张,第一财经
1600,2019-08-09,宝丰能源上半年净利润18.89亿元 持续推进高端化、规模化发展,证券时报
1601,2019-08-09,"安信证券：将宝丰能源评级调高为""增持""",Wind
1602,2019-08-09,宝丰能源上半年净利18.89亿元 近期融资成本约5.8%,新浪
1603,2019-08-09,宝丰能源上半年净利润增长近四成 三期烯烃项目有望年底开工,证券时报网
1604,2019-08-09,宝丰能源2019年上半年实现净利18.89亿 产量显著提升,挖贝网
1605,2019-08-09,宝丰能源：上半年净利同比增长38% 拟大手笔分红20.53亿元,中证网
1606,2019-08-09,宝丰能源（600989）2019年半年报点评：继续保持成本优势，分红凸显投资价值,国信研究
1607,2019-08-09,17股中报报喜 1股增长超1倍,中财网
1608,2019-08-09,宝丰能源：上半年净利同比增38% 拟向燕宝基金会捐赠3亿元,e公司
1609,2019-08-06,宝丰能源：现代煤化龙头腾飞正当时,和讯
1610,2019-08-02,中国广核拟IPO募资150亿创A股年内纪录 上半年净利润超48亿最高预增14%,长江商报
1611,2019-08-02,上半年全球中企IPO募资规模1270亿元 宝丰能源以近82亿元居首,证券日报
