,2021-12-31,春秋航空：公司及参股公司目前不涉及元宇宙相关内容,Wind
2934,2019-09-10,华创证券：三大航PB已处于历史相对低位 具备投资价值,证券时报网
2935,2019-09-09,夹缝生存，差行业中的尖子生,腾讯网
2936,2019-09-07,东航吉祥交叉持股，上海航空市场迎巨变,财经杂志
2937,2019-09-06,创金合信4只基金8月份收益垫底股基 单月跌幅均超4%,中国经济网
2938,2019-09-05,"春秋航空:业绩逆势增长,客座率和客公里收益齐升",德邦证券
2939,2019-09-03,9月份建议三条主线布局交通运输板块,证券时报网
2940,2019-09-03,【异动股】通用航空板块下挫，中信海直(000099-CN)跌3.27%,财华社
2941,2019-09-02,三大航司上半年归母净利均下滑，各买35架ARJ21增长运力 盈利能力下降,格隆汇
2942,2019-09-02,【建投中小盘】一周策略回顾与展望,中信建投中小市值
2943,2019-09-02,吉祥航空营收增长率居榜首 超低成本模式获85.38%客座率,长江商报
2944,2019-09-02,"东北证券：将春秋航空评级调低为""增持""",Wind
2945,2019-08-31,5810元的公务舱只有三明治，飞机餐缩水为了安全？网友不买账！,21财闻汇
2946,2019-08-30,【建投能源交运】春秋航空(601021)：客座率同比提升，运力增长可期,微信
2947,2019-08-30,航司“尽享好时光”考验盈利能力 国内航空业进入精耕细作时代,华夏时报
2948,2019-08-30,民航局拟规定航企决定是否提供餐食,中新网
2949,2019-08-30,春秋航空(601021.SH)披露2019年员工持股计划(草案) 总额不超2984万元,格隆汇
2950,2019-08-30,长龙航空刘启宏：数字化是航司高品质管理的前提,环球旅讯
2951,2019-08-30,软硬结合成产业互联网敲门砖,南方日报
2952,2019-08-30,204股中报报喜 31股增长超1倍,中财网
2953,2019-08-30,春秋航空上半年净利8.54亿元，客座率达 91.7%,环球旅讯
2954,2019-08-30,春秋航空(601021.SH)上半年扣非净利增15.3%至7.25亿元,格隆汇
2955,2019-08-30,春秋航空:成本控制出色、客座率重回九成,平安证券
2956,2019-08-30,春秋航空2019半年报点评:客公里收益提升展现公司竞争优势,光大证券
2957,2019-08-29,春秋航空：上半年净利润同比增17.52%,Wind
2958,2019-08-29,首旅酒店上半年净利3.4亿同比增6% 布局全球400城酒店数量超4000家,长江商报
2959,2019-08-29,南通苏州两座新机场呼之欲出,新京报
2960,2019-08-28,"首旅酒店:19H1业绩增长稳健,持续看好酒店龙头中线成长",东吴证券
2961,2019-08-27,最具高送转潜力股名单曝光 半年报送转家数或创九年新低,证券时报
2962,2019-08-26,招商证券：油运股有望在三季度提前启动,证券时报网
2963,2019-08-25,受台风天气影响，当前厦门高崎机场大面积延误 自然灾害,民航资源网
2964,2019-08-21,“新零售”是个诱人的想象，但对于航司来说可能并不迫切,环球旅讯
2965,2019-08-21,通用电气之后 又一巨头涉嫌财务欺诈！市值全美排名第17 欺诈造假,中财网
2966,2019-08-20,【国君交运】春秋航空：暑运有望率先扭亏，盈利恢复缓慢曲折,郑武看交运
2967,2019-08-19,中国邻居对华出口15亿美元天然气,国家煤化工网
2968,2019-08-16,交运｜低成本航空：复盘美西南，穿越周期更具成长,中信证券研究
2969,2019-08-14,春秋航空2019年7月份新增1架空客A320neo飞机,挖贝网
2970,2019-08-14,春秋航空(601021.SH)7月客运量同比增长18.64% 环比增9.06%,格隆汇
2971,2019-08-13,A股共发生45宗大宗交易成交12.83亿元（8月13日）,Wind
2972,2019-08-13,上海证券市场大宗交易公开信息(2019-08-13),上交所
2973,2019-08-13,春秋航空今日大宗交易成交50.55万股，成交价39.0元折价9.2%,Wind
2974,2019-08-13,香港旅游业者近两月平均收入下跌近八成 今日多个进出香港航班取消 盈利能力下降,金融界
2975,2019-08-13,六航企公布香港机票处置方案：机票可免费退改签,中新网
2976,2019-08-13,国航、南航等多家航空公司香港航线客票可免费退改,新京报
2977,2019-08-13,香港机场航班重编配 国航东航往来香港班机全日停飞,e公司
2978,2019-08-13,【异动股】民航机场直线拉升深圳机场(000089-CN)涨超7%,财华社
2979,2019-08-13,刚刚！国内多家航空公司公布涉港航班客票退改措施,上游新闻
2980,2019-08-12,休闲服务行业周报(08.05-08.11)：中免全球排名上升至第4位，汇率影响偏短期,申万宏源社服团队
2981,2019-08-09,独家|民航“控总量”政策升级，砍航班灭红眼票价或上涨,第一财经
2982,2019-08-09,10股遭大宗低价甩货 最低9.0折,中财网
2983,2019-08-09,上海证券市场大宗交易公开信息(2019-08-09),上交所
2984,2019-08-09,中国赴缅游客增140% 10家航空公司开通缅甸航线,中新网
2985,2019-08-08,超级台风“利奇马”来袭，这些航班取消！ 自然灾害,上观
2986,2019-08-07,南方航空跌0.6%，创近6个月新低，报6.62元,腾讯网
2987,2019-08-07,东方航空跌1.15%，创近5个月新低，报5.17元,腾讯网
2988,2019-08-06,人民币汇率破“7” 航空公司面临双重打击,民航资源网
2989,2019-08-05,2019全国企业文化优秀成果名单公布：中石化等上榜,新浪
2990,2019-08-03,出境游新势力 中国民营航空企业初探运营洲际航线,21世纪经济报道
2991,2019-08-02,腾讯安全打造航空产业一站式安全服务，助力应对数字化安全挑战,砍柴网
2992,2019-08-01,从高铁、航空到汽车领域，腾讯安全为智慧交通构筑立体化安全解决方案,砍柴网
2993,2019-08-01,微信支付分上线 支付、守约可算分享免押租赁等便利,广州日报
2994,2019-07-31,春秋航空：完成工商变更登记,民航资源网
2995,2019-07-25,微信这次真的上天了！飞机上断网也能“先享后付”了,重庆商报
2996,2019-07-25,航空市场跨越式发展 “世纪空联”要用航空 Wi-Fi 切分非航服务大蛋糕,和讯
2997,2019-07-25,特斯拉财报不及预期股价下跌 10% / Mate 30 真机曝光 / 腾讯发布国行 Switch 宣传片 盈利能力下降,爱范儿
2998,2019-07-24,获21亿注资后，首家民营航空管理层再换血,第一财经
2999,2019-07-24,独家 | 获21亿注资后，首家民营航空管理层再换血,第一财经
3000,2019-07-24,微信支付推出空中离线支付解决方案“微信机上付”,亿欧网
3001,2019-07-24,微信支付推出“微信机上付” 在春秋航空试点上线,和讯
3002,2019-07-24,微信支付推出空中离线支付产品“微信机上付”,IT之家
3003,2019-07-23,春秋航空与易斯达航空签订首个合作谅解备忘录,民航资源网
3004,2019-07-21,【东北交运第29周观点】6月龙头快递增速提升，航空供需平稳,老瞿研究
3005,2019-07-21,央企混改现新路径 南航集团率先引入地方资本,金融界
3006,2019-07-18,春秋航空深圳分公司正式揭牌成立,中新网
3007,2019-07-18,分贝通获得8500万元B轮融资 总融资额达1.55亿元,财经网
3008,2019-07-17,"一站式企业支出管理平台分贝通获得8,500万人民币的B轮融资",和讯
3009,2019-07-17,"分贝通完成8500万元B轮融资，推出""支付+""开放平台",网易
3010,2019-07-17,直击|分贝通完成8500万元B轮融资 博将资本领投,新浪
3011,2019-07-16,【申万交运】交通运输行业2019年中报前瞻,申万交运
3012,2019-07-15,短线A股或延续弹升态势,上海金融报
3013,2019-07-15,秦洪看盘｜做多底气得到提振，短线A股市场走势值得期待,澎湃新闻
3014,2019-07-15,【数据揭秘】07月12日 融资客最看好的前20只个股,每日经济新闻
3015,2019-07-12,民航半年报 ：中国航班量全球第二 机场准点率超美国,21世纪经济报道
3016,2019-07-12,春秋航空(601021.SH)6月客运量同比增长12.07% 环比降2.27%,格隆汇
3017,2019-07-10,大兴机场获取国际航权占优,北京商报网
3018,2019-07-04,招商证券：整体行业供需改善 航空将超跌反弹,证券时报网
3019,2019-07-02,【航空业】深度报告：从三阶段理论重看航空业估值,格隆汇
3020,2019-07-02,上半年债基普涨 博时华安凭转债涨超近两成领风骚,中国经济网
3021,2019-07-01,鑫元核心资产股票基金惨遭踏空 跑输基准增长率超20%,GPLP犀牛财经
3022,2019-06-27,港股异动 | 南方航空涨逾3% 拟进军低成本航空市场 明日除权,格隆汇
3023,2019-06-27,南航与春秋航空 拟试水合作低成本模式,北京商报网
3024,2019-06-25,【数据揭秘】06月24日 融资客最看好的前20只个股,每日经济新闻
3025,2019-06-25,"交通运输行业周报:快递巨头公布5月简报,618电商大战落下帷幕",德邦证券
3026,2019-06-24,银川新开银川—扬州、加密银川—天津航线航班,中新网
3027,2019-06-19,民航业的新“婚事”,中国企业家网
3028,2019-06-18,两件大事压制市场情绪，变盘时刻渐行渐近，留意一个被低估板块,21财经搜索
3029,2019-06-18,06月18日 33只股票封板 贵金属板块涨幅最大,每日经济新闻
3030,2019-06-18,有深套有暴利 过半员工持股计划跌入浮亏泥潭,重庆商报
3031,2019-06-18,暑期刚性需求催化 民航机场板块吸引力增强,中证网
3032,2019-06-17,华创证券点评航空业5月数据：经营数据回暖 航空公司客座率普升,证券时报网
3033,2019-06-17,玖富数科集团王一栋：以科技赋能经济 携智慧共建普惠,中国经营报
3034,2019-06-17,"航空运输行业2019年5月经营数据点评:5月三大航运营数据回暖,布局航空板块迎接暑运旺季",光大证券
3035,2019-06-14,【建投能源交运】春秋航空：供给快速增长，客座率上升打开提价空间,能源交运万维网
3036,2019-06-14,A股异动 | 春秋航空涨近3% 5月运力同比增逾11%,格隆汇
3037,2019-06-14,格隆汇A股公告精选(6.14) | 深康佳拟建重庆康佳半导体光电产业园；国轩高科与吉利新能源签订合作协议；中行中银金科在上海挂牌开业，意在推进数字银行,格隆汇
3038,2019-06-13,公告汇总：兰石重装五涨停提示风险,网易
3039,2019-06-13,A股头条之上市公司公告精选（6.14）,金融界
3040,2019-06-13,13日晚公告精编丨第三家股份行获批筹建理财子公司，斯尔邦拟作价110亿元借壳上市,21经济网
3041,2019-06-13,公告精选：斯尔邦拟作价110亿借壳丹化科技；天沃科技有意参股氢燃料电池企业,e公司
3042,2019-06-13,格隆汇6月13日晚间公告速递丨复星医药阿伐曲泊帕片获批临试 中联重科今再回购844万股A股,格隆汇
3043,2019-06-13,6月13日上市公司晚间公告速递,新浪
3044,2019-06-13,春秋航空(601021.SH)5月旅客周转量同比上升14.56%,格隆汇
3045,2019-06-13,春秋航空：前5月载运892.47万人次，同比增长13.18%,Wind
3046,2019-06-12,油价创年内最大降幅，手持这4类股票的股民要笑了,凤凰网
3047,2019-06-12,凯撒旅游掘金赴日游市场,北京商报网
3048,2019-06-09,交通运输：联邦误递事件被立案调查 中国各地自贸区发展加速 其他违规处罚,德邦证券
3049,2019-06-04,预测前景 这四股被机构强推,中财网
3050,2019-06-03,12股评级被调高至一级 逾7成跑赢大盘,中证网
3051,2019-06-03,快讯:航空机场板块走强 上海机场涨幅超3%,新浪
3052,2019-05-31,上市公司中的“潜力股”在哪里？数据显示长三角最多,上观
3053,2019-05-30,9只个股大宗交易超5000万元,证券时报网
3054,2019-05-30,A股共发生64宗大宗交易成交14.92亿元（5月30日）,Wind
3055,2019-05-30,上海证券市场大宗交易公开信息(2019-05-30),上交所
3056,2019-05-30,春秋航空今日大宗交易成交12.22万股，成交价39.4元折价10.21%,Wind资讯
3057,2019-05-30,CADAS:中韩市场5年回顾 中方航司份额下滑明显,民航资源网
3058,2019-05-29,[快讯]民用航空、征信概念走弱,中财网
3059,2019-05-29,24股获券商买入评级 大华股份目标涨幅达49.14%,Wind
3060,2019-05-29,情绪显著修复 民航股后市预期改善,中证报
3061,2019-05-29,【华泰交运】月报：4月整体产量增速放缓,华泰交运沈晓峰团队
3062,2019-05-28,北向资金“转身”抢筹三分钟 A股尾盘“火箭升空”,每日经济新闻
3063,2019-05-28,"华创证券：将春秋航空评级调高为""强推""",Wind
3064,2019-05-28,春秋航空：成本优势+竞争环境优化 上调评级至“强推”,证券时报网
3065,2019-05-28,春秋航空7.05亿元竟得上海长宁区一宗商办用地,中国网
3066,2019-05-26,春秋航空：关于“16春秋01”公司债券2019年付息的公告,上交所
3067,2019-05-24,航空运输行业:19年夏秋航季换季点评,正点财经
3068,2019-05-24,巨丰热点：国际油价大跌引航空运输股活跃,巨丰财经
3069,2019-05-24,航空行业专题报告一:航空板块有望迎来业绩估值双升,信达证券
3070,2019-05-23,年线就在脚下 反弹会有多高？,新浪
3071,2019-05-23,海航深航山航等更多国内航司跟进索赔波音 诉讼纠纷,第一财经
3072,2019-05-22,助力“一带一路” 春秋航旅联动激发缅甸旅游新活力,证券日报
3073,2019-05-22,05月22日 52只股票封板 软件服务板块涨幅最大,每日经济新闻
3074,2019-05-22,三大航空公司就737MAX停飞向波音索赔 波音股价近50日下跌14.6% 诉讼纠纷,经济观察网
3075,2019-05-17,大妈被指因女儿误机卡飞机舱门,新京报
3076,2019-05-16,晨会0516｜三只非银股有望调入上证50,中信证券研究
3077,2019-05-15,【朝闻国盛0515】继续关注四大超预期——2019年中期宏观展望,国盛证券研究所
3078,2019-05-14,大摩：下调南航等中资航空股目标价 受累人民币贬值,格隆汇
3079,2019-05-14,5月14日A股盘前重要公告提示 | 煌上煌(002695.SZ)煌上煌投资拟增持不超2%股份；四方科技(603339.SH)1.50亿股限售股将于5月20日解禁,格隆汇
3080,2019-05-14,【招商银行|交运行业】2018年年报总结：航空受油汇负面冲击，快递延续高成长（2019年5月）,招商银行研究
3081,2019-05-13,春秋航空(601021.SH)4月旅客周转量同比上升10.15%,格隆汇
3082,2019-05-11,财经大数据｜涨姿势！廉航比大航更赚钱，他到底靠什么？,上游新闻
3083,2019-05-10,华泰证券：把握航空航运旺季投资机会,证券时报网
3084,2019-05-08,除了票价，廉航和传统大航空公司的生意还有哪些差别,环球旅讯
3085,2019-05-07,天风证券：上市半年总市值名列湖北前五 依托研究所打造金融生态圈,证券日报
3086,2019-05-05,【华泰交运】周报：1Q业绩略低于预期，看好航空旺季机会,华泰交运沈晓峰团队
3087,2019-05-01,春秋航空一季度净利4.7亿元同比增长23% 现金流量净额为6.1亿元,挖贝网
3088,2019-04-30,海航控股为何亏损36亿，流动性危机何时解 亏损,第一财经
3089,2019-04-30,春秋航空(601021.SH)一季度净利润升23.09%至4.75亿元,格隆汇
3090,2019-04-30,巨丰早评：指数风险基本释放完毕,巨丰财经
3091,2019-04-30,春秋航空：一季度净利润同比增23.09%,Wind
3092,2019-04-29,【收市点评】三大股指全线走弱 热点题材大幅回调 | 2019.04.29,兴业证券兴e通
3093,2019-04-29,交通运输：交运周度数据综述 荐1股,和讯
3094,2019-04-29,涨停板复盘:沪指日线6连阴跌0.77% 逾300只个股跌停,新浪
3095,2019-04-29,近300股跌停！沪指跌0.77%，创业板指暴跌2.55%,澎湃新闻
3096,2019-04-29,收评：创指暴跌逾2%沪指跌0.77% 仅机场航运板块飘红 连续下跌,新浪
3097,2019-04-29,六大航司去年业绩大比拼：春秋航空最赚钱,南都报
3098,2019-04-29,【异动股】民航机场板块拉升，上海机场(600009-CN)涨7.31%,财华社
3099,2019-04-29,午评：两市下探回升沪指跌0.11% 机场航运逆势走强,新浪
3100,2019-04-29,A股“二八分化”明显 上证50领涨两市 北上资金半日净流入24亿,每日经济新闻
3101,2019-04-29,民航机场板块走高 上海机场涨逾4%,证券时报网
3102,2019-04-29,快讯：机场航运板块集体高开 上海机场领涨,新浪
3103,2019-04-29,【朝闻国盛0429】PPI中枢上行，股市消费板块相对稳健,国盛证券研究所
3104,2019-04-28,交通运输：关注一线枢纽机场和三大航 荐2股,和讯
3105,2019-04-28,交通运输：上市快递公司2月快递量高增 荐6股,和讯
3106,2019-04-26,富国基金经理年轻化投资失误 裴长江能否带来新发展,金融界
3107,2019-04-24,中日国际航空运输市场结构分析,民航资源网
3108,2019-04-23,189股获券商买入评级 中洲控股目标涨幅达149.38%,Wind
3109,2019-04-23,"春秋航空:业绩好于预期,收益与成本管理效果显著",东北证券
3110,2019-04-23,"春秋航空2018年年报点评:成本管控显成效,单位非油成本下降",光大证券
3111,2019-04-22,2019年民航板块股票一览表,云掌财经
3112,2019-04-22,交通运输：上海机场季报有望超预期 荐2股,广发证券
3113,2019-04-22,交通运输：国内波音737MAX8暂停运营 荐4股 经营问题,和讯
3114,2019-04-22,民航板块午后持续大跌 东方航空跌7%,证券时报网
3115,2019-04-22,航空板块普跌 东方航空跌逾6%,中证网
3116,2019-04-22,航空股普跌 春秋航空(601021.SH)跌超4%,格隆汇
3117,2019-04-22,【朝闻国盛0422】科技创新，改变未来,国盛证券研究所
3118,2019-04-22,春秋航空2018年净利润逆势增长两成,每日经济新闻
3119,2019-04-22,"春秋航空:国际航线加大投入,单位收益明显提升",平安证券
3120,2019-04-22,"春秋航空年报点评:收益管理效果显著,成本控制能力突出",长城证券
3121,2019-04-20,大幅上调目标价策略（4月20日）,Wind
3122,2019-04-19,海航继续转让凯撒旅游股权 艺龙网法人从江浩变更为马和平,和讯
3123,2019-04-19,交通运输：国内需求短期承压 荐1股,和讯
3124,2019-04-19,春秋航空2018年净利增长19.12% 补贴收入增加,新京报
3125,2019-04-19,春秋航空：B737MAX8事件引发行业供给短缺 一二线基地票价有支撑,证券时报网
3126,2019-04-19,19日公司新闻聚焦：视觉中国被罚30万 东方时尚一季度净利翻倍 其他违规处罚,证券时报网
3127,2019-04-19,【国金晨讯精选】高新兴，珀莱雅，劲嘉股份，春秋航空,国金证券研究所
3128,2019-04-19,今天是绝佳的加仓机会,中财网
3129,2019-04-19,春秋航空去年净利15.03亿同比增19% 董事长王煜年薪93万元,挖贝网
3130,2019-04-18,18日晚公告精选丨多公司提示风险，顾家家居拟10转4派10元,21世纪经济报道
3131,2019-04-18,春秋航空2018年净利润同比增长19.12% 拟每10股派2元,中证网
3132,2019-04-18,A股头条之上市公司公告精选（4.19）,金融界
3133,2019-04-18,上市公司业绩精选：华夏银行2018年净利208.54亿元,金融界
3134,2019-04-18,公告精选：视觉中国遭天津网信办罚款30万元；中国人寿一季度净利增逾八成；两公司大幅下修年报业绩预期,每日经济新闻
3135,2019-04-18,4月18日上市公司消息公告，中原证券2019年一季度业绩大增79%,和讯
3136,2019-04-18,公告精选：多家公司因股价连板提示风险；中国人寿一季度净利预增80%-100%,e公司
3137,2019-04-18,春秋航空：2018年净利15亿元 同比增19%,e公司
3138,2019-04-18,春秋航空(601021.SH)2018年度净利润升19.12%至15.03亿元 拟10派2元,格隆汇
3139,2019-04-18,春秋航空年报：2018年净利润15.03亿元，同比增长19.12%,Wind
3140,2019-04-18,【交运】错期及停飞致增速下降，三大航Q1客座率历史新高,天风研究
3141,2019-04-18,航空运输业2019年3月经营数据点评:首都机场跑道维修拖累国航ask增速,光大证券
3142,2019-04-17,安徽合肥开通至日本大阪直飞航线,中新网
3143,2019-04-17,交通运输：Q1快递单量同增22.5% 行业集中度仍在提升,和讯
3144,2019-04-16,春秋航空：将“16春秋01”票面利率上调至3.80%,Wind
3145,2019-04-15,交通运输：静待需求东风催化 荐5股,和讯
3146,2019-04-12,吉祥航空主场优势首现疲态 补贴远超航线和运力增速,新浪
3147,2019-04-12,为“一带一路”倡议插上“中国翅膀”,新华网
3148,2019-04-11,A股共发生50宗大宗交易成交16.88亿元（4月11日）,Wind
3149,2019-04-11,春秋航空今日大宗交易成交58.16万股，成交价38.16元折价7.8%,Wind资讯
3150,2019-04-11,上海证券市场大宗交易公开信息(2019-04-11),上交所
3151,2019-04-11,华夏航空2.4亿净利超八成来自补贴 上市首年募资8.3亿债务反净增10亿,长江商报
3152,2019-04-11,【山证两融】融资融券周报2019年第14周(4月1日至4月5日),山西证券研究所
3153,2019-04-10,一季度我国共有233条国际航线获准开通,新华网
3154,2019-04-10,工业综合：悲观预期开始修复 风险收益比提升,和讯
3155,2019-04-09,4月9日A股共发生33宗大宗交易成交8.4亿元,证券时报网
3156,2019-04-09,上海证券市场大宗交易公开信息(2019-04-09),上交所
3157,2019-04-09,"【交通运输行业】民航发展基金减半落地,关注一带一路主题行情",格隆汇
3158,2019-04-08,"交通运输行业跟踪报告:供需预期好转叠加政策利好频出,继续看好航空板块",正点财经
3159,2019-04-08,大摩：升中资航空股目标价 首选国航(00753.HK)及春秋航空,格隆汇
3160,2019-04-08,A股集体冲高回落 创业板跌2% 北上资金半日净流出近10亿,每日经济新闻
3161,2019-04-05,首家民营航空再易主，民航迎来重组潮,第一财经
3162,2019-04-05,2019年一季度百强龙虎榜揭晓，游资最爱的50只个股竟是……,Wind
3163,2019-04-05,航空股集体大涨 因为这一费用将减半征收！,中财网
3164,2019-04-04,财富证券：民航发展基金大幅降低 航司业绩深刻受益,证券时报网
3165,2019-04-04,“中国首家获批民营航企”奥凯航空卖壳成功 海航前高管成新操盘手,华夏时报
3166,2019-04-04,巨丰复盘：大盘3200点上方窄幅震荡 物流板块继续强势,巨丰财经
3167,2019-04-04,五大券商节后看好6板块47股,证券之星
3168,2019-04-04,机票再降价？民航发展基金减半，航司“减负”机票价格有下降空间,华夏时报
3169,2019-04-04,收评：市场分化明显，机会留给节后！,中金在线
3170,2019-04-04,民航发展基金减半征收 航企股价应声大涨,每日经济新闻
3171,2019-04-04,超级大礼包助推航空股升空，机构高喊一倍只是起步价，盘中个股纷纷炸板，为何又暗生变数,券商中国
3172,2019-04-04,【异动股】民航机场板块涨幅回落，东方航空(600115-CN)涨停,财华社
3173,2019-04-04,沪指3200点上方震荡，航空股集体“起飞”,中新经纬
3174,2019-04-04,巨丰午评：大盘进入筹码深套区,巨丰财经
3175,2019-04-04,午评：两市冲高回落沪指涨0.56% 航空板块崛起,新浪
3176,2019-04-04,我国低成本航空或进入快速发展期,中国民航网
3177,2019-04-04,政策利好超预期！民航发展基金减半征收，五大航空利润预计增厚30亿,21经济网
3178,2019-04-04,航空板块超重磅利好！概念股集体涨停，五大航年利润或增厚超30亿,e公司
3179,2019-04-04,部分民航股开板 春秋航空、吉祥航空等涨幅收窄,证券时报网
3180,2019-04-04,航空板块超重磅利好！概念股“起飞”集体涨停，券商称五大航年利润增厚超30亿,e公司
3181,2019-04-04,民航发展基金征收标准减半叠加假期效应 民航板块全线涨停,中证网
3182,2019-04-04,交通运输板块爆发 多只个股涨停,中证网
3183,2019-04-04,航空板块开盘集体大涨 政策利好或助主题基金净值飙升,天天基金网
3184,2019-04-04,快讯：航空股开盘现涨停潮 东方航空等多股涨停,新浪
3185,2019-04-04,民航发展基金减半征收，早盘航空股上演涨停潮,21世纪经济报道
3186,2019-04-04,巨丰热点：民航发展基金征收标准减半 航空运输股集体涨停,巨丰财经
3187,2019-04-04,【A股早评：沪指高开0.54% 上海自贸概念股继续大涨】,格隆汇
3188,2019-04-04,中金:减半征收民航发展基金 料增厚五大航利润逾30亿,新浪
3189,2019-04-04,五大券商看航空股:一倍空间起步 五大航利润增厚30亿,新浪
3190,2019-04-04,晨会0404｜复盘美国航空；华润啤酒,微信
3191,2019-04-04,交运｜复盘美国航空，格局优化良性成长,中信证券研究
3192,2019-04-04,【朝闻国盛0404】4月市场有解禁压力,国盛证券研究所
3193,2019-04-03,上海证券市场大宗交易公开信息(2019-04-03),上交所
3194,2019-04-03,买跌不买涨：这些股月线3连阴，有年内跌幅超20%,证券时报
3195,2019-04-03,国金证券：周期轮回的力量 航空股一倍空间刚起步,国金证券
3196,2019-04-03,三四线城市“真金白银”吸引航司，值得吗？,第一财经日报
3197,2019-04-03,【国金晨讯】科创板助推高端制造估值重构；航空股一倍空间刚起步！财政分析手册高阶：社会保险基金篇,国金证券研究所
3198,2019-04-03,【国金晨讯精选】科创板机械军工研究；航空股一倍空间刚起步；财政分析社会保险基金篇,国金证券研究所
3199,2019-04-02,呼和浩特机场对俄蒙等国及地区航线调整 力促国际通达能力,中新网
3200,2019-04-01,本周25家上市公司解禁 流通市值仅174亿,证券时报
3201,2019-03-29,下周198亿市值限售股解禁，环比减少43.22% 解禁,Wind
3202,2019-03-29,深圳机场将新开和加密多条航线 国际客运航线将突破50条,新华网
3203,2019-03-29,智亮财经：3.29周五股市收评,中金在线
3204,2019-03-29,涨停板复盘：沪指暴涨收复3000点涨3.2% 券商股领涨,新浪
3205,2019-03-29,收评：三大股指全线暴涨沪指涨3.2% 券商股掀涨停潮,新浪
3206,2019-03-29,民航机场板块大涨 东方航空涨停,金融界
3207,2019-03-29,【异动股】机场航运板块快速拉升 东方航空(600115-CN)涨逾9%触及涨停,财华社
3208,2019-03-28,"2019夏秋航季正班计划点评:总量加速增长,时刻结构优化",正点财经
3209,2019-03-28,两市缩量反弹 沪指收复3000点,新浪
3210,2019-03-27,中国国航2018年净利同比增长1.33% 成目前唯一业绩增长上市航企,中证网
3211,2019-03-27,合肥机场开通地区及国际定期航线达14条,中新网
3212,2019-03-27,快讯：机场航运板块尾盘走强 吉祥航空涨停,新浪
3213,2019-03-27,【异动股】机场航运板块尾盘走强 吉祥航空(603885-CN)触及涨停,财华社
3214,2019-03-27,航空板块尾盘发力，吉祥航空冲击涨停,Wind
3215,2019-03-27,年内券商调低80家公司评级 中信证券等12只个股被“调上调下” 投资评级恶化,证券日报
3216,2019-03-26,三四线城市“真金白银”吸引航空公司 值得吗？,第一财经
3217,2019-03-25,东航官网出售南航机票，挑战OTA？,中国经营报
3218,2019-03-22,上海证券市场大宗交易公开信息(2019-03-22),上交所
3219,2019-03-22,工业综合：停飞压制运力增速 荐2股,和讯
3220,2019-03-22,交运｜时刻增长超预期，深圳机场国际化提速：2019年夏秋航季航空正班计划点评,中信证券研究
3221,2019-03-21,春秋航空航班遇强风迟迟无法降落 乘客吓得尖叫不止,澎湃新闻
3222,2019-03-19,A股向好背景下这些公司大股东在纷纷减持，或缘于这三个原因 减持股份,澎湃新闻
3223,2019-03-19,春秋航空3名股东合计减持1039万股 套现约3.76亿元,挖贝网
3224,2019-03-19,"航空运输业2019年2月经营数据点评:上市航司春运数据平稳,关注春秋、吉祥机队变化",光大证券
3225,2019-03-15,航空热点速评：737MAX机型停飞持续发酵 或影响航空行业短期供给,中财网
3226,2019-03-15,航空行业动态：2月运力增速放缓 客座率有明显提升,中财网
3227,2019-03-14,春秋航空(601021.SH)2月旅客周转量同比上升14.07%,格隆汇
3228,2019-03-14,03月14日 34只股票封板 民航机场板块涨幅最大,每日经济新闻
3229,2019-03-13,上海证券市场大宗交易公开信息(2019-03-13),上交所
3230,2019-03-13,交通运输：铁路运输板块热度提升 荐6股,和讯
3231,2019-03-13,去年航司菜单式服务收益达650亿美元，欧洲雄踞第一,中国民航网
3232,2019-03-12,CADAS：日本低成本航空发展进入第二阶段,民航资源网
3233,2019-03-11,华夏航空业绩变脸年报有蹊跷 小飞机客座率前景不明 盈利能力下降,新浪
3234,2019-03-08,上海证券市场大宗交易公开信息(2019-03-08),上交所
3235,2019-03-08,中国民航信息网络(0696.HK)：中国航空信息垄断龙头,格隆汇
3236,2019-03-07,【异动股】民航机场板块下挫，春秋航空(601021-CN)跌3.17%,财华社
3237,2019-03-05,大连机场、春秋航空分获春运最准点千万级机场和航司,民航资源网
3238,2019-03-04,粤港澳大湾区规划世界级机场群 近八成航空机场股受青睐,证券日报
3239,2019-03-04,王煜：做好入境游 为中国经济添新“增长源”,北青网
3240,2019-02-27,春秋航空(601021.SH)归还1.896亿元暂时补充流动资金的闲置募集资金,格隆汇
3241,2019-02-27,【数据揭秘】02月26日 融资客最看好的前20只个股,每日经济新闻
3242,2019-02-27,海航“小马甲”试水“低成本”,新京报
3243,2019-02-26,人民币中间价大幅调升179点！创去年7月以来新高,外汇交易中心
3244,2019-02-25,【投融资快报】浙江开元下月在港挂牌，海航加快出售步伐,环球旅讯
3245,2019-02-25,招商蛇口：首次回购耗资5.2亿,股市动态分析
3246,2019-02-25,"交通运输行业:粤港澳大湾区规划纲要出台,快递龙头份额加速集中",正点财经
3247,2019-02-25,A股早报2019年2月25日星期一,Wind
3248,2019-02-25,【朝闻国盛0225】金融的大转变,国盛证券研究所
3249,2019-02-25,巴菲特2019年《致股东信》透露偏好 A股2板块值得期待,证券日报
3250,2019-02-23,汇率攀升+减税降费 券商与航空造纸迎来上涨催化剂,金融投资报
3251,2019-02-22,上海证券市场大宗交易公开信息(2019-02-22),上交所
3252,2019-02-21,上海证券市场大宗交易公开信息(2019-02-21),上交所
3253,2019-02-21,航空股港A两地全线大涨 南方航空(1055.HK)大涨近10%,格隆汇
