,2021-12-30,亿联网络：目前国内IP通信对模拟通信的替代尚未得到推广,每日经济新闻
849,2020-04-14,亿联网络(300628.SZ)2019年度净利润升45.08%至12.35亿元 拟10转5派9元,格隆汇
850,2020-04-14,亿联网络(300628.SZ)一季度净利润升40.18%至3.66亿元,格隆汇
851,2020-04-14,亿联网络：2019年净利同比增长45% 拟10派9转5,e公司
852,2020-04-14,亿联网络：2019年净利润同比增长45.08%,Wind
853,2020-04-14,116股获券商买入评级，星期六目标涨幅达96.19%,Wind
854,2020-04-13,亿联网络（300628）财报点评：Q1业绩优异，疫情不改长期增长,国信研究
855,2020-04-12,【中金电子与通信】亿联网络（300628.SZ）：行业需求短期受疫情影响，对公司长期发展抱有信心,乐平科技视角
856,2020-04-12,【国君通信|事件点评】会畅通讯：付费转化率大幅提升，客户结构优化业绩将逐季度体现,程风信语
857,2020-04-12,【国君通信|年报及一季报点评】中际旭创：业绩符合预期，受益数通和电信，高增长可期,程风信语
858,2020-04-12,【国君通信|事件点评】亿联网络：股权激励落地，毛利率有望进一步提升,程风信语
859,2020-04-12,【国君通信】本周六亿联网络2019年报解读——会前必读宝典,程风信语
860,2020-04-10,亿联网络(300628.SZ)：一季度净利预增33%-43%,格隆汇
861,2020-04-10,亿联网络：预计一季度净利润同比增长33%-43%,Wind
862,2020-04-09,3年股价涨近9倍、净利率比肩茅台，亿联网络仍遭实控人和特定股东预减持3.5亿元！ 盈利能力下降,每日经济新闻
863,2020-04-07,北上资金连续增持两板块|粤开策略资金面日报-0407,微信
864,2020-04-07,亿联网络(300628.SZ)：控股股东、实控人之一吴仲毅拟减持不超200万股 拟减持股份,格隆汇
865,2020-04-07,亿联网络(300628.SZ)：特定股东陈建荣拟减持不超200万股 拟减持股份,格隆汇
866,2020-04-07,亿联网络：控股股东、实际控制人之一吴仲毅拟减持不超过总股本0.33% 减持股份,Wind
867,2020-04-07,亿联网络：特定股东陈建荣拟减持不超0.33% 减持股份,Wind
868,2020-04-05,【国君通信|事件点评】亿联网络：内生增长强劲，产品感动天地,程风信语
869,2020-04-05,【国君通信|Q1业绩预告点评】中际旭创：业绩预告符合预期，数通+电信助力高增长,程风信语
870,2020-04-05,【国君通信】揭秘：亿联网络持续高增长八大未解之谜（上篇）,程风信语
871,2020-04-01,208股获券商买入评级 中环股份目标涨幅达76.98%,Wind
872,2020-03-31,【国君通信】移动5G集采落地，持续关注流量主线机会（周观点0330-0405）,程风信语
873,2020-03-29,上市公司“以大带小” 推动上下游产业链协同复工复产,证券日报
874,2020-03-29,【国君通信|年报点评】海格通信：北斗+5G频中标，多重产业机遇已来,程风信语
875,2020-03-29,【国君通信|行业更新】移动5G集采落地，产业链开始加速,程风信语
876,2020-03-23,新基建概念股密集爆发！这些股获机构扎堆推荐（附名单）,证券时报网
877,2020-03-21,【国君通信|年报点评】和而泰：渗透与破局，保持核心优势,程风信语
878,2020-03-21,【国君通信】信息“新基建”全景图,程风信语
879,2020-03-15,下周操盘攻略：定向降准释放5500亿流动性，A股或成“避风港”,Wind
880,2020-03-15,国泰君安中小盘·伐谋周报【央行将实施定向降准，推荐产业信息化主线】,易研九鼎
881,2020-03-13,下周532亿市值限售股解禁，环比增加134.04% 解禁,Wind
882,2020-03-13,巨丰数据赢 | 下周39家上市公司解禁 这批股注意避险（附名单） 解禁,巨丰财经
883,2020-03-12,亿联网络(300628.SZ)：4.48亿股首发限售股将解禁 解禁,格隆汇
884,2020-03-03,虚惊一场，创业板指大涨4%，屡屡大涨底气何在？龙头时代来了！,证券时报网
885,2020-03-02,亿联网络大涨5.72%，成交额10272万元,中新经纬
886,2020-03-01,[加急]3月限售股解禁：6公司解禁市值超百亿 5家科创板公司迎解禁 解禁,金融界
887,2020-02-28,3月份六公司解禁市值超百亿 解禁,大众证券报
888,2020-02-27,亿联网络、广州港等6股解禁市值超过百亿元 解禁,第一财经
889,2020-02-27,北向资金今日净流出39.42亿元，科技股逆市获加仓,Wind
890,2020-02-27,大幅上调目标价策略（2月27日）,Wind
891,2020-02-27,北上资金本周240亿出逃，弃白马捡漏低估科技股,Wind
892,2020-02-27,【太平洋通信李宏涛团队】亿联网络：业绩持续高增长，统一通信龙头地位稳固,微信
893,2020-02-27,【中金电子与通信】亿联网络（300628.SZ）：业绩快报略超预期，2020年增长确定性提升,乐平科技视角
894,2020-02-26,【华创通信·公司点评】亿联网络：业绩符合预期，云办公终端需求起量+产品线壮大打开长期成长空间,华创通信研究
895,2020-02-26,美股模仿A股炒作逻辑？A股对标股票飞上天,券商中国
896,2020-02-26,亿联网络（300628）财报点评：老业务高速增长，新业务更快增长,国信研究
897,2020-02-26,晨会聚焦200226重点关注湿电子化学品行业、亿联网络、食品饮料、化工、凯利泰,国信研究
898,2020-02-26,美股模仿A股炒作逻辑？ 网课、云视频、“神药”霸屏,券商中国
899,2020-02-25,“独角兽”ZOOM初盘大涨，突破前高指日可待？,老虎证券
900,2020-02-25,亿联网络：2019年净利润同比增46.92%（业绩快报）,Wind
901,2020-02-25,亿联网络业绩快报：2019年净利润12.51亿元 同比增长47%,金融界
902,2020-02-25,亿联网络(300628.SZ)业绩快报：2019年净利升46.92%至12.51亿元,格隆汇
903,2020-02-25,抱团基金青睐科技股 持仓名单看这里,腾讯网
904,2020-02-25,基金抱团的科技股名单来了，这些股业绩预计增速超30%,证券时报网
905,2020-02-25,基金抱团的科技股名单来了，筹码最多被锁定35%，这些股未来业绩预计增速超30%,证券时报
906,2020-02-25,科技类ETF基金火爆53只科技股获基金抱团持有,证券时报
907,2020-02-24,亿联网络“优秀”之谜,证券市场周刊
908,2020-02-18,【华西通信】云视频系列深度之二：巨头加速布局远程办公，云视频成行业新焦点,香农圆桌沙龙
909,2020-02-17,云视频业务遇风口 亿联网络业绩有望持续增长,投资者网
910,2020-02-14,【中金电子与通信】亿联网络（300628.SZ）：中国视频会议解决方案龙头，积极把握云计算/远程办公机会,乐平科技视角
911,2020-02-12,远程办公需求暴增 机构：非昙花一现 把握长期投资机会,中国财富网
912,2020-02-10,在线服务激增带动云计算需求，机构：板块有望充分受益,第一财经
913,2020-02-09,天风通信团队：抗击疫情，建议积极关注云计算基建及相关应用（周专题：短期长期需求共振，重视流量侧的投资机遇）,海陆清风
914,2020-02-07,【国信通信|行业专题】5G新基建长篇深度PPT：最新进展及投资机会,国信通信
915,2020-02-07,【国信通信】从三大运营商19年年报看投资机会,国信通信
916,2020-02-07,【国信通信】中兴通讯：经营管理全面提升，迎接5G建设高潮,国信通信
917,2020-02-07,【国信通信】中国联通：系列分析之二：收入侧改善,国信通信
918,2020-02-07,【国信通信】中国联通：看好联通收入改善利润提升,国信通信
919,2020-02-07,【国信通信|深度报告】博创科技：无源劲旅，硅光新星,国信通信
920,2020-02-05,A股异动丨亿联网络(300628.SZ)短线急升大涨7% 创历史新高,格隆汇
921,2020-02-04,远程办公需求或将持续增长 会畅通讯、鹏博士等值得关注,每经网
922,2020-02-03,招商策略：远程办公即将兴起新冠疫情可能带来的行业变化,招商策略研究
923,2020-02-03,36家公司获机构调研（附名单）,证券时报网
924,2020-02-02,【国君通信|行业专题】2019Q4基金持仓：低配格局下的仓位调整期，未来有望再次进入提升周期,程风信语
925,2020-02-01,【华西通信】亿联网络：业绩符合预期，VCS产品加速拓展,香农圆桌沙龙
926,2020-01-23,热点前瞻：外部环境不改大科技强势 关注低位科技股,巨丰财经
927,2020-01-23,5G浪潮叠加国产替代助推视频会议行业成长,科创板日报
928,2020-01-22,远程办公成刚需？视频会议公司获机构重点调研，5G浪潮叠加国产替代助推行业成长,科创板日报
929,2020-01-21,申万宏源通信|工信部部长苗圩：持续推动基础电信企业加大投资，打造高品质5G网络；上海实现中心城区和郊区重点区域5G网络全覆盖,申万宏源通信研究
930,2020-01-17,328股获买入评级 15股创历史新高,证券时报
931,2020-01-14,亿联网络2019年业绩预告点评：业绩高增符合预期，高端产品及云视讯有望打开增量新空间,申万宏源通信研究
932,2020-01-14,【中金电子与通信】亿联网络（300628.SZ）：毛利率和费用率可能优于预期，公司稀缺性值得重视,乐平科技视角
933,2020-01-13,亿联网络：2019年度净利预增40%-50%,e公司
934,2020-01-13,亿联网络：预计2019年净利润同比增长40.0%-50%,Wind
935,2020-01-12,创业慧康葛航、药石科技杨民民、华宇软件邵学、亿联网络陈智松、数字认证詹榜华荣获第17届财经风云榜创业板“2019年度杰出掌门人”,和讯
936,2020-01-12,耐威科技、汤臣倍健、亿联网络、美康生物、中孚信息荣获第17届财经风云榜创业板“2019年度社会责任奖”,和讯
937,2020-01-10,近3个交易日41只个股创历史新高,证券日报
938,2020-01-09,亿联网络涨4.71% 股价创近5个月新高,中新经纬
939,2020-01-07,亿联网络携手地平线，智能通信赋能AI芯片“独角兽”高效互联,凤凰网
940,2019-12-28,天风通信团队：移动启动SPN大规模集采，5G赋能泛在电力物联网（周专题：5G承载网投资机会浅析）,海陆清风
941,2019-12-27,亿联网络联手腾讯云推出企业通信方案：打造云端协同企业智慧通信平台,证券之星
942,2019-12-26,【天风通信】远程办公迎来加速发展期，云视频行业借势崛起,海陆清风
943,2019-12-22,【中信建投 通信】国家电网或参与5G建设，坚定推进“泛在电力物联网”,建投通信研究
944,2019-12-20,亿联网络与云知声签署战略合作：布局人工智能 变革会议体验,证券之星
945,2019-12-20,【国信通信】物联网产业链投资机会梳理,国信通信
946,2019-12-16,美联新材擦线“10送9”，准高送转背后不简单,第一财经
947,2019-12-14,【天风通信】云计算持续发展，交换机、光模块需求持续向上（周专题基站电源的市场空间）,海陆清风
948,2019-12-13,【中信建投 通信】金卡智能：底部回购彰显发展信心，NB燃气表有望助力公司份额提升,建投通信研究
949,2019-12-12,亿联网络(300628.SZ)子公司2.25亿元竞得厦门湖里土地 用于建设总部大楼,格隆汇
950,2019-12-09,“颜值”和实力兼备，亿联网络产品斩获红点“CGD当代好设计”,证券之星
951,2019-12-06,亿联网络大幅拉升1.21% 股价创近2个月新高,金融界
952,2019-11-29,【国君通信|公司深度】梦网集团：5G消息元年，龙头起航,程风信语
953,2019-11-27,亿联网络SIP话机蝉联全球满意度榜首：用户为本 服务为先,证券之星
954,2019-11-20,亿联网络携手百果园，连接4000家门店，打造新零售时代智能,证券之星
955,2019-11-19,【国信通信|深度报告】光器件行业专题：5G带来海量光器件需求，行业维持高景气,国信通信
956,2019-11-19,【中新赛克】推出股权激励计划，夯实长期成长基础【国信通信】,国信通信
957,2019-11-19,亿联网络（300628）深度：公司VCS业务现状与未来增长的探讨,国信研究
958,2019-11-17,天风通信团队：重点公司合集,海陆清风
959,2019-11-13,亿联网络拟竞拍厦门土地以建设新总部大楼,上证报
960,2019-11-13,午间公告：金力泰实控人拟变更为刘少林,Wind
961,2019-11-13,亿联网络(300628.SZ)：拟参与竞拍厦门湖里土地建总部大楼,格隆汇
962,2019-11-13,毛利率碾压茅台，股价频创新高，原来有ROE撑腰！21只白马股业绩或持续高增长,证券时报
963,2019-11-11,通信板块为何大幅跑输电子和计算机？,养基司令
964,2019-11-07,51股获券商买入评级 中国中铁目标涨幅达68.97%,Wind
965,2019-11-03,中国5G正式商用，通信行业公募减仓，北上资金加仓,中信建投证券研究
966,2019-10-31,亿联网络：拓展国际视野 高品质走向世界舞台,证券日报
967,2019-10-30,通信Q3配置仓位持续下降，远低于历史中位【申万宏源通信】,申万宏源通信研究
968,2019-10-30,亿联网络：企业数字化转型新支点 视频会议行业新锚点,证券之星
969,2019-10-30,【中信建投 通信】紫光股份2019三季报点评：收入增长提速，核心网络设备未来发展可期,建投通信研究
970,2019-10-29,【中泰通信】2019年Q3基金持仓通信板块分析——仓位环比下降，持仓总市值略有增长,TMT吴友文
971,2019-10-28,【申万宏源通信】亿联网络Q3业绩点评：营收利润率双提升，关注高端产品及云视讯突破,申万宏源通信研究
972,2019-10-28,亿联网络：云视讯新品发布 买入评级,广发证券
973,2019-10-28,【通信】亿联网络：业绩高增长，SIP业务稳健发展，VCS业务持续突破,天风研究
974,2019-10-28,"亿联网络跟踪点评:全面升级,多方合作,云视讯再出发",国信证券
975,2019-10-27,亿联网络(300628.SZ)第三季度净利润升48.39%至3.76亿元,格隆汇
976,2019-10-27,亿联网络：关于公司独立董事任期届满辞职及补选独立董事的公告 董监高成员变化,新浪
977,2019-10-27,亿联网络：前三季度净利润同比增48.11%,Wind
978,2019-10-27,亿联网络：利润率水平保持稳定 强烈推荐评级,方正证券
979,2019-10-16,半导体、电子设备：小部分龙头依旧优异 荐5股,广发证券
980,2019-10-16,互联网步入数字经济时代 布局四大细分领域龙头股,财富动力网
981,2019-10-15,192股获买入评级最新:中航电测,中财网
982,2019-10-14,【申万宏源通信】亿联网络Q3业绩预告点评：业绩超预期增长，高端产品突破在即,申万宏源通信研究
983,2019-10-14,亿联网络：Q3业绩持续超预期，强化全年业绩增长信心,证券时报网
984,2019-10-14,通信行业周报:前8个月通信制造业收入利润双增长,中航证券
985,2019-10-14,"亿联网络:营收高速增长,毛利率保持稳定",平安证券
986,2019-10-13,亿联网络：考虑欧洲备货及汇率影响业绩仍超预期 买入评级,广发证券
987,2019-10-11,A股异动丨亿联网络大涨逾7%股价逼近新高 前三季度业绩预增40%-50%,格隆汇
988,2019-10-11,亿联网络：预计前三季度净利润同比增长40%~50%,Wind
989,2019-10-11,亿联网络(300628.SZ)：前三季净利预增35%-45%,格隆汇
990,2019-10-11,亿联网络：预计前三季度净利增长40%-50%,Wind
991,2019-10-01,千亿增量资金在路上！机构转战绩优科技股 哪些个股获得基金高比例持仓？,中证网
992,2019-09-20,亿联网络收半年报问询函 问询,Wind
993,2019-09-16,信息科技：再看产业链各环节发展机遇 荐14股,申万宏源
994,2019-09-05,A股涨声一片！大金融发威，科技、世界铜王、5G妖股逞强,Wind
995,2019-08-23,"通信行业周报:再议工业互联网,平台之前,“标识解析”为先",申万宏源
996,2019-08-20,亿联网络：SIP龙头向高端市场进军，VCS维持高增长,证券时报网
997,2019-08-18,机构评级榜：16股最受关注 机构集体推荐,证券时报
998,2019-08-17,【申万宏源通信】亿联网络中报业绩点评：19H1业绩高增符合预期，“云”+“端”持续拓展新成长空间,申万宏源通信研究
999,2019-08-15,亿联网络：VCS业务占比持续提升，全年有望维持高增长态势,证券时报网
1000,2019-08-15,亿联网络2019年上半年盈利6.1亿 VCS、SIP产品持续增长,挖贝网
1001,2019-08-15,亿联网络：持续稳健增长，未来发展动能充足,证券时报网
1002,2019-08-14,[快讯]亿联网络:公司部分募集资金投资项目结项并使用节余募集资金永久补充流动资金,中财网
1003,2019-08-14,亿联网络：美国经销商提前储备库存推高二季度业绩增长,e公司
1004,2019-08-14,亿联网络：陈智松辞去总经理职务 董监高成员变化,Wind
1005,2019-08-14,亿联网络：上半年净利润同比增47.94%,Wind
1006,2019-08-07,"通信行业周报:峥嵘半载,华为如何坚定前行",申万宏源
1007,2019-07-31,半年报业绩高增长，这些股票开启月线连涨模式（名单）,证券时报
1008,2019-07-30,消费拥挤转战科技 谁是基金经理眼中的香饽饽？,第一理财网
1009,2019-07-30,消费拥挤转战科技 谁是基金经理眼中的香饽饽？,上证报
1010,2019-07-25,A股共发生38宗大宗交易成交10.12亿元（7月25日）,Wind
1011,2019-07-25,亿联网络今日大宗交易成交81.59万股，成交价55.4元折价4.48%,Wind
1012,2019-07-25,通信行业周报:5G后周期应用再看云视频,申万宏源
1013,2019-07-24,【海通通信】2019Q2通信基金持仓触历史低位，行业步入景气周期、机会看好,劲爆通信
1014,2019-07-24,【东北通信熊军/孙树明】通信行业19Q2基金重仓点评：基金持仓集中度进一步提升，看好5G建设带来的投资机会,东北证券研究所
1015,2019-07-23,通信设备概念持续走强，行业景气度将超预期，投资机遇须紧扣四主线,第一财经
1016,2019-07-09,亿联网络：预计上半年净利增长44%-56%,Wind
1017,2019-07-03,亿联网络(300628.SZ)拟每10股派12元及转增10股 股权登记日为7月8日,格隆汇
1018,2019-07-02,亿联网络跻身中国上市企业市值500强,证券之星
1019,2019-07-02,16股获券商买入评级 鸿合科技目标涨幅达42.17%,Wind
1020,2019-07-01,亿联网络涨停，报117.78元,腾讯网
1021,2019-06-28,17只百元股呈现四大共性,证券日报
1022,2019-06-21,激发通信创新活力 亿联凯泰人工智能创业投资基金正式成立,中证网
1023,2019-06-21,信息科技：SLACK登陆美股 荐5股,国盛证券
1024,2019-06-21,亿联网络出资设立人工智能创投基金,证券时报网
1025,2019-06-21,亿联凯泰人工智能创业投资基金成立 内生外延结合寻求创新突破,证券日报
1026,2019-06-06,58股逆市创历史新高 医药等大消费公司最多,投资快报
1027,2019-05-29,“打酱油”角色进入实施高峰，资金抢权，青睐小而美,Wind
1028,2019-05-23,6只自主可控概念股集体涨停 月内机构密集走访18家公司,证券日报
1029,2019-05-19,【民生通信|周报】运营商招募5G友好用户，体验5G全新应用,MS通信
1030,2019-05-14,申万宏源通信 |2019中国云计算和物联网展览会开幕；华为与三星八年专利侵权纠纷终于达成和解,申万宏源通信研究
1031,2019-05-09,通信行业2019年5月投资策略暨一季报总结：整体估值调整,国信通信
1032,2019-05-07,[路演]亿联网络：SIP业务及VCS业务都处于较快增长阶段,全景网
1033,2019-05-06,【民生通信|行业深度】2018年年报及2019年一季报综述：一季度增速放缓，2019拥抱5G时代,MS通信
1034,2019-04-30,【国君通信】会畅通讯（300578）：战略重组成果显现，协同创新增长可期 ——2018年年报与2019年一季度报告点评,国泰君安通信研究
1035,2019-04-29,信息科技：5G车联网场景再预热 荐5股,和讯
1036,2019-04-29,55只个股被逆市调高至“买入”，三维度挖掘反弹急先锋,证券日报
1037,2019-04-28,信息科技：中国联通车联网子公司完成混改 荐5股,东北证券
1038,2019-04-28,国泰君安：公募基金在增持哪些板块？,国泰君安证券研究
1039,2019-04-26,【国君通信】淳中科技（603516）：加大研发销售投入，盈利底有望显现 ——2018年年报与2019年一季度报告点评,国泰君安通信研究
1040,2019-04-26,亿联网络（300628）：VCS业务占比持续提升，Q1业绩夯实全年增长基础【天风通信团队】,海陆清风
1041,2019-04-25,【中金电子与通信】亿联网络（300628.SZ）：1Q19毛利率提升，VCS业务成长空间广阔,乐平科技视角
1042,2019-04-25,【国君通信】亿联网络（300628）：业绩符合预期，双轮驱动业绩持续向上 2018年年报与2019年一季度报告点评,国泰君安通信研究
1043,2019-04-25,"亿联网络:业绩稳健增长,企业会议市场空间广阔",光大证券
1044,2019-04-24,亿联网络去年净利8.51亿同比增长44% 董事长陈智松薪酬101万元,挖贝网
1045,2019-04-24,亿联网络因高送转收关注函 券商上调目标价106.14元 关注函,第一财经
1046,2019-04-24,亿联网络：略微上调盈利预测 目标价106.14元,证券时报网
1047,2019-04-24,亿联网络收深交所关注函 要求说明高送转方案合理性 关注函,新浪
1048,2019-04-24,亿联网络因高送转事项收深交所关注函 关注函,金融界
1049,2019-04-24,亿联网络收关注函，说明10转10派12元的利润分配方案是否符合高送转条件 关注函,Wind
1050,2019-04-24,"中金公司：将亿联网络评级调高为""推荐""",Wind
1051,2019-04-24,亿联网络(300628.SZ)一季度净利增32.92%至2.61亿元,格隆汇
1052,2019-04-23,[快讯]亿联网络公布2018年年度分红方案预案(每10股转增10股),中财网
1053,2019-04-23,亿联网络：2018年净利润同比增44.13%,Wind
1054,2019-04-23,亿联网络：一季度净利润同比增32.92%,Wind
1055,2019-04-22,亿联网络龙虎榜数据（4月22日）,Wind
1056,2019-04-22,5G车联网场景再预热机构青睐这些优质标的(名单),东兴证券
1057,2019-04-22,"计算机行业周报:5G如火如荼,应用渐入佳境",安信证券
1058,2019-04-21,国盛通信 | 5G+国产替代双线并行，再关注泛在电力物联网,吉时通信
1059,2019-04-19,亿联网络午后封涨停 成交额4.18亿元封单1244手,腾讯网
1060,2019-04-19,华尔街暴力抢筹，Zoom上市首日飙涨80%，这样的A股概念已涨停（附股）,每日经济新闻
1061,2019-04-19,国盛通信专题 | 从Zoom看云视讯，5G下的B端刚需,吉时通信
1062,2019-04-19,亿联网络早盘封涨停 成交额3553万元封单5321手,腾讯网
1063,2019-04-11,[国君通信]亿联网络(300628)：Q1业绩符合市场预期，VCS高增态势延 续，看好后续向上空间,国泰君安通信研究
1064,2019-04-11,【民生通信|季报点评】亿联网络（300628）2019年一季报预告点评：业绩稳定增长，新产品正式亮相,MS通信
1065,2019-04-11,亿联网络（300628）财报点评：19Q1业绩持续高速增长，略超预期,国信研究
1066,2019-04-11,亿联网络（300628）：扣非后净利润表现强劲，持续坚定推荐全球UC解决方案龙头【天风通信团队】,海陆清风
1067,2019-04-10,亿联网络：预计一季度净利润同比增长27.00%-38.00%,Wind
1068,2019-04-10,亿联网络：一季度净利同比预增27%-38%,证券时报网
1069,2019-04-10,亿联网络(300628.SZ)一季度净利润预增27%-38%,格隆汇
1070,2019-04-04,信息科技：华为率先完成中国5G技术研发试验2.6GHZ频段测试 荐8股,和讯
1071,2019-04-02,【国君通信&计算机】苏州科达（603660）：2018年业绩略超预期，视频会议行业迎来全面繁荣期,国泰君安通信研究
1072,2019-03-24,信息科技：运营商资本开支重回增长通道 荐9股,中信建投
1073,2019-03-22,天风通信团队：中国移动计划千亿5G资本开支，持续围绕新基建布局（周专题：网络工程规划，5G基建先行者）,海陆清风
1074,2019-03-20,【国君通信】苏州科达（603660）：发行转债加大对云视讯研发力度，视频会议行业有望迎来全面繁荣,国泰君安通信研究
1075,2019-03-11,盘点A股最赚钱公司,和讯
1076,2019-03-01,券商近四成“荐股”已达目标价 34家已达最高目标价,证券日报
1077,2019-03-01,"亿联网络:SIP+话机渗透率不断提升,VCS延续高速增长",东北证券
1078,2019-02-27,亿联网络（300628）：SIP业务稳健发展，VCS业务快速推进，持续看好！【天风通信团队】,海陆清风
1079,2019-02-27,亿联网络(300628.SZ)2018年净利润升44.68%至8.55亿元,格隆汇
1080,2019-02-20,[中报]亿联网络上半年净利润4.1亿元 同比增34.43%,全景网
1081,2019-02-19,"通信行业周报:各类集采陆续展开,5g继续春季攻势",正点财经
1082,2019-02-18,中外运空运发展股份有限公司厦门分公司（厦门亿联网络技术股份有限公司委托） 其他违规处罚,厦门海关
1083,2019-02-18,"通信行业2018年年报业绩前瞻:整体盈利将保持增长,关注龙头绩优标的",平安证券
1084,2019-02-04,择机布局中小创公司(附股),红周刊
1085,2019-02-02,"通信行业周报:运营商年度经营数据公布,中国移动各项业务居首;电信业务增量不增收,运营商业务收入下行压力大",东兴证券
1086,2019-01-30,"通信设备行业:2018q4通信板块基金持仓小幅回升,建议重点关注5g",中证网
1087,2019-01-28,【国君通信】主设备商持仓提升明显，上游关注度回升 —— 通信2018Q4持仓分析报告,国泰君安通信研究
1088,2019-01-25,中信建投TMT最新投资策略,中信建投证券研究
1089,2019-01-22,"亿联网络:利润高速增长,vcs实现突破",正点财经
1090,2019-01-22,39股获券商买入评级，杰瑞股份目标涨幅达41.08%,Wind
1091,2019-01-21,【国信通信】中国联通：系列分析之三：成本可控,国信通信
1092,2019-01-21,【国信通信】移远通信：全年继续高增长，积极的竞争策略不变,国信通信
1093,2019-01-21,【国信通信】移远通信：一季报收入增速略超预期，研发投入保持高位,国信通信
1094,2019-01-21,【国信通信】中新赛克：高速发展，5G时代迈上新台阶,国信通信
1095,2019-01-21,亿联网络：奠定长期增长信心 强烈推荐评级,和讯
1096,2019-01-21,【国信通信】中兴通讯一季报：经营稳健，期待后续盈利提升,国信通信
1097,2019-01-20,【海通通信】亿联网络（300628）公司公告点评：全年业绩延续增长，自有现金充足,劲爆通信
1098,2019-01-18,"科技行业观察:无锡,获批建设国家“芯火”双创基地",正点财经
1099,2019-01-18,"亿联网络:2018年业绩符合预期,基本面整体稳定,看好公司VCS业务高增长发展前景",正点财经
1100,2019-01-18,今日资金抢入六只强势股一览（2019年1月18日）,中财网
1101,2019-01-18,天风通信团队：亿联网络（300628）——超预期！公司业绩依旧强劲，持续坚定推荐！,海陆清风
1102,2019-01-17,【东方通信】亿联网络业绩预告点评：年报预告业绩增长无虞，坚定看好公司长期成长能力,科创观潮
1103,2019-01-17,一天下跌80% 地产行业终于开始暴雷了,和讯
1104,2019-01-17,亿联网络2018年净利最高8.74亿 比上年同期增长48%,挖贝网
1105,2019-01-17,亿联网络2018年净利预增48% 多家公司公布业绩,中金在线
1106,2019-01-17,亿联网络2018年度业绩预增 净利润增长38%-48%,腾讯网
1107,2019-01-17,亿联网络：2018年度净利预增38%-48%,e公司
1108,2019-01-14,亿联网络（300628）：全年业绩持续高增长，高于市场一致预期，符合我们预期！【天风通信团队】,海陆清风
1109,2019-01-12,天风通信团队：中移动开启5G SA核心网设备集采，广电加速5G布局（周专题：5G时代，Wi-Fi 6将成为重要接入技术）,海陆清风
1110,2019-01-11,亿联网络：VCS业务未来弹性大 买入评级,和讯
1111,2019-01-03,"通信行业:北斗三号开始全球服务,5G建设继续提速",正点财经
1112,2018-12-24,通信行业周报:r15latedrop推迟不改部署节奏.华为已获25份5g商用合同,光大证券
1113,2018-12-17,"亿联网络:毛利率小幅提升,主营产品销售回暖",中证网
1114,2018-12-16,【中信建投 通信】2019年中信建投通信团队研报一览1028,建投通信研究
1115,2018-12-11,"通信行业周报:三大运营商获5G试验频率使用许可,提振5G信心",正点财经
1116,2018-12-11,"亿联网络:汇兑及毛利率开始改善,三季度业绩增速加快",方正证券
1117,2018-12-07,"亿联网络:三季报业绩延续增长,VCS渠道及新业务拓展稳步推进",中证网
1118,2018-12-03,"通信行业:韩国正式商用5G服务,中国5G建设再添广电新力量",东北证券
1119,2018-11-29,国盛通信 | 远程办公有多火？微观数据告诉你,吉时通信
1120,2018-11-29,国盛通信 | 亿联网络300628：经营质量优异，业绩增长稳健,吉时通信
1121,2018-11-29,国盛通信 | 运营商密集集采，SPN开启承载5G承载网新时代,吉时通信
1122,2018-11-29,国盛通信 | 国网+广电有望共建5G，增量资金落地在即,吉时通信
1123,2018-11-28,"通信行业周报(2018年第47周):Q3全球RAN市场增长强劲,中国联通持续降本增效",浙商证券
1124,2018-11-27,2019策略会，通信行业7家热门公司参与,兴证通信
1125,2018-11-25,信息科技：5GSA终端一致性测试标准问世 荐5股,东北证券
1126,2018-11-21,"通信周报:美国启动首次高频段频谱拍卖,推进全球5G商用进程",申万宏源
1127,2018-11-01,"通信行业2018q3基金持仓分析:仓位出现低位拐点,5g有望驱动超配",中证网
1128,2018-10-31,"亿联网络:业绩符合预期,看好公司长期发展",西南证券
1129,2018-10-30,跌出价值，做反弹还看次新，机构加仓名单出炉,Wind
1130,2018-10-30,信息科技：5G有望驱动超配 荐12股,中泰证券
1131,2018-10-30,国泰君安：亿联网络增持评级,国泰君安
1132,2018-10-29,【长飞光纤】业绩保持快速增长，符合市场预期【国信通信程成小组】,国信通信
1133,2018-10-26,亿联网络：前三季度净利润同比增38.96%,Wind
1134,2018-10-26,【光环新网】业务维持高速增长，符合市场预期【国信通信程成小组】,国信通信
1135,2018-10-26,【星网锐捷】业绩接近预告上限，全年预增10%-50%【国信通信程成小组】,国信通信
1136,2018-10-25,"通信行业:爱立信q3营收超预期,全球5g市场增长强势",东北证券
1137,2018-10-22,信息科技：国内云计算厂家对IDC投入持续增长 荐5股,申万宏源
1138,2018-10-22,业绩超预期公司成二级市场资金布局重点,证券日报
1139,2018-10-22,"通信行业三季报业绩预告分析:三季度业绩增速中值5%,建议关注业绩成长性确定标的",光大证券
1140,2018-10-16,国泰君安：亿联网络增持评级,顶尖财经网
1141,2018-10-15,亿联网络今日大宗交易成交27.50万股，成交价60.0元折价-0.89%,Wind资讯
1142,2018-10-12,【民生通信|公司点评】亿联网络（300628）三季度业绩预告点评：三季度业务快速增长，与微软合作提升品牌效应,MS通信
1143,2018-10-12,亿联网络：单季营收环比增速提升 全年业绩有望达预期,平安证券
1144,2018-10-08,"通信行业动态报告:sa系统测试进程过半,国产5g布局提速",东北证券
