,2021-12-31,年内最后一次油价调整，汽、柴油价格每吨分别提高140元和135元,Wind
7230,2018-12-27,中国石化午后股价持续跳水 跌逾6%,每日经济新闻
7231,2018-12-27,中国石化午后跌逾6%，上证综指、创业板指双双翻绿,Wind
7232,2018-12-27,【个股异动】中国石化快速跳水,每日经济新闻
7233,2018-12-27,快讯：午后中国石化快速跳水 跌幅超5%,新浪
7234,2018-12-27,中国石化午后跳水 跌逾4%,每日经济新闻
7235,2018-12-27,中国石化午后跳水 下跌约5%,e公司
7236,2018-12-27,中国石化午后异动重挫5.15%报5.34元 成交7.53亿元,腾讯网
7237,2018-12-27,中国石化午后跳水，现跌近3%,Wind
7238,2018-12-27,机械制造：山西启动电力现货市场试运行,川财证券
7239,2018-12-27,油价随美股上涨 中石化及中石油走高逾3%,新浪
7240,2018-12-27,【每日晨报】策略丁文 银河证券晨报—20181227,中国银河证券研究
7241,2018-12-27,【行业周报】石化刘兰程 OPEC+减产实施在即，看好中油价下业绩确定性标的,中国银河证券研究
7242,2018-12-26,"油气装备与服务行业:中石油川南页岩气产量创新高,页岩气勘探开发将维",正点财经
7243,2018-12-25,公用事业：中国最大页岩气生产基地建成,川财证券
7244,2018-12-25,凯美特气与中石化签订互供协议 岳阳长岭270天技改后崭新登场,证券日报
7245,2018-12-25,进口LNG量价齐升创纪录 年内完成保供任务“问题不大”,21世纪经济报道
7246,2018-12-24,"基础化工行业:油价持续下跌,PO继续上行,涤丝价差扩大",正点财经
7247,2018-12-24,“寒潮”带来天然气需求激增 中石油单日供气6.8亿立方米创新高,每日经济新闻
7248,2018-12-24,中国石油单日供气量冲上历史高点 全产业链力保冬季供气,澎湃新闻
7249,2018-12-24,化工：管道运能限制加拿大产能增长 荐1股,广发证券
7250,2018-12-24,中石化研究院报告：国家管网公司有望于2019年成立,汇通网
7251,2018-12-23,巨丰原创：上证50创两年新低的启示,巨丰财经
7252,2018-12-21,中国石化管道公司湛江处累计原油接卸量达4881万吨,石化新闻网
7253,2018-12-21,湖南成品油市场进入“国六”时代,中国能源网china5e
7254,2018-12-20,中国石油、石化纷纷掀起页岩油气革命,中国能源网china5e
7255,2018-12-20,道达投资手记:“两桶油”双双破位 A股到底怎么了,每日经济新闻
7256,2018-12-19,“两桶油”双双破位 到底怎么了？——道达投资手记,每日经济新闻
7257,2018-12-19,北水净沽盘2.5亿 沽中石化招行工行平保腾讯,经济通
7258,2018-12-19,【A股收盘】沪指收跌逾1%至近两月新低 美联储议息决定前交投低迷,环球外汇网
7259,2018-12-19,中国石化资本公司正式营运 支撑引领转型发展,经济通
7260,2018-12-19,【平安重点】中国石化*600028*被低估的石化龙头*推荐,平安研究
7261,2018-12-19,中国石化在新加坡的首座加油站正式开业,新华网
7262,2018-12-19,中国石化100亿注册的资本公司正式运营,Wind
7263,2018-12-19,中国石化100亿注册的资本公司正式运营,e公司
7264,2018-12-19,午评：大盘震荡调整 “ 两桶油”双双走低,e公司
7265,2018-12-19,石油板块回调 中国石化、中国石油跌逾1%,证券时报网
7266,2018-12-19,中石化海外首座加油站落户新加坡,中国石化
7267,2018-12-19,受油价拖累，两桶油低开低走,Wind
7268,2018-12-19,"基础化工行业:LNG大幅涨价,PO市场反弹,DMC价格再创新高",安信证券
7269,2018-12-18,中国石化今日大宗交易成交80万股，成交价6.16元折价-6.02%,Wind资讯
7270,2018-12-18,国际油价创逾一年新低 中国海洋石油跌近4%领跌石油股,腾讯网
7271,2018-12-18,石油石化行业:关注估值低且盈利向上的炼化、化纤板块,正点财经
7272,2018-12-14,重磅！中石油、中石化高调混改，全部安装充电桩,第一电动网
7273,2018-12-14,瑞幸咖啡完成2亿美元B轮融资，“场景+品质”诠释咖啡新零售,南都报
7274,2018-12-14,炼化销售一体化对冲油价波动风险中石化被指价值投资仍凸显,证券日报
7275,2018-12-13,寒潮来临，天然气的3个风口，你抓住了几个？,Wind
7276,2018-12-13,内地LNG价格半个月飙27% 中石化升逾2%,新浪
7277,2018-12-13,"2019年石油石化行业年度策略报告:价涨量增促油气,产业重塑利化工",平安证券
7278,2018-12-12,国资委副主任翁杰明：中石油、中石化位列年内已分红A股企业前两位,每日经济新闻
7279,2018-12-11,"化工:opec+协议减产120万桶1天,石化相关产品有所回涨",正点财经
7280,2018-12-11,"国际原油价格跟踪点评:opec+达成减产协议,化解原油市场供应过剩风险",申万宏源
7281,2018-12-10,"中国石化三季报点评:勘探板块持续扭亏,中油价保证业绩增速",方正证券
7282,2018-12-10,涨停股揭秘:市场再现缩量调整 两市涨停个股解析,巨丰财经
7283,2018-12-07,中金维持中石化8.1元的目标价,财华社
7284,2018-12-06,"中国石化:油价上升上游受益,炼化盈利韧性较强",正点财经
7285,2018-12-06,全年成品油出口配额升至4800万吨 同比上涨11.7%,中研网
7286,2018-12-06,中国石化：销售公司分拆上市有望提速 留意短期盈利风险,中金公司
7287,2018-12-06,宝莫股份两次转型受阻 甩卖子公司股权扭亏,新浪
7288,2018-12-05,中国石化驻粤企业发布白皮书：贡献利税6802亿元,中新网
7289,2018-12-05,"基础化工行业周报:VA快速上涨,磷矿石、纯碱价格上调",安信证券
7290,2018-12-04,油价大振三桶油逆行 中石化回吐近2%,新浪
7291,2018-11-29,加仓金融白酒，北上资金持续净流入,中证报
7292,2018-11-28,中国石化在广东全面供应国六车用汽油,中新网
7293,2018-11-27,贵州中石化织金煤制烯烃项目获批复实施,中国煤炭资源网
7294,2018-11-27,2018中国地热国际论坛：地热将成我国城乡清洁供能的重要力量,中新网
7295,2018-11-21,A股市场破净股一览（11月21日）,Wind
7296,2018-11-21,中石化为雄县5155户村民提供地热，将建成全球地热样板,汇通网
7297,2018-11-20,全程严控 四年减排二氧化碳1828万吨,科技日报
7298,2018-11-20,化工：化工板块个股商誉情况梳理,方正证券
7299,2018-11-20,中石化为雄安村民提供地热供暖 年可替代标煤万余吨,新浪
7300,2018-11-20,"大炼化聚酯产业链周报第42期:装置检修降低PTA开工率,涤纶产销大幅上升",光大证券
7301,2018-11-19,深化油气改革的关键词,中国能源网china5e
7302,2018-11-19,雄安新区地热供暖由城市延伸至农村,中国经济网
7303,2018-11-19,中国石化股票（600028）行情怎么样？中国石化有限公司股票行情,益盟操盘手
7304,2018-11-16,近200亿杠杆资金“抄底”，融资客押注这些强势股,证券时报
7305,2018-11-15,中石化鄂安沧管道一期投产，“三桶油”全面冲刺天然气保供,澎湃新闻
7306,2018-11-14,北方供气新增3条输气通道，打通天然气供气“任督二脉”,澎湃新闻
7307,2018-11-14,中石油总裁章建华任国家能源局局长（图|简历）,中国经济网
7308,2018-11-13,油价连续刷新阶段新低，能源板块承压下挫,Wind
7309,2018-11-13,两大石油公司启动保供 冬季天然气市场升温,中国经济时报
7310,2018-11-12,中国石化今冬明春供应182亿方天然气,中国经济网
7311,2018-11-12,中石化计划今冬明春供应天然气量同比升18％,经济通
7312,2018-11-12,卓创资讯：两大天然气项目开建 将缓解冬季华北紧张局面,中新经纬
7313,2018-11-12,地下储气库为华北冬供添底气,石化新闻网
7314,2018-11-12,"大炼化聚酯产业链周报:pta开始集中检修,涤纶价格持续下滑",光大证券
7315,2018-11-10,PPI数据揭示行业成长榜单 三板块投资价值显现,证券日报
7316,2018-11-09,石油化工巨头聚首上海进博会中石油签署合同总额292亿美元,21世纪经济报道
7317,2018-11-09,中国石油加快推进天然气基础设施互联互通,中国石油
7318,2018-11-09,石油化工行业-不同油价下中石油、中石化的盈利能力分析:油价与业业绩,光大证券
7319,2018-11-08,中国石化：2015年公司债券(15石化01)本息兑付和摘牌公告,上交所
7320,2018-11-08,油品质量好在哪？中国石化深圳石油“接地气”展示引围观,中国网
7321,2018-11-08,"大炼化聚酯产业链周报第40期:涤纶产销有所好转,PTA进入集中检修阶段",光大证券
7322,2018-11-07,行业速览|中石化前三季度净利润比增52.7%,电力新闻网
7323,2018-11-06,中国石化发布环保检查与督查管理办法,e公司
7324,2018-11-05,"中国石化18Q3点评:上游有望向好,炼化、销售承压",中证网
7325,2018-11-05,中国石化公布2018年前三季度业绩,中国石化
7326,2018-11-05,"中国石化:油价回暖上游大幅减亏,持续高分红价值凸显",正点财经
7327,2018-11-05,A股公司晒前三季成绩单：银行赚半壁江山 次新股参差,国际金融报
7328,2018-11-05,A股上市公司晒前三季度成绩单：营收表现强劲,国际金融报
7329,2018-11-02,成品油结束“五连涨”重回7元区 中国石化三季报领跑两桶油,华夏时报
7330,2018-11-02,社保证金汇金三季度调仓动向曝光,中证报
7331,2018-11-01,连续两天强力扫货！北上资金净买额创近两年新高，年内累计净买入2400亿，这些股加仓最多,证券时报网
7332,2018-11-01,嘉实元和基金调整中石化销售股权估值,中证网
7333,2018-11-01,中国石化总裁戴厚良辞职 董监高成员变化,挖贝网
7334,2018-11-01,央企人事调整：聘任雷典武和陈革为中石化高级副总裁,国资委
7335,2018-11-01,【化工-张汪强】中国石化：油价上升上游受益，炼化盈利韧性较强,安信证券研究
7336,2018-10-31,前三季度上市公司营收表现强劲 增长两位数以上,国际金融报
7337,2018-10-31,上交所就沪市公司2018年三季报情况答记者问,上交所
7338,2018-10-31,【申万石化】中国石化三季报点评——业绩增长符合预期，现金充足有望保持高分红,微信
7339,2018-10-31,中国石化2018年前三季度净利润601亿元 同比增长52.7%,光明网
7340,2018-10-31,中石化前三季净利增超五成 为近四年最好同期表现,中国能源网china5e
7341,2018-10-31,三季报透视：10股超20%流通筹码被5大机构持有,证券时报
7342,2018-10-31,戴厚良辞任中国石化总裁 马永生接任 董监高成员变化,新浪
7343,2018-10-31,中石化业绩公布后瑞信降目标 现价挫逾2% 盈利能力下降,新浪
7344,2018-10-31,氢能半周刊第8期 | 车用燃料电池推广加速 Power Cell再获汽车OEM订单,Ofweek
7345,2018-10-31,海通石化：中国石化（600028）——前三季度归母净利润同比增长56.3%,微信
7346,2018-10-31,石化双雄前三季日赚近4亿 中石化勘探业务亏损过10亿 亏损,中金在线
7347,2018-10-31,中国石油前三季度净利增逾1.7倍 中国石化净利增超五成,中证报
7348,2018-10-31,两桶油前三季净利1081亿元 日均盈利近4亿元,证券日报
7349,2018-10-30,“石化双雄”净利润同比大增 双双获证金公司增持,e公司
7350,2018-10-30,中国石化：马永生接替戴厚良出任公司总裁,Wind
7351,2018-10-30,中国石化：前三季度净利600亿元 同比增56%,e公司
7352,2018-10-30,中国石化前三季度净利润599.8亿元，同比增56.3%,Wind
7353,2018-10-30,中国石化：1-9月天然气供应量同比增长18.1%,Wind
7354,2018-10-24,百点反弹，56股上涨逾20%，200股却逆市下跌,Wind
7355,2018-10-24,油价跌超4%，能源板块全线杀跌,Wind
7356,2018-10-22,[快讯]今天国际:投标项目评标结果公示,中财网
7357,2018-10-19,计算机行业：关注三季度业绩确定性强的公司,金融界
7358,2018-10-18,加油站即将卖药，中石化“跨界打劫”？,医药云端工作室
7359,2018-10-18,重磅！中石化进军药品零售，旗下便利店即将卖药！,健识局
7360,2018-10-18,[公告摘要]中国石化(00386.HK)10月30日召开董事会 以审议批准第三季度业绩,格隆汇
7361,2018-10-18,天然气旺季将至 机构预计对外依存度将创新高,第一财经
7362,2018-10-18,两桶油相继走低，中国石油跌超5%,Wind
7363,2018-10-17,电气设备：10月上旬LNG价格旬环比降1.2%,川财证券
7364,2018-10-17,中国石化：预计3Q18业绩低于预期,中金公司
7365,2018-10-17,中石化前三季净利润预增超五成 多家公司发布三季报,新浪
7366,2018-10-17,PPI数据出炉标出强势成长行业 挖掘相关板块投资潜力,证券日报
7367,2018-10-17,"大炼化聚酯产业链周报第37期:装置检修降低PTA开工率,涤纶市场小幅回暖",光大证券
7368,2018-10-16,【中投早知道】2018-10-17,赢家之星
7369,2018-10-16,中国石化：前三季净利预增55%—57%,证券之星
7370,2018-10-16,中国石化30年来累计投入扶贫资金19.31亿元,e公司
7371,2018-10-16,中国石化：2018年前三季度业绩报告预告,上交所
7372,2018-10-16,中国石化：前三季净利润同比预增超五成,e公司
7373,2018-10-16,中国石化：预计前三季度净利润同比增长54.7%到56.6%,Wind
7374,2018-10-16,资金流:金融4股天然气2股流入居前 两市净流出212亿,金融界
7375,2018-10-15,化工：继续看好上游和一体化公司 荐7股,申万宏源
7376,2018-10-15,石油化工行业研究周报：三桶油(A+H)性价比谁最好?,中财网
7377,2018-10-14,石油化工：三桶油（A+H）性价比谁最好？【天风石化张樨樨团队】,Wind
7378,2018-10-14,化工：关注油气及煤化工和农化板块优质标的 荐9股,国海证券
7379,2018-10-13,"94%A股公司获政府补助创新高，79家公司靠""输血""扭亏",Wind
7380,2018-10-11,"大炼化聚酯产业链周报第36期:原油涨价提振px价格,下游价差持续收窄",光大证券
7381,2018-10-10,融资客青睐35股，莫高股份买入占比高达53.06%,Wind
7382,2018-10-09,中国石化：10月8日融资余额为17.01亿元，较前一日骤增14.60%,Wind资讯
7383,2018-10-08,【建投电力公用-深度】新天然气：布局燃气全产业链，亚美能源业绩有望持续高增长,能源交运万维网
7384,2018-10-04,恒生指数收跌1.73%，恒生国企指数跌2.21%。,Wind
7385,2018-09-29,中国石化今起停售原普通汽油,天津日报
7386,2018-09-29,600028中国石化2018年半年度业绩预增点评:油价上涨提振二季度业绩,光大证券
7387,2018-09-28,中石化系转让华泰保险近7%股权获批,证券时报网
7388,2018-09-28,中国石化：布油突破 80 美元/桶 暂不影响炼油毛利,中金公司
7389,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
7390,2018-09-26,电气设备：1-8月全国原油加工量同比增长8.7% 荐7股,川财证券
7391,2018-09-26,“石化双雄”午后扩大涨幅 中国石化上涨3.34%,红周刊
7392,2018-09-26,"石油化工行业大炼化聚酯产业链周报第35期:PTA价格大幅下降,涤纶库存继续上升",光大证券
7393,2018-09-25,数据王：国庆前指数调整下的重点配置领域,巨丰财经
7394,2018-09-25,中国石化榆济管网累计输气超300亿立方米,新华网
7395,2018-09-25,石油石化行业专题报告-天然气系列(1):中国天然气需求和进口将高速增长,平安证券
7396,2018-09-23,中国石化西北油田新疆四十年 跨入高质量发展新阶段,中新网
7397,2018-09-21,巴陵石化：煤气化公司提速融合促挖潜创效,石化新闻网
7398,2018-09-21,港股投资日历：中国石化等股派息,Wind
7399,2018-09-20,三方合资温州LNG项目正式开工,21世纪经济报道
7400,2018-09-20,海湾石油低价抢眼 外资加油站进驻声势迅猛,证券日报网
7401,2018-09-20,中缅管道与中国石化广西管道互通,每日经济新闻
7402,2018-09-20,中石化海南供应国六车用汽柴油成品油全面升级提速,证券日报
7403,2018-09-20,"大炼化聚酯产业链周报第34期:长丝库存上升值得关注,但旺季依然可期",光大证券
7404,2018-09-19,亿华通在氢气制、储、运等领域布局颇深,Ofweek
7405,2018-09-17,动态丨中国石化发行24亿美元境外债券,国资委
7406,2018-09-16,北上资金上周涌入逾45亿 绩优权重股成“聪明钱”首选,证券日报
7407,2018-09-16,化工：尿素再破两千大关 荐3股,安信证券
7408,2018-09-15,中石化长岭炼化公司：舞起化工新材料产业的龙头,产经新闻
7409,2018-09-14,国内油价或迎年内第11次上调强势石油激发机构对5只潜力股热情,顶尖财经网
7410,2018-09-13,资金抢筹！政策+市场双驱动，天然气成最强风口,Wind
7411,2018-09-13,中石化今起海南供应国六车用汽柴油 成品油全面升级提速,证券日报
7412,2018-09-12,中国石化获“2018年度能源精准扶贫责任奖”,新华网
7413,2018-09-12,中国石化：13日起在海南全面销售国六车用汽柴油,e公司
7414,2018-09-11,俄罗斯最大石化公司Sibur拟明年IPO,Wind
7415,2018-09-10,中国石化：成功发行24亿美元境外债券,e公司
7416,2018-09-10,折价18% 一年后到期 嘉实元和是否值得买,中国基金报
7417,2018-09-09,昔日大客户伪造应收账款 川化股份报案，对方尚欠公司2.7亿 欺诈造假,每日经济新闻
7418,2018-09-09,化工：烧碱及粘胶短纤持续向上 荐3股,安信证券
7419,2018-09-07,中国石化:18年上半年业绩增长54% 全年有望高增长,中证网
7420,2018-09-06,天然气产供储销体系建设提速,每经网
7421,2018-09-06,中国石化在广东全面销售国六车用柴油,科学网
7422,2018-09-06,八月衰基金之六：安信价值精选抱守银行医药显颓势,中国经济网
7423,2018-09-05,中国石化油服巴西子公司拟实施司法重组,和讯
7424,2018-09-05,媒体：中石化计划分四部分发行美元债，筹资约30亿美元,Wind
7425,2018-09-04,中国石化：2018年半年度A股分红派息实施公告,上交所
7426,2018-09-04,中国石化：半年报推10派1.6元 股权登记9月11日,金融界
7427,2018-09-04,中国石化上半年利润创历史同期最好水平,中经导报
7428,2018-09-04,中石化将增加现货LNG采购 并扩大接收站接转能力,中国煤炭资源网
7429,2018-09-04,中国石化燃料油公司国内首家开展保税油混调业务,中国石化
7430,2018-09-04,中国石化业务覆盖非洲26国,科技日报
7431,2018-09-03,中国石化与非洲26个国家开展合作,中国石化
7432,2018-09-03,近70家能源企业入围中国企业500强，协鑫集团连续3年位列新能源类榜首,Wind
7433,2018-09-03,北上资金积极加仓 主力资金流出走出底部区域尚待新信号,证券时报网
7434,2018-09-03,上市公司发力自主研发，上半年研发投入逆势增逾两成,中证报
7435,2018-09-02,中国企业500强榜单发布：电网中石化中石油居前三金融业最赚钱,新华网
7436,2018-09-02,2018中国企业500强出炉：国家电网/中石化/中石油前三华为民企第一,驱动之家
7437,2018-09-01,谁在赚钱 谁在亏损？A股中报业绩大盘点！（附名单） 亏损,机会宝
7438,2018-09-01,【2018泰达论坛】中石化黄文生：打造油、气、电、氢自由组合的综合智慧服务体系,盖世汽车
7439,2018-08-31,中国石化在广东全面销售国六车用柴油,e公司
7440,2018-08-31,中国石化深圳石油：首座油电混合站投入商业运营,中国网
7441,2018-08-31,79家公司发百亿“红包” 中报现金分红呈现两大特色,大众证券报
7442,2018-08-30,环保督查之汾渭平原样本二：中石化闻喜县多处加油站违法营业 有站点整改未完成竟擅撕环保封条,每日经济新闻
7443,2018-08-30,环保督查之汾渭平原样本二：中石化闻喜县多处加油站违法营业 有站点整改未完成竟擅撕环保封条 环保处罚,每日经济新闻
7444,2018-08-30,中国石化在粤推出国六车用柴油 达欧盟车用油标准,中新网
7445,2018-08-30,“三桶油”上半年共赚近千亿元 创近四年来最佳业绩表现,第一财经日报
7446,2018-08-30,“三桶油”交亮眼“中考成绩单”，上半年共赚近千亿元,Wind
7447,2018-08-30,巨丰热点：国际油价上涨刺激油服股活跃,巨丰财经
7448,2018-08-29,中国石化：油价上涨提振二季度业绩，未来收益可期,光大证券
7449,2018-08-28,中石化上半年日赚2.31亿元 交历史最佳中考成绩单,华夏时报
7450,2018-08-28,中国石化董事长：天然气需求将继续保持快速增长,e公司
7451,2018-08-28,[领先大市-A评级]基础化工行业周报：聚酯产业链持续走强 甲烷氯化物价格创五年新高,中财网
7452,2018-08-28,[推荐评级]民生化工行业周报：原油价格上涨 PTA产业链持续走高,中财网
7453,2018-08-28,[买入评级]中国石化(600028)中报点评：业绩稳定增长 现金充足 有望保持高分红,中财网
7454,2018-08-28,[优于大市评级]中国石化(600028)半年报点评：油价上涨 1H18净利润同比增长53.6%,中财网
7455,2018-08-28,[强烈推荐评级]中国石化(600028)中报点评：中报业绩大幅上涨 高分红回馈股东 中油价下尽显龙头优势,中财网
7456,2018-08-28,中石化分拆销售业务上市仍在审批,Wind
7457,2018-08-28,中证报头版：青睐制造业、偏爱大蓝筹，机构二季度布局路径隐现,中证报
7458,2018-08-27,【申万石化】中国石化半年报点评——业绩稳定增长，现金充足，有望保持高分红,申万石油化工
7459,2018-08-27,净利润大幅增长，中国石化上半年“日进斗金”不是梦,新浪
7460,2018-08-27,上半年净利同比升52% 中国石化大涨近5%,格隆汇
7461,2018-08-27,中石化副总裁黄文生：天然气产量预计到2020年达到330亿立方米,Wind
7462,2018-08-27,中石化副总裁黄文生：中石化尚未接到有关国家油气管网公司的通知,Wind
7463,2018-08-27,中国石化2018年上半年盈利增长52% 分红派息增60%,中新网
7464,2018-08-27,[增持评级]基础化工行业周报：PTA维持强势 关注采暖季限产提前和下游需求旺季的共振,中财网
7465,2018-08-27,资本支出减少使自由现金流增加 中国石化派息丰厚,新浪
7466,2018-08-27,【太平洋化工】中国石化2018中报点评：业绩好，分红高，稳健投资标的，维持“买入”,太平洋化工
7467,2018-08-27,浙能联手中石化投资90亿元,浙江日报
7468,2018-08-27,中国石化：上市以来最佳半年报出炉；维持“推荐”,中金公司
7469,2018-08-27,盘前必读公告：这些股不容错过！,巨丰财经
7470,2018-08-27,港股早班车：蓝鼎国际掌门人失联 瑞声科技遭立讯精密抢单 董监高成员异常事件,腾讯网
7471,2018-08-27,中国石化：收益同比增长56.6% 景气复苏持续,财富动力网
7472,2018-08-27,中国石化上半年净利润同比增长54% 实现营收1.3万亿,中证网
7473,2018-08-27,中石化上半年日赚2.31亿 前十大股东4家增持近5亿股,证券日报
7474,2018-08-26,【中投早知道】2018-08-27,赢家之星
7475,2018-08-26,中国石化：上半年净利润416亿元 同比增长54%,中证网
7476,2018-08-26,中国石化：2018年半年度主要财务指标,上交所
7477,2018-08-26,中国石化上半年实现净利416亿增长53.6% 日赚2.3亿元,e公司
7478,2018-08-26,[快讯]中国石化上半年净利增54% 长飞光纤拟10派5元-更新中,中财网
7479,2018-08-26,中国石化：上半年实现营业收入1.3万亿元 同比增长11.5%,凤凰网
7480,2018-08-26,中国石化半年报：实现净利润416亿元 同比增长53.6%,新浪
7481,2018-08-26,中国石化：上半年净利416亿元 同比增54%,e公司
7482,2018-08-26,中国石化：上半年净利润同比增长53.6%，每股派息0.16元,Wind
7483,2018-08-25,探索“盘活增值”新模式 国有股权划转下半年或提速,股城网
7484,2018-08-24,北上资金逆市“买买买” 六只个股彰显投资价值,证券日报
7485,2018-08-22,[增持评级]大炼化聚酯产业链周报：PX、PTA继续强势 下游盈利持续下降,中财网
7486,2018-08-22,浙能联手中石化 90亿大项目落子瓯江口大小门岛,浙江在线
7487,2018-08-21,[增持评级]基础化工行业周报：涤纶产业链普涨 PA66延续涨势 关注苏北化工园区复产进展,中财网
7488,2018-08-21,31公司推中期分红方案 三种视角挖掘现金奶牛,投资快报
7489,2018-08-20,[推荐评级]化工行业周报：PTA价格再创新高 DMC、DMF价格上涨,中财网
7490,2018-08-20,[推荐评级]石化行业周报：上半年我国石油和化工行业营收和利润均大幅增长,中财网
7491,2018-08-20,商务部公告2018年第66号,商务部
7492,2018-08-20,[推荐评级]石化行业周报：涤纶产业链景气攀升 原油价格中位波动,中财网
7493,2018-08-18,中石油入股了一家重量级公司，国企改革又提速了！,创业家
7494,2018-08-17,“气荒”袭来 中石化预增18亿方保供华北,中国能源网china5e
7495,2018-08-17,[优于大市评级]石油化工行业深度报告：油价、天然气、民营炼化,中财网
7496,2018-08-15,[推荐评级]石油石化深度报告：丙烯行业景气度提升 持续看好盈利前景,中财网
7497,2018-08-15,化工行业日报：7月化学原料和制品制造业增加值增长3.5%,中财网
7498,2018-08-15,四川美丰“加仓” ，龙蟠科技“减仓” 车用尿素市场仍在培育期,每日经济新闻
7499,2018-08-15,"石油化工行业大炼化聚酯产业链周报第29期:PX、PTA持续走强,下游盈利小幅回暖",光大证券
7500,2018-08-14,秦洪看盘｜近期两个特征：指数欲振乏力，热点延续时间缩短,澎湃新闻
7501,2018-08-14,14日公告透露利好 9只个股有望爆发,中证网
7502,2018-08-13,四川美丰与中石化润滑油公司合作 推广车用尿素,中证网
7503,2018-08-13,[推荐评级]石化行业动态报告：7月全球原油供应增加 减产执行率下降,中财网
7504,2018-08-13,[推荐评级]石油化工行业周报：涤纶产业链景气持续 原油价格中位波动,中财网
7505,2018-08-13,雅克拉凝析气田向疆内供气逾65亿方,石化新闻网
7506,2018-08-13,[推荐评级]民生化工周报：PTA-聚酯产业链价格再创四年新高,中财网
7507,2018-08-13,[推荐评级]中国石化(600028/00386.HK)公司动态点评：非核心资产分离有望提升 19年净利润达7.0%以上,中财网
7508,2018-08-12,[优于大市评级]石化行业数据周报,中财网
7509,2018-08-11,中石化400亿利润A股称王 成油价9次上调最大获益者,华夏时报
7510,2018-08-10,北上资金抢筹58只个股 其中56只个股被券商看好,证券日报
7511,2018-08-10,中石化首次无偿划转股份 两桶油混改提速,证券日报
7512,2018-08-09,中国石化推进混改 2.06%股权划转至国资平台,e公司
7513,2018-08-09,中国石化：约2%国有股份无偿划转,e公司
7514,2018-08-09,中国石化：控股股东拟将公司部分A股无偿划转给诚通金控和国新投资,Wind
7515,2018-08-09,天然气专题报告之一：今年冬天天然气供需缺口有多大?,中财网
7516,2018-08-09,中石化史诗级天然气项目落户河南 中原油田的“第二春”来了！,中国能源网china5e
7517,2018-08-09,[优于大市评级]7月原油成品油进出口数据分析：7月成品油净出口量环比大幅减少 乙烯-石脑油价差扩大至每吨740美元,中财网
7518,2018-08-09,化工行业日报：OECD：全球每年产生3亿吨塑料垃圾,中财网
7519,2018-08-08,第四桶油中化能源即将在港上市 石油股值得关注,证券之星
7520,2018-08-08,化工行业日报：中国科学家首次精确合成共轭莫比乌斯索烃,中财网
7521,2018-08-07,两市尾盘再接再厉，逾50股涨停,Wind
7522,2018-08-07,中国石化：业绩稳健，中石化资本孕育新动能,国联证券
7523,2018-08-07,"大炼化聚酯产业链周报第28期:PX、PTA持续走强,下游盈利大幅收窄",光大证券
7524,2018-08-04,国资委主管杂志：央企是A股市值定盘星分红更大方，但市盈率偏高,腾讯网
7525,2018-08-03,好消息|坏消息 壳牌退出四川盆地非常规天然气勘探；伊朗与白俄罗斯达成石油换工业设备协议,和讯
7526,2018-08-01,中石化：认真研究并积极应对利率汇率风险，推进一批重大项目,澎湃新闻
7527,2018-08-01,中石化：抓紧研究制定重大项目规划布局 推进一批重大项目,e公司
7528,2018-08-01,[看好评级]基础化工行业周报：PTA行业有望迎来新一轮景气周期,中财网
7529,2018-08-01,中原油田建设国内最大储气库群,石化新闻网
7530,2018-08-01,中国石化预计上半年净利润同比增50%,电力新闻网
7531,2018-08-01,高油价链式反应： 中石油中报利润翻倍 油服企业“水涨船高”,21世纪经济报道
7532,2018-07-31,[领先大市-A评级]基础化工行业周报：涤丝、PA66持续上行 聚合MDI、醋酸止跌回涨,中财网
7533,2018-07-31,三大石油公司举行海上应急综合演练,科技日报
7534,2018-07-31,巨丰收评：金融股脉冲反弹 封杀调整空间,巨丰财经
7535,2018-07-31,历时10年贵州60万吨煤制烯烃终获核准,中国能源网china5e
7536,2018-07-31,化工行业日报：上半年化工行业增加值同比增长3.6%,中财网
7537,2018-07-31,中石油预计上半年净利倍增 两桶油盈利或超660亿元,证券日报
7538,2018-07-30,[优于大市评级]石化行业周报：2Q18化工行业基金持仓分析,中财网
7539,2018-07-30,“国五”与“国六”油品混加 车主无须清洗油箱油路,中国能源网china5e
7540,2018-07-30,[推荐评级]石化周报：油价小幅震荡趋稳 涤纶盈利有望持续,中财网
7541,2018-07-30,[增持评级]大炼化聚酯产业链周报：PTA上行空间打开 涤纶价格大幅上涨,中财网
7542,2018-07-30,巨丰热点前瞻：市场短期调整不改中期格局 关注结构性机会,巨丰财经
7543,2018-07-30,"中国石化2018年半年度业绩预增点评:油价上涨提振二季度业绩,未来收益可期",光大证券
7544,2018-07-29,大型煤制烯烃不断上马 中石化贵州织金百亿项目获批,每日经济新闻
7545,2018-07-28,中石化织金60万吨煤制烯烃项目获核准批复,Wind
7546,2018-07-27,“十三五”重点工程鄂安沧输气管道建设取得积极进展,新华网
7547,2018-07-27,7月27日中国石化（600028）股票行情观点：谨慎为宜,南方财富网
7548,2018-07-27,"中国石化股票行情：公司上半年业绩预增50%左右,略超预期",群益证券
7549,2018-07-27,71股获券商买入评级 博威合金目标涨幅达63.82%,Wind
7550,2018-07-27,化工行业日报：全球翻新胎市场有望年均增长近5%,中财网
7551,2018-07-27,中国石化“七连涨”,中证报
7552,2018-07-26,焦方正出任中石油集团副总经理，曾长期在中石化系统任高管,澎湃新闻
